категория	kategooria	категория	kategooria	N;INDF;FEM;SG	N;NOM;SG
камара	koda	камара	koda	N;INDF;FEM;SG	N;NOM;SG
приказки	lood	приказка	lugu	N;INDF;FEM;PL	N;NOM;PL
киселини	happed	киселин	happ	N;INDF;FEM;PL	N;NOM;PL
крива	kõver	крива	kõver	N;INDF;FEM;SG	N;NOM;SG
четене	lugemine	четене	lugemine	N;INDF;NEUT;SG	N;NOM;SG
четене	lugemine	четене	lugemine	N;INDF;NEUT;SG	N;NOM;SG
четене	lugemist	четене	lugemine	N;INDF;NEUT;SG	N;PRT;SG
гама	gamma	гама	gamma	N;INDF;FEM;SG	N;NOM;SG
обсъждане	arutelu	обсъждане	arutelu	N;INDF;NEUT;SG	N;NOM;SG
валежи	sademed	валеж	sade	N;INDF;MASC;PL	N;NOM;PL
цицерон	cicero	цицерон	cicero	N;INDF;MASC;SG	N;NOM;SG
частна	privaatne	частен	privaatne	ADJ;INDF;FEM;SG	ADJ;NOM;SG
тежък	raske	тежък	raske	ADJ;INDF;MASC;SG	ADJ;NOM;SG
метали	metallid	метал	metall	N;INDF;MASC;PL	N;NOM;PL
съвети	nõuanded	съвет	nõudma	N;INDF;MASC;PL	N;NOM;PL
съвети	vihjed	съвет	vihje	N;INDF;MASC;PL	N;NOM;PL
съвети	nõuanded	съвет	nõudma	N;INDF;MASC;PL	N;NOM;PL
могили	künkad	мога	küngas	N;INDF;MASC;PL	N;NOM;PL
евровизия	eurovisiooni	евровизия	euro_visioon	N;INDF;FEM;SG	N;PRT;SG
прилепи	nahkhiired	прилепя-(се)	nahk_hiire	N;INDF;FEM;PL	N;NOM;PL
убийства	tapmised	убийство	tapmine	N;INDF;NEUT;PL	N;NOM;PL
убийства	mõrvad	убийство	mõrv	N;INDF;NEUT;PL	N;NOM;PL
съхранение	hoidla	съхранение	hoidla	N;INDF;NEUT;SG	N;NOM;SG
съхранение	ladustamise	съхранение	ladustamine	N;INDF;NEUT;SG	N;GEN;SG
съхранение	säilitamine	съхранение	säilitamine	N;INDF;NEUT;SG	N;NOM;SG
съхранение	ladustamine	съхранение	ladustamine	N;INDF;NEUT;SG	N;NOM;SG
съхранение	säilitamine	съхранение	säilitamine	N;INDF;NEUT;SG	N;NOM;SG
съхранение	säilimine	съхранение	säilimine	N;INDF;NEUT;SG	N;NOM;SG
съхранение	pood	съхранение	pood	N;INDF;NEUT;SG	N;NOM;SG
съхранение	poodi	съхранение	pood	N;INDF;NEUT;SG	N;IN+ALL;LGSPEC1;SG
флора	flora	флор	flora	N;INDF;FEM;SG	N;NOM;SG
метро	metroo	метро	metroo	N;INDF;NEUT;SG	N;NOM;SG
метро	metroo	метро	metroo	N;INDF;NEUT;SG	N;NOM;SG
метро	metro	метро	metro	N;INDF;NEUT;SG	N;NOM;SG
бар	baar	бар	baar	N;INDF;MASC;SG	N;NOM;SG
бар	bar	бар	bar	N;INDF;MASC;SG	N;NOM;SG
бар	baari	бар	baar	N;INDF;MASC;SG	N;PRT;SG
данъци	maksud	данък	maks	N;INDF;MASC;PL	N;NOM;PL
преброяване	loenduse	преброяване	loendus	N;INDF;NEUT;SG	N;GEN;SG
преброяване	loendus	преброяване	loenduma	N;INDF;NEUT;SG	N;NOM;SG
преброяване	loendamine	преброяване	loendamine	N;INDF;NEUT;SG	N;NOM;SG
лили	lili	лила	lili	N;INDF;FEM;SG	N;NOM;SG
лили	lilly	лила	lilly	N;INDF;FEM;SG	N;NOM;SG
лили	lily	лила	lily	N;INDF;FEM;SG	N;NOM;SG
акции	aktsiad	акция	aktsia	N;INDF;FEM;PL	N;NOM;PL
филипините	filipiinid	филипина	fili_piin	N;DEF;MASC;PL	N;NOM;PL
картаген	kartaago	картаген	kartaago	N;INDF;MASC;SG	N;NOM;SG
избягва	väldib	избягвам	vältima	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
магистрала	kiirtee	магистрала	kiir_tee	N;INDF;FEM;SG	N;NOM;SG
магистрала	kiirtee	магистрала	kiir_tee	N;INDF;FEM;SG	N;NOM;SG
магистрала	maantee	магистрала	maan_tee	N;INDF;FEM;SG	N;NOM;SG
магистрала	kiirtee	магистрала	kiir_tee	N;INDF;FEM;SG	N;NOM;SG
риболов	kalandus	риболов	kalandus	N;INDF;MASC;SG	N;NOM;SG
риболов	kalanduse	риболов	kalandus	N;INDF;MASC;SG	N;GEN;SG
риболов	kalandus	риболов	kalandus	N;INDF;MASC;SG	N;NOM;SG
риболов	kalapüük	риболов	kala_püük	N;INDF;MASC;SG	N;NOM;SG
риболов	püük	риболов	püük	N;INDF;MASC;SG	N;NOM;SG
постигане	jõudmine	постигане	jõudmine	N;INDF;NEUT;SG	N;NOM;SG
постигане	saavutamine	постигане	saavutamine	N;INDF;NEUT;SG	N;NOM;SG
фестивали	festivalid	фестивал	festival	N;INDF;MASC;PL	N;NOM;PL
религии	religioonid	религия	religioon	N;INDF;FEM;PL	N;NOM;PL
актрисата	näitleja	актриса	näitleja	N;DEF;FEM;SG	N;NOM;SG
актрисата	näitlejanna	актриса	näitlejanna	N;DEF;FEM;SG	N;NOM;SG
кости	kondid	кост	kond	N;INDF;FEM;PL	N;NOM;PL
кости	luude	кост	luude	N;INDF;FEM;PL	N;NOM;PL
кости	luude	кост	luude	N;INDF;FEM;PL	N;NOM;PL
настоява	nõuab	настоявам-(се)	nõudma	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
постоянни	alalised	постоянен	alaline	ADJ;INDF;PL	ADJ;NOM;PL
ограничения	piirangud	ограничение	piirang	N;INDF;NEUT;PL	N;NOM;PL
ограничения	piirangud	ограничение	piirang	N;INDF;NEUT;PL	N;NOM;PL
ограничения	piirmäärad	ограничение	piir_määr	N;INDF;NEUT;PL	N;NOM;PL
ограничения	piirid	ограничение	piir	N;INDF;NEUT;PL	N;NOM;PL
ограничения	piirangud	ограничение	piirang	N;INDF;NEUT;PL	N;NOM;PL
ограничения	piirangud	ограничение	piirang	N;INDF;NEUT;PL	N;NOM;PL
отвори	avada	отворя-(се)	avama	V;PFV;IND;SG;3;PST;FIN;ACT	V;NFIN
избегне	vältida	избегна	vältima	V;PFV;IND;SG;3;PST;FIN;ACT	V;NFIN
котки	kassid	котка	kass	N;INDF;FEM;PL	N;NOM;PL
експерименти	eksperimendid	експеримент	eksperiment	N;INDF;MASC;PL	N;NOM;PL
съветът	nõukogu	съвет	nõu_kogu	N;DEF;MASC;SG	N;NOM;SG
юпитер	jupiter	юпитер	jupiter	N;INDF;MASC;SG	N;NOM;SG
помещения	ruumid	помещение	ruum	N;INDF;NEUT;PL	N;NOM;PL
помещения	ruumid	помещение	ruum	N;INDF;NEUT;PL	N;NOM;PL
денят	päev	ден	päev	N;DEF;MASC;SG	N;NOM;SG
денят	päeva	ден	päev	N;DEF;MASC;SG	N;PRT;SG
теодосий	theodosius	теодосий	theodosius	N;INDF;MASC;SG	N;NOM;SG
артур	artur	артур	artur	N;INDF;MASC;SG	N;NOM;SG
детството	lapsepõlv	детство	lapse_põlv	N;DEF;NEUT;SG	N;NOM;SG
детството	lapsepõlve	детство	lapse_põlv	N;DEF;NEUT;SG	N;NOM;SG
детството	lapsepõlves	детство	lapse_põlv	N;DEF;NEUT;SG	N;IN+ESS;SG
дена	päeva	ден	päev	N;DEF;MASC;SG	N;PRT;SG
операцията	toimimine	операция	toimimine	N;DEF;FEM;SG	N;NOM;SG
операцията	toiming	операция	toiming	N;DEF;FEM;SG	N;NOM;SG
операцията	operatsioon	операция	operatsioon	N;DEF;FEM;SG	N;NOM;SG
бонд	side	бонд	side	N;INDF;MASC;SG	N;NOM;SG
бонд	bond	бонд	bond	N;INDF;MASC;SG	N;NOM;SG
ценности	väärtused	ценност	väärtus	N;INDF;FEM;PL	N;NOM;PL
каледония	kaledoonia	каледония	kaledoonia	N;INDF;FEM;SG	N;NOM;SG
мека	meka	мека	mekk	N;INDF;FEM;SG	N;NOM;SG
анастасия	anastasia	анастасия	anastasia	N;INDF;FEM;SG	N;NOM;SG
обяснение	seletus	обяснение	seletus	N;INDF;NEUT;SG	N;NOM;SG
обяснение	selgitus	обяснение	selgitus	N;INDF;NEUT;SG	N;NOM;SG
маршрут	marsruut	маршрут	marsruut	N;INDF;MASC;SG	N;NOM;SG
инфраструктура	infrastruktuur	инфраструктура	infra_struktuur	N;INDF;FEM;SG	N;NOM;SG
инфраструктура	infrastruktuuri	инфраструктура	infra_struktuur	N;INDF;FEM;SG	N;PRT;SG
инфраструктура	taristu	инфраструктура	taristuma	N;INDF;FEM;SG	N;NOM;SG
препоръчва	soovitab	препоръчвам-(се)	soovitama	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
инженери	insenerid	инженер	insener	N;INDF;MASC;PL	N;NOM;PL
оглед	vaade	оглед	vaade	N;INDF;MASC;SG	N;NOM;SG
почивка	vaheaeg	почивка	vahe_aeg	N;INDF;FEM;SG	N;NOM;SG
почивка	puhkus	почивка	puhkus	N;INDF;FEM;SG	N;NOM;SG
почивка	pühal	почивка	püha	N;INDF;FEM;SG	N;AT+ESS
;SG
почивка	puhkus	почивка	puhkus	N;INDF;FEM;SG	N;NOM;SG
религиозна	usklik	религиозен	usklik	ADJ;INDF;FEM;SG	ADJ;NOM;SG
религиозна	religioosne	религиозен	religioosne	ADJ;INDF;FEM;SG	ADJ;NOM;SG
взаимодействие	suhtlemine	взаимодействие	suhtlemine	N;INDF;NEUT;SG	N;NOM;SG
балкан	balkanil	балкан	balkan	N;INDF;MASC;SG	N;AT+ESS
;SG
рязко	järsult	рязко	järsult	ADV	ADV
разпределение	jaotamine	разпределение	jaotamine	N;INDF;NEUT;SG	N;NOM;SG
разпределение	eraldamine	разпределение	eraldamine	N;INDF;NEUT;SG	N;NOM;SG
разпределение	jaotamine	разпределение	jaotamine	N;INDF;NEUT;SG	N;NOM;SG
разпределение	jaotus	разпределение	jaotus	N;INDF;NEUT;SG	N;NOM;SG
разпределение	jaotumine	разпределение	jaotumine	N;INDF;NEUT;SG	N;NOM;SG
разпределение	jaotamine	разпределение	jaotamine	N;INDF;NEUT;SG	N;NOM;SG
склон	kalle	склон	kalle	N;INDF;MASC;SG	N;NOM;SG
гробница	krüpti	гробница	krüpt	N;INDF;FEM;SG	N;PRT;SG
гробница	haud	гробница	haud	N;INDF;FEM;SG	N;NOM;SG
гробница	haua	гробница	haud	N;INDF;FEM;SG	N;GEN;SG
еритрея	eritrea	еритрея	eritrea	N;INDF;FEM;SG	N;NOM;SG
жана	jeanne	жана	jeann	N;INDF;FEM;SG	N;NOM;SG
интерфейс	liides	интерфейс	liides	N;INDF;MASC;SG	N;NOM;SG
интерфейс	liidese	интерфейс	liides	N;INDF;MASC;SG	N;GEN;SG
магазин	shop	магазин	shop	N;INDF;MASC;SG	N;NOM;SG
магазин	pood	магазин	pood	N;INDF;MASC;SG	N;NOM;SG
магазин	kauplus	магазин	kauplus	N;INDF;MASC;SG	N;NOM;SG
магазин	poodi	магазин	pood	N;INDF;MASC;SG	N;IN+ALL;LGSPEC1;SG
магазин	poe	магазин	pood	N;INDF;MASC;SG	N;PRT;SG
магазин	pood	магазин	pood	N;INDF;MASC;SG	N;NOM;SG
магазин	poodi	магазин	pood	N;INDF;MASC;SG	N;IN+ALL;LGSPEC1;SG
последователни	järjestikused	последователен	järjestikune	ADJ;INDF;PL	ADJ;NOM;PL
последователни	järjestikused	последователен	järjestikune	ADJ;INDF;PL	ADJ;NOM;PL
последователни	järjestikuste	последователен	järjestikune	ADJ;INDF;PL	ADJ;GEN;PL
повишаване	suurenemine	повишаване	suurenemine	N;INDF;NEUT;SG	N;NOM;SG
повишаване	suurendamine	повишаване	suurendamine	N;INDF;NEUT;SG	N;NOM;SG
впечатление	mulje	впечатление	mulje	N;INDF;NEUT;SG	N;GEN;SG
растеж	kasv	растеж	kasv	N;INDF;MASC;SG	N;NOM;SG
растеж	majanduskasv	растеж	majandus_kasv	N;INDF;MASC;SG	N;NOM;SG
ректор	rektor	ректор	rektor	N;INDF;MASC;SG	N;NOM;SG
античността	antiik	античност	antiik	N;DEF;FEM;SG	N;NOM;SG
традицията	traditsioon	традиция	traditsioon	N;DEF;FEM;SG	N;NOM;SG
бернхард	bernhard	бернхард	bernhard	N;INDF;MASC;SG	N;NOM;SG
мозък	ajju	мозък	aji	N;INDF;MASC;SG	N;PRT;SG
мозък	aju	мозък	aju	N;INDF;MASC;SG	N;NOM;SG
вдовица	lesk	вдовица	lesk	N;INDF;FEM;SG	N;NOM;SG
вдовица	lesk	вдовица	lesk	N;INDF;FEM;SG	N;NOM;SG
валута	valuuta	валута	valuuta	N;INDF;FEM;SG	N;NOM;SG
валута	rahaühik	валута	raha_ühik	N;INDF;FEM;SG	N;NOM;SG
валута	vääring	валута	vääring	N;INDF;FEM;SG	N;NOM;SG
двойно	topelt	двойно	topelt	ADV	ADV
унищожени	hävitatud	унищожа	hävitama	V;PFV;INDF;PL;V.PTCP;PASS	V;PST;V.PTCP;PASS
тон	tonni	тон	tonn	N;INDF;MASC;SG	N;PRT;SG
тон	tonn	тон	tonn	N;INDF;MASC;SG	N;NOM;SG
тон	tuunikala	тон	tuunika_la	N;INDF;MASC;SG	N;NOM;SG
тон	toon	тон	toon	N;INDF;MASC;SG	N;NOM;SG
тон	tooni	тон	toon	N;INDF;MASC;SG	N;PRT;SG
критиката	kriitikat	критика	kriitika	N;DEF;FEM;SG	N;PRT;SG
критиката	kriitika	критика	kriitika	N;DEF;FEM;SG	N;NOM;SG
критиката	kriitika	критика	kriitika	N;DEF;FEM;SG	N;NOM;SG
продажба	müümine	продажба	müümine	N;INDF;FEM;SG	N;NOM;SG
продажба	müük	продажба	müük	N;INDF;FEM;SG	N;NOM;SG
различия	erinevused	различия	erinevus	N;INDF;NEUT;PL	N;NOM;PL
звездите	staarid	звезда	staar	N;DEF;FEM;PL	N;NOM;PL
звездите	tähed	звезда	täht	N;DEF;FEM;PL	N;NOM;PL
звездите	tähtede	звезда	täht	N;DEF;FEM;PL	N;GEN;PL
изчезва	kaob	изчезвам	kaduma	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
прост	lihtne	прост	lihtne	ADJ;INDF;MASC;SG	ADJ;NOM;SG
наскоро	hiljuti	наскоро	hiljuti	ADV	ADV
коефициент	koefitsient	коефициент	koefitsient	N;INDF;MASC;SG	N;NOM;SG
коефициент	jagatis	коефициент	jagama	N;INDF;MASC;SG	N;NOM;SG
коефициент	suhtarv	коефициент	suht_arv	N;INDF;MASC;SG	N;NOM;SG
коефициент	suhe	коефициент	suhe	N;INDF;MASC;SG	N;NOM;SG
коефициент	teguri	коефициент	tegur	N;INDF;MASC;SG	N;GEN;SG
коефициент	tegur	коефициент	tegur	N;INDF;MASC;SG	N;NOM;SG
коефициент	faktor	коефициент	faktor	N;INDF;MASC;SG	N;NOM;SG
слоеве	kihid	слоева	kiht	N;INDF;MASC;PL	N;NOM;PL
ремонт	parandus	ремонт	parandus	N;INDF;MASC;SG	N;NOM;SG
ремонт	parandamine	ремонт	parandamine	N;INDF;MASC;SG	N;NOM;SG
ремонт	remont	ремонт	remont	N;INDF;MASC;SG	N;NOM;SG
ремонт	renoveerimine	ремонт	renoveerimine	N;INDF;MASC;SG	N;NOM;SG
ремонт	remonti	ремонт	remont	N;INDF;MASC;SG	N;PRT;SG
убежище	varjupaik	убежище	varju_paik	N;INDF;NEUT;SG	N;NOM;SG
убежище	varjupaiga	убежище	varju_paik	N;INDF;NEUT;SG	N;PRT;SG
убежище	varjupaik	убежище	varju_paik	N;INDF;NEUT;SG	N;NOM;SG
убежище	pelgupaik	убежище	pelgu_paik	N;INDF;NEUT;SG	N;NOM;SG
явления	nähtused	явление	nähtus	N;INDF;NEUT;PL	N;NOM;PL
дама	kabe	дама	kabe	N;INDF;FEM;SG	N;NOM;SG
дама	daam	дама	daam	N;INDF;FEM;SG	N;NOM;SG
дама	neiu	дама	neiu	N;INDF;FEM;SG	N;NOM;SG
дама	leedi	дама	leedima	N;INDF;FEM;SG	N;NOM;SG
суринам	suriname	суринам	surinama	N;INDF;FEM;SG	N;NOM;SG
сдружение	assotsiatsioon	сдружение	assotsiatsioon	N;INDF;NEUT;SG	N;NOM;SG
класирането	edetabel	класиране	ede_tabel	N;DEF;NEUT;SG	N;NOM;SG
нападения	rünnakud	нападение	rünnak	N;INDF;NEUT;PL	N;NOM;PL
мекленбург	mecklenburg	мекленбург	mecklenburg	N;INDF;MASC;SG	N;NOM;SG
предназначен	mõeldud	предназнача	mõtlema	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PST;V.PTCP;PASS
балканска	balkani	балкански	balk	ADJ;INDF;FEM;SG	ADJ
отчасти	osaliselt	отчаст	osaliselt	ADV	ADV
отчасти	osaliselt	отчаст	osaliselt	ADV	ADV
площи	alad	площ	ala	N;INDF;FEM;PL	N;NOM;PL
площи	valdkonnad	площ	valdkond	N;INDF;FEM;PL	N;NOM;PL
площи	piirkonnad	площ	piirkond	N;INDF;FEM;PL	N;NOM;PL
находки	leiud	находка	leid	N;INDF;FEM;PL	N;NOM;PL
находки	järeldused	находка	järeldus	N;INDF;FEM;PL	N;NOM;PL
соло	solo	соло	solo	N;INDF;MASC;SG	N;NOM;SG
соло	soolo	соло	sooloma	N;INDF;MASC;SG	N;NOM;SG
ориентация	orientatsiooni	ориентация	orientatsioon	N;INDF;FEM;SG	N;PRT;SG
погребана	maetud	погребан	matma	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PST;V.PTCP;PASS
нужди	vajadused	нужда	vajadus	N;INDF;FEM;PL	N;NOM;PL
хартия	paber	хартия	paber	N;INDF;FEM;SG	N;NOM;SG
нарушение	rikkumise	нарушение	rikkumine	N;INDF;NEUT;SG	N;GEN;SG
нарушение	rikkumine	нарушение	rikkumine	N;INDF;NEUT;SG	N;NOM;SG
нарушение	rikkumine	нарушение	rikkumine	N;INDF;NEUT;SG	N;NOM;SG
принадлежат	kuuluda	принадлежа	kuuluma	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;NFIN
принадлежат	kuuluvad	принадлежа	kuuluma	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN;ACT
гъби	seened	гъба	seen	N;INDF;FEM;PL	N;NOM;PL
гъби	seened	гъба	seen	N;INDF;FEM;PL	N;NOM;PL
гъби	seened	гъба	seen	N;INDF;FEM;PL	N;NOM;PL
гранд	grand	гранд	grand	N;INDF;MASC;SG	N;NOM;SG
завършване	lõpuleviimist	завършване	lõpu_leviimine	N;INDF;NEUT;SG	N;PRT;SG
завършване	lõpetamine	завършване	lõpetamine	N;INDF;NEUT;SG	N;NOM;SG
завършване	lõpuleviimine	завършване	lõpu+le_viimine	N;INDF;NEUT;SG	N;NOM;SG
завършване	lõpetamine	завършване	lõpetamine	N;INDF;NEUT;SG	N;NOM;SG
завършване	viimistlemine	завършване	viimistlemine	N;INDF;NEUT;SG	N;NOM;SG
хамилтън	hamiltoni	хамилтън	hamilton	N;INDF;MASC;SG	N;PRT;SG
хамилтън	hamilton	хамилтън	hamilton	N;INDF;MASC;SG	N;NOM;SG
издател	kirjastaja	издател	kirjastaja	N;INDF;MASC;SG	N;NOM;SG
издател	väljaandja	издател	välja_andja	N;INDF;MASC;SG	N;NOM;SG
шампионка	tšempion	шампионка	tšempion	N;INDF;FEM;SG	N;NOM;SG
кръгове	ringid	кръг	ring	N;INDF;MASC;PL	N;NOM;PL
признаци	sildid	признак	silt	N;INDF;MASC;PL	N;NOM;PL
признаци	märgid	признак	märk	N;INDF;MASC;PL	N;NOM;PL
признаци	märke	признак	märk	N;INDF;MASC;PL	N;PRT;PL
ситуации	olukordi	ситуация	olu_kord	N;INDF;FEM;PL	N;PRT;PL
ситуации	olukorrad	ситуация	olu_kord	N;INDF;FEM;PL	N;NOM;PL
постове	ametikohtade	пост	ameti_koht	N;INDF;MASC;PL	N;GEN;PL
постове	postitusi	пост	postitus	N;INDF;MASC;PL	N;PRT;PL
постове	postitused	пост	postitus	N;INDF;MASC;PL	N;NOM;PL
постове	ametikohad	пост	ameti_koht	N;INDF;MASC;PL	N;NOM;PL
моменти	hetki	момент	hetk	N;INDF;MASC;PL	N;PRT;PL
моменти	hetked	момент	hetk	N;INDF;MASC;PL	N;NOM;PL
тестове	katsetused	тест	katsetus	N;INDF;MASC;PL	N;NOM;PL
тестове	katsed	тест	katse	N;INDF;MASC;PL	N;NOM;PL
тестове	testid	тест	test	N;INDF;MASC;PL	N;NOM;PL
подходящ	sobiv	подходящ	sobiv	ADJ;INDF;MASC;SG	ADJ;NOM;SG;PRS;V.PTCP;ACT
подходящ	asjakohane	подходящ	asja_kohane	ADJ;INDF;MASC;SG	ADJ;NOM;SG
подходящ	kohane	подходящ	kohane	ADJ;INDF;MASC;SG	ADJ;NOM;SG
подходящ	sobilik	подходящ	sobilik	ADJ;INDF;MASC;SG	ADJ;NOM;SG
подходящ	sobiv	подходящ	sobiv	ADJ;INDF;MASC;SG	ADJ;NOM;SG;PRS;V.PTCP;ACT
подходящ	sobilik	подходящ	sobilik	ADJ;INDF;MASC;SG	ADJ;NOM;SG
вратата	uks	врата	uks	N;DEF;FEM;SG	N;NOM;SG
военачалник	sõjapealik	военачалник	sõja_pealik	N;INDF;MASC;SG	N;NOM;SG
ливингстън	livingston	ливингстън	livingston	N;INDF;MASC;SG	N;NOM;SG
социален	sotsiaalne	социален	sotsiaalne	ADJ;INDF;MASC;SG	ADJ;NOM;SG
учение	puur	учение	puur	N;INDF;NEUT;SG	N;NOM;SG
учение	puuri	учение	puur	N;INDF;NEUT;SG	N;IN+ALL;LGSPEC1;SG
учение	õppus	учение	õppus	N;INDF;NEUT;SG	N;NOM;SG
братство	vennaskonna	братство	vennaskond	N;INDF;NEUT;SG	N;GEN;SG
братство	korporatsioon	братство	korporatsioon	N;INDF;NEUT;SG	N;NOM;SG
братство	vennaskond	братство	vennaskond	N;INDF;NEUT;SG	N;NOM;SG
братство	vennaskond	братство	vennaskond	N;INDF;NEUT;SG	N;NOM;SG
кабинет	kontor	кабинет	kontor	N;INDF;MASC;SG	N;NOM;SG
кабинет	büroo	кабинет	büroo	N;INDF;MASC;SG	N;NOM;SG
кабинет	kabinet	кабинет	kabinet	N;INDF;MASC;SG	N;NOM;SG
кабинет	kapp	кабинет	kapp	N;INDF;MASC;SG	N;NOM;SG
партньори	partnerid	партньор	partner	N;INDF;MASC;PL	N;NOM;PL
инцидент	intsident	инцидент	intsident	N;INDF;MASC;SG	N;NOM;SG
инцидент	vahejuhtum	инцидент	vahe_juhtum	N;INDF;MASC;SG	N;NOM;SG
инцидент	avarii	инцидент	avarii	N;INDF;MASC;SG	N;NOM;SG
инцидент	õnnetus	инцидент	õnnetus	N;INDF;MASC;SG	N;NOM;SG
конче	varss	конче	varss	N;INDF;NEUT;SG	N;NOM;SG
конче	poni	конче	poni	N;INDF;NEUT;SG	N;NOM;SG
конче	hobune	конче	hobune	N;INDF;NEUT;SG	N;NOM;SG
конче	hobuse	конче	hobune	N;INDF;NEUT;SG	N;GEN;SG
конче	hobu	конче	hobu	N;INDF;NEUT;SG	N;NOM;SG
момчета	poisid	момче	poiss	N;INDF;NEUT;PL	N;NOM;PL
момчета	poisid	момче	poiss	N;INDF;NEUT;PL	N;NOM;PL
топлина	kuumus	топлина	kuumus	N;INDF;FEM;SG	N;NOM;SG
топлина	soojus	топлина	soojus	N;INDF;FEM;SG	N;NOM;SG
топлина	soojuse	топлина	soojus	N;INDF;FEM;SG	N;GEN;SG
топлина	soojus	топлина	soojus	N;INDF;FEM;SG	N;NOM;SG
алкохол	alkohol	алкохол	alkohol	N;INDF;MASC;SG	N;NOM;SG
алкохол	alkoholi	алкохол	alkohol	N;INDF;MASC;SG	N;PRT;SG
хамбургер	burger	хамбургер	burger	N;INDF;MASC;SG	N;NOM;SG
хамбургер	hamburger	хамбургер	hamburger	N;INDF;MASC;SG	N;NOM;SG
организиран	korraldatud	организирам	korraldama	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PST;V.PTCP;PASS
аризона	arizona	аризон	arizona	N;DEF;FEM;SG	N;NOM;SG
шарлота	charlotte	шарлота	charlotte	N;INDF;FEM;SG	N;NOM;SG
охлюв	tigu	охлюв	tigu	N;INDF;MASC;SG	N;NOM;SG
бърз	kiire	бърз	kiire	ADJ;INDF;MASC;SG	ADJ;NOM;SG
цветя	lilli	цвете	lill	N;INDF;NEUT;PL	N;PRT;PL
цветя	lilled	цвете	lill	N;INDF;NEUT;PL	N;NOM;PL
допуска	lubab	допускам	lubama	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
допуска	võimaldab	допускам	võimaldama	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
протести	protestid	протест	protest	N;INDF;MASC;PL	N;NOM;PL
събитието	sündmus	събитие	sündmus	N;DEF;NEUT;SG	N;NOM;SG
събитието	üritus	събитие	üritus	N;DEF;NEUT;SG	N;NOM;SG
джони	johnny	джони	johnny	N;INDF;MASC;SG	N;NOM;SG
джони	jonny	джони	jonny	N;INDF;MASC;SG	N;NOM;SG
възприема	tajuda	възприемам	tajuma	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN
блокове	plokid	блок	plokk	N;INDF;MASC;PL	N;NOM;PL
блокове	plokkide	блок	plokk	N;INDF;MASC;PL	N;GEN;PL
романите	romaane	роман	romaane	N;DEF;MASC;PL	N;PRT;PL
концепция	mõiste	концепция	mõiste	N;INDF;FEM;SG	N;NOM;SG
концепция	kontseptsioon	концепция	kontseptsioon	N;INDF;FEM;SG	N;NOM;SG
факултета	õppejõud	факултет	õppe_jõud	N;DEF;MASC;SG	N;NOM;SG
факултета	teaduskonna	факултет	teaduskond	N;DEF;MASC;SG	N;PRT;SG
маси	lauad	маса	laud	N;INDF;FEM;PL	N;NOM;PL
маси	tabelid	маса	tabel	N;INDF;FEM;PL	N;NOM;PL
образец	mudel	образец	mudel	N;INDF;MASC;SG	N;NOM;SG
образец	modell	образец	modell	N;INDF;MASC;SG	N;NOM;SG
образец	näidis	образец	näidima	N;INDF;MASC;SG	N;NOM;SG
образец	isend	образец	isend	N;INDF;MASC;SG	N;NOM;SG
образец	näidis	образец	näidima	N;INDF;MASC;SG	N;NOM;SG
валери	valeri	валер	valer	N;INDF;MASC;SG	N;NOM;SG
валери	valerie	валер	valerie	N;INDF;MASC;SG	N;NOM;SG
кеч	maadlus	кеч	maadlus	N;INDF;FEM;SG	N;NOM;SG
кост	luud	кост	luud	N;INDF;FEM;SG	N;NOM;SG
кост	kont	кост	kont	N;INDF;FEM;SG	N;NOM;SG
кост	luu	кост	luu	N;INDF;FEM;SG	N;NOM;SG
облекло	riietus	облекло	riietuma	N;INDF;NEUT;SG	N;NOM;SG
облекло	riietus	облекло	riietuma	N;INDF;NEUT;SG	N;NOM;SG
техниката	tehnika	техника	tehnika	N;DEF;FEM;SG	N;NOM;SG
платформа	platvorm	платформа	platvorm	N;INDF;FEM;SG	N;NOM;SG
твърдения	nõuded	твърдение	nõue	N;INDF;NEUT;PL	N;NOM;PL
твърдения	väited	твърдение	väide	N;INDF;NEUT;PL	N;NOM;PL
мар	mar	мар	mar	N;INDF;FEM;SG	N;NOM;SG
мар	marr	мар	marr	N;INDF;FEM;SG	N;NOM;SG
химик	keemik	химик	keemik	N;INDF;MASC;SG	N;NOM;SG
класове	klassid	клас	klass	N;INDF;MASC;PL	N;NOM;PL
класове	tunnid	клас	tund	N;INDF;MASC;PL	N;NOM;PL
