категорія	categoría	категорія	categoría	N;INAN;NOM;FEM;SG	N
регулярний	típica	регулярний	típico	ADJ;NOM;MASC;SG	ADJ
покращити	mellorar	покращити	mellorar	V;PFV;NFIN	V
клієнта	cliente	клієнт	cliente	N;ANIM;ACC;MASC;SG	N
допомогли	axudou	допомогти	axudar	V;PFV;IND;PL;PST;FIN	V
допомогли	axudaron	допомогти	axudar	V;PFV;IND;PL;PST;FIN	V
чесно	honestamente	чесно	honestamente	ADV	ADV
запах	cheiro	запах	cheiro	N;INAN;NOM;MASC;SG	N
циклів	ciclos	цикл	ciclo	N;INAN;GEN;MASC;PL	N
стануть	ser	стати	ser	V;PFV;IND;PL;3;FUT;FIN	V
експерт	experta	експерт	expertar	N;ANIM;NOM;MASC;SG	N
експерт	experto	експерт	experto	N;ANIM;NOM;MASC;SG	N
пальці	dedos	палець	dedo	N;INAN;NOM;MASC;PL	N
робот	robot	робота	robot	N;INAN;NOM;MASC;SG	N
визначати	definir	визначати	definir	V;IPFV;NFIN	V
обрати	elixir	обрати	elixir	V;PFV;NFIN	V
обрати	escollen	обрати	escoller	V;PFV;NFIN	V
обрати	escoller	обрати	escoller	V;PFV;NFIN	V
обрати	escolle	обрати	escoller	V;PFV;NFIN	V
глибокі	profundo	глибокий	profundo	ADJ;NOM;PL	ADJ
глибокі	profunda	глибокий	profundo	ADJ;NOM;PL	ADJ
дощ	chuvia	дощ	chuvia	N;INAN;NOM;MASC;SG	N
дощ	choiva	дощ	choiva	N;INAN;NOM;MASC;SG	N
дощ	razas	дощ	raza	N;INAN;NOM;MASC;SG	N
взаємодію	interaccións	взаємодія	interaccións	N;INAN;ACC;FEM;SG	N
взаємодію	cós	взаємодія	cós	N;INAN;ACC;FEM;SG	N
увійти	entrar	увійти	entrar	V;PFV;NFIN	V
ранок	día	ранок	día	N;INAN;NOM;MASC;SG	N
ранок	pola	ранок	pola	N;INAN;NOM;MASC;SG	N
ранок	días	ранок	día	N;INAN;NOM;MASC;SG	N
ранок	bos	ранок	bo	N;INAN;NOM;MASC;SG	N
освітні	educativo	освітній	educativo	ADJ;NOM;PL	ADJ
освітні	educativas	освітній	educativo	ADJ;NOM;PL	ADJ
гвардія	garda	гвардія	garda	N;INAN;NOM;FEM;SG	N
абсолютний	absoluto	абсолютний	absoluto	ADJ;NOM;MASC;SG	ADJ
абсолютний	absolutos	абсолютний	absoluto	ADJ;NOM;MASC;SG	ADJ
пагорб	outeiro	пагірб	outeiro	N;INAN;NOM;MASC;SG	N
пагорб	outeiros	пагірб	outeiro	N;INAN;NOM;MASC;SG	N
корону	coroa	корона	coroa	N;INAN;ACC;FEM;SG	N
реалізм	realismo	реалізм	realismo	N;INAN;NOM;MASC;SG	N
темна	escuras	темний	escura	ADJ;NOM;FEM;SG	ADJ
темна	escuro	темний	escuro	ADJ;NOM;FEM;SG	ADJ
темна	escura	темний	escurar	ADJ;NOM;FEM;SG	ADJ
певне	específicas	певний	específico	ADJ;NOM;NEUT;SG	ADJ
певне	específica	певний	específico	ADJ;NOM;NEUT;SG	ADJ
певне	específico	певний	específico	ADJ;NOM;NEUT;SG	ADJ
певне	concreto	певний	concreto	ADJ;NOM;NEUT;SG	ADJ
певне	específicos	певний	específico	ADJ;NOM;NEUT;SG	ADJ
розробили	desenvolveu	розробити	desenvolver	V;PFV;IND;PL;PST;FIN	V
розробили	desenvolvido	розробити	desenvolver	V;PFV;IND;PL;PST;FIN	V
розробили	desenvolvidos	розробити	desenvolver	V;PFV;IND;PL;PST;FIN	V
розробили	desenvolvemos	розробити	desenvolver	V;PFV;IND;PL;PST;FIN	V
подорожей	viaxes	подорожити	viaxe	N;INAN;GEN;FEM;PL	N
подорожей	viaxes	подорожити	viaxe	N;INAN;GEN;FEM;PL	N
консенсусу	consenso	консенсус	consenso	N;INAN;GEN;MASC;SG	N
лініями	liñas	лінія	liña	N;INAN;INS;FEM;PL	N
лініями	trincheiras	лінія	trincheira	N;INAN;INS;FEM;PL	N
лініями	frases	лінія	frase	N;INAN;INS;FEM;PL	N
митець	artista	митець	artista	N;ANIM;NOM;MASC;SG	N
митець	artistas	митець	artista	N;ANIM;NOM;MASC;SG	N
космонавт	astronauta	космонавт	astronauta	N;ANIM;NOM;MASC;SG	N
вогні	luces	вогонь	luz	N;INAN;NOM;MASC;PL	N
вогні	luz	вогонь	luz	N;INAN;NOM;MASC;PL	N
напій	bebe	напій	beber	N;INAN;NOM;MASC;SG	N
напій	copa	напій	copa	N;INAN;NOM;MASC;SG	N
сумніву	dúbida	сумнів	dúbida	N;INAN;GEN;MASC;PL	N
сумніву	dúbidas	сумнів	dúbida	N;INAN;GEN;MASC;PL	N
оплати	pago	оплата	pago	N;INAN;NOM;FEM;PL	N
товар	produto	товар	produto	N;INAN;NOM;MASC;SG	N
товар	mercadoría	товар	mercadoría	N;INAN;NOM;MASC;SG	N
дозвілля	tempo	дозвілля	tempo	N;INAN;NOM;NEUT;SG	N
дозвілля	ocio	дозвілля	ocio	N;INAN;NOM;NEUT;SG	N
проїзд	pantalóns	проїзд	pantalón	N;INAN;NOM;MASC;SG	N
проїзд	volta	проїзд	volta	N;INAN;NOM;MASC;SG	N
проїзд	noroeste	проїзд	noroeste	N;INAN;NOM;MASC;SG	N
проїзд	pasaxe	проїзд	pasaxe	N;INAN;NOM;MASC;SG	N
проїзд	paso	проїзд	paso	N;INAN;NOM;MASC;SG	N
хотіла	quería	хотіти	querer	V;IPFV;FEM;IND;SG;PST;FIN	V
хотіла	quixen	хотіти	quixir	V;IPFV;FEM;IND;SG;PST;FIN	V
математична	matemática	математичний	matemático	ADJ;NOM;FEM;SG	ADJ
живим	vivos	живий	vivo	ADJ;INS;NEUT;SG	ADJ
живим	viva	живий	vivo	ADJ;INS;NEUT;SG	ADJ
живим	vivo	живий	vivo	ADJ;INS;NEUT;SG	ADJ
бабуся	avoa	бабутися	avoa	N;ANIM;NOM;FEM;SG	N
бабуся	avoa	бабутися	avoa	N;ANIM;NOM;FEM;SG	N
навчальна	educativo	навчальний	educativo	ADJ;NOM;FEM;SG	ADJ
навчальна	educativas	навчальний	educativo	ADJ;NOM;FEM;SG	ADJ
кішки	gatos	кішка	gato	N;ANIM;NOM;FEM;PL	N
катастрофа	desastre	катастрофа	desastre	N;INAN;NOM;FEM;SG	N
ідеологія	ideoloxía	ідеологія	ideoloxía	N;INAN;NOM;FEM;SG	N
різноманітність	diversidade	різноманітність	diversidade	N;INAN;NOM;FEM;SG	N
різноманітність	variedade	різноманітність	variedade	N;INAN;NOM;FEM;SG	N
тонкий	sutil	тонкий	sutil	ADJ;NOM;MASC;SG	ADJ
тонкий	sutís	тонкий	suto	ADJ;NOM;MASC;SG	ADJ
мадам	señora	мада	señor	N;ANIM;NOM;FEM;SG	N
мадам	madame	мада	madame	N;ANIM;NOM;FEM;SG	N
бал	bola	бал	bola	N;INAN;NOM;MASC;SG	N
бал	bóla	бал	bóla	N;INAN;NOM;MASC;SG	N
бал	pelota	бал	pelota	N;INAN;NOM;MASC;SG	N
бал	balón	бал	balón	N;INAN;NOM;MASC;SG	N
дружині	muller	дружина	muller	N;ANIM;DAT;FEM;SG	N
дружині	esposa	дружина	esposa	N;ANIM;DAT;FEM;SG	N
дружині	dona	дружина	don	N;ANIM;DAT;FEM;SG	N
переїхали	mudouse	переїхати	mudouse	V;PFV;IND;PL;PST;FIN	V
підкорення	conquista	підкорення	conquista	N;INAN;NOM;NEUT;SG	N
жертва	sacrificio	жертво	sacrificio	N;ANIM;NOM;FEM;SG	N
жертва	vítima	жертво	vítima	N;ANIM;NOM;FEM;SG	N
назовні	fóra	назовні	fóra	ADV	ADV
креслення	debuxo	креслення	debuxo	N;INAN;NOM;NEUT;SG	N
японці	xaponeses	японець	xaponés	N;ANIM;NOM;MASC;PL	N
ангел	anxo	ангел	anxo	N;ANIM;NOM;MASC;SG	N
успішний	exitosos	успішний	exitoso	ADJ;NOM;MASC;SG	ADJ
кроків	pasos	крок	paso	N;INAN;GEN;MASC;PL	N
снаряд	munición	снаряд	munición	N;INAN;NOM;MASC;SG	N
снаряд	municións	снаряд	munición	N;INAN;NOM;MASC;SG	N
снаряд	cartuchos	снаряд	cartuchos	N;INAN;NOM;MASC;SG	N
біблія	biblia	біблія	biblia	N;INAN;NOM;FEM;SG	N
біблія	biblias	біблія	biblia	N;INAN;NOM;FEM;SG	N
старіння	envellecemento	старіння	envellecemento	N;INAN;NOM;NEUT;SG	N
обговорювати	falar	обговорювати	falar	V;IPFV;NFIN	V
обговорювати	discutir	обговорювати	discutir	V;IPFV;NFIN	V
подавати	servir	подавати	servir	V;IPFV;NFIN	V
подавати	serven	подавати	servir	V;IPFV;NFIN	V
ресурсу	recurso	ресурс	recurso	N;INAN;GEN;MASC;SG	N
рейс	voo	рейс	voo	N;INAN;NOM;MASC;SG	N
типова	típico	типовий	típico	ADJ;NOM;FEM;SG	ADJ
звірі	animais	звір	animal	N;ANIM;NOM;MASC;PL	N
просив	preguntou	просити	preguntar	V;IPFV;MASC;IND;SG;PST;FIN	V
ногу	perna	нога	perna	N;INAN;ACC;FEM;SG	N
ногу	pernas	нога	perna	N;INAN;ACC;FEM;SG	N
ногу	pata	нога	pata	N;INAN;ACC;FEM;SG	N
пляж	praia	пляж	praia	N;INAN;NOM;MASC;SG	N
батальйони	batallóns	батальйон	batallón	N;INAN;NOM;MASC;PL	N
перешкоди	obstáculos	перешкода	obstáculo	N;INAN;NOM;FEM;PL	N
яскраві	brillantes	яскравий	brillante	ADJ;NOM;PL	ADJ
яскраві	brillante	яскравий	brillante	ADJ;NOM;PL	ADJ
кімнат	cuartos	кімната	cuarto	N;INAN;GEN;FEM;PL	N
кімнат	salas	кімната	sala	N;INAN;GEN;FEM;PL	N
кімнат	habitacións	кімната	habitación	N;INAN;GEN;FEM;PL	N
розрахунки	cálculos	розрахунок	cálculo	N;INAN;NOM;MASC;PL	N
домашня	doméstica	домашній	doméstico	ADJ;NOM;FEM;SG	ADJ
оболонка	pel	оболонка	pel	N;INAN;NOM;FEM;SG	N
оболонка	ósos	оболонка	óso	N;INAN;NOM;FEM;SG	N
розмовляють	falar	розмовляти	falar	V;IPFV;IND;PL;3;PRS;FIN	V
розмовляють	falamos	розмовляти	falar	V;IPFV;IND;PL;3;PRS;FIN	V
розмовляють	fala	розмовляти	falar	V;IPFV;IND;PL;3;PRS;FIN	V
розмовляють	fale	розмовляти	fale	V;IPFV;IND;PL;3;PRS;FIN	V
мусить	debo	мусити	deber	V;IPFV;IND;SG;3;PRS;FIN	V
мусить	debe	мусити	deber	V;IPFV;IND;SG;3;PRS;FIN	V
мусить	debemos	мусити	deber	V;IPFV;IND;SG;3;PRS;FIN	V
мусить	deben	мусити	deber	V;IPFV;IND;SG;3;PRS;FIN	V
мусить	hai	мусити	haber	V;IPFV;IND;SG;3;PRS;FIN	V
рекламу	anuncios	реклама	anuncio	N;INAN;ACC;FEM;SG	N
рекламу	cociniñas	реклама	cociniña	N;INAN;ACC;FEM;SG	N
рекламу	publicidade	реклама	publicidade	N;INAN;ACC;FEM;SG	N
телескопа	telescopio	телескоп	telescopio	N;INAN;GEN;MASC;SG	N
скрипка	violín	скрипка	violín	N;ANIM;NOM;FEM;SG	N
складати	erguen	складати	erguir	V;IPFV;NFIN	V
складати	subir	складати	subir	V;IPFV;NFIN	V
перевели	transferido	перевести	transferer	V;PFV;IND;PL;PST;FIN	V
перевели	trasladado	перевести	trasladado	V;PFV;IND;PL;PST;FIN	V
викладати	ensinar	викладати	ensinar	V;IPFV;NFIN	V
юність	xuventude	юність	xuventude	N;INAN;NOM;FEM;SG	N
юність	mozos	юність	mozo	N;INAN;NOM;FEM;SG	N
юність	mocidade	юність	mocidade	N;INAN;NOM;FEM;SG	N
юність	francia	юність	francia	N;INAN;NOM;FEM;SG	N
втрату	perda	втрата	perda	N;INAN;ACC;FEM;SG	N
виді	especie	вид	especie	N;INAN;DAT;MASC;SG	N
виді	especies	вид	especie	N;INAN;DAT;MASC;SG	N
гонок	razas	гонок	raza	N;INAN;GEN;FEM;PL	N
ціла	enteira	цілий	enteiro	ADJ;NOM;FEM;SG	ADJ
приїхали	cheguei	приїхати	chegar	V;PFV;IND;PL;PST;FIN	V
приїхали	chegou	приїхати	chegar	V;PFV;IND;PL;PST;FIN	V
приїхали	chegamos	приїхати	chegar	V;PFV;IND;PL;PST;FIN	V
приїхали	chegaron	приїхати	chegar	V;PFV;IND;PL;PST;FIN	V
приїхали	chegar	приїхати	chegar	V;PFV;IND;PL;PST;FIN	V
домогтися	facer	домогтися	facer	V;PFV;NFIN	V
ногами	metros	нога	metro	N;INAN;INS;FEM;PL	N
ногами	pés	нога	pés	N;INAN;INS;FEM;PL	N
ногами	pé	нога	pé	N;INAN;INS;FEM;PL	N
нормальний	normal	нормальний	normal	ADJ;NOM;MASC;SG	ADJ
відмінностей	diferenzas	відмінність	diferenza	N;INAN;GEN;FEM;PL	N
пацієнта	paciente	пацієнт	paciente	N;ANIM;ACC;MASC;SG	N
пацієнта	doente	пацієнт	doente	N;ANIM;ACC;MASC;SG	N
пацієнта	pacientes	пацієнт	paciente	N;ANIM;ACC;MASC;SG	N
атлантичний	atlántico	атлантичний	atlántico	ADJ;NOM;MASC;SG	ADJ
коліна	xeonllos	коліно	xeonllo	N;INAN;NOM;NEUT;SG	N
водоростей	algas	водорость	alga	N;INAN;GEN;FEM;PL	N
піраміда	pirámide	піраміда	pirámide	N;INAN;NOM;FEM;SG	N
щелепи	mandíbula	щелепа	mandíbula	N;INAN;NOM;FEM;PL	N
маска	máscara	маска	máscara	N;INAN;NOM;FEM;SG	N
відокремлення	separación	відокремлення	separación	N;INAN;NOM;NEUT;SG	N
профспілки	sindicatos	профспілка	sindicato	N;INAN;NOM;FEM;PL	N
зуміли	puido	зуміти	poder	V;PFV;IND;PL;PST;FIN	V
зуміли	conseguimos	зуміти	conseguir	V;PFV;IND;PL;PST;FIN	V
імператорський	imperial	імператорський	imperial	ADJ;NOM;MASC;SG	ADJ
точна	preciso	точний	preciso	ADJ;NOM;FEM;SG	ADJ
точна	precisa	точний	preciso	ADJ;NOM;FEM;SG	ADJ
точна	exacta	точний	exactar	ADJ;NOM;FEM;SG	ADJ
мобільного	móbil	мобільний	móbil	ADJ;GEN;MASC;SG	ADJ
стіну	parede	стіна	parede	N;INAN;ACC;FEM;SG	N
стіну	muro	стіна	muro	N;INAN;ACC;FEM;SG	N
безробіття	paro	безробіття	paro	N;INAN;NOM;NEUT;SG	N
демократія	democracia	демократія	democracia	N;INAN;NOM;FEM;SG	N
тримали	perdín	тримати	perder	V;IPFV;IND;PL;PST;FIN	V
тримали	tiña	тримати	ter	V;IPFV;IND;PL;PST;FIN	V
тримали	atopo	тримати	atopo	V;IPFV;IND;PL;PST;FIN	V
вантажівки	camións	вантажівка	camión	N;INAN;NOM;FEM;PL	N
перекладено	traducido	перекласти	traducir	V;PFV;IND;0;FIN	V
інцидент	incidente	інцидент	incidente	N;INAN;NOM;MASC;SG	N
інцидент	accidente	інцидент	accidente	N;INAN;NOM;MASC;SG	N
бренд	marca	бренд	marca	N;INAN;NOM;MASC;SG	N
продавати	vender	продавати	vender	V;IPFV;NFIN	V
продавати	vende	продавати	vende	V;IPFV;NFIN	V
комітетів	comités	комітет	comité	N;INAN;GEN;MASC;PL	N
дасть	dispostos	дати	dispor	V;PFV;IND;SG;3;FUT;FIN	V
дасть	disposto	дати	dispor	V;PFV;IND;SG;3;FUT;FIN	V
дасть	dispostas	дати	dispor	V;PFV;IND;SG;3;FUT;FIN	V
дасть	quere	дати	querer	V;PFV;IND;SG;3;FUT;FIN	V
дасть	querería	дати	querer	V;PFV;IND;SG;3;FUT;FIN	V
дасть	disposta	дати	disposta	V;PFV;IND;SG;3;FUT;FIN	V
чий	a	чий	o	DET;NOM;MASC;SG	DET
людство	humanidade	людство	humanidade	N;INAN;NOM;NEUT;SG	N
зло	maldade	зло	maldade	N;INAN;NOM;NEUT;SG	N
блокувати	bloquear	блокувати	bloquear	V;IPFV;NFIN	V
виконавця	recurso	виконавець	recurso	N;ANIM;ACC;MASC;SG	N
куті	esquina	кут	esquina	N;INAN;DAT;MASC;SG	N
куті	recuncho	кут	recuncho	N;INAN;DAT;MASC;SG	N
справедливість	xustiza	справедливість	xustiza	N;INAN;NOM;FEM;SG	N
справедливість	xuíza	справедливість	xuízar	N;INAN;NOM;FEM;SG	N
контент	contido	контент	contido	N;INAN;NOM;MASC;SG	N
уряди	gobernos	уряд	goberno	N;INAN;NOM;MASC;PL	N
проекція	proxección	проекція	proxección	N;INAN;NOM;FEM;SG	N
розкриває	revela	розкривати	revelar	V;IPFV;IND;SG;3;PRS;FIN	V
тимчасові	temporal	тимчасовий	temporal	ADJ;NOM;PL	ADJ
комплект	conxunto	комплект	conxunto	N;INAN;NOM;MASC;SG	N
наркотиків	medicamentos	наркотик	medicamento	N;INAN;GEN;MASC;PL	N
наркотиків	fármacos	наркотик	fármaco	N;INAN;GEN;MASC;PL	N
наркотиків	drogas	наркотик	droga	N;INAN;GEN;MASC;PL	N
агенти	axentes	агент	axente	N;ANIM;NOM;MASC;PL	N
ліків	medicamentos	ліки	medicamento	N;INAN;GEN;MASC;PL	N
ліків	fármacos	ліки	fármaco	N;INAN;GEN;MASC;PL	N
ліків	drogas	ліки	droga	N;INAN;GEN;MASC;PL	N
ліків	medicamentos	ліки	medicamento	N;INAN;GEN;MASC;PL	N
ліків	medicamento	ліки	medicamento	N;INAN;GEN;MASC;PL	N
ліків	medicación	ліки	medicación	N;INAN;GEN;MASC;PL	N
ліків	menciña	ліки	menciña	N;INAN;GEN;MASC;PL	N
цукор	azucre	цукор	azucrar	N;INAN;NOM;MASC;SG	N
кисень	osíxeno	кисень	osíxeno	N;INAN;NOM;MASC;SG	N
самостійна	independente	самостійний	independente	ADJ;NOM;FEM;SG	ADJ
автоматів	máquinas	автомат	máquina	N;INAN;GEN;MASC;PL	N
автоматів	lavadoras	автомат	lavador	N;INAN;GEN;MASC;PL	N
обговорити	falar	обговорити	falar	V;PFV;NFIN	V
обговорити	discutir	обговорити	discutir	V;PFV;NFIN	V
плям	manchas	пляма	mancha	N;INAN;GEN;FEM;PL	N
почалось	comecei	початися	comecer	V;PFV;NEUT;IND;SG;PST;FIN	V
почалось	comezamos	початися	comezar	V;PFV;NEUT;IND;SG;PST;FIN	V
почалось	empecei	початися	empecar	V;PFV;NEUT;IND;SG;PST;FIN	V
почалось	comezou	початися	comezar	V;PFV;NEUT;IND;SG;PST;FIN	V
почалось	comecei	початися	comecer	V;PFV;NEUT;IND;SG;PST;FIN	V
почалось	comezaron	початися	comezar	V;PFV;NEUT;IND;SG;PST;FIN	V
почалось	comezou	початися	comezar	V;PFV;NEUT;IND;SG;PST;FIN	V
почалось	empezou	початися	empezar	V;PFV;NEUT;IND;SG;PST;FIN	V
почалось	comezaron	початися	comezar	V;PFV;NEUT;IND;SG;PST;FIN	V
бухта	porto	бухта	porto	N;INAN;NOM;FEM;SG	N
заблокувати	bloquear	заблокувати	bloquear	V;PFV;NFIN	V
прийшло	chegou	прийти	chegar	V;PFV;NEUT;IND;SG;PST;FIN	V
прийшло	veu	прийти	vir	V;PFV;NEUT;IND;SG;PST;FIN	V
отримає	poder	отримати	poder	V;IPFV;IND;SG;3;PRS;FIN	V
сфер	esferas	сфер	esfera	N;INAN;GEN;FEM;PL	N
парад	procesión	парад	procesión	N;INAN;NOM;MASC;SG	N
остаточний	derradeira	остаточний	derradeiro	ADJ;NOM;MASC;SG	ADJ
остаточний	último	остаточний	último	ADJ;NOM;MASC;SG	ADJ
остаточний	definitivo	остаточний	definitivo	ADJ;NOM;MASC;SG	ADJ
скеля	rocha	скеля	rocha	N;INAN;NOM;FEM;SG	N
скеля	pedra	скеля	pedra	N;INAN;NOM;FEM;SG	N
скеля	rock	скеля	rock	N;INAN;NOM;FEM;SG	N
небезпечні	perigoso	небезпечний	perigoso	ADJ;NOM;PL	ADJ
небезпечні	perigosos	небезпечний	perigoso	ADJ;NOM;PL	ADJ
небезпечні	perigosa	небезпечний	perigosa	ADJ;NOM;PL	ADJ
небезпечні	perigosas	небезпечний	perigoso	ADJ;NOM;PL	ADJ
емоції	emocións	емоція	emoción	N;INAN;NOM;FEM;PL	N
ірландський	irlandesa	ірландський	irlandesa	ADJ;NOM;MASC;SG	ADJ
аграрний	agrícolas	аграрний	agrícola	ADJ;NOM;MASC;SG	ADJ
аграрний	agrícola	аграрний	agrícola	ADJ;NOM;MASC;SG	ADJ
рису	arroz	риса	arroz	N;INAN;ACC;FEM;SG	N
бомб	bombas	бомба	bomba	N;INAN;GEN;FEM;PL	N
посиланнями	enlaces	посилання	enlace	N;INAN;INS;NEUT;PL	N
посиланнями	ligazóns	посилання	ligazón	N;INAN;INS;NEUT;PL	N
рівнина	chaira	рівнина	chaira	N;INAN;NOM;FEM;SG	N
рівнина	costa	рівнина	costa	N;INAN;NOM;FEM;SG	N
рівнина	plano	рівнина	plano	N;INAN;NOM;FEM;SG	N
рівнина	tenra	рівнина	tenra	N;INAN;NOM;FEM;SG	N
причинами	causa	причина	causa	N;INAN;INS;FEM;PL	N
причинами	causas	причина	causa	N;INAN;INS;FEM;PL	N
скоріш	máis	скоріш	máis	ADV	ADV
скоріш	ben	скоріш	ben	ADV	ADV
скоріш	bastante	скоріш	bastante	ADV	ADV
скоріш	antes	скоріш	antes	ADV	ADV
скоріш	moi	скоріш	moi	ADV	ADV
кімнату	sala	кімната	sala	N;INAN;ACC;FEM;SG	N
кімнату	habitación	кімната	habitación	N;INAN;ACC;FEM;SG	N
племінник	sobriño	племінник	sobriño	N;ANIM;NOM;MASC;SG	N
печатка	foca	печатка	foca	N;INAN;NOM;FEM;SG	N
печатка	selo	печатка	selo	N;INAN;NOM;FEM;SG	N
сплати	pago	сплата	pago	N;INAN;NOM;FEM;PL	N
запропонувати	suxerir	запропонувати	suxerir	V;PFV;NFIN	V
запропонувати	suxiro	запропонувати	suxiro	V;PFV;NFIN	V
запропонувати	propoñen	запропонувати	propoñer	V;PFV;NFIN	V
запропонувати	suxiren	запропонувати	suxerir	V;PFV;NFIN	V
запропонувати	propoño	запропонувати	propoño	V;PFV;NFIN	V
ліки	medicinas	ліки	medicina	N;INAN;NOM	N
ліки	medicina	ліки	medicina	N;INAN;NOM	N
ліки	na	ліки	na	N;INAN;NOM	N
ліки	médicos	ліки	médico	N;INAN;NOM	N
ліки	menciña	ліки	menciña	N;INAN;NOM	N
реальний	real	реальний	real	ADJ;NOM;MASC;SG	ADJ
санкції	sancións	санкція	sanción	N;INAN;NOM;FEM;PL	N
марку	filatelia	марка	filatelia	N;INAN;ACC;FEM;SG	N
марку	selo	марка	selo	N;INAN;ACC;FEM;SG	N
умова	condición	умова	condición	N;INAN;NOM;FEM;SG	N
умова	situación	умова	situación	N;INAN;NOM;FEM;SG	N
умова	doenza	умова	doenza	N;INAN;NOM;FEM;SG	N
умова	estado	умова	estado	N;INAN;NOM;FEM;SG	N
подорожував	viaxou	подорожувати	viaxar	V;IPFV;MASC;IND;SG;PST;FIN	V
революційний	revolucionaria	революційний	revolucionario	ADJ;NOM;MASC;SG	ADJ
зустрілися	coñecín	зустрітися	coñecín	V;PFV;IND;PL;PST;FIN	V
зустрілися	coñecemos	зустрітися	coñecer	V;PFV;IND;PL;PST;FIN	V
ходив	foi	ходити	ser	V;IPFV;MASC;IND;SG;PST;FIN	V
винайшов	inventou	винайти	inventar	V;PFV;MASC;IND;SG;PST;FIN	V
глибока	profundo	глибока	profundo	ADJ;NOM;FEM;SG	ADJ
судження	diferenza	судження	diferenza	N;INAN;NOM;NEUT;SG	N
судження	distinción	судження	distinción	N;INAN;NOM;NEUT;SG	N
увечері	hoxe	увечері	hoxe	ADV	ADV
милосердя	misericordia	милосердя	misericordia	N;INAN;NOM;FEM;SG	N
милосердя	piedade	милосердя	piedade	N;INAN;NOM;FEM;SG	N
сесія	sesión	сесія	sesión	N;INAN;NOM;FEM;SG	N
пострілу	fogo	постріл	fogo	N;INAN;GEN;MASC;SG	N
доказ	proba	доказ	proba	N;INAN;NOM;MASC;SG	N
доказ	probas	доказ	proba	N;INAN;NOM;MASC;SG	N
продовжила	continuou	продовжити	continuar	V;PFV;FEM;IND;SG;PST;FIN	V
сценарії	guión	сценарія	guión	N;INAN;NOM;FEM;PL	N
град	sarabia	град	sarabia	N;INAN;NOM;MASC;SG	N
сину	fillo	син	fillo	N;ANIM;VOC;MASC;SG	N
масло	manteiga	масло	manteiga	N;INAN;NOM;NEUT;SG	N
квадрат	praza	квадрат	praza	N;INAN;NOM;MASC;SG	N
костюм	traxe	костюм	traxar	N;INAN;NOM;MASC;SG	N
щільності	densidade	щільність	densidade	N;INAN;GEN;FEM;SG	N
меншим	pequenos	менший	pequeno	ADJ;INS;RL;NEUT;SG	ADJ
меншим	pequenas	менший	pequeno	ADJ;INS;RL;NEUT;SG	ADJ
меншим	menor	менший	menor	ADJ;INS;RL;NEUT;SG	ADJ
меншим	pequeno	менший	pequeno	ADJ;INS;RL;NEUT;SG	ADJ
плавлення	fusión	плавлення	fusión	N;INAN;NOM;NEUT;SG	N
графічні	gráficos	графічний	gráfico	ADJ;NOM;PL	ADJ
коротке	curto	короткий	curto	ADJ;NOM;NEUT;SG	ADJ
коротке	curta	короткий	curto	ADJ;NOM;NEUT;SG	ADJ
кращі	mellor	кращий	mellor	ADJ;NOM;RL;PL	ADJ
кращі	mellores	кращий	mellor	ADJ;NOM;RL;PL	ADJ
простори	espacios	простор	espacio	N;INAN;NOM;MASC;PL	N
простори	espazos	простор	espazo	N;INAN;NOM;MASC;PL	N
процедур	tratamentos	процедура	tratamento	N;INAN;GEN;FEM;PL	N
мрії	soños	мрія	soño	N;INAN;NOM;FEM;PL	N
обробку	procesamento	обробка	procesamento	N;INAN;ACC;FEM;SG	N
обличчям	cara	обличчя	cara	N;INAN;INS;NEUT;SG	N
обличчям	rostro	обличчя	rostro	N;INAN;INS;NEUT;SG	N
обстріл	bombardeo	обстріл	bombardeo	N;INAN;NOM;MASC;SG	N
точні	diferentes	точний	diferente	ADJ;NOM;PL	ADJ
точні	preciso	точний	preciso	ADJ;NOM;PL	ADJ
точні	precisa	точний	preciso	ADJ;NOM;PL	ADJ
точні	exacta	точний	exactar	ADJ;NOM;PL	ADJ
вірша	poema	вірш	poema	N;INAN;NOM;MASC;SG	N
рай	ceo	рай	ceo	N;INAN;NOM;MASC;SG	N
рай	deus	рай	daus	N;INAN;NOM;MASC;SG	N
рай	ceos	рай	ceos	N;INAN;NOM;MASC;SG	N
рай	paraíso	рай	paraíso	N;INAN;NOM;MASC;SG	N
депресії	depresión	депресія	depresión	N;INAN;NOM;FEM;PL	N
депресії	deprimido	депресія	deprimir	N;INAN;NOM;FEM;PL	N
язи	músculos	яз	músculo	N;INAN;NOM;MASC;PL	N
нащадок	nena	нащадок	nena	N;ANIM;NOM;MASC;SG	N
нащадок	neno	нащадок	neno	N;ANIM;NOM;MASC;SG	N
нащадок	fillo	нащадок	fillo	N;ANIM;NOM;MASC;SG	N
печатки	foca	печатка	foca	N;INAN;NOM;FEM;PL	N
печатки	selo	печатка	selo	N;INAN;NOM;FEM;PL	N
вибрав	elixín	вибрати	elixín	V;PFV;MASC;IND;SG;PST;FIN	V
шкала	escala	шкати	escala	N;INAN;NOM;FEM;SG	N
терор	terror	терор	terror	N;INAN;NOM;MASC;SG	N
коронації	coroación	коронація	coroación	N;INAN;NOM;FEM;PL	N
найменше	máis	найменше	máis	ADV;RL	ADV
найменше	menos	найменше	menos	ADV;RL	ADV
мури	paredes	мура	parede	N;INAN;NOM;MASC;PL	N
мури	muros	мура	muro	N;INAN;NOM;MASC;PL	N
