dan	en	dan	en	CONJ	CONJ
penciptaan	creatie	penciptaan	creatie	N;SG	N;MASC+FEM;SG
duri	thorn	duri	thorn	N;SG	N;MASC+FEM;SG
duri	doorn	duri	doorn	N;SG	N;NEUT;SG
permata	juweel	permata	juweel	N;SG	N;NEUT;SG
penyelidikan	onderzoek	penselidikan	onderzoek	N;SG	N;NEUT;SG
transisi	overgang	transisi	overgang	N;SG	N;MASC+FEM;SG
gram	gram	gram	gram	N;SG	N;MASC+FEM;SG
gram	gram	gram	gram	N;SG	N;MASC+FEM;SG
sutra	sutra	sutra	sutra	N	N;MASC+FEM;SG
sutra	silk	sutra	silk	N	N;MASC+FEM;SG
sutra	zijden	sutra	zijden	N	N;PL
sutra	zijde	sutra	zijde	N	N;MASC+FEM;SG
sutra	zijde	sutra	zijde	N	N;MASC+FEM;SG
pidana	misdrijf	pidana	misdrijf	N	N;NEUT;SG
pidana	misdadiger	pidana	misdadiger	N	N;MASC+FEM;SG
pidana	crimineel	pidana	crimineel	N	N;MASC+FEM;SG
pidana	misdrijf	pidana	misdrijf	N	N;NEUT;SG
pidana	misdaad	pidana	misdaad	N	N;MASC+FEM;SG
pidana	criminaliteit	pidana	criminaliteit	N	N;MASC+FEM;SG
penjual	verkoper	penjual	verkoper	N;SG	N;MASC+FEM;SG
penjual	verkoper	penjual	verkoper	N;SG	N;MASC+FEM;SG
pedalaman	binnenland	pedalaman	binnenland	N	N;NEUT;SG
pedalaman	outback	pedalaman	outback	N	N;MASC+FEM;SG
letusan	uitbarsting	letusan	uitbarsting	N;SG	N;MASC+FEM;SG
bendungan	dam	bendungan	dam	N;SG	N;MASC+FEM;SG
bendungan	stuwdam	bendungan	stuwdam	N;SG	N;MASC+FEM;SG
didesain	ontworpen	didesain	ontwerpen	V;SG;PASS	V;V.PTCP
berputar	roteren	berputar	roteren	V;SG;ACT	V;NFIN
berputar	draaiend	berputar	draaien	V;SG;ACT	V;V.PTCP
berputar	draaien	berputar	draaien	V;SG;ACT	V;NFIN
berputar	roterende	berputar	roteren	V;SG;ACT	V;V.PTCP
berputar	draaien	berputar	draaien	V;SG;ACT	V;NFIN
menguntungkan	winstgevend	menguntungkan	winstgevend	ADJ;SG	ADJ
menguntungkan	winstgevende	menguntungkan	winstgevend	ADJ;SG	ADJ
menguntungkan	rendabel	menguntungkan	rendabel	ADJ;SG	ADJ
menguntungkan	voordelig	menguntungkan	voordelig	ADJ;SG	ADJ
menguntungkan	gunstige	menguntungkan	gunstig	ADJ;SG	ADJ
menguntungkan	gunstig	menguntungkan	gunstig	ADJ;SG	ADJ
tembaga	koper	tembaga	koper	N;SG	N;MASC+FEM;SG
pengeboman	bomaanslag	pengeboman	bomaanslag	N	N;MASC+FEM;SG
pengeboman	bombardementen	pengeboman	bombardement	N	N;PL
pengeboman	bomaanslagen	pengeboman	bomaanslag	N	N;PL
pengeboman	bombardement	pengeboman	bombardement	N	N;NEUT;SG
pengeboman	bombardement	pengeboman	bombardement	N	N;NEUT;SG
pengeboman	bomaanslag	pengeboman	bomaanslag	N	N;MASC+FEM;SG
pengeboman	bombardementen	pengeboman	bombardement	N	N;PL
mengadopsi	adopteren	menadopsi	adopteren	V;SG;ACT	V;NFIN
mengadopsi	adopteren	menadopsi	adopteren	V;SG;ACT	V;NFIN
mengadopsi	geadopteerd	menadopsi	dopteren	V;SG;ACT	V;V.PTCP
mengadopsi	aangenomen	menadopsi	aannemen	V;SG;ACT	V;V.PTCP
mengadopsi	goedgekeurd	menadopsi	goedkeuren	V;SG;ACT	V;V.PTCP
kastil	kastelen	kastil	kastelen	N	N;PL
kastil	kasteel	kastil	kasteel	N	N;NEUT;SG
sinema	bioscoop	sinema	bioscoop	N;SG	N;MASC+FEM;SG
sinema	cinema	sinema	cinema	N;SG	N;MASC+FEM;SG
lintasan	traject	lintasan	traject	N;SG	N;NEUT;SG
gulungan	rol	gulungan	rol	N;SG	N;MASC+FEM;SG
gulungan	geschrift	gulungan	geschrift	N;SG	N;NEUT;SG
diizinkan	toegestaan	diizinkan	toestaan	V;SG;PASS	V;V.PTCP
diizinkan	toegelaten	diizinkan	toelaten	V;SG;PASS	V;V.PTCP
diizinkan	toegestane	diizinkan	toestaan	V;SG;PASS	V;V.PTCP
diizinkan	toegestaan	diizinkan	toestaan	V;SG;PASS	V;V.PTCP
diizinkan	toegelaten	diizinkan	toelaten	V;SG;PASS	V;V.PTCP
diizinkan	toegestane	diizinkan	toestaan	V;SG;PASS	V;V.PTCP
pelayaran	cruise	penlayaran	cruis	N;SG	N;MASC+FEM;SG
multimedia	multimedia	multimedia	multimedia	N;SG	N;MASC+FEM;SG
fashion	kleding	fashion	kleding	N	N;MASC+FEM;SG
fashion	mode	fashion	mode	N	N;MASC+FEM;SG
matang	volwassen	matang	volwassen	ADJ;SG	ADJ
matang	rijpe	matang	rijp	ADJ;SG	ADJ
matang	rijp	matang	rijp	ADJ;SG	ADJ
matang	rijpe	matang	rijp	ADJ;SG	ADJ
permulaan	begin	permulaan	begin	N;SG	N;NEUT;SG
panah	pijl	panah	pijl	N;SG	N;MASC+FEM;SG
panah	arrow	panah	arrow	N;SG	N;MASC+FEM;SG
ditunjukkan	getoond	ditunjukkan	tonen	V;SG;PASS	V;V.PTCP
ditunjukkan	getoonde	ditunjukkan	tonen	V;SG;PASS	V;V.PTCP
ditunjukkan	geïndiceerd	ditunjukkan	indiceren	V;SG;PASS	V;V.PTCP
ditunjukkan	aangegeven	ditunjukkan	aangeven	V;SG;PASS	V;V.PTCP
ditunjukkan	aangeduid	ditunjukkan	aanduiden	V;SG;PASS	V;V.PTCP
menyajikan	presenteert	mensajikan	presenteren	V;SG;ACT	V;SG;PRS;FIN
menyajikan	presenteren	mensajikan	presenteren	V;SG;ACT	V;NFIN
arsenal	arsenaal	arsenal	arsenaal	N	N;NEUT;SG
arsenal	arsenal	arsenal	arsenal	N	N;NEUT;SG
menghitung	telling	menhitung	telling	N;SG;ACT	N;MASC+FEM;SG
menghitung	graaf	menhitung	graaf	N;SG;ACT	N;MASC+FEM;SG
menghitung	tel	menhitung	tellen	N;SG;ACT	N;MASC+FEM;SG
perolehan	aankoop	perolehan	aankoop	N;SG	N;MASC+FEM;SG
perolehan	acquisitie	perolehan	acquisitie	N;SG	N;MASC+FEM;SG
perolehan	verwerving	perolehan	verwerving	N;SG	N;MASC+FEM;SG
perolehan	overname	perolehan	overname	N;SG	N;MASC+FEM;SG
perolehan	aanwinst	perolehan	aanwinst	N;SG	N;MASC+FEM;SG
kawah	krater	kawah	kraat	N;SG	N;MASC+FEM;SG
keterampilan	vaardigheid	keterampilan	vaardigheid	N;SG	N;MASC+FEM;SG
keterampilan	kunde	keterampilan	kunde	N;SG	N;MASC+FEM;SG
patah	kapot	patah	kapot	ADJ;SG	ADJ
beredar	circuleren	beredar	circuleren	V;SG;ACT	V;NFIN
ksatria	ridder	ksatria	ridder	N;SG	N;MASC+FEM;SG
ksatria	knights	ksatria	knights	N;SG	N;MASC+FEM;SG
koordinasi	coördinaat	koordinasi	coördinaat	N;SG	N;MASC+FEM;SG
koordinasi	coördinatie	koordinasi	coördinatie	N;SG	N;MASC+FEM;SG
koordinasi	coördinatie	koordinasi	coördinatie	N;SG	N;MASC+FEM;SG
dimuat	beladen	dimuat	beladen	V;SG;PASS	V;V.PTCP
dimuat	geladen	dimuat	laden	V;SG;PASS	V;V.PTCP
dimuat	inladen	dimuat	inlad	V;SG;PASS	V;NFIN
dimuat	laden	dimuat	laden	V;SG;PASS	V;NFIN
nyaman	handig	nyaman	handig	ADJ;SG	ADJ
nyaman	handige	nyaman	handig	ADJ;SG	ADJ
nyaman	gezellige	nyaman	gezellig	ADJ;SG	ADJ
nyaman	gezellig	nyaman	gezellig	ADJ;SG	ADJ
nyaman	comfortabel	nyaman	comfortabel	ADJ;SG	ADJ
nyaman	comfortabele	nyaman	comfortabel	ADJ;SG	ADJ
nyaman	comfortabel	nyaman	comfortabel	ADJ;SG	ADJ
nyaman	comfortabele	nyaman	comfortabel	ADJ;SG	ADJ
ramah	vriendschappelijk	ramah	vriendschappelijk	ADJ;SG	ADJ
ramah	vriendelijke	ramah	vriendelijk	ADJ;SG	ADJ
ramah	vriendelijk	ramah	vriendelijk	ADJ;SG	ADJ
tama	tama	tama	tama	N;SG	N;MASC+FEM;SG
efisien	efficient	efisien	efficienen	ADJ;SG	ADJ
efisien	efficiënte	efisien	efficiënt	ADJ;SG	ADJ
efisien	efficiënt	efisien	efficiënt	ADJ;SG	ADJ
efisien	efficiënt	efisien	efficiënt	ADJ;SG	ADJ
pagar	pagar	pagar	pagar	N;SG	N;MASC+FEM;SG
pagar	schutting	pagar	schutting	N;SG	N;MASC+FEM;SG
pagar	heler	pagar	heler	N;SG	N;MASC+FEM;SG
pagar	omheining	pagar	omheining	N;SG	N;MASC+FEM;SG
pagar	hek	pagar	hek	N;SG	N;NEUT;SG
memadai	adequate	memadai	adequate	ADJ;SG	ADJ
memadai	adequaat	memadai	adequaat	ADJ;SG	ADJ
memadai	voldoende	memadai	voldoende	ADJ;SG	ADJ
memadai	adequaat	memadai	adequaat	ADJ;SG	ADJ
dibatalkan	geannuleerd	dibatalkan	annuleren	V;SG;PASS	V;V.PTCP
dibatalkan	afgelast	dibatalkan	afgelasten	V;SG;PASS	V;V.PTCP
dibatalkan	geannuleerde	dibatalkan	geannuleerd	V;SG;PASS	V;SG;PST;FIN
dibatalkan	geannuleerd	dibatalkan	annuleren	V;SG;PASS	V;V.PTCP
dibatalkan	afgelast	dibatalkan	afgelasten	V;SG;PASS	V;V.PTCP
dibatalkan	ingetrokken	dibatalkan	intrekken	V;SG;PASS	V;V.PTCP
dibatalkan	herroepen	dibatalkan	herroep	V;SG;PASS	V;V.PTCP
dibatalkan	afgebroken	dibatalkan	afbreken	V;SG;PASS	V;V.PTCP
terikat	gebonden	terikat	binden	V;SG;PASS	V;V.PTCP
terikat	gebonden	terikat	binden	V;SG;PASS	V;V.PTCP
terikat	vastgebonden	terikat	vastbinden	V;SG;PASS	V;V.PTCP
terikat	gebonden	terikat	binden	V;SG;PASS	V;V.PTCP
menembus	penetreren	mentembus	penetreren	V;SG;ACT	V;NFIN
menembus	doordringende	mentembus	doordringend	V;SG;ACT	V;V.PTCP
menembus	penetreren	mentembus	penetreren	V;SG;ACT	V;NFIN
menembus	binnendringen	mentembus	binnendring	V;SG;ACT	V;NFIN
koordinator	coördinator	koordinator	coördinator	N;SG	N;MASC+FEM;SG
pemisahan	scheiding	penpisahan	scheiding	N;SG	N;MASC+FEM;SG
pemisahan	afscheiding	penpisahan	afscheiding	N;SG	N;MASC+FEM;SG
renault	renault	renault	renault	N	N;MASC+FEM;SG
perluasan	expansie	perluasan	expansie	N;SG	N;MASC+FEM;SG
perluasan	uitbreiding	perluasan	uitbreiding	N;SG	N;MASC+FEM;SG
memotong	maaien	menpotong	maaien	V;SG;ACT	V;NFIN
memotong	knippen	menpotong	knip	V;SG;ACT	V;NFIN
memotong	snijden	menpotong	snijden	V;SG;ACT	V;NFIN
meyakinkan	overtuigen	menyakinkan	overtuigen	V;SG;ACT	V;NFIN
meyakinkan	overtuigend	menyakinkan	overtuigen	V;SG;ACT	V;V.PTCP
meyakinkan	overtuigende	menyakinkan	overtuigen	V;SG;ACT	V;V.PTCP
meyakinkan	overtuigen	menyakinkan	overtuigen	V;SG;ACT	V;NFIN
meyakinkan	overtuigde	menyakinkan	overtuigen	V;SG;ACT	V;SG;PST;FIN
meyakinkan	overtuigd	menyakinkan	overtuigen	V;SG;ACT	V;V.PTCP
meyakinkan	verzekert	menyakinkan	verzekeren	V;SG;ACT	V;SG;PRS;FIN
lingkup	bol	lingkup	bol	N;SG	N;MASC+FEM;SG
lingkup	draagwijdte	lingkup	draagwijdte	N;SG	N;MASC+FEM;SG
lingkup	toepassingsgebied	lingkup	toepassingsgebied	N;SG	N;NEUT;SG
lingkup	reikwijdte	lingkup	reikwijdte	N;SG	N;MASC+FEM;SG
mayat	lijk	mayat	lijk	N;SG	N;NEUT;SG
mayat	kadaver	mayat	kadaver	N;SG	N;NEUT;SG
terlepas	losgemaakt	terlepas	losmaken	V;RL;SG	V;V.PTCP
terlepas	losgekoppeld	terlepas	losgekoppeld	V;RL;SG	V;V.PTCP
terlepas	vrijstaande	terlepas	vrijstaand	V;RL;SG	V;V.PTCP
kecantikan	beauty	kecantikan	beauty	N;SG	N;MASC+FEM;SG
kecantikan	schoonheid	kecantikan	schoonheid	N;SG	N;MASC+FEM;SG
pusaka	erfstuk	pusaka	erfstuk	N;SG	N;NEUT;SG
bangkit	stijgen	bangkit	stijgen	V;SG;ACT	V;NFIN
bangkit	stijgend	bangkit	stijgen	V;SG;ACT	V;V.PTCP
bangkit	stijgende	bangkit	stijgen	V;SG;ACT	V;V.PTCP
bangkit	rijzende	bangkit	rijzen	V;SG;ACT	V;V.PTCP
bangkit	gestegen	bangkit	stijgen	V;SG;ACT	V;V.PTCP
bangkit	herrezen	bangkit	herrijzen	V;SG;ACT	V;V.PTCP
bangkit	opgestaan	bangkit	opstaan	V;SG;ACT	V;V.PTCP
darussalam	darussalam	darussalam	darussalam	N	N;MASC+FEM;SG
libur	feestdag	libur	feestdag	N;SG	N;MASC+FEM;SG
libur	vakantie	libur	vakantie	N;SG	N;MASC+FEM;SG
libur	vakantie	libur	vakantie	N;SG	N;MASC+FEM;SG
dimenangkan	gewonnen	dimenangkan	winnen	V;SG;PASS	V;V.PTCP
dimenangkan	won	dimenangkan	winnen	V;SG;PASS	V;SG;PST;FIN
pengembang	expander	penkembang	expander	N;SG	N;MASC+FEM;SG
pengembang	ontwikkelaar	penkembang	ontwikkelaar	N;SG	N;MASC+FEM;SG
amal	amal	amal	amal	N;SG	N;MASC+FEM;SG
amal	liefdadigheidsinstelling	amal	liefdadigheidsinstelling	N;SG	N;MASC+FEM;SG
amal	liefdadigheid	amal	liefdadigheid	N;SG	N;MASC+FEM;SG
arondisemen	arrondissement	arondisemen	arrondissement	N	N;NEUT;SG
arondisemen	arrondissementen	arondisemen	arrondissement	N	N;PL
modifikasi	wijziging	modifikasi	wijziging	N;SG	N;MASC+FEM;SG
modifikasi	modificatie	modifikasi	modificatie	N;SG	N;MASC+FEM;SG
berpasangan	koppelen	berpasangan	koppelen	V;SG;ACT	V;NFIN
inovasi	innovatie	inovasi	innovatie	N;SG	N;MASC+FEM;SG
inovasi	vernieuwing	inovasi	vernieuwing	N;SG	N;MASC+FEM;SG
otomotif	automaat	otomotif	automaat	N;SG	N;MASC+FEM;SG
otomotif	automotive	otomotif	automotive	N;SG	N;MASC+FEM;SG
otomotif	automobiel	otomotif	automobiel	N;SG	N;MASC+FEM;SG
otomotif	automobiel	otomotif	automobiel	N;SG	N;MASC+FEM;SG
sumbangan	donatie	sumbangan	donatie	N;SG	N;MASC+FEM;SG
sumbangan	schenking	sumbangan	schenking	N;SG	N;MASC+FEM;SG
perlengkapan	materiaal	perlengkapan	materiaal	N;SG	N;NEUT;SG
perlengkapan	uitrusting	perlengkapan	uitrusting	N;SG	N;MASC+FEM;SG
perlengkapan	apparatuur	perlengkapan	apparatuur	N;SG	N;MASC+FEM;SG
perlengkapan	materieel	perlengkapan	materieel	N;SG	N;NEUT;SG
perlengkapan	bevoorrading	perlengkapan	bevoorrading	N;SG	N;MASC+FEM;SG
perlengkapan	voorraad	perlengkapan	voorraad	N;SG	N;MASC+FEM;SG
spesifikasi	specificaties	spesifikasi	specificatie	N	N;PL
spesifikasi	specificatie	spesifikasi	specificatie	N	N;MASC+FEM;SG
spesifikasi	specificaties	spesifikasi	specificatie	N	N;PL
spesifikasi	specificaties	spesifikasi	specificatie	N	N;PL
spesifikasi	spec	spesifikasi	spec	N	N;MASC+FEM;SG
keunggulan	uitmuntendheid	keunggulan	uitmuntendheid	N;SG	N;NEUT;SG
keunggulan	excellentie	keunggulan	excellentie	N;SG	N;MASC+FEM;SG
keunggulan	voordeel	keunggulan	voordeel	N;SG	N;NEUT;SG
keunggulan	superioriteit	keunggulan	superioriteit	N;SG	N;MASC+FEM;SG
penghubung	connector	penhubung	connector	N;SG	N;MASC+FEM;SG
penyelesaian	voltooiing	penselesaian	voltooiing	N;SG	N;MASC+FEM;SG
penyelesaian	vereffening	penselesaian	vereffening	N;SG	N;MASC+FEM;SG
penyelesaian	nederzetting	penselesaian	nederzetting	N;SG	N;MASC+FEM;SG
penyelesaian	schikking	penselesaian	schikking	N;SG	N;MASC+FEM;SG
penyelesaian	afwikkeling	penselesaian	afwikkeling	N;SG	N;MASC+FEM;SG
perintis	pacer	penrintis	pacer	N;SG	N;MASC+FEM;SG
minoritas	minderheid	minoritas	minderheid	N;SG	N;MASC+FEM;SG
varietas	variëteit	varietas	variëteit	N;SG	N;MASC+FEM;SG
varietas	variatie	varietas	variatie	N;SG	N;MASC+FEM;SG
gundam	gundam	gundam	gundam	N	N;MASC+FEM;SG
abang	abang	abang	abang	N;SG	N;MASC+FEM;SG
pengepungan	belegering	penkepungan	belegering	N;SG	N;MASC+FEM;SG
pengepungan	beleg	penkepungan	beleg	N;SG	N;NEUT;SG
gila	waanzinnig	gila	waanzinnig	ADJ;SG	ADJ
gila	krankzinnig	gila	krankzinnig	ADJ;SG	ADJ
gila	gek	gila	gek	ADJ;SG	ADJ
gila	zot	gila	zot	ADJ;SG	ADJ
gila	boos	gila	boos	ADJ;SG	ADJ
jambu	jeruzalem	jambu	jeruzalem	N;SG	N;MASC+FEM;SG
jambu	djamboe	jambu	djamboe	N;SG	N;MASC+FEM;SG
akal	zintuig	akal	zintuig	N;SG	N;NEUT;SG
teritori	grondgebied	teritori	grondgebied	N;SG	N;NEUT;SG
teritori	territorium	teritori	territorium	N;SG	N;NEUT;SG
jangkauan	bereik	jangkauan	bereik	N;SG	N;NEUT;SG
jangkauan	bereik	jangkauan	bereik	N;SG	N;NEUT;SG
mendalam	meeslepende	mendalam	meeslepen	V;SG;ACT	V;V.PTCP
ideologi	ideologie	ideologi	ideologie	N	N;MASC+FEM;SG
ideologi	ideologieën	ideologi	ideologieën	N	N;PL
berkunjung	bezocht	berkunjung	bezoeken	V;SG;ACT	V;V.PTCP
berkunjung	bezochte	berkunjung	bezoeken	V;SG;ACT	V;PST;FIN
berkunjung	bezoeken	berkunjung	bezoeken	V;SG;ACT	V;NFIN
mamalia	zoogdier	mamalia	zoogdier	N;SG	N;NEUT;SG
algoritma	algoritme	algoritma	algoritme	N;SG	N;NEUT;SG
klien	client	klien	client	N;SG	N;MASC+FEM;SG
klien	klant	klien	klant	N;SG	N;MASC+FEM;SG
klien	opdrachtgever	klien	opdrachtgever	N;SG	N;MASC+FEM;SG
klien	cliënt	klien	cliënt	N;SG	N;MASC+FEM;SG
sponsor	sponsoring	sponsor	sponsoring	N;SG	N;MASC+FEM;SG
sponsor	sponsor	sponsor	sponsor	N;SG	N;MASC+FEM;SG
dihadiri	bijgewoond	dihadiri	bijwonen	V;SG;PASS	V;V.PTCP
rangers	rangers	rangers	ranger	N	N;PL
ketakutan	angst	ketakutan	angst	N;SG	N;MASC+FEM;SG
ketakutan	angst	ketakutan	angst	N;SG	N;MASC+FEM;SG
ketakutan	schrik	ketakutan	schrik	N;SG	N;MASC+FEM;SG
penglihatan	aanblik	penlihatan	aanblik	N;SG	N;MASC+FEM;SG
penglihatan	visioen	penlihatan	visioen	N;SG	N;NEUT;SG
penglihatan	visie	penlihatan	visie	N;SG	N;MASC+FEM;SG
penglihatan	vision	penlihatan	vision	N;SG	N;MASC+FEM;SG
penglihatan	zicht	penlihatan	zicht	N;SG	N;NEUT;SG
penyerangan	aanval	penserangan	aanval	N;SG	N;MASC+FEM;SG
penyerangan	geweldpleging	penserangan	geweldpleging	N;SG	N;MASC+FEM;SG
penyerangan	mishandeling	penserangan	mishandeling	N;SG	N;MASC+FEM;SG
penyerangan	aanval	penserangan	aanval	N;SG	N;MASC+FEM;SG
input	input	input	input	N	N;MASC+FEM;SG
input	invoer	input	invoer	N	N;MASC+FEM;SG
input	inputs	input	inputs	N	N;PL
input	productiemiddelen	input	productiemiddel	N	N;PL
input	input	input	input	N	N;MASC+FEM;SG
memohon	gesmeekt	menmohon	smeken	V;SG;ACT	V;V.PTCP
memohon	smeekte	menmohon	smeekte	V;SG;ACT	V;SG;PST;FIN
memohon	bedelen	menmohon	bedelen	V;SG;ACT	V;NFIN
memohon	smeken	menmohon	smeken	V;SG;ACT	V;NFIN
memohon	bedelen	menmohon	bedelen	V;SG;ACT	V;NFIN
memohon	smeken	menmohon	smeken	V;SG;ACT	V;NFIN
merencanakan	gepland	menrencanakan	plannen	V;SG;ACT	V;V.PTCP
merencanakan	geplande	menrencanakan	plannen	V;SG;ACT	V;V.PTCP
instruksi	instructie	instruksi	instructie	N;SG	N;MASC+FEM;SG
instruksi	instructie	instruksi	instructie	N;SG	N;MASC+FEM;SG
disesuaikan	aangepast	disesuaikan	aanpassen	V;SG;PASS	V;V.PTCP
disesuaikan	aangepast	disesuaikan	aanpassen	V;SG;PASS	V;V.PTCP
bekerjasama	meewerken	bekerjasama	meewerken	V;SG;ACT	V;NFIN
inspirasi	inspiratie	inspirasi	inspiratie	N	N;MASC+FEM;SG
pengantar	inleiding	penantar	inleiding	N;SG	N;MASC+FEM;SG
pengantar	invoering	penantar	invoering	N;SG	N;MASC+FEM;SG
pengantar	introductie	penantar	introductie	N;SG	N;MASC+FEM;SG
pengantar	voorwoord	penantar	voorwoord	N;SG	N;NEUT;SG
pengantar	voorwoord	penantar	voorwoord	N;SG	N;NEUT;SG
memasak	kook	menpasak	kook	V;SG;ACT	V;SG;PRS;FIN
memasak	koken	menpasak	koken	V;SG;ACT	V;NFIN
memasak	koken	menpasak	koken	V;SG;ACT	V;NFIN
dikembalikan	teruggegeven	dikembalikan	terugggvav	V;SG;PASS	V;V.PTCP
dikembalikan	teruggekeerd	dikembalikan	terugkeren	V;SG;PASS	V;V.PTCP
dikembalikan	geretourneerd	dikembalikan	retourneren	V;SG;PASS	V;V.PTCP
dikembalikan	teruggestuurd	dikembalikan	terugsturen	V;SG;PASS	V;V.PTCP
dikembalikan	terugbetaald	dikembalikan	terugbetalen	V;SG;PASS	V;V.PTCP
merancang	ontwerpen	menrancang	ontwerpen	V;SG;ACT	V;NFIN
merancang	ontworpen	menrancang	ontwerpen	V;SG;ACT	V;V.PTCP
teratur	regelmatig	teratur	regelmatig	ADJ;SG	ADJ
menu	menu	menu	menu	N;SG	N;NEUT;SG
menu	menukaart	menu	menukaart	N;SG	N;MASC+FEM;SG
ditanam	geplant	ditanam	planten	V;SG;PASS	V;V.PTCP
blackberry	blackberry	blackberry	blackberry	N	N;MASC+FEM;SG
blackberry	bramen	blackberry	braam	N	N;PL
didapatkan	verkregen	didapatkan	verkrijgen	V;SG;PASS	V;V.PTCP
didapatkan	verworven	didapatkan	verwerven	V;SG;PASS	V;V.PTCP
ritus	rite	ritus	rite	N	N;MASC+FEM;SG
ritus	sacramenten	ritus	sacrament	N	N;PL
afghanistan	afghanistan	afghanistan	afghanistan	N;SG	N;NEUT;SG
tani	tani	tani	tani	N;SG	N;MASC+FEM;SG
diadopsi	geadopteerd	diadopsi	dopteren	V;SG;PASS	V;V.PTCP
diadopsi	aangenomen	diadopsi	aannemen	V;SG;PASS	V;V.PTCP
diadopsi	goedgekeurd	diadopsi	goedkeuren	V;SG;PASS	V;V.PTCP
klasemen	klassement	klasemen	klassement	N;SG	N;NEUT;SG
keseimbangan	saldo	keseimbangan	saldo	N;SG	N;NEUT;SG
keseimbangan	balans	keseimbangan	balans	N;SG	N;MASC+FEM;SG
keseimbangan	evenwicht	keseimbangan	evenwicht	N;SG	N;NEUT;SG
keseimbangan	evenwicht	keseimbangan	evenwicht	N;SG	N;NEUT;SG
madu	schat	madu	schat	N;SG	N;MASC+FEM;SG
madu	honing	madu	honing	N;SG	N;MASC+FEM;SG
madu	mead	madu	mead	N;SG	N;MASC+FEM;SG
berjanji	beloven	berjanji	beloven	V;SG;ACT	V;NFIN
berjanji	beloof	berjanji	beloven	V;SG;ACT	V;SG;PRS;FIN
berjanji	beloofd	berjanji	beloven	V;SG;ACT	V;V.PTCP
berjanji	beloofde	berjanji	beloven	V;SG;ACT	V;SG;PST;FIN
hidung	neus	hidung	neus	N;SG	N;MASC+FEM;SG
pelawak	komiek	penlawak	komiek	N	N;MASC+FEM;SG
sabuk	riem	sabuk	riem	N;SG	N;MASC+FEM;SG
sabuk	gordel	sabuk	gordel	N;SG	N;MASC+FEM;SG
kartun	cartoon	kartun	cartoon	N;SG	N;MASC+FEM;SG
kartun	tekenfilm	kartun	tekenfilm	N;SG	N;MASC+FEM;SG
lapis	lapis	lapis	lapis	N;SG;ACT	N;MASC+FEM;SG
sirip	vin	sirip	vin	N;SG	N;MASC+FEM;SG
sirip	fin	sirip	fin	N;SG	N;MASC+FEM;SG
konfigurasi	configuratie	konfigurasi	configuratie	N;SG	N;MASC+FEM;SG
perdebatan	discussie	perdebatan	discussie	N;SG	N;MASC+FEM;SG
perdebatan	debat	perdebatan	debat	N;SG	N;NEUT;SG
pujian	kudos	pujian	kudos	N;SG	N;MASC+FEM;SG
pujian	loof	pujian	loof	N;SG	N;NEUT;SG
pujian	lof	pujian	lof	N;SG	N;MASC+FEM;SG
pujian	compliment	pujian	compliment	N;SG	N;NEUT;SG
pengamat	waarnemer	pengamat	waarnemer	N;SG	N;MASC+FEM;SG
pengamat	waarnemer	pengamat	waarnemer	N;SG	N;MASC+FEM;SG
detektif	detective	detektif	detective	N;SG	N;MASC+FEM;SG
detektif	rechercheur	detektif	rechercheur	N;SG	N;MASC+FEM;SG
penaklukan	verovering	pentaklukan	verovering	N;SG	N;MASC+FEM;SG
misa	massa	misa	massa	N	N;MASC+FEM;SG
bendahara	penningmeester	bendahara	penningmeester	N;SG	N;MASC+FEM;SG
lembaran	vel	lembaran	vel	N;SG	N;NEUT;SG
penerbang	flyer	penterbang	flyer	N;SG	N;MASC+FEM;SG
prosesor	verwerker	prosesor	verwerker	N;SG	N;MASC+FEM;SG
prosesor	processor	prosesor	processor	N;SG	N;MASC+FEM;SG
prosesor	verwerker	prosesor	verwerker	N;SG	N;MASC+FEM;SG
digabungkan	gecombineerd	digabungkan	combineren	V;SG;PASS	V;V.PTCP
digabungkan	gecombineerde	digabungkan	gecombineerd	V;SG;PASS	V;V.PTCP
digabungkan	samengevoegd	digabungkan	samenvoegen	V;SG;PASS	V;V.PTCP
digabungkan	samengevoegde	digabungkan	samenvoegen	V;SG;PASS	V;V.PTCP
reaktor	reactor	reaktor	reactor	N;SG	N;MASC+FEM;SG
panduan	handleiding	panduan	handleiding	N;SG	N;MASC+FEM;SG
panduan	gids	panduan	gids	N;SG	N;MASC+FEM;SG
dibuang	verbannen	dibuang	verbannen	V;SG;PASS	V;V.PTCP
dibuang	weggegooid	dibuang	weggooien	V;SG;PASS	V;V.PTCP
dibuang	afgedankt	dibuang	afdanken	V;SG;PASS	V;V.PTCP
dibuang	verwijderde	dibuang	verwijderen	V;SG;PASS	V;SG;PST;FIN
dibuang	verwijderd	dibuang	verwijderen	V;SG;PASS	V;V.PTCP
dibuang	vernield	dibuang	vernielen	V;SG;PASS	V;V.PTCP
konvensional	conventioneel	konvensional	conventioneel	ADJ;SG	ADJ
konvensional	conventionele	konvensional	conventioneel	ADJ;SG	ADJ
akting	acteer	akting	acteer	N;SG	N;MASC+FEM;SG
ikon	pictogrammen	ikon	pictogram	N	N;PL
ikon	iconen	ikon	icooon	N	N;PL
ikon	icoon	ikon	icoon	N	N;NEUT;SG
ikon	pictogram	ikon	pictogram	N	N;NEUT;SG
radikal	rad	radikal	rad	N;SG	N;NEUT;SG
teleskop	telescoop	teleskop	telescoop	N;SG	N;MASC+FEM;SG
