per	pour	per	pour	ADP	ADP
distrutta	détruit	distruggere	détruire	V;FEM;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
volley	volley	volley	volley	N;MASC	N;MASC;SG
volley	salve	volley	salve	N;MASC	N;FEM;SG
volley	volley	volley	volley	N;MASC	N;MASC;SG
volley	volleyball	volley	volleyball	N;MASC	N;MASC;SG
eretta	érigée	erigere	ériger	V;FEM;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
eretta	érigé	erigere	ériger	V;FEM;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
ebraico	juif	ebraico	juif	ADJ;MASC;SG	ADJ;MASC;SG
ebraico	juive	ebraico	juif	ADJ;MASC;SG	ADJ;FEM;SG
ebraico	hébraïque	ebraico	hébraïque	ADJ;MASC;SG	ADJ;MASC;SG
musei	musées	museo	musée	N;MASC;PL	N;MASC;PL
lire	lires	lira	lire	N;FEM;PL	N;FEM;PL
coscienza	conscience	coscienza	conscience	N;FEM;SG	N;FEM;SG
coscienza	conscience	coscienza	conscience	N;FEM;SG	N;FEM;SG
stabilire	établir	stabilire	établir	V;NFIN	V;NFIN
tipici	typiques	tipico	typique	ADJ;MASC;PL	ADJ;MASC;PL
baia	crique	baia	crique	N;FEM;SG	N;FEM;SG
baia	anse	baia	anse	N;FEM;SG	N;FEM;SG
baia	baie	baia	baie	N;FEM;SG	N;FEM;SG
blocchi	blocages	blocco	blocage	N;MASC;PL	N;MASC;PL
blocchi	blocs	blocco	bloc	N;MASC;PL	N;MASC;PL
produttori	producteurs	produttore	producteur	N;MASC;PL	N;MASC;PL
produttori	constructeurs	produttore	constructeur	N;MASC;PL	N;MASC;PL
produttori	fabricants	produttore	fabricant	N;MASC;PL	N;MASC;PL
aosta	aoste	aosta	aoste	N;FEM;SG	N;FEM;SG
traguardo	jalon	traguardo	jalon	N;MASC;SG	N;MASC;SG
nfl	nfl	nfl	nfl	N;MASC	N;MASC;SG
attaccare	attaquez	attaccare	attaquer	V;NFIN	V;IMP;PL;2;PRS;FIN
attaccare	attaquer	attaccare	attaquer	V;NFIN	V;NFIN
attaccare	attaquer	attaccare	attaquer	V;NFIN	V;NFIN
frammenti	fragments	frammento	fragment	N;MASC;PL	N;MASC;PL
frammenti	éclats	frammento	éclat	N;MASC;PL	N;MASC;PL
frammenti	bribes	frammento	bribe	N;MASC;PL	N;FEM;PL
spirituale	spirituelle	spirituale	spirituel	ADJ;SG	ADJ;FEM;SG
spirituale	spirituel	spirituale	spirituel	ADJ;SG	ADJ;MASC;SG
monaci	moines	monace	moine	N;MASC;PL	N;MASC;PL
superato	surpassé	superare	surpasser	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
superato	dépassé	superare	dépasser	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
superato	dépassée	superare	dépasser	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
superato	dépassé	superare	dépasser	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
gusto	saveur	gusto	saveur	N;MASC;SG	N;FEM;SG
gusto	goût	gusto	goût	N;MASC;SG	N;MASC;SG
erba	pot	erba	pot	N;FEM;SG	N;MASC;SG
erba	pelouse	erba	pelouse	N;FEM;SG	N;FEM;SG
erba	gazon	erba	gazon	N;FEM;SG	N;MASC;SG
erba	herbe	erba	herbe	N;FEM;SG	N;FEM;SG
erba	beuh	erba	beuh	N;FEM;SG	N;FEM;SG
erba	herbe	erba	herbe	N;FEM;SG	N;FEM;SG
age	ère	age	ère	N	N;FEM;SG
age	age	age	age	N	N;MASC;SG
age	âge	age	âge	N	N;MASC;SG
age	âges	age	âge	N	N;MASC;PL
convocato	convoqué	convocare	convoquer	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
convocato	convoquée	convocare	convoquer	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
convocato	convoqué	convocare	convoquer	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
apparentemente	ostensiblement	apparentemente	ostensiblement	ADV	ADV
apparentemente	apparemment	apparentemente	apparemment	ADV	ADV
apparentemente	apparement	apparentemente	apparement	ADV	ADV
frazioni	fractions	frazione	fraction	N;FEM;PL	N;FEM;PL
metallo	métal	metallo	métal	N;MASC;SG	N;MASC;SG
metallo	metal	metallo	metal	N;MASC;SG	N;MASC;SG
raggi	rayons	raggio	rayon	N;MASC;PL	N;MASC;PL
raggi	raies	raggio	raie	N;MASC;PL	N;FEM;PL
infortunio	préjudice	infortunio	préjudice	N;MASC;SG	N;MASC;SG
infortunio	blessure	infortunio	blessure	N;MASC;SG	N;FEM;SG
infortunio	lésion	infortunio	lésion	N;MASC;SG	N;FEM;SG
infortunio	accident	infortunio	accident	N;MASC;SG	N;MASC;SG
dottrina	doctrine	dottrina	doctrine	N;FEM;SG	N;FEM;SG
microsoft	microsoft	microsoft	microsoft	N;MASC	N;MASC;SG
dream	reve	dream	reve	N	N;MASC;SG
dream	rêves	dream	rêve	N	N;MASC;PL
dream	rêve	dream	rêve	N	N;MASC;SG
finestre	vitres	finestra	vitre	N;FEM;PL	N;FEM;PL
finestre	fenêtres	finestra	fenêtre	N;FEM;PL	N;FEM;PL
ritirata	retirée	ritirare	retirer	V;FEM;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
ritirata	retiré	ritirare	retirer	V;FEM;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
fattore	facteur	fattore	facteur	N;MASC;SG	N;MASC;SG
fumetto	comics	fumetto	comics	N;MASC;SG	N;MASC;SG
fumetto	bd	fumetto	bde	N;MASC;SG	N;FEM;SG
fumetto	comic	fumetto	comic	N;MASC;SG	N;MASC;SG
fumetto	comique	fumetto	comique	N;MASC;SG	N;MASC;SG
barocco	baroque	barocco	baroque	ADJ;MASC;SG	ADJ;MASC;SG
temporale	temporal	temporale	temporal	ADJ;SG	ADJ;MASC;SG
temporale	temporelle	temporale	temporel	ADJ;SG	ADJ;FEM;SG
temporale	temporel	temporale	temporel	ADJ;SG	ADJ;MASC;SG
pronto	prête	pronto	prêt	ADJ;MASC;SG	ADJ;FEM;SG
pronto	pret	pronto	pret	ADJ;MASC;SG	ADJ;MASC;SG
pronto	prêt	pronto	prêt	ADJ;MASC;SG	ADJ;MASC;SG
marvel	émerveillement	marvel	émerveillement	N;MASC	N;MASC;SG
marvel	merveille	marvel	merveille	N;MASC	N;FEM;SG
marvel	marvel	marvel	marvel	N;MASC	N;MASC;SG
adulti	adultes	adulto	adulte	N;MASC;PL	N;MASC;PL
adulti	adultes	adulto	adulte	N;MASC;PL	N;MASC;PL
decidere	décider	decidere	décider	V;NFIN	V;NFIN
decidere	décider	decidere	décider	V;NFIN	V;NFIN
decidere	décide	decidere	décider	V;NFIN	V;IND;SG;3;PRS;FIN
decidere	décident	decidere	décider	V;NFIN	V;IND;PL;3;PRS;FIN
decidere	décidez	decidere	décider	V;NFIN	V;IMP;PL;2;PRS;FIN
anonimo	anonyme	anonimo	anonyme	ADJ;MASC;SG	ADJ;MASC;SG
parametri	paramètres	parametro	paramètre	N;MASC;PL	N;MASC;PL
foreste	forêts	foresta	forêt	N;FEM;PL	N;FEM;PL
foreste	forêts	foresta	forêt	N;FEM;PL	N;FEM;PL
foreste	forêts	foresta	forêt	N;FEM;PL	N;FEM;PL
grazia	grâce	grazia	grâce	N;FEM;SG	N;FEM;SG
grazia	grace	grazia	grace	N;FEM;SG	N;FEM;SG
gay	homosexualité	gay	homosexualité	N;MASC	N;FEM;SG
gay	gay	gay	gay	N;MASC	N;MASC;SG
journal	revue	journal	revue	N;FEM	N;FEM;SG
journal	journal	journal	journal	N;FEM	N;MASC;SG
roccia	rock	roccia	rock	N;FEM;SG	N;MASC;SG
finestra	hublot	finestra	hublot	N;FEM;SG	N;MASC;SG
finestra	vitre	finestra	vitre	N;FEM;SG	N;FEM;SG
finestra	fenetre	finestra	fenetre	N;FEM;SG	N;FEM;SG
finestra	fenêtre	finestra	fenêtre	N;FEM;SG	N;FEM;SG
undici	onze	undici	onze	NUM	NUM
estrema	extrême	estremo	extrême	ADJ;FEM;SG	ADJ;MASC;SG
editori	éditeurs	editore	éditeur	N;MASC;PL	N;MASC;PL
editori	rédacteurs	editore	rédacteur	N;MASC;PL	N;MASC;PL
editori	éditeurs	editore	éditeur	N;MASC;PL	N;MASC;PL
eredità	héritage	eredità	héritage	N;FEM	N;MASC;SG
eredità	patrimoine	eredità	patrimoine	N;FEM	N;MASC;SG
eredità	héritage	eredità	héritage	N;FEM	N;MASC;SG
eredità	legs	eredità	legs	N;FEM	N;MASC;SG
eredità	héritage	eredità	héritage	N;FEM	N;MASC;SG
eredità	héritages	eredità	héritage	N;FEM	N;MASC;PL
considera	envisager	considerare	envisager	V;IND;SG;3;PRS;FIN	V;NFIN
considera	considérer	considerare	considérer	V;IND;SG;3;PRS;FIN	V;NFIN
considera	considère	considerare	considérer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
considera	considère	considerare	considérer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
funzionamento	fonctionnement	funzionamento	fonctionnement	N;MASC;SG	N;MASC;SG
funzionamento	opération	funzionamento	opération	N;MASC;SG	N;FEM;SG
funzionamento	fonctionnement	funzionamento	fonctionnement	N;MASC;SG	N;MASC;SG
paziente	patient	paziente	patient	N;SG	N;MASC;SG
dramma	drame	dramma	drame	N;MASC;SG	N;MASC;SG
fotografo	photographe	fotografo	photographe	N;MASC;SG	N;MASC;SG
permanente	permanente	permanente	permanent	ADJ;SG	ADJ;FEM;SG
permanente	permanent	permanente	permanent	ADJ;SG	ADJ;MASC;SG
corretta	exact	corretto	exact	ADJ;FEM;SG	ADJ;MASC;SG
corretta	correct	corretto	correct	ADJ;FEM;SG	ADJ;MASC;SG
corretta	correcte	corretto	correct	ADJ;FEM;SG	ADJ;FEM;SG
ampliamento	agrandissement	ampliamento	agrandissement	N;MASC;SG	N;MASC;SG
ampliamento	élargissement	ampliamento	élargissement	N;MASC;SG	N;MASC;SG
ampliamento	élargissement	ampliamento	élargissement	N;MASC;SG	N;MASC;SG
cannone	canon	cannone	canon	N;MASC;SG	N;MASC;SG
lezioni	leçons	lezione	leçon	N;FEM;PL	N;FEM;PL
lezioni	enseignements	lezione	enseignement	N;FEM;PL	N;MASC;PL
rotta	cours	rotta	cours	N;FEM;SG	N;MASC;SG
rotta	broken	rotta	broken	N;FEM;SG	N;SG
serra	serre	serra	serre	N;FEM;SG	N;FEM;SG
residenti	résidents	residente	résident	N;PL	N;MASC;PL
residenti	habitants	residente	habitant	N;PL	N;MASC;PL
residenti	résidents	residente	résident	N;PL	N;MASC;PL
ministri	ministres	ministro	ministre	N;MASC;PL	N;MASC;PL
dottore	médecin	dottore	médecin	N;MASC;SG	N;MASC;SG
dottore	docteur	dottore	docteur	N;MASC;SG	N;MASC;SG
frequenti	fréquentes	frequente	fréquent	ADJ;PL	ADJ;FEM;PL
frequenti	fréquents	frequente	fréquent	ADJ;PL	ADJ;MASC;PL
ville	villas	villa	villa	N;FEM;PL	N;FEM;PL
passaggi	passages	passaggio	passage	N;MASC;PL	N;MASC;PL
passaggi	marches	passaggio	marche	N;MASC;PL	N;FEM;PL
passaggi	étapes	passaggio	étape	N;MASC;PL	N;FEM;PL
dragon	dragons	dragon	dragon	N;MASC	N;MASC;PL
dragon	dragon	dragon	dragon	N;MASC	N;MASC;SG
domande	questions	domanda	question	N;FEM;PL	N;FEM;PL
culture	cultures	cultura	culture	N;FEM;PL	N;FEM;PL
fossili	fossiles	fossile	fossile	N;MASC;PL	N;MASC;PL
fossili	fossiles	fossile	fossile	N;MASC;PL	N;MASC;PL
franchi	francs	franco	franc	N;MASC;PL	N;MASC;PL
franchi	francs	franco	franc	N;MASC;PL	N;MASC;PL
opportunità	opportunités	opportunità	opportunité	N;FEM	N;FEM;PL
opportunità	opportunité	opportunità	opportunité	N;FEM	N;FEM;SG
opportunità	possibilités	opportunità	possibilité	N;FEM	N;FEM;PL
opportunità	occasions	opportunità	occasion	N;FEM	N;FEM;PL
opportunità	opportunités	opportunità	opportunité	N;FEM	N;FEM;PL
reparto	département	reparto	département	N;MASC;SG	N;MASC;SG
reno	rhin	reno	rhin	N;MASC;SG	N;MASC;SG
uova	œufs	uovo	œuf	N;FEM;PL	N;MASC;PL
uova	oeufs	uovo	oeuf	N;FEM;PL	N;MASC;PL
uova	œufs	uovo	œuf	N;FEM;PL	N;MASC;PL
uova	oeufs	uovo	oeuf	N;FEM;PL	N;MASC;PL
dimostrare	démontrer	dimostrare	démontrer	V;NFIN	V;NFIN
dimostrare	prouvez	dimostrare	prouver	V;NFIN	V;IMP;PL;2;PRS;FIN
dimostrare	prouver	dimostrare	prouver	V;NFIN	V;NFIN
dimostrare	prouve	dimostrare	prouver	V;NFIN	V;IND;SG;3;PRS;FIN
dimostrare	démontrant	dimostrare	démontrer	V;NFIN	V;PRS;V.PTCP
dimostrare	démontrer	dimostrare	démontrer	V;NFIN	V;NFIN
sostituita	remplacé	sostituire	remplacer	V;FEM;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
sostituita	remplacée	sostituire	remplacer	V;FEM;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
estremo	extrême	estremo	extrême	ADJ;MASC;SG	ADJ;MASC;SG
diffuse	diffuser	diffondere	diffuser	V;FEM;PL;PST;V.PTCP	V;NFIN
rappresentare	représenter	rappresentare	représenter	V;NFIN	V;NFIN
rappresentare	représentent	rappresentare	représenter	V;NFIN	V;IND;PL;3;PRS;FIN
taglio	coupe	taglio	coupe	N;MASC;SG	N;FEM;SG
taglio	découpage	taglio	découpage	N;MASC;SG	N;MASC;SG
taglio	coupage	taglio	coupage	N;MASC;SG	N;MASC;SG
taglio	découpe	taglio	découper	N;MASC;SG	N;FEM;SG
taglio	coupe	taglio	coupe	N;MASC;SG	N;FEM;SG
taglio	coupe	taglio	coupe	N;MASC;SG	N;FEM;SG
fondatori	fondateurs	fondatore	fondateur	N;MASC;PL	N;MASC;PL
perdendo	perdant	perdere	perdre	V;V.MSDR	V;PRS;V.PTCP
perdendo	perdre	perdere	perdre	V;V.MSDR	V;NFIN
convenzione	convention	convenzione	convention	N;FEM;SG	N;FEM;SG
individuali	individuels	individuale	individuel	ADJ;PL	ADJ;MASC;PL
emma	emma	emma	emma	N;FEM;SG	N;FEM;SG
track	piste	track	piste	N	N;FEM;SG
track	morceau	track	morceau	N	N;MASC;SG
union	union	union	union	N;MASC;SG	N;FEM;SG
union	syndicat	union	syndicat	N;MASC;SG	N;MASC;SG
maestri	masters	maestro	master	N;MASC;PL	N;MASC;PL
maestri	capitaines	maestro	capitaine	N;MASC;PL	N;MASC;PL
maestri	maîtres	maestro	maître	N;MASC;PL	N;MASC;PL
calore	chaleur	calore	chaleur	N;MASC;SG	N;FEM;SG
calore	chaleur	calore	chaleur	N;MASC;SG	N;FEM;SG
cratere	cratère	cratere	cratère	N;MASC;SG	N;MASC;SG
perfettamente	parfaitement	perfettamente	parfaitement	ADV	ADV
libretto	livret	libretto	livret	N;MASC;SG	N;MASC;SG
collo	nuque	collo	nuque	N;MASC;SG	N;FEM;SG
collo	cou	collo	cou	N;MASC;SG	N;MASC;SG
collo	encolure	collo	encolure	N;MASC;SG	N;FEM;SG
buoni	bons	buono	bon	ADJ;MASC;PL	ADJ;MASC;PL
rotazione	rotation	rotazione	rotation	N;FEM;SG	N;FEM;SG
rotazione	rotation	rotazione	rotation	N;FEM;SG	N;FEM;SG
rotazione	rotation	rotazione	rotation	N;FEM;SG	N;FEM;SG
settori	secteurs	settore	secteur	N;MASC;PL	N;MASC;PL
soprano	soprano	soprano	soprano	N;MASC;SG	N;MASC;SG
albanese	albanaise	albanese	albanais	ADJ;SG	ADJ;FEM;SG
albanese	albanais	albanese	albanais	ADJ;SG	ADJ;MASC;SG
popolarità	popularité	popolarità	popularité	N;FEM	N;FEM;SG
grotta	caverne	grotta	caverne	N;FEM;SG	N;FEM;SG
grotta	grotte	grotta	grotte	N;FEM;SG	N;FEM;SG
grotta	cave	grotta	cave	N;FEM;SG	N;FEM;SG
grotta	grotte	grotta	grotte	N;FEM;SG	N;FEM;SG
segnato	épinglé	segnare	épingler	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
segnato	marqué	segnare	marquer	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
segnato	marquée	segnare	marquer	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
segnato	marqué	segnare	marquer	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
commons	commons	commons	commons	N;FEM;SG	N;MASC;SG
valida	valide	valido	valide	ADJ;FEM;SG	ADJ;MASC;SG
valida	valable	valido	valable	ADJ;FEM;SG	ADJ;MASC;SG
moderne	modernes	moderno	moderne	ADJ;FEM;PL	ADJ;MASC;PL
draft	brouillons	draft	brouillon	N;MASC	N;MASC;PL
viva	vivante	vivo	vivant	ADJ;FEM;SG	ADJ;FEM;SG
indicata	indiquée	indicare	indiquer	V;FEM;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
indicata	indiqué	indicare	indiquer	V;FEM;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
scoppio	éclatement	scoppio	éclatement	N;MASC;SG	N;MASC;SG
scoppio	éclatement	scoppio	éclatement	N;MASC;SG	N;MASC;SG
scoppio	rafale	scoppio	rafale	N;MASC;SG	N;MASC;SG
borbone	bourbon	borbone	bourbon	N;FEM;SG	N;MASC;SG
canton	guangzhou	canton	guangzhou	N;MASC;SG	N;MASC;SG
canton	canton	canton	canton	N;MASC;SG	N;MASC;SG
canton	canton	canton	canton	N;MASC;SG	N;MASC;SG
costruite	construits	costruire	construire	V;FEM;PL;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
costruite	construits	costruire	construire	V;FEM;PL;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
teologia	théologie	teologia	théologie	N;FEM;SG	N;FEM;SG
antichità	antiquités	antichità	antiquité	N;FEM	N;FEM;PL
antichità	antiquaire	antichità	antiquaire	N;FEM	N;MASC;SG
antichità	antiquités	antichità	antiquité	N;FEM	N;FEM;PL
antichità	antiquité	antichità	antiquité	N;FEM	N;FEM;SG
antichità	antiquité	antichità	antiquité	N;FEM	N;FEM;SG
walker	rôdeur	walker	rôdeur	N;MASC	N;MASC;SG
consumo	consommation	consumo	consommation	N;MASC;SG	N;FEM;SG
satellite	satellite	satellite	satellite	N;MASC;SG	N;MASC;SG
valido	valide	valido	valide	ADJ;MASC;SG	ADJ;MASC;SG
valido	valable	valido	valable	ADJ;MASC;SG	ADJ;MASC;SG
martina	martine	martina	martine	N;FEM;SG	N;FEM;SG
martina	martine	martina	martine	N;FEM;SG	N;FEM;SG
academy	académie	academy	académie	N;MASC	N;FEM;SG
academy	academy	academy	academy	N;MASC	N;SG
novità	nouveautés	novità	nouveauté	N;FEM	N;FEM;PL
novità	actualité	novità	actualité	N;FEM	N;FEM;SG
novità	actualités	novità	actualité	N;FEM	N;FEM;PL
novità	nouveauté	novità	nouveauté	N;FEM	N;FEM;SG
novità	nouveautés	novità	nouveauté	N;FEM	N;FEM;PL
percentuale	pourcentage	percentuale	pourcentage	N;FEM;SG	N;MASC;SG
percentuale	pourcent	percentuale	pouvoir	N;FEM;SG	N;MASC;SG
percentuale	pourcentage	percentuale	pourcentage	N;FEM;SG	N;MASC;SG
css	css	css	css	N;MASC	N;MASC;SG
opposto	contraire	opposto	contraire	ADJ;MASC;SG	ADJ;MASC;SG
fantasma	ghost	fantasma	ghost	N;MASC;SG	N;MASC;SG
fantasma	fantôme	fantasma	fantôme	N;MASC;SG	N;MASC;SG
fantasma	phantom	fantasma	phantom	N;MASC;SG	N;MASC;SG
fantasma	fantôme	fantasma	fantôme	N;MASC;SG	N;MASC;SG
stadium	stade	stadium	stade	N;MASC	N;MASC;SG
compiti	tâches	compito	tâche	N;MASC;PL	N;FEM;PL
compiti	devoirs	compito	devoir	N;MASC;PL	N;MASC;PL
warner	avertisseur	warner	avertisseur	N;MASC;SG	N;MASC;SG
pietre	pierres	pietra	pierre	N;FEM;PL	N;FEM;PL
pietre	pierres	pietra	pierre	N;FEM;PL	N;FEM;PL
spezia	spezia	spezia	spezia	N;FEM;SG	N;FEM;SG
spezia	spice	spezia	spice	N;FEM;SG	N;MASC;SG
spezia	épice	spezia	épice	N;FEM;SG	N;FEM;SG
valli	vallées	vallo	vallée	N;FEM;PL	N;FEM;PL
metro	mètre	metro	mètre	N;MASC;SG	N;MASC;SG
metro	métro	metro	métro	N;MASC;SG	N;MASC;SG
metro	metro	metro	metro	N;MASC;SG	N;MASC;SG
temperature	températures	temperatura	température	N;FEM;PL	N;FEM;PL
classificate	classées	classificare	classer	V;FEM;PL;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
classificate	classés	classificare	classer	V;FEM;PL;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
patriarca	patriarche	patriarca	patriarche	N;MASC;SG	N;MASC;SG
parentesi	parenthèses	parentesi	parenthèse	N;FEM	N;FEM;PL
parentesi	parenthèse	parentesi	parenthèse	N;FEM	N;FEM;SG
parentesi	parenthèse	parentesi	parenthèse	N;FEM	N;FEM;SG
parentesi	parenthèse	parentesi	parenthèse	N;FEM	N;FEM;SG
parentesi	crochets	parentesi	crochet	N;FEM	N;MASC;PL
parentesi	parenthèses	parentesi	parenthèse	N;FEM	N;FEM;PL
parentesi	parenthèse	parentesi	parenthèse	N;FEM	N;FEM;SG
scavi	fouilles	scavo	fouille	N;MASC;PL	N;FEM;PL
scavi	fouilles	scavo	fouille	N;MASC;PL	N;FEM;PL
dialogo	dialogue	dialogo	dialogue	N;MASC;SG	N;MASC;SG
polacca	polonaise	polacco	polonais	ADJ;FEM;SG	ADJ;FEM;SG
polacca	polonais	polacco	polonais	ADJ;FEM;SG	ADJ;MASC;SG
pubblicate	publiées	pubblicare	publier	V;FEM;PL;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
pubblicate	publiés	pubblicare	publier	V;FEM;PL;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
esploratore	scout	esploratore	scout	N;MASC;SG	N;MASC;SG
esploratore	éclaireur	esploratore	éclaireur	N;MASC;SG	N;MASC;SG
esploratore	explorateur	esploratore	explorateur	N;MASC;SG	N;MASC;SG
sex	sexe	sex	sexe	N	N;MASC;SG
coalizione	coalition	coalizione	coalition	N;FEM;SG	N;FEM;SG
dipendenti	collaborateurs	dipendente	collaborateur	N;PL	N;MASC;PL
suore	soeurs	suora	soeur	N;FEM;PL	N;FEM;PL
suore	sœurs	suora	sœur	N;FEM;PL	N;FEM;PL
suore	nonnes	suora	nonne	N;FEM;PL	N;FEM;PL
maschera	masque	maschera	masque	N;FEM;SG	N;MASC;SG
classificato	évalué	classificato	évaluer	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
classificato	classé	classificato	classer	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
classificato	notée	classificato	noter	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
classificato	noté	classificato	noter	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
classificato	classifié	classificato	classifier	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
classificato	classé	classificato	classer	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
classificato	classé	classificato	classer	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
condanna	condamnation	condanna	condamnation	N;FEM;SG	N;FEM;SG
condanna	conviction	condanna	conviction	N;FEM;SG	N;FEM;SG
condanna	condamnation	condanna	condamnation	N;FEM;SG	N;FEM;SG
condanna	phrase	condanna	phrase	N;FEM;SG	N;FEM;SG
condanna	sentence	condanna	sentence	N;FEM;SG	N;FEM;SG
condanna	peine	condanna	peine	N;FEM;SG	N;FEM;SG
genio	génie	genio	génie	N;MASC;SG	N;MASC;SG
genio	génie	genio	génie	N;MASC;SG	N;MASC;SG
matrice	matrice	matrice	matrice	N;FEM;SG	N;FEM;SG
inclusa	inclus	includere	inclure	V;FEM;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
inclusa	incluse	includere	inclure	V;FEM;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
inclusa	compris	includere	comprendre	V;FEM;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
dettaglio	détail	dettaglio	détail	N;MASC;SG	N;MASC;SG
dettaglio	détail	dettaglio	détail	N;MASC;SG	N;MASC;SG
legione	légion	legione	légion	N;FEM;SG	N;FEM;SG
dean	doyen	deano	doyen	N;MASC;SG	N;MASC;SG
calcolo	calcul	calcolo	calcul	N;MASC;SG	N;MASC;SG
calcolo	calcul	calcolo	calcul	N;MASC;SG	N;MASC;SG
mostro	monstre	mostro	monstre	N;MASC;SG	N;MASC;SG
mostro	monster	mostro	monster	N;MASC;SG	N;MASC;SG
mostro	monstre	mostro	monstre	N;MASC;SG	N;MASC;SG
ribelli	rebelles	ribelle	rebelle	N;PL	N;MASC;PL
ribelli	rebelles	ribelle	rebelle	N;PL	N;MASC;PL
dispositivo	appareil	dispositivo	appareil	N;MASC;SG	N;MASC;SG
dispositivo	dispositif	dispositivo	dispositif	N;MASC;SG	N;MASC;SG
dispositivo	périphérique	dispositivo	périphérique	N;MASC;SG	N;MASC;SG
associato	associée	associare	associer	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
associato	associé	associare	associer	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
associato	associée	associare	associer	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
associato	associer	associare	associer	V;MASC;SG;PST;V.PTCP	V;NFIN
scuro	foncé	scuro	foncé	ADJ;MASC;SG	ADJ;MASC;SG
scuro	sombre	scuro	sombre	ADJ;MASC;SG	ADJ;MASC;SG
gravemente	gravement	gravemente	gravement	ADV	ADV
gravemente	sévèrement	gravemente	sévèrement	ADV	ADV
liquido	fluide	liquido	fluide	ADJ;MASC;SG	ADJ;MASC;SG
liquido	liquide	liquido	liquide	ADJ;MASC;SG	ADJ;MASC;SG
massiccio	massive	massiccio	massif	ADJ;MASC;SG	ADJ;FEM;SG
costruzioni	constructions	costruzione	construction	N;FEM;PL	N;FEM;PL
sperimentale	expérimental	sperimentale	expérimental	ADJ;SG	ADJ;MASC;SG
sperimentale	expérimentale	sperimentale	expérimental	ADJ;SG	ADJ;FEM;SG
wrestler	lutteurs	wrestler	lutteur	N;MASC	N;MASC;PL
wrestler	lutteur	wrestler	lutteur	N;MASC	N;MASC;SG
wrestler	catcheur	wrestler	catcheur	N;MASC	N;MASC;SG
territoriale	territoriale	territoriale	territorial	ADJ;SG	ADJ;FEM;SG
territoriale	territorial	territoriale	territorial	ADJ;SG	ADJ;MASC;SG
salita	ascension	salita	ascension	N;FEM;SG	N;FEM;SG
regolamento	réglementation	regolamento	réglementation	N;MASC;SG	N;FEM;SG
regolamento	règlement	regolamento	règlement	N;MASC;SG	N;MASC;SG
regolamento	régulation	regolamento	régulation	N;MASC;SG	N;FEM;SG
regolamento	règlementation	regolamento	règlementation	N;MASC;SG	N;FEM;SG
amato	adoré	amare	adorer	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
amato	aimée	amare	aimer	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
amato	aimé	amare	aimer	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
