가속	acceleration	가속	acceleration	N	N;NOM;INDF;MASC+FEM;SG
지뢰	minor	지뢰	mina	N	N;NOM;INDF;MASC+FEM;SG
지뢰	minfält	지뢰	minfält	N	N;NOM;INDF;NEUT;SG
항생제	antibiotika	항생제	antibiotik	N	N;NOM;INDF;MASC+FEM;PL
항생제	antibiotika	항생제	antibiotik	N	N;NOM;INDF;MASC+FEM;PL
항생제	antibiotikum	항생제	antibiotikum	N	N;NOM;INDF;NEUT;SG
정서	känsla	정서	känsla	N	N;NOM;INDF;MASC+FEM;SG
정서	känslor	정서	känsla	N	N;NOM;INDF;MASC+FEM;PL
현미경	mikroskop	현미경	mikroskop	N	N;NOM;INDF;NEUT;SG
육체	kött	육체	kött	N	N;NOM;INDF;NEUT;SG
아이튠즈	itunes	아이튠즈	itunes	N	N;NOM;DEF;MASC+FEM;SG
트레이딩	trading	트레이딩	trading	N	N;NOM;INDF;MASC+FEM;SG
트레이딩	handel	트레이딩	handel	N	N;NOM;INDF;MASC+FEM;SG
중요성	betydelse	중요성	betydelse	N	N;NOM;INDF;MASC+FEM;SG
전화번호	telefon	전화번호	telefon	N	N;NOM;INDF;MASC+FEM;SG
전화번호	telefonen	전화번호	telefon	N	N;NOM;DEF;MASC+FEM;SG
긴장	spänning	긴장	spänning	N	N;NOM;INDF;MASC+FEM;SG
긴장	spänningar	긴장	spänning	N	N;NOM;INDF;MASC+FEM;PL
긴장	spänt	긴장	spänna	N	N;NOM;INDF;NEUT;SG
질투	svartsjuk	질투	svartsjuk	N	N;NOM;INDF;MASC+FEM;SG
질투	avundsjuk	질투	avundsjuk	N	N;NOM;INDF;MASC+FEM;SG
질투	svartsjuka	질투	svartsjuka	N	N;NOM;INDF;MASC+FEM;SG
질투	avundsjuka	질투	avundsjuka	N	N;NOM;INDF;MASC+FEM;SG
개선하기	förbättras	개선+하+기	förbättra	V	V;IND;PRS;FIN;PASS
개선하기	förbättra	개선+하+기	förbättra	V	V;IMP;FIN;ACT
개선하기	förbättra	개선+하+기	förbättra	V	V;IMP;FIN;ACT
플라스마	plasma	플라스마	plasma	N	N;NOM;INDF;MASC+FEM;SG
수평으로	horisontellt	수평+으로	horisontell	ADV	ADV
수평으로	vågrätt	수평+으로	vågrätt	ADV	ADV
사자자리	leonis	사자자리	leonis	N	N;NOM;INDF;MASC+FEM;SG
타당성	giltighet	타당성	giltighet	N	N;NOM;INDF;MASC+FEM;SG
복장	klädsel	복장	klädsel	N	N;NOM;INDF;MASC+FEM;SG
탈레반	talibanerna	탈레반	taliban	N	N;NOM;DEF;MASC+FEM;PL
용접	svetsare	용접	svets	N	N;NOM;INDF;MASC+FEM;PL
용접	svetsning	용접	svetsning	N	N;NOM;INDF;MASC+FEM;SG
악용	missbruk	악용	missbruk	N	N;NOM;INDF;NEUT;SG
악용	missbruk	악용	missbruk	N	N;NOM;INDF;NEUT;SG
악용	övergrepp	악용	övergrepp	N	N;NOM;INDF;NEUT;PL
마크업	pålägg	마크업	pålägg	N	N;NOM;INDF;NEUT;SG
명목	nominell	명목	nominell	N	N;NOM;INDF;MASC+FEM;SG
대리인	väktare	대리+이+ㄴ	väkt	N	N;NOM;INDF;MASC+FEM;PL
대리인	vårdnadshavare	대리+이+ㄴ	vårdnadshavare	N	N;NOM;INDF;MASC+FEM;PL
대리인	ombud	대리+이+ㄴ	ombud	N	N;NOM;INDF;NEUT;SG
대리인	agent	대리+이+ㄴ	agent	N	N;NOM;INDF;MASC+FEM;SG
성기	penis	성기	penis	N	N;NOM;INDF;MASC+FEM;SG
성기	könsorgan	성기	könsorgan	N	N;NOM;INDF;NEUT;PL
복수형	plural	복수형	plural	N	N;NOM;INDF;NEUT;SG
콤보	kombo	콤보	kombo	N	N;NOM;INDF;MASC+FEM;SG
위생	hygienen	위생	hygien	N	N;NOM;DEF;NEUT;PL
위생	hygien	위생	hygien	N	N;NOM;INDF;MASC+FEM;SG
위생	sanitet	위생	sanitet	N	N;NOM;INDF;MASC+FEM;SG
사구	sanddyner	사구	sanddyn	N	N;NOM;INDF;MASC+FEM;PL
사구	dune	사구	du	N	N;NOM;INDF;MASC+FEM;SG
멸치	ansjovis	멸치	ansjovis	N	N;NOM;INDF;MASC+FEM;SG
멸치	ansjovis	멸치	ansjovis	N	N;NOM;INDF;MASC+FEM;SG
노예제	slaven	노예제	slav	N	N;NOM;DEF;MASC+FEM;SG
노예제	slaveriet	노예제	slaveri	N	N;NOM;DEF;NEUT;SG
노예제	slaveri	노예제	slaveri	N	N;NOM;INDF;NEUT;SG
아쉬운	lätta	아쉽+ㄴ	lätt	ADJ	ADJ;NOM;PL
아쉬운	enkelt	아쉽+ㄴ	enkel	ADJ	ADJ;NOM;INDF;NEUT;SG
아쉬운	lätt	아쉽+ㄴ	lätt	ADJ	ADJ;NOM;INDF;NEUT;SG
인류학	antropologi	인류학	antropologi	N	N;NOM;INDF;MASC+FEM;SG
집착	fixering	집착	fixering	N	N;NOM;INDF;MASC+FEM;SG
집착	besatthet	집착	besatthet	N	N;NOM;INDF;MASC+FEM;SG
가입자	abonnenten	가입자	abonnent	N	N;NOM;DEF;MASC+FEM;SG
가입자	prenumeranter	가입자	prenumerant	N	N;NOM;INDF;MASC+FEM;PL
가입자	abonnenter	가입자	abonnent	N	N;NOM;INDF;MASC+FEM;PL
가입자	prenumeranter	가입자	prenumerant	N	N;NOM;INDF;MASC+FEM;PL
아이누	ainu	아이누	ainu	N	N;NOM;INDF;NEUT;SG
불만	klagomål	불만	klagomål	N	N;NOM;INDF;NEUT;SG
불만	missnöje	불만	missnöje	N	N;NOM;INDF;NEUT;SG
불만	klagomål	불만	klagomål	N	N;NOM;INDF;NEUT;SG
불만	missnöje	불만	missnöje	N	N;NOM;INDF;NEUT;SG
구출	räddning	구출	räddning	N	N;NOM;INDF;MASC+FEM;SG
구출	undsättning	구출	undsättning	N	N;NOM;INDF;MASC+FEM;SG
명소	attraktioner	명소	attraktion	N	N;NOM;INDF;MASC+FEM;PL
명소	sevärdheter	명소	sevärdhet	N	N;NOM;INDF;MASC+FEM;PL
명소	sevärdheter	명소	sevärdhet	N	N;NOM;INDF;MASC+FEM;PL
명소	landmärken	명소	landmärk	N	N;NOM;INDF;NEUT;PL
세슘	cesium	세슘	cesium	N	N;NOM;INDF;NEUT;SG
숭배	kult	숭배	kult	N	N;NOM;INDF;MASC+FEM;SG
숭배	sekt	숭배	sek	N	N;NOM;INDF;MASC+FEM;SG
숭배	gudstjänst	숭배	gudstjänst	N	N;NOM;INDF;MASC+FEM;SG
숭배	tillbedjan	숭배	tillbedjan	N	N;NOM;INDF;MASC+FEM;SG
숭배	dyrkan	숭배	dyrka	N	N;NOM;INDF;MASC+FEM;SG
독성	toxicitet	독성	toxicitet	N	N;NOM;INDF;MASC+FEM;SG
영사	konsul	영사	konsul	N	N;NOM;INDF;MASC+FEM;SG
치사	mord	치사	mord	N	N;NOM;INDF;NEUT;SG
목장	betesmark	목장	betesmark	N	N;NOM;INDF;MASC+FEM;SG
목장	ranch	목장	ranch	N	N;NOM;INDF;MASC+FEM;SG
목장	ranchen	목장	ranchen	N	N;NOM;DEF;MASC+FEM;SG
마찰음	frikativa	마찰음	frikativ	N	N;NOM;INDF;MASC+FEM;SG
주스	juice	주스	juice	N	N;NOM;INDF;MASC+FEM;SG
주스	saft	주스	säfta	N	N;NOM;INDF;MASC+FEM;SG
주스	juicer	주스	juice	N	N;NOM;INDF;MASC+FEM;PL
매점	matsalen	매점	matsal	N	N;NOM;DEF;MASC+FEM;SG
펌웨어	firmware	증웨어	firm0are	N	N;NOM;INDF;MASC+FEM;SG
준수	uppfyllande	준수	uppfyllande	N	N;NOM;INDF;NEUT;SG
준수	överensstämmelse	준수	överensstämmelse	N	N;NOM;INDF;MASC+FEM;SG
준수	efterlevnad	준수	efterlevnad	N	N;NOM;INDF;MASC+FEM;SG
펀드	fonden	펀드	fond	N	N;NOM;DEF;NEUT;PL
펀드	fond	펀드	fond	N	N;NOM;INDF;MASC+FEM;SG
펀드	medel	펀드	medel	N	N;NOM;INDF;NEUT;SG
펀드	fonder	펀드	fond	N	N;NOM;INDF;NEUT;PL
명품	lyx	명품	lyx	N	N;NOM;INDF;MASC+FEM;SG
설문	opinionsundersökningar	설문	opinionsundersökning	N	N;NOM;INDF;MASC+FEM;PL
설문	undersökningar	설문	undersökning	N	N;NOM;INDF;MASC+FEM;PL
설문	omröstningar	설문	omröstning	N	N;NOM;INDF;MASC+FEM;PL
설문	enkäter	설문	enkät	N	N;NOM;INDF;MASC+FEM;PL
설문	omröstning	설문	omröstning	N	N;NOM;INDF;MASC+FEM;SG
설문	enkät	설문	enkät	N	N;NOM;INDF;MASC+FEM;SG
규소	silikon	규소	silikon	N	N;NOM;INDF;NEUT;SG
규소	silicon	규소	silicon	N	N;NOM;INDF;MASC+FEM;SG
규소	kisel	규소	kisel	N	N;NOM;INDF;NEUT;SG
재미	skoj	재미	skoj	N	N;NOM;INDF;NEUT;SG
산화물	oxid	산화물	oxid	N	N;NOM;INDF;MASC+FEM;SG
악화	försämring	악화	försämring	N	N;NOM;INDF;MASC+FEM;SG
경매	auktion	경매	auktion	N	N;NOM;INDF;MASC+FEM;SG
경매	auktioner	경매	auktion	N	N;NOM;INDF;MASC+FEM;PL
머무르고	stanna	머무르+고	stanna	V	V;IMP;FIN;ACT
도표	diagram	도표	diagram	N	N;NOM;INDF;NEUT;SG
생산성	produktivitet	생산성	produktivitet	N	N;NOM;INDF;MASC+FEM;SG
생산성	produktiviteten	생산성	produktivitet	N	N;NOM;DEF;MASC+FEM;SG
출퇴근	pendling	출퇴근	pendling	N	N;NOM;INDF;MASC+FEM;SG
대백과사전	uppslagsbok	대백과류전	uppslagsbok	N	N;NOM;INDF;MASC+FEM;SG
특사	sändebud	특사	sändebud	N	N;NOM;INDF;NEUT;SG
당뇨병	diabetiker	당뇨병	diabetik	N	N;NOM;INDF;MASC+FEM;PL
당뇨병	diabetes	당뇨병	diabetes	N	N;NOM;INDF;MASC+FEM;SG
유방	bröst	유방	bröst	N	N;NOM;INDF;NEUT;SG
여관	inn	여관	inn	N	N;NOM;INDF;NEUT;SG
여관	värdshus	여관	värdshus	N	N;NOM;INDF;NEUT;SG
기병대	kavalleri	기병대	kavalleri	N	N;NOM;INDF;NEUT;SG
기병대	kavalleriet	기병대	kavallerium	N	N;NOM;DEF;NEUT;SG
