dan	та	dan	та	CONJ	CONJ
kenaikan	сходження	kenaikan	сходження	N;SG	N;INAN;NOM;NEUT;SG
kenaikan	вознесіння	kenaikan	вознесіння	N;SG	N;INAN;NOM;NEUT;SG
mempersiapkan	підготувати	menpersiapkan	підготувати	V;SG;ACT	V;PFV;NFIN
penjajahan	окупація	penjajahan	окупація	N;SG	N;INAN;NOM;FEM;SG
renang	плавання	renang	плавання	N;SG	N;INAN;NOM;NEUT;SG
kelebihan	надлишок	kelebihan	надлишок	N;SG	N;INAN;NOM;MASC;SG
dibeli	купила	dibeli	купити	V;SG;PASS	V;PFV;FEM;IND;SG;PST;FIN
dibeli	купив	dibeli	купити	V;SG;PASS	V;PFV;MASC;IND;SG;PST;FIN
dialog	діалог	dialog	діалог	N;SG	N;INAN;NOM;MASC;SG
dialog	діалог	dialog	діалог	N;SG	N;INAN;NOM;MASC;SG
surah	сура	surah	сура	N	N;INAN;NOM;FEM;SG
properti	властивість	properti	властивість	N;SG	N;INAN;NOM;FEM;SG
properti	майна	properti	майна	N;SG	N;INAN;GEN;MASC;SG
properti	власність	properti	власність	N;SG	N;INAN;NOM;FEM;SG
properti	майно	properti	майно	N;SG	N;INAN;NOM;NEUT;SG
pertambangan	гірнича	pertambangan	гірничий	N;SG	N;INAN;NOM;FEM;SG
ditinggalkan	застаріла	ditinggalkan	застаріти	V;SG;PASS	V;PFV;FEM;IND;SG;PST;FIN
favorit	обране	favorit	обраний	N;SG	N;INAN;NOM;NEUT;SG
turunan	похідна	turunan	похідний	N;SG	N;INAN;NOM;FEM;SG
terbakar	спалити	terbakar	спалити	V;SG;PASS	V;PFV;NFIN
terbakar	записати	terbakar	записати	V;SG;PASS	V;PFV;NFIN
terbakar	палає	terbakar	палата	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN
tombol	кнопку	tombol	кнопка	N;SG	N;INAN;ACC;FEM;SG
tombol	кнопка	tombol	кнопка	N;SG	N;INAN;NOM;FEM;SG
ramai	переповнений	ramai	переповнений	ADJ;SG	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
pidato	мовлення	pidato	мовлення	N;SG	N;INAN;NOM;NEUT;SG
pidato	промову	pidato	промова	N;SG	N;INAN;ACC;FEM;SG
salinan	копіювання	salinan	копіювання	N;SG	N;INAN;NOM;NEUT;SG
salinan	копія	salinan	копія	N;SG	N;INAN;NOM;FEM;SG
pengukuran	вимірювання	penukuran	вимірювання	N;SG	N;INAN;NOM;NEUT;SG
pengukuran	вимірювання	penukuran	вимірювання	N;SG	N;INAN;NOM;NEUT;SG
penjelajah	дослідник	penjelajah	дослідник	N;SG	N;ANIM;NOM;MASC;SG
pemrograman	програміст	penprograman	програміст	N;SG	N;ANIM;NOM;MASC;SG
pemrograman	програмування	penprograman	програмування	N;SG	N;INAN;NOM;NEUT;SG
kadipaten	герцогство	kadipaten	герцогство	N	N;INAN;NOM;NEUT;SG
fraksi	частка	fraksi	частка	N;SG	N;INAN;NOM;FEM;SG
fraksi	дріб	fraksi	дріб	N;SG	N;INAN;NOM;MASC;SG
fraksi	точність	fraksi	точність	N;SG	N;INAN;NOM;FEM;SG
fraksi	фракція	fraksi	фракція	N;SG	N;INAN;NOM;FEM;SG
dihentikan	завершилась	dihentikan	завершитися	V;SG;PASS	V;PFV;FEM;IND;SG;PST;FIN
dihentikan	зупинено	dihentikan	зупинути	V;SG;PASS	V;PFV;IND;0;FIN
dihentikan	зупинився	dihentikan	зупинитися	V;SG;PASS	V;PFV;MASC;IND;SG;PST;FIN
menolong	допомагати	mentolong	допомагати	V;SG;ACT	V;IPFV;NFIN
minta	запитати	minta	запитати	V;SG;ACT	V;PFV;NFIN
minta	питати	minta	питати	V;SG;ACT	V;IPFV;NFIN
minta	запитувати	minta	запитувати	V;SG;ACT	V;IPFV;NFIN
minta	попросити	minta	попросити	V;SG;ACT	V;PFV;NFIN
minta	спитати	minta	спитати	V;SG;ACT	V;PFV;NFIN
mengawali	розпочати	menkawali	розпочати	V;SG;ACT	V;PFV;NFIN
mengawali	ініціювати	menkawali	ініціювати	V;SG;ACT	V;PFV;NFIN
dini	рання	dini	ранній	ADJ;SG	ADJ;NOM;FEM;SG
dini	раннє	dini	ранній	ADJ;SG	ADJ;NOM;NEUT;SG
dini	ранній	dini	ранній	ADJ;SG	ADJ;NOM;MASC;SG
deputi	депутат	deputi	депутат	N;SG	N;ANIM;NOM;MASC;SG
deputi	заступник	deputi	заступник	N;SG	N;ANIM;NOM;MASC;SG
menegaskan	підтверджує	mentegaskan	підтверджувати	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
ciptaan	створення	ciptaan	створення	N;SG	N;INAN;NOM;NEUT;SG
ciptaan	витвір	ciptaan	витвір	N;SG	N;INAN;NOM;MASC;SG
dendam	зуба	dendam	зуба	N;SG	N;INAN;NOM;MASC;SG
dendam	помста	dendam	помстий	N;SG	N;INAN;NOM;FEM;SG
dendam	помста	dendam	помстий	N;SG	N;INAN;NOM;FEM;SG
tanggapan	реакція	tanggapan	реакція	N;SG	N;INAN;NOM;FEM;SG
tanggapan	відповідь	tanggapan	відповідь	N;SG	N;INAN;NOM;FEM;SG
cair	рідина	cair	рідина	N;SG	N;INAN;NOM;FEM;SG
pengiriman	підкорення	penkiriman	підкорення	N;SG	N;INAN;NOM;NEUT;SG
pengiriman	доставку	penkiriman	доставка	N;SG	N;INAN;ACC;FEM;SG
pengiriman	доставка	penkiriman	доставка	N;SG	N;INAN;NOM;FEM;SG
pengiriman	вантаж	penkiriman	вантаж	N;SG	N;INAN;NOM;MASC;SG
saran	порада	saran	порада	N;SG	N;INAN;NOM;FEM;SG
saran	пораду	saran	пораду	N;SG	N;INAN;ACC;FEM;SG
saran	пропозиція	saran	пропозиція	N;SG	N;INAN;NOM;FEM;SG
laju	частота	laju	частота	N;SG	N;INAN;NOM;FEM;SG
laju	швидкість	laju	швидкість	N;SG	N;INAN;NOM;FEM;SG
laju	ставка	laju	ставка	N;SG	N;INAN;NOM;FEM;SG
tongkat	паличка	tongkat	паличка	N;SG	N;INAN;NOM;FEM;SG
tongkat	палицю	tongkat	палиця	N;SG	N;INAN;ACC;FEM;SG
larutan	розчин	larutan	розчин	N;SG	N;INAN;NOM;MASC;SG
larutan	вирішення	larutan	вирішення	N;SG	N;INAN;NOM;NEUT;SG
larutan	рішення	larutan	рішення	N;SG	N;INAN;NOM;NEUT;SG
larutan	вирішення	larutan	вирішення	N;SG	N;INAN;NOM;NEUT;SG
pembakaran	горіння	penbakaran	горіння	N;SG	N;INAN;NOM;NEUT;SG
pembakaran	підпал	penbakaran	підпал	N;SG	N;INAN;NOM;MASC;SG
pembakaran	пожежу	penbakaran	пожежа	N;SG	N;INAN;ACC;FEM;SG
spesial	особливий	spesial	особливий	ADJ;SG	ADJ;NOM;MASC;SG
spesial	спеціальний	spesial	спеціальний	ADJ;SG	ADJ;NOM;MASC;SG
spesial	особливе	spesial	особливий	ADJ;SG	ADJ;NOM;NEUT;SG
spesial	особлива	spesial	особливий	ADJ;SG	ADJ;NOM;FEM;SG
jendela	вікно	jendela	вікно	N;SG	N;INAN;NOM;NEUT;SG
perisai	щит	perisai	щит	N;SG	N;INAN;NOM;MASC;SG
penggabungan	злиття	pengabungan	злиття	N;SG	N;INAN;NOM;NEUT;SG
penggabungan	злиття	pengabungan	злиття	N;SG	N;INAN;NOM;NEUT;SG
tabung	труба	tabung	труб	N;SG	N;INAN;NOM;FEM;SG
ulasan	рецензування	ulasan	рецензування	N;SG	N;INAN;NOM;NEUT;SG
ulasan	відгук	ulasan	відгук	N;SG	N;INAN;NOM;MASC;SG
ulasan	огляд	ulasan	огляд	N;SG	N;INAN;NOM;MASC;SG
koordinat	координат	koordinat	координат	N;SG	N;INAN;NOM;FEM;SG
sisik	машинок	sisik	машинка	N	N;INAN;GEN;FEM;PL
subjek	звернення	subjek	звернення	N;SG	N;INAN;NOM;NEUT;SG
subjek	темою	subjek	тема	N;SG	N;INAN;INS;FEM;SG
subjek	тема	subjek	тема	N;SG	N;INAN;NOM;FEM;SG
subjek	предмет	subjek	предмет	N;SG	N;INAN;NOM;MASC;SG
diesel	дизель	diesel	дизель	N	N;INAN;NOM;MASC;SG
menandakan	відзначено	mentandakan	відзначити	V;SG;ACT	V;PFV;IND;0;FIN
elang	орла	elang	орлий	N	N;INAN;NOM;MASC;SG
elang	орел	elang	орел.	N	N;ANIM;NOM;MASC;SG
elang	яструб	elang	яструба	N	N;ANIM;NOM;MASC;SG
elang	орли	elang	орта	N	N;ANIM;NOM;MASC;PL
elang	сокіл	elang	сокіл	N	N;INAN;NOM;MASC;SG
diselesaikan	вирішено	diselesaikan	вирішити	V;SG;PASS	V;PFV;IND;0;FIN
diselesaikan	завершено	diselesaikan	завершити	V;SG;PASS	V;PFV;IND;0;FIN
diselesaikan	виконано	diselesaikan	виконати	V;SG;PASS	V;PFV;IND;0;FIN
diselesaikan	вирішено	diselesaikan	вирішити	V;SG;PASS	V;PFV;IND;0;FIN
terancam	погрожував	terancam	погрожувати	V;SG;PASS	V;IPFV;MASC;IND;SG;PST;FIN
papirus	папіруси	papirus	папірус	N	N;INAN;NOM;MASC;PL
papirus	папірус	papirus	папірус	N	N;INAN;NOM;MASC;SG
asrama	гуртожиток	asrama	гуртожиток	N;SG	N;INAN;NOM;MASC;SG
asrama	гуртожиток	asrama	гуртожиток	N;SG	N;INAN;NOM;MASC;SG
asrama	гуртожиток	asrama	гуртожиток	N;SG	N;INAN;NOM;MASC;SG
asrama	гуртожитку	asrama	гуртожиток	N;SG	N;INAN;GEN;MASC;SG
hangat	тепло	hangat	тепло	N;SG	N;INAN;NOM;NEUT;SG
hangat	тепла	hangat	тепло	N;SG	N;INAN;NOM;NEUT;SG
tepung	мука	tepung	мука	N;SG	N;INAN;NOM;FEM;SG
tepung	борошно	tepung	борошно	N;SG	N;INAN;NOM;NEUT;SG
ekspor	експорт	ekspor	експорт	N;SG	N;INAN;NOM;MASC;SG
ekspor	експорт	ekspor	експорт	N;SG	N;INAN;NOM;MASC;SG
perlahan	повільно	perlahan	повільно	ADV	ADV
perlahan	повільно	perlahan	повільно	ADV	ADV
host	вузол	host	вузол	N	N;INAN;NOM;MASC;SG
host	вузли	host	вузти	N	N;INAN;NOM;MASC;PL
host	сервери	host	сервер	N	N;INAN;NOM;MASC;PL
pastor	пастор	pastor	пастор	N	N;ANIM;NOM;MASC;SG
kemanusiaan	людство	kemanusiaan	людство	N;SG	N;INAN;NOM;NEUT;SG
kristal	кристал	kristal	кристал	N;SG	N;INAN;NOM;MASC;SG
jeruk	апельсин	jeruk	апельсина	N;SG	N;INAN;NOM;MASC;SG
jeruk	мандарин	jeruk	мандарин	N;SG	N;INAN;NOM;MASC;SG
kreatif	творчий	kreatif	творчий	ADJ;SG	ADJ;NOM;MASC;SG
ejaan	правопису	ejaan	правопис	N	N;INAN;GEN;MASC;SG
ejaan	правопис	ejaan	правопис	N	N;INAN;NOM;MASC;SG
gudang	склад	gudang	склад	N;SG	N;INAN;NOM;MASC;SG
palang	хрест	palang	хрест	N;SG;ACT	N;INAN;NOM;MASC;SG
palang	хрестик	palang	хрестик	N;SG;ACT	N;INAN;NOM;MASC;SG
transaksi	операцію	transaksi	операція	N	N;INAN;ACC;FEM;SG
transaksi	операція	transaksi	операція	N	N;INAN;NOM;FEM;SG
transaksi	операції	transaksi	операція	N	N;INAN;NOM;FEM;PL
transaksi	операцій	transaksi	операція	N	N;INAN;GEN;FEM;PL
transaksi	операції	transaksi	операція	N	N;INAN;NOM;FEM;PL
komposer	композитор	komposer	композитор	N;SG	N;ANIM;NOM;MASC;SG
komposer	редактор	komposer	редактор	N;SG	N;ANIM;NOM;MASC;SG
kanal	канал	kanal	канал	N	N;INAN;NOM;MASC;SG
kanal	канали	kanal	канати	N	N;INAN;NOM;MASC;PL
kanal	канали	kanal	канати	N	N;INAN;NOM;MASC;PL
kanal	канал	kanal	канал	N	N;INAN;NOM;MASC;SG
kanal	каналом	kanal	канал	N	N;INAN;INS;MASC;SG
kanal	каналу	kanal	канал	N	N;INAN;GEN;MASC;SG
prasarana	інфраструктура	prasarana	інфраструктура	N;SG	N;INAN;NOM;FEM;SG
ucapan	мовлення	ucapan	мовлення	N;SG	N;INAN;NOM;NEUT;SG
ucapan	промову	ucapan	промова	N;SG	N;INAN;ACC;FEM;SG
samurai	самурай	samurai	самурай	N	N;ANIM;NOM;MASC;SG
menyaksikan	вдавалось	mensaksikan	вдаватися	V;SG;ACT	V;IPFV;NEUT;IND;SG;PST;FIN
kerusuhan	бунт	kerusuhan	бунт	N;SG	N;INAN;NOM;MASC;SG
kerusuhan	повстання	kerusuhan	повстання	N;SG	N;INAN;NOM;NEUT;SG
napoleon	менует	napoleon	менует	N	N;INAN;NOM;MASC;SG
tsunami	цунамі	tsunami	цунам	N	N;INAN;NOM;FEM;PL
kru	екіпаж	kru	екіпаж	N;SG	N;INAN;NOM;MASC;SG
ditarik	намальовано	ditarik	намальовано	V;SG;PASS	V;PFV;IND;0;FIN
jalanan	вулиця	jalanan	вулиця	N;SG	N;INAN;NOM;FEM;SG
menaklukkan	підкорити	mentaklukkan	підкорити	V;SG;ACT	V;PFV;NFIN
sulung	первістка	sulung	первісток	N;SG	N;ANIM;NOM;MASC;SG
angkat	ліфт	angkat	ліфт	N;SG;ACT	N;INAN;NOM;MASC;SG
kenal	знаю	kenal	знати	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN
kenal	знати	kenal	знати	V;SG;ACT	V;IPFV;NFIN
mutiara	перлина	mutiara	перлина	N;SG	N;INAN;NOM;FEM;SG
prosedur	процедуру	prosedur	процедура	N;SG	N;INAN;ACC;FEM;SG
prosedur	процедура	prosedur	процедура	N;SG	N;INAN;NOM;FEM;SG
nasib	доля	nasib	доля	N;SG	N;INAN;NOM;FEM;SG
nasib	долю	nasib	доля	N;SG	N;INAN;ACC;FEM;SG
juventus	ювентус	juventus	ювентус	N	N;INAN;NOM;MASC;SG
maksimal	максимальний	maksimal	максимальний	ADJ;SG	ADJ;NOM;MASC;SG
maksimal	максимальне	maksimal	максимальний	ADJ;SG	ADJ;NOM;NEUT;SG
maksimal	максимальна	maksimal	максимальний	ADJ;SG	ADJ;NOM;FEM;SG
tenang	спокійний	tenang	спокійний	ADJ;SG	ADJ;NOM;MASC;SG
irama	ритм	irama	ритм	N;SG	N;INAN;NOM;MASC;SG
larangan	заборону	larangan	заборона	N;SG	N;INAN;ACC;FEM;SG
vatikan	ватикан	vatikan	ватикан	N;SG	N;INAN;NOM;MASC;SG
vatikan	ватикані	vatikan	ватиканий	N;SG	N;INAN;DAT;MASC;SG
busana	мода	busana	мода	N;SG	N;INAN;NOM;FEM;SG
pendaratan	посадка	pendaratan	посадка	N;SG	N;INAN;NOM;FEM;SG
pendaratan	посадку	pendaratan	посадок	N;SG	N;INAN;ACC;FEM;SG
mengelilingi	оточити	menkelilingi	оточити	V;SG;ACT	V;PFV;NFIN
komplek	комплекс	komplek	комплекс	N;SG	N;INAN;NOM;MASC;SG
topeng	маску	topeng	маска	N;SG	N;INAN;ACC;FEM;SG
topeng	маска	topeng	маска	N;SG	N;INAN;NOM;FEM;SG
kekristenan	християнство	kekristenan	християнство	N;SG	N;INAN;NOM;NEUT;SG
pacar	подружка	pacar	подружка	N;SG	N;ANIM;NOM;FEM;SG
pacar	подруга	pacar	подруга	N;SG	N;ANIM;NOM;FEM;SG
pacar	дівчина	pacar	дівчина	N;SG	N;ANIM;NOM;FEM;SG
pacar	хлопець	pacar	хлопець	N;SG	N;ANIM;NOM;MASC;SG
konsumsi	споживання	konsumsi	споживання	N;SG	N;INAN;NOM;NEUT;SG
silsilah	родовід	silsilah	родовід	N	N;INAN;NOM;MASC;SG
diperbolehkan	дозволено	diperbolehkan	дозволити	V;SG;PASS	V;PFV;IND;0;FIN
netral	нейтральний	netral	нейтральний	ADJ;SG	ADJ;NOM;MASC;SG
netral	нейтральна	netral	нейтральний	ADJ;SG	ADJ;NOM;FEM;SG
kediaman	резиденція	kediaman	резиденція	N;SG	N;INAN;NOM;FEM;SG
perempat	тривога	perempat	тривогий	N	N;INAN;NOM;FEM;SG
perempat	квартирах	perempat	квартира	N	N;INAN;ESS;MASC;PL
optik	оптика	optik	оптик	N;SG	N;INAN;NOM;FEM;SG
keindahan	краса	keindahan	краса	N;SG	N;INAN;NOM;FEM;SG
seksi	сексі	seksi	сексі	N;SG	N;INAN;DAT;MASC;SG
seksi	розділ	seksi	розділ	N;SG	N;INAN;NOM;MASC;SG
seksi	секція	seksi	секція	N;SG	N;INAN;NOM;FEM;SG
dipublikasikan	оприлюднено	dipublikasikan	оприлюднити	V;SG;PASS	V;PFV;IND;0;FIN
dipublikasikan	опубліковано	dipublikasikan	опубліковано	V;SG;PASS	V;PFV;IND;0;FIN
editing	редагування	editing	редагування	N	N;INAN;NOM;NEUT;SG
editing	монтаж	editing	монтаж	N	N;INAN;NOM;MASC;SG
etika	етикет	etika	етикет	N;SG	N;INAN;NOM;MASC;SG
etika	етика	etika	етик	N;SG	N;INAN;NOM;FEM;SG
ketat	суворий	ketat	суворий	ADJ;SG	ADJ;NOM;MASC;SG
jendral	генералів	jendral	генерал	N	N;ANIM;ACC;MASC;PL
jendral	генерал	jendral	генерал	N	N;ANIM;NOM;MASC;SG
menembak	стріляти	mentembak	стріляти	V;SG;ACT	V;IPFV;NFIN
menembak	стріляй	mentembak	стріляй	V;SG;ACT	V;IPFV;IMP;SG;2;FIN
truk	вантажівка	truk	вантажівка	N;SG	N;INAN;NOM;FEM;SG
berapi	вулкан	berrapi	вулканий	N;SG;ACT	N;INAN;NOM;MASC;SG
alkohol	алкоголю	alkohol	алкоголь	N;SG	N;INAN;GEN;MASC;SG
alkohol	алкоголь	alkohol	алкоголь	N;SG	N;INAN;NOM;MASC;SG
alkohol	спирт	alkohol	спирт	N;SG	N;INAN;NOM;MASC;SG
sempit	вузький	sempit	вузький	ADJ;SG	ADJ;NOM;MASC;SG
misionaris	місіонерів	misionaris	місіонер	N	N;ANIM;ACC;MASC;PL
berfokus	фокусується	berfokus	фокусуватися	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
kerugian	збиток	kerugian	збиток	N;SG	N;INAN;NOM;MASC;SG
kerugian	втрата	kerugian	втрата	N;SG	N;INAN;NOM;FEM;SG
kerugian	втрату	kerugian	втрата	N;SG	N;INAN;ACC;FEM;SG
kerugian	програш	kerugian	програш	N;SG	N;INAN;NOM;MASC;SG
kerugian	недоліком	kerugian	недолік	N;SG	N;INAN;INS;MASC;SG
panen	урожай	panen	урожай	N;SG	N;INAN;NOM;MASC;SG
panen	врожай	panen	врожай	N;SG	N;INAN;NOM;MASC;SG
publikasi	видавництво	publikasi	видавництво	N	N;INAN;NOM;NEUT;SG
publikasi	оприлюднення	publikasi	оприлюднення	N	N;INAN;NOM;NEUT;SG
publikasi	публікацією	publikasi	публікація	N	N;INAN;INS;FEM;SG
publikasi	публікація	publikasi	публікація	N	N;INAN;NOM;FEM;SG
publikasi	публікування	publikasi	публікування	N	N;INAN;NOM;NEUT;SG
publikasi	публікацію	publikasi	публікація	N	N;INAN;ACC;FEM;SG
publikasi	публікація	publikasi	публікація	N	N;INAN;NOM;FEM;SG
publikasi	публікаціях	publikasi	публікація	N	N;INAN;ESS;FEM;PL
seminar	семінарів	seminar	семінар	N	N;INAN;GEN;MASC;PL
seminar	семінар	seminar	семінар	N	N;INAN;NOM;MASC;SG
tembakan	постріл	tembakan	постріл	N;SG	N;INAN;NOM;MASC;SG
rombongan	оточення	rombongan	оточення	N;SG	N;INAN;NOM;NEUT;SG
plastik	пластмас	plastik	пластмас	N	N;INAN;NOM;FEM;SG
plastik	пластик	plastik	пластика	N	N;INAN;NOM;MASC;SG
plastik	пластику	plastik	пластика	N	N;INAN;ACC;FEM;SG
dilindungi	захищено	dilindungi	захищено	V;SG;PASS	V;PFV;IND;0;FIN
mitos	міфи	mitos	міф	N	N;INAN;NOM;MASC;PL
mitos	міфів	mitos	міфіти	N	N;INAN;GEN;MASC;PL
mitos	міф	mitos	міф.	N	N;INAN;NOM;MASC;SG
penyelenggara	вузол	penselenggara	вузол	N;SG	N;INAN;NOM;MASC;SG
penyelenggara	організатор	penselenggara	організатор	N;SG	N;ANIM;NOM;MASC;SG
penyelenggara	організатора	penselenggara	організатор	N;SG	N;ANIM;ACC;MASC;SG
potensial	потенціал	potensial	потенціал	N;SG	N;INAN;NOM;MASC;SG
segmen	сегмент	segmen	сегмент	N;SG	N;INAN;NOM;MASC;SG
segmen	відрізок	segmen	відрізок	N;SG	N;INAN;NOM;MASC;SG
lembut	ніжний	lembut	ніжний	ADJ;SG	ADJ;NOM;MASC;SG
menghilang	зникає	menhilang	зникати	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
menghilang	зникне	menhilang	зникнути	V;SG;ACT	V;PFV;IND;SG;3;FUT;FIN
menghilang	сховався	menhilang	сховатися	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN
menghilang	пропаде	menhilang	пропадити	V;SG;ACT	V;PFV;IND;SG;3;FUT;FIN
menghilang	зникнути	menhilang	зникнути	V;SG;ACT	V;PFV;NFIN
menghilang	зник	menhilang	зник	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN
mengancam	лякає	menancam	лякати	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
mengancam	погрожує	menancam	погрожувати	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
mengancam	погрожував	menancam	погрожувати	V;SG;ACT	V;IPFV;MASC;IND;SG;PST;FIN
mengancam	загрожує	menancam	загрожувати	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
residence	резиденція	residence	резиденція	N	N;INAN;NOM;FEM;SG
pewaris	заразом	penwaris	заразом	N;SG	N;INAN;INS;MASC;SG
pewaris	спадкоємець	penwaris	спадкоємець	N;SG	N;ANIM;NOM;MASC;SG
pewaris	нащадок	penwaris	нащадок	N;SG	N;ANIM;NOM;MASC;SG
pewaris	спадок	penwaris	спадок	N;SG	N;INAN;NOM;MASC;SG
pewaris	спадкоємиця	penwaris	спадкоємиця	N;SG	N;ANIM;NOM;FEM;SG
base	основа	base	основа	N	N;INAN;NOM;FEM;SG
base	база	base	база	N	N;INAN;NOM;FEM;SG
base	основою	base	основа	N	N;INAN;INS;FEM;SG
pembayaran	сплата	penbayaran	сплата	N;SG	N;INAN;NOM;FEM;SG
pembayaran	виплата	penbayaran	виплатий	N;SG	N;INAN;NOM;FEM;SG
pembayaran	сплата	penbayaran	сплата	N;SG	N;INAN;NOM;FEM;SG
pembayaran	оплата	penbayaran	оплата	N;SG	N;INAN;NOM;FEM;SG
pembayaran	платіж	penbayaran	платіж	N;SG	N;INAN;NOM;MASC;SG
bersedia	дасть	bersedia	дати	V;SG;ACT	V;PFV;IND;SG;3;FUT;FIN
didefinisikan	визначено	didefinisikan	визначити	V;SG;PASS	V;PFV;IND;0;FIN
didefinisikan	визначається	didefinisikan	визначатися	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN
memecahkan	вирішено	menpecahkan	вирішити	V;SG;ACT	V;PFV;IND;0;FIN
memecahkan	вирішити	menpecahkan	вирішити	V;SG;ACT	V;PFV;NFIN
syariah	шаріат	syariah	шаріат	N	N;INAN;NOM;MASC;SG
ditahan	проведено	ditahan	провести	V;SG;PASS	V;PFV;IND;0;FIN
ditahan	затримала	ditahan	затримати	V;SG;PASS	V;PFV;FEM;IND;SG;PST;FIN
ditahan	заарештовано	ditahan	заарештовано	V;SG;PASS	V;PFV;IND;0;FIN
segar	свіже	segar	свіжий	ADJ;SG	ADJ;NOM;NEUT;SG
segar	свіжа	segar	свіжий	ADJ;SG	ADJ;NOM;FEM;SG
segar	свіжий	segar	свіжий	ADJ;SG	ADJ;NOM;MASC;SG
segar	оновлене	segar	оновлений	ADJ;SG	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
dikunjungi	відвідала	dikunjungi	відвідати	V;SG;PASS	V;PFV;FEM;IND;SG;PST;FIN
dikunjungi	відвідав	dikunjungi	відвідати	V;SG;PASS	V;PFV;MASC;IND;SG;PST;FIN
dikunjungi	відвідував	dikunjungi	відвідувати	V;SG;PASS	V;IPFV;MASC;IND;SG;PST;FIN
langka	рідкість	langka	рідкість	N;SG	N;INAN;NOM;FEM;SG
fotografi	фотографія	fotografi	фотографія	N;SG	N;INAN;NOM;FEM;SG
respon	відповідь	respon	відповідь	N;SG	N;INAN;NOM;FEM;SG
display	відображення	display	відображення	N	N;INAN;NOM;NEUT;SG
display	дисплей	display	диспля	N	N;INAN;NOM;MASC;SG
display	показ	display	показ	N	N;INAN;NOM;MASC;SG
vitamin	вітамін	vitamin	вітамін	N	N;INAN;NOM;MASC;SG
vitamin	вітаміни	vitamin	вітаміна	N	N;INAN;NOM;MASC;PL
ditandatangani	підписано	ditandatangani	підписати	V;SG;PASS	V;PFV;IND;0;FIN
ditandatangani	підписав	ditandatangani	підписати	V;SG;PASS	V;PFV;MASC;IND;SG;PST;FIN
string	рядків	string	рядок	N	N;INAN;GEN;MASC;PL
string	рядки	string	рядок	N	N;INAN;NOM;MASC;PL
string	рядок	string	рядок	N	N;INAN;NOM;MASC;SG
pembantaian	різанина	penbantaian	різанина	N;SG	N;INAN;NOM;FEM;SG
akurat	точна	akurat	точний	ADJ;SG	ADJ;NOM;FEM;SG
waduk	гребля	waduk	гребль	N;SG	N;INAN;NOM;FEM;SG
waduk	водосховище	waduk	водосховище	N;SG	N;INAN;NOM;NEUT;SG
campur	мікс	campur	мікс	N;SG;ACT	N;INAN;NOM;MASC;SG
campur	суміш	campur	суміш	N;SG;ACT	N;INAN;NOM;FEM;SG
campur	змішування	campur	змішування	N;SG;ACT	N;INAN;NOM;NEUT;SG
silinder	циліндр	silinder	циліндр	N;SG	N;INAN;NOM;FEM;SG
ninja	ніндзя	ninja	ніндзя	N	N;INAN;NOM;MASC;SG
sarang	гніздо	sarang	гніздо	N;SG	N;INAN;NOM;NEUT;SG
teratas	верхній	teratas	верхній	ADJ;RL;SG	ADJ;NOM;MASC;SG
personal	особисте	personal	особистий	ADJ;SG	ADJ;NOM;NEUT;SG
personal	особистий	personal	особистий	ADJ;SG	ADJ;NOM;MASC;SG
personal	персональний	personal	персональний	ADJ;SG	ADJ;NOM;MASC;SG
terowongan	тунель	terowongan	тунель	N;SG	N;INAN;NOM;MASC;SG
waktunya	тайм	waktu	тайм	N;SG	N;INAN;NOM;MASC;SG
waktunya	час	waktu	час	N;SG	N;INAN;NOM;MASC;SG
leher	шия	leher	шия	N;SG	N;INAN;NOM;FEM;SG
leher	шию	leher	шия	N;SG	N;INAN;ACC;FEM;SG
kedaulatan	суверенітет	kedaulatan	суверенітет	N;SG	N;INAN;NOM;MASC;SG
kedaulatan	суверенітету	kedaulatan	суверенітет	N;SG	N;INAN;GEN;MASC;SG
konservatif	консервативна	konservatif	консервативний	ADJ;SG	ADJ;NOM;FEM;SG
terasa	почувається	terrasa	почуватися	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN
terasa	відчувається	terrasa	відчуватися	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN
kenapa	чому	kenapa	чому	ADV	ADV
ekspresi	вираз	ekspresi	вираз	N;SG	N;INAN;NOM;MASC;SG
sejahtera	багатою	sejahtera	багатий	ADJ;SG	ADJ;INS;FEM;SG
rumit	складне	rumit	складний	ADJ;SG	ADJ;NOM;NEUT;SG
rumit	складною	rumit	складний	ADJ;SG	ADJ;INS;FEM;SG
penerapan	реалізація	penterapan	реалізація	N;SG	N;INAN;NOM;FEM;SG
penerapan	впровадження	penterapan	впровадження	N;SG	N;INAN;NOM;NEUT;SG
