der	tam	der	tam	ADV	ADV
morgan	morgan	morgan	morgan	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
oprøret	upor	oprør	upor	N;DEF;NEUT;SG	N;NOM;MASC;SG
islamiske	islamske	islamisk	islamski	ADJ;PL	ADJ;NOM;FEM;PL
islamiske	islamskih	islamisk	islamski	ADJ;PL	ADJ;GEN;MASC;PL
faktor	dejavnik	faktor	dejavnik	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
faktor	faktor	faktor	faktor	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
acceptere	sprejeti	acceptere	sprejeti	V;NFIN;ACT	V;PFV;NFIN
acceptere	sprejmi	acceptere	sprejeti	V;NFIN;ACT	V;PFV;IMP;SG;2;FIN
forandringer	spremembe	forandring	sprememba	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
terræn	teren	terræn	teren	N;INDF;NEUT;SG	N;NOM;MASC;SG
monument	spomenik	monument	spomenik	N;INDF;NEUT;SG	N;NOM;MASC;SG
antwerpen	antwerpnu	antwerp	antwerpen	N;INDF;MASC+FEM;SG	N;DAT;MASC;SG
medalje	medaljo	medalje	medalja	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
medalje	medalja	medalje	medalja	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
bredden	širino	bredde	širina	N;DEF;MASC+FEM;SG	N;ACC;FEM;SG
bredden	širina	bredde	širina	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
handlede	ravnala	handle	ravnati	V;IND;PST;FIN;ACT	V;IPFV;FEM;SG;V.PTCP
shanghai	šanghaju	shanghai	šanghaj	N;INDF;NEUT;SG	N;DAT;MASC;SG
shanghai	šanghaj	shanghai	šanghaj	N;INDF;NEUT;SG	N;NOM;MASC;SG
traditionen	tradicijo	tradition	tradicija	N;DEF;MASC+FEM;SG	N;ACC;FEM;SG
traditionen	tradicija	tradition	tradicija	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
opfordring	povabilo	opfordring	povabilo	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
opfordring	vabilo	opfordring	vabilo	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
bombefly	bombnik	bombefly	bombnik	N;INDF;NEUT;SG	N;NOM;MASC;SG
minnesota	minnesoti	minnesota	minnesoti	N;INDF;NEUT;SG	N;NOM;FEM;SG
motion	vadba	motion	vadba	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
motion	vaja	motion	vaja	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
motion	telovadba	motion	telovadba	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
træet	drevo	træ	drevo	N;DEF;NEUT;SG	N;NOM;NEUT;SG
harvard	harvardu	harvard	harvard	N;INDF;NEUT;SG	N;DAT;MASC;SG
harvard	harvard	harvard	harvard	N;INDF;NEUT;SG	N;NOM;MASC;SG
foto	photo	foto	phota	N;INDF;NEUT;SG	N;NOM;MASC;SG
foto	foto	foto	foto	N;INDF;NEUT;SG	N;NOM;MASC;SG
foto	fotografijo	foto	fotografija	N;INDF;NEUT;SG	N;ACC;FEM;SG
foto	fotografija	foto	fotografija	N;INDF;NEUT;SG	N;NOM;FEM;SG
foto	fotografijo	foto	fotografija	N;INDF;NEUT;SG	N;ACC;FEM;SG
foto	fotografija	foto	fotografija	N;INDF;NEUT;SG	N;NOM;FEM;SG
knob	vozel	knob	vozel	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
lokaler	prostori	lokale	prostor	N;INDF;NEUT;PL	N;NOM;MASC;PL
lokaler	sobe	lokale	soba	N;INDF;NEUT;PL	N;NOM;FEM;PL
cykler	kolesa	cykle	koleso	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
cykler	kolesa	cykle	koleso	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
cykler	ciklov	cykle	cikl	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
cykler	cikli	cykle	cikla	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
togene	vlaki	tog	vlak	N;DEF;NEUT;PL	N;NOM;MASC;PL
togene	vlake	tog	vlak	N;DEF;NEUT;PL	N;ACC;MASC;PL
bugten	zaliv	bugt	zaliv	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
vanskeligheder	težavah	vanskelighed	težava	N;INDF;MASC+FEM;PL	N;ESS;FEM;PL
vanskeligheder	težave	vanskelighed	težava	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
vanskeligheder	težave	vanskelighed	težava	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
sal	dvorana	sal	dvorana	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
sal	hodnik	sal	hodnik	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
sal	sal	sal	sal	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
myndighederne	oblasti	myndighed	oblast	N;DEF;MASC+FEM;PL	N;NOM;FEM;PL
videregående	terciarni	videregående	terciaren	ADJ	ADJ;NOM;MASC;SG
autonome	avtonomne	autonome	avtonomen	ADJ;PL	ADJ;NOM;FEM;PL
konkret	konkreten	konkret	konkreten	ADJ;INDF;SG	ADJ;NOM;INDF;MASC;SG
sund	zdrav	sund	zdrav	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
omtaler	omeni	omtale	omeniti	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
omtaler	omenja	omtale	omenjati	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
utallige	neštetih	utallig	neštet	ADJ;PL	ADJ;GEN;MASC;PL
gradvist	postopoma	gradvist	postopoma	ADV	ADV
gradvist	postopno	gradvist	postopno	ADV	ADV
gradvist	postopoma	gradvist	postopoma	ADV	ADV
gradvist	postopno	gradvist	postopno	ADV	ADV
sideløbende	sočasne	sideløbende	sočasen	ADJ	ADJ;NOM;FEM;PL
sideløbende	sočasni	sideløbende	sočasen	ADJ	ADJ;NOM;MASC;SG
sideløbende	sočasna	sideløbende	sočasen	ADJ	ADJ;NOM;FEM;SG
sideløbende	vzporedni	sideløbende	vzporeden	ADJ	ADJ;NOM;MASC;SG
sideløbende	vzporedna	sideløbende	vzporeden	ADJ	ADJ;NOM;FEM;SG
peugeot	peugeot	peugeot	peugeot	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
handelen	trgovina	handel	trgovina	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
hospitalet	bolnišnica	hospital	bolnišnica	N;DEF;NEUT;SG	N;NOM;FEM;SG
hospitalet	bolnica	hospital	bolnica	N;DEF;NEUT;SG	N;NOM;FEM;SG
venskab	prijateljstvo	venskab	prijateljstvo	N;INDF;NEUT;SG	N;NOM;NEUT;SG
aspekter	vidike	aspekt	vidik	N;INDF;NEUT;PL	N;ACC;MASC;PL
aspekter	vidiki	aspekt	vidik	N;INDF;NEUT;PL	N;NOM;MASC;PL
fastlandet	kopno	fastland	kopno	N;DEF;NEUT;SG	N;NOM;NEUT;SG
fastlandet	celina	fastland	celina	N;DEF;NEUT;SG	N;NOM;FEM;SG
fastlandet	celino	fastland	celina	N;DEF;NEUT;SG	N;ACC;FEM;SG
statue	kipec	statue	kipec	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
statue	kip	statue	kip	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
statue	kipa	statue	kipa	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
erobring	osvojitev	erobring	osvojitev	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
erobring	osvajanje	erobring	osvajanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
søgt	preiskala	søge	preiskati	V;INDF;SG;PST;V.PTCP	V;PFV;FEM;SG;V.PTCP
digtet	pesem	digte	pesem	N;DEF;NEUT;SG	N;NOM;FEM;SG
palace	palačo	palace	palača	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
palace	palača	palace	palača	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
frugt	sadje	frugt	sadje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
frugt	sadje	frugt	sadje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
platform	ploščad	platform	ploščad	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
platform	platforma	platform	platform	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
platform	platformo	platform	platforma	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
lyde	zveni	lyde	zveneti	V;NFIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
brandt	brandt	brandt	brandt	N;INDF;NEUT;SG	N;NOM;MASC;SG
schultz	schultz	schultz	schultz	N;INDF;NEUT;SG	N;NOM;MASC;SG
schultz	schulz	schultz	schula	N;INDF;NEUT;SG	N;NOM;MASC;SG
kommerciel	komercialni	kommerciel	komercialen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
kommerciel	komercialna	kommerciel	komercialen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
amerikanere	američani	amerikaner	američan	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
jævnligt	redno	jævnligt	redno	ADV	ADV
voldsom	nasilen	voldsom	nasilen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
voldsom	nasilna	voldsom	nasilen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
hyppigt	pogosto	hyppigt	pogosto	ADV	ADV
revolutionen	revolucijo	revolution	revolucija	N;DEF;MASC+FEM;SG	N;ACC;FEM;SG
revolutionen	revolucija	revolution	revolucija	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
ernest	ernest	ernest	ernest	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
temaer	teme	tema	tema	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
forsker	raziskovalec	forsker	raziskovalec	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
forsker	znanstvenik	forsker	znanstvenik	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
forsker	znanstvenica	forsker	znanstvenica	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
libyen	libijo	liby	libeti	N;DEF;MASC+FEM;SG	N;ACC;FEM;SG
libyen	libija	liby	libija	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
bange	prestrašen	bange	prestrašen	ADJ	ADJ;NOM;INDF;MASC;SG;V.PTCP
bange	prestrašena	bange	prestrašen	ADJ	ADJ;NOM;FEM;SG;V.PTCP
bange	prestrašeni	bange	prestrašen	ADJ	ADJ;NOM;MASC;PL;V.PTCP
bange	prestrašeno	bange	prestrašeno	ADJ	ADJ;NOM;NEUT;SG;V.PTCP
bange	prestrašen	bange	prestrašen	ADJ	ADJ;NOM;INDF;MASC;SG;V.PTCP
bange	prestrašeno	bange	prestrašeno	ADJ	ADJ;NOM;NEUT;SG;V.PTCP
bange	prestrašen	bange	prestrašen	ADJ	ADJ;NOM;INDF;MASC;SG;V.PTCP
bange	prestrašeni	bange	prestrašen	ADJ	ADJ;NOM;MASC;PL;V.PTCP
læsning	branje	læsning	branje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
holdninger	položaji	holdning	položaj	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
holdninger	stališča	holdning	stališče	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
holdninger	pozicije	holdning	pozicija	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
arkitekter	arhitekti	arkitekt	arhitekt	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
fødte	rodil	føde	roditi	V;IND;PST;FIN;ACT	V;MASC;SG;V.PTCP
pigen	punca	pige	punca	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
pigen	deklica	pige	deklica	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
pigen	dekle	pige	dekle	N;DEF;MASC+FEM;SG	N;NOM;NEUT;SG
pigen	punco	pige	punca	N;DEF;MASC+FEM;SG	N;ACC;FEM;SG
portal	portal	portal	portati	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
sidde	sedi	sidde	sedeti	V;NFIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
natura	natura	natura	natura	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
natura	nature	natura	natura	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
svage	šibki	svag	šibek	ADJ;PL	ADJ;NOM;MASC;PL
sundhed	zdravje	sundhed	zdravje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
sundhed	zdravja	sundhed	zdravje	N;INDF;MASC+FEM;SG	N;GEN;NEUT;SG
act	dejanje	act	dejanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
act	akt	act	akt	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
nemmere	lažji	nem	lahek	ADJ;CMPR	ADJ;NOM;DEF;CMPR;MASC;SG
nemmere	enostavneje	nem	enostavno	ADJ;CMPR	ADJ;NOM;CMPR;NEUT;SG
nemmere	lažja	nem	lahek	ADJ;CMPR	ADJ;NOM;CMPR;FEM;SG
kvarter	soseska	kvarter	sosesk	N;INDF;NEUT;SG	N;NOM;FEM;SG
kvarter	soseska	kvarter	sosesk	N;INDF;NEUT;SG	N;NOM;FEM;SG
url	url	url	url	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
afstemningen	glasovanje	afstemning	glasovanje	N;DEF;MASC+FEM;SG	N;NOM;NEUT;SG
landsdækkende	nacionalna	landsdækkende	nacionalen	ADJ	ADJ;NOM;FEM;SG
landsdækkende	nacionalno	landsdækkende	nacionalen	ADJ	ADJ;NOM;NEUT;SG
landsdækkende	nacionalni	landsdækkende	nacionalen	ADJ	ADJ;NOM;MASC;SG
normandiet	normandiji	normandium	normandija	N;DEF;NEUT;SG	N;DAT;FEM;SG
grundtvig	grundtvig	grundtvig	grundtvig	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
logo	logo	logo	log	N;INDF;NEUT;SG	N;NOM;MASC;SG
logo	logotip	logo	logotip	N;INDF;NEUT;SG	N;NOM;MASC;SG
rosenborg	rosenborg	rosenborg	rosenborg	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
kongres	kongres	kongre	kongres	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
kongres	kongresu	kongre	kongres	N;INDF;MASC+FEM;SG	N;DAT;MASC;SG
broer	mostove	bro	mostov	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
broer	mostov	bro	most	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
broer	mostovi	bro	mostov	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
sydpå	južno	sydpå	južen	ADV	ADV
call	klic	call	klic	N;INDF;NEUT;SG	N;NOM;MASC;SG
kvinderne	ženskam	kvinde	ženska	N;DEF;MASC+FEM;PL	N;DAT;FEM;PL
kvinderne	žensk	kvinde	ženska	N;DEF;MASC+FEM;PL	N;GEN;FEM;PL
kvinderne	ženske	kvinde	ženska	N;DEF;MASC+FEM;PL	N;NOM;FEM;PL
argumenter	trditve	argument	trditev	N;INDF;NEUT;PL	N;NOM;FEM;PL
argumenter	utemeljitve	argument	utemeljitev	N;INDF;NEUT;PL	N;NOM;FEM;PL
argumenter	argumenti	argument	argument	N;INDF;NEUT;PL	N;NOM;MASC;PL
tyskere	nemce	tysker	nemec	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
tyskere	nemci	tysker	nemec	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
negativ	negativen	negativ	negativen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
negativ	negativna	negativ	negativen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
negativ	negativni	negativ	negativen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
forsvinder	izginja	forsvinde	izginjati	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
forsvinder	izgine	forsvinde	izginiti	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
forsvinder	izginja	forsvinde	izginjati	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
forsvinder	izgine	forsvinde	izginiti	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
forsvinder	izginila	forsvinde	izginiti	V;IND;PRS;FIN;ACT	V;PFV;FEM;SG;V.PTCP
symptomer	simptomi	symptom	simptom	N;INDF;NEUT;PL	N;NOM;MASC;PL
ansættelse	termin	ansættelse	termin	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
ansættelse	imenovanje	ansættelse	imenovanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
ansættelse	zaposlitev	ansættelse	zaposlitev	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
ansættelse	zaposlovanje	ansættelse	zaposlovanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
ansættelse	zaposlitev	ansættelse	zaposlitev	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
ansættelse	zaposlovanje	ansættelse	zaposlovanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
ansættelse	zaposlenost	ansættelse	zaposlenost	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
drikke	piti	drikke	piti	V;NFIN;ACT	V;IPFV;NFIN
trafikken	promet	trafik	promet	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
presset	pritisk	pres	pritisk	N;DEF;NEUT;SG	N;NOM;MASC;SG
presset	tlak	pres	tlak	N;DEF;NEUT;SG	N;NOM;MASC;SG
nutiden	sedanjost	nutid	sedanjost	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
arabien	arabija	arabi	arabija	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
metoden	metoda	metod	metoda	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
metoden	metodo	metod	metoda	N;DEF;MASC+FEM;SG	N;ACC;FEM;SG
kristi	kristi	kristi	krist	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
sandsynligt	verjeten	sandsynlig	verjeten	ADJ;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
sandsynligt	verjetna	sandsynlig	verjeten	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
sandsynligt	verjeten	sandsynlig	verjeten	ADJ;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
artist	umetnik	artist	umetnik	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
artist	izvajalec	artist	izvajalec	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
artist	umetnica	artist	umetnica	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
vogne	kočije	vogn	kočija	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
vogne	vozički	vogn	voziček	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
vogne	vagone	vogn	vagona	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
vogne	vagoni	vogn	vagona	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
vogne	vagonov	vogn	vagon	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
stade	stade	stade	stada	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
makedonien	makedonijo	makedonie	makedonija	N;DEF;MASC+FEM;SG	N;ACC;FEM;SG
makedonien	makedonija	makedonie	makedonija	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
heat	vročina	heat	vročina	N;INDF;NEUT;SG	N;NOM;FEM;SG
heat	toplota	heat	toplota	N;INDF;NEUT;SG	N;NOM;FEM;SG
spillerne	igralci	spiller	igralec	N;DEF;MASC+FEM;PL	N;NOM;MASC;PL
spillerne	igralce	spiller	igralec	N;DEF;MASC+FEM;PL	N;ACC;MASC;PL
spillerne	akterji	spiller	akter	N;DEF;MASC+FEM;PL	N;NOM;MASC;PL
overordnet	splošno	overordne	splošen	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
længden	dolžina	længde	dolžina	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
gangen	hodnik	gang	hodnik	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
kongressen	kongres	kongres	kongres	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
kongressen	kongresu	kongres	kongres	N;DEF;MASC+FEM;SG	N;DAT;MASC;SG
instruktion	navodilo	instruktion	navodilo	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
stifter	igle	stift	igti	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
betaling	plačilo	betaling	plačilo	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
betaling	izplačilo	betaling	izplačilo	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
atmosfære	ozračje	atmosfære	ozračje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
atmosfære	atmosfera	atmosfære	atmosfer	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
atmosfære	atmosfero	atmosfære	atmosfer	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
atmosfære	vzdušje	atmosfære	vzdušje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
rapper	raper	rappe	raper	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
hagen	hagen	hag	hagen	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
hagen	brado	hag	brada	N;DEF;MASC+FEM;SG	N;ACC;FEM;SG
hagen	brada	hag	brada	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
konkurrencer	tekmovanj	konkurrence	tekmovanje	N;INDF;MASC+FEM;PL	N;GEN;NEUT;PL
konkurrencer	tekmovanja	konkurrence	tekmovanje	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
konkurrencer	tekmovanja	konkurrence	tekmovanje	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
regent	vladar	regent	vladar	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
regent	regent	regent	regent	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
åbenbart	očitno	åbenbart	očitno	ADV	ADV
planeten	planet	plan	planet	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
planeten	planeta	plan	planet	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
greb	prijem	gribe	prijem	N;INDF;NEUT;SG	N;NOM;MASC;SG
greb	stisk	gribe	stiska	N;INDF;NEUT;SG	N;GEN;FEM;SG
greb	oprijem	gribe	oprijem	N;INDF;NEUT;SG	N;NOM;MASC;SG
vurdere	oceniti	vurdere	oceniti	V;NFIN;ACT	V;PFV;NFIN
vurdere	oceniti	vurdere	oceniti	V;NFIN;ACT	V;PFV;NFIN
mandag	ponedeljek	mandag	ponedeljek	N;INDF;MASC+FEM;SG	N;INAN;ACC;MASC;SG
stuart	stuart	stuart	stuart	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
strenge	stroge	streng	strog	ADJ;PL	ADJ;NOM;FEM;PL
græs	trava	græs	trava	N;INDF;NEUT;SG	N;NOM;FEM;SG
græs	travo	græs	trava	N;INDF;NEUT;SG	N;ACC;FEM;SG
græs	trava	græs	trava	N;INDF;NEUT;SG	N;NOM;FEM;SG
græs	travo	græs	trava	N;INDF;NEUT;SG	N;ACC;FEM;SG
basketball	košarka	basketball	košarka	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
basketball	košarko	basketball	košarka	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
alfabet	abeceda	alfab	abeceda	N;INDF;NEUT;SG	N;NOM;FEM;SG
price	cena	price	cena	N;INDF;NEUT;SG	N;NOM;FEM;SG
bringer	prinaša	bringe	prinašati	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
bringer	prinese	bringe	prinesti	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
værktøj	orodje	værktøj	orodje	N;INDF;NEUT;SG	N;NOM;NEUT;SG
værktøj	orodje	værktøj	orodje	N;INDF;NEUT;SG	N;NOM;NEUT;SG
slutspillet	končnici	slutspillet	končnica	N;DEF;NEUT;SG	N;NOM;FEM;SG
maritime	pomorske	maritim	pomorski	ADJ;PL	ADJ;NOM;FEM;PL
løs	sproščeno	løs	sproščeno	ADJ;INDF;SG	ADJ;NOM;NEUT;SG;V.PTCP
spids	namig	spids	namig	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
spids	nasvet	spids	nasvet	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
nordpå	severno	nordpå	severen	ADV	ADV
færdigt	končano	færdig	končan	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG;V.PTCP
færdigt	končana	færdig	končan	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG;V.PTCP
udfører	nastopati	udføre	nastopati	V;IND;PRS;FIN;ACT	V;IPFV;NFIN
udfører	opravlja	udføre	opravljati	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
mindretal	manjšina	mindretal	manjšina	N;INDF;NEUT;SG	N;NOM;FEM;SG
mindretal	manjšino	mindretal	manjšina	N;INDF;NEUT;SG	N;ACC;FEM;SG
motiv	motiv	motiv	motiv	N;INDF;NEUT;SG	N;NOM;MASC;SG
motiv	motiv	motiv	motiv	N;INDF;NEUT;SG	N;NOM;MASC;SG
mønster	vzorec	mønster	vzorec	N;INDF;NEUT;SG	N;NOM;MASC;SG
galleri	galerija	galleri	galerija	N;INDF;NEUT;SG	N;NOM;FEM;SG
galleri	galerijo	galleri	galerija	N;INDF;NEUT;SG	N;ACC;FEM;SG
citroën	citroën	citroën	citroën	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
overgav	predala	overgive	predati	V;IND;PST;FIN;ACT	V;PFV;FEM;SG;V.PTCP
overgav	predali	overgive	predati	V;IND;PST;FIN;ACT	V;PFV;MASC;PL;V.PTCP
køkken	kuhinja	køkke	kuhinja	N;INDF;NEUT;SG	N;NOM;FEM;SG
køkken	kuhinjo	køkke	kuhinja	N;INDF;NEUT;SG	N;ACC;FEM;SG
køkken	kuhinja	køkke	kuhinja	N;INDF;NEUT;SG	N;NOM;FEM;SG
køkken	kuhinji	køkke	kuhinja	N;INDF;NEUT;SG	N;NOM;FEM;SG
underviser	naučil	undervise	naučiti	V;IND;PRS;FIN;ACT	V;PFV;MASC;SG;V.PTCP
underviser	uči	undervise	uči	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
underviser	poučuje	undervise	poučevati	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
kulturen	kulturo	kultur	kultura	N;DEF;MASC+FEM;SG	N;ACC;FEM;SG
kulturen	kultura	kultur	kultura	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
uafgjort	žreb	uafgjort	žreb	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
smuk	čudovita	smuk	čudovit	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
smuk	lepa	smuk	lep	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
smuk	lepa	smuk	lep	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
hensigt	namera	hensigt	namera	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
hensigt	namen	hensigt	namen	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
hensigt	namera	hensigt	namera	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
udendørs	zunanji	udendørs	zunanji	ADJ	ADJ;NOM;DEF;MASC;SG
udendørs	zunanja	udendørs	zunanji	ADJ	ADJ;NOM;FEM;SG
