עשורים	десетилетия	עשור	десетилетие	N;MASC;PL	N;INDF;NEUT;PL
אלקטרוניקה	електроника	אלקטרוניקה	електроника	N;FEM;SG	N;INDF;FEM;SG
אלקטרוניקה	електрониката	אלקטרוניקה	електроника	N;FEM;SG	N;DEF;FEM;SG
אוסטרלים	австралийци	אוסטרל	австралиец	N;MASC;PL	N;INDF;MASC;PL
צמיחה	израстване	צמיחה	израстване	N;FEM;SG	N;INDF;NEUT;SG
צמיחה	растеж	צמיחה	растеж	N;FEM;SG	N;INDF;MASC;SG
צמיחה	ръст	צמיחה	ръст	N;FEM;SG	N;INDF;MASC;SG
פקיד	чиновник	פקיד	чиновник	N;MASC;SG	N;INDF;MASC;SG
פקיד	пристав	פקיד	пристав	N;MASC;SG	N;INDF;MASC;SG
מעשיות	истории	מעשייה	история	N;FEM;PL	N;INDF;FEM;PL
מעשיות	приказки	מעשייה	приказка	N;FEM;PL	N;INDF;FEM;PL
מעשיות	разкази	מעשייה	разказ	N;FEM;PL	N;INDF;MASC;PL
רומנטית	романтик	רומנטי	романтик	N	N;INDF;MASC;SG
רומנטית	романтика	רומנטי	романтика	N	N;INDF;FEM;SG
עוצב	проектирано	עוצב	проектирам	V;MASC;SG;3;PST;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
עוצב	проектирана	עוצב	проектирам	V;MASC;SG;3;PST;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
עוצב	проектиран	עוצב	проектирам	V;MASC;SG;3;PST;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
סימטריה	симетрия	סימטריה	симетрия	N;FEM;SG	N;INDF;FEM;SG
עמוקים	дълбоки	עמוק	дълбок	ADJ;MASC;PL	ADJ;INDF;PL
ספורטאי	спортист	ספורטאי	спортист	N;MASC;SG	N;INDF;MASC;SG
ספורטאי	атлет	ספורטאי	атлет	N;MASC;SG	N;INDF;MASC;SG
ספורטאי	джок	ספורטאי	джок	N;MASC;SG	N;INDF;MASC;SG
כחולה	синьо	כחול	син	ADV	ADV
בחשאי	тайно	בחשאי	тайно	ADV	ADV
חדירה	проникването	חדיר	проникване	N;FEM;SG	N;DEF;NEUT;SG
חדירה	проникване	חדיר	проникване	N;FEM;SG	N;INDF;NEUT;SG
חדירה	проникване	חדיר	проникване	N;FEM;SG	N;INDF;NEUT;SG
חדירה	нахлуване	חדיר	нахлуване	N;FEM;SG	N;INDF;NEUT;SG
הבוחרים	избиратели	הבוחר	избирател	N	N;INDF;MASC;PL
תצלומים	фотографии	תצלום	фотография	N;MASC;PL	N;INDF;FEM;PL
מיושב	населен	מיושב	населен	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
מיושב	населена	מיושב	населя	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
מיושב	населено	מיושב	населя	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
מיושב	населен	מיושב	населен	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
מיושב	населена	מיושב	населя	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
ירוקה	зелен	ירוקה	зелен	ADJ;FEM;SG	ADJ;INDF;MASC;SG
ירוקה	зелена	ירוקה	зелен	ADJ;FEM;SG	ADJ;INDF;FEM;SG
מאכלים	храни	איכל	храна	N;MASC;PL	N;INDF;FEM;PL
מסוכנים	опасни	מסוכן	опасен	ADJ;MASC;PL	ADJ;INDF;PL
טקסים	ритуалите	טקס	ритуал	N;MASC;PL	N;DEF;MASC;PL
טקסים	обреди	טקס	обред	N;MASC;PL	N;INDF;MASC;PL
טקסים	ритуали	טקס	ритуал	N;MASC;PL	N;INDF;MASC;PL
טקסים	обреди	טקס	обред	N;MASC;PL	N;INDF;MASC;PL
טקסים	ритуали	טקס	ритуал	N;MASC;PL	N;INDF;MASC;PL
טקסים	церемонии	טקס	церемония	N;MASC;PL	N;INDF;FEM;PL
עתידי	бъдещ	עתידי	бъдещ	ADJ;MASC;SG	ADJ;INDF;MASC;SG
עתידי	бъдеща	עתידי	бъдещ	ADJ;MASC;SG	ADJ;INDF;FEM;SG
להיטים	попадения	היט	попадение	N;MASC;PL	N;INDF;NEUT;PL
להיטים	хитове	היט	хит	N;MASC;PL	N;INDF;MASC;PL
שמיעה	слух	שמיעה	слух	N;FEM;SG	N;INDF;MASC;SG
שמיעה	изслушването	שמיעה	изслушване	N;FEM;SG	N;DEF;NEUT;SG
שמיעה	изслушване	שמיעה	изслушване	N;FEM;SG	N;INDF;NEUT;SG
שמיים	скай	שמיים	скай	N	N;INDF;MASC;SG
שמיים	небе	שמיים	небе	N	N;INDF;NEUT;SG
שמיים	небето	שמיים	небе	N	N;DEF;NEUT;SG
שמיים	небесата	שמיים	небеса	N	N;DEF;FEM;SG
שמיים	небе	שמיים	небе	N	N;INDF;NEUT;SG
שמיים	небеса	שמיים	небес	N	N;INDF;NEUT;PL
משולבים	комбинирани	שולב	комбинирам	V;MASC;PL;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
תסמינים	симптоми	תסמין	симптом	N;MASC;PL	N;INDF;MASC;PL
תסמינים	симптомите	תסמין	симптом	N;MASC;PL	N;DEF;MASC;PL
שחיינים	плувци	שחיין	плувец	N;MASC;PL	N;INDF;MASC;PL
חרושת	фабрика	חרושת	фабрика	N;FEM;SG	N;INDF;FEM;SG
חרושת	завод	חרושת	завод	N;FEM;SG	N;INDF;MASC;SG
חרושת	фабриката	חרושת	фабрика	N;FEM;SG	N;DEF;FEM;SG
התבוסה	победен	התבוסה	победя	V;FEM;SG;3;PST	V;PFV;INDF;MASC;SG;V.PTCP;PASS
תאוצה	ускорението	תאוצה	ускорение	N;FEM;SG	N;DEF;NEUT;SG
תאוצה	ускоряване	תאוצה	ускоряване	N;FEM;SG	N;INDF;NEUT;SG
תאוצה	ускорение	תאוצה	ускорение	N;FEM;SG	N;INDF;NEUT;SG
בהתנדבות	доброволно	בהתנדבות	доброволно	ADV	ADV
אופיינית	типичен	אופייני	типичен	ADJ;FEM;SG	ADJ;INDF;MASC;SG
אופיינית	типична	אופייני	типичен	ADJ;FEM;SG	ADJ;INDF;FEM;SG
קניין	купувач	קניין	купувач	N;MASC;SG	N;INDF;MASC;SG
קניין	купувача	קניין	купувач	N;MASC;SG	N;DEF;MASC;SG
סוציולוגיה	социология	סוציולוגיה	социология	N	N;INDF;FEM;SG
מנות	порции	מנה	порция	N;FEM;PL	N;INDF;FEM;PL
מנות	дажби	מנה	дажба	N;FEM;PL	N;INDF;FEM;PL
מנות	съдове	מנה	съд	N;FEM;PL	N;INDF;MASC;PL
מנות	блюда	מנה	блюд	N;FEM;PL	N;INDF;NEUT;PL
מנות	ястия	מנה	ястие	N;FEM;PL	N;INDF;NEUT;PL
מנות	чинии	מנה	чиния	N;FEM;PL	N;INDF;FEM;PL
מנות	дози	מנה	доза	N;FEM;PL	N;INDF;FEM;PL
קירוב	сближаване	קירוב	сближаване	N;MASC;SG	N;INDF;NEUT;SG
משמעותיות	значителни	משמעותי	значителен	ADJ;FEM;PL	ADJ;INDF;PL
מקלדת	клавиатурата	קילד	клавиатура	N;FEM;SG	N;DEF;FEM;SG
מקלדת	клавиатура	קילד	клавиатура	N;FEM;SG	N;INDF;FEM;SG
מיומנויות	умения	מיומנות	умение	N;FEM;PL	N;INDF;NEUT;PL
מפתחות	клавиши	מפתח	клавиш	N;MASC;PL	N;INDF;FEM;PL
מפתחות	ключове	מפתח	ключ	N;MASC;PL	N;INDF;MASC;PL
מפתחות	ключовете	מפתח	ключ	N;MASC;PL	N;DEF;MASC;PL
מסוקים	хеликоптери	מסוק	хеликоптер	N;MASC;PL	N;INDF;MASC;PL
מסוקים	хеликоптерите	מסוק	хеликоптер	N;MASC;PL	N;DEF;MASC;PL
מסוקים	вертолети	מסוק	вертолет	N;MASC;PL	N;INDF;MASC;PL
מסוקים	хеликоптери	מסוק	хеликоптер	N;MASC;PL	N;INDF;MASC;PL
קומנדו	командос	קומנדו	командос	N;MASC;SG	N;INDF;MASC;SG
מודעת	съзнателен	מודעה	съзнателен	ADJ;FEM;SG	ADJ;INDF;MASC;SG
מחויב	обвързан	מחויב	обвържа	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
מחויב	обвързана	מחויב	обвържа-(се)	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
מחויב	отдадена	מחויב	отдам-(се)	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
מחויב	извършено	מחויב	извърша	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
מחויב	обвързан	מחויב	обвържа	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
מחויב	ангажиран	מחויב	ангажирам	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
נוצות	перата	נוצה	пера	N;FEM;PL	N;DEF;NEUT;PL
נוצות	пера	נוצה	пера	N;FEM;PL	N;INDF;NEUT;PL
צמחייה	растителност	צמחייה	растителност	N;FEM;SG	N;INDF;FEM;SG
מתנות	подаръци	מתנה	подарък	N;FEM;PL	N;INDF;MASC;PL
מתנות	подаръците	מתנה	подарък	N;FEM;PL	N;DEF;MASC;PL
מתנות	дарове	מתנה	дар	N;FEM;PL	N;INDF;MASC;PL
מתנות	подаръци	מתנה	подарък	N;FEM;PL	N;INDF;MASC;PL
מתנות	подаръците	מתנה	подарък	N;FEM;PL	N;DEF;MASC;PL
המלצה	препоръка	המלצה	препоръка	N;FEM;SG	N;INDF;FEM;SG
המצאות	изобретенията	המצאה	изобретение	N;FEM;PL	N;DEF;NEUT;PL
המצאות	изобретения	המצאה	изобретение	N;FEM;PL	N;INDF;NEUT;PL
לקות	недъг	None	недъг	N;FEM;SG	N;INDF;MASC;SG
לקות	увреждане	None	увреждане	N;FEM;SG	N;INDF;NEUT;SG
לקות	инвалидност	None	инвалидност	N;FEM;SG	N;INDF;FEM;SG
בלוטת	жлеза	בלוטת	жлез	N;FEM;SG	N;INDF;FEM;SG
אצילים	благородници	אציל	благородник	N;MASC;PL	N;INDF;MASC;PL
אצילים	благородници	אציל	благородник	N;MASC;PL	N;INDF;MASC;PL
אצילים	благородниците	אציל	благородник	N;MASC;PL	N;DEF;MASC;PL
סצנות	сцените	סצנות	сцена	N;FEM;PL	N;DEF;FEM;PL
סצנות	сцени	סצנות	сцена	N;FEM;PL	N;INDF;FEM;PL
רך	мек	רך	аз	ADJ;MASC;SG	ADJ;INDF;MASC;SG
רך	нежна	רך	нежен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
לסבול	търпя	סבל	търпя	V;NFIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
לסבול	търпи	סבל	търпя	V;NFIN;ACT	V;IPFV;IMP;SG;3;PRS;FIN;ACT
נחשים	змиите	נחשה	змия	N;MASC;PL	N;DEF;FEM;PL
נחשים	змии	נחשה	змия-се	N;MASC;PL	N;INDF;FEM;PL
מועמדויות	заявки	מועמדות	заявка	N;FEM;PL	N;INDF;FEM;PL
מועמדויות	номинации	מועמדות	номинация	N;FEM;PL	N;INDF;FEM;PL
מועמדויות	кандидатури	מועמדות	кандидатура	N;FEM;PL	N;INDF;FEM;PL
להקדיש	посвети	הקדיש	посветя	V;NFIN;ACT	V;PFV;IMP;SG;2;FIN
רגיש	чувствителен	רגיש	чувствителен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
רגיש	чувствителна	רגיש	чувствителен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
משמעויות	значения	משמעות	значение	N;FEM;PL	N;INDF;NEUT;PL
עליות	възходи	עלייה	възходя-(се)	N;FEM;PL	N;INDF;MASC;PL
עליות	преси	עלייה	преса	N;FEM;PL	N;INDF;FEM;PL
עליות	опори	עלייה	опора	N;FEM;PL	N;INDF;FEM;PL
נזירים	монаси	נזיר	монах	N;MASC;PL	N;INDF;MASC;PL
נזירים	монасите	נזיר	монах	N;MASC;PL	N;DEF;MASC;PL
פיצול	разделение	פיצול	разделение	N;MASC;SG	N;INDF;NEUT;SG
פיצול	разделяне	פיצול	разделяне	N;MASC;SG	N;INDF;NEUT;SG
פיצול	сплит	פיצול	сплит	N;MASC;SG	N;INDF;MASC;SG
פיצול	разделяне	פיצול	разделяне	N;MASC;SG	N;INDF;NEUT;SG
פיצול	разделяне	פיצול	разделяне	N;MASC;SG	N;INDF;NEUT;SG
האשמות	твърдения	האשמה	твърдение	N;FEM;PL	N;INDF;NEUT;PL
האשמות	обвинения	האשמה	обвинение	N;FEM;PL	N;INDF;NEUT;PL
המארחת	домакиня	המארחה	домакин	N;FEM;SG	N;INDF;FEM;SG
המארחת	домакинята	המארחה	домакин	N;FEM;SG	N;DEF;FEM;SG
משקעים	остатъци	משקע	остатък	N;MASC;PL	N;INDF;MASC;PL
משקעים	валежи	משקע	валеж	N;MASC;PL	N;INDF;MASC;PL
משוכנע	убедена	שוכנע	убедя-(се)	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
משוכנע	убеден	שוכנע	убедя-(се)	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
יהלום	диамант	הלם	диамант	N;MASC;SG	N;INDF;MASC;SG
יהלום	диаманта	הלם	диамант	N;MASC;SG	N;DEF;MASC;SG
מיוצר	произведена	יוצר	произведа	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
מיוצר	произведен	יוצר	произведа	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
מיוצר	произведено	יוצר	произведа	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
מיוצר	произведена	יוצר	произведа	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
מיוצר	произведен	יוצר	произведа	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
מיוצר	произведено	יוצר	произведа	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
גמישות	гъвкавост	גמישה	гъвкавост	N;FEM;SG	N;INDF;FEM;SG
גמישות	еластичност	גמישה	еластичност	N;FEM;SG	N;INDF;FEM;SG
קירור	охлаждане	קירור	охлаждане	N;MASC;SG	N;INDF;NEUT;SG
מרוצה	доволна	מרוצה	доволен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
מרוצה	доволен	מרוצה	доволен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
מרוצה	доволен	מרוצה	доволен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
מרוצה	щастлив	מרוצה	щастлив	ADJ;MASC;SG	ADJ;INDF;MASC;SG
מרוצה	щастлива	מרוצה	щастлив	ADJ;MASC;SG	ADJ;INDF;FEM;SG
בריטניקה	британика	בריטניקה	британик	N;FEM;SG	N;DEF;MASC;SG
צלעות	ребра	צלעות	ребро	N;FEM;PL	N;INDF;NEUT;PL
צלעות	ребрата	צלעות	ребра	N;FEM;PL	N;DEF;NEUT;PL
הליבה	сърцевина	הליבה	сърцевина	N;FEM;SG	N;INDF;FEM;SG
אהב	хареса	אהב	харесам-(се)	V;MASC;SG;3;PST;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
אהב	харесал	אהב	харесам-(се)	V;MASC;SG;3;PST;ACT	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
התגובות	забележки	התגובות	забележка	N;FEM;PL	N;INDF;FEM;PL
התגובות	коментари	התגובות	коментар	N;FEM;PL	N;INDF;MASC;PL
התגובות	мнения	התגובות	мнение	N;FEM;PL	N;INDF;NEUT;PL
טיולים	пътувания	טיול	пътуване	N;MASC;PL	N;INDF;NEUT;PL
טיולים	екскурзии	טיול	екскурзия	N;MASC;PL	N;INDF;FEM;PL
התמוטטות	разбивка	התמוטטות	разбивка	N;FEM;SG	N;INDF;FEM;SG
התמוטטות	срив	התמוטטות	срив	N;FEM;SG	N;INDF;MASC;SG
התמוטטות	колапс	התמוטטות	колапс	N;FEM;SG	N;INDF;MASC;SG
התמוטטות	срутване	התמוטטות	срутване	N;FEM;SG	N;INDF;NEUT;SG
התמוטטות	срив	התמוטטות	срив	N;FEM;SG	N;INDF;MASC;SG
התמוטטות	разпадане	התמוטטות	разпадане	N;FEM;SG	N;INDF;NEUT;SG
שליטים	управници	שליט	управник	N;MASC;PL	N;INDF;MASC;PL
שליטים	владетели	שליט	владетел	N;MASC;PL	N;INDF;MASC;PL
שנתית	годишно	שנתי	годишно	ADV	ADV
שנתית	годишно	שנתי	годишно	ADV	ADV
עליונות	върховенството	עליונות	върховенство	N;FEM;SG	N;DEF;NEUT;SG
עליונות	превъзходство	עליונות	превъзходство	N;FEM;SG	N;INDF;NEUT;SG
עליונות	превъзходството	עליונות	превъзходство	N;FEM;SG	N;DEF;NEUT;SG
עליונות	превъзходство	עליונות	превъзходство	N;FEM;SG	N;INDF;NEUT;SG
שחיתות	корупция	שחיתות	корупция	N;FEM;SG	N;INDF;FEM;SG
שחיתות	корупцията	שחיתות	корупция	N;FEM;SG	N;DEF;FEM;SG
שחיתות	поквара	שחיתות	покварам	N;FEM;SG	N;INDF;FEM;SG
טרום	пре	טרום	пре	ADV	ADV
טרום	предварително	טרום	предварително	ADV	ADV
הומוסקסואלים	хомосексуалисти	הומוסקסואלים	хомосексуалист	N;MASC;PL	N;INDF;MASC;PL
הומוסקסואלים	хомосексуалистите	הומוסקסואלים	хомосексуалист	N;MASC;PL	N;DEF;MASC;PL
ידיד	приятелка	ידיד	приятелка	N;MASC;SG	N;INDF;FEM;SG
ידיד	приятел	ידיד	приятел	N;MASC;SG	N;INDF;MASC;SG
לגיטימי	легитимен	לגיטימי	легитимен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
לגיטימי	законен	לגיטימי	законен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
לגיטימי	законна	לגיטימי	законен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
לגיטימי	легитимен	לגיטימי	легитимен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
לגיטימי	законен	לגיטימי	законен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
לנטוש	изоставят	נטש	изоставям	V;NFIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
תיאום	координация	תיאום	координация	N;MASC;SG	N;INDF;FEM;SG
תיאום	съгласуване	תיאום	съгласуване	N;MASC;SG	N;INDF;NEUT;SG
תיאום	координиране	תיאום	координиране	N;MASC;SG	N;INDF;NEUT;SG
תיאום	координиране	תיאום	координиране	N;MASC;SG	N;INDF;NEUT;SG
הוספה	добавяне	הוספה	добавяне	N;FEM;SG	N;INDF;NEUT;SG
מטבח	кухня	מטבח	кухня	N;MASC;SG	N;INDF;FEM;SG
מטבח	кухня	מטבח	кухня	N;MASC;SG	N;INDF;FEM;SG
מטבח	кухнята	מטבח	кухня	N;MASC;SG	N;DEF;FEM;SG
אתלטיקה	атлетика	אתלטיקה	атлетика	N;FEM;SG	N;INDF;FEM;SG
החלקה	пързаляне	החלקה	пързаляне	N;FEM;SG	N;INDF;NEUT;SG
החלקה	изглаждане	החלקה	изглаждане	N;FEM;SG	N;INDF;NEUT;SG
חכמה	мъдростта	חכמה	мъдрост	N;FEM;SG	N;DEF;FEM;SG
חכמה	мъдрост	חכמה	мъдрост	N;FEM;SG	N;INDF;FEM;SG
חתולים	котките	חתולים	котка	N;MASC;PL	N;DEF;FEM;PL
חתולים	котки	חתולים	котка	N;MASC;PL	N;INDF;FEM;PL
זוחלים	влечуги	זחל	влечуг	N;MASC;PL	N;INDF;MASC;PL
זוחלים	влечуги	זחל	влечуг	N;MASC;PL	N;INDF;MASC;PL
הפצה	дистрибуция	הפצה	дистрибуция	N;FEM;SG	N;INDF;FEM;SG
הפצה	разпределяне	הפצה	разпределяне	N;FEM;SG	N;INDF;NEUT;SG
הפצה	разпространение	הפצה	разпространение	N;FEM;SG	N;INDF;NEUT;SG
הפצה	разпределение	הפצה	разпределение	N;FEM;SG	N;INDF;NEUT;SG
הפצה	разпространяване	הפצה	разпространяване	N;FEM;SG	N;INDF;NEUT;SG
הפצה	разпространение	הפצה	разпространение	N;FEM;SG	N;INDF;NEUT;SG
מכובד	почтен	מכובד	почтен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
אינסופי	безкраен	אינסופי	безкраен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
אינסופי	безкрайна	אינסופי	безкраен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
אלופה	шампион	אלופה	шампион	N;FEM;SG	N;INDF;MASC;SG
אלופה	шампион	אלופה	шампион	N;FEM;SG	N;INDF;MASC;SG
אלופה	шампиона	אלופה	шампион	N;FEM;SG	N;DEF;MASC;SG
אלופה	шампионка	אלופה	шампионка	N;FEM;SG	N;INDF;FEM;SG
אונייה	кораб	אונייה	кораб	N;FEM;SG	N;INDF;MASC;SG
השיבה	отговорил	השיב	отговоря	V;FEM;SG;3;PST;ACT	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
ניקוי	почистване	ניקוי	почистване	N;MASC;SG	N;INDF;NEUT;SG
ניקוי	чистене	ניקוי	чистене	N;MASC;SG	N;INDF;NEUT;SG
ניקוי	пречистване	ניקוי	пречистване	N;MASC;SG	N;INDF;NEUT;SG
ניקוי	прочистване	ניקוי	прочистване	N;MASC;SG	N;INDF;NEUT;SG
חלומות	сънища	חלום	сън	N;MASC;PL	N;INDF;MASC;PL
חלומות	мечтите	חלום	мечта	N;MASC;PL	N;DEF;FEM;PL
חלומות	мечти	חלום	мечта	N;MASC;PL	N;INDF;FEM;PL
אגודות	сдружения	אגודה	сдружение	N;FEM;PL	N;INDF;NEUT;PL
אגודות	асоциации	אגודה	асоциация	N;FEM;PL	N;INDF;FEM;PL
משוואה	уравнение	משוואה	уравнение	N;FEM;SG	N;INDF;NEUT;SG
משוואה	уравнението	משוואה	уравнение	N;FEM;SG	N;DEF;NEUT;SG
בנקים	банките	בנק	банка	N;MASC;PL	N;DEF;FEM;PL
בנקים	банки	בנק	банка	N;MASC;PL	N;INDF;FEM;PL
תאורטית	теоретично	תאורטית	теоретично	ADV	ADV
תאורטית	теоретично	תאורטית	теоретично	ADV	ADV
קתולים	католиците	קתולי	католик	N;MASC;PL	N;DEF;MASC;PL
קתולים	католици	קתולי	католик	N;MASC;PL	N;INDF;MASC;PL
קתולים	католици	קתולי	католик	N;MASC;PL	N;INDF;MASC;PL
מוכשר	талантлив	מוכשר	талантлив	ADJ;MASC;SG	ADJ;INDF;MASC;SG
מוכשר	талантлива	מוכשר	талантлив	ADJ;MASC;SG	ADJ;INDF;FEM;SG
חומרה	хардуер	חומרה	хардуер	N;FEM;SG	N;INDF;MASC;SG
פסיכולוגית	психолог	פסיכולוג	психолог	N	N;INDF;MASC;SG
מפגינים	демонстранти	מפגין	демонстрант	N;MASC;PL	N;INDF;MASC;PL
מפגינים	демонстрантите	מפגין	демонстрант	N;MASC;PL	N;DEF;MASC;PL
מפגינים	демонстранти	מפגין	демонстрант	N;MASC;PL	N;INDF;MASC;PL
מפגינים	демонстранти	מפגין	демонстрант	N;MASC;PL	N;INDF;MASC;PL
משלחות	експедиции	משלחת	експедиция	N;FEM;PL	N;INDF;FEM;PL
ענקית	огромно	ענקי	огромен	ADV	ADV
חללים	помещения	חלל	помещение	N;MASC;PL	N;INDF;NEUT;PL
חללים	пространства	חלל	пространство	N;MASC;PL	N;INDF;NEUT;PL
חללים	жертви	חלל	жертва	N;MASC;PL	N;INDF;FEM;PL
חללים	произшествия	חלל	произшествие	N;MASC;PL	N;INDF;NEUT;PL
תהילים	псалми	תהיל	псалма	N;MASC;PL	N;INDF;FEM;PL
ללכוד	улови	ללכוד	уловя-(се)	V;NFIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
האצילים	благородници	האצילים	благородник	N;MASC;PL	N;INDF;MASC;PL
האצילים	благородниците	האצילים	благородник	N;MASC;PL	N;DEF;MASC;PL
צלפים	каперси	צלף	каперса	N;MASC;PL	N;INDF;MASC;PL
צלפים	снайперисти	צלף	снайперист	N;MASC;PL	N;INDF;MASC;PL
צלפים	снайперистите	צלף	снайперист	N;MASC;PL	N;DEF;MASC;PL
צלפים	снайперисти	צלף	снайперист	N;MASC;PL	N;INDF;MASC;PL
הצהרה	твърдение	הצהרה	твърдение	N;FEM;SG	N;INDF;NEUT;SG
הצהרה	изявление	הצהרה	изявление	N;FEM;SG	N;INDF;NEUT;SG
תביעות	искове	תביעה	иск	N;FEM;PL	N;INDF;MASC;PL
תביעות	твърдения	תביעה	твърдение	N;FEM;PL	N;INDF;NEUT;PL
תביעות	вземания	תביעה	вземание	N;FEM;PL	N;INDF;NEUT;PL
תביעות	претенции	תביעה	претенция	N;FEM;PL	N;INDF;FEM;PL
לוחמת	воин	לוחם	воин	N;FEM;SG	N;INDF;MASC;SG
לוחמת	войн	לוחם	войн	N;FEM;SG	N;INDF;MASC;SG
לוחמת	боец	לוחם	боец	N;FEM;SG	N;INDF;MASC;SG
לוחמת	борец	לוחם	борец	N;FEM;SG	N;INDF;MASC;SG
לוחמת	боец	לוחם	боец	N;FEM;SG	N;INDF;MASC;SG
לוחמת	изтребител	לוחם	изтребител	N;FEM;SG	N;INDF;MASC;SG
פיזיקאים	физиците	פיזיקאי	физик	N;MASC;PL	N;DEF;MASC;PL
פיזיקאים	физици	פיזיקאי	физик	N;MASC;PL	N;INDF;MASC;PL
מוגברת	повишена	מוגבר	повиша-(се)	V;FEM;SG;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
מוגברת	увеличена	מוגבר	увелича-(се)	V;FEM;SG;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
מוגברת	увеличен	מוגבר	увеличен	V;FEM;SG;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
מוגברת	повишен	מוגבר	повиша-(се)	V;FEM;SG;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
סכין	ножът	סכין	нож	N;SG	N;DEF;MASC;SG
סכין	нож	סכין	нож	N;SG	N;INDF;MASC;SG
כפל	умножение	כפל	умножение	N;MASC;SG	N;INDF;NEUT;SG
חוויה	опитът	חוויה	опит	N;FEM;SG	N;DEF;MASC;SG
חוויה	преживяване	חוויה	преживяване	N;FEM;SG	N;INDF;NEUT;SG
חוויה	опит	חוויה	опит	N;FEM;SG	N;INDF;MASC;SG
חוויה	изживяване	חוויה	изживяване	N;FEM;SG	N;INDF;NEUT;SG
סיירות	крайцери	סיירה	крайцер	N;FEM;PL	N;INDF;MASC;PL
ריבית	интерес	ריבית	интерес	N;FEM;SG	N;INDF;MASC;SG
ריבית	лихва	ריבית	лихва	N;FEM;SG	N;INDF;FEM;SG
מלכותי	regal	מלכותי	regal	N;MASC;SG	N;INDF;MASC;SG
מלכותי	роял	מלכותי	роя-(се)	N;MASC;SG	N;INDF;MASC;SG
מלכותי	royal	מלכותי	royal	N;MASC;SG	N
אובייקטים	предмети	אובייקט	предмет	N;MASC;PL	N;INDF;MASC;PL
אובייקטים	обектите	אובייקט	обект	N;MASC;PL	N;DEF;MASC;PL
אובייקטים	обекти	אובייקט	обект	N;MASC;PL	N;INDF;MASC;PL
רשומות	архиви	רשם	архив	N;FEM;PL	N;INDF;MASC;PL
