भित्ति	väggmålning	भित्ति	väggmålning	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
जश्न	firande	जश्न	firande	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
जश्न	jamboree	जश्न	jambare	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
अस्थिरता	instabilitet	अस्थिरता	instabilitet	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
स्पाइवेयर	spionprogram	स्पाइवेयर	spionprogram	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
सीसा	bly	सीसा	bly	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
सीसा	lead	सीसा	lead	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
कंकाल	skelettet	कंकाल	skelett	N;NOM;MASC;SG;3	N;NOM;DEF;NEUT;SG
कंकाल	skelett	कंकाल	skelett	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
तांबे	koppar	तांबे	koppa	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
फेरारी	ferrari	फेरारी	ferrari	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
माईस्पेस	myspace	माईस्पेस	myspace	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
केक	tårta	केक	tå	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
केक	kaka	केक	kaka	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
साख	välvilja	साख	välvilja	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
साख	goodwill	साख	goodwill	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
जिज्ञासा	nyfikenhet	जिज्ञासा	nyfikenhet	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
अनुसूची	tidsplan	अनुसूची	tidsplan	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
अनुसूची	tidtabell	अनुसूची	tidtabell	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
अनुसूची	schema	अनुसूची	schema	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
एनिमेशन	animering	एनिमेशन	animering	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
हिम्मत	kurage	हिम्मत	kurage	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
हिम्मत	modet	हिम्मत	modet	N;NOM;FEM;SG;3	N;NOM;DEF;NEUT;SG
हिम्मत	mod	हिम्मत	mod	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
प्रमाणपत्र	intyg	प्रमाणपत्र	intyg	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
प्रमाणपत्र	certifikat	प्रमाणपत्र	certifika	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
प्रमाणपत्र	intyg	प्रमाणपत्र	intyg	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
प्रमाणपत्र	certifikat	प्रमाणपत्र	certifika	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
असमानता	olikhet	असमानता	olikhet	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
असमानता	ojämlikhet	असमानता	ojämlikhet	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
आमदनी	inkomst	आमदनी	inkomst	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
घनी	tjock	घना	tjock	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
घनी	tjockt	घना	tjocka	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
एस्पिरिन	acetylsalicylsyra	एस्पिरिन	acetylsalicylsyra	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
सोर्स	källa	सोर्स	källa	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
संन्यास	pensionering	संन्यास	pensionering	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
संन्यास	pension	संन्यास	pension	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
पुनर्वास	rehab	पुनर्वास	rehab	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
पुनर्वास	rehabilitering	पुनर्वास	rehabilitering	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
पुनर्वास	återuppbyggnad	पुनर्वास	återuppbyggnad	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
प्रोसेसर	processor	प्रोसेसर	processor	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
स्ट्रीम	bäck	स्ट्रीम	bäcka	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
स्ट्रीम	stream	स्ट्रीम	stream	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
स्ट्रीम	ström	स्ट्रीम	ström	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
वक्तव्य	uttalande	वक्तव्य	uttalande	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
चंद्रगुप्त	chandragupta	चंद्रगुप्त	chandragupt	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
बारहवीं	tolfte	बारहवां	tolfte	ADJ;NOM;FEM;SG	ADJ;NOM
अचार	pickles	अचार	pickles	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
अचार	gurka	अचार	gurka	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
फेंकने	kasta	फेंक	kasta	V;NFIN;ACT	V;IMP;FIN;ACT
फेंकने	kastar	फेंक	kasta	V;NFIN;ACT	V;IND;PRS;FIN;ACT
शर्तें	förutsättningar	शर्त	förutsättning	N;NOM;FEM;PL;3	N;NOM;INDF;MASC+FEM;PL
शर्तें	villkor	शर्त	villkor	N;NOM;FEM;PL;3	N;NOM;INDF;NEUT;PL
शर्तें	förhållanden	शर्त	förhållande	N;NOM;FEM;PL;3	N;NOM;INDF;NEUT;PL
शर्तें	termer	शर्त	term	N;NOM;FEM;PL;3	N;NOM;INDF;MASC+FEM;PL
शर्तें	begrepp	शर्त	begrepp	N;NOM;FEM;PL;3	N;NOM;INDF;NEUT;PL
शर्तें	villkor	शर्त	villkor	N;NOM;FEM;PL;3	N;NOM;INDF;NEUT;PL
मॉड्यूल	modulen	मॉड्यूल	modul	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
मॉड्यूल	modul	मॉड्यूल	modul	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
पिकनिक	picnic	पिकनिक	picnic	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
पिकनिक	picknick	पिकनिक	picknick	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
प्रेषित	skickat	प्रेषित	skicka	ADJ	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
प्रेषित	skickad	प्रेषित	skicka	ADJ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ज़िन्दगी	life	ज़िन्दगी	life	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
ज़िन्दगी	livet	ज़िन्दगी	liv	N;NOM;FEM;SG;3	N;NOM;DEF;NEUT;SG
ज़िन्दगी	livstid	ज़िन्दगी	livstid	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
ज़िन्दगी	liv	ज़िन्दगी	liv	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
अपघटन	nedbrytning	अपघटन	nedbrytning	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
अपघटन	sönderfall	अपघटन	sönderfall	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
वीजा	visum	वीजा	visum	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
वीजा	visum	वीजा	visum	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
बैनर	fana	बैनर	fana	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
बैनर	banderoll	बैनर	banderoll	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
बैनर	banner	बैनर	banner	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
उत्साहित	upphetsad	उत्साहित	upphetsad	ADJ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
रिले	relä	रिला	relä	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
हालात	odds	हालात	odd	N;NOM;MASC;PL;3	N;NOM;INDF;NEUT;PL
हालात	omständigheterna	हालात	omständighet	N;NOM;MASC;PL;3	N;NOM;DEF;MASC+FEM;PL
हालात	omständigheter	हालात	omständighet	N;NOM;MASC;PL;3	N;NOM;INDF;MASC+FEM;PL
समाचारपत्र	tidningen	समाचारपत्र	tidning	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
समाचारपत्र	tidning	समाचारपत्र	tidning	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
समाचारपत्र	dagstidning	समाचारपत्र	dagstidning	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
संतोषजनक	tillfredsställande	संतोषजनक	tillfredsställande	ADJ	ADJ;NOM;PRS;V.PTCP
संतोषजनक	tillfredsställande	संतोषजनक	tillfredsställande	ADJ	ADJ;NOM;PRS;V.PTCP
रनवे	landningsbana	रनवे	landningsbana	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
रनवे	bana	रनवे	bana	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
सफ़र	färd	सफ़र	färd	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
सफ़र	resa	सफ़र	resa	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
सफ़र	resan	सफ़र	resa	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
विवेचना	överläggning	विवेचना	överläggning	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
मनोरोग	psykiatrisk	मनोरोग	psykiatrisk	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
खींचा	dragit	खींच	dra	V;PFV;MASC;SG;V.PTCP;ACT	V;V.CVB;ACT
खींचा	drog	खींच	drog	V;PFV;MASC;SG;V.PTCP;ACT	V;IMP;PST;FIN;ACT
खींचा	ritade	खींच	rita	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;PST;FIN;ACT
सल्फर	svavel	सल्फर	svavel	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
सल्फर	svavel	सल्फर	svavel	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
फ़ुटबॉल	fotboll	फ़ुटबॉल	fotboll	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
बांस	bambu	बाँस	bambu	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
सहिष्णुता	tolerans	सहिष्णुता	tolera	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
परिपक्वता	mognad	परिपक्वता	mognad	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
परिपक्वता	löptid	परिपक्वता	löptid	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
निरंतरता	kontinuitet	निरंतरता	kontinuitet	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
निरंतरता	kontinuiteten	निरंतरता	kontinuitet	N;NOM;FEM;SG;3	N;NOM;DEF;MASC+FEM;SG
निरंतरता	hållbarhet	निरंतरता	hållbarhet	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
हिरासत	vårdnad	हिरासत	vårdna	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
हिरासत	förvar	हिरासत	förvar	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
हिरासत	vårdnaden	हिरासत	vårdnad	N;NOM;FEM;SG;3	N;NOM;DEF;MASC+FEM;SG
सांप्रदायिक	kommunal	सांप्रदायिक	kommunal	ADJ;NOM	ADJ;NOM;INDF;MASC+FEM;SG
लड़	kämpa	लड़	kämpa	V;ACT	V;IMP;FIN;ACT
लड़	kämpar	लड़	kämp	V;ACT	V;IND;PRS;FIN;ACT
गुणात्मक	kvalitativ	गुणात्मक	kvalitativ	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
रेखाचित्र	dragning	रेखाचित्र	dragning	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
रेखाचित्र	teckning	रेखाचित्र	teckning	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
रेखाचित्र	ritning	रेखाचित्र	ritning	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
धब्बे	fläckar	धब्बे	fläck	N;NOM;MASC;PL;3	N;NOM;INDF;MASC+FEM;PL
धब्बे	plåster	धब्बे	plåster	N;NOM;MASC;PL;3	N;NOM;INDF;MASC+FEM;PL
धब्बे	prickar	धब्बे	pricka	N;NOM;MASC;PL;3	N;NOM;INDF;MASC+FEM;PL
धब्बे	fläckar	धब्बे	fläck	N;NOM;MASC;PL;3	N;NOM;INDF;MASC+FEM;PL
माउस	mus	माउस	mus	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
साड़ी	sari	साड़ी	sari	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
बहुमुखी	multipel	बहुमुखी	multipel	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
बहुमुखी	flertal	बहुमुखी	flertal	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
बहू	bruden	बहू	brud	N;NOM;FEM;SG;3	N;NOM;DEF;MASC+FEM;SG
बहू	brud	बहू	brud	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
बहू	bahu	बहू	bahu	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
छठा	sjätte	छठा	sjätte	ADJ;NOM;MASC;SG	ADJ;NOM
स्पा	spa	स्पा	spa	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
स्पा	spa	स्पा	spa	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
मातृभूमि	fosterland	मातृभूमि	fosterland	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
मातृभूमि	fosterlandet	मातृभूमि	fosterland	N;NOM;FEM;SG;3	N;NOM;DEF;NEUT;SG
मातृभूमि	hemland	मातृभूमि	hemland	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
मातृभूमि	hembygd	मातृभूमि	hembygd	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
मातृभूमि	homeland	मातृभूमि	homeland	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
मशीनें	maskiner	मशीन	maskin	N;NOM;FEM;PL;3	N;NOM;INDF;MASC+FEM;PL
पनडुब्बी	ubåt	पनडुब्बी	ubåt	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
पूर्णांक	heltal	पूर्णांक	heltal	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
शौक	hobby	शौक	hobby	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
निचला	nedre	निचला	nedre	ADJ;NOM;MASC;SG	ADJ;NOM;CMPR
निचला	lägre	निचला	låg	ADJ;NOM;MASC;SG	ADJ;NOM;CMPR
नौकर	betjänt	नौकर	betjänt	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
टार्ज़न	tarzan	टार्ज़न	tarza	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
टिक	kryssa	टिक	krysa	V;ACT	V;IMP;FIN;ACT
प्रायोजक	sponsor	प्रायोजक	sponsor	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
ब्रिगेड	brigaden	ब्रिगेड	brigad	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
पॉलिसी	policy	पॉलिसी	policy	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
पॉलिसी	politik	पॉलिसी	politik	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
पॉलिसी	policyn	पॉलिसी	policyn	N;NOM;FEM;SG;3	N;NOM;DEF;MASC+FEM;SG
दस्त	diarré	दस्त	diarre	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
कलाई	handled	कलाई	handled	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
कलाई	handleden	कलाई	handled	N;NOM;FEM;SG;3	N;NOM;DEF;MASC+FEM;SG
संभोग	umgänge	संभोग	umgänge	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
संभोग	samlag	संभोग	samlag	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
ट्रैफिक	trafik	ट्रैफिक	trafik	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
ट्रैफिक	trafiken	ट्रैफिक	trafik	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
सिखाया	lärde	सिखा	lära	V;PFV;MASC;SG;V.PTCP;ACT	V;IMP;FIN;ACT
खंडहर	spillror	खंडहर	spillror	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
खंडहर	bråte	खंडहर	bråte	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
खंडहर	ruin	खंडहर	ruin	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
प्रेरण	induktion	प्रेरण	induktion	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
लेज़र	laser	लेज़र	lasa	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
धक्का	push	धक्का	push	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
धक्का	tryck	धक्का	tryck	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
आविष्कारक	uppfinnare	आविष्कारक	uppfinnare	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
आविष्कारक	uppfinnare	आविष्कारक	uppfinnare	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
गोपनीय	hemlighet	गोपनीय	hemlighet	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
गोपनीय	secret	गोपनीय	sec	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
स्थलीय	landlevande	स्थलीय	landlevande	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
सप्ताहांत	veckoslut	सप्ताहांत	veckoslut	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
सप्ताहांत	helg	सप्ताहांत	helg	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
सप्ताहांत	weekend	सप्ताहांत	weekend	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
सप्ताहांत	helgen	सप्ताहांत	helg	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
सप्ताहांत	veckoslut	सप्ताहांत	veckoslut	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
कब्रिस्तान	begravningsplats	कब्रिस्तान	begravningsplats	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
कब्रिस्तान	kyrkogård	कब्रिस्तान	kyrkogård	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
कब्रिस्तान	kyrkogården	कब्रिस्तान	kyrkogård	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
पासपोर्ट	passet	पासपोर्ट	pass	N;NOM;MASC;SG;3	N;NOM;DEF;NEUT;SG
पासपोर्ट	pass	पासपोर्ट	pass	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
लोप	lop	लोप	lop	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
प्रमाणीकरण	autentisering	प्रमाणीकरण	autentisering	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
प्रमाणीकरण	verifiering	प्रमाणीकरण	verifiering	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
ब्लाक	blocket	ब्लाक	block	N;NOM;MASC;SG;3	N;NOM;DEF;NEUT;SG
ब्लाक	blockering	ब्लाक	blockering	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
ब्लाक	block	ब्लाक	block	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
सत्यापन	autentisering	सत्यापन	autentisering	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
सत्यापन	verifiering	सत्यापन	verifiering	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
सत्यापन	verifiering	सत्यापन	verifiering	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
सत्यापन	verifikation	सत्यापन	verifikation	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
लॉन्च	lansering	लॉन्च	lansering	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
लॉन्च	avfyrning	लॉन्च	avfyrning	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
लॉन्च	uppskjutning	लॉन्च	uppskjutning	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
इमेजिंग	avbildning	इमेजिंग	avbildning	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
लटका	hängt	लटका	hänga	V;PFV;MASC;SG;V.PTCP;ACT	V;V.CVB;ACT
लटका	hängde	लटका	hänga	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;PST;FIN;ACT
डिस्ट्रिक्ट	distriktet	डिस्ट्रिक्ट	distrikt	N;NOM;MASC;SG;3	N;NOM;DEF;NEUT;SG
डिस्ट्रिक्ट	distrikt	डिस्ट्रिक्ट	distrikt	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
सीखना	lära	सीखना	lära	V;MASC;NFIN;ACT	V;IMP;FIN;ACT
गला	strupe	गला	strupe	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
गला	hals	गला	hals	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
गला	halsen	गला	hals	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
गला	hals	गला	hals	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
गला	nacken	गला	nacken	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
गला	nacke	गला	nacke	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
निद्रा	viloläge	निद्रा	viloläge	N;NOM;FEM;SG;3	N;NOM;DEF;MASC+FEM;SG
निद्रा	sömn	निद्रा	sömn	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
एक्सप्लोरर	upptäcktsresande	एक्सप्लोरर	upptäcktsresa	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
बिज़नेस	affärsverksamhet	बिज़नेस	affärsverksamhet	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
बिज़नेस	business	बिज़नेस	business	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
बिज़नेस	näringsliv	बिज़नेस	näringsliv	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
प्रतिबद्ध	engagerad	प्रतिबद्ध	engagera	ADJ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
प्रतिबद्ध	begått	प्रतिबद्ध	begå	ADJ	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
प्रतिबद्ध	engagerade	प्रतिबद्ध	engagera	ADJ	ADJ;NOM;PL;PST;V.PTCP
प्रतिबद्ध	engagerat	प्रतिबद्ध	engagera	ADJ	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
कॉलोनी	koloni	कॉलोनी	koloni	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
कॉलोनी	kolonin	कॉलोनी	koloni	N;NOM;FEM;SG;3	N;NOM;DEF;MASC+FEM;SG
आवंटन	tilldelning	आवंटन	tilldelning	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
आवंटन	fördelning	आवंटन	fördelning	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
आवंटन	tilldelning	आवंटन	tilldelning	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
अनोखा	unik	अनोखा	unik	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
अनोखा	unikt	अनोखा	unik	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
रिएक्टर	reaktorn	रिएक्टर	reaktor	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
रिएक्टर	reaktor	रिएक्टर	reaktor	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
कपाल	skallen	कपाल	skall	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
कपाल	skalle	कपाल	skola	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
श्रोता	målgruppen	श्रोता	målgrupp	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
श्रोता	publik	श्रोता	publik	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
श्रोता	målgrupp	श्रोता	målgrupp	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
आपेक्षिकता	relativitet	आपेक्षिकता	relativitet	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
प्याज	lök	प्याज	lök	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
प्याज	lök	प्याज	lök	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
असीमित	oändlig	असीमित	oändlig	ADJ;NOM	ADJ;NOM;INDF;MASC+FEM;SG
असीमित	oändliga	असीमित	oändlig	ADJ;NOM	ADJ;NOM;PL
असीमित	obundet	असीमित	obund	ADJ;NOM	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
असीमित	gränslös	असीमित	gränslös	ADJ;NOM	ADJ;NOM;INDF;MASC+FEM;SG
असीमित	gränslösa	असीमित	gränslös	ADJ;NOM	ADJ;NOM;PL
असीमित	obegränsat	असीमित	obegränsad	ADJ;NOM	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
असीमित	obegränsade	असीमित	obegränsad	ADJ;NOM	ADJ;NOM;PL;PST;V.PTCP
असीमित	obegränsad	असीमित	obegränsad	ADJ;NOM	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
मेहमान	gäst	मेहमान	gäsa	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
नियमन	reglering	नियमन	reglering	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
नियमन	förordningen	नियमन	förordning	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
नियमन	förordning	नियमन	förordning	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
मगरमच्छ	krokodilen	मगरमच्छ	krokodil	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
मगरमच्छ	krokodil	मगरमच्छ	krokodil	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
खांसी	host	खाँसी	host	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
