undervisningen	lesgeven	undervisning	lesgeven	N;DEF;MASC+FEM;SG	N;NEUT;SG
samtale	gesprek	samtale	gesprek	N;INDF;MASC+FEM;SG	N;NEUT;SG
arrangement	regeling	arrangement	regeling	N;INDF;NEUT;SG	N;MASC+FEM;SG
arrangement	arrangement	arrangement	arrangement	N;INDF;NEUT;SG	N;NEUT;SG
ritualer	rituelen	ritual	rituel	N;INDF;NEUT;PL	N;PL
ritualer	sacramenten	ritual	sacrament	N;INDF;NEUT;PL	N;PL
ritualer	rituelen	ritual	rituel	N;INDF;NEUT;PL	N;PL
mændene	mannen	mand	mannen	N;DEF;MASC+FEM;PL	N;PL
ambassade	ambassade	ambassade	ambassade	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
statsborgerskab	nationaliteit	statsborgerskab	nationaliteit	N;INDF;NEUT;SG	N;MASC+FEM;SG
statsborgerskab	burgerschap	statsborgerskab	burgerschap	N;INDF;NEUT;SG	N;NEUT;SG
statsborgerskab	staatsburgerschap	statsborgerskab	staatsburgerschap	N;INDF;NEUT;SG	N;MASC+FEM;SG
fyldte	gevuld	fylde	vullen	V;PST;V.PTCP	V;V.PTCP
fyldte	opgevuld	fylde	opvullen	V;PST;V.PTCP	V;V.PTCP
fyldte	gevulde	fylde	vullen	V;PST;V.PTCP	V;V.PTCP
fyldte	gevuld	fylde	vullen	V;PST;V.PTCP	V;V.PTCP
fyldte	opgevuld	fylde	opvullen	V;PST;V.PTCP	V;V.PTCP
fyldte	ingevuld	fylde	invullen	V;PST;V.PTCP	V;V.PTCP
runder	rondjes	runde	rond	N;INDF;MASC+FEM;PL	N;PL
runder	baantjes	runde	baan	N;INDF;MASC+FEM;PL	N;PL
runder	rondes	runde	rondes	N;INDF;MASC+FEM;PL	N;PL
runder	rondes	runde	rondes	N;INDF;MASC+FEM;PL	N;PL
åndelige	geestelijke	åndelig	geestelijke	ADJ;PL	ADJ
åndelige	spirituele	åndelig	spiritueel	ADJ;PL	ADJ
åndelige	spiritueel	åndelig	spiritueel	ADJ;PL	ADJ
åndelige	geestelijk	åndelig	geestelijk	ADJ;PL	ADJ
tropperne	troepen	trop	troep	N;DEF;MASC+FEM;PL	N;PL
fiktion	fictie	fiktion	fictie	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
tibet	tibet	tibet	tibet	N;DEF;NEUT;SG	N;NEUT;SG
særskilt	afzonderlijk	særskilt	afzonderlijk	ADJ;INDF;SG	ADJ
særskilt	apart	særskilt	apart	ADJ;INDF;SG	ADJ
særskilt	aparte	særskilt	apart	ADJ;INDF;SG	ADJ
særskilt	apart	særskilt	apart	ADJ;INDF;SG	ADJ
højdepunkt	hoogtepunt	højdepunkt	hoogtepunt	N;INDF;NEUT;SG	N;NEUT;SG
højdepunkt	peak	højdepunkt	peak	N;INDF;NEUT;SG	N;MASC+FEM;SG
højdepunkt	piek	højdepunkt	piek	N;INDF;NEUT;SG	N;MASC+FEM;SG
højdepunkt	hoogtepunt	højdepunkt	hoogtepunt	N;INDF;NEUT;SG	N;NEUT;SG
varighed	looptijd	varighed	looptijd	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
varighed	tijdsduur	varighed	tijdsduur	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
pseudonym	pseudoniem	pseudonym	pseudoniem	N;INDF;NEUT;SG	N;NEUT;SG
formodes	verondersteld	formode	veronderstellen	V;PRS;NFIN;PASS	V;V.PTCP
altertavle	altaarstuk	altertavle	altaarstuk	N;INDF;MASC+FEM;SG	N;NEUT;SG
sko	schoenen	sko	schoen	N;INDF;MASC+FEM;PL	N;PL
sko	schoentjes	sko	schoen	N;INDF;MASC+FEM;PL	N;PL
lider	lijden	lide	lijden	V;IND;PRS;FIN;ACT	V;NFIN
lider	lijd	lide	lijden	V;IND;PRS;FIN;ACT	V;SG;PRS;FIN
lider	lijdt	lide	lijden	V;IND;PRS;FIN;ACT	V;SG;PRS;FIN
bakken	heuvel	bakke	heuvel	N;DEF;MASC+FEM;SG	N;MASC+FEM;SG
bakken	hill	bakke	hill	N;DEF;MASC+FEM;SG	N;MASC+FEM;SG
dyrke	cultiveren	dyrke	cultiveren	V;NFIN;ACT	V;NFIN
gengivet	gereproduceerd	gengive	reproduceren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
simpelt	eenvoudige	simpel	eenvoudig	ADJ	ADJ
simpelt	simpel	simpel	simpel	ADJ	ADJ
simpelt	eenvoudig	simpel	eenvoudig	ADJ	ADJ
standarder	normen	standarder	norm	N;INDF;MASC+FEM;PL	N;PL
standarder	standaarden	standarder	standaard	N;INDF;MASC+FEM;PL	N;PL
standarder	standaards	standarder	standaard	N;INDF;MASC+FEM;PL	N;PL
opererer	opereren	operere	opereren	V;IND;PRS;FIN;ACT	V;NFIN
opererer	opereert	operere	opereren	V;IND;PRS;FIN;ACT	V;SG;PRS;FIN
opererer	exploiteert	operere	exploiteren	V;IND;PRS;FIN;ACT	V;SG;PRS;FIN
dominerede	gedomineerd	dominere	domineren	V;PST;V.PTCP	V;V.PTCP
dominerede	overheerst	dominere	overheersen	V;PST;V.PTCP	V;V.PTCP
mælk	melk	mælk	melk	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
færge	shuttle	færge	shuttle	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
færge	ferry	færge	ferry	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
færge	veerboot	færge	veerboot	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
intelligens	inlichtingendienst	intellig	inlichtingendienst	N;GEN;INDF;MASC+FEM;SG	N;MASC+FEM;SG
intelligens	intelligentie	intellig	intelligentie	N;GEN;INDF;MASC+FEM;SG	N;MASC+FEM;SG
virus	virus	virus	virus	N;INDF;MASC+FEM;SG	N;NEUT;SG
halle	halle	halle	halle	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
adm	adm	adm	adm	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
korstog	kruistocht	korstog	kruistocht	N;INDF;NEUT;SG	N;MASC+FEM;SG
korstog	kruistocht	korstog	kruistocht	N;INDF;NEUT;SG	N;MASC+FEM;SG
vision	visioen	vision	visioen	N;INDF;MASC+FEM;SG	N;NEUT;SG
vision	visie	vision	visie	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
vision	vision	vision	vision	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
vision	zicht	vision	zicht	N;INDF;MASC+FEM;SG	N;NEUT;SG
slagmarken	slagveld	slagmark	slagveld	N;DEF;MASC+FEM;SG	N;NEUT;SG
gæst	bezoeker	gæst	bezoeker	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
gæst	gast	gæst	gast	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
definerer	definiëren	definere	definiër	V;IND;PRS;FIN;ACT	V;NFIN
definerer	definieer	definere	definieer	V;IND;PRS;FIN;ACT	V;SG;PRS;FIN
definerer	definiëren	definere	definiër	V;IND;PRS;FIN;ACT	V;NFIN
definerer	omschrijft	definere	omschrijven	V;IND;PRS;FIN;ACT	V;SG;PRS;FIN
definerer	definieert	definere	definieren	V;IND;PRS;FIN;ACT	V;SG;PRS;FIN
brasilianske	braziliaanse	brasiliansk	braziliaans	ADJ;PL	ADJ
brasilianske	braziliaans	brasiliansk	braziliaans	ADJ;PL	ADJ
siddepladser	zitplaatsen	siddeplads	zitplaats	N;INDF;MASC+FEM;PL	N;PL
idéer	ideeën	idé	idee	N;INDF;MASC+FEM;PL	N;PL
idéer	ideeen	idé	ideeen	N;INDF;MASC+FEM;PL	N;PL
idéer	ideetjes	idé	idee	N;INDF;MASC+FEM;PL	N;PL
begivenhederne	gebeurtenissen	begivenhed	gebeurtenis	N;DEF;MASC+FEM;PL	N;PL
begivenhederne	evenementen	begivenhed	evenement	N;DEF;MASC+FEM;PL	N;PL
økonom	econoom	økonom	econoom	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
beat	beat	beat	bieten	N;INDF;NEUT;SG	N;MASC+FEM;SG
vinden	wind	vind	wind	N;DEF;MASC+FEM;SG	N;MASC+FEM;SG
mare	merrie	mare	merrie	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
percussion	percussie	percussion	percussie	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
matcher	bijpassende	matcher	bijpassen	V;IND;PRS;FIN;ACT	V;V.PTCP
matcher	overeenkomende	matcher	overeenkomen	V;IND;PRS;FIN;ACT	V;V.PTCP
matcher	overeenkomend	matcher	overeenkomend	V;IND;PRS;FIN;ACT	V;V.PTCP
novelle	roman	novel	roman	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
ejeren	eigenaar	ejer	eigenaar	N;DEF;MASC+FEM;SG	N;MASC+FEM;SG
ejeren	baasje	ejer	baas	N;DEF;MASC+FEM;SG	N;NEUT;SG
grethe	grethe	grethe	greth	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
tilbyde	bieden	tilbyde	bieden	V;NFIN;ACT	V;NFIN
tilbyde	aanbieden	tilbyde	aanbieden	V;NFIN;ACT	V;NFIN
tilbyde	bieden	tilbyde	bieden	V;NFIN;ACT	V;NFIN
tilbyde	aanbieden	tilbyde	aanbieden	V;NFIN;ACT	V;NFIN
rigdom	rijkdom	rigdom	rijkdom	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
rigdom	rijkdom	rigdom	rijkdom	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
renæssance	renaissance	renæssance	renaissance	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
finansieret	gefinancierd	finansiere	financieren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
finansieret	gefinancierd	finansiere	financieren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
akt	act	akt	act	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
struensee	struensee	struense	struensee	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
kaster	gooien	kaste	gooien	V;IND;PRS;FIN;ACT	V;NFIN
kaster	werpen	kaste	werpen	V;IND;PRS;FIN;ACT	V;NFIN
kaster	gooit	kaste	gooien	V;IND;PRS;FIN;ACT	V;SG;PRS;FIN
halvkugle	halfrond	halvkugle	halfrond	N;INDF;MASC+FEM;SG	N;NEUT;SG
halen	staart	han	staart	N;DEF;MASC+FEM;SG	N;MASC+FEM;SG
ansøgning	aanvraag	ansøgning	aanvraag	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
ansøgning	toepassing	ansøgning	toepassing	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
ansøgning	applicatie	ansøgning	applicatie	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
sangere	zangers	sangere	zanger	N;INDF;MASC+FEM;PL	N;PL
genopbygget	herbouwd	genopbygget	herbouwen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
hemmelig	geheim	hemmelig	geheim	ADJ;INDF;MASC+FEM;SG	ADJ
følges	gevolgd	følges	volgen	V;NFIN;PASS	V;V.PTCP
følges	volgde	følges	volgen	V;NFIN;PASS	V;SG;PST;FIN
følges	gevolgde	følges	volgen	V;NFIN;PASS	V;V.PTCP
bue	arc	bue	arc	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
bue	arch	bue	arch	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
bue	boog	bue	boog	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
bue	bow	bue	bow	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
bue	boeg	bue	boeg	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
bue	buiging	bue	buiging	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
bue	boog	bue	boog	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
christoph	christoph	christoph	christoph	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
værksted	garage	værksted	garage	N;INDF;NEUT;SG	N;MASC+FEM;SG
værksted	werkplaats	værksted	werkplaats	N;INDF;NEUT;SG	N;MASC+FEM;SG
værksted	workshop	værksted	workshop	N;INDF;NEUT;SG	N;MASC+FEM;SG
udtalelser	adviezen	udtalelse	advies	N;INDF;MASC+FEM;PL	N;PL
udtalelser	meningen	udtalelse	mening	N;INDF;MASC+FEM;PL	N;PL
udtalelser	opinies	udtalelse	opinie	N;INDF;MASC+FEM;PL	N;PL
udtalelser	verklaringen	udtalelse	verklaring	N;INDF;MASC+FEM;PL	N;PL
simpsons	simpson	simpsons	simpson	N;GEN;INDF;MASC+FEM;SG	N;MASC+FEM;SG
weekend	weekeinde	weekend	weekeinde	N;INDF;MASC+FEM;SG	N;NEUT;SG
weekend	weekend	weekend	weekend	N;INDF;MASC+FEM;SG	N;NEUT;SG
weekend	weekendje	weekend	weekendje	N;INDF;MASC+FEM;SG	N;NEUT;SG
sætninger	zinnen	sætning	zin	N;INDF;MASC+FEM;PL	N;PL
sætninger	uitdrukkingen	sætning	uitdrukking	N;INDF;MASC+FEM;PL	N;PL
sætninger	zinnen	sætning	zin	N;INDF;MASC+FEM;PL	N;PL
sætninger	vonnissen	sætning	vonnis	N;INDF;MASC+FEM;PL	N;PL
bryggeri	brouwerij	bryggeri	brouwerij	N;INDF;NEUT;SG	N;MASC+FEM;SG
bryggeri	brouwer	bryggeri	brouw	N;INDF;NEUT;SG	N;MASC+FEM;SG
bryggeri	brewer	bryggeri	brewer	N;INDF;NEUT;SG	N;MASC+FEM;SG
pulje	pool	pulje	pool	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
pulje	zwembad	pulje	zwembad	N;INDF;MASC+FEM;SG	N;NEUT;SG
sørger	rouwen	sørge	rouwen	V;IND;PRS;FIN;ACT	V;NFIN
sørger	rouwen	sørge	rouwen	V;IND;PRS;FIN;ACT	V;NFIN
sørger	rouwen	sørge	rouwen	V;IND;PRS;FIN;ACT	V;NFIN
sørger	rouwen	sørge	rouwen	V;IND;PRS;FIN;ACT	V;NFIN
atlético	atlético	atlético	atlético	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
tilsyn	supervisie	tilsyn	supervisie	N;INDF;NEUT;SG	N;MASC+FEM;SG
tilsyn	toezicht	tilsyn	toezicht	N;INDF;NEUT;SG	N;NEUT;SG
blom	blom	blom	blom	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
helium	helium	helium	helium	N;INDF;NEUT;SG	N;NEUT;SG
brugernavn	gebruikersnaam	brugernavn	gebruikersnaam	N;INDF;NEUT;SG	N;MASC+FEM;SG
indtaget	genomen	indtage	nemen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
indtaget	meegenomen	indtage	meenemen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
indtaget	ingenomen	indtage	innemen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
indtaget	ingeslikt	indtage	inslikken	V;INDF;SG;PST;V.PTCP	V;V.PTCP
indtaget	geconsumeerd	indtage	consumeren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
indtaget	verbruikte	indtage	verbruiken	V;INDF;SG;PST;V.PTCP	V;SG;PST;FIN
indtaget	verteerd	indtage	verteren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
crash	crash	crash	crash	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
glimrende	uitstekend	glimrende	uitstekend	ADJ	ADJ
glimrende	excellent	glimrende	excellent	ADJ	ADJ
glimrende	voortreffelijk	glimrende	voortreffelijk	ADJ	ADJ
ungdoms	jeugd	ungdom	jeugd	N;GEN;INDF;MASC+FEM;SG	N;MASC+FEM;SG
søgning	zoektocht	søgning	zoektocht	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
søgning	zoekopdracht	søgning	zoekopdracht	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
evolution	ontwikkeling	evolution	ontwikkeling	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
evolution	evolutie	evolution	evolutie	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
husene	huizen	hus	huis	N;DEF;NEUT;PL	N;PL
vidne	getuige	vidne	getuige	N;INDF;NEUT;SG	N;MASC+FEM;SG
seksuel	seksuele	seksuel	seksueel	ADJ;INDF;MASC+FEM;SG	ADJ
seksuel	seksueel	seksuel	seksueel	ADJ;INDF;MASC+FEM;SG	ADJ
landede	geland	lande	landen	V;IND;PST;FIN;ACT	V;V.PTCP
landede	landde	lande	landen	V;IND;PST;FIN;ACT	V;SG;PST;FIN
landede	aangeland	lande	aanlanden	V;IND;PST;FIN;ACT	V;V.PTCP
landede	aangevoerde	lande	aanvoeren	V;IND;PST;FIN;ACT	V;V.PTCP
beskeden	bescheiden	beskeden	bescheiden	ADJ;INDF;MASC+FEM;SG	ADJ
zar	tsaar	zar	tsaar	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
zar	tsaar	zar	tsaar	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
krydsere	kruisers	krydser	kruiser	N;INDF;NEUT;PL	N;PL
vinderne	winnaars	vinde	winnaar	N;DEF;MASC+FEM;PL	N;PL
brock	brock	brock	brock	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
falsk	vals	falsk	vals	ADJ;INDF;SG	ADJ
falsk	onwaar	falsk	onwaar	ADJ;INDF;SG	ADJ
falsk	valse	falsk	vals	ADJ;INDF;SG	ADJ
falsk	nep	falsk	nep	ADJ;INDF;SG	ADJ
falsk	fake	falsk	fake	ADJ;INDF;SG	ADJ
observeret	geobserveerd	observere	observeren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
observeret	waargenomen	observere	waarnemen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
nash	nash	nash	nash	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
mhz	mhz	mhz	mhz	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
monarki	monarchie	monarki	monarchie	N;INDF;NEUT;SG	N;MASC+FEM;SG
moral	moraal	moral	moraal	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
moral	moraal	moral	moraal	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
moral	moraal	moral	moraal	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
moral	moraliteit	moral	moraliteit	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
moral	moraal	moral	moraal	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
gilbert	gilbert	gilbert	gilberen	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
sandsynlighed	waarschijnlijkheid	sandsynlighed	waarschijnlijkheid	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
sandsynlighed	waarschijnlijkheid	sandsynlighed	waarschijnlijkheid	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
håbede	hopen	håbe	hopen	V;IND;PST;FIN;ACT	V;NFIN
håbede	hopend	håbe	hopen	V;IND;PST;FIN;ACT	V;V.PTCP
håbede	gehoopt	håbe	hopen	V;IND;PST;FIN;ACT	V;V.PTCP
håbede	hoopten	håbe	hopen	V;IND;PST;FIN;ACT	V;PL;PST;FIN
håbede	hoopte	håbe	hoopte	V;IND;PST;FIN;ACT	V;SG;PST;FIN
dokumenteret	gedocumenteerd	dokumenteret	documenteren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
dokumenteret	gedocumenteerde	dokumenteret	documenteren	V;INDF;SG;PST;V.PTCP	V;SG;PST;FIN
dokumenteret	bewezen	dokumenteret	bewijzen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
dokumenteret	aangetoonde	dokumenteret	aantonen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
akustisk	akoestisch	akustisk	akoestisch	ADJ;INDF;SG	ADJ
akustisk	akoestische	akustisk	akoestisch	ADJ;INDF;SG	ADJ
akustisk	hoorbaar	akustisk	hoorbaar	ADJ;INDF;SG	ADJ
konference	conferentie	konference	conferentie	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
martha	martha	martha	martha	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
massive	massief	massive	massief	ADJ;PL	ADJ
massive	enorme	massive	enorm	ADJ;PL	ADJ
massive	massaal	massive	massaal	ADJ;PL	ADJ
massive	massale	massive	massaal	ADJ;PL	ADJ
leveres	geleverd	levere	leveren	V;IND;PRS;FIN;PASS	V;V.PTCP
leveres	geleverde	levere	leveren	V;IND;PRS;FIN;PASS	V;V.PTCP
leveres	bezorgd	levere	bezorgd	V;IND;PRS;FIN;PASS	V;V.PTCP
leveres	afgeleverd	levere	afleveren	V;IND;PRS;FIN;PASS	V;V.PTCP
kyster	kusten	kyste	kusten	N;INDF;MASC+FEM;PL	N;PL
kyster	kusten	kyste	kusten	N;INDF;MASC+FEM;PL	N;PL
frisk	vers	frisk	vers	ADJ;INDF;SG	ADJ
frisk	fris	frisk	fris	ADJ;INDF;SG	ADJ
stabil	stabiel	stabil	stabiel	ADJ;INDF;MASC+FEM;SG	ADJ
stabil	stabiele	stabil	stabiel	ADJ;INDF;MASC+FEM;SG	ADJ
forbrug	verbruik	forbrug	verbruik	N;INDF;NEUT;SG	N;NEUT;SG
forbrug	consumptie	forbrug	consumptie	N;INDF;NEUT;SG	N;MASC+FEM;SG
germain	germain	germain	rmainen	N;INDF;NEUT;SG	N;MASC+FEM;SG
seat	seat	seat	seten	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
seat	zitplaats	seat	zitplaats	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
seat	stoel	seat	stoel	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
seat	zetel	seat	zetel	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
eksperter	experts	ekspert	expert	N;INDF;MASC+FEM;PL	N;PL
eksperter	experten	ekspert	expert	N;INDF;MASC+FEM;PL	N;PL
tyndt	mager	tyndt	maag	ADJ;INDF;NEUT;SG	ADJ
tyndt	dun	tyndt	dun	ADJ;INDF;NEUT;SG	ADJ
sank	verzonken	synke	verzinken	V;IND;PST;FIN;ACT	V;V.PTCP
sank	gezonken	synke	zinken	V;IND;PST;FIN;ACT	V;V.PTCP
sank	zonk	synke	zinken	V;IND;PST;FIN;ACT	V;SG;PST;FIN
sank	gezonken	synke	zinken	V;IND;PST;FIN;ACT	V;V.PTCP
freja	freja	freja	freja	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
freja	freya	freja	freya	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
versionen	versie	version	versie	N;DEF;MASC+FEM;SG	N;MASC+FEM;SG
chefen	baas	chef	baas	N;DEF;MASC+FEM;SG	N;MASC+FEM;SG
chefen	boss	chef	boss	N;DEF;MASC+FEM;SG	N;MASC+FEM;SG
diesel	dieselolie	diesel	dieselolie	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
diesel	diesel	diesel	diesel	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
brønshøj	brønshøj	brønshøj	brønshøj	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
analyser	analytics	analyse	analytics	N;INDF;MASC+FEM;PL	N;PL
analyser	analyses	analyse	analyse	N;INDF;MASC+FEM;PL	N;PL
analyser	analyses	analyse	analyse	N;INDF;MASC+FEM;PL	N;PL
steget	gestegen	stige	stijgen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
steget	herrezen	stige	herrijzen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
steget	opgestaan	stige	opstaan	V;INDF;SG;PST;V.PTCP	V;V.PTCP
forårsagede	veroorzaakte	forårsage	veroorzaken	V;IND;PST;FIN;ACT	V;SG;PST;FIN
forårsagede	veroorzaakt	forårsage	veroorzaken	V;IND;PST;FIN;ACT	V;V.PTCP
detaljeret	gedetailleerd	detaljeret	detailleren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
detaljeret	gedetailleerde	detaljeret	detailleren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
bekendte	kennissen	bekendt	kennis	N;INDF;MASC+FEM;PL	N;PL
bekendte	bekenden	bekendt	bekend	N;INDF;MASC+FEM;PL	N;PL
mærker	merken	mærke	merk	N;INDF;NEUT;PL	N;PL
mærker	brands	mærke	brand	N;INDF;NEUT;PL	N;PL
mærker	marken	mærke	mark	N;INDF;NEUT;PL	N;PL
mærker	merktekens	mærke	merkteken	N;INDF;NEUT;PL	N;PL
mærker	opschriften	mærke	opschriften	N;INDF;NEUT;PL	N;PL
mærker	markeringen	mærke	markering	N;INDF;NEUT;PL	N;PL
mærker	merktekens	mærke	merkteken	N;INDF;NEUT;PL	N;PL
mærker	labels	mærke	label	N;INDF;NEUT;PL	N;PL
tråd	draad	tråd	draad	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
tråd	draad	tråd	draad	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
bopæl	verblijfplaats	bopæl	verblijfplaats	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
bopæl	residentie	bopæl	residentie	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
bopæl	woonplaats	bopæl	woonplaats	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
bopæl	domicilie	bopæl	domicilie	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
jürgen	jürgen	jürg	jurgen	N;DEF;MASC+FEM;SG	N;MASC+FEM;SG
jürgen	jurgen	jürg	jurgen	N;DEF;MASC+FEM;SG	N;MASC+FEM;SG
læsere	lezers	læser	lezer	N;INDF;MASC+FEM;PL	N;PL
hjemkomst	thuiskomst	hjemkomst	thuiskomst	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
hjemkomst	homecoming	hjemkomst	homecoming	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
knight	ridder	knight	ridder	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
tilgængeligt	beschikbare	tilgængeligt	beschikbaar	ADJ;INDF;NEUT;SG	ADJ
tilgængeligt	verkrijgbaar	tilgængeligt	verkrijgbaar	ADJ;INDF;NEUT;SG	ADJ
tilgængeligt	beschikbaar	tilgængeligt	beschikbaar	ADJ;INDF;NEUT;SG	ADJ
tilgængeligt	bereikbaar	tilgængeligt	bereikbaar	ADJ;INDF;NEUT;SG	ADJ
tilgængeligt	toegankelijke	tilgængeligt	toegankelijk	ADJ;INDF;NEUT;SG	ADJ
tilgængeligt	toegankelijk	tilgængeligt	toegankelijk	ADJ;INDF;NEUT;SG	ADJ
døren	deur	dør	deur	N;DEF;MASC+FEM;SG	N;MASC+FEM;SG
tungt	zwaar	tungt	zwaar	ADJ;INDF;NEUT;SG	ADJ
tungt	zware	tungt	zwaar	ADJ;INDF;NEUT;SG	ADJ
tungt	heftig	tungt	heftig	ADJ;INDF;NEUT;SG	ADJ
viet	gewijd	viet	wijden	V;INDF;SG;PST;V.PTCP	V;V.PTCP
rode	rommelen	rode	rommel	V;NFIN;ACT	V;NFIN
bertel	bertel	bertel	bertel	N;INDF;NEUT;SG	N;MASC+FEM;SG
smukt	mooi	smuk	mooi	ADJ;INDF;NEUT;SG	ADJ
smukt	prachtig	smuk	prachtig	ADJ;INDF;NEUT;SG	ADJ
smukt	mooie	smuk	mooi	ADJ;INDF;NEUT;SG	ADJ
thorning	thorning	thorning	thorning	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
grundstoffer	elementen	grundstof	element	N;INDF;NEUT;PL	N;PL
ryg	rug	ryg	rug	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
ryg	back	ryg	back	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
ryg	rook	ryg	rook	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
faldende	dalend	falde	dalen	V;PRS;V.PTCP	V;V.PTCP
faldende	vallende	falde	vallen	V;PRS;V.PTCP	V;V.PTCP
faldende	vallen	falde	vallen	V;PRS;V.PTCP	V;NFIN
