die	the	die	the	DET;DEF	DET;DEF
geëis	claimed	eis	claim	V;PST;V.PTCP	V;IND;PST;FIN
afstammelinge	descendants	afstammeling	descendant	N;PL	N;PL
boeing	boeing	boeing	boe	N;SG	N;SG
feite	facts	feit	fact	N;PL	N;PL
sirkel	circle	sirkel	circle	N;SG	N;SG
perspektief	perspective	perspektief	perspective	N;SG	N;SG
kings	kings	king	king	N;PL	N;PL
helderheid	brightness	helderheid	brightness	N;SG	N;SG
toepassings	applications	toepassing	application	N;PL	N;PL
toepassings	apps	toepassing	app	N;PL	N;PL
weduwee	widow	weduwee	widow	N;SG	N;SG
fiksie	fiction	fiksie	fiction	N;SG	N;SG
metale	metals	metaal	metal	N;PL	N;PL
klubs	clubs	klubs	club	N;PL	N;PL
domein	domain	domein	domain	N;SG	N;SG
kloosters	convents	klooster	convent	N;PL	N;PL
blootgestel	exposed	blootstel	expose	V;PST;V.PTCP	V;PST;V.PTCP
individu	individual	individu	individual	N;SG	N;SG
oorsig	overview	oorsig	overview	N;SG	N;SG
oorsig	review	oorsig	review	N;SG	N;SG
misdaad	crime	misdaad	crime	N;SG	N;SG
villa	villa	villa	villa	N;SG	N;SG
sneeu	snow	sneeu	snow	N;SG	N;SG
stabiele	stable	stabiel	stable	ADJ;NOM	ADJ
vertalings	translations	vertaling	translation	N;PL	N;PL
oosterse	oriental	oosters	oriental	ADJ;NOM	ADJ
optiese	optical	optiese	optical	ADJ;NOM	ADJ
lokomotief	locomotive	lokomotief	locomotive	N;SG	N;SG
ontwerpe	designs	ontwerp	design	N;PL	N;PL
uitdrukking	expression	uitdrukking	expression	N;SG	N;SG
uitwissing	extinction	uitwissing	extinction	N;SG	N;SG
sout	salt	sout	salt	N;SG	N;SG
hernoem	rename	hernoem	rename	V;PRS	V;IMP;FIN
gewildheid	popularity	gewildheid	popularity	N;SG	N;SG
vaandel	ensign	vaandel	ensign	N;SG	N;SG
lot	fate	lot	fate	N;SG	N;SG
vyand	enemy	vyand	enemy	N;SG	N;SG
opname	survey	opname	survey	N;SG	N;SG
vlaktes	plains	vlakte	plain	N;PL	N;PL
wyke	wards	wyak	ward	N;PL	N;PL
skenk	donate	skenk	donate	V;PRS	V;IMP;FIN
skiet	shoot	skiet	shoot	V;PRS	V;IMP;FIN
koor	choir	koor	choir	N;SG	N;SG
manne	men	man	man	N;PL	N;PL
bewegings	motions	beweging	motion	N;PL	N;PL
betrek	involve	betrek	involve	V;PRS	V;IMP;FIN
skandinawiese	scandinavian	skandinawies	scandinavian	ADJ;NOM	ADJ
amptenare	officials	amptenaar	official	N;PL	N;PL
volwassenes	adults	volwassene	adult	N;PL	N;PL
musiekgroep	band	musiekgroep	band	N;SG	N;SG
persoonlikheid	personality	persoonlikheid	personality	N;SG	N;SG
onderhou	maintain	onderhou	maintain	V;PRS	V;IMP;FIN
uitgawes	editions	uitgawe	edition	N;PL	N;PL
arktiese	arctic	arkties	arctic	ADJ;NOM	ADJ
slaap	sleep	slaap	sleep	N;SG	N;SG
slaap	sleeping	slaap	sleeping	N;SG	N;SG
monumente	monuments	monument	monument	N;PL	N;PL
lading	charge	lading	charge	N;SG	N;SG
nek	neck	nek	neck	N;SG	N;SG
bemark	promote	bemark	promote	V;PRS	V;IMP;FIN
staal	steel	staal	steel	N;SG	N;SG
verblyf	lodging	verblyf	lodging	N;SG	N;SG
ondervind	having	ondervind	have	V;PRS	V;V.MSDR
geheim	secret	heim	secret	N;SG	N;SG
atome	atoms	atom	atom	N;PL	N;PL
omvang	range	omvang	range	N;SG	N;SG
mater	mater	mater	mater	N;SG	N;SG
diepte	depth	diepte	depth	N;SG	N;SG
tegniek	technique	tegniek	technique	N;SG	N;SG
voortgegaan	proceeded	voortgaan	proceed	V;PST;V.PTCP	V;PST;V.PTCP
markte	markets	mark	market	N;PL	N;PL
geïnspireer	inspired	inspireer	inspire	V;PST;V.PTCP	V;PST;V.PTCP
identifiseer	identify	identifiseer	identify	V;PRS	V;IMP;FIN
armoede	poverty	armoede	poverty	N;SG	N;SG
seisoene	seasons	seisoen	season	N;PL	N;PL
moorde	murders	moord	murder	N;PL	N;PL
ridder	knight	ridder	knight	N;SG	N;SG
uraan	uranium	uraan	uranium	N;SG	N;SG
naaswenner	runner	naaswenner	runner	N;SG	N;SG
inderdaad	indeed	inderdaad	indeed	ADV	ADV
dubbele	double	dubbel	double	ADJ;NOM	ADJ
kontrak	contract	kontrak	contract	N;SG	N;SG
klassifikasie	classification	klassifikasie	classification	N;SG	N;SG
beeste	cattle	bees	cattle	N;PL	N;PL
verken	explore	verken	explore	V;PRS	V;IMP;FIN
invloedryke	influential	invloedryk	influential	ADJ;NOM	ADJ
analise	analysis	analise	analysis	N;SG	N;SG
galery	gallery	galery	gallery	N;SG	N;SG
ondergrondse	underground	ondergronds	underground	ADJ;NOM	ADJ
faktor	factor	faktor	factor	N;SG	N;SG
versier	decorate	versier	decorate	V;PRS	V;IMP;FIN
geselskap	society	geselskap	society	N;SG	N;SG
gevul	filled	vul	fill	V;PST;V.PTCP	V;PST;V.PTCP
termyn	term	termyn	term	N;SG	N;SG
wysigings	edits	wysiging	edit	N;PL	N;PL
wysigings	updates	wysiging	update	N;PL	N;PL
gedagtes	thoughts	dagte	thought	N;PL	N;PL
satelliete	satellites	satelliet	satellite	N;PL	N;PL
kanale	channels	kanaal	channel	N;PL	N;PL
kwart	quarter	kwart	quarter	N;SG	N;SG
voertuig	vehicle	voertuig	vehicle	N;SG	N;SG
grondwetlike	constitutional	grondwetlik	constitutional	ADJ;NOM	ADJ
kontinent	continent	kontinent	continent	N;SG	N;SG
spektrum	spectrum	spektrum	spectrum	N;SG	N;SG
swerm	flock	swerm	flock	N;SG	N;SG
aanleg	flair	aanleg	flair	N;SG	N;SG
toelaat	allow	toelaat	allow	V;PRS	V;IMP;FIN
sigbare	visible	sigbaar	visible	ADJ;NOM	ADJ
getuienis	witness	getuienis	witness	N;SG	N;SG
getuienis	evidence	getuienis	evidence	N;SG	N;SG
landgoed	estate	landgoed	estate	N;SG	N;SG
afstande	distances	afstande	distance	N;PL	N;PL
tema	theme	tema	theme	N;SG	N;SG
afkorting	abbreviation	afkorting	abbreviation	N;SG	N;SG
rykdom	wealth	rykdom	wealth	N;SG	N;SG
presidensiële	presidential	presidensieel	presidential	ADJ;NOM	ADJ
volgelinge	followers	volgeling	follower	N;PL	N;PL
ingenieurswese	engineering	ingenieurswese	engineering	N;SG	N;SG
verhoor	trial	verhoor	trial	N;SG	N;SG
verhoor	hearing	verhoor	hearing	N;SG	N;SG
verwydering	takedown	verwydering	takedown	N;SG	N;SG
verwydering	removal	verwydering	removal	N;SG	N;SG
akteurs	actors	akteur	actor	N;PL	N;PL
agentskap	agency	agentskap	agency	N;SG	N;SG
handtekening	signature	handtekening	signature	N;SG	N;SG
geloods	launched	geloods	launch	V;PST;V.PTCP	V;PST;V.PTCP
ligter	lighter	ligter	lighter	ADJ;NOM;CMPR	ADJ;CMPR
siel	soul	siel	soul	N;SG	N;SG
teenstander	opponent	teenstander	opponent	N;SG	N;SG
lidmaatskap	membership	lidmaatskap	membership	N;SG	N;SG
lugredery	airline	lugredery	airline	N;SG	N;SG
gestoor	saved	stoor	save	V;PST;V.PTCP	V;PST;V.PTCP
mode	fashion	mode	fashion	N;SG	N;SG
platform	platform	platform	platform	N;SG	N;SG
torings	towers	toring	tower	N;PL	N;PL
herhaal	reflect	herhaal	reflect	V;PRS	V;IMP;FIN
herhaal	repeat	herhaal	repeat	V;PRS	V;IMP;FIN
brood	bread	brood	bread	N;SG	N;SG
verlig	highlight	verlig	highlight	V;PRS	V;IMP;FIN
franke	franks	frank	frank	N;PL	N;PL
maat	partner	maat	partner	N;SG	N;SG
doelwitte	goals	doelwit	goal	N;PL	N;PL
verbintenis	commitment	verbintenis	commitment	N;SG	N;SG
kanker	cancer	kanker	cancer	N;SG	N;SG
kaas	cheese	kaas	cheese	N;SG	N;SG
waters	waters	waters	water	N;PL	N;PL
verantwoordelikheid	responsibility	verantwoordelikheid	responsibility	N;SG	N;SG
kopiereg	copy	kopiereg	copy	N;SG	N;SG
kopiereg	copyright	kopiereg	copyright	N;SG	N;SG
stormers	stormers	stormer	stormer	N;PL	N;PL
wetenskappe	sciences	wetenskap	science	N;PL	N;PL
skeiding	separator	skeiding	separator	N;SG	N;SG
fout	mistake	fout	mistake	N;SG	N;SG
fout	bug	fout	bug	N;SG	N;SG
fout	error	fout	error	N;SG	N;SG
rondte	lap	rondte	lap	N;SG	N;SG
highlanders	highlanders	highlander	highlander	N;PL	N;PL
geleef	lived	leef	live	V;PST;V.PTCP	V;PST;V.PTCP
bodem	bottom	bodem	bottom	N;SG	N;SG
potensiaal	potential	potensiaal	potential	N;SG	N;SG
doeltreffende	efficient	doeltreffend	efficient	ADJ;NOM	ADJ
salaris	salary	salaris	salary	N;SG	N;SG
alpe	alps	al	alp	N;SG	N;SG
toestelle	appliances	toestel	appliance	N;PL	N;PL
toestelle	devices	toestel	device	N;PL	N;PL
bevestiging	confirmation	bevestiging	confirmation	N;SG	N;SG
liedjieskrywer	lyricist	liedjieskrywer	lyricist	N;SG	N;SG
vergaderings	meetings	vergadering	meeting	N;PL	N;PL
vlugte	flights	vlug	flight	N;PL	N;PL
oorgang	transition	oorgang	transition	N;SG	N;SG
wortels	roots	wortels	root	N;PL	N;PL
weier	refuse	weier	refuse	V;PRS	V;IMP;FIN
weier	dismiss	weier	dismiss	V;PRS	V;IMP;FIN
sekondes	seconds	sekonde	seconds	N;PL	N;PL
winkel	shop	winkel	shop	N;SG	N;SG
winkel	store	winkel	store	N;SG	N;SG
legende	legend	leg	legend	N;SG	N;SG
atlete	athletes	atleet	athlete	N;PL	N;PL
agteruitgang	deterioration	agteruitgang	deterioration	N;SG	N;SG
veiligheid	safety	veiligheid	safety	N;SG	N;SG
myne	mines	myne	mine	N;PL	N;PL
aanbeveel	recommend	aanbeveel	recommend	V;PRS	V;IND;FIN
visuele	visual	visueel	visual	ADJ;NOM	ADJ
woonbuurt	neighborhood	woonbuurt	neighborhood	N;SG	N;SG
woonbuurt	neighbourhood	woonbuurt	neighbourhood	N;SG	N;SG
hond	dog	hond	dog	N;SG	N;SG
klavier	piano	klavier	piano	N;SG	N;SG
geluk	happiness	geluk	happiness	N;SG	N;SG
berei	prepare	berei	prepare	V;PRS	V;IMP;FIN
voorstelle	suggestions	voorstel	suggestion	N;PL	N;PL
gehandhaaf	observed	gehandhaaf	observe	V;PST;V.PTCP	V;PST;V.PTCP
paralimpiese	paralympic	paralimpies	paralympic	ADJ;NOM	ADJ
gasheer	host	gasheer	host	N;SG	N;SG
gasheer	hosting	gasheer	hosting	N;SG	N;SG
uitbarsting	eruption	uitbarsting	eruption	N;SG	N;SG
sel	cell	sel	cell	N;SG	N;SG
vyande	enemies	vyand	enemy	N;PL	N;PL
immigrasie	immigration	immigrasie	immigration	N;SG	N;SG
dagboek	diary	dagboek	diary	N;SG	N;SG
debat	debate	debat	debate	N;SG	N;SG
assistent	assistant	assistent	assistant	N;SG	N;SG
assistent	wizard	assistent	wizard	N;SG	N;SG
straling	radiation	straling	radiation	N;SG	N;SG
goedkeuring	approval	goedkeuring	approval	N;SG	N;SG
voorberei	prepare	voorberei	prepare	V;PRS	V;IMP;FIN
graan	grain	graan	grain	N;SG	N;SG
graan	cereal	graan	cereal	N;SG	N;SG
vyftien	fifteen	vyftien	fifteen	NUM	NUM
gesamentlik	collectively	gesamentlik	collectively	ADV	ADV
verteenwoordiger	representative	verteenwoordiger	representative	N;SG	N;SG
liter	litre	liter	litre	N;SG	N;SG
posisies	positions	posisie	position	N;PL	N;PL
plaat	plate	plaat	plate	N;SG	N;SG
kampe	camps	kampe	camp	N;PL	N;PL
vrystelling	release	vrystelling	release	N;SG	N;SG
gooi	throw	gooi	throw	V;PRS	V;IMP;FIN
katalogus	catalog	katalogus	catalog	N;SG	N;SG
katalogus	catalogue	katalogus	catalogue	N;SG	N;SG
saamgestelde	composite	saamstel	composite	ADJ;NOM	ADJ
myn	mining	myn	mining	N;SG	N;SG
klink	sounds	klink	sound	V;PRS	V;IND;SG;3;PRS;FIN
numberoffiles	numberoffiles	numberoffile	numberoffile	N;PL	N;PL
numberofarticles	numberofarticles	numberofararticle	numberofarticle	N;PL	N;PL
numberofusers	numberofusers	numberofuser	numberofuser	N;PL	N;PL
numberofactiveusers	numberofactiveusers	numberofactiveuser	numberofactiveusers	N;PL	N;PL
activeusers	activeusers	activeuser	activeuser	N;PL	N;PL
kamers	rooms	kamer	room	N;PL	N;PL
plattelandse	rustic	plattelands	rustic	ADJ;NOM	ADJ
herdenking	anniversary	herdenking	anniversary	N;SG	N;SG
intellektuele	intellectual	intellektueel	intellectual	ADJ;NOM	ADJ
prokureur	lawyer	prokureur	lawyer	N;SG	N;SG
held	hero	held	hero	N;SG	N;SG
effekte	effects	effekte	effect	N;PL	N;PL
gesonde	healthy	gesond	healthy	ADJ;NOM	ADJ
kwalifiseer	qualify	kwalifiseer	qualify	V;PRS	V;IMP;FIN
suiker	sugar	suiker	sugar	N;SG	N;SG
kriteria	criteria	kriterium	criterion	N;PL	N;PL
suur	sour	suur	sour	N;SG	N;SG
vrug	fruit	vrug	fruit	N;SG	N;SG
kapel	chapel	kapel	chapel	N;SG	N;SG
opgedra	dedicated	opdra	dedicated	V;PST;V.PTCP	V;PST;V.PTCP
syfer	digit	syfer	digit	N;SG	N;SG
sitplek	seat	sitplek	seat	N;SG	N;SG
onderhandelinge	negotiations	onderhandeling	negotiation	N;PL	N;PL
boerdery	farming	boerdery	farm	N;SG	N;SG
kragtige	powerful	kragtig	powerful	ADJ;NOM	ADJ
musikante	musicians	musikant	musician	N;PL	N;PL
kwessie	issue	kwessie	issue	N;SG	N;SG
aandele	stocks	aandel	stock	N;PL	N;PL
globale	global	globaal	global	ADJ;NOM	ADJ
meester	master	meester	master	N;SG	N;SG
moskee	mosque	moskee	mosque	N;SG	N;SG
prestasies	achievements	prestasie	achievement	N;PL	N;PL
referendum	referendum	referendum	referendum	N;SG	N;SG
vakansies	vacations	vakansie	vacation	N;PL	N;PL
vakansies	holidays	vakansie	holiday	N;PL	N;PL
reise	trips	reis	trip	N;PL	N;PL
teleskoop	telescope	teleskoop	telescope	N;SG	N;SG
grammatika	grammar	grammatika	grammar	N;SG	N;SG
periodes	periods	periode	period	N;PL	N;PL
bas	bark	bas	bark	N;SG	N;SG
voordele	advantages	voordeel	advantage	N;PL	N;PL
voordele	benefits	voordeel	benefit	N;PL	N;PL
gesoek	wanted	gesoek	want	V;PST;V.PTCP	V;IND;PST;FIN
konsentrasie	concentration	konsentrasie	concentration	N;SG	N;SG
ingedeel	divided	indeel	divide	V;PST;V.PTCP	V;PST;V.PTCP
temas	themes	tema	theme	N;PL	N;PL
beeldhouer	sculptor	beeldhouer	sculptor	N;SG	N;SG
redelike	reasonable	redelik	reasonable	ADJ;NOM	ADJ
statistieke	statistics	statistiek	statistic	N;PL	N;PL
statistieke	stats	statistiek	stat	N;PL	N;PL
voete	feet	voet	foot	N;PL	N;PL
gevangenis	prison	gevangenis	prison	N;SG	N;SG
ontbinding	dissolution	ontbinding	dissolution	N;SG	N;SG
insig	insight	insig	insight	N;SG	N;SG
teenstanders	opponents	teenstander	opponent	N;PL	N;PL
vat	taking	vat	take	V;PRS	V;V.MSDR
vat	take	vat	take	V;PRS	V;IMP;FIN
tempels	temples	tempel	temple	N;PL	N;PL
instrument	instrument	instrument	instrument	N;SG	N;SG
foute	errors	fout	error	N;PL	N;PL
wolwe	wolves	wolwe	wolf	N;PL	N;PL
kruistog	crusade	kruistog	crusade	N;SG	N;SG
geweet	knew	weet	know	V;PST;V.PTCP	V;IND;PST;FIN
oorsake	causes	oorsaak	cause	N;PL	N;PL
finansies	finance	finansies	finance	N;SG	N;SG
definieer	underline	definieer	underline	V;PRS	V;IMP;FIN
definieer	define	definieer	define	V;PRS	V;IMP;FIN
argentynse	argentine	argentyns	argentine	ADJ;NOM	ADJ
brein	brain	brein	brain	N;SG	N;SG
eggenoot	spouse	eggenoot	spouse	N;SG	N;SG
reputasie	reputation	reputasie	reputation	N;SG	N;SG
grotte	caverns	groot	cavern	N;PL	N;PL
woordeskat	vocabulary	woordeskat	vocabulary	N;SG	N;SG
veertien	fourteen	veertien	fourteen	NUM	NUM
grot	cave	grot	cave	N;SG	N;SG
kritiese	critical	krities	critical	ADJ;NOM	ADJ
dramatiese	dramatic	dramaties	dramatic	ADJ;NOM	ADJ
besittings	belongings	besitting	belonging	N;PL	N;PL
besittings	possessions	besitting	possession	N;PL	N;PL
aanvaarding	acceptance	aanvaarding	acceptance	N;SG	N;SG
toeskouers	watchers	toeskouer	watcher	N;PL	N;PL
gimnasium	gym	gimnasium	gym	N;SG	N;SG
eienaars	owners	eienaars	owner	N;PL	N;PL
drank	drink	drank	drink	N;SG	N;SG
gestem	voted	stem	vote	V;PST;V.PTCP	V;IND;PST;FIN
gif	gif	gif	gif	N;SG	N;SG
biologie	biology	biologie	biology	N;SG	N;SG
kampus	campus	kampus	campus	N;SG	N;SG
fondse	funds	fonds	fund	N;PL	N;PL
teoretiese	theoretical	teoreties	theoretical	ADJ;NOM	ADJ
broek	cloth	broek	cloth	N;SG	N;SG
komponent	component	komponent	component	N;SG	N;SG
gasse	fumes	gas	fume	N;PL	N;PL
gasse	gases	gas	gas	N;PL	N;PL
arena	arena	arena	arena	N;SG	N;SG
mynbou	mining	mynbou	mining	N;SG	N;SG
droogte	drought	droogte	dring	N;SG	N;SG
sisteem	system	sisteem	system	N;SG	N;SG
stappe	steps	stap	step	N;PL	N;PL
bruto	gross	bruto	gross	ADJ;NOM	ADJ
bewaring	conservation	bewaring	conservation	N;SG	N;SG
bewaring	preservation	bewaring	preservation	N;SG	N;SG
bestemmings	destinations	bestemming	destination	N;PL	N;PL
baba	baby	baba	baby	N;SG	N;SG
konfederasie	confederation	konfederasie	confederation	N;SG	N;SG
treine	trains	treine	train	N;PL	N;PL
botsing	clash	botsing	clash	N;SG	N;SG
deure	doors	deur	door	N;PL	N;PL
voorval	incident	voorval	incident	N;SG	N;SG
fonds	fund	fonds	fund	N;SG	N;SG
klop	beat	klop	beat	V;PRS	V;IMP;FIN
klop	knock	klop	knock	V;PRS	V;IMP;FIN
pyn	pain	pyn	pain	N;SG	N;SG
voorwaardes	conditions	voorwaarde	condition	N;PL	N;PL
voorwaardes	terms	voorwaarde	term	N;PL	N;PL
piek	spike	piek	spike	N;SG	N;SG
poog	aims	poog	aim	V;PRS	V;IND;SG;3;PRS;FIN
gelyktydig	simultaneously	gelyktydig	simultaneously	ADV	ADV
episode	episode	episode	episode	N;SG	N;SG
kleinseun	grandson	kleinseun	grandson	N;SG	N;SG
kolonel	colonel	kolonel	colonel	N;SG	N;SG
betrokkenheid	engagement	betrokkenheid	engagement	N;SG	N;SG
koalisie	coalition	koalisie	coalition	N;SG	N;SG
moderator	moderator	moderator	moderator	N;SG	N;SG
begrafnis	funeral	begrafnis	funeral	N;SG	N;SG
gedryf	driven	dryf	drive	V;PST;V.PTCP	V;PST;V.PTCP
hardloop	run	hardloop	run	V;PRS	V;IMP;FIN
vertaler	translator	vertaler	translator	N;SG	N;SG
uiteenlopende	diverse	uiteenloop	diverse	ADJ;NOM	ADJ
inisiatief	initiative	inisiatief	initiative	N;SG	N;SG
fases	phases	fase	phase	N;PL	N;PL
koring	corn	koring	corn	N;SG	N;SG
koring	wheat	koring	wheat	N;SG	N;SG
ateljee	studio	ateljee	studio	N;SG	N;SG
ministers	ministers	minister	minister	N;PL	N;PL
museums	museums	museum	museum	N;PL	N;PL
kryt	cretaceous	kryt	cretaceous	N;SG	N;SG
omvattende	comprehensive	omvat	comprehensive	ADJ;NOM	ADJ
omvattende	dynamic	omvat	dynamic	ADJ;NOM	ADJ
prosa	prose	prosa	prose	N;SG	N;SG
meisies	girls	meisie	girl	N;PL	N;PL
meisies	females	meisie	female	N;PL	N;PL
geheue	memory	heue	memory	N;SG	N;SG
organiseer	organize	organiseer	organize	V;PRS	V;IMP;FIN
organiseer	organise	organiseer	organise	V;PRS	V;IMP;FIN
gesprek	conversation	gesprek	conversation	N;SG	N;SG
rekening	account	rekening	account	N;SG	N;SG
skare	crowd	skaar	crowd	N;SG	N;SG
bygestaan	assisted	bystaan	assist	V;PST;V.PTCP	V;PST;V.PTCP
ore	ears	ore	ear	N;PL	N;PL
uitslag	result	uitslag	result	N;SG	N;SG
siklus	cycle	siklus	cycle	N;SG	N;SG
vrag	freight	vrag	freight	N;SG	N;SG
oorwinnings	victories	oorwinning	victory	N;PL	N;PL
bekwame	capable	bekwame	capable	ADJ;NOM	ADJ
republieke	republics	republiek	republic	N;PL	N;PL
strewe	pursuit	strewe	pursuit	N;SG	N;SG
argief	archive	argief	archive	N;SG	N;SG
beurs	scholarship	beurs	scholarship	N;SG	N;SG
aanbod	bid	aanbod	bid	N;SG	N;SG
beleggings	investments	belegging	investment	N;PL	N;PL
simboliese	symbolic	simbolies	symbolic	ADJ;NOM	ADJ
humor	humour	humor	humour	N;SG	N;SG
bestyging	ascent	bestyging	ascent	N;SG	N;SG
verslae	reports	verslag	report	N;PL	N;PL
olifant	elephant	olifant	elephant	N;SG	N;SG
opgelos	resolved	oplos	resolve	V;PST;V.PTCP	V;PST;V.PTCP
spog	brag	spog	brag	V;PRS	V;IMP;FIN
doelwit	objective	doelwit	objective	N;SG	N;SG
doelwit	goal	doelwit	goal	N;SG	N;SG
beseer	hurting	beseer	hurt	V;PRS	V;V.MSDR
eksperimente	experiments	eksperiment	experiment	N;PL	N;PL
beplanning	planning	beplanning	planning	N;SG	N;SG
skryfwerk	burning	skryfwerk	burn	N;SG	N;SG
ramp	disaster	ramp	disaster	N;SG	N;SG
gepoog	trying	moog	try	V;PST;V.PTCP	V;V.MSDR
reaksies	reactions	reaksie	reaction	N;PL	N;PL
onmiddellike	immediate	onmiddellik	immediate	ADJ;NOM	ADJ
migrasie	migration	migrasie	migration	N;SG	N;SG
ingesamel	raised	insamel	raise	V;PST;V.PTCP	V;PST;V.PTCP
periodieke	periodic	periodiek	periodic	ADJ;NOM	ADJ
strande	beaches	strand	beach	N;PL	N;PL
geriewe	facilities	rief	facility	N;PL	N;PL
fliek	movie	fliek	movie	N;SG	N;SG
woonbuurte	neighborhoods	woonbuurte	neighborhood	N;PL	N;PL
inspirasie	inspiration	inspirasie	inspiration	N;SG	N;SG
byeenkoms	gathering	byeenkoms	gather	N;SG	N;SG
botaniese	botanical	botanies	botanical	ADJ;NOM	ADJ
verswak	weaken	verswak	weaken	V;PRS	V;IMP;FIN
belê	invest	belê	invest	V;PRS	V;IMP;FIN
molekules	molecules	molekule	molecule	N;PL	N;PL
kommissaris	commissioner	kommissaris	commissioner	N;SG	N;SG
gespel	spelt	spel	spelt	V;PST;V.PTCP	V;PST;V.PTCP
voorafgegaan	preceded	voorafgaan	precede	V;PST;V.PTCP	V;PST;V.PTCP
ouma	grandmother	ouma	grandmother	N;SG	N;SG
ouma	grandma	ouma	grandma	N;SG	N;SG
vulkaan	volcano	vulkaan	volcano	N;SG	N;SG
vere	feathers	vere	feather	N;PL	N;PL
diagram	diagram	diagram	diagram	N;SG	N;SG
versamelings	collections	versameling	collection	N;PL	N;PL
aanraking	touch	aanraking	touch	N;SG	N;SG
aanbieder	presenter	aanbieder	presenter	N;SG	N;SG
genooi	invited	nooi	invite	V;PST;V.PTCP	V;PST;V.PTCP
illustrasie	illustration	illustrasie	illustration	N;SG	N;SG
waarskynlikheid	probability	waarskynlikheid	probability	N;SG	N;SG
kantore	offices	kantoor	office	N;PL	N;PL
portret	portrait	portret	portrait	N;SG	N;SG
ophou	stop	ophou	stop	V;PRS	V;IMP;FIN
revolusie	revolution	revolusie	revolution	N;SG	N;SG
doodgemaak	killed	doodgemaak	kill	V;PST;V.PTCP	V;PST;V.PTCP
helium	helium	helium	helium	N;SG	N;SG
verteenwoordiging	representation	verteenwoordiging	representation	N;SG	N;SG
bestemming	destination	bestemming	destination	N;SG	N;SG
onderhandel	negotiate	onderhandel	negotiate	V;PRS	V;IMP;FIN
droom	dream	droom	dream	N;SG	N;SG
droom	dreaming	droom	dream	N;SG	N;SG
stikstof	nitrogen	stikstof	nitrogen	N;SG	N;SG
opnames	recordings	opname	recording	N;PL	N;PL
opnames	polls	opname	poll	N;PL	N;PL
opnames	surveys	opname	survey	N;PL	N;PL
fotograaf	photographer	fotograaf	photographer	N;SG	N;SG
koninkryke	kingdoms	koninkryak	kingdom	N;PL	N;PL
walliese	welsh	wallies	welsh	ADJ;NOM	ADJ
woud	forest	woud	forest	N;SG	N;SG
voorbereiding	preparation	voorbereiding	preparation	N;SG	N;SG
sirkulasie	circulation	sirkulasie	circulation	N;SG	N;SG
gevaarlike	dangerous	gevaarlik	dangerous	ADJ;NOM	ADJ
gevaarlike	hazardous	gevaarlik	hazardous	ADJ;NOM	ADJ
landdros	magistrate	landdros	magistrate	N;SG	N;SG
diamant	diamond	diamant	diamond	N;SG	N;SG
vertroue	confidence	vertroue	confidence	N;SG	N;SG
beperkings	limitations	beperking	limitation	N;PL	N;PL
beperkings	restrictions	beperking	restriction	N;PL	N;PL
beperkings	limits	beperking	limit	N;PL	N;PL
beperkings	constraints	beperking	constraint	N;PL	N;PL
radikale	radical	radikaal	radical	ADJ;NOM	ADJ
vermeerder	increasing	vermeerder	increase	V;PRS	V;V.MSDR
kwessies	issues	kwessie	issue	N;PL	N;PL
ontvangs	reception	ontvangs	reception	N;SG	N;SG
erosie	erosion	erosie	erosion	N;SG	N;SG
terreine	sites	terrein	site	N;PL	N;PL
maatreëls	measurements	maatreël	measurement	N;PL	N;PL
derdes	thirds	derdes	third	N;PL	N;PL
georges	georges	georges	george	N;PL	N;PL
variasies	variants	variasie	variant	N;PL	N;PL
variasies	variations	variasie	variation	N;PL	N;PL
vakansie	week	vakansie	week	N;SG	N;SG
vakansie	holiday	vakansie	holiday	N;SG	N;SG
vakansie	vacation	vakansie	vacation	N;SG	N;SG
vakansie	birthday	vakansie	birthday	N;SG	N;SG
vakansie	hour	vakansie	hour	N;SG	N;SG
koffie	coffee	koffie	coffee	N;SG	N;SG
viering	celebration	viering	celebration	N;SG	N;SG
skild	shield	skild	shield	N;SG	N;SG
uitvoering	execution	uitvoering	execution	N;SG	N;SG
eeufees	centenary	eeufees	centenary	N;SG	N;SG
luiperd	leopard	luiperd	leopard	N;SG	N;SG
opstel	configure	opstel	configure	V;PRS	V;IMP;FIN
gat	hole	gat	hole	N;SG	N;SG
verkope	sales	verkoop	sale	N;PL	N;PL
redaksie	editorial	redaksie	editorial	N;SG	N;SG
boot	boat	boot	boat	N;SG	N;SG
afgetree	retired	aftree	retire	V;PST;V.PTCP	V;PST;V.PTCP
atleet	athlete	atleet	athlete	N;SG	N;SG
variante	variants	variant	variant	N;PL	N;PL
aanbidding	adoration	aanbidding	adoration	N;SG	N;SG
aanbidding	worship	aanbidding	worship	N;SG	N;SG
diplomatieke	diplomatic	diplomatiek	diplomatic	ADJ;NOM	ADJ
fabrieke	factories	fabriek	factory	N;PL	N;PL
liedere	songs	lied	song	N;PL	N;PL
standpunte	positions	standpunt	position	N;PL	N;PL
naweek	weekend	naweek	weekend	N;SG	N;SG
aankoop	purchase	aankoop	purchase	V;PRS	V;IMP;FIN
riglyne	guidelines	riglyn	guideline	N;PL	N;PL
kamera	camera	kamera	camera	N;SG	N;SG
skedel	skull	skedel	skull	N;SG	N;SG
vergeet	forget	vergeet	forget	V;PRS	V;IMP;FIN
werkwoord	verb	werkwoord	verb	N;SG	N;SG
werkwoord	noun	werkwoord	noun	N;SG	N;SG
ontplof	explode	ontplof	explode	V;PRS	V;IMP;FIN
