קטגוריה	categoria	קטגוריה	categoria	N;FEM;SG	N;FEM;SG
תחושה	sensazione	תחושה	sensazione	N;FEM;SG	N;FEM;SG
תחושה	feeling	תחושה	feeling	N;FEM;SG	N;MASC
תחושה	sensazione	תחושה	sensazione	N;FEM;SG	N;FEM;SG
אספקה	fornitura	אספקה	fornitura	N;FEM;SG	N;FEM;SG
חיידקים	batteri	חיידק	batterio	N;MASC;PL	N;MASC;PL
חיידקים	germi	חיידק	germe	N;MASC;PL	N;MASC;PL
קבלה	cabala	קבלה	cabala	N;FEM;SG	N;FEM;SG
קבלה	accettazione	קבלה	accettazione	N;FEM;SG	N;FEM;SG
קבלה	ricevuta	קבלה	ricevuta	N;FEM;SG	N;FEM;SG
קבלה	scontrino	קבלה	scontrino	N;FEM;SG	N;MASC;SG
קבלה	ricezione	קבלה	ricezione	N;FEM;SG	N;FEM;SG
קבלה	ricezione	קבלה	ricezione	N;FEM;SG	N;FEM;SG
קבלה	accoglienza	קבלה	accoglienza	N;FEM;SG	N;FEM;SG
קבלה	reception	קבלה	reception	N;FEM;SG	N;FEM
קבלה	ricevimento	קבלה	ricevimento	N;FEM;SG	N;MASC;SG
מניות	consistenze	מנייה	consistenza	N;FEM;PL	N;FEM;PL
מניות	scorte	מנייה	scorta	N;FEM;PL	N;FEM;PL
מניות	stock	מנייה	stock	N;FEM;PL	N;FEM;PL
מניות	condivisioni	מנייה	condivisione	N;FEM;PL	N;FEM;PL
מניות	stock	מנייה	stock	N;FEM;PL	N;FEM;PL
ישות	entità	ישות	entità	N;FEM;SG	N;FEM
מצודת	cittadella	מצודה	cittadella	N;FEM;SG	N;FEM;SG
שבויים	prigionieri	שבוי	prigioniero	N;MASC;PL	N;MASC;PL
שבויים	detenuti	שבוי	detenuto	N;MASC;PL	N;MASC;PL
הושפע	influenzata	הושפע	influenzare	V;MASC;SG;3;PST;PASS	V;FEM;SG;PST;V.PTCP
הושפע	influenzato	הושפע	influenzare	V;MASC;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP
איברים	organi	איבר	organo	N;MASC;PL	N;MASC;PL
הפקות	produzioni	הפקה	produzione	N;FEM;PL	N;FEM;PL
הפקות	productions	הפקה	productions	N;FEM;PL	N;MASC
פתרונות	soluzioni	פתרון	soluzione	N;MASC;PL	N;FEM;PL
האוסף	collezione	האוסף	collezione	N;MASC;SG	N;FEM;SG
האוסף	raccolta	האוסף	raccolta	N;MASC;SG	N;FEM;SG
התפרצות	epidemia	התפרצות	epidemia	N;FEM;SG	N;FEM;SG
התפרצות	focolaio	התפרצות	focolaio	N;FEM;SG	N;MASC;SG
התפרצות	eruzione	התפרצות	eruzione	N;FEM;SG	N;FEM;SG
ראויה	degno	ראוי	degno	ADJ;FEM;SG	ADJ;MASC;SG
ראויה	meritevole	ראוי	meritevole	ADJ;FEM;SG	ADJ;SG
ראויה	degna	ראוי	degnare	ADJ;FEM;SG	ADJ;FEM;SG
יערות	foreste	עירה	foresta	N;MASC;PL	N;FEM;PL
יערות	boschi	עירה	bosco	N;MASC;PL	N;MASC;PL
ילדות	girls	ילד	girls	N;FEM;PL	N;FEM
ילדות	ragazze	ילד	ragazza	N;FEM;PL	N;FEM;PL
חווה	fattoria	חווה	fattoria	N;FEM;SG	N;FEM;SG
חווה	eva	חווה	evare	N;FEM;SG	N;FEM;SG
חווה	vigilia	חווה	vigilia	N;FEM;SG	N;FEM;SG
חווה	eve	חווה	eve	N;FEM;SG	N;MASC;SG
הושלמה	compiuta	הושלם	compiere	V;FEM;SG;3;PST;PASS	V;FEM;SG;PST;V.PTCP
הושלמה	completato	הושלם	completare	V;FEM;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP
הושלמה	completata	הושלם	completare	V;FEM;SG;3;PST;PASS	V;FEM;SG;PST;V.PTCP
לאחור	indietro	לאחור	indietro	ADV	ADV
שרדו	sopravvissuti	שרד	sopravvivere	V;PL;3;PST;ACT	V;MASC;PL;PST;V.PTCP
מדרגות	gradini	מדרגה	gradine	N;FEM;PL	N;MASC;PL
מדרגות	passi	מדרגה	passo	N;FEM;PL	N;MASC;PL
מדרגות	scalini	מדרגה	scalino	N;FEM;PL	N;MASC;PL
מדרגות	passaggi	מדרגה	passaggio	N;FEM;PL	N;MASC;PL
מדרגות	scale	מדרגה	scala	N;FEM;PL	N;FEM;PL
מדרגות	scale	מדרגה	scala	N;FEM;PL	N;FEM;PL
רושם	impression	רושם	impression	N;MASC;SG	N
רושם	impressione	רושם	impressione	N;MASC;SG	N;FEM;SG
שואה	shoah	שואה	shoah	N;FEM;SG	N;FEM;SG
שואה	olocausto	שואה	olocausto	N;FEM;SG	N;MASC;SG
מחולקת	diviso	חולק	dividere	V;FEM;SG;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
מחולקת	suddiviso	חולק	suddiviso	V;FEM;SG;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
סיירת	pattuglia	סיירת	pattuglia	N;FEM;SG	N;FEM;SG
סיירת	pattugliamento	סיירת	pattugliamento	N;FEM;SG	N;MASC;SG
שואל	chiedendo	שאל	chiedere	V;MASC;SG;V.PTCP;ACT	V;V.MSDR
מושגים	concetti	מושג	concetto	N;MASC;PL	N;MASC;PL
דרישות	requisiti	דרישה	requisito	N;FEM;PL	N;MASC;PL
שלבי	shelby	שלב	shelby	N;MASC;PL	N;MASC
נדירים	rari	נדיר	raro	ADJ;MASC;PL	ADJ;MASC;PL
נדירים	rare	נדיר	raro	ADJ;MASC;PL	ADJ;FEM;PL
פסקה	paragrafo	פסק	paragrafo	N	N;MASC;SG
בוטל	annullata	בוטל	annullare	V;MASC;SG;3;PST;PASS	V;FEM;SG;PST;V.PTCP
בוטל	annullato	בוטל	annullare	V;MASC;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP
בוטל	cancellato	בוטל	cancellare	V;MASC;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP
בוטל	annullato	בוטל	annullare	V;MASC;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP
בוטל	cancellato	בוטל	cancellare	V;MASC;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP
בוטל	annullata	בוטל	annullare	V;MASC;SG;3;PST;PASS	V;FEM;SG;PST;V.PTCP
בוטל	interrotto	בוטל	interrompere	V;MASC;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP
בוטל	abortito	בוטל	abortire	V;MASC;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP
בוטל	interrotta	בוטל	interrompere	V;MASC;SG;3;PST;PASS	V;FEM;SG;PST;V.PTCP
נשארה	soggiornato	נשאר	soggiornare	V;FEM;SG;3;PST;MID	V;MASC;SG;PST;V.PTCP
מחלקות	plotoni	מחלקה	plotono	N;FEM;PL	N;MASC;PL
מחלקות	divisioni	מחלקה	divisione	N;FEM;PL	N;FEM;PL
מחלקות	sezioni	מחלקה	sezione	N;FEM;PL	N;FEM;PL
מחלקות	profilati	מחלקה	profilare	N;FEM;PL	N;MASC;PL
מחלקות	dipartimenti	מחלקה	dipartimento	N;FEM;PL	N;MASC;PL
יציב	stabile	יציב	stabile	ADJ;MASC;SG	ADJ;SG
מיידית	immediatamente	מיידי	immediatamente	ADV	ADV
מיידית	subito	מיידי	subito	ADV	ADV
מכירה	vendita	מכירה	vendita	N;FEM;SG	N;FEM;SG
מכירה	vendita	מכירה	vendita	N;FEM;SG	N;FEM;SG
מכירה	know	מכירה	know	N;FEM;SG	N
חיוביות	positive	חיובי	positivo	ADJ;FEM;PL	ADJ;FEM;PL
חיוביות	positivi	חיובי	positivo	ADJ;FEM;PL	ADJ;MASC;PL
פשוטים	semplici	פשוט	semplice	ADJ;MASC;PL	ADJ;PL
חסות	sponsor	חסות	sponsor	N;FEM;SG	N;MASC
חסות	sponsorizzazione	חסות	sponsorizzazione	N;FEM;SG	N;FEM;SG
חסות	patrocinio	חסות	patrocinio	N;FEM;SG	N;MASC;SG
נעלם	andato	נעלם	andare	V;MASC;SG;MID	V;MASC;SG;PST;V.PTCP
נעלם	scomparsa	נעלם	scomparire	V;MASC;SG;MID	V;FEM;SG;PST;V.PTCP
נעלם	scomparso	נעלם	scomparire	V;MASC;SG;MID	V;MASC;SG;PST;V.PTCP
בישול	cottura	בישול	cottura	N;MASC;SG	N;FEM;SG
הצבעים	colori	הצבע	colore	N;MASC;PL	N;MASC;PL
עבירות	offese	עבירה	offendere	N;FEM;PL	N;FEM;PL
דקה	minuto	דקה	minuto	N;FEM;SG	N;MASC;SG
המרכיבים	ingredienti	המרכיב	ingrediente	N;MASC;PL	N;MASC;PL
הרמה	elevazione	הרמה	elevazione	N;FEM;SG	N;FEM;SG
הרמה	altitudine	הרמה	altitudine	N;FEM;SG	N;FEM;SG
נמכרו	venduti	נמכר	vendere	V;PL;3;PST;MID	V;MASC;PL;PST;V.PTCP
נמכרו	vendute	נמכר	vendere	V;PL;3;PST;MID	V;FEM;PL;PST;V.PTCP
לאומיות	nazionalisti	לאומיות	nazionalista	N;FEM;PL	N;MASC;PL
כמויות	importi	כמות	importo	N;FEM;PL	N;MASC;PL
כמויות	quantitativi	כמות	quantitativo	N;FEM;PL	N;MASC;PL
כמויות	quantità	כמות	quantità	N;FEM;PL	N;FEM
פינוי	evacuazione	פינוי	evacuazione	N;MASC;SG	N;FEM;SG
הועלו	caricate	הועלה	caricato	V;PL;3;PST;PASS	V;FEM;PL;PST;V.PTCP
הועלו	caricati	הועלה	caricare	V;PL;3;PST;PASS	V;MASC;PL;PST;V.PTCP
צוללות	sommergibili	צלל	sommergibile	N;FEM;PL	N;MASC;PL
צוללות	sottomarini	צלל	sottomarino	N;FEM;PL	N;MASC;PL
אחות	sis	אחות	sis	N;FEM;SG	N;MASC;SG
אחות	sorellina	אחות	sorellina	N;FEM;SG	N;FEM;SG
אחות	sorella	אחות	sorella	N;FEM;SG	N;FEM;SG
אחות	sister	אחות	sister	N;FEM;SG	N
אחות	infermiere	אחות	infermiere	N;FEM;SG	N;FEM;SG
אחות	infermiera	אחות	infermierare	N;FEM;SG	N;FEM;SG
מחודש	rinnovato	מחודש	rinnovare	V;MASC;SG;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
מחודש	rinnovata	מחודש	rinnovare	V;MASC;SG;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
צבר	sabra	צבר	sabro	N;MASC;SG	N
לעודד	tifare	עודד	tifare	V;NFIN;ACT	V;NFIN
לעודד	incoraggiare	עודד	incoraggiare	V;NFIN;ACT	V;NFIN
לעודד	incoraggia	עודד	incoraggiare	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
להאמין	credete	האמין	credere	V;NFIN;ACT	V;IND;PL;2;PRS;FIN
להאמין	credere	האמין	credere	V;NFIN;ACT	V;NFIN
להאמין	credendo	האמין	credere	V;NFIN;ACT	V;V.MSDR
להאמין	credere	האמין	credere	V;NFIN;ACT	V;NFIN
גדר	staccionata	גדר	staccionare	N;FEM;SG	N;FEM;SG
גדר	recinzione	גדר	recinzione	N;FEM;SG	N;FEM;SG
גדר	recinto	גדר	recinto	N;FEM;SG	N;MASC;SG
פחד	timore	פחד	timore	N;MASC;SG	N;MASC;SG
פחד	fear	פחד	fear	N;MASC;SG	N
פחד	paura	פחד	paura	N;MASC;SG	N;FEM;SG
מינרלים	minerali	מינרלי	minerale	N;MASC;PL	N;MASC;PL
תאומות	gemelli	תאומה	gemello	N;FEM;PL	N;MASC;PL
תאומות	gemelle	תאומה	gemello	N;FEM;PL	N;FEM;PL
חלום	sogno	חלום	sogno	N;MASC;SG	N;MASC;SG
חלום	dream	חלום	dream	N;MASC;SG	N
אקדמי	accademico	אקדמי	accademico	ADJ;MASC;SG	ADJ;MASC;SG
אקדמי	accademica	אקדמי	accademico	ADJ;MASC;SG	ADJ;FEM;SG
חרקים	insetti	חרק	insetto	N;MASC;PL	N;MASC;PL
חרקים	bugs	חרק	bugs	N;MASC;PL	N;MASC
חרקים	insetti	חרק	insetto	N;MASC;PL	N;MASC;PL
חרקים	bug	חרק	bug	N;MASC;PL	N;MASC
האמין	creduto	האמין	credere	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
האמין	credette	האמין	credere	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN
תשובות	risposte	תשובה	risposta	N;FEM;PL	N;FEM;PL
תשובות	risposte	תשובה	risposta	N;FEM;PL	N;FEM;PL
הקדיש	dedicata	הקדיש	dedicare	V;MASC;SG;3;PST;ACT	V;FEM;SG;PST;V.PTCP
הקדיש	dedicato	הקדיש	dedicare	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
הופעתה	emergere	הופעה	emergere	V;FEM;SG;3;PST;PASS	V;NFIN
אקראי	casuale	אקראי	casuale	ADJ;MASC;SG	ADJ;SG
קלאסי	classica	קלאסי	classico	ADJ;MASC;SG	ADJ;FEM;SG
קלאסי	classico	קלאסי	classico	ADJ;MASC;SG	ADJ;MASC;SG
קלאסי	classica	קלאסי	classico	ADJ;MASC;SG	ADJ;FEM;SG
קלאסי	classico	קלאסי	classico	ADJ;MASC;SG	ADJ;MASC;SG
מופעים	spettacoli	מופע	spettacolo	N;MASC;PL	N;MASC;PL
התאבדות	suicidio	התאבדות	suicidio	N;FEM;SG	N;MASC;SG
מדויקת	preciso	מדויק	preciso	ADJ;FEM;SG	ADJ;MASC;SG
מדויקת	accurato	מדויק	accurato	ADJ;FEM;SG	ADJ;MASC;SG
מדויקת	preciso	מדויק	preciso	ADJ;FEM;SG	ADJ;MASC;SG
מדויקת	accurata	מדויק	accurato	ADJ;FEM;SG	ADJ;FEM;SG
דיו	inchiostro	דיו	inchiostro	N;MASC;SG	N;MASC;SG
מחשבה	pensiero	מחשבה	pensiero	N;FEM;SG	N;MASC;SG
מכשירים	strumenti	הכשיר	strumento	N;MASC;PL	N;MASC;PL
מכשירים	dispositivi	הכשיר	dispositivo	N;MASC;PL	N;MASC;PL
סגנונות	styles	סגנון	styles	N;MASC;PL	N
סגנונות	stili	סגנון	stile	N;MASC;PL	N;MASC;PL
אוניברסיטה	università	אוניברסיטה	università	N;FEM;SG	N;FEM
שייטת	flottiglia	שייטה	flottiglia	N;FEM;SG	N;FEM;SG
לאן	dove	לאן	dove	ADV	ADV
אגדה	legenda	אגדה	legenda	N;FEM;SG	N;FEM;SG
אגדה	legend	אגדה	legend	N;FEM;SG	N
אגדה	leggenda	אגדה	leggenda	N;FEM;SG	N;FEM;SG
ניסיתי	provato	ניסה	provare	V;SG;1;PST;ACT	V;MASC;SG;PST;V.PTCP
ניסיתי	tentato	ניסה	tentare	V;SG;1;PST;ACT	V;MASC;SG;PST;V.PTCP
הרבנות	rabbinato	הרבנה	rabbinare	N;FEM;SG	N;MASC;SG
בוטלה	annullata	בוטל	annullare	V;FEM;SG;3;PST;PASS	V;FEM;SG;PST;V.PTCP
בוטלה	annullato	בוטל	annullare	V;FEM;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP
בוטלה	cancellato	בוטל	cancellare	V;FEM;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP
בוטלה	annullato	בוטל	annullare	V;FEM;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP
בוטלה	cancellato	בוטל	cancellare	V;FEM;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP
בוטלה	annullata	בוטל	annullare	V;FEM;SG;3;PST;PASS	V;FEM;SG;PST;V.PTCP
בוטלה	interrotto	בוטל	interrompere	V;FEM;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP
בוטלה	abortito	בוטל	abortire	V;FEM;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP
בוטלה	interrotta	בוטל	interrompere	V;FEM;SG;3;PST;PASS	V;FEM;SG;PST;V.PTCP
נחמד	bello	נחמד	bello	ADJ;MASC;SG	ADJ;MASC;SG
נחמד	gentile	נחמד	gentile	ADJ;MASC;SG	ADJ;SG
נחמד	bella	נחמד	bello	ADJ;MASC;SG	ADJ;FEM;SG
מרובה	multipla	מרובה	multipla	ADJ;FEM;SG	ADJ;FEM;SG
חלוץ	pioneer	חלוץ	pionere	N;MASC;SG	N
חלוץ	pioniere	חלוץ	pioniere	N;MASC;SG	N;MASC;SG
להתגבר	superare	התגבר	superare	V;NFIN	V;NFIN
להתגבר	superate	התגבר	superare	V;NFIN	V;FEM;PL;PST;V.PTCP
האמנה	patto	האמנה	patto	N;FEM;SG	N;MASC;SG
האמנה	alleanza	האמנה	alleanza	N;FEM;SG	N;FEM;SG
הקליט	registrato	הקליט	registrare	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
תווית	etichetta	תווית	etichetta	N;FEM;SG	N;FEM;SG
נשמר	salvato	נשמר	salvare	V;MASC;SG;3;PST;MID	V;MASC;SG;PST;V.PTCP
נשמר	salvata	נשמר	salvare	V;MASC;SG;3;PST;MID	V;FEM;SG;PST;V.PTCP
כתבים	scritture	כתב	scrittura	N;MASC;PL	N;FEM;PL
כתבים	giornalisti	כתב	giornalista	N;MASC;PL	N;MASC;PL
כתבים	reporter	כתב	reporter	N;MASC;PL	N;MASC
לארגן	organizzare	ארגן	organizzare	V;NFIN;ACT	V;NFIN
לארגן	organizzano	ארגן	organizzare	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
לארגן	organizza	ארגן	organizzare	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
טכני	tecnica	טכני	tecnica	N;MASC;SG	N;FEM;SG
יציאה	exit	יציאה	exit	N;FEM;SG	N
יציאה	uscita	יציאה	uscita	N;FEM;SG	N;FEM;SG
אחרונה	ultima	אחרון	ultimo	ADJ;FEM;SG	ADJ;FEM;SG
אחרונה	ultimo	אחרון	ultimo	ADJ;FEM;SG	ADJ;MASC;SG
עלים	foglie	על	foglia	N;MASC;PL	N;FEM;PL
צדקה	beneficenza	צדקה	beneficenza	N;FEM;SG	N;FEM;SG
צדקה	elemosina	צדקה	elemosina	N;FEM;SG	N;FEM;SG
צדקה	charity	צדקה	charity	N;FEM;SG	N;MASC
צדקה	carità	צדקה	carità	N;FEM;SG	N;FEM
צדקה	beneficenza	צדקה	beneficenza	N;FEM;SG	N;FEM;SG
ציורי	pittoreschi	ציורי	pittoresco	N;PSSD;MASC;PL	N;MASC;PL
העיניים	eyes	העיניים	eyes	N	N
העיניים	occhi	העיניים	occhio	N	N;MASC;PL
דמוקרטיה	democrazia	דמוקרטיה	democrazia	N;FEM;SG	N;FEM;SG
אימונים	allenamenti	אימון	allenamento	N;MASC;PL	N;MASC;PL
משרה	posizione	משרה	posizione	N;FEM;SG	N;FEM;SG
משרה	giobbe	משרה	giobbe	N;FEM;SG	N;MASC;SG
משרה	lavoro	משרה	lavoro	N;FEM;SG	N;MASC;SG
משרה	job	משרה	job	N;FEM;SG	N
שקט	silenzio	שקט	silenzio	N;MASC;SG	N;MASC;SG
שקט	tranquillità	שקט	tranquillità	N;MASC;SG	N;FEM
שקט	silenzio	שקט	silenzio	N;MASC;SG	N;MASC;SG
חוצה	attraversare	חוצה	attraversare	V;MASC;SG;V.PTCP;ACT	V;NFIN
הקלה	sollievo	הקלה	sollievo	N;FEM;SG	N;MASC;SG
בהירות	chiarezza	בהירות	chiarezza	N;FEM;SG	N;FEM;SG
בהירות	luminosità	בהירות	luminosità	N;FEM;SG	N;FEM
בהירות	leggerezza	בהירות	leggerezza	N;FEM;SG	N;FEM;SG
בהירות	luminosità	בהירות	luminosità	N;FEM;SG	N;FEM
עצום	enorme	עצום	enorme	ADJ;MASC;SG	ADJ;SG
עצום	immenso	עצום	immenso	ADJ;MASC;SG	ADJ;MASC;SG
עצום	immensa	עצום	immenso	ADJ;MASC;SG	ADJ;FEM;SG
עצום	vasta	עצום	vasto	ADJ;MASC;SG	ADJ;FEM;SG
עצום	vasto	עצום	vasto	ADJ;MASC;SG	ADJ;MASC;SG
בריכת	piscina	בריכה	piscina	N;PSSD;FEM;SG	N;FEM;SG
קיצוני	estremista	קיצוני	estremista	N;MASC;SG	N;SG
קיצוני	estremismo	קיצוני	estremismo	N;MASC;SG	N;MASC;SG
קיצוני	extreme	קיצוני	extreme	N;MASC;SG	N
סכסוך	conflitto	סכסוך	conflitto	N;MASC;SG	N;MASC;SG
עשירה	ricco	עשיר	ricco	ADJ;FEM;SG	ADJ;MASC;SG
עשירה	ricca	עשיר	ricco	ADJ;FEM;SG	ADJ;FEM;SG
מבצעי	operative	מבצעי	operativo	ADJ;MASC;PL	ADJ;FEM;PL
רוחות	fantasmi	רוח	fantasma	N;FEM;PL	N;MASC;PL
רוחות	spiriti	רוח	spirito	N;FEM;PL	N;MASC;PL
ספינה	nave	ספינה	nave	N;FEM;SG	N;FEM;SG
מהדורות	edizioni	מהדורת	edizione	N;FEM;PL	N;FEM;PL
תשתית	infrastruttura	תשתית	infrastruttura	N;FEM;SG	N;FEM;SG
נוצרת	formando	נוצרת	formare	V;FEM;SG;V.PTCP;MID	V;V.MSDR
נוצרת	generata	נוצרת	generare	V;FEM;SG;V.PTCP;MID	V;FEM;SG;PST;V.PTCP
נוצרת	generato	נוצרת	generare	V;FEM;SG;V.PTCP;MID	V;MASC;SG;PST;V.PTCP
קורבן	sacrificio	קורבן	sacrificio	N;MASC;SG	N;MASC;SG
קורבן	vittima	קורבן	vittima	N;MASC;SG	N;FEM;SG
חותם	firma	חתם	firma	N;MASC;SG	N;FEM;SG
חותם	foca	חתם	foca	N;MASC;SG	N;FEM;SG
חותם	sigillo	חתם	sigillo	N;MASC;SG	N;MASC;SG
חותם	seal	חתם	seal	N;MASC;SG	N
נבחרו	scelti	נבחר	scegliere	V;PL;3;PST;MID	V;MASC;PL;PST;V.PTCP
נבחרו	selezionate	נבחר	selezionato	V;PL;3;PST;MID	V;PL;PST;V.PTCP
תערובת	mescolanza	תערובת	mescolanza	N;FEM;SG	N;FEM;SG
תערובת	miscela	תערובת	miscela	N;FEM;SG	N;FEM;SG
תערובת	sfumatura	תערובת	sfumatura	N;FEM;SG	N;FEM;SG
תערובת	miscela	תערובת	miscela	N;FEM;SG	N;FEM;SG
טכניקות	tecniche	טכניקה	tecnica	N;FEM;PL	N;FEM;PL
פתיחה	inaugurazione	פתיחה	inaugurazione	N;FEM;SG	N;FEM;SG
פתיחה	apertura	פתיחה	apertura	N;FEM;SG	N;FEM;SG
חופים	spiagge	חוף	spiaggia	N;MASC;PL	N;FEM;PL
מעיד	testimoniare	העיד	testimoniare	V;MASC;SG;V.PTCP;ACT	V;NFIN
אגדות	favole	אגדה	favola	N;FEM;PL	N;FEM;PL
אגדות	leggende	אגדה	leggenda	N;FEM;PL	N;FEM;PL
יועץ	consulente	יועץ	consulente	N;MASC;SG	N;SG
יועץ	consigliere	יועץ	consigliere	N;MASC;SG	N;MASC;SG
הכתיב	dettato	הכתיב	dettare	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
טקסטים	testi	טקסט	testo	N;MASC;PL	N;MASC;PL
המלחמות	guerre	המלחמות	guerra	N;FEM;PL	N;FEM;PL
נדחתה	rifiutato	נדחה	rifiutare	V;FEM;SG;3;PST;MID	V;MASC;SG;PST;V.PTCP
נדחתה	respinto	נדחה	respingere	V;FEM;SG;3;PST;MID	V;MASC;SG;PST;V.PTCP
נדחתה	respinta	נדחה	respingere	V;FEM;SG;3;PST;MID	V;FEM;SG;PST;V.PTCP
נדחתה	rifiutata	נדחה	rifiutare	V;FEM;SG;3;PST;MID	V;FEM;SG;PST;V.PTCP
נדחתה	negato	נדחה	negare	V;FEM;SG;3;PST;MID	V;MASC;SG;PST;V.PTCP
נדחתה	negata	נדחה	negare	V;FEM;SG;3;PST;MID	V;FEM;SG;PST;V.PTCP
ממושך	prolungato	ממושך	prolungare	ADJ;MASC;SG	ADJ;MASC;SG
הקואליציה	coalizione	הקואליציה	coalizione	N	N;FEM;SG
נסיעה	drive	נסיעה	drive	N;FEM;SG	N
נסיעה	viaggio	נסיעה	viaggio	N;FEM;SG	N;MASC;SG
אוכלוסיות	popolazioni	אוכלוסיה	popolazione	N;FEM;PL	N;FEM;PL
למשוך	tirate	משך	tirare	V;NFIN;ACT	V;FEM;PL;PST;V.PTCP
למשוך	tira	משך	tirare	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
למשוך	tirare	משך	tirare	V;NFIN;ACT	V;NFIN
הפיכה	golpe	הפיכה	golpe	N;FEM;SG	N;MASC
מגדלי	torri	מגדל	torre	N;PSSD;MASC;PL	N;FEM;PL
מגדלי	allevatori	מגדל	allevatore	N;PSSD;MASC;PL	N;MASC;PL
מגדלי	riproduttori	מגדל	riproduttore	N;PSSD;MASC;PL	N;MASC;PL
לזכור	ricordare	זכר	ricordare	V;NFIN;ACT	V;NFIN
לזכור	ricordando	זכר	ricordare	V;NFIN;ACT	V;V.MSDR
ברירה	scelta	ברירה	scelta	N;FEM;SG	N;FEM;SG
הכללה	generalizzazione	הכללה	generalizzazione	N;FEM;SG	N;FEM;SG
הכללה	inserimento	הכללה	inserimento	N;FEM;SG	N;MASC;SG
הכללה	inclusione	הכללה	inclusione	N;FEM;SG	N;FEM;SG
ממדים	dimensioni	ממד	dimensione	N;MASC;PL	N;FEM;PL
ריקוד	danza	ריקוד	danza	N;MASC;SG	N;FEM;SG
ריקוד	dance	ריקוד	dance	N;MASC;SG	N
ריקוד	ballo	ריקוד	ballo	N;MASC;SG	N;MASC;SG
ריקוד	dancing	ריקוד	dancing	N;MASC;SG	N;MASC
ריקוד	ballo	ריקוד	ballo	N;MASC;SG	N;MASC;SG
ריקוד	danza	ריקוד	danza	N;MASC;SG	N;FEM;SG
קפיצה	salto	קפיצה	salto	N;FEM;SG	N;MASC;SG
קפיצה	jump	קפיצה	jump	N;FEM;SG	N
קפיצה	jumping	קפיצה	jumping	N;FEM;SG	N;MASC
חאן	khan	ח'אן	khan	N;MASC;SG	N
הנעה	propulsione	הנעה	propulsione	N;FEM;SG	N;FEM;SG
דרישה	requisito	דרישה	requisito	N;FEM;SG	N;MASC;SG
להסיק	dedurre	הסיק	dedurre	V;NFIN;ACT	V;NFIN
להסיק	dedurre	הסיק	dedurre	V;NFIN;ACT	V;NFIN
להסיק	concludere	הסיק	concludere	V;NFIN;ACT	V;NFIN
להסיק	concludono	הסיק	concludere	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
הידיעה	sapendo	הידיע	sapere	V;FEM;SG;3;PST;ACT	V;V.MSDR
זמנים	tempi	זמן	tempo	N;MASC;PL	N;MASC;PL
זמנים	times	זמן	times	N;MASC;PL	N
זמנים	volte	זמן	volta	N;MASC;PL	N;FEM;PL
להגיב	rispondi	הגיב	rispondere	V;NFIN;ACT	V;IND;SG;2;PRS;FIN
להגיב	rispondete	הגיב	rispondere	V;NFIN;ACT	V;IND;PL;2;PRS;FIN
להגיב	reagire	הגיב	reagire	V;NFIN;ACT	V;NFIN
בנויה	strutturato	בנה	strutturato	ADJ;FEM;SG	ADJ;MASC;SG
בנויה	strutturata	בנה	strutturato	ADJ;FEM;SG	ADJ;FEM;SG
שווים	uguali	שווה	uguale	ADJ;MASC;PL	ADJ;PL
שווים	eguali	שווה	eguale	ADJ;MASC;PL	ADJ;PL
שווים	uguali	שווה	uguale	ADJ;MASC;PL	ADJ;PL
שווים	pari	שווה	pari	ADJ;MASC;PL	ADJ
נפלו	caduti	נפל	cadere	V;PL;3;PST	V;MASC;PL;PST;V.PTCP
גלגל	ruota	גלגל	ruota	N;MASC;SG	N;FEM;SG
אזהרה	avviso	אזהרה	avviso	N;FEM;SG	N;MASC;SG
אזהרה	avvertimento	אזהרה	avvertimento	N;FEM;SG	N;MASC;SG
אזהרה	avvertenza	אזהרה	avvertenza	N;FEM;SG	N;FEM;SG
