まで	hasta	まで	hasta	ADP	ADP
フォワード	delantero	フォワード	delantero	N	N;MASC;SG
ゴースト	ghost	ゴースト	ghost	N	N
ゴースト	fantasmas	ゴースト	fantasma	N	N;PL
ゴースト	fantasma	ゴースト	fantasma	N	N;SG
ゴースト	fantasmas	ゴースト	fantasma	N	N;PL
支払い	pagar	支払う	pagar	V	V;NFIN
支払い	paga	支払う	pagar	V	V;IND;SG;3;PRS;FIN
支払い	pague	支払う	pagar	V	V;IMP;SG;3;FIN
フラワー	flor	フラワー	flor	N	N;FEM;SG
フラワー	flores	フラワー	flor	N	N;FEM;PL
くじ	loterías	くじ	lotería	N	N;FEM;PL
くじ	lotería	くじ	lotería	N	N;FEM;SG
賭け	apostando	賭ける	apostar	V	V;V.MSDR
賭け	apostar	賭ける	apostar	V	V;NFIN
賭け	apostar	賭ける	apostar	V	V;NFIN
モジュール	módulos	モジュール	módulo	N	N;MASC;PL
モジュール	módulo	モジュール	módulo	N	N;MASC;SG
モジュール	modulo	モジュール	modulo	N	N;MASC;SG
モジュール	módulos	モジュール	módulo	N	N;MASC;PL
眼鏡	gafas	眼鏡	gafas	N	N;FEM;PL
眼鏡	lentes	眼鏡	lente	N	N;MASC;PL
眼鏡	vidrios	眼鏡	vidrio	N	N;MASC;PL
眼鏡	gafas	眼鏡	gafas	N	N;FEM;PL
眼鏡	vasos	眼鏡	vaso	N	N;MASC;PL
眼鏡	copas	眼鏡	copa	N	N;FEM;PL
ジャンク	basura	ジャンク	basura	N	N;FEM;SG
ジャンク	chatarra	ジャンク	chatarra	N	N;FEM;SG
ジャンク	trastos	ジャンク	trasto	N	N;MASC;PL
ホスト	host	ホスト	host	N	N;SG
ホスト	anfitrión	ホスト	anfitrión	N	N;MASC;SG
ホスト	acogida	ホスト	acogida	N	N;FEM;SG
ホスト	huésped	ホスト	huésped	N	N;MASC;SG
ホスト	anfitriones	ホスト	anfitrión	N	N;MASC;PL
地上	terrestres	地上	terrestre	N	N;PL
タービン	turbinas	タービン	turbina	N	N;FEM;PL
タービン	turbina	タービン	turbina	N	N;FEM;SG
タービン	turbinas	タービン	turbina	N	N;FEM;PL
策定	formular	策定	formular	V	V;NFIN
策定	formulando	策定	formular	V	V;V.MSDR
礼拝	adoración	礼拝	adoración	N	N;FEM;SG
礼拝	oracion	礼拝	oracion	N	N;FEM;SG
礼拝	plegaria	礼拝	plegario	N	N;FEM;SG
礼拝	oración	礼拝	oración	N	N;FEM;SG
礼拝	rezo	礼拝	rezo	N	N;MASC;SG
演算	operaciones	演算	operación	N	N;FEM;PL
グローブ	globo	グローブ	globo	N	N;MASC;SG
グローブ	globe	グローブ	globe	N	N;SG
グローブ	guantes	グローブ	guante	N	N;MASC;PL
イラストレーター	ilustrador	イラストレーター	ilustrador	N	N;MASC;SG
デスク	escritorio	デスク	escritorio	N	N;MASC;SG
学歴	educación	学歴	educación	N	N;FEM;SG
学歴	enseñanza	学歴	enseñanza	N	N;FEM;SG
学歴	educacion	学歴	educacion	N	N;FEM;SG
電報	telegrama	電報	telegrama	N	N;MASC;SG
電報	telégrafo	電報	telégrafo	N	N;MASC;SG
電報	telegraph	電報	telegraph	N	N;SG
アシスト	asistencias	アシスト	asistencia	N	N;FEM;PL
識別	identificando	識別	identificar	V	V;V.MSDR
識別	identificar	識別	identificar	V	V;NFIN
識別	identifique	識別	identificaq	V	V;IMP;SG;3;FIN
識別	identificarse	識別	identificarse	V	V;SBJV;SG;3;PRS;FIN
識別	identificar	識別	identificar	V	V;NFIN
識別	identifica	識別	identificar	V	V;IND;SG;3;PRS;FIN
識別	identifica	識別	identificar	V	V;IND;SG;3;PRS;FIN
プロテスタント	protestantismo	プロテスタント	protestantismo	N	N;MASC;SG
プロテスタント	protestantes	プロテスタント	protestante	N	N;PL
幼児	infante	幼児	infante	N	N;MASC;SG
幼児	niño	幼児	niño	N	N;MASC;SG
微妙	sutil	微妙	sutil	ADJ	ADJ;SG
微妙	sutiles	微妙	sutil	ADJ	ADJ;PL
ロット	lote	ロット	lote	N	N;MASC;SG
生地	masa	生地	masa	N	N;FEM;SG
生地	bateador	生地	bateador	N	N;MASC;SG
生地	telas	生地	tela	N	N;FEM;PL
生地	tela	生地	tela	N	N;FEM;SG
書類	documento	書類	documento	N	N;MASC;SG
書類	documentación	書類	documentación	N	N;FEM;SG
書類	documentos	書類	documento	N	N;MASC;PL
書類	ponencias	書類	ponencia	N	N;FEM;PL
書類	papeles	書類	papel	N	N;MASC;PL
デイリー	diarios	デイリー	diario	N	N;MASC;PL
デイリー	diario	デイリー	diario	N	N;MASC;SG
キャッシュ	caché	キャッシュ	caché	N	N;FEM;SG
ライフル	fusil	ライフル	fusil	N	N;MASC;SG
ライフル	rifle	ライフル	rifle	N	N;MASC;SG
豪華	preciosa	豪華	precioso	ADJ	ADJ;FEM;SG
豪華	hermosa	豪華	hermoso	ADJ	ADJ;FEM;SG
辞退	declinar	辞退	declinar	V	V;NFIN
辞退	declinó	辞退	declinar	V	V;IND;SG;3;PST;FIN
パーセント	porcentaje	パーセント	porcentaje	N	N;MASC;SG
パーセント	porcentajes	パーセント	porcentaje	N	N;MASC;PL
パーセント	porcentaje	パーセント	porcentaje	N	N;MASC;SG
パーセント	porcentaje	パーセント	porcentaje	N	N;MASC;SG
職務	deberes	職務	deber	N	N;MASC;PL
ゼロ	cero	ゼロ	cero	N	N;MASC;SG
ゼロ	zero	ゼロ	zero	N	N
放射線	irradiación	放射線	irradiación	N	N;FEM;SG
放射線	radiación	放射線	radiación	N	N;FEM;SG
放射線	radiaciones	放射線	radiación	N	N;FEM;PL
疑惑	sospechas	疑惑	sospecha	N	N;FEM;PL
疑惑	sospecha	疑惑	sospecha	N	N;FEM;SG
ハンドル	tiradores	ハンドル	tirador	N	N;MASC;PL
ハンドル	mangos	ハンドル	mango	N	N;MASC;PL
ハンドル	manija	ハンドル	manija	N	N;FEM;SG
デラックス	lujo	デラックス	lujo	N	N;MASC;SG
デラックス	deluxe	デラックス	deluxir	N	N
評判	fama	評判	fama	N	N;FEM;SG
評判	renombre	評判	renombre	N	N;MASC;SG
評判	reputación	評判	reputación	N	N;FEM;SG
フルート	flauta	フルート	flauta	N	N;FEM;SG
つる	viña	つる	viña		
カウント	conde	カウント	conde	N	N;MASC;SG
カウント	recuento	カウント	recuento	N	N;MASC;SG
割り当て	asignar	割り当てる	asignar	V	V;NFIN
割り当て	ceder	割り当てる	ceder	V	V;NFIN
割り当て	asigne	割り当てる	asigne	V	V;SBJV;SG;3;PRS;FIN
割り当て	asigna	割り当てる	asigno	V	V;IND;SG;3;PRS;FIN
バブル	burbujas	バブル	burbuja	N	N;FEM;PL
バブル	burbuja	バブル	burbuja	N	N;FEM;SG
明るい	ligera	明るい	ligero	ADJ	ADJ;FEM;SG
明るい	ligero	明るい	ligero	ADJ	ADJ;MASC;SG
明るい	luminoso	明るい	luminoso	ADJ	ADJ;MASC;SG
明るい	brillante	明るい	brillante	ADJ	ADJ;SG
サスペンション	suspensiones	サスペンション	suspensión	N	N;FEM;PL
サスペンション	suspensión	サスペンション	suspensión	N	N;FEM;SG
埋葬	enterrando	埋葬	enterrar	V	V;V.MSDR
埋葬	enterrar	埋葬	enterrar	V	V;NFIN
トレイン	train	トレイン	train	N	N
トレイン	trenes	トレイン	tren	N	N;MASC;PL
トレイン	entreno	トレイン	entreno	N	N;MASC;SG
トレイン	tren	トレイン	tren	N	N;MASC;SG
家老	karo	家老	karo	N	N;MASC;SG
本質	esencia	本質	esencia	N	N;FEM;SG
大都市	metropolis	大都市	metropoli	N	N
大都市	metrópoli	大都市	metrópoli	N	N;FEM;SG
大都市	metrópolis	大都市	metrópoli	N	N;FEM;PL
芸術家	artistas	芸術家	artista	N	N;PL
芸術家	artista	芸術家	artista	N	N;SG
芸術家	artistas	芸術家	artista	N	N;PL
セレクション	selección	セレクション	selección	N	N;FEM;SG
ボランティア	voluntarios	ボランティア	voluntario	N	N;MASC;PL
ファイブ	five	ファイブ	fivir	N	N
熱帯	trópico	熱帯	trópico	N	N;MASC;SG
熱帯	trópico	熱帯	trópico	N	N;MASC;SG
ノミネート	nominaciones	ノミネート	nominación	N	N;FEM;PL
ノミネート	candidaturas	ノミネート	candidatura	N	N;FEM;PL
元帥	alguacil	元帥	alguacil	N	N;MASC;SG
元帥	mariscal	元帥	mariscal	N	N;MASC;SG
元帥	marshal	元帥	marshal	N	N;SG
元帥	comisario	元帥	comisario	N	N;MASC;SG
コック	cocinero	コック	cocinero	N	N;MASC;SG
コック	cocinera	コック	cocinerar	N	N;FEM;SG
コック	cocina	コック	cocina	N	N;FEM;SG
コック	vergas	コック	vergo	N	N;FEM;PL
コック	polla	コック	polla	N	N;FEM;SG
コック	verga	コック	verga	N	N;FEM;SG
コック	gallo	コック	gallo	N	N;MASC;SG
消費者	consumidores	消費者	consumidor	N	N;MASC;PL
消費者	consumidor	消費者	consumidor	N	N;MASC;SG
消費者	consumidores	消費者	consumidor	N	N;MASC;PL
消費者	consumidor	消費者	consumidor	N	N;MASC;SG
損失	pérdidas	損失	pérdida	N	N;FEM;PL
損失	pérdida	損失	pérdida	N	N;FEM;SG
損失	pérdidas	損失	pérdida	N	N;FEM;PL
ストック	caldo	ストック	caldo	N	N;MASC;SG
ストック	acciones	ストック	acción	N	N;FEM;PL
ストック	existencias	ストック	existencia	N	N;FEM;PL
声明	declaración	声明	declaración	N	N;FEM;SG
声明	afirmación	声明	afirmación	N	N;FEM;SG
声明	comunicado	声明	comunicado	N	N;MASC;SG
貧困	pobreza	貧困	pobreza	N	N;FEM;SG
ワゴン	vagón	ワゴン	vagón	N	N;MASC;SG
ワゴン	carreta	ワゴン	carreta	N	N;FEM;SG
ワゴン	carro	ワゴン	carro	N	N;MASC;SG
付録	apéndice	付録	apéndizar	N	N;MASC;SG
素数	prime	素数	prime	N	N
楕円	elipse	楕円	elepse	N	N;FEM;SG
楕円	elípticas	楕円	elíptico	N	N;FEM;PL
ソリ	trineo	ソリ	trineo	N	N;MASC;SG
飲料	bebidas	飲料	bebida	N	N;FEM;PL
飲料	bebida	飲料	bebida	N	N;FEM;SG
違法	ilegales	違法	ilegal	ADJ	ADJ;PL
違法	ilegal	違法	ilegal	ADJ	ADJ;SG
野生	wild	野生	wild	N	N
野生	silvestres	野生	silvestre	N	N;FEM;PL
野生	salvajes	野生	salvaje	N	N;PL
公衆	público	公衆	público	N	N;MASC;SG
染色	tintura	染色	tintura	N	N;FEM;SG
染色	tintes	染色	tinte	N	N;MASC;PL
染色	tinte	染色	tinte	N	N;MASC;SG
染色	tinción	染色	tinción	N	N;FEM;SG
農場	granja	農場	granja	N	N;FEM;SG
農場	finca	農場	finca	N	N;FEM;SG
強度	fortaleza	強度	fortaleza	N	N;FEM;SG
強度	fuerza	強度	fuerza	N	N;FEM;SG
源	genji	源	genji	N	N
勇気	coraje	勇気	coraje	N	N;MASC;SG
勇気	valentía	勇気	valentía	N	N;FEM;SG
勇気	valor	勇気	valor	N	N;MASC;SG
勇気	valentía	勇気	valentía	N	N;FEM;SG
勇気	valentía	勇気	valentía	N	N;FEM;SG
勇気	valor	勇気	valor	N	N;MASC;SG
出荷	envio	出荷	envio	V	V;IND;SG;3;PRS;FIN
セキュリティ	seguridad	セキュリティ	seguridad	N	N;FEM;SG
債権	reclamo	債権	reclamo	N	N;MASC;SG
債権	reclamación	債権	reclamación	N	N;FEM;SG
債権	reivindicación	債権	reivindicación	N	N;FEM;SG
債権	siniestros	債権	siniestro	N	N;MASC;PL
債権	reclamos	債権	reclamo	N	N;MASC;PL
債権	reclamaciones	債権	reclamación	N	N;FEM;PL
祖母	abuela	祖母	abuela	N	N;FEM;SG
フロア	planta	フロア	planta	N	N;FEM;SG
フロア	piso	フロア	piso	N	N;MASC;SG
フロア	suelo	フロア	suelo	N	N;MASC;SG
位相	etapa	位相	etapa	N	N;FEM;SG
位相	fase	位相	fase	N	N;FEM;SG
手続	procedimientos	手続	procedimiento	N	N;MASC;PL
クラフト	kraft	クラフト	kraft	N	N;SG
クラフト	artesanía	クラフト	artesanía	N	N;FEM;SG
クラフト	embarcaciones	クラフト	embarcación	N	N;FEM;PL
ドキュメント	documento	ドキュメント	documento	N	N;MASC;SG
ドキュメント	documentación	ドキュメント	documentación	N	N;FEM;SG
ドキュメント	documentos	ドキュメント	documento	N	N;MASC;PL
ドキュメント	documentación	ドキュメント	documentación	N	N;FEM;SG
思考	pensamiento	思考	pensamiento	N	N;MASC;SG
思考	pensamiento	思考	pensamiento	N	N;MASC;SG
思考	pensamiento	思考	pensamiento	N	N;MASC;SG
思考	pensamientos	思考	pensamiento	N	N;MASC;PL
講習	formación	講習	formación	N	N;FEM;SG
講習	adiestramiento	講習	adiestramiento	N	N;MASC;SG
講習	entrenamiento	講習	entrenamiento	N	N;MASC;SG
講習	capacitación	講習	capacitación	N	N;FEM;SG
ホップ	lúpulo	ホップ	lúpulo	N	N;MASC;SG
ホップ	salto	ホップ	salto	N	N;MASC;SG
ホップ	lúpulo	ホップ	lúpulo	N	N;MASC;SG
ホップ	hop	ホップ	hop	N	N;MASC;SG
コンピューター	computadora	コンピューター	computador	N	N;FEM;SG
コンピューター	ordenador	コンピューター	ordenador	N	N;MASC;SG
コンピューター	informática	コンピューター	informática	N	N;FEM;SG
コンピューター	computadoras	コンピューター	computador	N	N;FEM;PL
コンピューター	ordenadores	コンピューター	ordenador	N	N;MASC;PL
コンピューター	informática	コンピューター	informática	N	N;FEM;SG
コンピューター	computadores	コンピューター	computador	N	N;MASC;PL
コンピューター	computadoras	コンピューター	computador	N	N;FEM;PL
コンピューター	ordenadores	コンピューター	ordenador	N	N;MASC;PL
マネー	dinero	マネー	dinero	N	N;MASC;SG
マネー	money	マネー	money	N	N
ウォール	muralla	ウォール	muralla	N	N;FEM;SG
ウォール	pared	ウォール	pared	N	N;FEM;SG
ウォール	murallas	ウォール	muralla	N	N;FEM;PL
ウォール	muro	ウォール	muro	N	N;MASC;SG
レート	tasa	レート	tasa	N	N;FEM;SG
クラウン	corona	クラウン	corona	N	N;FEM;SG
貨幣	dinero	貨幣	dinero	N	N;MASC;SG
貨幣	money	貨幣	money	N	N
当事	fiestas	当事	fiesta	N	N;FEM;PL
悪戯	engaño	悪戯	engaño	N	N;MASC;SG
迷宮	laberinto	迷宮	laberinto	N	N;MASC;SG
朗読	recitar	朗読	recitar	V	V;NFIN
朗読	recita	朗読	recita	V	V;IND;SG;3;PRS;FIN
朗読	recitar	朗読	recitar	V	V;NFIN
朗読	recitando	朗読	recitar	V	V;V.MSDR
朗読	recitar	朗読	recitar	V	V;NFIN
夜明け	alba	夜明け	alba	N	N;FEM;SG
夜明け	dawn	夜明け	dawn	N	N;SG
夜明け	amanecer	夜明け	amanecer	N	N;MASC;SG
ポンプ	bomba	ポンプ	bomba	N	N;FEM;SG
ポンプ	bombas	ポンプ	bomba	N	N;FEM;PL
含める	incluye	含める	incluir	V	V;IND;SG;3;PRS;FIN
含める	incluyen	含める	incluir	V	V;IND;PL;3;PRS;FIN
含める	incluya	含める	incluir	V	V;SBJV;SG;3;FIN
含める	incluyan	含める	incluir	V	V;IMP;PL;3;FIN
含める	incluir	含める	incluir	V	V;NFIN
ハイブリッド	híbridos	ハイブリッド	híbrido	N	N;MASC;PL
ハイブリッド	híbridos	ハイブリッド	híbrido	N	N;MASC;PL
マウス	ratones	マウス	ratón	N	N;MASC;PL
マウス	ratón	マウス	ratón	N	N;MASC;SG
マウス	mouse	マウス	mouse	N	N;MASC;SG
鳥居	torii	鳥居	torii	N	N;MASC;SG
レインボー	rainbow	レインボー	rainbow	N	N;MASC;SG
レインボー	arcoiris	レインボー	arcoiri	N	N;MASC;SG
レインボー	arcoíris	レインボー	arcoíris	N	N;MASC;SG
失う	perder	失う	perder	V	V;NFIN
失う	pierden	失う	perder	V	V;IND;PL;3;PRS;FIN
失う	pierda	失う	perder	V	V;IMP;SG;3;FIN
失う	pierdo	失う	perder	V	V;IND;SG;1;PRS;FIN
失う	pierde	失う	perder	V	V;IND;SG;3;PRS;FIN
ベンチ	banca	ベンチ	banca	N	N;FEM;SG
ベンチ	banco	ベンチ	banco	N	N;MASC;SG
蜂起	sublevación	蜂起	sublevación	N	N;FEM;SG
蜂起	insurrección	蜂起	insurrección	N	N;FEM;SG
蜂起	levantamiento	蜂起	levantamiento	N	N;MASC;SG
蜂起	revuelta	蜂起	revuelta	N	N;FEM;SG
蜂起	rebelión	蜂起	rebelión	N	N;FEM;SG
感じる	sentir	感じる	sentir	V	V;NFIN
感じる	siente	感じる	sentir	V	V;IND;SG;3;PRS;FIN
感じる	siento	感じる	sentir	V	V;IND;SG;1;PRS;FIN
脅威	amenaza	脅威	amenaza	N	N;FEM;SG
脅威	amenazas	脅威	amenaza	N	N;FEM;PL
脅威	amenaza	脅威	amenaza	N	N;FEM;SG
触媒	catalizadores	触媒	catalizador	N	N;MASC;PL
触媒	catalizador	触媒	catalizador	N	N;MASC;SG
虚偽	false	虚偽	false	N	N
車輪	rueda	車輪	rueda	N	N;FEM;SG
車輪	ruedas	車輪	rueda	N	N;FEM;PL
残存	salvar	残存	salvar	V	V;NFIN
シャツ	camiseta	シャツ	camiseta	N	N;FEM;SG
シャツ	camisa	シャツ	camisa	N	N;FEM;SG
シャツ	playera	シャツ	playera	N	N;FEM;SG
シャツ	camisas	シャツ	camisa	N	N;FEM;PL
シャツ	camisetas	シャツ	camiseta	N	N;FEM;PL
主人	marido	主人	marido	N	N;MASC;SG
主人	esposo	主人	esposo	N	N;MASC;SG
歌人	poeta	歌人	poeta	N	N;MASC;SG
歌人	poetisa	歌人	poetisa	N	N;FEM;SG
結婚式	boda	結婚式	boda	N	N;FEM;SG
結婚式	bodas	結婚式	boda	N	N;FEM;PL
結婚式	casamiento	結婚式	casamiento	N	N;MASC;SG
アルミ	aluminio	アルミ	aluminio	N	N;MASC;SG
香り	fragancia	香り	fragancia	N	N;FEM;SG
香り	olor	香り	olor	N	N;MASC;SG
香り	aroma	香り	aroma	N	N;MASC;SG
香り	fragancia	香り	fragancia	N	N;FEM;SG
シールド	shield	シールド	shield	N	N
シールド	escudo	シールド	escudo	N	N;MASC;SG
シールド	escudos	シールド	escudo	N	N;MASC;PL
シールド	escudo	シールド	escudo	N	N;MASC;SG
オブジェクト	objeto	オブジェクト	objeto	N	N;MASC;SG
オブジェクト	objetos	オブジェクト	objeto	N	N;MASC;PL
代理店	agencia	代理店	agencia	N	N;FEM;SG
代理店	agency	代理店	agency	N	N
代理店	organismos	代理店	organismo	N	N;MASC;PL
代理店	agencias	代理店	agencia	N	N;FEM;PL
オイル	aceite	オイル	aceite	N	N;MASC;SG
オイル	petroleo	オイル	petroleo	N	N;MASC;SG
オイル	óleo	オイル	óleo	N	N;MASC;SG
オイル	petróleo	オイル	petróleo	N	N;MASC;SG
注釈	anotación	注釈	anotación	N	N;FEM;SG
注釈	anotaciones	注釈	anotación	N	N;FEM;PL
トライアル	juicio	トライアル	juicio	N	N;MASC;SG
トライアル	ensayo	トライアル	ensayo	N	N;MASC;SG
トライアル	juicios	トライアル	juicio	N	N;MASC;PL
トライアル	ensayos	トライアル	ensayo	N	N;MASC;PL
取り扱い	manejando	取り扱い	manejar	V	V;V.MSDR
皮膚	piel	皮膚	piel	N	N;FEM;SG
皮膚	cutis	皮膚	cuti	N	N;MASC;SG
皮膚	skin	皮膚	skin	N	N
スプリント	sprint	スプリント	sprint	N	N;MASC;SG
切断	desconectar	切断	desconectar	V	V;NFIN
切断	desconecta	切断	desconectar	V	V;IND;SG;3;PRS;FIN
書簡	epístolas	書簡	epístola	N	N;FEM;PL
宝石	jewel	宝石	jewel	N	N;SG
宝石	joya	宝石	joya	N	N;FEM;SG
宝石	joyería	宝石	joyería	N	N;FEM;SG
宝石	joyas	宝石	joya	N	N;FEM;PL
宝石	joya	宝石	joya	N	N;FEM;SG
宝石	bisutería	宝石	bisutería	N	N;FEM;SG
宝石	joyas	宝石	joya	N	N;FEM;PL
座標	coordenadas	座標	coordenada	N	N;FEM;PL
座標	coordenadas	座標	coordenada	N	N;FEM;PL
シャトル	lanzadera	シャトル	lanzadera	N	N;FEM;SG
シャトル	transbordador	シャトル	transbordador	N	N;MASC;SG
シャトル	trasbordador	シャトル	trasbordador	N	N;MASC;SG
複製	duplicar	複製	duplicar	V	V;NFIN
標本	espécimen	標本	espécimen	N	N;MASC;SG
標本	especímenes	標本	especimen	N	N;MASC;PL
標本	ejemplares	標本	ejemplar	N	N;MASC;PL
レーン	lane	レーン	lane	N	N
レーン	carril	レーン	carril	N	N;MASC;SG
写本	manuscritos	写本	manuscrito	N	N;MASC;PL
写本	manuscrito	写本	manuscrito	N	N;MASC;SG
写本	manuscritos	写本	manuscrito	N	N;MASC;PL
笑顔	sonrisa	笑顔	sonrisa	N	N;FEM;SG
笑顔	smile	笑顔	smile	N	N;SG
笑顔	sonrisas	笑顔	sonrisa	N	N;FEM;PL
両側	lados	両側	lado	N	N;MASC;PL
両側	laterales	両側	lateral	N	N;PL
両側	bandos	両側	bando	N	N;MASC;PL
頻度	frecuencias	頻度	frecuencia	N	N;FEM;PL
頻度	periodicidad	頻度	periodicidad	N	N;FEM;SG
頻度	frecuencia	頻度	frecuencia	N	N;FEM;SG
乗る	cabalgar	乗る	cabalgar	V	V;NFIN
ルーキー	novato	ルーキー	novato	N	N;MASC;SG
ラック	potro	ラック	potro	N	N;MASC;SG
ラック	percha	ラック	percha	N	N;FEM;SG
ラック	rack	ラック	rack	N	N;MASC;SG
優しい	suave	優しい	suave	ADJ	ADJ;SG
優しい	gentil	優しい	gentil	ADJ	ADJ;SG
ウォン	wong	ウォン	wong	N	N
赤字	déficit	赤字	déficit	N	N;MASC;SG
語源	procedencia	語源	procedencia	N	N;FEM;SG
語源	origen	語源	origen	N	N;MASC;SG
語源	etimología	語源	etimología	N	N;FEM;SG
オルガン	órganos	オルガン	órgano	N	N;MASC;PL
オルガン	órgano	オルガン	órgano	N	N;MASC;SG
阻害	impida	阻害	impedir	V	V;SBJV;SG;3;FIN
阻害	impedir	阻害	impedir	V	V;NFIN
帽子	sombreros	帽子	sombrero	N	N;MASC;PL
帽子	gorros	帽子	gorro	N	N;MASC;PL
帽子	gorras	帽子	gorra	N	N;FEM;PL
帽子	gorro	帽子	gorro	N	N;MASC;SG
帽子	sombrero	帽子	sombrero	N	N;MASC;SG
帽子	hat	帽子	haber	N	N
帽子	gorra	帽子	gorra	N	N;FEM;SG
洞窟	gruta	洞窟	gruta	N	N;FEM;SG
洞窟	cueva	洞窟	cueva	N	N;FEM;SG
洞窟	cave	洞窟	cave	N	N
洞窟	caverna	洞窟	caverna	N	N;FEM;SG
洞窟	cavernas	洞窟	caverna	N	N;FEM;PL
洞窟	cuevas	洞窟	cueva	N	N;FEM;PL
ウイング	wing	ウイング	wing	N	N
本当	true	本当	true	N	N
本当	verdad	本当	verdad	N	N;FEM;SG
精度	precisión	精度	precisión	N	N;FEM;SG
精度	precisión	精度	precisión	N	N;FEM;SG
精度	exactitud	精度	exactitud	N	N;FEM;SG
裁判官	juez	裁判官	juez	N	N;SG
裁判官	magistrado	裁判官	magistrado	N	N;MASC;SG
裁判官	jueza	裁判官	jueza	N	N;FEM;SG
裁判官	jueces	裁判官	juez	N	N;PL
裁判官	magistrados	裁判官	magistrado	N	N;MASC;PL
ペース	ritmo	ペース	ritmo	N	N;MASC;SG
ペース	pace	ペース	pacer	N	N
グルメ	gourmet	グルメ	gourmet	N	N;MASC;SG
系図	genealogía	系図	genealogía	N	N;FEM;SG
ベッド	lechos	ベッド	lecho	N	N;MASC;PL
ベッド	camas	ベッド	cama	N	N;FEM;PL
ベッド	cama	ベッド	cama	N	N;FEM;SG
ベッド	camas	ベッド	cama	N	N;FEM;PL
ベッド	lecho	ベッド	lecho	N	N;MASC;SG
ブリス	bliss	ブリス	bliss	N	N
参考	bibliografía	参考	bibliografía	N	N;FEM;SG
参考	referencias	参考	referencia	N	N;FEM;PL
魔法	mago	魔法	mago	N	N;MASC;SG
魔法	hechicero	魔法	hechicero	N	N;MASC;SG
錬金術	alquimista	錬金術	alquimista	N	N;SG
錬金術	alquimia	錬金術	alquimia	N	N;FEM;SG
風俗	mores	風俗	mor	N	N;PL
風俗	folkways	風俗	folkway	N	N;MASC;PL
忠実	fiel	忠実	fiel	ADJ	ADJ;SG
地面	terreno	地面	terreno	N	N;MASC;SG
地面	ground	地面	ground	N	N
ビタミン	vitaminas	ビタミン	vitamina	N	N;FEM;PL
ビタミン	vitamina	ビタミン	vitamina	N	N;FEM;SG
ビタミン	vitaminas	ビタミン	vitamina	N	N;FEM;PL
公布	promulgó	公布	promulgar	V	V;IND;SG;3;PST;FIN
最適	óptimos	最適	óptimo	ADJ	ADJ;MASC;PL
最適	óptimo	最適	óptimo	ADJ	ADJ;MASC;SG
最適	óptima	最適	óptimo	ADJ	ADJ;FEM;SG
最適	óptimas	最適	óptimo	ADJ	ADJ;FEM;PL
放射	irradiación	放射	irradiación	N	N;FEM;SG
放射	radiación	放射	radiación	N	N;FEM;SG
放射	radiaciones	放射	radiación	N	N;FEM;PL
助言	asesorar	助言	asesorar	V	V;NFIN
索引	index	索引	index	N	N
索引	indice	索引	indicir	N	N;MASC;SG
索引	índice	索引	índice	N	N;MASC;SG
索引	índices	索引	índice	N	N;MASC;PL
タイミング	momento	タイミング	momento	N	N;MASC;SG
速報	rompiendo	速報	romper	V	V;V.MSDR
速報	romper	速報	romper	V	V;NFIN
シーク	sheik	シーク	sheik	N	N;MASC;SG
シーク	jeque	シーク	jeque	N	N;MASC;SG
葬儀	funeraria	葬儀	funerario	N	N;FEM;SG
葬儀	funerales	葬儀	funeral	N	N;MASC;PL
葬儀	funeral	葬儀	funeral	N	N;MASC;SG
葬儀	entierro	葬儀	entierro	N	N;MASC;SG
葬儀	funerales	葬儀	funeral	N	N;MASC;PL
見事	impresionantes	見事	impresionante	ADJ	ADJ;PL
見事	impresionante	見事	impresionante	ADJ	ADJ;SG
ターゲット	segmentación	ターゲット	segmentación	N	N;FEM;SG
ターゲット	objetivo	ターゲット	objetivo	N	N;MASC;SG
ターゲット	target	ターゲット	target	N	N;SG
ターゲット	metas	ターゲット	meta	N	N;FEM;PL
ターゲット	objetivos	ターゲット	objetivo	N	N;MASC;PL
ターゲット	blancos	ターゲット	blanco	N	N;MASC;PL
テクノ	tecno	テクノ	tecno	N	N;MASC;SG
テクノ	techno	テクノ	techno	N	N;MASC;SG
ヒップ	hip	ヒップ	hip	N	N;MASC;SG
ヒップ	cadera	ヒップ	cadera	N	N;FEM;SG
セリフ	serif	セリフ	serif	N	N;FEM;SG
気圧	presión	気圧	presión	N	N;FEM;SG
気圧	presiones	気圧	presión	N	N;FEM;PL
気圧	presion	気圧	presionar	N	N;FEM;SG
筋肉	músculos	筋肉	músculo	N	N;MASC;PL
筋肉	músculo	筋肉	músculo	N	N;MASC;SG
筋肉	músculo	筋肉	músculo	N	N;MASC;SG
グッズ	coleccionables	グッズ	coleccionable	N	N;PL
バッテリー	pila	バッテリー	pila	N	N;FEM;SG
バッテリー	batería	バッテリー	batería	N	N;FEM;SG
バッテリー	bateria	バッテリー	bateria	N	N;FEM;SG
バッテリー	baterías	バッテリー	batería	N	N;FEM;PL
楽園	paraiso	楽園	paraiso	N	N;MASC;SG
楽園	paraíso	楽園	paraíso	N	N;MASC;SG
楽園	paradise	楽園	paradise	N	N;SG
カンファレンス	conferencia	カンファレンス	conferencia	N	N;FEM;SG
対称	simetría	対称	simetría	N	N;FEM;SG
パイプ	tubo	パイプ	tubo	N	N;MASC;SG
パイプ	tubería	パイプ	tuber	N	N;FEM;SG
パイプ	pipa	パイプ	pipa	N	N;FEM;SG
