kas	кой	kas	кой	PRO;NOM	PRO;NOM;MASC;SG
matemātika	математика	matemātika	математика	N;NOM;FEM;SG	N;INDF;FEM;SG
matemātika	математика	matemātika	математика	N;NOM;FEM;SG	N;INDF;FEM;SG
slavena	прочут	slavena	прочут	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
slavena	прочута	slavena	прочутам-се	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
slavena	известна	slavena	известен	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
slavena	известен	slavena	известен	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
pārtraukuma	прекъсване	pārtraukums	прекъсване	N;GEN;MASC;SG	N;INDF;NEUT;SG
trīsdesmit	тридесет	trīsdesmit	тридесет	NUM;PL	NUM;INDF;PL
palātas	покои	palāta	покой	N;NOM;FEM;PL	N;INDF;FEM;PL
tiešsaistes	online	tiešsaiste	online	ADJ;NOM;FEM;PL	ADJ
pārliecinoši	убедително	pārliecinoši	убедително	ADV	ADV
bafta	бафта	bafta	бафт	N;NOM;FEM;SG	N;INDF;FEM;SG
dumpis	бунт	dumpis	бунт	N;NOM;MASC;SG	N;INDF;MASC;SG
dumpis	въстание	dumpis	въстание	N;NOM;MASC;SG	N;INDF;NEUT;SG
lietuviešiem	литовците	lietuvietis	литовец	N;DAT;MASC;PL	N;DEF;MASC;PL
ģerboni	герб	ģerbons	герб	N;ACC;MASC;SG	N;INDF;MASC;SG
kvalifikācija	квалификация	kvalifikācija	квалификация	N;NOM;FEM;SG	N;INDF;FEM;SG
kvalifikācija	квалификация	kvalifikācija	квалификация	N;NOM;FEM;SG	N;INDF;FEM;SG
iegādāties	придобие	iegādāties	придобие	V;POS;REFL;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
numuri	числа	numurs	число	N;NOM;MASC;PL	N;INDF;NEUT;PL
numuri	цифри	numurs	цифра	N;NOM;MASC;PL	N;INDF;FEM;PL
skolēni	студенти	skolēns	студент	N;NOM;MASC;PL	N;INDF;MASC;PL
skolēni	ученици	skolēns	ученик	N;NOM;MASC;PL	N;INDF;MASC;PL
skolēni	ученици	skolēns	ученик	N;NOM;MASC;PL	N;INDF;MASC;PL
skolēni	зениците	skolēns	зеник	N;NOM;MASC;PL	N;DEF;MASC;PL
bagāta	богат	bagāta	богат	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
bagāta	богата	bagāta	богат	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
dokumentus	документите	dokuments	документ	N;ACC;MASC;PL	N;DEF;MASC;PL
dokumentus	документи	dokuments	документ	N;ACC;MASC;PL	N;INDF;MASC;PL
kvalitāte	качество	kvalitāte	качество	N;NOM;FEM;SG	N;INDF;NEUT;SG
kvalitāte	качеството	kvalitāte	качество	N;NOM;FEM;SG	N;DEF;NEUT;SG
beisbola	бейзбол	beisbols	бейзбол	N;GEN;MASC;SG	N;INDF;MASC;SG
beisbola	бейзбола	beisbols	бейзбол	N;GEN;MASC;SG	N;DEF;MASC;SG
beisbola	бейзболът	beisbols	бейзбол	N;GEN;MASC;SG	N;DEF;MASC;SG
benedikts	бенедикт	benedikts	бенедикт	N;NOM;MASC;SG	N;INDF;MASC;SG
zirgus	кончета	zirgs	конче	N;ACC;MASC;PL	N;INDF;NEUT;PL
zirgus	коне	zirgs	кон	N;ACC;MASC;PL	N;INDF;MASC;PL
zirgus	конете	zirgs	кон	N;ACC;MASC;PL	N;DEF;MASC;PL
bebru	бобър	bebrs	бобър	N;ACC;MASC;SG	N;INDF;MASC;SG
gotfrīds	готфрид	gotfrīds	готфрид	N;NOM;MASC;SG	N;INDF;MASC;SG
pelēkais	сива	pelēks	сив	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
tirgotāji	дилъри	tirgotājs	дилър	N;NOM;MASC;PL	N;INDF;MASC;PL
tirgotāji	търговци	tirgotājs	търговец	N;NOM;MASC;PL	N;INDF;MASC;PL
tirgotāji	търговците	tirgotājs	търговец	N;NOM;MASC;PL	N;DEF;MASC;PL
tirgotāji	търговци	tirgotājs	търговец	N;NOM;MASC;PL	N;INDF;MASC;PL
slēgts	заключено	slēgt	заключа	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
slēgts	заключена	slēgt	заключа	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
slēgts	заключен	slēgt	заключа	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
slēgts	затворена	slēgt	затворя-(се)	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
slēgts	затворено	slēgt	затворя-(се)	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
koncerti	концерти	koncerts	концерт	N;NOM;MASC;PL	N;INDF;MASC;PL
koncerti	концертите	koncerts	концерт	N;NOM;MASC;PL	N;DEF;MASC;PL
zīdītāji	бозайници	zīdītājs	бозайник	N;NOM;MASC;PL	N;INDF;FEM;PL
zīdītāji	бозайниците	zīdītājs	бозайник	N;NOM;MASC;PL	N;DEF;MASC;PL
zīdītāji	бозайници	zīdītājs	бозайник	N;NOM;MASC;PL	N;INDF;FEM;PL
zīdītāji	бозайници	zīdītājs	бозайник	N;NOM;MASC;PL	N;INDF;FEM;PL
paziņojumu	уведомление	paziņojums	уведомление	N;ACC;MASC;SG	N;INDF;NEUT;SG
paziņojumu	съобщаване	paziņojums	съобщаване	N;ACC;MASC;SG	N;INDF;NEUT;SG
paziņojumu	уведомяване	paziņojums	уведомяване	N;ACC;MASC;SG	N;INDF;NEUT;SG
čūska	змия	čūska	змия-се	N;NOM;FEM;SG	N;INDF;FEM;SG
čūska	снейк	čūska	снейк	N;NOM;FEM;SG	N;INDF;MASC;SG
dzejoļi	стихотворения	dzejolis	стихотворен	N;NOM;MASC;PL	N;INDF;NEUT;PL
dzejoļi	поеми	dzejolis	поемя	N;NOM;MASC;PL	N;INDF;FEM;PL
dzejoļi	стихове	dzejolis	стих	N;NOM;MASC;PL	N;INDF;MASC;PL
smilšakmens	пясъчник	smilšakmens	пясъчник	N;NOM;MASC;SG	N;INDF;MASC;SG
faktors	фактор	faktors	фактор	N;NOM;MASC;SG	N;INDF;MASC;SG
faktors	коефициент	faktors	коефициент	N;NOM;MASC;SG	N;INDF;MASC;SG
mezgls	възел	mezgls	възел	N;NOM;MASC;SG	N;INDF;MASC;SG
mezgls	възел	mezgls	възел	N;NOM;MASC;SG	N;INDF;MASC;SG
atmiņa	спомен	atmiņa	спомен	N;NOM;FEM;SG	N;INDF;MASC;SG
atmiņa	памет	atmiņa	памет	N;NOM;FEM;SG	N;INDF;FEM;SG
vizuāli	визуално	vizuāli	визуален	ADV	ADV
kristāla	кристъл	kristāls	кристъл	N;GEN;MASC;SG	N;INDF;MASC;SG
kristāla	кристал	kristāls	кристал	N;GEN;MASC;SG	N;INDF;MASC;SG
fragmenti	фрагменти	fragments	фрагмент	N;NOM;MASC;PL	N;INDF;MASC;PL
fragmenti	откъси	fragments	откъся	N;NOM;MASC;PL	N;INDF;MASC;PL
ieviešanu	въведение	ieviešana	въведение	N;ACC;FEM;SG	N;INDF;NEUT;SG
ieviešanu	въвеждане	ieviešana	въвеждане	N;ACC;FEM;SG	N;INDF;NEUT;SG
lejup	долу	lejup	долу	ADV	ADV
lejup	надолу	lejup	надолу	ADV	ADV
cūkas	прасета	cūka	прасе	N;NOM;FEM;PL	N;INDF;NEUT;PL
cūkas	свине	cūka	свина	N;NOM;FEM;PL	N;INDF;MASC;PL
cūkas	свине	cūka	свина	N;NOM;FEM;PL	N;INDF;MASC;PL
cūkas	свине	cūka	свина	N;NOM;FEM;PL	N;INDF;MASC;PL
aktrises	актриси	aktrise	актриса	N;NOM;FEM;PL	N;INDF;FEM;PL
strāva	ток	strāva	ток	N;NOM;FEM;SG	N;INDF;MASC;SG
strāva	настоящ	strāva	настоящ	N;NOM;FEM;SG	N;INDF;MASC;SG
basketbols	баскетбол	basketbols	баскетбол	N;NOM;MASC;SG	N;INDF;MASC;SG
basketbols	баскетбола	basketbols	баскетбол	N;NOM;MASC;SG	N;DEF;MASC;SG
licences	лицензи	licence	лиценз	N;NOM;FEM;PL	N;INDF;MASC;PL
licences	лицензии	licence	лицензия	N;NOM;FEM;PL	N;INDF;FEM;PL
licences	лицензи	licence	лиценз	N;NOM;FEM;PL	N;INDF;MASC;PL
izstrāde	развитие	izstrāde	развитие	N;NOM;FEM;SG	N;INDF;NEUT;SG
izstrāde	разработване	izstrāde	разработване	N;NOM;FEM;SG	N;INDF;NEUT;SG
izstrāde	разработка	izstrāde	разработка	N;NOM;FEM;SG	N;INDF;FEM;SG
izstrāde	изработване	izstrāde	изработване	N;NOM;FEM;SG	N;INDF;NEUT;SG
nesenā	скорошно	nesens	скорошен	ADV	ADV
nesenā	отскоро	nesens	отскоро	ADV	ADV
apstiprināta	потвърдено	apstiprināt	потвърдя	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
apstiprināta	потвърден	apstiprināt	потвърдя	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
apstiprināta	потвърдена	apstiprināt	потвърдя	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
apstiprināta	одобрено	apstiprināt	одобря	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
apstiprināta	одобрен	apstiprināt	одобря	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
apstiprināta	одобрена	apstiprināt	одобря	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
balsot	гласувайте	balsot	гласувам	V;POS;NFIN	V;IPFV;IMP;PL;2;FIN
laukumi	квадрати	laukums	квадрат	N;NOM;MASC;PL	N;INDF;MASC;PL
mākoņu	облаци	mākonis	облак	N;GEN;MASC;PL	N;INDF;MASC;PL
noskaidrot	поясни	noskaidrot	поясня	V;POS;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
noskaidrot	изясни	noskaidrot	изясня-(се)	V;POS;NFIN	V;PFV;IMP;SG;2;FIN
cietuma	затворът	cietums	затвор	N;GEN;MASC;SG	N;DEF;MASC;SG
cietuma	затвор	cietums	затвор	N;GEN;MASC;SG	N;INDF;MASC;SG
cietuma	затвора	cietums	затвор	N;GEN;MASC;SG	N;DEF;MASC;SG
prezidenti	президентите	prezidents	президент	N;NOM;MASC;PL	N;DEF;MASC;PL
prezidenti	президенти	prezidents	президент	N;NOM;MASC;PL	N;INDF;MASC;PL
prezidenti	председатели	prezidents	председател	N;NOM;MASC;PL	N;INDF;MASC;PL
kolonnas	колони	kolonna	колона	N;NOM;FEM;PL	N;INDF;FEM;PL
volkswagen	фолксваген	volkswagen	фолксваген	N;NOM;MASC;SG	N;INDF;MASC;SG
amatpersonas	офицери	amatpersona	офицер	N;NOM;FEM;PL	N;INDF;MASC;PL
amatpersonas	полицаи	amatpersona	полицай	N;NOM;FEM;PL	N;INDF;MASC;PL
sastāvdaļas	компоненти	sastāvdaļa	компонент	N;NOM;FEM;PL	N;INDF;MASC;PL
sastāvdaļas	съставки	sastāvdaļa	съставка	N;NOM;FEM;PL	N;INDF;FEM;PL
sastāvdaļas	съставките	sastāvdaļa	съставка	N;NOM;FEM;PL	N;DEF;FEM;PL
ekspress	експрес	ekspress	експрес	N;NOM;MASC;SG	N;INDF;MASC;SG
ierašanās	пристигането	ierašanās	пристигане	N;NOM;FEM;SG	N;DEF;NEUT;SG
ierašanās	пристигане	ierašanās	пристигане	N;NOM;FEM;SG	N;INDF;NEUT;SG
nomainīts	заменен	nomainīt	заменя	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
nomainīts	заменено	nomainīt	заменя	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
nomainīts	сменен	nomainīt	сменя-(се)	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
nomainīts	заменена	nomainīt	заменя	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
varde	жаба	varde	жаба	N;NOM;FEM;SG	N;INDF;FEM;SG
konvencijas	конвенции	konvencija	конвенция	N;NOM;FEM;PL	N;INDF;FEM;PL
tenisa	тенис	tenisa	тенис	N;NOM;MASC;SG	N;INDF;MASC;SG
vairākumu	мнозинство	vairākums	мнозинство	N;ACC;MASC;SG	N;INDF;NEUT;SG
vairākumu	мнозинството	vairākums	мнозинство	N;ACC;MASC;SG	N;DEF;NEUT;SG
vēlmi	желание	vēlme	желание	N;ACC;FEM;SG	N;INDF;NEUT;SG
vēlmi	желанието	vēlme	желание	N;ACC;FEM;SG	N;DEF;NEUT;SG
veiksmīga	успешна	veiksmīga	успешен	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
veiksmīga	успешен	veiksmīga	успешен	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
pēcnācēji	потомци	pēcnācējs	потомец	N;NOM;MASC;PL	N;INDF;MASC;PL
pēcnācēji	потомците	pēcnācējs	потомец	N;NOM;MASC;PL	N;DEF;MASC;PL
pēcnācēji	наследници	pēcnācējs	наследник	N;NOM;MASC;PL	N;INDF;MASC;PL
ierobežojumi	ограничения	ierobežojums	ограничение	N;NOM;MASC;PL	N;INDF;NEUT;PL
ierobežojumi	ограниченията	ierobežojums	ограничение	N;NOM;MASC;PL	N;DEF;NEUT;PL
ierobežojumi	ограничения	ierobežojums	ограничение	N;NOM;MASC;PL	N;INDF;NEUT;PL
ierobežojumi	граници	ierobežojums	граница	N;NOM;MASC;PL	N;INDF;FEM;PL
ierobežojumi	ограничения	ierobežojums	ограничение	N;NOM;MASC;PL	N;INDF;NEUT;PL
ielikt	сложи	ielikt	сложа-(се)	V;POS;NFIN	V;PFV;IMP;SG;2;FIN
klāja	палубата	klājs	палуба	N;GEN;MASC;SG	N;DEF;FEM;SG
klāja	палуба	klājs	палуб	N;GEN;MASC;SG	N;INDF;FEM;SG
klāja	тесте	klājs	тест	N;GEN;MASC;SG	N;INDF;NEUT;SG
augšējo	горна	augšējs	горен	ADJ;ACC;MASC;SG	ADJ;INDF;FEM;SG
augšējo	горен	augšējs	горен	ADJ;ACC;MASC;SG	ADJ;INDF;MASC;SG
vadonis	лидер	vadonis	лидер	N;NOM;MASC;SG	N;INDF;MASC;SG
vadonis	водач	vadonis	водач	N;NOM;MASC;SG	N;INDF;MASC;SG
izslēgts	изключено	izslēgt	изключа	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
izslēgts	изключен	izslēgt	изключа	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
izslēgts	изключена	izslēgt	изключа	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
izslēgts	изключено	izslēgt	изключа	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
gsm	gsm	gūt	gsm	N	N;INDF;MASC;SG
mūks	монах	mūks	монах	N;NOM;MASC;SG	N;INDF;MASC;SG
bloku	блокиране	bloka	блокиране	N;ACC;MASC;SG	N;INDF;NEUT;SG
bloku	блок	bloka	блок	N;ACC;MASC;SG	N;INDF;MASC;SG
ēst	ям	ēst	аз	V;POS;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
ēst	яде	ēst	ям-(се)	V;POS;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
ēst	яжте	ēst	ям-(се)	V;POS;NFIN	V;IPFV;IMP;PL;2;FIN
ēst	яж	ēst	яж	V;POS;NFIN	V;IPFV;IMP;SG;2;FIN
ēst	ям	ēst	аз	V;POS;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
referendumā	референдум	referendums	референдум	N;ESS;MASC;SG	N;INDF;MASC;SG
tornī	кула	tornis	кула	N;ESS;MASC;SG	N;INDF;FEM;SG
tornī	tower	tornis	tower	N;ESS;MASC;SG	N;INDF;MASC;SG
tornī	кулата	tornis	кула	N;ESS;MASC;SG	N;DEF;FEM;SG
tornī	тауър	tornis	тауър	N;ESS;MASC;SG	N;INDF;MASC;SG
teorētiķis	теоретик	teorētiķis	теоретик	N;NOM;MASC;SG	N;INDF;MASC;SG
smaržu	мирис	smarža	мирис	N;ACC;FEM;SG	N;INDF;MASC;SG
smaržu	миризма	smarža	миризма	N;ACC;FEM;SG	N;INDF;FEM;SG
smaržu	аромат	smarža	аромат	N;ACC;FEM;SG	N;INDF;MASC;SG
smaržu	ухание	smarža	ухание	N;ACC;FEM;SG	N;INDF;NEUT;SG
smaržu	парфюм	smarža	парфюм	N;ACC;FEM;SG	N;INDF;MASC;SG
pāriem	двойките	pāri	двойка	N;DAT;MASC;PL	N;DEF;FEM;PL
pāriem	двойки	pāri	двойка	N;DAT;MASC;PL	N;INDF;FEM;PL
opengl	opengl	opengl	opengl	N	N;INDF;MASC;SG
apļa	кръгче	aplis	кръг	N;GEN;MASC;SG	N;INDF;NEUT;SG
apļa	кръгът	aplis	кръг	N;GEN;MASC;SG	N;DEF;MASC;SG
apļa	окръжност	aplis	окръжност	N;GEN;MASC;SG	N;INDF;FEM;SG
apļa	кръговрат	aplis	кръговрат	N;GEN;MASC;SG	N;INDF;MASC;SG
apļa	кръг	aplis	кръг	N;GEN;MASC;SG	N;INDF;MASC;SG
biroju	кабинет	birojs	кабинет	N;ACC;MASC;SG	N;INDF;MASC;SG
biroju	офисът	birojs	офис	N;ACC;MASC;SG	N;DEF;MASC;SG
biroju	офис	birojs	офис	N;ACC;MASC;SG	N;INDF;MASC;SG
biroju	офиса	birojs	офис	N;ACC;MASC;SG	N;DEF;MASC;SG
proporcionāli	пропорционално	proporcionāli	пропорционално	ADV	ADV
kopīga	съвместния	kopīga	съвместен	ADJ;NOM;FEM;SG	ADJ;DEF;MASC;SG
kopīga	съвместна	kopīga	съвместен	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
kopīga	съвместен	kopīga	съвместен	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
ņemt	вземете	ņemt	взема	V;POS;NFIN	V;PFV;IMP;PL;2;FIN
ņemt	вземи	ņemt	взема	V;POS;NFIN	V;PFV;IMP;SG;2;FIN
pīles	патици	pīle	патик	N;NOM;FEM;PL	N;INDF;MASC;PL
pīles	патици	pīle	патик	N;NOM;FEM;PL	N;INDF;MASC;PL
iekšā	вътрешно	iekšā	вътрешен	ADV	ADV
iekšā	вътре	iekšā	вътре	ADV	ADV
kanoe	канута	kanoe	канута	N	N;INDF;NEUT;PL
kanoe	кану	kanoe	кану	N	N;INDF;MASC;SG
nopirkts	купена	nopirkt	купен	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
nopirkts	купен	nopirkt	купен	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
klasisko	класическа	klasiska	класически	ADJ;ACC;MASC;SG	ADJ;INDF;FEM;SG
plastmasas	пластмаси	plastmasa	пластмас	N;NOM;FEM;PL	N;INDF;MASC;PL
palīdzība	помощ	palīdzība	помощ	N;NOM;FEM;SG	N;INDF;FEM;SG
palīdzība	помощ	palīdzība	помощ	N;NOM;FEM;SG	N;INDF;FEM;SG
ārējais	външна	ārējs	външен	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
ārējais	външен	ārējs	външен	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
ārējais	външна	ārējs	външен	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
ārējais	външен	ārējs	външен	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
atbildīgs	отговорен	atbildīgs	отговорен	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
atbildīgs	отговорна	atbildīgs	отговорен	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
pirmdienā	понеделник	pirmdiena	понеделник	N;ESS;FEM;SG	N;INDF;MASC;SG
eirāzijā	евразия	eirāzija	евразия	N;ESS;FEM;SG	N;INDF;FEM;SG
militāra	военен	militāra	военен	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
militāra	военна	militāra	военен	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
demo	демо	demot	демо	N	N;INDF;NEUT;SG
pretestība	съпротива	pretestība	съпротива	N;NOM;FEM;SG	N;INDF;FEM;SG
pretestība	резистентност	pretestība	резистентност	N;NOM;FEM;SG	N;INDF;FEM;SG
pretestība	устойчивост	pretestība	устойчивост	N;NOM;FEM;SG	N;INDF;FEM;SG
pretestība	съпротивление	pretestība	съпротивление	N;NOM;FEM;SG	N;INDF;NEUT;SG
pasakas	истории	pasaka	история	N;NOM;FEM;PL	N;INDF;FEM;PL
pasakas	приказки	pasaka	приказка	N;NOM;FEM;PL	N;INDF;FEM;PL
pasakas	разкази	pasaka	разказ	N;NOM;FEM;PL	N;INDF;MASC;PL
komēdija	комедията	komēdija	комедия	N;NOM;FEM;SG	N;DEF;FEM;SG
komēdija	комедия	komēdija	комедия	N;NOM;FEM;SG	N;INDF;FEM;SG
smago	тежка	smags	тежък	ADJ;ACC;MASC;SG	ADJ;INDF;FEM;SG
smago	тежък	smags	тежък	ADJ;ACC;MASC;SG	ADJ;INDF;MASC;SG
kalpot	служи	kalpot	служа	V;POS;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
autonomiju	самостоятелност	autonomija	самостоятелност	N;ACC;FEM;SG	N;INDF;FEM;SG
autonomiju	автономия	autonomija	автономия	N;ACC;FEM;SG	N;INDF;FEM;SG
gamma	гама	gamma	гама	N;NOM;FEM;SG	N;INDF;FEM;SG
apvērsums	катаклизъм	apvērsums	катаклизъм	N;NOM;MASC;SG	N;INDF;MASC;SG
fotogrāfiju	снимка	fotogrāfija	снимка	N;ACC;FEM;SG	N;INDF;FEM;SG
stambulā	истанбул	stambuls	истанбул	N;ESS;MASC;SG	N;INDF;MASC;SG
elementa	елемент	elementa	елемент	N;GEN;MASC;SG	N;INDF;MASC;SG
raķete	ракетата	raķete	ракета	N;NOM;FEM;SG	N;DEF;FEM;SG
raķete	ракета	raķete	ракета	N;NOM;FEM;SG	N;INDF;FEM;SG
antena	антената	antena	антена	N;NOM;FEM;SG	N;DEF;FEM;SG
antena	антена	antena	антена	N;NOM;FEM;SG	N;INDF;FEM;SG
sēņu	гъби	sēne	гъба	N;GEN;FEM;PL	N;INDF;FEM;PL
ģimeņu	фамилии	ģimene	фамилия	N;GEN;FEM;PL	N;INDF;FEM;PL
ģimeņu	семейства	ģimene	семейство	N;GEN;FEM;PL	N;INDF;NEUT;PL
zīdītājiem	бозайниците	zīdītājs	бозайник	N;DAT;MASC;PL	N;DEF;MASC;PL
zīdītājiem	бозайници	zīdītājs	бозайник	N;DAT;MASC;PL	N;INDF;FEM;PL
stepes	степи	stepe	степя	N;NOM;FEM;PL	N;INDF;FEM;PL
miljonos	милиони	miljons	милион	N;ESS;MASC;PL	N;INDF;MASC;PL
tradicionālo	традиционен	tradicionālo	традиционен	ADJ;ACC;MASC;SG	ADJ;INDF;MASC;SG
tradicionālo	традиционна	tradicionālo	традиционен	ADJ;ACC;MASC;SG	ADJ;INDF;FEM;SG
programmatūru	софтуер	programmatūra	софтуер	N;ACC;FEM;SG	N;INDF;MASC;SG
plāksne	чинията	plāksne	чиния	N;NOM;FEM;SG	N;DEF;FEM;SG
plāksne	чиния	plāksne	чиния	N;NOM;FEM;SG	N;INDF;FEM;SG
plāksne	плоча	plāksne	плоча-(се)	N;NOM;FEM;SG	N;INDF;FEM;SG
referendums	референдум	referendums	референдум	N;NOM;MASC;SG	N;INDF;MASC;SG
slepkavības	убийства	slepkavība	убийство	N;NOM;FEM;PL	N;INDF;NEUT;PL
slepkavības	убийства	slepkavība	убийство	N;NOM;FEM;PL	N;INDF;NEUT;PL
slepkavības	убийства	slepkavība	убийство	N;NOM;FEM;PL	N;INDF;NEUT;PL
ministri	министри	ministrs	министър	N;NOM;MASC;PL	N;INDF;MASC;PL
ministri	министрите	ministrs	министър	N;NOM;MASC;PL	N;DEF;MASC;PL
gūst	произтича	gūt	произтичам	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
mitrums	влажност	mitrums	влажност	N;NOM;MASC;SG	N;INDF;FEM;SG
mitrums	влага	mitrums	влага	N;NOM;MASC;SG	N;INDF;FEM;SG
mitrums	влажността	mitrums	влажност	N;NOM;MASC;SG	N;DEF;FEM;SG
mitrums	влага	mitrums	влага	N;NOM;MASC;SG	N;INDF;FEM;SG
mitrums	влажност	mitrums	влажност	N;NOM;MASC;SG	N;INDF;FEM;SG
paziņojums	обявяване	paziņojums	обявяване	N;NOM;MASC;SG	N;INDF;NEUT;SG
paziņojums	съобщение	paziņojums	съобщение	N;NOM;MASC;SG	N;INDF;NEUT;SG
paziņojums	обявление	paziņojums	обявление	N;NOM;MASC;SG	N;INDF;NEUT;SG
paziņojums	известие	paziņojums	известие	N;NOM;MASC;SG	N;INDF;NEUT;SG
paziņojums	предизвестие	paziņojums	предизвестие	N;NOM;MASC;SG	N;INDF;NEUT;SG
paziņojums	уведомление	paziņojums	уведомление	N;NOM;MASC;SG	N;INDF;NEUT;SG
paziņojums	съобщаване	paziņojums	съобщаване	N;NOM;MASC;SG	N;INDF;NEUT;SG
paziņojums	уведомяване	paziņojums	уведомяване	N;NOM;MASC;SG	N;INDF;NEUT;SG
paziņojums	твърдение	paziņojums	твърдение	N;NOM;MASC;SG	N;INDF;NEUT;SG
paziņojums	изявление	paziņojums	изявление	N;NOM;MASC;SG	N;INDF;NEUT;SG
paziņojums	комуникация	paziņojums	комуникация	N;NOM;MASC;SG	N;INDF;FEM;SG
paziņojums	общуване	paziņojums	общуване	N;NOM;MASC;SG	N;INDF;NEUT;SG
paziņojums	съобщаване	paziņojums	съобщаване	N;NOM;MASC;SG	N;INDF;NEUT;SG
tukums	тукумс	tukums	тукумс	N;NOM;MASC;SG	N;INDF;MASC;SG
ērika	ерика	ērika	ерик	N;NOM;FEM;SG	N;INDF;FEM;SG
kuba	куб	kuba	куб	N;NOM;MASC;SG	N;INDF;MASC;SG
kuba	куба	kuba	кубо	N;NOM;MASC;SG	N;INDF;FEM;SG
kuba	куба	kuba	кубо	N;NOM;MASC;SG	N;INDF;FEM;SG
pakļauts	подчинена	pakļauts	подчиня-(се)	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
pakļauts	подчинен	pakļauts	подчиня-(се)	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
leopards	леопард	leopards	леопард	N;NOM;MASC;SG	N;INDF;MASC;SG
konventa	конвенция	konvents	конвенция	N;NOM;MASC;SG	N;INDF;FEM;SG
