van	frå	van	frå	ADP	ADP
belasting	moms	belasting	moms	N;MASC+FEM;SG	N;INDF;MASC;SG
belasting	skatt	belasting	skatt	N;MASC+FEM;SG	N;INDF;MASC;SG
belasting	skatt	belasting	skatt	N;MASC+FEM;SG	N;INDF;MASC;SG
belasting	selvangivelsen	belasting	selvangivelse	N;MASC+FEM;SG	N;DEF;MASC;SG
diplomaat	diplomat	diplomaat	diplomat	N;MASC+FEM;SG	N;INDF;MASC;SG
loon	lønna	loon	lønn	N;NEUT;SG	N;DEF;FEM;SG
loon	lønn	loon	lønn	N;NEUT;SG	N;INDF;FEM;SG
conferentie	konferanse	conferentie	konferanse	N;MASC+FEM;SG	N;INDF;MASC;SG
conferentie	konferansen	conferentie	konferanse	N;MASC+FEM;SG	N;DEF;MASC;SG
uitvinder	oppfinner	uitvinder	oppfinne	N;MASC+FEM;SG	N;INDF;MASC;SG
uitvinder	oppfinneren	uitvinder	oppfinner	N;MASC+FEM;SG	N;DEF;MASC;SG
jerry	jerry	jerry	jerry	N;MASC+FEM;SG	N;INDF;MASC;SG
roberts	roberts	robert	robert	N;MASC+FEM;SG	N;INDF;MASC;SG
boodschap	melding	boodschap	melding	N;MASC+FEM;SG	N;INDF;FEM;SG
boodschap	budskap	boodschap	budskap	N;MASC+FEM;SG	N;INDF;MASC;SG
boodschap	beskjed	boodschap	beskjed	N;MASC+FEM;SG	N;INDF;FEM;SG
perzische	persiske	perzisch	persisk	ADJ	ADJ;PL
magnus	magnus	magnus	magnus	N;MASC+FEM;SG	N;INDF;MASC;SG
kring	sirkel	kring	sirkel	N;MASC+FEM;SG	N;INDF;MASC;SG
boedapest	budapest	boedapest	budapest	N;MASC+FEM;SG	N;INDF;MASC;SG
oproep	anrop	oproep	anrop	N;MASC+FEM;SG	N;INDF;MASC;SG
oproep	call	oproep	call	N;MASC+FEM;SG	N;INDF;MASC;SG
oproep	ring	oproep	ring	N;MASC+FEM;SG	N;INDF;MASC;SG
parker	parker	park	parker	N;MASC+FEM;SG	N;INDF;NEUT;SG
cirkel	sirkel	cirkel	sirkel	N;MASC+FEM;SG	N;INDF;MASC;SG
altaar	alter	altaar	alter	N;NEUT;SG	N;INDF;NEUT;SG
altaar	skrin	altaar	skrine	N;NEUT;SG	N;INDF;NEUT;SG
exact	presis	exact	presis	ADJ	ADJ;INDF;SG
exact	nøyaktig	exact	nøyaktig	ADJ	ADJ;INDF;NEUT;SG
exact	eksakt	exact	eksakt	ADJ	ADJ;INDF;NEUT;SG
exact	eksakte	exact	eksakt	ADJ	ADJ;PL
exact	eksakt	exact	eksakt	ADJ	ADJ;INDF;NEUT;SG
wwe	wwe	wwe	wwe	N;NEUT;SG	N;INDF;MASC;SG
kong	kong	kongen	kong	N;MASC+FEM;SG	N
fiets	sykkel	fiets	sykkel	N;MASC+FEM;SG	N;INDF;MASC;SG
overeenstemming	konformitet	overeenstemming	konformitet	N;MASC+FEM;SG	N;INDF;MASC;SG
aires	aires	aires	aires	N;MASC+FEM;SG	N;INDF;NEUT;SG
handelingen	handlinger	handeling	handling	N;PL	N;INDF;FEM;PL
handelingen	gjerninger	handeling	gjerning	N;PL	N;INDF;FEM;PL
salvador	salvador	salvador	salvador	N;MASC+FEM;SG	N;INDF;MASC;SG
ambtenaar	official	ambtenaar	official	N;MASC+FEM;SG	N
geert	geert	rerlen	gjere	N;MASC+FEM;SG	N;INDF;MASC;SG
bretagne	bretagne	bretagne	bretage	N;MASC+FEM;SG	N;INDF;FEM;SG
bretagne	brittany	bretagne	brittany	N;MASC+FEM;SG	N;INDF;MASC;SG
materieel	utstyr	materieel	utstyr	N;NEUT;SG	N;INDF;NEUT;SG
hoofdredacteur	redaktør	hoofdredacteur	redaktør	N;MASC+FEM;SG	N;INDF;MASC;SG
hoofdredacteur	editor	hoofdredacteur	editor	N;MASC+FEM;SG	N;INDF;MASC;SG
harold	harold	harold	harold	N;MASC+FEM;SG	N;INDF;MASC;SG
kenmerk	funksjonen	kenmerk	funksjon	N;NEUT;SG	N;DEF;MASC;SG
geselecteerd	valgte	selecteren	velge	V;V.PTCP	V;IND;PST;FIN
vice	vice	vice	vice	N;MASC+FEM;SG	N
herfst	høst	herfst	høst	N;MASC+FEM;SG	N;INDF;MASC;SG
herfst	høsten	herfst	høst	N;MASC+FEM;SG	N;DEF;MASC;SG
herfst	fallet	herfst	fall	N;MASC+FEM;SG	N;DEF;NEUT;SG
herfst	høst	herfst	høst	N;MASC+FEM;SG	N;INDF;MASC;SG
herfst	høsten	herfst	høst	N;MASC+FEM;SG	N;DEF;MASC;SG
remix	remix	remix	remix	N;MASC+FEM;SG	N
vloeistof	væske	vloeistof	væske	N;MASC+FEM;SG	N;INDF;FEM;SG
vloeistof	flytende	vloeistof	flytende	N;MASC+FEM;SG	N;INDF;MASC;SG
vloeistof	væske	vloeistof	væske	N;MASC+FEM;SG	N;INDF;FEM;SG
toeristen	turister	toerist	turister	N;PL	N;INDF;MASC;PL
adviseur	konsulent	adviseur	konsulent	N;MASC+FEM;SG	N;INDF;MASC;SG
adviseur	rådgiver	adviseur	rådgive	N;MASC+FEM;SG	N;INDF;MASC;SG
adviseur	rådgiver	adviseur	rådgive	N;MASC+FEM;SG	N;INDF;MASC;SG
adviseur	rådgiver	adviseur	rådgive	N;MASC+FEM;SG	N;INDF;MASC;SG
signaal	signal	signaal	signal	N;NEUT;SG	N;INDF;NEUT;SG
malta	malta	malta	malte	N;MASC+FEM;SG	N;DEF;FEM;SG
geheugen	memory	heugen	memory	N;PL	N
goes	ryker	goes	ryke	N;MASC+FEM;SG	N;INDF;MASC;SG
goes	goes	goes	goes	N;MASC+FEM;SG	N
brood	brød	brood	brød	N;NEUT;SG	N;INDF;NEUT;SG
horn	horn	horn	horn	N;MASC+FEM;SG	N;INDF;NEUT;SG
yamaha	yamaha	yamaha	yamaha	N;MASC+FEM;SG	N;INDF;NEUT;SG
ruil	swap	ruil	swap	N;MASC+FEM;SG	N
ruil	utveksling	ruil	utveksling	N;MASC+FEM;SG	N;INDF;FEM;SG
ruil	exchange	ruil	exchange	N;MASC+FEM;SG	N
permanent	permanente	permanent	permanent	ADJ	ADJ;PL
permanent	permanent	permanent	permanent	ADJ	ADJ;INDF;NEUT;SG
permanent	permanent	permanent	permanent	ADJ	ADJ;INDF;NEUT;SG
aalst	aalst	aalst	aalst	N;MASC+FEM;SG	N;INDF;MASC;SG
verlenging	utvidelse	verlenging	utvidelse	N;MASC+FEM;SG	N;INDF;MASC;SG
verlenging	forlengelse	verlenging	forlengelse	N;MASC+FEM;SG	N;INDF;MASC;SG
verlenging	extension	verlenging	extension	N;MASC+FEM;SG	N
verlenging	fornyelse	verlenging	fornyelse	N;MASC+FEM;SG	N;INDF;MASC;SG
barnard	barnard	barnard	barnard	N;MASC+FEM;SG	N;INDF;MASC;SG
exacte	eksakte	exact	eksakt	ADJ	ADJ;PL
exacte	eksakt	exact	eksakt	ADJ	ADJ;INDF;NEUT;SG
permanente	permanente	permanent	permanent	ADJ	ADJ;PL
permanente	permanent	permanent	permanent	ADJ	ADJ;INDF;NEUT;SG
hals	hals	hals	hals	N;MASC+FEM;SG	N;INDF;MASC;SG
hals	neck	hals	neck	N;MASC+FEM;SG	N
hals	nakken	hals	nakke	N;MASC+FEM;SG	N;DEF;MASC;SG
hals	nakke	hals	nakke	N;MASC+FEM;SG	N;INDF;MASC;SG
vertelde	fortalte	vertellen	fortelje	V;SG;PST;FIN	V;IND;PST;FIN
trompet	trompeten	trompet	trompet	N;MASC+FEM;SG	N;DEF;MASC;SG
trompet	trompet	trompet	tromp	N;MASC+FEM;SG	N;DEF;NEUT;SG
amstel	amstel	amstel	amstel	N;MASC+FEM;SG	N;INDF;MASC;SG
zoet	søte	zoet	søt	ADJ	ADJ;PL
zoet	søtt	zoet	søt	ADJ	ADJ;INDF;NEUT;SG
banks	banker	banks	bank	N;PL	N;INDF;FEM;PL
tuinen	hagene	tuin	hag	N;PL	N;DEF;FEM;PL
tuinen	hager	tuin	hager	N;PL	N;INDF;NEUT;PL
singapore	singapores	singapore	singapores	N;MASC+FEM;SG	N;INDF;MASC;SG
singapore	singapore	singapore	singapor	N;MASC+FEM;SG	N;INDF;MASC;SG
singer	sanger	singer	sanger	N;MASC+FEM;SG	N;INDF;MASC;SG
streep	stripe	streep	stripe	N;MASC+FEM;SG	N;INDF;FEM;SG
eerlijk	ærlig	eerlijk	ærlig	ADJ	ADJ;INDF;NEUT;SG
eerlijk	rettferdig	eerlijk	rettferdig	ADJ	ADJ;INDF;NEUT;SG
eerlijk	ærlige	eerlijk	ærlig	ADJ	ADJ;PL
eerlijk	ærlig	eerlijk	ærlig	ADJ	ADJ;INDF;NEUT;SG
belle	belle	bellen	belle	N;MASC+FEM;SG	N;INDF;FEM;SG
greep	grip	greep	gripe	N;MASC+FEM;SG	N;INDF;MASC;SG
greep	grepet	greep	grep	N;MASC+FEM;SG	N;DEF;NEUT;SG
ervaringen	erfaringer	ervaring	erfaring	N;PL	N;INDF;FEM;PL
mit	mit	mit	mit	N;MASC+FEM;SG	N;INDF;MASC;SG
reserve	reserver	reserve	reserver	N;MASC+FEM;SG	N;INDF;MASC;SG
reserve	reserve	reserve	reserve	N;MASC+FEM;SG	N;INDF;MASC;SG
verwijzingen	henvisninger	verwijzing	henvisninger	N;PL	N;INDF;FEM;PL
scheidsrechter	oppmann	scheidsrechter	oppmann	N;MASC+FEM;SG	N;INDF;MASC;SG
scheidsrechter	ref	scheidsrechter	ref	N;MASC+FEM;SG	N;INDF;NEUT;SG
geschriften	skrifter	geschrift	skrift	N;PL	N;INDF;FEM;PL
lente	våren	lente	vår	N;MASC+FEM;SG	N;DEF;MASC;SG
lente	våres	lente	vår	N;MASC+FEM;SG	N;INDF;MASC;SG
lente	springtime	lente	springtime	N;MASC+FEM;SG	N;INDF;MASC;SG
lissabon	lisboa	lissabon	lisbo	N;NEUT;SG	N;INDF;NEUT;SG
piloot	pilot	piloot	pilot	N;MASC+FEM;SG	N;INDF;MASC;SG
beurs	stipend	beurs	stipend	N;MASC+FEM;SG	N;INDF;NEUT;SG
vermijden	unngå	vermijden	unngå	V;NFIN	V;NFIN
vermijden	unngår	vermijden	unngå	V;NFIN	V;IND;PRS;FIN
vermijden	unngå	vermijden	unngå	V;NFIN	V;NFIN
emile	emile	emile	emil	N;MASC+FEM;SG	N;INDF;MASC;SG
emile	émile	emile	mmil	N;MASC+FEM;SG	N;INDF;MASC;SG
sharp	sharp	sharp	sharp	N;MASC+FEM;SG	N;INDF;NEUT;SG
boris	boris	boris	boris	N;MASC+FEM;SG	N;INDF;MASC;SG
overeenkomsten	likheter	overeenkomsten	likheter	N;PL	N;INDF;FEM;PL
horst	horst	horst	horst	N;MASC+FEM;SG	N;INDF;MASC;SG
pont	pont	pont	pont	N;MASC+FEM;SG	N;INDF;NEUT;SG
spider	edderkopp	spider	edderkopp	N;MASC+FEM;SG	N;INDF;MASC;SG
spider	edderkoppen	spider	edderkopp	N;MASC+FEM;SG	N;DEF;MASC;SG
spider	spider	spider	spider	N;MASC+FEM;SG	N;INDF;FEM;SG
stichter	grunnlegger	stichter	grunnlegg	N;MASC+FEM;SG	N;INDF;MASC;SG
stichter	grunnleggeren	stichter	grunnlegger	N;MASC+FEM;SG	N;DEF;MASC;SG
logisch	logisk	logisch	logisk	ADJ	ADJ;INDF;NEUT;SG
buenos	buenos	buenos	buenos	N;MASC+FEM;SG	N;INDF;MASC;SG
bescheiden	beskjedne	bescheiden	beskjedne	ADJ	ADJ;PL
matthew	matthew	matthew	matthew	N;MASC+FEM;SG	N;INDF;MASC;SG
matthew	matteus	matthew	matteus	N;MASC+FEM;SG	N;INDF;MASC;SG
rothschild	rothschild	rothschild	rothschild	N;MASC+FEM;SG	N;INDF;MASC;SG
chaudoir	chaudoir	chaudoir	chaudoir	N;MASC+FEM;SG	N;INDF;MASC;SG
gedachten	tankene	gedacht	tanke	N;PL	N;DEF;FEM;PL
gedachten	tanker	gedacht	tanke	N;PL	N;INDF;FEM;PL
ochtend	morgon	ochtend	morgon	N;MASC+FEM;SG	N;INDF;MASC;SG
ochtend	morgen	ochtend	morg	N;MASC+FEM;SG	N;DEF;MASC;SG
ochtend	formiddag	ochtend	formiddag	N;MASC+FEM;SG	N;INDF;MASC;SG
ochtend	morning	ochtend	morning	N;MASC+FEM;SG	N;INDF;FEM;SG
niettemin	likevel	niettemin	likevel	ADV	ADV
niettemin	likevel	niettemin	likevel	ADV	ADV
panama	panama	panama	panama	N;MASC+FEM;SG	N;INDF;MASC;SG
detail	detalj	detail	detalj	N;NEUT;SG	N;INDF;MASC;SG
francesco	francesco	francesco	francesco	N;MASC+FEM;SG	N
keuken	kjøkken	keuken	kjøkken	N;MASC+FEM;SG	N;INDF;NEUT;SG
keuken	gastronomi	keuken	gastronomi	N;MASC+FEM;SG	N;INDF;MASC;SG
herinnering	påminnelse	herinnering	påminnelse	N;MASC+FEM;SG	N;INDF;MASC;SG
herinnering	minnet	herinnering	minne	N;MASC+FEM;SG	N;DEF;NEUT;SG
herinnering	hukommelse	herinnering	hukommelse	N;MASC+FEM;SG	N;INDF;MASC;SG
herinnering	minne	herinnering	minne	N;MASC+FEM;SG	N;INDF;NEUT;SG
herinnering	memory	herinnering	memory	N;MASC+FEM;SG	N
bachelor	ungkar	bachelor	ungke	N;MASC+FEM;SG	N;INDF;MASC;SG
bachelor	bachelor	bachelor	bachelor	N;MASC+FEM;SG	N;INDF;MASC;SG
luke	luke	luk	luke	N;MASC+FEM;SG	N;INDF;MASC;SG
verwachten	forventer	verwachten	forventer	V;NFIN	V;IND;PRS;FIN
verwachten	forventer	verwachten	forventer	V;NFIN	V;IND;PRS;FIN
verwachten	forvente	verwachten	forvente	V;NFIN	V;NFIN
gelanceerd	lanserte	lanceren	lansere	V;V.PTCP	V;IND;PST;FIN
reputatie	omdømme	reputatie	omdømme	N;MASC+FEM;SG	N;INDF;NEUT;SG
reputatie	rykte	reputatie	rykte	N;MASC+FEM;SG	N;INDF;NEUT;SG
reputatie	ry	reputatie	ry	N;MASC+FEM;SG	N;INDF;NEUT;SG
santo	santo	santo	santo	N;MASC+FEM;SG	N;INDF;NEUT;SG
hielp	hjalp	helpen	hjalp	V;SG;PST;FIN	V;IMP;FIN
vernietigen	ødelegger	vernietigen	ødelegg	V;NFIN	V;IND;PRS;FIN
vernietigen	ødelegge	vernietigen	ødelegge	V;NFIN	V;IMP;FIN
verzorgd	stelte	verzorgen	stelle	V;V.PTCP	V;IND;PST;FIN
freguesia	kommune	freguesia	kommune	N;MASC+FEM;SG	N;INDF;MASC;SG
freguesia	prestegjeld	freguesia	prestegjeld	N;MASC+FEM;SG	N;INDF;NEUT;SG
verovering	erobring	verovering	erobring	N;MASC+FEM;SG	N;INDF;FEM;SG
archipel	skjærgården	archipel	skjærgård	N;MASC+FEM;SG	N;DEF;MASC;SG
archipel	skjærgård	archipel	skjærgård	N;MASC+FEM;SG	N;INDF;NEUT;SG
posities	stillinger	positie	stilling	N;PL	N;INDF;FEM;PL
alliantie	alliance	alliantie	alliance	N;MASC+FEM;SG	N
alliantie	allianse	alliantie	allianse	N;MASC+FEM;SG	N;INDF;MASC;SG
alliantie	alliansen	alliantie	allianse	N;MASC+FEM;SG	N;DEF;MASC;SG
hoofdkantoor	hovedkvarteret	hoofdkantoor	hovedkvarter	N;NEUT;SG	N;DEF;NEUT;SG
hoofdkantoor	hovedkvarter	hoofdkantoor	hovedkvart	N;NEUT;SG	N;INDF;NEUT;SG
wraak	hevn	wraak	hevn	N;MASC+FEM;SG	N;INDF;SG
wraak	hevnen	wraak	havn	N;MASC+FEM;SG	N;DEF;MASC;SG
wraak	hevn	wraak	hevn	N;MASC+FEM;SG	N;INDF;SG
wraak	hevn	wraak	hevn	N;MASC+FEM;SG	N;INDF;SG
corps	korps	corps	korps	N;NEUT;SG	N;INDF;NEUT;SG
isabella	isabella	isabella	isabella	N;MASC+FEM;SG	N;DEF;FEM;SG
roermond	roermond	roermond	roermond	N;NEUT;SG	N;INDF;MASC;SG
vlinders	sommerfugler	vlinder	sommerfugle	N;PL	N;INDF;FEM;PL
annie	annie	annie	anni	N;MASC+FEM;SG	N;INDF;MASC;SG
websites	nettsider	website	nettside	N;PL	N;INDF;FEM;PL
websites	nettstedene	website	nettstede	N;PL	N;DEF;MASC;PL
herkomst	opprinnelse	herkomst	opprinnelse	N;MASC+FEM;SG	N;INDF;MASC;SG
herkomst	opphav	herkomst	opphav	N;MASC+FEM;SG	N;INDF;NEUT;SG
herkomst	proveniens	herkomst	proveni	N;MASC+FEM;SG	N;GEN;DEF;MASC;SG
herkomst	opprinnelsen	herkomst	opprinnels	N;MASC+FEM;SG	N;DEF;MASC;SG
verdwijnt	forsvinner	verdwijnen	forsvinner	V;SG;PRS;FIN	V;IND;PRS;FIN
wagner	wagner	wagner	wagner	N;MASC+FEM;SG	N;INDF;MASC;SG
patroon	mønster	patroon	mønster	N;NEUT;SG	N;INDF;NEUT;SG
conservatieve	konservativ	conservatief	konservativ	ADJ	ADJ;INDF;SG
conservatieve	konservativt	conservatief	konservativ	ADJ	ADJ;INDF;NEUT;SG
conservatieve	konservative	conservatief	konservativ	ADJ	ADJ;PL
buik	magen	buik	mage	N;MASC+FEM;SG	N;DEF;MASC;SG
buik	magen	buik	mage	N;MASC+FEM;SG	N;DEF;MASC;SG
buik	mage	buik	mage	N;MASC+FEM;SG	N;INDF;MASC;SG
buik	maven	buik	maven	N;MASC+FEM;SG	N;DEF;MASC;SG
buik	magen	buik	mage	N;MASC+FEM;SG	N;DEF;MASC;SG
buik	buk	buik	buk	N;MASC+FEM;SG	N;INDF;MASC;SG
plotseling	plutselig	plotseling	plutselig	ADJ	ADJ;INDF;NEUT;SG
plotseling	brått	plotseling	brå	ADJ	ADJ;INDF;NEUT;SG
plotseling	brått	plotseling	brå	ADJ	ADJ;INDF;NEUT;SG
plotseling	plutselige	plotseling	plutselig	ADJ	ADJ;PL
battle	kamp	battle	kamp	N;MASC+FEM;SG	N;INDF;MASC;SG
battle	slaget	battle	slag	N;MASC+FEM;SG	N;DEF;NEUT;SG
rustig	stille	rustig	stille	ADJ	ADJ;INDF;NEUT;SG
rustig	enkel	rustig	enkel	ADJ	ADJ;INDF;SG
rustig	enkelt	rustig	enkel	ADJ	ADJ;INDF;NEUT;SG
rustig	rolig	rustig	rolig	ADJ	ADJ;INDF;NEUT;SG
rustig	lett	rustig	lett	ADJ	ADJ;INDF;NEUT;SG
rustig	rolige	rustig	rolig	ADJ	ADJ;PL
rustig	rolig	rustig	rolig	ADJ	ADJ;INDF;NEUT;SG
affaire	sidesprang	affaire	sidesprang	N;MASC+FEM;SG	N;INDF;MASC;SG
affaire	affære	affaire	affære	N;MASC+FEM;SG	N;INDF;MASC;SG
affaire	affæren	affaire	affær	N;MASC+FEM;SG	N;DEF;MASC;SG
biologische	biologisk	biologisch	biologisk	ADJ	ADJ;INDF;NEUT;SG
ball	ball	ball	ball	N;MASC+FEM;SG	N;INDF;MASC;SG
archeologische	arkeologisk	archeologisch	arkeologisk	ADJ	ADJ;INDF;NEUT;SG
nancy	nancy	nancy	nancy	N;MASC+FEM;SG	N
munten	mynter	munt	mynter	N;PL	N;INDF;FEM;PL
zheng	zheng	zhen	zheng	N;MASC+FEM;SG	N
boudewijn	balduin	boudewijn	balduin	N;MASC+FEM;SG	N;INDF;MASC;SG
boudewijn	baldwin	boudewijn	baldwin	N;MASC+FEM;SG	N;INDF;MASC;SG
melbourne	melbourne	melbourn	melbourn	N;MASC+FEM;SG	N;INDF;NEUT;SG
boerderijen	farm	boerderij	farm	N;PL	N;INDF
boerderijen	gårder	boerderij	gårde	N;PL	N;INDF;NEUT;PL
boerderijen	gårdene	boerderij	gårde	N;PL	N;DEF;FEM;PL
playstation	playstation	playstation	playstation	N;MASC+FEM;SG	N;INDF;MASC;SG
estafette	relé	estafette	relé	N;MASC+FEM;SG	N;INDF;NEUT;SG
estafette	stafetten	estafette	stafett	N;MASC+FEM;SG	N;DEF;MASC;SG
estafette	stafett	estafette	stafett	N;MASC+FEM;SG	N;INDF;MASC;SG
five	five	five	five	N;MASC+FEM;SG	N
klanten	kunder	klant	kunde	N;PL	N;INDF;MASC;PL
klanten	kundene	klant	kunde	N;PL	N;DEF;MASC;PL
klanten	kunder	klant	kunde	N;PL	N;INDF;MASC;PL
gracht	vollgrav	gracht	vollgrav	N;MASC+FEM;SG	N;INDF;MASC;SG
grijs	grå	grijs	grå	ADJ	ADJ;PL
grijs	grått	grijs	grå	ADJ	ADJ;INDF;NEUT;SG
grijs	grå	grijs	grå	ADJ	ADJ;PL
ontdekken	oppdager	ontdekken	oppdage	V;NFIN	V;IND;PRS;FIN
ontdekken	oppdage	ontdekken	oppdage	V;NFIN	V;NFIN
ontdekken	oppdager	ontdekken	oppdage	V;NFIN	V;IND;PRS;FIN
ontdekken	oppdage	ontdekken	oppdage	V;NFIN	V;NFIN
fall	fallet	fall	fall	N;MASC+FEM;SG	N;DEF;NEUT;SG
fall	høst	fall	høst	N;MASC+FEM;SG	N;INDF;MASC;SG
fall	høsten	fall	høst	N;MASC+FEM;SG	N;DEF;MASC;SG
julie	julie	julie	julie	N;MASC+FEM;SG	N;INDF;FEM;SG
besproken	diskuterte	bespreken	diskutere	V;V.PTCP	V;IND;PST;FIN
josef	josef	josef	josef	N;MASC+FEM;SG	N;INDF;MASC;SG
hoeveelheden	mengder	hoeveelheid	mengd	N;PL	N;INDF;FEM;PL
alain	alain	alain	alain	N;MASC+FEM;SG	N;INDF;MASC;SG
terry	terry	terry	terry	N;MASC+FEM;SG	N;INDF;MASC;SG
skelet	skjelett	skelet	skjelett	N;NEUT;SG	N;INDF;NEUT;SG
skelet	skeleton	skelet	skeleton	N;NEUT;SG	N;INDF;MASC;SG
overtuigen	overtale	overtuigen	overtale	V;NFIN	V;IMP;FIN
léon	léon	léon	léon	N;MASC+FEM;SG	N;INDF;MASC;SG
voltooide	fullførte	voltooien	fullføre	V;SG;PST;FIN	V;IND;PST;FIN
serieuze	alvorlig	serieus	alvorlig	ADJ	ADJ;INDF;NEUT;SG
serieuze	alvorlige	serieus	alvorlig	ADJ	ADJ;PL
serieuze	seriøs	serieus	seriøs	ADJ	ADJ;INDF;SG
christina	christina	christina	christin	N;MASC+FEM;SG	N;DEF;FEM;SG
kate	kate	kate	kate	N;MASC+FEM;SG	N;INDF;MASC;SG
eigenschap	eiendom	eigenschap	eiendom	N;MASC+FEM;SG	N;INDF;MASC;SG
gebroeders	brødrene	gebroeder	brødre	N;PL	N;DEF;FEM;PL
verticale	vertikal	verticaal	vertikal	ADJ	ADJ;INDF;SG
verticale	vertikalt	verticaal	vertikal	ADJ	ADJ;INDF;NEUT;SG
peters	peters	peter	peter	N;SG	N;INDF;MASC;SG
droog	tørt	droog	tørr	ADJ	ADJ;INDF;NEUT;SG
droog	tørr	droog	tørr	ADJ	ADJ;INDF;SG
reageert	reagerer	reageren	reagere	V;SG;PRS;FIN	V;IND;PRS;FIN
reageert	svarer	reageren	svare	V;SG;PRS;FIN	V;IND;PRS;FIN
vereist	krever	vereisen	kreve	V;V.PTCP	V;IND;PRS;FIN
helena	helena	helena	helena	N;MASC+FEM;SG	N;DEF;FEM;SG
helena	helen	helena	hel	N;MASC+FEM;SG	N;INDF;MASC;SG
soortgelijke	liknende	soortgelijk	liknende	ADJ	ADJ;INDF;NEUT;SG
prooi	byttedyr	prooi	byttedyr	N;MASC+FEM;SG	N;INDF;NEUT;SG
ellen	ellen	el	ellen	N;MASC+FEM;SG	N;INDF;FEM;SG
torens	towers	torens	towers	N;PL	N
torens	tårnene	torens	tårne	N;PL	N;DEF;FEM;PL
vullen	fyller	vullen	fylle	V;NFIN	V;IND;PRS;FIN
vullen	fylle	vullen	fylle	V;NFIN	V;IMP;NFIN
draak	drage	draak	drage	N;MASC+FEM;SG	N;INDF;MASC;SG
draak	dragon	draak	dragon	N;MASC+FEM;SG	N;INDF;MASC;SG
martínez	martinez	martínez	martinez	N;MASC+FEM;SG	N;INDF;MASC;SG
martínez	martínez	martínez	martínez	N;MASC+FEM;SG	N;INDF;MASC;SG
exclusief	eksklusive	exclusief	eksklusiv	ADJ	ADJ;PL
exclusief	eksklusivt	exclusief	eksklusiv	ADJ	ADJ;INDF;NEUT;SG
exclusief	eksklusiv	exclusief	eksklusiv	ADJ	ADJ;INDF;SG
overwegend	overveiende	overwegend	overveiende	ADJ	ADJ;INDF;SG
pijn	pain	pijn	pain	N;MASC+FEM;SG	N;INDF;SG
pijn	smerte	pijn	smerte	N;MASC+FEM;SG	N;INDF;FEM;SG
scènes	scenene	schne	scene	N;PL	N;DEF;FEM;PL
scènes	scener	schne	scene	N;PL	N;INDF;FEM;PL
macedonië	makedonia	macedonië	makedonie	N;NEUT;SG	N;DEF;FEM;SG
turijn	torino	turijn	torino	N;NEUT;SG	N;INDF;MASC;SG
turijn	torino	turijn	torino	N;NEUT;SG	N;INDF;MASC;SG
onjuist	feil	onjuist	feil	ADJ	ADJ;INDF;NEUT;SG
onjuist	unøyaktig	onjuist	unøyaktig	ADJ	ADJ;INDF;NEUT;SG
onjuist	uriktig	onjuist	uriktig	ADJ	ADJ;INDF;NEUT;SG
probeer	prøv	proberen	prøve	V;SG;PRS;FIN	V;IMP;FIN
probeer	prøve	proberen	prøve	V;SG;PRS;FIN	V;NFIN
dean	dekanus	dean	dekanus	N;MASC+FEM;SG	N;INDF;MASC;SG
veronica	veronica	veronicaan	veronice	N;MASC+FEM;SG	N
begrepen	forsto	begrijpen	forstå	V;V.PTCP	V;IND;PST;FIN
begrepen	forstod	begrijpen	forstå	V;V.PTCP	V;IND;PST;FIN
level	niva	level	niv	N;NEUT;SG	N;INDF;NEUT;SG
level	nivå	level	nivå	N;NEUT;SG	N;INDF;NEUT;SG
level	nivået	level	nivå	N;NEUT;SG	N;DEF;NEUT;SG
level	level	level	level	N;NEUT;SG	N;INDF;MASC;SG
som	sum	som	sum	N;MASC+FEM;SG	N;INDF;MASC;SG
som	summen	som	sum	N;MASC+FEM;SG	N;DEF;MASC;SG
austin	austin	austin	austin	N;NEUT;SG	N;INDF;MASC;SG
oplage	sirkulasjon	oplage	sirkulasjon	N;MASC+FEM;SG	N;INDF;MASC;SG
oplage	omløp	oplage	omløp	N;MASC+FEM;SG	N;INDF;NEUT;SG
oplage	blodsirkulasjonen	oplage	blodsirkulasjon	N;MASC+FEM;SG	N;DEF;MASC;SG
oplage	opplag	oplage	opplag	N;MASC+FEM;SG	N;INDF;NEUT;SG
galerie	galleriet	galerie	galleri	N;MASC+FEM;SG	N;DEF;NEUT;SG
galerie	galleri	galerie	galleri	N;MASC+FEM;SG	N;INDF;NEUT;SG
galerie	gallery	galerie	gallery	N;MASC+FEM;SG	N;INDF;FEM;SG
inschrijvingen	registreringer	inschrijving	registrering	N;PL	N;INDF;FEM;PL
bartsch	bartsch	bartsch	bartsch	N;MASC+FEM;SG	N;INDF;MASC;SG
paolo	paolo	paolo	paolo	N;MASC+FEM;SG	N;INDF;MASC;SG
pruisische	prøyssisk	pruisisch	prøyssisk	ADJ	ADJ;INDF;NEUT;SG
pruisische	prøyssiske	pruisisch	prøyssisk	ADJ	ADJ;PL
joods	jødisk	joods	jødisk	ADJ	ADJ;INDF;SG
joods	jødiske	joods	jødisk	ADJ	ADJ;PL
semi	semi	semi	semi	N;MASC+FEM;SG	N;INDF;MASC;SG
frederick	frederick	frederick	frederick	N;MASC+FEM;SG	N;INDF;MASC;SG
poes	kitty	poes	kitty	N;MASC+FEM;SG	N;INDF;MASC;SG
poes	pus	poes	pus	N;MASC+FEM;SG	N;INDF;MASC;SG
