ele	그를	ele	그+를	PRO;NOM;MASC;SG;3	PRO
evangelho	복음주의	evangelho	복음주의	N;MASC;SG	N
costumes	관세	costume	관세	N;MASC;PL	N
costumes	관습	costume	관습	N;MASC;PL	N
obviamente	명백히	obviamente	명백+히	ADV	ADV
mestres	마스터즈	mestre	마스터즈	N;MASC;PL	N
mestres	마스터스	mestre	마스터스	N;MASC;PL	N
operador	작용소	operador	작용소	N;MASC;SG	N
operador	연산자	operador	연산자	N;MASC;SG	N
brigada	여단	brigado	여단	N;FEM;SG	N
sobrenome	성씨	sobrenome	성씨	N;MASC;SG	N
meninas	소녀	menina	소녀	N;FEM;PL	N
meninas	소녀들	menina	소녀+들	N;FEM;PL	N
meninas	걸스	menina	걸스	N;FEM;PL	N
tocando	누르기	tocar	누르+기	V;V.MSDR	V
peito	흉부	peito	흉부	N;MASC;SG	N
peito	가슴이	peito	가슴+이	N;MASC;SG	N
peito	가슴	peito	가슴	N;MASC;SG	N
peito	유방	peito	유방	N;MASC;SG	N
peito	가슴	peito	가슴	N;MASC;SG	N
selecção	선택	selecção	선택	N;FEM;SG	N
gov	정부	gov	정부	N;MASC;SG	N
rebelião	반란	rebelião	반란	N;FEM;SG	N
adolescentes	십대	adolescente	십대	N;MASC;PL	N
adolescentes	청소년	adolescente	청소년	N;MASC;PL	N
adolescentes	십대	adolescente	십대	N;MASC;PL	N
gráficos	차트	gráfico	차트	N;MASC;PL	N
enterro	매장	enterro	매장	N;MASC;SG	N
enterro	장례	enterro	장례	N;MASC;SG	N
restaurante	음식점	restaurante	음식점	N;MASC;SG	N
restaurante	레스토랑	restaurante	레스토랑	N;MASC;SG	N
restaurante	식당	restaurante	식당	N;MASC;SG	N
planetas	행성	planeta	행성	N;MASC;PL	N
suspensão	서스펜션	suspensão	서스펜션	N;FEM;SG	N
suspensão	현수막	suspensão	현수막	N;FEM;SG	N
montagem	설치	montagem	설치	N;FEM;SG	N
montagem	장착	montagem	장착	N;FEM;SG	N
emergência	응급	emergência	응급	N;FEM;SG	N
emergência	비상사태	emergência	비상+사태	N;FEM;SG	N
hélio	헬륨	hélio	헬륨	N;MASC;SG	N
summer	여름	summer	여름	N;MASC;SG	N
sombra	그림자	sombra	그림자	N;FEM;SG	N
informática	컴퓨팅	informática	컴퓨팅	N;FEM;SG	N
dinâmica	역학	dinâmica	역학	N;FEM;SG	N
dinâmica	동적	dinâmica	동적	N;FEM;SG	N
sentimento	느낌이	sentimento	느끼+ㅁ+이	N;MASC;SG	N
compositora	작곡가	compositora	작곡가	N;FEM;SG	N
compositora	작곡가	compositora	작곡가	N;FEM;SG	N
parâmetro	매개변수	parâmetro	매개변수	N;MASC;SG	N
ambientes	환경	ambiente	환경	N;MASC;PL	N
granada	유탄	granada	유탄	N;FEM;SG	N
granada	수류탄	granada	수류탄	N;FEM;SG	N
narrativa	스토리텔링	narrativa	스토리텔링	N;FEM;SG	N
assunção	승천	assunção	승천	N;FEM;SG	N
autora	작가	autora	작가	N;FEM;SG	N
autora	저자	autora	저자	N;FEM;SG	N
autora	제작자	autora	제작자	N;FEM;SG	N
autora	작성자	autora	작성자	N;FEM;SG	N
ocasionalmente	가끔	ocasionalmente	가끔	ADV	ADV
ocasionalmente	때때로	ocasionalmente	때때로	ADV	ADV
separados	분리됨	separar	분리+되+ㄴ	V;MASC;PL;V.PTCP	V
avisos	공지사항	aviso	공지+사항	N;MASC;PL	N
avisos	공지	aviso	공지	N;MASC;PL	N
avisos	경고	aviso	경+고	N;MASC;PL	N
chefes	셰프	chefe	셰프	N;MASC;PL	N
chefes	원수	chefe	원수	N;MASC;PL	N
escrevendo	쓰기	escrever	쓰+기	V;V.MSDR	V
escrevendo	글쓰기	escrever	글쓰기	V;V.MSDR	V
perguntas	질문	pergunta	질문	N;FEM;PL	N
fighter	전투기	fighter	전투기	N;MASC;SG	N
diagnóstico	진단	diagnóstico	진단	N;MASC;SG	N
diagnóstico	진단	diagnóstico	진단	N;MASC;SG	N
diagnóstico	진단	diagnóstico	진단	N;MASC;SG	N
entendimento	이해	entendimento	이해	N;MASC;SG	N
curva	커브	curvo	커브	N;FEM;SG	N
feridos	부상당한	ferir	부상+당하+ㄴ	V;MASC;PL;V.PTCP	V
tesouro	보물	tesouro	보물	N;MASC;SG	N
tesouro	재무부	tesouro	재무부	N;MASC;SG	N
ronaldo	호날두	ronaldo	호날두	N;MASC;SG	N
parques	공원	parque	공원	N;MASC;PL	N
harmonia	조화	harmonia	조화	N;FEM;SG	N
síntese	합성	síntese	합성	N;FEM;SG	N
síntese	요약	síntese	요약	N;FEM;SG	N
taxas	수수료	taxa	수수료	N;FEM;PL	N
outono	가을	outono	가을	N;MASC;SG	N
oração	기도	oração	기도	N;FEM;SG	N
oração	기도	oração	기도	N;FEM;SG	N
oração	기도	oração	기도	N;FEM;SG	N
componente	컴포넌트	componente	컴포넌트	N;MASC;SG	N
componente	구성요소	componente	구성+요소	N;MASC;SG	N
fotografias	사진들	fotografia	사진+들	N;FEM;PL	N
fotografias	사진	fotografia	사진	N;FEM;PL	N
fotografias	사진들	fotografia	사진+들	N;FEM;PL	N
fotografias	사진	fotografia	사진	N;FEM;PL	N
fotografias	사진들	fotografia	사진+들	N;FEM;PL	N
fotografias	픽처스	fotografia	픽처스	N;FEM;PL	N
cronologia	연대기	cronologia	연대기	N;FEM;SG	N
reputação	평판	reputação	평판	N;FEM;SG	N
férias	휴일	férias	휴일	N;FEM;PL	N
férias	명절	férias	명절	N;FEM;PL	N
férias	연휴	férias	연휴	N;FEM;PL	N
férias	휴가	férias	휴가	N;FEM;PL	N
férias	공휴일	férias	공휴+이+ㄹ	N;FEM;PL	N
férias	방학	férias	방학	N;FEM;PL	N
férias	휴가	férias	휴가	N;FEM;PL	N
férias	휴일	férias	휴일	N;FEM;PL	N
férias	연휴	férias	연휴	N;FEM;PL	N
férias	공휴일	férias	공휴+이+ㄹ	N;FEM;PL	N
férias	명절	férias	명절	N;FEM;PL	N
romena	루마니아인	romeno	루마니아인	N;FEM;SG	N
físicos	물리학자	físico	물리학자	N;MASC;PL	N
físicos	물리적	físico	물리+적	N;MASC;PL	N
físicos	물리	físico	물리	N;MASC;PL	N
júpiter	목성	júpiter	목성	N;MASC;SG	N
júpiter	목성의	júpiter	목성+의	N;MASC;SG	N
emissão	방출	emissão	방출	N;FEM;SG	N
emissão	배출	emissão	배출	N;FEM;SG	N
emissão	방송	emissão	방송	N;FEM;SG	N
suicídio	자살	suicídio	자살	N;MASC;SG	N
abraços	포옹	abraço	포옹	N;MASC;PL	N
lutadores	레슬링	lutador	레슬링	N;MASC;PL	N
finanças	재무	finanças	재무	N;FEM;PL	N
finanças	재정	finanças	재정	N;FEM;PL	N
finanças	금융	finanças	금융	N;FEM;PL	N
finanças	재정	finanças	재정	N;FEM;PL	N
bottom	아래쪽	bottom	아래+쪽	N;MASC;SG	N
bottom	아래	bottom	아래	N;MASC;SG	N
urbanos	도시	urbano	도시	N;MASC;PL	N
diminuição	감소	diminuição	감소	N;FEM;SG	N
diminuição	감소	diminuição	감소	N;FEM;SG	N
compromisso	헌신	compromisso	헌신	N;MASC;SG	N
complexidade	복잡도	complexidade	복잡+도	N;FEM;SG	N
voos	항공편	voo	항공+편	N;MASC;PL	N
voos	비행	voo	비행	N;MASC;PL	N
turistas	관광객	turista	관광객	N;MASC;PL	N
turistas	관광객	turista	관광객	N;MASC;PL	N
plataformas	플랫폼	plataforma	플랫폼	N;FEM;PL	N
brothers	형제들	brother	형제+들	N;MASC;PL	N
mercados	시장	mercado	시장	N;MASC;PL	N
tia	고모	tia	고모	N;FEM;SG	N
falantes	스피커	falante	스피커	N;MASC;PL	N
frases	문구	frase	문구	N;FEM;PL	N
frases	문장	frase	문장	N;FEM;PL	N
arquitectura	건축학	arquitectura	건축학	N;FEM;SG	N
arquitectura	건축	arquitectura	건축	N;FEM;SG	N
foguete	로켓	foguete	로켓	N;MASC;SG	N
pessoalmente	개인적으로	pessoalmente	개인+적+으로	ADV	ADV
itunes	아이튠즈	itune	아이튠즈	N;MASC;PL	N
manda	보내기	mandar	보내+기	V;IND;SG;3;PRS;FIN	V
cinemas	영화관	cinema	영화관	N;MASC;SG	N
cinemas	극장	cinema	극장	N;MASC;SG	N
cinemas	극장	cinema	극장	N;MASC;SG	N
cinemas	영화관	cinema	영화관	N;MASC;SG	N
cinemas	영화	cinema	영화	N;MASC;SG	N
gravidade	중력	gravidade	중력	N;FEM;SG	N
pobreza	빈곤	pobreza	빈곤	N;FEM;SG	N
aprendizagem	학습	aprendizagem	학습	N;FEM;SG	N
oitava	여덟번째	oitavo	여덟번+째	N;FEM;SG	N
anúncio	발표	anúncio	발표	N;MASC;SG	N
anúncio	공지	anúncio	공지	N;MASC;SG	N
anúncio	공지사항	anúncio	공지+사항	N;MASC;SG	N
anúncio	광고	anúncio	광고	N;MASC;SG	N
anúncio	광고	anúncio	광고	N;MASC;SG	N
reconstrução	재구성	reconstrução	재구성	N;FEM;SG	N
reconstrução	재건	reconstrução	재건	N;FEM;SG	N
aproximação	근사	aproximação	근사	N;FEM;SG	N
aproximação	접근법	aproximação	접근법	N;FEM;SG	N
aproximação	접근	aproximação	접근	N;FEM;SG	N
robô	로봇	robô	로봇	N;MASC;SG	N
benefícios	혜택	benefício	혜택	N;MASC;PL	N
benefícios	혜택	benefício	혜택	N;MASC;PL	N
alterado	변경되었습니다	alterar	변경+되+었+습니다	V;MASC;SG;V.PTCP	V
alterado	변경됨	alterar	변경+되+ㄴ	V;MASC;SG;V.PTCP	V
head	머리	head	머리	N;MASC;SG	N
citada	인용된	citar	인용+되+ㄴ	V;FEM;SG;V.PTCP	V
probabilidade	확률	probabilidade	확률	N;FEM;SG	N
volante	바퀴	volante	바퀴	N;MASC;SG	N
contraste	대비	contraste	대비	N;MASC;SG	N
natação	수영	natação	수영	N;FEM;SG	N
natação	수영	natação	수영	N;FEM;SG	N
desporto	스포츠	desporto	스포츠	N;MASC;SG	N
desporto	스포츠	desporto	스포츠	N;MASC;SG	N
quantidades	수량	quantidade	수량	N;FEM;PL	N
quantidades	수량	quantidade	수량	N;FEM;PL	N
utilidade	유틸리티	utilidade	유틸리티	N;FEM;SG	N
sessões	세션	sessão	세션	N;FEM;PL	N
sessões	세션	sessão	세션	N;FEM;PL	N
templos	신전	templo	신전	N;MASC;PL	N
templos	사원	templo	사원	N;MASC;PL	N
fair	공정	fair	공정	N;MASC;SG	N
fair	박람회	fair	박람회	N;MASC;SG	N
knight	기사	knight	기사	N;MASC;SG	N
vendo	판매하기	ver	판매+하+기	V;V.MSDR	V
celeste	천구	celeste	천구	N;MASC;SG	N
modern	현대	modern	현대	N;MASC;SG	N
modern	근대	modern	근대	N;MASC;SG	N
clínica	임상	clínica	임상	N;FEM;SG	N
destruído	파괴됨	destruir	파괴+되+ㄴ	V;MASC;SG;V.PTCP	V
expressões	표현	expressão	표현	N;FEM;PL	N
expressões	표현식	expressão	표현식	N;FEM;PL	N
judaica	유대인	judaica	유대+이+ㄴ	N;FEM;SG	N
judaica	유대교	judaica	유대교	N;FEM;SG	N
protestos	시위	protesto	시위	N;MASC;PL	N
guerreiros	전사	guerreiro	전사	N;MASC;PL	N
servidores	서버	servidor	서버	N;MASC;PL	N
entradas	항목	entrada	항목	N;FEM;PL	N
ruim	나쁜	ruim	나쁘+ㄴ	ADJ;MASC;SG	ADJ
ruim	나쁘다	ruim	나쁘+다	ADJ;MASC;SG	ADJ
hierarquia	계층	hierarquia	계층	N;FEM;SG	N
premiação	수상	premiação	수상	N;FEM;SG	N
abadia	수도원	abadia	수도원	N;FEM;SG	N
encontraram	찾았다	encontrar	찾+았+다	V;IND;PL;3;FIN	V
encontraram	찾았습니다	encontrar	찾+았+습니다	V;IND;PL;3;FIN	V
encontraram	발견됨	encontrar	발견+되+ㄴ	V;IND;PL;3;FIN	V
polêmica	논란이	polêmica	논란+이	N;FEM;SG	N
polêmica	논란	polêmica	논란	N;FEM;SG	N
polêmica	논란	polêmica	논란	N;FEM;SG	N
polêmica	논쟁	polêmica	논쟁	N;FEM;SG	N
secreto	비밀	secreto	비밀	N;MASC;SG	N
mágico	마술사	mágico	마술사	N;MASC;SG	N
mágico	마술	mágico	마술	N;MASC;SG	N
mágico	마법	mágico	마법	N;MASC;SG	N
mágico	마법	mágico	마법	N;MASC;SG	N
protocolo	프로토콜	protocolo	프로토콜	N;MASC;SG	N
cristiano	기독교	cristiano	기독교	N;MASC;SG	N
lema	보조정리	lema	보조정리	N;MASC;SG	N
stars	항성	star	항성	N;MASC;SG	N
son	아들	son	아들	N;MASC;SG	N
ângulo	각도	ângulo	각도	N;MASC;SG	N
noção	개념	noção	개념	N;FEM;SG	N
beatles	비틀즈	beatles	비틀즈	N;MASC;PL	N
murray	머리	murray	머리	N;MASC;SG	N
metais	금속	metal	금속	N;MASC;PL	N
metais	금속	metal	금속	N;MASC;PL	N
testemunhas	증인	testemunha	증인	N;FEM;PL	N
testemunhas	목격자	testemunha	목격자	N;FEM;PL	N
minerais	광물	mineral	광물	N;MASC;PL	N
separado	분리됨	separar	분리+되+ㄴ	V;MASC;SG;V.PTCP	V
decoração	장식	decoração	장식	N;FEM;SG	N
secret	비밀	secret	비밀	N;MASC;SG	N
herschel	허셜	herschel	허셜	N;MASC;SG	N
azuis	청색	azul	청색	N;MASC;PL	N
diretora	감독	diretora	감독	N;FEM;SG	N
analisar	분석하기	analisar	분석+하+기	V;NFIN	V
moléculas	분자	molécula	분자	N;FEM;PL	N
moléculas	분자	molécula	분자	N;FEM;PL	N
previsão	예보	previsão	예보	N;FEM;SG	N
previsão	예측	previsão	예측	N;FEM;SG	N
melhoria	개선	melhoria	개선	N;FEM;SG	N
melhoria	향상	melhoria	향상	N;FEM;SG	N
melhoria	개선	melhoria	개선	N;FEM;SG	N
oral	구강	oral	구강	N;MASC;SG	N
modernas	현대	moderno	현대	N;FEM;PL	N
modernas	근대	moderno	근대	N;FEM;PL	N
resolve	풀기	resolver	풀+기	V;IND;SG;3;PRS;FIN	V
vilas	마을	vila	마을	N;FEM;PL	N
censura	비난	censura	비난	N;FEM;SG	N
censura	검열	censura	검열	N;FEM;SG	N
censura	검열	censura	검열	N;FEM;SG	N
hell	지옥	hell	지옥	N;MASC;SG	N
cultivo	경작	cultivo	경작	N;MASC;SG	N
reuniões	미팅	reunião	미팅	N;FEM;PL	N
capitais	자본	capital	자본	N;MASC;PL	N
capitais	자본주의	capital	자본주의	N;MASC;PL	N
formatos	포맷	formato	포맷	N;MASC;PL	N
aceitação	합격	aceitação	합격	N;FEM;SG	N
recebem	받기	receber	받+기	V;IND;PL;3;PRS;FIN	V
sítios	음식점	sítio	음식점	N;MASC;PL	N
sítios	장소	sítio	장소	N;MASC;PL	N
bandeiras	플래그	bandeira	플래그	N;FEM;PL	N
bandeiras	깃발	bandeira	깃발	N;FEM;PL	N
bandeiras	배너	bandeira	배너	N;FEM;PL	N
túmulo	무덤	túmulo	무덤	N;MASC;SG	N
túmulo	무덤	túmulo	무덤	N;MASC;SG	N
acampamento	캠핑	acampamento	캠핑	N;MASC;SG	N
gera	생성하기	gerar	생성+하+기	V;IND;SG;3;PRS;FIN	V
atribuída	할당된	atribuir	할당+되+ㄴ	V;FEM;SG;V.PTCP	V
imigração	이민	imigração	이민	N;FEM;SG	N
controvérsia	논란	controvérsia	논란	N;FEM;SG	N
controvérsia	논쟁	controvérsia	논쟁	N;FEM;SG	N
coloração	염색	coloração	염색	N;FEM;SG	N
coloração	색채	coloração	색채	N;FEM;SG	N
proprietários	소유자	proprietário	소유자	N;MASC;PL	N
actividades	활동	actividade	활동	N;FEM;PL	N
rapaz	소년	rapaz	소년	N;MASC;SG	N
rapaz	남자아이	rapaz	남자아+이	N;MASC;SG	N
divisa	통화	divisa	통화	N;FEM;SG	N
divisa	화폐	divisa	화폐	N;FEM;SG	N
sonda	탐사	sondar	탐사	N;FEM;SG	N
contínua	지속	contínuo	지속	N;FEM;SG	N
contínua	연속	contínuo	연속	N;FEM;SG	N
mancha	얼룩	mancha	얼룩	N;FEM;SG	N
fracasso	실패	fracasso	실패	N;MASC;SG	N
fracasso	실패	fracasso	실패	N;MASC;SG	N
solos	토양	solo	토양	N;MASC;PL	N
armazenamento	저장소	armazenamento	저장소	N;MASC;SG	N
armazenamento	스토리지	armazenamento	스토리+지	N;MASC;SG	N
cidadania	시민	cidadania	시민	N;FEM;SG	N
cidadania	시민권	cidadania	시민권	N;FEM;SG	N
citados	인용된	citar	인용+되+ㄴ	V;MASC;PL;V.PTCP	V
wolf	늑대	wolf	늑대	N;MASC;SG	N
tópicos	주제	tópico	주제	N;MASC;PL	N
tópicos	주제	tópico	주제	N;MASC;PL	N
tópicos	스레드	tópico	스레드	N;MASC;PL	N
tópicos	대화	tópico	대화	N;MASC;PL	N
rotação	회전	rotação	회전	N;FEM;SG	N
catolicismo	가톨릭주의	catolicismo	가톨릭주의	N;MASC;SG	N
catolicismo	가톨릭	catolicismo	가톨릭	N;MASC;SG	N
catolicismo	가톨릭교회	catolicismo	가톨릭+교회	N;MASC;SG	N
catolicismo	가톨릭주의	catolicismo	가톨릭주의	N;MASC;SG	N
destruída	파괴됨	destruir	파괴+되+ㄴ	V;FEM;SG;V.PTCP	V
ciclone	사이클론	ciclone	사이클론	N;MASC;SG	N
magno	매그너스	magno	매그너스	N;MASC;SG	N
terrenos	지형	terreno	지형	N;MASC;PL	N
lançamentos	출시	lançamento	출시	N;MASC;PL	N
lançamentos	릴리스	lançamento	릴리스	N;MASC;PL	N
internos	인턴	interno	인턴	N;MASC;PL	N
internos	내부	interno	내부	N;MASC;PL	N
aldeias	마을	aldeia	마을	N;FEM;PL	N
choque	충격	choque	충격	N;MASC;SG	N
choque	쇼크	choque	쇼크	N;MASC;SG	N
restrições	제한	restrição	제한	N;FEM;PL	N
restrições	제한	restrição	제한	N;FEM;PL	N
desfile	행진	desfilar	행진	N;MASC;SG	N
inserção	삽입	inserção	삽입	N;FEM;SG	N
diminuir	줄이기	diminuir	줄이+기	V;NFIN	V
igualdade	평등	igualdade	평등	N;FEM;SG	N
aonde	어디서	aonde	어디+서	ADV	ADV
aonde	어디에	aonde	어디+에	ADV	ADV
aonde	어디로	aonde	어디+로	ADV	ADV
reações	공감	reação	공감	N;FEM;PL	N
visitar	방문하기	visitar	방문+하+기	V;NFIN	V
run	실행	run	실행	N;MASC;SG	N
edit	편집	edit	편집	N;MASC;SG	N
edit	수정	edit	수정	N;MASC;SG	N
traduções	번역기	tradução	번역기	N;FEM;PL	N
completou	완료되었습니다	completar	완료+되+었+습니다	V;IND;SG;3;PST;FIN	V
facilidade	시설	facilidade	시설	N;FEM;SG	N
gases	가스	gase	가스	N;MASC;PL	N
gases	가스	gase	가스	N;MASC;PL	N
mecanismos	메커니즘	mecanismo	메커니즘	N;MASC;PL	N
concluída	완료되었습니다	concluído	완료+되+었+습니다	V;FEM;SG;V.PTCP	V
eleitores	유권자	eleitor	유권자	N;MASC;PL	N
concluído	완료되었습니다	concluir	완료+되+었+습니다	V;MASC;SG;V.PTCP	V
concluído	완료되었습니다	concluir	완료+되+었+습니다	V;MASC;SG;V.PTCP	V
western	서양	western	서양	N;MASC;SG	N
culpa	비난	culpa	비난	N;FEM;SG	N
holmes	홈스	holme	홈스	N;MASC;SG	N
mina	광산	mina	광산	N;FEM;SG	N
circunstâncias	상황	circunstância	상황	N;FEM;PL	N
abastecimento	공급	abastecimento	공급	N;MASC;SG	N
residentes	주민	residente	주민	N;MASC;PL	N
residentes	주민들	residente	주민+들	N;MASC;PL	N
derrotas	패배	derrota	패배	N;FEM;PL	N
tanque	탱크	tanque	탱크	N;MASC;SG	N
tanque	전차	tanque	전차	N;MASC;SG	N
museus	박물관	museu	박물관	N;MASC;PL	N
museus	박물관	museu	박물관	N;MASC;PL	N
ferido	부상당한	ferir	부상+당하+ㄴ	V;MASC;SG;V.PTCP	V
plástico	성형	plástico	성형	N;MASC;SG	N
card	카드	card	카드	N;MASC;SG	N
cartão	카드	cartão	카드	N;MASC;SG	N
violação	위반	violação	위반	N;FEM;SG	N
violação	강간	violação	강간	N;FEM;SG	N
sex	성교	sexta-feira	성교	N;MASC;SG	N
sex	섹스	sexta-feira	섹스	N;MASC;SG	N
sex	성관계	sexta-feira	성관계	N;MASC;SG	N
sex	성별	sexta-feira	성별	N;MASC;SG	N
cerâmica	도자기	cerâmica	도자기	N;FEM;SG	N
cerâmica	도자기	cerâmica	도자기	N;FEM;SG	N
cerâmica	도자기	cerâmica	도자기	N;FEM;SG	N
manifestação	시위	manifestação	시위	N;FEM;SG	N
manifestação	시연	manifestação	시연	N;FEM;SG	N
postura	자세	postura	자세	N;FEM;SG	N
melhorias	향상	melhoria	향상	N;FEM;PL	N
melhorias	개선	melhoria	개선	N;FEM;PL	N
melhorias	향상	melhoria	향상	N;FEM;PL	N
melhorias	개선	melhoria	개선	N;FEM;PL	N
controlo	통제	controlo	통제	N;MASC;SG	N
controlo	제어	controlo	제어	N;MASC;SG	N
eficiência	효율성	eficiência	효율성	N;FEM;SG	N
eficiência	효율	eficiência	효율	N;FEM;SG	N
eficiência	효율성	eficiência	효율성	N;FEM;SG	N
rebelde	반군	rebelde	반군	N;MASC;SG	N
proibido	차단됨	proibir	차단+되+ㄴ	V;MASC;SG;V.PTCP	V
marine	해병대	marine	해병대	N;MASC;SG	N
culinária	요리	culinário	요리	N;FEM;SG	N
químicos	화학물질	químico	화학+물질	N;MASC;PL	N
químicos	화학	químico	화학	N;MASC;PL	N
químicos	화학물질	químico	화학+물질	N;MASC;PL	N
químicos	화학	químico	화학	N;MASC;PL	N
ênfase	강조	ênfase	강조	N;FEM;SG	N
consulta	쿼리	consulta	쿼리	N;FEM;SG	N
consulta	검색어	consulta	검색+어	N;FEM;SG	N
consulta	협의	consulta	협의	N;FEM;SG	N
consulta	상담	consulta	상담	N;FEM;SG	N
análises	분석	análise	분석	N;FEM;PL	N
análises	해석학	análise	해석학	N;FEM;PL	N
análises	해석	análise	해석	N;FEM;PL	N
análises	분석	análise	분석	N;FEM;PL	N
reverter	되돌리기	reverter	되돌리+기	V;NFIN	V
aula	학급	aula	학급	N;FEM;SG	N
aula	계급	aula	계급	N;FEM;SG	N
aula	클래스	aula	클래스	N;FEM;SG	N
aula	수업	aula	수업	N;FEM;SG	N
dramática	극적	dramático	극+적	N;FEM;SG	N
padres	사제들	padre	사제+들	N;MASC;PL	N
fique	머무르지	ficar	머무르+지	V;SBJV;SG;3;PRS;FIN	V
fique	머물러	ficar	머무르+어	V;SBJV;SG;3;PRS;FIN	V
fique	머무르고	ficar	머무르+고	V;SBJV;SG;3;PRS;FIN	V
aplica	적용됩니다	aplicar	적용+되+ㅂ니다	V;IND;SG;3;PRS;FIN	V
aplica	적용된다	aplicar	적용+되+ㄴ다	V;IND;SG;3;PRS;FIN	V
traços	자취	traço	자취	N;MASC;PL	N
traços	흔적	traço	흔적	N;MASC;PL	N
traços	대시	traço	대시	N;MASC;PL	N
soberano	주권	soberano	주권	N;MASC;SG	N
judeu	유대인	judeu	유대+이+ㄴ	N;MASC;SG	N
judeu	유대교	judeu	유대교	N;MASC;SG	N
judeu	유대인	judeu	유대+이+ㄴ	N;MASC;SG	N
bank	은행	bank	은행	N;MASC;SG	N
vegetais	채소	vegetal	채소	N;MASC;PL	N
vegetais	야채	vegetal	야채	N;MASC;PL	N
vegetais	채소	vegetal	채소	N;MASC;PL	N
vegetais	야채	vegetal	야채	N;MASC;PL	N
alimento	음식	alimento	음식	N;MASC;SG	N
alimento	식량	alimento	식량	N;MASC;SG	N
alimento	식품	alimento	식품	N;MASC;SG	N
elétrons	전자	elétron	전자	N;MASC;PL	N
elétrons	전자	elétron	전자	N;MASC;PL	N
observatório	천문대	observatório	천문대	N;MASC;SG	N
esboços	스케치	esboço	스케치	N;MASC;PL	N
regresso	컴백	regresso	컴백	N;MASC;SG	N
regresso	반납	regresso	반납	N;MASC;SG	N
regresso	반환	regresso	반환	N;MASC;SG	N
regresso	귀환	regresso	귀환	N;MASC;SG	N
regresso	복귀	regresso	복귀	N;MASC;SG	N
automóvel	자동차	automóvel	자동차	N;MASC;SG	N
automóvel	차량	automóvel	차량	N;MASC;SG	N
automóvel	자동차	automóvel	자동차	N;MASC;SG	N
cana	지팡이	cana	지팡이	N;FEM;SG	N
cana	사탕수수	cana	사탕수수	N;FEM;SG	N
cana	지팡이	cana	지팡이	N;FEM;SG	N
estética	미학	estética	미학	N;FEM;SG	N
estética	미학	estética	미학	N;FEM;SG	N
gradualmente	점차	gradualmente	점차	ADV	ADV
dores	통증	dor	통증	N;FEM;PL	N
dores	통증이	dor	통증+이	N;FEM;PL	N
dores	고통	dor	고통	N;FEM;PL	N
dores	통증	dor	통증	N;FEM;PL	N
centre	중앙	centre	중앙	N;MASC;SG	N
massas	질량	massa	질량	N;FEM;PL	N
gospel	복음	gospel	복음	N;MASC;SG	N
gospel	복음주의	gospel	복음주의	N;MASC;SG	N
mineira	광산	mineira	광산	N;FEM;SG	N
mineira	마이닝	mineira	마이닝	N;FEM;SG	N
mineira	광업	mineira	광업	N;FEM;SG	N
naturalmente	자연적으로	naturalmente	자연+적+으로	ADV	ADV
madrugada	새벽	madrugada	새벽	N;FEM;SG	N
amostra	표본	amostra	표본	N;FEM;SG	N
amostra	샘플링	amostra	샘플링	N;FEM;SG	N
amostra	샘플	amostra	샘플	N;FEM;SG	N
exibidos	표시됨	exibir	표시+되+ㄴ	V;MASC;PL;V.PTCP	V
conteúdos	콘텐츠	conteúdo	콘텐츠	N;MASC;PL	N
conteúdos	컨텐츠	conteúdo	컨텐츠	N;MASC;PL	N
conteúdos	내용	conteúdo	내용	N;MASC;PL	N
conteúdos	목차	conteúdo	목차	N;MASC;PL	N
conteúdos	콘텐츠	conteúdo	콘텐츠	N;MASC;PL	N
conteúdos	내용	conteúdo	내용	N;MASC;PL	N
empregado	직원	empregado	직원	N;MASC;SG	N
empregado	종업원	empregado	종업원	N;MASC;SG	N
empregado	고용	empregado	고용	N;MASC;SG	N
funk	펑크	funk	펑크	N;MASC;SG	N
estabilidade	안정성	estabilidade	안정성	N;FEM;SG	N
escultor	조각가	escultor	조각+가	N;MASC;SG	N
escultor	조각가자리	escultor	조각가리리	N;MASC;SG	N
magic	마술	magic	마술	N;MASC;SG	N
magic	마법	magic	마법	N;MASC;SG	N
sensação	느낌이	sensação	느끼+ㅁ+이	N;FEM;SG	N
sensação	감각	sensação	감각	N;FEM;SG	N
poetas	시인	poeta	시인	N;MASC;PL	N
fósseis	화석	fóssil	화석	N;MASC;PL	N
currículo	이력서	currículo	이력서	N;MASC;SG	N
currículo	재개	currículo	재개	N;MASC;SG	N
currículo	이력서	currículo	이력서	N;MASC;SG	N
visuais	시각	visual	시각	N;MASC;PL	N
cuidados	케어	cuidado	케+어	N;MASC;PL	N
slam	슬램	slam	슬램	N;MASC;SG	N
mudando	바뀌기	mudar	바뀌+기	V;V.MSDR	V
turcos	터키인	turco	터키인	N;MASC;PL	N
farol	등대	farol	등대	N;MASC;SG	N
conselhos	조언	conselho	조언	N;MASC;PL	N
parou	중단됨	parar	중단+되+ㄴ	V;IND;SG;3;PST;FIN	V
bombas	펌프	bomba	펌프	N;FEM;PL	N
bombas	폭탄	bomba	폭탄	N;FEM;PL	N
debates	논쟁	debate	논쟁	N;MASC;PL	N
acusação	기소	acusação	기소	N;FEM;SG	N
acusação	기소	acusação	기소	N;FEM;SG	N
investigações	수사	investigação	수사	N;FEM;PL	N
investigações	탐구	investigação	탐구	N;FEM;PL	N
esquadrão	분대	esquadrão	분대	N;MASC;SG	N
esquadrão	스쿼드	esquadrão	스쿼드	N;MASC;SG	N
