ensino	nastava	ensino	nastava	N	N;NOM;FEM;SG
durmas	spavanje	durma	spavanje	N	N;NOM;NEUT;SG
repito	ponovi	repito	ponoviti	V	V;IND;SG;3;PRS;FIN
repito	ponavljam	repito	ponavljati	V	V;IND;SG;1;PRS;FIN
crían	vjerovala	crían	vjerovati	V	V;FEM;SG;PST;V.PTCP;ACT
crían	vjerovao	crían	vjerovati	V	V;MASC;SG;PST;V.PTCP;ACT
crían	vjerovali	crían	vjerovati	V	V;MASC;PL;PST;V.PTCP;ACT
mensaxeiro	glasnik	mensaxeiro	glasnik	N	N;NOM;MASC;SG
mensaxeiro	messenger	mensaxeiro	messenger	N	N;NOM;MASC;SG
respiro	prekid	respiro	prekid	N	N;NOM;MASC;SG
respiro	dah	respiro	dah	N	N;NOM;MASC;SG
respiro	odmor	respiro	odmor	N	N;NOM;MASC;SG
controla	kontrolira	controlar	kontrolirati	V	V;IND;SG;3;PRS;FIN
combustible	gorivo	combustible	gorivo	N	N;NOM;NEUT;SG
combustible	goriva	combustible	gorivo	N	N;NOM;NEUT;PL
crendo	razmišljam	crendo	razmišljati	V	V;IND;SG;1;PRS;FIN
crendo	mislio	crendo	misliti	V	V;MASC;SG;PST;V.PTCP;ACT
mortalidade	smrtnost	mortalidade	smrtnost	N	N;NOM;FEM;SG
mortalidade	smrtnosti	mortalidade	smrtnost	N	N;NOM;FEM;PL
mortalidade	smrt	mortalidade	smrt	N	N;NOM;FEM;SG
mortalidade	smrti	mortalidade	smrt	N	N;NOM;FEM;PL
accidentes	nesreće	accidente	nesreća	N	N;NOM;FEM;PL
accidentes	nezgode	accidente	nezgoda	N	N;NOM;FEM;PL
accidentes	nezgoda	accidente	nezgoda	N	N;NOM;FEM;SG
accidentes	nesreća	accidente	nesreća	N	N;NOM;FEM;SG
inclúe	uključuje	incluír	uključivati	V	V;IND;SG;3;PRS;FIN
seco	suho	seco	suho	N	N;NOM;NEUT;SG
xesucristo	isus	xesucristo	isus	N	N;NOM;MASC;SG
xesucristo	krist	xesucristo	krist	N	N;NOM;MASC;SG
tradicións	tradicije	tradición	tradicija	N	N;NOM;FEM;PL
tradicións	tradicije	tradición	tradicija	N	N;NOM;FEM;PL
tradicións	tradicija	tradición	tradicija	N	N;NOM;FEM;SG
alcohol	alkohol	alcohol	alkohol	N	N;NOM;MASC;SG
alcohol	alkohola	alcohol	alkohol	N	N;GEN;MASC;SG
alivio	olakšanje	alivio	olakšanje	N	N;NOM;NEUT;SG
insectos	insekti	insecto	insekt	N	N;NOM;MASC;PL
insectos	kukci	insecto	kukak	N	N;NOM;MASC;PL
túnel	tunel	túnel	tunel	N	N;NOM;MASC;SG
duelo	dvoboj	duelo	dvoboj	N	N;NOM;MASC;SG
mares	morem	mar	more	N	N;INS;NEUT;SG
mares	moru	mar	more	N	N;DAT;NEUT;SG
mares	more	mar	more	N	N;NOM;NEUT;SG
viaxando	putuje	viaxar	putovati	V	V;IND;SG;3;PRS;FIN
viaxando	putujem	viaxar	putovati	V	V;IND;SG;1;PRS;FIN
viaxando	putujemo	viaxar	putovati	V	V;IND;PL;1;PRS;FIN
artística	smjer	artístico	smjer	N	N;NOM;MASC;SG
artística	pravac	artístico	pravac	N	N;NOM;MASC;SG
artística	smjeru	artístico	smjer	N	N;DAT;MASC;SG
marxe	soba	marxe	soba	N	N;NOM;FEM;SG
marxe	prostorija	marxe	prostorija	N	N;NOM;FEM;SG
resolución	rezolucija	resolución	rezolucija	N	N;NOM;FEM;SG
resolución	rezolucije	resolución	rezolucija	N	N;NOM;FEM;PL
feixe	hrpu	feixe	hrpa	N	N;ACC;FEM;SG
feixe	hrpa	feixe	hrpa	N	N;NOM;FEM;SG
rexistros	records	rexistro	records	N	N;NOM;MASC;SG
rexistros	ploče	rexistro	ploča	N	N;NOM;FEM;PL
rexistros	zapisi	rexistro	zapis	N	N;NOM;MASC;PL
focas	foke	foca	foka	N	N;NOM;FEM;PL
globo	balona	globo	balon	N	N;GEN;MASC;SG
globo	balonu	globo	balon	N	N;DAT;MASC;SG
globo	balon	globo	balon	N	N;NOM;MASC;SG
choraba	plakala	chorar	plakati	V	V;FEM;SG;PST;V.PTCP;ACT
choraba	plače	chorar	plača	V	V;IND;SG;3;PRS;FIN
choraba	plakao	chorar	plakati	V	V;MASC;SG;PST;V.PTCP;ACT
choraba	plakala	chorar	plakati	V	V;FEM;SG;PST;V.PTCP;ACT
elefante	slon	elefante	slon	N	N;NOM;MASC;SG
elefante	slona	elefante	slona	N	N;ACC;MASC;SG
elefante	slonovi	elefante	slon	N	N;NOM;MASC;PL
elefante	slonova	elefante	slon	N	N;GEN;MASC;PL
golf	golfa	golf	golf	N	N;GEN;MASC;SG
golf	golf	golf	golf	N	N;NOM;MASC;SG
sétimo	sedmi	sétimo	sedmi	ADJ	ADJ;NOM;MASC;SG
sétimo	sedmo	sétimo	sedmo	ADJ	ADJ;NOM;NEUT;SG
sétimo	sedma	sétimo	sedma	ADJ	ADJ;NOM;FEM;SG
creceu	rasla	crecer	rasti	V	V;FEM;SG;PST;V.PTCP;ACT
camas	kreveti	cama	krevet	N	N;NOM;MASC;PL
camas	postelje	cama	postelje	N	N;NOM;FEM;PL
camas	kreveta	cama	krevet	N	N;GEN;MASC;SG
atopara	imao	atopar	imati	V	V;MASC;SG;PST;V.PTCP;ACT
atopara	imali	atopar	imati	V	V;MASC;PL;PST;V.PTCP;ACT
atopara	imala	atopar	imati	V	V;FEM;SG;PST;V.PTCP;ACT
atopara	upoznao	atopar	upoznati	V	V;MASC;SG;PST;V.PTCP;ACT
evento	događaja	evento	događaj	N	N;GEN;MASC;PL
evento	događaju	evento	događaj	N	N;DAT;MASC;SG
evento	događaj	evento	događaj	N	N;NOM;MASC;SG
festival	festival	festival	festival	N	N;NOM;MASC;SG
festival	festivala	festival	festival	N	N;GEN;MASC;SG
determinación	odlučnost	determinación	odlučnost	N	N;NOM;FEM;SG
determinación	utvrđivanje	determinación	utvrđivanje	N	N;NOM;NEUT;SG
determinación	određivanje	determinación	određivanje	N	N;NOM;NEUT;SG
ilusións	iluzija	ilusión	iluzija	N	N;NOM;FEM;SG
ilusións	iluzije	ilusión	iluzija	N	N;NOM;FEM;PL
tiran	baci	ter	baciti	V	V;IND;SG;3;PRS;FIN
separar	odvoji	separar	odvojiti	V	V;IND;SG;3;PRS;FIN
separar	razdvoji	separar	razdvojiti	V	V;IND;SG;3;PRS;FIN
pito	kokoš	pito	kokoš	N	N;NOM;FEM;SG
pito	piletina	pito	piletina	N	N;NOM;FEM;SG
pito	pile	pito	pila	N	N;NOM;NEUT;SG
pito	cigareta	pito	cigareta	N	N;NOM;FEM;SG
pito	cigarete	pito	cigareta	N	N;NOM;FEM;PL
censura	cenzura	censura	cenzur	N	N;NOM;FEM;SG
crianzas	deca	crianza	deca	N	N;NOM;MASC;PL
crianzas	djeca	crianza	dijete	N	N;NOM;NEUT;PL
montes	planine	monte	planina	N	N;NOM;FEM;PL
montes	planina	monte	planina	N	N;NOM;FEM;SG
cualificación	rejting	cualificación	rejting	N	N;NOM;MASC;SG
cualificación	ocjena	cualificación	ocjena	N	N;NOM;FEM;SG
insultar	vrijeđati	insultar	vrijeđati	V	V;NFIN
liberal	liberalne	liberal	liberalan	ADJ	ADJ;NOM;FEM;PL
liberal	liberalni	liberal	liberalan	ADJ	ADJ;NOM;DEF;MASC;SG
liberal	liberalna	liberal	liberalan	ADJ	ADJ;NOM;DEF;FEM;SG
descoñecidos	stranci	descoñecido	stranac	N	N;NOM;MASC;PL
descoñecidos	strancima	descoñecido	strank	N	N;DAT;MASC;PL
perdera	imao	perderar	imati	V	V;MASC;SG;PST;V.PTCP;ACT
perdera	imali	perderar	imati	V	V;MASC;PL;PST;V.PTCP;ACT
perdera	imala	perderar	imati	V	V;FEM;SG;PST;V.PTCP;ACT
escuros	duboka	escuro	dubok	ADJ	ADJ;NOM;DEF;FEM;SG
escuros	mračno	escuro	mračan	ADJ	ADJ;NOM;NEUT;SG
escuros	tamni	escuro	taman	ADJ	ADJ;NOM;DEF;MASC;SG
escuros	tamna	escuro	tamna	ADJ	ADJ;NOM;DEF;FEM;SG
internacionais	međunarodna	internacional	međunarodan	ADJ	ADJ;NOM;FEM;SG
internacionais	međunarodni	internacional	međunarodan	ADJ	ADJ;NOM;DEF;MASC;SG
socio	partner	socio	partner	N	N;NOM;MASC;SG
socio	partnera	socio	partner	N	N;ANIM;ACC;MASC;SG
socio	partnerica	socio	partnerica	N	N;NOM;FEM;SG
socio	partneru	socio	partner	N	N;DAT;MASC;SG
socio	suradnik	socio	suradnik	N	N;NOM;MASC;SG
socio	suradnica	socio	suradnica	N	N;NOM;FEM;SG
escoitarme	sluša	escoitarme	sluša	V	V;IND;SG;3;PRS;FIN
escoitarme	slušam	escoitarme	slušati	V	V;IND;SG;1;PRS;FIN
escoitarme	čuti	escoitarme	čuti	V	V;NFIN
rabia	ljutnja	rabia	ljutnja	N	N;NOM;FEM;SG
rabia	ljutnju	rabia	ljutnja	N	N;ACC;FEM;SG
rabia	bijes	rabia	bijes	N	N;NOM;MASC;SG
rabia	gnjev	rabia	gnjev	N	N;NOM;MASC;SG
rabia	bes	rabia	bes	N	N;NOM;MASC;SG
rabia	bijesa	rabia	bijes	N	N;ACC;MASC;SG
rabia	bijes	rabia	bijes	N	N;NOM;MASC;SG
rabia	gnjev	rabia	gnjev	N	N;NOM;MASC;SG
caros	skupi	caro	skup	ADJ	ADJ;NOM;DEF;MASC;SG
católica	katolička	católico	katolički	ADJ	ADJ;NOM;DEF;FEM;SG
católica	katolički	católico	katolički	ADJ	ADJ;NOM;DEF;MASC;SG
sacrificar	žrtvovati	sacrificar	žrtvovati	V	V;NFIN
carreta	fantom	carreta	fant	N	N;INS;MASC;SG
carreta	kolica	carreta	kolica	N	N;NOM;NEUT;PL
deberá	mora	deber	morati	V	V;IND;SG;3;PRS;FIN
buscaba	gledam	buscar	gledati	V	V;IND;SG;1;PRS;FIN
buscaba	gleda	buscar	gledati	V	V;IND;SG;3;PRS;FIN
suor	znoj	suor	znoj	N	N;NOM;MASC;SG
copas	pića	copa	piće	N	N;NOM;NEUT;PL
copas	piće	copa	piće	N	N;NOM;NEUT;SG
saúda	pozdrav	saúda	pozdrav	N	N;NOM;MASC;SG
falabamos	progovorio	falabar	progovoriti	V	V;MASC;SG;PST;V.PTCP;ACT
falabamos	govorio	falabar	govoriti	V	V;MASC;SG;PST;V.PTCP;ACT
tea	tkanine	tea	tkanina	N	N;NOM;FEM;PL
tea	tkanina	tea	tkanina	N	N;NOM;FEM;SG
bicar	ljubim	bicar	ljubiti	V	V;IND;SG;1;PRS;FIN
inspección	inspekcija	inspección	inspekcija	N	N;NOM;FEM;SG
inspección	spavaonica	inspección	spavaonica	N	N;NOM;FEM;SG
inspección	spavaonice	inspección	spavaonica	N	N;NOM;FEM;PL
cambiaches	promijeni	cambiaches	promijeniti	V	V;IND;SG;3;PRS;FIN
peitos	grudi	peito	grud	N	N;NOM;FEM;PL
peitos	grudi	peito	grud	N	N;NOM;FEM;PL
peitos	dojke	peito	dojka	N	N;NOM;FEM;PL
baleiras	prazan	baleira	prazati	ADJ	ADJ;NOM;INDF;MASC;SG
baleiras	prazni	baleira	prazan	ADJ	ADJ;NOM;DEF;MASC;SG
baleiras	prazna	baleira	prazan	ADJ	ADJ;NOM;DEF;FEM;SG
furioso	bijesan	furioso	bijesan	ADJ	ADJ;NOM;INDF;MASC;SG
furioso	bijesni	furioso	bjesnjeti	ADJ	ADJ;NOM;DEF;MASC;PL
furioso	bijesna	furioso	bijesan	ADJ	ADJ;NOM;DEF;FEM;SG
vina	vidio	vina	vidjeti	V	V;MASC;SG;PST;V.PTCP;ACT
retiro	umirovljenje	retiro	umirovljenje	N	N;NOM;NEUT;SG
retiro	mirovina	retiro	mirovina	N	N;NOM;FEM;SG
peles	kože	pel	koža	N	N;NOM;FEM;PL
peles	krzna	pel	krzna	N	N;NOM;MASC;SG
cranio	lubanja	cranio	lubanje	N	N;NOM;NEUT;SG
cranio	lubanje	cranio	lubanja	N	N;NOM;FEM;PL
cranio	lubanju	cranio	lubanj	N	N;ACC;NEUT;SG
conquista	osvajanja	conquista	osvajanje	N	N;NOM;NEUT;PL
conquista	osvajanje	conquista	osvajanje	N	N;NOM;NEUT;SG
veteranos	veterani	veterano	veteran	N	N;NOM;MASC;PL
valentía	hrabrosti	valentía	hrabrost	N	N;NOM;FEM;PL
valentía	hrabrost	valentía	hrabrost	N	N;NOM;FEM;SG
cecais	možda	cecal	možda	ADV	ADV
torna	postane	torna	postati	V	V;IND;SG;3;PRS;FIN
cheguemos	dobiti	cheguer	dobiti	V	V;NFIN
atoparei	pronađite	atopar	pronaći	V	V;IMP;PL;2;FIN
atoparei	naći	atopar	naći	V	V;NFIN
atoparei	nađi	atopar	nađi	V	V;IMP;SG;2;FIN
atoparei	pronađi	atopar	pronaći	V	V;IND;SG;2;PRS;FIN
tesouro	blaga	tesouro	blago	N	N;NOM;FEM;SG
tesouro	blago	tesouro	blago	N	N;NOM;NEUT;SG
roubando	krao	roubar	krao	V	V;MASC;SG;PST;V.PTCP;ACT
delicioso	ukusno	delicioso	ukusan	ADJ	ADJ;NOM;DEF;NEUT;SG
delicioso	ukusna	delicioso	ukusan	ADJ	ADJ;NOM;DEF;FEM;SG
coñeciches	susret	coñeciche	susret	N	N;NOM;MASC;SG
pau	štap	pau	štap	N	N;NOM;MASC;SG
pau	stick	pau	stick	N	N;NOM;MASC;SG
filliña	pismo	filliña	pismo	N	N;NOM;NEUT;SG
filliña	draga	filliña	draga	N	N;NOM;FEM;SG
filliña	djevojka	filliña	djevojka	N	N;NOM;FEM;SG
filliña	devojka	filliña	devojka	N	N;NOM;FEM;SG
filliña	cura	filliña	cur	N	N;NOM;FEM;SG
excusas	isprike	excusa	isprika	N	N;NOM;FEM;PL
excusas	izgovori	excusa	izgovor	N	N;NOM;MASC;SG
insolente	drski	insolente	drski	ADJ	ADJ;NOM;DEF;MASC;PL
mineral	minerala	mineral	mineral	N	N;GEN;MASC;SG
mineral	rude	mineral	ruda	N	N;NOM;FEM;PL
cantaba	pjevajte	cantar	pjevati	V	V;IMP;PL;2;FIN
cantaba	pjevao	cantar	pjevati	V	V;MASC;SG;PST;V.PTCP;ACT
cantaba	pjevala	cantar	pjevati	V	V;FEM;SG;PST;V.PTCP;ACT
tentaron	probala	tentar	probati	V	V;FEM;SG;PST;V.PTCP;ACT
tentaron	probali	tentar	probati	V	V;MASC;PL;PST;V.PTCP;ACT
tentaron	probao	tentar	probati	V	V;MASC;SG;PST;V.PTCP;ACT
tentaron	pokušao	tentar	pokušati	V	V;MASC;SG;PST;V.PTCP;ACT
anarquista	anarhista	anarquista	anarhist	N	N;GEN;MASC;SG
escribo	pišite	escribir	pisati	V	V;IMP;PL;2;FIN
escribo	piši	escribir	pisati	V	V;IMP;SG;2;FIN
escribo	napišite	escribir	napisiti	V	V;IMP;PL;2;FIN
revolucionarios	revolucionari	revolucionario	revolucionar	N	N;NOM;MASC;PL
irlandeses	irci	irlander	irka	N	N;NOM;MASC;PL
artillería	artiljerija	artillería	artiljerija	N	N;NOM;FEM;SG
artillería	topništvo	artillería	topništvo	N	N;NOM;NEUT;SG
terroristas	teroriste	terrorista	terorist	N	N;ACC;MASC;PL
terroristas	teroristima	terrorista	terorist	N	N;DAT;MASC;PL
terroristas	teroristi	terrorista	terorist	N	N;NOM;MASC;PL
punk	punk	punk	punk	N	N;NOM;MASC;SG
condesa	grofice	condesa	grofica	N	N;NOM;FEM;PL
condesa	grofica	condesa	grofica	N	N;NOM;FEM;SG
zhong	zhong	zhong	zhong	N	N;NOM;MASC;SG
profes	učitelji	profe	učitelj	N	N;NOM;MASC;PL
profes	profesori	profe	profesor	N	N;NOM;MASC;PL
profes	nastavnici	profe	nastavnik	N	N;NOM;MASC;PL
asteroides	asteroida	asteroide	asteroida	N	N;GEN;MASC;SG
asteroides	asteroida	asteroide	asteroida	N	N;GEN;MASC;SG
asteroides	asteroid	asteroide	asteroid	N	N;NOM;MASC;SG
desexaba	htio	desexar	htjeti	V	V;MASC;SG;PST;V.PTCP;ACT
solucionar	riješi	solucionar	riješiti	V	V;IND;SG;3;PRS;FIN
solucionar	riješiti	solucionar	riješiti	V	V;NFIN
ángeles	angelesu	ángele	angeles	N	N;DAT;MASC;SG
doenzas	bolesti	doenza	bolest	N	N;NOM;FEM;PL
hormona	hormon	hormona	hormon	N	N;NOM;MASC;SG
doutores	liječnici	doutor	liječnik	N	N;NOM;MASC;PL
doutores	doktori	doutor	doktor	N	N;NOM;MASC;PL
cambiando	mijenjam	cambiar	mijenjati	V	V;IND;SG;1;PRS;FIN
tocamos	sviraj	tocar	sviraj	V	V;IND;SG;3;PRS;FIN
tocamos	igraj	tocar	igraj	V	V;IND;SG;3;PRS;FIN
bendición	blagoslov	bendición	blagoslov	N	N;NOM;MASC;SG
inspiración	inspiraciju	inspiración	inspiracija	N	N;ACC;FEM;SG
inspiración	nadahnuće	inspiración	nadahnuće	N	N;NOM;NEUT;SG
inspiración	inspiracija	inspiración	inspiracija	N	N;NOM;FEM;SG
estudamos	prouči	estudar	proučiti	V	V;IND;SG;3;PRS;FIN
sabia	znao	sabia	znati	V	V;MASC;SG;PST;V.PTCP;ACT
ministerio	ministarstva	ministerio	ministarstvo	N	N;NOM;NEUT;PL
ministerio	ministarstvo	ministerio	ministarstvo	N	N;NOM;NEUT;SG
ministerio	kancelarija	ministerio	kancelarija	N	N;NOM;FEM;SG
ministerio	ured	ministerio	ured	N	N;NOM;MASC;SG
noventa	devedeset	noventa	devedeset	NUM	NUM
pensaría	misli	pensar	misliti	V	V;IND;SG;3;PRS;FIN
pensaría	razmislite	pensar	razmisliti	V	V;IMP;PL;2;FIN
nostalxia	nostalgija	nostalxia	nostalgija	N	N;NOM;FEM;SG
vendía	prodao	vendía	prodati	V	V;MASC;SG;PST;V.PTCP;ACT
decatámonos	shvatio	decatámonos	shvatiti	V	V;MASC;SG;PST;V.PTCP;ACT
poemas	pjesme	poema	pjesma	N	N;NOM;FEM;PL
poemas	pesme	poema	pesma	N	N;NOM;FEM;PL
coñecedes	znati	coñecede	znati	V	V;NFIN
ducias	desetine	ducia	desetina	N	N;NOM;FEM;PL
ensaios	suđenja	ensalo	suđenje	N	N;NOM;NEUT;PL
táboa	stol	táboa	stol	N	N;NOM;MASC;SG
táboa	tablica	táboa	tablica	N	N;NOM;FEM;SG
illamento	izolacija	illamento	izolacija	N	N;NOM;FEM;SG
illamento	izolacije	illamento	izolacija	N	N;NOM;FEM;PL
aparellos	uređaje	aparello	uređaj	N	N;ACC;MASC;PL
aparellos	uređaji	aparello	uređaj	N	N;NOM;MASC;PL
negociacións	pregovori	negociación	pregovor	N	N;NOM;MASC;PL
negociacións	pregovora	negociación	pregovor	N	N;GEN;MASC;PL
negociacións	pregovore	negociación	pregovor	N	N;ACC;MASC;PL
competición	konkurencija	competición	konkurencija	N	N;NOM;FEM;SG
competición	natjecanje	competición	natjecanje	N	N;NOM;NEUT;SG
competición	nadmetanje	competición	nadmetanje	N	N;NOM;NEUT;SG
posicións	poze	posición	poza	N	N;NOM;FEM;PL
posicións	pozicije	posición	pozicija	N	N;NOM;FEM;PL
positiva	pozitivni	positivo	pozitivan	ADJ	ADJ;NOM;DEF;MASC;PL
positiva	pozitivna	positivo	pozitivan	ADJ	ADJ;NOM;DEF;FEM;SG
positiva	pozitivan	positivo	pozitivan	ADJ	ADJ;NOM;INDF;MASC;SG
sufrín	pretrpio	sufrín	pretrpiti	V	V;MASC;SG;PST;V.PTCP;ACT
sufrín	patio	sufrín	patiti	V	V;MASC;SG;PST;V.PTCP;ACT
sufrín	patila	sufrín	patiti	V	V;FEM;SG;PST;V.PTCP;ACT
seriamente	ozbiljno	seriamente	ozbiljno	ADV	ADV
ecuación	jednadžbe	ecuación	jednadžba	N	N;NOM;FEM;PL
ecuación	jednadžba	ecuación	jednadžba	N	N;NOM;FEM;SG
axudas	pomoć	axuda	pomoć	N	N;NOM;FEM;SG
típica	tipični	típico	tipičan	ADJ	ADJ;NOM;DEF;MASC;SG
típica	tipičan	típico	tipičan	ADJ	ADJ;NOM;INDF;MASC;SG
deixara	imao	deixar	imati	V	V;MASC;SG;PST;V.PTCP;ACT
deixara	imali	deixar	imati	V	V;MASC;PL;PST;V.PTCP;ACT
deixara	imala	deixar	imati	V	V;FEM;SG;PST;V.PTCP;ACT
xenocidio	genocid	xenocidio	genocid	N	N;NOM;MASC;SG
racial	rasne	racial	rasti	ADJ	ADJ;NOM;DEF;FEM;PL
nixeria	nigeriji	nixeria	nigerij	N	N;DAT;FEM;SG
casco	kaciga	casco	kaciga	N	N;NOM;FEM;SG
casco	kacigu	casco	kaciga	N	N;ACC;FEM;SG
africana	afrički	africano	afrički	ADJ	ADJ;NOM;DEF;MASC;SG
africana	afrička	africano	afrički	ADJ	ADJ;NOM;DEF;FEM;SG
paisaxes	pejzaže	paisaxe	pejzaga	N	N;ACC;MASC;PL
imitar	imitirati	imitar	imitirati	V	V;NFIN
recoñeceu	prepoznao	recoñecer	prepoznati	V	V;MASC;SG;PST;V.PTCP;ACT
recoñeceu	prepoznala	recoñecer	prepoznati	V	V;FEM;SG;PST;V.PTCP;ACT
recoñeceu	prepoznali	recoñecer	prepoznati	V	V;MASC;PL;PST;V.PTCP;ACT
fragmentos	fragmenti	fragmento	fragment	N	N;NOM;MASC;PL
atrapar	uhvatiti	atrapar	uhvatiti	V	V;NFIN
atrapar	uhvati	atrapar	uhvati	V	V;IND;SG;2;PRS;FIN
existente	postojeći	existente	postojeći	ADJ	ADJ;NOM;DEF;MASC;SG
existente	postojeće	existente	postojeći	ADJ	ADJ;NOM;DEF;FEM;PL
eficacia	učinkovitosti	eficacia	učinkovitost	N	N;NOM;FEM;PL
eficacia	učinkovitost	eficacia	učinkovitost	N	N;NOM;FEM;SG
eficacia	efikasnost	eficacia	efikasnost	N	N;NOM;FEM;SG
debuxar	nacrtati	debuxar	nacrtati	V	V;NFIN
balea	kita	balea	kita	N	N;NOM;FEM;SG
balea	kit	balea	kit	N	N;NOM;MASC;SG
tráxico	tragična	tráxico	tragičan	ADJ	ADJ;NOM;DEF;FEM;SG
rexeita	odbija	rexeitar	odbijati	V	V;IND;SG;3;PRS;FIN
biolóxico	biološko	biolóxico	biološki	ADJ	ADJ;NOM;NEUT;SG
biolóxico	biološka	biolóxico	biološki	ADJ	ADJ;NOM;DEF;FEM;SG
abren	otvori	abren	otvoriti	V	V;IND;SG;3;PRS;FIN
variedade	raznolikost	variedade	raznolikost	N	N;NOM;FEM;SG
caribe	karibima	caribe	karib	N	N;DAT;MASC;PL
caribe	kariba	caribe	kariba	N	N;GEN;MASC;SG
recuperación	oporavak	recuperación	oporavak	N	N;NOM;MASC;SG
contaminación	zagađenje	contaminación	zagađenje	N	N;NOM;NEUT;SG
pedazos	figure	pedazo	figura	N	N;NOM;FEM;PL
pedazos	komada	pedazo	komad	N	N;GEN;MASC;PL
pedazos	komadići	pedazo	komadići	N	N;NOM;MASC;PL
pedazos	dijelovi	pedazo	dio	N	N;NOM;MASC;PL
pedazos	komadi	pedazo	komad	N	N;NOM;MASC;PL
bases	baze	base	baza	N	N;NOM;FEM;PL
exercicios	vježbe	exercicio	vježba	N	N;NOM;FEM;PL
lixeiramente	neznatno	lixeiramente	neznatno	ADV	ADV
ventos	vjetrovi	vento	vjetar	N	N;NOM;MASC;PL
atopen	pronađite	atopar	pronaći	V	V;IMP;PL;2;FIN
atopen	naći	atopar	naći	V	V;NFIN
atopen	nađi	atopar	nađi	V	V;IMP;SG;2;FIN
atopen	pronađi	atopar	pronaći	V	V;IND;SG;2;PRS;FIN
fundación	zaklada	fundación	zaklada	N	N;NOM;FEM;SG
fundación	osnova	fundación	osnova	N	N;NOM;FEM;SG
fundación	fondacija	fundación	fondacija	N	N;NOM;FEM;SG
fundación	temelj	fundación	temelj	N	N;NOM;MASC;SG
construir	grade	construir	graditi	V	V;IND;PL;3;PRS;FIN
construir	izgradi	construir	izgraditi	V	V;IND;SG;3;PRS;FIN
construir	izgraditi	construir	izgraditi	V	V;NFIN
construir	graditi	construir	graditi	V	V;NFIN
construir	grade	construir	graditi	V	V;IND;PL;3;PRS;FIN
farrapos	krpe	farrapo	krpa	N	N;NOM;FEM;PL
farrapos	krpa	farrapo	krpa	N	N;NOM;FEM;SG
tarda	uzima	tarda	uzimati	V	V;IND;SG;3;PRS;FIN
traballaban	radila	traballar	raditi	V	V;FEM;SG;PST;V.PTCP;ACT
traballaban	uspjelo	traballar	uspjeti	V	V;NEUT;SG;PST;V.PTCP;ACT
traballaban	radim	traballar	raditi	V	V;IND;SG;1;PRS;FIN
tiveran	imao	ter	imati	V	V;MASC;SG;PST;V.PTCP;ACT
tiveran	imali	ter	imati	V	V;MASC;PL;PST;V.PTCP;ACT
tiveran	imala	ter	imati	V	V;FEM;SG;PST;V.PTCP;ACT
usala	koristi	usalar	koristiti	V	V;IND;SG;3;PRS;FIN
usala	iskoristi	usalar	iskoristiti	V	V;IND;SG;3;PRS;FIN
usala	upotrijebi	usalar	upotrijebiti	V	V;IND;SG;3;PRS;FIN
optimista	optimističan	optimista	optimističan	ADJ	ADJ;NOM;INDF;MASC;SG
medran	rastu	medrar	rasti	V	V;IND;PL;3;PRS;FIN
medran	rasti	medrar	rasti	V	V;NFIN
cadela	psa	cadela	pas	N	N;ANIM;ACC;MASC;SG
cadela	pas	cadela	pas	N	N;NOM;MASC;SG
cadela	dog	cadela	dog	N	N;NOM;MASC;SG
cadela	psu	cadela	pas	N	N;DAT;MASC;SG
cadela	kuja	cadela	kuja	N	N;NOM;FEM;SG
encantaríame	volim	encantaríame	voljeti	V	V;IND;SG;1;PRS;FIN
virtude	vrline	virtude	vrlina	N	N;NOM;FEM;PL
virtude	vrlina	virtude	vrlina	N	N;NOM;FEM;SG
perigos	opasnosti	perigo	opasnost	N	N;NOM;FEM;PL
intencións	nakane	intención	nakana	N	N;NOM;FEM;PL
intencións	namjera	intención	namjera	N	N;NOM;FEM;SG
intencións	namjere	intención	namjera	N	N;NOM;FEM;PL
cursos	tečajeve	curso	tečaj	N	N;ACC;MASC;PL
cursos	seminara	curso	seminar	N	N;GEN;MASC;SG
lembrades	zapamti	lembrade	zapamtiti	N	N;NOM;MASC;SG
herbas	trava	herba	travati	N	N;NOM;FEM;SG
herbas	travu	herba	trava	N	N;ACC;FEM;SG
herbas	travi	herba	traviti	N	N;DAT;FEM;SG
herbas	trave	herba	trava	N	N;NOM;FEM;PL
herbas	bilje	herba	bilje	N	N;NOM;NEUT;SG
herbas	bilja	herba	bilj	N	N;NOM;NEUT;SG
computadora	računalo	computar	računalo	N	N;NOM;NEUT;SG
contactar	kontaktirajte	contactar	kontaktirati	V	V;IMP;PL;2;FIN
arquitecto	arhitekta	arquitecto	arhitekt	N	N;ANIM;ACC;MASC;SG
arquitecto	arhitekt	arquitecto	arhitekt	N	N;NOM;MASC;SG
catedral	katedrala	catedral	katedrala	N	N;NOM;FEM;SG
comparar	usporedi	comparar	usporediti	V	V;IND;SG;3;PRS;FIN
comparar	usporedite	comparar	usporediti	V	V;IMP;PL;2;FIN
comparar	usporediti	comparar	usporediti	V	V;NFIN
manexar	podnijeti	manexar	podnijeti	V	V;NFIN
española	španjolski	español	španjolski	ADJ	ADJ;NOM;DEF;MASC;SG
xogador	igrač	xogador	igrač	N	N;NOM;MASC;SG
xogador	player	xogador	player	N	N;NOM;MASC;SG
xogador	kockar	xogador	kockar	N	N;NOM;MASC;SG
computadores	računala	computador	računalo	N	N;NOM;NEUT;PL
durmía	spavaj	durmía	spavaj	V	V;IND;SG;3;PRS;FIN
