geprüft	zkontroloval	prüfen	zkontrolovat	V;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
gescheitert	selhalo	scheitern	selhat	V;V.PTCP	V;NEUT;SG;POS;PST;V.PTCP;ACT
tschechisch	česká	tschechisch	český	ADJ	ADJ;NOM;FEM;SG;POS
tschechisch	české	tschechisch	český	ADJ	ADJ;NOM;MASC;SG;POS
tschechisch	český	tschechisch	český	ADJ	ADJ;INAN;NOM;MASC;SG;POS
tschechisch	česko	tschechisch	český	ADJ	ADJ;POS
grundlegend	zásadní	grundlegend	zásadní	ADJ	ADJ;NOM;MASC;SG;POS
verwechseln	zmást	verwechseln	zmást	V;NFIN	V;POS;NFIN
verschieden	jiný	verschieden	jiný	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
verschieden	jiná	verschieden	jiný	ADJ	ADJ;NOM;FEM;SG;POS
verschieden	různé	verschieden	různý	ADJ	ADJ;NOM;MASC;PL;POS
verschieden	jiné	verschieden	jiný	ADJ	ADJ;NOM;NEUT;SG;POS
verschieden	rozmanité	verschieden	rozmanitý	ADJ	ADJ;NOM;MASC;PL;POS
verschieden	různorodé	verschieden	různorodý	ADJ	ADJ;NOM;NEUT;SG;POS
verschieden	různé	verschieden	různý	ADJ	ADJ;NOM;MASC;PL;POS
verschieden	různí	verschieden	různý	ADJ	ADJ;ANIM;NOM;MASC;PL;POS
verschieden	rozmanité	verschieden	rozmanitý	ADJ	ADJ;NOM;MASC;PL;POS
verschieden	různorodé	verschieden	různorodý	ADJ	ADJ;NOM;NEUT;SG;POS
umstände	okolnosti	umstehen	okolnost	N	N;NOM;FEM;PL;POS
umstände	okolnost	umstehen	okolnost	N	N;NOM;FEM;SG;POS
umstände	okolnosti	umstehen	okolnost	N	N;NOM;FEM;PL;POS
systematisch	systematické	systematisch	systematický	ADJ	ADJ;NOM;NEUT;SG;POS
gesetzlichen	zákonný	gesetzlich	zákonný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
gesetzlichen	statutární	gesetzlich	statutární	ADJ	ADJ;NOM;MASC;SG;POS
durchführen	vystupovat	durchfahren|durchführen	vystupovat	V;NFIN	V;IPFV;POS;NFIN
durchführen	provádět	durchfahren|durchführen	provádět	V;NFIN	V;IPFV;POS;NFIN
erwünscht	požadovaný	erwünscht	požadovaný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
erwünscht	žádoucí	erwünscht	žádoucí	ADJ	ADJ;NOM;NEUT;SG;POS
erwünscht	žádoucí	erwünscht	žádoucí	ADJ	ADJ;NOM;NEUT;SG;POS
erwünscht	hledaný	erwünscht	hledaný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
konzentriert	zaměřuje	konzentrieren	zaměřovat	V;V.PTCP	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
erstellte	sestavil	erstellt	sestavit	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
erstellte	stvořil	erstellt	stvořit	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
erstellte	vytvořil	erstellt	vytvořit	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
geäußert	pronesl	äußern	pronést	V;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
inschriften	nápisy	inschrift	nápis	N;PL	N;INAN;NOM;MASC;PL;POS
zähne	zub	zähnen	zub	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
basierend	založen	basierend	založený	ADJ	ADJ;MASC;SG;POS;V.PTCP;PASS
basierend	založený	basierend	založený	ADJ	ADJ;INAN;NOM;MASC;SG;POS
basierend	založeno	basierend	založený	ADJ	ADJ;NEUT;SG;POS;V.PTCP;PASS
freuen	radovat	freuen	radovat	V;NFIN	V;IPFV;POS;NFIN
gültig	platné	gültig	platný	ADJ	ADJ;NOM;NEUT;SG;POS
gültig	platná	gültig	platný	ADJ	ADJ;NOM;FEM;SG;POS
gültig	platný	gültig	platný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
umgehen	obejít	umgehen	obejít	V;NFIN	V;POS;NFIN
umgehen	obejít	umgehen	obejít	V;NFIN	V;POS;NFIN
umgehen	obcházet	umgehen	obcházet	V;NFIN	V;IPFV;POS;NFIN
germanischen	germánské	germanisch	germánský	ADJ	ADJ;NOM;NEUT;PL;POS
abbruch	potrat	abbruch	potrat	N;SG	N;INAN;NOM;MASC;SG;POS
abbruch	demolice	abbruch	demolice	N;SG	N;NOM;FEM;SG;POS
spannungen	zdůrazňuje	spannungen	zdůrazňovat	V;NFIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
verarbeitung	obrábění	verarbeitung	obrábění	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
verarbeitung	zpracovávání	verarbeitung	zpracovávání	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
verarbeitung	zpracování	verarbeitung	zpracování	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
verarbeitung	přepracování	verarbeitung	přepracování	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
sechste	šestá	sechst	šestý	ADJ;NOM	ADJ;NOM;FEM;SG
sechste	šestý	sechst	šestý	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG
sechste	šesté	sechst	šestý	ADJ;NOM	ADJ;NOM;MASC;SG
empfohlen	navrhl	empfehlen	navrhnout	V;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
empfohlen	doporučujeme	empfehlen	doporučovat	V;V.PTCP	V;IPFV;IND;PL;1;POS;PRS;FIN;ACT
empfohlen	doporučuje	empfehlen	doporučovat	V;V.PTCP	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
vernichtet	zničit	vernichten	zničit	V;V.PTCP	V;PFV;POS;NFIN
vernichtet	ničit	vernichten	ničit	V;V.PTCP	V;IPFV;POS;NFIN
frühling	jarní	frühling	jarní	ADJ	ADJ;NOM;MASC;SG;POS
romanischen	románské	romanisch	románský	ADJ	ADJ;NOM;NEUT;PL;POS
akzeptieren	přijímá	akzeptieren	přijímat	V;NFIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
akzeptieren	přijmout	akzeptieren	přijmout	V;NFIN	V;POS;NFIN
renovierung	renovace	renovierung	renovace	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
renovierung	renovace	renovierung	renovace	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
renovierung	renovace	renovierung	renovace	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
übersehen	minul	übersehen	minout	V;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
übersehen	zmeškal	übersehen	zmeškat	V;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
übersehen	minula	übersehen	minout	V;V.PTCP	V;POS;PST;V.PTCP;ACT
übersehen	přehlédl	übersehen	přehlédnout	V;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
übersehen	přehlédnout	übersehen	přehlédnout	V;V.PTCP	V;PFV;POS;NFIN
übersehen	přehlížet	übersehen	přehlížet	V;V.PTCP	V;IPFV;POS;NFIN
gleichung	rovnici	gleichung	rovnice	N;SG	N;ACC;FEM;SG;POS
gleichung	rovnice	gleichung	rovnice	N;SG	N;NOM;FEM;SG;POS
vergeblich	marná	vergeblich	marný	ADJ	ADJ;NOM;FEM;SG;POS
vergeblich	marná	vergeblich	marný	ADJ	ADJ;NOM;FEM;SG;POS
vergeblich	marné	vergeblich	marný	ADJ	ADJ;NOM;NEUT;SG;POS
behauptete	tvrdil	behaupten	tvrdit	V;IND;SG;3;PST;FIN	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
verfolgen	strašit	verfolgen	strašit	V;NFIN	V;IPFV;POS;NFIN
direkter	přímé	direkt	přímý	ADJ	ADJ;NOM;MASC;SG;POS
direkter	přímý	direkt	přímý	ADJ	ADJ;INAN;NOM;MASC;SG;POS
direkter	přímá	direkt	přímý	ADJ	ADJ;NOM;FEM;SG;POS
anzeigen	zobrazit	anzeigen	zobrazit	V;NFIN	V;PFV;POS;NFIN
anzeigen	zobrazit	anzeigen	zobrazit	V;NFIN	V;PFV;POS;NFIN
anzeigen	ukázat	anzeigen	ukázat	V;NFIN	V;POS;NFIN
anzeigen	zobrazit	anzeigen	zobrazit	V;NFIN	V;PFV;POS;NFIN
wiederholen	opakovat	wiederholen	opakovat	V;NFIN	V;IPFV;POS;NFIN
wiederholen	opakuji	wiederholen	opakovat	V;NFIN	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
wiederholen	předělat	wiederholen	předělat	V;NFIN	V;PFV;POS;NFIN
wiederholen	přehrát	wiederholen	přehrát	V;NFIN	V;POS;NFIN
reformierte	reformované	reformiert	reformovaný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG;POS
wohnt	žije	wohnen	žít	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
wachsenden	rostou	wachsend	růst	V;PL;FIN	V;IND;PL;3;POS;PRS;FIN;ACT
dominiert	dominuje	dominieren	dominovat	V;V.PTCP	V;IND;SG;3;POS;PRS;FIN;ACT
dominiert	dominoval	dominieren	dominovat	V;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
dominiert	dominovat	dominieren	dominovat	V;V.PTCP	V;IPFV;POS;NFIN
geschafft	podařilo	schaffen	podařit	V;V.PTCP	V;PFV;NEUT;SG;POS;PST;V.PTCP;ACT
geschafft	vyrobil	schaffen	vyrobit	V;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
geschafft	udělal	schaffen	udělat	V;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
geschafft	udělal	schaffen	udělat	V;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
geschafft	uspěli	schaffen	uspět	V;V.PTCP	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT
geschafft	uspěl	schaffen	uspět	V;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
jubiläum	výročí	jubiläum	výročí	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
jubiläum	výročí	jubiläum	výročí	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
schriftlich	psáno	schriftlich	psaný	ADJ	ADJ;NEUT;SG;POS;V.PTCP;PASS
schriftlich	napsané	schriftlich	napsaný	ADJ	ADJ;NOM;NEUT;PL;POS
schriftlich	písemná	schriftlich	písemný	ADJ	ADJ;NOM;FEM;SG;POS
schriftlich	písemné	schriftlich	písemný	ADJ	ADJ;NOM;NEUT;SG;POS
schriftlich	napsáno	schriftlich	napsaný	ADJ	ADJ;NEUT;SG;POS;V.PTCP;PASS
verfolgte	pronásledoval	verfolgen	pronásledovat	V;IND;SG;3;PST;FIN	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
zehnten	desáté	zehnt	desátý	ADJ	ADJ;NOM;MASC;SG
zehnten	desátý	zehnt	desátý	ADJ	ADJ;ANIM;NOM;MASC;SG
indirekt	nepřímý	indirekt	přímý	ADJ	ADJ;INAN;NOM;MASC;SG;NEG
indirekt	nepřímé	indirekt	přímý	ADJ	ADJ;NOM;NEUT;SG;NEG
bestätigung	potvrzení	Bestätigung	potvrzení	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
bestätigung	uznání	Bestätigung	uznání	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
bestätigung	potvrzení	Bestätigung	potvrzení	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
bestätigung	potvrzení	Bestätigung	potvrzení	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
bestätigung	ověření	Bestätigung	ověření	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
bestätigung	potvrzení	Bestätigung	potvrzení	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
wiederherstellen	obnovit	wiederherstellen	obnovit	V;NFIN	V;PFV;POS;NFIN
wiederherstellen	předělat	wiederherstellen	předělat	V;NFIN	V;PFV;POS;NFIN
umgangssprachlich	hovorový	umgangssprachlich	hovorový	ADJ	ADJ;INAN;NOM;MASC;SG;POS
beseitigt	vyřešil	beseitigen	vyřešit	V;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
aufschwung	oživení	aufschwang	oživení	N	N;NOM;NEUT;SG;POS
verteidigte	bránil	verteidigen	bránit	V;IND;SG;3;PST;FIN	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
empfehlung	návrh	empfehlung	návrh	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
empfehlung	doporučení	empfehlung	doporučení	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
bedrohung	hrozba	bedrohung	hrozba	N;FEM;SG	N;NOM;FEM;SG;POS
bedrohung	ohrožení	bedrohung	ohrožení	N;FEM;SG	N;NOM;NEUT;SG;POS
bedrohung	vyhrožování	bedrohung	vyhrožování	N;FEM;SG	N;NOM;NEUT;SG;POS
bedrohung	ohrožení	bedrohung	ohrožení	N;FEM;SG	N;NOM;NEUT;SG;POS
bedrohung	hrozba	bedrohung	hrozba	N;FEM;SG	N;NOM;FEM;SG;POS
einweihung	věnování	einweihung	věnování	N	N;NOM;NEUT;SG;POS
einweihung	inauguraci	einweihung	inaugurace	N	N;ACC;FEM;SG;POS
vollendet	dokončí	vollenden	dokončit	V;V.PTCP	V;PFV;IND;SG;3;POS;PRS;FIN;ACT
landung	touchdown	landung	touchdown	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
landung	přístaviště	landung	přístaviště	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
landung	přistání	landung	přistání	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
sozialer	společenské	sozial	společenský	ADJ	ADJ;NOM;FEM;SG;POS
sozialer	sociální	sozial	sociální	ADJ	ADJ;NOM;MASC;SG;POS
sozialer	společenský	sozial	společenský	ADJ	ADJ;INAN;NOM;MASC;SG;POS
sozialer	společenská	sozial	společenský	ADJ	ADJ;NOM;FEM;SG;POS
statistischen	statistické	statistisch	statistický	ADJ;NOM	ADJ;NOM;MASC;SG;POS
statistischen	statistický	statistisch	statistický	ADJ;NOM	ADJ;INAN;NOM;MASC;SG;POS
betreute	dohlížel	betreuen	dohlížet	V;IND;SG;3;FIN	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
besiegt	dobyl	besiegen	dobýt	V;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
besiegt	porazil	besiegen	porazit	V;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
bindung	vázání	bindung	vázání	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
bindung	vazba	bindung	vazba	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
bindung	sbližování	bindung	sbližování	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
bindung	spojování	bindung	spojování	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
bindung	bonde	bindung	bond	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
bindung	kauce	bindung	kauce	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
bindung	pouto	bindung	pouto	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
entwürfe	nákresy	entwürfen	nákres	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
entwürfe	návrhy	entwürfen	návrh	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
entwürfe	vzory	entwürfen	vzor	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
entwürfe	koncepty	entwürfen	koncept	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
entwürfe	plány	entwürfen	plán	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
schwimmen	plavat	schwimmen	plavat	V;NFIN	V;IPFV;POS;NFIN
schwimmen	plavat	schwimmen	plavat	V;NFIN	V;IPFV;POS;NFIN
protest	protest	protest	protest	N	N;INAN;NOM;MASC;SG;POS
protest	protesty	protest	protest	N	N;INAN;NOM;MASC;PL;POS
protest	protesty	protest	protest	N	N;INAN;NOM;MASC;PL;POS
färbung	barvení	färbung	barvení	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
färbung	barvení	färbung	barvení	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
färbung	zbarvení	färbung	zbarvení	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
färbung	barvení	färbung	barvení	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
ausstrahlung	vysílání	ausstrahlung	vysílání	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
ausstrahlung	charisma	ausstrahlung	charisma	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
ausstrahlung	vysílání	ausstrahlung	vysílání	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
indischer	indické	indisch	indický	ADJ	ADJ;NOM;MASC;SG;POS
indischer	indická	indisch	indický	ADJ	ADJ;NOM;FEM;SG;POS
indischer	indický	indisch	indický	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
genehmigt	schvalovat	hehmigen	schvalovat	V;V.PTCP	V;IPFV;POS;NFIN
genehmigt	schválit	hehmigen	schválit	V;V.PTCP	V;PFV;POS;NFIN
genehmigt	schvaluje	hehmigen	schvalovat	V;V.PTCP	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
korrigieren	opravit	korrigieren	opravit	V;NFIN	V;PFV;POS;NFIN
korrigieren	napravit	korrigieren	napravit	V;NFIN	V;PFV;POS;NFIN
korrigieren	opravuje	korrigieren	opravovat	V;NFIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
korrigieren	opravte	korrigieren	opravit	V;NFIN	V;PFV;IMP;PL;2;POS;FIN
erfüllung	soulad	Erfüllung	soulad	N;SG	N;INAN;NOM;MASC;SG;POS
erfüllung	dodržování	Erfüllung	dodržování	N;SG	N;NOM;NEUT;SG;POS
erfüllung	splnění	Erfüllung	splnění	N;SG	N;NOM;NEUT;SG;POS
erfüllung	naplnění	Erfüllung	naplnění	N;SG	N;NOM;NEUT;SG;POS
erfüllung	splnění	Erfüllung	splnění	N;SG	N;NOM;NEUT;SG;POS
erfüllung	naplnění	Erfüllung	naplnění	N;SG	N;NOM;NEUT;SG;POS
erfüllung	naplňování	Erfüllung	naplňování	N;SG	N;NOM;NEUT;SG;POS
einheitlich	jednotné	einheitlich	jednotný	ADJ	ADJ;NOM;NEUT;SG;POS
einheitlich	jednotná	einheitlich	jednotný	ADJ	ADJ;NOM;FEM;SG;POS
einheitlich	jednotným	einheitlich	jednotný	ADJ	ADJ;INAN;INS;MASC;SG;POS
einbau	začlenění	einbau	začlenění	N;SG	N;NOM;NEUT;SG;POS
einbau	montáž	einbau	montáž	N;SG	N;NOM;FEM;SG;POS
einbau	montáž	einbau	montáž	N;SG	N;NOM;FEM;SG;POS
einbau	instalace	einbau	instalace	N;SG	N;NOM;FEM;SG;POS
einbau	montáž	einbau	montáž	N;SG	N;NOM;FEM;SG;POS
breitengrad	souběžné	breitengrad	souběžný	ADJ	ADJ;NOM;NEUT;SG;POS
breitengrad	paralelní	breitengrad	paralelní	ADJ	ADJ;NOM;MASC;SG;POS
verpflichtete	narukoval	verpflichten	narukovat	V;IND;SG;3;PST;FIN	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
sitzung	relace	sitzung	relace	N;SG	N;NOM;FEM;SG;POS
sitzung	sezení	sitzung	sezení	N;SG	N;NOM;NEUT;SG;POS
sitzung	zasedání	sitzung	zasedání	N;SG	N;NOM;NEUT;SG;POS
sitzung	setkání	sitzung	setkání	N;SG	N;NOM;NEUT;SG;POS
sitzung	schůzka	sitzung	schůzka	N;SG	N;NOM;FEM;SG;POS
sitzung	schůze	sitzung	schůze	N;SG	N;NOM;FEM;SG;POS
sitzung	zasedání	sitzung	zasedání	N;SG	N;NOM;NEUT;SG;POS
sitzung	porada	sitzung	porada	N;SG	N;NOM;FEM;SG;POS
sitzung	sezení	sitzung	sezení	N;SG	N;NOM;NEUT;SG;POS
sitzung	posezení	sitzung	posezení	N;SG	N;NOM;NEUT;SG;POS
schwerpunkte	nejvýznamnější	schwerpunkt	významný	ADJ;SG	ADJ;NOM;RL;MASC;SG;POS
relevanter	relevantní	relevant	relevantní	ADJ	ADJ;NOM;MASC;SG;POS
benutzung	užití	Benutzung	užití	N;FEM;SG	N;NOM;NEUT;SG;POS
benutzung	využití	Benutzung	využití	N;FEM;SG	N;NOM;NEUT;SG;POS
benutzung	použití	Benutzung	použití	N;FEM;SG	N;NOM;NEUT;SG;POS
benutzung	používání	Benutzung	používání	N;FEM;SG	N;NOM;NEUT;SG;POS
verträge	zakázky	verträgen	zakázka	N;NOM;PL	N;NOM;FEM;PL;POS
verträge	kontrakty	verträgen	kontrakt	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
verträge	smlouvy	verträgen	smlouva	N;NOM;PL	N;NOM;FEM;PL;POS
verträge	smlouvy	verträgen	smlouva	N;NOM;PL	N;NOM;FEM;PL;POS
perfekt	dokonalá	perfekt	dokonalý	ADJ	ADJ;NOM;FEM;SG;POS
perfekt	perfektní	perfekt	perfektní	ADJ	ADJ;NOM;MASC;SG;POS
perfekt	dokonalý	perfekt	dokonalý	ADJ	ADJ;INAN;NOM;MASC;SG;POS
kommunisten	komunisty	kommunist	komunista	N;PL	N;ANIM;ACC;MASC;PL;POS
kommunisten	komunisti	kommunist	komunista	N;PL	N;ANIM;NOM;MASC;PL;POS
kommunisten	komunisté	kommunist	komunista	N;PL	N;ANIM;NOM;MASC;PL;POS
eingegangen	obdržel	eingehen	obdržet	V;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
eingegangen	obdržela	eingehen	obdržet	V;V.PTCP	V;POS;PST;V.PTCP;ACT
definieren	vymezuje	definieren	vymezovat	V;NFIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
definieren	definuje	definieren	definovat	V;NFIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
definieren	definovat	definieren	definovat	V;NFIN	V;POS;NFIN
gotischen	gotické	gotisch	gotický	ADJ	ADJ;NOM;NEUT;SG;POS
konto	účet	konto	účet	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
allzu	přehnaně	allzu	přehnaně	ADV	ADV;POS
erlernte	naučil	erlernen	naučit	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
grammatik	gramatické	grammatik	gramatický	ADJ	ADJ;NOM;MASC;PL;POS
lustig	zábavné	lustig	zábavný	ADJ	ADJ;NOM;NEUT;SG;POS
lustig	vtipné	lustig	vtipný	ADJ	ADJ;NOM;NEUT;PL;POS
lustig	povedený	lustig	povedený	ADJ	ADJ;INAN;NOM;MASC;SG;POS
charakteristisch	charakteristické	charakteristisch	charakteristický	ADJ	ADJ;NOM;NEUT;SG;POS
charakteristisch	rozlišovací	charakteristisch	rozlišovací	ADJ	ADJ;NOM;MASC;SG;POS
charakteristisch	výrazné	charakteristisch	výrazný	ADJ	ADJ;NOM;NEUT;SG;POS
charakteristisch	výrazná	charakteristisch	výrazný	ADJ	ADJ;NOM;FEM;SG;POS
charakteristisch	výrazný	charakteristisch	výrazný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
befreien	osvobodit	befreien	osvobodit	V;NFIN	V;PFV;POS;NFIN
umgestaltet	předělal	umgestalten	předělat	V;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
bakterien	bakterie	bakterien	bakterie	N;NOM;PL	N;NOM;FEM;PL;POS
übersetzen	přeložit	übersetzen	přeložit	V;NFIN	V;PFV;POS;NFIN
übersetzen	překládat	übersetzen	překládat	V;NFIN	V;IPFV;POS;NFIN
trainiert	trénoval	trainieren	trénovat	V;V.PTCP	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
trainiert	trénoval	trainieren	trénovat	V;V.PTCP	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
angefangen	začalo	anfangen	začít	V;V.PTCP	V;NEUT;SG;POS;PST;V.PTCP;ACT
angefangen	začal	anfangen	začít	V;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
angefangen	začala	anfangen	začít	V;V.PTCP	V;POS;PST;V.PTCP;ACT
angefangen	začíná	anfangen	začínat	V;V.PTCP	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
angefangen	začínám	anfangen	začínat	V;V.PTCP	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
angefangen	začínáme	anfangen	začínat	V;V.PTCP	V;IPFV;IND;PL;1;POS;PRS;FIN;ACT
exzellent	vynikající	exzellent	vynikající	ADJ	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
juristen	právníci	juristen	právník	N;NOM;PL	N;ANIM;NOM;MASC;PL;POS
juristen	advokáti	juristen	advokát	N;NOM;PL	N;ANIM;NOM;MASC;PL;POS
juristen	právníci	juristen	právník	N;NOM;PL	N;ANIM;NOM;MASC;PL;POS
juristen	advokáti	juristen	advokát	N;NOM;PL	N;ANIM;NOM;MASC;PL;POS
benötigen	potřebovat	benötigen	potřebovat	V;NFIN	V;IPFV;POS;NFIN
benötigen	potřebuji	benötigen	potřebovat	V;NFIN	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
benötigen	potřebují	benötigen	potřebovat	V;NFIN	V;IPFV;IND;PL;3;POS;PRS;FIN;ACT
benötigen	požadovat	benötigen	požadovat	V;NFIN	V;IPFV;POS;NFIN
benötigen	vyžadují	benötigen	vyžadovat	V;NFIN	V;IPFV;IND;PL;3;POS;PRS;FIN;ACT
benötigen	vyžadovat	benötigen	vyžadovat	V;NFIN	V;IPFV;POS;NFIN
gespeichert	zachránil	speichern	zachránit	V;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
gefasst	chytil	fassen	chytit	V;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
rechtfertigen	zdůvodnit	rechtfertigen	zdůvodnit	V;NFIN	V;PFV;POS;NFIN
rechtfertigen	odůvodnit	rechtfertigen	odůvodnit	V;NFIN	V;PFV;POS;NFIN
rechtfertigen	ospravedlnit	rechtfertigen	ospravedlnit	V;NFIN	V;PFV;POS;NFIN
störung	narušení	störung	narušení	N;FEM;SG	N;NOM;NEUT;SG;POS
störung	rušení	störung	rušení	N;FEM;SG	N;NOM;NEUT;SG;POS
störung	zasahování	störung	zasahování	N;FEM;SG	N;NOM;NEUT;SG;POS
störung	vměšování	störung	vměšování	N;FEM;SG	N;NOM;NEUT;SG;POS
störung	narušení	störung	narušení	N;FEM;SG	N;NOM;NEUT;SG;POS
störung	porucha	störung	porucha	N;FEM;SG	N;NOM;FEM;SG;POS
rekonstruktion	rekonstrukce	rekonstruktion	rekonstrukce	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
administratoren	správci	administratoren	správce	N;NOM;PL	N;ANIM;NOM;MASC;PL;POS
administratoren	správci	administratoren	správce	N;NOM;PL	N;ANIM;NOM;MASC;PL;POS
gelernt	naučil	lernen	naučit	V;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
gefüllt	naplnil	füllen	naplnit	V;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
installation	instalace	installation	instalace	N;SG	N;NOM;FEM;SG;POS
installation	montáž	installation	montáž	N;SG	N;NOM;FEM;SG;POS
installation	instalace	installation	instalace	N;SG	N;NOM;FEM;SG;POS
installation	instalace	installation	instalace	N;SG	N;NOM;FEM;SG;POS
schöner	nádherná	schön	nádherný	ADJ	ADJ;NOM;FEM;SG;POS
