και	et	και	et	CONJ	CONJ
κατέστρεψε	ruiné	καταστρέφω	ruiner	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
ημερομηνίες	dates	ημερομηνία	date	N;NOM;FEM;PL	N;FEM;PL
επαφές	contacts	επαφή	contact	N;NOM;FEM;PL	N;MASC;PL
φόντο	fond	φόντος	fond	N;NOM;NEUT;SG	N;MASC;SG
φόντο	contexte	φόντος	contexte	N;NOM;NEUT;SG	N;MASC;SG
υποχώρηση	retraite	υποχώρηση	retraite	N;ACC;FEM;SG	N;FEM;SG
κινδύνων	aléas	κίνδυνας	aléa	N;GEN;MASC;PL	N;MASC;PL
κινδύνων	dangers	κίνδυνας	danger	N;GEN;MASC;PL	N;MASC;PL
κινδύνων	risques	κίνδυνας	risque	N;GEN;MASC;PL	N;MASC;PL
κινδύνων	risques	κίνδυνας	risque	N;GEN;MASC;PL	N;MASC;PL
ακαδημίες	académies	ακαδημία	académie	N;NOM;FEM;PL	N;FEM;PL
ιστοσελίδες	sites	ιστοσελίδα	site	N;NOM;FEM;PL	N;MASC;PL
υπόβαθρο	fond	υπόβαθρος	fond	N;NOM;NEUT;SG	N;MASC;SG
υπόβαθρο	contexte	υπόβαθρος	contexte	N;NOM;NEUT;SG	N;MASC;SG
νόσος	maladie	νόσος	maladie	N;NOM;MASC;SG	N;FEM;SG
χρέη	dettes	χρέος	dette	N;NOM;NEUT;PL	N;FEM;PL
παρεμβολή	interférence	παρεμβολή	interférence	N;NOM;FEM;SG	N;FEM;SG
παρεμβολή	ingérence	παρεμβολή	ingérence	N;NOM;FEM;SG	N;FEM;SG
αντιόχεια	antioche	αντιόχεια	antioche	N;ACC;FEM;SG	N;MASC;SG
ομοσπονδιακό	fédéral	ομοσπονδιακός	fédéral	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
ομοσπονδιακό	fédérale	ομοσπονδιακός	fédéral	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
γάλα	lait	γάλα	lait	N;NOM;NEUT;SG	N;MASC;SG
τρόποι	façons	τρόπος	façon	N;NOM;MASC;PL	N;FEM;PL
τρόποι	modes	τρόπος	mode	N;NOM;MASC;PL	N;MASC;PL
τρόποι	manières	τρόπος	manière	N;NOM;MASC;PL	N;FEM;PL
τρόποι	mœurs	τρόπος	mœur	N;NOM;MASC;PL	N;FEM;PL
διαφήμιση	publicité	διαφήμιση	publicité	N;NOM;FEM;SG	N;FEM;SG
έθιμο	coutume	έθιμο	coutume	N;NOM;NEUT;SG	N;FEM;SG
κέρδη	profits	κέρδος	profit	N;NOM;NEUT;PL	N;MASC;PL
κέρδη	bénéfices	κέρδος	bénéfice	N;NOM;NEUT;PL	N;MASC;PL
κέρδη	gains	κέρδος	gain	N;NOM;NEUT;PL	N;MASC;PL
κέρδη	bénéfices	κέρδος	bénéfice	N;NOM;NEUT;PL	N;MASC;PL
κέρδη	profits	κέρδος	profit	N;NOM;NEUT;PL	N;MASC;PL
κέρδη	gains	κέρδος	gain	N;NOM;NEUT;PL	N;MASC;PL
σκέψεις	réflexions	σκέψη	réflexion	N;NOM;FEM;PL	N;FEM;PL
ιησούς	jésus	ιησός	jésus	N;NOM;MASC;SG	N;MASC;SG
βαρύτητας	gravitation	βαρύτητα	gravitation	N;GEN;FEM;SG	N;FEM;SG
βαρύτητας	pesanteur	βαρύτητα	pesanteur	N;GEN;FEM;SG	N;FEM;SG
βαρύτητας	gravité	βαρύτητα	gravité	N;GEN;FEM;SG	N;FEM;SG
δόντια	dents	δόντια	dent	N;NOM;NEUT;PL	N;FEM;PL
χορήγηση	administration	χορήγηση	administration	N;ACC;FEM;SG	N;FEM;SG
εξήγηση	explication	εξήγηση	explication	N;NOM;FEM;SG	N;FEM;SG
γραπτά	écritures	γραπτός	écriture	N;NOM;NEUT;PL	N;FEM;PL
αθλήτρια	athlète	αθλήτρια	athlète	N;NOM;FEM;SG	N;MASC;SG
απόγονοι	descendants	απόγονος	descendant	N;NOM;MASC;PL	N;MASC;PL
γερουσιαστής	sénateur	γερουσιαστής	sénateur	N;NOM;MASC;SG	N;MASC;SG
γερουσιαστής	sénatrice	γερουσιαστής	sénatrice	N;NOM;MASC;SG	N;FEM;SG
παραδόθηκε	livrée	παραδίδω	livrer	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;SG;PST;V.PTCP
παραδόθηκε	délivré	παραδίδω	délivrer	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP
παραδόθηκε	livré	παραδίδω	livrer	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP
παραδόθηκε	remis	παραδίδω	remettre	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP
κολύμβησης	baignade	κολύμβηση	baignade	N;GEN;FEM;SG	N;FEM;SG
αλγόριθμος	algorithme	αλγόριθμος	algorithme	N;NOM;MASC;SG	N;MASC;SG
αντιλήψεις	perceptions	αντίληψη	percepteon	N;NOM;FEM;PL	N;FEM;PL
διπολική	bipolaire	διπολικός	bipolaire	ADJ;NOM;FEM;SG	ADJ;MASC;SG
ζεύγη	paires	ζεύγος	paire	N;NOM;NEUT;PL	N;FEM;PL
ζεύγη	paires	ζεύγος	paire	N;NOM;NEUT;PL	N;FEM;PL
ιππότης	chevalier	ιππότης	chevalier	N;NOM;MASC;SG	N;MASC;SG
καταστράφηκαν	détruits	καταστρέφω	détruire	V;PFV;IND;PL;3;PST;FIN;PASS	V;MASC;PL;PST;V.PTCP
καταστράφηκαν	détruites	καταστρέφω	détruire	V;PFV;IND;PL;3;PST;FIN;PASS	V;FEM;PL;PST;V.PTCP
μειώθηκε	diminué	μειώνω	diminuer	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP
μειώθηκε	diminuée	μειώνω	diminuer	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;SG;PST;V.PTCP
ατλαντικού	atlantique	ατλαντικός	atlantique	ADJ;GEN;NEUT;SG	ADJ;MASC;SG
παραγωγοί	producteurs	παραγωγός	producteur	N;NOM;MASC;PL	N;MASC;PL
πρωτεΐνες	protéines	πρωτεύνα	protéine	N;NOM;FEM;PL	N;FEM;PL
πρωτεΐνες	protéines	πρωτεύνα	protéine	N;NOM;FEM;PL	N;FEM;PL
τρέχει	courir	τρέχω	courir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN
κρητική	crétois	κρητικός	crétois	ADJ;NOM;FEM;SG	ADJ;MASC;SG
εξέφρασε	exprimée	εκφράζω	exprimer	V;PFV;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
εξέφρασε	exprimé	εκφράζω	exprimer	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
υγρά	liquides	υγρά	liquide	N;NOM;NEUT;PL	N;MASC;PL
υγρά	liquides	υγρά	liquide	N;NOM;NEUT;PL	N;MASC;PL
ατμών	vapeurs	ατμός	vapeur	N;GEN;NEUT;PL	N;FEM;PL
λουτρά	bains	λουτρός	bain	N;NOM;NEUT;PL	N;MASC;PL
λουτρά	baignoires	λουτρός	baignoire	N;NOM;NEUT;PL	N;FEM;PL
στρέμματα	hectares	στρέμμα	hectare	N;NOM;NEUT;PL	N;MASC;PL
στρέμματα	acres	στρέμμα	acre	N;NOM;NEUT;PL	N;MASC;PL
εγκρίθηκε	approuvé	εγκρίνω	approuver	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP
εγκρίθηκε	approuvée	εγκρίνω	approuver	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;SG;PST;V.PTCP
εγκρίθηκε	agréée	εγκρίνω	agréée	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;SG;PST;V.PTCP
εγκρίθηκε	agréé	εγκρίνω	agrée	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP
εγκρίθηκε	adoptée	εγκρίνω	adopter	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;SG;PST;V.PTCP
εγκρίθηκε	adopté	εγκρίνω	adopter	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP
γενικώς	généralement	γενικώς	généralement	ADV	ADV
αλιεία	pêche	αλιεία	pêche	N;NOM;FEM;SG	N;FEM;SG
αλιεία	peche	αλιεία	peche	N;NOM;FEM;SG	N;MASC;SG
αλιεία	pêche	αλιεία	pêche	N;NOM;FEM;SG	N;FEM;SG
κρυσταλλική	cristalline	κρυσταλλικός	cristallin	ADJ;NOM;FEM;SG	ADJ;FEM;SG
κρυσταλλική	cristalline	κρυσταλλικός	cristallin	ADJ;NOM;FEM;SG	ADJ;FEM;SG
κρυσταλλική	cristallin	κρυσταλλικός	cristallin	ADJ;NOM;FEM;SG	ADJ;MASC;SG
φιλολογία	littérature	φιλολογία	littérature	N;NOM;FEM;SG	N;FEM;SG
φιλολογία	philologie	φιλολογία	philologie	N;NOM;FEM;SG	N;FEM;SG
παρέμενε	resta	παραμένω	rester	V;IPFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
παρέμενε	resté	παραμένω	rester	V;IPFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
δεκαπέντε	quinze	δεκαπέντε	quinze	NUM;NOM;NEUT;PL	NUM
τέκνα	enfants	τέκνα	enfant	N;NOM;NEUT;PL	N;MASC;PL
χριστιανισμού	chrétienté	χριστιανισμός	chrétienté	N;GEN;MASC;SG	N;FEM;SG
χριστιανισμού	christianisme	χριστιανισμός	christianisme	N;GEN;MASC;SG	N;MASC;SG
σοσιαλιστική	socialiste	σοσιαλιστικός	socialiste	ADJ;NOM;FEM;SG	ADJ;MASC;SG
διαλέξεις	conférences	διάλεξη	conférence	N;NOM;FEM;PL	N;FEM;PL
συμφωνίες	accords	συμφωνία	accord	N;NOM;FEM;PL	N;MASC;PL
νοέμβριος	novembre	νοέμβριος	novembre	N;NOM;MASC;SG	N;MASC;SG
άλογο	cheval	άλογος	cheval	N;NOM;NEUT;SG	N;MASC;SG
άλογο	jument	άλογος	jument	N;NOM;NEUT;SG	N;FEM;SG
απρίλιος	avril	απρίλιος	avril	N;NOM;MASC;SG	N;MASC;SG
σκάνδαλο	scandale	σκάνδαλο	scandale	N;NOM;NEUT;SG	N;MASC;SG
διάσημη	fameux	διάσημος	fameux	ADJ;NOM;FEM;SG	ADJ;MASC;SG
διάσημη	célèbre	διάσημος	célèbre	ADJ;NOM;FEM;SG	ADJ;MASC;SG
δώρο	cadeau	δώρος	cadeau	N;NOM;NEUT;SG	N;MASC;SG
ιερέα	priest	ιερία	priest	N;ACC;MASC;SG	N;MASC;SG
ιερέα	prêtre	ιερία	prêtre	N;ACC;MASC;SG	N;MASC;SG
ιερέα	curé	ιερία	curé	N;ACC;MASC;SG	N;MASC;SG
ιερέα	aumônier	ιερία	aumônier	N;ACC;MASC;SG	N;MASC;SG
άδειες	licences	άδεια	licence	N;NOM;FEM;PL	N;FEM;PL
άδειες	autorisations	άδεια	autorisation	N;NOM;FEM;PL	N;FEM;PL
άδειες	permissions	άδεια	permission	N;NOM;FEM;PL	N;FEM;PL
οδηγό	pilote	οδηγός	pilote	N;ACC;MASC;SG	N;MASC;SG
οδηγό	conducteur	οδηγός	conducteur	N;ACC;MASC;SG	N;MASC;SG
οδηγό	guide	οδηγός	guide	N;ACC;MASC;SG	N;MASC;SG
ίνες	fibres	ίνος	fibre	N;NOM;FEM;PL	N;FEM;PL
ίνες	fibres	ίνος	fibre	N;NOM;FEM;PL	N;FEM;PL
ίνες	fibres	ίνος	fibre	N;NOM;FEM;PL	N;FEM;PL
διακόπηκε	interrompue	διακόπτω	interrompre	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;SG;PST;V.PTCP
διακόπηκε	interrompu	διακόπτω	interrompre	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP
διακόπηκε	interrompue	διακόπτω	interrompre	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;SG;PST;V.PTCP
διακόπηκε	interrompu	διακόπτω	interrompre	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP
αρχιπέλαγος	archipel	αρχιπέλαγος	archipel	N;NOM;NEUT;SG	N;MASC;SG
εξουσίες	pouvoirs	εξουσία	pouvoir	N;NOM;FEM;PL	N;MASC;PL
θεοί	dieux	θεός	dieu	N;NOM;MASC;PL	N;MASC;PL
θρύλος	légende	θρύλος	légende	N;NOM;MASC;SG	N;FEM;SG
καλλιέργειες	cultures	καλλιέργεια	culture	N;NOM;FEM;PL	N;FEM;PL
καλλιέργειες	récoltes	καλλιέργεια	récolte	N;NOM;FEM;PL	N;FEM;PL
καλλιέργειες	cultures	καλλιέργεια	culture	N;NOM;FEM;PL	N;FEM;PL
τοπία	paysages	τοπία	paysage	N;NOM;NEUT;PL	N;MASC;PL
προνόμια	privilèges	προνόμιο	privilège	N;NOM;NEUT;PL	N;MASC;PL
συνταγματάρχη	colonel	συνταγματάρχης	colonel	N;NOM;MASC;SG	N;MASC;SG
αποθήκευση	stockage	αποθήκευση	stockage	N;NOM;FEM;SG	N;MASC;SG
αποθήκευση	entreposage	αποθήκευση	entreposage	N;NOM;FEM;SG	N;MASC;SG
αποθήκευση	rangement	αποθήκευση	rangement	N;NOM;FEM;SG	N;MASC;SG
μητροπολιτική	métropolitain	μητροπολιτικός	métropolitain	ADJ;NOM;FEM;SG	ADJ;MASC;SG
μητροπολιτική	métropolitaine	μητροπολιτικός	métropolitain	ADJ;NOM;FEM;SG	ADJ;FEM;SG
μουσουλμάνους	musulmans	μουσουλμάνος	musulman	N;ACC;MASC;PL	N;MASC;PL
όραμα	vision	όραμα	vision	N;NOM;NEUT;SG	N;FEM;SG
λογικό	raisonnable	λογικός	raisonnable	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
λογικό	logique	λογικός	logique	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
λεπτομέρεια	détail	λεπτομέρεια	détail	N;NOM;FEM;SG	N;MASC;SG
ποικιλίες	cépages	ποικιλία	cépage	N;NOM;FEM;PL	N;MASC;PL
ποικιλίες	variétés	ποικιλία	variété	N;NOM;FEM;PL	N;FEM;PL
ψυχής	ame	ψυχή	ame	N;GEN;FEM;SG	N;FEM;SG
ψυχής	soul	ψυχή	soul	N;GEN;FEM;SG	N;MASC;SG
ψυχής	âme	ψυχή	âme	N;GEN;FEM;SG	N;FEM;SG
εμπειρίες	expériences	εμπειρία	expérience	N;NOM;FEM;PL	N;FEM;PL
κατακτήσεις	conquêtes	κατάκτηση	conquête	N;NOM;FEM;PL	N;FEM;PL
κατακτήσεις	conquêtes	κατάκτηση	conquête	N;NOM;FEM;PL	N;FEM;PL
παρακολουθεί	regardant	παρακολουθώ	regarder	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PRS;V.PTCP
παρακολουθεί	regarder	παρακολουθώ	regarder	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN
ποτάμια	fleuves	ποτάμιο	fleuve	N;NOM;NEUT;PL	N;MASC;PL
ποτάμια	rivières	ποτάμιο	rivière	N;NOM;NEUT;PL	N;FEM;PL
τράπεζες	banques	τράπεζα	banque	N;NOM;FEM;PL	N;FEM;PL
τράπεζες	banques	τράπεζα	banque	N;NOM;FEM;PL	N;FEM;PL
αφήγηση	narration	αφήγηση	narration	N;ACC;FEM;SG	N;FEM;SG
αφήγηση	récit	αφήγηση	récit	N;ACC;FEM;SG	N;MASC;SG
ανάφλεξης	allumage	ανάφλεξη	allumage	N;GEN;FEM;SG	N;MASC;SG
ανάφλεξης	inflammation	ανάφλεξη	inflammation	N;GEN;FEM;SG	N;FEM;SG
πόλωση	polarisation	πόλωση	polarisation	N;NOM;FEM;SG	N;FEM;SG
πόλωση	polarisation	πόλωση	polarisation	N;NOM;FEM;SG	N;FEM;SG
σκηνοθέτησε	dirigé	σκηνοθετώ	diriger	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
σκηνοθέτησε	réalisé	σκηνοθετώ	réaliser	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
σκηνοθέτησε	orienté	σκηνοθετώ	orienter	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
μπαρ	bars	μπαρ	bar	N;NOM;NEUT;PL	N;MASC;PL
μπαρ	barres	μπαρ	barre	N;NOM;NEUT;PL	N;FEM;PL
διεύθυνσης	pilotage	διεύθυνση	pilotage	N;GEN;FEM;SG	N;MASC;SG
πορτρέτο	portrait	πορτρέτω	portrait	N;NOM;NEUT;SG	N;MASC;SG
φαγητό	nourriture	φαγητό	nourriture	N;NOM;NEUT;SG	N;FEM;SG
φαγητό	alimentation	φαγητό	alimentation	N;NOM;NEUT;SG	N;FEM;SG
ουράνιο	uranium	ουράνιος	uranium	N;NOM;NEUT;SG	N;MASC;SG
κρόνου	saturn	κρόνος	saturn	N;GEN;MASC;SG	N;MASC;SG
κρόνου	saturne	κρόνος	saturne	N;GEN;MASC;SG	N;MASC;SG
ανακατεύθυνση	rediriger	ανακατεύθυνση	rediriger	V;PFV;IND;SG;3;PST;FIN;PASS	V;NFIN
ανακατεύθυνση	réorienter	ανακατεύθυνση	réorienter	V;PFV;IND;SG;3;PST;FIN;PASS	V;NFIN
ανακατεύθυνση	redirigé	ανακατεύθυνση	rediriger	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP
ανακατεύθυνση	réorienter	ανακατεύθυνση	réorienter	V;PFV;IND;SG;3;PST;FIN;PASS	V;NFIN
παραγωγές	productions	παραγωγή	production	N;NOM;FEM;PL	N;FEM;PL
σεβασμό	respect	σεβασμός	respect	N;ACC;MASC;SG	N;MASC;SG
διατύπωση	formulation	διατύπωση	formulation	N;ACC;FEM;SG	N;FEM;SG
απαντήσεις	réponses	απάντηση	réponse	N;NOM;FEM;PL	N;FEM;PL
απαντήσεις	réponses	απάντηση	réponse	N;NOM;FEM;PL	N;FEM;PL
απαντήσεις	réponses	απάντηση	réponse	N;NOM;FEM;PL	N;FEM;PL
λεωφορείο	bus	λεωφορείο	bus	N;NOM;NEUT;SG	N;MASC;SG
λεωφορείο	autobus	λεωφορείο	autobus	N;NOM;NEUT;SG	N;MASC;SG
κοινές	fréquents	κοινός	fréquent	ADJ;NOM;FEM;PL	ADJ;MASC;PL
μουσουλμάνων	musulmans	μουσουλμάνος	musulman	N;GEN;MASC;PL	N;MASC;PL
λεκάνη	bassin	λεκάνη	bassin	N;NOM;FEM;SG	N;MASC;SG
λεκάνη	bassine	λεκάνη	bassine	N;NOM;FEM;SG	N;FEM;SG
λεκάνη	bassin	λεκάνη	bassin	N;NOM;FEM;SG	N;MASC;SG
λεκάνη	wc	λεκάνη	wc	N;NOM;FEM;SG	N;MASC;SG
λεκάνη	toilette	λεκάνη	toilette	N;NOM;FEM;SG	N;FEM;SG
μόνοι	seuls	μόνος	seul	ADJ;NOM;MASC;PL	ADJ;MASC;PL
σημάδια	cicatrices	σημάδιο	cicatrice	N;NOM;NEUT;PL	N;FEM;PL
σημάδια	marks	σημάδιο	mark	N;NOM;NEUT;PL	N;MASC;PL
σημάδια	marques	σημάδιο	marque	N;NOM;NEUT;PL	N;FEM;PL
σημάδια	marquages	σημάδιο	marquage	N;NOM;NEUT;PL	N;MASC;PL
σημάδια	signes	σημάδιο	signe	N;NOM;NEUT;PL	N;MASC;PL
σημάδια	panneaux	σημάδιο	panneau	N;NOM;NEUT;PL	N;MASC;PL
μοναρχία	monarchie	μοναρχία	monarchie	N;NOM;FEM;SG	N;FEM;SG
ταμείο	fonds	ταμείο	fonds	N;NOM;NEUT;SG	N;MASC;SG
σκόνη	poussière	σκόνη	poussier	N;NOM;FEM;SG	N;FEM;SG
σκόνη	poudre	σκόνη	poudre	N;NOM;FEM;SG	N;FEM;SG
θεωρητική	théorique	θεωρητικός	théorique	ADJ;NOM;FEM;SG	ADJ;MASC;SG
αιτίες	causes	αιτία	cause	N;NOM;FEM;PL	N;FEM;PL
κιβώτιο	coffret	κιβώτιος	coffret	N;NOM;NEUT;SG	N;MASC;SG
κιβώτιο	boîte	κιβώτιος	boîte	N;NOM;NEUT;SG	N;FEM;SG
κιβώτιο	boite	κιβώτιος	boîte	N;NOM;NEUT;SG	N;FEM;SG
κιβώτιο	caisse	κιβώτιος	caisse	N;NOM;NEUT;SG	N;FEM;SG
πειρατές	pirates	πειρατής	pirate	N;NOM;MASC;PL	N;MASC;PL
εκπροσωπεί	représente	εκπροσωπώ	représenter	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
υποχρέωση	responsabilité	υποχρέωση	responsabilité	N;ACC;FEM;SG	N;FEM;SG
υποχρέωση	obligation	υποχρέωση	obligation	N;ACC;FEM;SG	N;FEM;SG
πλούτο	richesse	πλούτος	richesse	N;ACC;MASC;SG	N;FEM;SG
αντιπαράθεση	confrontation	αντιπαράθεση	confrontation	N;ACC;FEM;SG	N;FEM;SG
αντιπαράθεση	affrontement	αντιπαράθεση	affrontement	N;ACC;FEM;SG	N;MASC;SG
αντιπαράθεση	controverse	αντιπαράθεση	controverse	N;ACC;FEM;SG	N;FEM;SG
συστηματικά	systématiquement	συστηματικά	systématiquement	ADV	ADV
συστηματικά	systématiquement	συστηματικά	systématiquement	ADV	ADV
επικράτηση	prédominance	επικράτηση	prédominance	N;ACC;FEM;SG	N;FEM;SG
επικράτηση	prévalence	επικράτηση	prévalence	N;ACC;FEM;SG	N;FEM;SG
θυσία	sacrifice	θυσία	sacrifice	N;ACC;FEM;SG	N;MASC;SG
τοίχο	paroi	τοίχος	paroi	N;ACC;MASC;SG	N;FEM;SG
τοίχο	muraille	τοίχος	muraille	N;ACC;MASC;SG	N;FEM;SG
τοίχο	mur	τοίχος	mur	N;ACC;MASC;SG	N;MASC;SG
αιγυπτιακή	égyptienne	αιγυπτιακός	égyptien	ADJ;NOM;FEM;SG	ADJ;FEM;SG
αιγυπτιακή	égyptien	αιγυπτιακός	égyptien	ADJ;NOM;FEM;SG	ADJ;MASC;SG
κελσίου	celsius	κέλσιο	celsiu	N;NOM;MASC;SG	N;MASC;SG
πορτοκαλί	orange	πορτοκαλί	orange	N;NOM;NEUT;SG	N;FEM;SG
εργοστάσια	usines	εργοστάσιο	usine	N;NOM;NEUT;PL	N;FEM;PL
μονοπάτι	sentier	μονοπάτι	sentier	N;NOM;NEUT;SG	N;MASC;SG
μονοπάτι	chemin	μονοπάτι	chemin	N;NOM;NEUT;SG	N;MASC;SG
μονοπάτι	sillon	μονοπάτι	sillon	N;NOM;NEUT;SG	N;MASC;SG
μονοπάτι	sentier	μονοπάτι	sentier	N;NOM;NEUT;SG	N;MASC;SG
μονοπάτι	piste	μονοπάτι	piste	N;NOM;NEUT;SG	N;FEM;SG
μεταναστών	migrants	μεταναστής	migrant	N;GEN;MASC;PL	N;MASC;PL
αλληλεπίδραση	engagement	αλληλεπίδραση	engagement	N;ACC;FEM;SG	N;MASC;SG
αλληλεπίδραση	interaction	αλληλεπίδραση	interaction	N;ACC;FEM;SG	N;FEM;SG
συνιστά	recommande	συνιστώ	recommander	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
τεχνητή	artificiel	τεχνητός	artificiel	ADJ;NOM;FEM;SG	ADJ;MASC;SG
τεχνητή	artificielle	τεχνητός	artificiel	ADJ;NOM;FEM;SG	ADJ;FEM;SG
αλίκη	alice	αλίκη	alice	N;NOM;FEM;SG	N;FEM;SG
κατάλογοι	catalogues	κατάλογος	catalogue	N;NOM;MASC;PL	N;MASC;PL
κατάλογοι	annuaires	κατάλογος	annuaire	N;NOM;MASC;PL	N;MASC;PL
κατάλογοι	répertoires	κατάλογος	répertoire	N;NOM;MASC;PL	N;MASC;PL
κατάλογοι	catalogues	κατάλογος	catalogue	N;NOM;MASC;PL	N;MASC;PL
κατάλογοι	listes	κατάλογος	liste	N;NOM;MASC;PL	N;FEM;PL
τροποποίηση	amendement	τροποποίηση	amendement	N;ACC;FEM;SG	N;MASC;SG
τροποποίηση	modification	τροποποίηση	modification	N;ACC;FEM;SG	N;FEM;SG
τροποποίηση	modification	τροποποίηση	modification	N;ACC;FEM;SG	N;FEM;SG
σκούρο	noir	σκούρος	noir	N;NOM;NEUT;SG	N;MASC;SG
βασιλικός	royale	βασιλικός	royal	ADJ;NOM;MASC;SG	ADJ;FEM;SG
βασιλικός	royal	βασιλικός	royal	ADJ;NOM;MASC;SG	ADJ;MASC;SG
μερικώς	partiellement	μερικώς	partiellement	ADV	ADV
μερικώς	partiellement	μερικώς	partiellement	ADV	ADV
εισπράξεις	recettes	εισπράξη	recette	N;NOM;FEM;PL	N;FEM;PL
περιορισμούς	limitations	περιορισμός	limitation	N;ACC;MASC;PL	N;FEM;PL
περιορισμούς	restrictions	περιορισμός	restriction	N;ACC;MASC;PL	N;FEM;PL
περιορισμούς	limites	περιορισμός	limite	N;ACC;MASC;PL	N;FEM;PL
περιορισμούς	restrictions	περιορισμός	restriction	N;ACC;MASC;PL	N;FEM;PL
εκπρόσωποι	représentants	εκπρόσωπος	représentant	N;NOM;MASC;PL	N;MASC;PL
υποχρεωτική	obligatoire	υποχρεωτικός	obligatoire	ADJ;NOM;FEM;SG	ADJ;MASC;SG
υποχρεωτική	obligatoire	υποχρεωτικός	obligatoire	ADJ;NOM;FEM;SG	ADJ;MASC;SG
υποχρεωτική	obligatoire	υποχρεωτικός	obligatoire	ADJ;NOM;FEM;SG	ADJ;MASC;SG
ιερείς	prêtres	ιερώ	prêtre	N;NOM;MASC;PL	N;MASC;PL
μετακινήθηκε	déplacé	μετακινώ	déplacer	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP
μετακινήθηκε	ému	μετακινώ	émouvoir	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP
μετακινήθηκε	déménagé	μετακινώ	déménager	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP
μετακινήθηκε	déplacée	μετακινώ	déplacer	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;SG;PST;V.PTCP
εμπιστοσύνη	confidence	εμπιστοσύνη	confidence	N;ACC;FEM;SG	N;FEM;SG
εμπιστοσύνη	confiance	εμπιστοσύνη	confiance	N;ACC;FEM;SG	N;FEM;SG
εμπιστοσύνη	fiducie	εμπιστοσύνη	fiducie	N;ACC;FEM;SG	N;FEM;SG
εμπιστοσύνη	confiance	εμπιστοσύνη	confiance	N;ACC;FEM;SG	N;FEM;SG
αθηναϊκή	athénien	αθηναϊκός	athénien	ADJ;NOM;FEM;SG	ADJ;MASC;SG
αποσυρθεί	retirée	αποσύρω	retirer	V;PFV;NFIN;PASS	V;FEM;SG;PST;V.PTCP
αποσυρθεί	retirées	αποσύρω	retirer	V;PFV;NFIN;PASS	V;FEM;PL;PST;V.PTCP
αποσυρθεί	retiré	αποσύρω	retirer	V;PFV;NFIN;PASS	V;MASC;SG;PST;V.PTCP
ενσωμάτωση	incorporation	ενσωμάτωση	incorporation	N;ACC;FEM;SG	N;FEM;SG
ενσωμάτωση	intégration	ενσωμάτωση	intégration	N;ACC;FEM;SG	N;FEM;SG
μειώνει	abaisse	μειώνω	abaisser	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
μειώνει	diminue	μειώνω	diminuer	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
