על	om	על	om	ADP	ADP
נעה	flytning	נעה	flytning	N;FEM;SG	N;INDF;MASC+FEM;SG
שיקום	afvænning	שיקום	afvænning	N;MASC;SG	N;INDF;MASC+FEM;SG
שיקום	restaurering	שיקום	restaurering	N;MASC;SG	N;INDF;MASC+FEM;SG
שיקום	genopretning	שיקום	genopretning	N;MASC;SG	N;INDF;MASC+FEM;SG
שיקום	genskabelse	שיקום	genskabelse	N;MASC;SG	N;INDF;MASC+FEM;SG
שיקום	genoprettelse	שיקום	genoprettelse	N;MASC;SG	N;INDF;MASC+FEM;SG
שיקום	rehabilitering	שיקום	rehabilitering	N;MASC;SG	N;INDF;MASC+FEM;SG
שיקום	revalidering	שיקום	revalidering	N;MASC;SG	N;INDF;MASC+FEM;SG
שיקום	genoptræning	שיקום	genoptræning	N;MASC;SG	N;INDF;MASC+FEM;SG
שיקום	istandsættelse	שיקום	istandsættelse	N;MASC;SG	N;INDF;MASC+FEM;SG
שיקום	genopbygning	שיקום	genopbygning	N;MASC;SG	N;INDF;MASC+FEM;SG
שיקום	rekonstruktion	שיקום	rekonstruktion	N;MASC;SG	N;INDF;MASC+FEM;SG
טכנולוגיות	teknologier	טכנולוגיה	teknologi	N;FEM;PL	N;INDF;MASC+FEM;PL
חומצה	syre	חומצה	syr	N;FEM;SG	N;INDF;MASC+FEM;SG
הביתה	hjem	הביתה	hjem	ADV	ADV
הביתה	hjemme	הביתה	hjemme	ADV	ADV
הביתה	hjemad	הביתה	hjemad	ADV	ADV
מפורט	detaljeret	פורט	detaljeret	V;MASC;SG;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
סוכן	befuldmægtiget	סוכן	befuldmægtige	N;MASC;SG	N;DEF;NEUT;SG
סוכן	agent	סוכן	agent	N;MASC;SG	N;INDF;MASC+FEM;SG
הפרסים	persere	הפרס	persere	N;MASC;PL	N;INDF;MASC+FEM;PL
ביצעו	udførte	ביצע	udføre	V;PL;3;PST;ACT	V;IND;PST;FIN;ACT
חקיקה	lovgivningen	חקיקה	lovgivning	N;FEM;SG	N;DEF;MASC+FEM;SG
חקיקה	lovgivning	חקיקה	lovgivning	N;FEM;SG	N;INDF;MASC+FEM;SG
דלקת	inflammation	דלקת	inflammation	N;FEM;SG	N;INDF;MASC+FEM;SG
דלקת	betændelse	דלקת	betændelse	N;FEM;SG	N;INDF;MASC+FEM;SG
הרג	aflivning	הרג	aflivning	N;MASC;SG	N;INDF;MASC+FEM;SG
הרג	drab	הרג	drab	N;MASC;SG	N;INDF;NEUT;SG
אזרח	civilist	אזרח	civilist	N;MASC;SG	N;INDF;MASC+FEM;SG
אזרח	borgeren	אזרח	borger	N;MASC;SG	N;DEF;MASC+FEM;SG
אזרח	borger	אזרח	borger	N;MASC;SG	N;INDF;MASC+FEM;SG
נכתבה	skrevet	נכתב	skrive	V;FEM;SG;3;PST;MID	V;INDF;SG;PST;V.PTCP
מסמך	dokument	מסמך	dokument	N;MASC;SG	N;INDF;NEUT;SG
המוצר	vare	המוצר	vare	N;MASC;SG	N;INDF;MASC+FEM;SG
המוצר	produkt	המוצר	produkt	N;MASC;SG	N;INDF;NEUT;SG
המוצר	produktet	המוצר	produkt	N;MASC;SG	N;DEF;NEUT;SG
ארון	skab	ארון	skab	N;MASC;SG	N;INDF;NEUT;SG
ארון	klædeskab	ארון	klædeskab	N;MASC;SG	N;INDF;NEUT;SG
ארון	skab	ארון	skab	N;MASC;SG	N;INDF;NEUT;SG
ארון	kabinettet	ארון	kabinet	N;MASC;SG	N;DEF;NEUT;SG
ארון	kabinet	ארון	kabinet	N;MASC;SG	N;INDF;NEUT;SG
מילואים	reserverne	מילואים	reserve	N;MASC;PL	N;DEF;MASC+FEM;PL
ויכוח	argumentet	ויכוח	argument	N;MASC;SG	N;DEF;NEUT;SG
ויכוח	argumentation	ויכוח	argumentation	N;MASC;SG	N;INDF;MASC+FEM;SG
ויכוח	argument	ויכוח	argument	N;MASC;SG	N;INDF;NEUT;SG
ויכוח	debatten	ויכוח	debat	N;MASC;SG	N;DEF;MASC+FEM;SG
ויכוח	forhandling	ויכוח	forhandling	N;MASC;SG	N;INDF;MASC+FEM;SG
ויכוח	debat	ויכוח	debat	N;MASC;SG	N;INDF;MASC+FEM;SG
נפצעו	sårede	נפצע	såre	V;PL;3;PST;MID	V;PL;PST;V.PTCP
חמצן	ilt	חמצן	ilt	N;MASC;SG	N;INDF;MASC+FEM;SG
חמצן	oxygen	חמצן	oxygen	N;MASC;SG	N;DEF;MASC+FEM;SG
הפרדה	adskillelse	הפרדה	adskillelse	N;FEM;SG	N;INDF;MASC+FEM;SG
הפרדה	separation	הפרדה	separation	N;FEM;SG	N;INDF;MASC+FEM;SG
אנדרטת	monument	אנדרטת	monument	N;FEM;SG	N;INDF;NEUT;SG
ייצוג	repræsentation	ייצוג	repræsentation	N;MASC;SG	N;INDF;MASC+FEM;SG
ייצוג	repræsentationen	ייצוג	repræsentation	N;MASC;SG	N;DEF;MASC+FEM;SG
החזקה	besiddelse	החזקה	besiddelse	N;FEM;SG	N;INDF;MASC+FEM;SG
מחסור	knaphed	מחסור	knaphed	N;MASC;SG	N;INDF;MASC+FEM;SG
מחסור	knaphed	מחסור	knaphed	N;MASC;SG	N;INDF;MASC+FEM;SG
מחסור	mangel	מחסור	mangel	N;MASC;SG	N;INDF;MASC+FEM;SG
מישור	fly	מישור	fly	N;MASC;SG	N;INDF;NEUT;SG
סניף	gren	סניף	gren	N;MASC;SG	N;INDF;MASC+FEM;SG
סניף	filial	סניף	filial	N;MASC;SG	N;INDF;MASC+FEM;SG
סניף	grenen	סניף	gren	N;MASC;SG	N;DEF;MASC+FEM;SG
לחשב	beregn	חישב	beregn	V;NFIN;ACT	V;IMP
לחשב	beregn	חישב	beregn	V;NFIN;ACT	V;IMP
לחשב	beregner	חישב	beregne	V;NFIN;ACT	V;IND;PRS;FIN;ACT
לחשב	beregne	חישב	beregne	V;NFIN;ACT	V;NFIN;ACT
אותות	signalerne	אותות	signal	N;MASC;PL	N;DEF;NEUT;PL
אותות	signaler	אותות	signal	N;MASC;PL	N;INDF;NEUT;PL
ניצחו	vandt	ניצח	vinde	V;PL;3;PST;ACT	V;IND;PST;FIN;ACT
אנושי	menneskeligt	אנושי	menneskelig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
אנושי	menneskelig	אנושי	menneskelig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
גטו	ghettoen	גטו	ghettoen	N;MASC;SG	N;DEF;MASC+FEM;SG
גטו	ghetto	גטו	ghetto	N;MASC;SG	N;INDF;MASC+FEM;SG
יעילה	effektiv	יעיל	effektiv	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
יעילה	effektivt	יעיל	effektiv	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
יעילה	effektiv	יעיל	effektiv	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
יעילה	effektivt	יעיל	effektiv	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
הפרעה	forstyrrelse	הפרעה	forstyrrelse	N;FEM;SG	N;INDF;MASC+FEM;SG
הפרעה	uorden	הפרעה	uorden	N;FEM;SG	N;INDF;MASC+FEM;SG
הפרעה	lidelse	הפרעה	lidelse	N;FEM;SG	N;INDF;MASC+FEM;SG
הפרעה	forstyrrelse	הפרעה	forstyrrelse	N;FEM;SG	N;INDF;MASC+FEM;SG
אופניים	cykler	אופניים	cykle	N	N;INDF;MASC+FEM;PL
אופניים	cyklerne	אופניים	cykle	N	N;DEF;MASC+FEM;PL
אופניים	cykling	אופניים	cykling	N	N;INDF;MASC+FEM;SG
אופניים	cykler	אופניים	cykle	N	N;INDF;MASC+FEM;PL
אופניים	cykel	אופניים	cykel	N	N;INDF;MASC+FEM;SG
אופניים	cyklen	אופניים	cykle	N	N;DEF;MASC+FEM;SG
אופניים	cykler	אופניים	cykle	N	N;INDF;MASC+FEM;PL
אופניים	cykel	אופניים	cykel	N	N;INDF;MASC+FEM;SG
אופניים	cyklen	אופניים	cykle	N	N;DEF;MASC+FEM;SG
סכנה	fare	סכנה	fare	N;FEM;SG	N;INDF;MASC+FEM;SG
הלידה	fødsel	הלידה	fødsel	N;FEM;SG	N;INDF;MASC+FEM;SG
הלידה	fødslen	הלידה	fødsel	N;FEM;SG	N;DEF;MASC+FEM;SG
קלע	scorede	קלע	score	V;MASC;SG;3;PST;ACT	V;IND;PST;FIN;ACT
קלע	scoret	קלע	scor	V;MASC;SG;3;PST;ACT	V;INDF;SG;PST;V.PTCP
קלע	slynge	קלע	slynge	V;MASC;SG;3;PST;ACT	V;NFIN;ACT
מועמדת	ansøger	מועמד	ansøger	N;FEM;SG	N;INDF;MASC+FEM;SG
מועמדת	kandidat	מועמד	kandidat	N;FEM;SG	N;INDF;MASC+FEM;SG
מועמדת	kandidaten	מועמד	kandidat	N;FEM;SG	N;DEF;MASC+FEM;SG
הראה	viste	הראה	vise	V;MASC;SG;3;PST;ACT	V;IND;PST;FIN;ACT
זהים	identiske	זהה	identisk	ADJ;MASC;PL	ADJ;PL
פרמטרים	parametre	פרמטרי	parametre	N;MASC;PL	N;INDF;MASC+FEM;PL
מכוון	bevidst	מכוון	bevidst	ADJ;MASC;SG	ADJ;INDF;SG
מכוון	forsætlig	מכוון	forsætlig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
מכוון	forsætlig	מכוון	forsætlig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
מכוון	overlagt	מכוון	overlægge	ADJ;MASC;SG	ADJ;INDF;SG
דורות	generationers	דור	generation	N;MASC;PL	N;GEN;INDF;MASC+FEM;PL
דורות	generationerne	דור	generation	N;MASC;PL	N;DEF;MASC+FEM;PL
דורות	generationer	דור	generation	N;MASC;PL	N;INDF;MASC+FEM;PL
הגירה	emigration	הגירה	emigration	N;FEM;SG	N;INDF;MASC+FEM;SG
הגירה	udvandring	הגירה	udvandring	N;FEM;SG	N;INDF;MASC+FEM;SG
הגירה	udvandringen	הגירה	udvandring	N;FEM;SG	N;DEF;MASC+FEM;SG
הגירה	indvandringen	הגירה	indvandring	N;FEM;SG	N;DEF;MASC+FEM;SG
הגירה	immigration	הגירה	immigration	N;FEM;SG	N;INDF;MASC+FEM;SG
הגירה	indvandring	הגירה	indvandring	N;FEM;SG	N;INDF;MASC+FEM;SG
הגירה	udvandring	הגירה	udvandring	N;FEM;SG	N;INDF;MASC+FEM;SG
הגירה	indvandring	הגירה	indvandring	N;FEM;SG	N;INDF;MASC+FEM;SG
מיועד	udpeget	יועד	udpege	V;MASC;SG;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
מיועד	tiltænkt	יועד	tiltænkt	V;MASC;SG;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
מיועד	påtænkte	יועד	påtænke	V;MASC;SG;V.PTCP;PASS	V;DEF;SG;PST;V.PTCP
מיועד	påtænkt	יועד	påtænke	V;MASC;SG;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
תערוכות	udstillinger	תערוכת	udstilling	N;FEM;PL	N;INDF;MASC+FEM;PL
קירות	vægge	קיר	vægge	N;MASC;PL	N;INDF;MASC+FEM;PL
קירות	væggene	קיר	væg	N;MASC;PL	N;DEF;MASC+FEM;PL
קירות	mure	קיר	mur	N;MASC;PL	N;INDF;MASC+FEM;PL
המושבות	kolonier	המושבות	kolonie	N;FEM;PL	N;INDF;MASC+FEM;PL
תכנן	planlagt	תכנן	planlægge	V;MASC;SG;3;PST;ACT	V;INDF;SG;PST;V.PTCP
תכנן	påtænkt	תכנן	påtænke	V;MASC;SG;3;PST;ACT	V;INDF;SG;PST;V.PTCP
בינוני	mellemstor	בינוני	mellemstor	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
הרס	nedrivning	הרס	nedrivning	N;MASC;SG	N;INDF;MASC+FEM;SG
הרס	ødelæggelse	הרס	ødelæggelse	N;MASC;SG	N;INDF;MASC+FEM;SG
הרס	tilintetgørelse	הרס	tilintetgørelse	N;MASC;SG	N;INDF;MASC+FEM;SG
הרס	destruktion	הרס	destruktion	N;MASC;SG	N;INDF;MASC+FEM;SG
ביצים	æg	ביצה	æg	N;FEM;PL	N;INDF;NEUT;PL
ביצים	kugler	ביצה	kugle	N;FEM;PL	N;INDF;MASC+FEM;PL
ביצים	bolde	ביצה	bold	N;FEM;PL	N;INDF;MASC+FEM;PL
ביצים	nosser	ביצה	nosse	N;FEM;PL	N;INDF;MASC+FEM;PL
ביצים	boller	ביצה	bolle	N;FEM;PL	N;INDF;MASC+FEM;PL
העברה	transfer	העברה	transf	N;FEM;SG	N;INDF;MASC+FEM;SG
העברה	overdragelse	העברה	overdragelse	N;FEM;SG	N;INDF;MASC+FEM;SG
העברה	overførsel	העברה	overførsel	N;FEM;SG	N;INDF;MASC+FEM;SG
העברה	forflyttelse	העברה	forflyttelse	N;FEM;SG	N;INDF;MASC+FEM;SG
אקלים	klimaet	אקלים	klima	N;MASC;SG	N;DEF;NEUT;SG
אקלים	klima	אקלים	klima	N;MASC;SG	N;INDF;NEUT;SG
מסתיים	slutter	הסתיים	slutte	V;MASC;SG;V.PTCP	V;IND;PRS;FIN;ACT
מסתיים	ender	הסתיים	ende	V;MASC;SG;V.PTCP	V;IND;PRS;FIN;ACT
מסתיים	slutter	הסתיים	slutte	V;MASC;SG;V.PTCP	V;IND;PRS;FIN;ACT
פילוסופים	filosoffer	פילוסוף	filosof	N	N;INDF;MASC+FEM;PL
התייחס	henvise	התייחס	henvise	V;MASC;SG;3;PST	V;NFIN;ACT
התייחס	henvis	התייחס	henvis	V;MASC;SG;3;PST	V;IMP
התייחס	henviste	התייחס	henvise	V;MASC;SG;3;PST	V;IND;PST;FIN;ACT
התייחס	henvist	התייחס	henvise	V;MASC;SG;3;PST	V;INDF;SG;PST;V.PTCP
בימוי	iscenesættelse	בימוי	iscenesættelse	N;MASC;SG	N;INDF;MASC+FEM;SG
פיגוע	angrebet	פיגוע	angreb	N;MASC;SG	N;DEF;NEUT;SG
פיגוע	angriber	פיגוע	angriber	N;MASC;SG	N;INDF;MASC+FEM;SG
פיגוע	angreb	פיגוע	angreb	N;MASC;SG	N;INDF;NEUT;SG
פיגוע	bombe	פיגוע	bombe	N;MASC;SG	N;INDF;MASC+FEM;SG
פיגוע	bombning	פיגוע	bombning	N;MASC;SG	N;INDF;MASC+FEM;SG
פיגוע	bombeangreb	פיגוע	bombeangreb	N;MASC;SG	N;INDF;NEUT;SG
פיגוע	bombningen	פיגוע	bombning	N;MASC;SG	N;DEF;MASC+FEM;SG
צינור	pibe	צינור	pibe	N;MASC;SG	N;INDF;MASC+FEM;SG
התפתחו	udviklede	התפתח	udvikle	V;PL;3;PST	V;PL;PST;V.PTCP
שחזור	restaurering	שחזור	restaurering	N;MASC;SG	N;INDF;MASC+FEM;SG
שחזור	genopretning	שחזור	genopretning	N;MASC;SG	N;INDF;MASC+FEM;SG
שחזור	genskabelse	שחזור	genskabelse	N;MASC;SG	N;INDF;MASC+FEM;SG
שחזור	genoprettelse	שחזור	genoprettelse	N;MASC;SG	N;INDF;MASC+FEM;SG
שחזור	genopbygning	שחזור	genopbygning	N;MASC;SG	N;INDF;MASC+FEM;SG
שחזור	rekonstruktion	שחזור	rekonstruktion	N;MASC;SG	N;INDF;MASC+FEM;SG
מאמצים	bestræbelser	מאמץ	bestræbelse	N;MASC;PL	N;INDF;MASC+FEM;PL
מאמצים	indsatser	מאמץ	indsats	N;MASC;PL	N;INDF;MASC+FEM;PL
שליחות	ærinde	שליחות	ærinde	N;FEM;SG	N;INDF;NEUT;SG
ההודעה	meddelelse	ההודעה	meddelelse	N;FEM;SG	N;INDF;MASC+FEM;SG
ההודעה	budskab	ההודעה	budskab	N;FEM;SG	N;INDF;NEUT;SG
ההודעה	besked	ההודעה	besked	N;FEM;SG	N;INDF;MASC+FEM;SG
הרצאות	forelæsninger	הרצאה	forelæsning	N;FEM;PL	N;INDF;MASC+FEM;PL
שימושים	anvendelser	שימושים	anvendelse	N;MASC;PL	N;INDF;MASC+FEM;PL
תקן	fix	תקן	fix	N;MASC;SG	N;INDF;NEUT;SG
תקן	standarden	תקן	standard	N;MASC;SG	N;DEF;MASC+FEM;SG
תקן	norm	תקן	norm	N;MASC;SG	N;INDF;MASC+FEM;SG
תקן	standard	תקן	standard	N;MASC;SG	N;INDF;MASC+FEM;SG
גירוש	udvisning	גירוש	udvisning	N;MASC;SG	N;INDF;MASC+FEM;SG
גירוש	udvisning	גירוש	udvisning	N;MASC;SG	N;INDF;MASC+FEM;SG
זיהום	forurening	זיהום	forurening	N;FEM;SG	N;INDF;MASC+FEM;SG
זיהום	infektion	זיהום	infektion	N;FEM;SG	N;INDF;MASC+FEM;SG
זיהום	forurening	זיהום	forurening	N;FEM;SG	N;INDF;MASC+FEM;SG
זיהום	forureningen	זיהום	forurening	N;FEM;SG	N;DEF;MASC+FEM;SG
זיהום	forureningsbekæmpelse	זיהום	forureningsbekæmpelse	N;FEM;SG	N;INDF;MASC+FEM;SG
במפורש	udtrykkeligt	במפורש	udtrykkeligt	ADV	ADV
במפורש	specifikt	במפורש	specifikt	ADV	ADV
חקלאי	landbrugs	חקלאי	landbrugs	N;MASC;SG	N;INDF;NEUT;SG
חקלאי	landbruger	חקלאי	landbruger	N;MASC;SG	N;INDF;MASC+FEM;SG
חקלאי	bonde	חקלאי	bond	N;MASC;SG	N;INDF;MASC+FEM;SG
חקלאי	landmand	חקלאי	landmand	N;MASC;SG	N;INDF;MASC+FEM;SG
חקלאי	farmer	חקלאי	farm	N;MASC;SG	N;INDF;MASC+FEM;SG
כנפיים	vingerne	כנפי	vinge	N	N;DEF;MASC+FEM;PL
כנפיים	vinger	כנפי	vinge	N	N;INDF;MASC+FEM;PL
תחתון	lavere	תחתון	lav	ADJ;MASC;SG	ADJ;CMPR
תחתון	nedre	תחתון	nedre	ADJ;MASC;SG	ADJ
תחתון	nederste	תחתון	ned	ADJ;MASC;SG	ADJ;DEF;RL
הולכת	går	הלך	gå	V;FEM;SG;V.PTCP;ACT	V;IND;PRS;FIN;ACT
מסעות	ture	מסעות	tur	N;MASC;PL	N;INDF;MASC+FEM;PL
מסעות	rejser	מסעות	rejse	N;MASC;PL	N;INDF;MASC+FEM;PL
כפייה	tvang	כפייה	tvinge	N;FEM;SG	N;INDF;MASC+FEM;SG
כפייה	tvang	כפייה	tvinge	N;FEM;SG	N;INDF;MASC+FEM;SG
כפייה	tvang	כפייה	tvinge	N;FEM;SG	N;INDF;MASC+FEM;SG
כפייה	fortryllelse	כפייה	fortryllelse	N;FEM;SG	N;INDF;MASC+FEM;SG
האלפים	alperne	האלף	alperne	N;MASC;PL	N;DEF;MASC+FEM;PL
פלטינה	platin	פלטינה	platin	N;FEM;SG	N;INDF;NEUT;SG
חבורה	gruppe	חבורה	gruppe	N;FEM;SG	N;INDF;MASC+FEM;SG
חבורה	group	חבורה	group	N;FEM;SG	N;INDF;MASC+FEM;SG
חבורה	gruppen	חבורה	gruppe	N;FEM;SG	N;DEF;MASC+FEM;SG
חבורה	flok	חבורה	flok	N;FEM;SG	N;INDF;MASC+FEM;SG
עיסוק	besættelse	עיסוק	besættelse	N;MASC;SG	N;INDF;MASC+FEM;SG
עיסוק	erhverv	עיסוק	erhverv	N;MASC;SG	N;INDF;NEUT;SG
עיסוק	indflytning	עיסוק	indflytning	N;MASC;SG	N;INDF;MASC+FEM;SG
פגע	hit	פגע	hit	N;MASC;SG	N;INDF;NEUT;SG
הסביר	forklarede	הסביר	forklare	V;MASC;SG;3;PST;ACT	V;IND;PST;FIN;ACT
הסביר	forklaret	הסביר	forklare	V;MASC;SG;3;PST;ACT	V;INDF;SG;PST;V.PTCP
מופיעות	fremstår	הופיע	fremstår	V;FEM;PL;V.PTCP;ACT	V;IND;PRS;FIN;ACT
הוכרזה	erklæret	הוכרז	erklære	V;FEM;SG;3;PST;PASS	V;INDF;SG;PST;V.PTCP
הוכרזה	meddelt	הוכרז	meddele	V;FEM;SG;3;PST;PASS	V;INDF;SG;PST;V.PTCP
הוכרזה	annonceret	הוכרז	annoncere	V;FEM;SG;3;PST;PASS	V;INDF;SG;PST;V.PTCP
הוכרזה	bekendtgjort	הוכרז	bekendtgøre	V;FEM;SG;3;PST;PASS	V;INDF;SG;PST;V.PTCP
הוכרזה	bebudet	הוכרז	bebude	V;FEM;SG;3;PST;PASS	V;INDF;SG;PST;V.PTCP
נפץ	sprængstof	נפץ	sprængstof	N;MASC;SG	N;INDF;NEUT;SG
נפץ	detonator	נפץ	detonator	N;MASC;SG	N;INDF;MASC+FEM;SG
להכיל	indeholder	הכיל	indeholde	V;NFIN;ACT	V;IND;PRS;FIN;ACT
להכיל	indeholde	הכיל	indeholde	V;NFIN;ACT	V;NFIN;ACT
מולקולות	molekyler	מולקולה	molekyle	N;FEM;PL	N;INDF;MASC+FEM;PL
העתיד	fremover	העתיד	fremover	ADV	ADV
לגיון	legion	None	legion	N;MASC;SG	N;INDF;MASC+FEM;SG
ייעוץ	høring	ייעוץ	høring	N;MASC;SG	N;INDF;MASC+FEM;SG
ייעוץ	konsultation	ייעוץ	konsultation	N;MASC;SG	N;INDF;MASC+FEM;SG
ייעוץ	samråd	ייעוץ	samråd	N;MASC;SG	N;INDF;NEUT;SG
חלבונים	proteiner	חלבון	protein	N;MASC;PL	N;INDF;NEUT;PL
תקנות	forordninger	תקנה	forordning	N;FEM;PL	N;INDF;MASC+FEM;PL
תקנות	regulativer	תקנה	regulativ	N;FEM;PL	N;INDF;NEUT;PL
חפצים	genstande	חפץ	genstand	N;MASC;PL	N;INDF;MASC+FEM;PL
חפצים	objekter	חפץ	objekt	N;MASC;PL	N;INDF;NEUT;PL
יבשת	verdensdel	יבשת	verdensdel	N;FEM;SG	N;INDF;MASC+FEM;SG
יבשת	kontinentet	יבשת	kontinent	N;FEM;SG	N;DEF;NEUT;SG
יבשת	kontinent	יבשת	kontinent	N;FEM;SG	N;INDF;NEUT;SG
אובדן	tab	אובדן	tab	N;MASC;SG	N;INDF;NEUT;SG
השוואה	sammenligning	השוואה	sammenligning	N;FEM;SG	N;INDF;MASC+FEM;SG
קיצור	genvej	קיצור	genvej	N;MASC;SG	N;INDF;MASC+FEM;SG
לאסוף	indsamler	אסף	indsamle	V;NFIN;ACT	V;IND;PRS;FIN;ACT
לאסוף	indsamle	אסף	indsamle	V;NFIN;ACT	V;NFIN;ACT
לאסוף	samle	אסף	samle	V;NFIN;ACT	V;NFIN;ACT
לאסוף	saml	אסף	saml	V;NFIN;ACT	V;IMP
יורש	arving	הורש	arving	N;MASC;SG	N;INDF;MASC+FEM;SG
יורש	efterfølger	הורש	efterfølge	N;MASC;SG	N;INDF;MASC+FEM;SG
יורש	efterfølgeren	הורש	efterfølger	N;MASC;SG	N;DEF;MASC+FEM;SG
הרחובות	gader	הרחובה	gade	N;FEM;PL	N;INDF;MASC+FEM;PL
הרחובות	gaderne	הרחובה	gade	N;FEM;PL	N;DEF;MASC+FEM;PL
דיוקן	portræt	דיוקן	portræt	N;MASC;SG	N;INDF;NEUT;SG
מוצר	vare	מוצר	vare	N;MASC;SG	N;INDF;MASC+FEM;SG
מוצר	produkt	מוצר	produkt	N;MASC;SG	N;INDF;NEUT;SG
מוצר	produktet	מוצר	produkt	N;MASC;SG	N;DEF;NEUT;SG
שרים	ministrene	שר	minister	N;MASC;PL	N;DEF;MASC+FEM;PL
שרים	ministre	שר	minister	N;MASC;PL	N;INDF;MASC+FEM;PL
הודעות	breve	הודעה	brev	N;FEM;PL	N;INDF;NEUT;PL
הודעות	beskeder	הודעה	besked	N;FEM;PL	N;INDF;MASC+FEM;PL
הודעות	meddelelser	הודעה	meddelelse	N;FEM;PL	N;INDF;MASC+FEM;PL
מתארת	beskriver	התארת	beskrive	V;FEM;SG;V.PTCP;ACT	V;IND;PRS;FIN;ACT
הקדושים	helgener	הקדוש	helgene	N	N;INDF;MASC+FEM;PL
סוסים	heste	סוסי	hest	N;MASC;PL	N;INDF;MASC+FEM;PL
יצורים	væsner	יצור	væsne	N;MASC;PL	N;INDF;MASC+FEM;PL
יצורים	væsener	יצור	væsen	N;MASC;PL	N;INDF;MASC+FEM;PL
יצורים	skabninger	יצור	skabning	N;MASC;PL	N;INDF;MASC+FEM;PL
הסוציאליסטית	socialistisk	הסוציאליסטי	socialistisk	ADV	ADV
להתאים	tilpasse	התאים	tilpasse	V;NFIN;ACT	V;NFIN;ACT
להתאים	justere	התאים	justere	V;NFIN;ACT	V;NFIN;ACT
חוברת	brochure	חוברת	brochure	N;FEM;SG	N;INDF;MASC+FEM;SG
חוברת	brochuren	חוברת	brochur	N;FEM;SG	N;DEF;MASC+FEM;SG
חוברת	pjece	חוברת	pjece	N;FEM;SG	N;INDF;MASC+FEM;SG
לשמר	bevare	שימר	bevare	V;NFIN;ACT	V;NFIN;ACT
לשמר	bevar	שימר	bevare	V;NFIN;ACT	V;IMP
כרם	vingård	כרם	vingård	N;MASC;SG	N;INDF;MASC+FEM;SG
אוניברסיטאות	universiteter	אוניברסיטה	universitet	N;FEM;PL	N;INDF;MASC+FEM;PL
אוניברסיטאות	universiteterne	אוניברסיטה	universitet	N;FEM;PL	N;DEF;MASC+FEM;PL
תערוכה	udstillingen	תערוכה	udstilling	N;FEM;SG	N;DEF;MASC+FEM;SG
תערוכה	fremvisning	תערוכה	fremvisning	N;FEM;SG	N;INDF;MASC+FEM;SG
תערוכה	udstilling	תערוכה	udstilling	N;FEM;SG	N;INDF;MASC+FEM;SG
תערוכה	opvisning	תערוכה	opvisning	N;FEM;SG	N;INDF;MASC+FEM;SG
הוזמן	indbudt	הוזמן	indbudt	V;MASC;SG;3;PST;PASS	V;INDF;SG;PST;V.PTCP
הוזמן	inviteret	הוזמן	invitere	V;MASC;SG;3;PST;PASS	V;INDF;SG;PST;V.PTCP
נורה	skudt	נורה	skyde	V;MASC;SG;3;PST;MID	V;INDF;SG;PST;V.PTCP
צעדים	fodspor	צעד	fodspor	N;MASC;PL	N;INDF;NEUT;PL
עבדים	slaverne	עבד	slaver	N;MASC;PL	N;DEF;MASC+FEM;PL
עבדים	slaver	עבד	slave	N;MASC;PL	N;INDF;MASC+FEM;PL
כנסיות	kirker	כנסיה	kirke	N;FEM;PL	N;INDF;MASC+FEM;PL
כנסיות	kirkerne	כנסיה	kirker	N;FEM;PL	N;DEF;MASC+FEM;PL
פופולרית	populært	פופולרית	populær	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
פופולרית	populær	פופולרית	populær	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
מצטרף	tiltræder	הצטרף	tiltræde	V;MASC;SG;V.PTCP	V;IND;PRS;FIN;ACT
לייצג	repræsenterer	ייצג	repræsentere	V;NFIN;ACT	V;IND;PRS;FIN;ACT
לייצג	repræsentere	ייצג	repræsentere	V;NFIN;ACT	V;NFIN;ACT
נוכחות	fremmøde	נוכחות	fremmøde	N;FEM;SG	N;INDF;NEUT;SG
נוכחות	tilstedeværelse	נוכחות	tilstedeværelse	N;FEM;SG	N;INDF;MASC+FEM;SG
נוכחות	deltagelse	נוכחות	deltagelse	N;FEM;SG	N;INDF;MASC+FEM;SG
נוכחות	forekomst	נוכחות	forekomst	N;FEM;SG	N;INDF;MASC+FEM;SG
נוכחות	nærvær	נוכחות	nærvær	N;FEM;SG	N;INDF;MASC+FEM;SG
נוכחות	tilstedeværelse	נוכחות	tilstedeværelse	N;FEM;SG	N;INDF;MASC+FEM;SG
נוכחות	nærværelse	נוכחות	nærværelse	N;FEM;SG	N;INDF;MASC+FEM;SG
חזקים	stærke	חזק	stærk	ADJ;MASC;PL	ADJ;PL
