contraste	contraste	contraste	contraste	N;MASC;SG	N;MASC;SG
embarcações	vasos	embarcação	vaso	N;FEM;PL	N;MASC;PL
embarcações	recipientes	embarcação	recipiente	N;FEM;PL	N;PL
embarcações	embarcaciones	embarcação	embarcación	N;FEM;PL	N;FEM;PL
pouso	desembarco	pouso	desembarco	N;MASC;SG	N;MASC;SG
pouso	desembarque	pouso	desembarque	N;MASC;SG	N;MASC;SG
pouso	aterrizaje	pouso	aterrizaje	N;MASC;SG	N;MASC;SG
issn	issn	issn	issn	N;MASC;SG	N
confrontos	enfrentamientos	confronto	enfrentamiento	N;MASC;PL	N;MASC;PL
confrontos	choques	confronto	choque	N;MASC;PL	N;MASC;PL
confrontos	enfrentamientos	confronto	enfrentamiento	N;MASC;PL	N;MASC;PL
confrontos	confrontaciones	confronto	confrontación	N;MASC;PL	N;FEM;PL
criaturas	criaturas	criatura	criatura	N;FEM;PL	N;FEM;PL
euro	eurocopa	euro	eurocopa	N;MASC;SG	N;FEM;SG
euro	euro	euro	euro	N;MASC;SG	N;MASC;SG
colapso	colapso	colapso	colapso	N;MASC;SG	N;MASC;SG
colapso	desplome	colapso	desplome	N;MASC;SG	N;MASC;SG
colapso	derrumbe	colapso	derrumbe	N;MASC;SG	N;MASC;SG
parágrafo	párrafo	parágrafo	párrafo	N;MASC;SG	N;MASC;SG
marx	marx	marx	marx	N;MASC;SG	N;MASC;SG
matheus	matheus	matheu	matheus	N;MASC;SG	N;SG
pátria	patria	pátria	patria	N;FEM;SG	N;FEM;SG
pátria	patria	pátria	patria	N;FEM;SG	N;FEM;SG
pátria	patria	pátria	patria	N;FEM;SG	N;FEM;SG
tigre	tiger	tigre	tiger	N;MASC;SG	N;SG
tigre	tigre	tigre	tigre	N;MASC;SG	N;MASC;SG
tigre	tigre	tigre	tigre	N;MASC;SG	N;MASC;SG
pescoço	cuello	pescoço	cuello	N;MASC;SG	N;MASC;SG
competir	compite	competir	competir	V;NFIN	V;IND;SG;3;PRS;FIN
competir	compiten	competir	competir	V;NFIN	V;IND;PL;3;PRS;FIN
competir	competir	competir	competir	V;NFIN	V;NFIN
competir	compitiendo	competir	competir	V;NFIN	V;V.MSDR
competir	competir	competir	competir	V;NFIN	V;NFIN
operar	operar	operar	operar	V;NFIN	V;NFIN
operar	operando	operar	operar	V;NFIN	V;V.MSDR
operar	operar	operar	operar	V;NFIN	V;NFIN
semestre	semestre	semestre	semestre	N;MASC;SG	N;MASC;SG
ring	anillo	ring	anillo	N;MASC;SG	N;MASC;SG
ring	ring	ring	ring	N;MASC;SG	N;MASC;SG
temática	temática	temático	temática	N;FEM;SG	N;FEM;SG
temática	temática	temático	temática	N;FEM;SG	N;FEM;SG
temática	tema	temático	tema	N;FEM;SG	N;MASC;SG
oficina	taller	oficina	taller	N;FEM;SG	N;MASC;SG
oficina	workshop	oficina	workshop	N;FEM;SG	N
estêvão	stephen	estêvão	stephar	N;MASC;SG	N;MASC;SG
estêvão	stefan	estêvão	stefar	N;MASC;SG	N;MASC;SG
dinamarquês	danés	dinamarquês	danés	N;MASC;SG	N;MASC;SG
dinamarquês	dinamarca	dinamarquês	dinamarco	N;MASC;SG	N;FEM;SG
invenção	invento	invenção	invento	N;FEM;SG	N;MASC;SG
invenção	invención	invenção	invención	N;FEM;SG	N;FEM;SG
invenção	inventiva	invenção	inventiva	N;FEM;SG	N;FEM;SG
invenção	invento	invenção	invento	N;FEM;SG	N;MASC;SG
hidrogênio	hidrógeno	hidrogênio	hidrógeno	N;MASC;SG	N;MASC;SG
perdida	perdió	perder	perder	V;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
almas	almas	alma	alma	N;FEM;PL	N;FEM;PL
timor	timor	timor	timor	N;MASC;SG	N;FEM;SG
hebraico	hebreo	hebraico	hebreo	N;MASC;SG	N;MASC;SG
jurisdição	jurisdicción	jurisdição	jurisdicción	N;FEM;SG	N;FEM;SG
jurisdição	competencia	jurisdição	competencia	N;FEM;SG	N;FEM;SG
adolfo	adolfo	adolfo	adolfo	N;MASC;SG	N;MASC;SG
adolfo	adolfo	adolfo	adolfo	N;MASC;SG	N;MASC;SG
adolfo	adolf	adolfo	adolf	N;MASC;SG	N;MASC;SG
bactérias	bacterias	bactéria	bacteria	N;FEM;PL	N;FEM;PL
progressivo	progresivo	progressivo	progresivo	ADJ;MASC;SG	ADJ;MASC;SG
progressivo	progresiva	progressivo	progresivo	ADJ;MASC;SG	ADJ;FEM;SG
colaborou	colaboró	colaborar	colaborar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
colaborou	cooperó	colaborar	cooperar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
requer	requiere	requerer	requerir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
alfa	alpha	alfar	alphar	N;MASC;SG	N;FEM;SG
alfa	alfa	alfar	alfa	N;MASC;SG	N;FEM;SG
alfa	alfa	alfar	alfa	N;MASC;SG	N;FEM;SG
verso	verso	verso	verso	N;MASC;SG	N;MASC;SG
verso	estrofa	verso	estrofar	N;MASC;SG	N;FEM;SG
verso	versículo	verso	versículo	N;MASC;SG	N;MASC;SG
harrison	harrison	harrison	harrison	N;MASC;SG	N;MASC;SG
ligeiramente	levemente	ligeiramente	levemente	ADV	ADV
ligeiramente	ligeramente	ligeiramente	ligeramente	ADV	ADV
futuros	futuros	futuro	futuro	ADJ;MASC;PL	ADJ;MASC;PL
impróprio	impropio	impróprio	impropio	ADJ;MASC;SG	ADJ;MASC;SG
impróprio	impropia	impróprio	impropia	ADJ;MASC;SG	ADJ;FEM;SG
impróprio	inadecuada	impróprio	inadecuado	ADJ;MASC;SG	ADJ;FEM;SG
impróprio	inadecuado	impróprio	inadecuado	ADJ;MASC;SG	ADJ;MASC;SG
impróprio	inapropiado	impróprio	inapropiado	ADJ;MASC;SG	ADJ;MASC;SG;V.PTCP
impróprio	inapropiada	impróprio	inapropiado	ADJ;MASC;SG	ADJ;FEM;SG;V.PTCP
impróprio	inadecuada	impróprio	inadecuado	ADJ;MASC;SG	ADJ;FEM;SG
impróprio	inadecuado	impróprio	inadecuado	ADJ;MASC;SG	ADJ;MASC;SG
impróprio	inapropiado	impróprio	inapropiado	ADJ;MASC;SG	ADJ;MASC;SG;V.PTCP
inferiores	inferiores	inferior	inferior	ADJ;MASC;PL	ADJ;PL
fiéis	creyentes	fiel	creyente	N;MASC;PL	N;PL
fiéis	fieles	fiel	fiel	N;MASC;PL	N;PL
potências	powers	potências	power	N;FEM;PL	N
potências	poderes	potências	poder	N;FEM;PL	N;MASC;PL
potências	atribuciones	potências	atribución	N;FEM;PL	N;FEM;PL
potências	potencias	potências	potencia	N;FEM;PL	N;FEM;PL
toque	touch	toque	touch	N;MASC;SG	N
toque	tacto	toque	tacto	N;MASC;SG	N;MASC;SG
toque	toque	toque	toque	N;MASC;SG	N;SG
toque	grifo	toque	grifo	N;MASC;SG	N;MASC;SG
encontros	reuniones	encontro	reunión	N;MASC;PL	N;FEM;PL
encontros	encuentros	encontro	encuentro	N;MASC;PL	N;MASC;PL
encontros	citas	encontro	cita	N;MASC;PL	N;FEM;PL
encontros	encuentros	encontro	encuentro	N;MASC;PL	N;MASC;PL
votado	votó	votar	votar	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
viajar	viajar	viajar	viajar	V;NFIN	V;NFIN
viajar	viajando	viajar	viajar	V;NFIN	V;V.MSDR
viajar	viajar	viajar	viajar	V;NFIN	V;NFIN
viajar	viajando	viajar	viajar	V;NFIN	V;V.MSDR
viajar	viajar	viajar	viajar	V;NFIN	V;NFIN
turner	turner	turner	turner	N;MASC;SG	N;SG
cds	cd	cd	cd	N;MASC;SG	N;MASC;SG
incorporada	incorporó	incorporar	incorporar	V;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
primárias	primarias	primária	primaria	N;FEM;PL	N;FEM;PL
primárias	primarias	primária	primaria	N;FEM;PL	N;FEM;PL
bombeiros	bomberos	bombeiro	bombero	N;MASC;PL	N;MASC;PL
meninos	boys	menino	boy	N;MASC;PL	N
meninos	muchachos	menino	muchacho	N;MASC;PL	N;MASC;PL
meninos	chicos	menino	chico	N;MASC;PL	N;MASC;PL
observado	observó	observar	observar	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
pertencem	pertenecer	pertencer	pertenecer	V;IND;PL;3;PRS;FIN	V;NFIN
pertencem	pertenecen	pertencer	pertenecer	V;IND;PL;3;PRS;FIN	V;IND;PL;3;PRS;FIN
pecuária	ganadero	pecuário	ganadero	N;FEM;SG	N;MASC;SG
pecuária	ganadería	pecuário	ganadería	N;FEM;SG	N;FEM;SG
maneiras	formas	maneira	forma	N;FEM;PL	N;FEM;PL
maneiras	maneras	maneira	manera	N;FEM;PL	N;FEM;PL
maneiras	caminos	maneira	camino	N;FEM;PL	N;MASC;PL
maneiras	modos	maneira	modos	N;FEM;PL	N;MASC;PL
maneiras	modales	maneira	modales	N;FEM;PL	N;MASC;PL
absoluto	absoluta	absoluto	absoluto	ADJ;MASC;SG	ADJ;FEM;SG
absoluto	absoluto	absoluto	absoluto	ADJ;MASC;SG	ADJ;MASC;SG
supercopa	supercopa	supercopa	supercopa	N;FEM;SG	N;FEM;SG
money	dinero	money	dinero	N;MASC;SG	N;MASC;SG
money	money	money	money	N;MASC;SG	N
crenças	creencias	crença	creencia	N;FEM;PL	N;FEM;PL
crenças	creencias	crença	creencia	N;FEM;PL	N;FEM;PL
viseu	viseu	viseu	viseu	N;MASC;SG	N;MASC;SG
moreno	moreno	moreno	moreno	N;MASC;SG	N;MASC;SG
compreender	entienda	compreender	entender	V;NFIN	V;IMP;SG;3;FIN
compreender	comprenda	compreender	comprender	V;NFIN	V;IMP;SG;3;FIN
compreender	comprender	compreender	comprender	V;NFIN	V;NFIN
compreender	entiende	compreender	entender	V;NFIN	V;IND;SG;3;PRS;FIN
compreender	entender	compreender	entender	V;NFIN	V;NFIN
compreender	entendiendo	compreender	entender	V;NFIN	V;V.MSDR
compreender	comprender	compreender	comprender	V;NFIN	V;NFIN
compreender	comprendiendo	compreender	comprender	V;NFIN	V;V.MSDR
lobos	lobos	lobo	lobo	N;MASC;PL	N;MASC;PL
lobos	lobos	lobo	lobo	N;MASC;PL	N;MASC;PL
denis	dionisio	denis	dionisio	N;MASC;SG	N;MASC;SG
patinação	patinaje	patinação	patinaje	N;FEM;SG	N;MASC;SG
monstros	monstruos	monstro	monstruo	N;MASC;PL	N;MASC;PL
sobrevivência	supervivencia	sobrevivência	supervivencia	N;FEM;SG	N;FEM;SG
sobrevivência	sobrevivencia	sobrevivência	sobrevivencia	N;FEM;SG	N;FEM;SG
acidentes	accidentes	acidente	accidente	N;MASC;PL	N;MASC;PL
silvio	silvio	silvio	silvio	N;MASC;SG	N;MASC;SG
parentes	parientes	parente	pariente	N;MASC;PL	N;PL
parentes	familiares	parente	familiar	N;MASC;PL	N;MASC;PL
julia	julia	julia	julia	N;FEM;SG	N;FEM;SG
verificabilidade	verificabilidad	verificabilidade	verificabilidad	N;FEM;SG	N;FEM;SG
realizando	logrando	realizar	lograr	V;V.MSDR	V;V.MSDR
realizando	realizar	realizar	realizar	V;V.MSDR	V;NFIN
realizando	realizando	realizar	realizar	V;V.MSDR	V;V.MSDR
significativamente	significativamente	significativamente	significativamente	ADV	ADV
raro	rara	raro	raro	ADJ;MASC;SG	ADJ;FEM;SG
raro	raro	raro	raro	ADJ;MASC;SG	ADJ;MASC;SG
caracterizado	caracterizó	caracterizado	caracterizar	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
mariposa	polilla	mariposa	polilla	N;FEM;SG	N;FEM;SG
redonda	redonda	redonda	redonda	N;FEM;SG	N;FEM;SG
redonda	ronda	redonda	ronda	N;FEM;SG	N;FEM;SG
redonda	round	redonda	round	N;FEM;SG	N;MASC;SG
sociologia	sociología	sociologia	sociología	N;FEM;SG	N;FEM;SG
gótico	gótica	gótico	gótico	ADJ;MASC;SG	ADJ;FEM;SG
gótico	gótico	gótico	gótico	ADJ;MASC;SG	ADJ;MASC;SG
gótico	gótica	gótico	gótico	ADJ;MASC;SG	ADJ;FEM;SG
gótico	gótico	gótico	gótico	ADJ;MASC;SG	ADJ;MASC;SG
quadrado	cuadrado	quadrado	cuadrado	N;MASC;SG	N;MASC;SG
quadrado	square	quadrado	square	N;MASC;SG	N;MASC;SG
quadrado	plaza	quadrado	plaza	N;MASC;SG	N;FEM;SG
rodríguez	rodríguez	rodríguez	rodríguez	N;MASC;SG	N;SG
rodríguez	rodríguez	rodríguez	rodríguez	N;MASC;SG	N;SG
renânia	renania	renânia	renania	N;FEM;SG	N;MASC;SG
atacou	atacó	atacar	atacar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
sin	pecado	sin	pecado	N;MASC;SG	N;MASC;SG
normais	normales	normal	normal	ADJ;MASC;PL	ADJ;PL
coragem	coraje	coragem	coraje	N;FEM;SG	N;MASC;SG
coragem	valentía	coragem	valentía	N;FEM;SG	N;FEM;SG
coragem	valor	coragem	valor	N;FEM;SG	N;MASC;SG
coragem	valentía	coragem	valentía	N;FEM;SG	N;FEM;SG
atitudes	actitudes	atitude	actitud	N;FEM;PL	N;FEM;PL
vantagens	ventajas	vantagem	ventaja	N;FEM;PL	N;FEM;PL
vantagens	prestaciones	vantagem	prestación	N;FEM;PL	N;FEM;PL
vantagens	beneficios	vantagem	beneficio	N;FEM;PL	N;MASC;PL
vantagens	ventajas	vantagem	ventaja	N;FEM;PL	N;FEM;PL
vantagens	beneficios	vantagem	beneficio	N;FEM;PL	N;MASC;PL
vantagens	ventajas	vantagem	ventaja	N;FEM;PL	N;FEM;PL
eyes	eyes	eyes	eye	N;MASC;SG	N
básicas	fundamentos	básico	fundamento	N;FEM;PL	N;MASC;PL
directamente	directamente	directamente	directamente	ADV	ADV
ilegal	ilegal	ilegal	ilegal	ADJ;MASC;SG	ADJ;SG
ilegal	ilícito	ilegal	ilícito	ADJ;MASC;SG	ADJ;MASC;SG
ilegal	ilegal	ilegal	ilegal	ADJ;MASC;SG	ADJ;SG
mansão	mansión	mansão	mansión	N;FEM;SG	N;FEM;SG
mansão	mansión	mansão	mansión	N;FEM;SG	N;FEM;SG
mansão	manor	mansão	manor	N;FEM;SG	N;MASC;SG
vítor	viktor	vítor	viktor	N;MASC;SG	N;MASC;SG
vítor	vencedor	vítor	vencedor	N;MASC;SG	N;MASC;SG
vítor	víctor	vítor	víctor	N;MASC;SG	N;MASC;SG
sugeriu	sugirió	sugerir	sugerir	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
submarino	submarino	submarino	submarino	N;MASC;SG	N;MASC;SG
mudado	cambió	mudar	cambiar	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
intenso	intensivo	intenso	intensivo	ADJ;MASC;SG	ADJ;MASC;SG
intenso	intensiva	intenso	intensivo	ADJ;MASC;SG	ADJ;FEM;SG
intenso	intenso	intenso	intenso	ADJ;MASC;SG	ADJ;MASC;SG
intenso	intensa	intenso	intenso	ADJ;MASC;SG	ADJ;FEM;SG
intenso	intenso	intenso	intenso	ADJ;MASC;SG	ADJ;MASC;SG
adquirir	adquiera	adquirir	adquirir	V;NFIN	V;SBJV;SG;3;PRS;FIN
adquirir	adquiere	adquirir	adquirir	V;NFIN	V;IND;SG;3;PRS;FIN
adquirir	adquirir	adquirir	adquirir	V;NFIN	V;NFIN
ferrari	ferrari	ferrari	ferrari	N;MASC;SG	N;MASC;SG
peixoto	peixoto	peixoto	peixoto	N;MASC;SG	N;MASC;SG
trilhas	senderos	trilha	sendero	N;FEM;PL	N;MASC;PL
trilhas	huellas	trilha	huella	N;FEM;PL	N;FEM;PL
trilhas	pistas	trilha	pista	N;FEM;PL	N;FEM;PL
trilhas	tracks	trilha	tracks	N;FEM;PL	N;MASC;PL
gerando	generando	gerar	generar	V;V.MSDR	V;V.MSDR
gerando	generar	gerar	generar	V;V.MSDR	V;NFIN
assistir	mirar	assistir	mirar	V;NFIN	V;NFIN
assistir	mira	assistir	mirar	V;NFIN	V;IMP;SG;2;FIN
espelho	espejo	espelho	espejo	N;MASC;SG	N;MASC;SG
espelho	mirror	espelho	mirror	N;MASC;SG	N;MASC;SG
maracanã	maracanã	maracanã	maracanã	N;MASC;SG	N;MASC;SG
expandir	ampliar	expandir	ampliar	V;NFIN	V;NFIN
expandir	expandirse	expandir	expandir	V;NFIN	V;SBJV;SG;3;PRS;FIN
expandir	expandir	expandir	expandir	V;NFIN	V;NFIN
existiu	existió	existir	existir	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
fritz	fritz	fritz	fritz	N;MASC;SG	N;MASC;SG
area	superficie	area	superficie	N;FEM;SG	N;FEM;SG
area	zona	area	zona	N;FEM;SG	N;FEM;SG
area	area	area	area	N;FEM;SG	N;FEM;SG
area	área	area	área	N;FEM;SG	N;FEM;SG
impede	impide	impedir	impedir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
impede	previene	impedir	prevenir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
allan	allan	allan	allar	N;MASC;SG	N;MASC;SG
boeing	boeing	boeing	boeing	N;MASC;SG	N;MASC;SG
assalto	agresión	assalto	agresión	N;MASC;SG	N;FEM;SG
assalto	asalto	assalto	asalto	N;MASC;SG	N;MASC;SG
assalto	robo	assalto	robo	N;MASC;SG	N;MASC;SG
assalto	atraco	assalto	atraco	N;MASC;SG	N;MASC;SG
favoráveis	favorables	favorável	favorable	ADJ;MASC;PL	ADJ;PL
favoráveis	favorables	favorável	favorable	ADJ;MASC;PL	ADJ;PL
opa	opa	opa	opa	N;MASC;SG	N;FEM;SG
opa	ups	opa	ups	N;MASC;SG	N;SG
bourbon	borbón	bourbon	borbón	N;MASC;SG	N;MASC;SG
bourbon	bourbon	bourbon	bourbon	N;MASC;SG	N;MASC;SG
hardy	hardy	hardy	hardy	N;MASC;SG	N
fêmeas	hembras	fêmea	hembra	N;FEM;PL	N;FEM;PL
angelo	angelo	angelo	angelo	N;MASC;SG	N;MASC;SG
angelo	ángelo	angelo	ángelo	N;MASC;SG	N;MASC;SG
trens	trenes	trem	tren	N;MASC;PL	N;MASC;PL
sudão	sudán	sudão	sudán	N;MASC;SG	N;MASC;SG
apareceram	aparecieron	aparecer	aparecer	V;IND;PL;3;FIN	V;IND;PL;3;PST;FIN
verbo	verbo	verbo	verbo	N;MASC;SG	N;MASC;SG
móvel	movil	móvel	movil	N;MASC;SG	N;MASC;SG
móvel	móvil	móvel	móvil	N;MASC;SG	N;SG
ampliação	acercamiento	ampliação	acercamiento	N;FEM;SG	N;MASC;SG
ampliação	zoom	ampliação	zoom	N;FEM;SG	N;SG
abraço	abrazo	abraço	abrazo	N;MASC;SG	N;MASC;SG
abraço	abrazo	abraço	abrazo	N;MASC;SG	N;MASC;SG
copas	hearts	copa	hear	N;FEM;PL	N;MASC
copas	corazones	copa	corazón	N;FEM;PL	N;MASC;PL
vestido	vestir	vestir	vestir	V;MASC;SG;V.PTCP	V;NFIN
muralhas	murallas	muralha	muralla	N;FEM;PL	N;FEM;PL
muralhas	paredes	muralha	pared	N;FEM;PL	N;FEM;PL
muralhas	muros	muralha	muro	N;FEM;PL	N;MASC;PL
barragem	dam	barragem	dam	N;FEM;SG	N;MASC
barragem	presa	barragem	presa	N;FEM;SG	N;FEM;SG
barragem	embalse	barragem	embalse	N;FEM;SG	N;MASC;SG
barragem	represa	barragem	represar	N;FEM;SG	N;FEM;SG
barragem	dique	barragem	dique	N;FEM;SG	N;MASC;SG
jefferson	jefferson	jefferson	jefferson	N;MASC;SG	N;MASC;SG
simão	simon	simão	simon	N;MASC;SG	N;MASC;SG
simão	simón	simão	simón	N;MASC;SG	N;MASC;SG
delegação	delegación	delegação	delegación	N;FEM;SG	N;FEM;SG
michelle	michelle	michelle	michelle	N;FEM;SG	N;FEM;SG
simmons	simmons	simmons	simmons	N;MASC;SG	N;MASC
expresso	expresar	expresso	expresar	V;MASC;SG;V.PTCP	V;NFIN
expresso	expresa	expresso	expresar	V;MASC;SG;V.PTCP	V;IND;SG;3;PRS;FIN
expresso	expresó	expresso	expresar	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
human	humanos	human	humanos	N;MASC;SG	N
jstor	jstor	jstor	jstor	N;MASC;SG	N;MASC;SG
precipitação	precipitación	precipitação	precipitación	N;FEM;SG	N;FEM;SG
khan	khan	khan	khan	N;MASC;SG	N;MASC;SG
khan	kan	khan	kan	N;MASC;SG	N;SG
produzindo	producir	produzir	producir	V;V.MSDR	V;NFIN
produzindo	produciendo	produzir	producir	V;V.MSDR	V;V.MSDR
corda	cuerda	corda	cuerda	N;FEM;SG	N;FEM;SG
corda	soga	corda	sogar	N;FEM;SG	N;FEM;SG
coligação	coalición	coligação	coalición	N;FEM;SG	N;FEM;SG
espíritos	licores	espírito	licor	N;MASC;PL	N;MASC;PL
espíritos	espíritus	espírito	espíritus	N;MASC;PL	N;MASC;PL
luna	luna	luna	luna	N;FEM;SG	N;FEM;SG
procurou	buscó	procurar	buscar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
concluir	acabar	concluir	acabar	V;NFIN	V;NFIN
concluir	terminar	concluir	terminar	V;NFIN	V;NFIN
concluir	finalizar	concluir	finalizar	V;NFIN	V;NFIN
concluir	concluir	concluir	concluir	V;NFIN	V;NFIN
teto	azotea	teto	azotea	N;MASC;SG	N;FEM;SG
teto	techo	teto	techo	N;MASC;SG	N;MASC;SG
possibilidades	posibilidades	possibilidade	posibilidad	N;FEM;PL	N;FEM;PL
restaurantes	restaurantes	restaurante	restaurante	N;MASC;PL	N;PL
cozinha	cocina	cozinha	cocina	N;FEM;SG	N;FEM;SG
cozinha	gastronomía	cozinha	gastronomía	N;FEM;SG	N;FEM;SG
cozinha	cocción	cozinha	cocción	N;FEM;SG	N;FEM;SG
cozinha	cocina	cozinha	cocina	N;FEM;SG	N;FEM;SG
cozinha	cocina	cozinha	cocina	N;FEM;SG	N;FEM;SG
mariano	mariano	mariano	mariano	N;MASC;SG	N;MASC;SG
explorar	explorar	explorar	explorar	V;NFIN	V;NFIN
explorar	explorando	explorar	explorar	V;NFIN	V;V.MSDR
explorar	explorar	explorar	explorar	V;NFIN	V;NFIN
explorar	explore	explorar	explorar	V;NFIN	V;IMP;SG;3;FIN
explorar	explora	explorar	explorar	V;NFIN	V;IND;SG;3;PRS;FIN
comer	comiendo	comer	comer	V;NFIN	V;V.MSDR
comer	comer	comer	comer	V;NFIN	V;NFIN
comer	come	comer	come	V;NFIN	V;IND;SG;3;PRS;FIN
comer	comer	comer	comer	V;NFIN	V;NFIN
mísseis	misiles	míssil	misil	N;MASC;PL	N;MASC;PL
mísseis	misiles	míssil	misil	N;MASC;PL	N;MASC;PL
dívida	endeudamiento	dívida	endeudamiento	N;FEM;SG	N;MASC;SG
dívida	deuda	dívida	deuda	N;FEM;SG	N;FEM;SG
field	field	field	field	N;MASC;SG	N
field	campo	field	campo	N;MASC;SG	N;MASC;SG
complementar	complementaria	complementar	complementario	ADJ;MASC;SG	ADJ;FEM;SG
complementar	complementario	complementar	complementario	ADJ;MASC;SG	ADJ;MASC;SG
complementar	suplementario	complementar	suplementario	ADJ;MASC;SG	ADJ;MASC;SG
complementar	complementario	complementar	complementario	ADJ;MASC;SG	ADJ;MASC;SG
raças	razas	raça	raza	N;FEM;PL	N;FEM;PL
raças	carreras	raça	carrera	N;FEM;PL	N;FEM;PL
raças	razas	raça	raza	N;FEM;PL	N;FEM;PL
albânia	albanés	albânia	albanés	N;FEM;SG	N;MASC;SG
albânia	albania	albânia	albania	N;FEM;SG	N;FEM;SG
únicas	únicos	único	único	ADJ;FEM;PL	ADJ;MASC;PL
únicas	únicas	único	único	ADJ;FEM;PL	ADJ;FEM;PL
médias	promedios	média	promedio	N;FEM;PL	N;MASC;PL
médias	medias	média	medias	N;FEM;PL	N;FEM;PL
amar	amando	amar	amar	V;NFIN	V;V.MSDR
amar	amar	amar	amar	V;NFIN	V;NFIN
fio	alambre	fio	alambre	N;MASC;SG	N;MASC;SG
fio	wire	fio	wire	N;MASC;SG	N;SG
fio	hilo	fio	hilo	N;MASC;SG	N;MASC;SG
tricolor	tricolor	tricolor	tricolor	N;MASC;SG	N;MASC;SG
infecção	infección	infecção	infección	N;FEM;SG	N;FEM;SG
aparelhos	aparatos	aparelho	aparato	N;MASC;PL	N;MASC;PL
aparelhos	dispositivos	aparelho	dispositivo	N;MASC;PL	N;MASC;PL
aparelhos	aparatos	aparelho	aparato	N;MASC;PL	N;MASC;PL
aparelhos	aparatos	aparelho	aparato	N;MASC;PL	N;MASC;PL
vizinha	vecino	vizinha	vecino	N;FEM;SG	N;MASC;SG
vizinha	vecino	vizinha	vecino	N;FEM;SG	N;MASC;SG
vizinha	prójimo	vizinha	prójimo	N;FEM;SG	N;MASC;SG
fame	fama	fame	fama	N;MASC;SG	N;FEM;SG
fame	fame	fame	fame	N;MASC;SG	N
águia	águila	águia	águila	N;FEM;SG	N;FEM;SG
águia	eagle	águia	eagle	N;FEM;SG	N;SG
águia	aguila	águia	aguilar	N;FEM;SG	N;FEM;SG
antioquia	antioquía	antioquia	antioquía	N;FEM;SG	N;FEM;SG
antioquia	antioquia	antioquia	antioquia	N;FEM;SG	N;FEM;SG
antioquia	antioquia	antioquia	antioquia	N;FEM;SG	N;FEM;SG
than	than	than	than	N;MASC;SG	N
soberania	soberanía	soberania	soberanía	N;FEM;SG	N;FEM;SG
biografias	biografías	biografia	biografía	N;FEM;PL	N;FEM;PL
oklahoma	oklahoma	oklahoma	oklahoma	N;MASC;SG	N;MASC;SG
main	main	main	main	N;MASC;SG	N
sabor	sabor	sabor	sabor	N;MASC;SG	N;MASC;SG
sabor	gusto	sabor	gusto	N;MASC;SG	N;MASC;SG
sabor	sabor	sabor	sabor	N;MASC;SG	N;MASC;SG
sabor	sabor	sabor	sabor	N;MASC;SG	N;MASC;SG
kentucky	kentucky	kentucky	kentucky	N;MASC;SG	N;MASC;SG
negativo	negativa	negativo	negativo	ADJ;MASC;SG	ADJ;FEM;SG
negativo	negativo	negativo	negativo	ADJ;MASC;SG	ADJ;MASC;SG
causado	causó	causar	causar	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
protestantes	protestantes	protestante	protestante	N;MASC;PL	N;PL
protestantes	protestantes	protestante	protestante	N;MASC;PL	N;PL
protestantes	protestantes	protestante	protestante	N;MASC;PL	N;PL
protestantes	manifestantes	protestante	manifestante	N;MASC;PL	N;PL
protestantes	manifestantes	protestante	manifestante	N;MASC;PL	N;PL
inês	ines	inês	in	N;FEM;SG	N;FEM;SG
inês	inés	inês	inés	N;FEM;SG	N;FEM;SG
inês	ines	inês	in	N;FEM;SG	N;FEM;SG
inês	ines	inês	in	N;FEM;SG	N;FEM;SG
inês	inés	inês	inés	N;FEM;SG	N;FEM;SG
inês	inés	inês	inés	N;FEM;SG	N;FEM;SG
inês	ines	inês	in	N;FEM;SG	N;FEM;SG
inês	agnes	inês	agn	N;FEM;SG	N;FEM;SG
bonita	bonita	bonito	bonito	ADJ;FEM;SG	ADJ;FEM;SG
bonita	guapa	bonito	guapo	ADJ;FEM;SG	ADJ;FEM;SG
navegador	navegante	navegador	navegante	N;MASC;SG	N;SG
navegador	navegador	navegador	navegador	N;MASC;SG	N;MASC;SG
navegador	explorador	navegador	explorador	N;MASC;SG	N;MASC;SG
navegador	navegador	navegador	navegador	N;MASC;SG	N;MASC;SG
passe	pase	passar	pasar	V;SBJV;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
