par	za	par	za		
draud	ohrozuje	draudāt	ohrozovať	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
uzbrukt	napadnúť	uzbrukt	napadnúť	V;POS;NFIN	V;PFV;POS;NFIN
uzbrukt	zaútočiť	uzbrukt	zaútočiť	V;POS;NFIN	V;PFV;POS;NFIN
uzbrukt	útočí	uzbrukt	útočiť	V;POS;NFIN	V;IPFV;IND;SG;3;POS;PRS;FIN
uzbrukt	útočiť	uzbrukt	útočiť	V;POS;NFIN	V;IPFV;POS;NFIN
svārstības	výkyvy	svārstība	výkyv	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
svārstības	kolísania	svārstība	kolísanie	N;NOM;FEM;PL	N;NOM;NEUT;PL
vecums	vek	vecums	vek	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
fabricius	fabricius	fabricis	fabricius	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
bloks	blok	bloks	blok	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
bloks	blokovanie	bloks	blokovanie	N;NOM;MASC;SG	N;NOM;NEUT;SG
bloks	zablokovanie	bloks	zablokovanie	N;NOM;MASC;SG	N;NOM;NEUT;SG
staņislava	stanisława	staņislavs	staniska	N;NOM;FEM;SG	N;NOM;FEM;SG
vienotā	slobodná	vienots	slobodný	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
vienotā	jednotné	vienots	jednotný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
vienotā	slobodný	vienots	slobodný	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG
vienotā	jednotný	vienots	jednotný	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG
fāze	fáza	fāze	fáza	N;NOM;FEM;SG	N;NOM;FEM;SG
bites	včely	bite	včela	N;NOM;FEM;PL	N;NOM;FEM;PL
maksimālā	maximálna	maksimāls	maximálny	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
maksimālā	maximálny	maksimāls	maximálny	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG
straumes	prúdy	straume	prúd	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
bildes	fotografie	bilde	fotografia	N;NOM;FEM;PL	N;NOM;FEM;PL
bildes	fotky	bilde	fotka	N;NOM;FEM;PL	N;NOM;FEM;PL
bildes	obrazy	bilde	obraz	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
bildes	fotky	bilde	fotka	N;NOM;FEM;PL	N;NOM;FEM;PL
bildes	obrázky	bilde	obrázok	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
vilcieni	vlaky	vilciens	vlak	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
dokumenti	dokumenty	dokuments	dokument	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
dokumenti	doklady	dokuments	doklad	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
dokumenti	písomnosti	dokuments	písomnosť	N;NOM;MASC;PL	N;NOM;FEM;PL
dokumenti	dokumentácie	dokuments	dokumentácia	N;NOM;MASC;PL	N;NOM;FEM;PL
rādiuss	okruh	rādiuss	okruh	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
rādiuss	polomer	rādiuss	polomer	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
ieroči	zbrane	ieroce	zbraň	N;NOM;MASC;PL	N;NOM;FEM;PL
ieroči	ruky	ieroce	ruka	N;NOM;MASC;PL	N;NOM;FEM;PL
ieroči	ramená	ieroce	rameno	N;NOM;MASC;PL	N;NOM;NEUT;PL
ieroči	zbrane	ieroce	zbraň	N;NOM;MASC;PL	N;NOM;FEM;PL
publikācijas	publikácie	publikācija	publikácia	N;NOM;FEM;PL	N;NOM;FEM;PL
redz	vidieť	redzēt	vidieť	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;POS;NFIN
redz	vidieť	redzēt	vidieť	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;POS;NFIN
redz	vidí	redzēt	vidieť	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
kodols	jadro	kodols	jadro	N;NOM;MASC;SG	N;NOM;NEUT;SG
kodols	core	kodols	cora	N;NOM;MASC;SG	N;NOM;MASC;SG
kodols	jadro	kodols	jadro	N;NOM;MASC;SG	N;NOM;NEUT;SG
zvaigznājs	súhvezdie	zvaigznājs	súhvezdie	N;NOM;MASC;SG	N;NOM;NEUT;SG
kontrole	kontrola	kontrole	kontrola	N;NOM;FEM;SG	N;NOM;FEM;SG
kontrole	ovládanie	kontrole	ovládanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
kontrole	ovládanie	kontrole	ovládanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
iucn	iucn	iucn	iucn	N	N;ANIM;NOM;MASC;SG
brigāde	brigáda	brigāde	brigáda	N;NOM;FEM;SG	N;NOM;FEM;SG
koncentrācija	koncentrácia	koncentrācija	koncentrácia	N;NOM;FEM;SG	N;NOM;FEM;SG
koncentrācija	koncentrácia	koncentrācija	koncentrácia	N;NOM;FEM;SG	N;NOM;FEM;SG
pildīt	vykonať	pildīt	vykonať	V;POS;NFIN	V;PFV;POS;NFIN
pildīt	vystupovať	pildīt	vystupovať	V;POS;NFIN	V;IPFV;POS;NFIN
pildīt	vykonávať	pildīt	vykonávať	V;POS;NFIN	V;IPFV;POS;NFIN
pildīt	plniť	pildīt	plniť	V;POS;NFIN	V;IPFV;POS;NFIN
interese	záujem	interese	záujem	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
interese	úrok	interese	úrok	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
viesnīcas	hotely	viesnīca	hotel	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
istabas	izby	istaba	izba	N;NOM;FEM;PL	N;NOM;FEM;PL
istabas	miestnosti	istaba	miestnosť	N;NOM;FEM;PL	N;NOM;FEM;PL
virknes	reťazce	virkne	reťazec	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
avāriju	haváriu	avārija	haváriť	N;ACC;FEM;SG	N;ACC;FEM;SG
dzinēji	motory	dzinējs	motor	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
apgabali	obvody	apgabali	obvod	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
apgabali	plochy	apgabali	plocha	N;NOM;MASC;PL	N;NOM;FEM;PL
apgabali	oblasti	apgabali	oblasť	N;NOM;MASC;PL	N;NOM;FEM;PL
televīzija	televízia	televīzija	televízia	N;NOM;FEM;SG	N;NOM;FEM;SG
televīzija	televízor	televīzija	televízor	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
vērsās	oslovil	vērsties	osloviť	V;FH;IND;3;POS;REFL;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
vērsās	oslovili	vērsties	osloviť	V;FH;IND;3;POS;REFL;PST;FIN;ACT	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
pilsoņi	občania	pilsonis	občanie	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
tab	karta	tab	karta	N	N;NOM;FEM;SG
tab	kartu	tab	kart	N	N;ACC;FEM;SG
datavalue	datavalue	datavalue	datavalov	N;NOM;MASC;SG	N;NOM;FEM;SG
unix	unix	unikt	unix	N	N;INAN;NOM;MASC;SG
balsošana	hlasovanie	balsošana	hlasovanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
balsošana	hlasovanie	balsošana	hlasovanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
pievienojas	pristúpi	pievienoties	pristúpiť	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
derības	stávky	derības	stávka	N;NOM;FEM;PL	N;NOM;FEM;PL
derības	stávky	derības	stávka	N;NOM;FEM;PL	N;NOM;FEM;PL
nominācijas	nominácie	nominācija	nominácia	N;NOM;FEM;PL	N;NOM;FEM;PL
produkts	produkt	produkts	produkt	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
produkts	výrobok	produkts	výrobok	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
rūdolfa	rudolf	rūdolfs	rudolf	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
zilais	modrý	zils	modrý	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG
zilais	modré	zils	modrý	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
zilais	modrá	zils	modrý	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
grīdas	poschodia	grīda	poschodie	N;NOM;FEM;PL	N;NOM;NEUT;PL
grīdas	podlahy	grīda	podlaha	N;NOM;FEM;PL	N;NOM;FEM;PL
kodi	kódy	kods	kód	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
ieguve	ťažba	ieguve	ťažba	N;NOM;FEM;SG	N;NOM;FEM;SG
ieguve	extrakcia	ieguve	extrakcia	N;NOM;FEM;SG	N;NOM;FEM;SG
ieguve	banská	ieguve	banský	N;NOM;FEM;SG	N;NOM;FEM;SG
ieguve	ťažba	ieguve	ťažba	N;NOM;FEM;SG	N;NOM;FEM;SG
ieguve	zber	ieguve	zber	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
rozes	ruže	roze	ruža	N;NOM;FEM;PL	N;NOM;FEM;PL
radinieki	príbuzní	radinieks	príbuzný	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
filmēšanas	natáčanie	filmēšana	natáčanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
lāči	medvede	lācis	medveď	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
atrasta	našiel	atrast	nájsť	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
atrasta	našlo	atrast	nájsť	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;NEUT;SG;POS;PST;V.PTCP
priekšmeti	položky	priekšmets	položka	N;NOM;MASC;PL	N;NOM;FEM;PL
priekšmeti	subjekty	priekšmets	subjekt	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
priekšmeti	témy	priekšmets	téma	N;NOM;MASC;PL	N;NOM;FEM;PL
priekšmeti	jedinci	priekšmets	jedinec	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
priekšmeti	predmety	priekšmets	predmet	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
priekšmeti	objekty	priekšmets	objekt	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
priekšmeti	predmety	priekšmets	predmet	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
individuālā	individuálna	individuāls	individuálny	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
individuālā	individuálny	individuāls	individuálny	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG
notikums	podujatie	notikums	podujatie	N;NOM;MASC;SG	N;NOM;NEUT;SG
notikums	udalosť	notikums	udalosť	N;NOM;MASC;SG	N;NOM;FEM;SG
notikums	event	notikums	event	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
ietekmēt	ovplyvňovať	ietekmēt	ovplyvňovať	V;POS;NFIN	V;IPFV;POS;NFIN
ietekmēt	ovplyvniť	ietekmēt	ovplyvniť	V;POS;NFIN	V;PFV;POS;NFIN
īrija	írska	īrija	írsko	N;NOM;FEM;SG	N;NOM;FEM;SG
izsaka	vyjadruje	izsacīt	vyjadrovať	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
radīta	vytvoril	radīt	vytvoriť	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
seja	tvár	seja	tvár	N;NOM;FEM;SG	N;NOM;FEM;SG
kazas	kozy	kaza	koza	N;NOM;FEM;PL	N;NOM;MASC;PL
brūnais	hnedé	brūns	hnedý	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
brūnais	hnedý	brūns	hnedý	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG
brūnais	hnedá	brūns	hnedať	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
slovākija	slovensko	slovākija	slovensko	N;NOM;FEM;SG	N;NOM;NEUT;SG
slovākija	slovakia	slovākija	slovakie	N;NOM;FEM;SG	N;NOM;NEUT;SG
simts	stovka	simts	stovka	N;NOM;MASC;SG	N;NOM;FEM;SG
ceremonijas	obrady	ceremonija	obrad	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
turpinot	pokračujeme	turpināt	pokračovať	V;V.CVB	V;IPFV;IND;PL;1;POS;PRS;FIN
deklarāciju	deklaráciu	deklarācija	deklarácia	N;ACC;FEM;SG	N;ACC;FEM;SG
autonomais	autonómna	autonoms	autonómny	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
autonomais	samostatná	autonoms	samostatný	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
autonomais	autonómne	autonoms	autonómny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
aplis	kruh	aplis	kruh	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
aplis	krúžok	aplis	krúžok	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
komēta	kométa	komēts	komét	N;NOM;FEM;SG	N;NOM;FEM;SG
kristāli	kryštály	kristāli	kryštál	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
bākas	majáky	bākties	maják	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
nolaidās	zniesol	nolaisties	zniesť	V;FH;IND;3;POS;REFL;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
addclass	addclass	addclass	addclass	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
ģeogrāfija	geografia	ģeogrāfija	geografia	N;NOM;FEM;SG	N;NOM;FEM;SG
starpība	rozdiel	starpība	rozdiel	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
starpība	rezerva	starpība	rezerva	N;NOM;FEM;SG	N;NOM;FEM;SG
starpība	okraj	starpība	okraj	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
starpība	rozpätie	starpība	rozpätie	N;NOM;FEM;SG	N;NOM;NEUT;SG
starpība	marža	starpība	marža	N;NOM;FEM;SG	N;NOM;FEM;SG
starpība	rozdiel	starpība	rozdiel	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
gājiens	zdvih	gājiens	zdvih	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
gājiens	ťah	gājiens	ťah	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
gājiens	pohyb	gājiens	pohyb	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
gājiens	presun	gājiens	presun	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
gājiens	sprievod	gājiens	sprievod	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
tradīcija	tradícia	tradīcija	tradícia	N;NOM;FEM;SG	N;NOM;FEM;SG
šķiedras	vlákna	šķiedra	vlákno	N;NOM;FEM;PL	N;NOM;NEUT;PL
šķiedras	vlákna	šķiedra	vlákno	N;NOM;FEM;PL	N;NOM;NEUT;PL
šķiedras	vlákniny	šķiedra	vlákniny	N;NOM;FEM;PL	N;NOM;FEM;PL
kolekcijas	zbierky	kolekcija	zbierka	N;NOM;FEM;PL	N;NOM;FEM;PL
kolekcijas	kolekcie	kolekcija	kolekcia	N;NOM;FEM;PL	N;NOM;FEM;PL
senāts	senát	senāts	senát	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
īstenot	vykonávať	īstenot	vykonávať	V;POS;NFIN	V;IPFV;POS;NFIN
īstenot	zrealizovať	īstenot	zrealizovať	V;POS;NFIN	V;IPFV;POS;NFIN
īstenot	realizovať	īstenot	realizovať	V;POS;NFIN	V;IPFV;POS;NFIN
īstenot	implementovať	īstenot	implementovať	V;POS;NFIN	V;IPFV;POS;NFIN
nācijas	národy	nācija	národ	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
lappuses	strany	lappuse	strana	N;NOM;FEM;PL	N;NOM;FEM;PL
lappuses	stránky	lappuse	stránka	N;NOM;FEM;PL	N;NOM;FEM;PL
apvienošanās	fúzia	apvienošanās	fúzia	N;NOM;FEM;SG	N;NOM;FEM;SG
apvienošanās	zlúčenie	apvienošanās	zlúčenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
sekot	sledujte	sekot	sledovať	V;POS;NFIN	V;IPFV;IMP;PL;2;POS;FIN
sekot	nasledovať	sekot	nasledovať	V;POS;NFIN	V;IPFV;POS;NFIN
sekot	sledovať	sekot	sledovať	V;POS;NFIN	V;IPFV;POS;NFIN
kāpas	duny	kāpa	duna	N;NOM;FEM;PL	N;NOM;FEM;PL
dizains	dizajn	dizains	dizajný	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
dizains	navrhovanie	dizains	navrhovanie	N;NOM;MASC;SG	N;NOM;NEUT;SG
dizains	konštrukcia	dizains	konštrukcia	N;NOM;MASC;SG	N;NOM;FEM;SG
reljefa	terénu	reljefa	terén	N;GEN;MASC;SG	N;INAN;GEN;MASC;SG
vēsturnieki	historici	vēsturnieks	historica	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
teātri	divadlá	teātris	divadlo	N;NOM;MASC;PL	N;NOM;NEUT;PL
statuja	socha	statujs	socha	N;NOM;FEM;SG	N;NOM;FEM;SG
pelēks	sivé	pelēks	sivý	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
pelēks	sivá	pelēks	sivý	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
pelēks	sivý	pelēks	sivý	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG
pelēks	sivý	pelēks	sivý	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG
pelēks	sivá	pelēks	sivý	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
pelēks	sivé	pelēks	sivý	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
sudrabs	striebro	sudrabs	striebro	N;NOM;MASC;SG	N;NOM;NEUT;SG
sudrabs	silver	sudrabs	silver	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
uzmanība	pozornosť	uzmanība	pozornosť	N;NOM;FEM;SG	N;NOM;FEM;SG
uzmanība	zameranie	uzmanība	zameranie	N;NOM;FEM;SG	N;NOM;NEUT;SG
uzmanība	sústredenie	uzmanība	sústredenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
palmu	dlaň	palma	dlaň	N;NOM;MASC;SG	N;NOM;FEM;SG
iesaukts	narukoval	iesaukt	narukovať	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
mala	hrane	mala	hraň	N;NOM;FEM;SG	N;NOM;FEM;SG
mala	okraj	mala	okraj	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
žurkas	potkany	žurka	potkan	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
žurkas	potkany	žurka	potkan	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
žurkas	krysy	žurka	krys	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
cctld	cctld	cctld	cctld	N;NOM;MASC;SG	N;NOM;FEM;SG
facto	facto	facts	facto	N	N;NOM;MASC;SG
spārna	krídlo	spārns	krídlo	N;NOM;MASC;SG	N;NOM;NEUT;SG
sociāli	sociálno	sociāli	sociálno	ADV	ADV
sociāli	spoločensky	sociāli	spoločensky	ADV	ADV
tonnu	tonu	tonna	ton	N;ACC;FEM;SG	N;ACC;FEM;SG
tonnu	tonu	tonna	ton	N;ACC;FEM;SG	N;ACC;FEM;SG
uzvarētāja	výherca	uzvarētājs	výherca	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
uzvarētāja	víťaz	uzvarētājs	víťaz	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
dvēseles	duše	dvēsele	duša	N;NOM;FEM;PL	N;NOM;FEM;PL
ģitāras	gitary	ģitāra	gitara	N;NOM;FEM;PL	N;NOM;FEM;PL
zemūdens	ponorka	zemūdens	ponorka	N;NOM;MASC;SG	N;NOM;FEM;SG
jomas	plochy	joma	plocha	N;NOM;FEM;PL	N;NOM;FEM;PL
jomas	oblasti	joma	oblasť	N;NOM;FEM;PL	N;NOM;FEM;PL
stāvs	podlaha	stāvs	podlaha	N;NOM;MASC;SG	N;NOM;FEM;SG
stāvs	poschodie	stāvs	poschodie	N;NOM;MASC;SG	N;NOM;NEUT;SG
apstiprina	schvaľuje	apstiprināt	schvaľovať	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
apstiprina	schváli	apstiprināt	schváliť	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
apstiprina	potvrdzuje	apstiprināt	potvrdzovať	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
apstiprina	overuje	apstiprināt	overovať	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
apstiprina	potvrdí	apstiprināt	potvrdiť	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
apstiprina	potvrdzuje	apstiprināt	potvrdzovať	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
apstiprina	schvaľovať	apstiprināt	schvaľovať	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;POS;NFIN
apstiprina	schváliť	apstiprināt	schváliť	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;POS;NFIN
serveris	server	serveris	server	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
maršruti	trasy	maršruti	tri	N;NOM;MASC;PL	N;NOM;FEM;PL
maršruti	cesty	maršruti	cesta	N;NOM;MASC;PL	N;NOM;FEM;PL
pabeigt	dokončiť	pabeigt	dokončiť	V;POS;NFIN	V;PFV;POS;NFIN
pabeigt	vyplniť	pabeigt	vyplniť	V;POS;NFIN	V;PFV;POS;NFIN
pabeigt	dokončiť	pabeigt	dokončiť	V;POS;NFIN	V;PFV;POS;NFIN
vīrietis	samec	vīrietis	samec	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
vīrietis	muž	vīrietis	muž	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
vīrietis	muž	vīrietis	muž	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
vīrietis	človek	vīrietis	človek	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
blackhawks	blackhawks	blackhawks	blackhawks	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
personīgi	osobne	personīgi	osobne	ADV	ADV
papildināt	dopĺňať	papildināt	dopĺňať	V;POS;NFIN	V;IPFV;POS;NFIN
papildināt	doplniť	papildināt	doplniť	V;POS;NFIN	V;PFV;POS;NFIN
samazinātu	minimalizovať	samazināt	minimalizovať	V;COND;POS;FIN;ACT	V;IPFV;POS;NFIN
samazinātu	zredukovať	samazināt	zredukovať	V;COND;POS;FIN;ACT	V;POS;NFIN
samazinātu	znížiť	samazināt	znížiť	V;COND;POS;FIN;ACT	V;PFV;POS;NFIN
rumānija	rumunska	rumānija	rumunsky	N;NOM;FEM;SG	N;NOM;FEM;SG
komplekti	komplety	komplekts	komplet	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
komplekti	zostavy	komplekts	zostava	N;NOM;MASC;PL	N;NOM;FEM;PL
komplekti	súpravy	komplekts	súprava	N;NOM;MASC;PL	N;NOM;FEM;PL
komplekti	súpravy	komplekts	súprava	N;NOM;MASC;PL	N;NOM;FEM;PL
komplekti	zostavy	komplekts	zostava	N;NOM;MASC;PL	N;NOM;FEM;PL
komplekti	sady	komplekts	sady	N;NOM;MASC;PL	N;NOM;FEM;PL
radīti	vytvorili	radīt	vytvoriť	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
organizēt	organizovať	organizēt	organizovať	V;POS;NFIN	V;IPFV;POS;NFIN
organizēt	usporiadať	organizēt	usporiadať	V;POS;NFIN	V;PFV;POS;NFIN
organizēt	organizovať	organizēt	organizovať	V;POS;NFIN	V;IPFV;POS;NFIN
organizēt	zorganizovať	organizēt	zorganizovať	V;POS;NFIN	V;PFV;POS;NFIN
organizēt	usporiadať	organizēt	usporiadať	V;POS;NFIN	V;PFV;POS;NFIN
organizēt	organizovať	organizēt	organizovať	V;POS;NFIN	V;IPFV;POS;NFIN
organizēt	zorganizovať	organizēt	zorganizovať	V;POS;NFIN	V;PFV;POS;NFIN
gnu	gnu	gnu	gnu	N	N;INAN;NOM;MASC;SG
būtiska	nevyhnutná	būtiska	nevyhnutný	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
būtiska	základné	būtiska	základný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
būtiska	nevyhnutné	būtiska	nevyhnutný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
novērojumi	postrehy	novērojums	postreh	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
novērojumi	pripomienky	novērojums	pripomienka	N;NOM;MASC;PL	N;NOM;FEM;PL
novērojumi	pozorovania	novērojums	pozorovanie	N;NOM;MASC;PL	N;NOM;NEUT;PL
novērojumi	pozorovania	novērojums	pozorovanie	N;NOM;MASC;PL	N;NOM;NEUT;PL
kaimiņu	suseda	kaimiņš	sused	N;ACC;MASC;SG	N;ANIM;ACC;MASC;SG
atspoguļo	odrážať	atspogulot	odrážať	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;POS;NFIN
atspoguļo	odrážajú	atspogulot	odrážať	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;PL;3;POS;PRS;FIN
atspoguļo	odzrkadľuje	atspogulot	odzrkadľovať	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
atspoguļo	odráža	atspogulot	odráža	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
rekonstrukcija	rekonštrukcia	rekonstrukcija	rekonštrukcia	N;NOM;FEM;SG	N;NOM;FEM;SG
rekonstrukcija	rekonštrukcia	rekonstrukcija	rekonštrukcia	N;NOM;FEM;SG	N;NOM;FEM;SG
jumts	strecha	jumts	strecha	N;NOM;MASC;SG	N;NOM;FEM;SG
teorētiski	teoreticky	teorētiski	teoreticky	ADV	ADV
iedarbība	vystavenie	iedarbība	vystavenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
iedarbība	ožiarenie	iedarbība	ožiarenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
iedarbība	expozícia	iedarbība	expozícia	N;NOM;FEM;SG	N;NOM;FEM;SG
viesnīca	hotel	viesnīca	hotel	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
vulkāna	sopka	vulkāns	sopka	N;NOM;MASC;SG	N;NOM;FEM;SG
altāra	oltár	altārs	oltár	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
altāra	oltári	altārs	oltár	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
pasākums	opatrenie	pasākums	opatrenie	N;NOM;MASC;SG	N;NOM;NEUT;SG
peles	myšiach	pele	myšiť	N;NOM;FEM;PL	N;NOM;NEUT;PL
konstrukcija	konštrukcia	konstrukcija	konštrukcia	N;NOM;FEM;SG	N;NOM;FEM;SG
