dan	in	dan	in	CONJ	CONJ
transmisi	pošiljanje	transmisi	pošiljanje	N;SG	N;NOM;NEUT;SG
disiplin	disciplino	disiplin	disciplina	N;SG	N;ACC;FEM;SG
disiplin	disciplina	disiplin	disciplina	N;SG	N;NOM;FEM;SG
marinir	marinci	marinir	marinec	N	N;NOM;MASC;PL
marinir	marinec	marinir	marinec	N	N;NOM;MASC;SG
marinir	marine	marinir	marin	N	N;NOM;FEM;PL
manfaat	korist	manfaat	korist	N;SG	N;NOM;FEM;SG
manfaat	ugodnost	manfaat	ugodnost	N;SG	N;NOM;FEM;SG
manfaat	koristi	manfaat	korist	N;SG	N;NOM;FEM;SG
menghapus	odstrani	menhapus	odstran	V;SG;ACT	V;PFV;IND;SG;3;PRS;FIN
protokol	protokol	protokol	protokol	N;SG	N;NOM;MASC;SG
penerimaan	sprejemanje	penterimaan	sprejemanje	N;SG	N;NOM;NEUT;SG
penerimaan	sprejetje	penterimaan	sprejetje	N;SG	N;NOM;NEUT;SG
penerimaan	sprejem	penterimaan	sprejem	N;SG	N;NOM;MASC;SG
penerimaan	sprejem	penterimaan	sprejem	N;SG	N;NOM;MASC;SG
infrastruktur	infrastrukturo	infrastruktur	infrastruktura	N;SG	N;ACC;FEM;SG
infrastruktur	infrastruktura	infrastruktur	infrastruktura	N;SG	N;NOM;FEM;SG
misteri	skrivnost	misteri	skrivnost	N;SG	N;NOM;FEM;SG
rentang	razpon	rentang	razpon	N;SG	N;NOM;MASC;SG
rentang	oddaljenost	rentang	oddaljenost	N;SG	N;NOM;FEM;SG
ensiklopedia	enciklopedija	ensiklopedia	enciklopedija	N	N;NOM;FEM;SG
ensiklopedia	enciklopedije	ensiklopedia	enciklopedija	N	N;NOM;FEM;PL
ensiklopedia	enciklopedija	ensiklopedia	enciklopedija	N	N;NOM;FEM;SG
melanggar	prekršil	menlanggar	prekršiti	V;SG;ACT	V;PFV;MASC;SG;V.PTCP
alur	zarota	alur	zarota	N;SG	N;NOM;FEM;SG
alur	zaroto	alur	zarota	N;SG	N;ACC;FEM;SG
alur	ritem	alur	ritem	N;SG	N;NOM;MASC;SG
alur	tok	alur	tok	N;SG	N;NOM;MASC;SG
alur	pretok	alur	pretok	N;SG	N;NOM;MASC;SG
dibebaskan	sprostila	dibebaskan	sprostiti	V;SG;PASS	V;PFV;FEM;SG;V.PTCP
dibebaskan	osvobodil	dibebaskan	osvoboditi	V;SG;PASS	V;PFV;MASC;SG;V.PTCP
kerangka	okvir	kerangka	okvir	N;SG	N;NOM;MASC;SG
kerangka	ogrodje	kerangka	ogrodje	N;SG	N;NOM;NEUT;SG
kerangka	okostnjak	kerangka	okostnjak	N;SG	N;NOM;MASC;SG
kerangka	okostje	kerangka	okostje	N;SG	N;NOM;NEUT;SG
kewajiban	dajatev	kewajiban	dajatev	N;SG	N;GEN;FEM;SG
kewajiban	dolžnost	kewajiban	dolžnost	N;SG	N;NOM;FEM;SG
kewajiban	obveznost	kewajiban	obveznost	N;SG	N;NOM;FEM;SG
kewajiban	obveza	kewajiban	obveza	N;SG	N;NOM;FEM;SG
bahaya	nevarnost	bahaya	nevarnost	N;SG	N;NOM;FEM;SG
bahaya	nevarnost	bahaya	nevarnost	N;SG	N;NOM;FEM;SG
survei	anketa	survei	anket	N;SG	N;NOM;FEM;SG
survei	anketo	survei	anketa	N;SG	N;ACC;FEM;SG
survei	raziskava	survei	raziskava	N;SG	N;NOM;FEM;SG
budget	proračun	budget	proračun	N;SG	N;NOM;MASC;SG
telinga	uho	telinga	uho	N;SG	N;NOM;NEUT;SG
motif	motiv	motif	motiv	N;SG	N;NOM;MASC;SG
motif	motiv	motif	motiv	N;SG	N;NOM;MASC;SG
menyetujui	odobri	mensetujui	odobriti	V;SG;ACT	V;PFV;IND;SG;3;PRS;FIN
solusi	rešitev	solusi	rešitev	N;SG	N;NOM;FEM;SG
solusi	raztopina	solusi	raztopina	N;SG	N;NOM;FEM;SG
perbankan	bančništvo	perbankan	bančništvo	N;SG	N;NOM;NEUT;SG
dikaitkan	pripisala	dikaitkan	pripisati	V;SG;PASS	V;PFV;FEM;SG;V.PTCP
khalifah	kalif	khalifah	kalif	N	N;NOM;MASC;SG
khalifah	khalifa	khalifah	khalif	N	N;NOM;MASC;SG
kudeta	udar	kudeta	udar	N;SG	N;NOM;MASC;SG
kudeta	puč	kudeta	puč	N;SG	N;NOM;MASC;SG
penerus	naslednika	penterus	naslednik	N;SG	N;ANIM;ACC;MASC;SG
penerus	naslednica	penterus	naslednica	N;SG	N;NOM;FEM;SG
penerus	naslednik	penterus	naslednik	N;SG	N;NOM;MASC;SG
arkeologi	arheologijo	arkeologi	arheologija	N;SG	N;ACC;FEM;SG
arkeologi	arheologija	arkeologi	arheologija	N;SG	N;NOM;FEM;SG
geologi	geologija	geologi	geologija	N	N;NOM;FEM;SG
kursus	potek	kursus	potek	N;SG	N;NOM;MASC;SG
dihukum	obsodil	dihukum	obsoditi	V;SG;PASS	V;PFV;MASC;SG;V.PTCP
kenaikan	pohod	kenaikan	pohod	N;SG	N;NOM;MASC;SG
kenaikan	vzpon	kenaikan	vzpon	N;SG	N;NOM;MASC;SG
menginginkan	želeti	meninginkan	želeti	V;SG;ACT	V;IPFV;NFIN
penjajahan	poklic	penjajahan	poklic	N;SG	N;NOM;MASC;SG
renang	plavanje	renang	plavanje	N;SG	N;NOM;NEUT;SG
renang	plavanja	renang	plavanje	N;SG	N;GEN;NEUT;SG
kelebihan	presežek	kelebihan	presežek	N;SG	N;NOM;MASC;SG
dibeli	kupil	dibeli	kupiti	V;SG;PASS	V;PFV;MASC;SG;V.PTCP
dialog	dialog	dialog	dialog	N;SG	N;NOM;MASC;SG
properti	last	properti	last	N;SG	N;NOM;FEM;SG
properti	lastnost	properti	lastnost	N;SG	N;NOM;FEM;SG
properti	premoženje	properti	premoženje	N;SG	N;NOM;NEUT;SG
properti	lastnina	properti	lastnina	N;SG	N;NOM;FEM;SG
pertambangan	rudarstvo	pertambangan	rudarstvo	N;SG	N;NOM;NEUT;SG
terbakar	zažgal	terbakar	zažgati	V;SG;PASS	V;PFV;MASC;SG;V.PTCP
terbakar	pogorela	terbakar	pogoreti	V;SG;PASS	V;PFV;FEM;SG;V.PTCP
terbakar	pogorel	terbakar	pogoreti	V;SG;PASS	V;PFV;MASC;SG;V.PTCP
terbakar	zgorel	terbakar	zgoreti	V;SG;PASS	V;PFV;MASC;SG;V.PTCP
terbakar	gorela	terbakar	gorel	V;SG;PASS	V;IPFV;FEM;SG;V.PTCP
terbakar	zažgal	terbakar	zažgati	V;SG;PASS	V;PFV;MASC;SG;V.PTCP
terbakar	zgori	terbakar	zgoriti	V;SG;PASS	V;PFV;IND;SG;3;PRS;FIN
tombol	gumb	tombol	gumb	N;SG	N;NOM;MASC;SG
tombol	button	tombol	button	N;SG	N;NOM;MASC;SG
aljazair	alžirija	aljazair	alžirija	N	N;NOM;FEM;SG
pidato	govor	pidato	govor	N;SG	N;NOM;MASC;SG
salinan	kopiranje	salinan	kopiranje	N;SG	N;NOM;NEUT;SG
salinan	kopiraj	salinan	kopiraj	N;SG	N;NOM;MASC;SG
salinan	kopijo	salinan	kopiti	N;SG	N;ACC;FEM;SG
pengukuran	merjenje	penukuran	merjenje	N;SG	N;NOM;NEUT;SG
pengukuran	meritev	penukuran	meritev	N;SG	N;NOM;FEM;SG
pengukuran	merjenje	penukuran	merjenje	N;SG	N;NOM;NEUT;SG
pengukuran	meritev	penukuran	meritev	N;SG	N;NOM;FEM;SG
penjelajah	raziskovalec	penjelajah	raziskovalec	N;SG	N;NOM;MASC;SG
pemrograman	programer	penprograman	programer	N;SG	N;NOM;MASC;SG
pemrograman	programiranje	penprograman	programiranje	N;SG	N;NOM;NEUT;SG
fraksi	frakcija	fraksi	frakcija	N;SG	N;NOM;FEM;SG
fraksi	frakcija	fraksi	frakcija	N;SG	N;NOM;FEM;SG
dihentikan	ustavil	dihentikan	ustaviti	V;SG;PASS	V;PFV;MASC;SG;V.PTCP
minta	zahteva	minta	zahtevati	V;SG;ACT	V;IND;SG;3;PRS;FIN
dini	zgodnje	dini	zgodnji	ADJ;SG	ADJ;NOM;NEUT;SG
dini	zgodnja	dini	zgodnja	ADJ;SG	ADJ;NOM;FEM;SG
dini	zgodnji	dini	zgodnji	ADJ;SG	ADJ;NOM;DEF;MASC;SG
deputi	namestnica	deputi	namestnica	N;SG	N;NOM;FEM;SG
deputi	namestnik	deputi	namestnik	N;SG	N;NOM;MASC;SG
menegaskan	potrjuje	mentegaskan	potrjevati	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
ciptaan	stvaritev	ciptaan	stvaritev	N;SG	N;NOM;FEM;SG
ciptaan	ustanovitev	ciptaan	ustanovitev	N;SG	N;NOM;FEM;SG
ciptaan	ustvarjanje	ciptaan	ustvarjanje	N;SG	N;NOM;NEUT;SG
dendam	zamere	dendam	zamera	N;SG	N;NOM;FEM;SG
dendam	zamero	dendam	zamera	N;SG	N;ACC;FEM;SG
dendam	maščevanje	dendam	maščevanje	N;SG	N;NOM;NEUT;SG
dendam	maščevanje	dendam	maščevanje	N;SG	N;NOM;NEUT;SG
tanggapan	reakcijo	tanggapan	reakcija	N;SG	N;ACC;FEM;SG
tanggapan	reakcija	tanggapan	reakcija	N;SG	N;NOM;FEM;SG
tanggapan	odziv	tanggapan	odziv	N;SG	N;NOM;MASC;SG
tanggapan	odzivanje	tanggapan	odzivanje	N;SG	N;NOM;NEUT;SG
tanggapan	odziv	tanggapan	odziv	N;SG	N;NOM;MASC;SG
cair	tekočina	cair	tekočina	N;SG	N;NOM;FEM;SG
pengiriman	predložitev	penkiriman	predložitev	N;SG	N;NOM;FEM;SG
pengiriman	vložitev	penkiriman	vložitev	N;SG	N;NOM;FEM;SG
pengiriman	dobava	penkiriman	dobava	N;SG	N;NOM;FEM;SG
pengiriman	dostavo	penkiriman	dostava	N;SG	N;ACC;FEM;SG
pengiriman	dobava	penkiriman	dobava	N;SG	N;NOM;FEM;SG
pengiriman	dostava	penkiriman	dostava	N;SG	N;NOM;FEM;SG
pengiriman	pošiljko	penkiriman	pošiljko	N;SG	N;ACC;FEM;SG
pengiriman	pošiljka	penkiriman	pošiljka	N;SG	N;NOM;FEM;SG
saran	svetovanje	saran	svetovanje	N;SG	N;NOM;NEUT;SG
saran	nasvet	saran	nasvet	N;SG	N;NOM;MASC;SG
saran	predlog	saran	predlog	N;SG	N;NOM;MASC;SG
rezim	ureditev	rezim	ureditev	N;SG	N;NOM;FEM;SG
rezim	režim	rezim	režim	N;SG	N;NOM;MASC;SG
laju	mera	laju	mera	N;SG	N;NOM;FEM;SG
laju	stopnja	laju	stopnja	N;SG	N;NOM;FEM;SG
tongkat	palica	tongkat	palica	N;SG	N;NOM;FEM;SG
tongkat	palico	tongkat	palica	N;SG	N;ACC;FEM;SG
larutan	rešitev	larutan	rešitev	N;SG	N;NOM;FEM;SG
larutan	raztopina	larutan	raztopina	N;SG	N;NOM;FEM;SG
klaim	zahtevek	klaim	zahtevek	N;SG	N;NOM;MASC;SG
klaim	terjatev	klaim	terjatev	N;SG	N;NOM;FEM;SG
klaim	trditev	klaim	trditev	N;SG	N;NOM;FEM;SG
pembakaran	zgorevanja	penbakaran	zgorevanje	N;SG	N;GEN;NEUT;SG
pembakaran	sežig	penbakaran	sežig	N;SG	N;NOM;MASC;SG
pembakaran	požig	penbakaran	požig	N;SG	N;NOM;MASC;SG
pembakaran	gorenje	penbakaran	gorenje	N;SG	N;NOM;NEUT;SG
spesial	specialno	spesial	specialno	ADJ;SG	ADJ;NOM;NEUT;SG
spesial	posebna	spesial	poseben	ADJ;SG	ADJ;NOM;FEM;SG
spesial	poseben	spesial	poseben	ADJ;SG	ADJ;NOM;INDF;MASC;SG
jendela	windows	jendela	windows	N;SG	N;NOM;MASC;SG
jendela	okno	jendela	okno	N;SG	N;NOM;NEUT;SG
perisai	ščit	perisai	ščit	N;SG	N;NOM;MASC;SG
penggabungan	združevanje	pengabungan	združevanje	N;SG	N;NOM;NEUT;SG
pisau	nož	pisau	nož	N;SG	N;NOM;MASC;SG
tabung	cev	tabung	cev	N;SG	N;NOM;FEM;SG
ulasan	revizija	ulasan	revizija	N;SG	N;NOM;FEM;SG
ulasan	pregledovanje	ulasan	pregledovanje	N;SG	N;NOM;NEUT;SG
ulasan	pregled	ulasan	pregled	N;SG	N;NOM;MASC;SG
sisik	luske	sisik	luska	N	N;NOM;FEM;PL
sisik	tehtnice	sisik	tehtnica	N	N;NOM;FEM;PL
sisik	tehtnica	sisik	tehtnica	N	N;NOM;FEM;SG
sisik	lestvice	sisik	lestvica	N	N;NOM;FEM;PL
subjek	predmet	subjek	predmet	N;SG	N;NOM;MASC;SG
subjek	osebek	subjek	osebek	N;SG	N;NOM;MASC;SG
subjek	subjekt	subjek	subjekt	N;SG	N;NOM;MASC;SG
atlantik	atlantic	atlantik	atlantica	N;SG	N;NOM;MASC;SG
atlantik	atlantik	atlantik	atlantik	N;SG	N;NOM;MASC;SG
diesel	dizel	diesel	dizel	N	N;NOM;MASC;SG
menandakan	označuje	mentandakan	označevati	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
menandakan	nakazuje	mentandakan	nakazovati	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
elang	orel	elang	orela	N	N;NOM;MASC;SG
elang	eagle	elang	eagel	N	N;NOM;MASC;SG
elang	orla	elang	orel	N	N;NOM;MASC;SG
elang	jastreb	elang	jastreb	N	N;NOM;MASC;SG
elang	hawk	elang	hawka	N	N;NOM;MASC;SG
elang	sokol	elang	sokol	N	N;NOM;MASC;SG
elang	orli	elang	orel	N	N;NOM;MASC;PL
elang	hawks	elang	hawks	N	N;NOM;MASC;SG
elang	falcon	elang	falcon	N	N;NOM;MASC;SG
elang	sokol	elang	sokol	N	N;NOM;MASC;SG
linux	linux	linux	linux	N	N;NOM;MASC;SG
terancam	grozil	terancam	groziti	V;SG;PASS	V;IPFV;MASC;SG;V.PTCP
bertentangan	nasprotuje	bertentangan	nasprotovati	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
papirus	papirus	papirus	papirus	N	N;NOM;MASC;SG
asrama	hostel	asrama	hosteti	N;SG	N;NOM;MASC;SG
tepung	moko	tepung	moka	N;SG	N;ACC;FEM;SG
tepung	moka	tepung	moka	N;SG	N;NOM;FEM;SG
ekspor	izvoz	ekspor	izvoz	N;SG	N;NOM;MASC;SG
ekspor	izvoz	ekspor	izvoz	N;SG	N;NOM;MASC;SG
perlahan	počasi	perlahan	počasi	ADV	ADV
perlahan	počasi	perlahan	počasi	ADV	ADV
host	gostitelja	host	gostitelj	N	N;ANIM;ACC;MASC;SG
host	gostitelj	host	gostitelj	N	N;NOM;MASC;SG
host	gostitelji	host	gostitelj	N	N;NOM;MASC;PL
pastor	župnik	pastor	župnik	N	N;NOM;MASC;SG
pastor	pastor	pastor	pastor	N	N;NOM;MASC;SG
unesco	unesco	unesco	unesco	N	N;NOM;MASC;SG
kemanusiaan	človečnost	kemanusiaan	človečnost	N;SG	N;NOM;FEM;SG
kemanusiaan	človeštvo	kemanusiaan	človeštvo	N;SG	N;NOM;NEUT;SG
kemanusiaan	humanistika	kemanusiaan	humanistika	N;SG	N;NOM;FEM;SG
kristal	kristal	kristal	kristati	N;SG	N;NOM;MASC;SG
jeruk	pomaranča	jeruk	pomaranča	N;SG	N;NOM;FEM;SG
jeruk	citrus	jeruk	citrus	N;SG	N;NOM;MASC;SG
jeruk	mandarina	jeruk	mandarina	N;SG	N;NOM;FEM;SG
kreatif	ustvarjalna	kreatif	ustvarjalen	ADJ;SG	ADJ;NOM;FEM;SG
kreatif	ustvarjalni	kreatif	ustvarjalen	ADJ;SG	ADJ;NOM;MASC;SG
kreatif	kreativno	kreatif	kreativno	ADJ;SG	ADJ;NOM;NEUT;SG
ejaan	črkovanje	ejaan	črkovanje	N	N;NOM;NEUT;SG
gudang	lopo	gudang	lop	N;SG	N;ACC;FEM;SG
gudang	skladišče	gudang	skladišče	N;SG	N;NOM;NEUT;SG
gudang	hlev	gudang	hlev	N;SG	N;NOM;MASC;SG
gudang	skedenj	gudang	skedenje	N;SG	N;NOM;MASC;SG
gudang	skednju	gudang	skednji	N;SG	N;DAT;MASC;SG
pergantian	zamenjava	pergantian	zamenjava	N;SG	N;NOM;FEM;SG
pergantian	nadomestitev	pergantian	nadomestitev	N;SG	N;NOM;FEM;SG
pergantian	nadomeščanje	pergantian	nadomeščanje	N;SG	N;NOM;NEUT;SG
palang	križec	palang	križec	N;SG;ACT	N;NOM;MASC;SG
palang	križ	palang	križ	N;SG;ACT	N;NOM;MASC;SG
palang	cross	palang	cross	N;SG;ACT	N;NOM;MASC;SG
transaksi	transakcija	transaksi	transakcija	N	N;NOM;FEM;SG
transaksi	transakcijo	transaksi	transakcija	N	N;ACC;FEM;SG
transaksi	transakcije	transaksi	transakcija	N	N;NOM;FEM;PL
transaksi	transakcije	transaksi	transakcija	N	N;NOM;FEM;PL
komposer	skladatelj	komposer	skladatelj	N;SG	N;NOM;MASC;SG
kanal	kanal	kanal	kanal	N	N;NOM;MASC;SG
kanal	kanali	kanal	kanal	N	N;NOM;MASC;PL
kanal	kanali	kanal	kanal	N	N;NOM;MASC;PL
kanal	kanal	kanal	kanal	N	N;NOM;MASC;SG
prasarana	infrastrukturo	prasarana	infrastruktura	N;SG	N;ACC;FEM;SG
prasarana	infrastruktura	prasarana	infrastruktura	N;SG	N;NOM;FEM;SG
ucapan	govor	ucapan	govor	N;SG	N;NOM;MASC;SG
samurai	samuraj	samurai	samuraj	N	N;NOM;MASC;SG
samurai	samuraji	samurai	samuraj	N	N;NOM;MASC;PL
kerusuhan	nemir	kerusuhan	nemir	N;SG	N;NOM;MASC;SG
kerusuhan	upor	kerusuhan	upor	N;SG	N;NOM;MASC;SG
wahana	jaha	wahana	jaha	N;SG	N;NOM;FEM;SG
napoleon	menuet	napoleon	menuet	N	N;NOM;MASC;SG
napoleon	napoleon	napoleon	napoleon	N	N;NOM;MASC;SG
tsunami	cunami	tsunami	cuna	N	N;NOM;MASC;SG
tsunami	cunamijev	tsunami	cunamij	N	N;GEN;MASC;PL
kru	kru	kru	kru	N;SG	N;NOM;MASC;SG
kru	posadka	kru	posadka	N;SG	N;NOM;FEM;SG
ditarik	potegnil	ditarik	potegniti	V;SG;PASS	V;PFV;MASC;SG;V.PTCP
jalanan	ulico	jalanan	ulica	N;SG	N;ACC;FEM;SG
jalanan	ulica	jalanan	ulica	N;SG	N;NOM;FEM;SG
menaklukkan	osvojil	mentaklukkan	osvojiti	V;SG;ACT	V;PFV;MASC;SG;V.PTCP
sulung	prvorojenec	sulung	prvorojenec	N;SG	N;NOM;MASC;SG
mutiara	biser	mutiara	biser	N;SG	N;NOM;MASC;SG
prosedur	postopek	prosedur	postopek	N;SG	N;NOM;MASC;SG
nasib	usoda	nasib	usoda	N;SG	N;NOM;FEM;SG
nasib	usodo	nasib	usoda	N;SG	N;ACC;FEM;SG
juventus	juventus	juventus	juventus	N	N;NOM;MASC;SG
tenang	miren	tenang	miren	ADJ;SG	ADJ;NOM;INDF;MASC;SG
tenang	umirjeno	tenang	umirjen	ADJ;SG	ADJ;NOM;NEUT;SG;V.PTCP
airbus	airbus	airbus	airbus	N;SG	N;NOM;MASC;SG
irama	ritem	irama	ritem	N;SG	N;NOM;MASC;SG
larangan	ban	larangan	ban	N;SG	N;NOM;MASC;SG
larangan	prepoved	larangan	prepoved	N;SG	N;NOM;FEM;SG
larangan	prepovedi	larangan	prepoved	N;SG	N;NOM;FEM;SG
vatikan	vatikanu	vatikan	vatikan	N;SG	N;DAT;MASC;SG
vatikan	vatikan	vatikan	vatikan	N;SG	N;NOM;MASC;SG
busana	fashion	busana	fashion	N;SG	N;NOM;MASC;SG
busana	moda	busana	moda	N;SG	N;NOM;FEM;SG
busana	modo	busana	moda	N;SG	N;ACC;FEM;SG
css	css	css	css	N	N;NOM;MASC;SG
pendaratan	pristanek	pendaratan	pristanek	N;SG	N;NOM;MASC;SG
pendaratan	pristajanje	pendaratan	pristajanje	N;SG	N;NOM;NEUT;SG
komplek	kompleks	komplek	kompleks	N;SG	N;NOM;MASC;SG
topeng	masko	topeng	maska	N;SG	N;ACC;FEM;SG
topeng	maska	topeng	maska	N;SG	N;NOM;FEM;SG
kekristenan	krščanstvo	kekristenan	krščanstvo	N;SG	N;NOM;NEUT;SG
pacar	dekle	pacar	dekle	N;SG	N;NOM;NEUT;SG
pacar	punco	pacar	punca	N;SG	N;ACC;FEM;SG
pacar	punca	pacar	punca	N;SG	N;NOM;FEM;SG
pacar	fant	pacar	fant	N;SG	N;NOM;MASC;SG
kanon	canon	kanon	canon	N	N;NOM;MASC;SG
konsumsi	potrošnja	konsumsi	potrošnja	N;SG	N;NOM;FEM;SG
konsumsi	poraba	konsumsi	poraba	N;SG	N;NOM;FEM;SG
didominasi	prevladovala	didominasi	prevladovati	V;SG;PASS	V;IPFV;FEM;SG;V.PTCP
silsilah	rodovnik	silsilah	rodovnik	N	N;NOM;MASC;SG
silsilah	rodoslovje	silsilah	rodoslovje	N	N;NOM;NEUT;SG
netral	nepristranski	netral	nepristranski	ADJ;SG	ADJ;NOM;MASC;SG
netral	nepristransko	netral	nepristranski	ADJ;SG	ADJ;NOM;NEUT;SG
netral	nevtralno	netral	nevtralno	ADJ;SG	ADJ;NOM;NEUT;SG
netral	nevtralni	netral	nevtralen	ADJ;SG	ADJ;NOM;DEF;MASC;SG
netral	nevtralen	netral	nevtralen	ADJ;SG	ADJ;NOM;INDF;MASC;SG
kediaman	prebivanje	kediaman	prebivanje	N;SG	N;NOM;NEUT;SG
kediaman	bivališče	kediaman	bivališče	N;SG	N;NOM;NEUT;SG
kediaman	bivanje	kediaman	bivanje	N;SG	N;NOM;NEUT;SG
kediaman	rezidenca	kediaman	rezidenca	N;SG	N;NOM;FEM;SG
kediaman	prebivališče	kediaman	prebivališče	N;SG	N;NOM;NEUT;SG
perempat	četrtine	perempat	četrtina	N	N;NOM;FEM;PL
optik	optika	optik	optika	N;SG	N;NOM;FEM;SG
pelayan	natakar	penlayan	natakar	N;SG	N;NOM;MASC;SG
keindahan	lepotici	keindahan	lepotica	N;SG	N;NOM;FEM;SG
keindahan	lepoto	keindahan	lepota	N;SG	N;ACC;FEM;SG
keindahan	lepoti	keindahan	lepota	N;SG	N;DAT;FEM;SG
keindahan	lepotica	keindahan	lepotica	N;SG	N;NOM;FEM;SG
keindahan	lepota	keindahan	lepota	N;SG	N;NOM;FEM;SG
seksi	sexy	seksi	sexy	N;SG	N;NOM;FEM;SG
seksi	seksi	seksi	seksa	N;SG	N;NOM;MASC;SG
seksi	odsek	seksi	odsek	N;SG	N;NOM;MASC;SG
seksi	poglavje	seksi	poglavje	N;SG	N;NOM;NEUT;SG
seksi	razdelek	seksi	razdelek	N;SG	N;NOM;MASC;SG
seksi	oddelek	seksi	oddelek	N;SG	N;NOM;MASC;SG
dipaksa	prisilil	dipaksa	prisiliti	V;SG;PASS	V;PFV;MASC;SG;V.PTCP
editing	urejanje	editing	urejanje	N	N;NOM;NEUT;SG
euro	eurov	euro	eurov	N	N;GEN;MASC;PL
euro	evrov	euro	evro	N	N;GEN;MASC;PL
euro	evro	euro	evro	N	N;NOM;MASC;SG
euro	euro	euro	eura	N	N;NOM;MASC;SG
etika	bonton	etika	bonton	N;SG	N;NOM;MASC;SG
etika	etiko	etika	etika	N;SG	N;ACC;FEM;SG
etika	etika	etika	etika	N;SG	N;NOM;FEM;SG
ketat	tesen	ketat	tesen	ADJ;SG	ADJ;NOM;INDF;MASC;SG
ketat	tesna	ketat	tesen	ADJ;SG	ADJ;NOM;FEM;SG
ketat	stroga	ketat	strog	ADJ;SG	ADJ;NOM;FEM;SG
ketat	strogi	ketat	strog	ADJ;SG	ADJ;NOM;MASC;SG
jendral	generali	jendral	general	N	N;NOM;MASC;PL
jendral	generalov	jendral	general	N	N;GEN;MASC;PL
menembak	ustreli	mentembak	ustreti	V;SG;ACT	V;PFV;IND;SG;3;PRS;FIN
truk	tovornjak	truk	tovornjak	N;SG	N;NOM;MASC;SG
truk	kamion	truk	kamion	N;SG	N;NOM;MASC;SG
truk	tovornjak	truk	tovornjak	N;SG	N;NOM;MASC;SG
berapi	vulkan	berrapi	vulkan	N;SG;ACT	N;NOM;MASC;SG
alkohol	alkohol	alkohol	alkohol	N;SG	N;NOM;MASC;SG
alkohol	alkohola	alkohol	alkohol	N;SG	N;GEN;MASC;SG
alkohol	alkoholik	alkohol	alkoholik	N;SG	N;NOM;MASC;SG
sempit	ozka	sempit	ozek	ADJ;SG	ADJ;NOM;FEM;SG
sempit	ozek	sempit	ozek	ADJ;SG	ADJ;NOM;INDF;MASC;SG
misionaris	misijonarji	misionaris	misijonar	N	N;NOM;MASC;PL
misionaris	misijonar	misionaris	misijonar	N	N;NOM;MASC;SG
kerugian	izguba	kerugian	izguba	N;SG	N;NOM;FEM;SG
kerugian	izguba	kerugian	izguba	N;SG	N;NOM;FEM;SG
kerugian	pomanjkljivost	kerugian	pomanjkljivost	N;SG	N;NOM;FEM;SG
panen	žetev	panen	žetev	N;SG	N;NOM;FEM;SG
panen	pridelek	panen	pridelek	N;SG	N;NOM;MASC;SG
panen	letina	panen	letina	N;SG	N;NOM;FEM;SG
panen	žetev	panen	žetev	N;SG	N;NOM;FEM;SG
panen	nabiranje	panen	nabiranje	N;SG	N;NOM;NEUT;SG
panen	trgatev	panen	trgatev	N;SG	N;NOM;FEM;SG
publikasi	izdajanje	publikasi	izdajanje	N	N;NOM;NEUT;SG
publikasi	objavo	publikasi	objava	N	N;ACC;FEM;SG
publikasi	objavljanje	publikasi	objavljanje	N	N;NOM;NEUT;SG
publikasi	reklamo	publikasi	reklama	N	N;ACC;FEM;SG
publikasi	objava	publikasi	objava	N	N;NOM;FEM;SG
publikasi	objavo	publikasi	objava	N	N;ACC;FEM;SG
publikasi	objavljanje	publikasi	objavljanje	N	N;NOM;NEUT;SG
publikasi	publikacije	publikasi	publikacija	N	N;NOM;FEM;PL
seminar	seminarji	seminar	seminar	N	N;NOM;MASC;PL
seminar	seminarja	seminar	seminar	N	N;NOM;MASC;SG
seminar	seminar	seminar	seminar	N	N;NOM;MASC;SG
kerajinan	plovilo	kerajinan	plovilo	N;SG	N;NOM;NEUT;SG
kerajinan	obrti	kerajinan	obrt	N;SG	N;NOM;FEM;SG
tembakan	streljanje	tembakan	streljanje	N;SG	N;NOM;NEUT;SG
rombongan	spremstvo	rombongan	spremstvo	N;SG	N;NOM;NEUT;SG
berkontribusi	prispeva	berkontribusi	prispevati	V;SG;ACT	V;IND;SG;3;PRS;FIN
berkontribusi	prispevati	berkontribusi	prispevati	V;SG;ACT	V;NFIN
plastik	plastika	plastik	plastika	N	N;NOM;FEM;SG
plastik	plastike	plastik	plastika	N	N;NOM;FEM;PL
plastik	plastiko	plastik	plastika	N	N;ACC;FEM;SG
plastik	plastika	plastik	plastika	N	N;NOM;FEM;SG
nyanyian	petja	nyanyian	petje	N;SG	N;GEN;NEUT;SG
mitos	mitov	mitos	mit	N	N;GEN;MASC;PL
mitos	miti	mitos	miti	N	N;NOM;MASC;PL
mitos	mit	mitos	mit	N	N;NOM;MASC;SG
penyelenggara	gostovanje	penselenggara	gostovanje	N;SG	N;NOM;NEUT;SG
penyelenggara	gostitelja	penselenggara	gostitelj	N;SG	N;ANIM;ACC;MASC;SG
penyelenggara	gostitelj	penselenggara	gostitelj	N;SG	N;NOM;MASC;SG
penyelenggara	organizator	penselenggara	organizator	N;SG	N;NOM;MASC;SG
potensial	potencial	potensial	potencial	N;SG	N;NOM;MASC;SG
