και	그리고	και	그리고	CONJ	CONJ
παράγωγα	파생상품	παράγωγο	파생+상품	N;NOM;NEUT;PL	N
πρωτεΐνες	단백질	πρωτεύνα	단백질	N;NOM;FEM;PL	N
πρωτεΐνες	단백질	πρωτεύνα	단백질	N;NOM;FEM;PL	N
υγρά	음료	υγρά	음료	N;NOM;NEUT;PL	N
υγρά	액체	υγρά	액체	N;NOM;NEUT;PL	N
υγρά	액체	υγρά	액체	N;NOM;NEUT;PL	N
υγρά	액체	υγρά	액체	N;NOM;NEUT;PL	N
υγρά	리퀴드	υγρά	리퀴드	N;NOM;NEUT;PL	N
ατμών	증기	ατμός	증기	N;GEN;NEUT;PL	N
γενικώς	일반적으로	γενικώς	일반+적+으로	ADV	ADV
υποβρύχιο	서브	υποβρύχιο	서브	N;NOM;NEUT;SG	N
αλιεία	낚시	αλιεία	낚시	N;NOM;FEM;SG	N
φιλολογία	문학	φιλολογία	문학	N;NOM;FEM;SG	N
τέκνα	어린이들	τέκνα	어린이+들	N;NOM;NEUT;PL	N
τέκνα	자녀	τέκνα	자녀	N;NOM;NEUT;PL	N
τέκνα	어린이	τέκνα	어린이	N;NOM;NEUT;PL	N
τέκνα	아이들	τέκνα	아이+들	N;NOM;NEUT;PL	N
χριστιανισμού	기독교	χριστιανισμός	기독교	N;GEN;MASC;SG	N
διαλέξεις	강연	διάλεξη	강연	N;NOM;FEM;PL	N
συμφωνίες	협약	συμφωνία	협약	N;NOM;FEM;PL	N
συμφωνίες	협정	συμφωνία	협정	N;NOM;FEM;PL	N
σκάνδαλο	스캔들	σκάνδαλο	스캔들	N;NOM;NEUT;SG	N
δώρο	현재	δώρος	현재	N;NOM;NEUT;SG	N
δώρο	선물	δώρος	선물	N;NOM;NEUT;SG	N
δώρο	선물	δώρος	선물	N;NOM;NEUT;SG	N
ιερέα	성직자	ιερία	성직자	N;ACC;MASC;SG	N
άδειες	허가	άδεια	허+가	N;NOM;FEM;PL	N
οδηγό	운전사	οδηγός	운전사	N;ACC;MASC;SG	N
οδηγό	가이드	οδηγός	가이드	N;ACC;MASC;SG	N
οδηγό	안내	οδηγός	안내	N;ACC;MASC;SG	N
διακόπηκε	중단됨	διακόπτω	중단+되+ㄴ	V;PFV;IND;SG;3;PST;FIN;PASS	V
εξουσίες	권력	εξουσία	권력	N;NOM;FEM;PL	N
θρύλος	전설	θρύλος	전설	N;NOM;MASC;SG	N
καλλιέργειες	농작물이	καλλιέργεια	농작물+이	N;NOM;FEM;PL	N
καλλιέργειες	농작물	καλλιέργεια	농작물	N;NOM;FEM;PL	N
καλλιέργειες	곡물	καλλιέργεια	곡물	N;NOM;FEM;PL	N
καλλιέργειες	문화	καλλιέργεια	문화	N;NOM;FEM;PL	N
τοπία	풍경	τοπία	풍경	N;NOM;NEUT;PL	N
συνταγματάρχη	대령	συνταγματάρχης	대령	N;NOM;MASC;SG	N
αποθήκευση	저장소	αποθήκευση	저장소	N;NOM;FEM;SG	N
αποθήκευση	스토리지	αποθήκευση	스토리+지	N;NOM;FEM;SG	N
μουσουλμάνους	무슬림	μουσουλμάνος	무슬림	N;ACC;MASC;PL	N
όραμα	시력	όραμα	시력	N;NOM;NEUT;SG	N
όραμα	시각	όραμα	시각	N;NOM;NEUT;SG	N
λεπτομέρεια	상세	λεπτομέρεια	상세	N;NOM;FEM;SG	N
λεπτομέρεια	세부사항	λεπτομέρεια	세부+사항	N;NOM;FEM;SG	N
ψυχής	영혼	ψυχή	영혼	N;GEN;FEM;SG	N
εμπειρίες	경험	εμπειρία	경험	N;NOM;FEM;PL	N
εμπειρίες	체험	εμπειρία	체험	N;NOM;FEM;PL	N
κατακτήσεις	정복	κατάκτηση	정복	N;NOM;FEM;PL	N
τράπεζες	은행	τράπεζα	은행	N;NOM;FEM;PL	N
τράπεζες	은행	τράπεζα	은행	N;NOM;FEM;PL	N
τράπεζες	뱅킹	τράπεζα	뱅킹	N;NOM;FEM;PL	N
αφήγηση	스토리텔링	αφήγηση	스토리텔링	N;ACC;FEM;SG	N
τέταρτος	넷째	τέταρτος	넷째	NUM;NOM;MASC;SG	NUM
ανάφλεξης	점화	ανάφλεξη	점화	N;GEN;FEM;SG	N
διεύθυνσης	스티어링	διεύθυνση	스티어링	N;GEN;FEM;SG	N
διεύθυνσης	핸들링	διεύθυνση	핸들링	N;GEN;FEM;SG	N
λίγοι	몇몇	λίγος	몇몇	ADJ;NOM;MASC;PL	ADJ
πορτρέτο	초상화	πορτρέτω	초상화	N;NOM;NEUT;SG	N
πορτρέτο	인물	πορτρέτω	인물	N;NOM;NEUT;SG	N
φαγητό	음식	φαγητό	음식	N;NOM;NEUT;SG	N
φαγητό	식량	φαγητό	식량	N;NOM;NEUT;SG	N
φαγητό	식품	φαγητό	식품	N;NOM;NEUT;SG	N
ουράνιο	우라늄	ουράνιος	우라늄	N;NOM;NEUT;SG	N
κρόνου	토성	κρόνος	토성	N;GEN;MASC;SG	N
σεβασμό	존경	σεβασμός	존경	N;ACC;MASC;SG	N
σεβασμό	존중	σεβασμός	존중	N;ACC;MASC;SG	N
απαντήσεις	응답	απάντηση	응답	N;NOM;FEM;PL	N
απαντήσεις	답변	απάντηση	답변	N;NOM;FEM;PL	N
απαντήσεις	답변	απάντηση	답변	N;NOM;FEM;PL	N
απαντήσεις	대답	απάντηση	대답	N;NOM;FEM;PL	N
απαντήσεις	응답	απάντηση	응답	N;NOM;FEM;PL	N
απαντήσεις	답변	απάντηση	답변	N;NOM;FEM;PL	N
κτήμα	부동산	κτήμα	부동산	N;NOM;NEUT;SG	N
μουσουλμάνων	무슬림	μουσουλμάνος	무슬림	N;GEN;MASC;PL	N
λεκάνη	골반	λεκάνη	골반	N;NOM;FEM;SG	N
λεκάνη	변기	λεκάνη	변기	N;NOM;FEM;SG	N
λεκάνη	화장실	λεκάνη	화장실	N;NOM;FEM;SG	N
μοναρχία	군주제	μοναρχία	군주제	N;NOM;FEM;SG	N
μοναρχία	군주	μοναρχία	군주	N;NOM;FEM;SG	N
ταμείο	기금	ταμείο	기금	N;NOM;NEUT;SG	N
ταμείο	펀드	ταμείο	펀드	N;NOM;NEUT;SG	N
εθελοντές	자원봉사자	εθελοντής	자원+봉사자	N;NOM;MASC;PL	N
εθελοντές	자원봉사	εθελοντής	자원+봉사	N;NOM;MASC;PL	N
εθελοντές	봉사자	εθελοντής	봉사자	N;NOM;MASC;PL	N
σκόνη	먼지	σκόνη	먼지	N;NOM;FEM;SG	N
κάρτα	엽서	κάρτα	엽서	N;NOM;FEM;SG	N
κάρτα	카드	κάρτα	카드	N;NOM;FEM;SG	N
αιτίες	원인	αιτία	원인	N;NOM;FEM;PL	N
κιβώτιο	상자	κιβώτιος	상자	N;NOM;NEUT;SG	N
υποχρέωση	책임	υποχρέωση	책임	N;ACC;FEM;SG	N
υποχρέωση	의무	υποχρέωση	의무	N;ACC;FEM;SG	N
πλούτο	재산	πλούτος	재산	N;ACC;MASC;SG	N
αντιπαράθεση	논란	αντιπαράθεση	논란	N;ACC;FEM;SG	N
αντιπαράθεση	논쟁	αντιπαράθεση	논쟁	N;ACC;FEM;SG	N
θυσία	희생	θυσία	희생	N;ACC;FEM;SG	N
κελσίου	섭씨	κέλσιο	섭씨	N;NOM;MASC;SG	N
μονοπάτι	흔적	μονοπάτι	흔적	N;NOM;NEUT;SG	N
μονοπάτι	트레일	μονοπάτι	트레일	N;NOM;NEUT;SG	N
αλληλεπίδραση	약혼	αλληλεπίδραση	약혼	N;ACC;FEM;SG	N
αλληλεπίδραση	참여	αλληλεπίδραση	참여	N;ACC;FEM;SG	N
αλληλεπίδραση	상호작용	αλληλεπίδραση	상호+작용	N;ACC;FEM;SG	N
σέρβων	세르비아인	σέρβων	세르비아인	N;GEN;NEUT;PL	N
κατάλογοι	디렉토리	κατάλογος	디렉토리	N;NOM;MASC;PL	N
κατάλογοι	디렉터리	κατάλογος	디렉터리	N;NOM;MASC;PL	N
κατάλογοι	목록	κατάλογος	목록	N;NOM;MASC;PL	N
τροποποίηση	수정	τροποποίηση	수정	N;ACC;FEM;SG	N
σκούρο	어둠	σκούρος	어둠	N;NOM;NEUT;SG	N
ηρώων	영웅	ηρώ	영웅	N;GEN;MASC;PL	N
μερικώς	부분적으로	μερικώς	부분+적+으로	ADV	ADV
μερικώς	부분적으로	μερικώς	부분+적+으로	ADV	ADV
εισπράξεις	영수증	εισπράξη	영수증	N;NOM;FEM;PL	N
περιορισμούς	제한	περιορισμός	제한	N;ACC;MASC;PL	N
περιορισμούς	한계	περιορισμός	한계	N;ACC;MASC;PL	N
περιορισμούς	제한	περιορισμός	제한	N;ACC;MASC;PL	N
ιερείς	사제들	ιερώ	사제+들	N;NOM;MASC;PL	N
εμπιστοσύνη	자신감	εμπιστοσύνη	자신감	N;ACC;FEM;SG	N
εμπιστοσύνη	신탁	εμπιστοσύνη	신탁	N;ACC;FEM;SG	N
ενσωμάτωση	통합	ενσωμάτωση	통합	N;ACC;FEM;SG	N
ουδέτερο	중성	ούδετερος	중성	N;NOM;NEUT;SG	N
ουδέτερο	중립성	ούδετερος	중립성	N;NOM;NEUT;SG	N
ιεραρχία	계층	ιεραρχία	계층	N;NOM;FEM;SG	N
φαράγγι	협곡	φαράγγι	협곡	N;NOM;NEUT;SG	N
φαράγγι	협곡	φαράγγι	협곡	N;NOM;NEUT;SG	N
συναλλαγές	무역	συναλλαγή	무역	N;NOM;FEM;PL	N
συναλλαγές	거래	συναλλαγή	거래	N;NOM;FEM;PL	N
συναλλαγές	트랜잭션	συναλλαγή	트랜잭션	N;NOM;FEM;PL	N
οροφή	천장	οροφή	천장	N;ACC;FEM;SG	N
οροφή	지붕	οροφή	지붕	N;ACC;FEM;SG	N
βιομηχανίες	업종	βιομηχανία	업종	N;NOM;FEM;PL	N
βιομηχανίες	산업	βιομηχανία	산업	N;NOM;FEM;PL	N
κυρίαρχη	지배	κυρίαρχη	지배	N;NOM;FEM;SG	N
κυρίαρχη	지배자	κυρίαρχη	지배자	N;NOM;FEM;SG	N
κλάση	학급	κλάση	학급	N;NOM;FEM;SG	N
κλάση	계급	κλάση	계급	N;NOM;FEM;SG	N
κλάση	클래스	κλάση	클래스	N;NOM;FEM;SG	N
κλάση	수업	κλάση	수업	N;NOM;FEM;SG	N
καμπύλη	커브	καμπύλη	커브	N;NOM;FEM;SG	N
εσείς	당신은	εγώ	당신+은	PRO;NOM;MASC;PL;2	PRO
εσείς	당신	εγώ	당신	PRO;NOM;MASC;PL;2	PRO
κυρίαρχο	지배	κυρίαρχος	지배	N;NOM;NEUT;SG	N
κυρίαρχο	지배자	κυρίαρχος	지배자	N;NOM;NEUT;SG	N
κυρίαρχο	주권	κυρίαρχος	주권	N;NOM;NEUT;SG	N
περιστασιακά	가끔	περιστασιακός	가끔	ADV	ADV
περιστασιακά	때때로	περιστασιακός	때때로	ADV	ADV
φυλών	품종	φυλό	품종	N;GEN;FEM;PL	N
πρόκληση	도전	πρόκληση	도전	N;ACC;FEM;SG	N
λιμάνια	항구	λιμάνια	항구	N;NOM;NEUT;PL	N
αντιγραφή	복사	αντιγραφή	복사	N;NOM;FEM;SG	N
αντιγραφή	중복	αντιγραφή	중복	N;NOM;FEM;SG	N
αντιγραφή	복제	αντιγραφή	복제	N;NOM;FEM;SG	N
αντιγραφή	복사	αντιγραφή	복사	N;NOM;FEM;SG	N
αντιγραφή	복사본	αντιγραφή	복사본	N;NOM;FEM;SG	N
αντιγραφή	사본	αντιγραφή	사본	N;NOM;FEM;SG	N
αντιγραφή	복사	αντιγραφή	복사	N;NOM;FEM;SG	N
τάφοι	무덤	τάφος	무덤	N;NOM;NEUT;PL	N
κόκκινα	붉은	κόκκινος	붉+ㄴ	ADJ;NOM;NEUT;PL	ADJ
αρχηγοί	지도자	αρχηγός	지도자	N;NOM;MASC;PL	N
σύνοψη	요약	σύνοψη	요약	N;NOM;FEM;SG	N
παρεκκλήσι	예배당	παρεκκλήσι	예배당	N;NOM;NEUT;SG	N
αεροπλάνο	비행기	αεροπλάνο	비행기	N;NOM;NEUT;SG	N
αεροπλάνο	비행기	αεροπλάνο	비행기	N;NOM;NEUT;SG	N
έρημο	사막	έρημος	사막	N;ACC;MASC;SG	N
εργαζομένων	노동자	εργαζόμενος	노동자	N;GEN;MASC;PL	N
εργαζομένων	노동자들	εργαζόμενος	노동자+들	N;GEN;MASC;PL	N
εργαζομένων	근로자	εργαζόμενος	근로자	N;GEN;MASC;PL	N
στέγη	지붕	στέγος	지붕	N;NOM;FEM;SG	N
τάσης	전압	τάση	전압	N;GEN;FEM;SG	N
συνταγματάρχης	대령	συνταγματάρχης	대령	N;NOM;MASC;SG	N
αρχηγείο	본부	αρχηγείο	본부	N;NOM;NEUT;SG	N
αρχηγείο	본사	αρχηγείο	본사	N;NOM;NEUT;SG	N
πιθανότητες	확률	πιθανότητα	확률	N;NOM;FEM;PL	N
πιθανότητες	확률	πιθανότητα	확률	N;NOM;FEM;PL	N
πιθανότητες	가능성	πιθανότητα	가능성	N;NOM;FEM;PL	N
στόχων	목표	στόχος	목표	N;GEN;MASC;PL	N
καταδίκη	판결	καταδίκη	판결	N;ACC;FEM;SG	N
εξαφάνιση	소실	εξαφάνιση	소실	N;ACC;FEM;SG	N
εξαφάνιση	실종	εξαφάνιση	실종	N;ACC;FEM;SG	N
εξαφάνιση	대량절멸	εξαφάνιση	대량절멸	N;ACC;FEM;SG	N
εξαφάνιση	멸종	εξαφάνιση	멸종	N;ACC;FEM;SG	N
κριτικοί	비평가	κριτικός	비평가	N;NOM;MASC;PL	N
μάρμαρο	대리석	μάρμαρο	대리석	N;NOM;NEUT;SG	N
αζώτου	질소	άζωτο	질소	N;GEN;NEUT;SG	N
μάθησης	학습	μάθηση	학습	N;GEN;FEM;SG	N
κοιμητήριο	묘지	κοιμητήριο	묘지	N;NOM;NEUT;SG	N
εμπόδια	장애물	εμπόδιο	장애물	N;NOM;NEUT;PL	N
ηλεκτρονίων	전자	ηλεκτρόνιος	전자	N;GEN;NEUT;PL	N
βελτιώσεις	향상	βελτίωση	향상	N;NOM;FEM;PL	N
βελτιώσεις	개선	βελτίωση	개선	N;NOM;FEM;PL	N
υγρασία	습작	υγρασία	습작	N;NOM;FEM;SG	N
υγρασία	습윤	υγρασία	습윤	N;NOM;FEM;SG	N
υγρασία	습도	υγρασία	습+도	N;NOM;FEM;SG	N
διόρθωση	보정	διόρθωση	보정	N;ACC;FEM;SG	N
διόρθωση	교정	διόρθωση	교정	N;ACC;FEM;SG	N
πλεονεκτήματα	혜택	πλεονέκτημα	혜택	N;NOM;NEUT;PL	N
επιτυχώς	성공적으로	επιτυχώς	성공+적+으로	ADV	ADV
ραντάρ	레이더	ραντάρ	레이더	N;NOM;NEUT;SG	N
εκρήξεις	폭발	έκρηξη	폭발	N;NOM;FEM;PL	N
απαίτηση	요구사항	απαίτηση	요구사항	N;ACC;FEM;SG	N
όμηρος	인질	όμηρος	인질	N;NOM;MASC;SG	N
έρωτας	사랑	έρωτο	사랑	N;NOM;MASC;SG	N
ιστού	조직	ιστός	조직	N;GEN;NEUT;SG	N
αρχαιοτήτων	고고학	αρχαίοτητα	고고학	N;GEN;FEM;PL	N
πανηγύρι	공정	πανηγύρι	공정	N;NOM;NEUT;SG	N
πανηγύρι	박람회	πανηγύρι	박람회	N;NOM;NEUT;SG	N
χιλιοστά	밀리초	χιλιοστά	밀리초	N	N
διδάκτωρ	박사	διδάκτωρ	박사	N;NOM;NEUT;SG	N
αξιοπιστία	신뢰성	αξιοπιστία	신뢰성	N;ACC;FEM;SG	N
αξιοπιστία	신뢰성	αξιοπιστία	신뢰성	N;ACC;FEM;SG	N
στρατιώτης	군인	στρατιώτης	군인	N;NOM;MASC;SG	N
στρατιώτης	병사	στρατιώτης	병사	N;NOM;MASC;SG	N
κομήτης	혜성	κόμητος	혜성	N;NOM;MASC;SG	N
περιεκτικότητα	콘텐츠	περιεκτικότητα	콘텐츠	N;NOM;FEM;SG	N
περιεκτικότητα	컨텐츠	περιεκτικότητα	컨텐츠	N;NOM;FEM;SG	N
περιεκτικότητα	내용	περιεκτικότητα	내용	N;NOM;FEM;SG	N
ανάκτηση	복구	ανάκτηση	복구	N;ACC;FEM;SG	N
ανάκτηση	회복	ανάκτηση	회복	N;ACC;FEM;SG	N
κομήτη	혜성	κόμητος	혜성	N;NOM;MASC;SG	N
διακοπές	휴일	διακοπή	휴일	N;NOM;FEM;PL	N
διακοπές	명절	διακοπή	명절	N;NOM;FEM;PL	N
διακοπές	연휴	διακοπή	연휴	N;NOM;FEM;PL	N
διακοπές	휴가	διακοπή	휴가	N;NOM;FEM;PL	N
διακοπές	공휴일	διακοπή	공휴+이+ㄹ	N;NOM;FEM;PL	N
διακοπές	방학	διακοπή	방학	N;NOM;FEM;PL	N
διακοπές	휴가	διακοπή	휴가	N;NOM;FEM;PL	N
διακοπές	휴일	διακοπή	휴일	N;NOM;FEM;PL	N
διακοπές	연휴	διακοπή	연휴	N;NOM;FEM;PL	N
διακοπές	공휴일	διακοπή	공휴+이+ㄹ	N;NOM;FEM;PL	N
διακοπές	명절	διακοπή	명절	N;NOM;FEM;PL	N
εισόδημα	소득	εισόδημα	소득	N;NOM;NEUT;SG	N
εισόδημα	수입	εισόδημα	수입	N;NOM;NEUT;SG	N
αφαιρεθεί	삭제됨	αφαιρώ	삭제되+ㄴ	V;PFV;NFIN;PASS	V
αφαιρεθεί	삭제되었습니다	αφαιρώ	삭제+되+었+습니다	V;PFV;NFIN;PASS	V
φώτα	조명	φώτα	조명	N;NOM;NEUT;PL	N
διαδρομές	노선	διαδρομή	노선	N;NOM;FEM;PL	N
επιδρομή	습격	επιδρομή	습격	N;NOM;FEM;SG	N
εγκαταλείφθηκε	중단됨	εγκαταλείπω	중단+되+ㄴ	V;PFV;IND;SG;3;PST;FIN;PASS	V
εισιτήρια	티켓	εισιτήριο	티켓	N;NOM;NEUT;PL	N
ενοποίηση	통일	ενοποίηση	통일	N;ACC;FEM;SG	N
ενοποίηση	통합	ενοποίηση	통합	N;ACC;FEM;SG	N
δώρα	선물	δώρα	선물	N;NOM;NEUT;PL	N
δώρα	선물	δώρα	선물	N;NOM;NEUT;PL	N
επένδυση	투자	επένδυση	투자	N;ACC;FEM;SG	N
επένδυση	투자	επένδυση	투자	N;ACC;FEM;SG	N
έντασης	강도	ένταση	강도	N;GEN;FEM;SG	N
έντασης	강조	ένταση	강조	N;GEN;FEM;SG	N
συναντήσεις	미팅	συνάντηση	미팅	N;NOM;FEM;PL	N
ηθικό	윤리	ηθικός	윤리	N;NOM;NEUT;SG	N
ηθικό	윤리적	ηθικός	윤리+적	N;NOM;NEUT;SG	N
ηθικό	도덕	ηθικός	도덕	N;NOM;NEUT;SG	N
υπεράσπιση	방위	υπεράσπιση	방위	N;ACC;FEM;SG	N
υπεράσπιση	국방	υπεράσπιση	국방	N;ACC;FEM;SG	N
υπεράσπιση	디펜스	υπεράσπιση	디펜스	N;ACC;FEM;SG	N
υπεράσπιση	방위	υπεράσπιση	방위	N;ACC;FEM;SG	N
υπεράσπιση	국방	υπεράσπιση	국방	N;ACC;FEM;SG	N
υπεράσπιση	디펜스	υπεράσπιση	디펜스	N;ACC;FEM;SG	N
εγχειρίδιο	수동	εγχειρίδιο	수동	N;NOM;NEUT;SG	N
εγχειρίδιο	설명서	εγχειρίδιο	설명서	N;NOM;NEUT;SG	N
εγχειρίδιο	매뉴얼	εγχειρίδιο	매뉴얼	N;NOM;NEUT;SG	N
φίλη	친구	φίλος	친구	N;NOM;FEM;SG	N
προστίθεται	추가되었습니다	προστίθεμαι	추가+되+었+습니다	V;IPFV;IND;SG;3;PRS;FIN;PASS	V
προστίθεται	추가됨	προστίθεμαι	추가+되+ㄴ	V;IPFV;IND;SG;3;PRS;FIN;PASS	V
περιβάλλοντα	환경	περιβάλλον	환경	N;NOM;NEUT;PL	N
ίσο	평등	ίσο	평등	N;NOM;NEUT;SG	N
γιορτές	휴일	γιορτής	휴일	N;NOM;FEM;PL	N
γιορτές	연휴	γιορτής	연휴	N;NOM;FEM;PL	N
γιορτές	공휴일	γιορτής	공휴+이+ㄹ	N;NOM;FEM;PL	N
γιορτές	명절	γιορτής	명절	N;NOM;FEM;PL	N
αυτόματο	자동	αύτομα	자동	N;NOM;NEUT;SG	N
αυτόματο	자동	αύτομα	자동	N;NOM;NEUT;SG	N
ειδήσεις	뉴스	είδηση	뉴스	N;NOM;FEM;PL	N
ειδήσεις	소식	είδηση	소식	N;NOM;FEM;PL	N
αργή	느린	αργή	느리+ㄴ	ADJ;NOM;FEM;SG	ADJ
αργή	느리게	αργή	느리+게	ADJ;NOM;FEM;SG	ADJ
καυσίμων	연료	καύσιμος	연료	N;GEN;NEUT;PL	N
άρμα	전차	άρμα	전차	N;NOM;NEUT;SG	N
προσαρμογή	적응	προσαρμογή	적응	N;NOM;FEM;SG	N
προσαρμογή	조정	προσαρμογή	조정	N;NOM;FEM;SG	N
προσαρμογή	조정	προσαρμογή	조정	N;NOM;FEM;SG	N
προσαρμογή	적응	προσαρμογή	적응	N;NOM;FEM;SG	N
προσαρμογή	적응	προσαρμογή	적응	N;NOM;FEM;SG	N
στερεό	고체	στερεό	고체	N;NOM;NEUT;SG	N
περιπέτεια	어드벤처	περιπέτεια	어드벤처	N;NOM;FEM;SG	N
περιπέτεια	모험	περιπέτεια	모험	N;NOM;FEM;SG	N
ναρκωτικών	마약	ναρκωτικός	마약	N;GEN;NEUT;PL	N
ναρκωτικών	약물	ναρκωτικός	약물	N;GEN;NEUT;PL	N
ναρκωτικών	의약품	ναρκωτικός	의약품	N;GEN;NEUT;PL	N
εγκαίνια	취임식	εγκαίνιος	취임식	N;NOM;NEUT;PL	N
εγκαίνια	오프닝	εγκαίνιος	오프닝	N;NOM;NEUT;PL	N
εγκαίνια	개봉	εγκαίνιος	개봉	N;NOM;NEUT;PL	N
λεία	먹이	λέγω	먹이	N;NOM;FEM;SG	N
ενδιάμεσο	중간	ενδιάμεσος	중간	N;NOM;NEUT;SG	N
κατευθύνσεις	방향	κατεύθυνση	방향	N;NOM;FEM;PL	N
πρωταγωνιστή	주인공	πρωταγωνιστής	주인공	N;ACC;MASC;SG	N
λωρίδες	줄무늬	λωρίδα	줄무늬	N;NOM;FEM;PL	N
επιτάχυνση	가속	επιτάχυνση	가속	N;ACC;FEM;SG	N
επιτάχυνση	가속화	επιτάχυνση	가속화	N;ACC;FEM;SG	N
επιτάχυνση	가속화	επιτάχυνση	가속화	N;ACC;FEM;SG	N
καταστολή	억압	καταστολή	억압	N;ACC;FEM;SG	N
καταστολή	단속	καταστολή	단속	N;ACC;FEM;SG	N
καταστολή	억제	καταστολή	억제	N;ACC;FEM;SG	N
δημοσιεύσεις	게시물	δημοσίευση	게시물	N;NOM;FEM;PL	N
δημοσιεύσεις	출판물	δημοσίευση	출판물	N;NOM;FEM;PL	N
αντοχή	체력	αντοχή	체력	N;ACC;FEM;SG	N
αντοχή	저항운동	αντοχή	저항+운동	N;ACC;FEM;SG	N
αντοχή	저항성	αντοχή	저항성	N;ACC;FEM;SG	N
αντοχή	저항	αντοχή	저항	N;ACC;FEM;SG	N
αντοχή	체력	αντοχή	체력	N;ACC;FEM;SG	N
αγόρια	소년	αγόρι	소년	N;NOM;NEUT;PL	N
αγόρια	소년들	αγόρι	소년+들	N;NOM;NEUT;PL	N
αγόρια	보이즈	αγόρι	보이즈	N;NOM;NEUT;PL	N
επεξεργαστή	프로세서	επεξεργαστής	프로세서	N;ACC;MASC;SG	N
ιδιωτικά	비공개로	ιδιωτικός	비공개+로	ADV	ADV
θύελλα	폭풍	θύελλα	폭풍	N;NOM;FEM;SG	N
προσκήνιο	전경	προσκήνιο	전경	N;NOM;NEUT;SG	N
θέρμανση	더위	θέρμανση	더위	N;NOM;FEM;SG	N
θέρμανση	난방	θέρμανση	난방	N;NOM;FEM;SG	N
πρόληψη	방지	πρόληψη	방지	N;ACC;FEM;SG	N
πρόληψη	예방	πρόληψη	예방	N;ACC;FEM;SG	N
νεκρό	사망	νεκρός	사망	N;ACC;MASC;SG	N
αναθεώρηση	검토	αναθεώρηση	검토	N;NOM;FEM;SG	N
αναθεώρηση	검수	αναθεώρηση	검수	N;NOM;FEM;SG	N
καταλόγου	디렉토리	κατάλογος	디렉토리	N;GEN;MASC;SG	N
καταλόγου	디렉터리	κατάλογος	디렉터리	N;GEN;MASC;SG	N
σκιά	그림자	σκιά	그림자	N;NOM;FEM;SG	N
εξαγωγή	수출	εξαγωγή	수출	N;NOM;FEM;SG	N
καθυστέρηση	지연	καθυστέρηση	지연	N;ACC;FEM;SG	N
καθυστέρηση	지연이	καθυστέρηση	지연+이	N;ACC;FEM;SG	N
καθυστέρηση	지연	καθυστέρηση	지연	N;ACC;FEM;SG	N
καθυστέρηση	지연	καθυστέρηση	지연	N;ACC;FEM;SG	N
συνομοσπονδία	연맹	συνομοσπονδία	연맹	N;NOM;FEM;SG	N
συνομοσπονδία	연방	συνομοσπονδία	연방	N;NOM;FEM;SG	N
διαφωνίες	분쟁	διαφωνία	분쟁	N;NOM;FEM;PL	N
επιβατών	승객	επιβάτης	승객	N;GEN;MASC;PL	N
επιβατών	여객	επιβάτης	여객	N;GEN;MASC;PL	N
επιβατών	승객	επιβάτης	승객	N;GEN;MASC;PL	N
προστάτης	보호자	προστάτης	보호자	N;NOM;MASC;SG	N
προστάτης	전립선	προστάτης	전립선	N;NOM;MASC;SG	N
προστάτης	수호	προστάτης	수호	N;NOM;MASC;SG	N
κατάστημα	상점	κατάστημα	상점	N;NOM;NEUT;SG	N
κατάστημα	쇼핑	κατάστημα	쇼핑	N;NOM;NEUT;SG	N
κατάστημα	매장	κατάστημα	매장	N;NOM;NEUT;SG	N
κατάστημα	상점	κατάστημα	상점	N;NOM;NEUT;SG	N
απεικονίσεις	묘사	απεικόνιση	묘사	N;NOM;FEM;PL	N
απεικονίσεις	삽화	απεικόνιση	삽화	N;NOM;FEM;PL	N
ξεκάθαρα	명백히	ξεκάθαρα	명백+히	ADV	ADV
παραγγελία	순서	παραγγελία	순서	N;NOM;FEM;SG	N
παραγγελία	순서	παραγγελία	순서	N;NOM;FEM;SG	N
παραγγελία	주문	παραγγελία	주문	N;NOM;FEM;SG	N
αγαθά	상품	αγαθό	상품	N;NOM;NEUT;PL	N
αγαθά	물품	αγαθό	물품	N;NOM;NEUT;PL	N
απειλές	협박	απειλή	협박	N;NOM;FEM;PL	N
απειλές	위협	απειλή	위협	N;NOM;FEM;PL	N
περίοδοι	생리	περίοδος	생리	N;NOM;FEM;PL	N
σκληρά	열심히	σκληρά	열심히	ADV	ADV
αυτοβιογραφία	자서전	αυτοβιογραφία	자서전	N;NOM;FEM;SG	N
ούρα	오줌	ούρα	오줌	N;NOM;NEUT;PL	N
ανάμνηση	추억	ανάμνηση	추억	N;ACC;FEM;SG	N
ανάμνηση	기억력	ανάμνηση	기억력	N;ACC;FEM;SG	N
ανάμνηση	메모리	ανάμνηση	메모리	N;ACC;FEM;SG	N
ανάμνηση	기억	ανάμνηση	기억	N;ACC;FEM;SG	N
υπολογιστής	계산기	υπολογιστής	계산기	N;NOM;MASC;SG	N
υπολογιστής	컴퓨터	υπολογιστής	컴퓨터	N;NOM;MASC;SG	N
εγγραφή	녹음	εγγραφή	녹음	N;NOM;FEM;SG	N
εγγραφή	녹화	εγγραφή	녹화	N;NOM;FEM;SG	N
εγγραφή	등록	εγγραφή	등록	N;NOM;FEM;SG	N
προφήτης	예언자	πρόφητος	예언자	N;NOM;MASC;SG	N
αντιπρόσωπος	대표자	αντιπρόσωπος	대표자	N;NOM;MASC;SG	N
βαρέων	헤비웨이트	βαρέων	헤비웨이트	N;GEN;MASC;PL	N
