august	август	august	август	N;MASC;SG	N;INDF;MASC;SG
antero	антеро	antero	антеро	N;MASC;SG	N;INDF;MASC;SG
justificar	оправдае	justificar	оправдая-(се)	V;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
fall	есента	fall	есен	N;MASC;SG	N;DEF;FEM;SG
fall	падане	fall	падане	N;MASC;SG	N;INDF;NEUT;SG
fall	есен	fall	есен	N;MASC;SG	N;INDF;FEM;SG
jake	джейк	jake	джейк	N;MASC;SG	N;INDF;MASC;SG
concorrentes	състезатели	concorrente	състезател	N;MASC;PL	N;INDF;MASC;PL
concorrentes	конкуренти	concorrente	конкурент	N;MASC;PL	N;INDF;MASC;PL
concorrentes	съперници	concorrente	съперник	N;MASC;PL	N;INDF;MASC;PL
bibliotecas	библиотеки	biblioteca	библиотеки	N;FEM;PL	N;INDF;FEM;PL
aníbal	анибал	aníbal	анибал	N;MASC;SG	N;INDF;MASC;SG
aníbal	ханибал	aníbal	ханибал	N;MASC;SG	N;INDF;MASC;SG
sagrada	свято	sagrada	свят	N;FEM;SG	N;INDF;NEUT;SG
detalhe	подробност	detalhe	подробност	N;MASC;SG	N;INDF;FEM;SG
detalhe	детайл	detalhe	детайл	N;MASC;SG	N;INDF;MASC;SG
triste	тъжен	triste	тъжен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
triste	тъжна	triste	тъжен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
doente	болна	doente	болен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
doente	търпелив	doente	търпелив	ADJ;MASC;SG	ADJ;INDF;MASC;SG
doente	болен	doente	болен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
doente	болна	doente	болен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
prédios	сгради	prédio	сграда	N;MASC;PL	N;INDF;FEM;PL
radar	радар	radar	радар	N;MASC;SG	N;INDF;MASC;SG
radar	радара	radar	радар	N;MASC;SG	N;DEF;MASC;SG
radar	радарът	radar	радар	N;MASC;SG	N;DEF;MASC;SG
representações	представителства	representação	представителство	N;FEM;PL	N;INDF;NEUT;PL
bonito	красив	bonito	красив	ADJ;MASC;SG	ADJ;INDF;MASC;SG
bonito	хубава	bonito	хубав	ADJ;MASC;SG	ADJ;INDF;FEM;SG
saboia	савоа	saboia	савоо	N;FEM;SG	N;INDF;MASC;SG
saboia	савой	saboia	савой	N;FEM;SG	N;INDF;MASC;SG
pacto	пакт	pacto	пакт	N;MASC;SG	N;INDF;MASC;SG
pacto	завет	pacto	завет	N;MASC;SG	N;INDF;MASC;SG
pacto	завета	pacto	завет	N;MASC;SG	N;DEF;MASC;SG
pacto	спогодба	pacto	спогодба	N;MASC;SG	N;INDF;FEM;SG
cabelos	косми	cabelo	косъм	N;MASC;PL	N;INDF;MASC;PL
cabelos	коси	cabelo	коса	N;MASC;PL	N;INDF;FEM;PL
cabelos	косми	cabelo	косъм	N;MASC;PL	N;INDF;MASC;PL
escândalo	скандал	escândalo	скандал	N;MASC;SG	N;INDF;MASC;SG
rivais	съперници	rival	съперник	N;MASC;PL	N;INDF;MASC;PL
lyon	лайън	lyon	лайън	N;MASC;SG	N;INDF;MASC;SG
jessica	джесика	jessica	джесика	N;FEM;SG	N;INDF;FEM;SG
contemporâneos	съвременници	contemporâneo	съвременник	N;MASC;PL	N;INDF;FEM;PL
pacheco	пачеко	pacheco	пачеко	N;MASC;SG	N;INDF;MASC;SG
tragédia	трагедия	tragédia	трагедия	N;FEM;SG	N;INDF;FEM;SG
tragédia	трагедията	tragédia	трагедия	N;FEM;SG	N;DEF;FEM;SG
suspeita	подозрение	suspeita	подозрение	N;FEM;SG	N;INDF;NEUT;SG
interessado	заинтересована	interessado	заинтересован	ADJ;MASC;SG	ADJ;INDF;FEM;SG
interessado	заинтересован	interessado	заинтересовам	ADJ;MASC;SG	ADJ;INDF;MASC;SG
diabo	дявол	diabo	дявол	N;MASC;SG	N;INDF;MASC;SG
diabo	дявола	diabo	дявол	N;MASC;SG	N;DEF;MASC;SG
golpes	преврати	golpes	превратя	N;MASC;PL	N;INDF;MASC;PL
vela	свещ	vela	свещ	N;FEM;SG	N;INDF;FEM;SG
vela	плаване	vela	плаване	N;FEM;SG	N;INDF;NEUT;SG
vigilância	бдителност	vigilância	бдителност	N;FEM;SG	N;INDF;FEM;SG
vigilância	надзор	vigilância	надзор	N;FEM;SG	N;INDF;MASC;SG
vigilância	наблюдение	vigilância	наблюдение	N;FEM;SG	N;INDF;NEUT;SG
arquitecto	архитект	arquitecto	архитект	N;MASC;SG	N;INDF;MASC;SG
óbvio	очевиден	óbvio	очевиден	ADJ;MASC;SG	ADJ;INDF;MASC;SG
óbvio	очевидна	óbvio	очевидна	ADJ;MASC;SG	ADJ;INDF;FEM;SG
tiger	тигре	tiger	тигре	N;MASC;SG	N;INDF;MASC;SG
tiger	тигър	tiger	тигър	N;MASC;SG	N;INDF;MASC;SG
alexandra	александра	alexandra	александра	N;FEM;SG	N;INDF;FEM;SG
hal	хал	hal	хал	N;MASC;SG	N;INDF;MASC;SG
feiras	панаири	feira	панаир	N;FEM;PL	N;INDF;MASC;PL
feiras	експозиции	feira	експозиция	N;FEM;PL	N;INDF;FEM;PL
feiras	изложби	feira	изложба	N;FEM;PL	N;INDF;FEM;PL
feiras	изложения	feira	изложение	N;FEM;PL	N;INDF;NEUT;PL
prefeitos	кметове	prefeito	кмет	N;MASC;PL	N;INDF;MASC;PL
equações	уравнения	equação	уравнение	N;FEM;PL	N;INDF;NEUT;PL
bruto	бруто	bruto	брут	N;MASC;SG	N;INDF;MASC;SG
regressou	върнато	regressar	върна-(се)	V;IND;SG;3;PST;FIN	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
regressou	върната	regressar	върна-(се)	V;IND;SG;3;PST;FIN	V;PFV;INDF;FEM;SG;V.PTCP;PASS
fernández	фернандес	fernández	фернандес	N;MASC;SG	N;INDF;MASC;SG
trabalhado	работил	trabalhar	работя	V;MASC;SG;V.PTCP	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
linguística	лингвистика	linguística	лингвистика	N;FEM;SG	N;INDF;FEM;SG
utilizador	потребител	utilizador	потребител	N;MASC;SG	N;INDF;MASC;SG
utilizador	ползвател	utilizador	ползвател	N;MASC;SG	N;INDF;MASC;SG
tiros	изстрели	tiro	изстрел	N;MASC;PL	N;INDF;MASC;PL
tiros	изстрели	tiro	изстрел	N;MASC;PL	N;INDF;MASC;PL
etiópia	етиопия	etiópia	етиопия	N;FEM;SG	N;INDF;FEM;SG
géneros	родове	género	род	N;MASC;PL	N;INDF;MASC;PL
géneros	жанрове	género	жанър	N;MASC;PL	N;INDF;MASC;PL
dependência	зависимост	dependência	зависимост	N;FEM;SG	N;INDF;FEM;SG
dependência	зависимостта	dependência	зависимост	N;FEM;SG	N;DEF;FEM;SG
dependência	зависимост	dependência	зависимост	N;FEM;SG	N;INDF;FEM;SG
dependência	пристрастяването	dependência	пристрастяване	N;FEM;SG	N;DEF;NEUT;SG
dependência	пристрастяване	dependência	пристрастяване	N;FEM;SG	N;INDF;NEUT;SG
dependência	зависимост	dependência	зависимост	N;FEM;SG	N;INDF;FEM;SG
dependência	зависимостта	dependência	зависимост	N;FEM;SG	N;DEF;FEM;SG
compor	композира	compor	композирам	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
compor	композира	compor	композирам	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
aprendeu	научил	aprender	науча-(се)	V;IND;SG;3;PST;FIN	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
adelaide	аделаида	adelaide	аделаид	N;FEM;SG	N;INDF;FEM;SG
amado	любима	amado	любим	N;MASC;SG	N;INDF;FEM;SG
alcançado	постигнато	alcançar	постигна	V;MASC;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
alcançado	достигната	alcançar	достигна	V;MASC;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
alcançado	постигнато	alcançar	постигна	V;MASC;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
alcançado	постигната	alcançar	постигна	V;MASC;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
alcançado	постигнат	alcançar	постигна	V;MASC;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
multidão	мафия	multidão	мафия	N;FEM;SG	N;INDF;FEM;SG
multidão	тълпа	multidão	тълпа	N;FEM;SG	N;INDF;FEM;SG
multidão	тълпа	multidão	тълпа	N;FEM;SG	N;INDF;FEM;SG
multidão	тълпата	multidão	тълпа	N;FEM;SG	N;DEF;FEM;SG
resolvido	разрешен	resolver	разреша	V;MASC;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
resolvido	решен	resolver	реша	V;MASC;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
resolvido	решено	resolver	реша	V;MASC;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
resolvido	решен	resolver	реша	V;MASC;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
resolvido	разрешен	resolver	разреша	V;MASC;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
polegadas	сантиметри	polegada	сантиметър	N;FEM;PL	N;INDF;MASC;PL
teodoro	тиодор	teodoro	тиодор	N;MASC;SG	N;INDF;MASC;SG
guarnição	гарнизон	guarnição	гарнизон	N;FEM;SG	N;INDF;MASC;SG
guarnição	гарисън	guarnição	гарисън	N;FEM;SG	N;INDF;MASC;SG
especializado	специализирана	especializar	специализирам	V;MASC;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
especializado	специализирано	especializar	специализирам	V;MASC;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
especializado	специализиран	especializar	специализирам	V;MASC;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
especializado	специализирана	especializar	специализирам	V;MASC;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
especializado	специализиран	especializar	специализирам	V;MASC;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
dano	увреждане	dano	увреждане	N;MASC;SG	N;INDF;NEUT;SG
dano	повреда	dano	повреда	N;MASC;SG	N;INDF;FEM;SG
dano	обезщетение	dano	обезщетение	N;MASC;SG	N;INDF;NEUT;SG
hesse	хесен	hessar	хесен	N;MASC;SG	N;INDF;MASC;SG
reconhece	признава	reconhecer	признавам-(се)	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
reconhece	разпознава	reconhecer	разпознавам	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
reconhece	разпознава	reconhecer	разпознавам	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
reconhece	признава	reconhecer	признавам-(се)	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
console	конзолата	consolar	конзола	N;MASC;SG	N;DEF;FEM;SG
console	конзола	consolar	конзола	N;MASC;SG	N;INDF;FEM;SG
barreira	преграда	barreira	преграда	N;FEM;SG	N;INDF;FEM;SG
barreira	бариера	barreira	бариера	N;FEM;SG	N;INDF;FEM;SG
protestante	протестант	protestante	протестант	N;MASC;SG	N;INDF;MASC;SG
fina	тънък	fino	тънък	ADJ;FEM;SG	ADJ;INDF;MASC;SG
fina	слаб	fino	слаб	ADJ;FEM;SG	ADJ;INDF;MASC;SG
fina	слаба	fino	слаб	ADJ;FEM;SG	ADJ;INDF;FEM;SG
esperava	очаквано	esperar	очаквам	V;IND;SG;3;IPFV;FIN	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS
esperava	очакван	esperar	очаквам	V;IND;SG;3;IPFV;FIN	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
esperava	очаквана	esperar	очаквам	V;IND;SG;3;IPFV;FIN	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
adolescência	юноша	adolescência	юноша	N;FEM;SG	N;INDF;MASC;SG
adolescência	юношеството	adolescência	юношество	N;FEM;SG	N;DEF;NEUT;SG
mind	ума	mind	ум	N;MASC;SG	N;DEF;MASC;SG
mind	ум	mind	ум	N;MASC;SG	N;INDF;MASC;SG
líbano	ливан	líbano	ливан	N;MASC;SG	N;INDF;MASC;SG
sólido	твърда	sólido	твърд	ADJ;MASC;SG	ADJ;INDF;FEM;SG
sólido	солиден	sólido	солиден	ADJ;MASC;SG	ADJ;INDF;MASC;SG
sólido	твърд	sólido	твърд	ADJ;MASC;SG	ADJ;INDF;MASC;SG
dirigentes	ръководители	dirigente	ръководител	N;MASC;PL	N;INDF;MASC;PL
dirigentes	лидерите	dirigente	лидер	N;MASC;PL	N;DEF;MASC;PL
dirigentes	лидери	dirigente	лидер	N;MASC;PL	N;INDF;MASC;PL
dirigentes	водачи	dirigente	водач	N;MASC;PL	N;INDF;MASC;PL
gigantes	гиганти	gigante	гигант	N;MASC;PL	N;INDF;MASC;PL
gigantes	великани	gigante	великам	N;MASC;PL	N;INDF;MASC;PL
licenciatura	градус	licenciatura	градус	N;FEM;SG	N;INDF;MASC;SG
licenciatura	степен	licenciatura	степен	N;FEM;SG	N;INDF;FEM;SG
ameaças	заплахи	ameaça	заплаха	N;FEM;PL	N;INDF;FEM;PL
múltiplos	многобройни	múltiplo	многоброен	ADJ;MASC;PL	ADJ;INDF;PL
múltiplos	кратните	múltiplo	кратен	ADJ;MASC;PL	ADJ;DEF;PL
mercadorias	стоки	mercadoria	стока	N;FEM;PL	N;INDF;FEM;PL
mercadorias	стоки	mercadoria	стока	N;FEM;PL	N;INDF;FEM;PL
mercadorias	товари	mercadoria	товар	N;FEM;PL	N;INDF;MASC;PL
agradeço	оценявам	agradeço	оценявам	V;IND;SG;1;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
patrícia	патриша	patrícia	патриша	N;FEM;SG	N;INDF;FEM;SG
comemoração	отбелязването	comemoração	отбелязване	N;FEM;SG	N;DEF;NEUT;SG
comemoração	тържество	comemoração	тържество	N;FEM;SG	N;INDF;NEUT;SG
comemoração	празнуване	comemoração	празнуване	N;FEM;SG	N;INDF;NEUT;SG
comemoração	празник	comemoração	празник	N;FEM;SG	N;INDF;MASC;SG
comemoração	празненство	comemoração	празненство	N;FEM;SG	N;INDF;NEUT;SG
sentença	присъдата	sentença	присъда	N;FEM;SG	N;DEF;FEM;SG
sentença	изречение	sentença	изречение	N;FEM;SG	N;INDF;NEUT;SG
sentença	присъда	sentença	присъда	N;FEM;SG	N;INDF;FEM;SG
frutas	плодове	fruta	плод	N;FEM;PL	N;INDF;MASC;PL
frutas	плодове	fruta	плод	N;FEM;PL	N;INDF;MASC;PL
índices	индекси	índice	индекс	N;MASC;PL	N;INDF;MASC;PL
índices	индекси	índice	индекс	N;MASC;PL	N;INDF;MASC;PL
índices	индекси	índice	индекс	N;MASC;PL	N;INDF;MASC;PL
prevenção	предотвратяване	prevenção	предотвратяване	N;FEM;SG	N;INDF;NEUT;SG
prevenção	профилактика	prevenção	профилактика	N;FEM;SG	N;INDF;FEM;SG
prevenção	превенция	prevenção	превенция	N;FEM;SG	N;INDF;FEM;SG
melodia	мелъди	melodia	мелъд	N;FEM;SG	N;INDF;MASC;SG
melodia	мелодия	melodia	мелодия	N;FEM;SG	N;INDF;FEM;SG
melodia	мелодия	melodia	мелодия	N;FEM;SG	N;INDF;FEM;SG
eliminados	изтрити	eliminar	изтрия	V;MASC;PL;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
eliminados	елиминирани	eliminar	елиминирам	V;MASC;PL;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
pesquisador	изследовател	pesquisador	изследовател	N;MASC;SG	N;INDF;MASC;SG
celebração	тържество	celebração	тържество	N;FEM;SG	N;INDF;NEUT;SG
celebração	празнуване	celebração	празнуване	N;FEM;SG	N;INDF;NEUT;SG
celebração	празник	celebração	празник	N;FEM;SG	N;INDF;MASC;SG
celebração	празненство	celebração	празненство	N;FEM;SG	N;INDF;NEUT;SG
manuscrito	ръкопис	manuscrito	ръкопис	N;MASC;SG	N;INDF;MASC;SG
crônicas	хрониките	crônica	хроника	N;FEM;PL	N;DEF;FEM;PL
boi	бой	boi	бой	N;MASC;SG	N;INDF;MASC;SG
boi	бик	boi	бика	N;MASC;SG	N;INDF;MASC;SG
boi	бул	boi	бул	N;MASC;SG	N;INDF;MASC;SG
württemberg	вюртемберг	württemberg	вюртемберг	N;MASC;SG	N;INDF;MASC;SG
caçadores	трапери	caçador	трапера	N;MASC;PL	N;INDF;MASC;PL
caçadores	ловци	caçador	ловек	N;MASC;PL	N;INDF;MASC;PL
masters	мастърс	master	мастърс	N;MASC;SG	N;INDF;MASC;SG
sebastian	себастиан	sebastian	себастиан	N;MASC;SG	N;INDF;MASC;SG
sebastian	себастиян	sebastian	себастиян	N;MASC;SG	N;INDF;MASC;SG
separar	разделени	separar	разделя-(се)	V;NFIN	V;PFV;INDF;PL;V.PTCP;PASS
separar	отделени	separar	отделя-(се)	V;NFIN	V;PFV;INDF;PL;V.PTCP;PASS
incapaz	неспособна	incapaz	неспособен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
incapaz	неспособен	incapaz	неспособен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
incapaz	неспособна	incapaz	неспособен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
deficiência	хендикап	deficiência	хендикап	N;FEM;SG	N;INDF;MASC;SG
deficiência	недъг	deficiência	недъг	N;FEM;SG	N;INDF;MASC;SG
deficiência	недостатъчност	deficiência	недостатъчност	N;FEM;SG	N;INDF;FEM;SG
deficiência	недостиг	deficiência	недостиг	N;FEM;SG	N;INDF;MASC;SG
deficiência	дефицит	deficiência	дефицит	N;FEM;SG	N;INDF;MASC;SG
deficiência	недостатък	deficiência	недостатък	N;FEM;SG	N;INDF;MASC;SG
deficiência	недъг	deficiência	недъг	N;FEM;SG	N;INDF;MASC;SG
deficiência	увреждане	deficiência	увреждане	N;FEM;SG	N;INDF;NEUT;SG
deficiência	инвалидност	deficiência	инвалидност	N;FEM;SG	N;INDF;FEM;SG
hospitais	болници	hospital	болница	N;MASC;PL	N;INDF;FEM;PL
hospitais	болниците	hospital	болница	N;MASC;PL	N;DEF;FEM;PL
briga	борба	briga	борба	N;FEM;SG	N;INDF;FEM;SG
briga	битка	briga	битка	N;FEM;SG	N;INDF;FEM;SG
briga	бой	briga	бой	N;FEM;SG	N;INDF;MASC;SG
tomado	взет	tomar	взет	V;MASC;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
tomado	взето	tomar	взема	V;MASC;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
maomé	мохамед	maomé	мохамед	N;MASC;SG	N;INDF;MASC;SG
maomé	мохамед	maomé	мохамед	N;MASC;SG	N;INDF;MASC;SG
maomé	мохамед	maomé	мохамед	N;MASC;SG	N;INDF;MASC;SG
maomé	мехмет	maomé	мехмет	N;MASC;SG	N;INDF;MASC;SG
maomé	мехмед	maomé	мехмед	N;MASC;SG	N;INDF;MASC;SG
removido	премахната	remover	премахен	V;MASC;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
removido	премахнато	remover	премахна	V;MASC;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
painel	табло	painel	табло	N;MASC;SG	N;INDF;NEUT;SG
painel	таблото	painel	табло	N;MASC;SG	N;DEF;NEUT;SG
painel	панела	painel	панела	N;MASC;SG	N;DEF;MASC;SG
painel	панел	painel	панел	N;MASC;SG	N;INDF;MASC;SG
diariamente	ежедневно	diariamente	ежедневно	ADV	ADV
diariamente	дневно	diariamente	дневен	ADV	ADV
armadura	броня	armadura	броня	N;FEM;SG	N;INDF;FEM;SG
armadura	броня	armadura	броня	N;FEM;SG	N;INDF;FEM;SG
micro	микро	micro	микро	N;MASC;SG	N;INDF;MASC;SG
cartões	картите	cartão	карта	N;MASC;PL	N;DEF;FEM;PL
cartões	карти	cartão	карта	N;MASC;PL	N;INDF;FEM;PL
cartões	картички	cartão	картичка	N;MASC;PL	N;INDF;FEM;PL
adquirido	придобита	adquirir	придобит	V;MASC;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
adquirido	купена	adquirir	купен	V;MASC;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
adquirido	купен	adquirir	купен	V;MASC;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
recomendações	препоръки	recomendação	препоръка	N;FEM;PL	N;INDF;FEM;PL
recomendações	препоръки	recomendação	препоръка	N;FEM;PL	N;INDF;FEM;PL
garantia	гаранция	garantia	гаранция	N;FEM;SG	N;INDF;FEM;SG
garantia	обезпечение	garantia	обезпечение	N;FEM;SG	N;INDF;NEUT;SG
garantia	гаранция	garantia	гаранция	N;FEM;SG	N;INDF;FEM;SG
predominantemente	предимно	predominantemente	предимно	ADV	ADV
predominantemente	преобладаващо	predominantemente	преобладавам	ADV	ADV
criminal	престъпник	criminal	престъпник	N;MASC;SG	N;INDF;MASC;SG
luxo	лукс	luxo	лукс	N;MASC;SG	N;INDF;MASC;SG
luxo	разкош	luxo	разкош	N;MASC;SG	N;INDF;MASC;SG
boxe	бокс	boxe	бокс	N;MASC;SG	N;INDF;MASC;SG
boxe	бокса	boxe	бокса	N;MASC;SG	N;DEF;MASC;SG
esculturas	скулптури	escultura	скулптура	N;FEM;PL	N;INDF;FEM;PL
esculturas	скулптури	escultura	скулптура	N;FEM;PL	N;INDF;FEM;PL
novatos	новобранци	novato	новобранец	N;MASC;PL	N;INDF;MASC;PL
aurora	аврора	aurora	аврор	N;FEM;SG	N;INDF;FEM;SG
aurora	аурора	aurora	аурор	N;FEM;SG	N;DEF;MASC;SG
mitchell	мичел	mitchell	мичел	N;MASC;SG	N;INDF;MASC;SG
subida	изкачване	subida	изкачване	N;FEM;SG	N;INDF;NEUT;SG
subida	възход	subida	възход	N;FEM;SG	N;INDF;MASC;SG
subida	издигане	subida	издигане	N;FEM;SG	N;INDF;NEUT;SG
subida	изкачване	subida	изкачване	N;FEM;SG	N;INDF;NEUT;SG
subdivisões	подразделения	subdivisão	подразделение	N;FEM;PL	N;INDF;NEUT;PL
patrocínio	патронажа	patrocínio	патронаж	N;MASC;SG	N;DEF;MASC;SG
patrocínio	спонсор	patrocínio	спонсор	N;MASC;SG	N;INDF;MASC;SG
patrocínio	спонсорство	patrocínio	спонсорство	N;MASC;SG	N;INDF;NEUT;SG
macho	мачо	macho	мачо	N;MASC;SG	N;INDF;MASC;SG
macho	мъж	macho	мъж	N;MASC;SG	N;INDF;MASC;SG
macho	мъжкар	macho	мъжкар	N;MASC;SG	N;INDF;MASC;SG
macho	мъжка	macho	мъжка	N;MASC;SG	N;INDF;FEM;SG
hardware	хардуер	hardware	хардуер	N;MASC;SG	N;INDF;MASC;SG
ouvido	чул	ouvir	чуя	V;MASC;SG;V.PTCP	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
ouvido	чух	ouvir	чуя	V;MASC;SG;V.PTCP	V;PFV;IND;SG;1;PST;FIN;ACT
perdas	загуби	perda	загуба	N;FEM;PL	N;INDF;FEM;PL
perdas	загуби	perda	загуба	N;FEM;PL	N;INDF;FEM;PL
perdas	загубите	perda	загуба	N;FEM;PL	N;DEF;FEM;PL
lesões	лезии	lesão	лезий	N;FEM;PL	N;INDF;FEM;PL
lesões	наранявания	lesão	нараняване	N;FEM;PL	N;INDF;NEUT;PL
lesões	контузии	lesão	контузия	N;FEM;PL	N;INDF;FEM;PL
lesões	наранявания	lesão	нараняване	N;FEM;PL	N;INDF;NEUT;PL
visitas	посещенията	visita	посещение	N;FEM;PL	N;DEF;NEUT;PL
visitas	посещения	visita	посещение	N;FEM;PL	N;INDF;NEUT;PL
han	хан	han	хан	N;MASC;SG	N;INDF;MASC;SG
febre	треска	febre	трески	N;FEM;SG	N;INDF;FEM;SG
febre	температура	febre	температура	N;FEM;SG	N;INDF;FEM;SG
adoção	осиновяването	adoção	осиновяване	N;FEM;SG	N;DEF;NEUT;SG
adoção	приемане	adoção	приемане	N;FEM;SG	N;INDF;NEUT;SG
adoção	осиновяване	adoção	осиновяване	N;FEM;SG	N;INDF;NEUT;SG
ltd	еоод	ltd	еоод	N;MASC;SG	N;INDF;MASC;SG
ltd	оод	ltd	оод	N;MASC;SG	N;INDF;FEM;SG
separadas	разделени	separar	разделя-(се)	V;FEM;PL;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
separadas	отделени	separar	отделя-(се)	V;FEM;PL;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
hudson	хъдзън	hudson	хъдзън	N;MASC;SG	N;INDF;MASC;SG
hudson	хъдсън	hudson	хъдсън	N;MASC;SG	N;INDF;MASC;SG
maratona	маратон	maratona	маратон	N;FEM;SG	N;INDF;MASC;SG
elvis	елвис	elvi	елвис	N;MASC;SG	N;INDF;MASC;SG
cobra	кобрата	cobrar	кобра	N;FEM;SG	N;DEF;FEM;SG
cobra	кобра	cobrar	кобър	N;FEM;SG	N;INDF;FEM;SG
cobra	змия	cobrar	змия-се	N;FEM;SG	N;INDF;FEM;SG
cobra	снейк	cobrar	снейк	N;FEM;SG	N;INDF;MASC;SG
monges	монаси	monge	монах	N;MASC;PL	N;INDF;MASC;PL
monges	монасите	monge	монах	N;MASC;PL	N;DEF;MASC;PL
andamento	прогрес	andamento	прогрес	N;MASC;SG	N;INDF;MASC;SG
andamento	напредък	andamento	напредък	N;MASC;SG	N;INDF;MASC;SG
andamento	темпо	andamento	темпо	N;MASC;SG	N;INDF;NEUT;SG
escolhidos	избрани	escolher	избера	V;MASC;PL;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
socialismo	социализъм	socialismo	социализъм	N;MASC;SG	N;INDF;MASC;SG
june	джун	june	джун	N;FEM;SG	N;INDF;MASC;SG
june	юни	june	юни	N;FEM;SG	N;INDF;MASC;SG
ice	айс	ice	айс	N;MASC;SG	N;INDF;MASC;SG
ice	лед	ice	лед	N;MASC;SG	N;INDF;MASC;SG
colecção	събиране	colecção	събиране	N;FEM;SG	N;INDF;NEUT;SG
colecção	колекция	colecção	колекция	N;FEM;SG	N;INDF;FEM;SG
fotógrafo	фотографа	fotógrafo	фотограф	N;MASC;SG	N;DEF;MASC;SG
fotógrafo	фотограф	fotógrafo	фотограф	N;MASC;SG	N;INDF;MASC;SG
romântico	романтична	romântico	романтичен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
romântico	романтичен	romântico	романтичен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
experimentos	опити	experimento	опит	N;MASC;PL	N;INDF;MASC;PL
experimentos	експерименти	experimento	експеримент	N;MASC;PL	N;INDF;MASC;PL
gramática	граматика	gramático	граматика	N;FEM;SG	N;INDF;FEM;SG
laços	вратовръзки	laço	вратовръзка	N;MASC;PL	N;INDF;FEM;PL
divididas	разделени	dividir	разделя-(се)	V;FEM;PL;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
riscos	рисковете	risco	риск	N;MASC;PL	N;DEF;MASC;PL
riscos	рискове	risco	риск	N;MASC;PL	N;INDF;MASC;PL
nilo	нил	nilo	аз	N;MASC;SG	N;INDF;MASC;SG
atribuição	разпределяне	atribuição	разпределяне	N;FEM;SG	N;INDF;NEUT;SG
atribuição	разпределение	atribuição	разпределение	N;FEM;SG	N;INDF;NEUT;SG
atribuição	назначение	atribuição	назначение	N;FEM;SG	N;INDF;NEUT;SG
