kot	som	kot	som	CONJ	CONJ
boril	slogs	boriti	slå	V;IPFV;MASC;SG;V.PTCP	V;IND;PST;FIN;PASS
boril	kämpat	boriti	kämpa	V;IPFV;MASC;SG;V.PTCP	V;V.CVB;ACT
boril	kämpade	boriti	kämpa	V;IPFV;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
boril	slagits	boriti	sla	V;IPFV;MASC;SG;V.PTCP	V;V.CVB;PASS
dejavnik	faktorn	dejavnik	faktor	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
dejavnik	faktor	dejavnik	faktor	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
učenec	elev	učenec	elev	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
učenec	studenten	učenec	student	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
učenec	elev	učenec	elev	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
učenec	student	učenec	student	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
neskončno	oändligt	neskončno	oändlig	ADV	ADV
neskončno	oändligt	neskončno	oändlig	ADV	ADV
neskončno	oändligt	neskončno	oändlig	ADV	ADV
neskončno	oändligt	neskončno	oändlig	ADV	ADV
deček	boy	deček	boy	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
deček	pojke	deček	pojke	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
deček	gosse	deček	gosse	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
deček	pojk	deček	pojk	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
organi	organen	organ	organ	N;NOM;MASC;PL	N;NOM;DEF;NEUT;PL
zavezništvo	alliance	zavezništvo	alliance	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
zavezništvo	allians	zavezništvo	allians	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
zavezništvo	alliansen	zavezništvo	allians	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
odgovorni	ansvariga	odgovoren	ansvarig	ADJ;NOM;MASC;PL	ADJ;NOM;PL
končna	slutlig	končen	slutlig	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
zagotovo	definitivt	zagotovo	definitiv	ADV	ADV
krivulje	kurvor	krivulja	kurva	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
jugovzhodni	sydöstra	jugovzhoden	sydöstra	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;SG
nasilje	våld	nasilje	våld	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
končana	slutfört	končan	slutföra	ADJ;NOM;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
končana	avslutad	končan	avsluta	ADJ;NOM;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
končana	slutförd	končan	slutföra	ADJ;NOM;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
končana	avslutat	končan	avsluta	ADJ;NOM;FEM;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
končana	klar	končan	klar	ADJ;NOM;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG
končana	avslutat	končan	avsluta	ADJ;NOM;FEM;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
končana	färdig	končan	färdig	ADJ;NOM;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG
definicija	definition	definicija	definition	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
definicija	definitionen	definicija	definition	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
pij	dryck	pij	dryck	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
pogoj	skick	pogoj	skick	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
sorazmerno	proportionellt	sorazmerno	proportionell	ADV	ADV
sorazmerno	proportionellt	sorazmerno	proportionell	ADV	ADV
sorazmerno	proportionellt	sorazmerno	proportionell	ADV	ADV
sposoben	kapabel	sposoben	kapabel	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
sposoben	duglig	sposoben	duglig	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
okvir	ramverk	okvir	ramverk	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
okvir	ram	okvir	ram	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
okvir	ramen	okvir	ram	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
okvir	ram	okvir	ram	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
okvir	motiv	okvir	motiv	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
odgovornost	ansvar	odgovornost	ansvar	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
odgovornost	ansvarighet	odgovornost	ansvarighet	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
odgovornost	ansvarstagande	odgovornost	ansvarstagande	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
odgovornost	ansvar	odgovornost	ansvar	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
odgovornost	ansvarighet	odgovornost	ansvarighet	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
tradicionalne	traditionella	tradicionalen	traditionell	ADJ;NOM;FEM;PL	ADJ;NOM;PL
sledilo	följs	slediti	följa	V;IPFV;NEUT;SG;V.PTCP	V;IND;PRS;FIN;PASS
sledilo	följde	slediti	följa	V;IPFV;NEUT;SG;V.PTCP	V;IND;PST;FIN;ACT
sledilo	följt	slediti	följa	V;IPFV;NEUT;SG;V.PTCP	V;V.CVB;ACT
otočje	skärgården	otočje	skärgård	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
otočje	skärgård	otočje	skärgård	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
nizka	lågt	nizek	låg	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
preprečuje	förhindrar	preprečevati	förhindra	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
preprečuje	förhindras	preprečevati	förhindra	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;PASS
preprečuje	förebygger	preprečevati	förebygga	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
nenavadno	ovanlig	nenavaden	ovanlig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
nenavadno	ovanligt	nenavaden	ovanlig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
nenavadno	märkligt	nenavaden	märklig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
nenavadno	konstig	nenavaden	konstig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
nenavadno	konstigt	nenavaden	konstig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
pristal	landade	pristati	landa	V;PFV;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
podpora	support	podpora	support	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
podpora	stöd	podpora	stöd	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
državljanska	medborgerlig	državljanski	medborgerlig	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
kongres	kongressen	kongres	kongress	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
kongres	congress	kongres	congress	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
kongres	kongress	kongres	kongress	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
zastave	flaggor	zastava	flagga	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
ustavi	slutar	ustaviti	sluta	V;PFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
ustavi	stoppar	ustaviti	stoppa	V;PFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
kemija	kemi	kemija	kemi	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
cilji	syften	cilj	syfte	N;NOM;MASC;PL	N;NOM;INDF;NEUT;PL
cilji	målsättningar	cilj	målsättning	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
cilji	målsättningar	cilj	målsättning	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
cilji	måltavlor	cilj	måltavlor	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
medicina	medicin	medicina	medicin	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
uničen	förstörd	uničen	förstöra	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
uničen	förstört	uničen	förstöra	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
uničen	ruinerad	uničen	ruinera	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
uničen	förstörd	uničen	förstöra	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
uničen	förstört	uničen	förstöra	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
tekočina	vätska	tekočina	vätsk	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
tekočina	vätska	tekočina	vätsk	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
učinkovine	ämnen	učinkovina	ämne	N;NOM;FEM;PL	N;NOM;INDF;NEUT;PL
učinkovine	substanser	učinkovina	substans	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
karte	biljetterna	karta	biljett	N;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;PL
karte	biljetter	karta	biljett	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
vključen	inkluderat	vključen	inkludera	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
vključen	inkluderad	vključen	inkludera	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
vključen	involverad	vključen	involverad	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
vključen	inblandat	vključen	inblandad	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
vključen	delaktig	vključen	delaktig	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG
vključen	inblandad	vključen	inblandad	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
nosil	burit	nositi	burit	V;IPFV;MASC;SG;V.PTCP	V;V.CVB;ACT
organizira	anordna	organizirati	anordna	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
organizira	organiserar	organizirati	organisera	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
organizira	anordnar	organizirati	anordna	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
organizira	organiserar	organizirati	organisera	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
lahka	ljust	lahek	ljust	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
irske	irländska	irski	irländsk	ADJ;NOM;FEM;PL	ADJ;NOM;PL
invazija	invasion	invazija	invasion	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
invazija	invasionen	invazija	invasion	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
microsoft	microsoft	microsoft	microsoft	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
predor	tunnel	predor	tunnel	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
predor	tunneln	predor	tunnel	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
vila	fe	vilo	fe	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
vila	älva	vilo	älva	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
vila	villan	vilo	villan	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
vila	villa	vilo	villa	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
preživeli	överleva	preživeti	överleva	V;PFV;MASC;PL;V.PTCP	V;IMP;FIN;ACT
preživeli	överlever	preživeti	överleva	V;PFV;MASC;PL;V.PTCP	V;IND;PRS;FIN;ACT
preživeli	överlevt	preživeti	överleva	V;PFV;MASC;PL;V.PTCP	V;V.CVB;ACT
preživeli	överlevde	preživeti	överleva	V;PFV;MASC;PL;V.PTCP	V;IND;PST;FIN;ACT
facebook	facebook	facebook	facebook	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
ekonomski	ekonomiska	ekonomski	ekonomisk	ADJ;NOM;MASC;PL	ADJ;NOM;PL
cena	pris	cena	pris	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
cena	priset	cena	pris	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
nenadoma	plötsligt	nenadoma	plötslig	ADV	ADV
bolgarija	bulgarien	bolgarija	bulgarien	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
sinovi	söner	sin	söner	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
sinovi	söners	sin	sön	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
tipi	typer	tip	typ	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
bogata	rikt	bogat	rik	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
bogata	rik	bogat	rik	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
ogled	tour	ogled	tour	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ogled	turné	ogled	turné	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ogled	rundtur	ogled	rundtur	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ogled	förhandsgranskning	ogled	förhandsgranskning	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ogled	förhandsvisning	ogled	förhandsvisning	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ogled	utsikt	ogled	utsikt	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
ogled	vy	ogled	vy	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
taborišča	lägren	taborišče	lägr	N;NOM;NEUT;PL	N;NOM;DEF;NEUT;PL
taborišča	läger	taborišče	läga	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
mtv	mtv	mtv	mtv	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
sestavljeni	sammansatta	sestavljen	sammansatta	ADJ;NOM;MASC;PL;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
sestavljeni	monterade	sestavljen	montera	ADJ;NOM;MASC;PL;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
sestavljeni	sammansatta	sestavljen	sammansatta	ADJ;NOM;MASC;PL;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
mandat	mandatperiod	mandat	mandatperiod	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
mandat	mandat	mandat	manda	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
mandat	mandatet	mandat	mandat	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
vtis	intrycket	vtis	intryck	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
vtis	intryck	vtis	intryck	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
spodbuja	uppmuntrar	spodbujati	uppmuntra	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
spodbuja	uppmuntras	spodbujati	uppmuntra	V;IPFV;IND;SG;3;PRS;FIN	V;NFIN;PASS
spodbuja	stimulerar	spodbujati	stimulera	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
spodbuja	främjar	spodbujati	främja	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
označena	märkt	označen	märka	ADJ;NOM;FEM;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
uspeli	lyckats	uspeti	lyckats	V;PFV;MASC;PL;V.PTCP	V;V.CVB;PASS
uspeli	lyckades	uspeti	lyckad	V;PFV;MASC;PL;V.PTCP	V;IND;PST;FIN;PASS
kapaciteta	kapacitet	kapaciteta	kapacitet	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
obleganje	belägring	obleganje	belägring	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
obleganje	belägringen	obleganje	belägring	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
obnova	förnyelse	obnova	förnyelse	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
obnova	restaurering	obnova	restaurering	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
obnova	återställning	obnova	återställning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
obnova	återupprättande	obnova	återupprättande	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
obnova	återuppbyggnad	obnova	återuppbyggnad	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
obnova	rekonstruktion	obnova	rekonstruktion	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
obnova	renovering	obnova	renovering	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
poletja	somrar	poletje	somra	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
poletja	somrarna	poletje	somrare	N;NOM;NEUT;PL	N;NOM;DEF;MASC+FEM;PL
prazna	tomt	prazen	tom	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
dovoljeno	godkänt	dovoljen	godkänna	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
dovoljeno	godkänd	dovoljen	godkänd	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
dovoljeno	auktoriserad	dovoljen	auktoriserad	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
dovoljeno	tillåtet	dovoljen	tillåtet	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG
dovoljeno	tillåten	dovoljen	tillåten	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG
dovoljeno	tillåten	dovoljen	tillåten	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG
dovoljeno	tillåtet	dovoljen	tillåtet	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG
dovoljeno	tillåten	dovoljen	tillåten	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG
fotografija	photo	fotografija	photo	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
fotografija	foto	fotografija	foto	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
fotografija	fotografering	fotografija	fotografering	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
fotografija	fotografi	fotografija	fotografi	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
fotografija	foto	fotografija	foto	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
fotografija	fotografi	fotografija	fotografi	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
komunikacije	meddelanden	komunikacija	meddelande	N;NOM;FEM;PL	N;NOM;INDF;NEUT;PL
komunikacije	kommunikationer	komunikacija	kommunikation	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
organizem	organism	organizem	organism	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
organizem	organismen	organizem	organism	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
slabost	svaghet	slabost	svaghet	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
veteran	veteran	veteran	veteran	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
elektronska	elektronisk	elektronski	elektronisk	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
elektronska	elektroniskt	elektronski	elektronisk	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
težka	tungt	težek	tung	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
težka	tung	težek	tung	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
težka	svår	težek	svår	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
težka	svårt	težek	svår	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
sodelovalo	deltog	sodelovati	delta	V;IPFV;NEUT;SG;V.PTCP	V;IND;PST;FIN;ACT
cene	priserna	cena	pris	N;NOM;FEM;PL	N;NOM;DEF;NEUT;PL
cene	priser	cena	pris	N;NOM;FEM;PL	N;NOM;INDF;NEUT;PL
finance	finanser	finance	finans	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
finance	finanser	finance	finans	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
finance	finanserna	finance	finans	N;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;PL
udeleženci	deltagare	udeleženec	deltagare	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
udeleženci	deltagarna	udeleženec	deltagare	N;NOM;MASC;PL	N;NOM;DEF;MASC+FEM;PL
udeleženci	deltagare	udeleženec	deltagare	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
günther	günther	günther	ganther	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
vektor	vektor	vektor	vektor	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
znamenje	omen	znamenje	omen	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
pope	påven	popedati	påv	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
napisano	skrivet	napisan	skriva	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
napisano	skrivit	napisan	skriva	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
napisano	skriftligt	napisan	skriftlig	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG
spopad	clash	spopad	clash	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
spopad	krock	spopad	krock	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
spopad	konflikten	spopad	konflikt	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
spopad	konflikt	spopad	konflikt	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
freske	fresker	freska	fresk	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
trdnjave	fästningar	trdnjava	fästning	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
kota	cota	kota	cota	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
širi	expanderar	šir	expandera	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
širi	utökar	šir	utöka	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
mount	berget	mount	berge	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
rjave	bruna	rjav	brun	ADJ;NOM;FEM;PL	ADJ;NOM;PL
veda	veda	veda	veda	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
oddaljen	avlägset	oddaljen	avlägs	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
oddaljen	avlägset	oddaljen	avlägs	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
saša	sacha	saš	sacha	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
saša	saša	saš	saša	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
riba	fisk	riba	fisk	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
premoženje	fastighet	premoženje	fastighet	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
premoženje	egenskap	premoženje	egenskap	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
premoženje	egendom	premoženje	egendom	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
premoženje	rikedom	premoženje	rikedom	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
premoženje	förmögenhet	premoženje	förmögenhet	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
premoženje	välstånd	premoženje	välstånd	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
camp	lägret	camp	lägr	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
camp	camp	camp	camp	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
zbiranje	insamling	zbiranje	insamling	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
zbiranje	sammankomst	zbiranje	sammankomst	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
zbiranje	insamling	zbiranje	insamling	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
zbiranje	samling	zbiranje	samling	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
zbiranje	samlingen	zbiranje	samling	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
zbiranje	collection	zbiranje	collection	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
zbiranje	insamling	zbiranje	insamling	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
motnja	störning	motnja	störning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
motnja	interferens	motnja	interferens	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
motnja	inblandning	motnja	inblandning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
motnja	störning	motnja	störning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
motnja	oordning	motnja	oordning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
motnja	störning	motnja	störning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
sestav	montering	sestav	montering	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
sestav	församling	sestav	församling	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
sestav	församlingen	sestav	församling	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
zamisli	idéer	zamisel	idé	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
popolna	perfekt	popoln	perfekt	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
popolna	komplett	popoln	komplett	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
popolna	fullständig	popoln	fullständig	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
sava	sava	sava	sava	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
