על	относно	על	относно	ADP	ADP
שלילית	отрицателно	שלילי	отрицателен	ADV	ADV
להאמין	вярвай	האמין	вярвам	V;NFIN;ACT	V;IPFV;IMP;SG;2;FIN
להאמין	вярвайки	האמין	вярвам-се	V;NFIN;ACT	V;IPFV;IMP;SG;2;FIN
גדר	ограда	גדר	ограда	N;FEM;SG	N;INDF;FEM;SG
גדר	оградата	גדר	ограда	N;FEM;SG	N;DEF;FEM;SG
פחד	страх	פחד	страх	N;MASC;SG	N;INDF;MASC;SG
מינרלים	минерали	מינרלי	минерал	N;MASC;PL	N;INDF;MASC;PL
תאומות	близнаци	תאומה	близнак	N;FEM;PL	N;INDF;MASC;PL
תאומות	близнаците	תאומה	близнак	N;FEM;PL	N;DEF;MASC;PL
תאומות	близначки	תאומה	близначка	N;FEM;PL	N;INDF;FEM;PL
חלום	сън	חלום	сън	N;MASC;SG	N;INDF;MASC;SG
חלום	мечта	חלום	мечта	N;MASC;SG	N;INDF;FEM;SG
אקדמי	академична	אקדמי	академичен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
חרקים	насекоми	חרק	насекомя	N;MASC;PL	N;INDF;MASC;PL
חרקים	насекомите	חרק	насекомя	N;MASC;PL	N;DEF;MASC;PL
חרקים	насекоми	חרק	насекомя	N;MASC;PL	N;INDF;MASC;PL
חרקים	бръмбари	חרק	бръмбар	N;MASC;PL	N;INDF;MASC;PL
חרקים	буболечки	חרק	буболечка	N;MASC;PL	N;INDF;FEM;PL
אקראי	случайна	אקראי	случаен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
אקראי	случаен	אקראי	случаен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
קלאסי	класна	קלאסי	класен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
קלאסי	класическа	קלאסי	класически	ADJ;MASC;SG	ADJ;INDF;FEM;SG
קלאסי	класическа	קלאסי	класически	ADJ;MASC;SG	ADJ;INDF;FEM;SG
התאבדות	самоубийство	התאבדות	самоубийство	N;FEM;SG	N;INDF;NEUT;SG
התאבדות	самоубиец	התאבדות	самоубиец	N;FEM;SG	N;INDF;MASC;SG
מדויקת	точен	מדויק	точен	ADJ;FEM;SG	ADJ;INDF;MASC;SG
מדויקת	точен	מדויק	точен	ADJ;FEM;SG	ADJ;INDF;MASC;SG
מדויקת	точна	מדויק	точен	ADJ;FEM;SG	ADJ;INDF;FEM;SG
דיו	мастило	דיו	мастило	N;MASC;SG	N;INDF;NEUT;SG
דיו	мастилото	דיו	мастило	N;MASC;SG	N;DEF;NEUT;SG
מחשבה	мисъл	מחשבה	мисъл	N;FEM;SG	N;INDF;FEM;SG
מכשירים	инструменти	הכשיר	инструмент	N;MASC;PL	N;INDF;MASC;PL
מכשירים	инструментите	הכשיר	инструмент	N;MASC;PL	N;DEF;MASC;PL
מכשירים	устройствата	הכשיר	устройство	N;MASC;PL	N;DEF;NEUT;PL
מכשירים	устройства	הכשיר	устройство	N;MASC;PL	N;INDF;NEUT;PL
סגנונות	стилове	סגנון	стил	N;MASC;PL	N;INDF;MASC;PL
אוניברסיטה	университет	אוניברסיטה	университет	N;FEM;SG	N;INDF;MASC;SG
אוניברסיטה	университета	אוניברסיטה	университет	N;FEM;SG	N;DEF;MASC;SG
אלקטרונית	електронно	אלקטרוני	електронен	ADV	ADV
לאן	къде	לאן	къде	ADV	ADV
אגדה	легендата	אגדה	легенда	N;FEM;SG	N;DEF;FEM;SG
אגדה	легенда	אגדה	легенда	N;FEM;SG	N;INDF;FEM;SG
בוטלה	отменена	בוטל	отменя	V;FEM;SG;3;PST;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
בוטלה	отменено	בוטל	отменя	V;FEM;SG;3;PST;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
בוטלה	отменен	בוטל	отменя	V;FEM;SG;3;PST;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
בוטלה	отменена	בוטל	отменя	V;FEM;SG;3;PST;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
בוטלה	отменено	בוטל	отменя	V;FEM;SG;3;PST;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
בוטלה	отменен	בוטל	отменя	V;FEM;SG;3;PST;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
בוטלה	прекъснато	בוטל	прекъсна-(се)	V;FEM;SG;3;PST;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
נחמד	хубав	נחמד	хубав	ADJ;MASC;SG	ADJ;INDF;MASC;SG
נחמד	хубава	נחמד	хубав	ADJ;MASC;SG	ADJ;INDF;FEM;SG
מרובה	множествена	מרובה	множествен	ADJ;FEM;SG	ADJ;INDF;FEM;SG
חלוץ	пионер	חלוץ	пионер	N;MASC;SG	N;INDF;MASC;SG
להתגבר	преодолее	התגבר	преодолея	V;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
הממצאים	находки	הממצאים	находка	N	N;INDF;FEM;PL
הממצאים	открития	הממצאים	откритие	N	N;INDF;NEUT;PL
הממצאים	констатации	הממצאים	констатация	N	N;INDF;FEM;PL
האמנה	завет	האמנה	завет	N;FEM;SG	N;INDF;MASC;SG
האמנה	завета	האמנה	завет	N;FEM;SG	N;DEF;MASC;SG
האמנה	спогодба	האמנה	спогодба	N;FEM;SG	N;INDF;FEM;SG
תווית	етикет	תווית	етикет	N;FEM;SG	N;INDF;MASC;SG
כתבים	писания	כתב	пиша	N;MASC;PL	N;INDF;NEUT;PL
כתבים	репортери	כתב	репортер	N;MASC;PL	N;INDF;MASC;PL
כתבים	репортерите	כתב	репортер	N;MASC;PL	N;DEF;MASC;PL
לארגן	организираме	ארגן	организирам	V;NFIN;ACT	V;IPFV;IND;PL;1;PRS;FIN;ACT
יציאה	излизане	יציאה	излизане	N;FEM;SG	N;INDF;NEUT;SG
יציאה	изход	יציאה	изход	N;FEM;SG	N;INDF;MASC;SG
יציאה	напускане	יציאה	напускане	N;FEM;SG	N;INDF;NEUT;SG
אחרונה	последен	אחרון	последен	ADJ;FEM;SG	ADJ;INDF;MASC;SG
אחרונה	последна	אחרון	последен	ADJ;FEM;SG	ADJ;INDF;FEM;SG
צדקה	милостиня	צדקה	милостиня	N;FEM;SG	N;INDF;FEM;SG
צדקה	милосърдие	צדקה	милосърдие	N;FEM;SG	N;INDF;NEUT;SG
צדקה	благотворителност	צדקה	благотворителност	N;FEM;SG	N;INDF;FEM;SG
צדקה	милостиня	צדקה	милостиня	N;FEM;SG	N;INDF;FEM;SG
העיניים	очи	העיניים	око	N	N;INDF;NEUT;PL
העיניים	очите	העיניים	око	N	N;DEF;NEUT;PL
מוגן	защитен	מוגן	защитен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
דמוקרטיה	демокрация	דמוקרטיה	демокрация	N;FEM;SG	N;INDF;FEM;SG
דמוקרטיה	демокрацията	דמוקרטיה	демокрация	N;FEM;SG	N;DEF;FEM;SG
אימונים	тренировки	אימון	тренировка	N;MASC;PL	N;INDF;FEM;PL
אימונים	тренировки	אימון	тренировка	N;MASC;PL	N;INDF;FEM;PL
משרה	позиция	משרה	позиция	N;FEM;SG	N;INDF;FEM;SG
משרה	положение	משרה	положение	N;FEM;SG	N;INDF;NEUT;SG
משרה	длъжност	משרה	длъжност	N;FEM;SG	N;INDF;FEM;SG
משרה	работа	משרה	работа	N;FEM;SG	N;INDF;FEM;SG
משרה	йов	משרה	йов	N;FEM;SG	N;INDF;MASC;SG
שקט	тишина	שקט	тишина	N;MASC;SG	N;INDF;FEM;SG
שקט	мълчание	שקט	мълчание	N;MASC;SG	N;INDF;NEUT;SG
שקט	мълчанието	שקט	мълчание	N;MASC;SG	N;DEF;NEUT;SG
שקט	тишината	שקט	тишина	N;MASC;SG	N;DEF;FEM;SG
במשותף	съвместно	במשותף	съвместно	ADV	ADV
הקלה	облекчение	הקלה	облекчение	N;FEM;SG	N;INDF;NEUT;SG
בהירות	яснота	בהירות	яснота	N;FEM;SG	N;INDF;FEM;SG
בהירות	лекота	בהירות	лек	N;FEM;SG	N;INDF;FEM;SG
בהירות	яркост	בהירות	яркост	N;FEM;SG	N;INDF;FEM;SG
עצום	огромен	עצום	огромен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
עצום	огромна	עצום	огромен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
סכסוך	конфликт	סכסוך	конфликт	N;MASC;SG	N;INDF;MASC;SG
היסטוריון	историк	היסטוריון	историк	N;MASC;SG	N;INDF;MASC;SG
עשירה	богат	עשיר	богат	ADJ;FEM;SG	ADJ;INDF;MASC;SG
עשירה	богата	עשיר	богат	ADJ;FEM;SG	ADJ;INDF;FEM;SG
מבצעי	оперативни	מבצעי	оперативен	ADJ;MASC;PL	ADJ;INDF;PL
רוחות	ветровете	רוח	вятър	N;FEM;PL	N;DEF;MASC;PL
רוחות	ветрове	רוח	вятър	N;FEM;PL	N;INDF;MASC;PL
רוחות	призраци	רוח	призрак	N;FEM;PL	N;INDF;MASC;PL
רוחות	духове	רוח	дух	N;FEM;PL	N;INDF;MASC;PL
רוחות	духовете	רוח	дух	N;FEM;PL	N;DEF;MASC;PL
רוחות	духове	רוח	дух	N;FEM;PL	N;INDF;MASC;PL
ספינה	кораб	ספינה	кораб	N;FEM;SG	N;INDF;MASC;SG
מהדורות	издания	מהדורת	издане	N;FEM;PL	N;INDF;NEUT;PL
תשתית	инфраструктура	תשתית	инфраструктура	N;FEM;SG	N;INDF;FEM;SG
קורבן	жертвоприношение	קורבן	жертвоприношение	N;MASC;SG	N;INDF;NEUT;SG
קורבן	жертва	קורבן	жертва	N;MASC;SG	N;INDF;FEM;SG
קורבן	саможертва	קורבן	саможертвам	N;MASC;SG	N;INDF;FEM;SG
קורבן	жертва	קורבן	жертва	N;MASC;SG	N;INDF;FEM;SG
קורבן	жертвата	קורבן	жертва	N;MASC;SG	N;DEF;FEM;SG
חותם	подписване	חתם	подписване	N;MASC;SG	N;INDF;NEUT;SG
חותם	печат	חתם	печат	N;MASC;SG	N;INDF;MASC;SG
חותם	тюлен	חתם	тюлен	N;MASC;SG	N;INDF;MASC;SG
תערובת	смес	תערובת	смес	N;FEM;SG	N;INDF;FEM;SG
תערובת	смес	תערובת	смес	N;FEM;SG	N;INDF;FEM;SG
טכניקות	техники	טכניקה	техника	N;FEM;PL	N;INDF;FEM;PL
פתיחה	откриване	פתיחה	откриване	N;FEM;SG	N;INDF;NEUT;SG
פתיחה	отваряне	פתיחה	отваряне	N;FEM;SG	N;INDF;NEUT;SG
חופים	брегове	חוף	бряг	N;MASC;PL	N;INDF;MASC;PL
חופים	плажове	חוף	плаж	N;MASC;PL	N;INDF;MASC;PL
חופים	плажовете	חוף	плаж	N;MASC;PL	N;DEF;MASC;PL
אגדות	легенди	אגדה	легенда	N;FEM;PL	N;INDF;MASC;PL
אגדות	легендите	אגדה	легенд	N;FEM;PL	N;DEF;MASC;PL
יועץ	консултант	יועץ	консултант	N;MASC;SG	N;INDF;MASC;SG
יועץ	съветник	יועץ	съветник	N;MASC;SG	N;INDF;MASC;SG
יועץ	съветник	יועץ	съветник	N;MASC;SG	N;INDF;MASC;SG
טקסטים	текстове	טקסט	текст	N;MASC;PL	N;INDF;MASC;PL
המלחמות	войните	המלחמות	войн	N;FEM;PL	N;DEF;MASC;PL
המלחמות	войни	המלחמות	война	N;FEM;PL	N;INDF;FEM;PL
ממושך	продължителен	ממושך	продължителен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
הקואליציה	коалиция	הקואליציה	коалиция	N	N;INDF;FEM;SG
הקואליציה	коалицията	הקואליציה	коалиция	N	N;DEF;FEM;SG
נסיעה	пътуване	נסיעה	пътуване	N;FEM;SG	N;INDF;NEUT;SG
נסיעה	пътуване	נסיעה	пътуване	N;FEM;SG	N;INDF;NEUT;SG
אוכלוסיות	популации	אוכלוסיה	популация	N;FEM;PL	N;INDF;FEM;PL
תושב	специализант	תושב	специализант	N;MASC;SG	N;INDF;MASC;SG
תושב	жител	תושב	жител	N;MASC;SG	N;INDF;MASC;SG
תושב	обитател	תושב	обитател	N;MASC;SG	N;INDF;MASC;SG
למשוך	дърпай	משך	дърпам-(се)	V;NFIN;ACT	V;IPFV;IMP;SG;2;FIN
הפיכה	преврат	הפיכה	преврам	N;FEM;SG	N;INDF;MASC;SG
הפרש	конник	הפרש	конник	N;MASC;SG	N;INDF;MASC;SG
הפרש	конника	הפרש	конника	N;MASC;SG	N;DEF;MASC;SG
הצביעו	гласували	הצביע	гласувам	V;PL;3;PST;ACT	V;IPFV;INDF;PL;PST;V.PTCP;ACT
הצביעו	гласуваха	הצביע	гласувам	V;PL;3;PST;ACT	V;IPFV;IND;PL;3;PST;FIN;ACT
ברירה	избор	ברירה	избор	N;FEM;SG	N;INDF;MASC;SG
הכללה	обобщаването	הכללה	обобщаване	N;FEM;SG	N;DEF;NEUT;SG
הכללה	включване	הכללה	включване	N;FEM;SG	N;INDF;NEUT;SG
הכללה	приобщаване	הכללה	приобщаване	N;FEM;SG	N;INDF;NEUT;SG
ממדים	размери	ממד	размер	N;MASC;PL	N;INDF;MASC;PL
ריקוד	танц	ריקוד	танц	N;MASC;SG	N;INDF;MASC;SG
ריקוד	танцуване	ריקוד	танцуване	N;MASC;SG	N;INDF;NEUT;SG
קפיצה	скок	קפיצה	скок	N;FEM;SG	N;INDF;MASC;SG
קפיצה	скачане	קפיצה	скачане	N;FEM;SG	N;INDF;NEUT;SG
חאן	кхан	ח'אן	кхан	N;MASC;SG	N;INDF;MASC;SG
חאן	хан	ח'אן	хан	N;MASC;SG	N;INDF;MASC;SG
הנעה	задвижване	הנעה	задвижване	N;FEM;SG	N;INDF;NEUT;SG
דרישה	изискване	דרישה	изискване	N;FEM;SG	N;INDF;NEUT;SG
זמנים	времена	זמן	време	N;MASC;PL	N;INDF;NEUT;PL
להגיב	реагира	הגיב	реагирам	V;NFIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
שווים	равни	שווה	равен	ADJ;MASC;PL	ADJ;INDF;PL
שווים	равни	שווה	равен	ADJ;MASC;PL	ADJ;INDF;PL
נפלו	паднали	נפל	падна-(се)	V;PL;3;PST	V;PFV;INDF;PL;PST;V.PTCP;ACT
גלגל	колело	גלגל	колело	N;MASC;SG	N;INDF;NEUT;SG
גלגל	колелото	גלגל	колело	N;MASC;SG	N;DEF;NEUT;SG
אזהרה	предупреждение	אזהרה	предупреждение	N;FEM;SG	N;INDF;NEUT;SG
מפקדים	командирите	מפקד	командир	N;MASC;PL	N;DEF;MASC;PL
מפקדים	командири	מפקד	командир	N;MASC;PL	N;INDF;MASC;PL
מפקדים	капитани	מפקד	капитан	N;MASC;PL	N;INDF;MASC;PL
מפקדים	капитаните	מפקד	капитанин	N;MASC;PL	N;DEF;MASC;PL
הוצע	предложен	הוצע	предложа	V;MASC;SG;3;PST;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
הוצע	предложено	הוצע	предложа	V;MASC;SG;3;PST;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
לאט	бавно	לאט	бавно	ADV	ADV
לאט	леко	לאט	леко	ADV	ADV
לאט	лесно	לאט	лесно	ADV	ADV
השקעות	инвестиции	השקעה	инвестиция	N;FEM;PL	N;INDF;FEM;PL
אומנות	арт	אומנות	арт	N;FEM;SG	N;INDF;NEUT;SG
אומנות	изкуството	אומנות	изкуство	N;FEM;SG	N;DEF;NEUT;SG
אומנות	art	אומנות	art	N;FEM;SG	N;INDF;MASC;SG
אומנות	изкуство	אומנות	изкуство	N;FEM;SG	N;INDF;NEUT;SG
הליך	процедура	הליך	процедура	N;MASC;SG	N;INDF;FEM;SG
פורסמה	публикуван	פורסם	публикувам	V;FEM;SG;3;PST;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
פורסמה	публикувано	פורסם	публикувам	V;FEM;SG;3;PST;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
מיידי	мигновена	מיידי	мигновен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
בעייתי	проблемна	בעייתי	проблемен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
תרופה	медицина	תרופה	медицина	N;FEM;SG	N;INDF;FEM;SG
תרופה	лекарство	תרופה	лекарство	N;FEM;SG	N;INDF;NEUT;SG
תרופה	дрога	תרופה	дрога	N;FEM;SG	N;INDF;FEM;SG
תרופה	наркотик	תרופה	наркотик	N;FEM;SG	N;INDF;MASC;SG
תרופה	лекарство	תרופה	лекарство	N;FEM;SG	N;INDF;NEUT;SG
מאכל	храна	מאכל	храна	N;MASC;SG	N;INDF;FEM;SG
ספציפית	специфично	ספציפית	специфично	ADV	ADV
ספציפית	специално	ספציפית	специално	ADV	ADV
היבטים	аспекти	היבט	аспект	N;MASC;PL	N;INDF;MASC;PL
הצגה	изпълнение	הצגה	изпълнение	N;FEM;SG	N;INDF;NEUT;SG
הצגה	ефективност	הצגה	ефективност	N;FEM;SG	N;INDF;FEM;SG
הצגה	представяне	הצגה	представяне	N;FEM;SG	N;INDF;NEUT;SG
הצגה	презентация	הצגה	презентация	N;FEM;SG	N;INDF;FEM;SG
הצגה	показване	הצגה	показване	N;FEM;SG	N;INDF;NEUT;SG
חדרים	стаите	חדר	стая	N;MASC;PL	N;DEF;FEM;PL
חדרים	стаи	חדר	стая	N;MASC;PL	N;INDF;FEM;PL
הפסדים	загуби	הפסד	загуба	N;MASC;PL	N;INDF;FEM;PL
הפסדים	загубите	הפסד	загуба	N;MASC;PL	N;DEF;FEM;PL
זעם	ярост	זעם	ярост	N;MASC;SG	N;INDF;FEM;SG
זעם	фюри	זעם	фюри	N;MASC;SG	N;INDF;MASC;SG
זעם	ярост	זעם	ярост	N;MASC;SG	N;INDF;FEM;SG
זעם	гняв	זעם	гняв	N;MASC;SG	N;INDF;MASC;SG
בוגרים	абитуриенти	בוגר	абитуриент	N;MASC;PL	N;INDF;MASC;PL
בוגרים	възпитаници	בוגר	възпитаник	N;MASC;PL	N;INDF;MASC;PL
עצומה	огромен	עצום	огромен	ADJ;FEM;SG	ADJ;INDF;MASC;SG
עצומה	огромна	עצום	огромен	ADJ;FEM;SG	ADJ;INDF;FEM;SG
שכבה	пласт	שכבה	пласт	N;FEM;SG	N;INDF;MASC;SG
שכבה	слой	שכבה	слой	N;FEM;SG	N;INDF;MASC;SG
מושלם	перфектна	מושלם	перфектен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
מושלם	перфектен	מושלם	перфектен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
מושלם	съвършен	מושלם	съвършен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
הערכות	оценки	הערכה	оценка	N;FEM;PL	N;INDF;FEM;PL
הערכות	оценки	הערכה	оценка	N;FEM;PL	N;INDF;FEM;PL
הערכות	оценки	הערכה	оценка	N;FEM;PL	N;INDF;FEM;PL
הכפרים	селата	הכפר	село	N;MASC;PL	N;DEF;NEUT;PL
הכפרים	селища	הכפר	селище	N;MASC;PL	N;INDF;NEUT;PL
הכפרים	села	הכפר	село	N;MASC;PL	N;INDF;NEUT;PL
הצדקה	оправдание	הצדקה	оправдание	N;FEM;SG	N;INDF;NEUT;SG
הצדקה	основание	הצדקה	основание	N;FEM;SG	N;INDF;NEUT;SG
הצדקה	обосновка	הצדקה	обосновка	N;FEM;SG	N;INDF;FEM;SG
מוסמך	квалифицирано	מוסמך	квалифицирам	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
מוסמך	квалифициран	מוסמך	квалифицирам	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
מוסמך	квалифицирана	מוסמך	квалифицирам	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
מוסמך	разрешена	מוסמך	разреша	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
מוסמך	оторизиран	מוסמך	оторизирам	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
מוסמך	упълномощен	מוסמך	упълномощя	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
מוסמך	сертифициран	מוסמך	сертифицирам	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
הדתות	религии	הדתה	религия	N;FEM;PL	N;INDF;FEM;PL
להזכיר	споменете	הזכיר	спомена	V;NFIN;ACT	V;PFV;IMP;PL;2;FIN
הכחדה	изчезване	הכחדה	изчезване	N;FEM;SG	N;INDF;NEUT;SG
אמיתית	истинско	אמיתי	истински	ADV	ADV
אמיתית	реално	אמיתי	реално	ADV	ADV
מוזמנים	поканени	הוזמן	поканя	V;MASC;PL;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
הרפתקאות	приключението	הרפתקאות	приключение	N;FEM;SG	N;DEF;NEUT;SG
הרפתקאות	авантюра	הרפתקאות	авантюра	N;FEM;SG	N;INDF;FEM;SG
הרפתקאות	приключение	הרפתקאות	приключение	N;FEM;SG	N;INDF;NEUT;SG
מדידה	измерване	מדידה	измерване	N;FEM;SG	N;INDF;NEUT;SG
מדידה	оценяване	מדידה	оценяване	N;FEM;SG	N;INDF;NEUT;SG
מדידה	измерване	מדידה	измерване	N;FEM;SG	N;INDF;NEUT;SG
מדידה	мярка	מדידה	мярка	N;FEM;SG	N;INDF;FEM;SG
הפגנות	демонстрации	הפגנה	демонстрация	N;FEM;PL	N;INDF;FEM;PL
חפירות	разкопки	חפירות	разкопка	N;FEM;PL	N;INDF;FEM;PL
ציונות	ционизъм	ציונות	ционизъм	N;FEM;SG	N;INDF;MASC;SG
רציני	сериозен	רציני	сериозен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
רציני	сериозна	רציני	сериозен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
מגבלות	ограничения	מגבלה	ограничение	N;FEM;PL	N;INDF;NEUT;PL
מגבלות	ограниченията	מגבלה	ограничение	N;FEM;PL	N;DEF;NEUT;PL
מגבלות	ограничения	מגבלה	ограничение	N;FEM;PL	N;INDF;NEUT;PL
מגבלות	граници	מגבלה	граница	N;FEM;PL	N;INDF;FEM;PL
מגבלות	ограничения	מגבלה	ограничение	N;FEM;PL	N;INDF;NEUT;PL
כפתור	бутон	כפתור	бутон	N;MASC;SG	N;INDF;MASC;SG
כפתור	батън	כפתור	батън	N;MASC;SG	N;INDF;MASC;SG
כפתור	копче	כפתור	копче	N;MASC;SG	N;INDF;NEUT;SG
שומן	мазнина	שומן	мазнина	N;MASC;SG	N;INDF;FEM;SG
מעצר	арест	מעצר	арест	N;MASC;SG	N;INDF;MASC;SG
מעצר	бюст	מעצר	бюст	N;MASC;SG	N;INDF;MASC;SG
דתיות	религиозни	דתי	религиозен	ADJ;FEM;PL	ADJ;INDF;PL
דיבור	говорене	דיבור	говорене	N;MASC;SG	N;INDF;NEUT;SG
דיבור	реч	דיבור	реч	N;MASC;SG	N;INDF;FEM;SG
דיבור	говор	דיבור	говор	N;MASC;SG	N;INDF;MASC;SG
מוכנים	готови	מוכן	готов	ADJ;MASC;PL	ADJ;INDF;PL
מקדם	коефициент	מקדם	коефициент	N;MASC;SG	N;INDF;MASC;SG
מקדם	насърчаване	מקדם	насърчаване	N;MASC;SG	N;INDF;NEUT;SG
מקדם	организатор	מקדם	организатор	N;MASC;SG	N;INDF;MASC;SG
ההסתברות	вероятност	ההסתברות	вероятност	N;FEM;SG	N;INDF;FEM;SG
להדגיש	подчертая	הדגיש	подчертая	V;NFIN;ACT	V;PFV;IND;SG;1;PRS;FIN;ACT
התחלה	начало	התחלה	начало	N;FEM;SG	N;INDF;NEUT;SG
התחלה	старт	התחלה	старт	N;FEM;SG	N;INDF;MASC;SG
התחלה	стартиране	התחלה	стартиране	N;FEM;SG	N;INDF;NEUT;SG
התחלה	начало	התחלה	начало	N;FEM;SG	N;INDF;NEUT;SG
אלופים	шампиони	אלוף	шампион	N;MASC;PL	N;INDF;MASC;PL
אלופים	шампионите	אלוף	шампион	N;MASC;PL	N;DEF;MASC;PL
ועדות	комисии	ועדה	комисия	N;FEM;PL	N;INDF;FEM;PL
ועדות	комитети	ועדה	комитет	N;FEM;PL	N;INDF;MASC;PL
נכונות	истина	נכונות	истина	N;FEM;SG	N;INDF;FEM;SG
הנצחה	мемориал	הנצחה	мемориал	N;FEM;SG	N;INDF;MASC;SG
הנצחה	отбелязването	הנצחה	отбелязване	N;FEM;SG	N;DEF;NEUT;SG
בבירור	ясно	בבירור	ясно	ADV	ADV
ייחודיים	уникални	ייחודי	уникален	ADJ;MASC;PL	ADJ;INDF;PL
ההבדלים	разлики	ההבדל	разлика	N;MASC;PL	N;INDF;FEM;PL
ההבדלים	различия	ההבדל	различия	N;MASC;PL	N;INDF;NEUT;PL
התקווה	надеждата	התקווה	надежда	N	N;DEF;FEM;SG
התקווה	хоуп	התקווה	хоуп	N	N;INDF;MASC;SG
התקווה	надежда	התקווה	надежда	N	N;INDF;FEM;SG
תעשיות	индустрии	תעשייה	индустрия	N;FEM;PL	N;INDF;FEM;PL
תעשיות	отрасли	תעשייה	отрасля-(се)	N;FEM;PL	N;INDF;MASC;PL
כימיה	химия	כימיה	химия	N;FEM;SG	N;INDF;FEM;SG
התפשטות	разпространението	התפשטות	разпространение	N;FEM;SG	N;DEF;NEUT;SG
התפשטות	разпространение	התפשטות	разпространение	N;FEM;SG	N;INDF;NEUT;SG
התפשטות	разрастване	התפשטות	разрастване	N;FEM;SG	N;INDF;NEUT;SG
התפשטות	разширяване	התפשטות	разширяване	N;FEM;SG	N;INDF;NEUT;SG
התפשטות	разширение	התפשטות	разширение	N;FEM;SG	N;INDF;NEUT;SG
בקשות	заявки	בקשה	заявка	N;FEM;PL	N;INDF;FEM;PL
בקשות	искания	בקשה	искане	N;FEM;PL	N;INDF;NEUT;PL
בקשות	молби	בקשה	молба	N;FEM;PL	N;INDF;FEM;PL
בקרוב	скоро	בקרוב	скоро	ADV	ADV
מלאכותית	изкуствено	מלאכותי	изкуствено	ADV	ADV
הגדרות	настройки	הגדרה	настройка	N;FEM;PL	N;INDF;FEM;PL
מסילות	железници	מסילות	железница	N;FEM;PL	N;INDF;FEM;PL
תלות	зависим	תלות	завися	N;FEM;SG	N;INDF;MASC;SG
תלות	зависимост	תלות	зависимост	N;FEM;SG	N;INDF;FEM;SG
תלות	зависимостта	תלות	зависимост	N;FEM;SG	N;DEF;FEM;SG
תלות	зависимост	תלות	зависимост	N;FEM;SG	N;INDF;FEM;SG
תלות	зависимостта	תלות	зависимост	N;FEM;SG	N;DEF;FEM;SG
ראיה	доказателство	ראייה	доказателство	N;FEM;SG	N;INDF;NEUT;SG
עופרת	олово	עפר	олово	N;FEM;SG	N;INDF;NEUT;SG
תווים	забележки	תווים	забележка	N;MASC;PL	N;INDF;FEM;PL
תווים	записки	תווים	записка	N;MASC;PL	N;INDF;FEM;PL
תווים	бележки	תווים	бележка	N;MASC;PL	N;INDF;FEM;PL
תווים	ноти	תווים	нот	N;MASC;PL	N;INDF;FEM;PL
תווים	знаци	תווים	знак	N;MASC;PL	N;INDF;MASC;PL
תווים	герои	תווים	герой	N;MASC;PL	N;INDF;MASC;PL
תווים	символи	תווים	символя	N;MASC;PL	N;INDF;MASC;PL
אלקטרונים	електроните	אלקטרון	електрон	N;MASC;PL	N;DEF;MASC;PL
אלקטרונים	електрони	אלקטרון	електрон	N;MASC;PL	N;INDF;MASC;PL
אסיסטים	асистенции	אסיסט	асистенция	N;MASC;PL	N;INDF;FEM;PL
רעב	глад	רעב	глад	N;MASC;SG	N;INDF;MASC;SG
