lovlige	قانونی	lovlig	قانونی	ADJ;PL	ADJ
tabu	ممانعت	tabu	ممانعت	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
tabu	تحدید	tabu	تحدید	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
tabu	ممانعت	tabu	ممانعت	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
tabu	تحدید	tabu	تحدید	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
benævnelse	اصطلاح	benævnelse	اصطلاح	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
benævnelse	b	benævnelse	b	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
benævnelse	وزن	benævnelse	وزن	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
benævnelse	شمار	benævnelse	شمار	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
udvej	مدد	udvej	مدد	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
uklare	مشتبہ	uklar	مشتبہ	ADJ;PL	ADJ
svamp	خمیر	svamp	خمیر	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
perle	تسبیح	perle	تسبیح	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
perle	مروارید	perle	مروارید	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
evakuering	اخراج	evakuering	اخراج	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
indvendige	داخلی	indvendig	داخلی	ADJ;PL	ADJ
indvendige	اندرونی	indvendig	اندرونی	ADJ;PL	ADJ
grimme	بیہودہ	grim	بیہودہ	ADJ;PL	ADJ
grimme	خطرناک	grim	خطرناک	ADJ;PL	ADJ
grimme	خوفناک	grim	خوفناک	ADJ;PL	ADJ
grimme	بھیانک	grim	بھیانک	ADJ;PL	ADJ
grimme	بیہودہ	grim	بیہودہ	ADJ;PL	ADJ
grimme	خطرناک	grim	خطرناک	ADJ;PL	ADJ
grimme	خوفناک	grim	خوفناک	ADJ;PL	ADJ
grimme	بھیانک	grim	بھیانک	ADJ;PL	ADJ
trick	دھوکا	trick	دھوکا	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
trick	فریب	trick	فریب	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
gut	آدمی	gut	آدمی	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
gut	شخص	gut	شخص	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
samliv	مقاربت	samliv	مقاربت	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
trekanten	مثلث	trekant	مثلث	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
tæppe	قالین	tæppe	قالین	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
skelnen	خطاب	skelne	خطاب	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
skelnen	عظمت	skelne	عظمت	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
skelnen	برتری	skelne	برتری	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
skelnen	نام	skelne	نام	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
skelnen	خطاب	skelne	خطاب	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
skelnen	عظمت	skelne	عظمت	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
skelnen	برتری	skelne	برتری	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
skelnen	نام	skelne	نام	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
skelnen	فرق	skelne	فرق	N;DEF;MASC+FEM;SG	N;ACC;MASC;SG;3
tilbageslag	پسپائی	tilbageslag	پسپائی	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
tilbageslag	رکاوٹ	tilbageslag	رکاوٹ	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
pynt	سجاوٹ	pynt	سجاوٹ	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
spild	فالتو	spild	فالتو	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
spild	فضلہ	spild	فضلہ	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
spild	اسراف	spild	اسراف	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
spild	ضیاع	spild	ضیاع	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
polemik	تنازعہ	polemik	تنازعہ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ivrige	پُرولولہ	ivrig	پُرولولہ	ADJ;PL	ADJ
råber	ّچلانا	råbe	لچلا	V;IND;PRS;FIN;ACT	V;MASC;SG;NFIN;ACT
råber	چیخنا	råbe	چیخنا	V;IND;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
carpenter	ترکھان	carpent	ترکھان	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
trætte	اجیرن	træt	اجیرن	ADJ;PL	ADJ
trætte	اجیرن	træt	اجیرن	ADJ;PL	ADJ
skænderi	تکرار	skænderi	تکرار	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
kroniske	دیرینہ	kronisk	دیرینہ	ADJ;PL	ADJ
kroniske	عادی	kronisk	عادی	ADJ;PL	ADJ
operativ	نافذ	operativ	نافذ	ADJ;INDF;MASC+FEM;SG	ADJ
operativ	فعال	operativ	فعال	ADJ;INDF;MASC+FEM;SG	ADJ
colt	کھلاڑی	colt	کھلاڑی	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
colt	کھلاڑی	colt	کھلاڑی	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
fjendtligt	ناموافق.	fjendtlig	ناموافق.	ADJ;INDF;NEUT;SG	ADJ
galla	جشن	galla	جشن	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
sæd	نطفہ	sæd	نطفہ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
sæd	دھات	sæd	دھات	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
soldaten	فوجی	soldat	فوجی	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
soldaten	فوجی	soldat	فوجی	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
slide	کھسکنے	slide	کھسک	V;NFIN;ACT	V;ACC;NFIN
dramatik	تمثیل	dramatik	تمثیل	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
tværgående	ذیلی	tværgående	ذیلی	ADJ	ADJ
farmer	کاشتکار	farm	کاشتکار	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
kniven	پھل	kniv	پھل	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
eksklusivt	مختص.	eksklusiv	مختص.	ADJ;INDF;NEUT;SG	ADJ
eksklusivt	امتیازی	eksklusiv	امتیازی	ADJ;INDF;NEUT;SG	ADJ
eksklusivt	منتخب	eksklusiv	منتخب	ADJ;INDF;NEUT;SG	ADJ
eksklusivt	مخصوص	eksklusiv	مخصوص	ADJ;INDF;NEUT;SG	ADJ
kiosk	کھوکھا	kiosk	کھوکھا	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
kiosk	اخبار	kiosk	اخبار	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
overfladisk	معمولی	overfladisk	معمولی	ADJ;INDF;SG	ADJ
overfladisk	سطحی	overfladisk	سطحی	ADJ;INDF;SG	ADJ
overfladisk	معمولی	overfladisk	معمولی	ADJ;INDF;SG	ADJ
overfladisk	معمولی	overfladisk	معمولی	ADJ;INDF;SG	ADJ
overfladisk	اوپری	overfladisk	اوپری	ADJ;INDF;SG	ADJ
overfladisk	معمولی	overfladisk	معمولی	ADJ;INDF;SG	ADJ
overfladisk	سطحی	overfladisk	سطحی	ADJ;INDF;SG	ADJ
overfladisk	اوپری	overfladisk	اوپری	ADJ;INDF;SG	ADJ
strække	دبنے	strække	دبنہ	V;NFIN;ACT	V;NFIN;ACT
strække	کھینچا	strække	کھینچ	V;NFIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
strække	دبنے	strække	دبنہ	V;NFIN;ACT	V;NFIN;ACT
strække	کھینچا	strække	کھینچ	V;NFIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
svigerfar	باپ	svigerfar	باپ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
inaktive	ساکت	inaktiv	ساکت	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
inaktive	ساکن	inaktiv	ساکن	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
bifald	داد	bifald	داد	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
føderalt	وفاق	føderal	وفاق	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
sekundært	ثانوی	sekundært	ثانوی	ADJ;INDF;NEUT;SG	ADJ
spekulation	اندازہ	spekulation	اندازہ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
tjek	تھامنا	tjek	تھامنا	V;IMP	V;SG;NFIN;ACT
tjek	ڈانٹنا	tjek	ڈانٹ	V;IMP	V;NFIN
tjek	تھامنا	tjek	تھامنا	V;IMP	V;SG;NFIN;ACT
tjek	ڈانٹنا	tjek	ڈانٹ	V;IMP	V;NFIN
vogter	رکھوالا	vogte	رکھ	V;IND;PRS;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
holdbarhed	پائیداری	holdbarhed	پائیداری	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
strømning	جوار	strømning	جوار	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
strømning	دلدل	strømning	دلدل	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
strømning	رقم	strømning	رقم	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
strømning	بہتات	strømning	بہتات	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
strømning	مائع	strømning	مائع	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
strømning	جوار	strømning	جوار	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
strømning	دلدل	strømning	دلدل	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
strømning	رقم	strømning	رقم	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
strømning	بہتات	strømning	بہتات	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
strømning	مائع	strømning	مائع	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
visit	نگرانی	visit	نگرانی	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
intention	نیت	intention	نیت	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
intention	غایت	intention	غایت	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
intention	ارادہ	intention	ارادہ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
intention	نیت	intention	نیت	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
intention	غرض	intention	غرض	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
intention	غایت	intention	غایت	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
intention	ارادہ	intention	ارادہ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
overvejelse	معاوضہ	overvejelse	معاوضہ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
overvejelse	اہمیت	overvejelse	اہمیت	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
overvejelse	صلہ	overvejelse	صلہ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
overvejelse	رواداری	overvejelse	رواداری	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
progression	نمو	progression	نمو	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
bekræftelse	توثیق	bekræftelse	توثیق	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
genererer	بنانا	generere	بنا	V;IND;PRS;FIN;ACT	V;MASC;SG;NFIN;ACT
fejltagelse	چوک	fejltagelse	چوک	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
fejltagelse	چوک	fejltagelse	چوک	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
energiske	سرگرم	energisk	سرگرم	ADJ;PL	ADJ
energiske	مستعد	energisk	مستعد	ADJ;PL	ADJ
konen	زوجہ	kone	زوجہ	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
konen	بیوی	kone	بیوی	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
konen	زوجہ	kone	زوجہ	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
konen	بیوی	kone	بیوی	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
dæmon	ظالم	dæmon	ظالم	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
dæmon	شیطان	dæmon	شیطان	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
squash	ہجوم	squash	ہجوم	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
squash	مجمع	squash	مجمع	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
empiriske	اختباری	empirisk	اختباری	ADJ;PL	ADJ;NOM
diversitet	تنوع	diversitet	تنوع	N;INDF;SG	N;NOM;MASC;SG;3
foretagende	مہم	foretagende	مہم	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
sammensværgelse	سازش	sammensværgelse	سازش	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
engagere	ملانا	engagere	ملا	V;NFIN;ACT	V;MASC;SG;NFIN;ACT
engagere	روکنا.	engagere	روکنا.	V;NFIN;ACT	V;PL;FIN;ACT
skubbe	دھکیلنا	skubbe	دھکیل	V;NFIN;ACT	V;NFIN;ACT
håndtag	قبضہ	håndtag	قبضہ	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
håndtag	دستہ	håndtag	دستہ	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
generere	بنانا	generere	بنا	V;NFIN;ACT	V;MASC;SG;NFIN;ACT
vending	حالت	vending	حالت	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
vending	تقدیر	vending	تقدیر	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
kontinuitet	تسلسل	kontinuitet	تسلسل	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
springvand	تیل	springvand	تیل	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
springvand	منبع	springvand	منبع	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
springvand	تیل	springvand	تیل	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
udryddelse	استیصال	udryddelse	استیصال	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
pedal	سائیکل	pedal	سائیکل	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
lift	میلے	lift	میلے	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
investere	اوڑھنا	investere	اوڑھنا	V;NFIN;ACT	V;MASC;SG;NFIN;ACT
investere	پہننا.	investere	پہننا.	V;NFIN;ACT	V;MASC;SG;NFIN;ACT
helligdag	جشن	helligdag	جشن	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
forstyrrelse	رکاوٹ	forstyrrelse	رکاوٹ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
forstyrrelse	ہیجان	forstyrrelse	ہیجان	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
forstyrrelse	مزاحمت	forstyrrelse	مزاحمت	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
forstyrrelse	انتشار	forstyrrelse	انتشار	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
afvikle	ڈھانا	afvikle	ڈھانا	V;NFIN;ACT	V;SG;ACT
afvikle	توڑنا	afvikle	توڑ	V;NFIN;ACT	V;MASC;SG;NFIN;ACT
anvendelig	موزوں	anvendelig	موزوں	ADJ;INDF;MASC+FEM;SG	ADJ
anvendelig	مناسب	anvendelig	مناسب	ADJ;INDF;MASC+FEM;SG	ADJ
implementering	تعمیل	implementering	تعمیل	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
implementering	تکمیل	implementering	تکمیل	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
impuls	جوش	impuls	جوش	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
impuls	احساس	impuls	احساس	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
impuls	جذبہ	impuls	جذبہ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
logistik	قیام	logistik	قیام	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
skinnende	چمکیلا	skinne	چمکیلا	V;PRS;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
pose	کثرت	pose	کثرت	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
lyserød	گلابی	lyserød	گلابی	ADJ;INDF;MASC+FEM;SG	ADJ;NOM
betydningsfuldt	اہم	betydningsfuld	اہم	ADJ;INDF;NEUT;SG	ADJ
kosmos	کائنات	kosmos	کائنات	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
magtfuld	طاقتور	magtfuld	طاقتور	ADJ;INDF;MASC+FEM;SG	ADJ
dosis	سزا	dosis	سزا	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
hjulet	سائیکل	hjæle	سائیکل	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
hjulet	سائیکل	hjæle	سائیکل	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
offeret	شکار	offer	شکار	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
offeret	نشانہ	offer	نشانہ	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
horisont	تجربے	horisont	تجربہ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
åbenhed	شفافیت	åbenhed	شفافیت	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
kvik	ممتاز.	kvik	ممتاز.	ADJ;INDF;MASC+FEM;SG	ADJ
kvik	درست	kvik	درست	ADJ;INDF;MASC+FEM;SG	ADJ
kvik	پھرتی	kvik	پھرتی	ADJ;INDF;MASC+FEM;SG	ADJ;FEM
kvik	تیز	kvik	تیز	ADJ;INDF;MASC+FEM;SG	ADJ
forsigtighed	احتیاط	forsigtighed	احتیاط	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
fysiologiske	فعلیاتی	fysiologisk	فعلیاتی	ADJ;PL	ADJ;NOM
spirituelle	مذہبی	spirituel	مذہبی	ADJ;PL	ADJ
metropolis	دارالحکومت	metropolis	دارالحکومت	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
filme	چھپانا	filme	چھپانا	V;NFIN;ACT	V;MASC;SG;NFIN;ACT
storslået	پُرشکوہ	storslå	پُرشکوہ	ADJ;INDF;SG	ADJ
storslået	اعلیٰ	storslå	اعلیٰ	ADJ;INDF;SG	ADJ
storslået	اصل	storslå	اصل	ADJ;INDF;SG	ADJ
storslået	امیرانہ	storslå	امیرانہ	ADJ;INDF;SG	ADJ
storslået	بڑا	storslå	بڑا	ADJ;INDF;SG	ADJ;NOM;MASC;SG
storslået	اعلیٰ	storslå	اعلیٰ	ADJ;INDF;SG	ADJ
storslået	اصل	storslå	اصل	ADJ;INDF;SG	ADJ
eksperimentelle	اختباری	eksperimentelle	اختباری	ADJ;PL	ADJ;NOM
eksperimentelle	عارضی	eksperimentelle	عارضی	ADJ;PL	ADJ
udødelige	جاودانی	udødelig	جاودانی	ADJ;PL	ADJ
forkyndelse	بجلی	forkyndelse	بجلی	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
forkyndelse	دعا	forkyndelse	دعا	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
forkyndelse	گیس	forkyndelse	گیس	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
forkyndelse	خدمت	forkyndelse	خدمت	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
habitat	بستی	habitat	بس	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
vedtager	اپنانا	vedtage	اپنانا	V;IND;PRS;FIN;ACT	V;MASC;SG;NFIN;ACT
krigsførende	مخاصمانہ	krigsførende	مخاصمانہ	ADJ	ADJ
krigsførende	متصادم.	krigsførende	متصادم.	ADJ	ADJ
krigsførende	حریفانہ	krigsførende	حریفانہ	ADJ	ADJ
utroskab	زناکاری	utroskab	زناکاری	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
fugtighed	رطوبت	fugtighed	رطوبت	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
fugtighed	رطوبت	fugtighed	رطوبت	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
fugtighed	نمی	fugtighed	نمی	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
fugtighed	رطوبت	fugtighed	رطوبت	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
beskrivende	محاکاتی	beskrivende	محاکاتی	ADJ	ADJ;NOM
beskrivende	توضیحی	beskrivende	توضیحی	ADJ	ADJ
frisør	حجام	frisør	حجام	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
nylige	حالیہ	nylig	حالیہ	ADJ;PL	ADJ
nylige	جدید	nylig	جدید	ADJ;PL	ADJ
autentisk	اصلی	autentisk	اصلی	ADJ;INDF;SG	ADJ
afledning	تفریح	afledning	تفریح	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
afledning	استخراج	afledning	استخراج	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
afledning	اکتساب	afledning	اکتساب	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
afledning	اخذ	afledning	اخذ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
afledning	استخراج	afledning	استخراج	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
afledning	اکتساب	afledning	اکتساب	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
afledning	تفریح	afledning	تفریح	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
afledning	خلفشار	afledning	خلفشار	N;INDF;MASC+FEM;SG	N;SG
afledning	الجھن	afledning	الجھن	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
overvundet	نڈھال	overvund	نڈھال	V;INDF;SG;PST;V.PTCP	V;ACT
solskin	مسرت	solskin	مسرت	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
fændrik	پرچم	fændrik	پرچم	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
turbine	پانی	turbine	پانی	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
invalid	معذور	invalid	معذور	ADJ;INDF;MASC+FEM;SG	ADJ
invalid	ناقص	invalid	ناقص	ADJ;INDF;MASC+FEM;SG	ADJ
invalid	نامعتبر	invalid	نامعتبر	ADJ;INDF;MASC+FEM;SG	ADJ
bolle	میٹھا	bolle	میٹھا	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
bolle	گول	bolle	گول	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
stram	دشوار	stram	دشوار	ADJ;INDF;MASC+FEM;SG	ADJ
stram	دشوار	stram	دشوار	ADJ;INDF;MASC+FEM;SG	ADJ
spøg	مذاق	spøg	مذاق	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
smager	چکھنا	smage	چکھ	V;IND;PRS;FIN;ACT	V;MASC;SG;NFIN;ACT
brevveksling	ربط	brevveksling	ربط	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
modig	واضح	modig	واضح	ADJ;INDF;MASC+FEM;SG	ADJ
modig	نمایاں	modig	نمایاں	ADJ;INDF;MASC+FEM;SG	ADJ
porno	فحش	porno	فحش	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
udseendet	ظہور	udseende	ظہور	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
håndværker	دستکار.	håndværker	دستکار.	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
tilfredsstille	سیر	tilfredsstille	سیر	V;NFIN;ACT	V;MASC;SG;V.PTCP;ACT
resort	مدد	resort	مدد	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
geometrisk	ہموار	geometrisk	ہموار	ADJ;INDF;SG	ADJ
array	لباس	array	لباس	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
array	قطار	array	قطار	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
råolie	کچا	råolie	کچا	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ærligt	مخلصانہ	ærligt	مخلصانہ	ADJ;INDF;NEUT;SG	ADJ
forespørgsel	استفسار	forespørgsel	استفسار	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
forespørgsel	التجا	forespørgsel	التجا	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
forespørgsel	درخواست	forespørgsel	درخواست	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
forespørgsel	التجا	forespørgsel	التجا	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
forespørgsel	درخواست	forespørgsel	درخواست	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
forespørgsel	طلب	forespørgsel	طلب	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
renhed	صفائی	renhed	صفائی	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
renhed	پاکیزگی	renhed	پاکیزگی	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
aktiviteten	تابکاری	aktivitet	تابکاری	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
aktiviteten	مصروفیت	aktivitet	مصروفیت	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
chronicle	بیان	chronicle	بیان	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
kaotisk	منتشر	kaotisk	منتشر	ADJ;INDF;SG	ADJ
skønheden	روپ	skønheden	روپ	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
skønheden	روپ	skønheden	روپ	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
suveræn	عمدہ	suveræn	عمدہ	ADJ;INDF;MASC+FEM;SG	ADJ
suveræn	مؤثر.	suveræn	مؤثر.	ADJ;INDF;MASC+FEM;SG	ADJ
troværdige	معتبر	troværdig	معتبر	ADJ;PL	ADJ
idealisme	تصوّریت	idealisme	تصوّریت	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
idealisme	مثالیت	idealisme	مثالیت	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
forlovelse	ملاقات	forlovelse	ملاقات	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
afværge	موڑنا	afværge	موڑ	V;NFIN;ACT	V;NFIN;ACT
bindestreg	تیزی	bindestreg	تیزی	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
bindestreg	زور	bindestreg	زور	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
ansøge	چلانا	ansøge	چلا	V;NFIN;ACT	V;MASC;SG;NFIN;ACT
subjektiv	موضوعی	subjektiv	موضوعی	ADJ;INDF;MASC+FEM;SG	ADJ
fleksible	لچکدار	fleksible	لچکدار	ADJ;PL	ADJ
ordsprog	دانش	ordsprog	دانش	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
ordsprog	قول	ordsprog	قول	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
ordsprog	کہاوت	ordsprog	کہاوت	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
ordsprog	دانش	ordsprog	دانش	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
ordsprog	قول	ordsprog	قول	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
aggression	دھونس	aggression	دھونس	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
