kategória	kategorie	kategória	kategorie	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
hmota	hmotnosti	hmota	hmotnost	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
hmota	hmotnost	hmota	hmotnost	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
profesia	povolání	profesi	povolání	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
profesia	profese	profesi	profese	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
disciplíny	disciplíny	disciplína	disciplína	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
disciplíny	obory	disciplína	obor	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
disciplíny	disciplíny	disciplína	disciplína	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
zabezpečiť	zajistit	zabezpečiť	zajistit	V;PFV;POS;NFIN	V;PFV;POS;NFIN
zabezpečiť	zajistit	zabezpečiť	zajistit	V;PFV;POS;NFIN	V;PFV;POS;NFIN
zabezpečiť	zabezpečit	zabezpečiť	zabezpečit	V;PFV;POS;NFIN	V;PFV;POS;NFIN
víno	víno	víno	víno	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
jazz	jazz	jazz	jazz	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
parky	parky	parka	park	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
prispel	přispěl	prispieť	přispět	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
prispel	přispělo	prispieť	přispět	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;NEUT;SG;POS;PST;V.PTCP;ACT
teplotu	teplotu	teplota	teplota	N;ACC;FEM;SG	N;ACC;FEM;SG;POS
zvieratá	zvířata	zviera	zvíře	N;NOM;NEUT;PL	N;NOM;NEUT;PL;POS
zvieratá	živočichové	zviera	živočich	N;NOM;NEUT;PL	N;ANIM;NOM;MASC;PL;POS
varianty	varianty	variant	varianta	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
varianty	variace	variant	variace	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
varianty	varianty	variant	varianta	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
kométa	kometa	komét	kometa	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
krv	krve	krv	krev	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
krv	krev	krv	krev	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
tanec	dance	tanec	dance	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
tanec	tanec	tanec	tanec	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
tanec	tanec	tanec	tanec	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
lesný	lesní	lesný	lesní	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
chvost	tail	chvost	tail	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
chvost	ocas	chvost	ocas	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
koncertov	koncertů	koncert	koncert	N;INAN;GEN;MASC;PL	N;INAN;GEN;MASC;PL;POS
stromy	stromy	strom	strom	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
zánik	vyhynutí	zánik	vyhynutí	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
zánik	zánik	zánik	zánik	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
zánik	zánik	zánik	zánik	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
zánik	zmizení	zánik	zmizení	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
základňa	základna	základňa	základna	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
základňa	základ	základňa	základ	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
základňa	báze	základňa	báze	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
umelé	umělý	umelý	umělý	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
umelé	umělé	umelý	umělý	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS
umelé	umělá	umelý	umělý	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
koruna	koruna	koruna	koruna	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
molekuly	molekuly	molekul	molekula	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
molekuly	molekuly	molekul	molekula	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
kontakt	kontakt	kontakt	kontakt	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
riziko	riziko	riziko	riziko	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
riziko	risk	riziko	risk	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
dánsky	dánský	dánsky	dánský	ADJ;ANIM;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
dánsky	dánská	dánsky	dánský	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
dánsky	dánské	dánsky	dánský	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
obvodov	obvodů	obvod	obvod	N;INAN;GEN;MASC;PL	N;INAN;GEN;MASC;PL;POS
poľské	polský	poľský	polský	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
poľské	polská	poľský	polský	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
miera	sazba	miera	sazba	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
miera	míra	miera	míra	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
hovoriť	mluv	hovoriť	mluv	V;IPFV;POS;NFIN	V;IMP;SG;2;POS;FIN
hovoriť	mluv	hovoriť	mluv	V;IPFV;POS;NFIN	V;IMP;SG;2;POS;FIN
aktivita	činnost	aktivita	činnost	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
aktivita	aktivita	aktivita	aktivita	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
linux	linux	linux	linux	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
geológ	geolog	geológ	geolog	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
znie	zní	znieť	znít	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;POS;PRS;FIN;ACT
pyramída	pyramida	pyramída	pyramida	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
čínsky	čínská	čínsky	čínský	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
čínsky	čínské	čínsky	čínský	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
úvod	úvod	úvod	úvod	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
úvod	zavedení	úvod	zavedení	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
úvod	úvod	úvod	úvod	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
komunita	společenství	komunita	společenství	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
komunita	komunita	komunita	komunita	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
komunita	obec	komunita	obec	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
učil	učil	učiť	učit	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
spory	spory	spor	spor	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
prístroje	přístroje	prístroj	přístroj	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
prístroje	nástroje	prístroj	nástroj	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
prístroje	přístroje	prístroj	přístroj	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
prístroje	přístroje	prístroj	přístroj	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
zamestnanie	zaměstnání	zamestnanie	zaměstnání	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
zamestnanie	práce	zamestnanie	práce	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
zamestnanie	zaměstnání	zamestnanie	zaměstnání	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
zamestnanie	zaměstnanost	zamestnanie	zaměstnanost	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
zamestnanie	zaměstnání	zamestnanie	zaměstnání	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
zamestnanie	povolání	zamestnanie	povolání	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
zamestnanie	okupace	zamestnanie	okupace	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
rody	rody	rod	rod	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
brány	vrata	brána	vrata	N;NOM;FEM;PL	N;NOM;NEUT;PL;POS
velil	velel	veliť	velet	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
slúžila	sloužil	slúžiť	sloužit	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
poverený	přenesené	poverený	přenesený	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS
poverený	pověřený	poverený	pověřený	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS
poverený	pověřený	poverený	pověřený	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS
kmeňov	kmenů	kmeň	kmen	N;INAN;GEN;MASC;PL	N;INAN;GEN;MASC;PL;POS
kmeňov	kmenů	kmeň	kmen	N;INAN;GEN;MASC;PL	N;INAN;GEN;MASC;PL;POS
nahral	nahrál	nahrať	nahrát	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
zničené	zničeno	zničený	zničený	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
zničené	zničen	zničený	zničený	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;MASC;SG;POS;V.PTCP;PASS
bojovať	bojovat	bojovať	bojovat	V;IPFV;POS;NFIN	V;IPFV;POS;NFIN
vyrobený	vyrobeno	vyrobený	vyrobený	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
vyrobený	vyrobeno	vyrobený	vyrobený	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
vyrobený	vyrobený	vyrobený	vyrobený	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS
vyrobený	vyrobený	vyrobený	vyrobený	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS
vyrobený	vyrobeno	vyrobený	vyrobený	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
stovky	stovky	stovka	stovka	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
úspešné	úspěšná	úspešný	úspěšný	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
úspešné	úspěšné	úspešný	úspěšný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS
úspešné	úspěšný	úspešný	úspěšný	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
japonská	japonská	japonský	japonský	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
japonská	japonský	japonský	japonský	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
lehota	lhůta	lehota	lhůta	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
lehota	termín	lehota	termín	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
lehota	období	lehota	období	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
električky	tramvaje	električka	tramvaj	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
vybral	vybral	vybrať	vybrat	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
vybral	vybral	vybrať	vybrat	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
záznamy	záznamy	záznam	záznam	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
záznamy	rekordy	záznam	rekord	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
záznamy	desky	záznam	deska	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
záznamy	položky	záznam	položka	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
záznamy	zápisy	záznam	zápis	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
záznamy	záznamy	záznam	záznam	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
označené	označen	označený	označený	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;MASC;SG;POS;V.PTCP;PASS
označené	označený	označený	označený	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS
označené	označeno	označený	označený	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
označené	označená	označený	označený	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS
označené	označeno	označený	označený	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
nahradený	nahrazeno	nahradený	nahrazený	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
nahradený	nahrazen	nahradený	nahrazený	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;MASC;SG;POS;V.PTCP;PASS
nahradený	nahrazeno	nahradený	nahrazený	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
nahradený	nahrazen	nahradený	nahrazený	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;MASC;SG;POS;V.PTCP;PASS
nahradený	nahrazen	nahradený	nahrazený	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;MASC;SG;POS;V.PTCP;PASS
nahradený	nahrazeno	nahradený	nahrazený	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
operačný	operační	operačný	operační	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
operačný	operativní	operačný	operativní	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
operačný	provozní	operačný	provozní	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
vonku	venku	vonku	venku	ADV	ADV
vonku	ven	vonku	ven	ADV	ADV
vonku	venku	vonku	venku	ADV	ADV
radov	řad	radov	řada	N;INAN;GEN;MASC;PL	N;GEN;FEM;PL;POS
radov	řádků	radov	řádek	N;INAN;GEN;MASC;PL	N;INAN;GEN;MASC;PL;POS
renault	renault	renault	renault	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
zimné	zimní	zimný	zimní	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
požiadal	požádal	požiadať	požádat	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
požiadal	zeptal	požiadať	zeptat	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
vybavený	vybavená	vybavený	vybavený	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS
vybavený	vybaveno	vybavený	vybavený	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
zahynulo	zahynul	zahynúť	zahynout	V;PFV;NEUT;SG;POS;PST;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
vyhrali	vyhráli	vyhrať	vyhrát	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT
vzdal	vzdal	vzdať	vzdát	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
myšlienka	myšlenka	myšlienka	myšlenka	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
myšlienka	myšlenka	myšlienka	myšlenka	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
myšlienka	idea	myšlienka	idea	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
myšlienka	nápad	myšlienka	nápad	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
občianska	občanský	občiansky	občanský	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
občianska	civilní	občiansky	civilní	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
občianska	občanská	občiansky	občanský	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
občianska	občanské	občiansky	občanský	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS
občianska	občanskoprávní	občiansky	občanskoprávní	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
občianska	občanská	občiansky	občanský	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
občianska	občanské	občiansky	občanský	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS
náboj	huba	náboj	huba	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
náboj	kulka	náboj	kulka	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
náboj	náboj	náboj	náboj	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
príde	přijíždí	prísť	přijíždět	V;PFV;IND;SG;3;POS;PRS;FIN	V;PFV;IND;SG;3;POS;PRS;FIN;ACT
príde	dorazí	prísť	dorazit	V;PFV;IND;SG;3;POS;PRS;FIN	V;PFV;IND;SG;3;POS;PRS;FIN;ACT
modrý	modré	modrý	modrý	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
modrý	modrá	modrý	modrý	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
obchodný	komerční	obchodný	komerční	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
obchodný	obchodní	obchodný	obchodní	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
celkové	celková	celkový	celkový	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
celkové	celkové	celkový	celkový	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS
povolenie	svolení	povolenie	svolení	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
povolenie	povolení	povolenie	povolení	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
povolenie	oprávnění	povolenie	oprávnění	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
povolenie	povolení	povolenie	povolení	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
povolenie	autorizace	povolenie	autorizace	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
povolenie	povolení	povolenie	povolení	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
povolenie	oprávnění	povolenie	oprávnění	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
karolína	karolína	karolína	karolín	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
karolína	karolína	karolína	karolín	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
železničné	železniční	železničný	železniční	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
schopná	schopný	schopný	schopný	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG;POS
schopná	schopné	schopný	schopný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS
schopná	schopen	schopný	schopný	ADJ;NOM;FEM;SG	ADJ;MASC;SG;POS
schopná	schopná	schopný	schopný	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
schopná	schopný	schopný	schopný	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG;POS
schopná	schopné	schopný	schopný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS
rozhovor	interview	rozhovor	interview	N;INAN;NOM;MASC;SG	N;NEUT;POS
rozhovor	pohovor	rozhovor	pohovor	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
rozhovor	rozhovor	rozhovor	rozhovor	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
rozhovor	výslech	rozhovor	výslech	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
rozhovor	rozhovor	rozhovor	rozhovor	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
rozhovor	konverzace	rozhovor	konverzace	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
podnebie	klima	podnebie	klima	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
podnebie	podnebí	podnebie	podnebí	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
poriadok	pořádek	poriadok	pořádek	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
poriadok	řád	poriadok	řád	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
poriadok	pořadí	poriadok	pořadí	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
poriadok	objednávka	poriadok	objednávka	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
sen	sen	sen	sen	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
sen	sen	sen	sen	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
zisk	zisk	zisk	zisk	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
zisk	výdělek	zisk	výdělek	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
zákaz	zákaz	zákaz	zákaz	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
zákaz	zákaz	zákaz	zákaz	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
zrušené	zrušeno	zrušený	zrušený	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
zrušené	zrušen	zrušený	zrušený	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;MASC;SG;POS;V.PTCP;PASS
zrušené	zrušeno	zrušený	zrušený	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
zrušené	zrušen	zrušený	zrušený	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;MASC;SG;POS;V.PTCP;PASS
zrušené	zrušeno	zrušený	zrušený	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
prúdy	proudy	prúd	proud	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
prúdy	proudy	prúd	proud	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
detstvo	malička	detstvo	malička	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
detstvo	dětství	detstvo	dětství	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
otvorenie	otevírání	otvorenie	otevírání	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
otvorenie	otevření	otvorenie	otevření	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
otvorenie	zahájení	otvorenie	zahájení	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
dievča	dívka	dievča	dívka	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
dievča	děvče	dievča	děvče	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
dievča	holčička	dievča	holčička	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
dievča	holka	dievča	holka	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
geografické	zeměpisný	geografický	zeměpisný	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
geografické	zeměpisné	geografický	zeměpisný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS
geografické	zeměpisné	geografický	zeměpisný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS
drevený	dřevěná	drevený	dřevěný	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
drevený	dřevěný	drevený	dřevěný	ADJ;INAN;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
výprava	výprava	výprava	výprava	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
pyramídy	pyramidy	pyramída	pyramida	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
pyramídy	pyramid	pyramída	pyramid	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
pyramídy	pyramidy	pyramída	pyramida	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
pracovníkov	pracovníky	pracovník	pracovník	N;ANIM;ACC;MASC;PL	N;ANIM;ACC;MASC;PL;POS
marcus	marcus	marcus	marcus	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
koncerty	koncerty	koncert	koncert	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
talent	talent	talent	talent	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
talent	nadání	talent	nadání	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
talent	talent	talent	talent	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
talent	nadání	talent	nadání	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
účinok	účinek	účinok	účinek	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
účinok	efekt	účinok	efekt	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
edícia	edice	edícia	edice	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
edícia	vydání	edícia	vydání	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
myslenie	myšlení	myslenie	myšlení	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
myslenie	přemýšlení	myslenie	přemýšlení	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
hladiny	hladiny	hladina	hladina	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
výrazný	významná	výrazný	významný	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
výrazný	značná	výrazný	značný	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
výrazný	významný	výrazný	významný	ADJ;INAN;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
súbory	soubory	súbor	soubor	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
súbory	spisy	súbor	spis	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
