els	the	el	the	DET;DEF;MASC;PL	DET;DEF
avió	airplane	avió	airplane	N;MASC;SG	N;SG
avió	plane	avió	plane	N;MASC;SG	N;SG
mines	mines	mina	mine	N;FEM;PL	N;PL
escenari	stage	escenari	stage	N;MASC;SG	N;SG
quarts	quarters	quarts	quarter	N;MASC;PL	N;PL
oxigen	oxygen	oxigen	oxygen	N;MASC;SG	N;SG
actuacions	performances	actuació	performance	N;FEM;PL	N;PL
mode	mode	mode	mode	N;MASC;SG	N;SG
variable	variable	variable	variable	ADJ;SG	ADJ
suec	swedish	suec	swedish	ADJ;MASC;SG	ADJ
constitueix	constitutes	constituir	constitute	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
romànic	romanesque	romànic	romanesque	ADJ;MASC;SG	ADJ
desaparèixer	disappear	desaparèixer	disappear	V;NFIN	V;IMP;FIN
recuperació	recovery	recuperació	recovery	N;FEM;SG	N;SG
regiment	regiment	regiment	regiment	N;MASC;SG	N;SG
legal	legal	legal	legal	ADJ;SG	ADJ
camins	roads	camí	road	N;MASC;PL	N;PL
camins	paths	camí	path	N;MASC;PL	N;PL
divideix	split	dividir	split	V;IND;SG;3;PRS;FIN	V;V.PTCP
divideix	divides	dividir	divide	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
bàsicament	basically	bàsicament	basically	ADV	ADV
violència	violence	violència	violence	N;FEM;SG	N;SG
vidre	glass	vidre	glass	N;MASC;SG	N;SG
programació	programming	programació	programming	N;FEM;SG	N;SG
ous	eggs	ou	egg	N;MASC;PL	N;PL
continguts	contents	contingut	contents	N;MASC;PL	N;PL
determinat	determined	determinat	determined	ADJ;MASC;SG;V.PTCP	ADJ
relacionat	related	relacionat	related	ADJ;MASC;SG;V.PTCP	ADJ
necessitats	needs	necessitat	need	N;FEM;PL	N;PL
identificar	identify	identificar	identify	V;NFIN	V;IMP;FIN
comentaris	comments	comentari	comment	N;MASC;PL	N;PL
dificultats	difficulties	dificultat	difficulty	N;FEM;PL	N;PL
probable	likely	probable	likely	ADJ;SG	ADJ
consulta	query	consulta	query	N;FEM;SG	N;SG
consulta	consultation	consulta	consultation	N;FEM;SG	N;SG
assaig	testing	assaig	testing	N;MASC;SG	N;SG
sales	rooms	sala	room	N;FEM;PL	N;PL
sales	halls	sala	hall	N;FEM;PL	N;PL
estableix	set	establir	set	V;IND;SG;3;PRS;FIN	V;FIN
fauna	fauna	fauna	fauna	N;FEM;SG	N;SG
arrels	roots	arrel	root	N;FEM;PL	N;PL
nuclis	kernels	nucli	kernel	N;MASC;PL	N;PL
nuclis	nuclei	nucli	nuclei	N;MASC;PL	N;PL
nuclis	cores	nucli	core	N;MASC;PL	N;PL
ciclisme	cycling	ciclisme	cycling	N;MASC;SG	N;SG
judici	trial	judici	trial	N;MASC;SG	N;SG
amistat	friendship	amistat	friendship	N;FEM;SG	N;SG
amistat	friend	amistat	friend	N;FEM;SG	N;SG
assistir	attend	assistir	attend	V;NFIN	V;IMP;FIN
italians	italians	italià	italian	N;MASC;PL	N;PL
llicència	licence	llicència	licence	N;FEM;SG	N;SG
llicència	license	llicència	license	N;FEM;SG	N;SG
universitats	universities	universitat	university	N;FEM;PL	N;PL
antiguitat	seniority	antiguitat	seniority	N;FEM;SG	N;SG
poders	powers	poder	power	N;MASC;PL	N;PL
cavallers	gentlemen	cavaller	gentleman	N;MASC;PL	N;PL
equació	equation	equació	equation	N;FEM;SG	N;SG
petició	request	petició	request	N;FEM;SG	N;SG
petició	petition	petició	petition	N;FEM;SG	N;SG
escapar	escape	escapar	escape	V;NFIN	V;IMP;FIN
metro	subway	metro	subway	N;MASC;SG	N;SG
diaris	newspapers	diari	newspaper	N;MASC;PL	N;PL
diaris	journals	diari	journal	N;MASC;PL	N;PL
diaris	diaries	diari	diary	N;MASC;PL	N;PL
imposar	impose	imposar	impose	V;NFIN	V;IMP;FIN
càncer	cancer	càncer	cancer	N;MASC;SG	N;SG
graus	degrees	grau	degree	N;MASC;PL	N;PL
historiadors	historians	historiador	historian	N;MASC;PL	N;PL
majoritàriament	mostly	majoritàriament	mostly	ADV	ADV
turc	turkish	turc	turkish	ADJ;MASC;SG	ADJ
adults	adults	adult	adult	N;MASC;PL	N;PL
nominacions	nominations	nominació	nomination	N;FEM;PL	N;PL
mor	dies	mor	die	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
sobirania	sovereignty	sobirania	sovereignty	N;FEM;SG	N;SG
monedes	coins	moneda	coin	N;FEM;PL	N;PL
monedes	currencies	moneda	currency	N;FEM;PL	N;PL
fragments	fragments	fragment	fragment	N;MASC;PL	N;PL
quin	what	quin	what	PRO;MASC;SG	PRO
temporal	temporary	temporal	temporary	ADJ;SG	ADJ
confederació	confederation	confederació	confederation	N;FEM;SG	N;SG
localització	location	localització	location	N;FEM;SG	N;SG
basílica	basilica	basílica	basilica	N;FEM;SG	N;SG
existir	exist	existir	exist	V;NFIN	V;IMP;FIN
potencial	potential	potencial	potential	N;MASC;SG	N;SG
tennis	tennis	tennis	tennis	N;MASC;SG	N;SG
oficines	offices	oficina	office	N;FEM;PL	N;PL
turcs	turks	turc	turk	N;MASC;PL	N;PL
tothom	everyone	tothom	everyone	PRO;SG	PRO;SG
moral	moral	moral	moral	ADJ;SG	ADJ
notícia	news	notícia	news	N;FEM;SG	N;SG
femelles	females	femella	female	N;FEM;PL	N;PL
catòlic	catholic	catòlic	catholic	ADJ;MASC;SG	ADJ
acer	steel	acer	steel	N;MASC;SG	N;SG
farmàcia	pharmacy	farmàcia	pharmacy	N;FEM;SG	N;SG
celebració	celebration	celebració	celebration	N;FEM;SG	N;SG
informe	report	informe	report	N;MASC;SG	N;SG
dictadura	dictatorship	dictadura	dictatorship	N;FEM;SG	N;SG
uci	icu	uci	icu	N;FEM;SG	N;SG
recents	recent	recent	recent	ADJ;PL	ADJ
personals	personal	personal	personal	ADJ;PL	ADJ
cursos	courses	curs	course	N;MASC;PL	N;PL
seqüència	sequence	seqüència	sequence	N;FEM;SG	N;SG
flux	flow	flux	flow	N;MASC;SG	N;SG
estàtua	statue	estàtua	statue	N;FEM;SG	N;SG
secundari	secondary	secundari	secondary	ADJ;MASC;SG	ADJ
cotxe	car	cotxe	car	N;MASC;SG	N;SG
registres	records	registre	record	N;MASC;PL	N;PL
esforços	efforts	esforç	effort	N;MASC;PL	N;PL
líders	leaders	líder	leader	N;PL	N;PL
fotos	photos	foto	photo	N;FEM;PL	N;PL
jardins	gardens	jardí	garden	N;MASC;PL	N;PL
seguidors	followers	seguidor	follower	N;MASC;PL	N;PL
seguidors	trackers	seguidor	tracker	N;MASC;PL	N;PL
campanyes	campaigns	campanya	campaign	N;FEM;PL	N;PL
aprofitar	seize	aprofitar	seize	V;NFIN	V;IMP;FIN
noia	girl	noia	girl	N;FEM;SG	N;SG
aprendre	learn	aprendre	learn	V;NFIN	V;IMP;FIN
radiació	radiation	radiació	radiation	N;FEM;SG	N;SG
noblesa	nobility	noblesa	nobility	N;FEM;SG	N;SG
interessant	interesting	interessant	interesting	ADJ;SG	ADJ
químic	chemical	químic	chemical	ADJ;MASC;SG	ADJ
ports	ports	port	port	N;MASC;PL	N;PL
idiomes	languages	idioma	language	N;MASC;PL	N;PL
teories	theories	teoria	theory	N;FEM;PL	N;PL
catòlics	catholics	catòlic	catholics	N;MASC;PL	N;PL
raça	breed	raça	breed	N;FEM;SG	N;SG
econòmics	economic	econòmic	economic	ADJ;MASC;PL	ADJ
missions	missions	missió	mission	N;FEM;PL	N;PL
navegació	navigation	navegació	navigation	N;FEM;SG	N;SG
hidrogen	hydrogen	hidrogen	hydrogen	N;MASC;SG	N;SG
jurisdicció	jurisdiction	jurisdicció	jurisdiction	N;FEM;SG	N;SG
separació	separation	separació	separation	N;FEM;SG	N;SG
popularitat	popularity	popularitat	popularity	N;FEM;SG	N;SG
divisions	divisions	divisió	division	N;FEM;PL	N;PL
símbols	symbols	símbol	symbol	N;MASC;PL	N;PL
literari	literary	literari	literary	ADJ;MASC;SG	ADJ
senyora	madam	senyora	madam	N;FEM;SG	N;SG
senyora	lady	senyora	lady	N;FEM;SG	N;SG
índex	index	índex	index	N;MASC;SG	N;SG
mecànica	mechanical	mecànic	mechanical	ADJ;FEM;SG	ADJ
realització	realisation	realització	realisation	N;FEM;SG	N;SG
realització	realization	realització	realization	N;FEM;SG	N;SG
explotació	exploitation	explotació	exploitation	N;FEM;SG	N;SG
conservador	conservative	conservador	conservative	ADJ;MASC;SG	ADJ
preparar	prepare	preparar	prepare	V;NFIN	V;IMP;FIN
suficient	enough	suficient	enough	ADJ;SG	ADJ
insectes	insects	insecte	insect	N;MASC;PL	N;PL
concepció	conception	concepció	conception	N;FEM;SG	N;SG
passos	steps	pas	step	N;MASC;PL	N;PL
passos	footsteps	pas	footstep	N;MASC;PL	N;PL
mecanisme	mechanism	mecanisme	mechanism	N;MASC;SG	N;SG
empresari	entrepreneur	empresari	entrepreneur	N;MASC;SG	N;SG
empresari	employer	empresari	employer	N;MASC;SG	N;SG
regles	rules	regla	rule	N;FEM;PL	N;PL
regles	rulers	regla	ruler	N;FEM;PL	N;PL
exclusivament	exclusively	exclusivament	exclusively	ADV	ADV
xarxes	networks	xarxa	network	N;FEM;PL	N;PL
senyals	signals	senyal	signal	N;MASC;PL	N;PL
senyals	signs	senyal	sign	N;MASC;PL	N;PL
eina	tool	eina	tool	N;FEM;SG	N;SG
termini	term	termini	term	N;MASC;SG	N;SG
competir	compete	competir	compete	V;NFIN	V;IMP;FIN
assistència	assistance	assistència	assistance	N;FEM;SG	N;SG
matí	morning	matí	morning	N;MASC;SG	N;SG
distingir	distinguish	distingir	distinguish	V;NFIN	V;IMP;FIN
caràcters	characters	caràcter	character	N;MASC;PL	N;PL
radical	radical	radical	radical	ADJ;SG	ADJ
investigacions	investigations	investigació	investigation	N;FEM;PL	N;PL
posseeix	possesses	posseir	possess	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
regla	rule	regla	rule	N;FEM;SG	N;SG
desenvolupa	develops	desenvolupar	develop	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
campiona	champion	campiona	champion	N;FEM;SG	N;SG
repartiment	cast	repartiment	cast	N;MASC;SG	N;SG
últimes	latest	últim	latest	ADJ;FEM;PL	ADJ;RL
causes	causes	causa	cause	N;FEM;PL	N;PL
irlandès	irish	irlandès	irish	ADJ;MASC;SG	ADJ
parcialment	partly	parcialment	partly	ADV	ADV
parcialment	partially	parcialment	partially	ADV	ADV
alternativa	alternative	alternativa	alternative	N;FEM;SG	N;SG
regidors	councillors	regidor	councillor	N;MASC;PL	N;PL
debat	discussion	debat	discussion	N;MASC;SG	N;SG
debat	debate	debat	debate	N;MASC;SG	N;SG
compromís	engagement	compromís	engagement	N;MASC;SG	N;SG
compromís	commitment	compromís	commitment	N;MASC;SG	N;SG
absoluta	absolute	absolut	absolute	ADJ;FEM;SG	ADJ
contes	tales	conte	tale	N;MASC;PL	N;PL
professió	profession	professió	profession	N;FEM;SG	N;SG
quantitats	quantities	quantitat	quantity	N;FEM;PL	N;PL
audiència	audience	audiència	audience	N;FEM;SG	N;SG
quadres	tables	quadre	table	N;MASC;PL	N;PL
estatut	statute	estatut	statute	N;MASC;SG	N;SG
editors	editors	editor	editor	N;MASC;PL	N;PL
òrgan	organ	òrgan	organ	N;MASC;SG	N;SG
competicions	competitions	competició	competition	N;FEM;PL	N;PL
sotmetre	subdue	sotmetre	subdue	V;NFIN	V;IMP;FIN
connexió	connection	connexió	connection	N;FEM;SG	N;SG
equilibri	balance	equilibri	balance	N;MASC;SG	N;SG
equilibri	equilibrium	equilibri	equilibrium	N;MASC;SG	N;SG
pilots	pilots	pilot	pilot	N;MASC;PL	N;PL
jaciment	reservoir	jaciment	reservoir	N;MASC;SG	N;SG
drama	drama	drama	drama	N;MASC;SG	N;SG
cognom	surname	cognom	surname	N;MASC;SG	N;SG
companyies	companies	companyia	company	N;FEM;PL	N;PL
privat	private	privat	private	ADJ;MASC;SG;V.PTCP	ADJ
deixeble	disciple	deixeble	disciple	N;MASC;SG	N;SG
màquines	machines	màquina	machine	N;FEM;PL	N;PL
avaluació	evaluation	avaluació	evaluation	N;FEM;SG	N;SG
taxa	rate	taxa	rate	N;FEM;SG	N;SG
agents	agents	agent	agent	N;PL	N;PL
propòsit	purpose	propòsit	purpose	N;MASC;SG	N;SG
varietats	varieties	varietat	variety	N;FEM;PL	N;PL
ideal	ideal	ideal	ideal	ADJ;SG	ADJ
pena	penalty	pena	penalty	N;FEM;SG	N;SG
contemporània	contemporary	contemporani	contemporary	ADJ;FEM;SG	ADJ
tesi	thesis	tesi	thesis	N;FEM;SG	N;SG
personalitat	personality	personalitat	personality	N;FEM;SG	N;SG
comparació	comparison	comparació	comparison	N;FEM;SG	N;SG
errors	bugs	error	bug	N;MASC;PL	N;PL
errors	mistakes	error	mistake	N;MASC;PL	N;PL
éssers	beings	ésser	being	N;MASC;PL	N;PL
museus	museums	museu	museum	N;MASC;PL	N;PL
aprenentatge	learning	aprenentatge	learning	N;MASC;SG	N;SG
debut	debut	debut	debut	N;MASC;SG	N;SG
cultures	cultures	cultura	culture	N;FEM;PL	N;PL
estranger	foreigner	estranger	foreigner	N;MASC;SG	N;SG
prèviament	previously	prèviament	previously	ADV	ADV
mamífers	mammals	mamífer	mammal	N;MASC;PL	N;PL
petroli	petroleum	petroli	petroleum	N;MASC;SG	N;SG
separat	disjoint	separat	disjoint	ADJ;MASC;SG;V.PTCP	ADJ
governs	governments	govern	government	N;MASC;PL	N;PL
pacte	covenant	pacte	covenant	N;MASC;SG	N;SG
administrador	admin	administrador	admin	N;MASC;SG	N;SG
administrador	administrator	administrador	administrator	N;MASC;SG	N;SG
congregació	congregation	congregació	congregation	N;FEM;SG	N;SG
àmpliament	widely	àmpliament	widely	ADV	ADV
reducció	reduction	reducció	reduction	N;FEM;SG	N;SG
cònjuge	spouse	cònjuge	spouse	N;MASC;SG	N;SG
representacions	representations	representació	representation	N;FEM;PL	N;PL
dorsal	dorsal	dorsal	dorsal	ADJ;SG	ADJ
carbó	coal	carbó	coal	N;MASC;SG	N;SG
teatral	theatrical	teatral	theatrical	ADJ;SG	ADJ
gos	dog	gos	dog	N;MASC;SG	N;SG
llinda	lintel	llinda	lintel	N;FEM;SG	N;SG
pic	pic	pic	pic	N;MASC;SG	N;SG
visual	visual	visual	visual	ADJ;SG	ADJ
paràmetres	parameters	paràmetre	parameter	N;MASC;PL	N;PL
víctimes	victims	víctima	victim	N;FEM;PL	N;PL
filles	daughters	filla	daughter	N;FEM;PL	N;PL
jutge	judge	jutge	judge	N;MASC;SG	N;SG
variacions	variations	variació	variation	N;FEM;PL	N;PL
fronteres	boundaries	frontera	boundary	N;FEM;PL	N;PL
fronteres	borders	frontera	border	N;FEM;PL	N;PL
còpies	copies	còpia	copy	N;FEM;PL	N;PL
forts	strong	fort	strong	ADJ;MASC;PL	ADJ
transformació	transformation	transformació	transformation	N;FEM;SG	N;SG
molècules	molecules	molècula	molecule	N;FEM;PL	N;PL
refugi	shelter	refugi	shelter	N;MASC;SG	N;SG
refugi	refuge	refugi	refuge	N;MASC;SG	N;SG
brillant	brilliant	brillant	brilliant	ADJ;SG	ADJ
neu	snow	neu	snow	N;FEM;SG	N;SG
associacions	associations	associació	association	N;FEM;PL	N;PL
associacions	partnerships	associació	partnership	N;FEM;PL	N;PL
indicar	indicate	indicar	indicate	V;NFIN	V;IMP;FIN
electrons	electrons	electró	electron	N;MASC;PL	N;PL
aleta	fin	aleta	fin	N;FEM;SG	N;SG
tensió	tension	tensió	tension	N;FEM;SG	N;SG
tensió	voltage	tensió	voltage	N;FEM;SG	N;SG
batalles	battles	batalla	battle	N;FEM;PL	N;PL
participa	participates	participar	participate	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
masses	masses	massa	mass	N;FEM;PL	N;PL
considerable	considerable	considerable	considerable	ADJ;SG	ADJ
tradicions	traditions	tradició	tradition	N;FEM;PL	N;PL
regidor	alderman	regidor	alderman	N;MASC;SG	N;SG
regidor	councillor	regidor	councillor	N;MASC;SG	N;SG
porter	doorman	porter	doorman	N;MASC;SG	N;SG
porter	goalkeeper	porter	goalkeeper	N;MASC;SG	N;SG
contemporani	contemporary	contemporani	contemporary	ADJ;MASC;SG	ADJ
demanda	demand	demanda	demand	N;FEM;SG	N;SG
missa	mass	missa	mass	N;FEM;SG	N;SG
traduir	translate	traduir	translate	V;NFIN	V;IMP;FIN
visible	visible	visible	visible	ADJ;SG	ADJ
trofeu	trophy	trofeu	trophy	N;MASC;SG	N;SG
laboratori	laboratory	laboratori	laboratory	N;MASC;SG	N;SG
laboratori	lab	laboratori	lab	N;MASC;SG	N;SG
estils	styles	estil	style	N;MASC;PL	N;PL
capelles	chapels	capella	chapel	N;FEM;PL	N;PL
blocs	blocks	bloc	block	N;MASC;PL	N;PL
càlcul	calculus	càlcul	calculus	N;MASC;SG	N;SG
càlcul	calculation	càlcul	calculation	N;MASC;SG	N;SG
abast	scope	abast	scope	N;MASC;SG	N;SG
simfonia	symphony	simfonia	symphony	N;FEM;SG	N;SG
pràctiques	practices	pràctica	practice	N;FEM;PL	N;PL
mentrestant	meanwhile	mentrestant	meanwhile	ADV	ADV
substitució	replacement	substitució	replacement	N;FEM;SG	N;SG
regionals	regional	regional	regional	ADJ;PL	ADJ
revisió	review	revisió	review	N;FEM;SG	N;SG
revisió	revision	revisió	revision	N;FEM;SG	N;SG
observatori	observatory	observatori	observatory	N;MASC;SG	N;SG
provisional	provisional	provisional	provisional	ADJ;SG	ADJ
infants	children	infant	child	N;MASC;PL	N;PL
signatura	signature	signatura	signature	N;FEM;SG	N;SG
llet	milk	llet	milk	N;FEM;SG	N;SG
dates	dates	data	date	N;FEM;PL	N;PL
afluent	tributary	afluent	tributary	N;MASC;SG	N;SG
colonial	colonial	colonial	colonial	ADJ;SG	ADJ
esforç	effort	esforç	effort	N;MASC;SG	N;SG
combustible	fuel	combustible	fuel	N;MASC;SG	N;SG
rector	rector	rector	rector	N;MASC;SG	N;SG
desaparició	disappearance	desaparició	disappearance	N;FEM;SG	N;SG
enorme	huge	enorme	huge	ADJ;SG	ADJ
arxipèlag	archipelago	arxipèlag	archipelago	N;MASC;SG	N;SG
arqueològic	archaeological	arqueològic	archaeological	ADJ;MASC;SG	ADJ
teorema	theorem	teorema	theorem	N;MASC;SG	N;SG
estima	loves	estimar	love	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
freqüent	frequent	freqüent	frequent	ADJ;SG	ADJ
dents	teeth	dent	tooth	N;FEM;PL	N;PL
facilitar	facilitate	facilitar	facilitate	V;NFIN	V;IMP;FIN
oportunitat	chance	oportunitat	chance	N;FEM;SG	N;SG
trànsit	traffic	trànsit	traffic	N;MASC;SG	N;SG
quina	what	quin	what	PRO;FEM;SG	PRO
distinció	distinction	distinció	distinction	N;FEM;SG	N;SG
implica	implies	implicar	imply	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
marítim	maritime	marítim	maritime	ADJ;MASC;SG	ADJ
campions	champions	campió	champion	N;MASC;PL	N;PL
conceptes	concepts	concepte	concept	N;MASC;PL	N;PL
influències	influences	influència	influence	N;FEM;PL	N;PL
sous	salaries	sou	salary	N;MASC;PL	N;PL
significativa	meaningful	significatiu	meaningful	ADJ;FEM;SG	ADJ
virtual	virtual	virtual	virtual	ADJ;SG	ADJ
qüestions	issues	qüestió	issue	N;FEM;PL	N;PL
estratègia	strategy	estratègia	strategy	N;FEM;SG	N;SG
disponibles	available	disponible	available	ADJ;PL	ADJ
semblants	similar	semblant	similar	ADJ;PL	ADJ
fundadors	founders	fundador	founder	N;MASC;PL	N;PL
desaparegut	missing	desaparegut	missing	ADJ;MASC;SG;V.PTCP	ADJ
files	ranks	fila	rank	N;FEM;PL	N;PL
files	rows	fila	row	N;FEM;PL	N;PL
específic	specific	específic	specific	ADJ;MASC;SG	ADJ
proteïna	protein	proteïna	protein	N;FEM;SG	N;SG
precisament	precisely	precisament	precisely	ADV	ADV
desig	desire	desig	desire	N;MASC;SG	N;SG
quinze	fifteen	quinze	fifteen	NUM;PL	NUM
hipòtesi	hypothesis	hipòtesi	hypothesis	N;FEM;SG	N;SG
cafè	coffee	cafè	coffee	N;MASC;SG	N;SG
dispositius	devices	dispositiu	device	N;MASC;PL	N;PL
prestigi	prestige	prestigi	prestige	N;MASC;SG	N;SG
pianista	pianist	pianista	pianist	N;SG	N;SG
seixanta	sixty	seixanta	sixty	NUM;PL	NUM
conreu	cultivation	conreu	cultivation	N;MASC;SG	N;SG
conreu	crop	conreu	crop	N;MASC;SG	N;SG
cosí	cousin	cosí	cousin	N;MASC;SG	N;SG
òrgans	organs	òrgan	organ	N;MASC;PL	N;PL
històricament	historically	històricament	historically	ADV	ADV
ratpenat	myotis	ratpenar	myotis	N;MASC;SG	N;SG
mostres	samples	mostra	samples	N;FEM;PL	N;PL
substàncies	substances	substància	substance	N;FEM;PL	N;PL
candidatura	candidacy	candidatura	candidacy	N;FEM;SG	N;SG
candidatura	nomination	candidatura	nomination	N;FEM;SG	N;SG
números	numbers	número	number	N;MASC;PL	N;PL
variants	variants	variant	variant	N;FEM;PL	N;PL
aproximació	approximation	aproximació	approximation	N;FEM;SG	N;SG
individu	individual	individu	individual	N;MASC;SG	N;SG
magnitud	magnitude	magnitud	magnitude	N;FEM;SG	N;SG
guionista	screenwriter	guionista	screenwriter	N;SG	N;SG
observació	observation	observació	observation	N;FEM;SG	N;SG
viles	villages	vila	village	N;FEM;PL	N;PL
teulada	roof	teulada	roof	N;FEM;SG	N;SG
reconstrucció	reconstruction	reconstrucció	reconstruction	N;FEM;SG	N;SG
riquesa	wealth	riquesa	wealth	N;FEM;SG	N;SG
sobreviure	survive	sobreviure	survive	V;NFIN	V;IMP;FIN
sobreviure	surviving	sobreviure	survive	V;NFIN	V;V.MSDR
renunciar	resign	renunciar	resign	V;NFIN	V;IMP;FIN
unanimitat	unanimity	unanimitat	unanimity	N;FEM;SG	N;SG
herència	legacy	herència	legacy	N;FEM;SG	N;SG
herència	inheritance	herència	inheritance	N;FEM;SG	N;SG
òperes	operas	òpera	opera	N;FEM;PL	N;PL
sorra	sand	sorra	sand	N;FEM;SG	N;SG
vocals	vowels	vocal	vowel	N;FEM;PL	N;PL
herba	grass	herba	grass	N;FEM;SG	N;SG
herba	weed	herba	weed	N;FEM;SG	N;SG
avantatge	advantage	avantatge	advantage	N;MASC;SG	N;SG
prínceps	princes	prínceps	prince	N;PL	N;PL
greus	serious	greu	serious	ADJ;PL	ADJ
ampliació	extension	ampliació	extension	N;FEM;SG	N;SG
segell	stamp	segell	stamp	N;MASC;SG	N;SG
segell	seal	segell	seal	N;MASC;SG	N;SG
classificar	classify	classificar	classify	V;NFIN	V;IMP;FIN
tossal	summit	tossal	summit	N;MASC;SG	N;SG
bits	bits	bit	bit	N;MASC;PL	N;PL
claus	keys	clau	key	N;FEM;PL	N;PL
llacs	lakes	llac	lake	N;MASC;PL	N;PL
varia	varies	anar	vary	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
síntesi	synthesis	síntesi	synthesis	N;FEM;SG	N;SG
societats	societies	societat	society	N;FEM;PL	N;PL
escuts	shields	escut	shield	N;MASC;PL	N;PL
cúpula	dome	cúpula	dome	N;FEM;SG	N;SG
propostes	proposals	proposta	proposal	N;FEM;PL	N;PL
argument	argument	argument	argument	N;MASC;SG	N;SG
àlbums	albums	àlbum	album	N;MASC;PL	N;PL
mèrit	merit	mèrit	merit	N;MASC;SG	N;SG
orientació	guidance	orientació	guidance	N;FEM;SG	N;SG
orientació	orientation	orientació	orientation	N;FEM;SG	N;SG
ministres	ministers	ministre	minister	N;MASC;PL	N;PL
actitud	attitude	actitud	attitude	N;FEM;SG	N;SG
escultures	sculptures	escultura	sculpture	N;FEM;PL	N;PL
vídua	widow	vídua	widow	N;FEM;SG	N;SG
reproducció	reproduction	reproducció	reproduction	N;FEM;SG	N;SG
tipologia	typology	tipologia	typology	N;FEM;SG	N;SG
jueu	jewish	jueu	jewish	ADJ;MASC;SG	ADJ
ambaixador	ambassador	ambaixador	ambassador	N;MASC;SG	N;SG
proporciona	provides	proporcionar	provide	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
competència	competition	competència	competition	N;FEM;SG	N;SG
perruqueria	hairdresser	perruqueria	hairdresser	N;FEM;SG	N;SG
desconegut	unknown	desconegut	unknown	ADJ;MASC;SG;V.PTCP	ADJ
impossible	impossible	impossible	impossible	ADJ;SG	ADJ
procediment	procedure	procediment	procedure	N;MASC;SG	N;SG
constitucional	constitutional	constitucional	constitutional	ADJ;SG	ADJ
liceu	lyceum	liceu	lyceum	N;MASC;SG	N;SG
intents	attempts	intent	attempt	N;MASC;PL	N;PL
quaranta	forty	quaranta	forty	NUM;PL	NUM
germanes	sisters	germana	sister	N;FEM;PL	N;PL
responsabilitat	liability	responsabilitat	liability	N;FEM;SG	N;SG
responsabilitat	responsibility	responsabilitat	responsibility	N;FEM;SG	N;SG
testimoni	witness	testimoni	witness	N;SG	N;SG
testimoni	testimony	testimoni	testimony	N;SG	N;SG
temàtica	topic	temàtica	topic	N;FEM;SG	N;SG
temàtica	theme	temàtica	theme	N;FEM;SG	N;SG
massís	massif	massís	massif	N;MASC;SG	N;SG
alimentació	food	alimentació	food	N;FEM;SG	N;SG
metalls	metals	metall	metal	N;MASC;PL	N;PL
sostre	roof	sostre	roof	N;MASC;SG	N;SG
proporcionar	provide	proporcionar	provide	V;NFIN	V;IMP;FIN
pobres	poor	pobre	poor	ADJ;PL	ADJ
maternal	maternal	maternal	maternal	ADJ;SG	ADJ
pluja	rain	pluja	rain	N;FEM;SG	N;SG
brigada	brigade	brigada	brigade	N;FEM;SG	N;SG
típic	typical	típic	typical	ADJ;MASC;SG	ADJ
judicial	judicial	judicial	judicial	ADJ;SG	ADJ
generar	generate	generar	generate	V;NFIN	V;IMP;FIN
acords	agreements	acord	agreement	N;MASC;PL	N;PL
determinada	determined	determinat	determined	ADJ;FEM;SG;V.PTCP	ADJ
pagament	payment	pagament	payment	N;MASC;SG	N;SG
bibliografia	bibliography	bibliografia	bibliography	N;FEM;SG	N;SG
reaccions	reactions	reacció	reaction	N;FEM;PL	N;PL
acadèmic	academic	acadèmic	academic	ADJ;MASC;SG	ADJ
permís	permission	permís	permission	N;MASC;SG	N;SG
permís	permit	permís	permit	N;MASC;SG	N;SG
integració	integration	integració	integration	N;FEM;SG	N;SG
tones	tons	tona	ton	N;FEM;PL	N;PL
cerimònia	ceremony	cerimònia	ceremony	N;FEM;SG	N;SG
dispositiu	device	dispositiu	device	N;MASC;SG	N;SG
criteri	criterion	criteri	criterion	N;MASC;SG	N;SG
compositors	composers	compositor	composer	N;MASC;PL	N;PL
recollir	collect	recollir	collect	V;NFIN	V;IMP;FIN
relacionada	related	relacionat	related	ADJ;FEM;SG;V.PTCP	ADJ
cup	cup	cup	cup	N;FEM;SG	N;SG
ciclistes	cyclists	ciclista	cyclist	N;PL	N;PL
triomf	triumph	triomf	triumph	N;MASC;SG	N;SG
cultiu	cultivation	cultiu	cultivation	N;MASC;SG	N;SG
cultiu	crop	cultiu	crop	N;MASC;SG	N;SG
teologia	theology	teologia	theology	N;FEM;SG	N;SG
litoral	coastline	litoral	coastline	N;MASC;SG	N;SG
administratiu	administrative	administratiu	administrative	ADJ;MASC;SG	ADJ
pou	pou	pou	pou	N;MASC;SG	N;SG
pou	pit	pou	pit	N;MASC;SG	N;SG
agrupació	grouping	agrupació	group	N;FEM;SG	N;SG
espectadors	spectators	espectador	spectator	N;MASC;PL	N;PL
