aliado	حليف	aliado	حَلِيف	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG
élite	النخبة	élite	نُخبَة	N;FEM;SG	N;NOM;DEF;SG
pagina	صفحة	pagina	صَفحَة	N;FEM;SG	N;NOM;INDF;SG
pagina	الصفحة	pagina	صَفحَة	N;FEM;SG	N;NOM;DEF;SG
negativo	سلبية	negativo	سَلبِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
negativo	سلبي	negativo	سَلبِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
negativo	السلبية	negativo	سَلبِيّ	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
cordero	الحمل	cordero	حَمَل	N;MASC;SG	N;NOM;DEF;SG
oscuridad	ظلام	oscuridad	ظَلَام	N;FEM;SG	N;NOM;INDF;SG
oscuridad	الظلام	oscuridad	ظَلَام	N;FEM;SG	N;NOM;DEF;SG
oscuridad	ظلام	oscuridad	ظَلَام	N;FEM;SG	N;NOM;INDF;SG
oscuridad	الظلام	oscuridad	ظَلَام	N;FEM;SG	N;NOM;DEF;SG
oscuridad	ظلمة	oscuridad	ظِلمَة	N;FEM;SG	N;NOM;INDF;SG
caracol	الحلزون	caracol	حَلِز	N;MASC;SG	N;NOM;DEF;SG
estatuas	تماثيل	estatua	تِمثَال	N;FEM;PL	N;NOM;INDF;PL
estatuas	التماثيل	estatua	تَمثِيل	N;FEM;PL	N;NOM;DEF;PL
days	الايام	day	يَوم	N	N;NOM;DEF;PL
days	ايام	day	يَوم	N	N;NOM;INDF;PL
cazadores	الصيادين	cazador	صَيَاد	N;MASC;PL	N;NOM;DEF;PL
cazadores	الصيادون	cazador	صَيَاد	N;MASC;PL	N;NOM;DEF;PL
cazadores	صيادين	cazador	صِيَاد	N;MASC;PL	N;NOM;INDF;PL
temple	المعبد	temple	مَعبَد	N;MASC;SG	N;NOM;DEF;SG
temple	معبد	temple	معبد	N;MASC;SG	N;NOM;INDF;SG
doctores	الاطباء	doctor	طَبِيب	N;MASC;PL	N;NOM;DEF;PL
doctores	اطباء	doctor	طَبِيب	N;MASC;PL	N;NOM;INDF;PL
trastorno	الاضطراب	trastorno	اِضطِرَاب	N;MASC;SG	N;NOM;DEF;SG
trastorno	اضطراب	trastorno	اِضطِرَاب	N;MASC;SG	N;NOM;INDF;SG
restricciones	القيود	restricción	قَيد	N;FEM;PL	N;NOM;DEF;PL
restricciones	تقييدات	restricción	تَقيِيد	N;FEM;PL	N;NOM;INDF;PL
restricciones	قيود	restricción	قَيد	N;FEM;PL	N;NOM;INDF;PL
restricciones	القيود	restricción	قَيد	N;FEM;PL	N;NOM;DEF;PL
restricciones	العوائق	restricción	عَائِق	N;FEM;PL	N;NOM;DEF;PL
restricciones	المعوقات	restricción	مُعَوِّق	N;FEM;PL	N;NOM;DEF;PL
restricciones	قيود	restricción	قَيد	N;FEM;PL	N;NOM;INDF;PL
traición	الخيانة	traición	خِيَانَة	N;FEM;SG	N;NOM;DEF;SG
traición	خيانة	traición	خِيَانَة	N;FEM;SG	N;NOM;INDF;SG
amenazas	التهديدات	amenaza	تَهدِيد	N;FEM;PL	N;NOM;DEF;PL
amenazas	تهديدات	amenaza	تَهدِيد	N;FEM;PL	N;NOM;INDF;PL
suministro	توريد	suministro	تَورِيد	N;MASC;SG	N;NOM;INDF;SG
suministro	امداد	suministro	إِمدَاد	N;MASC;SG	N;NOM;INDF;SG
rumores	الاشاعات	rumor	إِشَاعَة	N;MASC;PL	N;NOM;DEF;PL
rumores	اشاعات	rumor	إِشَاعَة	N;MASC;PL	N;NOM;INDF;PL
rumores	شائعات	rumor	شَائِع	N;MASC;PL	N;NOM;INDF;PL
rumores	اشاعات	rumor	إِشَاعَة	N;MASC;PL	N;NOM;INDF;PL
sombrero	القبعة	sombrero	قِبعَة	N;MASC;SG	N;NOM;DEF;SG
sombrero	قبعة	sombrero	قِبعَة	N;MASC;SG	N;NOM;INDF;SG
sentir	تشعر	sentir	شَعَر	V;NFIN	V;IPFV;MASC;IND;SG;2;FIN;ACT
sentir	يشعر	sentir	شَعَر	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
residencial	سكني	residencial	سَكَنِيّ	ADJ;SG	ADJ;NOM;INDF;MASC;SG
armonía	الوئام	armonía	وَئم	N;FEM;SG	N;NOM;DEF;SG
armonía	الانسجام	armonía	الانسجام	N;FEM;SG	N;NOM;DEF;SG
cadáver	الجسد	cadáver	جَسَد	N;MASC;SG	N;NOM;DEF;SG
cadáver	جسم	cadáver	جَسم	N;MASC;SG	N;NOM;INDF;SG
cadáver	جثة	cadáver	جُثَّة	N;MASC;SG	N;NOM;INDF;SG
cadáver	الجسم	cadáver	جِسم	N;MASC;SG	N;NOM;DEF;SG
cadáver	الجثة	cadáver	جُثَّة	N;MASC;SG	N;NOM;DEF;SG
cadáver	جثة	cadáver	جُثَّة	N;MASC;SG	N;NOM;INDF;SG
obligación	الالتزام	obligación	اِلتِزَام	N;FEM;SG	N;NOM;DEF;SG
obligación	التزام	obligación	اِلتِزَام	N;FEM;SG	N;NOM;INDF;SG
distancias	مسافات	distancia	مَسَاف	N;FEM;PL	N;NOM;INDF;PL
distancias	المسافات	distancia	المسافات	N;FEM;PL	N;NOM;DEF;PL
pensó	اعتقدت	pensar	اِعتَقَد	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
pensó	فكرت	pensar	فكرت	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
bordes	حدود	borde	حَدّ	N;MASC;PL	N;NOM;INDF;PL
bordes	الحدود	borde	حَدّ	N;MASC;PL	N;NOM;DEF;PL
cintas	شرائط	cinta	شَرِيط	N;FEM;PL	N;NOM;INDF;PL
cintas	اشرطة	cinta	اشرطة	N;FEM;PL	N;NOM;INDF;PL
homosexualidad	المثلية	homosexualidad	مِثلِيَّة	N;FEM;SG	N;NOM;DEF;SG
picos	المسامير	pico	مُسَامِير	N;MASC;PL	N;NOM;DEF;PL
picos	القمم	pico	قِمَّة	N;MASC;PL	N;NOM;DEF;PL
picos	قمم	pico	قِمَّة	N;MASC;PL	N;NOM;INDF;PL
picos	مناقير	pico	مُنَاقِير	N;MASC;PL	N;NOM;INDF;PL
defensas	الدفاعات	defensa	الدفاعات	N;PL	N;NOM;DEF;PL
agrega	يضاف	agregar	أَضَاف	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
agrega	يضيف	agregar	أَضَاف	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
invitación	دعوة	invitación	دَعوَة	N;FEM;SG	N;NOM;INDF;SG
invitación	الدعوة	invitación	دَعوَة	N;FEM;SG	N;NOM;DEF;SG
invitación	دعوة	invitación	دَعوَة	N;FEM;SG	N;NOM;INDF;SG
invitación	الدعوة	invitación	دَعوَة	N;FEM;SG	N;NOM;DEF;SG
cívica	مدنية	cívico	مَدَنِيّ	ADJ;FEM;SG	ADJ;NOM;INDF;FEM;SG
cívica	المدنية	cívico	مَدَنِيّ	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
cívica	المدني	cívico	مَدَنِيّ	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
mágico	سحري	mágico	سِحرِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
exclusivo	حصرية	exclusivo	حصرية	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
exclusivo	حصريا	exclusivo	حِصرِيّ	ADJ;MASC;SG	ADJ;ACC;INDF;MASC;SG
príncipes	امراء	príncipe	أَمِير	N;MASC;PL	N;NOM;INDF;PL
príncipes	الامراء	príncipe	أَمِير	N;MASC;PL	N;NOM;DEF;PL
round	الجولة	round	جَولَة	N;MASC;SG	N;NOM;DEF;SG
muerta	ميتة	muerto	مَيتَة	ADJ;FEM;SG;V.PTCP	ADJ;NOM;INDF;FEM;SG
ritmos	ايقاعات	ritmo	إِيقَاع	N;MASC;PL	N;NOM;INDF;PL
bebidas	مشروبات	bebida	مَشرُوب	N;FEM;PL	N;NOM;INDF;PL
bebidas	المشروبات	bebida	مَشرُوب	N;FEM;PL	N;NOM;DEF;PL
llanos	السهول	llano	سُهُول	N;MASC;PL	N;NOM;DEF;PL
expuesto	مكشوف	expuesto	مكشوف	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG
incapaz	عاجز	incapaz	عَاجِز	ADJ;SG	ADJ;NOM;INDF;MASC;SG
aparatos	الاجهزة	aparato	جِهَاز	N;MASC;PL	N;NOM;DEF;PL
aparatos	اجهزة	aparato	جِهَاز	N;MASC;PL	N;NOM;INDF;PL
aparatos	ادوات	aparato	أَدَاة	N;MASC;PL	N;NOM;INDF;PL
aparatos	الادوات	aparato	أَدَاة	N;MASC;PL	N;NOM;DEF;PL
aparatos	الاجهزة	aparato	جِهَاز	N;MASC;PL	N;NOM;DEF;PL
arañas	العناكب	araña	عُنَاكِب	N;FEM;PL	N;NOM;DEF;PL
automática	تلقائية	automático	تِلقَائِيّ	ADJ;FEM;SG	ADJ;NOM;INDF;FEM;SG
automática	تلقائيا	automático	تِلقَائِيّ	ADJ;FEM;SG	ADJ;ACC;INDF;MASC;SG
consciente	مدرك	consciente	مُدَرَّك	ADJ;SG	ADJ;NOM;INDF;MASC;SG
consciente	واعي	consciente	واعي	ADJ;SG	ADJ;NOM;INDF;MASC;SG
monje	راهب	monje	راهب	N;MASC;SG	N;NOM;INDF;SG
claustro	كلية	claustro	كُلِّيَّة	N;MASC;SG	N;NOM;INDF;SG
claustro	الكلية	claustro	كُلِّيَّة	N;MASC;SG	N;NOM;DEF;SG
choque	الصدمة	choque	صَدمَة	N;MASC;SG	N;NOM;DEF;SG
choque	صدمة	choque	صَدمَة	N;MASC;SG	N;NOM;INDF;SG
choque	تحطم	choque	تَحَطُّم	N;MASC;SG	N;NOM;INDF;SG
choque	اشتباك	choque	اِشتِبَاك	N;MASC;SG	N;NOM;INDF;SG
comprender	فهم	comprender	فَهِم	V;NFIN	V;PFV;MASC;SG;3;ACT
comprender	تفهم	comprender	أَفهَم	V;NFIN	V;IPFV;MASC;IMP;SG;FIN
comprender	فهم	comprender	فَهِم	V;NFIN	V;PFV;MASC;SG;3;ACT
exacta	دقيقا	exacto	دَقِيق	ADJ;FEM;SG	ADJ;ACC;INDF;MASC;SG
exacta	دقيق	exacto	دَقِيق	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
legislativa	تشريعي	legislativo	تَشرِيعِيّ	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
legislativa	تشريعية	legislativo	تَشرِيعِيّ	ADJ;FEM;SG	ADJ;NOM;INDF;FEM;SG
auditorio	جمهور	auditorio	جُمهُور	N;MASC;SG	N;NOM;INDF;SG
auditorio	الجمهور	auditorio	جُمهُور	N;MASC;SG	N;NOM;DEF;SG
afectado	المتضررة	afectado	مُتَضَرِّر	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;FEM;SG
círculos	الدوائر	círculo	دَائِرَة	N;MASC;PL	N;NOM;DEF;PL
círculos	دوائر	círculo	دَائِرَة	N;MASC;PL	N;NOM;INDF;PL
entierro	الدفن	entierro	دَفن	N;MASC;SG	N;NOM;DEF;SG
entierro	الجنازة	entierro	جِنَازَة	N;MASC;SG	N;NOM;DEF;SG
entierro	جنازة	entierro	جِنَازَة	N;MASC;SG	N;NOM;INDF;SG
trayecto	الرحلة	trayecto	رِحلَة	N;MASC;SG	N;NOM;DEF;SG
trayecto	رحلة	trayecto	رِحلَة	N;MASC;SG	N;NOM;INDF;SG
interesado	مهتمة	interesado	مُهتَمّ	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;FEM;SG
interesado	مهتم	interesado	مهتم	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG
interesado	مهتما	interesado	مُهتَمّ	ADJ;MASC;SG;V.PTCP	ADJ;ACC;INDF;MASC;SG
claves	المفاتيح	clave	مُفَاتِيح	N;FEM;PL	N;NOM;DEF;PL
claves	مفاتيح	clave	مِفتَاح	N;FEM;PL	N;NOM;INDF;PL
fragata	الفرقاطة	fragata	فرقاطة	N;FEM;SG	N;NOM;DEF;SG
unir	انضموا	unir	اِنضَمّ	V;NFIN	V;PFV;MASC;PL;3;ACT
unir	انضم	unir	اِنضَمّ	V;NFIN	V;PFV;MASC;SG;3;ACT
intermedio	وسيطة	intermedio	وَسِيطَة	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
colocado	موضوعة	colocado	مَوضُوع	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;FEM;SG
computadoras	حواسيب	computador	حَاسُوب	N;FEM;PL	N;NOM;INDF;PL
computadoras	الحاسبات	computador	الحاسبات	N;FEM;PL	N;NOM;DEF;PL
computadoras	الحواسيب	computador	حَاسُوب	N;FEM;PL	N;NOM;DEF;PL
sacrificio	التضحية	sacrificio	تَضحِيَة	N;MASC;SG	N;NOM;DEF;SG
sacrificio	تضحية	sacrificio	تَضحِيَة	N;MASC;SG	N;NOM;INDF;SG
intenciones	نوايا	intención	نِيَّة	N;FEM;PL	N;NOM;INDF;PL
intenciones	النوايا	intención	نِيَّة	N;FEM;PL	N;NOM;DEF;PL
promesa	الوعد	promesa	وَعد	N;FEM;SG	N;NOM;DEF;SG
promesa	التعهد	promesa	تَعَهُّد	N;FEM;SG	N;NOM;DEF;SG
cilindros	الاسطوانات	cilindro	الاسطوانات	N;MASC;PL	N;NOM;DEF;PL
cilindros	اسطوانات	cilindro	اسطوانات	N;MASC;PL	N;NOM;INDF;PL
raro	النادر	raro	نَادِر	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
raro	نادر	raro	نَادِر	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
raro	نادرة	raro	نَادِر	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
baterías	بطاريات	batería	بَطَّارِيَّة	N;FEM;PL	N;NOM;INDF;PL
abuso	الاساءة	abuso	اِسَّاء	N;MASC;SG	N;NOM;DEF;SG
abuso	اساءة	abuso	اساءة	N;MASC;SG	N;NOM;INDF;SG
estrategias	استراتيجيات	estrategia	إِسترَاتِيجِيَّة	N;FEM;PL	N;NOM;INDF;PL
estrategias	الاستراتيجيات	estrategia	إِسترَاتِيجِيَّة	N;FEM;PL	N;NOM;DEF;PL
intersección	تقاطع	intersección	تَقَاطُع	N;FEM;SG	N;NOM;INDF;SG
intersección	التقاطع	intersección	تَقَاطُع	N;FEM;SG	N;NOM;DEF;SG
intersección	التداخل	intersección	تَدَاخُل	N;FEM;SG	N;NOM;DEF;SG
almas	ارواح	alma	ارواح	N;FEM;PL	N;NOM;INDF;PL
almas	النفوس	alma	نَفس	N;FEM;PL	N;NOM;DEF;PL
almas	الارواح	alma	رُوح	N;FEM;PL	N;NOM;DEF;PL
fila	صف	fila	صَفّ	N;FEM;SG	N;NOM;INDF;SG
toque	لمسة	toque	لمسة	N;SG	N;NOM;INDF;SG
toque	اللمس	toque	لَمسَة	N;SG	N;NOM;DEF;SG
toque	المس	toque	مِس	N;SG	N;NOM;DEF;SG
deseos	رغبات	deseo	رَغبَة	N;MASC;PL	N;NOM;INDF;PL
deseos	الرغبات	deseo	رَغبَة	N;MASC;PL	N;NOM;DEF;PL
deseos	رغبات	deseo	رَغبَة	N;MASC;PL	N;NOM;INDF;PL
brujas	سحرة	bruja	سِحرَة	N;FEM;PL	N;NOM;INDF;PL
brujas	الساحرات	bruja	سَاحِر	N;FEM;PL	N;NOM;DEF;PL
match	المطابقة	match	مُطَابَقَة	N;MASC;SG	N;NOM;DEF;SG
match	مطابقة	match	مُطَابَقَة	N;MASC;SG	N;NOM;INDF;SG
match	مباراة	match	مُبَارَاة	N;MASC;SG	N;NOM;INDF;SG
match	المباراة	match	مُبَارَاة	N;MASC;SG	N;NOM;DEF;SG
enfermo	مريضة	enfermo	مَرِيض	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
avanzado	متقدم	avanzado	مُتَقَدِّم	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG
avanzado	متقدمة	avanzado	مُتَقَدِّم	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;FEM;SG
avanzado	المتقدمة	avanzado	مُتَقَدِّم	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;FEM;SG
avanzado	المتقدم	avanzado	مُتَقَدِّم	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;MASC;SG
ortografía	التهجئة	ortografía	تَهجِئَة	N;FEM;SG	N;NOM;DEF;SG
caro	غالية	caro	غَالِي	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
caro	مكلف	caro	مُكَلَّف	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
caro	مكلفة	caro	مُكَلَّف	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
esgrima	المبارزة	esgrimo	مُبَارَزَة	N;FEM;SG	N;NOM;DEF;SG
ingredientes	مقادير	ingrediente	مِقدَار	N;MASC;PL	N;NOM;INDF;PL
ingredientes	المكونات	ingrediente	مُكَوِّن	N;MASC;PL	N;NOM;DEF;PL
ingredientes	مكونات	ingrediente	مُكَوِّن	N;MASC;PL	N;NOM;INDF;PL
párrafo	الفقرة	párrafo	فَقرَة	N;MASC;SG	N;NOM;DEF;SG
párrafo	فقرة	párrafo	فَقرَة	N;MASC;SG	N;NOM;INDF;SG
mago	الساحر	mago	سَاحِر	N;MASC;SG	N;NOM;DEF;SG
mago	الساحر	mago	سَاحِر	N;MASC;SG	N;NOM;DEF;SG
sustituir	يستعاض	sustituir	اِستَعَاض	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
sustituir	تستبدل	sustituir	اِستَبدَل	V;NFIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
sustituir	استبدل	sustituir	اِستَبدَل	V;NFIN	V;PFV;MASC;SG;3;ACT
suicidio	الانتحار	suicidio	اِنتِحَار	N;MASC;SG	N;NOM;DEF;SG
suicidio	انتحار	suicidio	اِنتِحَار	N;MASC;SG	N;NOM;INDF;SG
rompió	كسرت	romper	كَسَر	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
asiento	مقعد	asiento	مَقعَد	N;MASC;SG	N;NOM;INDF;SG
asiento	المقعد	asiento	مَقعَد	N;MASC;SG	N;NOM;DEF;SG
presos	سجناء	preso	سَجِين	N;MASC;PL	N;NOM;INDF;PL
presos	المساجين	preso	مُسَاجِي	N;MASC;PL	N;NOM;DEF;PL
presos	الاسرى	preso	أَسِير	N;MASC;PL	N;NOM;DEF;PL
presos	السجناء	preso	سَجِين	N;MASC;PL	N;NOM;DEF;PL
presos	النزلاء	preso	نُزلَاء	N;MASC;PL	N;NOM;DEF;PL
computación	الحوسبة	computación	حُوسبَة	N;FEM;SG	N;NOM;DEF;SG
alerta	انذار	alerta	نَذر	N;FEM;SG	N;NOM;INDF;SG
rodea	يحيط	rodear	أَحَاط	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
amenazada	مهددة	amenazado	مُهَدَّد	ADJ;FEM;SG;V.PTCP	ADJ;NOM;INDF;FEM;SG
amenazada	مهدد	amenazado	مهدد	ADJ;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG
submarinos	الغواصات	submarino	غَوَّاصَة	N;MASC;PL	N;NOM;DEF;PL
submarinos	الغواصات	submarino	غَوَّاصَة	N;MASC;PL	N;NOM;DEF;PL
turca	التركية	turco	تُركِيّ	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
turca	تركية	turco	تُركِيّ	ADJ;FEM;SG	ADJ;NOM;INDF;FEM;SG
bailarina	راقصة	bailarino	رَاقِص	N;FEM;SG	N;NOM;INDF;SG
bailarina	راقص	bailarino	رَاقِص	N;FEM;SG	N;NOM;INDF;SG
nido	العش	nido	عَشّ	N;MASC;SG	N;NOM;DEF;SG
reemplazar	يستعاض	reemplazar	اِستَعَاض	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
reemplazar	تستبدل	reemplazar	اِستَبدَل	V;NFIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
reemplazar	استبدل	reemplazar	اِستَبدَل	V;NFIN	V;PFV;MASC;SG;3;ACT
aprendió	تعلمت	aprender	تَعَلَّم	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
colaboraciones	الشراكات	colaboración	شِرَاكَة	N;FEM;PL	N;NOM;DEF;PL
colaboraciones	شراكات	colaboración	شِرَاكَة	N;FEM;PL	N;NOM;INDF;PL
donación	تبرع	donación	بَرَع	N;FEM;SG	N;NOM;INDF;SG
donación	التبرع	donación	تَبَرُّع	N;FEM;SG	N;NOM;DEF;SG
donación	تبرع	donación	بَرَع	N;FEM;SG	N;NOM;INDF;SG
donación	التبرع	donación	تَبَرُّع	N;FEM;SG	N;NOM;DEF;SG
acontecimiento	مناسبة	acontecimiento	مُنَاسَبَة	N;MASC;SG	N;NOM;INDF;SG
acontecimiento	الحدث	acontecimiento	حَدَث	N;MASC;SG	N;NOM;DEF;SG
acontecimiento	المناسبة	acontecimiento	مُنَاسَبَة	N;MASC;SG	N;NOM;DEF;SG
acompaña	تصاحب	acompañar	تَصَاحُب	V;IND;SG;3;PRS;FIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
acompaña	يصاحب	acompañar	صَاحَب	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
acompaña	ترافق	acompañar	رَافَق	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;SG;3;FIN;ACT
acompaña	يرافق	acompañar	رَافَق	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
cohete	صاروخ	cohete	صَارُوخ	N;MASC;SG	N;NOM;INDF;SG
cohete	الصاروخ	cohete	صَارُوخ	N;MASC;SG	N;NOM;DEF;SG
horizonte	الافق	horizonte	أَفَق	N;MASC;SG	N;NOM;DEF;SG
folclore	الفولكلور	folclorar	الفولكلور	N;MASC;SG	N;NOM;DEF;SG
boliviano	بوليفية	boliviano	بُولِيفِيَّة	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
romántica	رومانسية	romántico	رُومَانسِيَّة	ADJ;FEM;SG	ADJ;NOM;INDF;FEM;SG
romántica	رومنسي	romántico	رُومنسِي	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
compartido	المشتركة	compartido	مُشتَرَك	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;FEM;SG
compartido	مشترك	compartido	مُشتَرَك	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG
fan	مشجع	fan	مشجع	N;SG	N;NOM;INDF;SG
fan	المروحة	fan	مُرَوِّح	N;SG	N;NOM;DEF;SG
fan	مروحة	fan	مروحة	N;SG	N;NOM;INDF;SG
fan	معجب	fan	مَعجَب	N;SG	N;NOM;INDF;SG
afirmación	بيان	afirmación	بَيَان	N;FEM;SG	N;NOM;INDF;SG
afirmación	البيان	afirmación	بَيَان	N;FEM;SG	N;NOM;DEF;SG
sombras	الظلال	sombra	ظَلَال	N;FEM;PL	N;NOM;DEF;PL
violeta	البنفسجي	violeto	بَنفسِجِيّ	N;FEM;SG	N;NOM;DEF;SG
respaldo	الدعم	respaldo	دَعم	N;MASC;SG	N;NOM;DEF;SG
respaldo	دعم	respaldo	دَعم	N;MASC;SG	N;NOM;INDF;SG
respaldo	اسناد	respaldo	إِسنَاد	N;MASC;SG	N;NOM;INDF;SG
respaldo	الاحتياطي	respaldo	اِحتِيَاطِيّ	N;MASC;SG	N;NOM;DEF;SG
ejes	المحاور	eje	مِحوَر	N;MASC;PL	N;NOM;DEF;PL
ejes	محاور	eje	مِحوَر	N;MASC;PL	N;NOM;INDF;PL
militantes	النشطاء	militante	نَشِيط	N;PL	N;NOM;DEF;PL
militantes	نشطاء	militante	نَشِيط	N;PL	N;NOM;INDF;PL
militantes	الناشطين	militante	نَاشِط	N;PL	N;NOM;DEF;PL
oculta	مخفي	oculto	مُخَفَّى	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
oculta	مخفية	oculto	مُخَفِّيَة	ADJ;FEM;SG	ADJ;NOM;INDF;FEM;SG
helicóptero	المروحية	helicóptero	المروحية	N;MASC;SG	N;NOM;DEF;SG
helicóptero	مروحية	helicóptero	مِروَحِيَّة	N;MASC;SG	N;NOM;INDF;SG
sindicatos	الاتحادات	sindicato	اِتِّحَاد	N;MASC;PL	N;NOM;DEF;PL
sindicatos	النقابات	sindicato	نِقَابَة	N;MASC;PL	N;NOM;DEF;PL
testimonios	الشهادات	testimonio	شَهَادَة	N;MASC;PL	N;NOM;DEF;PL
testimonios	شهادات	testimonio	شَهَادَة	N;MASC;PL	N;NOM;INDF;PL
determina	يحدد	determinar	حَدَّد	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
incidentes	الحوادث	incidente	حَادِث	N;PL	N;NOM;DEF;PL
incidentes	حوادث	incidente	حَادِث	N;PL	N;NOM;INDF;PL
nervioso	عصبي	nervioso	عصبي	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
nervioso	متوتر	nervioso	مُتَوَتِّر	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
nervioso	عصبية	nervioso	عَصَبِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
nervioso	متوترة	nervioso	مُتَوَتِّر	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
puntas	نصائح	punta	نَصِيحَة	N;FEM;PL	N;NOM;INDF;PL
puntas	النصائح	punta	نَصِيحَة	N;FEM;PL	N;NOM;DEF;PL
reflexión	انعكاس	reflexión	اِنعِكَاس	N;FEM;SG	N;NOM;INDF;SG
afición	هواية	afición	هُوَايَة	N;FEM;SG	N;NOM;INDF;SG
afición	الهواية	afición	هُوَايَة	N;FEM;SG	N;NOM;DEF;SG
cualidades	صفات	cualidad	صِفَة	N;FEM;PL	N;NOM;INDF;PL
cualidades	الصفات	cualidad	صِفَة	N;FEM;PL	N;NOM;DEF;PL
orbital	المداري	orbital	مَدَارِي	ADJ;SG	ADJ;NOM;DEF;MASC;SG
musulmana	اسلامي	musulmán	إِسلَامِيّ	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
musulmana	مسلمة	musulmán	مُسلِم	ADJ;FEM;SG	ADJ;NOM;INDF;FEM;SG
kings	الملوك	king	مَلوَك	N;MASC;PL	N;NOM;DEF;PL
kings	ملوك	king	ملوك	N;MASC;PL	N;NOM;INDF;PL
asistentes	مساعدين	asistente	مُسَاعِد	N;PL	N;NOM;INDF;PL
novena	تاسعا	noveno	تَاسِع	ADJ;FEM;SG	ADJ;ACC;INDF;MASC;SG
novena	التاسع	noveno	تَاسِع	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
novena	التاسعة	noveno	تَاسِع	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
ciclos	دورات	ciclo	دَورَة	N;MASC;PL	N;NOM;INDF;PL
confluencia	التقاء	confluencia	اِلتِقَاء	N;FEM;SG	N;NOM;INDF;SG
confluencia	ملتقى	confluencia	مُلتَقَى	N;FEM;SG	N;NOM;INDF;SG
cuero	الجلود	cuero	الجلود	N;MASC;SG	N;NOM;DEF;SG
cuero	الجلد	cuero	جَلد	N;MASC;SG	N;NOM;DEF;SG
cuero	جلد	cuero	جَلَد	N;MASC;SG	N;NOM;INDF;SG
corredores	ممرات	corredor	مَمَرّ	N;MASC;PL	N;NOM;INDF;PL
