und	та	und	та	CONJ	CONJ
spieltag	туру	spieltag	тур	N	N;INAN;GEN;MASC;SG
westliche	західні	westlich	західний	ADJ;NOM;FEM;PL	ADJ;NOM;PL
kandidat	учасник	kandidat	учасник	N	N;ANIM;NOM;MASC;SG
kandidat	кандидат	kandidat	кандидат	N	N;ANIM;NOM;MASC;SG
gezwungen	змусили	zwingen	змусити	V;V.PTCP	V;PFV;IND;PL;PST;FIN
versorgung	постачання	versorgung	постачання	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
komödie	комедія	komödie	комедія	N;NOM;SG	N;INAN;NOM;FEM;SG
getan	зроблено	tun	зробити	V;V.PTCP	V;PFV;IND;0;FIN
getan	закінчили	tun	закінчити	V;V.PTCP	V;PFV;IND;PL;PST;FIN
getan	виконано	tun	виконати	V;V.PTCP	V;PFV;IND;0;FIN
ähnliches	подібна	ähnlich	подібний	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
ähnliches	подібний	ähnlich	подібний	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
engagiert	присвяченого	engagiert	присвячений	ADJ;V.PTCP	ADJ;PFV;GEN;MASC;SG;V.PTCP;PASS
engagiert	заручена	engagiert	заручений	ADJ;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
falschen	неправильна	falsch	неправильний	ADJ	ADJ;NOM;FEM;SG
falschen	неправильний	falsch	неправильний	ADJ	ADJ;NOM;MASC;SG
verbot	заборонити	verbieten	заборонити	V;IND;SG;3;PST;FIN	V;PFV;NFIN
verbot	заблокувати	verbieten	заблокувати	V;IND;SG;3;PST;FIN	V;PFV;NFIN
zurzeit	зараз	zurzeit	зараз	ADV	ADV
zurzeit	наразі	zurzeit	наразі	ADV	ADV
rasch	швидкі	rasch	швидкий	ADJ	ADJ;NOM;PL
rasch	швидке	rasch	швидке	ADJ	ADJ;NOM;NEUT;SG
rasch	швидка	rasch	швидкий	ADJ	ADJ;NOM;FEM;SG
rasch	швидкий	rasch	швидкий	ADJ	ADJ;NOM;MASC;SG
rasch	швидкі	rasch	швидкий	ADJ	ADJ;NOM;PL
rasch	швидке	rasch	швидке	ADJ	ADJ;NOM;NEUT;SG
rasch	швидка	rasch	швидкий	ADJ	ADJ;NOM;FEM;SG
rasch	швидкий	rasch	швидкий	ADJ	ADJ;NOM;MASC;SG
werkstatt	гараж	Werkstatt	гараж	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
tot	мертвий	tot	мертвий	ADJ	ADJ;NOM;MASC;SG
boote	човни	bioten	човен	N;NOM;NEUT;PL	N;ANIM;NOM;MASC;PL
dicht	щільна	dicht	щільний	ADJ	ADJ;NOM;FEM;SG
sang	співав	singen	співати	V;IND;SG;3;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN
sang	заспівав	singen	заспівати	V;IND;SG;3;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN
sang	співала	singen	співати	V;IND;SG;3;PST;FIN	V;IPFV;FEM;IND;SG;PST;FIN
verhindert	оберігає	verhindern	оберігати	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
verhindert	запобігає	verhindern	запобігати	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
verhindert	забороняє	verhindern	забороняти	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
flugzeuge	літаки	flugzeug	літаки	N;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
gefertigt	виготовлено	fertigen	виготовити	V;V.PTCP	V;PFV;IND;0;FIN
besseren	краща	gut	кращий	ADJ	ADJ;NOM;RL;FEM;SG
besseren	кращі	gut	кращий	ADJ	ADJ;NOM;RL;PL
amerikaner	американський	amerikaner	американський	ADJ	ADJ;NOM;MASC;SG
amerikaner	американські	amerikaner	американський	ADJ	ADJ;NOM;PL
amerikaner	американська	amerikaner	американський	ADJ	ADJ;NOM;FEM;SG
amerikaner	американської	amerikaner	американський	ADJ	ADJ;GEN;FEM;SG
niemals	ніколи	niemals	ніколи	ADV	ADV
verantwortung	фінансової	verantwortung	фінансовий	ADJ	ADJ;GEN;FEM;SG
liefert	подає	liefern	подавати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
liefert	повертається	liefern	повертатися	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
liefert	повертає	liefern	повертати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
liefert	надає	liefern	надавати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
liefert	забезпечує	liefern	забезпечувати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
polnisch	польською	polnisch	польський	ADJ	ADJ;INS;FEM;SG
polnisch	польську	polnisch	польський	ADJ	ADJ;ACC;FEM;SG
polnisch	польська	polnisch	польський	ADJ	ADJ;NOM;FEM;SG
polnisch	польські	polnisch	польський	ADJ	ADJ;NOM;PL
polnisch	польське	polnisch	польський	ADJ	ADJ;NOM;NEUT;SG
sonstige	різні	sonstig	різний	ADJ;NOM;FEM;PL	ADJ;NOM;PL
unabhängige	незалежні	unabhängig	незалежний	ADJ;NOM;FEM;PL	ADJ;NOM;PL
unabhängige	непотрібні	unabhängig	непотрібний	ADJ;NOM;FEM;PL	ADJ;NOM;PL
herum	довкола	herum	довкола	ADV	ADV
geschickt	вислала	schicken	вислати	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
geschickt	надіслано	schicken	надіслати	V;V.PTCP	V;PFV;IND;0;FIN
bestimmen	визначити	bestimmen	визначити	V;FIN	V;PFV;NFIN
bestimmen	вказати	bestimmen	вказати	V;FIN	V;PFV;NFIN
bestimmen	визначати	bestimmen	визначати	V;FIN	V;IPFV;NFIN
bestimmen	визначити	bestimmen	визначити	V;FIN	V;PFV;NFIN
retten	зберегти	retten	зберегти	V;NFIN	V;PFV;NFIN
retten	зберігається	retten	зберігатися	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
retten	врятувати	retten	врятувати	V;NFIN	V;PFV;NFIN
ausbruch	епідемія	ausbruch	епідемія	N	N;INAN;NOM;FEM;SG
ausbruch	виверження	ausbruch	виверження	N	N;INAN;NOM;NEUT;SG
ausbruch	спалах	ausbruch	спати	N	N;INAN;NOM;MASC;SG
sorgen	забезпечити	sorgen	забезпечити	V;NFIN	V;PFV;NFIN
sorgen	виставляти	sorgen	виставляти	V;NFIN	V;IPFV;NFIN
fertigstellung	завершення	fertigstellung	завершення	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
fertigstellung	доповнення	fertigstellung	доповнення	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
schatten	згорнути	schatten	згорнути	V;NFIN	V;PFV;NFIN
ausgestellt	видала	ausstellen	видати	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
ausgestellt	випущено	ausstellen	випустити	V;V.PTCP	V;PFV;IND;0;FIN
ausgestellt	відображено	ausstellen	відображити	V;V.PTCP	V;PFV;IND;0;FIN
ausgestellt	показано	ausstellen	показати	V;V.PTCP	V;PFV;IND;0;FIN
geplanten	заплановану	geplant	запланований	ADJ	ADJ;PFV;ACC;FEM;SG;V.PTCP;PASS
geplanten	заплановані	geplant	запланований	ADJ	ADJ;PFV;NOM;PL;V.PTCP;PASS
geplanten	запланований	geplant	запланований	ADJ	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
geplanten	запланована	geplant	запланований	ADJ	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
geplanten	запланований	geplant	запланований	ADJ	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
geplanten	заплановане	geplant	запланований	ADJ	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
sitzen	сісти	sitzen	сісти	V;NFIN	V;PFV;NFIN
sitzen	сидіти	sitzen	сидіти	V;NFIN	V;IPFV;NFIN
sitzen	тримаючи	sitzen	тримати	V;NFIN	V;IPFV;PRS;V.CVB
sitzen	сідати	sitzen	сідати	V;NFIN	V;IPFV;NFIN
sitzen	сидячи	sitzen	сидіти	V;NFIN	V;IPFV;PRS;V.CVB
sitzen	сиджу	sitzen	сидіти	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN
sitzen	сидить	sitzen	сидіти	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
typisch	типові	typisch	тип	ADJ	ADJ;NOM;PL
typisch	типова	typisch	типовий	ADJ	ADJ;NOM;FEM;SG
typisch	типовий	typisch	типовий	ADJ	ADJ;NOM;MASC;SG
betriebe	вклади	betreiben	вклад	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
betriebe	фабрики	betreiben	фабрика	N;NOM;MASC;PL	N;INAN;NOM;FEM;PL
verordnung	постанова	verordnung	постановий	N;NOM;SG	N;INAN;NOM;FEM;SG
verordnung	регулювання	verordnung	регулювання	N;NOM;SG	N;INAN;NOM;NEUT;SG
zurückgezogen	зняв	zurückziehen	зняти	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
zurückgezogen	звільнився	zurückziehen	звільнитися	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
zurückgezogen	відкликано	zurückziehen	відкликати	V;V.PTCP	V;PFV;IND;0;FIN
gebirge	гори	gebirge	гора	N	N;INAN;NOM;FEM;PL
gebirge	гора	gebirge	гора	N	N;INAN;NOM;FEM;SG
dokumente	документ	dokument	документ	N;NOM;SG	N;INAN;NOM;MASC;SG
einsätze	ставки	einsätzen	ставка	N;NOM;FEM;PL	N;INAN;NOM;FEM;PL
chemische	хімічні	chemisch	хімічний	ADJ;NOM;FEM;PL	ADJ;NOM;PL
australischen	австралійська	australisch	австралійський	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
australischen	австралійський	australisch	австралійський	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
vergleichbar	схожі	vergleichbar	схожий	ADJ	ADJ;NOM;PL
vergleichbar	подібні	vergleichbar	подібний	ADJ	ADJ;NOM;PL
vergleichbar	подібна	vergleichbar	подібний	ADJ	ADJ;NOM;FEM;SG
vergleichbar	подібний	vergleichbar	подібний	ADJ	ADJ;NOM;MASC;SG
ausgewählt	вибрано	auswählen	вибрати	V;V.PTCP	V;PFV;IND;0;FIN
ausgewählt	вибрано	auswählen	вибрати	V;V.PTCP	V;PFV;IND;0;FIN
normale	звичайні	normal	звичайний	ADJ;NOM;FEM;PL	ADJ;NOM;PL
normale	нормальні	normal	нормальний	ADJ;NOM;FEM;PL	ADJ;NOM;PL
belagerung	облога	belagerung	облогий	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
legen	лежав	legen	лежати	V;NFIN	V;IPFV;MASC;IND;SG;PST;FIN
legen	додаю	legen	додати	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN
legen	ставимо	legen	ставити	V;NFIN	V;IPFV;IND;PL;1;PRS;FIN
legen	класти	legen	класти	V;NFIN	V;IPFV;NFIN
legen	поставити	legen	поставити	V;NFIN	V;PFV;NFIN
erfasst	захоплює	erfassen	захоплювати	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
erfasst	ловить	erfassen	ловити	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
erfasst	захоплено	erfassen	захоплено	V;V.PTCP	V;PFV;IND;0;FIN
erfasst	записано	erfassen	записати	V;V.PTCP	V;PFV;IND;0;FIN
erfasst	записав	erfassen	записати	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
erfasst	спіймав	erfassen	спіймати	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
erfasst	захопили	erfassen	захопити	V;V.PTCP	V;PFV;IND;PL;PST;FIN
finanziellen	фінансові	finanziell	фінансовий	ADJ	ADJ;NOM;PL
finanziellen	фінансова	finanziell	фінансовий	ADJ	ADJ;NOM;FEM;SG
benutzen	використати	benutzen	використати	V;NFIN	V;PFV;NFIN
benutzen	використовувати	benutzen	використовувати	V;NFIN	V;IPFV;NFIN
seltener	рідкісна	selten	рідкісний	ADJ	ADJ;NOM;FEM;SG
seltener	рідкісні	selten	рідкісний	ADJ	ADJ;NOM;PL
seltener	рідкісний	selten	рідкісний	ADJ	ADJ;NOM;MASC;SG
seltener	рідкісне	selten	рідкісний	ADJ	ADJ;NOM;NEUT;SG
motoren	рушії	motor	рушія	N;NOM;PL	N;INAN;NOM;FEM;PL
motoren	двигуни	motor	двигун	N;NOM;PL	N;INAN;NOM;MASC;PL
motoren	рушії	motor	рушія	N;NOM;PL	N;INAN;NOM;FEM;PL
religiöse	релігійні	religiös	релігійний	ADJ;NOM;FEM;PL	ADJ;NOM;PL
künstlerische	художні	künstlerisch	художній	ADJ;NOM;FEM;PL	ADJ;NOM;PL
kulturelle	культурні	kulturell	культурний	ADJ;NOM;FEM;PL	ADJ;NOM;PL
begründete	домовитись	begründen	домовитися	V;IND;SG;3;PST;FIN	V;PFV;NFIN
digital	цифрове	digital	цифровий	ADJ	ADJ;NOM;NEUT;SG
digital	цифрова	digital	цифровий	ADJ	ADJ;NOM;FEM;SG
digital	цифровий	digital	цифровий	ADJ	ADJ;NOM;MASC;SG
entdeckte	виявив	entdecken	виявити	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN
entdeckte	відкрив	entdecken	відкрити	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN
verschiebung	зсув	verschiebung	зсувати	N;SG	N;INAN;NOM;MASC;SG
verschiebung	виселення	verschiebung	виселення	N;SG	N;INAN;NOM;NEUT;SG
verschiebung	переміщення	verschiebung	переміщення	N;SG	N;INAN;NOM;NEUT;SG
verschiebung	відтермінування	verschiebung	відтермінування	N;SG	N;INAN;NOM;NEUT;SG
schwestern	сестрички	schwestern	сестричка	N;NOM;PL	N;ANIM;NOM;FEM;PL
schwestern	сестри	schwestern	сестра	N;NOM;PL	N;ANIM;NOM;FEM;PL
schwestern	медсестри	schwestern	медсестр	N;NOM;PL	N;ANIM;NOM;FEM;PL
vorbereitung	приготування	vorbereitung	приготування	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
vorbereitung	підготовка	vorbereitung	підготовка	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
vorbereitung	готування	vorbereitung	готування	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
durchführung	впровадження	durchführung	впровадження	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
durchführung	реалізація	durchführung	реалізація	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
durchführung	реалізація	durchführung	реалізація	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
durchführung	виконання	durchführung	виконання	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
durchführung	реалізація	durchführung	реалізація	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
schäden	збитки	Schaden	збиток	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
dachte	здалося	denken	здатися	V;IND;SG;3;PST;FIN	V;PFV;NEUT;IND;SG;PST;FIN
dachte	подумав	denken	подумати	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN
dachte	думав	denken	думати	V;IND;SG;3;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN
dachte	думала	denken	думати	V;IND;SG;3;PST;FIN	V;IPFV;FEM;IND;SG;PST;FIN
romane	романи	roman	роман	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
fusion	злиття	fusion	злиття	N;NOM;SG	N;INAN;NOM;NEUT;SG
fusion	синтез	fusion	синтез	N;NOM;SG	N;INAN;NOM;MASC;SG
traditionell	традиційними	traditionell	традиційний	ADJ	ADJ;INS;PL
traditionell	традиційний	traditionell	традиційний	ADJ	ADJ;NOM;MASC;SG
traditionell	традиційні	traditionell	традиційний	ADJ	ADJ;NOM;PL
traditionell	традиційна	traditionell	традиційний	ADJ	ADJ;NOM;FEM;SG
traditionell	традиційне	traditionell	традиційний	ADJ	ADJ;NOM;NEUT;SG
älter	старих	alt	старий	ADJ	ADJ;GEN;PL
älter	старші	alt	старший	ADJ	ADJ;NOM;RL;PL
älter	старіші	alt	старіший	ADJ	ADJ;NOM;RL;PL
älter	старша	alt	старша	ADJ	ADJ;NOM;CMPR;FEM;SG
festen	суцільна	fest	суцільний	ADJ	ADJ;NOM;FEM;SG
festen	твердий	fest	твердий	ADJ	ADJ;NOM;MASC;SG
festen	суцільний	fest	суцільний	ADJ	ADJ;NOM;MASC;SG
festen	суцільне	fest	суцільний	ADJ	ADJ;NOM;NEUT;SG
aufnehmen	записати	aufnehmen	записати	V;NFIN	V;PFV;NFIN
aufnehmen	записувати	aufnehmen	записувати	V;NFIN	V;IPFV;NFIN
zimmer	спальня	zimmer	спальня	N	N;INAN;NOM;FEM;SG
zimmer	кімнат	zimmer	кімната	N	N;INAN;GEN;FEM;PL
zimmer	кімнати	zimmer	кімната	N	N;INAN;NOM;FEM;PL
zimmer	кімната	zimmer	кімната	N	N;INAN;NOM;FEM;SG
zimmer	кімнату	zimmer	кімната	N	N;INAN;ACC;FEM;SG
bewegen	пересунути	bewegen	пересунути	V;NFIN	V;PFV;NFIN
bewegen	перемістити	bewegen	перемістити	V;NFIN	V;PFV;NFIN
wahrnehmung	сприйняття	wahrnehmung	сприйняття	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
abgebrochen	скасовано	abbrechen	скасувати	V;V.PTCP	V;PFV;IND;0;FIN
abgebrochen	скасовано	abbrechen	скасувати	V;V.PTCP	V;PFV;IND;0;FIN
abgebrochen	припинено	abbrechen	припинути	V;V.PTCP	V;PFV;IND;0;FIN
abgebrochen	перервано	abbrechen	перервати	V;V.PTCP	V;PFV;IND;0;FIN
bevorzugt	основний	bevorzugen	основний	ADJ	ADJ;NOM;MASC;SG
bevorzugt	бажана	bevorzugen	бажаний	ADJ	ADJ;NOM;FEM;SG
bevorzugt	головна	bevorzugen	головний	ADJ	ADJ;NOM;FEM;SG
bevorzugt	бажаний	bevorzugen	бажаний	ADJ	ADJ;NOM;MASC;SG
vereinen	єднайтеся	verein	єднатися	V;NFIN	V;IPFV;IMP;PL;2;FIN
mache	зробити	machen	зробити	V;IND;SG;3;PRS;FIN	V;PFV;NFIN
anwendungen	додатки	anwendung	додаток	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
anwendungen	програми	anwendung	програма	N;NOM;FEM;PL	N;INAN;NOM;FEM;PL
anwendungen	додатки	anwendung	додаток	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
dick	жирна	dick	жирний	ADJ	ADJ;NOM;FEM;SG
dick	товстий	dick	товстий	ADJ	ADJ;NOM;MASC;SG
dick	товста	dick	товст	ADJ	ADJ;NOM;FEM;SG
dick	густе	dick	густий	ADJ	ADJ;NOM;NEUT;SG
wachsen	росте	wachsen	рости	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
wachsen	виростають	wachsen	виростати	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN
wachsen	рости	wachsen	рости	V;NFIN	V;IPFV;NFIN
wachsen	вирощують	wachsen	вирощувати	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN
wachsen	ростуть	wachsen	ростуть	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN
eis	лід	eis	лід	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
griff	винести	greifen	винести	V;FIN	V;PFV;NFIN
freundin	подружка	Freundin	подружка	N;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
freundin	подруга	Freundin	подруга	N;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
freundin	дівчина	Freundin	дівчина	N;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
freundin	друг	Freundin	друг	N;NOM;FEM;SG	N;ANIM;NOM;MASC;SG
freundin	подруга	Freundin	подруга	N;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
freundin	друга	Freundin	друг	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
saß	сидів	sitzen	сидіти	V;IND;SG;3;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN
sowjetische	радянські	sowjetisch	радянський	ADJ;NOM;FEM;PL	ADJ;NOM;PL
formal	формальні	formal	формальний	ADJ	ADJ;NOM;PL
formal	формальна	formal	формальний	ADJ	ADJ;NOM;FEM;SG
anwalt	адвокат	anwalt	адвокат	N;NOM;SG	N;ANIM;NOM;MASC;SG
anwalt	адвокат	anwalt	адвокат	N;NOM;SG	N;ANIM;NOM;MASC;SG
anwalt	юрист	anwalt	юрист	N;NOM;SG	N;ANIM;NOM;MASC;SG
ergänzen	доповнює	ergänzen	доповнювати	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
ergänzen	пасують	ergänzen	пасувати	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN
beruht	покладається	beruhen	покладатися	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
geteilt	розділив	teilen	розділити	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
geteilt	розділити	teilen	розділити	V;V.PTCP	V;PFV;NFIN
geteilt	поширив	teilen	поширити	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
geteilt	поширили	teilen	поширити	V;V.PTCP	V;PFV;IND;PL;PST;FIN
prüfen	перевірити	prüfen	перевірити	V;NFIN	V;PFV;NFIN
prüfen	підтвердити	prüfen	підтвердити	V;NFIN	V;PFV;NFIN
prüfen	оглянути	prüfen	оглянути	V;NFIN	V;PFV;NFIN
prüfen	ознайомитись	prüfen	ознайомитися	V;NFIN	V;PFV;NFIN
prüfen	перевірити	prüfen	перевірити	V;NFIN	V;PFV;NFIN
prüfen	перевірте	prüfen	перевіртий	V;NFIN	V;PFV;IMP;PL;2;FIN
türkische	турецькі	türkisch	турецький	ADJ;NOM;FEM;PL	ADJ;NOM;PL
unfall	аварія	unfall	аварія	N	N;INAN;NOM;FEM;SG
unfall	аварія	unfall	аварія	N	N;INAN;NOM;FEM;SG
unfall	крах	unfall	крах	N	N;INAN;NOM;MASC;SG
unfall	аварії	unfall	аварія	N	N;INAN;NOM;FEM;PL
sterben	загине	sterben	загинути	V;NFIN	V;PFV;IND;SG;3;FUT;FIN
sterben	померти	sterben	померти	V;NFIN	V;PFV;NFIN
sterben	загинути	sterben	загинути	V;NFIN	V;PFV;NFIN
sterben	помирають	sterben	помирати	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN
sterben	вмирають	sterben	вмирати	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN
sterben	вмирає	sterben	вмирати	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
sterben	гине	sterben	гинати	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
sterben	помре	sterben	помре	V;NFIN	V;PFV;IND;SG;3;FUT;FIN
sterben	помирає	sterben	помирати	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
zitiert	навели	zitieren	навеля	V;V.PTCP	V;PFV;IND;PL;PST;FIN
einspruch	протест	einspruch	протест	N	N;INAN;NOM;MASC;SG
einspruch	протест	einspruch	протест	N	N;INAN;NOM;MASC;SG
einspruch	протистояння	einspruch	протистояння	N	N;INAN;NOM;NEUT;SG
einspruch	заперечень	einspruch	заперечення	N	N;INAN;GEN;NEUT;PL
einspruch	заклик	einspruch	заклик	N	N;INAN;NOM;MASC;SG
einspruch	апеляцію	einspruch	апеляція	N	N;INAN;ACC;FEM;SG
einspruch	звернення	einspruch	звернення	N	N;INAN;NOM;NEUT;SG
eroberung	завоювання	Eroberung	завоювання	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
eroberung	підкорення	Eroberung	підкорення	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
eroberung	підкорення	Eroberung	підкорення	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
scheinen	світило	scheinen	світити	V;NFIN	V;IPFV;NEUT;IND;SG;PST;FIN
scheinen	видаються	scheinen	видаватися	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN
ruine	занепад	ruin	занепад	N;NOM;SG	N;INAN;NOM;MASC;SG
meinte	означала	meinen	означати	V;IND;SG;3;PST;FIN	V;IPFV;FEM;IND;SG;PST;FIN
meinte	сказала	meinen	сказати	V;IND;SG;3;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN
meinte	сказав	meinen	сказати	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN
meinte	казав	meinen	казати	V;IND;SG;3;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN
wesen	буття	wesen	буття	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
wesen	суть	wesen	суть	N;NOM;NEUT;SG	N;INAN;NOM;FEM;SG
wesen	сутність	wesen	сутність	N;NOM;NEUT;SG	N;INAN;NOM;FEM;SG
wesen	істота	wesen	істота	N;NOM;NEUT;SG	N;ANIM;NOM;FEM;SG
wesen	створіння	wesen	створіння	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
wesen	створіння	wesen	створіння	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
brauerei	пивоварня	brauerei	пивоварня	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
gebe	надати	geben	надати	V;SBJV;SG;3;PRS;FIN	V;PFV;NFIN
gefärbt	кольорові	färben	кольоровий	ADJ;V.PTCP	ADJ;NOM;PL
aufwand	лихоманка	aufwinden	лихоманка	N	N;INAN;NOM;FEM;SG
aufwand	витрати	aufwinden	витрата	N	N;INAN;NOM;MASC;PL
aufwand	витратами	aufwinden	витрата	N	N;INAN;INS;FEM;PL
aufwand	витрат	aufwinden	витрата	N	N;INAN;GEN;FEM;PL
aufwand	зусилля	aufwinden	зусилля	N	N;INAN;NOM;NEUT;PL
formulierung	препарат	formulierung	препарат	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
letztes	останній	letzt	останній	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
letztes	остання	letzt	останній	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
letztes	останнє	letzt	останній	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
geplante	заплановані	geplant	запланований	ADJ;NOM;FEM;PL	ADJ;PFV;NOM;PL;V.PTCP;PASS
kämpfte	бився	kämpfen	битися	V;IND;SG;3;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN
kämpfte	воював	kämpfen	воювати	V;IND;SG;3;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN
kritische	критичні	kritisch	критичний	ADJ;NOM;FEM;PL	ADJ;NOM;PL
hund	пес	hund	пес	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
hund	собака	hund	собака	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
hund	собачка	hund	собачка	N;NOM;MASC;SG	N;ANIM;NOM;FEM;SG
hund	пес	hund	пес	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
nachruf	некролог	nachruf	некролог	N;SG	N;INAN;NOM;MASC;SG
nachruf	епітафія	nachruf	епітафія	N;SG	N;INAN;NOM;FEM;SG
angeordnet	організувала	anordnen	організувати	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
angeordnet	організували	anordnen	організувати	V;V.PTCP	V;PFV;IND;PL;PST;FIN
angeordnet	домовились	anordnen	домовитися	V;V.PTCP	V;PFV;IND;PL;PST;FIN
exil	вигнання	exil	вигнання	N;NOM;MASC;SG	N;INAN;NOM;NEUT;SG
leer	порожнім	leer	порожній	ADJ	ADJ;INS;FEM;SG
leer	порожнє	leer	порожній	ADJ	ADJ;NOM;NEUT;SG
leer	порожня	leer	порожній	ADJ	ADJ;NOM;FEM;SG
leer	порожні	leer	порожній	ADJ	ADJ;NOM;PL
