से	from	से	from		
मंत्रियों	ministrów	मंत्री	minister	N;ACC;MASC;PL;3	N;ACC;MASC;PL
सौदा	umowa	सौदा	umowa	N;NOM;MASC;SG;3	N;NOM;FEM;SG
सौदा	układ	सौदा	układ	N;NOM;MASC;SG;3	N;NOM;MASC;SG
सुनवाई	słuch	सुनवाई	słuch	N;NOM;FEM;SG;3	N;NOM;MASC;SG
सुनवाई	rozprawa	सुनवाई	rozprawa	N;NOM;FEM;SG;3	N;NOM;FEM;SG
सुनवाई	przesłuchanie	सुनवाई	przesłuchanie	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
विजेताओं	zwycięzców	विजेता	zwycięzca	N;ACC;MASC;PL;3	N;ACC;MASC;PL
प्रतियां	egzemplarze	प्रति	egzemplarz	N;NOM;FEM;PL;3	N;NOM;MASC;PL
कार्यकर्ताओं	pracowników	कार्यकर्ता	pracownik	N;ACC;MASC;PL;3	N;ACC;MASC;PL
कार्यकर्ताओं	aktywistów	कार्यकर्ता	aktywista	N;ACC;MASC;PL;3	N;ACC;MASC;PL
सीमाएँ	zakresy	सीमा	zakres	N;NOM;FEM;PL;3	N;NOM;MASC;PL
सीमाएँ	granice	सीमा	granica	N;NOM;FEM;PL;3	N;NOM;FEM;PL
सीमाएँ	granice	सीमा	granica	N;NOM;FEM;PL;3	N;NOM;FEM;PL
सीमाएँ	limity	सीमा	limita	N;NOM;FEM;PL;3	N;NOM;MASC;PL
मालिकों	promotorów	मालिक	promotor	N;ACC;MASC;PL;3	N;ACC;MASC;PL
मालिकों	właścicieli	मालिक	właściciel	N;ACC;MASC;PL;3	N;ACC;MASC;PL
अधिकांशतः	najczęściej	अधिकांशतः	często	ADV	ADV;RL
डॉट	dot	डॉट	dot		
संध्या	wieczór	संध्या	wieczór	N;NOM;FEM;SG;3	N;NOM;MASC;SG
वरदान	błogosławieństwo	वरदान	błogosławieństwo	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
दुख	nieszczęście	दुख	nieszczęście	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
दुख	nieszczęścia	दुख	nieszczęście	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
नमी	wilgotność	नमी	wilgotność	N;NOM;FEM;SG;3	N;NOM;FEM;SG
संग्रहण	składowanie	संग्रहण	składowanie	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
संग्रहण	magazyn	संग्रहण	magazyn	N;NOM;MASC;SG;3	N;NOM;MASC;SG
संग्रहण	przechowywanie	संग्रहण	przechowywać	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
संग्रहण	magazynowanie	संग्रहण	magazynowanie	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
संग्रहण	zbieranie	संग्रहण	zbierać	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
संग्रहण	kolekcja	संग्रहण	kolekcja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
संग्रहण	zbiór	संग्रहण	zbiór	N;NOM;MASC;SG;3	N;NOM;MASC;SG
राष्ट्रवाद	nacjonalizm	राष्ट्रवाद	nacjonalizm	N;NOM;MASC;SG;3	N;NOM;MASC;SG
समर्पण	poświęcenie	समर्पण	poświęcenie	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
समर्पण	oddanie	समर्पण	oddanie	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
फिलहाल	obecnie	फिलहाल	obecnie	ADV	ADV
फिलहाल	aktualnie	फिलहाल	aktualnie	ADV	ADV
आलोचनात्मक	krytyczne	आलोचनात्मक	krytyczny	ADJ;NOM	ADJ;NOM;NEUT;SG
आलोचनात्मक	krytyczna	आलोचनात्मक	krytyczny	ADJ;NOM	ADJ;NOM;FEM;SG
आलोचनात्मक	krytyczny	आलोचनात्मक	krytyczny	ADJ;NOM	ADJ;NOM;MASC;SG
प्रतिस्पर्धी	konkurencja	प्रतिस्पर्धी	konkurencja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
प्रतिस्पर्धी	konkurent	प्रतिस्पर्धी	konkurent	N;NOM;MASC;SG;3	N;NOM;MASC;SG
प्रतिस्पर्धी	konkurencja	प्रतिस्पर्धी	konkurencja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
प्रतिस्पर्धी	konkurencyjność	प्रतिस्पर्धी	konkurencyjność	N;NOM;MASC;SG;3	N;NOM;FEM;SG
आयरन	żelazo	आयरन	żelazo	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
आयरन	żelazko	आयरन	żelazko	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
स्टाफ	personel	स्टाफ	personel	N;NOM;MASC;SG;3	N;NOM;MASC;SG
स्टाफ	kadra	स्टाफ	kadra	N;NOM;MASC;SG;3	N;NOM;FEM;SG
फिल्टर	filtr	फिल्टर	filtr	N;NOM;MASC;SG;3	N;NOM;MASC;SG
जटिलता	złożoność	जटिलता	złożoność	N;NOM;FEM;SG;3	N;NOM;FEM;SG
कटाई	zbiór	कटाई	zbiór	N;NOM;FEM;SG;3	N;NOM;MASC;SG
कटाई	zbiór	कटाई	zbiór	N;NOM;FEM;SG;3	N;NOM;MASC;SG
चमड़े	skóra	चमड़ा	skóra	N;NOM;MASC;SG;3	N;NOM;FEM;SG
हफ्ते	tydzień	हफ्ता	tydzień	N;NOM;MASC;SG;3	N;NOM;MASC;SG
वास्तुकार	architekt	वास्तुकार	architekt	N;NOM;MASC;SG;3	N;NOM;MASC;SG
कनेक्शन	powiązania	कनेक्शन	powiązanie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
कनेक्शन	podłączenie	कनेक्शन	podłączyć	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
कनेक्शन	powiązanie	कनेक्शन	powiązanie	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
कनेक्शन	połączenie	कनेक्शन	połączenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
खाया	zjadł	खा	zjeść	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
प्रवक्ता	rzecznik	प्रवक्ता	rzecznik	N;NOM;MASC;SG;3	N;NOM;MASC;SG
प्रवक्ता	rzecznik	प्रवक्ता	rzecznik	N;NOM;MASC;SG;3	N;NOM;MASC;SG
माइक्रोफोन	mikrofon	माइक्रोफोन	mikrofon	N;NOM;MASC;SG;3	N;NOM;MASC;SG
जुड़वां	bliźniak	जुड़वां	bliźniak	N;NOM;MASC;SG;3	N;NOM;MASC;SG
जुड़वां	bliźniaczki	जुड़वां	bliźniaczka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
जुड़वां	bliźniaczki	जुड़वां	bliźniaczka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
गोले	strzały	गोला	strzał	N;NOM;MASC;PL;3	N;NOM;MASC;PL
गोले	muszle	गोला	muszla	N;NOM;MASC;PL;3	N;NOM;MASC;PL
हज़ारों	tysięcy	हज़ार	tysiąc	N;ACC;MASC;PL;3	N;ACC;MASC;PL
बाधित	przerwana	बाधित	przerwać	ADJ	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
बाधित	przerwany	बाधित	przerwać	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
बाधित	przerwane	बाधित	przerwać	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
हिप	hip	हिप	hip		
मंजिल	piętro	मंजिल	piętro	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
मंजिल	podłoga	मंजिल	podłoga	N;NOM;FEM;SG;3	N;NOM;FEM;SG
दुरुपयोग	nadużywanie	दुरुपयोग	nadużywać	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
कंट्रोल	sterowanie	कंट्रोल	sterować	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
कंट्रोल	kontrola	कंट्रोल	kontrola	N;NOM;MASC;SG;3	N;NOM;FEM;SG
पाउडर	proszek	पाउडर	proszek	N;NOM;MASC;SG;3	N;NOM;MASC;SG
पाउडर	proch	पाउडर	proch	N;NOM;MASC;SG;3	N;NOM;MASC;SG
समाजवाद	socjalizm	समाजवाद	socjalizm	N;NOM;MASC;SG;3	N;NOM;MASC;SG
सेक्स	płeć	सेक्स	płeć	N;NOM;MASC;SG;3	N;NOM;FEM;SG
सेक्स	seks	सेक्स	seks	N;NOM;MASC;SG;3	N;NOM;MASC;SG
वीरता	bohaterstwo	वीरता	bohaterstwo	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
वीरता	męstwo	वीरता	męstwo	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
वीरता	odwaga	वीरता	odwaga	N;NOM;FEM;SG;3	N;NOM;FEM;SG
वीरता	męstwo	वीरता	męstwo	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
गतिशीलता	mobilność	गतिशीलता	mobilność	N;NOM;FEM;SG;3	N;NOM;FEM;SG
कुंडली	cewka	कुंडली	cewka	N;NOM;FEM;SG;3	N;NOM;FEM;SG
हिम	śnieg	हिम	śnieg	N;NOM;MASC;SG;3	N;NOM;MASC;SG
हिम	śnieżka	हिम	śnieżkać	N;NOM;MASC;SG;3	N;NOM;FEM;SG
कब्ज़ा	posiadanie	कब्ज़ा	posiadać	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
कब्ज़ा	przejęcia	कब्ज़ा	przejąć	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
कब्ज़ा	przejęcie	कब्ज़ा	przejąć	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
हस्तांतरण	przesyłanie	हस्तांतरण	przesyłać	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
हस्तांतरण	transmisja	हस्तांतरण	transmisja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
हस्तांतरण	przekazanie	हस्तांतरण	przekazać	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
हस्तांतरण	przenoszenie	हस्तांतरण	przenosić	N;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS;V.MSDR
हस्तांतरण	transfer	हस्तांतरण	transfer	N;NOM;MASC;SG;3	N;NOM;MASC;SG
हस्तांतरण	przeniesienie	हस्तांतरण	przeniesienie	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
हस्तांतरण	przekazanie	हस्तांतरण	przekazać	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
हस्तांतरण	przewóz	हस्तांतरण	przewóz	N;NOM;MASC;SG;3	N;NOM;MASC;SG
हस्तांतरण	transport	हस्तांतरण	transport	N;NOM;MASC;SG;3	N;NOM;MASC;SG
लॉजिक	logika	लॉजिक	logika	N;NOM;MASC;SG;3	N;NOM;FEM;SG
टकराव	zderzenie	टकराव	zderzenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
लिनक्स	linux	लिनक्स	linux	N;NOM;MASC;SG;3	N;NOM;MASC;SG
धुरी	obrót	धुरी	obrót	N;NOM;FEM;SG;3	N;NOM;MASC;SG
घोड़ा	koń	घोड़ा	koń	N;NOM;MASC;SG;3	N;NOM;MASC;SG
वीर्य	nasienia	वीर्य	nasienie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
वीर्य	nasienie	वीर्य	nasienie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
विशिष्टता	specyfikacja	विशिष्टता	specyfikacja	N;NOM;FEM;SG;3	N;NOM;FEM;SG
दर्रा	podanie	दर्रा	podanie	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
दर्रा	przepustka	दर्रा	przepustka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
दर्रा	przełęcz	दर्रा	przełęcz	N;NOM;MASC;SG;3	N;NOM;FEM;SG
गैलेक्सी	galaktyka	गैलेक्सी	galaktyka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
वरीयता	pierwszeństwo	वरीयता	pierwszeństwo	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
पहलवान	zapaśnik	पहलवान	zapaśnik	N;NOM;MASC;SG;3	N;NOM;MASC;SG
रैंक	rangi	रैंक	ranga		
दूरदर्शी	wizjoner	दूरदर्शी	wizjoner	N;NOM;MASC;SG;3	N;NOM;MASC;SG
दूरदर्शी	teleskop	दूरदर्शी	teleskop	N;NOM;MASC;SG;3	N;NOM;MASC;SG
शुक्राणु	nasienie	शुक्राणु	nasienie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
लीवर	drążek	लीवर	drążek	N;NOM;MASC;SG;3	N;NOM;MASC;SG
लीवर	dźwignia	लीवर	dźwigniać	N;NOM;MASC;SG;3	N;NOM;FEM;SG
वज़न	ciężar	वज़न	ciężar	N;NOM;MASC;SG;3	N;NOM;MASC;SG
अनुकूलित	niestandardowych	अनुकूलित	niestandardowy	ADJ	ADJ;GEN;MASC;PL
अनुकूलित	niestandardowe	अनुकूलित	upandardowy	ADJ	ADJ;NOM;NEUT;SG
अनुकूलित	własny	अनुकूलित	własny	ADJ	ADJ;NOM;MASC;SG
भेड़	owca	भेड़	owca	N;NOM;MASC;SG;3	N;NOM;FEM;SG
इकाइयाँ	jednostki	इकाई	jednostka	N;NOM;FEM;PL;3	N;NOM;FEM;PL
फांसी	powieszenie	फाँसी	powieszenie	N;NOM;FEM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
सक्रियता	aktywność	सक्रियता	aktywność	N;NOM;FEM;SG;3	N;NOM;FEM;SG
सक्रियता	czynność	सक्रियता	czynność	N;NOM;FEM;SG;3	N;NOM;FEM;SG
सक्रियता	działalność	सक्रियता	działalność	N;NOM;FEM;SG;3	N;NOM;FEM;SG
निवेशक	inwestor	निवेशक	inwestor	N;NOM;MASC;SG;3	N;NOM;MASC;SG
विनियमन	regulacja	विनियमन	regulacja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
विनियमन	rozporządzenie	विनियमन	rozporządzenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
विनियमन	rozporządzenia	विनियमन	rozporządzenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
कब्जे	posiadanie	कब्जा	posiadać	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
रॉकेट	rakieta	रॉकेट	rakieta	N;NOM;MASC;SG;3	N;NOM;FEM;SG
कलम	pen	कलम	pen		
कलम	długopis	कलम	długopis		
कलम	pióro	कलम	pióro		
चूर्ण	żużel	चूर्ण	żużel	N;NOM;MASC;SG;3	N;NOM;MASC;SG
चूर्ण	proszek	चूर्ण	proszek	N;NOM;MASC;SG;3	N;NOM;MASC;SG
चूर्ण	proch	चूर्ण	proch	N;NOM;MASC;SG;3	N;NOM;MASC;SG
बॉस	szef	बॉस	szef	N;NOM;MASC;SG;3	N;NOM;MASC;SG
बसें	autobusy	बस	autobusa	N;NOM;FEM;PL;3	N;NOM;MASC;PL
कोल	cole	कोल	cól		
खुफिया	wywiad	खुफिया	wywiad	N;NOM;MASC	N;NOM;MASC;SG
खुफिया	inteligencja	खुफिया	inteligencja	N;NOM;MASC	N;NOM;FEM;SG
अपलोड	wysłane	अपलोड	wysłać	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
अपलोड	przesłane	अपलोड	przesłać	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
अपलोड	dodane	अपलोड	dodać	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
नलिका	rurka	नलिका	rurek	N;NOM;FEM;SG;3	N;NOM;FEM;SG
बोलियों	oferty	बोली	oferta	N;ACC;FEM;PL;3	N;ACC;FEM;PL
आन्तरिक	wewnętrzny	आन्तरिक	wewnętrzny	ADJ;NOM	ADJ;NOM;MASC;SG
आन्तरिक	wewnętrzne	आन्तरिक	wewnętrzny	ADJ;NOM	ADJ;NOM;NEUT;SG
आन्तरिक	wewnętrzna	आन्तरिक	wewnętrzny	ADJ;NOM	ADJ;NOM;FEM;SG
सघन	compact	सघन	compact		
सर्दी	chłód	सर्दी	chłód	N;NOM;FEM;SG;3	N;NOM;MASC;SG
सर्दी	zima	सर्दी	zima	N;NOM;FEM;SG;3	N;NOM;FEM;SG
घना	gęste	घना	gęsty	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
सच्चाई	prawda	सच्चाई	prawda	N;NOM;FEM;SG;3	N;NOM;FEM;SG
आदत	przyzwyczajenia	आदत	przyzwyczajenie	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
आदत	zwyczaj	आदत	zwyczaj	N;NOM;FEM;SG;3	N;NOM;MASC;SG
आदत	nawyk	आदत	nawyk	N;NOM;FEM;SG;3	N;NOM;MASC;SG
आज़ादी	swoboda	आज़ादी	swoboda	N;NOM;FEM;SG;3	N;NOM;FEM;SG
आज़ादी	wolność	आज़ादी	wolność	N;NOM;FEM;SG;3	N;NOM;FEM;SG
पुण्य	cnota	पुण्य	cnota	N;NOM;MASC;SG;3	N;NOM;FEM;SG
प्राध्यापक	profesor	प्राध्यापक	profesor	N;NOM;MASC;SG;3	N;NOM;MASC;SG
ताजा	świeże	ताजा	świeży	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
ताजा	świeża	ताजा	świeży	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
झरने	wodospad	झरना	wodospad	N;NOM;MASC;SG;3	N;NOM;MASC;SG
भिक्षु	mnich	भिक्षु	mnichy	N;NOM;MASC;SG;3	N;NOM;MASC;SG
बोझ	ciężar	बोझ	ciężar	N;NOM;MASC;SG;3	N;NOM;MASC;SG
बोझ	obciążenie	बोझ	obciążyć	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
मेमोरियल	memorial	मेमोरियल	memorial	N;NOM;MASC;SG;3	N;NOM;MASC;SG
रीढ़	kręgosłup	रीढ़	kręgosłup	N;NOM;FEM;SG;3	N;NOM;MASC;SG
सेवानिवृत्त	emerytowany	सेवानिवृत्त	emerytować	ADJ	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
आइस	lód	आइस	lód		
आइस	ice	आइस	icey		
आयुर्विज्ञान	lekarstwo	आयुर्विज्ञान	lekarstwo	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
अनुमोदन	zatwierdzanie	अनुमोदन	zatwierdzać	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
अनुमोदन	zatwierdzenie	अनुमोदन	zatwierdzenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
सूअर	świnia	सूअर	świnia	N;NOM;MASC;SG;3	N;NOM;FEM;SG
सूअर	świnka	सूअर	świnka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
पोत	statek	पोत	statek	N;NOM;MASC;SG;3	N;NOM;MASC;SG
पोत	pojemnik	पोत	pojemnik	N;NOM;MASC;SG;3	N;NOM;MASC;SG
पोत	naczynie	पोत	naczynie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
मोटाई	grubość	मोटाई	grubość	N;NOM;FEM;SG;3	N;NOM;FEM;SG
दृढ़ता	wytrwałość	दृढ़ता	wytrwałość	N;NOM;FEM;SG;3	N;NOM;FEM;SG
बीजगणित	algebra	बीजगणित	algebra	N;NOM;MASC;SG;3	N;NOM;FEM;SG
मानसून	monsun	मानसून	monsun	N;NOM;MASC;SG;3	N;NOM;MASC;SG
हेक्टेयर	hektar	हेक्टेयर	hektar	N;NOM;MASC;SG;3	N;NOM;MASC;SG
उत्सर्जित	emitowane	उत्सर्जित	emitować	ADJ;NOM	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
रचनाएं	kreacje	रचना	kreacja	N;NOM;FEM;PL;3	N;NOM;FEM;PL
रचनाएं	kompozycje	रचना	kompozycja	N;NOM;FEM;PL;3	N;NOM;FEM;PL
सपने	marzenia	सपना	marzenie	N;NOM;MASC;PL;3	N;NOM;NEUT;PL
सपने	marzenia	सपना	marzenie	N;NOM;MASC;PL;3	N;NOM;NEUT;PL
सपने	sny	सपना	sen	N;NOM;MASC;PL;3	N;NOM;MASC;PL
वॉल	ściana	वॉल	ściana	N;NOM;MASC;SG;3	N;NOM;FEM;SG
वॉल	mur	वॉल	mur	N;NOM;MASC;SG;3	N;NOM;MASC;SG
वॉल	tablica	वॉल	tablica	N;NOM;MASC;SG;3	N;NOM;FEM;SG
यम	yam	यम	yam		
यम	jam	यम	ja		
यम	mniam	यम	mniać		
महत्ता	znaczenie	महत्ता	znaczenie	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
मैनेजर	menadżer	मैनेजर	menadżer	N;NOM;MASC;SG;3	N;NOM;MASC;SG
मैनेजर	kierownik	मैनेजर	kierownik	N;NOM;MASC;SG;3	N;NOM;MASC;SG
मैनेजर	menedżer	मैनेजर	menedżer	N;NOM;MASC;SG;3	N;NOM;MASC;SG
मैनेजर	zarządca	मैनेजर	zarządca	N;NOM;MASC;SG;3	N;NOM;MASC;SG
कार्निवल	karnawał	कार्निवल	karnawał	N;NOM;MASC;SG;3	N;NOM;MASC;SG
पाइप	rura	पाइप	rura	N;NOM;MASC;SG;3	N;NOM;FEM;SG
त्रिभुज	orzeł	त्रिभुज	orzeł	N;NOM;MASC;SG;3	N;NOM;MASC;SG
खलनायक	łotr	खलनायक	łotr	N;NOM;MASC;SG;3	N;NOM;MASC;SG
रूम	pomieszczenie	रूम	pomieszczenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
रूम	pokój	रूम	pokój	N;NOM;MASC;SG;3	N;NOM;MASC;SG
जज	sędzia	जज	sędzia	N;NOM;MASC;SG;3	N;NOM;MASC;SG
पुरातन	antyk	पुरातन	antyk		
व्यवसायिक	zawód	व्यवसायिक	zawód	N;NOM;MASC;SG;3	N;NOM;MASC;SG
अल्फा	alpha	अल्फा	alpha		
अल्फा	alfa	अल्फा	alfa		
अल्फा	alfa	अल्फा	alfa		
डालर	dolar	डालर	dolar	N;NOM;MASC;SG;3	N;NOM;MASC;SG
छद्म	pseudo	छद्म	pseudo		
निशाना	cel	निशाना	cel	N;NOM;MASC;SG;3	N;NOM;MASC;SG
ईस्टर	wielkanoc	ईस्टर	wielkanoc	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
ऑटोमोबाइल	samochód	ऑटोमोबाइल	samochód	N;NOM;MASC;SG;3	N;NOM;MASC;SG
राउंड	runda	राउंड	runda	N;NOM;MASC;SG;3	N;NOM;FEM;SG
नेट	net	नेट	net		
नेट	netto	नेट	netto		
नेट	sieci	नेट	sieć		
उत्परिवर्तन	mutacje	उत्परिवर्तन	mutacja	N;NOM;MASC;PL;3	N;NOM;FEM;PL
मैट्रिक्स	macierz	मैट्रिक्स	macierz	N;NOM;MASC;SG;3	N;NOM;FEM;SG
आसमान	niebo	आसमान	niebo	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
आसमान	niebo	आसमान	niebo	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
क्रियाएँ	czasowniki	क्रिया	czasownik	N;NOM;FEM;PL;3	N;NOM;MASC;PL
क्रियाएँ	akcje	क्रिया	akcja	N;NOM;FEM;PL;3	N;NOM;FEM;PL
क्रियाएँ	czyny	क्रिया	czyn	N;NOM;FEM;PL;3	N;NOM;MASC;PL
वैली	wally	वैला	walla		
सुविधाजनक	wygodna	सुविधाजनक	wygodny	ADJ	ADJ;NOM;FEM;SG
सुविधाजनक	wygodne	सुविधाजनक	wygodny	ADJ	ADJ;NOM;NEUT;SG
सुविधाजनक	wygodny	सुविधाजनक	wygodny	ADJ	ADJ;NOM;MASC;SG
चोर	złodziej	चोर	złodziej	N;NOM;MASC;SG;3	N;NOM;MASC;SG
डाइऑक्साइड	dwutlenek	डाइऑक्साइड	dwutlenek	N;NOM;MASC;SG;3	N;NOM;MASC;SG
भेजी	wysłano	भेज	wysłać	V;PFV;FEM;SG;V.PTCP;ACT	V;PFV;IND;0;PST;FIN;ACT
कमेटी	komisja	कमेटी	komisja	N;NOM;FEM;SG;3	N;NOM;FEM;SG
कमेटी	komitet	कमेटी	komitet	N;NOM;FEM;SG;3	N;NOM;MASC;SG
मौजूदगी	obecność	मौजूदगी	obecność	N;NOM;FEM;SG;3	N;NOM;FEM;SG
मौजूदगी	występowanie	मौजूदगी	występowanie	N;NOM;FEM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
दोस्ती	znajomość	दोस्ती	znajomość	N;NOM;FEM;SG;3	N;NOM;FEM;SG
दोस्ती	przyjaźń	दोस्ती	przyjaźń	N;NOM;FEM;SG;3	N;NOM;FEM;SG
पंप	pompa	पंप	pompa	N;NOM;MASC;SG;3	N;NOM;FEM;SG
नक्काशी	rzeźba	नक्काशी	rzeźba	N;NOM;FEM;SG;3	N;NOM;FEM;SG
विचलन	odstępstwo	विचलन	odstępstwo	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
विचलन	odchylenie	विचलन	odchylić	N;NOM;MASC;SG;3	N;NOM;NEUT;SG;V.MSDR
होस्ट	organizator	होस्ट	organizator	N;NOM;MASC;SG;3	N;NOM;MASC;SG
होस्ट	gospodarz	होस्ट	gospodarz	N;NOM;MASC;SG;3	N;NOM;MASC;SG
जवान	młodzi	जवान	młody	N;NOM;MASC;PL;3	N;NOM;MASC;PL
टैक्सी	taksówka	टैक्सी	taksówka	N;NOM;FEM;SG;3	N;NOM;FEM;SG
टैक्सी	taksówka	टैक्सी	taksówka	N;NOM;FEM;SG;3	N;NOM;FEM;SG
टैक्सी	kabina	टैक्सी	kabina	N;NOM;FEM;SG;3	N;NOM;FEM;SG
चलाता	wykonuje	चला	wykonywać	V;IPFV;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
गार्ड	straż	गार्ड	straż	N;NOM;MASC;SG;3	N;NOM;FEM;SG
गार्ड	straż	गार्ड	straż	N;NOM;MASC;SG;3	N;NOM;FEM;SG
गार्ड	strażnik	गार्ड	strażnik	N;NOM;MASC;SG;3	N;NOM;MASC;SG
रेलमार्ग	kolej	रेलमार्ग	kolej	N;NOM;MASC;SG;3	N;NOM;FEM;SG
गेहूं	pszenica	गेहूँ	pszenica	N;NOM;MASC;SG;3	N;NOM;FEM;SG
फेडरेशन	federacja	फेडरेशन	federacja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
रस्सी	lina	रस्सी	lina	N;NOM;FEM;SG;3	N;NOM;FEM;SG
रस्सी	sznur	रस्सी	sznur	N;NOM;FEM;SG;3	N;NOM;MASC;SG
क्रीम	krem	क्रीम	krem	N;NOM;FEM;SG;3	N;NOM;MASC;SG
क्रीम	śmietanka	क्रीम	śmietanka	N;NOM;FEM;SG;3	N;NOM;FEM;SG
परेड	parada	परेड	parada	N;NOM;FEM;SG;3	N;NOM;FEM;SG
परेड	pochód	परेड	pochód	N;NOM;FEM;SG;3	N;NOM;MASC;SG
शुद्धता	dokładność	शुद्धता	dokładność	N;NOM;FEM;SG;3	N;NOM;FEM;SG
रचनाकार	pisarz	रचनाकार	pisarz	N;NOM;MASC;SG;3	N;NOM;MASC;SG
देह	body	देह	bód		
देह	nadwozia	देह	nadwóziać		
युवावस्था	młodzież	युवावस्था	młodzież	N;NOM;FEM;SG;3	N;NOM;FEM;SG
युवावस्था	młodość	युवावस्था	młodość	N;NOM;FEM;SG;3	N;NOM;FEM;SG
