conquistando	conquérir	conquistare	conquérir	V;V.MSDR	V;NFIN
stanze	salles	stanza	salle	N;FEM;PL	N;FEM;PL
stanze	chambres	stanza	chambre	N;FEM;PL	N;FEM;PL
dita	doigts	dito	doigt	N;FEM;PL	N;MASC;PL
dita	doigts	dito	doigt	N;FEM;PL	N;MASC;PL
continuando	continuer	continuare	continuer	V;V.MSDR	V;NFIN
altopiano	highland	altopiare	highland	N;MASC;SG	N;MASC;SG
altopiano	plateau	altopiare	plateau	N;MASC;SG	N;MASC;SG
screenshot	screenshots	screenshot	screenshot	N;MASC	N;MASC;PL
screenshot	capture	screenshot	capture	N;MASC	N;FEM;SG
rivolto	adressé	rivolgere	adresser	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
rivolto	adressée	rivolgere	adresser	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
confessa	avouer	confessare	avouer	V;IND;SG;3;PRS;FIN	V;NFIN
confessa	confesse	confessare	confesser	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
confessa	confesser	confessare	confesser	V;IND;SG;3;PRS;FIN	V;NFIN
confessa	avoue	confessare	avouer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
confessa	avoue	confessare	avouer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
elegante	élégant	elegante	élégant	ADJ;SG	ADJ;MASC;SG
elegante	élégante	elegante	élégant	ADJ;SG	ADJ;FEM;SG
operaio	travailleur	operaio	travailleur	N;MASC;SG	N;MASC;SG
operaio	ouvrier	operaio	ouvrier	N;MASC;SG	N;MASC;SG
volare	vole	volare	voler	V;NFIN	V;IND;SG;3;PRS;FIN
volare	voler	volare	voler	V;NFIN	V;NFIN
volare	battant	volare	battre	V;NFIN	V;PRS;V.PTCP
volare	voler	volare	voler	V;NFIN	V;NFIN
democratici	démocrates	democratico	démocrate	N;MASC;PL	N;MASC;PL
democratici	démocrates	democratico	démocrate	N;MASC;PL	N;MASC;PL
organizzati	organisés	organizzare	organiser	V;MASC;PL;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
organizzati	organisées	organizzare	organiser	V;MASC;PL;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
organizzati	organisés	organizzare	organiser	V;MASC;PL;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
organizzati	organisées	organizzare	organiser	V;MASC;PL;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
pontificia	pontifical	pontificia	pontifical	ADJ;FEM;SG	ADJ;MASC;SG
pontificia	pontificale	pontificia	pontifical	ADJ;FEM;SG	ADJ;FEM;SG
pontificia	pontifical	pontificia	pontifical	ADJ;FEM;SG	ADJ;MASC;SG
pontificia	papale	pontificia	papale	ADJ;FEM;SG	ADJ;FEM;SG
giuridico	juridique	giuridico	juridique	ADJ;MASC;SG	ADJ;MASC;SG
giuridico	légal	giuridico	légal	ADJ;MASC;SG	ADJ;MASC;SG
giuridico	légale	giuridico	légal	ADJ;MASC;SG	ADJ;FEM;SG
sentimento	feeling	sentimento	feeling	N;MASC;SG	N;MASC;SG
sentimento	sensation	sentimento	sensation	N;MASC;SG	N;FEM;SG
sentimento	sentiment	sentimento	sentiment	N;MASC;SG	N;MASC;SG
sentimento	sentiment	sentimento	sentiment	N;MASC;SG	N;MASC;SG
parroco	vicaire	parroco	vicaire	N;MASC;SG	N;MASC;SG
tubi	pipes	tubo	pipes	N;MASC;PL	N;FEM;PL
tubi	tuyaux	tubo	tuyau	N;MASC;PL	N;MASC;PL
tubi	tuyaux	tubo	tuyau	N;MASC;PL	N;MASC;PL
tubi	tubes	tubo	tube	N;MASC;PL	N;MASC;PL
scafo	coque	scafo	coque	N;MASC;SG	N;FEM;SG
positivi	positives	positivo	positif	ADJ;MASC;PL	ADJ;FEM;PL
positivi	positifs	positivo	positif	ADJ;MASC;PL	ADJ;MASC;PL
positivi	positives	positivo	positif	ADJ;MASC;PL	ADJ;FEM;PL
positivi	positifs	positivo	positif	ADJ;MASC;PL	ADJ;MASC;PL
money	monnaie	money	monnaie	N	N;FEM;SG
money	argent	money	argent	N	N;MASC;SG
sopravvivere	survivent	sopravvivere	survivre	V;NFIN	V;IND;PL;3;PRS;FIN
sopravvivere	survivre	sopravvivere	survivre	V;NFIN	V;NFIN
sopravvivere	survivant	sopravvivere	survivant	V;NFIN	V;PRS;V.PTCP
sopravvivere	survivre	sopravvivere	survivre	V;NFIN	V;NFIN
ricercatori	chercheurs	ricercatore	chercheur	N;MASC;PL	N;MASC;PL
propulsore	propulseur	propulsore	propulseur	N;MASC;SG	N;MASC;SG
cifre	chiffres	cifra	chiffre	N;FEM;PL	N;MASC;PL
consorzio	consortium	consorzio	consortium	N;MASC;SG	N;MASC;SG
mensile	mensuel	mensile	mensuel	ADJ;SG	ADJ;MASC;SG
mensile	mensuelle	mensile	mensuel	ADJ;SG	ADJ;FEM;SG
inviare	envoie	inviare	envoyer	V;NFIN	V;IND;SG;3;PRS;FIN
inviare	envoyez	inviare	envoyer	V;NFIN	V;IMP;PL;2;PRS;FIN
inviare	envoyer	inviare	envoyer	V;NFIN	V;NFIN
trek	trek	trek	trek	N;MASC	N;MASC;SG
rookie	recrue	rookie	recru	N;MASC	N;FEM;SG
rookie	rookie	rookie	rookie	N;MASC	N;MASC;SG
vasi	pots	vaso	pot	N;MASC;PL	N;MASC;PL
vasi	casseroles	vaso	casserole	N;MASC;PL	N;FEM;PL
vasi	vases	vaso	vase	N;MASC;PL	N;MASC;PL
provenienza	provenance	provenienza	provenance	N;FEM;SG	N;FEM;SG
picture	photo	pictura	photo	N	N;FEM;SG
picture	image	pictura	image	N	N;FEM;SG
giocata	jouée	giocare	jouer	V;FEM;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
giocata	joué	giocare	jouer	V;FEM;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
stili	styles	stile	style	N;MASC;PL	N;MASC;PL
costanza	constance	costanza	constance	N;FEM;SG	N;FEM;SG
superfici	surfaces	superfice	surface	N;FEM;PL	N;FEM;PL
legenda	légende	legenda	légende	N;FEM;SG	N;FEM;SG
povertà	pauvreté	povertà	pauvreté	N;FEM	N;FEM;SG
fibre	fibres	fibra	fibre	N;FEM;PL	N;FEM;PL
fibre	fibres	fibra	fibre	N;FEM;PL	N;FEM;PL
fibre	fibres	fibra	fibre	N;FEM;PL	N;FEM;PL
fibre	fibres	fibra	fibre	N;FEM;PL	N;FEM;PL
espresse	exprimées	esprimere	exprimer	V;FEM;PL;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
espresse	exprimés	esprimere	exprimer	V;FEM;PL;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
ettari	hectares	ettaro	hectare	N;MASC;PL	N;MASC;PL
crociata	croisade	crociata	croisade	N;FEM;SG	N;FEM;SG
aggiunti	ajoutés	aggiunto	ajouter	V;MASC;PL;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
concorrenza	compétition	concorrenza	compétition	N;FEM;SG	N;FEM;SG
concorrenza	concurrence	concorrenza	concurrence	N;FEM;SG	N;FEM;SG
concorrenza	concours	concorrenza	concours	N;FEM;SG	N;MASC;SG
veloci	rapides	veloce	rapide	ADJ;PL	ADJ;MASC;PL
veloci	rapides	veloce	rapide	ADJ;PL	ADJ;MASC;PL
annualmente	annuellement	annualmente	annuellement	ADV	ADV
caduto	tombé	cadere	tomber	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
caduto	tombée	cadere	tomber	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
caduto	tomba	cadere	tomber	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
caduto	tombée	cadere	tomber	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
caduto	déchu	cadere	déchoir	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
caduto	tombé	cadere	tomber	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
contenute	contenues	contenere	contenu	V;FEM;PL;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
animato	animé	animare	animer	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
animato	animée	animare	animer	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
sorgenti	ressorts	sorgente	ressort	N;FEM;PL	N;MASC;PL
sorgenti	springs	sorgente	spring	N;FEM;PL	N;MASC;PL
sorgenti	sources	sorgente	source	N;FEM;PL	N;FEM;PL
bizantina	byzantin	bizantina	byzantin	ADJ;FEM;SG	ADJ;MASC;SG
bizantina	byzantine	bizantina	byzantin	ADJ;FEM;SG	ADJ;FEM;SG
competenze	compétences	competenza	compétence	N;FEM;PL	N;FEM;PL
competenze	aptitudes	competenza	aptitude	N;FEM;PL	N;FEM;PL
competenze	compétences	competenza	compétence	N;FEM;PL	N;FEM;PL
competenze	compétences	competenza	compétence	N;FEM;PL	N;FEM;PL
competenze	expertises	competenza	expertise	N;FEM;PL	N;FEM;PL
competenze	compétences	competenza	compétence	N;FEM;PL	N;FEM;PL
quartetto	quartet	quartetto	quartet	N;MASC;SG	N;MASC;SG
quartetto	quatuor	quartetto	quatuor	N;MASC;SG	N;MASC;SG
funzionario	fonctionnaire	funzionario	fonctionnaire	N;MASC;SG	N;MASC;SG
productions	productions	productions	production	N;MASC	N;FEM;PL
stadi	stades	stadio	stade	N;MASC;PL	N;MASC;PL
stadi	étapes	stadio	étape	N;MASC;PL	N;FEM;PL
prezzi	tarifs	prezzo	tarif	N;MASC;PL	N;MASC;PL
enzima	enzyme	enzima	enzyme	N;MASC;SG	N;FEM;SG
scelti	choisis	scegliere	choisir	V;MASC;PL;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
poetessa	poète	poetessa	poète	N;FEM;SG	N;MASC;SG
coloniale	colonial	coloniale	colonial	ADJ;SG	ADJ;MASC;SG
coloniale	coloniale	coloniale	colonial	ADJ;SG	ADJ;FEM;SG
aviatore	aviateur	aviatore	aviateur	N;MASC;SG	N;MASC;SG
gang	gang	gang	gang	N	N;MASC;SG
gang	bande	gang	bande	N	N;FEM;SG
gang	gangs	gang	gang	N	N;MASC;PL
lana	laine	lana	laine	N;FEM;SG	N;FEM;SG
adiacenti	contiguës	adiacente	contiguer	ADJ;PL	ADJ;FEM;PL
adiacenti	adjacents	adiacente	adjacent	ADJ;PL	ADJ;MASC;PL
adiacenti	contiguës	adiacente	contiguer	ADJ;PL	ADJ;FEM;PL
adiacenti	adjacentes	adiacente	adjacent	ADJ;PL	ADJ;FEM;PL
disastro	désastre	disastro	désastre	N;MASC;SG	N;MASC;SG
disastro	catastrophe	disastro	catastrophe	N;MASC;SG	N;FEM;SG
testimoni	témoins	testimonio	témoin	N;MASC;PL	N;MASC;PL
testimoni	témoins	testimonio	témoin	N;MASC;PL	N;MASC;PL
diffusi	diffuser	diffondere	diffuser	V;MASC;PL;PST;V.PTCP	V;NFIN
signoria	seigneurie	signoria	seigneurie	N;FEM;SG	N;FEM;SG
quattordici	quatorze	quattordici	quatorze	NUM	NUM
tronco	torse	tronco	torse	N;MASC;SG	N;MASC;SG
registri	registres	registro	registre	N;MASC;PL	N;MASC;PL
registri	registres	registro	registre	N;MASC;PL	N;MASC;PL
registri	greffes	registro	greffe	N;MASC;PL	N;MASC;PL
considerazioni	considérations	considerazione	considération	N;FEM;PL	N;FEM;PL
straordinario	extraordinaire	straordinario	extraordinaire	ADJ;MASC;SG	ADJ;MASC;SG
camere	salles	camera	salle	N;FEM;PL	N;FEM;PL
camere	chambres	camera	chambre	N;FEM;PL	N;FEM;PL
vicinanza	proximité	vicinanza	proximité	N;FEM;SG	N;FEM;SG
vicinanza	proximité	vicinanza	proximité	N;FEM;SG	N;FEM;SG
qualifiche	qualifications	qualifica	qualification	N;FEM;PL	N;FEM;PL
qualifiche	qualifications	qualifica	qualification	N;FEM;PL	N;FEM;PL
consecutivi	consécutifs	consecutivo	consécutif	ADJ;MASC;PL	ADJ;MASC;PL
consecutivi	consécutives	consecutivo	consécutif	ADJ;MASC;PL	ADJ;FEM;PL
archeologia	archéologie	archeologia	archéologie	N;FEM;SG	N;FEM;SG
archeologia	archéologie	archeologia	archéologie	N;FEM;SG	N;FEM;SG
cresta	arête	crestare	arête	N;FEM;SG	N;FEM;SG
cresta	crête	crestare	crête	N;FEM;SG	N;FEM;SG
apprezzato	apprécié	apprezzare	apprécier	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
apprezzato	appréciée	apprezzare	apprécier	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
solido	solide	solido	solide	ADJ;MASC;SG	ADJ;MASC;SG
straniera	étranger	straniero	étranger	N;FEM;SG	N;MASC;SG
straniera	etranger	straniero	etranger	N;FEM;SG	N;MASC;SG
straniera	étranger	straniero	étranger	N;FEM;SG	N;MASC;SG
straniera	etranger	straniero	etranger	N;FEM;SG	N;MASC;SG
muri	murs	muro	mur	N;MASC;PL	N;MASC;PL
servito	servi	servire	servir	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
servito	servie	servire	servir	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
muso	museau	muso	museau	N;MASC;SG	N;MASC;SG
apparente	apparent	apparente	apparent	ADJ;SG	ADJ;MASC;SG
apparente	apparente	apparente	apparenter	ADJ;SG	ADJ;FEM;SG
stabilisce	établit	stabilire	établir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
controllato	contrôlée	controllare	contrôler	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
controllato	contrôlé	controllare	contrôler	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
controllato	cochée	controllare	cocher	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
controllato	vérifié	controllare	vérifier	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
controllato	vérifiée	controllare	vérifier	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
controllato	coché	controllare	coché	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
marta	marthe	marta	marthe	N;FEM;SG	N;FEM;SG
architettonico	architectural	architettonico	architectural	ADJ;MASC;SG	ADJ;MASC;SG
grammy	mamie	grammy	mamie	N;MASC	N;FEM;SG
grammy	grammy	grammy	grammy	N;MASC	N;MASC;SG
abbigliamento	habillement	abbigliamento	habillement	N;MASC;SG	N;MASC;SG
abbigliamento	habillement	abbigliamento	habillement	N;MASC;SG	N;MASC;SG
abbigliamento	vêtement	abbigliamento	vêtement	N;MASC;SG	N;MASC;SG
abbigliamento	vêtement	abbigliamento	vêtement	N;MASC;SG	N;MASC;SG
serpente	vipère	serpente	vipère	N;MASC;SG	N;FEM;SG
serpente	snake	serpente	snake	N;MASC;SG	N;MASC;SG
serpente	serpent	serpente	serpent	N;MASC;SG	N;MASC;SG
serpente	serpent	serpente	serpent	N;MASC;SG	N;MASC;SG
felicità	bonheur	felicità	bonheur	N;FEM	N;MASC;SG
particolarità	particularités	particolarità	particularité	N;FEM	N;FEM;PL
illustrato	illustrée	illustrare	illustrer	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
illustrato	illustré	illustrare	illustrer	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
straordinaria	extraordinaire	straordinario	extraordinaire	ADJ;FEM;SG	ADJ;MASC;SG
vincente	gagnante	vincente	gagnant	ADJ;SG	ADJ;FEM;SG
rare	rares	raro	rare	ADJ;FEM;PL	ADJ;MASC;PL
trasmessi	transmises	trasmettere	transmettre	V;MASC;PL;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
artistiche	artistiques	artistico	artistique	ADJ;FEM;PL	ADJ;MASC;PL
cornice	ossature	cornice	ossature	N;FEM;SG	N;FEM;SG
cornice	cadre	cornice	cadre	N;FEM;SG	N;MASC;SG
vivente	vivante	vivente	vivant	ADJ;SG	ADJ;FEM;SG
capitan	capitaine	capitano	capitaine	N;SG	N;MASC;SG
nona	neuvième	nono	neuvième	ADJ;FEM;SG	ADJ;MASC;SG
lapide	tombstone	lapide	tombstone	N;FEM;SG	N;MASC;SG
celebrato	célébré	celebrare	célébrer	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
celebrato	célébrée	celebrare	célébrer	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
celebrato	fêté	celebrare	fêter	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
territoriali	territoriales	territoriale	territorial	ADJ;PL	ADJ;FEM;PL
hits	hits	hits	hit	N;MASC	N;MASC;PL
sapienza	sagesse	sapienza	sagesse	N;FEM;SG	N;FEM;SG
offerto	offerte	offrire	offrir	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
offerto	offert	offrire	offrir	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
vampiro	vampire	vampiro	vampire	N;MASC;SG	N;MASC;SG
strisce	bandes	striscia	bande	N;FEM;PL	N;FEM;PL
strisce	galons	striscia	galon	N;FEM;PL	N;MASC;PL
strisce	rayures	striscia	rayure	N;FEM;PL	N;FEM;PL
maturità	maturité	maturità	maturité	N;FEM	N;FEM;SG
maturità	échéance	maturità	échéance	N;FEM	N;FEM;SG
drive	lecteur	drive	lecteur	N	N;MASC;SG
dottorato	doctorat	dottorare	doctorat	N;MASC;SG	N;MASC;SG
dottorato	doctorat	dottorare	doctorat	N;MASC;SG	N;MASC;SG
miracolo	miracle	miracolo	miracle	N;MASC;SG	N;MASC;SG
corda	corde	corda	corde	N;FEM;SG	N;FEM;SG
corda	accord	corda	accord	N;FEM;SG	N;MASC;SG
corda	corde	corda	corde	N;FEM;SG	N;FEM;SG
ninja	ninja	ninja	ninja	N	N;MASC;SG
ninja	ninjas	ninja	ninja	N	N;MASC;PL
ninja	ninjas	ninja	ninja	N	N;MASC;PL
triangolo	triangle	triangolo	triangle	N;MASC;SG	N;MASC;SG
incinta	enceinte	incinto	enceinte	N;FEM;SG	N;FEM;SG
datata	datée	datare	dater	V;FEM;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
datata	daté	datare	dater	V;FEM;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
annessione	annexion	annessione	annexion	N;FEM;SG	N;FEM;SG
gallerie	galeries	galleria	galerie	N;FEM;PL	N;FEM;PL
gallerie	tunnels	galleria	tunnel	N;FEM;PL	N;MASC;PL
confermata	confirmé	confermare	confirmer	V;FEM;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
confermata	confirmée	confermare	confirmer	V;FEM;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
cittadella	citadelle	cittadella	citadelle	N;FEM;SG	N;FEM;SG
fortunato	chanceux	fortunato	chanceux	ADJ;MASC;SG	ADJ;MASC;SG
fortunato	chanceuse	fortunato	chanceur	ADJ;MASC;SG	ADJ;FEM;SG
vestiti	vêtements	vestito	vêtement	N;MASC;PL	N;MASC;PL
trophy	trophée	trophy	trophée	N;MASC	N;MASC;SG
trophy	trophy	trophy	trophy	N;MASC	N;MASC;SG
trophy	trophées	trophy	trophée	N;MASC	N;MASC;PL
inviati	envoyés	inviare	envoyer	V;MASC;PL;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
inviati	envoyées	inviare	envoyer	V;MASC;PL;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
carnevale	carnaval	carnevale	carnaval	N;MASC;SG	N;MASC;SG
impulso	pouls	impulso	poul	N;MASC;SG	N;MASC;SG
impulso	pulsation	impulso	pulsation	N;MASC;SG	N;FEM;SG
impulso	impulsion	impulso	impulsion	N;MASC;SG	N;FEM;SG
impulso	pulsion	impulso	pulsion	N;MASC;SG	N;FEM;SG
impulso	impulsion	impulso	impulsion	N;MASC;SG	N;FEM;SG
asiatico	asiatique	asiatico	asiatique	ADJ;MASC;SG	ADJ;MASC;SG
asiatico	asiatique	asiatico	asiatique	ADJ;MASC;SG	ADJ;MASC;SG
eco	écho	eco	écho	N;FEM;SG	N;MASC;SG
eco	echo	eco	echo	N;FEM;SG	N;MASC;SG
ricognizione	recon	ricognizione	recon	N;FEM;SG	N;MASC;SG
ricognizione	reconnaissance	ricognizione	reconnaissance	N;FEM;SG	N;FEM;SG
ricognizione	reconnaissance	ricognizione	reconnaissance	N;FEM;SG	N;FEM;SG
mind	esprit	mind	esprit	N;MASC	N;MASC;SG
mind	mind	mind	mind	N;MASC	N;MASC;SG
lento	lent	lento	lent	ADJ;MASC;SG	ADJ;MASC;SG
lento	lente	lento	lent	ADJ;MASC;SG	ADJ;FEM;SG
illustratore	illustrateur	illustratore	illustrateur	N;MASC;SG	N;MASC;SG
venduta	vendue	vendere	vendre	V;FEM;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
venduta	vendu	vendere	vendre	V;FEM;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
mars	mars	mars	mars	N	N;MASC;SG
fortificazioni	fortifications	fortificazione	fortification	N;FEM;PL	N;FEM;PL
thailandia	thaïlande	thailandia	thaïlande	N;FEM;SG	N;FEM;SG
thailandia	thailande	thailandia	thailande	N;FEM;SG	N;FEM;SG
radiazione	rayonnement	radiazione	rayonnement	N;FEM;SG	N;MASC;SG
vario	variée	vario	varié	ADJ;MASC;SG	ADJ;FEM;SG
sopravvivenza	survie	sopravvivenza	survie	N;FEM;SG	N;FEM;SG
accompagnata	accompagné	accompagnare	accompagner	V;FEM;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
accompagnata	accompagnée	accompagnare	accompagner	V;FEM;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
caratterizza	caractérise	caratterizzare	caractériser	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
visitatori	visiteurs	visitatore	visiteur	N;MASC;PL	N;MASC;PL
roberta	roberta	roberto	roberta	N;FEM;SG	N;FEM;SG
saltare	sauter	saltare	sauter	V;NFIN	V;NFIN
saltare	saute	saltare	sauter	V;NFIN	V;IND;SG;3;PRS;FIN
saltare	ignorer	saltare	ignorer	V;NFIN	V;NFIN
saltare	sauter	saltare	sauter	V;NFIN	V;NFIN
saltare	saute	saltare	sauter	V;NFIN	V;IND;SG;3;PRS;FIN
saltare	sauter	saltare	sauter	V;NFIN	V;NFIN
saltare	sautant	saltare	sauter	V;NFIN	V;PRS;V.PTCP
laguna	laguna	laguna	laguna	N;FEM;SG	N;FEM;SG
laguna	lagune	laguna	lagune	N;FEM;SG	N;FEM;SG
laguna	lagon	laguna	lagon	N;FEM;SG	N;MASC;SG
rappresentati	représentées	rappresentare	représenter	V;MASC;PL;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
rappresentati	représentés	rappresentare	représenter	V;MASC;PL;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
galli	queues	galle	queue	N;MASC;PL	N;FEM;PL
galli	bites	galle	bite	N;MASC;PL	N;FEM;PL
galli	coqs	galle	coqs	N;MASC;PL	N;MASC;PL
nutre	nourrit	nutrire	nourrir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
seguaci	adeptes	seguace	adepte	N;MASC;PL	N;MASC;PL
ricostruito	reconstitué	ricostruire	reconstituer	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
ricostruito	reconstruite	ricostruire	reconstruire	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
ricostruito	reconstruit	ricostruire	reconstruire	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
ricostruito	reconstruite	ricostruire	reconstruire	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
ricostruito	reconstruit	ricostruire	reconstruire	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
secondari	secondaires	secondario	secondaire	ADJ;MASC;PL	ADJ;MASC;PL
rispettivi	respectifs	rispettivo	respectif	ADJ;MASC;PL	ADJ;MASC;PL
fusoliera	fuselage	fusoliero	fuselage	N;FEM;SG	N;MASC;SG
nominata	nominée	nominare	nominer	V;FEM;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
nominata	nominé	nominare	nominer	V;FEM;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
butler	majordome	butlere	majordome	N;MASC;SG	N;MASC;SG
sospeso	suspendu	sospendere	suspendre	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
sospeso	suspendue	sospendere	suspendre	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
apostoli	apôtres	apostolo	apôtre	N;MASC;PL	N;MASC;PL
vendute	vendues	vendere	vendre	V;FEM;PL;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
vendute	vendus	vendere	vendre	V;FEM;PL;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
volti	faces	volto	face	N;MASC;PL	N;FEM;PL
volti	visages	volto	visage	N;MASC;PL	N;MASC;PL
cooperazione	coopération	cooperazione	coopération	N;FEM;SG	N;FEM;SG
altamente	hautement	altamente	hautement	ADV	ADV
egiziano	égyptienne	egiziare	égyptien	ADJ;MASC;SG	ADJ;FEM;SG
egiziano	égyptien	egiziare	égyptien	ADJ;MASC;SG	ADJ;MASC;SG
mississippi	mississippi	mississippio	mississippi	N;MASC;SG	N;MASC;SG
armeno	arménienne	armeno	arménien	ADJ;MASC;SG	ADJ;FEM;SG
armeno	arménien	armeno	arménien	ADJ;MASC;SG	ADJ;MASC;SG
miniere	mines	miniera	mine	N;FEM;PL	N;FEM;PL
miniere	mines	miniera	mine	N;FEM;PL	N;FEM;PL
rilascio	release	rilascio	releaser	N;MASC;SG	N;FEM;SG
rilascio	libération	rilascio	libération	N;MASC;SG	N;FEM;SG
uniche	uniques	unico	unique	ADJ;FEM;PL	ADJ;MASC;PL
afghanistan	afghanistan	afghanistan	afghanistan	N;SG	N;MASC;SG
armistizio	trêve	armistizio	trêve	N;MASC;SG	N;FEM;SG
armistizio	armistice	armistizio	armistice	N;MASC;SG	N;MASC;SG
missile	fusée	missile	fusée	N;MASC;SG	N;FEM;SG
missile	rocket	missile	rocket	N;MASC;SG	N;MASC;SG
missile	roquette	missile	roquette	N;MASC;SG	N;FEM;SG
missile	missile	missile	missile	N;MASC;SG	N;MASC;SG
pugno	punch	pugno	punch	N;MASC;SG	N;MASC;SG
pugno	poinçon	pugno	poinçon	N;MASC;SG	N;MASC;SG
pugno	poing	pugno	poing	N;MASC;SG	N;MASC;SG
pugno	fist	pugno	fist	N;MASC;SG	N;MASC;SG
astronomia	astronomie	astronomia	astronomie	N;FEM;SG	N;FEM;SG
pensione	retraite	pensione	retraite	N;FEM;SG	N;FEM;SG
pensione	pension	pensione	pension	N;FEM;SG	N;FEM;SG
saudita	saoudien	saudire	saoudien	ADJ;FEM;SG	ADJ;MASC;SG
masse	masses	massa	masse	N;FEM;PL	N;FEM;PL
masse	messes	massa	messe	N;FEM;PL	N;FEM;PL
depositi	dépôts	deposito	dépôt	N;MASC;PL	N;MASC;PL
depositi	gisements	deposito	gisement	N;MASC;PL	N;MASC;PL
corruzione	corruption	corruzione	corruption	N;FEM;SG	N;FEM;SG
corruzione	corruption	corruzione	corruption	N;FEM;SG	N;FEM;SG
chiedendo	demandant	chiedere	demander	V;V.MSDR	V;PRS;V.PTCP
direttiva	directive	direttiva	directive	N;FEM;SG	N;FEM;SG
avviato	commencé	avviare	commencer	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
