על	om	על	om	ADP	ADP
שייכת	tilhørt	שייך	tilhøre	ADJ;FEM;SG	ADJ;INDF;NEUT;SG;V.PTCP
לחסום	blokkere	חסם	blokkere	V;NFIN;ACT	V;NFIN
עיירה	byen	עיירה	by	N;FEM;SG	N;DEF;MASC;SG
עיירה	by	עיירה	by	N;FEM;SG	N;INDF;MASC;SG
פלוגה	firma	פלוגה	firme	N;FEM;SG	N;INDF;NEUT;SG
פלוגה	selskap	פלוגה	selskap	N;FEM;SG	N;INDF;NEUT;SG
פלוגה	kompani	פלוגה	kompani	N;FEM;SG	N;INDF;NEUT;SG
פלוגה	bedrift	פלוגה	bedrift	N;FEM;SG	N;INDF;FEM;SG
זרוע	arm	זרוע	arm	N;FEM;SG	N;INDF;MASC;SG
זרוע	armen	זרוע	arm	N;FEM;SG	N;DEF;MASC;SG
זרוע	underarmen	זרוע	underarm	N;FEM;SG	N;DEF;MASC;SG
הפופולריות	popularitet	הפופולריות	popularitet	N;FEM;SG	N;INDF;MASC;SG
תיק	case	תיק	case	N;MASC;SG	N
תיק	sak	תיק	sak	N;MASC;SG	N;INDF;FEM;SG
תיק	kasus	תיק	kasus	N;MASC;SG	N;INDF;NEUT;SG
תיק	saken	תיק	sak	N;MASC;SG	N;DEF;MASC;SG
תיק	pose	תיק	pose	N;MASC;SG	N;INDF;MASC;SG
תיק	veske	תיק	veske	N;MASC;SG	N;INDF;FEM;SG
תיק	bag	תיק	bag	N;MASC;SG	N
תיק	sekk	תיק	sekk	N;MASC;SG	N;INDF;MASC;SG
תיק	veske	תיק	veske	N;MASC;SG	N;INDF;FEM;SG
מקורי	originalt	מקורי	original	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
מקורי	opprinnelig	מקורי	opprinnelig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
מקורי	original	מקורי	original	ADJ;MASC;SG	ADJ;INDF;SG
הפרה	overtredelse	הפרה	overtredelse	N;FEM;SG	N;INDF;MASC;SG
עיתונות	trykk	עיתונות	trykk	N;FEM;SG	N;INDF;NEUT;SG
עיתונות	press	עיתונות	press	N;FEM;SG	N;INDF;NEUT;SG
עיתונות	journalistikk	עיתונות	journalistikk	N;FEM;SG	N;INDF;MASC;SG
תצוגה	skjerm	תצוגה	skjerm	N;FEM;SG	N;INDF;MASC;SG
תצוגה	vis	תצוגה	vis	N;FEM;SG	N;INDF;NEUT;SG
תצוגה	display	תצוגה	display	N;FEM;SG	N;INDF;NEUT;SG
תצוגה	visning	תצוגה	visning	N;FEM;SG	N;INDF;FEM;SG
תצוגה	utsikt	תצוגה	utsikt	N;FEM;SG	N;INDF;MASC;SG
תצוגה	vis	תצוגה	vis	N;FEM;SG	N;INDF;NEUT;SG
שחייה	svømming	שחייה	svømming	N;FEM;SG	N;INDF;FEM;SG
מעקב	sporing	מעקב	sporing	N;MASC;SG	N;INDF;FEM;SG
מעקב	overvåkning	מעקב	overvåkning	N;MASC;SG	N;INDF;FEM;SG
מעקב	overvåking	מעקב	overvåking	N;MASC;SG	N;INDF;FEM;SG
תחושה	feeling	תחושה	feeling	N;FEM;SG	N;INDF;FEM;SG
תחושה	følelsen	תחושה	følels	N;FEM;SG	N;DEF;MASC;SG
תחושה	følelse	תחושה	følelse	N;FEM;SG	N;INDF;MASC;SG
תחושה	innlevelse	תחושה	innlevelse	N;FEM;SG	N;INDF;MASC;SG
תחושה	sensasjon	תחושה	sensasjon	N;FEM;SG	N;INDF;MASC;SG
אספקה	proviant	אספקה	proviant	N;FEM;SG	N;INDF;MASC;SG
אספקה	bestemmelser	אספקה	bestemmelse	N;FEM;SG	N;INDF;MASC;SG
אספקה	forsyning	אספקה	forsyning	N;FEM;SG	N;INDF;FEM;SG
חיידקים	bakterier	חיידק	bakterium	N;MASC;PL	N;INDF;MASC;PL
קבלה	aksept	קבלה	aksept	N;FEM;SG	N;INDF;MASC;SG
קבלה	kvittering	קבלה	kvittering	N;FEM;SG	N;INDF;FEM;SG
קבלה	mottakelse	קבלה	mottakels	N;FEM;SG	N;INDF;MASC;SG
קבלה	resepsjonen	קבלה	resepsjon	N;FEM;SG	N;DEF;MASC;SG
קבלה	resepsjon	קבלה	resepsjon	N;FEM;SG	N;INDF;MASC;SG
קבלה	mottak	קבלה	mottak	N;FEM;SG	N;INDF;NEUT;SG
מניות	delinger	מנייה	delinger	N;FEM;PL	N;INDF;FEM;PL
מניות	andeler	מנייה	andel	N;FEM;PL	N;INDF;FEM;PL
מניות	deler	מנייה	del	N;FEM;PL	N;INDF;MASC;PL
מניות	stock	מנייה	stock	N;FEM;PL	N
ישות	enhet	ישות	enhet	N;FEM;SG	N;INDF;NEUT;SG
מצודת	kastellet	מצודה	kastell	N;FEM;SG	N;DEF;NEUT;SG
שבויים	fanger	שבוי	fange	N;MASC;PL	N;INDF;MASC;PL
שבויים	fangene	שבוי	fange	N;MASC;PL	N;DEF;MASC;PL
פתרונות	løsninger	פתרון	løsning	N;MASC;PL	N;INDF;FEM;PL
האוסף	samling	האוסף	samling	N;MASC;SG	N;INDF;FEM;SG
ראויה	fortjene	ראוי	fortje	ADJ;FEM;SG	ADJ;INDF;SG;V.PTCP
ראויה	verdig	ראוי	verdig	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
יערות	skoger	עירה	skoge	N;MASC;PL	N;INDF;FEM;PL
ילדות	girls	ילד	girl	N;FEM;PL	N
ילדות	jentene	ילד	jente	N;FEM;PL	N;DEF;FEM;PL
ילדות	jenter	ילד	jente	N;FEM;PL	N;INDF;FEM;PL
חווה	farm	חווה	farm	N;FEM;SG	N;INDF
חווה	gård	חווה	gård	N;FEM;SG	N;INDF;MASC;SG
חווה	bondegård	חווה	bondegård	N;FEM;SG	N;INDF;MASC;SG
חווה	eva	חווה	eva	N;FEM;SG	N;INDF;FEM;SG
חווה	eve	חווה	eve	N;FEM;SG	N;INDF;NEUT;SG
הושלמה	fullførte	הושלם	fullføre	V;FEM;SG;3;PST;PASS	V;IND;PST;FIN
שרדו	overlevde	שרד	overleve	V;PL;3;PST;ACT	V;IND;PST;FIN
מדרגות	trinnene	מדרגה	trinne	N;FEM;PL	N;DEF;FEM;PL
מדרגות	trapper	מדרגה	trappe	N;FEM;PL	N;INDF;FEM;PL
רושם	inntrykk	רושם	inntrykk	N;MASC;SG	N;INDF;NEUT;SG
שואה	shoah	שואה	shoah	N;FEM;SG	N;INDF;NEUT;SG
שואה	holocaust	שואה	holocaust	N;FEM;SG	N
סיירת	patrol	סיירת	patrol	N;FEM;SG	N;INDF;MASC;SG
סיירת	patrulje	סיירת	patrulje	N;FEM;SG	N;INDF;MASC;SG
פוגש	møter	פגש	møte	V;MASC;SG;V.PTCP;ACT	V;IND;PRS;FIN
דרישות	kravene	דרישה	krav	N;FEM;PL	N;DEF;FEM;PL
נדירים	sjeldne	נדיר	sjeldan	ADJ;MASC;PL	ADJ;PL
פסקה	avsnitt	פסק	avsnitt	N	N;INDF;NEUT;SG
פסקה	avsnittet	פסק	avsnitt	N	N;DEF;NEUT;SG
מחלקות	deler	מחלקה	del	N;FEM;PL	N;INDF;MASC;PL
מחלקות	avdelingene	מחלקה	avdeling	N;FEM;PL	N;DEF;FEM;PL
מחלקות	departementer	מחלקה	departement	N;FEM;PL	N;INDF;NEUT;PL
מחלקות	avdelinger	מחלקה	avdeling	N;FEM;PL	N;INDF;FEM;PL
מייצגת	representerer	ייצג	representere	V;FEM;SG;V.PTCP;ACT	V;IND;PRS;FIN
מייצגת	representerer	ייצג	representere	V;FEM;SG;V.PTCP;ACT	V;IND;PRS;FIN
מייצגת	representere	ייצג	representere	V;FEM;SG;V.PTCP;ACT	V;NFIN
יציב	stødig	יציב	stødig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
יציב	stabil	יציב	stabil	ADJ;MASC;SG	ADJ;INDF;SG
יציב	stabilt	יציב	stabil	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
מיידית	straks	מיידי	straks	ADV	ADV
מכירה	salget	מכירה	salg	N;FEM;SG	N;DEF;NEUT;SG
מכירה	salg	מכירה	salg	N;FEM;SG	N;INDF;NEUT;SG
מכירה	salgs	מכירה	salgs	N;FEM;SG	N;INDF;MASC;SG
מכירה	salg	מכירה	salg	N;FEM;SG	N;INDF;NEUT;SG
מכירה	kjenn	מכירה	kjenn	N;FEM;SG	N;INDF;MASC;SG
חיוביות	positive	חיובי	positiv	ADJ;FEM;PL	ADJ;PL
פשוטים	enkle	פשוט	enkel	ADJ;MASC;PL	ADJ;PL
חסות	sponsede	חסות	sponsede	N;FEM;SG	N;INDF;MASC;SG
חסות	sponset	חסות	spons	N;FEM;SG	N;DEF;NEUT;SG
חסות	fadder	חסות	fadder	N;FEM;SG	N;INDF;MASC;SG
חסות	sponse	חסות	sponse	N;FEM;SG	N;INDF;MASC;SG
חסות	sponsor	חסות	sponsor	N;FEM;SG	N;INDF;MASC;SG
חסות	sponsoren	חסות	sponsor	N;FEM;SG	N;DEF;MASC;SG
חסות	sponsing	חסות	sponsing	N;FEM;SG	N;INDF;FEM;SG
חסות	sponsor	חסות	sponsor	N;FEM;SG	N;INDF;MASC;SG
נעלם	gått	נעלם	gå	V;MASC;SG;MID	V;V.PTCP
בישול	matlaging	בישול	matlaging	N;MASC;SG	N;INDF;FEM;SG
הצבעים	farger	הצבע	farger	N;MASC;PL	N;INDF;MASC;PL
דקה	minutt	דקה	minutt	N;FEM;SG	N;INDF;NEUT;SG
המרכיבים	ingrediensene	המרכיב	ingrediens	N;MASC;PL	N;DEF;MASC;PL
נמכרו	solgte	נמכר	solgje	V;PL;3;PST;MID	V;IND;PST;FIN
נוזל	væske	נוזל	væske	N;MASC;SG	N;INDF;FEM;SG
נוזל	flytende	נוזל	flytende	N;MASC;SG	N;INDF;MASC;SG
נוזל	væske	נוזל	væske	N;MASC;SG	N;INDF;FEM;SG
כמויות	beløpene	כמות	beløpe	N;FEM;PL	N;DEF;FEM;PL
כמויות	mengder	כמות	mengd	N;FEM;PL	N;INDF;FEM;PL
כמויות	mengder	כמות	mengd	N;FEM;PL	N;INDF;FEM;PL
פינוי	evakueringen	פינוי	evakuering	N;MASC;SG	N;DEF;MASC;SG
פינוי	evakuering	פינוי	evakuering	N;MASC;SG	N;INDF;FEM;SG
אחות	sis	אחות	sis	N;FEM;SG	N;INDF;MASC;SG
אחות	søs	אחות	søs	N;FEM;SG	N;INDF;MASC;SG
אחות	sister	אחות	sister	N;FEM;SG	N;INDF;MASC;SG
אחות	søster	אחות	søster	N;FEM;SG	N;INDF;FEM;SG
אחות	syster	אחות	syster	N;FEM;SG	N;INDF;FEM;SG
אחות	søsteren	אחות	søster	N;FEM;SG	N;DEF;MASC;SG
אחות	søstera	אחות	søstere	N;FEM;SG	N;DEF;FEM;SG
אחות	sykepleier	אחות	sykepleie	N;FEM;SG	N;INDF;MASC;SG
אחות	sykesøster	אחות	sykesøster	N;FEM;SG	N;INDF;NEUT;SG
צבר	sabra	צבר	sabre	N;MASC;SG	N;INDF;MASC;SG
לעודד	oppfordrer	עודד	oppfordre	V;NFIN;ACT	V;IND;PRS;FIN
לעודד	oppfordre	עודד	oppfordre	V;NFIN;ACT	V;NFIN
להאמין	trø	האמין	trø	V;NFIN;ACT	V;IMP;FIN
גדר	gjerde	גדר	gjerde	N;FEM;SG	N;INDF;NEUT;SG
פחד	frykt	פחד	frykt	N;MASC;SG	N;INDF;FEM;SG
פחד	fear	פחד	fear	N;MASC;SG	N;INDF;NEUT;SG
פחד	redsel	פחד	redsel	N;MASC;SG	N;INDF;FEM;SG
מינרלים	mineraler	מינרלי	mineral	N;MASC;PL	N;INDF;FEM;PL
תאומות	tvillinger	תאומה	tvillinger	N;FEM;PL	N;INDF;FEM;PL
תאומות	twins	תאומה	twins	N;FEM;PL	N
תאומות	tvillingene	תאומה	tvilling	N;FEM;PL	N;DEF;FEM;PL
חלום	drømmen	חלום	drømme	N;MASC;SG	N;DEF;MASC;SG
חלום	dream	חלום	dreame	N;MASC;SG	N;INDF;MASC;SG
חלום	drøm	חלום	drøm	N;MASC;SG	N;INDF;MASC;SG
אקדמי	akademisk	אקדמי	akademisk	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
האמין	trodde	האמין	tro	V;MASC;SG;3;PST;ACT	V;IND;PST;FIN
תשובות	svarene	תשובה	svare	N;FEM;PL	N;DEF;FEM;PL
אקראי	vilkårlig	אקראי	vilkårlig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
אקראי	tilfeldig	אקראי	tilfeldig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
קלאסי	stilig	קלאסי	stilig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
קלאסי	klassisk	קלאסי	klassisk	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
קלאסי	klassisk	קלאסי	klassisk	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
מופעים	instanser	מופע	instanser	N;MASC;PL	N;INDF;FEM;PL
מופעים	serier	מופע	serie	N;MASC;PL	N;INDF;FEM;PL
התאבדות	selvmord	התאבדות	selvmord	N;FEM;SG	N;INDF;NEUT;SG
התאבדות	suicidal	התאבדות	suicidal	N;FEM;SG	N;INDF;MASC;SG
מדויקת	presis	מדויק	presis	ADJ;FEM;SG	ADJ;INDF;SG
מדויקת	presist	מדויק	presis	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
מדויקת	presis	מדויק	presis	ADJ;FEM;SG	ADJ;INDF;SG
מדויקת	nøyaktig	מדויק	nøyaktig	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
מדויקת	saklig	מדויק	saklig	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
מדויקת	korrekt	מדויק	korrekt	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
דיו	blekk	דיו	blekk	N;MASC;SG	N;INDF;NEUT;SG
מחשבה	tanke	מחשבה	tanke	N;FEM;SG	N;INDF;MASC;SG
מכשירים	instrumenter	הכשיר	instrumenter	N;MASC;PL	N;INDF;FEM;PL
מכשירים	virkemidler	הכשיר	virkemidder	N;MASC;PL	N;INDF;FEM;PL
מכשירים	enheter	הכשיר	enhet	N;MASC;PL	N;INDF;FEM;PL
סגנונות	styles	סגנון	styles	N;MASC;PL	N
סגנונות	stiler	סגנון	stile	N;MASC;PL	N;INDF;MASC;PL
אוניברסיטה	university	אוניברסיטה	university	N;FEM;SG	N;INDF;NEUT;SG
אוניברסיטה	universitet	אוניברסיטה	universitet	N;FEM;SG	N;INDF;NEUT;SG
אוניברסיטה	universitetet	אוניברסיטה	universitet	N;FEM;SG	N;DEF;NEUT;SG
שייטת	flotiljen	שייטה	flotilje	N;FEM;SG	N;DEF;MASC;SG
אגדה	legende	אגדה	legende	N;FEM;SG	N;INDF;FEM;SG
אגדה	legend	אגדה	legend	N;FEM;SG	N;INDF;NEUT;SG
ניסיתי	prøvde	ניסה	prøve	V;SG;1;PST;ACT	V;IND;PST;FIN
ניסיתי	forsøkte	ניסה	forsøkje	V;SG;1;PST;ACT	V;IND;PST;FIN
נחמד	fin	נחמד	fin	ADJ;MASC;SG	ADJ;INDF;SG
נחמד	fint	נחמד	fin	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
חלוץ	pioneer	חלוץ	pioneer	N;MASC;SG	N;INDF;FEM;SG
חלוץ	pioner	חלוץ	pioner	N;MASC;SG	N;INDF;MASC;SG
להתגבר	overvinne	התגבר	overvinne	V;NFIN	V;NFIN
הממצאים	funn	הממצאים	funn	N	N;INDF;NEUT;SG
האמנה	pakt	האמנה	pakt	N;FEM;SG	N;INDF;NEUT;SG
תווית	etikett	תווית	etikett	N;FEM;SG	N;INDF;MASC;SG
יודעת	vet	ידע	vet	V;FEM;SG;V.PTCP;ACT	V;IND;PRS;FIN
יודעת	kjenner	ידע	kjenne	V;FEM;SG;V.PTCP;ACT	V;IND;PRS;FIN
חריף	krydret	חריף	krydre	N;MASC;SG	N;DEF;NEUT;SG
כתבים	skrifter	כתב	skrift	N;MASC;PL	N;INDF;FEM;PL
לארגן	organisere	ארגן	organisere	V;NFIN;ACT	V;NFIN
יציאה	exit	יציאה	Exit	N;FEM;SG	N;INDF;SG
יציאה	avslutt	יציאה	avslutt	N;FEM;SG	N;INDF;MASC;SG
יציאה	utgang	יציאה	utgang	N;FEM;SG	N;INDF;MASC;SG
אחרונה	siste	אחרון	sist	ADJ;FEM;SG	ADJ;DEF;SG
עלים	blader	על	blade	N;MASC;PL	N;INDF;MASC;PL
צדקה	veldedighet	צדקה	veldedighet	N;FEM;SG	N;INDF;MASC;SG
צדקה	nestekjærlighet	צדקה	nestekjærlighet	N;FEM;SG	N;INDF;FEM;SG
צדקה	charity	צדקה	charity	N;FEM;SG	N
העיניים	eyes	העיניים	eyks	N	N
העיניים	øynene	העיניים	øyne	N	N;DEF;MASC;PL
העיניים	øyne	העיניים	øyne	N	N;INDF;NEUT;SG
דמוקרטיה	demokrati	דמוקרטיה	demokrati	N;FEM;SG	N;INDF;NEUT;SG
משרה	stilling	משרה	stilling	N;FEM;SG	N;INDF;FEM;SG
משרה	posisjon	משרה	posisjon	N;FEM;SG	N;INDF;MASC;SG
משרה	jobben	משרה	jobb	N;FEM;SG	N;DEF;MASC;SG
משרה	job	משרה	job	N;FEM;SG	N;INDF;SG
משרה	jobb	משרה	jobb	N;FEM;SG	N;INDF;MASC;SG
שקט	stillhet	שקט	stillh	N;MASC;SG	N;INDF;MASC;SG
שקט	taushet	שקט	taushet	N;MASC;SG	N;INDF;NEUT;SG
שקט	stillhet	שקט	stillh	N;MASC;SG	N;INDF;MASC;SG
שקט	silence	שקט	silence	N;MASC;SG	N
חוצה	krysser	חוצה	krysse	V;MASC;SG;V.PTCP;ACT	V;IND;PRS;FIN
הקלה	lettet	הקלה	lettet	N;FEM;SG	N;DEF;NEUT;SG
הקלה	relieff	הקלה	relieff	N;FEM;SG	N;INDF;MASC;SG
הקלה	lettelse	הקלה	lettelse	N;FEM;SG	N;INDF;MASC;SG
בהירות	klarsyn	בהירות	klarsyn	N;FEM;SG	N;INDF;NEUT;SG
בהירות	klarhet	בהירות	klarh	N;FEM;SG	N;INDF;MASC;SG
בהירות	lysstyrke	בהירות	lysstyrke	N;FEM;SG	N;INDF;FEM;SG
עצום	enorm	עצום	enorm	ADJ;MASC;SG	ADJ;INDF;SG
עצום	enorm	עצום	enorm	ADJ;MASC;SG	ADJ;INDF;SG
עצום	enormt	עצום	enorm	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
קיצוני	ekstremist	קיצוני	ekstremist	N;MASC;SG	N;INDF;MASC;SG
קיצוני	radikaler	קיצוני	radikale	N;MASC;SG	N;INDF;FEM;SG
קיצוני	extreme	קיצוני	extreme	N;MASC;SG	N;INDF;MASC;SG
סכסוך	konflikt	סכסוך	konflikt	N;MASC;SG	N;INDF;MASC;SG
היסטוריון	historiker	היסטוריון	historike	N;MASC;SG	N;INDF;FEM;SG
עשירה	rikt	עשיר	rik	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
עשירה	rik	עשיר	rik	ADJ;FEM;SG	ADJ;INDF;SG
מבצעי	operative	מבצעי	operativ	ADJ;MASC;PL	ADJ;PL
רוחות	spøkelsene	רוח	spøkelse	N;FEM;PL	N;DEF;FEM;PL
רוחות	ånder	רוח	ånd	N;FEM;PL	N;INDF;FEM;PL
ספינה	skipet	ספינה	skip	N;FEM;SG	N;DEF;NEUT;SG
מהדורות	utgaver	מהדורת	utgave	N;FEM;PL	N;INDF;FEM;PL
תשתית	infrastruktur	תשתית	infrastruktur	N;FEM;SG	N;INDF;MASC;SG
נוצרת	danner	נוצרת	dann	V;FEM;SG;V.PTCP;MID	V;IND;PRS;FIN
נוצרת	generert	נוצרת	generere	V;FEM;SG;V.PTCP;MID	V;IND;PRS;FIN
ידיעה	vitende	ידיעה	vitende	N;FEM;SG	N;INDF;MASC;SG
קורבן	ofring	קורבן	ofring	N;MASC;SG	N;INDF;FEM;SG
קורבן	oppofrelse	קורבן	oppofrelse	N;MASC;SG	N;INDF;MASC;SG
קורבן	fornærmede	קורבן	fornærmede	N;MASC;SG	N;INDF;MASC;SG
חותם	signering	חתם	signering	N;MASC;SG	N;INDF;FEM;SG
חותם	segl	חתם	segl	N;MASC;SG	N;INDF;NEUT;SG
חותם	seglet	חתם	segl	N;MASC;SG	N;DEF;NEUT;SG
חותם	seal	חתם	seil	N;MASC;SG	N;INDF;MASC;SG
נבחרו	valgte	נבחר	velge	V;PL;3;PST;MID	V;IND;PST;FIN
האמינו	trodde	האמין	tro	V;PL;3;PST;ACT	V;IND;PST;FIN
הצהיר	uttalte	הצהיר	uttale	V;MASC;SG;3;PST;ACT	V;IND;PST;FIN
טכניקות	teknikker	טכניקה	teknikker	N;FEM;PL	N;INDF;NEUT;PL
פתיחה	åpning	פתיחה	åpning	N;FEM;SG	N;INDF;FEM;SG
חופים	strender	חוף	strand	N;MASC;PL	N;INDF;FEM;PL
חופים	bredder	חוף	bredde	N;MASC;PL	N;INDF;MASC;PL
חופים	strender	חוף	strand	N;MASC;PL	N;INDF;FEM;PL
חופים	sandstrender	חוף	sandstrand	N;MASC;PL	N;INDF;FEM;PL
חופים	strendene	חוף	strend	N;MASC;PL	N;DEF;FEM;PL
אגדות	legendene	אגדה	legende	N;FEM;PL	N;DEF;FEM;PL
אגדות	legender	אגדה	legende	N;FEM;PL	N;INDF;FEM;PL
יועץ	konsulent	יועץ	konsulent	N;MASC;SG	N;INDF;MASC;SG
יועץ	rådgiver	יועץ	rådgive	N;MASC;SG	N;INDF;MASC;SG
יועץ	rådgiver	יועץ	rådgive	N;MASC;SG	N;INDF;MASC;SG
טקסטים	tekstmeldinger	טקסט	tekstmelding	N;MASC;PL	N;INDF;FEM;PL
טקסטים	tekster	טקסט	tekst	N;MASC;PL	N;INDF;FEM;PL
טקסטים	sms	טקסט	sms	N;MASC;PL	N;INDF
המלחמות	krigene	המלחמות	krig	N;FEM;PL	N;DEF;FEM;PL
ישנים	sovende	ישן	sovende	ADJ;MASC;PL	ADJ;PL;V.PTCP
ממושך	langvarig	ממושך	langvarig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
הקואליציה	koalisjon	הקואליציה	koalisjon	N	N;INDF;MASC;SG
הקואליציה	koalisjonen	הקואליציה	koalisjon	N	N;DEF;MASC;SG
נסיעה	ride	נסיעה	ride	N;FEM;SG	N;INDF;MASC;SG
נסיעה	ritt	נסיעה	ritt	N;FEM;SG	N;INDF;NEUT;SG
נסיעה	ridetur	נסיעה	ridetur	N;FEM;SG	N;INDF;MASC;SG
נסיעה	ri	נסיעה	ri	N;FEM;SG	N;INDF;NEUT;SG
נסיעה	kjøre	נסיעה	kjøre	N;FEM;SG	N;INDF;MASC;SG
נסיעה	kjør	נסיעה	kjør	N;FEM;SG	N;INDF;MASC;SG
נסיעה	reise	נסיעה	reise	N;FEM;SG	N;INDF;FEM;SG
נסיעה	reising	נסיעה	reising	N;FEM;SG	N;INDF;FEM;SG
נסיעה	reise	נסיעה	reise	N;FEM;SG	N;INDF;FEM;SG
אוכלוסיות	befolkninger	אוכלוסיה	befolkning	N;FEM;PL	N;INDF;FEM;PL
תושב	beboer	תושב	beboer	N;MASC;SG	N;INDF;MASC;SG
למשוך	dra	משך	dra	V;NFIN;ACT	V;IMP;FIN
למשוך	trekke	משך	trekke	V;NFIN;ACT	V;NFIN
לשבת	sit	ישב	sitje	V;NFIN;ACT	V;IND;PRS;FIN
הפיכה	kupp	הפיכה	kupp	N;FEM;SG	N;INDF;NEUT;SG
הפיכה	statskupp	הפיכה	statskupp	N;FEM;SG	N;INDF;NEUT;SG
מגדלי	towers	מגדל	towers	N;PSSD;MASC;PL	N
הפרש	rytter	הפרש	rytte	N;MASC;SG	N;INDF;FEM;SG
ברירה	valg	ברירה	valg	N;FEM;SG	N;INDF;NEUT;SG
הכללה	generalisering	הכללה	generalisering	N;FEM;SG	N;INDF;FEM;SG
הכללה	inkludering	הכללה	inkludering	N;FEM;SG	N;INDF;FEM;SG
ממדים	dimensjonene	ממד	dimensjon	N;MASC;PL	N;DEF;FEM;PL
ריקוד	dance	ריקוד	dance	N;MASC;SG	N
ריקוד	dans	ריקוד	dans	N;MASC;SG	N;INDF;MASC;SG
ריקוד	danser	ריקוד	danse	N;MASC;SG	N;INDF;MASC;SG
ריקוד	dans	ריקוד	dans	N;MASC;SG	N;INDF;MASC;SG
ריקוד	dancing	ריקוד	dancing	N;MASC;SG	N;INDF;FEM;SG
ריקוד	dansing	ריקוד	dansing	N;MASC;SG	N;INDF;FEM;SG
קפיצה	jump	קפיצה	jump	N;FEM;SG	N;INDF;MASC;SG
קפיצה	hopp	קפיצה	hopp	N;FEM;SG	N;INDF;NEUT;SG
קפיצה	hoppe	קפיצה	hoppe	N;FEM;SG	N;INDF;FEM;SG
קפיצה	hopping	קפיצה	hopping	N;FEM;SG	N;INDF;FEM;SG
חאן	khan	ח'אן	khan	N;MASC;SG	N
חאן	khanen	ח'אן	khan	N;MASC;SG	N;DEF;MASC;SG
הנעה	framdrift	הנעה	framdrift	N;FEM;SG	N;INDF;FEM;SG
דרישה	etterspørsel	דרישה	etterspørsel	N;FEM;SG	N;INDF;FEM;SG
זמנים	tidspunkter	זמן	tidspunkt	N;MASC;PL	N;INDF;FEM;PL
זמנים	tider	זמן	tid	N;MASC;PL	N;INDF;FEM;PL
זמנים	tidene	זמן	tid	N;MASC;PL	N;DEF;FEM;PL
זמנים	ganger	זמן	gange	N;MASC;PL	N;INDF;MASC;PL
להגיב	svare	הגיב	svare	V;NFIN;ACT	V;IMP;NFIN
להגיב	reagere	הגיב	reagere	V;NFIN;ACT	V;NFIN
בנויה	strukturert	בנה	strukturere	ADJ;FEM;SG	ADJ;INDF;SG;V.PTCP
בנויה	bygd	בנה	byggje	ADJ;FEM;SG	ADJ;INDF;SG;V.PTCP
בנויה	konstruert	בנה	konstruere	ADJ;FEM;SG	ADJ;INDF;SG;V.PTCP
גלגל	hjul	גלגל	hjul	N;MASC;SG	N;INDF;NEUT;SG
גלגל	hjulet	גלגל	hjul	N;MASC;SG	N;DEF;NEUT;SG
אזהרה	advarsel	אזהרה	advarsel	N;FEM;SG	N;INDF;MASC;SG
אזהרה	warning	אזהרה	warning	N;FEM;SG	N;INDF;FEM;SG
מפקדים	kommandørene	מפקד	kommandør	N;MASC;PL	N;DEF;MASC;PL
מפקדים	kapteinene	מפקד	kaptein	N;MASC;PL	N;DEF;FEM;PL
מפקדים	kapteiner	מפקד	kaptein	N;MASC;PL	N;INDF;FEM;PL
השקעות	investeringer	השקעה	investering	N;FEM;PL	N;INDF;FEM;PL
אומנות	art	אומנות	art	N;FEM;SG	N;INDF;MASC;SG
אומנות	kunst	אומנות	kunst	N;FEM;SG	N;INDF;FEM;SG
הליך	prosedyre	הליך	prosedyre	N;MASC;SG	N;INDF;MASC;SG
הליך	prosedyren	הליך	prosedyr	N;MASC;SG	N;DEF;MASC;SG
פורסמה	publiserte	פורסם	publisere	V;FEM;SG;3;PST;PASS	V;IND;PST;FIN
מיידי	umiddelbar	מיידי	umiddelbar	ADJ;MASC;SG	ADJ;INDF;SG
מיידי	umiddelbar	מיידי	umiddelbar	ADJ;MASC;SG	ADJ;INDF;SG
בעייתי	problematisk	בעייתי	problematisk	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
תרופה	medisin	תרופה	medisin	N;FEM;SG	N;INDF;MASC;SG
תרופה	bøte	תרופה	bøte	N;FEM;SG	N;INDF;FEM;SG
תרופה	medisiner	תרופה	medisin	N;FEM;SG	N;INDF;MASC;SG
תרופה	medisinering	תרופה	medisinering	N;FEM;SG	N;INDF;FEM;SG
תרופה	botemiddel	תרופה	botemiddel	N;FEM;SG	N;INDF;MASC;SG
