задняя	zadní	задний	zadní	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
постоянная	stálý	постоянный	stálý	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
постоянная	neustálé	постоянный	neustálý	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;NEG
постоянная	stálé	постоянный	stálý	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS
постоянная	stálá	постоянный	stálý	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
монахов	mnichů	монах	mnich	N;ANIM;GEN;MASC;PL	N;ANIM;GEN;MASC;PL;POS
завоевать	dobýt	завоевать	dobýt	V;PFV;NFIN;ACT	V;POS;NFIN
вино	víno	вино	víno	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
бокс	box	бокс	box	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
прожил	žilo	прожить	žít	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;NEUT;SG;POS;PST;V.PTCP;ACT
прожил	žil	прожить	žít	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;SG;POS;PST;V.PTCP;ACT
популярная	oblíbená	популярный	oblíbený	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
популярная	oblíbené	популярный	oblíbený	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS
популярная	populární	популярный	populární	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
популярная	oblíbený	популярный	oblíbený	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
желающие	přejí	желать	přát	V;IPFV;NOM;PL;PRS;V.PTCP;ACT	V;IND;PL;3;POS;PRS;FIN;ACT
желающие	přejeme	желать	přát	V;IPFV;NOM;PL;PRS;V.PTCP;ACT	V;IND;PL;1;POS;PRS;FIN;ACT
шейх	šejk	шейх	šejk	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
шейх	šejk	шейх	šejk	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
путешественник	cestovatel	путешественник	cestovatel	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
путешественник	cestovatel	путешественник	cestovatel	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
арсенал	arzenál	арсенал	arzenál	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
арсенал	arsenal	арсенал	arsenal	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
отбор	výběr	отбор	výběr	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
словари	slovníky	словарь	slovník	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
длительность	trvání	длительность	trvání	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
окончательный	konečná	окончательный	konečný	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
окончательный	závěrečná	окончательный	závěrečný	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
окончательный	konečné	окончательный	konečný	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
окончательный	konečný	окончательный	konečný	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
мера	opatření	мера	opatření	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
рекорды	záznamy	рекорд	záznam	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
рекорды	rekordy	рекорд	rekord	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
рекорды	desky	рекорд	deska	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
меню	menu	меню	menu	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
меню	menu	меню	menu	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
кислот	kyselin	кислота	kyselina	N;INAN;GEN;FEM;PL	N;GEN;FEM;PL;POS
дословно	doslovně	дословно	doslovně	ADV	ADV;POS
сорока	čtyřicet	сорок	čtyřicet	NUM;NOM	NUM;NOM;SG
соблюдать	pozorovat	соблюдать	pozorovat	V;IPFV;NFIN;ACT	V;IPFV;POS;NFIN
наталия	natálie	наталия	natálie	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG;POS
наталия	natalie	наталия	natalie	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG;POS
приносит	přináší	приносить	přinášet	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
инициатором	iniciátorem	инициатор	iniciátor	N;ANIM;INS;MASC;SG	N;ANIM;INS;MASC;SG;POS
дерби	derby	дербь	derby	N;INAN;NOM;NEUT;SG	N;NEUT;POS
ассамблеи	sestavy	ассамблея	sestava	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
снаружи	venku	снаружи	venku	ADV	ADV
археолог	archeolog	археолог	archeolog	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
баскетбол	basket	баскетбол	basket	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
баскетбол	basketbal	баскетбол	basketbal	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
гектаров	hektarů	гектар	ha`hektar	N;INAN;GEN;MASC;PL	N;INAN;GEN;MASC;PL;POS
предпочтение	přednost	предпочтение	přednost	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
предпочтение	přednost	предпочтение	přednost	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
общение	sdělení	общение	sdělení	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
общение	komunikace	общение	komunikace	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
общение	sdělování	общение	sdělování	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
общение	komunikace	общение	komunikace	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
луч	paprsek	луч	paprsek	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
противоречия	rozpory	противоречие	rozpor	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
цветок	kytka	цветок	kytka	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
цветок	květ	цветок	květ	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
цветок	květina	цветок	květina	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
частная	soukromé	частный	soukromý	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
частная	privátní	частный	privátní	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
частная	soukromá	частный	soukromý	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
частная	soukromý	частный	soukromý	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
калия	draslíku	калий	draslík	N;INAN;GEN;MASC;SG	N;INAN;GEN;MASC;SG;POS
морган	morgana	морган	morgana	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG;POS
прокурор	žalobce	прокурор	žalobka	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
прокурор	prokurátor	прокурор	prokurátor	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
равных	rovni	равный	rovný	ADJ;GEN;PL	ADJ;ANIM;MASC;PL;POS
чай	čaj	чай	čaj	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
этапы	etapy	этап	etapa	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
этапы	stádia	этап	stádium	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL;POS
этапы	stadia	этап	stadium	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL;POS
этапы	schody	этап	schod	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
этапы	kroky	этап	krok	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
этапы	milníky	этап	milník	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
родственники	příbuzné	родственник	příbuzný	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
родственники	příbuzní	родственник	příbuzný	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
доверие	sebevědomí	доверие	sebevědomí	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
доверие	důvěra	доверие	důvěra	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
доверие	důvěra	доверие	důvěra	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
интерьер	interiér	интерьер	interiér	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
интерьер	vnitra	интерьер	vnitro	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
кинематическая	kinematické	кинематический	kinematický	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS
блоки	bloky	блок	blok	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
михаэль	michaeli	михаэль	michael	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG;POS
нормальная	normální	нормальный	normální	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
нос	nos	нос	nos	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
произношение	výslovnost	произношение	výslovnost	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
адама	adama	адам	adama	N;ANIM;ACC;MASC;SG	N;ANIM;ACC;MASC;SG;POS
кишинёв	chișinău	кишинить	chióin	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
абрамович	abramovič	абрамович	abramovič	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
луций	lucie	луций	lucie	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG;POS
луций	lucius	луций	lucius	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
зерна	zrna	зерно	zrno	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL;POS
зерна	zrna	зерно	zrno	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL;POS
габриэль	gabriela	габриэль	gabriela	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG;POS
габриэль	gabriela	габриэль	gabriela	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG;POS
дракон	drak	дракон	drak	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
тенденции	trendy	тенденция	trend	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
разбил	rozbil	разбить	rozbít	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;SG;POS;PST;V.PTCP;ACT
поставки	zásilky	поставка	zásilka	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
поставки	dodávky	поставка	dodávka	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
поставки	zásoby	поставка	zásoba	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
поставки	dodávky	поставка	dodávka	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
грудь	hruď	грудь	hruď	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
грудь	hrudi	грудь	hruď	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
грудь	hrudník	грудь	hrudník	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
грудь	truhla	грудь	truhnout	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
грудь	prsu	грудь	prs	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
грудь	poprsí	грудь	poprsí	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
интересует	zajímá	интересовать	zajímat	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
бросил	opustil	бросить	opustit	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
самолет	letoun	самолет	letoun	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
самолет	letadlo	самолет	letadlo	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
самолет	rovina	самолет	rovina	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
самолет	letadlo	самолет	letadlo	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
самолет	letadlo	самолет	letadlo	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
противостояние	konfrontace	противостояние	konfrontace	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
противостояние	opozice	противостояние	opozice	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
противостояние	nesouhlas	противостояние	nesouhlas	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
противостояние	odpor	противостояние	odpor	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
изабелла	isabella	изабелла	isabella	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG;POS
союзники	spojenci	союзник	spojenec	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
противники	protivníci	противник	protivník	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
противники	soupeři	противник	soupeř	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
противники	odpůrci	противник	odpůrce	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
грузинская	gruzínské	грузинский	gruzínský	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
расчёт	výpočet	расчет	výpočet	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
хотела	chtěl	хотеть	chtít	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;MASC;SG;POS;PST;V.PTCP;ACT
чудо	marvel	чудо	marvel	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;POS
чудо	zázrak	чудо	zázrak	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
чудо	zázrak	чудо	zázrak	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
юристы	právníci	юрист	právník	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
юристы	advokáti	юрист	advokát	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
четвёртая	čtvrtý	четвертый	čtvrtý	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG
четвёртая	čtvrté	четвертый	čtvrtý	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
четвёртая	čtvrtá	четвертый	čtvrtý	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
рак	rakovina	рак	rakovina	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
доходы	příjmy	доход	příjem	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
доходы	výnosy	доход	výnos	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
доходы	příjmy	доход	příjem	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
доходы	výnosy	доход	výnos	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
доходы	příjmy	доход	příjem	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
первоначальный	úvodní	первоначальный	úvodní	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
первоначальный	počáteční	первоначальный	počáteční	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
женское	ženská	женский	ženský	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
университеты	univerzity	университет	univerzita	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
привлечения	přilákání	привлечение	přilákání	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
вместимость	kapacita	вместимость	kapacita	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
заговор	děj	заговор	děj	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
заговор	spiknutí	заговор	spiknutí	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
заговор	konspirace	заговор	konspirace	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
заговор	spiknutí	заговор	spiknutí	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
монтаж	montáž	монтаж	montáž	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
монтаж	montáž	монтаж	montáž	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
монтаж	úprava	монтаж	úprava	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
монтаж	střih	монтаж	střih	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
программирование	programování	программирование	programování	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
защищал	bránil	защищать	bránit	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
торжественно	slavnostně	торжественно	slavnostně	ADV	ADV;POS
вселенная	vesmír	вселенная	vesmír	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
панели	panely	панель	panel	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
бизнесмен	obchodník	бизнесмен	obchodník	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
бизнесмен	podnikatel	бизнесмен	podnikatel	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
бич	pláž	бич	pláž	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
оливер	oliver	оливер	oliver	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
слышал	slyšel	слышать	slyšet	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;SG;POS;PST;V.PTCP;ACT
горький	hořké	горький	hořký	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
удобно	výhodné	удобный	výhodný	ADJ;NEUT;SG	ADJ;NOM;NEUT;SG;POS
удобно	příhodné	удобный	příhodný	ADJ;NEUT;SG	ADJ;NOM;NEUT;SG;POS
удобно	pohodlné	удобный	pohodlný	ADJ;NEUT;SG	ADJ;NOM;NEUT;SG;POS
удобно	pohodlné	удобный	pohodlný	ADJ;NEUT;SG	ADJ;NOM;NEUT;SG;POS
удобно	pohodlná	удобный	pohodlný	ADJ;NEUT;SG	ADJ;NOM;FEM;SG;POS
удобно	pohodlný	удобный	pohodlný	ADJ;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
удобно	komfortní	удобный	komfortní	ADJ;NEUT;SG	ADJ;NOM;FEM;SG;POS
удобно	pohodlné	удобный	pohodlný	ADJ;NEUT;SG	ADJ;NOM;NEUT;SG;POS
удобно	pohodlný	удобный	pohodlný	ADJ;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
удобно	šikovný	удобный	šikovný	ADJ;NEUT;SG	ADJ;ANIM;NOM;MASC;SG;POS
послание	zpráva	послание	zpráva	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
послание	poselství	послание	poselství	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
послание	vzkaz	послание	vzkaz	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
препарат	droga	препарат	droga	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
океании	oceánie	океание	oceánie	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL;POS
избежание	zamezení	избежание	zamezení	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
молекулы	molekuly	молекула	molekula	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
молекулы	molekuly	молекула	molekula	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
скрипач	houslista	скрипач	houslista	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
терминологии	terminologie	терминология	terminologie	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
сложнее	těžší	сложный	těžký	ADJ;CMPR	ADJ;NOM;CMPR;MASC;SG;POS
вены	žíly	вена	žíla	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
бонус	bonus	бонус	bonus	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
бонус	příplatek	бонус	příplatek	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
изобретения	vynálezy	изобретение	vynález	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
гнездо	hnízdo	гнездо	hnízdo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
стратегия	strategie	стратегия	strategie	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
специальность	specialita	специальность	specialita	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
специальность	specializace	специальность	specializace	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
специальность	specialita	специальность	specialita	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
важная	důležitý	важный	důležitý	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
важная	důležitá	важный	důležitý	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
важная	důležité	важный	důležitý	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS
представительство	zastupování	представительство	zastupování	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
представительство	reprezentace	представительство	reprezentace	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
представительство	zastoupení	представительство	zastoupení	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
местная	lokální	местный	lokální	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
местная	místní	местный	místní	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
порты	přístavy	порт	přístav	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
реагирует	reaguje	реагировать	reagovat	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
маркус	marcus	маркус	marcus	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
адъютант	pobočník	адъютант	pobočník	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
визит	návštěva	визит	návštěva	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
празднования	oslavy	празднование	oslava	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL;POS
готова	připraven	готовый	připravený	ADJ;FEM;SG	ADJ;MASC;SG;POS;V.PTCP;PASS
готова	připraveno	готовый	připravený	ADJ;FEM;SG	ADJ;NEUT;SG;POS;V.PTCP;PASS
виконт	vikomt	виконт	vikomt	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
цветной	barevný	цветной	barevný	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
цветной	barevný	цветной	barevný	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
разрушение	demolice	разрушение	demolice	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
разрушение	zkáza	разрушение	zkáza	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
разрушение	zničení	разрушение	zničení	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
разрушение	ničení	разрушение	ničení	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
разрушение	destrukce	разрушение	destrukce	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
дина	dinah	дина	dinah	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG;POS
дина	dina	дина	dina	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG;POS
колонна	sloupek	колонна	sloupek	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
колонна	sloupec	колонна	sloupec	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
колонна	sloup	колонна	sloup	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
колонна	konvoj	колонна	konvoj	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
ахмад	ahmad	ахмад	ahmad	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
объявления	inzeráty	объявление	inzerát	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
объявления	inzeráty	объявление	inzerát	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
объявления	reklamy	объявление	reklama	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL;POS
предположения	předpoklady	предположение	předpoklad	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
предположения	domněnky	предположение	domněnka	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL;POS
живет	žije	жить	žít	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
спасает	šetří	спасать	šetřit	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
спасает	zachraňuje	спасать	zachraňovat	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
полости	dutiny	полость	dutina	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
гамма	gama	гамма	gama	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;POS
гроссмейстер	velmistr	гроссмейстер	velmistr	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
забыл	zapomněl	забыть	zapomenout	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;SG;POS;PST;V.PTCP;ACT
забыл	zapomněl	забыть	zapomenout	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;SG;POS;PST;V.PTCP;ACT
методики	metodiky	методика	metodika	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
долг	clo	долг	clo	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
долг	povinnost	долг	povinnost	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
долг	dluh	долг	dluh	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
долг	zadlužení	долг	zadlužení	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
беременности	těhotenství	беременность	těhotenství	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
совместное	společné	совместный	společný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS
равнины	roviny	равнина	rovina	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
равнины	pláně	равнина	pláň	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
полезно	užitečná	полезный	užitečný	ADJ;NEUT;SG	ADJ;NOM;FEM;SG;POS
полезно	užitečný	полезный	užitečný	ADJ;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
полезно	užitečné	полезный	užitečný	ADJ;NEUT;SG	ADJ;NOM;NEUT;SG;POS
полезно	užitečná	полезный	užitečný	ADJ;NEUT;SG	ADJ;NOM;FEM;SG;POS
полезно	užitečný	полезный	užitečný	ADJ;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
полезно	užitečné	полезный	užitečný	ADJ;NEUT;SG	ADJ;NOM;NEUT;SG;POS
