gard	gard	gard	gard	N;MASC;SG	N;INDF;MASC+FEM;SG
découpage	udskæring	découpage	udskæring	N;MASC;SG	N;INDF;MASC+FEM;SG
vampire	vampyr	vampire	vampyr	N;MASC;SG	N;INDF;MASC+FEM;SG
vampire	vampyr	vampire	vampyr	N;MASC;SG	N;INDF;MASC+FEM;SG
consultation	høring	consultation	høring	N;FEM;SG	N;INDF;MASC+FEM;SG
consultation	konsultation	consultation	konsultation	N;FEM;SG	N;INDF;MASC+FEM;SG
consultation	samråd	consultation	samråd	N;FEM;SG	N;INDF;NEUT;SG
comtés	amter	comté	amt	N;MASC;PL	N;INDF;NEUT;PL
comtés	amterne	comté	amt	N;MASC;PL	N;DEF;NEUT;PL
platine	platin	platine	platin	N;FEM;SG	N;INDF;NEUT;SG
platine	drejeskive	platine	drejeskiv	N;FEM;SG	N;INDF;MASC+FEM;SG
jeter	kassere	jeter	kasser	V;NFIN	V;NFIN;ACT
jeter	kasseres	jeter	kassere	V;NFIN	V;NFIN;PASS
jeter	smider	jeter	smide	V;NFIN	V;IND;PRS;FIN;ACT
jeter	kaste	jeter	kaste	V;NFIN	V;NFIN;ACT
jeter	smide	jeter	smide	V;NFIN	V;NFIN;ACT
jeter	smid	jeter	smid	V;NFIN	V;IMP
remplacés	udskiftes	remplacer	udskifte	V;MASC;PL;PST;V.PTCP	V;NFIN;PASS
remplacés	erstattede	remplacer	erstatte	V;MASC;PL;PST;V.PTCP	V;IND;PST;FIN;ACT
pin	pine	pin	pin	N;MASC;SG	N;INDF;MASC+FEM;SG
pin	nål	pin	nål	N;MASC;SG	N;INDF;MASC+FEM;SG
pin	pinkode	pin	pinkode	N;MASC;SG	N;INDF;MASC+FEM;SG
augmenté	øget	augmenter	øge	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
augmenté	forhøjet	augmenter	forhøje	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
augmenté	forøget	augmenter	forøge	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
augmenté	forstærket	augmenter	forstærke	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
nécessairement	nødvendigvis	nécessairement	nødvendigvis	ADV	ADV
tissu	klud	tissu	klud	N;MASC;SG	N;INDF;MASC+FEM;SG
tissu	stof	tissu	stof	N;MASC;SG	N;INDF;NEUT;SG
continu	kontinuerlig	continu	kontinuerlig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
continu	fortløbende	continu	fortløbende	ADJ;MASC;SG	ADJ
continu	løbende	continu	løbende	ADJ;MASC;SG	ADJ
rire	griner	rire	grine	V;NFIN	V;IND;PRS;FIN;ACT
rire	grine	rire	grine	V;NFIN	V;NFIN;ACT
rire	griner	rire	grine	V;NFIN	V;IND;PRS;FIN;ACT
créations	kreationer	création	kreation	N;FEM;PL	N;INDF;MASC+FEM;PL
coupable	skyldig	coupable	skyldig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
report	udsættelse	report	udsættelse	N;MASC;SG	N;INDF;MASC+FEM;SG
report	udskydelse	report	udskydelse	N;MASC;SG	N;INDF;MASC+FEM;SG
apport	indtagelse	apport	indtagelse	N;MASC;SG	N;INDF;MASC+FEM;SG
apport	indtag	apport	indtage	N;MASC;SG	N;INDF;NEUT;SG
channel	kanal	channel	kanal	N;MASC;SG	N;INDF;MASC+FEM;SG
channel	kanalen	channel	kanal	N;MASC;SG	N;DEF;MASC+FEM;SG
cylindres	cylindre	cylindre	cylindre	N;MASC;PL	N;INDF;MASC+FEM;PL
cylindres	flasker	cylindre	flaske	N;MASC;PL	N;INDF;MASC+FEM;PL
quais	kajer	quai	kaje	N;MASC;PL	N;INDF;MASC+FEM;PL
terreur	terror	terreur	terror	N;FEM;SG	N;INDF;MASC+FEM;SG
terreur	rædsel	terreur	rædsel	N;FEM;SG	N;INDF;MASC+FEM;SG
terreur	terroren	terreur	terror	N;FEM;SG	N;DEF;MASC+FEM;SG
temporaire	midlertidig	temporaire	midlertidig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
ultra	ultra	ultra	ultra	N;MASC;SG	N;INDF;NEUT;SG
fourni	forudsat	fournir	forudsætte	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
fourni	leveret	fournir	levere	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
fourni	leverede	fournir	levere	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
sonde	sonde	sonde	sonde	N;FEM;SG	N;INDF;MASC+FEM;SG
sonde	sonden	sonde	sond	N;FEM;SG	N;DEF;MASC+FEM;SG
tante	moster	tante	moster	N;FEM;SG	N;INDF;MASC+FEM;SG
tante	tante	tante	tante	N;FEM;SG	N;INDF;MASC+FEM;SG
tante	faster	tante	faste	N;FEM;SG	N;INDF;MASC+FEM;SG
tante	moster	tante	moster	N;FEM;SG	N;INDF;MASC+FEM;SG
tante	tante	tante	tante	N;FEM;SG	N;INDF;MASC+FEM;SG
tante	moster	tante	moster	N;FEM;SG	N;INDF;MASC+FEM;SG
tante	faster	tante	faste	N;FEM;SG	N;INDF;MASC+FEM;SG
tante	tante	tante	tante	N;FEM;SG	N;INDF;MASC+FEM;SG
assurances	forsikringer	assurance	forsikring	N;FEM;PL	N;INDF;MASC+FEM;PL
assurances	forsikringer	assurance	forsikring	N;FEM;PL	N;INDF;MASC+FEM;PL
vélo	cykel	vélo	cykel	N;MASC;SG	N;INDF;MASC+FEM;SG
vélo	cyklen	vélo	cykle	N;MASC;SG	N;DEF;MASC+FEM;SG
vélo	cykel	vélo	cykel	N;MASC;SG	N;INDF;MASC+FEM;SG
vélo	cyklen	vélo	cykle	N;MASC;SG	N;DEF;MASC+FEM;SG
vélo	cykling	vélo	cykling	N;MASC;SG	N;INDF;MASC+FEM;SG
vélo	cykling	vélo	cykling	N;MASC;SG	N;INDF;MASC+FEM;SG
cloche	klokke	cloche	klokke	N;FEM;SG	N;INDF;MASC+FEM;SG
stabilité	stabilitet	stabilité	stabilitet	N;FEM;SG	N;INDF;MASC+FEM;SG
stabilité	stald	stabilité	stald	N;FEM;SG	N;INDF;MASC+FEM;SG
rabbin	rabbiner	rabbin	rabbin	N;MASC;SG	N;INDF;MASC+FEM;SG
marketing	marketing	marketing	marketing	N;MASC;SG	N;INDF;MASC+FEM;SG
marketing	markedsføring	marketing	markedsføring	N;MASC;SG	N;INDF;MASC+FEM;SG
marketing	afsætning	marketing	afsætning	N;MASC;SG	N;INDF;MASC+FEM;SG
simultanément	samtidig	simultanément	samtidig	ADV	ADV
simultanément	samtidigt	simultanément	samtidigt	ADV	ADV
simultanément	samtidig	simultanément	samtidig	ADV	ADV
simultanément	samtidigt	simultanément	samtidigt	ADV	ADV
touché	ramte	toucher	ramme	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
touché	ramt	toucher	ramme	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
touché	slå	toucher	slå	V;MASC;SG;PST;V.PTCP	V;NFIN;ACT
touché	rørt	toucher	rør	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
touché	berørt	toucher	berøre	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
touché	rørte	toucher	røre	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
touché	berørt	toucher	berøre	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
touché	påvirket	toucher	påvirke	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
globalement	globalt	globalement	global	ADV	ADV
globalement	generelt	globalement	generel	ADV	ADV
attirer	lure	attirer	lure	V;NFIN	V;NFIN;ACT
attirer	lokker	attirer	lokke	V;NFIN	V;IND;PRS;FIN;ACT
attirer	lokke	attirer	lokke	V;NFIN	V;NFIN;ACT
attirer	tiltrækker	attirer	tiltrække	V;NFIN	V;IND;PRS;FIN;ACT
attirer	tiltrække	attirer	tiltrække	V;NFIN	V;NFIN;ACT
attirer	tiltrække	attirer	tiltrække	V;NFIN	V;NFIN;ACT
végétation	vegetation	végétation	vegetation	N;FEM;SG	N;INDF;MASC+FEM;SG
souffle	åndedræt	souffle	åndedræt	N;MASC;SG	N;INDF;NEUT;SG
souffle	slag	souffle	slag	N;MASC;SG	N;INDF;NEUT;SG
souffle	pust	souffle	pust	N;MASC;SG	N;INDF;NEUT;SG
diagnostic	diagnose	diagnostic	diagnose	N;MASC;SG	N;INDF;MASC+FEM;SG
diagnostic	diagnosticering	diagnostic	diagnosticering	N;MASC;SG	N;INDF;MASC+FEM;SG
diagnostic	diagnosen	diagnostic	diagnos	N;MASC;SG	N;DEF;MASC+FEM;SG
diagnostic	diagnostik	diagnostic	diagnostik	N;MASC;SG	N;INDF;MASC+FEM;SG
conservés	beholdt	conserver	beholde	V;MASC;PL;PST;V.PTCP	V;IND;PST;FIN;ACT
conservés	bevarede	conserver	bevare	V;MASC;PL;PST;V.PTCP	V;PL;PST;V.PTCP
conservés	bevares	conserver	bevare	V;MASC;PL;PST;V.PTCP	V;NFIN;PASS
conservés	bevarede	conserver	bevare	V;MASC;PL;PST;V.PTCP	V;PL;PST;V.PTCP
conservés	konserverede	conserver	konservere	V;MASC;PL;PST;V.PTCP	V;PL;PST;V.PTCP
casino	kasino	casino	kasino	N;MASC;SG	N;INDF;NEUT;SG
casino	casino	casino	casino	N;MASC;SG	N;INDF;MASC+FEM;SG
musulman	islamisk	musulman	islamisk	ADJ;MASC;SG	ADJ;INDF;SG
musulman	muslim	musulman	muslim	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
musulman	muslimsk	musulman	muslimsk	ADJ;MASC;SG	ADJ;INDF;SG
amené	bragt	amener	bringe	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
amené	bragte	amener	bringe	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
amené	medbragte	amener	medbringe	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
observé	observeret	observer	observere	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
observé	iagttaget	observer	iagttage	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
serre	drivhus	serre	drivhus	N;FEM;SG	N;INDF;NEUT;SG
serre	drivhuset	serre	drivhus	N;FEM;SG	N;DEF;NEUT;SG
architectural	arkitektonisk	architectural	arkitektonisk	ADJ;MASC;SG	ADJ;INDF;SG
complot	plot	complot	plot	N;MASC;SG	N;INDF;NEUT;SG
complot	komplot	complot	komplot	N;MASC;SG	N;INDF;NEUT;SG
complot	komplot	complot	komplot	N;MASC;SG	N;INDF;NEUT;SG
complot	sammensværgelse	complot	sammensværgelse	N;MASC;SG	N;INDF;MASC+FEM;SG
complot	konspiration	complot	konspiration	N;MASC;SG	N;INDF;MASC+FEM;SG
voyant	seer	voir	se	V;PRS;V.PTCP	V;IND;PRS;FIN;ACT
appris	lærte	apprendre	lære	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
appris	lært	apprendre	lære	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
appris	lærte	apprendre	lære	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
appris	lært	apprendre	lære	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
appris	undervist	apprendre	undervist	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
appris	lærte	apprendre	lære	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
appris	lært	apprendre	lære	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
remarqué	bemærkede	remarquer	bemærket	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
remarqué	bemærket	remarquer	bemærke	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
remarqué	noterede	remarquer	notere	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
remarqué	noteret	remarquer	notere	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
remarqué	bemærket	remarquer	bemærke	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
faces	ansigterne	face	ansigt	N;FEM;PL	N;DEF;NEUT;PL
faces	ansigter	face	ansigt	N;FEM;PL	N;INDF;NEUT;PL
mammifères	pattedyr	mammifère	pattedyr	N;MASC;PL	N;INDF;NEUT;PL
bain	badekar	bain	badekar	N;MASC;SG	N;INDF;NEUT;SG
rêves	drømme	rêve	drøm	N;MASC;PL	N;INDF;MASC+FEM;PL
rêves	drømme	rêve	drøm	N;MASC;PL	N;INDF;MASC+FEM;PL
chômage	arbejdsløsheden	chômage	arbejdsløshed	N;MASC;SG	N;DEF;MASC+FEM;SG
chômage	arbejdsløshed	chômage	arbejdsløshed	N;MASC;SG	N;INDF;MASC+FEM;SG
chômage	ledighed	chômage	ledighed	N;MASC;SG	N;INDF;MASC+FEM;SG
signaler	anmelde	signaler	anmelde	V;NFIN	V;NFIN;ACT
signaler	anmelde	signaler	anmelde	V;NFIN	V;NFIN;ACT
écrivit	skrev	écrire	skrive	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
temples	templer	temple	tempel	N;MASC;PL	N;INDF;NEUT;PL
antilles	antillerne	antille	antille	N;FEM;PL	N;DEF;MASC+FEM;PL
antilles	antiller	antille	antille	N;FEM;PL	N;INDF;MASC+FEM;PL
étroite	snæver	étroit	snæver	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
étroite	snævert	étroit	snævert	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
étroite	smal	étroit	smal	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
métallique	metallisk	métallique	metallisk	ADJ;MASC;SG	ADJ;INDF;SG
xbox	xbox	xbox	xbox	N;MASC;SG	N;INDF;MASC+FEM;SG
géographiques	geografiske	géographique	geografisk	ADJ;MASC;PL	ADJ;PL
renseignement	efterretning	renseignement	efterretning	N;MASC;SG	N;INDF;MASC+FEM;SG
renseignement	intelligens	renseignement	intellig	N;MASC;SG	N;GEN;INDF;MASC+FEM;SG
renseignement	efterretningstjenesten	renseignement	efterretningstjeneste	N;MASC;SG	N;DEF;MASC+FEM;SG
renseignement	efterretningstjeneste	renseignement	efterretningstjeneste	N;MASC;SG	N;INDF;MASC+FEM;SG
entourée	omringet	entourer	omringe	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
entourée	omgivet	entourer	omgive	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
contacts	kontakter	contact	kontakt	N;MASC;PL	N;INDF;MASC+FEM;PL
contacts	kontaktpersoner	contact	kontaktperson	N;MASC;PL	N;INDF;MASC+FEM;PL
contacts	kontaktlinser	contact	kontaktlins	N;MASC;PL	N;INDF;MASC+FEM;PL
poudre	krudt	poudre	kryde	N;FEM;SG	N;INDF;NEUT;SG
poudre	pudder	poudre	pudder	N;FEM;SG	N;INDF;MASC+FEM;SG
poudre	pulver	poudre	pulve	N;FEM;SG	N;INDF;MASC+FEM;SG
avertissement	advarsel	avertissement	advarsel	N;MASC;SG	N;INDF;MASC+FEM;SG
avertissement	varsling	avertissement	varsling	N;MASC;SG	N;INDF;MASC+FEM;SG
occupant	besætter	occuper	besætte	V;PRS;V.PTCP	V;IND;PRS;FIN;ACT
occupant	besætte	occuper	besætte	V;PRS;V.PTCP	V;NFIN;ACT
prolongement	forlængelse	prolongement	forlængelse	N;MASC;SG	N;INDF;MASC+FEM;SG
prolongement	udvidelse	prolongement	udvidelse	N;MASC;SG	N;INDF;MASC+FEM;SG
prolongement	forlængelse	prolongement	forlængelse	N;MASC;SG	N;INDF;MASC+FEM;SG
abandonnée	opgivet	abandonner	opgive	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
abandonnée	efterladt	abandonner	efterlade	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
abandonnée	forladt	abandonner	forlade	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
frederick	frederik	frederick	frederik	N;MASC;SG	N;INDF;MASC+FEM;SG
frederick	frederick	frederick	frederick	N;MASC;SG	N;INDF;MASC+FEM;SG
géré	styret	gérer	styre	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
géré	administreret	gérer	administrere	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
géré	forvaltet	gérer	forvalte	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
géré	lykkedes	gérer	lykkes	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
géré	håndteret	gérer	håndtere	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
géré	håndteret	gérer	håndtere	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
géré	håndteres	gérer	håndtere	V;MASC;SG;PST;V.PTCP	V;NFIN;PASS
géré	håndterede	gérer	håndtere	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP;ACT
théologien	teolog	théologien	teolog	N;MASC;SG	N;INDF;MASC+FEM;SG
lever	løfte	lever	løfte	V;NFIN	V;NFIN;ACT
algorithme	algoritme	algorithme	algoritme	N;MASC;SG	N;INDF;MASC+FEM;SG
buste	razzia	buste	razzia	N;MASC;SG	N;INDF;MASC+FEM;SG
buste	buste	buste	buste	N;MASC;SG	N;INDF;MASC+FEM;SG
humide	fugtig	humide	fugtig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
humide	fugtigt	humide	fugtig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
humide	fugtig	humide	fugtig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
humide	fugtigt	humide	fugtig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
humide	fugtigt	humide	fugtig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
humide	våd	humide	våd	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
humide	vådt	humide	våd	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
catalan	catalansk	catalan	catalansk	ADJ;MASC;SG	ADJ;INDF;SG
contrats	kontrakter	contrat	kontrakt	N;MASC;PL	N;INDF;MASC+FEM;PL
contrats	aftaler	contrat	aftale	N;MASC;PL	N;INDF;MASC+FEM;PL
censure	mistillidsvotum	censure	mistillidsvotum	N;FEM;SG	N;INDF;NEUT;SG
censure	censur	censure	censur	N;FEM;SG	N;INDF;MASC+FEM;SG
chapelles	kapeller	chapelle	kapel	N;FEM;PL	N;INDF;MASC+FEM;PL
parade	paraden	parade	parad	N;FEM;SG	N;DEF;MASC+FEM;SG
parade	parade	parade	parad	N;FEM;SG	N;INDF;MASC+FEM;SG
indicatif	vejledende	indicatif	vejlede	ADJ;MASC;SG	ADJ
ménage	husholdning	ménage	husholdning	N;MASC;SG	N;INDF;MASC+FEM;SG
ménage	husholdning	ménage	husholdning	N;MASC;SG	N;INDF;MASC+FEM;SG
ménage	husstand	ménage	husstand	N;MASC;SG	N;INDF;MASC+FEM;SG
ménage	husstanden	ménage	husstand	N;MASC;SG	N;DEF;MASC+FEM;SG
ménage	rengøring	ménage	rengøring	N;MASC;SG	N;INDF;MASC+FEM;SG
ménage	rensning	ménage	rensning	N;MASC;SG	N;INDF;MASC+FEM;SG
marathon	marathon	marathon	marathon	N;MASC;SG	N;INDF;NEUT;SG
marathon	maraton	marathon	maraton	N;MASC;SG	N;INDF;NEUT;SG
solitaire	ensomt	solitaire	ensomt	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
solitaire	ensom	solitaire	ensom	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
lazare	lazarus	lazare	lazarus	N;MASC;SG	N;INDF;MASC+FEM;SG
justifier	retfærdiggøre	justifier	retfærdiggøre	V;NFIN	V;NFIN;ACT
justifier	retfærdiggøre	justifier	retfærdiggøre	V;NFIN	V;NFIN;ACT
justifier	begrunde	justifier	begrunde	V;NFIN	V;NFIN;ACT
avr	apr	avr	apr	N;MASC;SG	N;INDF;MASC+FEM;SG
peste	skadedyr	peste	skadedyr	N;FEM;SG	N;INDF;NEUT;SG
peste	pest	peste	pest	N;FEM;SG	N;INDF;MASC+FEM;SG
peste	plage	peste	plage	N;FEM;SG	N;INDF;MASC+FEM;SG
peste	pest	peste	pest	N;FEM;SG	N;INDF;MASC+FEM;SG
peste	pesten	peste	pest	N;FEM;SG	N;DEF;MASC+FEM;SG
peste	pest	peste	pest	N;FEM;SG	N;INDF;MASC+FEM;SG
instructions	instruktioner	instruction	instruktion	N;FEM;PL	N;INDF;MASC+FEM;PL
instructions	instrukser	instruction	instrukse	N;FEM;PL	N;INDF;MASC+FEM;PL
controverse	polemik	controverse	polemik	N;FEM;SG	N;INDF;MASC+FEM;SG
controverse	strid	controverse	strid	N;FEM;SG	N;INDF;MASC+FEM;SG
controverse	kontrovers	controverse	kontrovers	N;FEM;SG	N;INDF;MASC+FEM;SG
controverse	uenighed	controverse	uenighed	N;FEM;SG	N;INDF;MASC+FEM;SG
musulmane	muslim	musulman	muslim	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
musulmane	muslimsk	musulman	muslimsk	ADJ;FEM;SG	ADJ;INDF;SG
angles	hjørner	angle	hjørne	N;MASC;PL	N;INDF;MASC+FEM;PL
angles	hjørnerne	angle	hjørne	N;MASC;PL	N;DEF;MASC+FEM;PL
angles	vinkler	angle	vinkel	N;MASC;PL	N;INDF;MASC+FEM;PL
angles	synsvinkler	angle	synsvinkler	N;MASC;PL	N;INDF;MASC+FEM;PL
regarder	se	regarder	se	V;NFIN	V;NFIN;ACT
regarder	kigger	regarder	kigge	V;NFIN	V;IND;PRS;FIN;ACT
regarder	ser	regarder	se	V;NFIN	V;IND;PRS;FIN;ACT
lama	lama	lama	lama	N;MASC;SG	N;INDF;MASC+FEM;SG
lama	lama	lama	lama	N;MASC;SG	N;INDF;MASC+FEM;SG
détenu	indsat	détenir	indsætte	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
détenu	fange	détenir	fange	V;MASC;SG;PST;V.PTCP	V;NFIN;ACT
détenu	fange	détenir	fange	V;MASC;SG;PST;V.PTCP	V;NFIN;ACT
détenu	tilbageholdt	détenir	tilbageholde	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
divorce	skilsmissen	divorce	skilsmisse	N;MASC;SG	N;DEF;MASC+FEM;SG
divorce	skilsmisse	divorce	skilsmisse	N;MASC;SG	N;INDF;MASC+FEM;SG
arrêtés	arresterede	arrêter	arrestere	V;MASC;PL;PST;V.PTCP	V;PL;PST;V.PTCP
arrêtés	anholdte	arrêter	anholde	V;MASC;PL;PST;V.PTCP	V;PL;PST;V.PTCP
paiement	betaling	paiement	betaling	N;MASC;SG	N;INDF;MASC+FEM;SG
paiement	indbetaling	paiement	indbetaling	N;MASC;SG	N;INDF;MASC+FEM;SG
paiement	betaling	paiement	betaling	N;MASC;SG	N;INDF;MASC+FEM;SG
paiement	udbetaling	paiement	udbetaling	N;MASC;SG	N;INDF;MASC+FEM;SG
paiement	betalingen	paiement	betaling	N;MASC;SG	N;DEF;MASC+FEM;SG
imposant	pålægger	imposer	pålægge	V;PRS;V.PTCP	V;IND;PRS;FIN;ACT
prochain	næste	prochain	næste	ADJ;MASC;SG	ADJ
survie	overlevelsen	survie	overlevelse	N;FEM;SG	N;DEF;MASC+FEM;SG
survie	overlevelse	survie	overlevelse	N;FEM;SG	N;INDF;MASC+FEM;SG
hydrogène	brint	hydrogène	brint	N;MASC;SG	N;INDF;NEUT;SG
hydrogène	hydrogen	hydrogène	hydrogen	N;MASC;SG	N;INDF;MASC+FEM;SG
provoquer	fremprovokere	provoquer	fremprovoker	V;NFIN	V;NFIN;ACT
provoquer	provokerer	provoquer	provokere	V;NFIN	V;IND;PRS;FIN;ACT
provoquer	provokere	provoquer	provokere	V;NFIN	V;NFIN;ACT
provoquer	provokerer	provoquer	provokere	V;NFIN	V;IND;PRS;FIN;ACT
provoquer	provokere	provoquer	provokere	V;NFIN	V;NFIN;ACT
métaux	metaller	métal	metal	N;MASC;PL	N;INDF;NEUT;PL
métaux	metaller	métal	metal	N;MASC;PL	N;INDF;NEUT;PL
parrain	gudfar	parrain	gudfar	N;MASC;SG	N;INDF;MASC+FEM;SG
parrain	godfather	parrain	godfather	N;MASC;SG	N;INDF;MASC+FEM;SG
parrain	sponsor	parrain	sponsor	N;MASC;SG	N;INDF;MASC+FEM;SG
parent	forælder	parent	forælder	N;MASC;SG	N;INDF;MASC+FEM;SG
révélation	åbenbaring	révélation	åbenbaring	N;FEM;SG	N;INDF;MASC+FEM;SG
révélation	afsløring	révélation	afsløring	N;FEM;SG	N;INDF;MASC+FEM;SG
avoue	tilstår	avouer	tilstå	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
avoue	tilstå	avouer	tilstå	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
avoue	tilstår	avouer	tilstå	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
gravité	alvor	gravité	alvor	N;FEM;SG	N;INDF;MASC+FEM;SG
gravité	seriøsitet	gravité	seriøsitet	N;FEM;SG	N;INDF;MASC+FEM;SG
gravité	tyngdekraften	gravité	tyngdekraft	N;FEM;SG	N;DEF;MASC+FEM;SG
gravité	tyngdekraft	gravité	tyngdekraft	N;FEM;SG	N;INDF;MASC+FEM;SG
gravité	tyngde	gravité	tyng	N;FEM;SG	N;INDF;MASC+FEM;SG
gravité	sværhedsgrad	gravité	sværhedsgrad	N;FEM;SG	N;INDF;MASC+FEM;SG
gravité	strenghed	gravité	strenghed	N;FEM;SG	N;INDF;MASC+FEM;SG
groupement	gruppering	groupement	gruppering	N;MASC;SG	N;INDF;MASC+FEM;SG
pente	hældning	pente	hældning	N;FEM;SG	N;INDF;MASC+FEM;SG
pente	gradient	pente	gradient	N;FEM;SG	N;INDF;MASC+FEM;SG
adhésion	friktion	adhésion	friktion	N;FEM;SG	N;INDF;MASC+FEM;SG
adhésion	medlemskab	adhésion	medlemskab	N;FEM;SG	N;INDF;NEUT;SG
adhésion	medlemsskab	adhésion	medlemsskab	N;FEM;SG	N;INDF;NEUT;SG
adhésion	tiltrædelsen	adhésion	tiltrædelse	N;FEM;SG	N;DEF;MASC+FEM;SG
adhésion	tiltrædelse	adhésion	tiltrædelse	N;FEM;SG	N;INDF;MASC+FEM;SG
remparts	fæstningsværker	rempart	fæstningsværke	N;MASC;PL	N;INDF;NEUT;PL
drôme	drôme	drôme	drôme	N;FEM;SG	N;INDF;MASC+FEM;SG
nazi	nazist	nazi	nazist	N;MASC;SG	N;INDF;MASC+FEM;SG
complément	supplement	complément	supplement	N;MASC;SG	N;INDF;NEUT;SG
complément	supplering	complément	supplering	N;MASC;SG	N;INDF;MASC+FEM;SG
complément	supplement	complément	supplement	N;MASC;SG	N;INDF;NEUT;SG
futurs	fremtidige	futur	fremtidig	ADJ;MASC;PL	ADJ;PL
traverser	krydser	traverser	krydse	V;NFIN	V;IND;PRS;FIN;ACT
traverser	krydse	traverser	krydse	V;NFIN	V;NFIN;ACT
traverser	krydse	traverser	krydse	V;NFIN	V;NFIN;ACT
traverser	krydser	traverser	krydse	V;NFIN	V;IND;PRS;FIN;ACT
dons	donationer	don	donation	N;MASC;PL	N;INDF;MASC+FEM;PL
ignore	ignorere	ignorer	ignorere	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
ignore	ignorer	ignorer	ignore	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
