pilih	διάλεξε	pilih	διαλώ	V;SG;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
hutang	χρέος	hutang	χρέος	N;SG	N;NOM;NEUT;SG
hutang	οφειλή	hutang	οφειλή	N;SG	N;ACC;FEM;SG
pendahulu	προκατόχου	pendahulu	πρόκατοχος	N;SG	N;GEN;MASC;SG
degradasi	υποβάθμιση	degradasi	υποβάθμιση	N;SG	N;ACC;FEM;SG
penyelamatan	διάσωση	penselamatan	διάσωση	N;SG	N;ACC;FEM;SG
penyelamatan	διάσωσης	penselamatan	διάσωση	N;SG	N;GEN;FEM;SG
peliharaan	κατοικίδιο	peliharaan	κατοικίδιο	N;SG	N;NOM;NEUT;SG
peliharaan	ζωάκι	peliharaan	ζωάκι	N;SG	N;NOM;NEUT;SG
simple	απλός	simple	απλός	ADJ	ADJ;NOM;MASC;SG
simple	απλή	simple	απλός	ADJ	ADJ;NOM;FEM;SG
simple	απλό	simple	απλός	ADJ	ADJ;NOM;NEUT;SG
sejuk	δροσερό	sejuk	δροσερός	ADJ;SG	ADJ;NOM;NEUT;SG
bibit	σπόρο	bibit	σπόρο	N;SG	N;NOM;NEUT;SG
bibit	σπόρος	bibit	σπόρος	N;SG	N;NOM;MASC;SG
mencalonkan	διορίσει	mencalonkan	διορίζω	V;SG;ACT	V;PFV;NFIN;ACT
rentan	επιρρεπής	rentan	επιρρεπής	ADJ;SG	ADJ;NOM;MASC;SG
rentan	ευάλωτη	rentan	ευάλωτος	ADJ;SG	ADJ;NOM;FEM;SG
rentan	ευάλωτος	rentan	ευάλωτος	ADJ;SG	ADJ;NOM;MASC;SG
pemandu	οδηγό	penpandu	οδηγός	N;SG	N;ACC;MASC;SG
pemandu	οδηγός	penpandu	οδηγός	N;SG	N;NOM;MASC;SG
diserap	απορροφάται	diserap	απορροφώ	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
diserap	απορροφηθεί	diserap	απορροφώ	V;SG;PASS	V;PFV;NFIN;PASS
upah	μίσθωση	upah	μίσθωση	N;SG	N;NOM;FEM;SG
upah	μισθός	upah	μισθός	N;SG	N;NOM;MASC;SG
konsensus	συναίνεση	konsensus	συναίνεση	N;SG	N;ACC;FEM;SG
taufan	τυφώνας	taufan	τυφώνας	N;SG	N;NOM;MASC;SG
avatar	άβαταρ	avatar	άβαταρ	N;SG	N;NOM;FEM;SG
avatar	άβαταρ	avatar	άβαταρ	N;SG	N;NOM;FEM;SG
iris	άιρις	iris	άιρις	N;SG	N
memperingatkan	προειδοποίησε	menperingatkan	προειδοποιώ	V;SG;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
memperingatkan	προειδοποιεί	menperingatkan	προειδοποιώ	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
spiral	σπείρα	spiral	σπείρα	N	N;NOM;FEM;SG
potong	κόψιμο	potong	κόψιμο	N;SG;ACT	N;NOM;NEUT;SG
potong	σοδειά	potong	σοδειά	N;SG;ACT	N;NOM;FEM;SG
regulasi	κανονισμός	regulasi	κανονισμός	N;SG	N;NOM;MASC;SG
regulasi	κανονισμού	regulasi	κανονισμός	N;SG	N;GEN;MASC;SG
pengumpulan	σύναξη	penkumpulan	σύναξη	N;SG	N;ACC;FEM;SG
pengumpulan	συγκέντρωση	penkumpulan	συγκέντρωση	N;SG	N;ACC;FEM;SG
pengumpulan	ομαδοποίηση	penkumpulan	ομαδοποίηση	N;SG	N;NOM;FEM;SG
pengumpulan	συνάθροιση	penkumpulan	συνάθροιση	N;SG	N;NOM;FEM;SG
menyumbang	δωρίσει	mensumbang	δωρίζω	V;SG;ACT	V;PFV;IND;3;FIN;ACT
membandingkan	συγκρίνοντας	menbandingkan	συγκρίνω	V;SG;ACT	V;IPFV;V.CVB;ACT
membandingkan	συγκρίνει	menbandingkan	συγκρίνω	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
perumpamaan	παραβολή	perumpamaan	παραβολή	N;SG	N;NOM;FEM;SG
sedimen	ίζημα	sedimen	ίζημα	N;SG	N;NOM;NEUT;SG
penembakan	πυροβολισμός	pentembakan	πυροβολισμός	N;SG	N;NOM;MASC;SG
penembakan	πυροβολισμό	pentembakan	πυροβολισμός	N;SG	N;ACC;MASC;SG
register	μητρώα	register	μητρώα	N	N;NOM;NEUT;PL
register	μητρώο	register	μητρώο	N	N;NOM;NEUT;SG
lift	ανελκυστήρες	lift	ανελκυστήρας	N	N;NOM;FEM;PL
lift	ασανσέρ	lift	ασανσέρ	N	N;NOM;NEUT;SG
lift	ανύψωση	lift	ανύψωση	N	N;ACC;FEM;SG
lift	ασανσέρ	lift	ασανσέρ	N	N;NOM;NEUT;SG
lift	ανελκυστήρας	lift	ανελκυστήρας	N	N;NOM;MASC;SG
lift	ανελκυστήρες	lift	ανελκυστήρας	N	N;NOM;FEM;PL
lift	ασανσέρ	lift	ασανσέρ	N	N;NOM;NEUT;SG
lift	ανελκυστήρας	lift	ανελκυστήρας	N	N;NOM;MASC;SG
mempercayai	πιστεύοντας	menpercayai	πιστεύω	V;SG;ACT	V;IPFV;V.CVB;ACT
amfibi	αμφίβιο	amfibi	αμφίβιο	N;SG	N;NOM;NEUT;SG
monitor	παρακολούθηση	monitor	παρακολούθηση	N;SG	N;ACC;FEM;SG
monitor	οθόνη	monitor	οθόνος	N;SG	N;NOM;FEM;SG
pelestarian	διαφύλαξη	pelestarian	διαφύλαξη	N;SG	N;ACC;FEM;SG
pelestarian	διατήρηση	pelestarian	διατήρηση	N;SG	N;ACC;FEM;SG
oksidasi	οξείδωση	oksidasi	οξείδωση	N;SG	N;NOM;FEM;SG
zakat	ελεημοσύνη	zakat	ελεημοσύνη	N;SG	N;NOM;FEM;SG
assembly	συναρμολόγηση	assembly	συναρμολόγηση	N	N;NOM;FEM;SG
assembly	συνέλευση	assembly	συνέλευση	N	N;NOM;FEM;SG
pernapasan	αναπνοή	pernapasan	αναπνοή	N;SG	N;NOM;FEM;SG
yudaisme	ιουδαϊσμό	yudaisme	ιουδαϊσμός	N;SG	N;ACC;MASC;SG
berlian	διαμάντι	berlian	διαμάντι	N;SG	N;NOM;NEUT;SG
penyu	χελώνα	penyu	χελώνας	N	N;NOM;NEUT;SG
penyu	χελώνες	penyu	χελώνας	N	N;NOM;FEM;PL
kemah	κατασκήνωση	kemah	κατασκήνωση	N;SG	N;NOM;FEM;SG
kemah	καταυλισμός	kemah	καταυλισμός	N;SG	N;NOM;MASC;SG
kemah	στρατόπεδο	kemah	στρατόπεδο	N;SG	N;NOM;NEUT;SG
cluster	συστοιχία	cluster	συστοιχία	N	N;ACC;FEM;SG
cluster	σύμπλεγμα	cluster	σύμπλεγμα	N	N;NOM;NEUT;SG
cluster	σμήνος	cluster	σμήνος	N	N;NOM;NEUT;SG
cluster	διασποράς	cluster	διασπορά	N	N;GEN;FEM;SG
cluster	συμπλέγματα	cluster	σύμπλεγμα	N	N;NOM;NEUT;PL
batubara	άνθρακας	batubara	άνθρακα	N;SG	N;NOM;MASC;SG
batubara	άνθρακα	batubara	άνθρακο	N;SG	N;NOM;NEUT;SG
fleksibel	ευέλικτο	fleksibel	ευέλικτος	ADJ;SG	ADJ;NOM;NEUT;SG
fleksibel	ευέλικτη	fleksibel	ευέλικτος	ADJ;SG	ADJ;NOM;FEM;SG
fleksibel	ελαστική	fleksibel	ελαστικός	ADJ;SG	ADJ;NOM;FEM;SG
bermigrasi	μεταναστεύει	bermigrasi	μεταναστεύω	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
nuansa	απόχρωση	nuansa	απόχρωση	N;SG	N;NOM;FEM;SG
jamak	πληθυντικός	jamak	πληθυντικός	ADJ;SG	ADJ;NOM;MASC;SG
mouse	ποντικάκι	mouse	ποντικάκι	N	N;NOM;NEUT;SG
mouse	μάους	mouse	μάος	N	N;NOM;NEUT;SG
mouse	ποντίκι	mouse	ποντίκι	N	N;NOM;NEUT;SG
mempekerjakan	προσλαμβάνει	menpekerjakan	προσλαμβάνω	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
mempekerjakan	απασχολεί	menpekerjakan	απασχολώ	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
vihara	μοναστήρι	vihara	μοναστήρι	N	N;NOM;NEUT;SG
vihara	μονή	vihara	μονή	N	N;NOM;FEM;SG
awalan	πρόθεμα	awalan	πρόθεμα	N;SG	N;NOM;NEUT;SG
awalan	εκκίνηση	awalan	εκκίνηση	N;SG	N;ACC;FEM;SG
kera	μαϊμού	kera	μαϊμός	N	N;NOM;MASC;SG
kera	πιθήκους	kera	πίθηκος	N	N;NOM;MASC;PL
pencernaan	πέψη	pencernaan	πέψη	N;SG	N;NOM;FEM;SG
pencernaan	πεπτικό	pencernaan	πεπτικός	N;SG	N;NOM;NEUT;SG
permen	καραμέλα	permen	καραμέλα	N;SG	N;NOM;FEM;SG
pencerahan	επιφοίτηση	pencerahan	επιφοίτηση	N;SG	N;ACC;FEM;SG
pencerahan	φώτιση	pencerahan	φώτιση	N;SG	N;ACC;FEM;SG
pencerahan	διαφώτιση	pencerahan	διαφώτιση	N;SG	N;ACC;FEM;SG
pluto	πλούτωνα	pluto	πλούτωνα	N	N;NOM;NEUT;SG
pluto	πλούτο	pluto	πλούτος	N	N;ACC;MASC;SG
kaidah	κανόνας	kaidah	κανόνας	N;SG	N;NOM;MASC;SG
sanksi	κύρωση	sanksi	κύρωση	N;SG	N;NOM;FEM;SG
diabetes	διαβήτη	diabetes	διαβήτης	N;SG	N;SG
diabetes	διαβήτης	diabetes	διαβήτης	N;SG	N;NOM;MASC;SG
didedikasikan	αφοσιωμένος	didedikasikan	αφοσιωμένος	V;SG;PASS	V;PFV;NOM;MASC;SG;V.PTCP;PASS
didedikasikan	αφοσιωμένη	didedikasikan	αφοσιώνω	V;SG;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
didedikasikan	αφοσιωμένο	didedikasikan	αφοσιωμένος	V;SG;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
didedikasikan	αφιερωμένη	didedikasikan	αφιερώνω	V;SG;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
didedikasikan	αφιερωμένο	didedikasikan	αφιερώνω	V;SG;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
klorida	χλωριούχο	klorida	χλωριούχος	N	N;NOM;NEUT;SG
kacamata	γυαλιά	kacamata	γυαλιάς	N	N;NOM;NEUT;PL
kacamata	ποτήρια	kacamata	ποτήριο	N	N;NOM;NEUT;PL
tukar	διακόπτης	tukar	διακόπτης	N;SG;ACT	N;NOM;MASC;SG
tukar	διακόπτη	tukar	διακόπτης	N;SG;ACT	N;NOM;NEUT;SG
tukar	εναλλαγή	tukar	εναλλαγή	N;SG;ACT	N;NOM;FEM;SG
tukar	ανταλλαγή	tukar	ανταλλαγή	N;SG;ACT	N;NOM;FEM;SG
persaudaraan	αδελφότητα	persaudaraan	αδελφότητα	N;SG	N;ACC;FEM;SG
persaudaraan	αδελφότητα	persaudaraan	αδελφότητα	N;SG	N;ACC;FEM;SG
persaudaraan	αδελφότητα	persaudaraan	αδελφότητα	N;SG	N;ACC;FEM;SG
derek	ρυμούλκησης	derek	ρυμούλκηση	N	N;GEN;FEM;SG
derek	γερανός	derek	γερανός	N	N;NOM;MASC;SG
glukosa	γλυκόζη	glukosa	γλύκονος	N	N;NOM;FEM;SG
glukosa	γλυκόζης	glukosa	γλυκόνη	N	N;GEN;FEM;SG
eksekusi	εκτέλεση	eksekusi	εκτέλεση	N;SG	N;ACC;FEM;SG
eksekusi	εκτέλεση	eksekusi	εκτέλεση	N;SG	N;ACC;FEM;SG
penafsiran	ερμηνεία	penafsiran	ερμηνεία	N;SG	N;NOM;FEM;SG
penafsiran	διερμηνεία	penafsiran	διερμηνεία	N;SG	N;NOM;FEM;SG
detasemen	απόσπασμα	detasemen	απόσπασμα	N	N;NOM;NEUT;SG
dangkal	επιφανειακή	dangkal	επιφανειακός	ADJ;SG	ADJ;NOM;FEM;SG
dangkal	επιφανειακό	dangkal	επιφανειακός	ADJ;SG	ADJ;NOM;NEUT;SG
dangkal	ρηχή	dangkal	ρηχή	ADJ;SG	ADJ;NOM;FEM;SG
dieja	γράφεται	dieja	γράφω	V;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
jaring	δίχτυ	jaring	δίχτυ	N;SG;ACT	N;NOM;NEUT;SG
oranye	πορτοκάλι	oranye	πορτοκάλι	N	N;NOM;NEUT;SG
oranye	πορτοκαλί	oranye	πορτοκαλί	N	N;NOM;NEUT;SG
penekanan	συμπίεση	pentekanan	συμπίεση	N;SG	N;ACC;FEM;SG
penekanan	έμφαση	pentekanan	έμφαση	N;SG	N;ACC;FEM;SG
penekanan	καταστολή	pentekanan	καταστολή	N;SG	N;ACC;FEM;SG
tas	χαρτοφύλακας	tas	χαρτοφύλακας	N;SG	N;NOM;MASC;SG
tas	χαρτοφύλακα	tas	χαρτοφύλακας	N;SG	N;ACC;MASC;SG
tas	τσάντα	tas	τσάντα	N;SG	N;NOM;FEM;SG
tas	σακούλα	tas	σακούλα	N;SG	N;NOM;FEM;SG
tas	σάκο	tas	σάκος	N;SG	N;NOM;NEUT;SG
tas	τσάντα	tas	τσάντα	N;SG	N;NOM;FEM;SG
tas	σάκος	tas	σάκος	N;SG	N;NOM;MASC;SG
diculik	απήχθη	diculik	απάχομαι	V;SG;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
diculik	απαχθεί	diculik	απάχω	V;SG;PASS	V;PFV;NFIN;PASS
diculik	απήχθη	diculik	απάχομαι	V;SG;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
beruntung	τυχερός	beruntung	τυχερός	ADJ;SG	ADJ;NOM;MASC;SG
beruntung	τυχερή	beruntung	τυχερός	ADJ;SG	ADJ;NOM;FEM;SG
kanselir	καγκελάριος	kanselir	καγκελάριος	N;SG	N;NOM;MASC;SG
nirkabel	ασύρματο	nirkabel	άσυρμα	N;SG	N;NOM;NEUT;SG
nirkabel	ασύρματη	nirkabel	ασύρματος	N;SG	N;NOM;NEUT;SG
dijaga	φυλάσσεται	dijaga	φυλάγω	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
kemudahan	ευκολία	kemudahan	ευκολία	N;SG	N;NOM;FEM;SG
plot	οικόπεδο	plot	οικόπεδο	N	N;NOM;NEUT;SG
plot	πλοκή	plot	πλοκή	N	N;NOM;FEM;SG
plot	συνωμοσίες	plot	συνωμοσία	N	N;NOM;FEM;PL
plot	οικόπεδα	plot	οικόπεδο	N	N;NOM;NEUT;PL
dianjurkan	προτεινόμενη	dianjurkan	προτεινόμενος	V;SG;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
dianjurkan	συνιστάται	dianjurkan	συνιστώ	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
dianjurkan	προτεινόμενο	dianjurkan	προτεινόμενος	V;SG;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
dianjurkan	προτείνεται	dianjurkan	προτείνω	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
momen	στιγμή	momen	στιγμή	N;SG	N;ACC;FEM;SG
supermarket	σουπερμάρκετ	supermarket	σουπερμάρκετ	N	N;NOM;NEUT;SG
supermarket	σουπερμάρκετ	supermarket	σουπερμάρκετ	N	N;NOM;NEUT;SG
kedelai	σόγια	kedelai	σόγιο	N;SG	N;NOM;FEM;SG
kedelai	σόγια	kedelai	σόγιο	N;SG	N;NOM;FEM;SG
kedelai	σόγιας	kedelai	σόγια	N;SG	N;GEN;FEM;SG
kedelai	σόγιας	kedelai	σόγια	N;SG	N;GEN;FEM;SG
tinjauan	επανεξέταση	tinjauan	επανεξέταση	N;SG	N;ACC;FEM;SG
tinjauan	αναθεώρηση	tinjauan	αναθεώρηση	N;SG	N;NOM;FEM;SG
tinjauan	ανασκόπηση	tinjauan	ανασκόπηση	N;SG	N;NOM;FEM;SG
samar	αινιγματικό	samar	αινιγματικός	ADJ;SG	ADJ;NOM;NEUT;SG
samar	αόριστη	samar	αόριστος	ADJ;SG	ADJ;NOM;FEM;SG
samar	ασαφές	samar	ασαφής	ADJ;SG	ADJ;NOM;NEUT;SG
samar	ασαφής	samar	ασαφής	ADJ;SG	ADJ;NOM;MASC;SG
mengharapkan	αναμένει	menharapkan	αναμένω	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
perawat	νοσοκόμα	penrawat	νοσοκόμα	N;SG	N;NOM;FEM;SG
perawat	νοσοκόμος	penrawat	νοσοκόμος	N;SG	N;NOM;MASC;SG
designer	σχεδιάστρια	designer	σχεδιάζτρια	N	N;NOM;FEM;PL
designer	σχεδιαστής	designer	σχεδιαστής	N	N;NOM;MASC;SG
designer	σχεδιαστή	designer	σχεδιαστής	N	N;ACC;MASC;SG
agensi	πρακτορείο	agensi	πρακτορείο	N;SG	N;NOM;NEUT;SG
agensi	υπηρεσία	agensi	υπηρεσία	N;SG	N;NOM;FEM;SG
agensi	οργανισμός	agensi	οργανισμός	N;SG	N;NOM;MASC;SG
kemuliaan	δοξα	kemuliaan	δοξα	N;SG	N
kemuliaan	δόξα	kemuliaan	δίχομαι	N;SG	N;ACC;FEM;SG
jubah	μανδύα	jubah	μανδύα	N;SG	N;ACC;MASC;SG
jubah	ρόμπα	jubah	ρόμπα	N;SG	N;NOM;FEM;SG
imperium	αυτοκρατορία	imperium	αυτοκρατορία	N	N;NOM;FEM;SG
imperium	εμπάιρ	imperium	εμπάιρ	N	N
kabut	ομίχλη	kabut	όμιχλος	N;SG	N;NOM;FEM;SG
kabut	ομίχλη	kabut	όμιχλος	N;SG	N;NOM;FEM;SG
tomat	ντομάτα	tomat	ντομάτα	N;SG	N;NOM;FEM;SG
atraksi	προσέλκυση	atraksi	προσέλκυση	N;SG	N;NOM;FEM;SG
atraksi	έλξης	atraksi	έλξη	N;SG	N;GEN;FEM;SG
atraksi	έλξη	atraksi	έλξη	N;SG	N;NOM;FEM;SG
theme	θεμα	theme	θεμα	N	N;NOM;NEUT;SG
theme	θέμα	theme	θέμα	N	N;NOM;NEUT;SG
eksplorasi	εξερεύνηση	eksplorasi	εξερεύνηση	N;SG	N;ACC;FEM;SG
dermaga	προβλήτα	dermaga	προβλήτα	N;SG	N;NOM;FEM;SG
dermaga	αποβάθρα	dermaga	αποβάθρα	N;SG	N;NOM;FEM;SG
dermaga	προβλήτα	dermaga	προβλήτα	N;SG	N;NOM;FEM;SG
dermaga	αποβάθρα	dermaga	αποβάθρα	N;SG	N;NOM;FEM;SG
dermaga	λιμάνι	dermaga	λιμάνι	N;SG	N;NOM;NEUT;SG
dermaga	λιμένας	dermaga	λιμένα	N;SG	N;NOM;MASC;SG
dermaga	θύρα	dermaga	θύρα	N;SG	N;NOM;FEM;SG
uranium	ουρανίου	uranium	ουρανίο	N;SG	N;GEN;NEUT;SG
uranium	ουράνιο	uranium	ουράνιος	N;SG	N;NOM;NEUT;SG
cendekiawan	λόγιος	cendekiawan	λόγιος	N;SG	N;NOM;MASC;SG
cakupan	πεδίο	cakupan	πεδίο	N;SG	N;NOM;NEUT;SG
cakupan	έκταση	cakupan	έκταση	N;SG	N;ACC;FEM;SG
cakupan	κάλυψη	cakupan	κάλυψη	N;SG	N;ACC;FEM;SG
tersimpan	αποθηκεύεται	tersimpan	αποθηκώ	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
tersimpan	αποθηκευμένο	tersimpan	αποθηκεύω	V;SG;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
tersimpan	αποθηκεύτηκε	tersimpan	αποθηκώ	V;SG;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
tersimpan	σώθηκε	tersimpan	σώνω	V;SG;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
nyeri	άλγος	nyeri	άλγος	N;SG	N;NOM;NEUT;SG
nyeri	πόνο	nyeri	πόνο	N;SG	N;ACC;MASC;SG
nyeri	πόνος	nyeri	πόνος	N;SG	N;NOM;MASC;SG
memperjuangkan	παλεύοντας	menperjuangkan	παλεύω	V;SG;ACT	V;IPFV;V.CVB;ACT
memperjuangkan	παλεύει	menperjuangkan	παλεύω	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
spesimen	δείγμα	spesimen	δείγμα	N;SG	N;NOM;NEUT;SG
pewarna	βαφής	penwarna	βαφής	N;SG	N;GEN;FEM;SG
pewarna	βαφή	penwarna	βαφής	N;SG	N;NOM;FEM;SG
petinju	πυγμάχος	pentinju	πυγμάχος	N;SG	N;NOM;MASC;SG
tercipta	δημιουργήθηκε	tercipta	δημιουργώ	V;SG;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
tercipta	δημιουργείται	tercipta	δημιουργώ	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
vampir	βρυκόλακας	vampir	βρυκόλακας	N;SG	N;NOM;MASC;SG
vampir	βρικόλακα	vampir	βρικόλακας	N;SG	N;NOM;MASC;SG
vampir	βαμπίρ	vampir	βαμπίρ	N;SG	N;NOM;NEUT;SG
vampir	βρικόλακας	vampir	βρικόλακα	N;SG	N;NOM;MASC;SG
vampir	βαμπίρ	vampir	βαμπίρ	N;SG	N;NOM;NEUT;SG
estate	κτήμα	estate	κτήμα	N	N;NOM;NEUT;SG
estate	περιουσία	estate	περιουσία	N	N;ACC;FEM;SG
komunisme	κομμουνισμός	komunisme	κομμουνισμός	N;SG	N;NOM;MASC;SG
komunisme	κομμουνισμό	komunisme	κομμουνισμός	N;SG	N;ACC;MASC;SG
komunisme	κομμουνισμού	komunisme	κομμουνισμός	N;SG	N;GEN;MASC;SG
ramalan	προφητεία	ramalan	προφητεία	N;SG	N;NOM;FEM;SG
omega	ωμέγα	omega	ωμέγα	N;SG	N;NOM;NEUT;SG
seimbang	ισόρροπη	seimbang	ισόρροπος	ADJ;SG	ADJ;NOM;FEM;SG
seimbang	ισορροπημένο	seimbang	ισορροπημένος	ADJ;SG	ADJ;NOM;NEUT;SG
sensitif	ευαίσθητο	sensitif	εύαισθητος	ADJ;SG	ADJ;NOM;NEUT;SG
sensitif	ευαίσθητη	sensitif	εύαίσθητος	ADJ;SG	ADJ;NOM;FEM;SG
sensitif	ευαίσθητος	sensitif	ευαίσθητος	ADJ;SG	ADJ;NOM;MASC;SG
kepiting	κραμπ	kepiting	κραμπ	N;SG	N
kepiting	καβούρι	kepiting	καβούρι	N;SG	N;NOM;NEUT;SG
diwajibkan	απαιτούμενη	diwajibkan	απαιτούμενος	V;SG;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
diwajibkan	απαιτούμενος	diwajibkan	απαιτούμενος	V;SG;PASS	V;PFV;NOM;MASC;SG;V.PTCP;PASS
diwajibkan	απαιτείται	diwajibkan	απαιτώ	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
diwajibkan	απαιτούμενο	diwajibkan	απαιτούμενος	V;SG;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
sketsa	σκίτσο	sketsa	σκίτσο	N;SG	N;NOM;NEUT;SG
sketsa	σκετς	sketsa	σκετός	N;SG	N;NOM;NEUT;SG
dipenjara	φυλακισμένος	dipenjara	φυλακισμένος	V;SG;PASS	V;PFV;NOM;MASC;SG;V.PTCP;PASS
dipenjara	φυλακίστηκε	dipenjara	φυλακίζω	V;SG;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
dipenjara	φυλακισμένος	dipenjara	φυλακισμένος	V;SG;PASS	V;PFV;NOM;MASC;SG;V.PTCP;PASS
dipenjara	φυλακισμένη	dipenjara	φυλακίζω	V;SG;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
dinosaurus	δεινόσαυρο	dinosaurus	δεινόσαυρος	N	N
bawa	φέρει	bawa	φέρω	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
margin	περιθώρια	margin	περιθώριο	N	N;NOM;NEUT;PL
margin	περιθώριο	margin	περιθώριο	N	N;NOM;NEUT;SG
margin	περιθώριο	margin	περιθώριο	N	N;NOM;NEUT;SG
sambungan	σύνδεση	sambungan	σύνδεση	N;SG	N;NOM;FEM;SG
