על	sobre	על	sobre	ADP	ADP
הוכרזה	anunció	הוכרז	anunciar	V;FEM;SG;3;PST;PASS	V;IND;SG;3;PST;FIN
נפץ	detonador	נפץ	detonador	N;MASC;SG	N;MASC;SG
להכיל	acomodar	הכיל	acomodar	V;NFIN;ACT	V;NFIN
להכיל	contener	הכיל	contener	V;NFIN;ACT	V;NFIN
להכיל	contengan	הכיל	contener	V;NFIN;ACT	V;IMP;PL;3;FIN
להכיל	contienen	הכיל	contener	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
להכיל	contenga	הכיל	contener	V;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
מולקולות	moléculas	מולקולה	molécula	N;FEM;PL	N;FEM;PL
לגיון	legión	None	legión	N;MASC;SG	N;FEM;SG
ייעוץ	asesoría	ייעוץ	asesoría	N;MASC;SG	N;FEM;SG
ייעוץ	consejería	ייעוץ	consejería	N;MASC;SG	N;FEM;SG
ייעוץ	asesoramiento	ייעוץ	asesoramiento	N;MASC;SG	N;MASC;SG
ייעוץ	consultoría	ייעוץ	consultoría	N;MASC;SG	N;FEM;SG
ייעוץ	asesoría	ייעוץ	asesoría	N;MASC;SG	N;FEM;SG
ייעוץ	consulta	ייעוץ	consulta	N;MASC;SG	N;FEM;SG
ייעוץ	asesoría	ייעוץ	asesoría	N;MASC;SG	N;FEM;SG
ייעוץ	asesoramiento	ייעוץ	asesoramiento	N;MASC;SG	N;MASC;SG
לחזק	reforzar	חיזק	reforzar	V;NFIN;ACT	V;NFIN
לחזק	fortalecer	חיזק	fortalecer	V;NFIN;ACT	V;NFIN
לחזק	reforzar	חיזק	reforzar	V;NFIN;ACT	V;NFIN
לחזק	refuerza	חיזק	reforzar	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
חלבונים	proteínas	חלבון	proteína	N;MASC;PL	N;FEM;PL
תקנות	reglamentaciones	תקנה	reglamentación	N;FEM;PL	N;FEM;PL
תקנות	reglamentos	תקנה	reglamento	N;FEM;PL	N;MASC;PL
תקנות	regulaciones	תקנה	regulación	N;FEM;PL	N;FEM;PL
חפצים	objetos	חפץ	objeto	N;MASC;PL	N;MASC;PL
יבשת	continente	יבשת	continente	N;FEM;SG	N;MASC;SG
גפן	viña	גפן	viña		
הד	eco	הד	eco		
אובדן	pérdida	אובדן	pérdida	N;MASC;SG	N;FEM;SG
השוואה	comparación	השוואה	comparación	N;FEM;SG	N;FEM;SG
קיצור	short	קיצור	short	N;MASC;SG	N
קיצור	atajo	קיצור	atajo	N;MASC;SG	N;MASC;SG
לאסוף	colecciona	אסף	coleccionar	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
לאסוף	recopila	אסף	recopilar	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
לאסוף	recoger	אסף	recoger	V;NFIN;ACT	V;NFIN
לאסוף	reunir	אסף	reunir	V;NFIN;ACT	V;NFIN
יורש	heredera	הורש	heredera	N;MASC;SG	N;FEM;SG
יורש	heredero	הורש	heredero	N;MASC;SG	N;MASC;SG
יורש	sucesora	הורש	sucesora	N;MASC;SG	N;FEM;SG
יורש	sucesor	הורש	sucesor	N;MASC;SG	N;MASC;SG
הרחובות	calles	הרחובה	calle	N;FEM;PL	N;FEM;PL
דיוקן	retrato	דיוקן	retrato	N;MASC;SG	N;MASC;SG
מוצר	producto	מוצר	producto	N;MASC;SG	N;MASC;SG
שרים	cantos	שר	canto	N;MASC;PL	N;MASC;PL
שרים	ministros	שר	ministro	N;MASC;PL	N;MASC;PL
שרים	ministras	שר	ministra	N;MASC;PL	N;FEM;PL
הודעות	mensajes	הודעה	mensaje	N;FEM;PL	N;MASC;PL
מתארת	describiendo	התארת	describir	V;FEM;SG;V.PTCP;ACT	V;V.MSDR
מתארת	describir	התארת	describir	V;FEM;SG;V.PTCP;ACT	V;NFIN
הקדושים	santos	הקדוש	santo	N	N;MASC;PL
סוסים	caballos	סוסי	caballo	N;MASC;PL	N;MASC;PL
יצורים	criaturas	יצור	criatura	N;MASC;PL	N;FEM;PL
רג	reg	רג	reg		
להתאים	ajustar	התאים	ajustar	V;NFIN;ACT	V;NFIN
להתאים	ajustarse	התאים	ajustar	V;NFIN;ACT	V;SBJV;SG;3;IPFV;FIN
חוברת	folleto	חוברת	folleto	N;FEM;SG	N;MASC;SG
חוברת	panfleto	חוברת	panfleto	N;FEM;SG	N;MASC;SG
לשמר	conservar	שימר	conservar	V;NFIN;ACT	V;NFIN
לשמר	preservar	שימר	preservar	V;NFIN;ACT	V;NFIN
כרם	viñedo	כרם	viñedo	N;MASC;SG	N;MASC;SG
יחידים	particulares	יחיד	particular	ADJ;MASC;PL	ADJ;PL
יחידים	individuales	יחיד	individual	ADJ;MASC;PL	ADJ;PL
אוניברסיטאות	universidades	אוניברסיטה	universidad	N;FEM;PL	N;FEM;PL
תערוכה	exhibición	תערוכה	exhibición	N;FEM;SG	N;FEM;SG
תערוכה	exposición	תערוכה	exposición	N;FEM;SG	N;FEM;SG
צעדים	peldaños	צעד	peldaño	N;MASC;PL	N;MASC;PL
צעדים	pasos	צעד	paso	N;MASC;PL	N;MASC;PL
צעדים	escalones	צעד	escalón	N;MASC;PL	N;MASC;PL
צעדים	pisadas	צעד	pisado	N;MASC;PL	N;FEM;PL
צעדים	pasos	צעד	paso	N;MASC;PL	N;MASC;PL
עבדים	esclavas	עבד	esclava	N;MASC;PL	N;FEM;PL
עבדים	esclavos	עבד	esclavo	N;MASC;PL	N;MASC;PL
כנסיות	iglesias	כנסיה	iglesia	N;FEM;PL	N;FEM;PL
פופולרית	popular	פופולרית	popular	ADJ;FEM;SG	ADJ;SG
מצטרף	uniendo	הצטרף	unir	V;MASC;SG;V.PTCP	V;V.MSDR
לייצג	representar	ייצג	representar	V;NFIN;ACT	V;NFIN
לייצג	representa	ייצג	representar	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
לייצג	representan	ייצג	representar	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
לייצג	represente	ייצג	represente	V;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
נוכחות	asistencia	נוכחות	asistencia	N;FEM;SG	N;FEM;SG
נוכחות	presencia	נוכחות	presencia	N;FEM;SG	N;FEM;SG
אספקת	abastecimiento	אספקה	abastecimiento	N;PSSD;FEM;SG	N;MASC;SG
אספקת	aprovisionamiento	אספקה	aprovisionamiento	N;PSSD;FEM;SG	N;MASC;SG
אספקת	suministro	אספקה	suministro	N;PSSD;FEM;SG	N;MASC;SG
חזקים	fuertes	חזק	fuerte	ADJ;MASC;PL	ADJ;PL
כדורים	cojones	כדור	cojón	N;MASC;PL	N;MASC;PL
כדורים	bolas	כדור	bola	N;MASC;PL	N;FEM;PL
כדורים	pelotas	כדור	pelota	N;MASC;PL	N;FEM;PL
כדורים	balones	כדור	balón	N;MASC;PL	N;MASC;PL
כדורים	balas	כדור	bala	N;MASC;PL	N;FEM;PL
כדורים	viñetas	כדור	viñeta	N;MASC;PL	N;FEM;PL
כדורים	pastillas	כדור	pastilla	N;MASC;PL	N;FEM;PL
כדורים	píldoras	כדור	píldora	N;MASC;PL	N;FEM;PL
סופרת	novelista	סופר	novelista	N;FEM;SG	N;SG
סופרת	autor	סופר	autor	N;FEM;SG	N;MASC;SG
סופרת	autora	סופר	autora	N;FEM;SG	N;FEM;SG
המודעות	consciencia	המודעות	consciencia	N;FEM;SG	N;FEM;SG
המודעות	concientización	המודעות	concientización	N;FEM;SG	N;FEM;SG
המודעות	sensibilización	המודעות	sensibilización	N;FEM;SG	N;FEM;SG
המודעות	conciencia	המודעות	conciencia	N;FEM;SG	N;FEM;SG
המודעות	concienciación	המודעות	concienciación	N;FEM;SG	N;FEM;SG
שיעורים	enseñanzas	שיעור	enseñanza	N;MASC;PL	N;FEM;PL
שיעורים	lecciones	שיעור	lección	N;MASC;PL	N;FEM;PL
שיעורים	clases	שיעור	clase	N;MASC;PL	N;FEM;PL
שיעורים	clases	שיעור	clase	N;MASC;PL	N;FEM;PL
נרשם	observó	נרשם	observar	V;MASC;SG;3;PST;MID	V;IND;SG;3;PST;FIN
נרשם	señalado	נרשם	señalar	V;MASC;SG;3;PST;MID	V;MASC;SG;PST;V.PTCP
נהרס	destruyó	נהרס	destruir	V;MASC;SG;3;PST;MID	V;IND;SG;3;PST;FIN
סיכום	resumen	סיכום	resumen	N;MASC;SG	N;MASC;SG
סיכום	síntesis	סיכום	síntesis	N;MASC;SG	N;FEM
סיכום	sumario	סיכום	sumario	N;MASC;SG	N;MASC;SG
מעורבת	implicado	מעורב	implicado	ADJ;FEM;SG	ADJ;MASC;SG;V.PTCP
מעורבת	implicada	מעורב	implicar	ADJ;FEM;SG	ADJ;FEM;SG;V.PTCP
מעורבת	involucrado	מעורב	involucrado	ADJ;FEM;SG	ADJ;MASC;SG;V.PTCP
מעורבת	involucrada	מעורב	involucrado	ADJ;FEM;SG	ADJ;FEM;SG;V.PTCP
נזכר	recordando	נזכר	recordar	V;MASC;SG;3;PST;MID	V;V.MSDR
נזכר	recordar	נזכר	recordar	V;MASC;SG;3;PST;MID	V;NFIN
נזכר	recordó	נזכר	recordar	V;MASC;SG;3;PST;MID	V;IND;SG;3;PST;FIN
עצמות	bones	עצם	bone	N;FEM;PL	N
עצמות	huesos	עצם	hueso	N;FEM;PL	N;MASC;PL
יעילות	eficiencia	יעילות	eficiencia	N;FEM;SG	N;FEM;SG
יעילות	eficacia	יעילות	eficacia	N;FEM;SG	N;FEM;SG
יעילות	efectividad	יעילות	efectividad	N;FEM;SG	N;FEM;SG
יעילות	eficacia	יעילות	eficacia	N;FEM;SG	N;FEM;SG
מדרגה	escalón	מדרגה	escalón	N;FEM;SG	N;MASC;SG
מדרגה	step	מדרגה	step	N;FEM;SG	N
מדרגה	paso	מדרגה	paso	N;FEM;SG	N;MASC;SG
הסרת	remoción	הסרה	remoción	N;PSSD;FEM;SG	N;FEM;SG
הסרת	eliminación	הסרה	eliminación	N;PSSD;FEM;SG	N;FEM;SG
חשיפה	revelación	חשיפה	revelación	N;FEM;SG	N;FEM;SG
חשיפה	divulgación	חשיפה	divulgación	N;FEM;SG	N;FEM;SG
חשיפה	exposición	חשיפה	exposición	N;FEM;SG	N;FEM;SG
פוטנציאל	potencial	פוטנציאל	potencial	N;MASC;SG	N;MASC;SG
מתים	muertos	מת	muerto	N;MASC;PL	N;MASC;PL
מתים	dead	מת	dead	N;MASC;PL	N
שייכת	pertenecido	שייך	pertenecer	ADJ;FEM;SG	ADJ;MASC;SG;V.PTCP
לחסום	bloquear	חסם	bloquear	V;NFIN;ACT	V;NFIN
מוצלחת	exitoso	הוצלח	exitoso	ADJ;FEM;SG	ADJ;MASC;SG
מוצלחת	exitosa	הוצלח	exitoso	ADJ;FEM;SG	ADJ;FEM;SG
עיירה	pueblo	עיירה	pueblo	N;FEM;SG	N;MASC;SG
עיירה	ciudad	עיירה	ciudad	N;FEM;SG	N;FEM;SG
פלוגה	compañia	פלוגה	compañia	N;FEM;SG	N;FEM;SG
פלוגה	empresa	פלוגה	empresa	N;FEM;SG	N;FEM;SG
פלוגה	compañía	פלוגה	compañía	N;FEM;SG	N;FEM;SG
פלוגה	companía	פלוגה	companía	N;FEM;SG	N;FEM;SG
שגיאות	errores	שגיאה	error	N;FEM;PL	N;MASC;PL
שגיאות	errores	שגיאה	error	N;FEM;PL	N;MASC;PL
זרוע	brazo	זרוע	brazo	N;FEM;SG	N;MASC;SG
זרוע	arm	זרוע	arm	N;FEM;SG	N
זרוע	antebrazo	זרוע	antebrazo	N;FEM;SG	N;MASC;SG
הפופולריות	popularidad	הפופולריות	popularidad	N;FEM;SG	N;FEM;SG
תיק	case	תיק	case	N;MASC;SG	N
תיק	caso	תיק	caso	N;MASC;SG	N;MASC;SG
תיק	estuche	תיק	estuche	N;MASC;SG	N;MASC;SG
תיק	bolso	תיק	bolso	N;MASC;SG	N;MASC;SG
תיק	bolsa	תיק	bolsa	N;MASC;SG	N;FEM;SG
תיק	bolso	תיק	bolso	N;MASC;SG	N;MASC;SG
תיק	cartera	תיק	cartera	N;MASC;SG	N;FEM;SG
מקורי	original	מקורי	original	ADJ;MASC;SG	ADJ;SG
ציירים	pintores	צייר	pintor	N;MASC;PL	N;MASC;PL
הפרה	infracción	הפרה	infracción	N;FEM;SG	N;FEM;SG
הפרה	violación	הפרה	violación	N;FEM;SG	N;FEM;SG
הפרה	infracción	הפרה	infracción	N;FEM;SG	N;FEM;SG
הפרה	incumplimiento	הפרה	incumplimiento	N;FEM;SG	N;MASC;SG
הפרה	brecha	הפרה	brecha	N;FEM;SG	N;FEM;SG
עיתונות	prensa	עיתונות	prensa	N;FEM;SG	N;FEM;SG
עיתונות	periodismo	עיתונות	periodismo	N;FEM;SG	N;MASC;SG
יורד	descendiendo	ירד	descender	V;MASC;SG;V.PTCP;ACT	V;V.MSDR
תצוגה	pantalla	תצוגה	pantalla	N;FEM;SG	N;FEM;SG
תצוגה	display	תצוגה	display	N;FEM;SG	N
תצוגה	visualización	תצוגה	visualización	N;FEM;SG	N;FEM;SG
שחייה	natación	שחייה	natación	N;FEM;SG	N;FEM;SG
מעקב	seguimiento	מעקב	seguimiento	N;MASC;SG	N;MASC;SG
מעקב	rastreo	מעקב	rastreo	N;MASC;SG	N;MASC;SG
מעקב	vigilancia	מעקב	vigilancia	N;MASC;SG	N;FEM;SG
תחושה	sensación	תחושה	sensación	N;FEM;SG	N;FEM;SG
תחושה	sentimiento	תחושה	sentimiento	N;FEM;SG	N;MASC;SG
תחושה	sensación	תחושה	sensación	N;FEM;SG	N;FEM;SG
אספקה	abastecimiento	אספקה	abastecimiento	N;FEM;SG	N;MASC;SG
אספקה	aprovisionamiento	אספקה	aprovisionamiento	N;FEM;SG	N;MASC;SG
אספקה	abastecimiento	אספקה	abastecimiento	N;FEM;SG	N;MASC;SG
אספקה	aprovisionamiento	אספקה	aprovisionamiento	N;FEM;SG	N;MASC;SG
אספקה	suministro	אספקה	suministro	N;FEM;SG	N;MASC;SG
חיידקים	bacterias	חיידק	bacteria	N;MASC;PL	N;FEM;PL
חיידקים	gérmenes	חיידק	germen	N;MASC;PL	N;MASC;PL
קבלה	cábala	קבלה	cábala	N;FEM;SG	N;FEM;SG
קבלה	aceptación	קבלה	aceptación	N;FEM;SG	N;FEM;SG
קבלה	recibo	קבלה	recibo	N;FEM;SG	N;MASC;SG
קבלה	recepción	קבלה	recepción	N;FEM;SG	N;FEM;SG
קבלה	recibimiento	קבלה	recibimiento	N;FEM;SG	N;MASC;SG
קבלה	acogida	קבלה	acogida	N;FEM;SG	N;FEM;SG
קבלה	recepción	קבלה	recepción	N;FEM;SG	N;FEM;SG
מניות	saldos	מנייה	saldo	N;FEM;PL	N;MASC;PL
מניות	poblaciones	מנייה	población	N;FEM;PL	N;FEM;PL
מניות	stocks	מנייה	stocks	N;FEM;PL	N;MASC;PL
מניות	acciones	מנייה	acción	N;FEM;PL	N;FEM;PL
מניות	existencias	מנייה	existencia	N;FEM;PL	N;FEM;PL
מניות	acciones	מנייה	acción	N;FEM;PL	N;FEM;PL
מניות	acciones	מנייה	acción	N;FEM;PL	N;FEM;PL
מניות	existencias	מנייה	existencia	N;FEM;PL	N;FEM;PL
ישות	entidad	ישות	entidad	N;FEM;SG	N;FEM;SG
מצודת	ciudadela	מצודה	ciudadela	N;FEM;SG	N;FEM;SG
שבויים	cautivos	שבוי	cautivo	N;MASC;PL	N;MASC;PL
שבויים	reclusos	שבוי	recluso	N;MASC;PL	N;MASC;PL
שבויים	prisioneros	שבוי	prisionero	N;MASC;PL	N;MASC;PL
שבויים	presos	שבוי	preso	N;MASC;PL	N;MASC;PL
הושפע	afectó	הושפע	afectar	V;MASC;SG;3;PST;PASS	V;IND;SG;3;PST;FIN
איברים	órganos	איבר	órgano	N;MASC;PL	N;MASC;PL
הפקות	producciones	הפקה	producción	N;FEM;PL	N;FEM;PL
פתרונות	soluciones	פתרון	solución	N;MASC;PL	N;FEM;PL
האוסף	colección	האוסף	colección	N;MASC;SG	N;FEM;SG
האוסף	coleccion	האוסף	coleccionar	N;MASC;SG	N;FEM;SG
התפרצות	brote	התפרצות	brote	N;FEM;SG	N;MASC;SG
התפרצות	erupción	התפרצות	erupción	N;FEM;SG	N;FEM;SG
ראויה	digno	ראוי	digno	ADJ;FEM;SG	ADJ;MASC;SG
ראויה	digna	ראוי	digno	ADJ;FEM;SG	ADJ;FEM;SG
יערות	bosques	עירה	bosque	N;MASC;PL	N;MASC;PL
ילדות	muchachas	ילד	muchacha	N;FEM;PL	N;FEM;PL
ילדות	girls	ילד	girls	N;FEM;PL	N
ילדות	niñas	ילד	niña	N;FEM;PL	N;FEM;PL
ילדות	chicas	ילד	chica	N;FEM;PL	N;FEM;PL
חווה	granja	חווה	granja	N;FEM;SG	N;FEM;SG
חווה	finca	חווה	finca	N;FEM;SG	N;FEM;SG
חווה	eva	חווה	eve	N;FEM;SG	N;FEM;SG
חווה	eve	חווה	eve	N;FEM;SG	N;FEM;SG
חווה	víspera	חווה	víspera	N;FEM;SG	N;FEM;SG
מובילה	liderando	הוביל	liderar	V;FEM;SG;V.PTCP;ACT	V;V.MSDR
מובילה	liderar	הוביל	liderar	V;FEM;SG;V.PTCP;ACT	V;NFIN
שרדו	sobrevivieron	שרד	sobrevevir	V;PL;3;PST;ACT	V;IND;PL;3;PST;FIN
מדרגות	peldaños	מדרגה	peldaño	N;FEM;PL	N;MASC;PL
מדרגות	pasos	מדרגה	paso	N;FEM;PL	N;MASC;PL
מדרגות	escalones	מדרגה	escalón	N;FEM;PL	N;MASC;PL
מדרגות	escaleras	מדרגה	escalera	N;FEM;PL	N;FEM;PL
מדרגות	escalones	מדרגה	escalón	N;FEM;PL	N;MASC;PL
רושם	impresión	רושם	impresión	N;MASC;SG	N;FEM;SG
שואה	shoah	שואה	shoah	N;FEM;SG	N;FEM;SG
שואה	holocausto	שואה	holocausto	N;FEM;SG	N;MASC;SG
סיירת	patrulla	סיירת	patrulla	N;FEM;SG	N;FEM;SG
סיירת	patrullaje	סיירת	patrullaje	N;FEM;SG	N;MASC;SG
שואל	preguntar	שאל	preguntar	V;MASC;SG;V.PTCP;ACT	V;NFIN
שואל	preguntando	שאל	preguntar	V;MASC;SG;V.PTCP;ACT	V;V.MSDR
שואל	pidiendo	שאל	pedir	V;MASC;SG;V.PTCP;ACT	V;V.MSDR
מושגים	conceptos	מושג	concepto	N;MASC;PL	N;MASC;PL
מושגים	nociones	מושג	noción	N;MASC;PL	N;FEM;PL
דרישות	requisitos	דרישה	requisito	N;FEM;PL	N;MASC;PL
דרישות	requerimientos	דרישה	requerimiento	N;FEM;PL	N;MASC;PL
דרישות	exigencias	דרישה	exigencia	N;FEM;PL	N;FEM;PL
דרישות	demandas	דרישה	demanda	N;FEM;PL	N;FEM;PL
נדירים	raros	נדיר	raro	ADJ;MASC;PL	ADJ;MASC;PL
נדירים	raras	נדיר	raro	ADJ;MASC;PL	ADJ;FEM;PL
פסקה	párrafo	פסק	párrafo	N	N;MASC;SG
פסקה	párrafos	פסק	párrafo	N	N;MASC;PL
מחלקות	pelotones	מחלקה	peloton	N;FEM;PL	N;MASC;PL
מחלקות	divisiones	מחלקה	división	N;FEM;PL	N;FEM;PL
מחלקות	secciones	מחלקה	sección	N;FEM;PL	N;FEM;PL
מחלקות	tramos	מחלקה	tramo	N;FEM;PL	N;MASC;PL
מחלקות	pabellones	מחלקה	pabellón	N;FEM;PL	N;MASC;PL
מחלקות	departamentos	מחלקה	departamento	N;FEM;PL	N;MASC;PL
מייצגת	representar	ייצג	representar	V;FEM;SG;V.PTCP;ACT	V;NFIN
מייצגת	representando	ייצג	representar	V;FEM;SG;V.PTCP;ACT	V;V.MSDR
יציב	constante	יציב	constante	ADJ;MASC;SG	ADJ;SG
יציב	estable	יציב	estable	ADJ;MASC;SG	ADJ;SG
מיידית	inmediatamente	מיידי	inmediatamente	ADV	ADV
מכירה	venta	מכירה	venta	N;FEM;SG	N;FEM;SG
מכירה	venta	מכירה	venta	N;FEM;SG	N;FEM;SG
חיוביות	positivos	חיובי	positivo	ADJ;FEM;PL	ADJ;MASC;PL
חיוביות	positivas	חיובי	positivo	ADJ;FEM;PL	ADJ;FEM;PL
פשוטים	simples	פשוט	simple	ADJ;MASC;PL	ADJ;PL
חסות	patrocinio	חסות	patrocinio	N;FEM;SG	N;MASC;SG
חסות	patrocinador	חסות	patrocinador	N;FEM;SG	N;MASC;SG
חסות	patrocinio	חסות	patrocinio	N;FEM;SG	N;MASC;SG
חסות	auspicio	חסות	auspicio	N;FEM;SG	N;MASC;SG
נעלם	ido	נעלם	ir	V;MASC;SG;MID	V;MASC;SG;PST;V.PTCP
בישול	cocción	בישול	cocción	N;MASC;SG	N;FEM;SG
בישול	cocina	בישול	cocina	N;MASC;SG	N;FEM;SG
הצבעים	colores	הצבע	color	N;MASC;PL	N;MASC;PL
עבירות	delitos	עבירה	delito	N;FEM;PL	N;MASC;PL
עבירות	ofensas	עבירה	ofensa	N;FEM;PL	N;FEM;PL
דקה	minuto	דקה	minuto	N;FEM;SG	N;MASC;SG
המרכיבים	ingredientes	המרכיב	ingrediente	N;MASC;PL	N;MASC;PL
הרמה	elevación	הרמה	elevación	N;FEM;SG	N;FEM;SG
הרמה	altitud	הרמה	altitud	N;FEM;SG	N;FEM;SG
נוזל	líquido	נוזל	líquido	N;MASC;SG	N;MASC;SG
נוזל	líquido	נוזל	líquido	N;MASC;SG	N;MASC;SG
לאומיות	nacionalistas	לאומיות	nacionalista	N;FEM;PL	N;PL
כמויות	montantes	כמות	montante	N;FEM;PL	N;PL
כמויות	montos	כמות	monto	N;FEM;PL	N;MASC;PL
כמויות	importes	כמות	importe	N;FEM;PL	N;MASC;PL
כמויות	cantidades	כמות	cantidad	N;FEM;PL	N;FEM;PL
כמויות	cantidades	כמות	cantidad	N;FEM;PL	N;FEM;PL
כמויות	magnitudes	כמות	magnitudes	N;FEM;PL	N;FEM;PL
פינוי	evacuación	פינוי	evacuación	N;MASC;SG	N;FEM;SG
צוללות	submarinos	צלל	submarino	N;FEM;PL	N;MASC;PL
צוללות	submarinos	צלל	submarino	N;FEM;PL	N;MASC;PL
אחות	hermanita	אחות	hermanita	N;FEM;SG	N;FEM;SG
אחות	sister	אחות	sister	N;FEM;SG	N
אחות	hermana	אחות	hermana	N;FEM;SG	N;FEM;SG
אחות	enfermera	אחות	enfermera	N;FEM;SG	N;FEM;SG
אחות	enfermero	אחות	enfermero	N;FEM;SG	N;MASC;SG
חרף	apesar	None	apesar		
לעודד	animar	עודד	animar	V;NFIN;ACT	V;NFIN
לעודד	alentar	עודד	alentar	V;NFIN;ACT	V;NFIN
לעודד	animo	עודד	animo	V;NFIN;ACT	V;IND;SG;1;PRS;FIN
להאמין	creer	האמין	creer	V;NFIN;ACT	V;NFIN
להאמין	creyendo	האמין	creer	V;NFIN;ACT	V;V.MSDR
להאמין	creer	האמין	creer	V;NFIN;ACT	V;NFIN
נר	ner	נר	ner		
גדר	valla	גדר	valla	N;FEM;SG	N;FEM;SG
כנף	ala	כנף	ala		
פחד	temor	פחד	temor	N;MASC;SG	N;MASC;SG
פחד	miedo	פחד	miedo	N;MASC;SG	N;MASC;SG
פחד	fear	פחד	fear	N;MASC;SG	N
מינרלים	minerales	מינרלי	mineral	N;MASC;PL	N;PL
תאומות	gemelas	תאומה	gemelo	N;FEM;PL	N;FEM;PL
תאומות	mellizos	תאומה	mellizo	N;FEM;PL	N;MASC;PL
תאומות	gemelos	תאומה	gemelo	N;FEM;PL	N;MASC;PL
חלום	dream	חלום	dream	N;MASC;SG	N
חלום	sueño	חלום	sueño	N;MASC;SG	N;MASC;SG
אקדמי	académico	אקדמי	académico	ADJ;MASC;SG	ADJ;MASC;SG
אקדמי	académica	אקדמי	académico	ADJ;MASC;SG	ADJ;FEM;SG
חרקים	insectos	חרק	insecto	N;MASC;PL	N;MASC;PL
חרקים	insectos	חרק	insecto	N;MASC;PL	N;MASC;PL
חרקים	bugs	חרק	bugs	N;MASC;PL	N;MASC;PL
חרקים	bichos	חרק	bicho	N;MASC;PL	N;MASC;PL
חרקים	errores	חרק	error	N;MASC;PL	N;MASC;PL
האמין	creyó	האמין	creer	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN
תשובות	respuestas	תשובה	respuesta	N;FEM;PL	N;FEM;PL
תשובות	respuestas	תשובה	respuesta	N;FEM;PL	N;FEM;PL
אקראי	aleatorio	אקראי	aleatorio	ADJ;MASC;SG	ADJ;MASC;SG
אקראי	aleatoria	אקראי	aleatoria	ADJ;MASC;SG	ADJ;FEM;SG
קלאסי	clásica	קלאסי	clásico	ADJ;MASC;SG	ADJ;FEM;SG
קלאסי	clasico	קלאסי	clasico	ADJ;MASC;SG	ADJ;MASC;SG
קלאסי	clásico	קלאסי	clásico	ADJ;MASC;SG	ADJ;MASC;SG
קלאסי	clásica	קלאסי	clásico	ADJ;MASC;SG	ADJ;FEM;SG
קלאסי	clasico	קלאסי	clasico	ADJ;MASC;SG	ADJ;MASC;SG
קלאסי	clásico	קלאסי	clásico	ADJ;MASC;SG	ADJ;MASC;SG
מופעים	instancias	מופע	instancia	N;MASC;PL	N;FEM;PL
מופעים	ocurrencias	מופע	ocurrencia	N;MASC;PL	N;FEM;PL
מופעים	espectáculos	מופע	espectáculo	N;MASC;PL	N;MASC;PL
מופעים	shows	מופע	show	N;MASC;PL	N;MASC;PL
התאבדות	suicide	התאבדות	suicide	N;FEM;SG	N
התאבדות	suicida	התאבדות	suicida	N;FEM;SG	N;SG
התאבדות	suicido	התאבדות	suicido	N;FEM;SG	N;MASC;SG
התאבדות	suicidio	התאבדות	suicidio	N;FEM;SG	N;MASC;SG
התאבדות	suicida	התאבדות	suicida	N;FEM;SG	N;SG
מדויקת	preciso	מדויק	preciso	ADJ;FEM;SG	ADJ;MASC;SG
מדויקת	exacto	מדויק	exacto	ADJ;FEM;SG	ADJ;MASC;SG
מדויקת	exacta	מדויק	exacto	ADJ;FEM;SG	ADJ;FEM;SG
דיו	tinta	דיו	tinta	N;MASC;SG	N;FEM;SG
שירו	sing	שירו	sing		
מחשבה	pensamiento	מחשבה	pensamiento	N;FEM;SG	N;MASC;SG
מכשירים	instrumentos	הכשיר	instrumento	N;MASC;PL	N;MASC;PL
מכשירים	dispositivos	הכשיר	dispositivo	N;MASC;PL	N;MASC;PL
מכשירים	aparatos	הכשיר	aparato	N;MASC;PL	N;MASC;PL
סגנונות	styles	סגנון	stal	N;MASC;PL	N
סגנונות	estilos	סגנון	estilo	N;MASC;PL	N;MASC;PL
אוניברסיטה	universitario	אוניברסיטה	universitario	N;FEM;SG	N;MASC;SG
אוניברסיטה	universidad	אוניברסיטה	universidad	N;FEM;SG	N;FEM;SG
שייטת	flotilla	שייטה	flotilla	N;FEM;SG	N;FEM;SG
אגדה	legend	אגדה	legend	N;FEM;SG	N
אגדה	leyenda	אגדה	leyenda	N;FEM;SG	N;FEM;SG
ניסיתי	intenté	ניסה	intentar	V;SG;1;PST;ACT	V;IND;SG;1;PST;FIN
נחמד	agradable	נחמד	agradable	ADJ;MASC;SG	ADJ;SG
נחמד	bonita	נחמד	bonito	ADJ;MASC;SG	ADJ;FEM;SG
נחמד	bonito	נחמד	bonito	ADJ;MASC;SG	ADJ;MASC;SG
נחמד	lindo	נחמד	lindo	ADJ;MASC;SG	ADJ;MASC;SG
נחמד	linda	נחמד	linda	ADJ;MASC;SG	ADJ;FEM;SG
מרובה	múltiple	מרובה	múltiple	ADJ;FEM;SG	ADJ;SG
חלוץ	pioneer	חלוץ	pioneer	N;MASC;SG	N;SG
להתגבר	superar	התגבר	superar	V;NFIN	V;NFIN
הממצאים	hallazgos	הממצאים	hallazgo	N	N;MASC;PL
