tagasiside	odozva	tagasi_side	odozva	N;NOM;SG	N;NOM;FEM;SG
informaatika	computing	informaatika	computing	N;NOM;SG	N;NOM;FEM;SG
laienemine	zväčšenie	laienemine	zväčšenie	N;NOM;SG	N;NOM;NEUT;SG
laienemine	rozšírenie	laienemine	rozšírenie	N;NOM;SG	N;NOM;NEUT;SG
laienemine	rozširovanie	laienemine	rozširovanie	N;NOM;SG	N;NOM;NEUT;SG
laienemine	rozšírenie	laienemine	rozšírenie	N;NOM;SG	N;NOM;NEUT;SG
laienemine	rozširovanie	laienemine	rozširovanie	N;NOM;SG	N;NOM;NEUT;SG
delegatsioon	delegácia	delegatsioon	delegácia	N;NOM;SG	N;NOM;FEM;SG
molotovi	molotov	molotov	molot	N;NOM;SG	N;INAN;NOM;MASC;SG
õiglus	spravodlivosť	õiglus	spravodlivosť	N;NOM;SG	N;NOM;FEM;SG
õiglus	justice	õiglus	justice	N;NOM;SG	N;NOM;FEM;SG
õiglus	spravodlivosť	õiglus	spravodlivosť	N;NOM;SG	N;NOM;FEM;SG
kolooniad	kolónie	koloonia	kolónia	N;NOM;PL	N;NOM;FEM;PL
formaat	formát	formaat	formát	N;NOM;SG	N;INAN;NOM;MASC;SG
vöönd	zóna	vöönd	zóna	N;NOM;SG	N;NOM;FEM;SG
pühitsetud	posvätená	pühitsema	posvätený	ADJ;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
hetk	okamih	hetk	okamih	N;NOM;SG	N;INAN;NOM;MASC;SG
hetk	moment	hetk	moment	N;NOM;SG	N;INAN;NOM;MASC;SG
hetk	chvíľka	hetk	chvíľka	N;NOM;SG	N;NOM;FEM;SG
hetk	chvíľa	hetk	chvíľa	N;NOM;SG	N;NOM;FEM;SG
telefon	telefón	telefon	telefón	N;NOM;SG	N;INAN;NOM;MASC;SG
telefon	mobil	telefon	mobiť	N;NOM;SG	N;INAN;NOM;MASC;SG
telefon	telefon	telefon	telefon	N;NOM;SG	N;INAN;NOM;MASC;SG
telefon	telefón	telefon	telefón	N;NOM;SG	N;INAN;NOM;MASC;SG
telefon	telefon	telefon	telefon	N;NOM;SG	N;INAN;NOM;MASC;SG
arktika	arktíde	arktika	arktída	N;NOM;SG	N;NOM;NEUT;SG
locke	locke	locke	lock	N;NOM;SG	N;ANIM;NOM;MASC;SG
soomlased	fíni	soomlane	fín	N;NOM;PL	N;ANIM;NOM;MASC;PL
minevik	minulosť	minevik	minulosť	N;NOM;SG	N;NOM;FEM;SG
luksemburg	luxembursko	luksemburg	luxembursko	N;NOM;SG	N;NOM;NEUT;SG
gerard	gerard	gerard	gerard	N;NOM;SG	N;ANIM;NOM;MASC;SG
teadvus	vedomie	teadvus	vedomie	N;NOM;SG	N;NOM;NEUT;SG
aadel	vznešenosť	aade	vznešenosť	N;NOM;SG	N;NOM;FEM;SG
faktor	činiteľ	faktor	činiteľ	N;NOM;SG	N;ANIM;NOM;MASC;SG
faktor	faktor	faktor	faktor	N;NOM;SG	N;INAN;NOM;MASC;SG
tähtkuju	súhvezdie	täht_kuju	súhvezdie	N;NOM;SG	N;NOM;NEUT;SG
tegur	činiteľ	tegur	činiteľ	N;NOM;SG	N;ANIM;NOM;MASC;SG
tegur	faktor	tegur	faktor	N;NOM;SG	N;INAN;NOM;MASC;SG
lepingud	zákazky	leping	zákazka	N;NOM;PL	N;NOM;FEM;PL
lepingud	kontrakty	leping	kontrakt	N;NOM;PL	N;INAN;NOM;MASC;PL
lepingud	zmluvy	leping	zmluva	N;NOM;PL	N;NOM;FEM;PL
lepingud	zmluvy	leping	zmluva	N;NOM;PL	N;NOM;FEM;PL
lepingud	dohody	leping	dohoda	N;NOM;PL	N;NOM;FEM;PL
curie	curie	curie	curia	N;NOM;SG	N;NOM;MASC;SG
räägi	povedať	rääkima	povedať	V;IMP;SG;2;PRS;FIN;ACT	V;PFV;POS;NFIN
räägi	povedz	rääkima	povedz	V;IMP;SG;2;PRS;FIN;ACT	V;PFV;IMP;SG;2;POS;FIN
räägi	hovoriť	rääkima	hovoriť	V;IMP;SG;2;PRS;FIN;ACT	V;IPFV;POS;NFIN
räägi	porozprávať	rääkima	porozprávať	V;IMP;SG;2;PRS;FIN;ACT	V;PFV;POS;NFIN
räägi	hovoriť	rääkima	hovoriť	V;IMP;SG;2;PRS;FIN;ACT	V;IPFV;POS;NFIN
valima	vybrať	valima	vybrať	V;IN+ALL;V.CVB;ACT	V;PFV;POS;NFIN
valima	zvoľte	valima	zvoľiť	V;IN+ALL;V.CVB;ACT	V;PFV;IMP;PL;2;POS;FIN
valima	vyberte	valima	vybrať	V;IN+ALL;V.CVB;ACT	V;PFV;IMP;PL;2;POS;FIN
valima	vybrať	valima	vybrať	V;IN+ALL;V.CVB;ACT	V;PFV;POS;NFIN
valima	zvoľte	valima	zvoľiť	V;IN+ALL;V.CVB;ACT	V;PFV;IMP;PL;2;POS;FIN
oksad	pobočky	oks	pobočka	N;NOM;PL	N;NOM;FEM;PL
oksad	vetvy	oks	vetvy	N;NOM;PL	N;NOM;FEM;PL
portreed	portréty	portree	portrét	N;NOM;PL	N;INAN;NOM;MASC;PL
lahkumine	odlet	lahkumine	odlet	N;NOM;SG	N;INAN;NOM;MASC;SG
lahkumine	odklon	lahkumine	odklon	N;NOM;SG	N;INAN;NOM;MASC;SG
lahkumine	odchod	lahkumine	odchod	N;NOM;SG	N;INAN;NOM;MASC;SG
lahkumine	odchod	lahkumine	odchod	N;NOM;SG	N;INAN;NOM;MASC;SG
efektiivsus	efektívnosť	efektiivsus	efektívnosť	N;NOM;SG	N;NOM;FEM;SG
efektiivsus	účinnosť	efektiivsus	účinnosť	N;NOM;SG	N;NOM;FEM;SG
efektiivsus	efektivita	efektiivsus	efektivita	N;NOM;SG	N;NOM;FEM;SG
efektiivsus	efektívnosť	efektiivsus	efektívnosť	N;NOM;SG	N;NOM;FEM;SG
efektiivsus	účinnosť	efektiivsus	účinnosť	N;NOM;SG	N;NOM;FEM;SG
efektiivsus	účinnosť	efektiivsus	účinnosť	N;NOM;SG	N;NOM;FEM;SG
ülesehitus	rekonštrukcia	üle_sehitus	rekonštrukcia	N;NOM;SG	N;NOM;FEM;SG
ülesehitus	konštrukcia	üle_sehitus	konštrukcia	N;NOM;SG	N;NOM;FEM;SG
ülesehitus	štruktúra	üle_sehitus	štruktúra	N;NOM;SG	N;NOM;FEM;SG
norbert	norbert	norbert	norbert	N;NOM;SG	N;ANIM;NOM;MASC;SG
esperanto	esperanto	esperanto	esperanto	N;NOM;SG	N;INAN;NOM;MASC;SG
reformid	reformy	reform	reforma	N;NOM;PL	N;NOM;FEM;PL
väljund	výstup	väljund	výstup	N;NOM;SG	N;INAN;NOM;MASC;SG
väljund	produkcia	väljund	produkcia	N;NOM;SG	N;NOM;FEM;SG
clara	clara	clara	clara	N;NOM;SG	N;NOM;FEM;SG
clara	klára	clara	klár	N;NOM;SG	N;NOM;FEM;SG
ligipääs	pristup	ligi_pääs	pristup	N;NOM;SG	N;INAN;NOM;MASC;SG
ligipääs	prístup	ligi_pääs	prístup	N;NOM;SG	N;INAN;NOM;MASC;SG
psühholoogiline	psychologický	psühholoogiline	psychologický	ADJ;NOM;SG	ADJ;ANIM;NOM;MASC;SG
psühholoogiline	psychické	psühholoogiline	psychický	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
psühholoogiline	psychologické	psühholoogiline	psychologický	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
saun	sauna	saun	sauna	N;NOM;SG	N;NOM;FEM;SG
presidendid	predsedovia	president	predsedovie	N;NOM;PL	N;ANIM;NOM;MASC;PL
presidendid	predsedov	president	predsedov	N;NOM;PL	N;INAN;NOM;MASC;PL
komponendi	komponentu	komponent	komponent	N;GEN;SG	N;INAN;GEN;MASC;SG
kirjutised	písomnosti	kirjutine	písomnosť	N;NOM;PL	N;NOM;FEM;PL
kirjutised	spisy	kirjutine	spis	N;NOM;PL	N;INAN;NOM;MASC;PL
asendus	nahradiť	asenduma	nahradiť	V;IND;SG;3;PST;FIN;ACT	V;PFV;POS;NFIN
maksud	odvody	maks	odvod	N;NOM;PL	N;INAN;NOM;MASC;PL
maksud	dane	maks	daň	N;NOM;PL	N;NOM;FEM;PL
võidetud	porazený	võidetud	porazený	ADJ;PST;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
illustraator	ilustrátor	illustraator	ilustrátor	N;NOM;SG	N;ANIM;NOM;MASC;SG
harta	listina	hartma	listina	N;NOM;SG	N;NOM;FEM;SG
harta	charta	hartma	charta	N;NOM;SG	N;NOM;FEM;SG
nõudmised	požiadavky	nõudmine	požiadavka	N;NOM;PL	N;NOM;FEM;PL
nõudmised	žiadosti	nõudmine	žiadosť	N;NOM;PL	N;NOM;FEM;PL
nõudmised	požiadavky	nõudmine	požiadavka	N;NOM;PL	N;NOM;FEM;PL
kriteeriumid	kritéria	kriteerium	kritérium	N;NOM;PL	N;NOM;NEUT;PL
kriteeriumid	kritériá	kriteerium	kritérium	N;NOM;PL	N;NOM;NEUT;PL
allkiri	podpis	all_kiri	podpis	N;NOM;SG	N;INAN;NOM;MASC;SG
maas	nadol	maas	nadol	ADV	ADV
maas	dolu	maas	dolu	ADV	ADV
maas	dole	maas	dole	ADV	ADV
otsustav	rozhodujúci	otsustav	rozhodujúci	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
otsustav	rozhodný	otsustav	rozhodný	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;ANIM;NOM;MASC;SG
otsustav	rozhodujúce	otsustav	rozhodujúci	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
otsustav	rozhodné	otsustav	rozhodný	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;NOM;NEUT;SG
otsustav	rozhodujúca	otsustav	rozhodujúci	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;NOM;FEM;SG;POS;V.PTCP;ACT
palub	žiada	paluma	žiada	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
palub	pýta	paluma	pýtať	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
mainis	spomenul	mainima	spomenúť	V;IND;SG;3;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
mainis	spomenula	mainima	spomenúť	V;IND;SG;3;PST;FIN;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
meteoroloogia	meteorológia	meteoroloogia	meteorológia	N;NOM;SG	N;NOM;FEM;SG
stepan	stepan	stepan	stepan	N;NOM;SG	N;ANIM;NOM;MASC;SG
demokraadid	demokratov	demo_kraat	demokrat	N;NOM;PL	N;ANIM;NOM;MASC;PL
demokraadid	demokrati	demo_kraat	demokrat	N;NOM;PL	N;ANIM;NOM;MASC;PL
näljahäda	hladomor	nälja_häda	hladomor	N;NOM;SG	N;INAN;NOM;MASC;SG
näljahäda	hlad	nälja_häda	hlad	N;NOM;SG	N;INAN;NOM;MASC;SG
motiivid	motívy	motiiv	motíva	N;NOM;PL	N;INAN;NOM;MASC;PL
motiivid	motívy	motiiv	motíva	N;NOM;PL	N;INAN;NOM;MASC;PL
vastuvõetud	akceptované	vastu_võetud	akceptovaný	ADJ;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
vastuvõetud	prijatý	vastu_võetud	prijatý	ADJ;PST;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
vastuvõetud	prijaté	vastu_võetud	prijatý	ADJ;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
vastuvõetud	prijatá	vastu_võetud	prijatý	ADJ;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
vastuvõetud	prijatý	vastu_võetud	prijatý	ADJ;PST;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
vastuvõetud	prijaté	vastu_võetud	prijatý	ADJ;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
vastuvõetud	prijatá	vastu_võetud	prijatý	ADJ;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
baleriin	balerína	baleriin	balerín	N;NOM;SG	N;NOM;FEM;SG
ipod	ipod	ipo	ipod	N;NOM;SG	N;INAN;NOM;MASC;SG
krooniline	chronická	krooniline	chronický	ADJ;NOM;SG	ADJ;NOM;FEM;SG
krooniline	chronické	krooniline	chronický	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
kraater	kráter	kraater	kráter	N;NOM;SG	N;INAN;NOM;MASC;SG
leibkonna	domácnosť	leibkond	domácnosť	N;NOM;SG	N;NOM;FEM;SG
kauge	vzdialené	kauge	vzdialený	ADJ;NOM;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
kauge	vzdialený	kauge	vzdialený	ADJ;NOM;SG	ADJ;ANIM;NOM;MASC;SG
kauge	vzdialená	kauge	vzdialený	ADJ;NOM;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
istus	sadol	istuma	sadnúť	V;IND;SG;3;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
istus	sedel	istuma	sedieť	V;IND;SG;3;PST;FIN;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
coli	coli	coli	coliť	N;NOM;SG	N;INAN;NOM;MASC;SG
ajakirjad	denníky	aja_kiri	denník	N;NOM;PL	N;INAN;NOM;MASC;PL
ajakirjad	časopisy	aja_kiri	časopis	N;NOM;PL	N;INAN;NOM;MASC;PL
ajakirjad	časopisy	aja_kiri	časopis	N;NOM;PL	N;INAN;NOM;MASC;PL
nähtamatu	neviditeľné	nähtamatu	neviditeľný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
nähtamatu	neviditeľná	nähtamatu	neviditeľný	ADJ;NOM;SG	ADJ;NOM;FEM;SG
nähtamatu	neviditeľný	nähtamatu	neviditeľný	ADJ;NOM;SG	ADJ;ANIM;NOM;MASC;SG
nähtamatu	neviditeľné	nähtamatu	neviditeľný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
nähtamatu	neviditeľný	nähtamatu	neviditeľný	ADJ;NOM;SG	ADJ;ANIM;NOM;MASC;SG
haamer	kladivo	haamer	kladivo	N;NOM;SG	N;NOM;NEUT;SG
jätkati	pokračoval	jätkama	pokračovať	V;IND;PST;FIN;PASS	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
jätkati	pokračovala	jätkama	pokračovať	V;IND;PST;FIN;PASS	V;IPFV;FEM;SG;POS;PST;V.PTCP
jätkati	pokračovalo	jätkama	pokračovať	V;IND;PST;FIN;PASS	V;IPFV;NEUT;SG;POS;PST;V.PTCP
luxembourg	luxembursko	luxembourg	luxembursko	N;NOM;SG	N;NOM;NEUT;SG
piip	fajka	piip	fajka	N;NOM;SG	N;NOM;FEM;SG
piip	potrubie	piip	potrubie	N;NOM;SG	N;NOM;NEUT;SG
piip	rúra	piip	rúra	N;NOM;SG	N;NOM;FEM;SG
vastuolud	nezrovnalosti	vastu_olu	nezrovnalosť	N;NOM;PL	N;NOM;FEM;PL
tõstmine	zvyšovanie	tõstmine	zvyšovanie	N;NOM;SG	N;NOM;NEUT;SG
tõstmine	zdvíhanie	tõstmine	zdvíhanie	N;NOM;SG	N;NOM;NEUT;SG
kümnes	desiaty	kümnes	desiaty	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG
kümnes	desiate	kümnes	desate	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
täiustatud	vylepšené	täiusta=tud	vylepšený	ADJ;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
täiustatud	zlepšené	täiusta=tud	zlepšený	ADJ;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG
täiustatud	pokročilý	täiusta=tud	pokročilý	ADJ;PST;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG
täiustatud	pokročilé	täiusta=tud	pokročilý	ADJ;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG
täiustatud	rozšírené	täiusta=tud	rozšírený	ADJ;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
ajad	krát	aeg	krát	N;NOM;PL	N;NOM;MASC;PL
ajad	časy	aeg	čas	N;NOM;PL	N;INAN;NOM;MASC;PL
marine	mariňák	marine	mariňák	N;NOM;SG	N;ANIM;NOM;MASC;SG
marine	námorník	marine	námorník	N;NOM;SG	N;ANIM;NOM;MASC;SG
marine	marine	marine	marin	N;NOM;SG	N;NOM;FEM;SG
agentuur	agentúra	agentuur	agentúra	N;NOM;SG	N;NOM;FEM;SG
entomoloog	entomológ	entomoloog	entomológ	N;NOM;SG	N;ANIM;NOM;MASC;SG
kuulis	počula	kuulma	počuť	V;IND;SG;3;PST;FIN;ACT	V;FEM;SG;POS;PST;V.PTCP
kuulis	počul	kuulma	počuť	V;IND;SG;3;PST;FIN;ACT	V;ANIM;MASC;SG;POS;PST;V.PTCP
tuuleveski	mlyn	tuule_veski	mlyn	N;NOM;SG	N;INAN;NOM;MASC;SG
peegeldab	odzrkadľuje	peegeldama	odzrkadľovať	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
peegeldab	odráža	peegeldama	odráža	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
natura	natura	natura	natura	N;NOM;SG	N;NOM;FEM;SG
uskumused	viery	uskumus	viera	N;NOM;PL	N;NOM;FEM;PL
uskumused	presvedčenia	uskumus	presvedčenie	N;NOM;PL	N;NOM;NEUT;PL
nõid	čarodejnica	nõid	čarodejnica	N;NOM;SG	N;NOM;FEM;SG
nõid	bosorka	nõid	bosorka	N;NOM;SG	N;NOM;FEM;SG
maandus	pristál	maanduma	pristáť	V;IND;SG;3;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
maandus	vyložiť	maanduma	vyložiť	V;IND;SG;3;PST;FIN;ACT	V;PFV;POS;NFIN
steel	oceľ	steel	oceľ	N;NOM;SG	N;NOM;FEM;SG
isabella	isabella	isa_bella	isabello	N;NOM;SG	N;NOM;FEM;SG
mozilla	mozilla	mozilla	mozillo	N;NOM;SG	N;NOM;FEM;SG
saavutab	dosahuje	saavutama	dosahovať	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
saavutab	dosiahne	saavutama	dosiahnuť	V;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
teatab	oznamuje	teatama	oznamovať	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
teatab	vyhlasuje	teatama	vyhlasovať	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
kohtunud	stretla	kohtuma	stretnúť	V;PST;V.PTCP;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
kohtunud	stretol	kohtuma	stretnúť	V;PST;V.PTCP;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
mürk	jed	mürk	jed	N;NOM;SG	N;INAN;NOM;MASC;SG
mürk	jed	mürk	jed	N;NOM;SG	N;INAN;NOM;MASC;SG
igavesti	navždy	igavesti	navždy	ADV	ADV
igavesti	naveky	igavesti	naveky	ADV	ADV
unustatud	zabudnuté	unustatud	zabudnutý	ADJ;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
reform	reforma	reform	reforma	N;NOM;SG	N;NOM;FEM;SG
tseremoonia	obrad	tseremoonia	obrad	N;NOM;SG	N;INAN;NOM;MASC;SG
tseremoonia	slávnosť	tseremoonia	slávnosť	N;NOM;SG	N;NOM;FEM;SG
tõlk	prekladateľ	tõlk	prekladateľ	N;NOM;SG	N;ANIM;NOM;MASC;SG
tõlk	tlmočník	tõlk	tlmočník	N;NOM;SG	N;ANIM;NOM;MASC;SG
raadius	okruh	raadius	okruh	N;NOM;SG	N;INAN;NOM;MASC;SG
raadius	polomer	raadius	polomer	N;NOM;SG	N;INAN;NOM;MASC;SG
kasvajate	nádorov	kasvaja	nádor	N;GEN;PL	N;INAN;GEN;MASC;PL
antonius	antonius	antonius	antonius	N;NOM;SG	N;ANIM;NOM;MASC;SG
walther	walther	walther	walther	N;NOM;SG	N;ANIM;NOM;MASC;SG
murdis	rozbila	murdma	rozbiť	V;IND;SG;3;PST;FIN;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
murdis	zlomil	murdma	zlomiť	V;IND;SG;3;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
murdis	zlomilo	murdma	zlomiť	V;IND;SG;3;PST;FIN;ACT	V;PFV;NEUT;SG;POS;PST;V.PTCP
muudatus	zmena	muudatus	zmena	N;NOM;SG	N;NOM;FEM;SG
nõrgad	slabí	nõrk	slabý	ADJ;NOM;PL	ADJ;ANIM;NOM;MASC;PL
einstein	einstein	einstein	einstein	N;NOM;SG	N;ANIM;NOM;MASC;SG
ice	ľad	ice	ľad	N;NOM;SG	N;INAN;NOM;MASC;SG
kann	džbán	kann	džbán	N;NOM;SG	N;INAN;NOM;MASC;SG
juur	koreň	juur	koreň	N;NOM;SG	N;INAN;NOM;MASC;SG
tundlik	citlivé	tundlik	citlivý	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
tundlik	citlivá	tundlik	citlivý	ADJ;NOM;SG	ADJ;NOM;FEM;SG
tundlik	citlivý	tundlik	citlivý	ADJ;NOM;SG	ADJ;ANIM;NOM;MASC;SG
diplomaatia	diplomacia	diplomaatia	diplomacia	N;NOM;SG	N;NOM;FEM;SG
elupaikade	biotopov	elu_paik	biotop	N;GEN;PL	N;INAN;GEN;MASC;PL
elupaikade	biotopov	elu_paik	biotop	N;GEN;PL	N;INAN;GEN;MASC;PL
väärib	zaslúži	väärima	zaslúžiť	V;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
tõhus	efektívny	tõhus	efektívny	ADJ;NOM;SG	ADJ;ANIM;NOM;MASC;SG
tõhus	efektívna	tõhus	efektívny	ADJ;NOM;SG	ADJ;NOM;FEM;SG
tõhus	účinné	tõhus	účinný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
tõhus	efektívna	tõhus	efektívny	ADJ;NOM;SG	ADJ;NOM;FEM;SG
tõhus	účinný	tõhus	účinný	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG
kalduvus	tendencia	kalduvus	tendencia	N;NOM;SG	N;NOM;FEM;SG
täiendav	dodatočné	täiendav	dodatočný	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;NOM;NEUT;SG
täiendav	doplňujúce	täiendav	doplňujúci	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
täiendav	ďalšie	täiendav	ďalší	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;NOM;NEUT;SG
täiendav	doplnkové	täiendav	doplnkový	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;NOM;NEUT;SG
täiendav	doplnkový	täiendav	doplnkový	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;INAN;NOM;MASC;SG
täiendav	doplnková	täiendav	doplnkový	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;NOM;FEM;SG
täiendav	doplňujúce	täiendav	doplňujúci	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
täiendav	doplnkové	täiendav	doplnkový	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;NOM;NEUT;SG
täiendav	doplňujúca	täiendav	doplňujúci	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;NOM;FEM;SG;POS;V.PTCP;ACT
täiendav	doplnkový	täiendav	doplnkový	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;INAN;NOM;MASC;SG
täiendav	doplnková	täiendav	doplnkový	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;NOM;FEM;SG
täiendav	doplňujúce	täiendav	doplňujúci	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
täiendav	doplnkové	täiendav	doplnkový	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;NOM;NEUT;SG
ertshertsog	arcivojvoda	ertshertsog	arcivojvod	N;NOM;SG	N;ANIM;NOM;MASC;SG
tööriist	nástroj	töö_riist	nástroj	N;NOM;SG	N;INAN;NOM;MASC;SG
tööriist	náradie	töö_riist	náradie	N;NOM;SG	N;NOM;NEUT;SG
rikutud	poškodený	rikkuma	poškodený	ADJ;PST;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
rikutud	poškodená	rikkuma	poškodený	ADJ;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
rikutud	poškodené	rikkuma	poškodený	ADJ;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
rikutud	zničená	rikkuma	zničený	ADJ;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
rikutud	porušené	rikkuma	porušený	ADJ;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
hüppas	skočila	hüppama	skočiť	V;IND;SG;3;PST;FIN;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
hüppas	skočil	hüppama	skočiť	V;IND;SG;3;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
hüppas	vyskočil	hüppama	vyskočiť	V;IND;SG;3;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
reageerivad	reagovať	reageerima	reagovať	V;IND;PL;3;PRS;FIN;ACT	V;IPFV;POS;NFIN
vaenlased	nepriatelia	vaenlane	nepriateľ	N;NOM;PL	N;ANIM;NOM;MASC;PL
terra	terra	terra	tere	N;NOM;SG	N;NOM;FEM;SG
eeldus	domnienka	eeldus	domnienka	N;NOM;SG	N;NOM;FEM;SG
eeldus	predpoklad	eeldus	predpoklad	N;NOM;SG	N;INAN;NOM;MASC;SG
eeldus	predpoklad	eeldus	predpoklad	N;NOM;SG	N;INAN;NOM;MASC;SG
mitmekordne	viacnásobné	mitme_kordne	viacnásobný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
mitmekordne	viaceré	mitme_kordne	viacero	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
haute	haute	haut	haute	N;NOM;SG	N;NOM;FEM;SG
kandidaadid	záujemcovia	kandidaat	záujemca	N;NOM;PL	N;ANIM;NOM;MASC;PL
kandidaadid	kandidáti	kandidaat	kandidát	N;NOM;PL	N;ANIM;NOM;MASC;PL
kandidaadid	uchádzači	kandidaat	uchádzač	N;NOM;PL	N;ANIM;NOM;MASC;PL
dom	dom	dom	dom	N;NOM;SG	N;INAN;NOM;MASC;SG
césar	cézar	césar	cézar	N;NOM;SG	N;ANIM;NOM;MASC;SG
césar	cesar	césar	cesar	N;NOM;SG	N;ANIM;NOM;MASC;SG
césar	césar	césar	césar	N;NOM;SG	N;ANIM;NOM;MASC;SG
teras	oceľ	tera	oceľ	N;NOM;SG	N;NOM;FEM;SG
nool	šíp	nool	šíp	N;NOM;SG	N;INAN;NOM;MASC;SG
