もの	rzeczy	もの	rzecz	N	N;ACC;FEM;PL
フォーマット	formaty	フォーマット	formata	N	N;NOM;MASC;PL
フォーマット	formatu	フォーマット	format	N	N;GEN;MASC;SG
フォーマット	formacie	フォーマット	format	N	N;DAT;MASC;SG
フォーマット	format	フォーマット	format	N	N;NOM;MASC;SG
アース	ziemi	アース	ziemia	N	N;GEN;FEM;SG
アース	ziemia	アース	ziemia	N	N;NOM;FEM;SG
バルブ	zawór	バルブ	zawór	N	N;NOM;MASC;SG
バルブ	zawory	バルブ	zawór	N	N;NOM;MASC;PL
鉱物	minerały	鉱物	minerał	N	N;NOM;MASC;PL
鉱物	minerałów	鉱物	minerał	N	N;GEN;MASC;PL
鉱物	minerały	鉱物	minerał	N	N;NOM;MASC;PL
幸福	szczęście	幸福	szczęście	N	N;NOM;NEUT;SG
幸福	szczęścia	幸福	szczęście	N	N;GEN;NEUT;SG
振動	drgania	振動	drganie	N	N;NOM;NEUT;PL
振動	wibracje	振動	wibracja	N	N;NOM;FEM;PL
振動	wibracji	振動	wibracja	N	N;GEN;FEM;SG
ピーク	szczyt	ピーク	szczyt	N	N;NOM;MASC;SG
山地	góry	山地	góra	N	N;NOM;FEM;PL
症候	syndrom	症候	syndrom	N	N;ACC;MASC;SG
汚染	zanieczyszczenia	汚染	zanieczyszczyć	N	N;PFV;GEN;NEUT;SG;POS;V.MSDR
汚染	zanieczyszczenie	汚染	zanieczyszczenie	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
汚染	zanieczyszczenia	汚染	zanieczyszczyć	N	N;PFV;GEN;NEUT;SG;POS;V.MSDR
汚染	skażenie	汚染	skażenie	N	N;NOM;NEUT;SG
汚染	zanieczyszczenie	汚染	zanieczyszczenie	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
細菌	bakteria	細菌	bakteria	N	N;NOM;FEM;SG
中尉	porucznik	中尉	porucznik	N	N;NOM;MASC;SG
民主主義	demokracji	民主主義	demokracja	N	N;GEN;FEM;SG
民主主義	demokracja	民主主義	demokracja	N	N;NOM;FEM;SG
キュー	kolejki	キュー	kolejka	N	N;ACC;FEM;PL
キュー	kolejka	キュー	kolejka	N	N;NOM;FEM;SG
キュー	kolejek	キュー	kolejka	N	N;GEN;FEM;PL
キュー	kolejki	キュー	kolejka	N	N;ACC;FEM;PL
元素	elementy	元素	element	N	N;NOM;MASC;PL
元素	pierwiastki	元素	pierwiastek	N	N;NOM;MASC;PL
元素	pierwiastek	元素	pierwiastka	N	N;NOM;MASC;SG
元素	element	元素	element	N	N;NOM;MASC;SG
性的	seksualna	性的	seksualny	ADJ	ADJ;NOM;FEM;SG
性的	seksualny	性的	seksualny	ADJ	ADJ;NOM;MASC;SG
性的	seksualne	性的	seksualny	ADJ	ADJ;NOM;NEUT;SG
カート	wózki	カート	wózek	N	N;NOM;MASC;PL
カート	wózek	カート	wózek	N	N;ACC;MASC;SG
カート	koszyk	カート	koszyk	N	N;NOM;MASC;SG
技法	techniki	技法	technika	N	N;ACC;FEM;SG
技法	technika	技法	technika	N	N;NOM;FEM;SG
王女	księżniczki	王女	księżniczka	N	N;GEN;FEM;SG
王女	księżniczka	王女	księżniczka	N	N;NOM;FEM;SG
狭い	wąski	狭い	wąsk	ADJ	ADJ;NOM;MASC;SG
狭い	wąskie	狭い	wąsk	ADJ	ADJ;NOM;NEUT;SG
狭い	węższy	狭い	węsieszyć	ADJ	ADJ;NOM;CMPR;MASC;SG
母音	samogłoski	母音	samogłoski	N	N;NOM;MASC;PL
母音	samogłoska	母音	samogłosek	N	N;NOM;FEM;SG
シンボル	symbole	シンボル	symbol	N	N;NOM;MASC;PL
シンボル	symbol	シンボル	symbol	N	N;NOM;MASC;SG
シンボル	symbolu	シンボル	symbol	N	N;GEN;MASC;SG
情熱	pasję	情熱	pasja	N	N;ACC;FEM;SG
情熱	pasja	情熱	pasja	N	N;NOM;FEM;SG
情熱	namiętność	情熱	namiętność	N	N;NOM;FEM;SG
情熱	pasji	情熱	pasja	N	N;GEN;FEM;SG
情熱	namiętności	情熱	namiętność	N	N;GEN;FEM;SG
補足	uzupełnienie	補足	uzupełnić	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
太鼓	beczka	太鼓	beczka	N	N;NOM;FEM;SG
太鼓	bęben	太鼓	bęben	N	N;NOM;MASC;SG
太鼓	bębny	太鼓	bębny	N	N;NOM;MASC;PL
太鼓	beczki	太鼓	beczka	N	N;ACC;FEM;PL
太鼓	bębny	太鼓	bębny	N	N;NOM;MASC;PL
所得	dochód	所得	dochód	N	N;NOM;MASC;SG
所得	przychód	所得	przychód	N	N;NOM;MASC;SG
所得	przychody	所得	przychody	N	N;NOM;MASC;PL
所得	dochodów	所得	dochód	N	N;GEN;MASC;PL
所得	dochody	所得	dochód	N	N;NOM;MASC;PL
集める	zebrać	集める	zebrać	V	V;PFV;NFIN;ACT
カタログ	katalogów	カタログ	katalog	N	N;GEN;MASC;PL
カタログ	katalogi	カタログ	kataloga	N	N;NOM;MASC;PL
カタログ	katalog	カタログ	katalog	N	N;NOM;MASC;SG
カタログ	katalogu	カタログ	katalóg	N	N;GEN;MASC;SG
カタログ	katalogi	カタログ	kataloga	N	N;NOM;MASC;PL
カタログ	katalog	カタログ	katalog	N	N;NOM;MASC;SG
カタログ	katalogu	カタログ	katalóg	N	N;GEN;MASC;SG
保全	konserwacja	保全	konserwacja	N	N;NOM;FEM;SG
卒業生	absolwentów	卒業生	absolwent	N	N;ACC;MASC;PL
卒業生	absolwentów	卒業生	absolwent	N	N;ACC;MASC;PL
有権	wyborca	有権	wyborca	N	N;NOM;MASC;SG
有権	wyborcy	有権	wyborca	N	N;NOM;MASC;PL
有権	wyborcy	有権	wyborca	N	N;NOM;MASC;PL
有権	wyborców	有権	wyborca	N	N;ACC;MASC;PL
焼き	płonie	焼く	płonąć	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
焼き	spalić	焼く	spalić	V	V;IPFV;NFIN;ACT
焼き	spal	焼く	spal	V	V;IPFV;MASC;IND;SG;PST;FIN;ACT
獅子	lwa	獅子	lwa	N	N;ACC;MASC;SG
獅子	lew	獅子	lew	N	N;NOM;MASC;SG
婚約	aktywność	婚約	aktywność	N	N;NOM;FEM;SG
婚約	zaangażowanie	婚約	zaangażowanie	N	N;NOM;NEUT;SG
婚約	zaręczyny	婚約	zaręczyna	N	N;NOM;FEM;PL
婚約	zaręczyny	婚約	zaręczyna	N	N;NOM;FEM;PL
ディスプレイ	wyświetlacz	ディスプレイ	wyświetlacz	N	N;NOM;MASC;SG
ディスプレイ	wyświetlanie	ディスプレイ	wyświetlać	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
ディスプレイ	wyświetlania	ディスプレイ	wyświetlanie	N	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
サイエンス	nauka	サイエンス	nauka	N	N;NOM;FEM;SG
アパート	apartamenty	アパート	apartament	N	N;NOM;MASC;PL
真理	prawda	真理	prawda	N	N;NOM;FEM;SG
オートバイ	motocykl	オートバイ	motocykl	N	N;ACC;MASC;SG
オートバイ	motocyklista	オートバイ	motocyklista	N	N;NOM;MASC;SG
オートバイ	motocykle	オートバイ	motocykl	N	N;NOM;MASC;PL
オートバイ	motocykl	オートバイ	motocykl	N	N;ACC;MASC;SG
オートバイ	motocykla	オートバイ	motocykla	N	N;GEN;MASC;SG
オートバイ	motocykli	オートバイ	motocykl	N	N;GEN;MASC;PL
オートバイ	motocykle	オートバイ	motocykl	N	N;NOM;MASC;PL
電池	baterie	電池	batera	N	N;NOM;FEM;PL
電池	baterii	電池	bateria	N	N;GEN;FEM;SG
電池	bateria	電池	bateria	N	N;NOM;FEM;SG
電池	akumulator	電池	akumulator	N	N;ACC;MASC;SG
電池	baterie	電池	batera	N	N;NOM;FEM;PL
電池	akumulatory	電池	akumulator	N	N;NOM;MASC;PL
まも	niedługo	まも	niedługo	ADV	ADV
まも	wkrótce	まも	wkrótce	ADV	ADV
深刻	poważna	深刻	poważny	ADJ	ADJ;NOM;FEM;SG
深刻	poważne	深刻	poważny	ADJ	ADJ;NOM;NEUT;SG
深刻	poważny	深刻	poważny	ADJ	ADJ;NOM;MASC;SG
クリエイティブ	kreatywność	クリエイティブ	kreatywność	N	N;NOM;FEM;SG
法廷	dwór	法廷	dwór	N	N;NOM;MASC;SG
法廷	sądu	法廷	sąd	N	N;GEN;MASC;SG
法廷	sąd	法廷	sąd	N	N;NOM;MASC;SG
法廷	trybunał	法廷	trybunał	N	N;ACC;MASC;SG
スケール	skala	スケール	skala	N	N;NOM;FEM;SG
スケール	wagi	スケール	waga	N	N;ACC;FEM;SG
天井	sufitu	天井	sufit	N	N;GEN;MASC;SG
天井	suficie	天井	sufit	N	N;DAT;MASC;SG
天井	sufit	天井	sufit	N	N;NOM;MASC;SG
天井	pułap	天井	pułap	N	N;NOM;MASC;SG
人格	osobowość	人格	osobowość	N	N;NOM;FEM;SG
人格	osobowości	人格	osobowość	N	N;GEN;FEM;SG
セッション	sesja	セッション	sesja	N	N;NOM;FEM;SG
セッション	sesję	セッション	sesja	N	N;ACC;FEM;SG
セッション	sesje	セッション	sesja	N	N;NOM;FEM;PL
セッション	sesji	セッション	sesja	N	N;GEN;FEM;SG
セッション	sesji	セッション	sesja	N	N;GEN;FEM;SG
セッション	sesje	セッション	sesja	N	N;NOM;FEM;PL
遠く	daleki	遠い	daleki	ADJ	ADJ;NOM;MASC;SG
遠く	dalekie	遠い	daleki	ADJ	ADJ;NOM;NEUT;SG
系譜	rodowód	系譜	rodowód	N	N;NOM;MASC;SG
系譜	genealogia	系譜	genealogia	N	N;NOM;FEM;SG
研究室	laboratorium	研究室	laboratorium	N	N;NOM;NEUT;SG
研究室	laboratorium	研究室	laboratorium	N	N;NOM;NEUT;SG
債務	zobowiązania	債務	zobowiązanie	N	N;NOM;NEUT;PL
債務	obowiązki	債務	obowiązek	N	N;NOM;MASC;PL
債務	zobowiązanie	債務	zobowiązanie	N	N;NOM;NEUT;SG
債務	obowiązek	債務	obowiązek	N	N;NOM;MASC;SG
債務	długu	債務	dług	N	N;GEN;MASC;SG
債務	dług	債務	dług	N	N;NOM;MASC;SG
債務	zadłużenie	債務	zadłużenie	N	N;NOM;NEUT;SG
教区	parafii	教区	parafia	N	N;GEN;FEM;SG
教区	diecezja	教区	diecezja	N	N;NOM;FEM;SG
教区	diecezji	教区	diecezja	N	N;GEN;FEM;SG
マーケティング	obrót	マーケティング	obrót	N	N;NOM;MASC;SG
マーケティング	marketingu	マーケティング	marketing	N	N;GEN;MASC;SG
伝記	biografie	伝記	biografia	N	N;NOM;FEM;PL
伝記	biografia	伝記	biografium	N	N;NOM;FEM;SG
伝記	życiorys	伝記	życiorys	N	N;NOM;MASC;SG
伝記	biografię	伝記	biografia	N	N;ACC;FEM;SG
町長	burmistrz	町長	burmistrz	N	N;NOM;MASC;SG
町長	burmistrza	町長	burmistrz	N	N;ACC;MASC;SG
頂点	wierzchołek	頂点	wierzchołek	N	N;NOM;MASC;SG
頂点	wierzchołki	頂点	wierzchołek	N	N;NOM;MASC;PL
エンジニア	inżynier	エンジニア	inżynier	N	N;NOM;MASC;SG
ジャーナル	dziennik	ジャーナル	dziennik	N	N;NOM;MASC;SG
ジャーナル	czasopismo	ジャーナル	czasopismo	N	N;NOM;NEUT;SG
ジャーナル	pamiętnik	ジャーナル	pamiętnik	N	N;ACC;MASC;SG
チャージ	opłata	チャージ	opłatać	N	N;NOM;FEM;SG
チャージ	ładunek	チャージ	ładunek	N	N;ACC;MASC;SG
チャージ	ładowania	チャージ	ładowanie	N	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
チャージ	ładowanie	チャージ	ładować	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
ランダム	przypadkowe	ランダム	przypadkowy	ADJ	ADJ;NOM;NEUT;SG
ランダム	przypadkowa	ランダム	przypadkowy	ADJ	ADJ;NOM;FEM;SG
ランダム	przypadkowy	ランダム	przypadkowy	ADJ	ADJ;NOM;MASC;SG
ランダム	losowe	ランダム	losowy	ADJ	ADJ;NOM;NEUT;SG
ピース	pokoju	ピース	pokój	N	N;GEN;MASC;SG
ピース	pokój	ピース	pokój	N	N;NOM;MASC;SG
ピース	kawałek	ピース	kawałek	N	N;ACC;MASC;SG
ピース	kawałku	ピース	kawałek	N	N;GEN;MASC;SG
儀式	ceremonia	儀式	ceremonia	N	N;NOM;FEM;SG
儀式	ceremonii	儀式	ceremonia	N	N;GEN;FEM;SG
儀式	uroczystości	儀式	uroczystość	N	N;GEN;FEM;SG
儀式	uroczystość	儀式	uroczystość	N	N;NOM;FEM;SG
儀式	rytuał	儀式	rytuać	N	N;ACC;MASC;SG
儀式	rytuały	儀式	rytuać	N	N;NOM;MASC;PL
プレーヤー	gracz	プレーヤー	gracz	N	N;NOM;MASC;SG
プレーヤー	zawodnik	プレーヤー	zawodnik	N	N;NOM;MASC;SG
プレーヤー	gracza	プレーヤー	gracza	N	N;ACC;MASC;SG
プレーヤー	odtwarzacz	プレーヤー	odtwarzacz	N	N;NOM;MASC;SG
ポスター	plakatu	ポスター	plakat	N	N;GEN;MASC;SG
ポスター	plakat	ポスター	plakat	N	N;NOM;MASC;SG
ポスター	plakaty	ポスター	plakat	N	N;NOM;MASC;PL
ポスター	plakatów	ポスター	plakat	N	N;GEN;MASC;PL
ポスター	plakaty	ポスター	plakat	N	N;NOM;MASC;PL
ロマンス	romans	ロマンス	romans	N	N;NOM;MASC;SG
ロマンス	romanse	ロマンス	romans	N	N;NOM;MASC;PL
ロマンス	romansu	ロマンス	romans	N	N;GEN;MASC;SG
薄い	szczupła	薄い	szczupło	ADJ	ADJ;NOM;FEM;SG
薄い	cienkie	薄い	cienki	ADJ	ADJ;NOM;NEUT;SG
薄い	cienka	薄い	cienki	ADJ	ADJ;NOM;FEM;SG
薄い	chudy	薄い	chudy	ADJ	ADJ;NOM;MASC;SG
薄い	cienki	薄い	cienki	ADJ	ADJ;NOM;MASC;SG
パンク	śmieć	パンク	śmieć	N	N;NOM;MASC;SG
挨拶	wita	挨拶	wita	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
挨拶	pozdrawia	挨拶	pozdrawiać	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
挨拶	pozdrawiam	挨拶	pozdrawiać	V	V;IPFV;IND;SG;1;PRS;FIN;ACT
ロープ	lina	ロープ	lina	N	N;NOM;FEM;SG
ロープ	liny	ロープ	lina	N	N;ACC;FEM;PL
ロープ	sznur	ロープ	sznur	N	N;NOM;MASC;SG
ロープ	liny	ロープ	lina	N	N;ACC;FEM;PL
鳥類	ptaki	鳥類	ptak	N	N;NOM;MASC;PL
鳥類	ptaków	鳥類	ptak	N	N;ACC;MASC;PL
鳥類	ptaszki	鳥類	ptaszek	N	N;NOM;MASC;SG
鳥類	ptaka	鳥類	ptak	N	N;ACC;MASC;SG
鳥類	ptak	鳥類	ptak	N	N;NOM;MASC;SG
鳥類	ptaszek	鳥類	ptaszek	N	N;NOM;MASC;SG
外交官	dyplomata	外交官	dyplomata	N	N;NOM;MASC;SG
外交官	dyplomatów	外交官	dyplomat	N	N;GEN;MASC;PL
リクエスト	prośby	リクエスト	prośba	N	N;ACC;FEM;PL
リクエスト	żądania	リクエスト	żądanie	N	N;NOM;NEUT;PL
リクエスト	wnioski	リクエスト	wniosek	N	N;NOM;MASC;PL
リクエスト	zaproszenia	リクエスト	zaprosić	N	N;NOM;NEUT;SG
リクエスト	zapytanie	リクエスト	zapytać	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
リクエスト	prośba	リクエスト	prośba	N	N;NOM;FEM;SG
リクエスト	żądanie	リクエスト	żądanie	N	N;NOM;NEUT;SG
リクエスト	wniosek	リクエスト	wniosek	N	N;NOM;MASC;SG
カントリー	ojczyzna	カントリー	ojczyzna	N	N;NOM;FEM;SG
カントリー	kraje	カントリー	kraj	N	N;NOM;MASC;PL
カントリー	kraju	カントリー	kraj	N	N;GEN;MASC;SG
カントリー	kraj	カントリー	kraj	N	N;NOM;MASC;SG
カントリー	państwo	カントリー	państwo	N	N;NOM;NEUT;SG
オーディオ	dźwięk	オーディオ	dźwięk	N	N;ACC;MASC;SG
鑑	wdzięczność	鑑	wdzięczność	N	N;NOM;FEM;SG
鑑	uznanie	鑑	uznanie	N	N;NOM;NEUT;SG
ヘア	włosy	ヘア	włos	N	N;NOM;MASC;PL
ヘア	włosów	ヘア	włos	N	N;GEN;MASC;PL
望遠鏡	teleskop	望遠鏡	teleskop	N	N;NOM;MASC;SG
望遠鏡	teleskopy	望遠鏡	teleskopa	N	N;NOM;MASC;PL
陰謀	spisek	陰謀	spisek	N	N;NOM;MASC;SG
生年月	urodziny	生年月	urodziny	N	N;NOM;NEUT;PL
営利	zysku	営利	zysk	N	N;GEN;MASC;SG
営利	zysk	営利	zysk	N	N;NOM;MASC;SG
営利	zyski	営利	zysk	N	N;NOM;MASC;PL
飛ぶ	latać	飛ぶ	latać	V	V;IPFV;NFIN;ACT
飛ぶ	leć	飛ぶ	leć	V	V;IPFV;IMP;SG;2;FIN;ACT
国名	ojczyzna	国名	ojczyzna	N	N;NOM;FEM;SG
国名	kraje	国名	kraj	N	N;NOM;MASC;PL
国名	kraju	国名	kraj	N	N;GEN;MASC;SG
国名	kraj	国名	kraj	N	N;NOM;MASC;SG
国名	państwo	国名	państwo	N	N;NOM;NEUT;SG
エッセイ	esej	エッセイ	esej	N	N;NOM;MASC;SG
エッセイ	wypracowanie	エッセイ	wypracować	N	N;NOM;NEUT;SG
エッセイ	wypracowania	エッセイ	wypracowanie	N	N;NOM;NEUT;SG
エッセイ	eseje	エッセイ	esej	N	N;NOM;MASC;PL
エッセイ	esej	エッセイ	esej	N	N;NOM;MASC;SG
神殿	świątynia	神殿	świątynia	N	N;NOM;FEM;SG
神殿	świątynie	神殿	świątynia	N	N;NOM;FEM;PL
神殿	temple	神殿	temple	N	N;NOM;NEUT;SG
神殿	świątyni	神殿	świątynia	N	N;GEN;FEM;SG
採択	przyjęto	採択	przyjąć	V	V;PFV;IND;0;PST;FIN;ACT
マニュアル	podręczniki	マニュアル	podręcznik	N	N;NOM;MASC;PL
マニュアル	instrukcja	マニュアル	instrukcja	N	N;NOM;FEM;SG
マニュアル	podręcznik	マニュアル	podręcznik	N	N;ACC;MASC;SG
シフト	przesunięcie	シフト	przesunąć	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
性別	płeć	性別	płeć	N	N;NOM;FEM;SG
性別	płeć	性別	płeć	N	N;NOM;FEM;SG
性別	seksu	性別	seks	N	N;GEN;MASC;SG
性別	seks	性別	seks	N	N;NOM;MASC;SG
ポルノ	pornografia	ポルノ	pornografia	N	N;NOM;FEM;SG
ポルノ	pornografii	ポルノ	pornografia	N	N;GEN;FEM;SG
ポルノ	pornografia	ポルノ	pornografia	N	N;NOM;FEM;SG
顧客	klienci	顧客	klient	N	N;NOM;MASC;PL
顧客	klienta	顧客	klient	N	N;ACC;MASC;SG
顧客	klient	顧客	klient	N	N;NOM;MASC;SG
顧客	klientka	顧客	klientka	N	N;NOM;FEM;SG
挿絵	ilustracje	挿絵	ilustracja	N	N;NOM;FEM;PL
スラム	slumsach	スラム	slumsy	N	N;GEN;MASC;PL
スラム	slumsów	スラム	slums	N	N;GEN;MASC;PL
シミュレーション	symulacji	シミュレーション	symulacja	N	N;GEN;FEM;SG
シミュレーション	symulacje	シミュレーション	symulacja	N	N;NOM;FEM;PL
シミュレーション	symulacja	シミュレーション	symulacja	N	N;NOM;FEM;SG
シミュレーション	symulacji	シミュレーション	symulacja	N	N;GEN;FEM;SG
いっぱい	pełen	いっぱい	pełen	N	N;NOM;MASC;SG
貴重	cenne	貴重	cenny	ADJ	ADJ;NOM;NEUT;SG
貴重	cenna	貴重	cenna	ADJ	ADJ;NOM;FEM;SG
貴重	cenny	貴重	cenny	ADJ	ADJ;NOM;MASC;SG
権威	autorytet	権威	autorytet	N	N;NOM;MASC;SG
権威	władza	権威	władza	N	N;NOM;FEM;SG
権威	organ	権威	organ	N	N;NOM;MASC;SG
サロン	salony	サロン	salon	N	N;NOM;MASC;PL
サロン	salon	サロン	salon	N	N;NOM;MASC;SG
小隊	pluton	小隊	pluton	N	N;NOM;MASC;SG
報酬	odszkodowania	報酬	odszkodowanie	N	N;NOM;NEUT;PL
報酬	wynagrodzenie	報酬	wynagrodzenie	N	N;NOM;NEUT;SG;POS;V.MSDR
報酬	odszkodowanie	報酬	odszkodowanie	N	N;NOM;NEUT;SG
報酬	rekompensaty	報酬	rekompensata	N	N;ACC;FEM;SG
報酬	nagrodę	報酬	nagroda	N	N;ACC;FEM;SG
報酬	nagroda	報酬	nagroda	N	N;NOM;FEM;SG
報酬	wynagrodzenie	報酬	wynagrodzenie	N	N;NOM;NEUT;SG;POS;V.MSDR
報酬	wynagrodzenia	報酬	wynagrodzić	N	N;NOM;NEUT;SG
ゴースト	duchu	ゴースト	duch	N	N;ACC;MASC;SG
ゴースト	duch	ゴースト	duch	N	N;NOM;MASC;SG
ゴースト	duchów	ゴースト	duch	N	N;GEN;MASC;PL
ゴースト	duchy	ゴースト	duch	N	N;NOM;MASC;PL
支払い	zapłacić	支払う	zapłacić	V	V;PFV;NFIN;ACT
フラワー	kwiat	フラワー	kwiat	N	N;NOM;MASC;SG
フラワー	kwiaty	フラワー	kwiat	N	N;NOM;MASC;PL
フラワー	kwiatek	フラワー	kwiatek	N	N;NOM;MASC;SG
モジュール	modułów	モジュール	moduł	N	N;GEN;MASC;PL
モジュール	modułu	モジュール	moduł	N	N;GEN;MASC;SG
モジュール	moduł	モジュール	moduła	N	N;ACC;MASC;SG
眼鏡	okulary	眼鏡	okulary	N	N;NOM;NEUT;PL
眼鏡	kieliszki	眼鏡	kieliszek	N	N;NOM;MASC;PL
眼鏡	szklanki	眼鏡	szklanka	N	N;ACC;FEM;PL
ホスト	gospodarza	ホスト	gospodarz	N	N;ACC;MASC;SG
ホスト	organizator	ホスト	organizator	N	N;NOM;MASC;SG
ホスト	gospodarz	ホスト	gospodarz	N	N;NOM;MASC;SG
ホスト	gospodarzy	ホスト	gospodarz	N	N;ACC;MASC;PL
タービン	turbiny	タービン	turbina	N	N;ACC;FEM;PL
タービン	turbiny	タービン	turbina	N	N;ACC;FEM;PL
礼拝	adoracja	礼拝	adoracja	N	N;NOM;FEM;SG
礼拝	pokłon	礼拝	pokłon	N	N;ACC;MASC;SG
礼拝	modlitwie	礼拝	modlitwa	N	N;DAT;FEM;SG
礼拝	modlitwy	礼拝	modlitwa	N	N;GEN;FEM;SG
礼拝	modlitwę	礼拝	modlitwa	N	N;ACC;FEM;SG
礼拝	modlitwa	礼拝	modlitwa	N	N;NOM;FEM;SG
演算	operacji	演算	operacja	N	N;GEN;FEM;SG
演算	operacje	演算	operacja	N	N;NOM;FEM;PL
グローブ	rękawiczek	グローブ	rękawiczek	N	N;GEN;FEM;PL
グローブ	rękawice	グローブ	rękawica	N	N;ACC;FEM;PL
グローブ	rękawiczki	グローブ	rękawiczka	N	N;NOM;FEM;PL
イラストレーター	ilustrator	イラストレーター	ilustrator	N	N;NOM;MASC;SG
デスク	biurko	デスク	biurko	N	N;NOM;NEUT;SG
学歴	kształcenie	学歴	kształcenie	N	N;NOM;NEUT;SG
学歴	edukacji	学歴	edukacja	N	N;GEN;FEM;SG
学歴	wykształcenie	学歴	wykształcenie	N	N;NOM;NEUT;SG
学歴	edukacja	学歴	edukacja	N	N;NOM;FEM;SG
電報	telegram	電報	telegram	N	N;NOM;MASC;SG
電報	telegraph	電報	telegraph	N	N;NOM;MASC;SG
内陸	ląd	内陸	ląd	N	N;NOM;MASC;SG
アシスト	asyst	アシスト	asyst	N	N;GEN;MASC;PL
識別	zidentyfikować	識別	zidentyfikować	V	V;PFV;NFIN;ACT
識別	identyfikuje	識別	identyfikować	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
プロテスタント	protestantyzm	プロテスタント	protestantyzm	N	N;NOM;MASC;SG
微妙	subtelne	微妙	subtelny	ADJ	ADJ;NOM;NEUT;SG
微妙	subtelny	微妙	subtelny	ADJ	ADJ;NOM;MASC;SG
生地	ciasta	生地	ciasto	N	N;NOM;NEUT;SG
生地	tkaniny	生地	tkanina	N	N;ACC;FEM;PL
生地	tkanina	生地	tkanina	N	N;NOM;FEM;SG
生地	tkaniny	生地	tkanina	N	N;ACC;FEM;PL
書類	dokumenty	書類	dokument	N	N;NOM;MASC;PL
書類	dokument	書類	dokument	N	N;ACC;MASC;SG
書類	dokumentu	書類	dokument	N	N;GEN;MASC;SG
書類	dokumenty	書類	dokument	N	N;NOM;MASC;PL
書類	dokumentów	書類	dokument	N	N;GEN;MASC;PL
書類	papiery	書類	papier	N	N;NOM;MASC;PL
書類	gazety	書類	gazeta	N	N;ACC;FEM;PL
ライフル	karabin	ライフル	karabin	N	N;NOM;MASC;SG
ライフル	strzelba	ライフル	strzelba	N	N;NOM;FEM;SG
豪華	cudowna	豪華	cudowny	ADJ	ADJ;NOM;FEM;SG
辞退	odrzucić	辞退	odrzucić	V	V;PFV;NFIN;ACT
辞退	odmówił	辞退	odmówić	V	V;PFV;MASC;IND;SG;PST;FIN;ACT
パーセント	procentach	パーセント	procenty	N	N;GEN;MASC;PL
パーセント	procent	パーセント	procent	N	N;NOM;MASC;SG
パーセント	odsetek	パーセント	odsetka	N	N;ACC;MASC;SG
パーセント	procent	パーセント	procent	N	N;NOM;MASC;SG
職務	obowiązki	職務	obowiązek	N	N;NOM;MASC;PL
放射線	promieniowanie	放射線	promieniować	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
放射線	promieniowania	放射線	promieniować	N	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
疑惑	podejrzenia	疑惑	podejrzenie	N	N;NOM;NEUT;SG
疑惑	podejrzenie	疑惑	podejrzenie	N	N;NOM;NEUT;SG
ハンドル	uchwyty	ハンドル	uchwyta	N	N;NOM;MASC;PL
ハンドル	uchwyt	ハンドル	uchwyt	N	N;ACC;MASC;SG
ハンドル	rączka	ハンドル	rączka	N	N;NOM;FEM;SG
評判	reputacji	評判	reputacja	N	N;GEN;FEM;SG
評判	reputację	評判	reputacja	N	N;ACC;FEM;SG
評判	reputacja	評判	reputacja	N	N;NOM;FEM;SG
配下	podwładnych	配下	podwładny	N	N;ACC;MASC;PL
カウント	hrabia	カウント	hrabia	N	N;NOM;MASC;SG
カウント	liczenie	カウント	liczyć	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
割り当て	przypisać	割り当てる	przypisać	V	V;PFV;NFIN;ACT
バブル	bańka	バブル	bańka	N	N;NOM;FEM;SG
明るい	lekka	明るい	lekki	ADJ	ADJ;NOM;FEM;SG
明るい	lekki	明るい	lekki	ADJ	ADJ;NOM;MASC;SG
明るい	jasny	明るい	jasny	ADJ	ADJ;NOM;MASC;SG
サスペンション	zawiesina	サスペンション	zawiesinać	N	N;NOM;FEM;SG
サスペンション	zawieszenie	サスペンション	zawieszenie	N	N;NOM;NEUT;SG
サスペンション	zawieszenia	サスペンション	zawiesić	N	N;NOM;NEUT;SG
トレイン	pociągiem	トレイン	pociąg	N	N;INS;MASC;SG
トレイン	pociągu	トレイン	pociąg	N	N;GEN;MASC;SG
トレイン	pociąg	トレイン	pociąg	N	N;NOM;MASC;SG
トレイン	pociągi	トレイン	pociąg	N	N;NOM;MASC;PL
本質	istota	本質	istota	N	N;NOM;FEM;SG
芸術家	artystów	芸術家	artysta	N	N;ACC;MASC;PL
芸術家	artyści	芸術家	artysta	N	N;NOM;MASC;PL
芸術家	wykonawcy	芸術家	wykonawca	N	N;NOM;MASC;PL
芸術家	artystka	芸術家	artystka	N	N;NOM;FEM;SG
