ابتر	miserábel	ابتر	miserábel	ADJ	ADJ
تا	para	تا	para	ADP	ADP
تا	desde	تا	desde	ADP	ADP
تا	dende	تا	dende	ADP	ADP
تا	ata	تا	ata	ADP	ADP
تاحال	aínda	تاحال	aínda	ADV	ADV
تاوقتیکہ	se	تاوقتیکہ	se	CONJ	CONJ
تاب	calefacción	تاب	calefacción	N;NOM;MASC;SG;3	N
تاب	calor	تاب	calor	N;NOM;MASC;SG;3	N
تاب	xiro	تاب	xiro	N;NOM;MASC;SG;3	N
تاب	calor	تاب	calor	N;NOM;MASC;SG;3	N
تابع	acompañante	تابع	acompañante	N;NOM;MASC;SG;3	N
تابکار	quente	تابکار	quente	N;NOM;MASC;SG;3	N
تابکار	calor	تابکار	calor	N;NOM;MASC;SG;3	N
تابی	calor	تابی	calor	N;NOM;MASC;SG;3	N
تابی	calefacción	تابی	calefacción	N;NOM;MASC;SG;3	N
تابی	calor	تابی	calor	N;NOM;MASC;SG;3	N
تاخت	ataque	تاخت	ataque	N;NOM;MASC;SG;3	N
تاخت	invasión	تاخت	invasión	N;NOM;MASC;SG;3	N
تاخت	asalto	تاخت	asalto	N;NOM;MASC;SG;3	N
تاذِین	permiso	تاذِین	permiso	N;NOM;MASC;PL;3	N
تار	escuridade	تار	escuridade	N;NOM;MASC;SG;3	N
تار	noite	تار	noite	N;NOM;MASC;SG;3	N
تار	liña	تار	liña	N;NOM;MASC;SG;3	N
تار	fila	تار	fila	N;NOM;MASC;SG;3	N
تار	fío	تار	fío	N;NOM;MASC;SG;3	N
تار	escuridade	تار	escuridade	N;NOM;MASC;SG;3	N
تاریخ	cita	تاریخ	cita	N;NOM;MASC;SG;3	N
تاریخ	día	تاریخ	día	N;NOM;MASC;SG;3	N
تاریخ	data	تاریخ	data	N;NOM;MASC;SG;3	N
تاریخ	historia	تاریخ	historia	N;NOM;MASC;SG;3	N
تاریخی	históricos	تاریخی	histórico	ADJ	ADJ
تاریخی	histórico	تاریخی	histórico	ADJ	ADJ
تاریخی	histórica	تاریخی	histórico	ADJ	ADJ
تاریک	escuridade	تاریک	escuridade	N;NOM;MASC;SG;3	N
تاریک	noite	تاریک	noite	N;NOM;MASC;SG;3	N
تاڑنا	entender	تاڑنا	entender	V;SG;NFIN;ACT	V
تاڑنا	comprender	تاڑنا	comprender	V;SG;NFIN;ACT	V
تاڑنا	entendo	تاڑنا	enter	V;SG;NFIN;ACT	V
تاڑنا	percibir	تاڑنا	percibir	V;SG;NFIN;ACT	V
تازگی	innovación	تازگی	innovación	N;NOM;MASC;SG;3	N
تازگی	innovación	تازگی	innovación	N;NOM;MASC;SG;3	N
تازہ	novo	تازہ	novo	ADJ	ADJ
تازہ	novas	تازہ	novo	ADJ	ADJ
تازہ	nova	تازہ	novo	ADJ	ADJ
تازہ	novos	تازہ	novo	ADJ	ADJ
تازہ	novo	تازہ	novo	ADJ	ADJ
تازہ	novas	تازہ	novo	ADJ	ADJ
تازہ	nova	تازہ	novo	ADJ	ADJ
تازہ	novos	تازہ	novo	ADJ	ADJ
تاکید	presión	تاکید	presión	N;NOM;MASC;SG;3	N
تال	tanque	تال	tanque	N;NOM;MASC;SG;3	N
تال	depósito	تال	depósito	N;NOM;MASC;SG;3	N
تال	medida	تال	medida	N;NOM;MASC;SG;3	N
تال	piscina	تال	piscina	N;NOM;MASC;SG;3	N
تالاب	tanque	تالاب	tanque	N;NOM;MASC;SG;3	N
تالاب	depósito	تالاب	depósito	N;NOM;MASC;SG;3	N
تالاب	piscina	تالاب	piscina	N;NOM;MASC;SG;3	N
تاَمّاً	totalmente	تاَمّاً	total	ADV	ADV
تان	nota	تان	nota	N;NOM;MASC;SG;3	N
تانتا	serie	تان	serie	N;NOM;MASC;SG;3	N
تاننا	erguen	تان	erguir	V;SG;NFIN;ACT	V
تاننا	subir	تان	subir	V;SG;NFIN;ACT	V
تائید	axuda	تائید	axuda	N;NOM;MASC;SG;3	N
تائید	evitalo	تائید	evitalo	N;NOM;MASC;SG;3	N
تائید	axuda	تائید	axuda	N;NOM;MASC;SG;3	N
تائید	apoio	تائید	apoio	N;NOM;MASC;SG;3	N
تائید	axuda	تائید	axuda	N;NOM;MASC;SG;3	N
تائید	evitalo	تائید	evitalo	N;NOM;MASC;SG;3	N
تائید	axuda	تائید	axuda	N;NOM;MASC;SG;3	N
تائید	apoio	تائید	apoio	N;NOM;MASC;SG;3	N
تباہ	malvada	تباہ	malvada	ADJ	ADJ
تباہ	mala	تباہ	mal	ADJ	ADJ
تباہ	malas	تباہ	mal	ADJ	ADJ
تباہ	mágoa	تباہ	mágoa	ADJ	ADJ
تباہی	destrución	تباہی	destrución	N;NOM;MASC;SG;3	N
تباہی	destrucción	تباہی	destrucción	N;NOM;MASC;SG;3	N
تبدیل	mutación	تبدیل	mutación	N;NOM;MASC;SG;3	N
تبدیل	cambio	تبدیل	cambio	N;NOM;MASC;SG;3	N
تبدیل	modificación	تبدیل	modificación	N;NOM;MASC;SG;3	N
تبدیل	variación	تبدیل	variación	N;NOM;MASC;SG;3	N
تبدیلی	cambio	تبدیلی	cambio	N;NOM;FEM;SG;3	N
تبدیلی	traslado	تبدیلی	traslado	N;NOM;FEM;SG;3	N
تبدیلی	cambio	تبدیلی	cambio	N;NOM;FEM;SG;3	N
تبدیلی	traslado	تبدیلی	traslado	N;NOM;FEM;SG;3	N
تبصرہ	críticas	تبصرہ	crítica	N;NOM;MASC;SG;3	N
تبصرہ	crítica	تبصرہ	crítica	N;NOM;MASC;SG;3	N
تبصرہ	comentario	تبصرہ	comentario	N;NOM;MASC;SG;3	N
تبلیغ	comunicación	تبلیغ	comunicación	N;NOM;MASC;SG;3	N
تُپانا	cubrir	تُپانا	cubrir	V;MASC;SG;V.PTCP;ACT	V
تُپانا	cuberto	تُپانا	cuberto	V;MASC;SG;V.PTCP;ACT	V
تُپانا	cuberta	تُپانا	cubrir	V;MASC;SG;V.PTCP;ACT	V
تثلیث	fillo	تثلیث	fillo	N;NOM;MASC;SG;3	N
تِجارت	tráfico	تِجارت	tráfico	N;NOM;MASC;SG;3	N
تِجارت	comercio	تِجارت	comercio	N;NOM;MASC;SG;3	N
تِجارت	comercio	تِجارت	comercio	N;NOM;MASC;SG;3	N
تِجارت	oficio	تِجارت	oficio	N;NOM;MASC;SG;3	N
تِجارت	negocios	تِجارت	negocio	N;NOM;MASC;SG;3	N
تِجارت	negocio	تِجارت	negocio	N;NOM;MASC;SG;3	N
تِجارت	asunto	تِجارت	asunto	N;NOM;MASC;SG;3	N
تِجارت	traballo	تِجارت	traballo	N;NOM;MASC;SG;3	N
تِجارتی	comercial	تِجارتی	comercial	ADJ;NOM	ADJ
تجرباتی	experimental	تجرباتی	experimental	ADJ;NOM	ADJ
تجربہ	experiencia	تجربہ	experiencia	N;NOM;MASC;SG;3	N
تجربہ	experimento	تجربہ	experimento	N;NOM;MASC;SG;3	N
تجربہ	experimentos	تجربہ	experimento	N;NOM;MASC;SG;3	N
تجربہ	ensaio	تجربہ	ensaio	N;NOM;MASC;SG;3	N
تجربہ	xuízo	تجربہ	xuízo	N;NOM;MASC;SG;3	N
تجربہ	proceso	تجربہ	proceso	N;NOM;MASC;SG;3	N
تجریدی	ideal	تجریدی	ideal	ADJ	ADJ
تجزیہ	análise	تجزیہ	análise	N;NOM;MASC;SG;3	N
تجسُّس	curiosidade	تجسُّس	curiosidade	N;NOM;MASC;SG;3	N
تجویز	opinión	تجویز	opinión	N;NOM;FEM;SG;3	N
تجویز	na	تجویز	na	N;NOM;FEM;SG;3	N
تجویز	decisión	تجویز	decisión	N;NOM;FEM;SG;3	N
تجویز	resolución	تجویز	resolución	N;NOM;FEM;SG;3	N
تجویز	proposta	تجویز	proposta	N;NOM;FEM;SG;3	N
تجویز	proposición	تجویز	proposición	N;NOM;FEM;SG;3	N
تجویز	opinión	تجویز	opinión	N;NOM;FEM;SG;3	N
تجویز	na	تجویز	na	N;NOM;FEM;SG;3	N
تجویز	decisión	تجویز	decisión	N;NOM;FEM;SG;3	N
تجویز	suxestión	تجویز	suxestión	N;NOM;FEM;SG;3	N
تجویز	resolución	تجویز	resolución	N;NOM;FEM;SG;3	N
تجویز	proposta	تجویز	proposta	N;NOM;FEM;SG;3	N
تجویز	proposición	تجویز	proposición	N;NOM;FEM;SG;3	N
تجویز	plan	تجویز	plan	N;NOM;FEM;SG;3	N
تجویز	plano	تجویز	plano	N;NOM;FEM;SG;3	N
تجویز	posición	تجویز	posición	N;NOM;FEM;SG;3	N
تجویز	oferta	تجویز	oferta	N;NOM;FEM;SG;3	N
تحاوُر	conversación	تحاوُر	conversación	N;NOM;MASC;SG;3	N
تحاوُر	conversa	تحاوُر	converso	N;NOM;MASC;SG;3	N
تحت	baixo	تحت	baixo	ADP	ADP
تحت	de	تحت	de	ADP	ADP
تحت	por	تحت	por	ADP	ADP
تحت	baixo	تحت	baixo	ADP	ADP
تحتانی	seguintes	تحتانی	seguinte	ADJ;NOM	ADJ
تحتانی	seguinte	تحتانی	seguinte	ADJ;NOM	ADJ
تحتانی	inferior	تحتانی	inferior	ADJ;NOM	ADJ
تحدید	restrición	تحدید	restrición	N;NOM;MASC;SG;3	N
تحریر	liberdade	تحریر	liberdade	N;NOM;MASC;SG;3	N
تحریر	documento	تحریر	documento	N;NOM;MASC;SG;3	N
تحریر	liberdade	تحریر	liberdade	N;NOM;MASC;SG;3	N
تحریر	documento	تحریر	documento	N;NOM;MASC;SG;3	N
تحریفات	cambios	تحریف	cambio	N;NOM;MASC;PL;3	N
تحریم	reverencia	تحریم	reverencia	N;NOM;MASC;SG;3	N
تحریم	honra	تحریم	honra	N;NOM;MASC;SG;3	N
تحصیل	aprendizaxe	تحصیل	aprendizaxe	N;NOM;MASC;SG;3	N
تحصیل	colección	تحصیل	colección	N;NOM;MASC;SG;3	N
تحصیل	adquisición	تحصیل	adquisición	N;NOM;MASC;SG;3	N
تحقیق	investigación	تحقیق	investigación	N;NOM;MASC;SG;3	N
تحقیق	investigacións	تحقیق	investigación	N;NOM;MASC;SG;3	N
تحقیق	verdade	تحقیق	verdade	N;NOM;MASC;SG;3	N
تحقیق	feito	تحقیق	feito	N;NOM;MASC;SG;3	N
تحقیق	realidade	تحقیق	realidade	N;NOM;MASC;SG;3	N
تحقیقی	claro	تحقیقی	claro	ADJ	ADJ
تحکُّمانہ	dominante	تحکُّمانہ	dominante	ADJ	ADJ
تحکُّمانہ	oficial	تحکُّمانہ	oficial	ADJ	ADJ
تحوُّر	ira	تحوُّر	ir	N;NOM;MASC;SG;3	N
تحوُّر	rabia	تحوُّر	rabia	N;NOM;MASC;SG;3	N
تحوُّر	odio	تحوُّر	odio	N;NOM;MASC;SG;3	N
تحویل	diñeiro	تحویل	diñeiro	N;NOM;MASC;SG;3	N
تحویل	cartos	تحویل	carto	N;NOM;MASC;SG;3	N
تحویل	cobro	تحویل	cobro	N;NOM;MASC;SG;3	N
تحویل	caixa	تحویل	caixa	N;NOM;MASC;SG;3	N
تحویل	depósito	تحویل	depósito	N;NOM;MASC;SG;3	N
تحویل	confianza	تحویل	confianza	N;NOM;MASC;SG;3	N
تحویل	custodia	تحویل	custodia	N;NOM;MASC;SG;3	N
تحویل	cargo	تحویل	cargo	N;NOM;MASC;SG;3	N
تحویل	mando	تحویل	mando	N;NOM;MASC;SG;3	N
تحویل	cargos	تحویل	cargo	N;NOM;MASC;SG;3	N
تحویل	carga	تحویل	carga	N;NOM;MASC;SG;3	N
تحویل	capital	تحویل	capital	N;NOM;MASC;SG;3	N
تحویل	capitais	تحویل	capital	N;NOM;MASC;SG;3	N
تخاطُب	discurso	تخاطُب	discurso	N;NOM;MASC;SG;3	N
تخاطُب	enderezo	تخاطُب	enderezo	N;NOM;MASC;SG;3	N
تخاطُب	dirección	تخاطُب	dirección	N;NOM;MASC;SG;3	N
تخالُف	oposición	تخالُف	oposición	N;NOM;MASC;SG;3	N
تختہ	xunta	تختہ	xunta	N;NOM;MASC;SG;3	N
تختہ	reunión	تختہ	reunión	N;NOM;MASC;SG;3	N
تختہ	bordo	تختہ	bordo	N;NOM;MASC;SG;3	N
تختہ	comida	تختہ	comida	N;NOM;MASC;SG;3	N
تختہ	mesa	تختہ	mesa	N;NOM;MASC;SG;3	N
تخریب	destrución	تخریب	destrución	N;NOM;MASC;SG;3	N
تخریب	destrucción	تخریب	destrucción	N;NOM;MASC;SG;3	N
تخریبی	violentos	تخریبی	violento	ADJ	ADJ
تخریبی	violenta	تخریبی	violento	ADJ	ADJ
تخریبی	violentas	تخریبی	violento	ADJ	ADJ
تخریبی	violento	تخریبی	violento	ADJ	ADJ
تخشُّع	humildade	تخشُّع	humildade	N;NOM;MASC;SG;3	N
تخطیط	deseño	تخطیط	deseño	N;NOM;MASC;SG;3	N
تخفیف	redución	تخفیف	redución	N;NOM;MASC;SG;3	N
تخفیف	redución	تخفیف	redución	N;NOM;MASC;SG;3	N
تخلیق	invento	تخلیق	invento	N;NOM;MASC;SG;3	N
تخلیق	invención	تخلیق	invención	N;NOM;MASC;SG;3	N
تخلیق	produción	تخلیق	produción	N;NOM;MASC;SG;3	N
تخلیق	producción	تخلیق	producción	N;NOM;MASC;SG;3	N
تخلیق	invento	تخلیق	invento	N;NOM;MASC;SG;3	N
تخلیق	invención	تخلیق	invención	N;NOM;MASC;SG;3	N
تخلیق	produción	تخلیق	produción	N;NOM;MASC;SG;3	N
تخلیق	producción	تخلیق	producción	N;NOM;MASC;SG;3	N
تخلیق	creación	تخلیق	creación	N;NOM;MASC;SG;3	N
تخلیقی	creativo	تخلیقی	creativo	ADJ	ADJ
تخلیقی	creativos	تخلیقی	creativo	ADJ	ADJ
تخلیقی	creativa	تخلیقی	creativo	ADJ	ADJ
تخلیقی	creativas	تخلیقی	creativo	ADJ	ADJ
تخمیر	natureza	تخمیر	natureza	N;NOM;MASC;SG;3	N
تخمیناً	aproximadamente	تخمیناً	aproximadamente	ADV	ADV
تخمیناً	case	تخمیناً	case	ADV	ADV
تخمیناً	preto	تخمیناً	preto	ADV	ADV
تدبیر	opinión	تدبیر	opinión	N;NOM;MASC;SG;3	N
تدبیر	na	تدبیر	na	N;NOM;MASC;SG;3	N
تدبیر	xestión	تدبیر	xestión	N;NOM;MASC;SG;3	N
تدبیر	dirección	تدبیر	dirección	N;NOM;MASC;SG;3	N
تدبیر	aparello	تدبیر	aparello	N;NOM;MASC;SG;3	N
تدبیر	dispositivo	تدبیر	dispositivo	N;NOM;MASC;SG;3	N
تدبیر	historias	تدبیر	historia	N;NOM;MASC;SG;3	N
تدبیر	mecanismo	تدبیر	mecanismo	N;NOM;MASC;SG;3	N
تدبیر	xeito	تدبیر	xeito	N;NOM;MASC;SG;3	N
تدبیر	maneira	تدبیر	maneira	N;NOM;MASC;SG;3	N
تدبیر	forma	تدبیر	forma	N;NOM;MASC;SG;3	N
تدبیر	camiño	تدبیر	camiño	N;NOM;MASC;SG;3	N
تدبیر	plan	تدبیر	plan	N;NOM;MASC;SG;3	N
تدبیر	plano	تدبیر	plano	N;NOM;MASC;SG;3	N
تدبیر	posición	تدبیر	posición	N;NOM;MASC;SG;3	N
تدبیر	oferta	تدبیر	oferta	N;NOM;MASC;SG;3	N
تدبیر	opinión	تدبیر	opinión	N;NOM;MASC;SG;3	N
تدبیر	na	تدبیر	na	N;NOM;MASC;SG;3	N
تدبیر	xestión	تدبیر	xestión	N;NOM;MASC;SG;3	N
تدبیر	dirección	تدبیر	dirección	N;NOM;MASC;SG;3	N
تدبیر	aparello	تدبیر	aparello	N;NOM;MASC;SG;3	N
تدبیر	dispositivo	تدبیر	dispositivo	N;NOM;MASC;SG;3	N
تدبیر	historias	تدبیر	historia	N;NOM;MASC;SG;3	N
تدبیر	mecanismo	تدبیر	mecanismo	N;NOM;MASC;SG;3	N
تدبیر	xeito	تدبیر	xeito	N;NOM;MASC;SG;3	N
تدبیر	maneira	تدبیر	maneira	N;NOM;MASC;SG;3	N
تدبیر	forma	تدبیر	forma	N;NOM;MASC;SG;3	N
تدبیر	camiño	تدبیر	camiño	N;NOM;MASC;SG;3	N
تدبیر	plan	تدبیر	plan	N;NOM;MASC;SG;3	N
تدبیر	plano	تدبیر	plano	N;NOM;MASC;SG;3	N
تدبیر	posición	تدبیر	posición	N;NOM;MASC;SG;3	N
تدبیر	oferta	تدبیر	oferta	N;NOM;MASC;SG;3	N
تدریس	ensino	تدریس	ensino	N;NOM;MASC;SG;3	N
تدریس	ensinanza	تدریس	ensinanza	N;NOM;MASC;SG;3	N
تدریس	educación	تدریس	educación	N;NOM;MASC;SG;3	N
تذکیر	mención	تذکیر	mención	N;NOM;MASC;SG;3	N
تذلیل	desgraza	تذلیل	desgraza	N;NOM;MASC;SG;3	N
تذلیل	deshonra	تذلیل	deshonra	N;NOM;MASC;SG;3	N
تذلیل	desgraza	تذلیل	desgraza	N;NOM;MASC;SG;3	N
تذلیل	deshonra	تذلیل	deshonra	N;NOM;MASC;SG;3	N
بہتر	mellor	بہتر	mellor	ADJ	ADJ
بہتر	mellores	بہتر	mellor	ADJ	ADJ
تردامن	culpábeis	تردامن	culpábel	N;NOM;MASC;SG;3	N
ترازو	equilibrio	ترازو	equilibrio	N;NOM;MASC;SG;3	N
ترازو	balance	ترازو	balance	N;NOM;MASC;SG;3	N
تراکیب	plans	تراکیب	plan	N;NOM;MASC;SG;3	N
تراکیب	planos	تراکیب	plano	N;NOM;MASC;SG;3	N
تراکیب	métodos	تراکیب	método	N;NOM;MASC;SG;3	N
ترانہ	melodía	ترانہ	melodía	N;NOM;MASC;SG;3	N
ترانہ	melodía	ترانہ	melodía	N;NOM;MASC;SG;3	N
ترتیب	orde	ترتیب	orde	N;NOM;FEM;SG;3	N
ترتیب	xiro	ترتیب	xiro	N;NOM;FEM;SG;3	N
ترتیب	postal	ترتیب	postal	N;NOM;FEM;SG;3	N
ترتیب	arranxo	ترتیب	arranxo	N;NOM;FEM;SG;3	N
ترتیب	acordo	ترتیب	acordo	N;NOM;FEM;SG;3	N
ترجمہ	versión	ترجمہ	versión	N;NOM;MASC;SG;3	N
ترجمہ	tradución	ترجمہ	tradución	N;NOM;MASC;SG;3	N
ترجمہ	interpretación	ترجمہ	interpretación	N;NOM;MASC;SG;3	N
ترجیع	cambio	ترجیع	cambio	N;NOM;MASC;SG;3	N
ترجیع	retorno	ترجیع	retorno	N;NOM;MASC;SG;3	N
تردید	negación	تردید	negación	N;NOM;MASC;SG;3	N
تردید	negación	تردید	negación	N;NOM;MASC;SG;3	N
ترُّصد	esperanza	ترُّصد	esperanza	N;NOM;MASC;SG;3	N
ترغیب	tentación	ترغیب	tentación	N;NOM;MASC;SG;3	N
ترغیب	tentación	ترغیب	tentación	N;NOM;MASC;SG;3	N
ترُّفع	altura	ترُّفع	altura	N;NOM;MASC;SG;3	N
ترُّفع	orgullo	ترُّفع	orgullo	N;NOM;MASC;SG;3	N
ترقّی	vexas	ترقّی	vexa	N;NOM;MASC;SG;3	N
ترقّی	incremento	ترقّی	incremento	N;NOM;MASC;SG;3	N
ترقّی	aumento	ترقّی	aumento	N;NOM;MASC;SG;3	N
ترقّی	progreso	ترقّی	progreso	N;NOM;MASC;SG;3	N
ترقّی	proceso	ترقّی	proceso	N;NOM;MASC;SG;3	N
ترقّی	progresos	ترقّی	progreso	N;NOM;MASC;SG;3	N
ترقّی	desenvolvemento	ترقّی	desenvolvemento	N;NOM;MASC;SG;3	N
ترقّی	proxecto	ترقّی	proxecto	N;NOM;MASC;SG;3	N
ترقّی	promoción	ترقّی	promoción	N;NOM;MASC;SG;3	N
ترقّی	ascenso	ترقّی	ascenso	N;NOM;MASC;SG;3	N
ترکُّز	concentración	ترکُّز	concentración	N;NOM;MASC;SG;3	N
ترکیب	sistema	ترکیب	sistema	N;NOM;FEM;SG;3	N
ترکیب	estrutura	ترکیب	estrutura	N;NOM;FEM;SG;3	N
ترکیب	rede	ترکیب	rede	N;NOM;FEM;SG;3	N
ترکیب	modo	ترکیب	modo	N;NOM;FEM;SG;3	N
ترکیب	procedemento	ترکیب	procedemento	N;NOM;FEM;SG;3	N
ترکیب	mecanismo	ترکیب	mecanismo	N;NOM;FEM;SG;3	N
ترکیب	técnica	ترکیب	técnica	N;NOM;FEM;SG;3	N
ترکیب	constitución	ترکیب	constitución	N;NOM;FEM;SG;3	N
ترکیب	solución	ترکیب	solución	N;NOM;FEM;SG;3	N
ترکیب	solucións	ترکیب	solución	N;NOM;FEM;SG;3	N
ترکیب	método	ترکیب	método	N;NOM;FEM;SG;3	N
ترکیب	plan	ترکیب	plan	N;NOM;FEM;SG;3	N
ترکیب	plano	ترکیب	plano	N;NOM;FEM;SG;3	N
ترکیب	posición	ترکیب	posición	N;NOM;FEM;SG;3	N
ترکیب	oferta	ترکیب	oferta	N;NOM;FEM;SG;3	N
ترکیب	proceso	ترکیب	proceso	N;NOM;FEM;SG;3	N
ترکیب	sistema	ترکیب	sistema	N;NOM;FEM;SG;3	N
ترکیب	estrutura	ترکیب	estrutura	N;NOM;FEM;SG;3	N
ترکیب	rede	ترکیب	rede	N;NOM;FEM;SG;3	N
ترکیب	modo	ترکیب	modo	N;NOM;FEM;SG;3	N
ترکیب	procedemento	ترکیب	procedemento	N;NOM;FEM;SG;3	N
ترکیب	mecanismo	ترکیب	mecanismo	N;NOM;FEM;SG;3	N
ترکیب	técnica	ترکیب	técnica	N;NOM;FEM;SG;3	N
ترکیب	constitución	ترکیب	constitución	N;NOM;FEM;SG;3	N
ترکیب	solución	ترکیب	solución	N;NOM;FEM;SG;3	N
ترکیب	solucións	ترکیب	solución	N;NOM;FEM;SG;3	N
ترکیب	método	ترکیب	método	N;NOM;FEM;SG;3	N
ترکیب	plan	ترکیب	plan	N;NOM;FEM;SG;3	N
ترکیب	plano	ترکیب	plano	N;NOM;FEM;SG;3	N
ترکیب	posición	ترکیب	posición	N;NOM;FEM;SG;3	N
ترکیب	oferta	ترکیب	oferta	N;NOM;FEM;SG;3	N
ترکیب	proceso	ترکیب	proceso	N;NOM;FEM;SG;3	N
ترمیم	vexas	ترمیم	vexa	N;NOM;FEM;SG;3	N
ترمیم	modificación	ترمیم	modificación	N;NOM;FEM;SG;3	N
ترمیم	vexas	ترمیم	vexa	N;NOM;FEM;SG;3	N
ترویج	moeda	ترویج	moeda	N;NOM;MASC;SG;3	N
تڑپ	saltar	تڑپ	saltar	V;ACT	V
تسجیل	rexistro	تسجیل	rexistro	N;NOM;MASC;SG;3	N
تسجیل	tarxeta	تسجیل	tarxeta	N;NOM;MASC;SG;3	N
تسکین	felicidade	تسکین	felicidade	N;NOM;MASC;SG;3	N
تسکین	resto	تسکین	resto	N;NOM;MASC;SG;3	N
تسکین	descanso	تسکین	descanso	N;NOM;MASC;SG;3	N
تسکین	felicidade	تسکین	felicidade	N;NOM;MASC;SG;3	N
تسکین	resto	تسکین	resto	N;NOM;MASC;SG;3	N
تسکین	descanso	تسکین	descanso	N;NOM;MASC;SG;3	N
تسلّی	felicidade	تسلّی	felicidade	N;NOM;MASC;SG;3	N
تسلیم	rendédevos	تسلیم	rendédevo	N;NOM;MASC;SG;3	N
تسلیم	rendédevos	تسلیم	rendédevo	N;NOM;MASC;SG;3	N
تسیُّر	xira	تسیُّر	xira	N;NOM;MASC;SG;3	N
تشخُّص	identificación	تشخُّص	identificación	N;NOM;MASC;SG;3	N
تشخُّص	documento	تشخُّص	documento	N;NOM;MASC;SG;3	N
تشخُّص	identidade	تشخُّص	identidade	N;NOM;MASC;SG;3	N
تشخُّص	personalidade	تشخُّص	personalidade	N;NOM;MASC;SG;3	N
تشخُّص	identidade	تشخُّص	identidade	N;NOM;MASC;SG;3	N
تشخُّص	discriminación	تشخُّص	discriminación	N;NOM;MASC;SG;3	N
تشخیص	determinación	تشخیص	determinación	N;NOM;MASC;SG;3	N
تشخیص	diagnóstico	تشخیص	diagnóstico	N;NOM;MASC;SG;3	N
تشخیص	diagnose	تشخیص	diagnose	N;NOM;MASC;SG;3	N
تشخیص	determinación	تشخیص	determinación	N;NOM;MASC;SG;3	N
تشخیص	diagnóstico	تشخیص	diagnóstico	N;NOM;MASC;SG;3	N
تشخیص	diagnose	تشخیص	diagnose	N;NOM;MASC;SG;3	N
تشرُّف	honra	تشرُّف	honra	N;NOM;MASC;SG;3	N
تشریح	detalles	تشریح	detalle	N;NOM;MASC;SG;3	N
تشریح	crédito	تشریح	crédito	N;NOM;MASC;SG;3	N
تشریح	explicación	تشریح	explicación	N;NOM;MASC;SG;3	N
تشریح	detalles	تشریح	detalle	N;NOM;MASC;SG;3	N
تشریح	crédito	تشریح	crédito	N;NOM;MASC;SG;3	N
تشریح	explicación	تشریح	explicación	N;NOM;MASC;SG;3	N
تشکُّر	grazas	تشکُّر	graza	N;NOM;MASC;SG;3	N
تشکیل	edificio	تشکیل	edificio	N;NOM;MASC;SG;3	N
تشکیل	construción	تشکیل	construción	N;NOM;MASC;SG;3	N
تشویش	ansiedade	تشویش	ansiedade	N;NOM;MASC;SG;3	N
تشویش	ansiedade	تشویش	ansiedade	N;NOM;MASC;SG;3	N
تشہیر	desgraza	تشہیر	desgraza	N;NOM;MASC;SG;3	N
تشہیر	deshonra	تشہیر	deshonra	N;NOM;MASC;SG;3	N
تشہیر	desgraza	تشہیر	desgraza	N;NOM;MASC;SG;3	N
تشہیر	deshonra	تشہیر	deshonra	N;NOM;MASC;SG;3	N
تشہیر	publicidade	تشہیر	publicidade	N;NOM;MASC;SG;3	N
تصانیف	libros	تصانیف	libro	N;NOM;MASC;SG;3	N
تصاویر	fotos	تصاویر	foto	N;NOM;MASC;SG;3	N
تصاویر	imaxes	تصاویر	imaxe	N;NOM;MASC;SG;3	N
تصاویر	fotografías	تصاویر	fotografía	N;NOM;MASC;SG;3	N
تصدیق	premisa	تصدیق	premisar	N;NOM;MASC;SG;3	N
تصدیق	premisa	تصدیق	premisar	N;NOM;MASC;SG;3	N
تصریح	detalles	تصریح	detalle	N;NOM;MASC;SG;3	N
تصریح	explicación	تصریح	explicación	N;NOM;MASC;SG;3	N
تصفیہ	decisión	تصفیہ	decisión	N;NOM;MASC;SG;3	N
تصنیف	libro	تصنیف	libro	N;NOM;MASC;SG;3	N
تصنیف	artigo	تصنیف	artigo	N;NOM;MASC;SG;3	N
تصویر	foto	تصویر	foto	N;NOM;MASC;SG;3	N
تصویر	debuxo	تصویر	debuxo	N;NOM;MASC;SG;3	N
تصویر	retrato	تصویر	retrato	N;NOM;MASC;SG;3	N
تصویر	cadro	تصویر	cadro	N;NOM;MASC;SG;3	N
تصویر	pintura	تصویر	pintura	N;NOM;MASC;SG;3	N
تصویر	imaxe	تصویر	imaxe	N;NOM;MASC;SG;3	N
تصویر	fotografía	تصویر	fotografía	N;NOM;MASC;SG;3	N
تصویر	foto	تصویر	foto	N;NOM;MASC;SG;3	N
تصویر	foto	تصویر	foto	N;NOM;MASC;SG;3	N
تصویر	imaxe	تصویر	imaxe	N;NOM;MASC;SG;3	N
تصویر	fotografía	تصویر	fotografía	N;NOM;MASC;SG;3	N
تصویر	foto	تصویر	foto	N;NOM;MASC;SG;3	N
تصویر	debuxo	تصویر	debuxo	N;NOM;MASC;SG;3	N
تصویر	retrato	تصویر	retrato	N;NOM;MASC;SG;3	N
تصویر	cadro	تصویر	cadro	N;NOM;MASC;SG;3	N
تصویر	pintura	تصویر	pintura	N;NOM;MASC;SG;3	N
تصویر	imaxe	تصویر	imaxe	N;NOM;MASC;SG;3	N
تصویر	fotografía	تصویر	fotografía	N;NOM;MASC;SG;3	N
تصویر	foto	تصویر	foto	N;NOM;MASC;SG;3	N
تصویر	foto	تصویر	foto	N;NOM;MASC;SG;3	N
تصویر	imaxe	تصویر	imaxe	N;NOM;MASC;SG;3	N
