con	sa	con	sa	ADP	ADP;INS
esclavos	robovi	esclavo	rob	N;MASC;PL	N;NOM;MASC;PL
esclavos	robove	esclavo	rob	N;MASC;PL	N;ACC;MASC;PL
comics	stripove	comics	strip	N;MASC;PL	N;ACC;MASC;PL
comics	stripovi	comics	strip	N;MASC;PL	N;NOM;MASC;PL
vuelos	letove	vuelo	let	N;MASC;PL	N;ACC;MASC;PL
vuelos	letova	vuelo	let	N;MASC;PL	N;GEN;MASC;PL
vuelos	letovi	vuelo	let	N;MASC;PL	N;NOM;MASC;PL
ayudó	pomogla	ayudar	pomoći	V;IND;SG;3;PST;FIN	V;FEM;SG;PST;V.PTCP;ACT
ayudó	pomogao	ayudar	pomoći	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP;ACT
ayudó	pomoglo	ayudar	pomoći	V;IND;SG;3;PST;FIN	V;NEUT;SG;PST;V.PTCP;ACT
abrir	otvori	abrir	otvoriti	V;NFIN	V;IND;SG;3;PRS;FIN
abrir	otvaram	abrir	otvarati	V;NFIN	V;IND;SG;1;PRS;FIN
valparaíso	valparaiso	valparaíso	valparaiso	N;MASC;SG	N;NOM;MASC;SG
interpreta	tumači	interpretar	tumačiti	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
interpreta	protumačiti	interpretar	protumačiti	V;IND;SG;3;PRS;FIN	V;NFIN
aparentemente	navodno	aparentemente	navodno	ADV	ADV
aparentemente	naizgled	aparentemente	naizgled	ADV	ADV
band	band	band	band	N;SG	N;NOM;MASC;SG
band	sastav	band	sastav	N;SG	N;NOM;MASC;SG
band	bend	band	bend	N;SG	N;NOM;MASC;SG
procedimiento	postupak	procedimiento	postupak	N;MASC;SG	N;NOM;MASC;SG
procedimiento	procedura	procedimiento	procedura	N;MASC;SG	N;NOM;FEM;SG
procedimiento	zahvat	procedimiento	zahvat	N;MASC;SG	N;NOM;MASC;SG
album	album	album	album	N;MASC;SG	N;NOM;MASC;SG
automóviles	automobili	automóvil	automobil	N;MASC;PL	N;NOM;MASC;PL
automóviles	auti	automóvil	auta	N;MASC;PL	N;NOM;MASC;PL
colaboró	surađivao	colaborar	surađivati	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP;ACT
periodismo	novinarstvo	periodismo	novinarstvo	N;MASC;SG	N;NOM;NEUT;SG
sábado	subotu	sábado	subota	N	N;ACC;FEM;SG
sábado	subota	sábado	subota	N	N;NOM;FEM;SG
cuartel	baraka	cuartel	barak	N;MASC;SG	N;NOM;FEM;SG
cuartel	stožer	cuartel	stožer	N;MASC;SG	N;NOM;MASC;SG
cuartel	sjedište	cuartel	sjedište	N;MASC;SG	N;NOM;NEUT;SG
héroes	heroji	héroe	heroj	N;MASC;PL	N;NOM;MASC;PL
héroes	junaci	héroe	junak	N;MASC;PL	N;NOM;MASC;PL
network	mreža	network	mreža	N;SG	N;NOM;FEM;SG
elizabeth	elizabeta	elizabeth	elizabet	N;FEM;SG	N;NOM;FEM;SG
elizabeth	elizabeth	elizabeth	elizabeth	N;FEM;SG	N;NOM;FEM;SG
perspectiva	perspektiva	perspectiva	perspektiva	N;FEM;SG	N;NOM;FEM;SG
cuevas	špilje	cueva	špilje	N;FEM;PL	N;NOM;NEUT;PL
cuevas	pećine	cueva	pećina	N;FEM;PL	N;NOM;FEM;PL
cuevas	spilje	cueva	spilje	N;FEM;PL	N;NOM;FEM;PL
decoración	ukras	decoración	ukras	N;FEM;SG	N;NOM;MASC;SG
decoración	dekor	decoración	dekor	N;FEM;SG	N;NOM;MASC;SG
decoración	uređenje	decoración	uređenje	N;FEM;SG	N;NOM;NEUT;SG
hijas	kćeri	hija	kći	N;FEM;PL	N;NOM;FEM;PL
hijas	kćerke	hija	kćerka	N;FEM;PL	N;NOM;FEM;PL
gama	doseg	gama	doseg	N;FEM;SG	N;NOM;MASC;SG
gama	raspon	gama	raspon	N;FEM;SG	N;NOM;MASC;SG
gama	daljina	gama	daljina	N;FEM;SG	N;NOM;FEM;SG
gama	dometu	gama	domet	N;FEM;SG	N;DAT;MASC;SG
gama	gama	gama	gama	N;FEM;SG	N;NOM;FEM;SG
gama	gamma	gama	gamma	N;FEM;SG	N;NOM;MASC;SG
foro	forum	foro	forum	N;MASC;SG	N;NOM;MASC;SG
copia	kopija	copia	kopija	N;FEM;SG	N;NOM;FEM;SG
copia	kopiranje	copia	kopiranje	N;FEM;SG	N;NOM;NEUT;SG
muros	zidovi	muro	zid	N;MASC;PL	N;NOM;MASC;PL
muros	zidine	muro	zidina	N;MASC;PL	N;NOM;FEM;PL
muros	zidove	muro	zid	N;MASC;PL	N;ACC;MASC;PL
muros	zidova	muro	zid	N;MASC;PL	N;GEN;MASC;PL
articulo	članak	articulo	članak	N;MASC;SG	N;NOM;MASC;SG
retorno	povratak	retorno	povratak	N;MASC;SG	N;NOM;MASC;SG
sands	sands	sands	sands	N;MASC	N;NOM;MASC;SG
europeas	europske	europeo	europski	ADJ;FEM;PL	ADJ;NOM;DEF;FEM;PL
segura	sigurna	seguro	siguran	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
segura	osigurano	seguro	osigurati	ADJ;FEM;SG	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
cuarenta	četrdesete	cuarenta	četrdeseta	N;FEM;PL	N;NOM;FEM;PL
costo	cijena	costo	cijena	N;MASC;SG	N;NOM;FEM;SG
costo	trošak	costo	trošak	N;MASC;SG	N;NOM;MASC;SG
extinción	istrebljenje	extinción	istrebljenje	N;FEM;SG	N;NOM;NEUT;SG
típico	tipični	típico	tipičan	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
típico	tipičan	típico	tipičan	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
nativos	domoroci	nativo	domorociti	N;MASC;PL	N;NOM;MASC;PL
conferencias	predavanja	conferencia	predavanje	N;FEM;PL	N;NOM;NEUT;PL
conferencias	konferencije	conferencia	konferencija	N;FEM;PL	N;NOM;FEM;PL
ajedrez	šah	ajedrez	šah	N;MASC;SG	N;NOM;MASC;SG
habitación	soba	habitación	soba	N;FEM;SG	N;NOM;FEM;SG
habitación	prostorija	habitación	prostorija	N;FEM;SG	N;NOM;FEM;SG
señales	signali	señal	signati	N;FEM;PL	N;NOM;MASC;PL
señales	znakove	señal	znak	N;FEM;PL	N;ACC;MASC;PL
señales	znakovi	señal	znak	N;FEM;PL	N;NOM;MASC;PL
tensión	napetost	tensión	napetost	N;FEM;SG	N;NOM;FEM;SG
tensión	tenzija	tensión	tenzija	N;FEM;SG	N;NOM;FEM;SG
tensión	napon	tensión	napon	N;FEM;SG	N;NOM;MASC;SG
conciencia	svijest	conciencia	svijest	N;FEM;SG	N;NOM;FEM;SG
conciencia	savjesti	conciencia	savjest	N;FEM;SG	N;DAT;FEM;SG
conciencia	savjest	conciencia	savjest	N;FEM;SG	N;NOM;FEM;SG
conciencia	svijest	conciencia	svijest	N;FEM;SG	N;NOM;FEM;SG
conciencia	svijesti	conciencia	svijest	N;FEM;SG	N;DAT;FEM;SG
conciencia	svijest	conciencia	svijest	N;FEM;SG	N;NOM;FEM;SG
seminario	sjemeništu	seminario	sjemenište	N;MASC;SG	N;DAT;NEUT;SG
seminario	seminara	seminario	seminar	N;MASC;SG	N;GEN;MASC;SG
seminario	seminar	seminario	seminar	N;MASC;SG	N;NOM;MASC;SG
técnicos	tehničari	técnico	tehničar	N;MASC;PL	N;NOM;MASC;PL
técnicos	tehničari	técnico	tehničar	N;MASC;PL	N;NOM;MASC;PL
palmas	dlanove	palma	dlan	N;FEM;PL	N;ACC;MASC;PL
palmas	dlanovi	palma	dlan	N;FEM;PL	N;NOM;MASC;PL
vidas	životi	vida	život	N;FEM;PL	N;NOM;MASC;PL
vidas	živote	vida	život	N;FEM;PL	N;ACC;MASC;PL
órganos	organe	órgano	organ	N;MASC;PL	N;ACC;MASC;PL
órganos	organi	órgano	organ	N;MASC;PL	N;NOM;MASC;PL
órganos	tijela	órgano	tijelo	N;MASC;PL	N;NOM;NEUT;PL
órganos	orgulje	órgano	orgulje	N;MASC;PL	N;NOM;FEM;PL
cobertura	pokrivenost	cobertura	pokrivenost	N;FEM;SG	N;NOM;FEM;SG
jefes	poglavice	jefe	poglavica	N;MASC;PL	N;NOM;FEM;PL
jefes	šefovi	jefe	šef	N;MASC;PL	N;NOM;MASC;PL
jefes	gazde	jefe	gazda	N;MASC;PL	N;NOM;MASC;PL
jefes	šefove	jefe	šef	N;MASC;PL	N;ACC;MASC;PL
gusta	voli	gustar	voljeti	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
entradas	ulaznice	entrada	ulaznica	N;FEM;PL	N;NOM;FEM;PL
entradas	karte	entrada	karta	N;FEM;PL	N;NOM;FEM;PL
pelo	dlaka	pelo	dlaka	N;MASC;SG	N;NOM;FEM;SG
pelo	frizura	pelo	frizura	N;MASC;SG	N;NOM;FEM;SG
pelo	kosa	pelo	kosa	N;MASC;SG	N;NOM;FEM;SG
pelo	kosi	pelo	kosi	N;MASC;SG	N;DAT;FEM;SG
estatus	status	estatus	status	N;MASC	N;NOM;MASC;SG
estatus	stanje	estatus	stanje	N;MASC	N;NOM;NEUT;SG
estatus	statusi	estatus	status	N;MASC	N;NOM;MASC;PL
monterrey	monterey	monterrey	monterey	N;MASC;SG	N;NOM;MASC;SG
creció	rasla	crecer	rasti	V;IND;SG;3;PST;FIN	V;FEM;SG;PST;V.PTCP;ACT
contemporáneo	suvremena	contemporáneo	suvremen	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
contemporáneo	suvremeni	contemporáneo	suvremen	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
turístico	turistička	turístico	turistički	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
seco	suha	seco	suh	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
seco	suhi	seco	suhi	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
lisa	lisa	lisa	lisa	N;FEM;SG	N;NOM;FEM;SG
huracán	uragan	huracán	uragan	N;MASC;SG	N;NOM;MASC;SG
cumbre	summita	cumbre	summit	N;FEM;SG	N;GEN;MASC;SG
cumbre	summit	cumbre	summit	N;FEM;SG	N;NOM;MASC;SG
mexicanos	meksikanci	mexicano	meksikanca	N;MASC;PL	N;NOM;MASC;PL
residentes	stanovnici	residente	stanovnik	N;PL	N;NOM;MASC;PL
residentes	stanovnika	residente	stanovnik	N;PL	N;GEN;MASC;PL
residentes	stanari	residente	stanar	N;PL	N;NOM;MASC;PL
ofreció	ponudio	ofrecer	ponuditi	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP;ACT
patrick	patrick	patrick	patrick	N;MASC;SG	N;NOM;MASC;SG
patrick	patrik	patrick	patrik	N;MASC;SG	N;NOM;MASC;SG
conservador	konzervativna	conservador	konzervativan	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
rueda	kolo	rueda	kolo	N;FEM;SG	N;NOM;NEUT;SG
rueda	točak	rueda	točak	N;FEM;SG	N;NOM;MASC;SG
rueda	kotač	rueda	kotač	N;FEM;SG	N;NOM;MASC;SG
valles	doline	valle	dolina	N;MASC;PL	N;NOM;FEM;PL
pacto	zavjet	pacto	zavjet	N;MASC;SG	N;NOM;MASC;SG
pacto	pakt	pacto	pakt	N;MASC;SG	N;NOM;MASC;SG
llamar	zovem	llamar	zvati	V;NFIN	V;IND;SG;1;PRS;FIN
contribuciones	doprinose	contribución	doprinositi	N;FEM;PL	N;ACC;MASC;PL
opiniones	kritike	opinión	kritika	N;FEM;PL	N;NOM;FEM;PL
opiniones	mišljenja	opinión	mišljenje	N;FEM;PL	N;NOM;NEUT;PL
brazos	ruke	brazo	ruka	N;MASC;PL	N;NOM;FEM;PL
consejero	savjetnik	consejero	savjetnik	N;MASC;SG	N;NOM;MASC;SG
consejero	savjetnik	consejero	savjetnik	N;MASC;SG	N;NOM;MASC;SG
consejero	savjetnik	consejero	savjetnik	N;MASC;SG	N;NOM;MASC;SG
cámaras	kamere	cámara	kamera	N;FEM;PL	N;NOM;FEM;PL
cámaras	kamere	cámara	kamera	N;FEM;PL	N;NOM;FEM;PL
cámaras	komore	cámara	komora	N;FEM;PL	N;NOM;FEM;PL
website	sajt	website	sajt	N;MASC;SG	N;NOM;MASC;SG
interpretar	protumačiti	interpretar	protumačiti	V;NFIN	V;NFIN
documentación	dokumentacija	documentación	dokumentacija	N;FEM;SG	N;NOM;FEM;SG
documentación	dokumenta	documentación	dokument	N;FEM;SG	N;ACC;MASC;SG
autopista	autoput	autopista	autoput	N;FEM;SG	N;NOM;MASC;SG
autopista	autocesta	autopista	autocesta	N;FEM;SG	N;NOM;FEM;SG
autopista	autoputu	autopista	autoputa	N;FEM;SG	N;DAT;MASC;SG
autopista	autoput	autopista	autoput	N;FEM;SG	N;NOM;MASC;SG
autopista	autocesta	autopista	autocesta	N;FEM;SG	N;NOM;FEM;SG
arts	umjetnosti	arts	umjetnost	N	N;NOM;FEM;PL
circunstancias	okolnosti	circunstancia	okolnost	N;FEM;PL	N;NOM;FEM;PL
circunstancias	okolnosti	circunstancia	okolnost	N;FEM;PL	N;NOM;FEM;PL
parcial	pristran	parcial	pristran	ADJ;SG	ADJ;NOM;INDF;MASC;SG
clan	klan	clan	klan	N;MASC;SG	N;NOM;MASC;SG
clan	klana	clan	klan	N;MASC;SG	N;ACC;MASC;SG
séptimo	sedmi	séptimo	sedmi	ADJ;MASC;SG	ADJ;NOM;MASC;SG
séptimo	sedmo	séptimo	sedmo	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
séptimo	sedma	séptimo	sedma	ADJ;MASC;SG	ADJ;NOM;FEM;SG
historial	povijest	historial	povijest	N;MASC;SG	N;NOM;FEM;SG
historial	istorija	historial	istorija	N;MASC;SG	N;NOM;FEM;SG
impuestos	oporezivanja	impuesto	oporezivanje	N;MASC;PL	N;NOM;NEUT;PL
impuestos	porezi	impuesto	porez	N;MASC;PL	N;NOM;MASC;PL
impuestos	poreze	impuesto	porez	N;MASC;PL	N;ACC;MASC;PL
reloj	satom	reloj	sat	N;MASC;SG	N;INS;MASC;SG
reloj	sat	reloj	sat	N;MASC;SG	N;NOM;MASC;SG
delta	delti	delta	delt	N;MASC;SG	N;DAT;FEM;SG
delta	delta	delta	delta	N;MASC;SG	N;NOM;FEM;SG
extremadura	ekstremadura	extremadura	ekstremadura	N;FEM;SG	N;ACC;FEM;SG
intensidad	intenzitet	intensidad	intenzitet	N;FEM;SG	N;NOM;MASC;SG
toronto	toronto	toronto	toronto	N;MASC;SG	N;NOM;MASC;SG
toronto	torontu	toronto	toront	N;MASC;SG	N;DAT;MASC;SG
liberales	liberali	liberal	liberati	N;PL	N;NOM;MASC;PL
gabinete	ormar	gabinete	ormar	N;MASC;SG	N;NOM;MASC;SG
gabinete	kabinet	gabinete	kabinet	N;MASC;SG	N;NOM;MASC;SG
villas	vile	villa	mnle	N;FEM;PL	N;NOM;FEM;PL
equilibrio	ravnotežu	equilibrio	ravnoteža	N;MASC;SG	N;ACC;FEM;SG
equilibrio	ravnoteža	equilibrio	ravnoteža	N;MASC;SG	N;NOM;FEM;SG
equilibrio	balans	equilibrio	balans	N;MASC;SG	N;NOM;MASC;SG
equilibrio	balansiranje	equilibrio	balansiranje	N;MASC;SG	N;NOM;NEUT;SG
esquina	ugao	esquina	ugati	N;FEM;SG	N;NOM;MASC;SG
esquina	kut	esquina	kut	N;FEM;SG	N;NOM;MASC;SG
esquina	kutak	esquina	kutak	N;FEM;SG	N;NOM;MASC;SG
esquina	uglu	esquina	ugla	N;FEM;SG	N;DAT;MASC;SG
japoneses	japanci	japonés	japanac	N;MASC;PL	N;NOM;MASC;PL
inmigrantes	migranata	inmigrante	migrant	N;PL	N;GEN;MASC;PL
inmigrantes	imigranti	inmigrante	imigrant	N;PL	N;NOM;MASC;PL
inmigrantes	imigrante	inmigrante	imigrant	N;PL	N;ACC;MASC;PL
inmigrantes	imigranata	inmigrante	imigrant	N;PL	N;GEN;MASC;PL
pared	zid	pared	zid	N;FEM;SG	N;NOM;MASC;SG
pared	zida	pared	zid	N;FEM;SG	N;GEN;MASC;SG
órbita	orbitu	órbita	orbita	N;FEM;SG	N;ACC;FEM;SG
aceptado	prihvaćeno	aceptado	prihvatiti	ADJ;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP;PASS
aceptado	prihvaćen	aceptado	prihvatiti	ADJ;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
aceptado	prihvaćena	aceptado	prihvatiti	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
tropicales	tropske	tropical	tropski	ADJ;PL	ADJ;NOM;DEF;FEM;PL
gótico	gotički	gótico	gotički	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
asistió	nazočio	asistir	nazočiti	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP;ACT
asistió	prisustvovao	asistir	prisustvovati	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP;ACT
cima	top	cima	top	N;FEM;SG	N;NOM;MASC;SG
cima	vrh	cima	vrh	N;FEM;SG	N;NOM;MASC;SG
cima	summita	cima	summit	N;FEM;SG	N;GEN;MASC;SG
cima	summit	cima	summit	N;FEM;SG	N;NOM;MASC;SG
elevado	povišen	elevado	povišen	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG
vázquez	vázquez	vázquez	vázquez	N;MASC;SG	N;NOM;MASC;SG
vázquez	vazquez	vázquez	vazquez	N;MASC;SG	N;NOM;MASC;SG
perdiendo	gubi	perder	gubiti	V;V.MSDR	V;IND;SG;3;PRS;FIN
soviético	sovjetska	soviético	sovjetski	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
atletismo	staza	atletismo	staz	N;MASC;SG	N;NOM;FEM;SG
atletismo	atletika	atletismo	atletika	N;MASC;SG	N;NOM;FEM;SG
trofeo	trofej	trofeo	trofej	N;MASC;SG	N;NOM;MASC;SG
ocupado	zauzet	ocupado	zauzeti	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
ocupado	zauzeto	ocupado	zauzeto	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;NEUT;SG
reconstrucción	obnovi	reconstrucción	obnova	N;FEM;SG	N;DAT;FEM;SG
reconstrucción	rekonstrukciju	reconstrucción	rekonstrukcija	N;FEM;SG	N;ACC;FEM;SG
reconstrucción	obnova	reconstrucción	obnova	N;FEM;SG	N;NOM;FEM;SG
reconstrucción	rekonstrukcija	reconstrucción	rekonstrukcija	N;FEM;SG	N;NOM;FEM;SG
presa	brana	presa	brana	N;FEM;SG	N;NOM;FEM;SG
presa	plijen	presa	plijen	N;FEM;SG	N;NOM;MASC;SG
oportunidades	prilike	oportunidad	prilika	N;FEM;PL	N;NOM;FEM;PL
nevada	nevade	nevada	nevada	N;FEM;SG	N;NOM;FEM;SG
usados	korištene	usado	koristiti	ADJ;MASC;PL;V.PTCP	ADJ;NOM;DEF;FEM;PL;V.PTCP
calderón	calderón	calderón	calderin	N;MASC;SG	N;NOM;MASC;SG
calderón	calderon	calderón	calderon	N;MASC;SG	N;NOM;MASC;SG
lobo	lobo	lobo	lobo	N;MASC;SG	N;NOM;MASC;SG
lobo	vuk	lobo	vuk	N;MASC;SG	N;NOM;MASC;SG
lobo	vuka	lobo	vuka	N;MASC;SG	N;ANIM;ACC;MASC;SG
biología	biologiju	biología	biologija	N;FEM;SG	N;ACC;FEM;SG
biología	biologija	biología	biologija	N;FEM;SG	N;NOM;FEM;SG
móvil	mobitel	móvil	mobitel	N;SG	N;NOM;MASC;SG
dividida	podijeljena	dividido	podijeliti	ADJ;FEM;SG;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
dividida	podijeljeno	dividido	podijeliti	ADJ;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP;PASS
víctima	vic	víctima	vic	N;FEM;SG	N;NOM;MASC;SG
víctima	vik	víctima	vik	N;FEM;SG	N;NOM;MASC;SG
víctima	žrtva	víctima	žrtva	N;FEM;SG	N;NOM;FEM;SG
incremento	povećanje	incremento	povećanje	N;MASC;SG	N;NOM;NEUT;SG
teología	teologiju	teología	teologija	N;FEM;SG	N;ACC;FEM;SG
nobleza	plemenitost	nobleza	plemenitost	N;FEM;SG	N;NOM;FEM;SG
nobleza	plemstvo	nobleza	plemstvo	N;FEM;SG	N;NOM;NEUT;SG
cultivos	usjeve	cultivo	usjev	N;MASC;PL	N;ACC;MASC;PL
cultivos	usjevi	cultivo	usjev	N;MASC;PL	N;NOM;MASC;PL
cultivos	kulture	cultivo	kultura	N;MASC;PL	N;NOM;FEM;PL
cultivos	usjevi	cultivo	usjev	N;MASC;PL	N;NOM;MASC;PL
gusto	okus	gusto	okus	N;MASC;SG	N;NOM;MASC;SG
gusto	ukus	gusto	ukus	N;MASC;SG	N;NOM;MASC;SG
gusto	okusa	gusto	okus	N;MASC;SG	N;GEN;MASC;SG
corporación	korporacija	corporación	korporacija	N;FEM;SG	N;NOM;FEM;SG
gimnasia	teretani	gimnasia	teretan	N;FEM;SG	N;DAT;FEM;SG
gimnasia	teretana	gimnasia	teretan	N;FEM;SG	N;NOM;FEM;SG
gimnasia	dvorana	gimnasia	dvorana	N;FEM;SG	N;NOM;FEM;SG
gimnasia	gimnastika	gimnasia	gimnastika	N;FEM;SG	N;NOM;FEM;SG
refugio	sklonište	refugio	sklonište	N;MASC;SG	N;NOM;NEUT;SG
refugio	zaklon	refugio	zaklon	N;MASC;SG	N;NOM;MASC;SG
refugio	utočište	refugio	utočište	N;MASC;SG	N;NOM;NEUT;SG
automóvil	auto	automóvil	auto	N;MASC;SG	N;NOM;MASC;SG
automóvil	automobil	automóvil	automobil	N;MASC;SG	N;NOM;MASC;SG
automóvil	automobil	automóvil	automobil	N;MASC;SG	N;NOM;MASC;SG
renuncia	ostavku	renuncia	ostavka	N;FEM;SG	N;ACC;FEM;SG
renuncia	ostavka	renuncia	ostavka	N;FEM;SG	N;NOM;FEM;SG
renuncia	odricanje	renuncia	odricanje	N;FEM;SG	N;NOM;NEUT;SG
renuncia	ostavku	renuncia	ostavka	N;FEM;SG	N;ACC;FEM;SG
renuncia	ostavka	renuncia	ostavka	N;FEM;SG	N;NOM;FEM;SG
renuncia	demanti	renuncia	demant	N;FEM;SG	N;NOM;MASC;SG
borbón	bourbon	borbón	bourbon	N;MASC;SG	N;NOM;MASC;SG
borbón	burbona	borbón	burbon	N;MASC;SG	N;NOM;MASC;SG
filósofo	filozof	filósofo	filozof	N;MASC;SG	N;NOM;MASC;SG
rasgos	osobine	rasgo	osobina	N;MASC;PL	N;NOM;FEM;PL
rasgos	značajke	rasgo	značajka	N;MASC;PL	N;ACC;FEM;PL
rasgos	karakteristike	rasgo	karakteristika	N;MASC;PL	N;NOM;FEM;PL
cantar	pjevajte	cantar	pjevati	V;NFIN	V;IMP;PL;2;FIN
cantar	pjevam	cantar	pjevati	V;NFIN	V;IND;SG;1;PRS;FIN
cantar	peva	cantar	pevati	V;NFIN	V;IND;SG;3;PRS;FIN
cantar	pjeva	cantar	pjevati	V;NFIN	V;IND;SG;3;PRS;FIN
end	završetak	end	završetak	N	N;NOM;MASC;SG
end	kraj	end	kraj	N	N;NOM;MASC;SG
pino	pino	pino	pino	N;MASC;SG	N;NOM;MASC;SG
pino	bor	pino	bor	N;MASC;SG	N;NOM;MASC;SG
usualmente	obično	usualmente	obično	ADV	ADV
pamplona	pamploni	pamplona	pamploniti	N;FEM;SG	N;DAT;FEM;SG
sofía	sophie	sofer	sophiti	N;FEM;SG	N;NOM;FEM;SG
sofía	sofija	sofer	sofija	N;FEM;SG	N;NOM;FEM;SG
sofía	sofiji	sofer	sofija	N;FEM;SG	N;DAT;FEM;SG
sofía	sofia	sofer	sofia	N;FEM;SG	N;NOM;FEM;SG
sofía	sofija	sofer	sofija	N;FEM;SG	N;NOM;FEM;SG
sofía	sophia	sofer	sophi	N;FEM;SG	N;NOM;FEM;SG
absoluto	apsolutna	absoluto	apsolutan	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
herramienta	alat	herramienta	alat	N;FEM;SG	N;NOM;MASC;SG
águila	eagle	águila	eagle	N;FEM;SG	N;NOM;MASC;SG
águila	orao	águila	orasti	N;FEM;SG	N;NOM;MASC;SG
institute	zavod	institute	zavod	N;MASC;SG	N;NOM;MASC;SG
institute	institut	institute	institut	N;MASC;SG	N;NOM;MASC;SG
camiseta	košulja	camiseta	košulje	N;FEM;SG	N;NOM;FEM;SG
camiseta	majicu	camiseta	majica	N;FEM;SG	N;ACC;FEM;SG
camiseta	košulju	camiseta	košulj	N;FEM;SG	N;ACC;FEM;SG
camiseta	majica	camiseta	majica	N;FEM;SG	N;NOM;FEM;SG
camiseta	dres	camiseta	dres	N;FEM;SG	N;NOM;MASC;SG
registrado	snimljeno	registrado	snimiti	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
registrado	zabilježeno	registrado	zabilježiti	ADJ;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP;PASS
registrado	registriran	registrado	registrirati	ADJ;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP
registrado	registrirano	registrado	registrirati	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
cabello	dlaka	cabello	dlaka	N;MASC;SG	N;NOM;FEM;SG
cabello	frizura	cabello	frizura	N;MASC;SG	N;NOM;FEM;SG
cabello	kosa	cabello	kosa	N;MASC;SG	N;NOM;FEM;SG
cabello	kosi	cabello	kosi	N;MASC;SG	N;DAT;FEM;SG
reinos	kraljevstva	reino	kraljevstvo	N;MASC;PL	N;NOM;NEUT;PL
mix	miks	mix	miks	N	N;NOM;MASC;SG
permiso	dozvola	permiso	dozvola	N;MASC;SG	N;NOM;FEM;SG
permiso	dozvola	permiso	dozvola	N;MASC;SG	N;NOM;FEM;SG
permiso	dopuštenje	permiso	dopuštenje	N;MASC;SG	N;NOM;NEUT;SG
permiso	dozvolu	permiso	dozvola	N;MASC;SG	N;ACC;FEM;SG
musulmanes	muslimane	musulmán	musliman	N;MASC;PL	N;ACC;MASC;PL
musulmanes	muslimanima	musulmán	musliman	N;MASC;PL	N;INS;MASC;PL
musulmanes	muslimana	musulmán	musliman	N;MASC;PL	N;GEN;MASC;PL
musulmanes	muslimani	musulmán	musliman	N;MASC;PL	N;NOM;MASC;PL
musulmanes	muslimani	musulmán	musliman	N;MASC;PL	N;NOM;MASC;PL
musulmanes	muslimana	musulmán	musliman	N;MASC;PL	N;GEN;MASC;PL
diversidad	raznolikost	diversidad	raznolikost	N;FEM;SG	N;NOM;FEM;SG
testamento	zavjet	testamento	zavjet	N;MASC;SG	N;NOM;MASC;SG
sudeste	jugoistoku	sudeste	jugoistok	N;MASC;SG	N;DAT;MASC;SG
julia	julia	julia	juliti	N;FEM;SG	N;NOM;FEM;SG
fracaso	neuspjeh	fracaso	neuspjeh	N;MASC;SG	N;NOM;MASC;SG
óblast	oblast	óblast	oblast	N;MASC;SG	N;NOM;FEM;SG
superar	prevladati	superar	prevladati	V;NFIN	V;NFIN
superar	nadvladati	superar	nadvladati	V;NFIN	V;NFIN
drogas	droge	droga	droga	N;FEM;PL	N;NOM;FEM;PL
drogas	lijekovi	droga	lijek	N;FEM;PL	N;NOM;MASC;PL
fans	ljubitelji	fan	ljubitelj	N;PL	N;NOM;MASC;PL
fans	navijači	fan	navijač	N;PL	N;NOM;MASC;PL
