ale	ama	ale	ama	CONJ	CONJ
obchod	iş	obchod	iş	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
obchod	mağazası	obchod	mağaza	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
obchod	dükkan	obchod	dükkan	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
obchod	mağaza	obchod	mağaz	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
budov	binaların	budova	bina	N;GEN;FEM;PL;POS	N;GEN;PL;3
délky	boyu	délka	boy	N;NOM;FEM;SG;POS	N;NOM;SG;3
délky	uzunluk	délka	uzunluk	N;NOM;FEM;SG;POS	N;NOM;SG;3
názory	görüşler	názor	görüş	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
názory	fikirleri	názor	fikir	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
názory	fikirler	názor	fikir	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
vysoký	yüksek	vysoký	yüksek	ADJ;INAN;NOM;MASC;SG;POS	ADJ
vysoký	uzun	vysoký	uzun	ADJ;INAN;NOM;MASC;SG;POS	ADJ
boj	savaş	boj	savaş	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
boj	muharebe	boj	muharebe	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
boj	kavga	boj	kavga	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
boj	kavga	boj	kavga	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
boj	savaş	boj	savaş	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
boj	dövüşün	boj	dövüş	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
literatura	edebiyat	literatura	edebiyat	N;NOM;FEM;SG;POS	N;NOM;SG;3
potřeby	ihtiyaçları	potřeba	ihtiyaç	N;NOM;FEM;PL;POS	N;NOM;PL;3
potřeby	ihtiyaçlar	potřeba	ihtiyaç	N;NOM;FEM;PL;POS	N;NOM;PL;3
učitel	hocam	učitel	hocam	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
učitel	öğretmenim	učitel	öğretmen	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
tradice	gelenek	tradice	gelenek	N;NOM;FEM;SG;POS	N;NOM;SG;3
tradice	gelenek	tradice	gelenek	N;NOM;FEM;SG;POS	N;NOM;SG;3
příbuzná	akrabası	příbuzná	akraba	N;NOM;FEM;SG;POS	N;NOM;SG;3
široké	geniş	široký	geniş	ADJ;NOM;NEUT;SG;POS	ADJ
široké	geniş	široký	geniş	ADJ;NOM;NEUT;SG;POS	ADJ
lidi	çocuklar	člověk	çocuk	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
lidi	kişiler	člověk	kişi	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
lidi	insanlar	člověk	insan	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
doporučení	öneri	doporučení	öneri	N;NOM;NEUT;SG;POS	N;NOM;SG;3
vlajka	bayrağı	vlajka	bayrak	N;NOM;FEM;SG;POS	N;NOM;SG;3
mise	görev	mise	görev	N;NOM;FEM;SG;POS	N;NOM;SG;3
gól	gol	gól	gol	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
celková	genel	celkový	genel	ADJ;NOM;FEM;SG;POS	ADJ
noviny	gazeteler	noviny	gazete	N;NOM;FEM;PL;POS	N;NOM;PL;3
objekty	nesneler	objekt	nesne	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
váha	ağırlığı	váha	ağırlık	N;NOM;FEM;SG;POS	N;NOM;SG;3
váha	kilosu	váha	kilo	N;NOM;FEM;SG;POS	N;NOM;SG;3
správa	yönetimi	správa	yönetim	N;NOM;FEM;SG;POS	N;NOM;SG;3
správa	menajerlik	správa	menajerlik	N;NOM;FEM;SG;POS	N;NOM;SG;3
správa	yönetimi	správa	yönetim	N;NOM;FEM;SG;POS	N;NOM;SG;3
svobody	özgürlükler	svoboda	özgürlük	N;NOM;FEM;PL;POS	N;NOM;PL;3
spolek	cabal	spolek	cabal	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
řekl	dedi	říci	de	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;3;POS;PST
museum	museum	museum	museum	N;NOM;NEUT;SG;POS	N;NOM;SG;3
buňky	hücreler	buňka	hücre	N;NOM;FEM;PL;POS	N;NOM;PL;3
ministerstvo	bakanlığı	ministerstvo	bakanlık	N;NOM;NEUT;SG;POS	N;NOM;SG;3
ministerstvo	bakanlık	ministerstvo	bakanlık	N;NOM;NEUT;SG;POS	N;NOM;SG;3
křídla	kanatlar	křídlo	kanat	N;NOM;NEUT;PL;POS	N;NOM;PL;3
právník	avukatlık	právník	avukatlık	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
obrazy	görüntüler	obraz	görüntü	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
obrazy	resimler	obraz	resim	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
obrazy	resimler	obraz	resim	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
obrazy	tablolar	obraz	tablo	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
dostat	al	dostat	al	V;POS;NFIN	V;PFV;IMP;SG;2;POS;PRS
dostat	alın	dostat	al	V;POS;NFIN	V;PFV;IMP;PL;2;POS;PRS
techniky	teknikler	technika	teknik	N;NOM;FEM;PL;POS	N;NOM;PL;3
techniky	teknikleri	technika	teknik	N;NOM;FEM;PL;POS	N;NOM;PL;3
orchestr	orkestrası	orchestr	orkestra	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
volný	ücretsiz	volný	ücretsiz	ADJ;INAN;NOM;MASC;SG;POS	ADJ
status	durum	status	durum	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
status	durumu	status	durum	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
bitvy	savaşlar	bitva	savaş	N;NOM;FEM;PL;POS	N;NOM;PL;3
hvězda	yıldızlı	hvězda	yıldızlı	N;NOM;FEM;SG;POS	N;NOM;SG;3
nezávislost	bağımsızlık	závislost	bağımsızlık	N;NOM;FEM;SG;NEG	N;NOM;SG;3
zahrady	bahçeler	zahrada	bahçe	N;NOM;FEM;PL;POS	N;NOM;PL;3
zbraně	silahları	zbraň	silah	N;NOM;FEM;PL;POS	N;NOM;PL;3
zbraně	silahlar	zbraň	silah	N;NOM;FEM;PL;POS	N;NOM;PL;3
zbraně	silahları	zbraň	silah	N;NOM;FEM;PL;POS	N;NOM;PL;3
zbraně	silahlar	zbraň	silah	N;NOM;FEM;PL;POS	N;NOM;PL;3
zbraně	silahlar	zbraň	silah	N;NOM;FEM;PL;POS	N;NOM;PL;3
světla	işıkları	světlo	işık	N;NOM;NEUT;PL;POS	N;NOM;PL;3
světla	işıklar	světlo	işık	N;NOM;NEUT;PL;POS	N;NOM;PL;3
úsek	bölümü	úsek	bölüm	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
fakulta	fakülte	fakulta	fakül	N;NOM;FEM;SG;POS	N;NOM;SG;3
fakulta	öğretim	fakulta	öğretim	N;NOM;FEM;SG;POS	N;NOM;SG;3
představení	performansı	představení	performans	N;NOM;NEUT;SG;POS	N;NOM;SG;3
poměr	oranı	poměr	oran	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
zahájení	açılış	zahájení	açılış	N;NOM;NEUT;SG;POS	N;NOM;SG;3
zahájení	açılışı	zahájení	açılış	N;NOM;NEUT;SG;POS	N;NOM;SG;3
umělecké	sanatsal	umělecký	sanatsal	ADJ;NOM;MASC;SG;POS	ADJ
hodnotu	değeri	hodnota	değer	N;ACC;FEM;SG;POS	N;ACC;SG;3
filmy	filmler	film	film	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
filmy	filmler	film	film	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
jasné	açık	jasný	açık	ADJ;NOM;NEUT;SG;POS	ADJ
plochy	alanlar	plocha	alan	N;NOM;FEM;PL;POS	N;NOM;PL;3
plochy	bölgeler	plocha	bölge	N;NOM;FEM;PL;POS	N;NOM;PL;3
zbytky	kalıntılar	zbytek	kalıntı	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
zbytky	kalanlar	zbytek	kalan	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
zbytky	kalıntılar	zbytek	kalıntı	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
schopnost	yetenek	schopnost	yetenek	N;NOM;FEM;SG;POS	N;NOM;SG;3
schopnost	yeteneği	schopnost	yetenek	N;NOM;FEM;SG;POS	N;NOM;SG;3
příležitosti	fırsatlar	příležitost	fırsat	N;NOM;FEM;PL;POS	N;NOM;PL;3
příležitosti	fırsatlar	příležitost	fırsat	N;NOM;FEM;PL;POS	N;NOM;PL;3
architektury	mimarisi	architektura	mimari	N;NOM;FEM;SG;POS	N;NOM;SG;3
používání	kullanımı	používání	kullanım	N;NOM;NEUT;SG;POS	N;NOM;SG;3
používání	kullanımı	používání	kullanım	N;NOM;NEUT;SG;POS	N;NOM;SG;3
zranění	yarası	zranění	yara	N;NOM;NEUT;SG;POS	N;NOM;SG;3
zranění	sakatlık	zranění	sakatlık	N;NOM;NEUT;SG;POS	N;NOM;SG;3
úpravy	değişiklikler	úprava	değişiklik	N;NOM;FEM;PL;POS	N;NOM;PL;3
klávesy	anahtarları	klávesa	anahtar	N;NOM;FEM;PL;POS	N;NOM;PL;3
klávesy	anahtarlar	klávesa	anahtar	N;NOM;FEM;PL;POS	N;NOM;PL;3
prostředky	kaynaklar	prostředek	kaynak	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
time	zaman	time	zaman	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
time	süre	time	süre	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
náklady	masrafları	náklad	masraf	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
náklady	masraflar	náklad	masraf	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
náklady	giderler	náklad	git	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
náklady	masraflar	náklad	masraf	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
náklady	maliyetleri	náklad	maliyet	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
ztráty	kayıplar	ztráta	kayıp	N;NOM;FEM;PL;POS	N;NOM;PL;3
ztráty	kayıplar	ztráta	kayıp	N;NOM;FEM;PL;POS	N;NOM;PL;3
ztráty	yaralılar	ztráta	yaralı	N;NOM;FEM;PL;POS	N;NOM;PL;3
knihovny	kütüphaneler	knihovna	kütüphane	N;NOM;FEM;PL;POS	N;NOM;PL;3
studio	stüdyosu	studio	stüdyo	N;NOM;NEUT;SG;POS	N;NOM;SG;3
výraz	vade	výraz	vade	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
výraz	ifade	výraz	ifade	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
výraz	ifadesi	výraz	ifade	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
pozornost	dikkat	pozornost	dikkat	N;NOM;FEM;SG;POS	N;NOM;SG;3
sochy	heykelleri	socha	heykel	N;NOM;FEM;PL;POS	N;NOM;PL;3
sochy	heykeller	socha	heykel	N;NOM;FEM;PL;POS	N;NOM;PL;3
sochy	heykeller	socha	heykel	N;NOM;FEM;PL;POS	N;NOM;PL;3
vyjádření	ifade	vyjádření	ifade	N;NOM;NEUT;SG;POS	N;NOM;SG;3
vyjádření	ifadesi	vyjádření	ifade	N;NOM;NEUT;SG;POS	N;NOM;SG;3
matky	anneler	matka	anne	N;NOM;FEM;PL;POS	N;NOM;PL;3
dokázal	kanıtladı	dokázat	kanıtla	V;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;3;POS;PST
většiny	çoğunluk	většina	çoğunluk	N;NOM;FEM;SG;POS	N;NOM;SG;3
závody	irklar	závod	irk	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
rozhraní	arayüz	rozhraní	arayüz	N;NOM;NEUT;SG;POS	N;NOM;SG;3
majitel	sahibi	majitel	sahip	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
hrají	oynamak	hrát	oyna	V;IND;PL;3;POS;PRS;FIN;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
sbírky	koleksiyonlar	sbírka	koleksiyon	N;NOM;FEM;PL;POS	N;NOM;PL;3
software	yazılım	software	yazılım	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
odmítl	reddetti	odmítnout	reddet	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;3;POS;PST
odmítl	reddetti	odmítnout	reddet	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;3;POS;PST
volné	ücretsiz	volný	ücretsiz	ADJ;NOM;NEUT;SG;POS	ADJ
vzdělávání	eğitim	vzdělávání	eğitim	N;NOM;NEUT;SG;POS	N;NOM;SG;3
letadla	uçaklar	letadlo	uçak	N;NOM;NEUT;PL;POS	N;NOM;PL;3
letadla	uçaklar	letadlo	uçak	N;NOM;NEUT;PL;POS	N;NOM;PL;3
letadla	uçaklar	letadlo	uçak	N;NOM;NEUT;PL;POS	N;NOM;PL;3
lesy	ormanlar	les	orman	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
lesy	ormanları	les	orman	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
komunity	topluluklar	komunita	topluluk	N;NOM;FEM;PL;POS	N;NOM;PL;3
vozidla	araçlar	vozidlo	araç	N;NOM;NEUT;PL;POS	N;NOM;PL;3
manželky	karılar	manželka	karı	N;NOM;FEM;PL;POS	N;NOM;PL;3
občanství	vatandaşlık	občanství	vatandaşlık	N;NOM;NEUT;SG;POS	N;NOM;SG;3
červený	kırmızı	červený	kırmızı	ADJ;INAN;NOM;MASC;SG;POS	ADJ
uspořádání	düzeni	uspořádání	düzen	N;NOM;NEUT;SG;POS	N;NOM;SG;3
cíl	varış	cíl	varış	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
cíl	gol	cíl	gol	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
paní	hanımefendi	paní	hanımefendi	N;NOM;FEM;SG;POS	N;NOM;SG;3
paní	hanımefendi	paní	hanımefendi	N;NOM;FEM;SG;POS	N;NOM;SG;3
cíle	amaçlar	cíl	amaç	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
cíle	hedefler	cíl	hedef	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
cíle	amaçlar	cíl	amaç	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
cíle	hedefleri	cíl	hedef	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
cíle	hedefler	cíl	hedef	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
asociace	derneği	asociace	dernek	N;NOM;FEM;SG;POS	N;NOM;SG;3
vystoupení	performansı	vystoupení	performans	N;NOM;NEUT;SG;POS	N;NOM;SG;3
pomník	memorial	pomník	memorial	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
konečně	sonunda	konečně	sonunda	ADV;POS	ADV
počítače	bilgisayarlar	počítač	bilgisayar	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
bůh	allahım	bůh	allah	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
epizoda	bolum	epizoda	bol	N;NOM;FEM;SG;POS	N;NOM;SG;3
uživatel	kullanıcı	uživatel	kullanıcı	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
princip	ilkesi	princip	ilke	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
zahrada	bahçe	zahrada	bahçe	N;NOM;FEM;SG;POS	N;NOM;SG;3
zahrada	bahçesi	zahrada	bahçe	N;NOM;FEM;SG;POS	N;NOM;SG;3
zahrada	garden	zahrada	garden	N;NOM;FEM;SG;POS	N;NOM;SG;3
udělat	yap	udělat	yap	V;PFV;POS;NFIN	V;PFV;IMP;SG;2;POS;PRS
teplota	sıcaklık	teplota	sıcaklık	N;NOM;FEM;SG;POS	N;NOM;SG;3
pokus	girişimi	pokus	girişim	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
hlava	baş	hlava	baş	N;NOM;FEM;SG;POS	N;NOM;SG;3
hlava	kafası	hlava	kafa	N;NOM;FEM;SG;POS	N;NOM;SG;3
děj	arsa	děj	arsa	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
červená	kırmızı	červený	kırmızı	ADJ;NOM;FEM;SG;POS	ADJ
zvýšení	yükseklik	zvýšení	yükseklik	N;NOM;NEUT;SG;POS	N;NOM;SG;3
značky	etiketler	značka	etiket	N;NOM;FEM;PL;POS	N;NOM;PL;3
značky	etiketleri	značka	etiket	N;NOM;FEM;PL;POS	N;NOM;PL;3
značky	işaretler	značka	işaret	N;NOM;FEM;PL;POS	N;NOM;PL;3
značky	markalar	značka	marka	N;NOM;FEM;PL;POS	N;NOM;PL;3
povídky	hikayeler	povídka	hikaye	N;NOM;FEM;PL;POS	N;NOM;PL;3
povídky	öyküler	povídka	öykü	N;NOM;FEM;PL;POS	N;NOM;PL;3
povídky	masallar	povídka	masal	N;NOM;FEM;PL;POS	N;NOM;PL;3
vlastnictví	mülkiyet	vlastnictví	mülkiyet	N;NOM;NEUT;SG;POS	N;NOM;SG;3
vlastnictví	sahipliği	vlastnictví	sahiplik	N;NOM;NEUT;SG;POS	N;NOM;SG;3
knížectví	prenslik	knížectví	prenslik	N;NOM;NEUT;SG;POS	N;NOM;SG;3
zdraví	sağlık	zdraví	sağlık	N;NOM;NEUT;SG;POS	N;NOM;SG;3
spor	anlaşmazlık	spor	anlaşmazlık	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
tvorba	yaratılış	tvorba	yarat	N;NOM;FEM;SG;POS	N;NOM;SG;3
tvorba	düzeni	tvorba	düzen	N;NOM;FEM;SG;POS	N;NOM;SG;3
metoda	yöntem	metoda	yöntem	N;NOM;FEM;SG;POS	N;NOM;SG;3
noc	gece	noc	gece	N;NOM;FEM;SG;POS	N;NOM;SG;3
vědecké	bilimsel	vědecký	bilimsel	ADJ;NOM;NEUT;SG;POS	ADJ
správci	yöneticiler	správce	yönetici	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
správci	yöneticileri	správce	yönetici	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
správci	yöneticiler	správce	yönetici	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
správci	yöneticileri	správce	yönetici	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
jádro	çekirdeği	jádro	çekir	N;NOM;NEUT;SG;POS	N;NOM;SG;3
jádro	çekirdeği	jádro	çekir	N;NOM;NEUT;SG;POS	N;NOM;SG;3
dosáhnout	başarmak	dosáhnout	başar	V;POS;NFIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
planety	gezegenler	planeta	gezegen	N;NOM;FEM;PL;POS	N;NOM;PL;3
desky	levhalar	deska	levha	N;NOM;FEM;PL;POS	N;NOM;PL;3
desky	tabaklar	deska	tabak	N;NOM;FEM;PL;POS	N;NOM;PL;3
desky	rekorlar	deska	rekor	N;NOM;FEM;PL;POS	N;NOM;PL;3
desky	kayıtlar	deska	kayıt	N;NOM;FEM;PL;POS	N;NOM;PL;3
hospodářství	ekonomisi	hospodářství	ekonomi	N;NOM;NEUT;SG;POS	N;NOM;SG;3
databáze	veritabanı	databáze	verit	N;NOM;FEM;SG;POS	N;NOM;SG;3
databáze	veritabanı	databáze	verit	N;NOM;FEM;SG;POS	N;NOM;SG;3
vůdce	lideri	vůdce	lider	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
průměr	çapı	průměr	çapı	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
výrobce	üreticisi	výrobce	üretici	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
pojetí	gebelik	pojetí	gebelik	N;NOM;NEUT;SG;POS	N;NOM;SG;3
plody	meyveler	plod	meyve	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
politika	politikası	politika	politikası	N;NOM;FEM;SG;POS	N;NOM;SG;3
politika	politikamız	politika	politika	N;NOM;FEM;SG;POS	N;NOM;SG;3
výstavy	sergiler	výstava	sergi	N;NOM;FEM;PL;POS	N;NOM;PL;3
výstavy	sergiler	výstava	sergi	N;NOM;FEM;PL;POS	N;NOM;PL;3
služba	servisi	služba	servi	N;NOM;FEM;SG;POS	N;NOM;SG;3
služba	hizmet	služba	hizmet	N;NOM;FEM;SG;POS	N;NOM;SG;3
sestra	abla	sestra	abla	N;NOM;FEM;SG;POS	N;NOM;SG;3
sestra	hemşire	sestra	hemşire	N;NOM;FEM;SG;POS	N;NOM;SG;3
křesťanství	hıristiyanlık	křesťanství	hıristiyanlık	N;NOM;NEUT;SG;POS	N;NOM;SG;3
stupeň	derecesi	stupeň	derece	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
stupeň	diploma	stupeň	diplom	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
láska	aşk	láska	aşk	N;NOM;FEM;SG;POS	N;NOM;SG;3
zobrazení	ekran	zobrazení	ekran	N;NOM;NEUT;SG;POS	N;NOM;SG;3
zobrazení	görünüm	zobrazení	görün	N;NOM;NEUT;SG;POS	N;NOM;SG;3
zobrazení	görünüm	zobrazení	görün	N;NOM;NEUT;SG;POS	N;NOM;SG;3
zobrazení	görünümü	zobrazení	görün	N;NOM;NEUT;SG;POS	N;NOM;SG;3
zobrazení	manzara	zobrazení	manzara	N;NOM;NEUT;SG;POS	N;NOM;SG;3
neustále	sürekli	neustále	sürekli	ADV;POS	ADV
oltář	sunak	oltář	sunak	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
podpora	desteği	podpora	destek	N;NOM;FEM;SG;POS	N;NOM;SG;3
účely	amaçlar	účel	amaç	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
zkušenosti	deneyimler	zkušenost	deneyim	N;NOM;FEM;PL;POS	N;NOM;PL;3
struktura	yapısı	struktura	yapı	N;NOM;FEM;SG;POS	N;NOM;SG;3
spory	anlaşmazlıklar	spor	anlaşmazlık	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
rozhovor	muhabbet	rozhovor	muhabbet	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
rozhovor	sohbet	rozhovor	sohbet	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
rozhovor	söyleşi	rozhovor	söyleşi	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
rozhovor	mülakat	rozhovor	mülakat	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
hrabství	şehristanı	hrabství	şehristan	N;NOM;NEUT;SG;POS	N;NOM;SG;3
závislosti	bağımlılık	závislost	bağımlılık	N;NOM;FEM;SG;POS	N;NOM;SG;3
závislosti	bağımlılık	závislost	bağımlılık	N;NOM;FEM;SG;POS	N;NOM;SG;3
závislosti	bağımlılık	závislost	bağımlılık	N;NOM;FEM;SG;POS	N;NOM;SG;3
útoky	saldırılar	útok	sal	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
útoky	saldırılar	útok	sal	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
požadavky	şartlar	požadavek	şart	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
požadavky	istekler	požadavek	istek	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
požadavky	talepleri	požadavek	talep	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
požadavky	talepler	požadavek	talep	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
region	bölgesi	region	bölge	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
světlo	aydınlık	světlo	aydınlık	N;NOM;NEUT;SG;POS	N;NOM;SG;3
školství	eğitim	školství	eğitim	N;NOM;NEUT;SG;POS	N;NOM;SG;3
autoři	yazarlar	autor	yazar	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
autoři	yazarlar	autor	yazar	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
cyklus	döngüsü	cyklus	döngü	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
pohyb	hareket	pohyb	hareket	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
pohyb	hareket	pohyb	hareket	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
pohyb	hareket	pohyb	hareket	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
pohyb	hareketlilik	pohyb	hareketlilik	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
otázky	sorularınız	otázka	soru	N;NOM;FEM;PL;POS	N;NOM;PL;3
otázky	sorular	otázka	soru	N;NOM;FEM;PL;POS	N;NOM;PL;3
matematik	matematikçi	matematik	matematikçi	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
jeskyně	mağarası	jeskyně	mağara	N;NOM;FEM;SG;POS	N;NOM;SG;3
paláce	saraylar	palác	saray	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
obrázky	görüntüler	obrázek	görüntü	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
obrázky	resimler	obrázek	resim	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
obrázky	resimler	obrázek	resim	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
obrázky	fotoğraflar	obrázek	fotoğraf	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
obrázky	resimleri	obrázek	resim	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
ekonomické	ekonomik	ekonomický	ekonomik	ADJ;NOM;MASC;PL;POS	ADJ
ekonomické	ekonomik	ekonomický	ekonomik	ADJ;NOM;MASC;PL;POS	ADJ
vojáci	askerler	voják	asker	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
vojáci	birlikler	voják	birlik	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
vojáci	askerler	voják	asker	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
vzdálenost	uzaklık	vzdálenost	uzaklık	N;NOM;FEM;SG;POS	N;NOM;SG;3
vzdálenost	mesafe	vzdálenost	mesafe	N;NOM;FEM;SG;POS	N;NOM;SG;3
tažení	kampanya	tažení	kampanya	N;NOM;NEUT;SG;POS	N;NOM;SG;3
okna	pencereler	okno	pencere	N;NOM;NEUT;PL;POS	N;NOM;PL;3
okna	pencereleri	okno	pencere	N;NOM;NEUT;PL;POS	N;NOM;PL;3
krajiny	manzara	krajina	manzara	N;NOM;FEM;SG;POS	N;NOM;SG;3
krajiny	manzara	krajina	manzara	N;NOM;FEM;SG;POS	N;NOM;SG;3
posádka	mürettebat	posádka	mürettebat	N;NOM;FEM;SG;POS	N;NOM;SG;3
obecné	genel	obecný	genel	ADJ;NOM;MASC;SG;POS	ADJ
obecné	genel	obecný	genel	ADJ;NOM;MASC;SG;POS	ADJ
zástupci	milletvekilleri	zástupce	milletvekili	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
zástupci	temsilcileri	zástupce	temsilci	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
zástupci	temsilciler	zástupce	temsilci	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
nemoci	hastalıklar	nemoc	hastalık	N;NOM;FEM;PL;POS	N;NOM;PL;3
nemoci	hastalıkları	nemoc	hastalık	N;NOM;FEM;PL;POS	N;NOM;PL;3
nemoci	hastalıklar	nemoc	hastalık	N;NOM;FEM;PL;POS	N;NOM;PL;3
