with	مع	with	مَعَ	ADP	ADP;ACC
ferry	العبارة	ferry	عِبَارَة	N;SG	N;NOM;DEF;SG
ferry	عبارة	ferry	عِبَارَة	N;SG	N;NOM;INDF;SG
push	ادفع	push	أَدفَع	V;IMP;FIN	V;MASC;IMP;SG;FIN
push	دفع	push	دَفَع	V;IMP;FIN	V;PFV;MASC;SG;3;ACT
lie	اكذب	lie	أَكذَب	V;IMP;FIN	V;PFV;MASC;SG;ACT
throne	العرش	throne	عَرش	N;SG	N;NOM;DEF;SG
attracted	جذبت	attract	جَذَب	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
attracted	اجتذبت	attract	اِجتَذَب	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
saudi	سعودي	saudi	سَعُودِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
saudi	السعودي	saudi	سَعُودِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
lights	اضواء	light	ضَوء	N;PL	N;NOM;INDF;PL
lights	الاضواء	light	ضَوء	N;PL	N;NOM;DEF;PL
lights	الانوار	light	نَارِي	N;PL	N;NOM;DEF;PL
grandfather	الجد	grandfather	جِدّ	N;SG	N;NOM;DEF;SG
gauge	مقياس	gauge	مِقيَاس	N;SG	N;NOM;INDF;SG
concerts	حفلات	concert	حَفلَة	N;PL	N;NOM;INDF;PL
uniform	الموحد	uniform	مُوَحَّد	ADJ	ADJ;NOM;DEF;MASC;SG
uniform	موحدة	uniform	مُوَحَّد	ADJ	ADJ;NOM;INDF;FEM;SG
uniform	موحد	uniform	مُوَحَّد	ADJ	ADJ;NOM;INDF;MASC;SG
chase	المطاردة	chase	مُطَارَدَة	N;SG	N;NOM;DEF;SG
chase	مطاردة	chase	مُطَارَدَة	N;SG	N;NOM;INDF;SG
computers	حواسيب	computer	حَاسُوب	N;PL	N;NOM;INDF;PL
computers	الحاسبات	computer	الحاسبات	N;PL	N;NOM;DEF;PL
computers	الحواسيب	computer	حَاسُوب	N;PL	N;NOM;DEF;PL
flower	الزهرة	flower	زُهرَة	N;SG	N;NOM;DEF;SG
flower	وردة	flower	وَردَة	N;SG	N;NOM;INDF;SG
flower	زهرة	flower	زُهرَة	N;SG	N;NOM;INDF;SG
thai	التايلاندية	thai	تَايلَاندِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
disaster	كارثة	disaster	كَارِثَة	N;SG	N;NOM;INDF;SG
disaster	الكارثة	disaster	كَارِثَة	N;SG	N;NOM;DEF;SG
involves	ينطوي	involve	اِنطَوَى	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
sharp	حادة	sharp	حَادّ	ADJ	ADJ;NOM;INDF;FEM;SG
sharp	حاد	sharp	حَادّ	ADJ	ADJ;NOM;INDF;MASC;SG
explains	تفسر	explain	فَسَّر	V;IND;SG;3;PRS;FIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
explains	يشرح	explain	شَرَح	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
explains	يوضح	explain	أَوضَح	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
explains	يفسر	explain	فَسَّر	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
meat	اللحم	meat	لَحم	N;SG	N;NOM;DEF;SG
meat	لحم	meat	لَحم	N;SG	N;NOM;INDF;SG
telephone	الهاتف	telephone	هَاتِف	N;SG	N;NOM;DEF;SG
moral	اخلاقي	moral	إِخلَاقِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
moral	الاخلاقية	moral	أَخلَاقِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
moral	اخلاقية	moral	إِخلَاقِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
lawyers	محامين	lawyer	مُحَامِي	N;PL	N;NOM;INDF;PL
lawyers	المحامون	lawyer	مُحَامِي	N;PL	N;NOM;DEF;PL
lawyers	محامون	lawyer	مُحَامِي	N;PL	N;NOM;INDF;PL
lawyers	المحامين	lawyer	مُحَامِي	N;PL	N;NOM;DEF;PL
citing	مستشهدا	cite	مستشهدا	N;SG	N;ACC;INDF;SG
interviews	المقابلات	interview	مُقَابَلَة	N;PL	N;NOM;DEF;PL
interviews	مقابلات	interview	مُقَابَلَات	N;PL	N;NOM;INDF;PL
radar	رادار	radar	رادار	N;SG	N;NOM;INDF;SG
radar	الرادار	radar	رَادَار	N;SG	N;NOM;DEF;SG
spending	انفاق	spending	إِنفَاق	N;SG	N;NOM;INDF;SG
spending	الانفاق	spending	نَفَق	N;SG	N;NOM;DEF;SG
tea	الشاي	tea	شَاي	N;SG	N;NOM;DEF;SG
bright	لامع	bright	لَامِع	ADJ	ADJ;NOM;INDF;MASC;SG
heaven	النعيم	heaven	النعيم	N;SG	N;NOM;DEF;SG
heaven	الجنة	heaven	جَنَّة	N;SG	N;NOM;DEF;SG
heaven	السماء	heaven	سَمَاء	N;SG	N;NOM;DEF;SG
athlete	رياضي	athlete	رِيَاضِيّ	N;SG	N;NOM;INDF;SG
aspect	جانب	aspect	جَانِب	N;SG	N;NOM;INDF;SG
aspect	الجانب	aspect	جَانِب	N;SG	N;NOM;DEF;SG
answers	الاجابات	answer	إِجَابَة	N;PL	N;NOM;DEF;PL
answers	اجابات	answer	إِجَابَة	N;PL	N;NOM;INDF;PL
consumer	المستهلك	consumer	مُستَهلِك	N;SG	N;NOM;DEF;SG
exclusive	حصرية	exclusive	حصرية	ADJ	ADJ;NOM;INDF;FEM;SG
exclusive	حصريا	exclusive	حِصرِيّ	ADJ	ADJ;ACC;INDF;MASC;SG
allies	الحلفاء	ally	حَلِيف	N;PL	N;NOM;DEF;PL
missile	صاروخ	missile	صَارُوخ	N;SG	N;NOM;INDF;SG
missile	الصاروخ	missile	صَارُوخ	N;SG	N;NOM;DEF;SG
missile	القذيفة	missile	قَذِيفَة	N;SG	N;NOM;DEF;SG
missile	قذيفة	missile	قَذِيفَة	N;SG	N;NOM;INDF;SG
mechanism	الالية	mechanism	الالية	N;SG	N;NOM;DEF;SG
mechanism	الية	mechanism	الية	N;SG	N;NOM;DEF;SG
intention	نية	intention	نِيَّة	N;SG	N;NOM;INDF;SG
intention	النية	intention	نِيَّة	N;SG	N;NOM;DEF;SG
casualties	الاصابات	casualty	إِصَابَة	N;PL	N;NOM;DEF;PL
casualties	اصابات	casualty	إِصَابَة	N;PL	N;NOM;INDF;PL
establishing	المنشئ	establish	مُنشَأَة	N;SG	N;NOM;DEF;SG
diseases	الامراض	disease	مَرَض	N;PL	N;NOM;DEF;PL
diseases	امراض	disease	مَرَض	N;PL	N;NOM;INDF;PL
rhythm	ايقاع	rhythm	إِيقَاع	N;SG	N;NOM;INDF;SG
rhythm	الايقاع	rhythm	إِيقَاع	N;SG	N;NOM;DEF;SG
catch	التقاط	catch	اِلتِقَاط	N;SG	N;NOM;INDF;SG
poll	استطلاع	poll	اِستِطلَاع	N;SG	N;NOM;INDF;SG
poll	الاستطلاع	poll	اِستِطلَاع	N;SG	N;NOM;DEF;SG
lasted	دام	last	دَام	V;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
lasted	دامت	last	دَام	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
ranges	النطاقات	range	نِطَاقَة	N;PL	N;NOM;DEF;PL
ranges	نطاقات	range	نِطَاقَة	N;PL	N;NOM;INDF;PL
insects	الحشرات	insect	حَشَرَة	N;PL	N;NOM;DEF;PL
suffering	المعاناة	suffering	مُعَانَاة	N;SG	N;NOM;DEF;SG
suffering	معاناة	suffering	مُعَانَاة	N;SG	N;NOM;INDF;SG
worship	عبادة	worship	عبادة	N;SG	N;NOM;INDF;SG
worship	العبادة	worship	عِبَادَة	N;SG	N;NOM;DEF;SG
boundaries	حدود	boundary	حَدّ	N;PL	N;NOM;INDF;PL
boundaries	الحدود	boundary	حَدّ	N;PL	N;NOM;DEF;PL
blind	عمياء	blind	عَمِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
pakistani	الباكستانية	pakistani	بَاكِستَانِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
pakistani	الباكستاني	pakistani	بَاكِستَانِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
patterns	الانماط	pattern	إِنمَاط	N;PL	N;NOM;DEF;PL
patterns	انماط	pattern	نَمَط	N;PL	N;NOM;INDF;PL
arrangement	ترتيب	arrangement	تَرتِيب	N;SG	N;NOM;INDF;SG
arrangement	الترتيب	arrangement	تَرتِيب	N;SG	N;NOM;DEF;SG
gross	الاجمالي	gross	إِجمَالِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
applies	ينطبق	apply	اِنطَبَق	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
applies	يسري	apply	يسري	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
experiment	التجربة	experiment	تَجرِبَة	N;SG	N;NOM;DEF;SG
experiment	تجربة	experiment	تَجرِبَة	N;SG	N;NOM;INDF;SG
radical	جذري	radical	جِذرِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
radical	جذرية	radical	جِذرِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
radical	متطرف	radical	مُتَطَرِّف	ADJ	ADJ;NOM;INDF;MASC;SG
legs	سيقان	leg	سِيقَان	N;PL	N;NOM;INDF;PL
opponent	الخصم	opponent	خَصم	N;SG	N;NOM;DEF;SG
diameter	القطر	diameter	قَطَر	N;SG	N;NOM;DEF;SG
supplies	الامدادات	supplies	إِمدَادَات	N;PL	N;NOM;DEF;PL
supplies	مستلزمات	supplies	مُستَلزَم	N;PL	N;NOM;INDF;PL
supplies	امدادات	supplies	إِمدَادَات	N;PL	N;NOM;INDF;PL
supplies	اللوازم	supplies	لَازِمَة	N;PL	N;NOM;DEF;PL
pitch	الملعب	pitch	مَلعَب	N;SG	N;NOM;DEF;SG
utility	المنفعة	utility	مَنفَعَة	N;SG	N;NOM;DEF;SG
utility	الفائدة	utility	فَائِدَة	N;SG	N;NOM;DEF;SG
cleanup	تنظيف	cleanup	تَنظِيف	N;SG	N;NOM;INDF;SG
cleanup	التنظيف	cleanup	تَنظِيف	N;SG	N;NOM;DEF;SG
opponents	المعارضون	opponent	مُعَارِض	N;PL	N;NOM;DEF;PL
opponents	الخصوم	opponent	خُصُوم	N;PL	N;NOM;DEF;PL
opponents	المعارضين	opponent	مُعَارِض	N;PL	N;NOM;DEF;PL
diplomatic	دبلوماسية	diplomatic	دِبلُومَاسِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
diplomatic	دبلوماسي	diplomatic	دِبلُومَاسِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
germans	الالمان	german	أَلمَانِيّ	N;PL	N;NOM;DEF;PL
seal	الختم	seal	خِتمَة	N;SG	N;NOM;DEF;SG
concepts	المفاهيم	concept	مَفهُوم	N;PL	N;NOM;DEF;PL
concepts	مفاهيم	concept	مَفهُوم	N;PL	N;NOM;INDF;PL
sword	السيف	sword	سَيف	N;SG	N;NOM;DEF;SG
virus	الفيروس	virus	فَيرُوس	N;SG	N;NOM;DEF;SG
bull	الثور	bull	ثَور	N;SG	N;NOM;DEF;SG
presents	يعرض	present	عَرَّض	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
bias	الانحياز	bias	اِنحِيَاز	N;SG	N;NOM;DEF;SG
bias	التحيز	bias	التحيز	N;SG	N;NOM;DEF;SG
bias	تحيز	bias	أَحَاز	N;SG	N;NOM;INDF;SG
merger	الدمج	merger	دَمج	N;SG	N;NOM;DEF;SG
merger	الاندماج	merger	اِندِمَاج	N;SG	N;NOM;DEF;SG
merger	اندماج	merger	اِندِمَاج	N;SG	N;NOM;INDF;SG
messages	رسائل	message	رِسَالَة	N;PL	N;NOM;INDF;PL
messages	الرسائل	message	رِسَالَة	N;PL	N;NOM;DEF;PL
rebellion	التمرد	rebellion	تَمَرُّد	N;SG	N;NOM;DEF;SG
rebellion	تمرد	rebellion	تَمَرُّد	N;SG	N;NOM;INDF;SG
victim	ضحية	victim	ضَحِيَّة	N;SG	N;NOM;INDF;SG
victim	الضحية	victim	ضَحِيَّة	N;SG	N;NOM;DEF;SG
angels	ملائكة	angel	مَلأَك	N;PL	N;NOM;INDF;PL
noise	ضجيج	noise	ضَجِيج	N;SG	N;NOM;INDF;SG
noise	ضوضاء	noise	ضَوضَاء	N;SG	N;NOM;INDF;SG
noise	الضجيج	noise	ضَجِيج	N;SG	N;NOM;DEF;SG
noise	الضوضاء	noise	ضَوضَاء	N;SG	N;NOM;DEF;SG
beer	بيرة	beer	بِيرَة	N;SG	N;NOM;INDF;SG
beer	الجعة	beer	جُعَّة	N;SG	N;NOM;DEF;SG
beer	البيرة	beer	بِيرَة	N;SG	N;NOM;DEF;SG
palestinian	فلسطينية	palestinian	فِلَسطِينِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
copper	النحاس	copper	نُحَاس	N;SG	N;NOM;DEF;SG
jurisdiction	الاختصاص	jurisdiction	اِختِصَاص	N;SG	N;NOM;DEF;SG
improvements	التحسينات	improvement	تَحسِين	N;PL	N;NOM;DEF;PL
improvements	تحسينات	improvement	تَحسِين	N;PL	N;NOM;INDF;PL
loop	حلقة	loop	حَلقَة	N;SG	N;NOM;INDF;SG
loop	الحلقة	loop	حَلقَة	N;SG	N;NOM;DEF;SG
drum	الطبل	drum	طِبل	N;SG	N;NOM;DEF;SG
dramatic	درامية	dramatic	دِرَامِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
talks	محادثات	talk	مُحَادَثَة	N;PL	N;NOM;INDF;PL
talks	المحادثات	talk	مُحَادَثَة	N;PL	N;NOM;DEF;PL
earthquake	زلزال	earthquake	زِلزَال	N;SG	N;NOM;INDF;SG
earthquake	الزلزال	earthquake	زِلزَال	N;SG	N;NOM;DEF;SG
hat	القبعة	hat	قِبعَة	N;SG	N;NOM;DEF;SG
hat	قبعة	hat	قِبعَة	N;SG	N;NOM;INDF;SG
requirement	مطلب	requirement	مَطلَب	N;SG	N;NOM;INDF;SG
requirement	اشتراط	requirement	اِشتِرَاط	N;SG	N;NOM;INDF;SG
requirement	الشرط	requirement	شَرط	N;SG	N;NOM;DEF;SG
tanks	دبابات	tank	دَبَّابَة	N;PL	N;NOM;INDF;PL
tanks	الدبابات	tank	دَبَّابَة	N;PL	N;NOM;DEF;PL
tanks	الخزانات	tank	خِزَانَة	N;PL	N;NOM;DEF;PL
presidents	رؤساء	president	رَئِيس	N;PL	N;NOM;INDF;PL
presidents	الرؤساء	president	رَئِيس	N;PL	N;NOM;DEF;PL
societies	مجتمعات	society	مُجتَمَع	N;PL	N;NOM;INDF;PL
societies	الجمعيات	society	جَمعِيَّة	N;PL	N;NOM;DEF;PL
alcohol	كحول	alcohol	كُحُول	N;SG	N;NOM;INDF;SG
alcohol	الكحول	alcohol	كُحُول	N;SG	N;NOM;DEF;SG
eat	كلوا	eat	كُلو	V;IMP;FIN	V;PFV;MASC;IMP;SG
graphics	رسومات	graphic	رَسم	N;PL	N;NOM;INDF;PL
graphics	الرسومات	graphic	رَسمَة	N;PL	N;NOM;DEF;PL
coffee	البن	coffee	بُنّ	N;SG	N;NOM;DEF;SG
coffee	القهوة	coffee	قُهُوَّة	N;SG	N;NOM;DEF;SG
coffee	قهوة	coffee	قَهوَة	N;SG	N;NOM;INDF;SG
destroy	دمر	destroy	دَمَّر	V;IMP;FIN	V;PFV;MASC;SG;3;ACT
connections	الصلات	connection	صَلَة	N;PL	N;NOM;DEF;PL
connections	الارتباطات	connection	اِرتِبَاط	N;PL	N;NOM;DEF;PL
rush	رش	rush	رَشّ	N;SG	N;NOM;INDF;SG
heights	مرتفعات	height	مُرتَفَع	N;PL	N;NOM;INDF;PL
heights	المرتفعات	height	مُرتَفِع	N;PL	N;NOM;DEF;PL
outcome	الحصيلة	outcome	حَصِيلَة	N;SG	N;NOM;DEF;SG
apartment	شقة	apartment	شَقَّة	N;SG	N;NOM;INDF;SG
apartment	الشقة	apartment	شَقَّة	N;SG	N;NOM;DEF;SG
apartment	شقه	apartment	شَقه	N;SG	N;NOM;INDF;SG
traditions	التقاليد	tradition	تَقلِيد	N;PL	N;NOM;DEF;PL
traditions	تقاليد	tradition	تَقلِيد	N;PL	N;NOM;INDF;PL
thin	نحيف	thin	نحيف	ADJ	ADJ;NOM;INDF;MASC;SG
thin	رفيع	thin	رَفِيع	ADJ	ADJ;NOM;INDF;MASC;SG
thin	رقيق	thin	رَقِيق	ADJ	ADJ;NOM;INDF;MASC;SG
thin	رقيقة	thin	رَقِيقَة	ADJ	ADJ;NOM;INDF;FEM;SG
departments	الادارات	department	إِدَارَة	N;PL	N;NOM;DEF;PL
departments	الاقسام	department	قِسم	N;PL	N;NOM;DEF;PL
departments	ادارات	department	إِدَارَة	N;PL	N;NOM;INDF;PL
shield	الدرع	shield	دَرع	N;SG	N;NOM;DEF;SG
fighters	المقاتلين	fighter	مُقَاتِل	N;PL	N;NOM;DEF;PL
fighters	مقاتلين	fighter	مُقَاتِل	N;PL	N;NOM;INDF;PL
fighters	المقاتلون	fighter	مُقَاتِل	N;PL	N;NOM;DEF;PL
fighters	المقاتلات	fighter	مُقَاتِلَة	N;PL	N;NOM;DEF;PL
writings	الكتابات	writings	الكتابات	N;PL	N;NOM;DEF;PL
writings	كتابات	writings	كِتَابَة	N;PL	N;NOM;INDF;PL
violent	عنيف	violent	عَنِيف	ADJ	ADJ;NOM;INDF;MASC;SG
violent	عنيفة	violent	عَنِيف	ADJ	ADJ;NOM;INDF;FEM;SG
harbour	الميناء	harbour	مِينَاء	N;SG	N;NOM;DEF;SG
margin	هامش	margin	هَامِش	N;SG	N;NOM;INDF;SG
margin	الهامش	margin	هَامِش	N;SG	N;NOM;DEF;SG
collective	جماعية	collective	جَمَاعِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
collective	جماعي	collective	جَمَاعِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
diesel	الديزل	diesel	دِيزل	N;SG	N;NOM;DEF;SG
liberation	التحرر	liberation	تَحَرُّر	N;SG	N;NOM;DEF;SG
liberation	التحرير	liberation	تَحرِير	N;SG	N;NOM;DEF;SG
activists	النشطاء	activist	نَشِيط	N;PL	N;NOM;DEF;PL
activists	نشطاء	activist	نَشِيط	N;PL	N;NOM;INDF;PL
activists	الناشطين	activist	نَاشِط	N;PL	N;NOM;DEF;PL
rider	راكب	rider	رَاكِب	N;SG	N;NOM;INDF;SG
reduction	التخفيض	reduction	تَخفِيض	N;SG	N;NOM;DEF;SG
contents	محتويات	contents	مُحتَوَى	N;PL	N;NOM;INDF;PL
milk	اللبن	milk	اللبن	N;SG	N;NOM;DEF;SG
milk	حليب	milk	حليب	N;SG	N;NOM;INDF;SG
milk	الحليب	milk	حَلِيب	N;SG	N;NOM;DEF;SG
romance	الرومانسية	romance	رُومَانسِيَّة	N;SG	N;NOM;DEF;SG
intellectual	الفكرية	intellectual	فِكرِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
intellectual	فكرية	intellectual	فِكرِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
arbitration	التحكيم	arbitration	تَحكِيم	N;SG	N;NOM;DEF;SG
arbitration	تحكيم	arbitration	تَحكِيم	N;SG	N;NOM;INDF;SG
interface	واجهة	interface	وَاجِهَة	N;SG	N;NOM;INDF;SG
interface	الواجهة	interface	وَاجِهَة	N;SG	N;NOM;DEF;SG
default	التخلف	default	تَخَلُّف	N;SG	N;NOM;DEF;SG
default	التقصير	default	تَقصِير	N;SG	N;NOM;DEF;SG
default	تقصير	default	تَقصِير	N;SG	N;NOM;INDF;SG
lifetime	العمر	lifetime	عُمر	N;SG	N;NOM;DEF;SG
departure	الرحيل	departure	رَحِيل	N;SG	N;NOM;DEF;SG
departure	مغادرة	departure	مُغَادَرَة	N;SG	N;NOM;INDF;SG
departure	المغادرة	departure	مُغَادَرَة	N;SG	N;NOM;DEF;SG
mistake	الخطا	mistake	خَطَا	N;SG	N;NOM;DEF;SG
mistake	خطا	mistake	خَطّ	N;SG	N;NOM;INDF;SG
mistake	غلطة	mistake	غلطة	N;SG	N;NOM;INDF;SG
embassy	سفارة	embassy	سِفَارَة	N;SG	N;NOM;INDF;SG
embassy	السفارة	embassy	سِفَارَة	N;SG	N;NOM;DEF;SG
sleep	نوم	sleep	نوم	N;SG	N;NOM;INDF;SG
sleep	النوم	sleep	نَوم	N;SG	N;NOM;DEF;SG
sum	المبلغ	sum	مَبلَغ	N;SG	N;NOM;DEF;SG
sum	مبلغ	sum	مَبلَغ	N;SG	N;NOM;INDF;SG
confusion	الخلط	confusion	خَلط	N;SG	N;NOM;DEF;SG
confusion	التشويش	confusion	تَشوِيش	N;SG	N;NOM;DEF;SG
confusion	الارتباك	confusion	اِرتِبَاك	N;SG	N;NOM;DEF;SG
programmes	برامج	programme	بَرنَامَج	N;PL	N;NOM;INDF;PL
programmes	البرامج	programme	بَرنَامَج	N;PL	N;NOM;DEF;PL
therapy	العلاج	therapy	عِلَاج	N;SG	N;NOM;DEF;SG
therapy	علاج	therapy	عِلَاج	N;SG	N;NOM;INDF;SG
occasion	مناسبة	occasion	مُنَاسَبَة	N;SG	N;NOM;INDF;SG
occasion	المناسبة	occasion	مُنَاسَبَة	N;SG	N;NOM;DEF;SG
possession	حيازة	possession	حِيَازَة	N;SG	N;NOM;INDF;SG
possession	الحيازة	possession	حِيَازَة	N;SG	N;NOM;DEF;SG
possession	الاستحواذ	possession	اِستِحوَاذ	N;SG	N;NOM;DEF;SG
possession	امتلاك	possession	اِمتِلَاك	N;SG	N;NOM;INDF;SG
anonymous	مجهول	anonymous	مَجهُول	ADJ	ADJ;NOM;INDF;MASC;SG
reverse	عكس	reverse	عَكس	N;SG	N;NOM;INDF;SG
reverse	العكس	reverse	عَكس	N;SG	N;NOM;DEF;SG
soap	الصابون	soap	صَابُون	N;SG	N;NOM;DEF;SG
territorial	اقليمي	territorial	إِقلِيمِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
playoffs	التصفيات	playoff	تَصفِيَة	N;PL	N;NOM;DEF;PL
boss	رئيس	boss	رَئِيس	N;SG	N;NOM;INDF;SG
boss	زعيم	boss	زَعِيم	N;SG	N;NOM;INDF;SG
boss	الزعيم	boss	زَعِيم	N;SG	N;NOM;DEF;SG
quoted	اقتبس	quote	اِقتَبَس	V;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
byzantine	البيزنطية	byzantine	بِيزنطِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
poster	الملصق	poster	مُلصَق	N;SG	N;NOM;DEF;SG
poster	ملصق	poster	مُلصَق	N;SG	N;NOM;INDF;SG
geographic	جغرافي	geographic	جُغرَافِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
geographic	جغرافية	geographic	جُغرَافِيَّة	ADJ	ADJ;NOM;INDF;FEM;SG
doors	ابواب	door	بَاب	N;PL	N;NOM;INDF;PL
doors	الابواب	door	الابواب	N;PL	N;NOM;DEF;PL
naming	تسمية	naming	تَسمِيَة	N;SG	N;NOM;INDF;SG
situations	حالات	situation	حَالَة	N;PL	N;NOM;INDF;PL
situations	الحالات	situation	حَالَة	N;PL	N;NOM;DEF;PL
instructions	تعليمات	instruction	تَعلِيم	N;PL	N;NOM;INDF;PL
instructions	ارشادات	instruction	إِرشَاد	N;PL	N;NOM;INDF;PL
instructions	التعليمات	instruction	تَعلِيم	N;PL	N;NOM;DEF;PL
tables	الجداول	table	جَدوَل	N;PL	N;NOM;DEF;PL
tables	طاولات	table	طَاوَل	N;PL	N;NOM;INDF;PL
tables	الطاولات	table	طَاوِل	N;PL	N;NOM;DEF;PL
tables	جداول	table	جَدوَل	N;PL	N;NOM;INDF;PL
leaf	ورقة	leaf	وَرَقَة	N;SG	N;NOM;INDF;SG
substitute	بديل	substitute	بَدِيل	N;SG	N;NOM;INDF;SG
restaurants	المطاعم	restaurant	مَطعَم	N;PL	N;NOM;DEF;PL
restaurants	مطاعم	restaurant	مَطعَم	N;PL	N;NOM;INDF;PL
contributor	مساهم	contributor	مُسَاهِم	N;SG	N;NOM;INDF;SG
contributor	المساهم	contributor	مُسَاهِم	N;SG	N;NOM;DEF;SG
errors	الاخطاء	error	خَطَأ	N;PL	N;NOM;DEF;PL
enjoyed	استمتعت	enjoy	اِستَمتَع	V;IND;PST;FIN	V;PFV;FEM;SG;3;ACT
framework	اطار	framework	إِطَار	N;SG	N;NOM;INDF;SG
immigration	هجرة	immigration	هِجرَة	N;SG	N;NOM;INDF;SG
immigration	الهجرة	immigration	هِجرَة	N;SG	N;NOM;DEF;SG
mirror	مراة	mirror	مَرَاة	N;SG	N;NOM;INDF;SG
mirror	المراه	mirror	مَرَاه	N;SG	N;NOM;DEF;SG
mirror	المراة	mirror	مَرَاة	N;SG	N;NOM;DEF;SG
assets	الاصول	asset	أَصل	N;PL	N;NOM;DEF;PL
presentation	التقديم	presentation	تَقدِيم	N;SG	N;NOM;DEF;SG
presentation	عرض	presentation	عَرض	N;SG	N;NOM;INDF;SG
presentation	العرض	presentation	عَرض	N;SG	N;NOM;DEF;SG
tournaments	البطولات	tournament	البطولات	N;PL	N;NOM;DEF;PL
tournaments	بطولات	tournament	بُطُولَة	N;PL	N;NOM;INDF;PL
syndrome	متلازمة	syndrome	مُتَلَازِم	N;SG	N;NOM;INDF;SG
forty	اربعون	forty	اربعون	NUM	NUM;NOM;INDF
forty	اربعين	forty	أَربَعُون	NUM	NUM;NOM;INDF
journalism	صحافة	journalism	صَحَافَة	N;SG	N;NOM;INDF;SG
journalism	الصحافة	journalism	صَحَافَة	N;SG	N;NOM;DEF;SG
towers	ابراج	tower	إِبرَاج	N;PL	N;NOM;INDF;PL
conductor	موصل	conductor	مُوَصَّل	N;SG	N;NOM;INDF;SG
conductor	الموصل	conductor	مَوصِل	N;SG	N;NOM;DEF;SG
hospitals	مستشفيات	hospital	مُستَشفَى	N;PL	N;NOM;INDF;PL
hospitals	المستشفيات	hospital	مُستَشفَى	N;PL	N;NOM;DEF;PL
bone	العظم	bone	عَظَم	N;SG	N;NOM;DEF;SG
bone	عظمة	bone	عَظمَة	N;SG	N;NOM;INDF;SG
ideal	المثالي	ideal	مِثَالِي	ADJ	ADJ;NOM;DEF;MASC;SG
sharing	مشاركة	share	مُشَارَكَة	N;SG	N;NOM;INDF;SG
sharing	المشاركة	share	مُشَارَكَة	N;SG	N;NOM;DEF;SG
sharing	تقاسم	share	تَقَاسُم	N;SG	N;NOM;INDF;SG
sharing	التشارك	share	تَشَارُك	N;SG	N;NOM;DEF;SG
labels	التسميات	label	تَسمِيَة	N;PL	N;NOM;DEF;PL
governors	حكام	governor	حَاكِم	N;PL	N;NOM;INDF;PL
governors	الحكام	governor	حَكَم	N;PL	N;NOM;DEF;PL
posting	نشر	posting	نَشر	N;SG	N;NOM;INDF;SG
posting	النشر	posting	نَشر	N;SG	N;NOM;DEF;SG
bases	الاسس	basis	أَسَاس	N;PL	N;NOM;DEF;PL
hardware	العتاد	hardware	عِتَاد	N;SG	N;NOM;DEF;SG
monster	الوحش	monster	وَحش	N;SG	N;NOM;DEF;SG
monster	وحش	monster	وَحش	N;SG	N;NOM;INDF;SG
emphasis	التشديد	emphasis	تَشدِيد	N;SG	N;NOM;DEF;SG
recovery	استرداد	recovery	اِستِردَاد	N;SG	N;NOM;INDF;SG
recovery	تعافي	recovery	عَافَى	N;SG	N;NOM;INDF;SG
recovery	التعافي	recovery	تَعَافِي	N;SG	N;NOM;DEF;SG
recovery	الانتعاش	recovery	اِنتِعَاش	N;SG	N;NOM;DEF;SG
