den	den	den	den	PRO;ACC;MASC+FEM;SG;3	PRO;SG;3
ejendomme	eiendommer	ejendom	eiendom	N;INDF;MASC+FEM;PL	N;INDF;MASC;PL
shorts	shorts	shorts	short	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
flugt	getaway	flugt	getaway	N;INDF;MASC+FEM;SG	N;INDF
flugt	rømme	flugt	rømme	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
flugt	flukt	flugt	flukt	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
flugt	escape	flugt	escape	N;INDF;MASC+FEM;SG	N
rækkevidde	range	rækkevidde	rang	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
rækkevidde	rekkevidde	rækkevidde	rekkevidd	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
rækkevidde	spekter	rækkevidde	spekter	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
rækkevidde	reach	rækkevidde	reach	N;INDF;MASC+FEM;SG	N
rækkevidde	rekkevidde	rækkevidde	rekkevidd	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
tillæg	bilag	tillæg	bilag	N;INDF;NEUT;SG	N;INDF;NEUT;SG
matematiker	matematiker	matematiker	matematike	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
philadelphia	philly	philadelphia	philly	N;INDF;MASC+FEM;SG	N
philadelphia	philadelphia	philadelphia	philadelphia	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
philadelphia	philadelphia	philadelphia	philadelphia	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
gerhard	gerhard	gerhard	gerhard	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
sygehus	hospital	sygehus	hospital	N;INDF;NEUT;SG	N;INDF;MASC;SG
sygehus	sjukehus	sygehus	sjukehus	N;INDF;NEUT;SG	N;INDF;NEUT;SG
sygehus	sykehus	sygehus	sykehus	N;INDF;NEUT;SG	N;INDF;NEUT;SG
glæde	joy	glæde	joy	N;INDF;MASC+FEM;SG	N
glæde	glede	glæde	glede	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
glæde	lykken	glæde	lykk	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
glæde	lykke	glæde	lykke	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
glæde	happiness	glæde	happiness	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
forrige	forrige	forrige	forrige	ADJ	ADJ;PL
datavalue	datavalue	datavalue	datavalue	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
straf	straff	straf	straff	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
straf	straffespark	straf	straffespark	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
straf	straff	straf	straff	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
straf	sentence	straf	sentence	N;INDF;MASC+FEM;SG	N
straf	setning	straf	setning	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
wimbledon	wimbledon	wimbledon	wimbledon	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
tilvækst	vekst	tilvækst	vekst	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
besked	melding	besked	melding	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
besked	budskap	besked	budskap	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
besked	beskjed	besked	beskjed	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
stik	connector	stik	connector	N;INDF;NEUT;SG	N
stik	pinne	stik	pinne	N;INDF;NEUT;SG	N;INDF;MASC;SG
stik	stick	stik	stick	N;INDF;NEUT;SG	N;INDF
stik	sting	stik	sting	N;INDF;NEUT;SG	N;INDF;NEUT;SG
stik	brodd	stik	brodd	N;INDF;NEUT;SG	N;INDF;NEUT;SG
specifikke	spesifikke	specifikke	spesifikk	ADJ;PL	ADJ;PL
kvalifikation	kvalifisering	kvalifikation	kvalifisering	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
rådgiver	rådgiver	rådgive	rådgive	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
rådgiver	rådgiver	rådgive	rådgive	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
rådgiver	rådgiver	rådgive	rådgive	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
rådgiver	rådgiver	rådgive	rådgive	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
svagt	svak	svag	svak	ADJ;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
svagt	svakt	svag	svak	ADJ;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
robinson	robinson	robinson	robinson	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
dorothea	dorothea	dorothea	dorothea	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
indføre	presenterer	indføre	presentere	V;NFIN;ACT	V;IND;PRS;FIN
indføre	presentere	indføre	presentere	V;NFIN;ACT	V;NFIN
indføre	introdusere	indføre	introdusere	V;NFIN;ACT	V;IMP;NFIN
indføre	presentere	indføre	presentere	V;NFIN;ACT	V;NFIN
vedvarende	iherdig	vedvarende	iherdig	ADJ	ADJ;INDF;NEUT;SG
vedvarende	fornybar	vedvarende	fornybar	ADJ	ADJ;INDF;SG
væsen	vesen	væsen	vesen	N;INDF;NEUT;SG	N;INDF;NEUT;SG
væsen	skapning	væsen	skapning	N;INDF;NEUT;SG	N;INDF;MASC;SG
embedsmand	official	embedsmand	official	N;INDF;MASC+FEM;SG	N
tivoli	karneval	tivoli	karneval	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
tivoli	tivoli	tivoli	tivoli	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
medarbejder	ansatt	medarbejder	ansatt	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
faktorer	faktorer	faktor	faktor	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
bakterier	bakterier	bakterie	bakterium	N;INDF;MASC+FEM;PL	N;INDF;MASC;PL
fredag	fredag	fredag	fredag	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
eksisteret	eksisterte	eksistere	eksistere	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN
opbygning	struktur	opbygning	struktur	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
neutral	nøytralt	neutral	nøytral	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
neutral	nøytral	neutral	nøytral	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
tjekkoslovakiet	tsjekkoslovakia	tjekkoslovakium	tsjekkoslovakia	N;DEF;NEUT;SG	N;DEF;FEM;SG
besætningen	crew	besætning	crew	N;DEF;MASC+FEM;SG	N
formue	formue	formue	formue	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
formue	fortune	formue	fortun	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
båd	båt	båd	båt	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
rené	rené	rené	rené	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
rené	rené	rené	rené	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
rené	rene	rené	rene	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
fyrste	liège	fyrste	liège	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
fyrste	prince	fyrste	prince	N;INDF;MASC+FEM;SG	N
fyrste	prins	fyrste	prins	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
bevis	bevis	bevis	bevis	N;INDF;NEUT;SG	N;INDF;NEUT;SG
bevis	bevismateriale	bevis	bevismateriale	N;INDF;NEUT;SG	N;INDF;MASC;SG
bevis	bevis	bevis	bevis	N;INDF;NEUT;SG	N;INDF;NEUT;SG
eksil	eksil	eksil	eksil	N;INDF;NEUT;SG	N;INDF;MASC;SG
vendt	vendte	vende	vende	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN
vendt	snudde	vende	snu	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN
bull	okse	bull	okse	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
bull	bull	bull	bull	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
hærværk	hærverk	hærværk	hærverk	N;INDF;NEUT;SG	N;INDF;NEUT;SG
vilkår	vilkår	vilkår	vilkår	N;INDF;NEUT;PL	N;INDF;NEUT;PL
vilkår	vilkår	vilkår	vilkår	N;INDF;NEUT;PL	N;INDF;NEUT;PL
senior	senior	senior	senior	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
tilgang	tilnærming	tilgang	tilnærming	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
antyder	tyder	antyde	tyde	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
antyder	foreslår	antyde	foreslå	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
antyder	antyder	antyde	antyder	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
antyder	insinuerer	antyde	insinuere	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
reserve	reserver	reserve	reserver	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
reserve	reserve	reserve	reserve	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
blad	ukeblad	blad	ukeblad	N;INDF;NEUT;SG	N;INDF;NEUT;SG
blad	blad	blad	blad	N;INDF;NEUT;SG	N;INDF;NEUT;SG
blad	magasin	blad	magasin	N;INDF;NEUT;SG	N;INDF;NEUT;SG
blad	klinge	blad	kling	N;INDF;NEUT;SG	N;INDF;FEM;SG
blad	leaf	blad	leaf	N;INDF;NEUT;SG	N;INDF;MASC;SG
blad	blad	blad	blad	N;INDF;NEUT;SG	N;INDF;NEUT;SG
sætning	frase	sætning	frase	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
sætning	sentence	sætning	sentence	N;INDF;MASC+FEM;SG	N
sætning	setning	sætning	setning	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
omgange	runder	omgange	runder	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
mose	marsh	mose	marsh	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
mose	bog	mose	bog	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
indebærer	impliserer	indebære	implisere	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
indebærer	antyder	indebære	antyder	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
dødsfald	death	dødsfald	death	N;INDF;NEUT;PL	N
militært	militær	militært	militær	ADJ;INDF;NEUT;SG	ADJ;INDF;SG
haver	hager	have	hager	N;INDF;MASC+FEM;PL	N;INDF;NEUT;PL
presse	trykk	presse	trykk	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
presse	press	presse	press	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
tilslutning	tilhørighet	tilslutning	tilhørighet	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
tilslutning	tilknytning	tilslutning	tilknytning	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
tilslutning	forbindelse	tilslutning	forbindelse	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
tilslutning	tilkobling	tilslutning	tilkobling	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
skagen	skagen	skag	skag	N;DEF;MASC+FEM;SG	N;DEF;MASC;SG
stammen	stammet	stam	stam	N;DEF;MASC+FEM;SG	N;DEF;NEUT;SG
forklarer	forklarer	forklare	forklare	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
forklarer	forklare	forklare	forklare	V;IND;PRS;FIN;ACT	V;NFIN
forklarer	forklarer	forklare	forklare	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
manuskriptet	manuskriptet	manuskript	manuskript	N;DEF;NEUT;SG	N;DEF;NEUT;SG
ærkebiskop	erkebiskop	ærkebiskop	erkebiskop	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
angive	indikerer	angive	indikere	V;NFIN;ACT	V;IND;PRS;FIN
angive	indikere	angive	indikere	V;NFIN;ACT	V;NFIN
sigurd	sigurd	sigurd	sigurd	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
mtv	mtv	mtv	mev	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
bus	buss	bus	buss	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
bus	bus	bus	bus	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
løbe	løper	løbe	løpe	V;NFIN;ACT	V;IND;PRS;FIN
løbe	kjører	løbe	kjøre	V;NFIN;ACT	V;IND;PRS;FIN
warner	warner	warner	warner	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
kro	kro	kro	kro	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
kro	vertshus	kro	vertshus	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
kro	kro	kro	kro	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
konkurs	konkurs	konkurs	konkurs	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
konkurs	konk	konkurs	konk	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
konkurs	insolvens	konkurs	insolvens	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
beslutter	bestemmer	beslutte	bestemme	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
beslutter	bestemme	beslutte	bestemme	V;IND;PRS;FIN;ACT	V;NFIN
salzburg	salzburg	salzburg	salzburg	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
fænomen	fenomen	fænomen	fenomen	N;INDF;NEUT;SG	N;INDF;NEUT;SG
fænomen	fenomen	fænomen	fenomen	N;INDF;NEUT;SG	N;INDF;NEUT;SG
adolph	adolph	adolph	adolph	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
tiderne	tidene	tid	tid	N;DEF;MASC+FEM;PL	N;DEF;FEM;PL
hills	åser	hills	ås	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
hills	hills	hills	hills	N;INDF;MASC+FEM;SG	N;INDF;SG
kommunale	kommunale	kommunal	kommunal	ADJ;PL	ADJ;PL
rådet	kommunestyret	råd	kommunestyre	N;DEF;NEUT;SG	N;DEF;NEUT;SG
rådet	council	råd	council	N;DEF;NEUT;SG	N
pension	pensjon	pension	pensjon	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
pension	alderspensjon	pension	alderspensjon	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
pension	pensjoner	pension	pensjon	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
fremgang	fremskritt	fremgang	fremskritt	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
fremgang	framgang	fremgang	framgang	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
fremgang	framskritt	fremgang	framskritt	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
fremgang	fremdrift	fremgang	fremdrift	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
fremgang	fremgang	fremgang	fremgang	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
fremgang	velstand	fremgang	velstand	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
socialt	sosialt	socialt	sosial	ADJ;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
socialt	sosialt	socialt	sosial	ADJ;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
socialt	sosial	socialt	sosial	ADJ;INDF;NEUT;SG	ADJ;INDF;SG
partner	partner	partner	partner	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
partner	kompanjong	partner	kompanjong	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
læger	leger	læge	lege	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
læger	doktorer	læge	doktor	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
læger	leger	læge	lege	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
retter	retter	ret	rette	N;INDF;MASC+FEM;PL	N;INDF;MASC;PL
retter	tallerkener	ret	tallerken	N;INDF;MASC+FEM;PL	N;INDF;MASC;PL
embedsmænd	tjenestemenn	embedsmand	tjenestemann	N;INDF;MASC+FEM;PL	N;INDF;MASC;PL
embedsmænd	funksjonærer	embedsmand	funksjonær	N;INDF;MASC+FEM;PL	N;INDF;MASC;PL
bosnien	bosnia	bosni	bosni	N;DEF;MASC+FEM;SG	N;DEF;FEM;SG
erfaringer	erfaringer	erfaring	erfaring	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
hersker	linjal	herske	linjal	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
kirkegården	kirkegården	kirkegård	kirkegård	N;DEF;MASC+FEM;SG	N;DEF;MASC;SG
belgisk	belgisk	belgisk	belgisk	ADJ;INDF;SG	ADJ;INDF;NEUT;SG
rigt	rikt	rigt	rik	ADJ;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
rigt	rik	rigt	rik	ADJ;INDF;NEUT;SG	ADJ;INDF;SG
grove	grove	grov	grov	ADJ;PL	ADJ;PL
fest	parti	fest	parti	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
fest	fest	fest	fest	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
fest	feste	fest	feste	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
fest	party	fest	party	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
fest	feiring	fest	feiring	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
oplevelser	erfaringer	oplevelse	erfaring	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
optagelse	inkludering	optagelse	inkludering	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
optagelse	innrømmelse	optagelse	innrømmelse	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
optagelse	opptak	optagelse	opptak	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
optagelse	innspilling	optagelse	innspilling	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
kunder	kunder	kunde	kunde	N;INDF;MASC+FEM;PL	N;INDF;MASC;PL
kunder	kunder	kunde	kunde	N;INDF;MASC+FEM;PL	N;INDF;MASC;PL
eksistens	tilværelse	eksistens	tilværels	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
eksistens	eksistens	eksistens	eksistens	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
wolfgang	wolfgang	wolfgang	wolfgang	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
simonsen	simonsen	simonsen	simons	N;DEF;MASC+FEM;SG	N;DEF;MASC;SG
ingeborg	ingeborg	ingeborg	ingeborg	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
havne	havner	havne	havne	N;INDF;MASC+FEM;PL	N;INDF;MASC;PL
klein	klein	klein	klein	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
ekstremt	svært	ekstremt	svær	ADJ;INDF;SG	ADJ;INDF;NEUT;SG
ekstremt	ekstremt	ekstremt	ekstrem	ADJ;INDF;SG	ADJ;INDF;NEUT;SG
ekstremt	ekstrem	ekstremt	ekstrem	ADJ;INDF;SG	ADJ;INDF;SG
ekstremt	ekstremt	ekstremt	ekstrem	ADJ;INDF;SG	ADJ;INDF;NEUT;SG
landene	landene	land	land	N;DEF;NEUT;PL	N;DEF;FEM;PL
sværd	sverd	sværd	sverd	N;INDF;NEUT;SG	N;INDF;NEUT;SG
sværd	sverd	sværd	sverd	N;INDF;NEUT;SG	N;INDF;NEUT;SG
opus	opus	opus	opus	N;INDF;NEUT;SG	N;INDF;MASC;SG
maskine	maskin	maskine	maskin	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
processer	prosesser	processe	prosesse	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
eriksen	eriksen	erikse	eriksen	N;DEF;MASC+FEM;SG	N;DEF;MASC;SG
imperium	empire	imperium	empire	N;INDF;NEUT;SG	N;INDF;MASC;SG
imperium	imperium	imperium	imperium	N;INDF;NEUT;SG	N;INDF;NEUT;SG
strategi	strategi	strategi	strategi	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
præster	prester	præste	prest	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
alperne	alpene	alperne	alp	N;DEF;MASC+FEM;PL	N;DEF;FEM;PL
nødvendig	nødvendig	nødvendig	nødvendig	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
nødvendig	trengt	nødvendig	trengje	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG;V.PTCP
mellemrum	space	mellemrum	space	N;INDF;NEUT;PL	N
glad	lykkelig	glad	lykkelig	ADJ;INDF;SG	ADJ;INDF;NEUT;SG
glad	fornøyd	glad	fornøyd	ADJ;INDF;SG	ADJ;INDF;SG
glad	glad	glad	glad	ADJ;INDF;SG	ADJ;INDF;SG
rigsdagen	riksdagen	rigsdag	riksdag	N;DEF;MASC+FEM;SG	N;DEF;MASC;SG
guadalcanal	guadalcanal	guadalcanal	guadalcanal	N;INDF;NEUT;SG	N;INDF;MASC;SG
pilot	pilot	pilot	pilot	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
antarktis	antarktis	antarktis	antarktis	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
antarktis	antarktis	antarktis	antarktis	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
pas	pass	pas	pass	N;INDF;NEUT;SG	N;INDF;NEUT;SG
pas	pass	pas	pass	N;INDF;NEUT;SG	N;INDF;NEUT;SG
nordre	nordre	nordre	nordre	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
bonde	bondejente	bond	bondejente	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
bonde	bonde	bond	bonde	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
foreslår	tyder	foreslå	tyde	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
foreslår	foreslår	foreslå	foreslå	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
foreslår	antyder	foreslå	antyder	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
foreslår	foreslår	foreslå	foreslå	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
schweiziske	sveitsiske	schweizisk	sveitsisk	ADJ;PL	ADJ;PL
sekondløjtnant	ensign	sekondløjtnan	ensign	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
sekondløjtnant	fenrik	sekondløjtnan	fenrik	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
spise	ete	spise	ete	V;NFIN;ACT	V;IMP;FIN
stål	stål	stål	stål	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
stadigvæk	framleis	stadigvæk	framleis	ADV	ADV
stadigvæk	likevel	stadigvæk	likevel	ADV	ADV
input	innspill	input	innspill	N;INDF;NEUT;SG	N;INDF;NEUT;SG
input	inndata	input	inndat	N;INDF;NEUT;SG	N;INDF;MASC;SG
efternavn	etternavn	efternavn	etternavn	N;INDF;NEUT;SG	N;INDF;NEUT;SG
hjemlandet	hjemlandet	hjemland	hjemland	N;DEF;NEUT;SG	N;DEF;NEUT;SG
lejre	leirer	lejr	leire	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
cover	dekke	cove	dekke	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
cover	cover	cove	cove	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
cover	deksel	cove	deksel	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
cover	dekk	cove	dekk	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
portugisiske	portugisiske	portugisk	portugisk	ADJ;PL	ADJ;PL
vejledning	ledelse	vejledning	ledelse	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
vejledning	veiledning	vejledning	veiledning	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
vejledning	guide	vejledning	guide	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
vejledning	veiviser	vejledning	veivis	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
vejledning	instruksjoner	vejledning	instruksjon	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
vejledning	instruks	vejledning	instruks	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
miller	miller	mille	mille	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
omgivelser	omgivelser	omgivelse	omgivelser	N;INDF;MASC+FEM;PL	N;INDF;MASC;PL
omgivelser	miljøer	omgivelse	miljø	N;INDF;MASC+FEM;PL	N;INDF;MASC;PL
trup	avdeling	trup	avdeling	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
trup	squad	trup	squad	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
bestemme	bestemme	bestemme	bestemme	V;NFIN;ACT	V;NFIN
effektivt	effektiv	effektiv	effektiv	ADJ;INDF;NEUT;SG	ADJ;INDF;SG
effektivt	effektivt	effektiv	effektiv	ADJ;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
effektivt	effektivt	effektiv	effektiv	ADJ;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
effektivt	effektiv	effektiv	effektiv	ADJ;INDF;NEUT;SG	ADJ;INDF;SG
effektivt	effektivt	effektiv	effektiv	ADJ;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
effektivt	effektivt	effektiv	effektiv	ADJ;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
lyse	lyse	lyse	lyse	ADJ;PL	ADJ;PL
relation	relasjon	relation	relasjon	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
relation	relasjon	relation	relasjon	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
relation	forhold	relation	forhold	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
schleswig	schleswig	schleswig	schleswig	N;INDF;NEUT;SG	N;INDF;MASC;SG
fortid	fortid	fortid	fortid	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
fortid	past	fortid	past	N;INDF;MASC+FEM;SG	N;INDF
regner	regner	regne	regn	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
fakta	faktum	fakta	faktum	N;INDF;NEUT;SG	N;INDF;NEUT;SG
fakta	fact	fakta	fact	N;INDF;NEUT;SG	N
komiker	komiker	komike	komiker	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
beslutninger	beslutninger	beslutning	beslutning	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
fortalt	fortalte	fortælle	fortelje	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN
mister	taper	miste	tape	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
mister	mister	miste	miste	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
mister	taper	miste	tape	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
mister	mister	miste	miste	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
mister	taper	miste	tape	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
cathrine	cathrine	cathrin	cathrine	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
cathrine	catherine	cathrin	catherin	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
cathrine	katarina	cathrin	katarin	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
bassist	bassist	bassist	bassist	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
rachel	rachel	rachel	rachel	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
elektroniske	elektroniske	elektronisk	elektronisk	ADJ;PL	ADJ;PL
senatet	senatet	senatet	senat	N;DEF;NEUT;SG	N;DEF;NEUT;SG
piano	piano	piano	piano	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
gladsaxe	gladsaxe	gladsaxe	gladsax	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
tingene	things	ting	things	N;DEF;MASC+FEM;PL	N
omfatte	inkluderer	omfatte	inkludere	V;NFIN;ACT	V;IND;PRS;FIN
