偵查	prieskum	偵查	prieskum	N	N;INAN;NOM;MASC;SG
悲傷	smútku	悲傷	smútok	N	N;INAN;GEN;MASC;SG
悲傷	smútok	悲傷	smútok	N	N;INAN;NOM;MASC;SG
悲傷	sad	悲傷	sad	N	N;INAN;NOM;MASC;SG
僧侶	monk	僧侶	monk	N	N;ANIM;NOM;MASC;SG
僧侶	mních	僧侶	mní	N	N;ANIM;NOM;MASC;SG
僧侶	mníchov	僧侶	mních	N	N;ANIM;ACC;MASC;PL
僧侶	mnísi	僧侶	mnísi	N	N;ANIM;NOM;MASC;PL
恐嚇	zastrašovanie	恐嚇	zastrašovanie	N	N;NOM;NEUT;SG
粉紅	ružovú	粉紅	ružový	N	N;ACC;FEM;SG
浴	kúpanie	浴	kúpanie	N	N;NOM;NEUT;SG
浴	kúpeľ	浴	kúpeľ	N	N;INAN;NOM;MASC;SG
浴	vaňa	浴	vaňa	N	N;NOM;FEM;SG
星期	nedele	星期	dielo	N	N;NOM;FEM;PL
星期	nedeľa	星期	nedeľa	N	N;NOM;FEM;SG
星期	nedeľu	星期	nedeľa	N	N;ACC;FEM;SG
塵埃	prachu	塵埃	prach	N	N;INAN;GEN;MASC;SG
塵埃	prach	塵埃	prach	N	N;INAN;NOM;MASC;SG
塵埃	spad	塵埃	spad	N	N;INAN;NOM;MASC;SG
平滑	vyhladenie	平滑	vyhladenie	N	N;NOM;NEUT;SG
弩	kuša	弩	kuša	N	N;NOM;FEM;SG
側面	krídlo	側面	krídlo	N	N;NOM;NEUT;SG
薄弱	slabý	薄弱	slabý	ADJ	ADJ;ANIM;NOM;MASC;SG
薄弱	slabá	薄弱	slabý	ADJ	ADJ;NOM;FEM;SG
薄弱	slabé	薄弱	slabý	ADJ	ADJ;NOM;NEUT;SG
薄弱	slabí	薄弱	slabý	ADJ	ADJ;ANIM;NOM;MASC;PL
指明	upresniť	指明	upresniť	V	V;PFV;POS;NFIN
指明	uveďte	指明	uviesť	V	V;PFV;IMP;PL;2;POS;FIN
指明	zadať	指明	zadať	V	V;PFV;POS;NFIN
指明	špecifikovať	指明	špecifikovať	V	V;IPFV;POS;NFIN
謊言	klamstvo	謊言	klamstvo	N	N;NOM;NEUT;SG
謊言	lož	謊言	lož	N	N;NOM;FEM;SG
謊言	klam	謊言	klam	N	N;INAN;NOM;MASC;SG
謊言	lži	謊言	lži	N	N;NOM;MASC;SG
謊言	klamstvá	謊言	klamstvo	N	N;NOM;NEUT;PL
野獸	beštia	野獸	beštiť	N	N;NOM;FEM;SG
野獸	šelmy	野獸	šelma	N	N;NOM;FEM;PL
野獸	zviera	野獸	zviera	N	N;NOM;NEUT;SG
填充	vyplniť	填充	vyplniť	V	V;PFV;POS;NFIN
填充	vyplňte	填充	vyplňt	V	V;PFV;IMP;PL;2;POS;FIN
填充	naplniť	填充	naplniť	V	V;PFV;POS;NFIN
起因	príčiny	起因	príčina	N	N;NOM;FEM;PL
起因	príčin	起因	príčina	N	N;GEN;FEM;PL
水分	vlhkosť	水分	vlhkosť	N	N;NOM;FEM;SG
水分	vlhkosti	水分	vlhkosť	N	N;NOM;FEM;PL
縫	šitie	縫	šitie	N	N;NOM;NEUT;SG
頂端	vrchol	頂端	vrchol	N	N;INAN;NOM;MASC;SG
頂端	vrch	頂端	vrch	N	N;INAN;NOM;MASC;SG
角落	rohu	角落	roh	N	N;INAN;GEN;MASC;SG
角落	roh	角落	roh	N	N;INAN;NOM;MASC;SG
角落	kúta	角落	kút	N	N;INAN;GEN;MASC;SG
角落	kút	角落	kút	N	N;INAN;NOM;MASC;SG
角落	rohov	角落	roh	N	N;INAN;GEN;MASC;PL
角落	rohy	角落	roh	N	N;INAN;NOM;MASC;PL
狂	ošiaľ	狂	ošiaľ	N	N;INAN;NOM;MASC;SG
狂	fanatizmu	狂	fanatizmus	N	N;INAN;GEN;MASC;SG
郵輪	plavby	郵輪	plavba	N	N;NOM;FEM;PL
郵輪	plavby	郵輪	plavba	N	N;NOM;FEM;PL
郵輪	plavba	郵輪	plavba	N	N;NOM;FEM;SG
燈光	svetlá	燈光	svetlo	N	N;NOM;NEUT;PL
燈光	svetlo	燈光	svetlo	N	N;NOM;NEUT;SG
燈光	svetla	燈光	svetlo	N	N;NOM;NEUT;PL
儲備	rezervy	儲備	rezerva	N	N;NOM;FEM;PL
儲備	rezerv	儲備	rezerv	N	N;GEN;FEM;PL
儲備	rezerva	儲備	rezerva	N	N;NOM;FEM;SG
儲備	rezervy	儲備	rezerva	N	N;NOM;FEM;PL
儲備	rezerve	儲備	rezerva	N	N;DAT;FEM;SG
舵	kormidla	舵	kormidnúť	N	N;NOM;NEUT;PL
舵	kormidlo	舵	kormidlo	N	N;NOM;NEUT;SG
舵	kormidlo	舵	kormidlo	N	N;NOM;NEUT;SG
舵	kormidle	舵	kormidlo	N	N;NOM;NEUT;SG
池塘	pond	池塘	pond	N	N;INAN;NOM;MASC;SG
講話	prejav	講話	prejav	N	N;INAN;NOM;MASC;SG
講話	príhovor	講話	príhovor	N	N;INAN;NOM;MASC;SG
講話	reči	講話	reč	N	N;NOM;FEM;PL
講話	vystúpenie	講話	vystúpenie	N	N;NOM;NEUT;SG
講話	reč	講話	reč	N	N;NOM;FEM;SG
激發	inšpirovať	激發	inšpirovať	V	V;IPFV;POS;NFIN
激發	podnietiť	激發	podnietiť	V	V;PFV;POS;NFIN
激發	stimulovať	激發	stimulovať	V	V;POS;NFIN
禁忌	tabu	禁忌	tabu	N	N;NOM;FEM;SG
禁忌	tabu	禁忌	tabu	N	N;NOM;FEM;SG
假說	hypotézy	假說	hypotéza	N	N;NOM;FEM;PL
假說	hypotéza	假說	hypotézať	N	N;NOM;FEM;SG
假說	predpoklad	假說	predpoklad	N	N;INAN;NOM;MASC;SG
邪教	kult	邪教	kult	N	N;INAN;NOM;MASC;SG
醚	éteri	醚	éteri	N	N;ESS;MASC;SG
醚	étery	醚	éter	N	N;INAN;NOM;MASC;PL
孢子	spóry	孢子	spór	N	N;NOM;FEM;PL
榮耀	sláva	榮耀	slávať	N	N;NOM;FEM;SG
榮耀	slávu	榮耀	sláva	N	N;ACC;FEM;SG
叛軍	rebel	叛軍	rebieť	N	N;INAN;NOM;MASC;SG
叛軍	povstalci	叛軍	povstalec	N	N;ANIM;NOM;MASC;PL
叛軍	rebelov	叛軍	rebel	N	N;ANIM;GEN;MASC;PL
叛軍	rebeli	叛軍	rebieť	N	N;ANIM;NOM;MASC;PL
家園	vlasti	家園	vlasť	N	N;DAT;FEM;SG
家園	vlasť	家園	vlasť	N	N;NOM;FEM;SG
波動	kolísanie	波動	kolísanie	N	N;NOM;NEUT;SG
波動	kolísanie	波動	kolísanie	N	N;NOM;NEUT;SG
波動	výkyvy	波動	výkyv	N	N;INAN;NOM;MASC;PL
波動	kolísania	波動	kolísanie	N	N;NOM;NEUT;PL
波動	volatility	波動	volatilita	N	N;NOM;FEM;PL
波動	volatilita	波動	volatilita	N	N;NOM;FEM;SG
層次	vrstiev	層次	vrstva	N	N;GEN;FEM;PL
層次	vrstvy	層次	vrstva	N	N;NOM;FEM;PL
層次	level	層次	levieť	N	N;INAN;NOM;MASC;SG
層次	úrovne	層次	úroveň	N	N;NOM;FEM;PL
層次	úroveň	層次	úroveň	N	N;NOM;FEM;SG
層次	hladina	層次	hladina	N	N;NOM;FEM;SG
層次	úrovni	層次	úroveň	N	N;DAT;FEM;SG
矽	kremíka	矽	kremík	N	N;INAN;NOM;MASC;SG
矽	kremík	矽	kremík	N	N;INAN;NOM;MASC;SG
繡	výšivky	繡	výšivka	N	N;NOM;FEM;PL
少	menšia	少	malý	ADJ	ADJ;NOM;CMPR;FEM;SG
大院	zlúčenina	大院	zlúčenina	N	N;NOM;FEM;SG
莊園	panstvo	莊園	panstvo	N	N;NOM;NEUT;SG
欺騙	podvádzať	欺騙	podvádzať	V	V;IPFV;POS;NFIN
欺騙	podvádza	欺騙	podvádzať	V	V;IPFV;IND;SG;3;POS;PRS;FIN
磁性	magnetizmus	磁性	magnetizmus	N	N;INAN;NOM;MASC;SG
內政	vnútro	內政	vnútro	N	N;NOM;NEUT;SG
內政	interiér	內政	interiér	N	N;INAN;NOM;MASC;SG
內政	vnútra	內政	vnútro	N	N;NOM;NEUT;PL
花朵	kvety	花朵	kvety	N	N;INAN;NOM;MASC;PL
花朵	kvetov	花朵	kvet	N	N;INAN;GEN;MASC;PL
花朵	kvietky	花朵	kvietok	N	N;INAN;NOM;MASC;PL
花朵	kvetiny	花朵	kvetina	N	N;NOM;FEM;PL
花朵	kvet	花朵	kvet	N	N;INAN;NOM;MASC;SG
花朵	kvietok	花朵	kvietok	N	N;INAN;NOM;MASC;SG
造訪	navštíviť	造訪	navštíviť	V	V;PFV;POS;NFIN
炸藥	dynamit	炸藥	dynamit	N	N;NOM;FEM;PL
炸藥	výbušniny	炸藥	výbušniny	N	N;NOM;FEM;PL
炸藥	výbušnín	炸藥	výbušnín	N	N;GEN;FEM;PL
炸藥	výbušniny	炸藥	výbušniny	N	N;NOM;FEM;PL
皮革	koža	皮革	koža	N	N;NOM;FEM;SG
徒弟	učeň	徒弟	učeň	N	N;ANIM;NOM;MASC;SG
下限	podlaha	下限	podlaha	N	N;NOM;FEM;SG
下限	poschodie	下限	poschodie	N	N;NOM;NEUT;SG
牛仔	kovboj	牛仔	kovboj	N	N;ANIM;NOM;MASC;SG
親戚	príbuzný	親戚	príbuzný	N	N;ANIM;NOM;MASC;SG
親戚	príbuzní	親戚	príbuzný	N	N;ANIM;NOM;MASC;PL
親戚	príbuzných	親戚	príbuzný	N	N;ANIM;GEN;MASC;PL
勘探	prieskum	勘探	prieskum	N	N;INAN;NOM;MASC;SG
微米	mikrónov	微米	mikrón	N	N;INAN;GEN;MASC;PL
疑慮	pochybovať	疑慮	pochybovať	V	V;IPFV;POS;NFIN
疑慮	pochybujem	疑慮	pochybovať	V	V;IPFV;IND;SG;1;POS;PRS;FIN
窯	pece	窯	pec	N	N;NOM;FEM;PL
窯	pece	窯	pec	N	N;NOM;FEM;PL
窯	pec	窯	pec	N	N;NOM;FEM;SG
乳房	prsníkov	乳房	prsník	N	N;INAN;GEN;MASC;PL
乳房	prsníka	乳房	prsník	N	N;INAN;GEN;MASC;SG
乳房	prsia	乳房	prsia	N	N;NOM;NEUT;PL
乳房	prsia	乳房	prsia	N	N;NOM;NEUT;PL
凍	zmrazenie	凍	zmrazenie	N	N;NOM;NEUT;SG
感	zaujem	感	zaujať	N	N;INAN;NOM;MASC;SG
感	záujem	感	záujem	N	N;INAN;NOM;MASC;SG
館長	kurátor	館長	kurátor	N	N;ANIM;NOM;MASC;SG
偷偷	prepašovať	偷偷	prepašovať	V	V;IPFV;POS;NFIN
毫克	miligramov	毫克	miligram	N	N;INAN;GEN;MASC;PL
骨折	zlomeniny	骨折	zlomeniny	N	N;NOM;FEM;PL
骨折	zlomenín	骨折	zlomeniny	N	N;GEN;NEUT;PL
泳池	bazéna	泳池	bazén	N	N;INAN;GEN;MASC;SG
泳池	biliard	泳池	biliard	N	N;INAN;NOM;MASC;SG
泳池	bazén	泳池	bazén	N	N;INAN;NOM;MASC;SG
灰姑	popoluška	灰姑	popoluška	N	N;NOM;FEM;SG
偏差	odchýlky	偏差	odchýlka	N	N;NOM;FEM;PL
偏差	odchýlka	偏差	odchýlka	N	N;NOM;FEM;SG
偏差	odchýlky	偏差	odchýlka	N	N;NOM;FEM;PL
陰影	tiene	陰影	tieň	N	N;INAN;NOM;MASC;PL
陰影	tieň	陰影	tieň	N	N;INAN;NOM;MASC;SG
陰影	tieňom	陰影	tieň	N	N;INAN;INS;MASC;SG
陰影	tieňa	陰影	tieň	N	N;INAN;GEN;MASC;SG
陰影	tieni	陰影	tieň	N	N;INAN;ESS;MASC;SG
陰影	odtieň	陰影	odtieň	N	N;INAN;NOM;MASC;SG
陰影	tieňa	陰影	tieň	N	N;INAN;GEN;MASC;SG
驚訝	prekvapení	驚訝	prekvapenie	N	N;NOM;NEUT;PL
鱷魚	krokodíl	鱷魚	krokodiť	N	N;ANIM;NOM;MASC;SG
殘骸	trosky	殘骸	trosk	N	N;NOM;FEM;PL
殘骸	vrak	殘骸	vrak	N	N;INAN;NOM;MASC;SG
殘骸	vrak	殘骸	vrak	N	N;INAN;NOM;MASC;SG
籽	semienka	籽	semienka	N	N;NOM;FEM;SG
籽	semená	籽	semený	N	N;NOM;NEUT;PL
籽	semien	籽	semeno	N	N;GEN;FEM;PL
付款	zaplatiť	付款	zaplatiť	V	V;PFV;POS;NFIN
付款	platiť	付款	platiť	V	V;IPFV;POS;NFIN
護航	doprovod	護航	doprovod	N	N;INAN;NOM;MASC;SG
各部	ministerstiev	各部	ministerstvo	N	N;GEN;NEUT;PL
各部	ministerstvá	各部	ministerstvo	N	N;NOM;NEUT;PL
孫子	vnúčatá	孫子	vnúča	N	N;NOM;NEUT;PL
孫子	vnuka	孫子	vnuka	N	N;ANIM;ACC;MASC;SG
孫子	vnuk	孫子	vnuk	N	N;ANIM;NOM;MASC;SG
黑幫	gangov	黑幫	gang	N	N;INAN;NOM;MASC;PL
黑幫	gangy	黑幫	ganga	N	N;NOM;FEM;PL
師父	majster	師父	majster	N	N;ANIM;NOM;MASC;SG
師父	master	師父	master	N	N;INAN;NOM;MASC;SG
寶寶	baby	寶寶	baby	N	N;NOM;FEM;PL
寶寶	bábätko	寶寶	bábätko	N	N;NOM;NEUT;SG
寶寶	dieťa	寶寶	dieťa	N	N;NOM;NEUT;SG
線索	stopa	線索	stopa	N	N;NOM;FEM;SG
線索	stopy	線索	stopa	N	N;NOM;FEM;PL
線索	indície	線索	indícia	N	N;NOM;FEM;PL
車庫	garáž	車庫	garáž	N	N;NOM;FEM;SG
車庫	garáži	車庫	garáž	N	N;DAT;FEM;SG
車庫	garáže	車庫	garáž	N	N;NOM;FEM;PL
綠黨	zelení	綠黨	zelenie	N	N;ANIM;NOM;MASC;PL
損傷	úraz	損傷	úraz	N	N;INAN;NOM;MASC;SG
損傷	ujmy	損傷	ujma	N	N;NOM;FEM;PL
損傷	zranenie	損傷	zranenie	N	N;NOM;NEUT;SG
損傷	poškodenie	損傷	poškodenie	N	N;NOM;NEUT;SG
損傷	poranenie	損傷	poranenie	N	N;NOM;NEUT;SG
損傷	ujma	損傷	ujma	N	N;NOM;FEM;SG
損傷	poškodenie	損傷	poškodenie	N	N;NOM;NEUT;SG
損傷	škody	損傷	škoda	N	N;NOM;FEM;PL
缺口	medzery	缺口	medzer	N	N;NOM;FEM;PL
缺口	medzeru	缺口	medzer	N	N;ACC;FEM;SG
缺口	medzera	缺口	medzer	N	N;NOM;FEM;SG
分流	odklon	分流	odklon	N	N;INAN;NOM;MASC;SG
分流	rozptýlenie	分流	rozptýlenie	N	N;NOM;NEUT;SG
分流	triedenie	分流	triedenie	N	N;NOM;NEUT;SG
刮	nuly	刮	nula	N	N;NOM;FEM;PL
蟒	python	蟒	python	N	N;INAN;NOM;MASC;SG
力學	mechanika	力學	mechanika	N	N;NOM;FEM;SG
工匠	remeselníkov	工匠	remeselník	N	N;ANIM;ACC;MASC;PL
工匠	remeselník	工匠	remeselník	N	N;ANIM;NOM;MASC;SG
處罰	trest	處罰	trest	N	N;INAN;NOM;MASC;SG
處罰	pokuta	處罰	pokut	N	N;NOM;FEM;SG
處罰	sankcia	處罰	sankcia	N	N;NOM;FEM;SG
處罰	treste	處罰	trest	N	N;INAN;NOM;MASC;SG
處罰	sankcie	處罰	sankcia	N	N;NOM;FEM;PL
處罰	pokuty	處罰	pokut	N	N;NOM;FEM;PL
處罰	tresty	處罰	trest	N	N;INAN;NOM;MASC;PL
處罰	trest	處罰	trest	N	N;INAN;NOM;MASC;SG
處罰	potrestanie	處罰	potrestanie	N	N;NOM;NEUT;SG
處罰	trestom	處罰	trest	N	N;INAN;INS;MASC;SG
名聲	reputácia	名聲	reputácia	N	N;NOM;FEM;SG
名聲	povesť	名聲	povesť	N	N;NOM;FEM;SG
序幕	predohra	序幕	predohra	N	N;NOM;FEM;SG
序幕	prológ	序幕	prológ	N	N;INAN;NOM;MASC;SG
醋	ocot	醋	ocot	N	N;INAN;NOM;MASC;SG
舒適	pohodlné	舒適	pohodlný	ADJ	ADJ;NOM;NEUT;SG
舒適	pohodlný	舒適	pohodlný	ADJ	ADJ;ANIM;NOM;MASC;SG
舒適	pohodlná	舒適	pohodlný	ADJ	ADJ;NOM;FEM;SG
舒適	pohodlné	舒適	pohodlný	ADJ	ADJ;NOM;NEUT;SG
充電	nabiť	充電	nabiť	V	V;PFV;POS;NFIN
鎳	nikel	鎳	nikel	N	N;INAN;NOM;MASC;SG
鎳	niklu	鎳	niklo	N	N;NOM;NEUT;SG
飛翔	mucha	飛翔	mucha	N	N;NOM;FEM;SG
飛翔	lietania	飛翔	lietanie	N	N;NOM;NEUT;PL
飛翔	lietanie	飛翔	lietanie	N	N;NOM;NEUT;SG
礦業	banská	礦業	banský	N	N;NOM;FEM;SG
礦業	ťažbu	礦業	ťažba	N	N;ACC;FEM;SG
礦業	ťažba	礦業	ťažba	N	N;NOM;FEM;SG
地勢	terénu	地勢	terén	N	N;INAN;GEN;MASC;SG
地勢	teréne	地勢	terén	N	N;INAN;ESS;MASC;SG
地勢	terén	地勢	terén	N	N;INAN;NOM;MASC;SG
人	strelec	人	strelec	N	N;ANIM;NOM;MASC;SG
谷地	valley	谷地	valli	N	N;INAN;NOM;MASC;SG
谷地	dolina	谷地	dolina	N	N;NOM;FEM;SG
谷地	údolia	谷地	údolie	N	N;NOM;NEUT;PL
谷地	údolie	谷地	údolie	N	N;NOM;NEUT;SG
桃子	broskyne	桃子	broskyňa	N	N;NOM;FEM;PL
桃子	broskyne	桃子	broskyňa	N	N;NOM;FEM;PL
電纜	kabeláž	電纜	kabeláž	N	N;NOM;FEM;SG
電纜	káble	電纜	káblo	N	N;NOM;FEM;PL
電纜	kábel	電纜	kábel	N	N;INAN;NOM;MASC;SG
電纜	káble	電纜	káblo	N	N;NOM;FEM;PL
田野	polia	田野	pole	N	N;NOM;NEUT;PL
田野	políčka	田野	políček	N	N;INAN;NOM;MASC;SG
田野	polí	田野	poliť	N	N;GEN;FEM;PL
腐敗	korupcia	腐敗	korupcia	N	N;NOM;FEM;SG
腐敗	korupcie	腐敗	korupcia	N	N;NOM;FEM;PL
腐敗	korupciu	腐敗	korupcia	N	N;ACC;FEM;SG
少數	menšinové	少數	menšinový	ADJ	ADJ;NOM;NEUT;SG
少數	menšín	少數	menšina	ADJ	ADJ;NOM;CMPR;MASC;PL
無聊	nudí	無聊	nudiť	V	V;IPFV;IND;SG;3;POS;PRS;FIN
女	priateľka	女	priateľka	N	N;NOM;FEM;SG
顎	čeľuste	顎	čeľusta	N	N;NOM;FEM;PL
顎	čeľusť	顎	čeľusť	N	N;NOM;FEM;SG
顎	podnebí	顎	podnebiť	N	N;NOM;NEUT;SG
酒館	krčme	酒館	krčme	N	N;DAT;FEM;SG
酒館	krčme	酒館	krčme	N	N;DAT;FEM;SG
酒館	krčmy	酒館	krčma	N	N;NOM;FEM;PL
政治	politika	政治	politika	N	N;NOM;FEM;SG
政治	politiky	政治	politika	N	N;NOM;FEM;PL
政治	politike	政治	politika	N	N;DAT;FEM;SG
郊外	periférii	郊外	periféria	N	N;DAT;FEM;PL
草甸	lúky	草甸	lúka	N	N;NOM;FEM;PL
荒漠	púšte	荒漠	púšiť	N	N;NOM;FEM;PL
荒漠	púšť	荒漠	púšť	N	N;NOM;FEM;SG
荒漠	púšti	荒漠	púšť	N	N;DAT;FEM;SG
荒漠	púšte	荒漠	púšiť	N	N;NOM;FEM;PL
鹿角	parohy	鹿角	paroha	N	N;NOM;FEM;PL
好奇	zvedavý	好奇	zvedavý	ADJ	ADJ;ANIM;NOM;MASC;SG
好奇	zvedavá	好奇	zvedavý	ADJ	ADJ;NOM;FEM;SG
利息	záujem	利息	záujem	N	N;INAN;NOM;MASC;SG
利息	úroky	利息	úrok	N	N;INAN;NOM;MASC;PL
利息	úrok	利息	úrok	N	N;INAN;NOM;MASC;SG
口述	diktát	口述	diktát	N	N;INAN;NOM;MASC;SG
物料	materiál	物料	materiál	N	N;INAN;NOM;MASC;SG
物料	materiály	物料	materiál	N	N;INAN;NOM;MASC;PL
物料	materiál	物料	materiál	N	N;INAN;NOM;MASC;SG
物料	materiálov	物料	materiál	N	N;INAN;GEN;MASC;PL
打壓	potlačiť	打壓	potlačiť	V	V;PFV;POS;NFIN
蟻	mravec	蟻	mravec	N	N;ANIM;NOM;MASC;SG
蟻	mravce	蟻	mravec	N	N;INAN;NOM;MASC;PL
砂岩	pieskovec	砂岩	pieskovec	N	N;INAN;NOM;MASC;SG
石英	kremeňa	石英	kremeňa	N	N;INAN;GEN;MASC;SG
辯護	obrana	辯護	obrana	N	N;NOM;FEM;SG
辯護	obhajoba	辯護	obhajoba	N	N;NOM;FEM;SG
辯護	obrany	辯護	obrana	N	N;NOM;FEM;PL
波浪	vlny	波浪	vlna	N	N;NOM;FEM;PL
波浪	vĺn	波浪	vĺn	N	N;GEN;FEM;PL
波浪	vlna	波浪	vlna	N	N;NOM;FEM;SG
波浪	vlnu	波浪	vln	N	N;ACC;FEM;SG
血清	sérum	血清	sérum	N	N;NOM;NEUT;SG
血清	séra	血清	sér	N	N;NOM;FEM;SG
血清	sére	血清	sér	N	N;NOM;FEM;SG
愛人	milenci	愛人	milenec	N	N;ANIM;NOM;MASC;PL
愛人	milovníkov	愛人	milovník	N	N;ANIM;ACC;MASC;PL
愛人	milencov	愛人	milenec	N	N;ANIM;ACC;MASC;PL
愛人	milenka	愛人	milenka	N	N;NOM;FEM;SG
愛人	milenec	愛人	milenec	N	N;ANIM;NOM;MASC;SG
各區	okresov	各區	okres	N	N;INAN;GEN;MASC;PL
各區	obvody	各區	obvod	N	N;INAN;NOM;MASC;PL
瓶子	fľaše	瓶子	fľaša	N	N;NOM;FEM;PL
瓶子	fľašky	瓶子	fľaška	N	N;NOM;FEM;PL
瓶子	fľašu	瓶子	fľaša	N	N;ACC;FEM;SG
瓶子	fľaše	瓶子	fľaša	N	N;NOM;FEM;PL
瓶子	fľaša	瓶子	fľaša	N	N;NOM;FEM;SG
前	prostaty	前	prostaty	N	N;NOM;FEM;PL
小米	proso	小米	proso	N	N;NOM;NEUT;SG
化妝	mejkap	化妝	mejkap	N	N;INAN;NOM;MASC;SG
化妝	makeup	化妝	makeup	N	N;NOM;FEM;SG
游擊	partizán	游擊	partizán	N	N;ANIM;NOM;MASC;SG
倡議	iniciatív	倡議	iniciatív	N	N;GEN;FEM;PL
倡議	iniciatívy	倡議	iniciatíva	N	N;NOM;FEM;PL
倡議	iniciatívu	倡議	iniciatíva	N	N;ACC;FEM;SG
倡議	iniciatívy	倡議	iniciatíva	N	N;NOM;FEM;PL
倡議	iniciatíva	倡議	iniciatíva	N	N;NOM;FEM;SG
盒子	kolónka	盒子	kolónka	N	N;NOM;FEM;SG
盒子	krabica	盒子	krabica	N	N;NOM;FEM;SG
盒子	skrinka	盒子	skrinka	N	N;NOM;FEM;SG
液態	kvapalina	液態	kvapalina	N	N;NOM;FEM;SG
液態	tekutina	液態	tekutina	N	N;NOM;FEM;SG
法郎	frankov	法郎	frank	N	N;INAN;GEN;MASC;PL
法郎	franc	法郎	franc	N	N;INAN;NOM;MASC;SG
法郎	frankov	法郎	frank	N	N;INAN;GEN;MASC;PL
百分	percentá	百分	percentý	N	N;INAN;NOM;MASC;PL
百分	percentá	百分	percentý	N	N;INAN;NOM;MASC;PL
百分	percento	百分	percento	N	N;INAN;NOM;MASC;SG
百分	percentá	百分	percentý	N	N;INAN;NOM;MASC;PL
百分	percento	百分	percento	N	N;INAN;NOM;MASC;SG
妥協	kompromis	妥協	kompromis	N	N;INAN;NOM;MASC;SG
妥協	kompromisy	妥協	kompromis	N	N;NOM;FEM;PL
動議	návrh	動議	návrh	N	N;INAN;NOM;MASC;SG
動議	návrhu	動議	návrh	N	N;INAN;GEN;MASC;SG
動議	pohyb	動議	pohyb	N	N;INAN;NOM;MASC;SG
路障	zátarasy	路障	zátaras	N	N;NOM;FEM;PL
路障	zátarasy	路障	zátaras	N	N;NOM;FEM;PL
鍋爐	kotol	鍋爐	kotol	N	N;INAN;NOM;MASC;SG
鍋爐	kotly	鍋爐	kotla	N	N;INAN;NOM;MASC;PL
鍋爐	kotlov	鍋爐	kotlov	N	N;INAN;GEN;MASC;PL
經文	verše	經文	verš	N	N;INAN;NOM;MASC;PL
經文	písmo	經文	písmo	N	N;NOM;NEUT;SG
沙丘	duny	沙丘	duna	N	N;NOM;FEM;PL
沙丘	duna	沙丘	duna	N	N;ANIM;NOM;MASC;SG
奉獻	venovanie	奉獻	venovanie	N	N;NOM;NEUT;SG
奉獻	oddanosť	奉獻	oddanosť	N	N;NOM;FEM;SG
奉獻	oddanosť	奉獻	oddanosť	N	N;NOM;FEM;SG
禮堂	sála	禮堂	sála	N	N;NOM;FEM;SG
藥品	medicína	藥品	medicín	N	N;NOM;FEM;SG
藥品	liek	藥品	liek	N	N;INAN;NOM;MASC;SG
藥品	lieky	藥品	liek	N	N;INAN;NOM;MASC;PL
藥品	lieky	藥品	liek	N	N;INAN;NOM;MASC;PL
藥品	drogy	藥品	droga	N	N;NOM;FEM;PL
藥品	lieky	藥品	liek	N	N;INAN;NOM;MASC;PL
藥品	lieky	藥品	liek	N	N;INAN;NOM;MASC;PL
盔	prilbu	盔	prilba	N	N;ACC;FEM;SG
盔	prilby	盔	prilba	N	N;NOM;FEM;PL
盔	helmu	盔	helma	N	N;ACC;FEM;SG
清新	čerstvú	清新	čerstvý	N	N;ACC;FEM;SG
地基	základy	地基	základ	N	N;INAN;NOM;MASC;PL
地基	nadácie	地基	nadácia	N	N;NOM;FEM;PL
雇主	zamestnávateľov	雇主	zamestnávateľ	N	N;ANIM;ACC;MASC;PL
雇主	zamestnávatelia	雇主	zamestnávateľ	N	N;ANIM;NOM;MASC;PL
雇主	zamestnávateľom	雇主	zamestnávateľ	N	N;ANIM;INS;MASC;SG
雇主	zamestnávateľa	雇主	zamestnávateľ	N	N;ANIM;ACC;MASC;SG
雇主	zamestnávateľ	雇主	zamestnávateľ	N	N;ANIM;NOM;MASC;SG
雇主	zamestnávateľom	雇主	zamestnávateľ	N	N;ANIM;INS;MASC;SG
憂鬱	melanchólia	憂鬱	melanchólium	N	N;NOM;FEM;SG
吃	zjesť	吃	zjesť	V	V;PFV;POS;NFIN
吃	jesť	吃	jesť	V	V;IPFV;POS;NFIN
莓	maliny	莓	malina	N	N;NOM;FEM;PL
階梯	rebrík	階梯	rebrík	N	N;INAN;NOM;MASC;SG
階梯	schodisko	階梯	schodisko	N	N;NOM;NEUT;SG
階梯	schodov	階梯	schod	N	N;INAN;GEN;MASC;PL
階梯	schody	階梯	schod	N	N;INAN;NOM;MASC;PL
階梯	schodoch	階梯	schod	N	N;INAN;INS;MASC;PL
黃蜂	osa	黃蜂	osa	N	N;NOM;NEUT;SG
煙火	ohňostroj	煙火	ohňostroj	N	N;INAN;NOM;MASC;SG
煙火	ohňostroj	煙火	ohňostroj	N	N;INAN;NOM;MASC;SG
反彈	odrážať	反彈	odrážať	V	V;IPFV;POS;NFIN
反彈	odraziť	反彈	odraziť	V	V;PFV;POS;NFIN
屏障	zábrany	屏障	zábrana	N	N;NOM;FEM;PL
屏障	bariéry	屏障	bariéra	N	N;INAN;NOM;MASC;PL
屏障	prekážky	屏障	prekážka	N	N;NOM;FEM;PL
屏障	bariéra	屏障	bariéra	N	N;NOM;FEM;SG
屏障	bariéru	屏障	bariéra	N	N;ACC;FEM;SG
屏障	bariéry	屏障	bariéra	N	N;INAN;NOM;MASC;PL
屏障	prekážka	屏障	prekážka	N	N;NOM;FEM;SG
