per	für	per	für	ADP	ADP
veri	real	vero	real	ADJ;MASC;PL	ADJ
veri	reale	vero	real	ADJ;MASC;PL	ADJ;NOM;FEM;PL
chiamate	anruf	chiamata	anruf	N;FEM;PL	N
anniversario	jubiläum	anniversario	jubiläum	N;MASC;SG	N;NOM;NEUT;SG
piacere	genuss	piacere	genuss	N;MASC;SG	N
umane	menschlicher	umano	menschlich	ADJ;FEM;PL	ADJ
umane	menschliche	umano	menschlich	ADJ;FEM;PL	ADJ;NOM;FEM;PL
umane	menschlichen	umano	menschlich	ADJ;FEM;PL	ADJ
bilancio	haushaltsplan	bilancio	haushaltsplan	N;MASC;SG	N
bobina	rolle	bobina	roll	N;FEM;SG	N;NOM;FEM;SG
riconosciuta	erkannt	riconoscere	erkennen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
riconosciuta	anerkannt	riconoscere	anerkennen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
riconosciuta	bestätigte	riconoscere	bestätigen	V;FEM;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
riconosciuta	anerkannt	riconoscere	anerkennen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
riconosciuta	erkannte	riconoscere	erkennen	V;FEM;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
riconosciuta	erkannt	riconoscere	erkennen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
riconosciuta	anerkannt	riconoscere	anerkennen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
onorificenze	auszeichnungen	onorificenza	auszeichnangen	N;FEM;PL	N;NOM;FEM;PL
ottavo	achte	ottavo	acht	ADJ;MASC;SG	ADJ
ottavo	achter	ottavo	acht	ADJ;MASC;SG	ADJ
credere	glaubt	credere	glauben	V;NFIN	V;IND;SG;3;PRS;FIN
credere	glauben	credere	glauben	V;NFIN	V;NFIN
stretta	schmalen	stretto	schmal	ADJ;FEM;SG	ADJ
stretta	eng	stretto	eng	ADJ;FEM;SG	ADJ
stretta	enge	stretto	eng	ADJ;FEM;SG	ADJ;NOM;FEM;SG
stretta	engen	stretto	eng	ADJ;FEM;SG	ADJ
stretta	schmal	stretto	schmal	ADJ;FEM;SG	ADJ
stretta	knapp	stretto	knapp	ADJ;FEM;SG	ADJ
stretta	enge	stretto	eng	ADJ;FEM;SG	ADJ;NOM;FEM;SG
stretta	eng	stretto	eng	ADJ;FEM;SG	ADJ
arcipelago	inselgruppe	arcipelago	inselgruppe	N;MASC;SG	N;NOM;FEM;SG
blood	blut	blood	bluten	N	N;NOM;NEUT;SG
poveri	schlecht	povero	schlecht	ADJ;MASC;PL	ADJ
poveri	arme	povero	arm	ADJ;MASC;PL	ADJ;NOM
poveri	arm	povero	arm	ADJ;MASC;PL	ADJ
poveri	armen	povero	arm	ADJ;MASC;PL	ADJ
poveri	armer	povero	armer	ADJ;MASC;PL	ADJ
maddalena	magdalena	maddalena	magdalena	N;FEM;SG	N;NOM;FEM;SG
maddalena	magdalena	maddalena	magdalena	N;FEM;SG	N;NOM;FEM;SG
prossima	nächstes	prossimo	nah	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
prossima	nächster	prossimo	nah	ADJ;FEM;SG	ADJ
affermato	behauptet	affermare	behaupten	V;MASC;SG;PST;V.PTCP	V;V.PTCP
affermato	behauptete	affermare	behaupten	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
affermato	erklärte	affermare	erklären	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
affermato	bekräftigte	affermare	bekräftigen	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
affermato	bekräftigt	affermare	bekräftigen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
mantenimento	wartung	mantenimento	wartung	N;MASC;SG	N;NOM;SG
tappe	bühnen	tappa	bühnen	N;FEM;PL	N;NOM;PL
croato	kroatisch	croato	kroatisch	ADJ;MASC;SG	ADJ
croato	kroatisch	croato	kroatisch	ADJ;MASC;SG	ADJ
busto	torso	busto	torso	N;MASC;SG	N;SG
parziali	teilweiser	parziale	teilweiser	ADJ;PL	ADJ
parziali	partiellen	parziale	partiell	ADJ;PL	ADJ
parziali	partielle	parziale	partiell	ADJ;PL	ADJ;NOM;FEM;PL
palma	hand	palma	hand	N;FEM;SG	N;NOM;FEM;SG
negozio	geschäft	negozio	schäfen	N;MASC;SG	N;NOM;NEUT;SG
colleghi	kolleginnen	collega	kolleginnen	N;MASC;PL	N;PL
verticale	senkrecht	verticale	senkrecht	ADJ;SG	ADJ
verticale	vertikalen	verticale	vertikalen	ADJ;SG	ADJ
verticale	vertikal	verticale	vertikal	ADJ;SG	ADJ
autonomo	autonomer	autonomo	autonomer	ADJ;MASC;SG	ADJ
autonomo	autonom	autonomo	autonom	ADJ;MASC;SG	ADJ
autonomo	autonomen	autonomo	autonom	ADJ;MASC;SG	ADJ
page	seite	pagare	seit	N;FEM;SG	N
spinta	schub	spinta	schaben	N;FEM;SG	N
industriali	industrieanlagen	industriale	industrieanlagen	N;PL	N;NOM;FEM;PL
indagine	erhebung	indagine	Erhebung	N;FEM;SG	N;NOM;FEM;SG
indagine	untersuchung	indagine	untersuchung	N;FEM;SG	N;SG
strano	merkwürdig	strano	merkwürdig	ADJ;MASC;SG	ADJ
strano	komisch	strano	komisch	ADJ;MASC;SG	ADJ
strano	seltsam	strano	seltsam	ADJ;MASC;SG	ADJ
strano	schräg	strano	schräg	ADJ;MASC;SG	ADJ
strano	merkwürdig	strano	merkwürdig	ADJ;MASC;SG	ADJ
strano	seltsam	strano	seltsam	ADJ;MASC;SG	ADJ
strano	komisch	strano	komisch	ADJ;MASC;SG	ADJ
strano	sonderbar	strano	sonderbar	ADJ;MASC;SG	ADJ
strano	ungerade	strano	ungerade	ADJ;MASC;SG	ADJ
strano	merkwürdig	strano	merkwürdig	ADJ;MASC;SG	ADJ
strano	seltsam	strano	seltsam	ADJ;MASC;SG	ADJ
strano	komisch	strano	komisch	ADJ;MASC;SG	ADJ
terapia	therapie	terapia	therapie	N;FEM;SG	N;SG
feste	vertragsparteien	festa	vertragspartei	N;FEM;PL	N;NOM;FEM;PL
feste	parteien	festa	partei	N;FEM;PL	N;NOM;FEM;PL
insegna	lehren	insegnare	lehren	V;IND;SG;3;PRS;FIN	V;NFIN
insegna	unterrichten	insegnare	unterrichten	V;IND;SG;3;PRS;FIN	V;NFIN
insegna	lehrt	insegnare	lehren	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
insegna	unterrichtet	insegnare	unterrichten	V;IND;SG;3;PRS;FIN	V;V.PTCP
registrazioni	registrierungen	registrazione	registrierung	N;FEM;PL	N;NOM;FEM;PL
schiavi	sklaven	schiavo	sklaven	N;MASC;PL	N;PL
prigioniero	gefangener	prigioniero	gefangen	ADJ;MASC;SG	ADJ
prigioniero	gefangenschaft	prigioniero	gefangenschaft	ADJ;MASC;SG	ADJ
prigioniero	gefangenschaft	prigioniero	gefangenschaft	ADJ;MASC;SG	ADJ
prigioniero	gefangener	prigioniero	gefangen	ADJ;MASC;SG	ADJ
amministratori	administratoren	amministratore	administratoren	N;MASC;PL	N;NOM;PL
amministratori	administratoren	amministratore	administratoren	N;MASC;PL	N;NOM;PL
trasmissioni	fernsehsendungen	trasmissione	fernsehsendung	N;FEM;PL	N;NOM;FEM;PL
dedica	widmet	dedicare	widmen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
dedica	widmen	dedicare	widmen	V;IND;SG;3;PRS;FIN	V;NFIN
penale	strafrechtlichen	penale	strafrechtlich	ADJ;SG	ADJ
registrati	eingetragene	registrare	eingetragen	V;MASC;PL;PST;V.PTCP	V;V.PTCP
registrati	registriert	registrare	registrieren	V;MASC;PL;PST;V.PTCP	V;V.PTCP
registrati	eingetragen	registrare	eintragen	V;MASC;PL;PST;V.PTCP	V;V.PTCP
registrati	einschreiben	registrare	einschreiben	V;MASC;PL;PST;V.PTCP	V;NFIN
registrati	registrieren	registrare	registrieren	V;MASC;PL;PST;V.PTCP	V;NFIN
registrati	eintragen	registrare	eintragen	V;MASC;PL;PST;V.PTCP	V;NFIN
registrati	anmelden	registrare	anmelden	V;MASC;PL;PST;V.PTCP	V;NFIN
curato	geheilt	curare	heilen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
curato	kuratiert	curare	kuratieren	V;MASC;SG;PST;V.PTCP	V;V.PTCP
cadere	fallen	cadere	fallen	V;NFIN	V;NFIN
leggero	leichter	leggero	leicht	ADJ;MASC;SG	ADJ
leggero	leicht	leggero	leicht	ADJ;MASC;SG	ADJ
leggero	gering	leggero	gering	ADJ;MASC;SG	ADJ
leggero	leicht	leggero	leicht	ADJ;MASC;SG	ADJ
leggero	leichter	leggero	leicht	ADJ;MASC;SG	ADJ
leggero	leichtigkeit	leggero	leichtigkeit	ADJ;MASC;SG	ADJ
leggero	leichtes	leggero	leicht	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
leggero	leicht	leggero	leicht	ADJ;MASC;SG	ADJ
rocce	steine	roccia	stein	N;FEM;PL	N
consecutive	aufeinanderfolgende	consecutivo	aufeinanderfolgend	ADJ;FEM;PL	ADJ;NOM;FEM;PL
consecutive	aufeinanderfolgenden	consecutivo	aufeinanderfolgend	ADJ;FEM;PL	ADJ
psicologia	psychologie	psicologia	psychologie	N;FEM;SG	N;NOM;FEM;SG
preliminare	vorläufig	preliminare	vorläufig	ADJ;SG	ADJ
preliminare	vorläufigen	preliminare	vorläufig	ADJ;SG	ADJ
vaglio	sieb	vaglio	seiben	N;MASC;SG	N;SG
vaglio	vorführung	vaglio	vorführung	N;MASC;SG	N;FEM;SG
attivi	aktive	attivo	aktiv	ADJ;MASC;PL	ADJ;NOM;FEM;PL
attivi	aktiven	attivo	aktiv	ADJ;MASC;PL	ADJ
attivi	aktiv	attivo	aktiv	ADJ;MASC;PL	ADJ
attivi	aktiver	attivo	aktiv	ADJ;MASC;PL	ADJ
attivi	aktiva	attivo	aktiva	ADJ;MASC;PL	ADJ
negativo	negativen	negativo	negativ	ADJ;MASC;SG	ADJ
negativo	negatives	negativo	negativ	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
negativo	negativer	negativo	negativ	ADJ;MASC;SG	ADJ
negativo	negativ	negativo	negativ	ADJ;MASC;SG	ADJ
rally	kundgebung	rally	kundgebung	N;MASC	N;SG
perfetto	perfekt	perfetto	perfekt	ADJ;MASC;SG	ADJ
perfetto	perfekte	perfetto	perfekt	ADJ;MASC;SG	ADJ;NOM;SG
perfetto	perfekten	perfetto	perfekt	ADJ;MASC;SG	ADJ
perfetto	perfekter	perfetto	perfekt	ADJ;MASC;SG	ADJ
borsa	handtasche	borsa	handtasch	N;FEM;SG	N;NOM;FEM;SG
borsa	handtasche	borsa	handtasch	N;FEM;SG	N;NOM;FEM;SG
borsa	handtasche	borsa	handtasch	N;FEM;SG	N;NOM;FEM;SG
riserve	währungsreserven	riserva	währungsreserven	N;FEM;PL	N;NOM;FEM;PL
riserve	rückstellungen	riserva	rückstellung	N;FEM;PL	N;NOM;FEM;PL
declino	abnahme	declino	abnehmen	N;MASC;SG	N;SG
declino	niedergang	declino	niedergang	N;MASC;SG	N
specifici	spezifisch	specifico	spezifisch	ADJ;MASC;PL	ADJ
specifici	spezielle	specifico	speziell	ADJ;MASC;PL	ADJ;NOM;FEM;PL
specifici	spezifischen	specifico	spezifisch	ADJ;MASC;PL	ADJ
specifici	spezifische	specifico	spezifisch	ADJ;MASC;PL	ADJ;NOM;FEM;PL
rimozione	umzug	rimozione	umzugen	N;FEM;SG	N;SG
rimozione	beseitigung	rimozione	Beseitigung	N;FEM;SG	N;NOM;FEM;SG
strategia	strategie	strategia	strategie	N;FEM;SG	N;SG
conservata	einbehalten	conservare	einbehalten	V;FEM;SG;PST;V.PTCP	V;V.PTCP
conservata	beibehalten	conservare	beibehalten	V;FEM;SG;PST;V.PTCP	V;V.PTCP
conservata	behalten	conservare	behalten	V;FEM;SG;PST;V.PTCP	V;NFIN
conservata	bewahrt	conservare	bewahren	V;FEM;SG;PST;V.PTCP	V;V.PTCP
conservata	konserviert	conservare	konservieren	V;FEM;SG;PST;V.PTCP	V;V.PTCP
normali	normaler	normale	normal	ADJ;PL	ADJ
normali	normale	normale	normal	ADJ;PL	ADJ;NOM;FEM;PL
normali	normalen	normale	normal	ADJ;PL	ADJ
normali	normal	normale	normal	ADJ;PL	ADJ
fidanzata	freundin	fidanzato	Freundin	N;FEM;SG	N;NOM;FEM;SG
deposito	anzahlung	deposito	anzahlung	N;MASC;SG	N
deposito	einlage	deposito	einlage	N;MASC;SG	N;SG
deposito	einzahlung	deposito	einzahlung	N;MASC;SG	N;NOM;FEM;SG
deposito	archiv	deposito	archiv	N;MASC;SG	N;NOM;NEUT;SG
appello	berufung	appello	berufung	N;MASC;SG	N
appello	einspruch	appello	einspruch	N;MASC;SG	N
mantenendo	pflegen	mantenere	pflegen	V;V.MSDR	V;NFIN
brillante	brillant	brillante	brillant	ADJ;SG	ADJ
brillante	glänzend	brillante	glänzend	ADJ;SG	ADJ
brillante	genial	brillante	genial	ADJ;SG	ADJ
battle	kampf	battle	kampfen	N	N;SG
battle	schlacht	battle	schlacht	N	N;NOM;FEM;SG
violazione	verletzung	violazione	verletzung	N;FEM;SG	N;FEM;SG
violazione	verletzung	violazione	verletzung	N;FEM;SG	N;FEM;SG
violazione	bruch	violazione	bruch	N;FEM;SG	N;SG
violazione	verletzung	violazione	verletzung	N;FEM;SG	N;FEM;SG
proseguire	weitermachen	proseguire	weitermachen	V;NFIN	V;NFIN
proseguire	fortfahren	proseguire	fortfahren	V;NFIN	V;NFIN
proseguire	fortsetzen	proseguire	fortsetzen	V;NFIN	V;NFIN
annuncia	kündigt	annunciare	kündigen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
annuncia	verkündet	annunciare	verkünden	V;IND;SG;3;PRS;FIN	V;V.PTCP
annuncia	verkünden	annunciare	verkünden	V;IND;SG;3;PRS;FIN	V;NFIN
annuncia	ankündigen	annunciare	ankündig	V;IND;SG;3;PRS;FIN	V;NFIN
apparso	erschienen	apparso	erscheinen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
apparso	schien	apparso	scheinen	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
apparso	erschien	apparso	erscheinen	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
quindici	fünfzehn	quindici	fünfzehn	NUM	NUM
caldo	heiß	caldo	heiß	ADJ;MASC;SG	ADJ
caldo	warm	caldo	warm	ADJ;MASC;SG	ADJ
caldo	heiss	caldo	heiß	ADJ;MASC;SG	ADJ
caldo	warm	caldo	warm	ADJ;MASC;SG	ADJ
straniero	fremden	straniero	fremd	ADJ;MASC;SG	ADJ
straniero	fremder	straniero	fremd	ADJ;MASC;SG	ADJ
straniero	fremd	straniero	fremd	ADJ;MASC;SG	ADJ
straniero	ausländischen	straniero	ausländisch	ADJ;MASC;SG	ADJ
stagionale	jahreszeit	stagionale	jahreszeit	ADJ;SG	ADJ
stagionale	saisonal	stagionale	saisonal	ADJ;SG	ADJ
pubblicare	veröffentlichen	pubblicare	veröffentlichen	V;NFIN	V;NFIN
pubblicare	publizieren	pubblicare	publizieren	V;NFIN	V;NFIN
turchi	türken	turco	türken	N;MASC;PL	N;PL
days	tage	days	tagen	N	N;NOM;MASC;PL
citati	angeführt	citare	anführen	V;MASC;PL;PST;V.PTCP	V;V.PTCP
citati	zitiert	citare	zitieren	V;MASC;PL;PST;V.PTCP	V;V.PTCP
fiorentino	florentiner	fiorentino	florentin	ADJ;MASC;SG	ADJ
determinare	bestimmen	determinare	bestimmen	V;NFIN	V;FIN
autostrada	schnellstraße	autostrada	schnellstraße	N;FEM;SG	N;NOM;FEM;SG
autostrada	schnellstraße	autostrada	schnellstraße	N;FEM;SG	N;NOM;FEM;SG
autostrada	landstraße	autostrada	landstraße	N;FEM;SG	N;NOM;FEM;SG
ponti	brücken	ponte	brücken	N;MASC;PL	N;NOM;FEM;PL
equazione	gleichung	equazione	gleichung	N;FEM;SG	N;SG
rapida	rasche	rapido	rasch	ADJ;FEM;SG	ADJ;NOM;FEM;SG
canta	singt	cantare	singen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
canta	singen	cantare	singen	V;IND;SG;3;PRS;FIN	V;NFIN
canta	singe	cantare	singen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
canta	singt	cantare	singen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
causato	verursachte	causare	verursachen	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
causato	hervorgerufen	causare	hervorrufen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
causato	verursacht	causare	verursachen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
divide	trennt	dividere	trennen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
divide	aufteilen	dividere	aufteilen	V;IND;SG;3;PRS;FIN	V;NFIN
divide	teilen	dividere	teilen	V;IND;SG;3;PRS;FIN	V;NFIN
corre	rennt	correre	rennen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
corre	läuft	correre	laufen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
rottura	bruch	rottura	bruch	N;FEM;SG	N;SG
cortile	werft	cortile	werfen	N;MASC;SG	N;NOM;FEM;SG
competenza	befähigung	competenza	befähigung	N;FEM;SG	N;NOM;FEM;SG
inclusi	enthalten	includere	enthalten	V;MASC;PL;PST;V.PTCP	V;NFIN
inclusi	eingeschlossen	includere	einschließen	V;MASC;PL;PST;V.PTCP	V;V.PTCP
inclusi	aufgenommen	includere	aufnehmen	V;MASC;PL;PST;V.PTCP	V;V.PTCP
necessarie	notwendige	necessario	notwendig	ADJ;FEM;PL	ADJ;NOM;FEM;PL
necessarie	erforderlich	necessario	erforderlich	ADJ;FEM;PL	ADJ
necessarie	notwendig	necessario	notwendig	ADJ;FEM;PL	ADJ
necessarie	nötig	necessario	nötig	ADJ;FEM;PL	ADJ
inseriti	eingefügt	inserire	einfügen	V;MASC;PL;PST;V.PTCP	V;V.PTCP
sentiero	trasse	sentiero	trassen	N;MASC;SG	N
sentiero	strecke	sentiero	strecken	N;MASC;SG	N;SG
sentiero	wanderweg	sentiero	wanderweg	N;MASC;SG	N
frasi	phrasen	frase	phrasen	N;FEM;PL	N;NOM;PL
cervello	gehirn	cervello	gehern	N;MASC;SG	N;NOM;SG
cervello	gehirn	cervello	gehern	N;MASC;SG	N;NOM;SG
animata	lebhaft	animata	lebhaft	ADJ;FEM;SG	ADJ
animata	animierte	animata	animiert	ADJ;FEM;SG	ADJ;SG
appartamento	wohnung	appartamento	wohnung	N;MASC;SG	N;NOM;FEM;SG
stabilimento	werk	stabilimento	werk	N;MASC;SG	N;NOM;NEUT;SG
necessariamente	notwendigerweise	necessariamente	notwendigerweise	ADV	ADV
necessariamente	unbedingt	necessariamente	unbedingt	ADV	ADV
spostamento	verschiebung	spostamento	verschiebung	N;MASC;SG	N;SG
spostamento	vertreibung	spostamento	vertreibung	N;MASC;SG	N;NOM;FEM;SG
spostamento	verschiebung	spostamento	verschiebung	N;MASC;SG	N;SG
spostamento	verlagerung	spostamento	verlagerung	N;MASC;SG	N;NOM;FEM;SG
grandezza	größe	grandezza	groß	N;FEM;SG	N;NOM;FEM;SG
grandezza	ausmaß	grandezza	ausmaß	N;FEM;SG	N;NOM;SG
preciso	präziser	preciso	präzis	ADJ;MASC;SG	ADJ
preciso	präzise	preciso	präzis	ADJ;MASC;SG	ADJ
preciso	genaue	preciso	genau	ADJ;MASC;SG	ADJ;NOM
preciso	zutreffend	preciso	zutreffend	ADJ;MASC;SG	ADJ
preciso	korrekt	preciso	korrekt	ADJ;MASC;SG	ADJ
preciso	präzise	preciso	präzis	ADJ;MASC;SG	ADJ
preciso	genaue	preciso	genau	ADJ;MASC;SG	ADJ;NOM
combattimenti	kampfhandlungen	combattimento	kampfhandlungen	N;MASC;PL	N;NOM;FEM;PL
attribuita	zurückgeführt	attribuire	zurückführen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
attribuita	zugeordnet	attribuire	zuordnen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
attribuita	zurückzuführen	attribuire	zurückführen	V;FEM;SG;PST;V.PTCP	V;NFIN
attribuita	zugewiesen	attribuire	zuweisen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
attribuita	zugeschrieben	attribuire	zuschreiben	V;FEM;SG;PST;V.PTCP	V;V.PTCP
peccato	erbarmen	peccato	erbarmen	ADJ;MASC;SG	ADJ
descritta	beschrieb	descrivere	beschreiben	V;FEM;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
descritta	beschrieben	descrivere	beschreiben	V;FEM;SG;PST;V.PTCP	V;V.PTCP
caratteristico	merkmal	caratteristico	merkmal	ADJ;MASC;SG	ADJ
caratteristico	charakteristisch	caratteristico	charakteristisch	ADJ;MASC;SG	ADJ
caratteristico	charakteristik	caratteristico	charakteristik	ADJ;MASC;SG	ADJ;SG
dimesso	zurückgetreten	dimettere	zurücktreten	V;MASC;SG;PST;V.PTCP	V;V.PTCP
dimesso	gekündigt	dimettere	kündigen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
dimesso	trat	dimettere	treten	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
organismo	organismus	organismo	organismus	N;MASC;SG	N;NOM;MASC;SG
ritirarsi	zurücknehmen	ritirare	zurücknehmen	V;IND;SG;3;PRS;FIN	V;NFIN
ritirarsi	widerrufen	ritirare	widerrufen	V;IND;SG;3;PRS;FIN	V;NFIN
ritirarsi	abziehen	ritirare	abziehen	V;IND;SG;3;PRS;FIN	V;NFIN
ritirarsi	rückzug	ritirare	rückzug	V;IND;SG;3;PRS;FIN	V;SG
ritirarsi	zurückziehen	ritirare	zurückziehen	V;IND;SG;3;PRS;FIN	V;NFIN
ritirarsi	rückzug	ritirare	rückzug	V;IND;SG;3;PRS;FIN	V;SG
ritirarsi	zurückziehen	ritirare	zurückziehen	V;IND;SG;3;PRS;FIN	V;NFIN
dite	sagen	dire	sagen	V;IND;PL;2;PRS;FIN	V;NFIN
esecutivo	führungskraft	esecutivo	führungskraft	ADJ;MASC;SG	ADJ
esecutivo	executive	esecutivo	executive	ADJ;MASC;SG	ADJ;NOM;FEM;SG
registrare	aufnehmen	registrare	aufnehmen	V;NFIN	V;NFIN
linguistica	grammatik	linguistico	grammatik	ADJ;FEM;SG	ADJ
linguistica	sprachwissenschaft	linguistico	sprachwissenschaft	ADJ;FEM;SG	ADJ
linguistica	sprachlichen	linguistico	sprachlich	ADJ;FEM;SG	ADJ
linguistica	sprachlich	linguistico	sprachlich	ADJ;FEM;SG	ADJ
nastro	bänder	nastro	Band	N;MASC;SG	N
biennale	biennale	biennale	biennal	ADJ;SG	ADJ;NOM;FEM;SG
biennale	halbjährlichen	biennale	halbjährlich	ADJ;SG	ADJ
biennale	halbjährlich	biennale	halbjährlich	ADJ;SG	ADJ
biennale	biennale	biennale	biennal	ADJ;SG	ADJ;NOM;FEM;SG
compilation	sammlung	compilation	sammlung	N;FEM	N;NOM;FEM;SG
compilation	zusammenstellung	compilation	zusammenstellung	N;FEM	N;NOM;FEM;SG
compilation	erstellung	compilation	Erstellung	N;FEM	N;NOM;FEM;SG
raccolti	gesammelt	raccogliere	sammeln	V;MASC;PL;PST;V.PTCP	V;V.PTCP
raccolti	eingesammelt	raccogliere	einsammeln	V;MASC;PL;PST;V.PTCP	V;V.PTCP
raccolti	abgeholt	raccogliere	abholen	V;MASC;PL;PST;V.PTCP	V;V.PTCP
raccolti	geerntet	raccogliere	dnten	V;MASC;PL;PST;V.PTCP	V;V.PTCP
raccolti	gesammelt	raccogliere	sammeln	V;MASC;PL;PST;V.PTCP	V;V.PTCP
raccolti	zusammengetragen	raccogliere	zusammentragen	V;MASC;PL;PST;V.PTCP	V;V.PTCP
raccolti	versammelt	raccogliere	versammeln	V;MASC;PL;PST;V.PTCP	V;V.PTCP
delitto	verbrechens	delitto	verbrechens	N;MASC;SG	N;NOM;NEUT;SG
conversione	umwandlung	conversione	umwandlung	N;FEM;SG	N;SG
conversione	umbau	conversione	umbau	N;FEM;SG	N
conversione	konvertierung	conversione	konvertierung	N;FEM;SG	N;NOM;FEM;SG
conversione	umstellung	conversione	umstellung	N;FEM;SG	N;NOM;FEM;SG
pensato	gedanken	pensare	panken	V;MASC;SG;PST;V.PTCP	V;NFIN
pensato	dachte	pensare	denken	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
pensato	gedacht	pensare	denken|gedenken	V;MASC;SG;PST;V.PTCP	V;V.PTCP
annullata	abgesagt	annullare	absagen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
annullata	gestrichen	annullare	gestrechen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
annullata	abgebrochen	annullare	abbrechen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
annullata	annulliert	annullare	annullieren	V;FEM;SG;PST;V.PTCP	V;V.PTCP
annullata	storniert	annullare	stornieren	V;FEM;SG;PST;V.PTCP	V;V.PTCP
annullata	abgesagt	annullare	absagen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
annullata	gestrichen	annullare	gestrechen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
annullata	abgebrochen	annullare	abbrechen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
annullata	storniert	annullare	stornieren	V;FEM;SG;PST;V.PTCP	V;V.PTCP
rientro	rückgabe	rientro	rückgabe	N;MASC;SG	N;SG
intervenire	einschreiten	intervenire	einschreiten	V;NFIN	V;NFIN
intervenire	intervenieren	intervenire	intervenieren	V;NFIN	V;NFIN
intervenire	eingreifen	intervenire	eingreifen	V;NFIN	V;NFIN
dedicati	engagierten	dedicare	engagiert	V;MASC;PL;PST;V.PTCP	V;IND;PL;3;PST;FIN
dedicati	gewidmet	dedicare	widmen	V;MASC;PL;PST;V.PTCP	V;V.PTCP
dedicati	widmen	dedicare	widmen	V;MASC;PL;PST;V.PTCP	V;NFIN
dedicati	geweiht	dedicare	weihen	V;MASC;PL;PST;V.PTCP	V;V.PTCP
ottava	achte	ottavo	acht	ADJ;FEM;SG	ADJ
ottava	achter	ottavo	acht	ADJ;FEM;SG	ADJ
provato	versuchte	provare	versuchen	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
provato	versucht	provare	versuchen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
provato	ausprobiert	provare	ausprobieren	V;MASC;SG;PST;V.PTCP	V;V.PTCP
ospitato	moderiert	ospitare	moderieren	V;MASC;SG;PST;V.PTCP	V;V.PTCP
ospitato	veranstaltet	ospitare	veranstalten	V;MASC;SG;PST;V.PTCP	V;V.PTCP
ospitato	moderierte	ospitare	moderieren	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
ospitato	gehostet	ospitare	gehostet	V;MASC;SG;PST;V.PTCP	V;V.PTCP
abbandonata	aufgegeben	abbandonare	aufgeben	V;FEM;SG;PST;V.PTCP	V;V.PTCP
abbandonata	verlassen	abbandonare	verlassen	V;FEM;SG;PST;V.PTCP	V;NFIN
abbandonata	stillgelegt	abbandonare	stilllegen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
abbandonata	zurückgelassen	abbandonare	zurücklassen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
ristrutturazione	restrukturierung	ristrutturazione	restrukturierung	N;FEM;SG	N;NOM;FEM;SG
ristrutturazione	umstrukturierung	ristrutturazione	umstrukturierung	N;FEM;SG	N;NOM;FEM;SG
