van	مخرج	van	مخرج		
geleier	استقبال	leier	استقبال	N;SG	N;NOM;MASC;SG;3
temperament	مزاج	temperament	مزاج	N;SG	N;NOM;MASC;SG;3
broederskap	مواخات	broederskap	مواخ	N;SG	N;NOM;MASC;SG;3
broederskap	اخوت	broederskap	اخوت	N;SG	N;NOM;MASC;SG;3
broederskap	رفاقت.	broederskap	رفاقت.	N;SG	N;NOM;MASC;SG;3
dogma	رائے	dogma	رائے	N;SG	N;NOM;MASC;SG;3
dogma	اصول	dogma	اصول	N;SG	N;NOM;MASC;SG;3
cut	تراشنا	cut	تراشنا		
stogastiese	احتمالی	stogasties	احتمالی	ADJ;NOM	ADJ
humiditeit	رطوبت	humiditeit	رطوبت	N;SG	N;NOM;FEM;SG;3
gelofte	عہد	gelofte	عہد	N;SG	N;NOM;MASC;SG;3
gelofte	قسم	gelofte	قسم	N;SG	N;NOM;MASC;SG;3
kortliks	(	kortliks	(		
prioriteit	فوقیت	prioriteit	فوقیت	N;SG	N;NOM;MASC;SG;3
prioriteit	سبقت	prioriteit	سبقت	N;SG	N;NOM;MASC;SG;3
agteruit	جھجکتا	agteruit	جھجک	V;PRS	V;IPFV;MASC;SG;V.PTCP;ACT
agteruit	الٹنا	agteruit	الٹنا	V;PRS	V;MASC;SG;NFIN;ACT
gereserveer	بچاکر	reserveer	بچاکر	V;PST;V.PTCP	V;ACT
oorleg	(	oorleg	(		
interpreteer	دینا	interpreteer	دے	V;PRS	V;MASC;SG;NFIN;ACT
linguistiese	لسانی	linguisties	لسانی	ADJ;NOM	ADJ
quest	for	quest	for		
quest	for	quest	for		
afkoel	ڈھیٹ	afkoel	ڈھیٹ	V;PRS	V;SG;ACT
plaag	بلا	plaag	بلا		
plaag	بلا	plaag	بلا		
antropologie	انسانیات	antropologie	انسانیات	N;SG	N;NOM;MASC;SG;3
genot	عیش	genot	عیش		
tendens	رجحان	tendens	رجحان	N;SG	N;NOM;MASC;SG;3
smart	طرار	smart	طرار		
smart	عیار	smart	عیار		
plantkunde	تولید	plantkund	تولید	N;SG	N;NOM;MASC;SG;3
plantkunde	تقسیم	plantkund	تقسیم	N;SG	N;NOM;FEM;SG;3
plantkunde	ماحول	plantkund	ماحول	N;SG	N;NOM;MASC;SG;3
plantkunde	تولید	plantkund	تولید	N;SG	N;NOM;MASC;SG;3
plantkunde	تقسیم	plantkund	تقسیم	N;SG	N;NOM;FEM;SG;3
plantkunde	ماحول	plantkund	ماحول	N;SG	N;NOM;MASC;SG;3
dispuut	قضیہ	dispuut	قضیہ	N;SG	N;NOM;MASC;SG;3
lewensmaat	ساتھی	lewensmaat	ساتھی	N;SG	N;NOM;MASC;SG;3
lewensmaat	ساتھی	lewensmaat	ساتھی	N;SG	N;NOM;MASC;SG;3
polisieman	سہنا.	polisieman	سہنا.		
aanvullende	اضافی	aanvul	اضافی	ADJ;NOM	ADJ
modus	طور	modus	طور	N;SG	N;NOM;MASC;SG;3
modus	انداز	modus	انداز	N;SG	N;NOM;MASC;SG;3
modus	طور	modus	طور	N;SG	N;NOM;MASC;SG;3
modus	شان	modus	شان	N;SG	N;NOM;MASC;SG;3
modus	انداز	modus	انداز	N;SG	N;NOM;MASC;SG;3
publisiteit	رسوائی.	publisiteit	رسوائی.	N;SG	N;NOM;MASC;SG;3
publisiteit	تشہیر	publisiteit	تشہیر	N;SG	N;NOM;MASC;SG;3
publisiteit	رسوائی.	publisiteit	رسوائی.	N;SG	N;NOM;MASC;SG;3
buurman	ملحق	buurman	ملحق	N;SG	N;NOM;MASC;SG;3
buurman	ملحق	buurman	ملحق	N;SG	N;NOM;MASC;SG;3
instansie	قضیہ	instansie	قضیہ	N;SG	N;NOM;MASC;SG;3
instansie	مثال	instansie	مثال	N;SG	N;NOM;MASC;SG;3
knoppie	ٹانکنا-	knop	ٹانکنا-		
knoppie	تکمہ	knop	تکمہ		
knoppie	ٹانکنا-	knop	ٹانکنا-		
knoppie	تکمہ	knop	تکمہ		
knoppie	بٹن	knop	بٹن		
afgekap	بدلنا.	afkap	بدلنا.	V;PST;V.PTCP	V;NFIN;ACT
diefstal	چوری	diefstal	چوری	N;SG	N;NOM;FEM;SG;3
vagina	مہبل	vagina	مہبل		
vagina	مہبل	vagina	مہبل		
werkgewer	آجر	werkgewer	آجر	N;SG	N;NOM;MASC;SG;3
werkgewer	مالک	werkgewer	مالک	N;SG	N;NOM;MASC;SG;3
werkgewer	آجر	werkgewer	آجر	N;SG	N;NOM;MASC;SG;3
werkgewer	مالک	werkgewer	مالک	N;SG	N;NOM;MASC;SG;3
negentien	xix	negentien	xix		
verraai	بھٹکانا	verraai	بھٹکا	V;PRS	V;MASC;SG;NFIN;ACT
urine	پیشاب	urine	پیشاب	N;SG	N;NOM;MASC;SG;3
geldigheid	معقولیت	geldigheid	معقولیت	N;SG	N;NOM;MASC;SG;3
konfigurasie	شمار	konfigurasie	شمار	N;SG	N;NOM;MASC;SG;3
obelisk	پہاڑ	obelisk	پہاڑ	N;SG	N;NOM;MASC;SG;3
eetbare	خوردنی	eetbaar	خوردنی	ADJ;NOM	ADJ
oproer	بدامنی	oproer	بدامنی	N;SG	N;NOM;MASC;SG;3
oproer	دند	oproer	دند	N;SG	N;NOM;MASC;SG;3
oproer	بدامنی	oproer	بدامنی	N;SG	N;NOM;MASC;SG;3
oproer	فساد	oproer	فساد	N;SG	N;NOM;MASC;SG;3
oproer	دند	oproer	دند	N;SG	N;NOM;MASC;SG;3
passer	کمپاس	passer	کمپاس		
beoordeling	تشخیص	beoordeling	تشخیص	N;SG	N;NOM;MASC;SG;3
beoordeling	جانچ	beoordeling	جانچ	N;SG	N;NOM;MASC;SG;3
marteling	تشدد	marteling	تشدد	N;SG	N;NOM;MASC;SG;3
marteling	تعذیب	marteling	تعذیب	N;SG	N;NOM;MASC;SG;3
filter	روشنی	filter	روشنی	N;SG	N;NOM;MASC;SG;3
skrik	ڈرنا	skrik	ڈرنا	V;PRS	V;MASC;SG;NFIN;ACT
skrik	ڈرنا	skrik	ڈرنا	V;PRS	V;MASC;SG;NFIN;ACT
skrik	ڈرانا	skrik	ڈرانا	V;PRS	V;MASC;SG;NFIN;ACT
gal	صفرا	gal	صفرا		
con	بھلاوا-	con	بھلاوا-		
vou	مڑنے	vou	مڑ	V;PRS	V;NFIN
vou	موڑنا	vou	موڑ	V;PRS	V;NFIN;ACT
vou	دہرا	vou	دہرا	V;PRS	V;MASC;SG;V.PTCP;ACT
porter	(	porter	(		
porter	(	porter	(		
vonds	ذخیرہ	vonds	ذخیرہ	N;SG	N;NOM;MASC;SG;3
skaam	(	skaam	(		
skaam	(	skaam	(		
operator	عامل	operator	عامل	N;SG	N;NOM;MASC;SG;3
absoluut	بلاشبہ	absoluut	بلاشبہ		
absoluut	بالکل.	absoluut	بالکل.		
absoluut	بلاشبہ	absoluut	بلاشبہ		
absoluut	بالکل.	absoluut	بالکل.		
legering	میل	legering	میل	N;SG	N;NOM;MASC;SG;3
legering	میل	legering	میل	N;SG	N;NOM;MASC;SG;3
sweef	منڈلانے	sweef	منڈلا	V;PRS	V;ACC;NFIN
vyftiende	xv	vyftiende	xv		
vyftiende	xv	vyftiende	xv		
dienaar	ملازم	dienaar	ملازم	N;SG	N;NOM;MASC;SG;3
fasiliteit	مناسبت	fasiliteit	مناسبت	N;SG	N;NOM;MASC;SG;3
fasiliteit	ادارہ	fasiliteit	ادارہ	N;SG	N;NOM;MASC;SG;3
fasiliteit	سہولت	fasiliteit	سہولت	N;SG	N;NOM;MASC;SG;3
fasiliteit	دشواری	fasiliteit	دشواری	N;SG	N;NOM;MASC;SG;3
fasiliteit	آسانی	fasiliteit	آسانی	N;SG	N;NOM;MASC;SG;3
fasiliteit	مناسبت	fasiliteit	مناسبت	N;SG	N;NOM;MASC;SG;3
fasiliteit	ادارہ	fasiliteit	ادارہ	N;SG	N;NOM;MASC;SG;3
fasiliteit	سہولت	fasiliteit	سہولت	N;SG	N;NOM;MASC;SG;3
fasiliteit	دشواری	fasiliteit	دشواری	N;SG	N;NOM;MASC;SG;3
kosmologiese	آفاقی	kosmologies	آفاقی	ADJ;NOM	ADJ
kosmologiese	کونیاتی	kosmologies	کونیاتی	ADJ;NOM	ADJ
fellow	مثل	fellow	مثل		
maandeliks	ماہوار	maandeliks	ماہوار		
uile	چغد	uile	چغد		
gemoed	بیزاری	moed	بیزاری	N;SG	N;NOM;MASC;SG;3
mummie	ماں	mummie	ماں	N;SG	N;NOM;MASC;SG;3
onnodige	غیرمطلوبہ	onnodig	غیرمطلوبہ	ADJ;NOM	ADJ
laterale	ذیلی	lateraal	ذیلی	ADJ;NOM	ADJ
slank	قلیل	slank	قلیل		
embargo	(	embargo	(		
embargo	(	embargo	(		
wreed	(	wreed	(		
welstand	عافیت	welstand	عافیت	N;SG	N;NOM;MASC;SG;3
welstand	صحت	welstand	صحت	N;SG	N;NOM;FEM;SG;3
silindriese	اسطوانی	silindries	اسطوانی	ADJ;NOM	ADJ;NOM
konfrontasie	مقابلہ	konfrontasie	مقابلہ	N;SG	N;NOM;MASC;SG;3
geaffekteer	بناوٹی	affekteer	بناوٹی	V;PST;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
eienaardige	فحش	eienaardig	فحش	N;SG	N;NOM;MASC;SG;3
eienaardige	فحش	eienaardig	فحش	N;SG	N;NOM;MASC;SG;3
maer	نحیف	maag	نحیف	N;SG	N;NOM;MASC;SG;3
maer	پتلا	maag	پتلا	N;SG	N;NOM;MASC;SG;3
ontkenning	دستبرداری	ontkenning	دستبرداری	N;SG	N;NOM;MASC;SG;3
behoeftige	غریب	behoeftig	غریب	ADJ;NOM	ADJ
reptiel	چھپکلی	reptiel	چھپکلی	N;SG	N;NOM;MASC;SG;3
reptiel	مگرمچھ	reptiel	مگرمچھ	N;SG	N;NOM;MASC;SG;3
gil	شوخ	gil	شوخ	N;SG	N;NOM;MASC;SG;3
krediet	اعتماد	krediet	اعتماد	N;SG	N;NOM;MASC;SG;3
skedule	جدول	skedule	جدول	N;SG	N;NOM;MASC;SG;3
moor	(	moor	(		
eindige	غائب	eindig	غائب	ADJ;NOM	ADJ
hood	قصابے	hood	قصابہ		
dikker	دَل	dikker	دَل		
dikker	دَل	dikker	دَل		
gom	ملصق	gom	ملصق	N;SG	N;NOM;MASC;SG;3
netjiese	متناسب.	netjies	متناسب.	ADJ;NOM	ADJ
netjiese	واضح	netjies	واضح	ADJ;NOM	ADJ
netjiese	مختصر	netjies	مختصر	ADJ;NOM	ADJ
arme	واہیات	arm	واہیات	N;PL	N;NOM;MASC;PL;3
verdienste	آمدنی	verdienste	آمدنی	N;SG	N;NOM;FEM;SG;3
vertelling	روایت	vertelling	روایت	N;SG	N;NOM;FEM;SG;3
vertelling	بیان	vertelling	بیان	N;SG	N;NOM;MASC;SG;3
vertelling	روایت	vertelling	روایت	N;SG	N;NOM;FEM;SG;3
strooi	پھونس	strooi	پھونس		
geseënd	مرحوم	geseënd	مرحوم	N;SG	N
toppunt	قیمت	toppunt	قیمت	N;SG	N;NOM;FEM;SG;3
toppunt	شرح	toppunt	شرح	N;SG	N;NOM;FEM;SG;3
toppunt	خوبی	toppunt	خوبی	N;SG	N;NOM;MASC;SG;3
toppunt	قسم	toppunt	قسم	N;SG	N;NOM;MASC;SG;3
asma	دمہ	asma	دمہ	N;SG	N;NOM;MASC;SG;3
kundigheid	مہارت	kundigheid	مہارت	N;SG	N;NOM;MASC;SG;3
bladwisselende	عبوری	bladwissel	عبوری	ADJ;NOM	ADJ
bladwisselende	عارضی	bladwissel	عارضی	ADJ;NOM	ADJ
spioenkop	چوٹی	spioenkop	چوٹی	N;SG	N;NOM;FEM;SG;3
peel	بیلچہ	peel	بیلچہ		
spil	مرکز	spil	مرکز	N;SG	N;NOM;MASC;SG;3
spil	محور	spil	محور	N;SG	N;NOM;MASC;SG;3
spil	دلچسپی	spil	دلچسپی	N;SG	N;NOM;MASC;SG;3
lokaal	محلہ	lokaal	محلہ	N;SG	N;NOM;MASC;SG;3
kleurvolle	روشن	kleurvol	روشن	ADJ;NOM	ADJ
kleurvolle	دلچسپ	kleurvol	دلچسپ	ADJ;NOM	ADJ
kleurvolle	روشن	kleurvol	روشن	ADJ;NOM	ADJ
kleurvolle	دلچسپ	kleurvol	دلچسپ	ADJ;NOM	ADJ
evalueer	جانچنا	evalueer	جانچ	V;PRS	V;MASC;SG;NFIN;ACT
krokodil	مگرمچھ	krokodil	مگرمچھ	N;SG	N;NOM;MASC;SG;3
deursigtige	نمایاں	deursigtig	نمایاں	ADJ;NOM	ADJ
deursigtige	نمایاں	deursigtig	نمایاں	ADJ;NOM	ADJ
deursigtige	ہموار	deursigtig	ہموار	ADJ;NOM	ADJ
snork	خراٹا.	snork	خراٹا.		
spesery	الائچی	spesery	الائچی	N;SG	N;NOM;FEM;SG;3
swaarkry	مصیبت	swaarkry	مصیبت	N;SG	N;NOM;FEM;SG;3
step	کھانچا	step	کھانچا		
meul	غلہ	meul	غلہ	N;SG	N;NOM;MASC;SG;3
meul	دانے	meul	دا	N;SG	N;NOM;MASC;SG;3
volharding	حوصلہ	volharding	حوصلہ	N;SG	N;NOM;MASC;SG;3
volharding	برداشت	volharding	برداشت	N;SG	N;NOM;FEM;SG;3
clement	رحمدل	clement	رحمدل		
verpak	بھرتی	verpak	بھر	V;PRS	V;IPFV;FEM;SG;V.PTCP;ACT
verpak	لپیٹنا.	verpak	لپیٹنا.	V;PRS	V;SG;NFIN;ACT
root	in	root	in		
root	out	root	out		
root	(	root	(		
root	تہ.	root	تہ.		
root	in	root	in		
root	out	root	out		
root	(	root	(		
root	تہ.	root	تہ.		
gewerweldes	خزندے	gewerwelde	خزندہ	N;PL	N;NOM;MASC;PL;3
gewerweldes	خزندے	gewerwelde	خزندہ	N;PL	N;NOM;MASC;PL;3
philosophical	بردبار	philosophical	بردبار		
philosophical	بردبار	philosophical	بردبار		
verkoper	بائع	verkoper	بائع		
illusie	اشتباہ	illusie	اشتباہ		
tydsduur	اثنا	tydsduur	اثنا	N;SG	N;NOM;MASC;SG;3
tydsduur	دور	tydsduur	دور	N;SG	N;NOM;MASC;SG;3
tydsduur	قد	tydsduur	قد	N;SG	N;NOM;MASC;SG;3
tydsduur	مدّت	tydsduur	مدّت	N;SG	N;NOM;MASC;SG;3
tydsduur	عرصہ	tydsduur	عرصہ	N;SG	N;NOM;MASC;SG;3
tydsduur	قد	tydsduur	قد	N;SG	N;NOM;MASC;SG;3
tydsduur	لمبائی	tydsduur	لمبائی	N;SG	N;NOM;FEM;SG;3
tydsduur	مدّت	tydsduur	مدّت	N;SG	N;NOM;MASC;SG;3
tydsduur	عرصہ	tydsduur	عرصہ	N;SG	N;NOM;MASC;SG;3
gastehuis	اعتراض	gastehuis	اعتراض	N;SG	N;NOM;MASC;SG;3
welt	پھانس	welt	پھانس		
innovasie	اختراع	innovasie	اختراع	N;SG	N;NOM;MASC;SG;3
innovasie	جدّت	innovasie	جدّت	N;SG	N;NOM;MASC;SG;3
troos	ہمدم	troos	ہمدم		
inspireer	سمجھانا	inspireer	سمجھا	V;PRS	V;MASC;SG;NFIN;ACT
eff	(	eff	(		
vertering	انہضام	vertering	انہضام	N;SG	N;NOM;MASC;SG;3
vertering	انہضام	vertering	انہضام	N;SG	N;NOM;MASC;SG;3
huil	پکار	huil	پکار	V;PRS	V;SG;ACT
huil	پکار	huil	پکار	V;PRS	V;SG;ACT
huil	رونا	huil	رو	V;PRS	V;MASC;SG;NFIN;ACT
klap	لگانا	klap	لگا	V;PRS	V;MASC;SG;NFIN;ACT
klap	پہنچانا	klap	پہنچ	V;PRS	V;MASC;SG;NFIN;ACT
muon	میون	muon	میون		
flash	بہنا.	flash	بہنا.		
geraamte	محیط	geraam	محیط	ADJ;NOM	ADJ
meridiaan	کمال	meridiaan	کمال	N;SG	N;NOM;MASC;SG;3
meridiaan	عروج	meridiaan	عروج	N;SG	N;NOM;MASC;SG;3
meridiaan	فروغ	meridiaan	فروغ	N;SG	N;NOM;MASC;SG;3
kontrole	روک.	kontrool	روک.		
skree	چیخ	skree	چیخ	V;PRS	V;ACT
eksplisiet	بیّن	eksplisiet	بیّن		
eksplisiet	(	eksplisiet	(		
pigment	رنگ	pigment	رنگ	N;SG	N;NOM;MASC;SG;3
nix	ہیچ.	nix	ہیچ.		
lap	ریزہ	lap	ریزہ	N;SG	N;NOM;MASC;SG;3
aanspreeklik	متوقع	aanspreeklik	متوقع	ADJ;NOM	ADJ
stok	مجہول	stok	مجہول	N;SG	N;NOM;MASC;SG;3
stok	مذمت	stok	مذمت	N;SG	N;NOM;MASC;SG;3
float	بیڑا	float	بیڑا	N;SG	N;NOM;MASC;SG;3
fleet	کھوہ	fleet	کھوہ	N;SG	N;NOM;MASC;SG;3
passing	بیاہ	passing	بیاہ	N;SG	N;NOM;MASC;SG;3
passing	شادی	passing	شادی	N;SG	N;NOM;FEM;SG;3
passing	بیاہ	passing	بیاہ	N;SG	N;NOM;MASC;SG;3
passing	شادی	passing	شادی	N;SG	N;NOM;FEM;SG;3
ratkas	ترسیل	ratkas	ترسیل	N;SG	N;NOM;MASC;SG;3
bale	ابتلا	baal	ابتلا		
bale	ابتلا	baal	ابتلا		
bale	گانٹھ	baal	گانٹھ		
deursoek	پرکھ	deursoek	پرکھ	V;PRS	V;ACT
deursoek	پرکھ	deursoek	پرکھ	V;PRS	V;ACT
regstellende	مثبت	regstel	مثبت	ADJ;NOM	ADJ
regmaak	باندھنا	regmaak	باندھنا	V;PRS	V;NFIN;ACT
regmaak	ٹھونکنا	regmaak	ٹھونکنا	V;PRS	V;SG;NFIN;ACT
regmaak	باندھنا	regmaak	باندھنا	V;PRS	V;NFIN;ACT
regmaak	ٹھہرانا	regmaak	ٹھہرانا	V;PRS	V;MASC;SG;NFIN;ACT
regmaak	ٹھونکنا	regmaak	ٹھونکنا	V;PRS	V;SG;NFIN;ACT
regmaak	جمانا	regmaak	جمانا	V;PRS	V;PFV;MASC;SG;V.PTCP;ACT
rit	چھیڑنا.	rit	چھیڑنا.	V;PRS	V;NFIN;ACT
rit	بیٹھنا	rit	بیٹھ	V;PRS	V;MASC;SG;NFIN;ACT
rat	(	rat	(		
bevrediging	امن	bevrediging	امن	N;SG	N;NOM;MASC;SG;3
turbine	پانی	turbine	پانی	N;SG	N;NOM;MASC;SG;3
oppergesag	مرتبہ	oppergesag	مرتبہ	N;SG	N;NOM;MASC;SG;3
oppergesag	اقتدار	oppergesag	اقتدار	N;SG	N;NOM;MASC;SG;3
aanhoudend	باقی	aanhou	باقی		
aanhoudend	(	aanhou	(		
vermink	ضررپہنچانا	vermink	ضررپہنچانا	V;PRS	V;MASC;SG;V.PTCP;ACT
uittreksel	نقل	uittreksel	نقل	N;SG	N;NOM;MASC;SG;3
uittreksel	نقل	uittreksel	نقل	N;SG	N;NOM;MASC;SG;3
vloek	لعن	vloek	لعن		
vloek	لعن	vloek	لعن		
kompos	مرکب	kompos	مرکب	N;SG	N;NOM;MASC;SG;3
uitbuiting	استحصال	uitbuiting	استحصال	N;SG	N;NOM;MASC;SG;3
verpligting	اصول	verpligting	اصول	N;SG	N;NOM;MASC;SG;3
verpligting	قانون	verpligting	قانون	N;SG	N;NOM;MASC;SG;3
verpligting	فرض	verpligting	فرض	N;SG	N;NOM;MASC;SG;3
verpligting	اصول	verpligting	اصول	N;SG	N;NOM;MASC;SG;3
verpligting	قانون	verpligting	قانون	N;SG	N;NOM;MASC;SG;3
heining	گھیرنا	heining	گھیر		
heining	جنگلہ	heining	جنگلہ		
heining	گھیرنا	heining	گھیر		
heining	جنگلہ	heining	جنگلہ		
heining	باڑ	heining	باڑ		
fascisme	فسطائیت	fascisme	فسطائیت	N;SG	N;NOM;MASC;SG;3
deling	جنس	deling	جنس	N;SG	N;NOM;MASC;SG;3
deling	اختلاف	deling	اختلاف	N;SG	N;NOM;MASC;SG;3
tand	اثر	tand	اثر	N;SG	N;NOM;MASC;SG;3
tand	اثر	tand	اثر	N;SG	N;NOM;MASC;SG;3
tand	دانت	tand	دانت	N;SG	N;NOM;MASC;SG;3
lokval	کھٹکا	lokval	کھٹکا	V;PRS	V;PFV;MASC;SG;V.PTCP;ACT
lokval	کھٹکا	lokval	کھٹکا	V;PRS	V;PFV;MASC;SG;V.PTCP;ACT
lokval	جال	lokval	جال	V;PRS	V;ACT
onvolledige	نامکمل	onvolledig	نامکمل	ADJ;NOM	ADJ
eindelose	لامتناہی	eindelose	لامتناہی	ADJ;NOM	ADJ
verstel	سنوارنا	verstel	سنوار	V;PRS	V;MASC;SG;NFIN;ACT
optimisme	رجائیت	optimisme	رجائیت	N;SG	N;NOM;MASC;SG;3
aardbol	گول	aardbol	گول	N;SG	N;NOM;MASC;SG;3
liefdadigheid	کرم	liefdadigheid	کرم	N;SG	N;NOM;MASC;SG;3
liefdadigheid	رعایت	liefdadigheid	رعایت	N;SG	N;NOM;FEM;SG;3
liefdadigheid	عطا	liefdadigheid	عطا	N;SG	N;NOM;MASC;SG;3
amplitude	چوڑائی	amplitude	چوڑائی	N;SG	N;NOM;FEM;SG;3
amplitude	کشادگی	amplitude	کشادگی	N;SG	N;NOM;MASC;SG;3
opsetlik	قصداً	opsetlik	قصداً	ADV	ADV
vrymoedigheid	خرچ	vrymoedigheid	خرچ	N;SG	N;NOM;MASC;SG;3
beat	at	beat	at		
beat	ضرب	beat	ضرب		
opgebruik	تھکن	opbruik	تھکن	V;PRS	V;ACT
forseer	دھکیلنا	forseer	دھکیل	V;PRS	V;NFIN;ACT
forseer	دھکیلنا	forseer	دھکیل	V;PRS	V;NFIN;ACT
glimlag	مسکراہٹ	glimlag	مسکراہٹ	N;SG	N;NOM;MASC;SG;3
glimlag	خوشنودی	glimlag	خوشنودی	N;SG	N;NOM;MASC;SG;3
stukkend	شکستہ	stukkend	شکستہ		
egtheid	صداقت	egtheid	صداقت	N;SG	N;NOM;MASC;SG;3
egtheid	تصدیق	egtheid	تصدیق	N;SG	N;NOM;MASC;SG;3
eksponent	تفصیل	eksponent	تفصیل	N;SG	N;NOM;MASC;SG;3
eksponent	مفسر	eksponent	مفسر	N;SG	N;NOM;MASC;SG;3
noble	خوب	noble	خوب		
borrel	قعر	borrel	قعر		
borrel	کہفہ	borrel	کہفہ		
gemoedstoestand	بیزاری	gemoedstoestand	بیزاری	N;SG	N;NOM;MASC;SG;3
lucky	چست	lucky	چست		
lucky	چست	lucky	چست		
goeters	into	goeter	into		
goeters	بعدہ	goeter	بعدہ		
goeters	گھسانا	goeter	گھسانا		
goeters	(	goeter	(		
heerlike	زائد	heerlik	زائد	ADJ;NOM	ADJ
geanimeerde	متحرک	animeer	متحرک	ADJ;NOM	ADJ
bevrees	ہچکچاتا	bevrees	ہچکچا	V;PRS	V;IPFV;MASC;SG;V.PTCP;ACT
bevrees	ہچکچاتا	bevrees	ہچکچا	V;PRS	V;IPFV;MASC;SG;V.PTCP;ACT
retrograde	گریزاں	retrograad	گریز	N;PL	N;NOM;MASC;PL;3
kompas	میدان	kompas	میدان	N;SG	N;NOM;MASC;SG;3
kompas	دائرہ	kompas	دائرہ	N;SG	N;NOM;MASC;SG;3
elder	بیلساں	elder	بیلساں		
speak	(	speak	(		
belt	دوڑنا	belt	دوڑ	V;PRS	V;NFIN;ACT
inverse	الٹی	invers	الٹی	N;SG	N;NOM;MASC;SG;3
inverse	ترتیب	invers	ترتیب	N;SG	N;NOM;FEM;SG;3
inverse	تشکیل	invers	تشکیل	N;SG	N;NOM;MASC;SG;3
gala	جشن	gala	جشن	N;SG	N;NOM;MASC;SG;3
weaver	جلاہا	weaver	جلاہا		
intens	(	intens	(		
intens	(	intens	(		
assosieer	ملانا	assosieer	ملا	V;PRS	V;MASC;SG;NFIN;ACT
assosieer	جوڑنا.	assosieer	جوڑنا.	V;PRS	V;MASC;SG;NFIN;ACT
boekie	کتابچہ	boekie	کتابچہ	N;SG	N;NOM;MASC;SG;3
oppad	پہنچ	oppad	پہنچ	V;PRS	V;ACT
oppad	پہنچ	oppad	پہنچ	V;PRS	V;ACT
gemaklike	عارضی	maklik	عارضی	ADJ;NOM	ADJ
gemaklike	معمولی	maklik	معمولی	ADJ;NOM	ADJ
gemaklike	اتفاقی	maklik	اتفاقی	ADJ;NOM	ADJ
apteek	دواخانہ	apteek	دواخانہ	N;SG	N;NOM;MASC;SG;3
nagereg	پھل	nagereg	پھل	N;SG	N;NOM;MASC;SG;3
eksplisiete	بیّن	eksplisiet	بیّن		
eksplisiete	(	eksplisiet	(		
mariner	ملاح.	mariner	ملاح.		
manipuleer	برتنا	manipuleer	برتنا	V;PRS	V;NFIN;ACT
donkerte	تاریکی	donkerte	تاریکی	ADJ;NOM	ADJ
ontruiming	اخراج	ontruiming	اخراج	N;SG	N;NOM;MASC;SG;3
vice	وغیرہ.	vice	وغیرہ.		
bemesting	کھاد	bemesting	کھاد	N;SG	N;NOM;MASC;SG;3
reinheid	صفائی	reinheid	صفائی	N;SG	N;NOM;MASC;SG;3
reinheid	پاکیزگی	reinheid	پاکیزگی	N;SG	N;NOM;MASC;SG;3
oortuigende	معقول	oortuig	معقول	ADJ;NOM	ADJ
versus	v.	versus	v.		
opgradering	رتبہ	opgradering	رتبہ	N;SG	N;NOM;MASC;SG;3
opgradering	درجہ	opgradering	درجہ	N;SG	N;NOM;MASC;SG;3
stark	اُجاڑ	stark	اُجاڑ		
stark	بیّن	stark	بیّن		
juk	تشنگی	juk	تشنگی	N;SG	N;NOM;MASC;SG;3
prostitusie	تخریب	prostitusie	تخریب	N;SG	N;NOM;MASC;SG;3
vierkantig	برابر.	vierkantig	برابر.		
vierkantig	فربہ	vierkantig	فربہ		
vierkantig	برابر.	vierkantig	برابر.		
vierkantig	چوکور	vierkantig	چوکور		
vierkantig	فربہ	vierkantig	فربہ		
sitkamer	لہرانا	sitkamer	لہرانا	V;PRS	V;MASC;SG;NFIN;ACT
eerlikheid	ایمانداری	eerlikheid	ایمانداری	N;SG	N;NOM;MASC;SG;3
eerlikheid	گول	eerlikheid	گول	N;SG	N;NOM;MASC;SG;3
eerlikheid	سچائی	eerlikheid	سچا	N;SG	N;NOM;FEM;SG;3
merino	باریک	merino	باریک	N;SG	N;NOM;MASC;SG;3
merino	باریک	merino	باریک	N;SG	N;NOM;MASC;SG;3
jaloers	(	jaloers	(		
doelgerigte	متفقہ	doelgerig	متفقہ	ADJ;NOM	ADJ
doelgerigte	باہمی	doelgerig	باہمی	ADJ;NOM	ADJ
fusie	اتحاد	fusie	اتحاد	N;SG	N;NOM;MASC;SG;3
vragmotor	معاملت	vragmotor	معاملت	N;SG	N;NOM;MASC;SG;3
redenasie	استدلال	redenasie	استدلال	N;SG	N;NOM;MASC;SG;3
verdof	دُھندلانے	verdof	دُھندلانے	V;PRS	V;ACC;NFIN
verdof	دُھندلانا	verdof	دُھندلانا	V;PRS	V;SG;NFIN;ACT
refleksie	عکس.	refleksie	عکس.		
refleksie	انعکاس	refleksie	انعکاس		
regulering	ہدایت	regulering	ہدایت	N;SG	N;NOM;FEM;SG;3
speech	خطاب.	speech	خطاب.		
speech	خطاب.	speech	خطاب.		
vrot	کریہہ	vrot	کریہہ		
vrot	کریہہ	vrot	کریہہ		
deursigtig	کھرا	deursigtig	کھرا	V;PRS	V;PFV;MASC;SG;V.PTCP;ACT
deursigtig	کھرا	deursigtig	کھرا	V;PRS	V;PFV;MASC;SG;V.PTCP;ACT
navigator	بحریمحقق.	navigator	بحریمحقق.	N;SG	N;NOM;SG;3
sage	ساج	saag	ساج		
sage	ساج	saag	ساج		
trauma	مصیبت	trauma	مصیبت	N;SG	N;NOM;FEM;SG;3
sigbaarheid	رویت	sigbaarheid	رویت	N;SG	N;NOM;MASC;SG;3
