par	대략	par	대략		
ierobežojumi	한계	ierobežojums	한계	N;NOM;MASC;PL	N
ierobežojumi	제한	ierobežojums	제한	N;NOM;MASC;PL	N
ierobežojumi	제한	ierobežojums	제한	N;NOM;MASC;PL	N
klāja	갑판	klājs	갑판	N;GEN;MASC;SG	N
vadonis	지도자	vadonis	지도자	N;NOM;MASC;SG	N
izslēgts	끄기	izslēgt	끄기	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
izslēgts	제외됨	izslēgt	제외+되+ㄴ	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
bloku	차단	bloka	차단	N;ACC;MASC;SG	N
ēst	먹기	ēst	먹+기	V;POS;NFIN	V
ēst	먹기	ēst	먹+기	V;POS;NFIN	V
referendumā	국민투표	referendums	국민투표	N;ESS;MASC;SG	N
smaržu	향수	smarža	향수	N;ACC;FEM;SG	N
intel	인텔	intel	인텔	N	N
pāriem	커플	pāri	커플	N;DAT;MASC;PL	N
pāriem	부부	pāri	부부	N;DAT;MASC;PL	N
paliekas	쓰레기	palikties	쓰레+기	N;NOM;FEM	N
biroju	사무소	birojs	사무소	N;ACC;MASC;SG	N
biroju	사무실	birojs	사무실	N;ACC;MASC;SG	N
asfalts	아스팔트	asfalts	아스팔트	N;NOM;MASC;SG	N
kontrolēt	제어하기	kontrolēt	제어+하+기	V;POS;NFIN	V
kanoe	카누	kanoe	카누	N	N
kanoe	카누	kanoe	카누	N	N
plastmasas	성형	plastmasa	성형	N;NOM;FEM;PL	N
demo	데모	demot	데모	N	N
pretestība	저항운동	pretestība	저항+운동	N;NOM;FEM;SG	N
pretestība	저항성	pretestība	저항성	N;NOM;FEM;SG	N
pretestība	저항	pretestība	저항	N;NOM;FEM;SG	N
komēdija	코미디	komēdija	코미디	N;NOM;FEM;SG	N
komēdija	희극	komēdija	희극	N;NOM;FEM;SG	N
smago	무거운	smags	무겁+ㄴ	ADJ;ACC;MASC;SG	ADJ
elementa	요소	elementa	요소	N;GEN;MASC;SG	N
elementa	원소	elementa	원소	N;GEN;MASC;SG	N
jaudas	전력	jauda	전력	N;NOM;FEM;PL	N
jaudas	권력	jauda	권력	N;NOM;FEM;PL	N
raķete	로켓	raķete	로켓	N;NOM;FEM;SG	N
pieejas	접근	pieeja	접근	N;NOM;FEM	N
programmatūru	소프트웨어	programmatūra	소프트웨어	N;ACC;FEM;SG	N
plāksne	접시	plāksne	접시	N;NOM;FEM;SG	N
referendums	국민투표	referendums	국민투표	N;NOM;MASC;SG	N
slepkavības	암살	slepkavība	암살	N;NOM;FEM;PL	N
darbdienās	평일	darbdiena	평일	N;ESS;FEM;PL	N
mitrums	습도	mitrums	습+도	N;NOM;MASC;SG	N
desmitiem	수십	desmits	수십	NUM;DAT;MASC;PL	NUM
paziņojums	발표	paziņojums	발표	N;NOM;MASC;SG	N
paziņojums	공지	paziņojums	공지	N;NOM;MASC;SG	N
paziņojums	공지사항	paziņojums	공지+사항	N;NOM;MASC;SG	N
paziņojums	공지	paziņojums	공지	N;NOM;MASC;SG	N
paziņojums	알림	paziņojums	알리+ㅁ	N;NOM;MASC;SG	N
paziņojums	성명서	paziņojums	성명서	N;NOM;MASC;SG	N
paziņojums	진술	paziņojums	진술	N;NOM;MASC;SG	N
paziņojums	의사소통	paziņojums	의사+소통	N;NOM;MASC;SG	N
paziņojums	커뮤니케이션	paziņojums	커뮤니케이션	N;NOM;MASC;SG	N
paziņojums	소통	paziņojums	소통	N;NOM;MASC;SG	N
paziņojums	통신	paziņojums	통신	N;NOM;MASC;SG	N
kuba	정육면체	kuba	정육+면체	N;NOM;MASC;SG	N
leopards	레오파르트	leopards	레오파르트	N;NOM;MASC;SG	N
leopards	표범	leopards	표범	N;NOM;MASC;SG	N
konventa	조약	konvents	조약	N;NOM;MASC;SG	N
konventa	협약	konvents	협약	N;NOM;MASC;SG	N
eksperimentu	실험	eksperiments	실험	N;ACC;MASC;SG	N
kanāli	채널	kanāls	채널	N;NOM;MASC;PL	N
kursa	코스	kurss	코스	N;GEN;MASC;SG	N
kursa	과정	kurss	과정	N;GEN;MASC;SG	N
vēlme	욕구	vēlme	욕구	N;NOM;FEM;SG	N
laulībā	혼인	laulība	혼인	N;ESS;FEM;SG	N
laulībā	결혼	laulība	결혼	N;ESS;FEM;SG	N
nomainīt	바꾸기	nomainīt	바꾸+기	V;POS;NFIN	V
popularitāte	인기	popularitāte	인기	N;NOM;FEM;SG	N
analīzi	해석학	analīze	해석학	N;ACC;FEM;SG	N
analīzi	해석	analīze	해석	N;ACC;FEM;SG	N
analīzi	분석	analīze	분석	N;ACC;FEM;SG	N
lidostā	공항	lidosta	공항	N;ESS;FEM;SG	N
lidostā	국제공항	lidosta	국제공항	N;ESS;FEM;SG	N
ierēdnis	공식	ierēdnis	공식	N;NOM;MASC;SG	N
prasmes	스킬	prasme	스키+ㄹ	N;NOM;FEM;PL	N
prasmes	솜씨	prasme	솜씨	N;NOM;FEM;PL	N
prasmes	능력	prasme	능력	N;NOM;FEM;PL	N
prasmes	기술	prasme	기술	N;NOM;FEM;PL	N
prasmes	실력	prasme	실력	N;NOM;FEM;PL	N
prasmes	스킬	prasme	스키+ㄹ	N;NOM;FEM;PL	N
prasmes	솜씨	prasme	솜씨	N;NOM;FEM;PL	N
sīki	자세히	sīki	자세히	ADV	ADV
sīki	자세히	sīki	자세히	ADV	ADV
automobilis	자동차	automobilis	자동차	N;NOM;MASC;SG	N
automobilis	차량	automobilis	차량	N;NOM;MASC;SG	N
sesijas	세션	sesija	세션	N;NOM;FEM;PL	N
laboratorijā	실험실	laboratorija	실험실	N;ESS;FEM;SG	N
laboratorijā	연구소	laboratorija	연구소	N;ESS;FEM;SG	N
laboratorijā	연구실	laboratorija	연구실	N;ESS;FEM;SG	N
laboratorijā	연구실	laboratorija	연구실	N;ESS;FEM;SG	N
laboratorijā	실험실	laboratorija	실험실	N;ESS;FEM;SG	N
vista	닭고기	vists	닭고기	N;NOM;FEM;SG	N
kandidāti	후보	kandidāts	후보	N;NOM;MASC;PL	N
kandidāti	후보자	kandidāts	후보자	N;NOM;MASC;PL	N
kandidāti	후보	kandidāts	후보	N;NOM;MASC;PL	N
kandidāti	후보자	kandidāts	후보자	N;NOM;MASC;PL	N
kandidāti	지원자	kandidāts	지원자	N;NOM;MASC;PL	N
personāls	직원	personāls	직원	N;NOM;MASC;SG	N
personāls	직원들	personāls	직원+들	N;NOM;MASC;SG	N
iznīcināti	파괴됨	iznīcināt	파괴+되+ㄴ	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V
miega	수면	miegs	수면	N;GEN;MASC;SG	N
spārnus	날개	spārns	날개	N;ACC;MASC;PL	N
marmora	대리석	marmors	대리석	N;GEN;MASC;SG	N
parki	공원	parks	공원	N;NOM;MASC;PL	N
kritums	거부	kritums	거부	N;NOM;MASC;SG	N
kritums	쇠퇴	kritums	쇠퇴	N;NOM;MASC;SG	N
vilki	늑대	vilki	늑대	N;NOM;MASC;PL	N
vilki	늑대들	vilki	특대+들	N;NOM;MASC;PL	N
atsauksmes	의견	atsauksme	의견	N;NOM;FEM;PL	N
atsauksmes	댓글	atsauksme	댓글	N;NOM;FEM;PL	N
tautību	국적	tautība	국적	N;ACC;FEM;SG	N
vilnas	양모	vilna	양모	N;NOM;FEM;PL	N
vadu	분대	vads	분대	N;ACC;MASC;SG	N
vadu	스쿼드	vads	스쿼드	N;ACC;MASC;SG	N
modeļus	모델	modelis	모델	N;ACC;MASC;PL	N
modeļus	모형	modelis	모형	N;ACC;MASC;PL	N
modeļus	패턴	modelis	패턴	N;ACC;MASC;PL	N
institūcija	기관	institūcija	기관	N;NOM;FEM;SG	N
disciplīna	규율	disciplīna	규율	N;NOM;FEM;SG	N
aleja	골목	aleja	골목	N;NOM;FEM;SG	N
intervija	인터뷰	intervija	인터뷰	N;NOM;FEM;SG	N
intervija	면접	intervija	면접	N;NOM;FEM;SG	N
deja	무용	deja	무용	N;NOM;FEM;SG	N
piedalīšanās	출석	piedalīšanās	출석	N;NOM;FEM;SG	N
piedalīšanās	참석	piedalīšanās	참석	N;NOM;FEM;SG	N
piedalīšanās	참가	piedalīšanās	참가	N;NOM;FEM;SG	N
piedalīšanās	참여	piedalīšanās	참여	N;NOM;FEM;SG	N
apmācību	훈련	apmācība	훈련	N;ACC;FEM;SG	N
apmācību	트레이닝	apmācība	트레이닝	N;ACC;FEM;SG	N
vertikāli	수직으로	vertikāli	수직+으로	ADV	ADV
vertikāli	세로로	vertikāli	세로+로	ADV	ADV
zivs	물고기	zivs	물고기	N;NOM;FEM;SG	N
smagas	무거운	smaga	무겁+ㄴ	ADJ;NOM;FEM;PL	ADJ
pilsonis	시민	pilsonis	시민	N;NOM;MASC;SG	N
ligzdā	소켓	ligzds	소켓	N;ESS;MASC;SG	N
sprieguma	전압	spriegums	전압	N;GEN;MASC;SG	N
kategorijām	카테고리	kategorija	카테고리	N;DAT;FEM;PL	N
kategorijām	카테고리가	kategorija	카테고리+가	N;DAT;FEM;PL	N
kategorijām	범주	kategorija	범주	N;DAT;FEM;PL	N
kategorijām	분류	kategorija	분류	N;DAT;FEM;PL	N
leģendas	전설	leģenda	전설	N;NOM;FEM;PL	N
rīcība	행동	rīcība	행동	N;NOM;FEM;SG	N
rīcība	활동	rīcība	활동	N;NOM;FEM;SG	N
rīcība	작업	rīcība	작업	N;NOM;FEM;SG	N
rīcība	동작	rīcība	동작	N;NOM;FEM;SG	N
rīcība	액션	rīcība	액션	N;NOM;FEM;SG	N
burtiski	말그대로	burtiski	말그대로	ADV	ADV
cēlonis	원인	cēlonis	원인	N;NOM;MASC;SG	N
tanki	탱크	tanki	탱크	N;NOM;MASC;PL	N
tanki	전차	tanki	전차	N;NOM;MASC;PL	N
nieru	신장	niers	신장	N;ACC;MASC	N
patvērumu	망명	patvērums	망명	N;ACC;MASC;SG	N
izskaidrot	설명해	izskaidrot	설명+하+어	V;POS;NFIN	V
izskaidrot	설명하기	izskaidrot	설명+하+기	V;POS;NFIN	V
mērķa	타깃	mērķis	타깃	N;GEN;MASC;SG	N
mērķa	대상	mērķis	대상	N;GEN;MASC;SG	N
mērķa	타겟	mērķis	타산	N;GEN;MASC;SG	N
virsnieka	책임자	virsnieks	책임자	N;GEN;MASC;SG	N
virsnieka	경관	virsnieks	경관	N;GEN;MASC;SG	N
virsnieka	경찰관	virsnieks	경찰관	N;GEN;MASC;SG	N
virsnieka	장교	virsnieks	장교	N;GEN;MASC;SG	N
dialekts	방언	dialekts	방언	N;NOM;MASC;SG	N
minēt	언급하기	minēt	언급+하+기	V;POS;NFIN	V
pienākums	듀티	pienākums	듀티	N;NOM;MASC;SG	N
pienākums	의무	pienākums	의무	N;NOM;MASC;SG	N
pienākums	의무	pienākums	의무	N;NOM;MASC;SG	N
slēpošanas	스키	slēpošana	스키	N;GEN;FEM;SG	N
princeses	공주님	princese	공주님	N;NOM;FEM;PL	N
nacionālistu	국민주의	nacionālists	국민주의	N;ACC;MASC;SG	N
sods	페널티	sods	페널티	N;NOM;MASC;SG	N
sods	징벌	sods	징벌	N;NOM;MASC;SG	N
sods	처벌	sods	처벌	N;NOM;MASC;SG	N
sods	문장	sods	문장	N;NOM;MASC;SG	N
izgāja	걷기	iziet	걷+기	V;FH;IND;3;POS;PST;FIN;ACT	V
observatorija	천문대	observatorija	천문대	N;NOM;FEM;SG	N
dzērienu	음료	dzēriens	음료	N;ACC;MASC;SG	N
dzērienu	음료수	dzēriens	음료수	N;ACC;MASC;SG	N
individuāli	개별적으로	individuāls	개별+적+으로	ADV	ADV
muskuļi	근육	muskulis	근육	N;NOM;MASC;PL	N
muskuļi	근육	muskulis	근육	N;NOM;MASC;PL	N
maksa	요금	maksa	요금	N;NOM;FEM;SG	N
maksa	수수료	maksa	수수료	N;NOM;FEM;SG	N
maksa	수수료	maksa	수수료	N;NOM;FEM;SG	N
amonija	암모늄	amonija	암모늄	N;NOM;FEM;SG	N
beatles	비틀즈	beatle	비틀즈	N;NOM;FEM;PL	N
putekļu	먼지	puteklis	먼지	N;GEN;MASC;PL	N
apziņas	양심적	apziņa	양심+적	N;NOM;FEM;PL	N
pieredzes	경험	pieredze	경험	N;NOM;FEM;PL	N
pieredzes	체험	pieredze	체험	N;NOM;FEM;PL	N
pieredzes	경험	pieredze	경험	N;NOM;FEM;PL	N
pieredzes	체험	pieredze	체험	N;NOM;FEM;PL	N
uzticību	자신감	uzticība	자신감	N;ACC;FEM;SG	N
uzticību	신탁	uzticība	신탁	N;ACC;FEM;SG	N
relāciju	관계형	relācija	관계형	N;ACC;FEM;SG	N
komiķis	코미디언	komiķis	코미디언	N;NOM;MASC;SG	N
komiķis	희극	komiķis	희극	N;NOM;MASC;SG	N
sacīkstēm	인종	sacīkste	인종	N;DAT;FEM;PL	N
sfēras	도메인	sfēra	도메인	N;NOM;FEM;PL	N
skolām	학교	skola	학교	N;DAT;FEM;PL	N
ētikas	윤리	ētika	윤리	N;NOM;FEM;PL	N
ētikas	윤리적	ētika	윤리+적	N;NOM;FEM;PL	N
ētikas	윤리학	ētika	윤리학	N;NOM;FEM;PL	N
ētikas	윤리	ētika	윤리	N;NOM;FEM;PL	N
gumijas	고무	gumija	고무	N;NOM;FEM;PL	N
beidz	멈추기	beigt	멈추+기	V;IMP;SG;2;POS;FIN;ACT	V
procesors	프로세서	procesors	프로세서	N;NOM;MASC;SG	N
gājēju	보행자	gājējs	보행자	N;ACC;MASC;SG	N
aizmugures	후방	aizmugure	후방	N;NOM;FEM;PL	N
suņiem	개들	suns	개+들	N;DAT;MASC;PL	N
mezglu	매듭	mezgls	매듭	N;ACC;MASC;SG	N
atbildību	책임	atbildība	책임	N;ACC;FEM;SG	N
klosterī	수녀원	klosteris	수녀원	N;ESS;MASC;SG	N
dec	적위	dec	적위	N	N
nosūtīt	보내기	nosūtīt	보내+기	V;POS;NFIN	V
uzbrukumi	공격	uzbrukums	공격	N;NOM;MASC;PL	N
šaušanas	촬영	šaušana	촬영	N;NOM;FEM;PL	N
šaušanas	총격	šaušana	총격	N;NOM;FEM;PL	N
šaušanas	사격	šaušana	사격	N;NOM;FEM;PL	N
formās	양식	forma	양식	N;ESS;FEM;PL	N
mediji	미디어	medijs	미디어	N;NOM;MASC;PL	N
aprēķina	계산하기	aprēķināt	계산+하+기	V;FH;IND;3;POS;PRS;FIN;ACT	V
olbaltumvielas	단백질	olbaltumviela	단백질	N;NOM;FEM;PL	N
olbaltumvielas	단백질	olbaltumviela	단백질	N;NOM;FEM;PL	N
pēdējoreiz	마지막	pēdējoreiz	마지막	N;NOM;MASC;SG	N
soli	단계	solis	단계	N;ACC;MASC;SG	N
pieprasījums	요청	pieprasījums	요청	N;NOM;MASC;SG	N
risks	위험	risks	위험	N;NOM;MASC;SG	N
risks	리스크	risks	리스크	N;NOM;MASC;SG	N
risks	위험	risks	위험	N;NOM;MASC;SG	N
risks	리스크	risks	리스크	N;NOM;MASC;SG	N
smilts	모래시계	smilts	모래+시계	N;NOM;FEM;SG	N
piedzīvojumu	어드벤처	piedzīvojums	어드벤처	N;ACC;MASC;SG	N
piedzīvojumu	모험	piedzīvojums	모험	N;ACC;MASC;SG	N
sadaļa	섹션	sadaļa	섹션	N;NOM;FEM;SG	N
variācijas	변수	variācija	변수	N;NOM;FEM;PL	N
variācijas	변동	variācija	변동	N;NOM;FEM;PL	N
variācijas	변동이	variācija	변동+이	N;NOM;FEM;PL	N
variācijas	변이	variācija	변+이	N;NOM;FEM;PL	N
dažādība	다양성	dažādība	다양성	N;NOM;FEM;SG	N
izveidošana	생성	izveidošana	생성	N;NOM;FEM;SG	N
izveidošana	창조	izveidošana	창조	N;NOM;FEM;SG	N
izveidošana	설립	izveidošana	설립	N;NOM;FEM;SG	N
aizsargāt	보호하기	aizsargāt	보호+하+기	V;POS;NFIN	V
mērķus	목표	mērķis	목표	N;ACC;MASC;PL	N
monarhs	군주	monarhs	군주	N;NOM;MASC;SG	N
aptaujas	설문조사	aptauja	설문조사	N;NOM;FEM;PL	N
aptaujas	설문조사	aptauja	설문조사	N;NOM;FEM;PL	N
aptaujas	설문	aptauja	설문	N;NOM;FEM;PL	N
protestantu	개신교	protestants	개신교	N;ACC;MASC;SG	N
periodiski	주기적으로	periodiski	주기+적+으로	ADV	ADV
kritika	평론	kritika	평론	N;NOM;FEM;SG	N
kritika	비판	kritika	비판	N;NOM;FEM;SG	N
kritika	비평	kritika	비평	N;NOM;FEM;SG	N
kritika	비판	kritika	비판	N;NOM;FEM;SG	N
vēstnieks	대사	vēstnieks	대사	N;NOM;MASC;SG	N
mednieku	사냥꾼	mednieks	사냥꾼	N;ACC;MASC;SG	N
kritiku	평론	kritika	평론	N;ACC;FEM;SG	N
kritiku	비판	kritika	비판	N;ACC;FEM;SG	N
kritiku	비평	kritika	비평	N;ACC;FEM;SG	N
kritiku	비판	kritika	비판	N;ACC;FEM;SG	N
cementa	시멘트	cements	시멘트	N;GEN;MASC;SG	N
krīt	떨어지고	krist	떨어지+고	V;FH;IND;3;POS;PRS;FIN;ACT	V
krīt	떨어지는	krist	떨어지+는	V;FH;IND;3;POS;PRS;FIN;ACT	V
krīt	떨어지지	krist	떨어지+지	V;FH;IND;3;POS;PRS;FIN;ACT	V
krīt	떨어지는	krist	떨어지+는	V;FH;IND;3;POS;PRS;FIN;ACT	V
mantojums	상속	mantojums	상속	N;NOM;MASC;SG	N
mantojums	문화유산	mantojums	문화유산	N;NOM;MASC;SG	N
zīmolu	브랜드	zīmols	브랜드	N;ACC;MASC;SG	N
zīmolu	브랜드	zīmols	브랜드	N;ACC;MASC;SG	N
iznīcināta	파괴됨	iznīcināt	파괴+되+ㄴ	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V
monarhija	군주제	monarhija	군주제	N;NOM;FEM;SG	N
monarhija	군주	monarhija	군주	N;NOM;FEM;SG	N
piešķiršanu	저작자	piešķiršana	저작자	N;ACC;FEM;SG	N
apēd	먹기	apēst	먹+기	V;FH;IND;3;POS;PRS;FIN;ACT	V
skābeklis	산소	skābeklis	산소	N;NOM;MASC;SG	N
komiteju	위원회	komiteja	위원회	N;ACC;FEM;SG	N
administrators	관리자	administrators	관리자	N;NOM;MASC;SG	N
administrators	관리자	administrators	관리자	N;NOM;MASC;SG	N
pielietot	적용하기	pielietot	적용+하+기	V;POS;NFIN	V
plūdi	홍수	plūdi	홍수	N;NOM;MASC	N
plūdi	홍수	plūdi	홍수	N;NOM;MASC	N
plūdi	홍수	plūdi	홍수	N;NOM;MASC	N
kazu	염소자리	kazs	염소+자리	N;ACC;FEM;SG	N
kazu	염소	kazs	염소	N;ACC;FEM;SG	N
pavēle	주문	pavēle	주문	N;NOM;FEM;SG	N
identitāti	정체성	identitāte	정체성	N;ACC;FEM;SG	N
kancelejas	문구	kanceleja	문구	N;NOM;FEM;PL	N
bite	꿀벌	bite	꿀벌	N;NOM;FEM;SG	N
labot	편집하기	labot	편집+하+기	V;POS;NFIN	V
debesis	하늘	debess	하늘	N;NOM;FEM;PL	N
debesis	하늘	debess	하늘	N;NOM;FEM;PL	N
debesis	하늘	debess	하늘	N;NOM;FEM;PL	N
krāteris	충돌구	krāteris	충돌구	N;NOM;MASC;SG	N
saistība	관계	saistība	관계	N;NOM;FEM;SG	N
saistība	연애	saistība	연애	N;NOM;FEM;SG	N
saistība	관계	saistība	관계	N;NOM;FEM;SG	N
zaudējums	상실	zaudējums	상실	N;NOM;MASC;SG	N
zaudējums	손실	zaudējums	손실	N;NOM;MASC;SG	N
poters	포터	poters	포터	N;NOM;MASC;SG	N
molekulā	분자	molekula	분자	N;ESS;MASC;SG	N
kokus	나무들	koks	나무+들	N;ACC;MASC;PL	N
kokus	나무	koks	나무	N;ACC;MASC;PL	N
zarnas	창자	zarna	창자	N;NOM;FEM;PL	N
rakstot	쓰기	rakstīt	쓰+기	V;V.CVB	V
rakstot	글쓰기	rakstīt	글쓰기	V;V.CVB	V
produkta	제품	produkts	제품	N;GEN;MASC;SG	N
bruņu	기갑	bruņa	기갑	N;NOM;MASC;SG	N
debesīm	하늘	debess	하늘	N;DAT;FEM;PL	N
reģistrā	레지스터	reģistrs	레지스터	N;ESS;MASC;SG	N
reģistrā	등록	reģistrs	등록	N;ESS;MASC;SG	N
zemā	낮은	zems	낮+ㄴ	ADJ;NOM;FEM;SG	ADJ
zemā	낮음	zems	낮+ㅁ	ADJ;NOM;FEM;SG	ADJ
radinieks	상대	radinieks	상대	N;NOM;MASC;SG	N
radinieks	상대적	radinieks	상대+적	N;NOM;MASC;SG	N
radinieks	친척	radinieks	친척	N;NOM;MASC;SG	N
saglabāšanu	보존	saglabāšana	보존	N;ACC;FEM;SG	N
pretrunā	확률	pretruna	확률	N;ESS;FEM;SG	N
konvenciju	조약	konvencija	조약	N;ACC;FEM;SG	N
konvenciju	협약	konvencija	협약	N;ACC;FEM;SG	N
komunikāciju	커뮤니케이션	komunikācija	커뮤니케이션	N;ACC;FEM;SG	N
komunikāciju	통신	komunikācija	통신	N;ACC;FEM;SG	N
sekcijas	부검	sekcija	부검	N;NOM;FEM;PL	N
sekcijas	섹션	sekcija	섹션	N;NOM;FEM;PL	N
komentāri	댓글	komentārs	댓글	N;NOM;MASC;PL	N
lūgšanas	기도	lūgšana	기도	N;NOM;FEM;PL	N
lūgšanas	기도	lūgšana	기도	N;NOM;FEM;PL	N
reforma	개혁개방	reforma	개혁+개방	N;NOM;FEM;SG	N
reforma	개혁	reforma	개혁	N;NOM;FEM;SG	N
laboratorija	실험실	laboratorija	실험실	N;NOM;FEM;SG	N
laboratorija	연구소	laboratorija	연구소	N;NOM;FEM;SG	N
laboratorija	연구실	laboratorija	연구실	N;NOM;FEM;SG	N
laboratorija	연구실	laboratorija	연구실	N;NOM;FEM;SG	N
laboratorija	실험실	laboratorija	실험실	N;NOM;FEM;SG	N
titāna	타이타늄	titāns	타이타늄	N;NOM;MASC;SG	N
titāna	티타늄	titāns	티타늄	N;NOM;MASC;SG	N
apmeklēt	방문하기	apmeklēt	방문+하+기	V;POS;NFIN	V
saimniecība	농장	saimniecība	농장	N;NOM;FEM;SG	N
saimniecība	농장이	saimniecība	농장+이	N;NOM;FEM;SG	N
lejas	아래쪽	leja	아래+쪽	N;NOM;FEM;PL	N
lejas	아래	leja	아래	N;NOM;FEM;PL	N
efektīvi	효율적으로	efektīvi	효율+적+으로	ADV	ADV
strādnieki	노동자	strādnieks	노동자	N;NOM;MASC;PL	N
strādnieki	노동자들	strādnieks	노동자+들	N;NOM;MASC;PL	N
strādnieki	근로자	strādnieks	근로자	N;NOM;MASC;PL	N
lidojumi	항공편	lidojums	항공+편	N;NOM;MASC;PL	N
lidojumi	비행	lidojums	비행	N;NOM;MASC;PL	N
frekvence	주파수	frekvence	주파수	N;NOM;FEM;SG	N
frekvence	빈도	frekvence	빈도	N;NOM;FEM;SG	N
darbinieka	직원	darbinieks	직원	N;GEN;MASC;SG	N
paraksta	서명	paraksts	서명	N;GEN;MASC;SG	N
licence	라이선스	licence	라이선스	N;NOM;FEM;SG	N
licence	면허	licence	면허	N;NOM;FEM;SG	N
licence	라이선스	licence	라이선스	N;NOM;FEM;SG	N
licence	면허	licence	면허	N;NOM;FEM;SG	N
vēlams	바람직한	vēlams	바람직+하+ㄴ	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS	V
paplašināt	확장하기	paplašināt	확장+하+기	V;POS;NFIN	V
paplašināt	펼치기	paplašināt	펼치+기	V;POS;NFIN	V
pietiek	충분해	pietikt	충분+하+어	V;FH;IND;3;POS;PRS;FIN;ACT	V
pietiek	충분한	pietikt	충분+하+ㄴ	V;FH;IND;3;POS;PRS;FIN;ACT	V
piegādes	게재	piegāde	게재	N;NOM;FEM;PL	N
piegādes	배송	piegāde	배송	N;NOM;FEM;PL	N
piegādes	배달	piegāde	배달	N;NOM;FEM;PL	N
piegādes	용품	piegāde	용품	N;NOM;FEM;PL	N
piegādes	공급	piegāde	공급	N;NOM;FEM;PL	N
piegādes	배달	piegāde	배달	N;NOM;FEM;PL	N
redzamais	표시됨	redzēt	표시+되+ㄴ	V;NOM;DEF;MASC;SG;PRS;V.PTCP;PASS	V
sliedes	트랙	sliede	트랙	N;NOM;FEM;PL	N
sliedes	레일	sliede	레일	N;NOM;FEM;PL	N
sliedes	레일	sliede	레일	N;NOM;FEM;PL	N
atkārtots	반복한다	atkārtot	반복+하+ㄴ다	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
atkārtots	반복합니다	atkārtot	반복+하+ㅂ니다	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
mošejas	모스크	mošeja	모스크	N;NOM;FEM;PL	N
mošejas	사원	mošeja	사원	N;NOM;FEM;PL	N
tiesnešu	판사	tiesnesis	판사	N;GEN;MASC;PL	N
zvejas	낚시	zveja	낚시	N;NOM;FEM;PL	N
algoritms	알고리즘	algoritms	알고리즘	N;NOM;MASC;SG	N
atbildi	응답	atbilde	응답	N;ACC;FEM;SG	N
atbildi	정답	atbilde	정답	N;ACC;FEM;SG	N
atbildi	대답	atbilde	대답	N;ACC;FEM;SG	N
atbildi	답변	atbilde	답변	N;ACC;FEM;SG	N
atbildi	응답	atbilde	응답	N;ACC;FEM;SG	N
atbildi	답변	atbilde	답변	N;ACC;FEM;SG	N
precizitāti	정확도	precizitāte	정확도	N;ACC;FEM;SG	N
precizitāti	정밀도	precizitāte	정밀+도	N;ACC;FEM;SG	N
precizitāti	정확성	precizitāte	정확성	N;ACC;FEM;SG	N
asinīm	혈액	asins	혈액	N;DAT;FEM;PL	N
aprēķināt	계산하기	aprēķināt	계산+하+기	V;POS;NFIN	V
gatavo	완료되었습니다	gatavot	완료+되+었+습니다	V;FH;IND;2;POS;PRS;FIN;ACT	V
bīskapi	주교	bīskaps	주교	N;NOM;MASC;PL	N
konvencija	조약	konvencija	조약	N;NOM;FEM;SG	N
konvencija	협약	konvencija	협약	N;NOM;FEM;SG	N
portu	항구	ports	항구	N;ACC;MASC;SG	N
lietojums	사용법	lietojums	사용법	N;NOM;MASC;SG	N
lietojums	사용량	lietojums	사용량	N;NOM;MASC;SG	N
lietojums	사용	lietojums	사용	N;NOM;MASC;SG	N
lietojums	사용	lietojums	사용	N;NOM;MASC;SG	N
lietojums	이용	lietojums	이용	N;NOM;MASC;SG	N
sarežģīta	어려운	sarežģīta	어렵+ㄴ	ADJ;NOM;FEM;SG	ADJ
dīķi	연못	dīķis	연못	N;ACC;MASC;SG	N
dīķi	연못	dīķis	연못	N;ACC;MASC;SG	N
dzīvība	생명	dzīvība	생명	N;NOM;FEM;SG	N
dzīvība	생활	dzīvība	생활	N;NOM;FEM;SG	N
dzīvība	인생	dzīvība	인생	N;NOM;FEM;SG	N
celulozes	펄프	celuloze	펄프	N;NOM;FEM;PL	N
smaga	무거운	smaga	무겁+ㄴ	ADJ;NOM;FEM;SG	ADJ
zīmogs	우표	zīmogs	우표	N;NOM;MASC;SG	N
zīmogs	물개	zīmogs	물개	N;NOM;MASC;SG	N
atdalīts	분리됨	atdalīt	분리+되+ㄴ	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
plaknes	비행기	plakne	비행기	N;NOM;FEM;PL	N
plaknes	비행기	plakne	비행기	N;NOM;FEM;PL	N
nasdaq	나스닥	nasda	나스닥	N;NOM;FEM;SG	N
saistības	의무	saistība	의무	N;NOM;FEM;PL	N
saistības	헌신	saistība	헌신	N;NOM;FEM;PL	N
klātbūtni	존재	klātbūtne	존재	N;ACC;FEM;SG	N
upuriem	희생자	upuris	희생자	N;DAT;MASC;PL	N
kolēģijas	대학교	kolēģija	대학교	N;NOM;FEM;PL	N
kolēģijas	대학	kolēģija	대학	N;NOM;FEM;PL	N
