von	de	von	de	ADP	ADP
unfall	acidente	unfall	acidente	N	N;MASC;SG
unfall	casualidade	unfall	casualidade	N	N;FEM;SG
unfall	acidentes	unfall	acidente	N	N;MASC;PL
sterben	morra	sterben	morrer	V;NFIN	V;SBJV;SG;3;PRS;FIN
sterben	morram	sterben	morrer	V;NFIN	V;SBJV;PL;3;PRS;FIN
sterben	morre	sterben	morrer	V;NFIN	V;IND;SG;3;PRS;FIN
sterben	morrer	sterben	morrer	V;NFIN	V;NFIN
sterben	perecer	sterben	perecer	V;NFIN	V;NFIN
sterben	morrendo	sterben	morrer	V;NFIN	V;V.MSDR
sterben	morrer	sterben	morrer	V;NFIN	V;NFIN
sterben	morre	sterben	morrer	V;NFIN	V;IND;SG;3;PRS;FIN
zitiert	citado	zitieren	citar	V;V.PTCP	V;MASC;SG;V.PTCP
zitiert	citadas	zitieren	citar	V;V.PTCP	V;FEM;PL;V.PTCP
zitiert	citada	zitieren	citar	V;V.PTCP	V;FEM;SG;V.PTCP
zitiert	citados	zitieren	citar	V;V.PTCP	V;MASC;PL;V.PTCP
zitiert	citado	zitieren	citar	V;V.PTCP	V;MASC;SG;V.PTCP
zitiert	citadas	zitieren	citar	V;V.PTCP	V;FEM;PL;V.PTCP
zitiert	citados	zitieren	citar	V;V.PTCP	V;MASC;PL;V.PTCP
zitiert	citada	zitieren	citar	V;V.PTCP	V;FEM;SG;V.PTCP
einspruch	protesto	einspruch	protesto	N	N;MASC;SG
einspruch	objeção	einspruch	objeção	N	N;FEM;SG
einspruch	objecção	einspruch	objecção	N	N;FEM;SG
einspruch	objecções	einspruch	objecção	N	N;FEM;PL
einspruch	protesto	einspruch	protesto	N	N;MASC;SG
einspruch	protestos	einspruch	protesto	N	N;MASC;PL
einspruch	oposição	einspruch	oposição	N	N;FEM;SG
einspruch	objecções	einspruch	objecção	N	N;FEM;PL
einspruch	objeções	einspruch	objeção	N	N;FEM;PL
einspruch	contestação	einspruch	contestação	N	N;FEM;SG
einspruch	apelação	einspruch	apelação	N	N;FEM;SG
einspruch	apelo	einspruch	apelo	N	N;MASC;SG
einspruch	recurso	einspruch	recurso	N	N;MASC;SG
eroberung	conquista	Eroberung	conquista	N;NOM;FEM;SG	N;FEM;SG
eroberung	conquista	Eroberung	conquista	N;NOM;FEM;SG	N;FEM;SG
scheinen	parecendo	scheinen	parecer	V;NFIN	V;V.MSDR
scheinen	brilhando	scheinen	brilhar	V;NFIN	V;V.MSDR
ruine	ruína	ruin	ruína	N;NOM;SG	N;FEM;SG
meinte	significou	meinen	significar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
meinte	disse	meinen	dizer	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
wies	apontado	weisen	apontar	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
wies	apontou	weisen	apontar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
wesen	essência	wesen	essência	N;NOM;NEUT;SG	N;FEM;SG
wesen	criatura	wesen	criatura	N;NOM;NEUT;SG	N;FEM;SG
wesen	wesen	wesen	wesen	N;NOM;NEUT;SG	N;MASC;SG
zeugen	testemunhar	zeugen	testemunhar	V;NFIN	V;NFIN
gebe	dê	geben	dar	V;SBJV;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
gebe	dar	geben	dar	V;SBJV;SG;3;PRS;FIN	V;NFIN
aufwand	gastos	aufwinden	gasto	N	N;MASC;PL
aufwand	despesa	aufwinden	despesa	N	N;FEM;SG
aufwand	esforços	aufwinden	esforço	N	N;MASC;PL
aufwand	esforço	aufwinden	esforço	N	N;MASC;SG
formulierung	trocadilho	formulierung	trocadilho	N;NOM;FEM;SG	N;MASC;SG
formulierung	formulação	formulierung	formulação	N;NOM;FEM;SG	N;FEM;SG
formulierung	redacção	formulierung	redacção	N;NOM;FEM;SG	N;FEM;SG
formulierung	formulação	formulierung	formulação	N;NOM;FEM;SG	N;FEM;SG
verwandten	relacionados	verwandt	relacionar	V;PL;FIN	V;MASC;PL;V.PTCP
verwandten	relacionadas	verwandt	relacionar	V;PL;FIN	V;FEM;PL;V.PTCP
letztes	último	letzt	último	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
letztes	última	letzt	último	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
geplante	regulares	geplant	regular	ADJ;NOM;FEM;PL	ADJ;MASC;PL
kämpfte	lutou	kämpfen	lutar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
kämpfte	lutado	kämpfen	lutar	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
kämpfte	lutou	kämpfen	lutar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
hund	cão	hund	cão	N;NOM;MASC;SG	N;MASC;SG
hund	cadela	hund	cadela	N;NOM;MASC;SG	N;FEM;SG
hund	dog	hund	dog	N;NOM;MASC;SG	N;MASC;SG
hund	cachorro	hund	cachorro	N;NOM;MASC;SG	N;MASC;SG
hund	canino	hund	canino	N;NOM;MASC;SG	N;MASC;SG
hund	canina	hund	canina	N;NOM;MASC;SG	N;FEM;SG
nachruf	obituário	nachruf	obituário	N;SG	N;MASC;SG
nachruf	epitáfio	nachruf	epitáfio	N;SG	N;MASC;SG
angeordnet	arranjado	anordnen	arranjar	V;V.PTCP	V;MASC;SG;V.PTCP
exil	exílio	exil	exílio	N;NOM;MASC;SG	N;MASC;SG
leer	vazios	leer	vazio	ADJ	ADJ;MASC;PL
leer	vazio	leer	vazio	ADJ	ADJ;MASC;SG
leer	vazia	leer	vazer	ADJ	ADJ;FEM;SG
leichter	facil	leicht	facil	ADJ	ADJ;MASC;SG
leichter	fácil	leicht	fácil	ADJ	ADJ;MASC;SG
leichter	leves	leicht	leve	ADJ	ADJ;MASC;PL
entdeckung	deteção	entdeckung	deteção	N;SG	N;FEM;SG
entdeckung	detecção	entdeckung	detecção	N;SG	N;FEM;SG
entdeckung	descoberta	entdeckung	descoberta	N;SG	N;FEM;SG
entdeckung	discovery	entdeckung	discovery	N;SG	N;MASC;SG
verdient	merecido	verdienen	merecer	V;V.PTCP	V;MASC;SG;V.PTCP
verdient	mereciam	verdienen	merecer	V;V.PTCP	V;IND;PL;3;IPFV;FIN
verdient	merecia	verdienen	merecer	V;V.PTCP	V;IND;SG;3;IPFV;FIN
verdient	mereceu	verdienen	merecer	V;V.PTCP	V;IND;SG;3;PST;FIN
verdient	ganhou	verdienen	ganhar	V;V.PTCP	V;IND;SG;3;PST;FIN
verdient	merecido	verdienen	merecer	V;V.PTCP	V;MASC;SG;V.PTCP
verdient	ganhado	verdienen	ganhar	V;V.PTCP	V;MASC;SG;V.PTCP
verdient	merecemos	verdienen	merecer	V;V.PTCP	V;IND;PL;1;PRS;FIN
verdient	merecer	verdienen	merecer	V;V.PTCP	V;NFIN
verdient	merece	verdienen	merecer	V;V.PTCP	V;IND;SG;3;PRS;FIN
verdient	merecem	verdienen	merecer	V;V.PTCP	V;IND;PL;3;PRS;FIN
verdient	mereço	verdienen	mereço	V;V.PTCP	V;IND;SG;1;PRS;FIN
verdient	merece	verdienen	merecer	V;V.PTCP	V;IND;SG;3;PRS;FIN
beobachten	observem	beobachten	observar	V;NFIN	V;SBJV;PL;3;PRS;FIN
beobachten	observar	beobachten	observar	V;NFIN	V;NFIN
beobachten	observe	beobachten	observar	V;NFIN	V;SBJV;SG;3;PRS;FIN
beobachten	assista	beobachten	assistar	V;NFIN	V;SBJV;SG;3;PRS;FIN
beobachten	assistir	beobachten	assistir	V;NFIN	V;NFIN
beobachten	assistam	beobachten	assistir	V;NFIN	V;SBJV;PL;3;PRS;FIN
beobachten	observando	beobachten	observar	V;NFIN	V;V.MSDR
beobachten	assistindo	beobachten	assistir	V;NFIN	V;V.MSDR
beobachten	vendo	beobachten	ver	V;NFIN	V;V.MSDR
sammeln	colecionar	sammeln	colecionar	V;NFIN	V;NFIN
sammeln	cobrar	sammeln	cobrar	V;NFIN	V;NFIN
sammeln	recolher	sammeln	recolher	V;NFIN	V;NFIN
sammeln	coletar	sammeln	coletar	V;NFIN	V;NFIN
sammeln	reunindo	sammeln	reunir	V;NFIN	V;V.MSDR
sammeln	reunir	sammeln	reunir	V;NFIN	V;NFIN
dauerhaft	duradouros	dauerhaft	duradouro	ADJ	ADJ;MASC;PL
dauerhaft	duradouro	dauerhaft	duradouro	ADJ	ADJ;MASC;SG
dauerhaft	duradoura	dauerhaft	duradoura	ADJ	ADJ;FEM;SG
dauerhaft	durável	dauerhaft	durável	ADJ	ADJ;MASC;SG
dauerhaft	permanente	dauerhaft	permanente	ADJ	ADJ;MASC;SG
dauerhaft	permanentes	dauerhaft	permanente	ADJ	ADJ;MASC;PL
dauerhaft	duradoura	dauerhaft	duradoura	ADJ	ADJ;FEM;SG
dauerhaft	duradouro	dauerhaft	duradouro	ADJ	ADJ;MASC;SG
angriffe	atentados	angreifen	atentado	N;NOM;PL	N;MASC;PL
angriffe	ataques	angreifen	ataque	N;NOM;PL	N;MASC;PL
angriffe	assaltos	angreifen	assalto	N;NOM;PL	N;MASC;PL
angriffe	agressões	angreifen	agressão	N;NOM;PL	N;FEM;PL
klären	clarificar	klären	clarificar	V;NFIN	V;NFIN
klären	esclarecer	klären	esclarecer	V;NFIN	V;NFIN
hell	brilhante	hell	brilhante	ADJ	ADJ;MASC;SG
zufällig	aleatória	zufällig	aleatório	ADJ	ADJ;FEM;SG
zufällig	aleatórios	zufällig	aleatório	ADJ	ADJ;MASC;PL
zufällig	acidentais	zufällig	acidental	ADJ	ADJ;MASC;PL
zufällig	acidental	zufällig	acidental	ADJ	ADJ;MASC;SG
ausgewiesen	designados	ausweisen	designar	V;V.PTCP	V;MASC;PL;V.PTCP
ausgewiesen	designada	ausweisen	designar	V;V.PTCP	V;FEM;SG;V.PTCP
ausgewiesen	designado	ausweisen	designar	V;V.PTCP	V;MASC;SG;V.PTCP
ausgewiesen	designadas	ausweisen	designar	V;V.PTCP	V;FEM;PL;V.PTCP
ausgewiesen	deportada	ausweisen	deportar	V;V.PTCP	V;FEM;SG;V.PTCP
ausgewiesen	deportados	ausweisen	deportar	V;V.PTCP	V;MASC;PL;V.PTCP
ausgewiesen	deportado	ausweisen	deportar	V;V.PTCP	V;MASC;SG;V.PTCP
wahr	verdadeiro	wahr	verdadeiro	ADJ	ADJ;MASC;SG
wahr	verdadeira	wahr	verdadeiro	ADJ	ADJ;FEM;SG
erzielt	marcou	erzielen	marcar	V;V.PTCP	V;IND;SG;3;PST;FIN
erzielt	marquei	erzielen	marquei	V;V.PTCP	V;IND;SG;1;PST;FIN
erzielt	alcançada	erzielen	alcançar	V;V.PTCP	V;FEM;SG;V.PTCP
erzielt	alcançado	erzielen	alcançar	V;V.PTCP	V;MASC;SG;V.PTCP
erzielt	alcançados	erzielen	alcançar	V;V.PTCP	V;MASC;PL;V.PTCP
überzeugt	convincente	überzeugt	convincente	ADJ	ADJ;MASC;SG
überzeugt	convincentes	überzeugt	convincente	ADJ	ADJ;MASC;PL
überzeugt	convicto	überzeugt	convicto	ADJ	ADJ;MASC;SG
überzeugt	confiantes	überzeugt	confiante	ADJ	ADJ;MASC;PL
überzeugt	confiante	überzeugt	confiante	ADJ	ADJ;MASC;SG
abfluss	drenagem	abfließen	drenagem	N;SG	N;FEM;SG
abfluss	ralo	abfließen	ralo	N;SG	N;MASC;SG
abfluss	dreno	abfließen	dreno	N;SG	N;MASC;SG
gliederung	repartição	gliederung	repartição	N;NOM;FEM;SG	N;FEM;SG
gliederung	detalhamento	gliederung	detalhamento	N;NOM;FEM;SG	N;MASC;SG
gliederung	desagregação	gliederung	desagregação	N;NOM;FEM;SG	N;FEM;SG
gliederung	discriminação	gliederung	discriminação	N;NOM;FEM;SG	N;FEM;SG
gliederung	estrutura	gliederung	estrutura	N;NOM;FEM;SG	N;FEM;SG
gliederung	disposição	gliederung	disposição	N;NOM;FEM;SG	N;FEM;SG
gliederung	layout	gliederung	layout	N;NOM;FEM;SG	N;MASC;SG
gliederung	esboço	gliederung	esboço	N;NOM;FEM;SG	N;MASC;SG
gliederung	contorno	gliederung	contorno	N;NOM;FEM;SG	N;MASC;SG
lehnte	recusou	lehnen	recusar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
lehnte	recusada	lehnen	recusar	V;IND;SG;3;PST;FIN	V;FEM;SG;V.PTCP
lehnte	recusado	lehnen	recusar	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
wählte	escolheu	wählen	escolher	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
sekretär	secretária	sekretär	secretária	N	N;FEM;SG
sekretär	secretário	sekretär	secretário	N	N;MASC;SG
beenden	desistir	beenden	desistir	V;NFIN	V;NFIN
beenden	concluir	beenden	concluir	V;NFIN	V;NFIN
beenden	finalizar	beenden	finalizar	V;NFIN	V;NFIN
beenden	terminar	beenden	terminar	V;NFIN	V;NFIN
beenden	termine	beenden	terminar	V;NFIN	V;SBJV;SG;3;PRS;FIN
beenden	terminar	beenden	terminar	V;NFIN	V;NFIN
beenden	terminar	beenden	terminar	V;NFIN	V;NFIN
beenden	exterminar	beenden	exterminar	V;NFIN	V;NFIN
beenden	sair	beenden	sair	V;NFIN	V;NFIN
wand	parede	wand	parede	N;NOM;FEM;SG	N;FEM;SG
wand	muro	wand	muro	N;NOM;FEM;SG	N;MASC;SG
wand	mural	wand	mural	N;NOM;FEM;SG	N;MASC;SG
wand	muralha	wand	muralha	N;NOM;FEM;SG	N;FEM;SG
wand	varinha	wand	varinhar	N;NOM;FEM;SG	N;FEM;SG
diözese	diocese	diözese	diocese	N;NOM;FEM;SG	N;FEM;SG
arm	pobre	arm	pobre	ADJ	ADJ;MASC;SG
entstandenen	incorridos	entstanden	incorrer	V;FIN	V;MASC;PL;V.PTCP
glocken	sinos	glock	sino	N;NOM;PL	N;MASC;PL
glocken	campainhas	glock	campainha	N;NOM;PL	N;FEM;PL
überarbeiten	revisar	überarbeiten	revisar	V;NFIN	V;NFIN
journalisten	repórteres	journalist	repórter	N	N;MASC;PL
journalisten	jornalistas	journalist	jornalista	N	N;MASC;PL
journalisten	jornalista	journalist	jornalista	N	N;MASC;SG
gewidmet	devotado	widmen	devotar	V;V.PTCP	V;MASC;SG;V.PTCP
gewidmet	dedicado	widmen	dedicar	V;V.PTCP	V;MASC;SG;V.PTCP
gewidmet	dedicada	widmen	dedicar	V;V.PTCP	V;FEM;SG;V.PTCP
gewidmet	dedicados	widmen	dedicar	V;V.PTCP	V;MASC;PL;V.PTCP
gewidmet	dedicado	widmen	dedicar	V;V.PTCP	V;MASC;SG;V.PTCP
typischen	típico	typisch	típico	ADJ	ADJ;MASC;SG
typischen	típicas	typisch	típico	ADJ	ADJ;FEM;PL
typischen	típicos	typisch	típico	ADJ	ADJ;MASC;PL
typischen	típica	typisch	típico	ADJ	ADJ;FEM;SG
hochzeit	casamento	hochzeit	casamento	N;NOM;FEM;SG	N;MASC;SG
hochzeit	matrimônio	hochzeit	matrimônio	N;NOM;FEM;SG	N;MASC;SG
hochzeit	boda	hochzeit	boda	N;NOM;FEM;SG	N;FEM;SG
hochzeit	casamento	hochzeit	casamento	N;NOM;FEM;SG	N;MASC;SG
hochzeit	wedding	hochzeit	wedding	N;NOM;FEM;SG	N;MASC;SG
sechsten	sexto	sechst	sexto	ADJ;ACC;MASC;SG	ADJ;MASC;SG
kapazität	capacidade	kapazität	capacidade	N;NOM;FEM;SG	N;FEM;SG
kapazität	capacidade	kapazität	capacidade	N;NOM;FEM;SG	N;FEM;SG
formuliert	formulados	formulieren	formular	V;V.PTCP	V;MASC;PL;V.PTCP
formuliert	formuladas	formulieren	formular	V;V.PTCP	V;FEM;PL;V.PTCP
formuliert	formulou	formulieren	formular	V;V.PTCP	V;IND;SG;3;PST;FIN
formuliert	formulada	formulieren	formular	V;V.PTCP	V;FEM;SG;V.PTCP
formuliert	formulado	formulieren	formular	V;V.PTCP	V;MASC;SG;V.PTCP
wissenschaftlich	científico	wissenschaftlich	científico	ADJ	ADJ;MASC;SG
erziehung	paternidade	erziehung	paternidade	N;NOM;FEM;SG	N;FEM;SG
erziehung	educação	erziehung	educação	N;NOM;FEM;SG	N;FEM;SG
erziehung	ensino	erziehung	ensino	N;NOM;FEM;SG	N;MASC;SG
enge	estreita	eng	estreito	ADJ;NOM;FEM;SG	ADJ;FEM;SG
verbände	associações	verbänden	associação	N;NOM;PL	N;FEM;PL
verbände	federações	verbänden	federação	N;NOM;PL	N;FEM;PL
verbände	ligaduras	verbänden	ligadura	N;NOM;PL	N;FEM;PL
komplette	completos	komplett	completo	ADJ;NOM;FEM;PL	ADJ;MASC;PL
hilfreich	útil	hilfreich	útil	ADJ	ADJ;MASC;SG
hilfreich	útil	hilfreich	útil	ADJ	ADJ;MASC;SG
ansichten	vistas	ansichten	vestir	V;PL;FIN	V;FEM;PL;V.PTCP
gefangen	cativa	fangen	cativa	V;V.PTCP	V;IND;SG;3;PRS;FIN
gefangen	apanhada	fangen	apanhar	V;V.PTCP	V;FEM;SG;V.PTCP
gefangen	pego	fangen	pegar	V;V.PTCP	V;MASC;SG;V.PTCP
gefangen	apanhado	fangen	apanhar	V;V.PTCP	V;MASC;SG;V.PTCP
gefangen	apanhados	fangen	apanhar	V;V.PTCP	V;MASC;PL;V.PTCP
gefangen	capturado	fangen	capturar	V;V.PTCP	V;MASC;SG;V.PTCP
gefangen	capturaram	fangen	capturar	V;V.PTCP	V;IND;PL;3;FIN
gefangen	capturados	fangen	capturar	V;V.PTCP	V;MASC;PL;V.PTCP
gefangen	capturadas	fangen	capturar	V;V.PTCP	V;FEM;PL;V.PTCP
gefangen	capturada	fangen	capturar	V;V.PTCP	V;FEM;SG;V.PTCP
gefangen	encurralado	fangen	encurralar	V;V.PTCP	V;MASC;SG;V.PTCP
gefangen	preso	fangen	prender	V;V.PTCP	V;MASC;SG;V.PTCP
übernimmt	assume	übernehmen	assumir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
statue	efígie	statu	efígie	N;NOM;SG	N;FEM;SG
statue	estátua	statu	estátua	N;NOM;SG	N;FEM;SG
mythologie	mitologia	mythologie	mitologia	N;NOM;FEM;SG	N;FEM;SG
brachten	trouxeram	bringen	trouxer	V;IND;PL;3;PST;FIN	V;IND;PL;3;FIN
sobald	outrora	sobald	outrora	ADV	ADV
therapie	terapêutica	therapie	terapêutica	N;SG	N;FEM;SG
therapie	terapia	therapie	terapia	N;SG	N;FEM;SG
synonym	sinônimo	synonym	sinônimo	ADJ	ADJ;MASC;SG
synonym	sinónimo	synonym	sinónimo	ADJ	ADJ;MASC;SG
überflüssig	supérflua	überflüssig	supérflua	ADJ	ADJ;FEM;SG
überflüssig	supérfluo	überflüssig	supérfluo	ADJ	ADJ;MASC;SG
überflüssig	desnecessárias	überflüssig	desnecessário	ADJ	ADJ;FEM;PL
überflüssig	desnecessária	überflüssig	desnecessário	ADJ	ADJ;FEM;SG
überflüssig	desnecessário	überflüssig	desnecessário	ADJ	ADJ;MASC;SG
überflüssig	desnecessários	überflüssig	desnecessário	ADJ	ADJ;MASC;PL
überflüssig	redundante	überflüssig	redundante	ADJ	ADJ;MASC;SG
überflüssig	obsoleta	überflüssig	obsoleto	ADJ	ADJ;FEM;SG
überflüssig	obsoletas	überflüssig	obsoleto	ADJ	ADJ;FEM;PL
überflüssig	obsoleto	überflüssig	obsoleto	ADJ	ADJ;MASC;SG
erwartet	aguardava	erwarten	aguardar	V;V.PTCP	V;IND;SG;3;IPFV;FIN
erwartet	aguardado	erwarten	aguardar	V;V.PTCP	V;MASC;SG;V.PTCP
erwartet	esperando	erwarten	esperar	V;V.PTCP	V;V.MSDR
erwartet	esperava	erwarten	esperar	V;V.PTCP	V;IND;SG;3;IPFV;FIN
erwartet	esperado	erwarten	esperar	V;V.PTCP	V;MASC;SG;V.PTCP
erwartet	esperados	erwarten	esperar	V;V.PTCP	V;MASC;PL;V.PTCP
erwartet	esperada	erwarten	esperar	V;V.PTCP	V;FEM;SG;V.PTCP
erwartet	antecipado	erwarten	antecipar	V;V.PTCP	V;MASC;SG;V.PTCP
erwartet	antecipou	erwarten	antecipar	V;V.PTCP	V;IND;SG;3;PST;FIN
erzeugen	crie	erzeugen	criar	V;NFIN	V;SBJV;SG;3;PRS;FIN
erzeugen	criar	erzeugen	criar	V;NFIN	V;NFIN
erzeugen	cria	erzeugen	criar	V;NFIN	V;IND;SG;3;PRS;FIN
erzeugen	gerar	erzeugen	gerar	V;NFIN	V;NFIN
erzeugen	gerando	erzeugen	gerar	V;NFIN	V;V.MSDR
erzeugen	gerar	erzeugen	gerar	V;NFIN	V;NFIN
erzeugen	gera	erzeugen	gerar	V;NFIN	V;IND;SG;3;PRS;FIN
erzeugen	criando	erzeugen	criar	V;NFIN	V;V.MSDR
erzeugen	criar	erzeugen	criar	V;NFIN	V;NFIN
meinungen	vistas	meinungen	vestir	V;NFIN	V;FEM;PL;V.PTCP
flüsse	riachos	flüssen	riacho	N;NOM;MASC;PL	N;MASC;PL
flüsse	fluxos	flüssen	fluxo	N;NOM;MASC;PL	N;MASC;PL
flüsse	rios	flüssen	rio	N;NOM;MASC;PL	N;MASC;PL
global	global	global	global	ADJ	ADJ;MASC;SG
global	globais	global	global	ADJ	ADJ;MASC;PL
enden	termina	enden	terminar	V;NFIN	V;IND;SG;3;PRS;FIN
enden	encerrando	enden	encerrar	V;NFIN	V;V.MSDR
enden	terminando	enden	terminar	V;NFIN	V;V.MSDR
sachlich	factual	sachlich	factual	ADJ	ADJ;MASC;SG
verkaufen	vender	verkaufen	vender	V;NFIN	V;NFIN
verkaufen	vendo	verkaufen	ver	V;NFIN	V;V.MSDR
verkaufen	vende	verkaufen	vender	V;NFIN	V;IND;SG;3;PRS;FIN
verkaufen	vender	verkaufen	vender	V;NFIN	V;NFIN
verkaufen	vendendo	verkaufen	vender	V;NFIN	V;V.MSDR
teilnehmen	participando	teilnehmen	participar	V;NFIN	V;V.MSDR
teilnehmen	participar	teilnehmen	participar	V;NFIN	V;NFIN
teilnehmen	comparecer	teilnehmen	comparecer	V;NFIN	V;NFIN
teilnehmen	participe	teilnehmen	participe	V;NFIN	V;SBJV;SG;3;PRS;FIN
teilnehmen	participa	teilnehmen	participar	V;NFIN	V;IND;SG;3;PRS;FIN
teilnehmen	participem	teilnehmen	participar	V;NFIN	V;SBJV;PL;3;PRS;FIN
teilnehmen	participar	teilnehmen	participar	V;NFIN	V;NFIN
zulassung	autorização	zulassung	autorização	N	N;FEM;SG
zulassung	autorizações	zulassung	autorização	N	N;FEM;PL
zulassung	admissão	zulassung	admissão	N	N;FEM;SG
zulassung	acreditação	zulassung	acreditação	N	N;FEM;SG
zulassung	licenciamento	zulassung	licenciamento	N	N;MASC;SG
zulassung	licenças	zulassung	licença	N	N;FEM;PL
asteroid	asteróide	asteroid	asteróide	N;NOM;SG	N;MASC;SG
asteroid	asteroide	asteroid	asteroider	N;NOM;SG	N;MASC;SG
sammlungen	colecções	sammlung	colecção	N;NOM;FEM;PL	N;FEM;PL
sammlungen	coleções	sammlung	coleção	N;NOM;FEM;PL	N;FEM;PL
vorhandene	existentes	vorhanden	existente	ADJ;NOM;FEM;PL	ADJ;MASC;PL
schlechten	ruim	schlecht	ruim	ADJ	ADJ;MASC;SG
schlechten	mau	schlecht	mau	ADJ	ADJ;MASC;SG
schlechten	má	schlecht	má	ADJ	ADJ;FEM;SG
steine	stones	stein	stone	N	N;MASC;PL
steine	pedras	stein	pedra	N	N;FEM;PL
steine	tijolos	stein	tijolo	N	N;MASC;PL
steine	stone	stein	stone	N	N;MASC;SG
steine	pedra	stein	pedra	N	N;FEM;SG
steine	pedras	stein	pedra	N	N;FEM;PL
steine	ladrilhos	stein	ladrilho	N	N;MASC;PL
steine	telhas	stein	telho	N	N;FEM;PL
steine	azulejos	stein	azulejo	N	N;MASC;PL
steine	peças	stein	peça	N	N;FEM;PL
steine	rochedos	stein	rochedo	N	N;MASC;PL
steine	pedras	stein	pedra	N	N;FEM;PL
steine	rochas	stein	rocha	N	N;FEM;PL
steine	rocks	stein	rock	N	N;MASC;SG
entscheidend	decisivo	entscheidend	decisivo	ADJ	ADJ;MASC;SG
entscheidend	determinante	entscheidend	determinante	ADJ	ADJ;MASC;SG
entscheidend	decisiva	entscheidend	decisivo	ADJ	ADJ;FEM;SG
entscheidend	cruciais	entscheidend	crucial	ADJ	ADJ;MASC;PL
entscheidend	crucial	entscheidend	crucial	ADJ	ADJ;MASC;SG
gemessen	medidos	messen	medido	V;V.PTCP	V;MASC;PL;V.PTCP
gemessen	medido	messen	medido	V;V.PTCP	V;MASC;SG;V.PTCP
historisches	histórico	historisch	histórico	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
historisches	histórica	historisch	histórico	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
historisches	histórico	historisch	histórico	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
historisches	histórica	historisch	histórico	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
schwach	fracos	schwach	fraco	ADJ	ADJ;MASC;PL
schwach	fraco	schwach	fraco	ADJ	ADJ;MASC;SG
schwach	fraca	schwach	fraco	ADJ	ADJ;FEM;SG
schwach	fracas	schwach	fraco	ADJ	ADJ;FEM;PL
zusätzlichen	adicional	zusätzlich	adicional	ADJ	ADJ;MASC;SG
zusätzlichen	adicionais	zusätzlich	adicional	ADJ	ADJ;MASC;PL
gefällt	curtido	gefallen	curtido	V;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP
gefällt	gostar	gefallen	gostar	V;IND;SG;3;PRS;FIN	V;NFIN
gefällt	curtindo	gefallen	curtir	V;IND;SG;3;PRS;FIN	V;V.MSDR
gefällt	curtir	gefallen	curtir	V;IND;SG;3;PRS;FIN	V;NFIN
gefällt	curte	gefallen	curte	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
gefällt	gosta	gefallen	gostar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
vorstellen	introduzir	vorstellen	introduzir	V;NFIN	V;NFIN
vorstellen	imagina	vorstellen	imaginar	V;NFIN	V;IND;SG;3;PRS;FIN
vorstellen	imaginem	vorstellen	imaginar	V;NFIN	V;SBJV;PL;3;PRS;FIN
vorstellen	imaginar	vorstellen	imaginar	V;NFIN	V;NFIN
vorstellen	imagine	vorstellen	imaginar	V;NFIN	V;SBJV;SG;3;PRS;FIN
erreichbar	acessível	erreichbar	acessível	ADJ	ADJ;MASC;SG
erreichbar	acessíveis	erreichbar	acessível	ADJ	ADJ;MASC;PL
erreichbar	realizável	erreichbar	realizável	ADJ	ADJ;MASC;SG
durchschnittlich	médio	durchschnittlich	médio	ADJ	ADJ;MASC;SG
traditionelle	tradicionais	traditionell	tradicional	ADJ;NOM;FEM;PL	ADJ;MASC;PL
ergänzung	complementar	Ergänzung	complementar	ADJ	ADJ;MASC;SG
enthielt	contido	enthalten	contido	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
enthielt	contida	enthalten	conter	V;IND;SG;3;PST;FIN	V;FEM;SG;V.PTCP
dorthin	ali	dorthin	ali	ADV	ADV
dorthin	aí	dorthin	aí	ADV	ADV
dorthin	lá	dorthin	lá	ADV	ADV
erkannt	detectadas	erkennen	detectar	V;V.PTCP	V;FEM;PL;V.PTCP
erkannt	detectada	erkennen	detectar	V;V.PTCP	V;FEM;SG;V.PTCP
erkannt	detectado	erkennen	detectar	V;V.PTCP	V;MASC;SG;V.PTCP
erkannt	detectados	erkennen	detectar	V;V.PTCP	V;MASC;PL;V.PTCP
erkannt	reconhecido	erkennen	reconhecer	V;V.PTCP	V;MASC;SG;V.PTCP
