एक	один	एक	один	NUM	NUM;NOM;MASC
प्रधानता	приоритет	प्रधानता	приоритет	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
जला	сжечь	जला	сжечь	V;SG;V.PTCP;ACT	V;PFV;NFIN;ACT
जला	гореть	जला	гореть	V;SG;V.PTCP;ACT	V;IPFV;NFIN;ACT
शिष्यों	учеников	शिष्य	ученик	N;ACC;MASC;PL;3	N;ANIM;ACC;MASC;PL
पूर्वजों	предков	पूर्वज	предок	N;ACC;MASC;PL;3	N;ANIM;ACC;MASC;PL
वाल्व	клапан	वाल्व	клапан	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
धोखा	обмануть	धोखा	обмануть	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;NFIN;ACT
धोखा	обманул	धोखा	обмануть	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
अर्जेंटीना	аргентина	अर्जेंटीना	аргентина	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
परिप्रेक्ष्य	перспектива	परिप्रेक्ष्य	перспектива	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
इंसान	человек	इंसान	человек	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
अलगाव	изоляция	अलगाव	изоляция	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
वादा	обещание	वादा	обещание	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
चालीस	сорок	चालीस	сорок	NUM	NUM;NOM
चालीस	сорока	चालीस	сорок	NUM	NUM;NOM
सौदा	сделка	सौदा	сделка	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
सुनवाई	слух	सुनवाई	слух	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
सुनवाई	слушание	सुनवाई	слушание	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
विजेताओं	победителей	विजेता	победитель	N;ACC;MASC;PL;3	N;ANIM;ACC;MASC;PL
प्रतियां	компиляции	प्रति	компиляция	N;NOM;FEM;PL;3	N;INAN;NOM;FEM;PL
प्रतियां	копии	प्रति	копия	N;NOM;FEM;PL;3	N;INAN;NOM;FEM;PL
प्रतियां	экземпляры	प्रति	экземпляр	N;NOM;FEM;PL;3	N;INAN;NOM;MASC;PL
सीमाएँ	диапазоны	सीमा	диапазон	N;NOM;FEM;PL;3	N;INAN;NOM;MASC;PL
सीमाएँ	границы	सीमा	граница	N;NOM;FEM;PL;3	N;INAN;NOM;FEM;PL
सीमाएँ	пределы	सीमा	предел	N;NOM;FEM;PL;3	N;INAN;NOM;MASC;PL
अधिकांशतः	преимущественно	अधिकांशतः	преимущественно	ADV	ADV
संध्या	ив	संध्या	ив	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
संध्या	ева	संध्या	ева	N;NOM;FEM;SG;3	N;ANIM;NOM;FEM;SG
संध्या	вечер	संध्या	вечер	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
मोटा	толстый	मोटा	толстый	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
मोटा	толстая	मोटा	толстый	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
मोटा	толстый	मोटा	толстый	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
मोटा	толстая	मोटा	толстый	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
मोटा	жирный	मोटा	жирный	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
वरदान	благословение	वरदान	благословение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
दुख	страдание	दुख	страдание	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
नमी	влажность	नमी	влажность	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
संग्रहण	хранение	संग्रहण	хранение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
संग्रहण	хранения	संग्रहण	хранение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
संग्रहण	хранилище	संग्रहण	хранилище	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
संग्रहण	склад	संग्रहण	склад	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
संग्रहण	коллекция	संग्रहण	коллекция	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
संग्रहण	сбор	संग्रहण	сбор	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
राष्ट्रवाद	национализм	राष्ट्रवाद	национализм	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
समर्पण	самоотверженность	समर्पण	самоотверженность	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
समर्पण	посвящение	समर्पण	посвящение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
आलोचनात्मक	критическая	आलोचनात्मक	критический	ADJ;NOM	ADJ;NOM;FEM;SG
आलोचनात्मक	критические	आलोचनात्मक	критический	ADJ;NOM	ADJ;NOM;PL
आलोचनात्मक	критическое	आलोचनात्मक	критический	ADJ;NOM	ADJ;NOM;NEUT;SG
आलोचनात्मक	критический	आलोचनात्मक	критический	ADJ;NOM	ADJ;NOM;MASC;SG
प्रतिस्पर्धी	конкурент	प्रतिस्पर्धी	конкурент	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
आयरन	утюг	आयरन	утюг	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
आयरन	железо	आयरन	железо	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
स्टाफ	персонал	स्टाफ	персонал	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
फिल्टर	фильтр	फिल्टर	фильтр	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
जटिलता	сложность	जटिलता	сложность	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
देखिये	посмотреть	देखिया	смотреть	V;IND;SG;3;FIN;ACT	V;PFV;NFIN;ACT
देखिये	смотреть	देखिया	смотреть	V;IND;SG;3;FIN;ACT	V;IPFV;NFIN;ACT
कटाई	урожай	कटाई	урожай	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
चमड़े	кожа	चमड़ा	кожа	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
अनुपालन	соблюдение	अनुपालन	соблюдение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
हफ्ते	неделя	हफ्ता	неделя	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
प्रतिज्ञा	залог	प्रतिज्ञा	залог	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
वास्तुकार	архитектор	वास्तुकार	архитектор	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
चयापचय	метаболизм	चयापचय	метаболизм	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
कनेक्शन	связь	कनेक्शन	связь	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
कनेक्शन	подключение	कनेक्शन	подключение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
कनेक्शन	соединение	कनेक्शन	соединение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
खाया	съел	खा	съесть	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
अस्त्र	астра	अस्त्र	астрый	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
माइक्रोफोन	микрофон	माइक्रोफोन	микрофон	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
जुड़वां	близнец	जुड़वां	близнец	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
विडियो	видео	विडियो	видео	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
गोले	выстрелы	गोला	выстрел	N;NOM;MASC;PL;3	N;INAN;NOM;MASC;PL
गोले	снаряды	गोला	снаряд	N;NOM;MASC;PL;3	N;INAN;NOM;MASC;PL
मंजिल	пол	मंजिल	пол	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
मंजिल	этаж	मंजिल	этаж	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
मूर्तियां	идолы	मूर्ति	идол	N;NOM;FEM;PL;3	N;ANIM;NOM;MASC;PL
ट्रॉफी	трофей	ट्रॉफी	трофей	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
दुरुपयोग	надругательство	दुरुपयोग	надругательство	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
दुरुपयोग	злоупотребление	दुरुपयोग	злоупотребление	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
पुनर्जागरण	возрождение	पुनर्जागरण	возрождение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
कंट्रोल	контроль	कंट्रोल	контроль	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
कंट्रोल	управление	कंट्रोल	управление	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
कंट्रोल	ctrl	कंट्रोल	ctrl	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
पाउडर	порошок	पाउडर	порошок	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
पाउडर	порох	पाउडर	порох	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
समाजवाद	социализм	समाजवाद	социализм	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
समाजवाद	социологии	समाजवाद	социология	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
संगमरमर	мрамор	संगमरमर	мрамор	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
सेक्स	секс	सेक्स	секс	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
वीरता	героизм	वीरता	героизм	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
वीरता	храбрость	वीरता	храбрость	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
वीरता	доблесть	वीरता	доблесть	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
गतिशीलता	мобильность	गतिशीलता	мобильность	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
पत्ती	лист	पत्ती	лист	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
पत्ती	пэтти	पत्ती	пэтть	N;NOM;FEM;SG;3	N;ANIM;NOM;FEM;SG
पत्ती	патти	पत्ती	патти	N;NOM;FEM;SG;3	N;ANIM;NOM;FEM;SG
हिम	снег	हिम	снег	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
हिम	сноу	हिम	сноу	N;NOM;MASC;SG;3	N;ANIM;NOM;FEM;SG
कब्ज़ा	хранение	कब्ज़ा	хранение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
कब्ज़ा	владение	कब्ज़ा	владение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
कब्ज़ा	обладание	कब्ज़ा	обладание	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
कब्ज़ा	поглощение	कब्ज़ा	поглощение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
हस्तांतरण	передача	हस्तांतरण	передача	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
हस्तांतरण	перенос	हस्तांतरण	перенос	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
हस्तांतरण	трансфер	हस्तांतरण	трансфер	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
हस्तांतरण	передача	हस्तांतरण	передача	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
हस्तांतरण	транспорт	हस्तांतरण	транспорт	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
हस्तांतरण	перевозка	हस्तांतरण	перевозка	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
लॉजिक	логика	लॉजिक	логика	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
टकराव	столкновение	टकराव	столкновение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
टकराव	столкновение	टकराव	столкновение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
धुरी	поворот	धुरी	поворот	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
धुरी	ось	धुरी	ось	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
धुरी	ось	धुरी	ось	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
घोड़ा	лошадь	घोड़ा	лошадь	N;NOM;MASC;SG;3	N;ANIM;NOM;FEM;SG
घोड़ा	лошадка	घोड़ा	лошадка	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
घोड़ा	конь	घोड़ा	конь	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
वीर्य	сперма	वीर्य	сперма	N;NOM;MASC;SG;3	N;ANIM;NOM;FEM;SG
वीर्य	семя	वीर्य	семя	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
दर्रा	пропуск	दर्रा	пропуск	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
दर्रा	пас	दर्रा	пас	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
गैलेक्सी	галактика	गैलेक्सी	галактика	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
गैलेक्सी	гэлакси	गैलेक्सी	гэлакс	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
वरीयता	предпочтение	वरीयता	предпочтение	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
वरीयता	предпочтение	वरीयता	предпочтение	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
पहलवान	борец	पहलवान	борец	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
दूरदर्शी	телескоп	दूरदर्शी	телескоп	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
शुक्राणु	сперма	शुक्राणु	сперма	N;NOM;MASC;SG;3	N;ANIM;NOM;FEM;SG
लीवर	рычаг	लीवर	рычаг	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
वज़न	вес	वज़न	вес	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
भेड़	овца	भेड़	овца	N;NOM;MASC;SG;3	N;ANIM;NOM;FEM;SG
इकाइयाँ	подразделения	इकाई	подразделение	N;NOM;FEM;PL;3	N;INAN;NOM;NEUT;PL
इकाइयाँ	единицы	इकाई	единица	N;NOM;FEM;PL;3	N;INAN;NOM;FEM;PL
सस्ते	дешевые	सस्ता	дешевый	ADJ;NOM;MASC;PL	ADJ;NOM;PL
सक्रियता	активность	सक्रियता	активность	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
सक्रियता	деятельность	सक्रियता	деятельность	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
निवेशक	инвестор	निवेशक	инвестор	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
विनियमन	регламент	विनियमन	регламент	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
विनियमन	регулирование	विनियमन	регулирование	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
कब्जे	хранение	कब्जा	хранение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
कब्जे	владение	कब्जा	владение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
कब्जे	обладание	कब्जा	обладание	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
रॉकेट	ракета	रॉकेट	ракета	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
चूर्ण	шлак	चूर्ण	шлак	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
चूर्ण	порошок	चूर्ण	порошок	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
चूर्ण	порох	चूर्ण	порох	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
बॉस	босс	बॉस	босс	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
बसें	автобусы	बस	автобус	N;NOM;FEM;PL;3	N;INAN;NOM;MASC;PL
खुफिया	интеллект	खुफिया	интеллект	N;NOM;MASC	N;INAN;NOM;MASC;SG
खुफिया	разведка	खुफिया	разведка	N;NOM;MASC	N;INAN;NOM;FEM;SG
खुफिया	разведки	खुफिया	разведка	N;NOM;MASC	N;INAN;NOM;FEM;SG
नलिका	трубка	नलिका	трубка	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
आन्तरिक	внутренние	आन्तरिक	внутренний	ADJ;NOM	ADJ;NOM;PL
आन्तरिक	внутренняя	आन्तरिक	внутренний	ADJ;NOM	ADJ;NOM;FEM;SG
आन्तरिक	внутренний	आन्तरिक	внутренний	ADJ;NOM	ADJ;NOM;MASC;SG
आन्तरिक	внутреннее	आन्तरिक	внутренний	ADJ;NOM	ADJ;NOM;NEUT;SG
चौदह	четырнадцать	चौदह	четырнадцать	NUM	NUM;NOM
छपाई	напечатать	छपाई	печатать	V;PFV;FEM;SG;V.PTCP;ACT	V;PFV;NFIN;ACT
छपाई	распечатать	छपाई	распечатать	V;PFV;FEM;SG;V.PTCP;ACT	V;PFV;NFIN;ACT
सर्दी	холод	सर्दी	холод	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
सर्दी	зима	सर्दी	зима	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
सर्दी	винтер	सर्दी	винтер	N;NOM;FEM;SG;3	N;ANIM;NOM;MASC;SG
घना	плотный	घना	плотный	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
घना	плотная	घना	плотный	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
सच्चाई	истина	सच्चाई	истина	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
आदत	привычка	आदत	привычка	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
आज़ादी	свобода	आज़ादी	свобода	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
पुण्य	добродетель	पुण्य	добродетель	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
स्विच	переключатель	स्विच	переключатель	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
स्विच	переключение	स्विच	переключение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
प्राध्यापक	профессор	प्राध्यापक	профессор	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
प्राध्यापक	преподаватель	प्राध्यापक	преподаватель	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
ताजा	свежее	ताजा	свежий	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
ताजा	свежий	ताजा	свежий	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
ताजा	свежая	ताजा	свежий	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
झरने	водопад	झरना	водопад	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
भिक्षु	монах	भिक्षु	монах	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
भिक्षु	монк	भिक्षु	монк	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
नेपोलियन	наполеон	नेपोलियन	наполеон	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
बोझ	бремя	बोझ	бремя	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
बोझ	бремя	बोझ	бремя	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
अंडरटेकर	гробовщик	अंडरटेकर	гробовщик	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
पूंछ	хвост	पूंछ	хвост	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
मंडी	мэнди	मंडी	мэнди	N;NOM;FEM;SG;3	N;ANIM;NOM;FEM;SG
मेमोरियल	мемориал	मेमोरियल	мемориал	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
आयुर्विज्ञान	медицина	आयुर्विज्ञान	медицина	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
आयुर्विज्ञान	лекарство	आयुर्विज्ञान	лекарство	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
अनुमोदन	одобрение	अनुमोदन	одобрение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
अनुमोदन	утверждение	अनुमोदन	утверждение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
सूअर	свинья	सूअर	свинья	N;NOM;MASC;SG;3	N;ANIM;NOM;FEM;SG
पोत	судно	पोत	судно	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
पोत	сосуд	पोत	сосуд	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
सौदे	сделки	सौदा	сделка	N;NOM;MASC;PL;3	N;INAN;NOM;FEM;PL
मोटाई	толщина	मोटाई	толщина	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
दृढ़ता	упорство	दृढ़ता	упорство	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
दृढ़ता	настойчивость	दृढ़ता	настойчивость	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
दृढ़ता	стойкость	दृढ़ता	стойкость	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
बीजगणित	алгебра	बीजगणित	алгебр	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
मानसून	муссон	मानसून	муссон	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
हेक्टेयर	гектар	हेक्टेयर	гектар	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
रचनाएं	творения	रचना	творение	N;NOM;FEM;PL;3	N;INAN;NOM;NEUT;PL
रचनाएं	составы	रचना	состав	N;NOM;FEM;PL;3	N;INAN;NOM;MASC;PL
रचनाएं	композиции	रचना	композиция	N;NOM;FEM;PL;3	N;INAN;NOM;FEM;PL
सपने	сны	सपना	сон	N;NOM;MASC;PL;3	N;INAN;NOM;MASC;PL
सपने	мечты	सपना	мечта	N;NOM;MASC;PL;3	N;INAN;NOM;FEM;PL
वॉल	стена	वॉल	стена	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
वॉल	уолл	वॉल	уолл	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
महत्ता	важность	महत्ता	важность	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
महानगर	метрополитен	महानगर	метрополитный	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
मैनेजर	менеджер	मैनेजर	менеджер	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
कार्निवल	карнавал	कार्निवल	карнавал	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
पाइप	трубка	पाइप	трубка	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
पाइप	труба	पाइप	труба	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
त्रिभुज	орёл	त्रिभुज	ореть	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
त्रिभुज	орел	त्रिभुज	орести	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
त्रिभुज	треугольник	त्रिभुज	треугольник	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
खलनायक	злодей	खलनायक	злодь	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
रूम	комната	रूम	комната	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
जज	судья	जज	судья	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
व्यवसायिक	профессия	व्यवसायिक	профессия	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
डालर	доллар	डालर	доллар	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
छद्म	псевдо	छद्म	псевдо		
निशाना	мишень	निशाना	мишень	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
निशाना	цель	निशाना	цель	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
ऑटोमोबाइल	автомобиль	ऑटोमोबाइल	автомобиль	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
राउंड	раунд	राउंड	раунд	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
रोमांटिक	романтик	रोमांटिक	романтик	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
रोमांटिक	романтика	रोमांटिक	романтика	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
सूप	суп	सूप	суп	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
उत्परिवर्तन	мутации	उत्परिवर्तन	мутация	N;NOM;MASC;PL;3	N;INAN;NOM;FEM;PL
मैट्रिक्स	матрица	मैट्रिक्स	матрица	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
क्षुद्रग्रह	астероид	क्षुद्रग्रह	астероид	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
आसमान	небо	आसमान	небо	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
आसमान	небо	आसमान	небо	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
क्रियाएँ	мероприятия	क्रिया	мероприятие	N;NOM;FEM;PL;3	N;INAN;NOM;NEUT;PL
क्रियाएँ	глаголы	क्रिया	глагол	N;NOM;FEM;PL;3	N;INAN;NOM;MASC;PL
क्रियाएँ	действия	क्रिया	действие	N;NOM;FEM;PL;3	N;INAN;NOM;NEUT;PL
क्रियाएँ	меры	क्रिया	мера	N;NOM;FEM;PL;3	N;INAN;NOM;FEM;PL
क्रियाएँ	действия	क्रिया	действие	N;NOM;FEM;PL;3	N;INAN;NOM;NEUT;PL
सुविधाजनक	удобный	सुविधाजनक	удобный	ADJ	ADJ;NOM;MASC;SG
सुविधाजनक	удобно	सुविधाजनक	удобный	ADJ	ADJ;NEUT;SG
सुविधाजनक	удобная	सुविधाजनक	удобный	ADJ	ADJ;NOM;FEM;SG
सुविधाजनक	удобное	सुविधाजनक	удобный	ADJ	ADJ;NOM;NEUT;SG
फेसबुक	фейсбук	फेसबुक	фейсбук	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
फेसबुक	facebook	फेसबुक	facebook	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
चोर	воровка	चोर	воровка	N;NOM;MASC;SG;3	N;ANIM;NOM;FEM;SG
चोर	вор	चोर	вор	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
भेजी	отправил	भेज	отправить	V;PFV;FEM;SG;V.PTCP;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
भेजी	отправила	भेज	отправить	V;PFV;FEM;SG;V.PTCP;ACT	V;PFV;FEM;IND;SG;PST;FIN;ACT
भेजी	послал	भेज	послать	V;PFV;FEM;SG;V.PTCP;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
कमेटी	комитет	कमेटी	комитет	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
मौजूदगी	присутствие	मौजूदगी	присутствие	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
दोस्ती	дружба	दोस्ती	дружба	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
पंप	насос	पंप	насос	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
दाने	зерна	दाना	зерно	N;NOM;MASC;PL;3	N;INAN;NOM;NEUT;PL
आश्वासन	утешение	आश्वासन	утешение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
नक्काशी	гравировка	नक्काशी	гравировка	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
विचलन	отклонение	विचलन	отклонение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
जलाशय	бассейн	जलाशय	бассейн	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
टूल	сервис	टूल	сервис	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
