ψωμί	pão	ψωμί	pão	N;NOM;NEUT;SG	N;MASC;SG
πατέρες	pais	πατέρα	pai	N;NOM;MASC;PL	N;MASC;PL
γαλάζιο	blue	γαλάζιος	blue	N;NOM;NEUT;SG	N;MASC;SG
γαλάζιο	azul	γαλάζιος	azul	N;NOM;NEUT;SG	N;MASC;SG
γαλάζιο	azure	γαλάζιος	azure	N;NOM;NEUT;SG	N;MASC;SG
οικολογία	ecologia	οικολογία	ecologia	N;NOM;FEM;SG	N;FEM;SG
πτώμα	body	πτώμα	body	N;NOM;NEUT;SG	N;MASC;SG
πτώμα	corpo	πτώμα	corpo	N;NOM;NEUT;SG	N;MASC;SG
πτώμα	cadáver	πτώμα	cadáver	N;NOM;NEUT;SG	N;MASC;SG
διασπορά	dispersão	διασπορά	dispersão	N;NOM;FEM;SG	N;FEM;SG
διασπορά	variância	διασπορά	variância	N;NOM;FEM;SG	N;FEM;SG
διασπορά	dispersão	διασπορά	dispersão	N;NOM;FEM;SG	N;FEM;SG
διασπορά	difusão	διασπορά	difusão	N;NOM;FEM;SG	N;FEM;SG
διασπορά	divulgação	διασπορά	divulgação	N;NOM;FEM;SG	N;FEM;SG
διασπορά	disseminação	διασπορά	disseminação	N;NOM;FEM;SG	N;FEM;SG
καύση	queimadura	καύση	queimadura	N;NOM;FEM;SG	N;FEM;SG
καύση	burn	καύση	burn	N;NOM;FEM;SG	N;MASC;SG
καύση	queima	καύση	queima	N;NOM;FEM;SG	N;FEM;SG
καύση	combustão	καύση	combustão	N;NOM;FEM;SG	N;FEM;SG
καύση	queima	καύση	queima	N;NOM;FEM;SG	N;FEM;SG
καύση	incineração	καύση	incineração	N;NOM;FEM;SG	N;FEM;SG
υπόγειο	underground	υπόγειο	underground	N;NOM;NEUT;SG	N;MASC;SG
υπόγειο	subterrânea	υπόγειο	subterrânea	N;NOM;NEUT;SG	N;FEM;SG
υπόγειο	porão	υπόγειο	porão	N;NOM;NEUT;SG	N;MASC;SG
υπόγειο	cave	υπόγειο	caver	N;NOM;NEUT;SG	N;MASC;SG
ποινές	penalidades	ποινή	penalidade	N;NOM;FEM;PL	N;FEM;PL
ποινές	penalizações	ποινή	penalização	N;NOM;FEM;PL	N;FEM;PL
ποινές	sanções	ποινή	sanção	N;NOM;FEM;PL	N;FEM;PL
ποινές	frases	ποινή	frase	N;NOM;FEM;PL	N;FEM;PL
ποινές	sentenças	ποινή	sentença	N;NOM;FEM;PL	N;FEM;PL
αντίστροφο	inverso	αντίστροφος	inverso	N;NOM;NEUT;SG	N;MASC;SG
αντίστροφο	inversa	αντίστροφος	inverso	N;NOM;NEUT;SG	N;FEM;SG
αντίστροφο	inverso	αντίστροφος	inverso	N;NOM;NEUT;SG	N;MASC;SG
παρέχοντας	proporcionando	παρέχω	proporcionar	V;IPFV;V.CVB;ACT	V;V.MSDR
παρέχοντας	fornecendo	παρέχω	fornecer	V;IPFV;V.CVB;ACT	V;V.MSDR
ανοίγματα	aberturas	ανόιγμα	abertura	N;NOM;NEUT;PL	N;FEM;PL
κρύο	frio	κρύο	frio	N;NOM;NEUT;SG	N;MASC;SG
κρύο	cold	κρύο	cold	N;NOM;NEUT;SG	N;MASC;SG
κρύο	fria	κρύο	fria	N;NOM;NEUT;SG	N;FEM;SG
διάλογος	diálogo	διάλογος	diálogo	N;NOM;MASC;SG	N;MASC;SG
διάλογος	diálogo	διάλογος	diálogo	N;NOM;MASC;SG	N;MASC;SG
διάλογος	janela	διάλογος	janela	N;NOM;MASC;SG	N;FEM;SG
φορώντας	vestindo	φορώ	vestir	V;IPFV;V.CVB;ACT	V;V.MSDR
εδα	dyp	εδα	dyp	N	N;MASC;SG
χαλκό	cobre	χαλκός	cobre	N;NOM;NEUT;SG	N;MASC;SG
ουρουγουάης	uruguai	ουρουγουάος	urugual	N;GEN;FEM;SG	N;MASC;SG
χαρακτηρισμός	designação	χαρακτηρισμός	designação	N;NOM;MASC;SG	N;FEM;SG
χαρακτηρισμός	denominação	χαρακτηρισμός	denominação	N;NOM;MASC;SG	N;FEM;SG
χαρακτηρισμός	caracterização	χαρακτηρισμός	caracterização	N;NOM;MASC;SG	N;FEM;SG
χαρακτηρισμός	caracterização	χαρακτηρισμός	caracterização	N;NOM;MASC;SG	N;FEM;SG
τρύπες	furos	τρύπος	furo	N;NOM;FEM;PL	N;MASC;PL
τρύπες	orifícios	τρύπος	orifício	N;NOM;FEM;PL	N;MASC;PL
τρύπες	buracos	τρύπος	buraco	N;NOM;FEM;PL	N;MASC;PL
άμμο	areia	άμμος	areiar	N;NOM;FEM;SG	N;FEM;SG
αποθήκες	armazéns	απόθηκα	armazém	N;NOM;FEM;PL	N;MASC;PL
αποθήκες	entrepostos	απόθηκα	entrepor	N;NOM;FEM;PL	N;MASC;PL
πλάσμα	plasma	πλάσμα	plasma	N;NOM;NEUT;SG	N;MASC;SG
πλάσμα	criatura	πλάσμα	criatura	N;NOM;NEUT;SG	N;FEM;SG
κλειδιά	chaves	κλειδιά	chave	N;NOM;NEUT;PL	N;MASC;PL
κλειδιά	teclas	κλειδιά	tecla	N;NOM;NEUT;PL	N;FEM;PL
ισλαμικό	islâmico	ισλαμικός	islâmico	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
δικαστής	juíz	δικαστής	juíz	N;NOM;MASC;SG	N;MASC;SG
δικαστής	juíza	δικαστής	juíza	N;NOM;MASC;SG	N;FEM;SG
δικαστής	juiz	δικαστής	juiz	N;NOM;MASC;SG	N;MASC;SG
δικαστής	magistrado	δικαστής	magistrado	N;NOM;MASC;SG	N;MASC;SG
φρούρια	fortalezas	φρούριο	fortaleza	N;NOM;NEUT;PL	N;FEM;PL
δυνατά	alto	δυνατός	alto	ADV	ADV
μήκη	comprimentos	μήκη	comprimento	N;NOM;NEUT;PL	N;MASC;PL
τοπολογία	topologia	τοπολογία	topologia	N;NOM;FEM;SG	N;FEM;SG
πράσινοι	verduras	πράσινος	verdura	N;NOM;MASC;PL	N;FEM;PL
πράσινοι	verdes	πράσινος	verdes	N;NOM;MASC;PL	N;MASC;PL
άξονες	eixos	άξονας	eixo	N;NOM;MASC;PL	N;MASC;PL
άξονες	machados	άξονας	machado	N;NOM;MASC;PL	N;MASC;PL
άξονες	eixos	άξονας	eixo	N;NOM;MASC;PL	N;MASC;PL
αυτοκινητόδρομος	autoestrada	αυτοκινητόδρομος	autoestrada	N;NOM;MASC;SG	N;FEM;SG
αυτοκινητόδρομος	highway	αυτοκινητόδρομος	highway	N;NOM;MASC;SG	N;MASC;SG
αυτοκινητόδρομος	rodovia	αυτοκινητόδρομος	rodovia	N;NOM;MASC;SG	N;FEM;SG
αυτοκινητόδρομος	autoestrada	αυτοκινητόδρομος	autoestrada	N;NOM;MASC;SG	N;FEM;SG
αυτοκινητόδρομος	estrada	αυτοκινητόδρομος	estrada	N;NOM;MASC;SG	N;FEM;SG
βίβλο	biblia	βίβλος	biblia	N;NOM;FEM;SG	N;FEM;SG
βίβλο	bíblia	βίβλος	bíblia	N;NOM;FEM;SG	N;FEM;SG
υποδιαιρέσεις	subdivisões	υποδιαίρεση	subdivisão	N;NOM;FEM;PL	N;FEM;PL
υποσχέθηκε	prometido	υπόσχομαι	prometer	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;V.PTCP
υποσχέθηκε	prometida	υπόσχομαι	prometer	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;SG;V.PTCP
υποσχέθηκε	prometeu	υπόσχομαι	prometer	V;PFV;IND;SG;3;PST;FIN;PASS	V;IND;SG;3;PST;FIN
σχεδιαστές	designers	σχεδιαστής	designer	N;NOM;MASC;PL	N;MASC;PL
σχεδιαστές	estilistas	σχεδιαστής	estilista	N;NOM;MASC;PL	N;MASC;PL
σχεδιαστές	planejadores	σχεδιαστής	planejador	N;NOM;MASC;PL	N;MASC;PL
λευκορωσίας	bielorrussa	λευκορωσία	bielorrussa	N;GEN;FEM;SG	N;FEM;SG
λευκορωσίας	bielorrusso	λευκορωσία	bielorrusso	N;GEN;FEM;SG	N;MASC;SG
αναλογίες	proporções	αναλογία	proporção	N;NOM;FEM;PL	N;FEM;PL
αναλογίες	rácios	αναλογία	rácios	N;NOM;FEM;PL	N;MASC;PL
δωρεές	donativos	δωρεός	donativo	N;NOM;FEM;PL	N;MASC;PL
δωρεές	doações	δωρεός	doação	N;NOM;FEM;PL	N;FEM;PL
μεσοποταμία	mesopotâmia	μεσοποταμία	mesopotâmia	N;ACC;FEM;SG	N;FEM;SG
νοσοκομεία	hospitais	νοσοκομείο	hospital	N;NOM;NEUT;PL	N;MASC;PL
καρδινάλιος	cardeal	καρδινάλιος	cardeal	N;NOM;MASC;SG	N;MASC;SG
καρδινάλιος	cardinal	καρδινάλιος	cardinal	N;NOM;MASC;SG	N;MASC;SG
παραδοσιακός	tradicional	παραδοσιακός	tradicional	ADJ;NOM;MASC;SG	ADJ;MASC;SG
αποφασιστική	decisivo	αποφασιστικός	decisivo	ADJ;NOM;FEM;SG	ADJ;MASC;SG
αποφασιστική	determinante	αποφασιστικός	determinante	ADJ;NOM;FEM;SG	ADJ;MASC;SG
αποφασιστική	decisiva	αποφασιστικός	decisivo	ADJ;NOM;FEM;SG	ADJ;FEM;SG
επιλεγμένα	selecionadas	επιλεγμένα	selecionar	V;PFV;NOM;NEUT;PL;V.PTCP;PASS	V;FEM;PL;V.PTCP
επιλεγμένα	selecionados	επιλεγμένα	selecionar	V;PFV;NOM;NEUT;PL;V.PTCP;PASS	V;MASC;PL;V.PTCP
αγγελική	angelical	αγγελικός	angelical	ADJ;NOM;FEM;SG	ADJ;MASC;SG
προτιμήσεις	preferências	προτίμηση	preferência	N;NOM;FEM;PL	N;FEM;PL
έλξης	tracção	έλξη	tracção	N;GEN;FEM;SG	N;FEM;SG
έλξης	tração	έλξη	tração	N;GEN;FEM;SG	N;FEM;SG
έλξης	atracção	έλξη	atracção	N;GEN;FEM;SG	N;FEM;SG
έλξης	atração	έλξη	atração	N;GEN;FEM;SG	N;FEM;SG
ψήφισαν	votaram	ψηφίζω	votar	V;PFV;IND;PL;3;PST;FIN;ACT	V;IND;PL;3;FIN
ομαλή	suave	ομαλός	suave	ADJ;NOM;FEM;SG	ADJ;MASC;SG
κληρικοί	clérigos	κληρικός	clérigo	N;NOM;MASC;PL	N;MASC;PL
εξυπηρέτηση	serviço	εξυπηρέτηση	serviço	N;ACC;FEM;SG	N;MASC;SG
παραμύθια	contos	παράμυθιος	conto	N;NOM;NEUT;PL	N;MASC;PL
ενορίες	freguesias	ενορία	freguesia	N;NOM;FEM;PL	N;FEM;PL
ενορίες	paróquias	ενορία	paróquia	N;NOM;FEM;PL	N;FEM;PL
κανόνια	canhões	κανόνι	canhão	N;NOM;NEUT;PL	N;MASC;PL
κανόνια	canhões	κανόνι	canhão	N;NOM;NEUT;PL	N;MASC;PL
γάμους	casamentos	γάμος	casamento	N;NOM;MASC;PL	N;MASC;PL
γάμους	casamentos	γάμος	casamento	N;NOM;MASC;PL	N;MASC;PL
μελετήσει	estudou	μελετώ	estudar	V;PFV;NFIN;ACT	V;IND;SG;3;PST;FIN
μελετήσει	estudados	μελετώ	estudar	V;PFV;NFIN;ACT	V;MASC;PL;V.PTCP
μελετήσει	estudado	μελετώ	estudar	V;PFV;NFIN;ACT	V;MASC;SG;V.PTCP
μελετήσει	estudada	μελετώ	estudar	V;PFV;NFIN;ACT	V;FEM;SG;V.PTCP
φαινομενικά	ostensivamente	φαινομενικά	ostensivamente	ADV	ADV
φαινομενικά	aparentemente	φαινομενικά	aparentemente	ADV	ADV
παρασκευάζεται	fabricado	παρασκευάζω	fabricar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;V.PTCP
παρασκευάζεται	fabricada	παρασκευάζω	fabricar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;SG;V.PTCP
γλυκά	rebuçados	γλυκά	rebuçado	N;NOM;NEUT;PL	N;MASC;PL
γλυκά	doces	γλυκά	doce	N;NOM;NEUT;PL	N;MASC;PL
γλυκά	bombons	γλυκά	bombom	N;NOM;NEUT;PL	N;MASC;PL
γλυκά	doces	γλυκά	doce	N;NOM;NEUT;PL	N;MASC;PL
γλυκά	doces	γλυκά	doce	N;NOM;NEUT;PL	N;MASC;PL
αδριατική	adriático	αδριατικός	adriático	ADJ;NOM;FEM;SG	ADJ;MASC;SG
ταφή	enterro	ταφής	enterro	N;ACC;FEM;SG	N;MASC;SG
εκπομπών	emissões	εκπομπή	emissão	N;GEN;FEM;PL	N;FEM;PL
εκπομπών	emissões	εκπομπή	emissão	N;GEN;FEM;PL	N;FEM;PL
φλοιό	casca	φλοιός	casca	N;NOM;NEUT;SG	N;FEM;SG
φλοιό	córtex	φλοιός	córtex	N;NOM;NEUT;SG	N;MASC;SG
ομιλητές	falantes	ομιλητής	falante	N;NOM;MASC;PL	N;MASC;PL
ομιλητές	oradores	ομιλητής	orador	N;NOM;MASC;PL	N;MASC;PL
πρωταγωνίστρια	protagonista	πρωταγωνίστρια	protagonista	N;NOM;FEM;SG	N;MASC;SG
πεπερασμένο	finita	πεπερώσμενος	finita	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
εισοδήματος	renda	εισόδημα	renda	N;GEN;NEUT;SG	N;FEM;SG
εισοδήματος	rendimento	εισόδημα	rendimento	N;GEN;NEUT;SG	N;MASC;SG
μετανάστευσε	emigrou	μεταναστεύω	emigrar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
μεγαλώνει	crescendo	μεγαλώνω	crescender	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.MSDR
μεγαλώνει	cresce	μεγαλώνω	crescer	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
κόλπους	vaginas	κόλπος	vagina	N;ACC;MASC;PL	N;FEM;PL
κόλπους	baías	κόλπος	baía	N;ACC;MASC;PL	N;FEM;PL
συνδρομή	assistência	συνδρομή	assistência	N;ACC;FEM;SG	N;FEM;SG
συνδρομή	subscrição	συνδρομή	subscrição	N;ACC;FEM;SG	N;FEM;SG
συνδρομή	assinatura	συνδρομή	assinatura	N;ACC;FEM;SG	N;FEM;SG
καππαδοκίας	capadócia	καππαδοκία	capadócia	N;GEN;FEM;SG	N;FEM;SG
παραδόθηκαν	entregues	παραδίδω	entregar	V;PFV;IND;PL;3;PST;FIN;PASS	V;MASC;PL;V.PTCP
παραδόθηκαν	devolvidas	παραδίδω	devolver	V;PFV;IND;PL;3;PST;FIN;PASS	V;FEM;PL;V.PTCP
πεδιάδες	planícies	πεδιάδα	planície	N;NOM;FEM;PL	N;FEM;PL
κορμό	tronco	κορμός	tronco	N;ACC;MASC;SG	N;MASC;SG
κορμό	torso	κορμός	torso	N;ACC;MASC;SG	N;MASC;SG
ακυρώθηκε	cancelado	ακυρώνω	cancelar	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;V.PTCP
ακυρώθηκε	cancelou	ακυρώνω	cancelar	V;PFV;IND;SG;3;PST;FIN;PASS	V;IND;SG;3;PST;FIN
ακυρώθηκε	cancelada	ακυρώνω	cancelar	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;SG;V.PTCP
ακυρώθηκε	cancelado	ακυρώνω	cancelar	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;V.PTCP
ακυρώθηκε	cancelou	ακυρώνω	cancelar	V;PFV;IND;SG;3;PST;FIN;PASS	V;IND;SG;3;PST;FIN
ακυρώθηκε	cancelada	ακυρώνω	cancelar	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;SG;V.PTCP
δραματικά	drasticamente	δραματικά	drasticamente	ADV	ADV
δραματικά	dramaticamente	δραματικά	dramaticamente	ADV	ADV
κατάλαβε	compreender	καταλαβαίνω	compreender	V;PFV;IND;SG;3;PST;FIN;ACT	V;NFIN
κατάλαβε	entender	καταλαβαίνω	entender	V;PFV;IND;SG;3;PST;FIN;ACT	V;NFIN
αμμωνία	amônia	αμμωνία	amônia	N;NOM;FEM;SG	N;FEM;SG
αμμωνία	amónio	αμμωνία	amónio	N;NOM;FEM;SG	N;MASC;SG
αμμωνία	amónia	αμμωνία	amónia	N;NOM;FEM;SG	N;FEM;SG
διευκολύνει	facilita	διευκολύνω	facilitar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
διευκολύνει	facilitar	διευκολύνω	facilitar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN
τρότσκι	trotsky	τρότσκι	trotsky	N;NOM;MASC;SG	N;MASC;SG
αρετή	virtude	αρετός	virtude	N;NOM;FEM;SG	N;FEM;SG
ηφαίστεια	vulcões	ηφαίστεια	vulcão	N;NOM;NEUT;PL	N;MASC;PL
κωμωδίες	comédias	κωμώδία	comédia	N;NOM;FEM;PL	N;FEM;PL
αντικαθιστά	substitui	αντικάθιστώ	substituir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
εντυπώσεις	impressões	εντύπωση	impressão	N;NOM;FEM;PL	N;FEM;PL
θεμελιώδεις	fundamentais	θεμελίωδη	fundamental	N;NOM;FEM;PL	N;MASC;PL
θρύλο	legend	θρύλος	legend	N;ACC;MASC;SG	N;MASC;SG
θρύλο	lenda	θρύλος	lenda	N;ACC;MASC;SG	N;FEM;SG
θρύλο	legenda	θρύλος	legenda	N;ACC;MASC;SG	N;FEM;SG
προτροπή	cta	προτροπή	cta	N;ACC;FEM;SG	N;MASC;SG
δεκαέξι	dezesseis	δεκαέξι	dezessel	NUM;NOM;MASC;PL	NUM
δεκαέξι	dezasseis	δεκαέξι	dezassel	NUM;NOM;MASC;PL	NUM
ορίσει	designar	ορίζω	designar	V;PFV;NFIN;ACT	V;NFIN
κομητείες	condados	κομητεία	condar	N;NOM;FEM;PL	N;MASC;PL
ψάχνει	olhando	ψάχνω	olhar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.MSDR
ψάχνει	procurando	ψάχνω	procurar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.MSDR
εκκεντρότητα	excentricidade	εκκεντρότητα	excentricidade	N;ACC;FEM;SG	N;FEM;SG
διάσωσης	salvamento	διάσωση	salvamento	N;GEN;FEM;SG	N;MASC;SG
διάσωσης	resgate	διάσωση	resgate	N;GEN;FEM;SG	N;MASC;SG
δασκάλους	professoras	δάσκαλος	professora	N;ACC;MASC;PL	N;FEM;PL
δασκάλους	professores	δάσκαλος	professor	N;ACC;MASC;PL	N;MASC;PL
απαγορεύει	proíbe	απαγορεύω	proibir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
απαγορεύει	proíbe	απαγορεύω	proibir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
ευτυχία	felicidade	ευτυχία	felicidade	N;NOM;FEM;SG	N;FEM;SG
κρεβάτι	cama	κρεβάτι	cama	N;NOM;NEUT;SG	N;FEM;SG
μειονέκτημα	deficiência	μειονέκτημα	deficiência	N;NOM;NEUT;SG	N;FEM;SG
μειονέκτημα	handicap	μειονέκτημα	handicap	N;NOM;NEUT;SG	N;MASC;SG
μειονέκτημα	desvantagem	μειονέκτημα	desvantagem	N;NOM;NEUT;SG	N;FEM;SG
μειονέκτημα	desvantagem	μειονέκτημα	desvantagem	N;NOM;NEUT;SG	N;FEM;SG
υποβιβαστεί	rebaixado	υποβιβάζω	rebaixar	V;PFV;NFIN;PASS	V;MASC;SG;V.PTCP
βέλος	flecha	βέλος	flecha	N;NOM;NEUT;SG	N;FEM;SG
βέλος	seta	βέλος	seta	N;NOM;NEUT;SG	N;FEM;SG
βέλος	arrow	βέλος	arrow	N;NOM;NEUT;SG	N;MASC;SG
μαγεία	mágica	μαγείο	mágico	N;ACC;FEM;SG	N;FEM;SG
μαγεία	mágico	μαγείο	mágico	N;ACC;FEM;SG	N;MASC;SG
μαγεία	magic	μαγείο	magic	N;ACC;FEM;SG	N;MASC;SG
μαγεία	magia	μαγείο	magia	N;ACC;FEM;SG	N;FEM;SG
μαγεία	feitiçaria	μαγείο	feitiçaria	N;ACC;FEM;SG	N;FEM;SG
μαγεία	bruxaria	μαγείο	bruxaria	N;ACC;FEM;SG	N;FEM;SG
εστιάζει	incide	εστιάζω	incidir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
θερμά	calorosamente	θερμά	calorosamente	ADV	ADV
ικανή	capaz	ικανός	capaz	ADJ;NOM;FEM;SG	ADJ;MASC;SG
απομνημονεύματα	memórias	απομνημόνευμα	memória	N;NOM;NEUT;PL	N;FEM;PL
βίκι	vicky	βίκι	vicky	N;NOM;FEM;SG	N;FEM;SG
βίκι	vicki	βίκι	vicki	N;NOM;FEM;SG	N;MASC;SG
βίκι	vicky	βίκι	vicky	N;NOM;FEM;SG	N;FEM;SG
μήνας	mês	μήνας	mês	N;NOM;MASC;SG	N;MASC;SG
ανεπίσημα	oficiosamente	ανεπίσημα	oficiosamente	ADV	ADV
φυσιολογικά	normalmente	φυσιολογικά	normalmente	ADV	ADV
στάθμη	nivel	στάθμη	nivel	N;ACC;FEM;SG	N;MASC;SG
στάθμη	nível	στάθμη	nível	N;ACC;FEM;SG	N;MASC;SG
στάθμη	level	στάθμη	level	N;ACC;FEM;SG	N;MASC;SG
απότομα	bruscamente	απότομα	bruscamente	ADV	ADV
απότομα	acentuadamente	απότομα	acentuadamente	ADV	ADV
απότομα	abruptamente	απότομα	abruptamente	ADV	ADV
δικηγόροι	juristas	δικηγόρος	jurista	N;NOM;MASC;PL	N;MASC;PL
δικηγόροι	advogados	δικηγόρος	advogado	N;NOM;MASC;PL	N;MASC;PL
κατάλοιπα	resíduos	κατάλοιπος	resíduo	N;NOM;NEUT;PL	N;MASC;PL
σπουδαστές	alunos	σπουδαστής	aluno	N;NOM;MASC;PL	N;MASC;PL
σπουδαστές	estudantes	σπουδαστής	estudante	N;NOM;MASC;PL	N;MASC;PL
παύση	pausar	παύση	pausar	N;ACC;FEM;SG	N;MASC;SG
παύση	pausa	παύση	pausa	N;ACC;FEM;SG	N;FEM;SG
αργίες	feriados	αργία	feriado	N;NOM;FEM;PL	N;MASC;PL
αργίες	férias	αργία	férias	N;NOM;FEM;PL	N;FEM;PL
εισαγγελέας	promotor	εισαγγελέας	promotor	N;NOM;MASC;SG	N;MASC;SG
εισαγγελέας	procurador	εισαγγελέας	procurador	N;NOM;MASC;SG	N;MASC;SG
περιστάσεις	circunstancias	περίσταση	circunstancia	N;NOM;FEM;PL	N;FEM;PL
περιστάσεις	circunstâncias	περίσταση	circunstância	N;NOM;FEM;PL	N;FEM;PL
κατοικούσε	residiu	κατοικώ	residir	V;IPFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
χωρισμένη	divorciada	χωρίζω	divorciar	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
χωρισμένη	divorciado	χωρίζω	divorciar	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
διαφορετικοί	diferentes	διαφορετικός	diferente	ADJ;NOM;MASC;PL	ADJ;MASC;PL
συμβολική	simbólica	συμβολικός	simbólico	ADJ;NOM;FEM;SG	ADJ;FEM;SG
συμβολική	simbólico	συμβολικός	simbólico	ADJ;NOM;FEM;SG	ADJ;MASC;SG
ρύζι	rice	ρύζι	rice	N;NOM;NEUT;SG	N;MASC;SG
ρύζι	arroz	ρύζι	arroz	N;NOM;NEUT;SG	N;MASC;SG
αποζημίωση	indemnização	αποζημίωση	indemnização	N;ACC;FEM;SG	N;FEM;SG
αποζημίωση	compensação	αποζημίωση	compensação	N;ACC;FEM;SG	N;FEM;SG
κόμβος	nó	κόμβος	nó	N;NOM;MASC;SG	N;MASC;SG
κόμβος	nódulo	κόμβος	nódulo	N;NOM;MASC;SG	N;MASC;SG
κόμβος	hub	κόμβος	hub	N;NOM;MASC;SG	N;MASC;SG
επιθυμητό	desejável	επιθυμητός	desejável	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
πρίγκηπας	principe	πρίγκηπας	principe	N;NOM;MASC;SG	N;MASC;SG
πρίγκηπας	prince	πρίγκηπας	prince	N;NOM;MASC;SG	N;MASC;SG
πρίγκηπας	príncipe	πρίγκηπας	príncipe	N;NOM;MASC;SG	N;MASC;SG
κωμικός	cômico	κωμικός	cômico	ADJ;NOM;MASC;SG	ADJ;MASC;SG
τομέ	tomé	τομέ	tomé	N	N;MASC;SG
κρατήρα	cratera	κρατήρα	craterar	N;ACC;MASC;SG	N;FEM;SG
υποδομές	infraestruturas	υποδομή	infraestrutura	N;NOM;FEM;PL	N;FEM;PL
υποδομές	infraestruturas	υποδομή	infraestrutura	N;NOM;FEM;PL	N;FEM;PL
καθοριστικό	decisivo	καθοριστικός	decisivo	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
καθοριστικό	determinante	καθοριστικός	determinante	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
καθοριστικό	decisiva	καθοριστικός	decisivo	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
εβδομαδιαία	semanal	εβδομαδιαίος	semanal	ADJ;NOM;FEM;SG	ADJ;MASC;SG
καθορίζουν	definir	καθορίζω	definir	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;NFIN
πλούσιος	rico	πλούσιος	rico	ADJ;NOM;MASC;SG	ADJ;MASC;SG
πλούσιος	rica	πλούσιος	rico	ADJ;NOM;MASC;SG	ADJ;FEM;SG
παρακολούθησης	acompanhamento	παρακολούθηση	acompanhamento	N;GEN;FEM;SG	N;MASC;SG
παρακολούθησης	monitorização	παρακολούθηση	monitorização	N;GEN;FEM;SG	N;FEM;SG
παρακολούθησης	monitoramento	παρακολούθηση	monitoramento	N;GEN;FEM;SG	N;MASC;SG
ευημερία	prosperidade	ευημερία	prosperidade	N;NOM;FEM;SG	N;FEM;SG
φυματίωση	tuberculose	φυματίωση	tuberculose	N;NOM;FEM;SG	N;FEM;SG
βρυξελλών	bruxelas	βρύξελλος	bruxela	N;GEN;MASC;PL	N;FEM;PL
υποκατηγορίες	subcategorias	υποκατηγορία	subcategoria	N;NOM;FEM;PL	N;FEM;PL
προηγήθηκε	precedida	προηγούμαι	preceder	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;SG;V.PTCP
προηγήθηκε	precedeu	προηγούμαι	preceder	V;PFV;IND;SG;3;PST;FIN;PASS	V;IND;SG;3;PST;FIN
προηγήθηκε	precedido	προηγούμαι	preceder	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;V.PTCP
ανάσταση	ressurreição	ανάσταση	ressurreição	N;ACC;FEM;SG	N;FEM;SG
απασχόληση	emprego	απασχόληση	emprego	N;ACC;FEM;SG	N;MASC;SG
κληρονόμησε	herdou	κληρονομώ	herdar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
κληρονόμησε	herdado	κληρονομώ	herdar	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;V.PTCP
αδελφότητα	irmandade	αδελφότητα	irmandade	N;ACC;FEM;SG	N;FEM;SG
αδελφότητα	fraternidade	αδελφότητα	fraternidade	N;ACC;FEM;SG	N;FEM;SG
αδελφότητα	fraternidade	αδελφότητα	fraternidade	N;ACC;FEM;SG	N;FEM;SG
αδελφότητα	irmandade	αδελφότητα	irmandade	N;ACC;FEM;SG	N;FEM;SG
συντηρητικό	conservadora	συντηρητικός	conservador	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
συντηρητικό	conservador	συντηρητικός	conservador	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
