per	pre	per	pre	ADP	ADP;ACC
marine	námorníci	marina	námorník	N;FEM;PL	N;ANIM;NOM;MASC;PL
marine	mariňákov	marina	mariňák	N;FEM;PL	N;ANIM;ACC;MASC;PL
radici	korene	radice	korene	N;FEM;PL	N;INAN;NOM;MASC;PL
radici	koreňov	radice	koreň	N;FEM;PL	N;INAN;GEN;MASC;PL
creando	vytvára	creare	vytvárať	V;V.MSDR	V;IPFV;IND;SG;3;POS;PRS;FIN
vietnam	vietnam	vietnam	vieton	N;MASC;SG	N;ANIM;NOM;MASC;SG
diavolo	diabla	diavolo	diabol	N;MASC;SG	N;ANIM;NOM;MASC;SG
diavolo	čert	diavolo	čert	N;MASC;SG	N;ANIM;NOM;MASC;SG
diavolo	diabol	diavolo	diabnuť	N;MASC;SG	N;ANIM;NOM;MASC;SG
tommy	tommyho	tommy	tomey	N	N;ANIM;ACC;MASC;SG
seguita	nasledovala	seguire	nasledovať	V;FEM;SG;PST;V.PTCP	V;IPFV;FEM;SG;POS;PST;V.PTCP
seguita	nasledovalo	seguire	nasledovať	V;FEM;SG;PST;V.PTCP	V;IPFV;NEUT;SG;POS;PST;V.PTCP
seguita	sledoval	seguire	sledovať	V;FEM;SG;PST;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
round	kolo	round	kolo	N;MASC	N;NOM;NEUT;SG
round	kola	round	kolo	N;MASC	N;NOM;NEUT;PL
colombia	kolumbia	colombia	kolumbí	N;FEM;SG	N;NOM;FEM;SG
colombia	columbia	colombia	columbí	N;FEM;SG	N;NOM;FEM;SG
colombia	kolumbii	colombia	kolumbí	N;FEM;SG	N;DAT;FEM;SG
colombia	kolumbia	colombia	kolumbí	N;FEM;SG	N;NOM;FEM;SG
dichiarazione	prehlásenie	dichiarazione	prehlásenie	N;FEM;SG	N;NOM;NEUT;SG
dichiarazione	výkaz	dichiarazione	výkaz	N;FEM;SG	N;INAN;NOM;MASC;SG
dichiarazione	vyhlásenie	dichiarazione	vyhlásenie	N;FEM;SG	N;NOM;NEUT;SG
dichiarazione	vyjadrenie	dichiarazione	vyjadrenie	N;FEM;SG	N;NOM;NEUT;SG
dichiarazione	deklaráciu	dichiarazione	deklarácia	N;FEM;SG	N;ACC;FEM;SG
dichiarazione	deklarácia	dichiarazione	deklarácia	N;FEM;SG	N;NOM;FEM;SG
dichiarazione	vyhlásenie	dichiarazione	vyhlásenie	N;FEM;SG	N;NOM;NEUT;SG
dichiarazione	prehlásenie	dichiarazione	prehlásenie	N;FEM;SG	N;NOM;NEUT;SG
georgia	gruzínska	georgia	gruzínsky	N;FEM;SG	N;NOM;FEM;SG
georgia	gruzínsko	georgia	gruzínsko	N;FEM;SG	N;NOM;NEUT;SG
esperti	odborníci	esperto	odborník	N;MASC;PL	N;ANIM;NOM;MASC;PL
esperti	odborníkov	esperto	odborník	N;MASC;PL	N;ANIM;ACC;MASC;PL
esperti	expertov	esperto	expert	N;MASC;PL	N;INAN;GEN;MASC;PL
esperti	experti	esperto	expert	N;MASC;PL	N;ANIM;NOM;MASC;PL
ampiamente	extenzívne	ampiamente	extenzívne	ADV	ADV
ampiamente	široko	ampiamente	široko	ADV	ADV
signori	páni	signore	pán	N;MASC;PL	N;ANIM;NOM;MASC;PL
signori	pánov	signore	pán	N;MASC;PL	N;ANIM;ACC;MASC;PL
ginevra	ženeve	ginevra	ženev	N;FEM;SG	N;INAN;NOM;MASC;SG
serbo	srbská	serbo	srbský	ADJ;MASC;SG	ADJ;NOM;FEM;SG
serbo	srbskom	serbo	srbský	ADJ;MASC;SG	ADJ;INS;NEUT;SG
serbo	srbskej	serbo	srbský	ADJ;MASC;SG	ADJ;GEN;FEM;SG
difendere	obhajovať	difendere	obhajovať	V;NFIN	V;IPFV;POS;NFIN
difendere	brániť	difendere	brániť	V;NFIN	V;IPFV;POS;NFIN
difendere	ubrániť	difendere	ubrániť	V;NFIN	V;PFV;POS;NFIN
difendere	obhájiť	difendere	obhájiť	V;NFIN	V;PFV;POS;NFIN
architetture	architektúry	architettura	architektúra	N;FEM;PL	N;NOM;FEM;PL
architetture	architektúry	architettura	architektúra	N;FEM;PL	N;NOM;FEM;PL
denti	zubami	dente	zub	N;MASC;PL	N;INAN;INS;MASC;PL
denti	zubov	dente	zub	N;MASC;PL	N;INAN;GEN;MASC;PL
denti	zuby	dente	zub	N;MASC;PL	N;INAN;NOM;MASC;PL
niccolò	niccolò	niccolare	niccolò	N;MASC;SG	N;ANIM;NOM;MASC;SG
equilibrio	zostatok	equilibrio	zostatok	N;MASC;SG	N;INAN;NOM;MASC;SG
equilibrio	rovnováha	equilibrio	rovnováhať	N;MASC;SG	N;NOM;FEM;SG
equilibrio	vyváženie	equilibrio	vyváženie	N;MASC;SG	N;NOM;NEUT;SG
equilibrio	saldo	equilibrio	saldo	N;MASC;SG	N;INAN;NOM;MASC;SG
equilibrio	rovnováhu	equilibrio	rovnováha	N;MASC;SG	N;ACC;FEM;SG
equilibrio	vyváženosť	equilibrio	vyváženosť	N;MASC;SG	N;NOM;FEM;SG
equilibrio	rovnováha	equilibrio	rovnováhať	N;MASC;SG	N;NOM;FEM;SG
continente	kontinente	continente	kontinent	N;MASC;SG	N;INAN;NOM;MASC;SG
continente	kontinent	continente	kontinent	N;MASC;SG	N;INAN;NOM;MASC;SG
continente	kontinentu	continente	kontinent	N;MASC;SG	N;INAN;GEN;MASC;SG
tipicamente	zvyčajne	tipicamente	zvyčajne	ADV	ADV
tipicamente	typicky	tipicamente	typicky	ADV	ADV
side	strana	sida	strana	N	N;NOM;FEM;SG
iniziare	začať	iniziare	začať	V;NFIN	V;PFV;POS;NFIN
iniziare	začnite	iniziare	začať	V;NFIN	V;PFV;IMP;PL;2;POS;FIN
iniziare	spustiť	iniziare	spustiť	V;NFIN	V;PFV;POS;NFIN
archeologico	archeologického	archeologico	archeologický	ADJ;MASC;SG	ADJ;GEN;NEUT;SG
archeologico	archeologické	archeologico	archeologický	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
critici	kritici	critico	kritica	N;MASC;PL	N;ANIM;NOM;MASC;PL
luisa	louisa	luisa	louis	N;FEM;SG	N;ANIM;ACC;MASC;SG
luisa	luisa	luisa	luisa	N;FEM;SG	N;ANIM;NOM;MASC;SG
luisa	louisa	luisa	louis	N;FEM;SG	N;ANIM;ACC;MASC;SG
luisa	louise	luisa	louis	N;FEM;SG	N;NOM;FEM;SG
veicolo	vozidla	veicolo	vozidnúť	N;MASC;SG	N;NOM;NEUT;SG
veicolo	vozidlo	veicolo	vozidnúť	N;MASC;SG	N;NOM;NEUT;SG
insetti	chyby	insetto	chyba	N;MASC;PL	N;NOM;FEM;PL
insetti	chýb	insetto	chýb	N;MASC;PL	N;GEN;FEM;PL
insetti	chrobákov	insetto	chrobák	N;MASC;PL	N;ANIM;GEN;MASC;PL
insetti	chrobáky	insetto	chrobák	N;MASC;PL	N;INAN;NOM;MASC;PL
isabella	isabel	isabella	isabel	N;FEM;SG	N;NOM;FEM;SG
isabella	isabella	isabella	isabello	N;FEM;SG	N;NOM;FEM;SG
sviluppare	rozvíjať	sviluppare	rozvíjať	V;NFIN	V;IPFV;POS;NFIN
sviluppare	vyvíjať	sviluppare	vyvíjať	V;NFIN	V;IPFV;POS;NFIN
sviluppare	vyvinúť	sviluppare	vyvinúť	V;NFIN	V;PFV;POS;NFIN
sviluppare	rozvinúť	sviluppare	rozvinúť	V;NFIN	V;PFV;POS;NFIN
scudetto	scudetto	scudetto	scudetto	N;MASC;SG	N;INAN;NOM;MASC;SG
scudetto	zástavkou	scudetto	zástavka	N;MASC;SG	N;INS;FEM;SG
discutere	prebrať	discutere	prebrať	V;NFIN	V;PFV;POS;NFIN
discutere	diskutovať	discutere	diskutovať	V;NFIN	V;IPFV;POS;NFIN
discutere	prediskutovať	discutere	prediskutovať	V;NFIN	V;PFV;POS;NFIN
lawrence	lawrence	lawrence	lawrenie	N;MASC;SG	N;ANIM;NOM;MASC;SG
cristianesimo	kresťanstvo	cristianesimo	kresťanstvo	N;MASC;SG	N;NOM;NEUT;SG
calciatori	futbalisti	calciatore	futbalista	N;MASC;PL	N;ANIM;NOM;MASC;PL
times	krát	times	krát	N	N;NOM;MASC;PL
times	časy	times	čas	N	N;INAN;NOM;MASC;PL
patriota	patriot	patriota	patriot	N;SG	N;ANIM;NOM;MASC;SG
venerdì	piatok	venerdì	piatok	N;MASC	N;INAN;NOM;MASC;SG
gallo	gallus	gallo	gallus	N;MASC;SG	N;ANIM;NOM;MASC;SG
gallo	kohút	gallo	kohút	N;MASC;SG	N;ANIM;NOM;MASC;SG
cacciatorpediniere	torpédoborce	cacciatorpediniere	torpédoborec	N;MASC;PL	N;INAN;NOM;MASC;PL
messicano	mexické	messicano	mexický	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
messicano	mexický	messicano	mexický	ADJ;MASC;SG	ADJ;ANIM;NOM;MASC;SG
richiesto	požiadal	richiedere	požiadať	V;MASC;SG;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
mail	mail	mail	maiť	N	N;INAN;NOM;MASC;SG
mail	pošta	mail	pošta	N	N;NOM;FEM;SG
familiare	známe	familiare	známy	ADJ;SG	ADJ;NOM;NEUT;SG
familiare	rodinná	familiare	rodinný	ADJ;SG	ADJ;NOM;FEM;SG
scudo	štít	scudo	štít	N;MASC;SG	N;INAN;NOM;MASC;SG
scudo	štít	scudo	štít	N;MASC;SG	N;INAN;NOM;MASC;SG
precisione	presnosť	precisione	presnosť	N;FEM;SG	N;NOM;FEM;SG
precisione	správnosť	precisione	správnosť	N;FEM;SG	N;NOM;FEM;SG
precisione	presnosť	precisione	presnosť	N;FEM;SG	N;NOM;FEM;SG
vedova	vdova	vedova	vdova	N;FEM;SG	N;NOM;FEM;SG
curva	krivku	curva	krivka	N;FEM;SG	N;ACC;FEM;SG
curva	krivka	curva	krivka	N;FEM;SG	N;NOM;FEM;SG
angel	anjelik	angel	anjelik	N;MASC;SG	N;ANIM;NOM;MASC;SG
angel	anjela	angel	anjelať	N;MASC;SG	N;ANIM;ACC;MASC;SG
angel	anjel	angel	anjel	N;MASC;SG	N;ANIM;NOM;MASC;SG
scaduto	vypršala	scadere	vypršať	V;MASC;SG;PST;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
scaduto	skončila	scadere	skončiť	V;MASC;SG;PST;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
manchester	manchester	manchestere	manchester	N;MASC	N;INAN;NOM;MASC;SG
marche	značiek	marca	značka	N;FEM;PL	N;GEN;FEM;PL
marche	značky	marca	značka	N;FEM;PL	N;NOM;FEM;PL
marche	pochody	marca	pochoda	N;FEM;PL	N;INAN;NOM;MASC;PL
minima	minimálny	minimo	minimálny	ADJ;FEM;SG	ADJ;INAN;NOM;MASC;SG
minima	minimálna	minimo	minimálny	ADJ;FEM;SG	ADJ;NOM;FEM;SG
minima	minimálny	minimo	minimálny	ADJ;FEM;SG	ADJ;INAN;NOM;MASC;SG
minima	minimálna	minimo	minimálny	ADJ;FEM;SG	ADJ;NOM;FEM;SG
memorie	pamäte	memoria	pamäť	N;FEM;PL	N;NOM;FEM;PL
memorie	spomienky	memoria	spomienka	N;FEM;PL	N;NOM;FEM;PL
memorie	memoáre	memoria	memoár	N;FEM;PL	N;INAN;NOM;MASC;PL
russi	rusov	russo	rus	N;MASC;PL	N;INAN;GEN;MASC;PL
russi	rusi	russo	rus	N;MASC;PL	N;ANIM;NOM;MASC;PL
russi	rusom	russo	rus	N;MASC;PL	N;ANIM;DAT;MASC;PL
meccanismo	mechanizmus	meccanismo	mechanizmus	N;MASC;SG	N;INAN;NOM;MASC;SG
esteri	estery	estero	ester	N;MASC;PL	N;INAN;NOM;MASC;PL
esteri	esterov	estero	ester	N;MASC;PL	N;INAN;GEN;MASC;PL
pagamento	vyplatenie	pagamento	vyplatenie	N;MASC;SG	N;NOM;NEUT;SG
pagamento	platbu	pagamento	platba	N;MASC;SG	N;ACC;FEM;SG
pagamento	platba	pagamento	platba	N;MASC;SG	N;NOM;FEM;SG
arrivati	prišli	arrivare	prísť	V;MASC;PL;PST;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
arrivati	dorazili	arrivare	doraziť	V;MASC;PL;PST;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
profonda	hlboké	profondo	hlboký	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
crede	verí	credere	veriť	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
testamento	vôľa	testamento	vôľa	N;MASC;SG	N;NOM;FEM;SG
testamento	zákone	testamento	zákon	N;MASC;SG	N;INAN;NOM;MASC;SG
ricevere	prijímať	ricevere	prijímať	V;NFIN	V;IPFV;POS;NFIN
ricevere	prijímajú	ricevere	prijímať	V;NFIN	V;IPFV;IND;PL;3;POS;PRS;FIN
ricevere	dostávať	ricevere	dostávať	V;NFIN	V;IPFV;POS;NFIN
ricevere	prijať	ricevere	prijať	V;NFIN	V;PFV;POS;NFIN
paesaggio	krajina	paesaggio	krajina	N;MASC;SG	N;NOM;FEM;SG
gonzález	gonzález	gonzález	gonzález	N;MASC;SG	N;ANIM;NOM;MASC;SG
roman	romana	roman	romana	N;MASC;SG	N;NOM;FEM;SG
dirige	usmerňuje	dirigere	usmerňovať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
dirige	riadi	dirigere	riadiť	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
tracciato	koľaj	tracciato	koľať	N;MASC;SG	N;NOM;FEM;SG
tracciato	trať	tracciato	trať	N;MASC;SG	N;NOM;FEM;SG
tracciato	cestu	tracciato	cesta	N;MASC;SG	N;ACC;FEM;SG
tracciato	trasa	tracciato	triasť	N;MASC;SG	N;NOM;FEM;SG
tracciato	cesta	tracciato	cesta	N;MASC;SG	N;NOM;FEM;SG
tracciato	chodník	tracciato	chodník	N;MASC;SG	N;INAN;NOM;MASC;SG
soluzioni	roztoky	soluzione	roztok	N;FEM;PL	N;INAN;NOM;MASC;PL
soluzioni	riešenia	soluzione	riešenie	N;FEM;PL	N;NOM;NEUT;PL
cena	večera	cena	večer	N;FEM;SG	N;INAN;GEN;MASC;SG
cena	večere	cena	večer	N;FEM;SG	N;NOM;FEM;SG
cena	večera	cena	večer	N;FEM;SG	N;INAN;GEN;MASC;SG
cena	večeru	cena	večera	N;FEM;SG	N;ACC;FEM;SG
rurale	vidieckeho	rurale	vidiecky	ADJ;SG	ADJ;GEN;NEUT;SG
rurale	vidiecke	rurale	vidiecky	ADJ;SG	ADJ;NOM;NEUT;SG
ospiti	hostí	ospite	hostiť	N;PL	N;ANIM;ACC;MASC;PL
ospiti	hosťom	ospite	hosť	N;PL	N;ANIM;DAT;MASC;PL
ospiti	hostia	ospite	hosť	N;PL	N;ANIM;NOM;MASC;PL
giornate	dní	giornata	deň	N;FEM;PL	N;INAN;GEN;MASC;PL
giornate	dňoch	giornata	deň	N;FEM;PL	N;INAN;GEN;MASC;PL
giornate	dni	giornata	deň	N;FEM;PL	N;INAN;NOM;MASC;PL
victoria	viktória	victoria	viktória	N;FEM;SG	N;NOM;FEM;SG
victoria	viktoria	victoria	viktoriť	N;FEM;SG	N;NOM;FEM;SG
victoria	victoria	victoria	victoriť	N;FEM;SG	N;NOM;FEM;SG
volley	volej	volley	volý	N;MASC	N;INAN;NOM;MASC;SG
volley	volejbal	volley	volejbať	N;MASC	N;INAN;NOM;MASC;SG
ebraico	židovské	ebraico	židovský	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
ebraico	židovský	ebraico	židovský	ADJ;MASC;SG	ADJ;ANIM;NOM;MASC;SG
musei	múzeá	museo	múzeum	N;MASC;PL	N;NOM;NEUT;PL
musei	múzea	museo	múzeum	N;MASC;PL	N;NOM;NEUT;PL
coscienza	svedomie	coscienza	svedomie	N;FEM;SG	N;NOM;NEUT;SG
coscienza	vedomie	coscienza	vedomie	N;FEM;SG	N;NOM;NEUT;SG
stabilire	nadviazať	stabilire	nadviazať	V;NFIN	V;PFV;POS;NFIN
stabilire	zriadiť	stabilire	zriadiť	V;NFIN	V;PFV;POS;NFIN
baia	záliv	baia	záliv	N;FEM;SG	N;INAN;NOM;MASC;SG
baia	zátoke	baia	zátoka	N;FEM;SG	N;DAT;FEM;SG
baia	zálive	baia	záliva	N;FEM;SG	N;NOM;FEM;SG
baia	záliv	baia	záliv	N;FEM;SG	N;INAN;NOM;MASC;SG
blocchi	bloky	blocco	blok	N;MASC;PL	N;INAN;NOM;MASC;PL
blocchi	blokov	blocco	blok	N;MASC;PL	N;INAN;GEN;MASC;PL
produttori	výrobcovia	produttore	výrobec	N;MASC;PL	N;ANIM;NOM;MASC;PL
produttori	pestovatelia	produttore	pestovateľ	N;MASC;PL	N;ANIM;NOM;MASC;PL
produttori	výrobcov	produttore	výrobec	N;MASC;PL	N;INAN;GEN;MASC;PL
produttori	producenti	produttore	producent	N;MASC;PL	N;ANIM;NOM;MASC;PL
produttori	výrobcovia	produttore	výrobec	N;MASC;PL	N;ANIM;NOM;MASC;PL
produttori	výrobcov	produttore	výrobec	N;MASC;PL	N;INAN;GEN;MASC;PL
traguardo	míľnik	traguardo	míľnik	N;MASC;SG	N;INAN;NOM;MASC;SG
interessato	znepokojený	interessato	znepokojený	ADJ;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
interessato	dotknuté	interessato	dotknutý	ADJ;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
interessato	dotknutá	interessato	dotknutý	ADJ;MASC;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
attaccare	napadnúť	attaccare	napadnúť	V;NFIN	V;PFV;POS;NFIN
attaccare	zaútočiť	attaccare	zaútočiť	V;NFIN	V;PFV;POS;NFIN
attaccare	útočí	attaccare	útočiť	V;NFIN	V;IPFV;IND;SG;3;POS;PRS;FIN
attaccare	útočiť	attaccare	útočiť	V;NFIN	V;IPFV;POS;NFIN
frammenti	fragmenty	frammento	fragment	N;MASC;PL	N;INAN;NOM;MASC;PL
frammenti	úlomky	frammento	úlomok	N;MASC;PL	N;INAN;NOM;MASC;PL
spirituale	duchovný	spirituale	duchovný	ADJ;SG	ADJ;ANIM;NOM;MASC;SG
spirituale	duchovného	spirituale	duchovný	ADJ;SG	ADJ;ANIM;GEN;MASC;SG
spirituale	duchovné	spirituale	duchovný	ADJ;SG	ADJ;NOM;NEUT;SG
monaci	mníchov	monace	mních	N;MASC;PL	N;ANIM;ACC;MASC;PL
monaci	mnísi	monace	mnísi	N;MASC;PL	N;ANIM;NOM;MASC;PL
superato	prekonal	superare	prekonať	V;MASC;SG;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
superato	prešiel	superare	prejsť	V;MASC;SG;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
superato	prešlo	superare	prejsť	V;MASC;SG;PST;V.PTCP	V;PFV;NEUT;SG;POS;PST;V.PTCP
superato	prekročiť	superare	prekročiť	V;MASC;SG;PST;V.PTCP	V;PFV;POS;NFIN
gusto	chut	gusto	chut	N;MASC;SG	N;NOM;FEM;SG
gusto	chuť	gusto	chuť	N;MASC;SG	N;NOM;FEM;SG
gusto	chuti	gusto	chuť	N;MASC;SG	N;GEN;FEM;SG
erba	pot	erba	pot	N;FEM;SG	N;INAN;NOM;MASC;SG
erba	hrniec	erba	hrniec	N;FEM;SG	N;INAN;NOM;MASC;SG
erba	tráva	erba	tráva	N;FEM;SG	N;NOM;FEM;SG
erba	tráve	erba	tráva	N;FEM;SG	N;DAT;FEM;SG
erba	trávu	erba	tráva	N;FEM;SG	N;ACC;FEM;SG
erba	tráva	erba	tráva	N;FEM;SG	N;NOM;FEM;SG
erba	trávu	erba	tráva	N;FEM;SG	N;ACC;FEM;SG
age	veku	age	vek	N	N;INAN;GEN;MASC;SG
age	vek	age	vek	N	N;INAN;NOM;MASC;SG
convocato	zvolal	convocare	zvolať	V;MASC;SG;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
convocato	povolal	convocare	povolať	V;MASC;SG;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
apparentemente	zdanlivo	apparentemente	zdanlivo	ADV	ADV
apparentemente	zjavne	apparentemente	zjavne	ADV	ADV
apparentemente	očividne	apparentemente	očividne	ADV	ADV
apparentemente	zdanlivo	apparentemente	zdanlivo	ADV	ADV
frazioni	frakcie	frazione	frakcia	N;FEM;PL	N;NOM;FEM;PL
metallo	metal	metallo	metať	N;MASC;SG	N;INAN;NOM;MASC;SG
metallo	kov	metallo	kov	N;MASC;SG	N;INAN;NOM;MASC;SG
raggi	lúče	raggio	lúč	N;MASC;PL	N;INAN;NOM;MASC;PL
sottospecie	poddruh	sottospecie	poddruh	N;FEM	N;INAN;NOM;MASC;SG
lecce	lecce	lecce	lece	N;FEM;SG	N;NOM;MASC;SG
infortunio	úraz	infortunio	úraz	N;MASC;SG	N;INAN;NOM;MASC;SG
infortunio	zranenie	infortunio	zranenie	N;MASC;SG	N;NOM;NEUT;SG
infortunio	poškodenie	infortunio	poškodenie	N;MASC;SG	N;NOM;NEUT;SG
infortunio	poranenie	infortunio	poranenie	N;MASC;SG	N;NOM;NEUT;SG
infortunio	ujma	infortunio	ujma	N;MASC;SG	N;NOM;FEM;SG
infortunio	úraz	infortunio	úraz	N;MASC;SG	N;INAN;NOM;MASC;SG
infortunio	nehoda	infortunio	nehoda	N;MASC;SG	N;NOM;FEM;SG
infortunio	havária	infortunio	havária	N;MASC;SG	N;NOM;FEM;SG
dottrina	doktrína	dottrina	doktrína	N;FEM;SG	N;NOM;FEM;SG
microsoft	microsoft	microsoft	microsoft	N;MASC	N;INAN;NOM;MASC;SG
dream	sen	dream	sen	N	N;INAN;NOM;MASC;SG
dream	sna	dream	sen	N	N;INAN;GEN;MASC;SG
finestre	okná	finestra	okno	N;FEM;PL	N;NOM;NEUT;PL
ritirata	ustúpiť	ritirare	ustúpiť	V;FEM;SG;PST;V.PTCP	V;PFV;POS;NFIN
fattore	činiteľ	fattore	činiteľ	N;MASC;SG	N;ANIM;NOM;MASC;SG
fattore	faktor	fattore	faktor	N;MASC;SG	N;INAN;NOM;MASC;SG
temporale	časové	temporale	časový	ADJ;SG	ADJ;NOM;NEUT;SG
pronto	pripravený	pronto	pripravený	ADJ;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
pronto	pripravená	pronto	pripravený	ADJ;MASC;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
pronto	pripravené	pronto	pripravený	ADJ;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
marvel	marvel	marvel	marvieť	N;MASC	N;INAN;NOM;MASC;SG
adulti	dospelých	adulto	dospelý	N;MASC;PL	N;ANIM;GEN;MASC;PL
decidere	rozhodnúť	decidere	rozhodnúť	V;NFIN	V;PFV;POS;NFIN
anonimo	anonymný	anonimo	anonymný	ADJ;MASC;SG	ADJ;ANIM;NOM;MASC;SG
anonimo	anonymné	anonimo	anonymný	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
parametri	parametre	parametro	parametre	N;MASC;PL	N;INAN;NOM;MASC;PL
parametri	parametrov	parametro	parameter	N;MASC;PL	N;INAN;GEN;MASC;PL
foreste	lesníctva	foresta	lesníctvo	N;FEM;PL	N;NOM;NEUT;PL
foreste	lesy	foresta	les	N;FEM;PL	N;INAN;NOM;MASC;PL
foreste	lesov	foresta	les	N;FEM;PL	N;INAN;GEN;MASC;PL
grazia	pôvab	grazia	pôvab	N;FEM;SG	N;INAN;NOM;MASC;SG
grazia	milosť	grazia	milosť	N;FEM;SG	N;NOM;FEM;SG
grazia	grazia	grazia	graziť	N;FEM;SG	N;NOM;FEM;SG
gay	gayov	gay	gay	N;MASC	N;ANIM;ACC;MASC;PL
journal	vestník	journal	vestník	N;FEM	N;INAN;NOM;MASC;SG
journal	denník	journal	denník	N;FEM	N;INAN;NOM;MASC;SG
journal	vestníku	journal	vestník	N;FEM	N;INAN;GEN;MASC;SG
roccia	skala	roccia	skala	N;FEM;SG	N;NOM;FEM;SG
roccia	kameň	roccia	kameň	N;FEM;SG	N;INAN;NOM;MASC;SG
roccia	rock	roccia	rock	N;FEM;SG	N;INAN;NOM;MASC;SG
finestra	okna	finestra	okno	N;FEM;SG	N;NOM;NEUT;SG
finestra	okienko	finestra	okienko	N;FEM;SG	N;NOM;NEUT;SG
finestra	okne	finestra	okno	N;FEM;SG	N;NOM;NEUT;SG
finestra	okno	finestra	okno	N;FEM;SG	N;NOM;NEUT;SG
undici	jedenásť	undici	jedenásť	NUM	NUM;NOM;NEUT;SG
undici	jedenástich	undici	jedenásť	NUM	NUM;ANIM;GEN;MASC;PL
estrema	extrémny	estremo	extrémny	ADJ;FEM;SG	ADJ;ANIM;NOM;MASC;SG
estrema	extrémna	estremo	extrémny	ADJ;FEM;SG	ADJ;NOM;FEM;SG
editori	vydavateľov	editore	vydavateľ	N;MASC;PL	N;ANIM;ACC;MASC;PL
editori	redaktorov	editore	redaktor	N;MASC;PL	N;ANIM;ACC;MASC;PL
eredità	dedičstvo	eredità	dedičstvo	N;FEM	N;NOM;NEUT;SG
eredità	dedičstva	eredità	dedičstvo	N;FEM	N;NOM;NEUT;PL
eredità	dedičstvo	eredità	dedičstvo	N;FEM	N;NOM;NEUT;SG
eredità	dedičstvo	eredità	dedičstvo	N;FEM	N;NOM;NEUT;SG
considera	zvážiť	considerare	zvážiť	V;IND;SG;3;PRS;FIN	V;PFV;POS;NFIN
considera	zvažovať	considerare	zvažovať	V;IND;SG;3;PRS;FIN	V;IPFV;POS;NFIN
considera	uvažovať	considerare	uvažovať	V;IND;SG;3;PRS;FIN	V;IPFV;POS;NFIN
considera	považuje	considerare	považovať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
funzionamento	fungovanie	funzionamento	fungovanie	N;MASC;SG	N;NOM;NEUT;SG
funzionamento	operácia	funzionamento	operácia	N;MASC;SG	N;NOM;FEM;SG
funzionamento	prevádzka	funzionamento	prevádzka	N;MASC;SG	N;NOM;FEM;SG
funzionamento	fungovanie	funzionamento	fungovanie	N;MASC;SG	N;NOM;NEUT;SG
paziente	pacientka	paziente	pacientko	N;SG	N;NOM;FEM;SG
paziente	pacienta	paziente	paciento	N;SG	N;ANIM;ACC;MASC;SG
paziente	pacientovi	paziente	pacient	N;SG	N;ANIM;DAT;MASC;SG
paziente	pacient	paziente	pacient	N;SG	N;ANIM;NOM;MASC;SG
dramma	dráma	dramma	dráma	N;MASC;SG	N;NOM;FEM;SG
dramma	drámu	dramma	dráma	N;MASC;SG	N;ACC;FEM;SG
fotografo	fotografa	fotografo	fotograf	N;MASC;SG	N;ANIM;ACC;MASC;SG
fotografo	fotograf	fotografo	fotograf	N;MASC;SG	N;ANIM;NOM;MASC;SG
fotografo	fotografka	fotografo	fotografka	N;MASC;SG	N;NOM;FEM;SG
permanente	trvalý	permanente	trvalý	ADJ;SG	ADJ;INAN;NOM;MASC;SG
permanente	trvalá	permanente	trvať	ADJ;SG	ADJ;NOM;FEM;SG
permanente	trvalé	permanente	trvalý	ADJ;SG	ADJ;NOM;NEUT;SG
permanente	trvalého	permanente	trvalý	ADJ;SG	ADJ;GEN;NEUT;SG
permanente	trvalú	permanente	trvať	ADJ;SG	ADJ;ACC;FEM;SG
permanente	trvalá	permanente	trvať	ADJ;SG	ADJ;NOM;FEM;SG
