studieren	študuje	studieren	študovať	V;NFIN	V;IPFV;IND;SG;3;POS;PRS;FIN
kannte	poznala	kennen	poznať	V;IND;SG;3;PST;FIN	V;IPFV;FEM;SG;POS;PST;V.PTCP
kannte	vedel	kennen	vedieť	V;IND;SG;3;PST;FIN	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
kannte	vedela	kennen	vedieť	V;IND;SG;3;PST;FIN	V;IPFV;FEM;SG;POS;PST;V.PTCP
einverstanden	súhlasím	einverstanden	súhlasiť	V;NFIN	V;IPFV;IND;SG;1;POS;PRS;FIN
einverstanden	dohodnúť	einverstanden	dohodnúť	V;NFIN	V;PFV;POS;NFIN
einverstanden	súhlasiť	einverstanden	súhlasiť	V;NFIN	V;IPFV;POS;NFIN
löst	vyrieši	lösen	vyrieť	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;POS;PRS;FIN
löst	rieši	lösen	riešiť	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
löst	spustí	lösen	spustiť	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;POS;PRS;FIN
löst	spúšťa	lösen	spúšťa	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;POS;PRS;FIN
soziales	sociálne	sozial	sociálny	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
soziales	spoločenské	sozial	spoločenský	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
soziales	sociálny	sozial	sociálny	ADJ;NOM;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
soziales	sociálna	sozial	sociálny	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
soziales	spoločenský	sozial	spoločenský	ADJ;NOM;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
reformen	reformovať	reformen	reformovať	V;NFIN	V;IPFV;POS;NFIN
sklaven	otroci	sklaven	otroc	N;PL	N;ANIM;NOM;MASC;PL
sklaven	otrokov	sklaven	otrok	N;PL	N;ANIM;GEN;MASC;PL
fair	spravodlivý	fair	spravodlivý	ADJ	ADJ;ANIM;NOM;MASC;SG
fair	spravodlivé	fair	spravodlivý	ADJ	ADJ;NOM;NEUT;SG
scheitern	nepodarí	scheitern	podariť	V;NFIN	V;PFV;IND;SG;3;NEG;PRS;FIN
scheitern	zlyháva	scheitern	zlyhávať	V;NFIN	V;IPFV;IND;SG;3;POS;PRS;FIN
scheitern	nedarí	scheitern	dariť	V;NFIN	V;IPFV;IND;SG;3;NEG;PRS;FIN
aussieht	vyzerá	aussehen	vyzerať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
erwerben	získať	erwerben	získať	V;NFIN	V;PFV;POS;NFIN
erwerben	nadobudnúť	erwerben	nadobudnúť	V;NFIN	V;PFV;POS;NFIN
erwerben	nadobúdať	erwerben	nadobúdať	V;NFIN	V;IPFV;POS;NFIN
reagieren	reagovať	reagieren	reagovať	V;NFIN	V;IPFV;POS;NFIN
reagieren	zareaguje	reagieren	zareagovať	V;NFIN	V;PFV;IND;SG;3;POS;PRS;FIN
reagieren	odpovedať	reagieren	odpovedať	V;NFIN	V;IPFV;POS;NFIN
reagieren	reagovať	reagieren	reagovať	V;NFIN	V;IPFV;POS;NFIN
entsprechender	zodpovedajúce	entsprechend	zodpovedajúci	ADJ	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
entsprechender	zodpovedajúci	entsprechend	zodpovedajúci	ADJ	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
entsprechender	zodpovedajúca	entsprechend	zodpovedajúci	ADJ	ADJ;NOM;FEM;SG;POS;V.PTCP;ACT
britisch	britská	britisch	britský	ADJ	ADJ;NOM;FEM;SG
britisch	britský	britisch	britský	ADJ	ADJ;ANIM;NOM;MASC;SG
britisch	britské	britisch	britský	ADJ	ADJ;NOM;NEUT;SG
entdecken	preskúmať	entdecken	preskúmať	V;NFIN	V;PFV;POS;NFIN
entdecken	skúmať	entdecken	skúmať	V;NFIN	V;IPFV;POS;NFIN
entdecken	objavovať	entdecken	objavovať	V;NFIN	V;IPFV;POS;NFIN
entdecken	odhaliť	entdecken	odhaliť	V;NFIN	V;PFV;POS;NFIN
entdecken	zistiť	entdecken	zistiť	V;NFIN	V;PFV;POS;NFIN
entdecken	objavovať	entdecken	objavovať	V;NFIN	V;IPFV;POS;NFIN
entdecken	objaviť	entdecken	objaviť	V;NFIN	V;PFV;POS;NFIN
angewiesen	poučení	anweisen	poučenie	ADJ	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
auffällig	nápadné	auffällig	nápadný	ADJ	ADJ;NOM;NEUT;SG
auffällig	zarážajúce	auffällig	zarážajúci	ADJ	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
wortes	slovo	wort	slovo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
jederzeit	kedykoľvek	jederzeit	kedykoľvek	ADV	ADV
schien	objavila	scheinen	objaviť	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;POS;PST;V.PTCP
schien	svietilo	scheinen	svietiť	V;IND;SG;3;PST;FIN	V;IPFV;NEUT;SG;POS;PST;V.PTCP
schien	vyzeral	scheinen	vyzerať	V;IND;SG;3;PST;FIN	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
modellen	vzory	modell	vzor	N;PL	N;INAN;NOM;MASC;PL
modellen	modely	modell	model	N;PL	N;INAN;NOM;MASC;PL
modellen	modelky	modell	modelka	N;PL	N;NOM;FEM;PL
modellen	modelov	modell	model	N;PL	N;INAN;GEN;MASC;PL
gedenken	spomínať	gedenken	spomínať	V;NFIN	V;IPFV;POS;NFIN
gesendet	poslali	senden	poslať	V;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
gesendet	uverejnil	senden	uverejniť	V;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
gesendet	pridal	senden	pridať	V;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
anleitung	usmernenie	anleitung	usmernenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
anleitung	návod	anleitung	návod	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
anleitung	pokyn	anleitung	pokyn	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
anleitung	vyučovanie	anleitung	vyučovanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
anleitung	manuál	anleitung	manuál	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
anleitung	príručka	anleitung	príručka	N;NOM;FEM;SG	N;NOM;FEM;SG
anleitung	výučba	anleitung	výučba	N;NOM;FEM;SG	N;NOM;FEM;SG
anleitung	tutorial	anleitung	tutoriať	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
anleitung	návod	anleitung	návod	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
anleitung	návod	anleitung	návod	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
kürzer	kratšia	kurz	kratý	ADJ	ADJ;NOM;CMPR;FEM;SG
kürzer	kratší	kurz	kratý	ADJ	ADJ;ANIM;NOM;CMPR;MASC;SG
türme	veže	türm	veža	N;NOM;PL	N;NOM;FEM;PL
hut	chata	hun	chata	N;SG	N;NOM;FEM;SG
hut	klobúk	hun	klobúk	N;SG	N;INAN;NOM;MASC;SG
hut	čiapku	hun	čiapka	N;SG	N;ACC;FEM;SG
hut	čiapka	hun	čiapka	N;SG	N;NOM;FEM;SG
kommerziellen	komerčné	kommerziell	komerčný	ADJ	ADJ;NOM;NEUT;SG
kommerziellen	obchodný	kommerziell	obchodný	ADJ	ADJ;ANIM;NOM;MASC;SG
kommerziellen	obchodná	kommerziell	obchodný	ADJ	ADJ;NOM;FEM;SG
kommerziellen	komerčný	kommerziell	komerčný	ADJ	ADJ;ANIM;NOM;MASC;SG
kommerziellen	obchodné	kommerziell	obchodný	ADJ	ADJ;NOM;NEUT;SG
bestände	zásoby	beständen	zásob	N;NOM	N;NOM;FEM;PL
bestände	stavy	beständen	stav	N;NOM	N;NOM;FEM;PL
bestände	zásoby	beständen	zásob	N;NOM	N;NOM;FEM;PL
bestände	súpis	beständen	súpis	N;NOM	N;INAN;NOM;MASC;SG
bestände	inventár	beständen	inventár	N;NOM	N;INAN;NOM;MASC;SG
bestände	stáda	beständen	stádať	N;NOM	N;NOM;NEUT;PL
weswegen	prečo	weswegen	prečo	ADV	ADV
beeinflussen	ovplyvňovať	beeinflussen	ovplyvňovať	V;NFIN	V;IPFV;POS;NFIN
beeinflussen	ovplyvniť	beeinflussen	ovplyvniť	V;NFIN	V;PFV;POS;NFIN
beeinflussen	ovplyvňovať	beeinflussen	ovplyvňovať	V;NFIN	V;IPFV;POS;NFIN
beeinflussen	ovplyvniť	beeinflussen	ovplyvniť	V;NFIN	V;PFV;POS;NFIN
ermitteln	vyšetrovať	ermitteln	vyšetrovať	V;NFIN	V;IPFV;POS;NFIN
ermitteln	prešetriť	ermitteln	prešetriť	V;NFIN	V;PFV;POS;NFIN
ermitteln	vyšetriť	ermitteln	vyšetriť	V;NFIN	V;PFV;POS;NFIN
ermitteln	odhaliť	ermitteln	odhaliť	V;NFIN	V;PFV;POS;NFIN
ermitteln	zistiť	ermitteln	zistiť	V;NFIN	V;PFV;POS;NFIN
ermitteln	identifikovať	ermitteln	identifikovať	V;NFIN	V;IPFV;POS;NFIN
aktueller	súčasné	aktuell	súčasný	ADJ	ADJ;NOM;NEUT;SG
aktueller	aktuálna	aktuell	aktuálny	ADJ	ADJ;NOM;FEM;SG
aktueller	súčasný	aktuell	súčasný	ADJ	ADJ;ANIM;NOM;MASC;SG
aktueller	aktuálny	aktuell	aktuálny	ADJ	ADJ;INAN;NOM;MASC;SG
landete	pristál	landen	pristáť	V;IND;SG;3;PST;FIN	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
landete	vyložiť	landen	vyložiť	V;IND;SG;3;PST;FIN	V;PFV;POS;NFIN
schoss	zastrelil	schießen	zastreliť	V;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
klassiker	klasický	klassik	klasický	ADJ	ADJ;ANIM;NOM;MASC;SG
klassiker	klasická	klassik	klasický	ADJ	ADJ;NOM;FEM;SG
klassiker	klasické	klassik	klasický	ADJ	ADJ;NOM;NEUT;SG
klassiker	klasická	klassik	klasický	ADJ	ADJ;NOM;FEM;SG
klassiker	klasický	klassik	klasický	ADJ	ADJ;ANIM;NOM;MASC;SG
klassiker	klasické	klassik	klasický	ADJ	ADJ;NOM;NEUT;SG
erfordert	vyžaduje	erfordern	vyžadovať	V;SG;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
lehren	učiť	lehren	učiť	V;NFIN	V;IPFV;POS;NFIN
äußersten	najvzdialenejších	äußer	vzdialený	ADJ	ADJ;GEN;RL;MASC;PL
ostseite	východná	ostseite	východný	ADJ	ADJ;NOM;FEM;SG
ostseite	východné	ostseite	východný	ADJ	ADJ;NOM;NEUT;SG
ostseite	východný	ostseite	východný	ADJ	ADJ;ANIM;NOM;MASC;SG
höfe	farmy	hofen	farma	N;NOM;PL	N;NOM;FEM;PL
höfe	súdy	hofen	súd	N;NOM;PL	N;INAN;NOM;MASC;PL
ungarisch	maďarská	ungarisch	maďarský	ADJ	ADJ;NOM;FEM;SG
ungarisch	maďarský	ungarisch	maďarský	ADJ	ADJ;ANIM;NOM;MASC;SG
ungarisch	maďarské	ungarisch	maďarský	ADJ	ADJ;NOM;NEUT;SG
tool	nástroj	tool	nástroj	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
tool	náradie	tool	náradie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
glatt	prosté	glatt	prosté	ADJ	ADJ;NOM;NEUT;SG
glatt	obyčajný	glatt	obyčajný	ADJ	ADJ;ANIM;NOM;MASC;SG
glatt	obyčajné	glatt	obyčajný	ADJ	ADJ;NOM;NEUT;SG
glatt	hladká	glatt	hladký	ADJ	ADJ;NOM;FEM;SG
glatt	plynulé	glatt	plynulý	ADJ	ADJ;NOM;NEUT;SG
glatt	hladký	glatt	hladký	ADJ	ADJ;INAN;NOM;MASC;SG
glatt	hladké	glatt	hladký	ADJ	ADJ;NOM;NEUT;SG
beauftragte	delegovať	beauftragen	delegovať	V;IND;SG;3;PST;FIN	V;IPFV;POS;NFIN
erwerb	nadobudnutie	erwerben	nadobudnutie	N	N;NOM;NEUT;SG
erwerb	akvizície	erwerben	akvizícia	N	N;NOM;FEM;PL
erwerb	nadobudnutia	erwerben	nadobudnutie	N	N;NOM;NEUT;PL
erwerb	nákupu	erwerben	nákup	N	N;INAN;GEN;MASC;SG
erwerb	nákup	erwerben	nákup	N	N;INAN;NOM;MASC;SG
erwerb	kúpa	erwerben	kúp	N	N;NOM;FEM;SG
erwerb	nadobudnutie	erwerben	nadobudnutie	N	N;NOM;NEUT;SG
erwerb	získavanie	erwerben	získavanie	N	N;NOM;NEUT;SG
erwerb	získanie	erwerben	získanie	N	N;NOM;NEUT;SG
erwerb	akvizície	erwerben	akvizícia	N	N;NOM;FEM;PL
niedriger	nižšia	niedrig	nízky	ADJ	ADJ;NOM;CMPR;FEM;SG
niedriger	dolné	niedrig	dolný	ADJ	ADJ;NOM;NEUT;SG
niedriger	dolný	niedrig	dolný	ADJ	ADJ;INAN;NOM;MASC;SG
niedriger	dolná	niedrig	dolný	ADJ	ADJ;NOM;FEM;SG
portugiesischer	portugalskej	portugiesisch	portugalský	ADJ	ADJ;GEN;FEM;SG
portugiesischer	portugalské	portugiesisch	portugalský	ADJ	ADJ;NOM;NEUT;SG
portugiesischer	portugalská	portugiesisch	portugalský	ADJ	ADJ;NOM;FEM;SG
portugiesischer	portugalský	portugiesisch	portugalský	ADJ	ADJ;ANIM;NOM;MASC;SG
portugiesischer	portugalských	portugiesisch	portugalský	ADJ	ADJ;GEN;MASC;PL
bittet	vyzýva	bitten	vyzývať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
bittet	pozýva	bitten	pozývať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
bittet	žiada	bitten	žiada	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
bittet	pýta	bitten	pýtať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
bittet	prosiť	bitten	prosiť	V;IND;SG;3;PRS;FIN	V;IPFV;POS;NFIN
bittet	poprosiť	bitten	poprosiť	V;IND;SG;3;PRS;FIN	V;PFV;POS;NFIN
apostolischen	apoštolskej	apostolisch	apoštolský	ADJ;MASC;SG	ADJ;GEN;FEM;SG
erlauben	zapnúť	erlauben	zapnúť	V;NFIN	V;PFV;POS;NFIN
erlauben	povoliť	erlauben	povoliť	V;NFIN	V;PFV;POS;NFIN
erlauben	umožniť	erlauben	umožniť	V;NFIN	V;PFV;POS;NFIN
erlauben	povoliť	erlauben	povoliť	V;NFIN	V;PFV;POS;NFIN
erlauben	umožniť	erlauben	umožniť	V;NFIN	V;PFV;POS;NFIN
gescheitert	zlyhal	scheitern	zlyhať	V;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
gescheitert	zlyhalo	scheitern	zlyhať	V;V.PTCP	V;PFV;NEUT;SG;POS;PST;V.PTCP
tschechisch	česká	tschechisch	česká	ADJ	ADJ;NOM;FEM;SG
tschechisch	české	tschechisch	český	ADJ	ADJ;NOM;NEUT;SG
tschechisch	český	tschechisch	český	ADJ	ADJ;ANIM;NOM;MASC;SG
tschechisch	českého	tschechisch	český	ADJ	ADJ;ANIM;GEN;MASC;SG
grundlegend	zásadný	grundlegend	zásadný	ADJ	ADJ;INAN;NOM;MASC;SG
grundlegend	zásadná	grundlegend	zásadný	ADJ	ADJ;NOM;FEM;SG
verwechseln	zmiasť	verwechseln	zmiasť	V;NFIN	V;PFV;POS;NFIN
verschieden	rôzne	verschieden	rôzny	ADJ	ADJ;NOM;NEUT;SG
verschieden	rôznorodé	verschieden	rôznorodý	ADJ	ADJ;NOM;NEUT;SG
verschieden	rozmanité	verschieden	rozmanitý	ADJ	ADJ;NOM;NEUT;SG
verschieden	rozličné	verschieden	rozličný	ADJ	ADJ;NOM;NEUT;SG
verschieden	rôzne	verschieden	rôzny	ADJ	ADJ;NOM;NEUT;SG
verschieden	rôznych	verschieden	rôzny	ADJ	ADJ;GEN;MASC;PL
umstände	okolnosti	umstehen	okolnosť	N	N;NOM;FEM;PL
umstände	okolnosť	umstehen	okolnosť	N	N;NOM;FEM;SG
umstände	okolnosti	umstehen	okolnosť	N	N;NOM;FEM;PL
systematisch	systematické	systematisch	systematický	ADJ	ADJ;NOM;NEUT;SG
systematisch	systematický	systematisch	systematický	ADJ	ADJ;INAN;NOM;MASC;SG
gesetzlichen	zákonné	gesetzlich	zákonný	ADJ	ADJ;NOM;NEUT;SG
gesetzlichen	štatutárnych	gesetzlich	štatutárny	ADJ	ADJ;GEN;MASC;PL
gesetzlichen	zákonný	gesetzlich	zákonný	ADJ	ADJ;ANIM;NOM;MASC;SG
durchführen	vykonať	durchfahren|durchführen	vykonať	V;NFIN	V;PFV;POS;NFIN
durchführen	vystupovať	durchfahren|durchführen	vystupovať	V;NFIN	V;IPFV;POS;NFIN
durchführen	vykonávať	durchfahren|durchführen	vykonávať	V;NFIN	V;IPFV;POS;NFIN
durchführen	plniť	durchfahren|durchführen	plniť	V;NFIN	V;IPFV;POS;NFIN
erwünscht	žiadaný	erwünscht	žiadaný	ADJ	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
erwünscht	žiadané	erwünscht	žiadaný	ADJ	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
erwünscht	požadované	erwünscht	požadovaný	ADJ	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
erwünscht	žiaduce	erwünscht	žiaduci	ADJ	ADJ;NOM;NEUT;SG
erwünscht	ocenené	erwünscht	ocenený	ADJ	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
erwünscht	hľadaný	erwünscht	hľadaný	ADJ	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
konzentriert	zameriava	konzentrieren	zameriavať	V;V.PTCP	V;IPFV;IND;SG;3;POS;PRS;FIN
aluminium	hliníkové	aluminium	hliníkový	ADJ	ADJ;NOM;NEUT;SG
aluminium	hliníkové	aluminium	hliníkový	ADJ	ADJ;NOM;NEUT;SG
erstellte	vytvoril	erstellt	vytvoriť	V;IND;SG;3;PST;FIN	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
geäußert	predniesol	äußern	predniesť	V;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
geäußert	vyslovil	äußern	vysloviť	V;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
inschriften	nápisy	inschrift	nápis	N;PL	N;INAN;NOM;MASC;PL
zähne	zub	zähnen	zub	N;NOM;SG	N;INAN;NOM;MASC;SG
basierend	založený	basierend	založený	ADJ	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
basierend	založená	basierend	založený	ADJ	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
basierend	založené	basierend	založený	ADJ	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
freuen	radovať	freuen	radovať	V;NFIN	V;IPFV;POS;NFIN
gültig	platné	gültig	platný	ADJ	ADJ;NOM;NEUT;SG
gültig	platná	gültig	platný	ADJ	ADJ;NOM;FEM;SG
gültig	platný	gültig	platný	ADJ	ADJ;INAN;NOM;MASC;SG
statthalter	guvernér	statthalter	guvernér	ADJ	ADJ;ANIM;NOM;MASC;SG
umgehen	obísť	umgehen	obísť	V;NFIN	V;PFV;POS;NFIN
umgehen	obísť	umgehen	obísť	V;NFIN	V;PFV;POS;NFIN
umgehen	obchádzať	umgehen	obchádzať	V;NFIN	V;IPFV;POS;NFIN
germanischen	germánske	germanisch	germánsky	ADJ	ADJ;NOM;NEUT;SG
abbruch	potrat	abbruch	potrat	N;SG	N;INAN;NOM;MASC;SG
abbruch	demoláciu	abbruch	demolácia	N;SG	N;ACC;FEM;SG
bricht	zlomí	brechen	zlomiť	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;POS;PRS;FIN
verarbeitung	spracovanie	verarbeitung	spracovanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
verarbeitung	spracúvanie	verarbeitung	spracúvanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
verarbeitung	spracovávanie	verarbeitung	spracovávanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
verarbeitung	majstrovstvo	verarbeitung	majstrovstvo	N;NOM;FEM;SG	N;NOM;NEUT;SG
sechste	šiesta	sechst	šiesto	ADJ;NOM	ADJ;NOM;FEM;SG
sechste	šieste	sechst	šiesto	ADJ;NOM	ADJ;NOM;NEUT;SG
sechste	šiesty	sechst	šiesty	ADJ;NOM	ADJ;INAN;NOM;MASC;SG
empfohlen	navrhol	empfehlen	navrhnúť	V;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
empfohlen	odporúčame	empfehlen	odporúčať	V;V.PTCP	V;IPFV;IND;PL;1;POS;PRS;FIN
empfohlen	odporúča	empfehlen	odporúčať	V;V.PTCP	V;IPFV;IND;SG;3;POS;PRS;FIN
vernichtet	zničili	vernichten	zničiť	V;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
vernichtet	zničiť	vernichten	zničiť	V;V.PTCP	V;PFV;POS;NFIN
vernichtet	zničí	vernichten	zničiť	V;V.PTCP	V;PFV;IND;SG;3;POS;PRS;FIN
vernichtet	ničiť	vernichten	ničiť	V;V.PTCP	V;IPFV;POS;NFIN
frühling	jarná	frühling	jarný	ADJ	ADJ;NOM;FEM;SG
frühling	jarné	frühling	jarný	ADJ	ADJ;NOM;NEUT;SG
romanischen	románskej	romanisch	románsky	ADJ	ADJ;GEN;FEM;SG
akzeptieren	prijíma	akzeptieren	prijímať	V;NFIN	V;IPFV;IND;SG;3;POS;PRS;FIN
akzeptieren	akceptovať	akzeptieren	akceptovať	V;NFIN	V;IPFV;POS;NFIN
akzeptieren	prijať	akzeptieren	prijať	V;NFIN	V;PFV;POS;NFIN
renovierung	rekonštrukcia	renovierung	rekonštrukcia	N;NOM;FEM;SG	N;NOM;FEM;SG
übersehen	nestihol	übersehen	stihnúť	V;V.PTCP	V;ANIM;PFV;MASC;SG;NEG;PST;V.PTCP
übersehen	chýbal	übersehen	chýbať	V;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
übersehen	zmeškal	übersehen	zmeškať	V;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
übersehen	prehliadol	übersehen	prehliadnuť	V;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
übersehen	prehliadnuť	übersehen	prehliadnuť	V;V.PTCP	V;PFV;POS;NFIN
übersehen	prehliadnuť	übersehen	prehliadnuť	V;V.PTCP	V;PFV;POS;NFIN
gleichung	rovnica	gleichung	rovnica	N;SG	N;NOM;FEM;SG
mögen	páčiť	mögen	páčiť	V;FIN	V;IPFV;POS;NFIN
mögen	páči	mögen	páčiť	V;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
behauptete	tvrdilo	behaupten	tvrdiť	V;IND;SG;3;PST;FIN	V;IPFV;NEUT;SG;POS;PST;V.PTCP
behauptete	tvrdila	behaupten	tvrdiť	V;IND;SG;3;PST;FIN	V;IPFV;FEM;SG;POS;PST;V.PTCP
behauptete	žiadal	behaupten	žiadať	V;IND;SG;3;PST;FIN	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
direkter	priame	direkt	priamy	ADJ	ADJ;NOM;NEUT;SG
direkter	priamy	direkt	priamy	ADJ	ADJ;INAN;NOM;MASC;SG
anzeigen	zobraziť	anzeigen	zobraziť	V;NFIN	V;PFV;POS;NFIN
anzeigen	zobraziť	anzeigen	zobraziť	V;NFIN	V;PFV;POS;NFIN
anzeigen	ukázať	anzeigen	ukázať	V;NFIN	V;PFV;POS;NFIN
anzeigen	zobraziť	anzeigen	zobraziť	V;NFIN	V;PFV;POS;NFIN
anzeigen	ukáž	anzeigen	ukáž	V;NFIN	V;PFV;IMP;SG;2;POS;FIN
blättern	odchádza	blättern	odchádzať	V;NFIN	V;IPFV;IND;SG;3;POS;PRS;FIN
blättern	posúvať	blättern	posúvať	V;NFIN	V;IPFV;POS;NFIN
blättern	posunúť	blättern	posunúť	V;NFIN	V;PFV;POS;NFIN
wiederholen	opakovať	wiederholen	opakovať	V;NFIN	V;IPFV;POS;NFIN
wiederholen	opakujem	wiederholen	opakovať	V;NFIN	V;IPFV;IND;SG;1;POS;PRS;FIN
wiederholen	zopakovať	wiederholen	zopakovať	V;NFIN	V;PFV;POS;NFIN
wiederholen	opakovať	wiederholen	opakovať	V;NFIN	V;IPFV;POS;NFIN
wiederholen	zopakovať	wiederholen	zopakovať	V;NFIN	V;PFV;POS;NFIN
wiederholen	prehrať	wiederholen	prehrať	V;NFIN	V;PFV;POS;NFIN
wohnt	žije	wohnen	žiť	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
wohnt	zdržiava	wohnen	zdržiavať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
dominiert	dominoval	dominieren	dominovať	V;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
dominiert	dominovať	dominieren	dominovať	V;V.PTCP	V;IPFV;POS;NFIN
dominiert	ovládnuť	dominieren	ovládnuť	V;V.PTCP	V;PFV;POS;NFIN
dominiert	prevládajú	dominieren	prevládať	V;V.PTCP	V;IPFV;IND;PL;3;POS;PRS;FIN
dominiert	dominujú	dominieren	dominovať	V;V.PTCP	V;IPFV;IND;PL;3;POS;PRS;FIN
geschafft	zvládli	schaffen	zvládnuť	V;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
geschafft	podarilo	schaffen	podariť	V;V.PTCP	V;PFV;NEUT;SG;POS;PST;V.PTCP
geschafft	urobil	schaffen	urobiť	V;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
geschafft	uspel	schaffen	uspieť	V;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
jubiläum	jubileum	jubiläum	jubileum	N;NOM;NEUT;SG	N;NOM;NEUT;SG
jubiläum	výročie	jubiläum	výročie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
schriftlich	písomné	schriftlich	písomný	ADJ	ADJ;NOM;NEUT;SG
schriftlich	napísané	schriftlich	napísaný	ADJ	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
schriftlich	písomná	schriftlich	písomný	ADJ	ADJ;NOM;FEM;SG
zehnten	desiaty	zehnt	desiaty	ADJ	ADJ;INAN;NOM;MASC;SG
zehnten	desiate	zehnt	desate	ADJ	ADJ;NOM;NEUT;SG
zehnten	desiateho	zehnt	desiaty	ADJ	ADJ;GEN;MASC;SG
indirekt	nepriame	indirekt	nepriamy	ADJ	ADJ;NOM;NEUT;PL
indirekt	nepriamy	indirekt	nepriamy	ADJ	ADJ;INAN;NOM;MASC;SG
bestätigung	potvrdenie	Bestätigung	potvrdenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
bestätigung	potvrdenie	Bestätigung	potvrdenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
bestätigung	potvrdenie	Bestätigung	potvrdenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
bestätigung	potvrdenie	Bestätigung	potvrdenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
