bagdad	bagdad	bagdar	bagdad	N	N;INDF;MASC;SG
lagos	lacuri	lago	lac	N	N;INDF;FEM;PL
recentes	recente	recente	recent	ADJ	ADJ;INDF;FEM;PL
recentes	recenta	recente	recent	ADJ	ADJ;DEF;FEM;SG
recentes	recentă	recente	recent	ADJ	ADJ;INDF;FEM;SG
certificado	certificat	certificado	certificat	N	N;INDF;MASC;SG
certificado	certificatul	certificado	certificat	N	N;DEF;MASC;SG
pipa	conductă	pipa	conduct	N	N;INDF;FEM;SG
pipa	pipa	pipa	pipă	N	N;DEF;FEM;SG
pipa	pipă	pipa	pipă	N	N;INDF;FEM;SG
conversas	conversații	converso	conversație	N	N;INDF;FEM;PL
radical	radicale	radical	radical	ADJ	ADJ;INDF;FEM;PL
radical	radicală	radical	radical	ADJ	ADJ;INDF;FEM;SG
obesidade	obezitate	obesidade	obezitate	N	N;INDF;FEM;SG
prosperidade	prosperitatea	prosperidade	prosperitate	N	N;DEF;FEM;SG
prosperidade	prosperitate	prosperidade	prosperitate	N	N;INDF;FEM;SG
exilio	exil	exilio	exil	N	N;INDF;MASC;SG
exilio	exilul	exilio	exil	N	N;DEF;MASC;SG
palma	palm	palma	palm	N	N;INDF;MASC;SG
palma	palma	palma	palmă	N	N;DEF;FEM;SG
palma	palmier	palma	palmier	N	N;INDF;MASC;SG
relativamente	relativ	relativamente	relativ	ADV	ADV
cordas	sfori	corda	sfoară	N	N;INDF;FEM;PL
cordas	corzi	corda	corz	N	N;INDF;FEM;PL
cordas	coarde	corda	coardă	N	N;INDF;FEM;PL
gráficos	grafice	gráfico	grafic	ADJ	ADJ;INDF;FEM;PL
órganos	organe	órgano	organ	N	N;INDF;FEM;PL
órganos	organele	órgano	organ	N	N;DEF;FEM;PL
penicilina	penicilină	penicilinar	penicilină	N	N;INDF;FEM;SG
penicilina	penicilina	penicilinar	penicilina	N	N;DEF;FEM;SG
funcións	funcțiile	función	funcție	N	N;DEF;FEM;PL
funcións	funcții	función	funcție	N	N;INDF;FEM;PL
modernos	moderni	moderno	modern	ADJ	ADJ;INDF;MASC;PL
modernos	moderna	moderno	moderna	ADJ	ADJ;DEF;FEM;SG
modernos	modern	moderno	modern	ADJ	ADJ;INDF;MASC;SG
modernos	moderne	moderno	modern	ADJ	ADJ;INDF;FEM;PL
modernos	modernă	moderno	modern	ADJ	ADJ;INDF;FEM;SG
colonial	coloniale	colonial	colonial	ADJ	ADJ;INDF;FEM;PL
colonial	colonială	colonial	colonial	ADJ	ADJ;INDF;FEM;SG
exceso	exces	exceso	exces	N	N;INDF;MASC;SG
exceso	excesul	exceso	exces	N	N;DEF;MASC;SG
ostras	scoici	ostra	scoic	N	N;INDF;FEM;PL
ostras	stridiile	ostra	stridiu	N	N;DEF;FEM;PL
ostras	stridii	ostra	strid	N	N;INDF;FEM;PL
vermellas	rosu	vermello	rosu	N	N;INDF;MASC;SG
vermellas	roşu	vermello	roşu	N	N;INDF;MASC;SG
vermellas	red	vermello	red	N	N;INDF;MASC;SG
vermellas	roșu	vermello	roșu	N	N;INDF;MASC;SG
ocupados	ocupat	ocupado	ocupa	ADJ	ADJ;INDF;MASC;SG
ocupados	ocupate	ocupado	ocupat	ADJ	ADJ;INDF;FEM;PL
ocupados	ocupata	ocupado	ocupata	ADJ	ADJ;DEF;FEM;SG
ocupados	ocupată	ocupado	ocupa	ADJ	ADJ;INDF;FEM;SG
darvos	dați	darvo	da	V	V;IND;PL;2;IPFV;FIN
darvos	dă	darvo	da	V	V;IND;SG;3;PRS;FIN
botóns	butoanele	botóns	buton	N	N;DEF;FEM;PL
botóns	butoane	botóns	buton	N	N;INDF;FEM;PL
botóns	nasturi	botóns	nast	N	N;INDF;FEM;PL
interésame	interesați	interésame	interesat	V	V;IND;PL;2;IPFV;FIN
afirmación	declarație	afirmación	declarație	N	N;INDF;FEM;SG
afirmación	declarația	afirmación	declarație	N	N;DEF;FEM;SG
afirmación	afirmare	afirmación	afirmare	N	N;INDF;FEM;SG
champaña	champagne	champaña	champagn	N	N;INDF;MASC;SG
champaña	șampanie	champaña	șampanie	N	N;INDF;FEM;SG
inda	încă	inda	încă	ADV	ADV
chamaría	sună	chamar	suna	V	V;IND;SG;3;PST;FIN
chamaría	suna	chamar	suna	V	V;IND;SG;3;IPFV;FIN
agricultura	agricultura	agricultura	agricultură	N	N;DEF;FEM;SG
agricultura	agricultură	agricultura	agricultură	N	N;INDF;FEM;SG
dispoñible	disponibile	dispoñible	disponibil	ADJ	ADJ;INDF;FEM;PL
dispoñible	disponibilă	dispoñible	disponibil	ADJ	ADJ;INDF;FEM;SG
dispoñible	disponibila	dispoñible	disponibil	ADJ	ADJ;DEF;FEM;SG
dispoñible	disponibil	dispoñible	disponibil	ADJ	ADJ;INDF;MASC;SG
plataforma	platformă	plataforma	platformă	N	N;INDF;FEM;SG
plataforma	platforma	plataforma	platformă	N	N;DEF;FEM;SG
celebración	sărbătorire	celebración	sărbătorire	N	N;INDF;FEM;SG
celebración	sărbătoare	celebración	sărbător	N	N;INDF;FEM;SG
soubera	știa	soubera	ști	V	V;IND;SG;3;IPFV;FIN
soubera	știam	soubera	ști	V	V;IND;1;IPFV;FIN
soubera	știu	soubera	ști	V	V;IND;SG;1;PRS;FIN
provén	vine	prover	veni	V	V;IND;SG;3;PRS;FIN
avós	bunici	avó	bunic	N	N;INDF;MASC;PL
avós	bunicii	avó	bunică	N	N;DEF;MASC;PL
avós	bunicilor	avó	bunică	N	N;DEF;MASC;PL
namorada	iubesc	namorar	iubi	V	V;IND;PL;3;PRS;FIN
enviado	trimise	enviar	trimite	V	V;IND;SG;3;PST;FIN
dígoo	doar	dígoo	doar	ADV	ADV
evidencias	dovezi	evidencia	dovadă	N	N;INDF;FEM;PL
evidencias	probe	evidencia	probă	N	N;INDF;FEM;PL
evidencias	dovadă	evidencia	dovadă	N	N;INDF;FEM;SG
evidencias	dovada	evidencia	dovadă	N	N;DEF;FEM;SG
preocupados	îngrijorat	preocupar	îngrijorat	V	V;MASC;SG;V.PTCP
secundaria	înaltă	secundario	înalt	ADJ	ADJ;INDF;FEM;SG
secundaria	inalta	secundario	inalta	ADJ	ADJ;DEF;FEM;SG
secundaria	secundar	secundario	secundar	ADJ	ADJ;INDF;MASC;SG
secundaria	secundară	secundario	secundar	ADJ	ADJ;INDF;FEM;SG
secundaria	secundare	secundario	secundar	ADJ	ADJ;INDF;FEM;PL
primas	materiale	prima	material	N	N;INDF;FEM;PL
primas	materialele	prima	material	N	N;DEF;FEM;PL
escritores	scriitorii	escritor	scriitor	N	N;DEF;MASC;PL
escritores	scriitorilor	escritor	scriitor	N	N;DEF;MASC;PL
escritores	scriitori	escritor	scriitor	N	N;INDF;MASC;PL
universidades	facultate	universidade	facultate	N	N;INDF;FEM;SG
universidades	university	universidade	university	N	N;INDF;MASC;SG
universidades	universitate	universidade	universitate	N	N;INDF;FEM;SG
universidades	universitatea	universidade	universitate	N	N;DEF;FEM;SG
calcetíns	ciorapi	calcetíns	ciorap	N	N;INDF;MASC;PL
buscamos	caut	buscar	căuta	V	V;IND;SG;1;PRS;FIN
anual	anuale	anual	anual	ADJ	ADJ;INDF;FEM;PL
anual	anuală	anual	anual	ADJ	ADJ;INDF;FEM;SG
avances	avansurile	avance	avans	N	N;DEF;FEM;PL
avances	avansuri	avance	avans	N	N;INDF;FEM;PL
partidos	părți	partido	parte	N	N;INDF;FEM;PL
partidos	partide	partido	partid	N	N;INDF;FEM;PL
partidos	petreceri	partido	petrecere	N	N;INDF;FEM;PL
partidos	partidele	partido	partid	N	N;DEF;FEM;PL
partidos	meciuri	partido	meci	N	N;INDF;FEM;PL
partidos	chibrituri	partido	chibritură	N	N;INDF;FEM;PL
necesarias	necesara	necesario	necesar	ADJ	ADJ;DEF;FEM;SG
necesarias	necesare	necesario	necesar	ADJ	ADJ;INDF;FEM;PL
necesarias	necesară	necesario	necesar	ADJ	ADJ;INDF;FEM;SG
posiblemente	posibil	posible	posibil	ADV	ADV
delicado	delicata	delicar	delicată	ADJ	ADJ;DEF;FEM;SG
delicado	delicată	delicar	delica	ADJ	ADJ;INDF;FEM;SG
delicado	delicate	delicar	delicat	ADJ	ADJ;INDF;FEM;PL
delicado	delicat	delicar	delicat	ADJ	ADJ;INDF;MASC;SG
durmas	somn	durma	somn	N	N;INDF;MASC;SG
repito	repet	repito	repeta	V	V;IND;SG;1;PRS;FIN
repito	repeta	repito	repeta	V	V;IND;SG;3;IPFV;FIN
repito	repetă	repito	repeta	V	V;IND;SG;3;PST;FIN
crían	crede	crían	crede	V	V;IND;SG;3;PRS;FIN
mensaxeiro	mesager	mensaxeiro	mesager	N	N;INDF;MASC;SG
mensaxeiro	messenger	mensaxeiro	messenger	N	N;INDF;MASC;SG
mensaxeiro	mesagerul	mensaxeiro	mesager	N	N;DEF;MASC;SG
respiro	break	respiro	break	N	N;INDF;MASC;SG
respiro	pauza	respiro	pauză	N	N;DEF;FEM;SG
respiro	pauză	respiro	pauză	N	N;INDF;FEM;SG
respiro	respiratie	respiro	respiratie	N	N;INDF;FEM;SG
respiro	respirație	respiro	respirație	N	N;INDF;FEM;SG
respiro	odihnă	respiro	odihnă	N	N;INDF;FEM;SG
respiro	odihna	respiro	odihnă	N	N;DEF;FEM;SG
combustible	combustibili	combustible	combustibil	N	N;INDF;MASC;PL
combustible	combustibilul	combustible	combustibil	N	N;DEF;MASC;SG
combustible	combustibil	combustible	combustibil	N	N;INDF;MASC;SG
combustible	carburant	combustible	carburant	N	N;INDF;MASC;SG
sutil	subtil	sutil	subtil	ADJ	ADJ;INDF;MASC;SG
sutil	subtile	sutil	subte	ADJ	ADJ;INDF;FEM;PL
sutil	subtilă	sutil	subtil	ADJ	ADJ;INDF;FEM;SG
crendo	crede	crendo	crede	V	V;IND;SG;3;PRS;FIN
crendo	gândind	crendo	gândi	V	V;V.MSDR
crendo	crezând	crendo	crede	V	V;V.MSDR
mortalidade	mortalitate	mortalidade	mortalitate	N	N;INDF;FEM;SG
mortalidade	mortalitatea	mortalidade	mortalitate	N	N;DEF;FEM;SG
mortalidade	deces	mortalidade	deces	N	N;INDF;MASC;SG
mortalidade	moartea	mortalidade	moarte	N	N;DEF;FEM;SG
mortalidade	moarte	mortalidade	moarte	N	N;INDF;FEM;SG
accidentes	accidente	accidente	accident	N	N;INDF;FEM;PL
accidentes	accidentele	accidente	accident	N	N;DEF;FEM;PL
accidentes	accidentul	accidente	accident	N	N;DEF;MASC;SG
accidentes	accident	accidente	accident	N	N;INDF;MASC;SG
inclúe	include	incluír	include	V	V;IND;SG;3;PRS;FIN
xesucristo	hristoase	xesucristo	hristos	N	N;INDF;FEM;PL
tradicións	traditiile	tradición	traditie	N	N;DEF;FEM;PL
tradicións	traditia	tradición	traditie	N	N;DEF;FEM;SG
tradicións	tradiție	tradición	tradiție	N	N;INDF;FEM;SG
tradicións	traditie	tradición	traditie	N	N;INDF;FEM;SG
tradicións	tradiția	tradición	tradiție	N	N;DEF;FEM;SG
alcohol	alcool	alcohol	alcool	N	N;INDF;MASC;SG
alcohol	alcoolul	alcohol	alcool	N	N;DEF;MASC;SG
alivio	relief	alivio	relief	N	N;INDF;MASC;SG
insectos	insectele	insecto	insect	N	N;DEF;FEM;PL
insectos	insectelor	insecto	insect	N	N;DEF;FEM;PL
insectos	insecte	insecto	insect	N	N;INDF;FEM;PL
túnel	tunelul	túnel	tunel	N	N;DEF;MASC;SG
túnel	tunel	túnel	tunel	N	N;INDF;MASC;SG
duelo	duel	duelo	duel	N	N;INDF;MASC;SG
duelo	duelul	duelo	duel	N	N;DEF;MASC;SG
mares	marea	mar	mare	N	N;DEF;FEM;SG
mares	mările	mar	mare	N	N;DEF;FEM;PL
viaxando	călătorind	viaxar	călători	V	V;V.MSDR
viaxando	călătoresc	viaxar	călători	V	V;IND;PL;3;PRS;FIN
artística	direcţia	artístico	direchi	N	N;DEF;FEM;SG
artística	direcție	artístico	direcție	N	N;INDF;FEM;SG
artística	directie	artístico	directie	N	N;INDF;FEM;SG
artística	direcția	artístico	direcție	N	N;DEF;FEM;SG
marxe	cameră	marxe	cameră	N	N;INDF;FEM;SG
marxe	camera	marxe	cameră	N	N;DEF;FEM;SG
sigamos	lasă	sigar	lăsa	V	V;IND;3;PRS;FIN
resolución	rezoluția	resolución	rezoluție	N	N;DEF;FEM;SG
resolución	rezoluție	resolución	rezoluție	N	N;INDF;FEM;SG
cegos	chior	cego	chior	N	N;INDF;MASC;SG
feixe	gramada	feixe	gramadă	N	N;DEF;FEM;SG
feixe	pile	feixe	pile	N	N;INDF;FEM;PL
feixe	grămadă	feixe	grămadă	N	N;INDF;FEM;SG
feixe	morman	feixe	morman	N	N;INDF;MASC;SG
feixe	grămada	feixe	grămadă	N	N;DEF;FEM;SG
feixe	lot	feixe	lot	N	N;INDF;MASC;SG
rexistros	discuri	rexistro	disc	N	N;INDF;FEM;PL
rexistros	records	rexistro	records	N	N;INDF;MASC;SG
rexistros	înregistrări	rexistro	înregistrare	N	N;INDF;FEM;PL
rexistros	recorduri	rexistro	record	N	N;INDF;FEM;PL
focas	foci	foca	foc	N	N;INDF;FEM;PL
focas	focile	foca	focil	N	N;DEF;FEM;PL
globo	balonul	globo	balon	N	N;DEF;MASC;SG
globo	balon	globo	balon	N	N;INDF;MASC;SG
choraba	plângând	chorar	plânge	V	V;V.MSDR
choraba	plâns	chorar	plânge	V	V;MASC;SG;V.PTCP
elefante	elefant	elefante	elefant	N	N;INDF;MASC;SG
elefante	elefantul	elefante	elefant	N	N;DEF;MASC;SG
golf	golf	golf	golf	N	N;INDF;MASC;SG
golf	golful	golf	golf	N	N;DEF;MASC;SG
venden	vând	vender	vinde	V	V;IND;PL;3;PRS;FIN
venden	vinde	vender	vinde	V	V;IND;SG;3;PRS;FIN
camas	paturi	cama	pat	N	N;INDF;FEM;PL
camas	paturile	cama	pat	N	N;DEF;FEM;PL
atopara	avea	atopar	avea	V	V;IND;SG;3;IPFV;FIN
atopara	avut	atopar	avea	V	V;MASC;SG;V.PTCP
bonecas	papusi	boneca	papus	N	N;INDF;FEM;PL
evento	eveniment	evento	eveniment	N	N;INDF;MASC;SG
evento	evenimentul	evento	eveniment	N	N;DEF;MASC;SG
festival	festival	festival	festival	N	N;INDF;MASC;SG
festival	festivalul	festival	festival	N	N;DEF;MASC;SG
festival	festivalului	festival	festival	N	N;DEF;MASC;SG
determinación	determinarea	determinación	determinare	N	N;DEF;FEM;SG
determinación	determinare	determinación	determinare	N	N;INDF;FEM;SG
ilusións	iluzii	ilusión	iluzie	N	N;INDF;FEM;PL
ilusións	iluziile	ilusión	iluzie	N	N;DEF;FEM;PL
tiran	aruncă	ter	arunca	V	V;IND;SG;3;PST;FIN
tiran	arunca	ter	arunca	V	V;IND;SG;3;IPFV;FIN
separar	separă	separar	separa	V	V;IND;SG;3;PST;FIN
pito	găină	pito	găină	N	N;INDF;FEM;SG
pito	gaina	pito	gaină	N	N;DEF;FEM;SG
censura	cenzura	censura	cenzură	N	N;DEF;FEM;SG
censura	cenzură	censura	cenzură	N	N;INDF;FEM;SG
crianzas	copii	crianza	copil	N	N;INDF;MASC;PL
crianzas	copiii	crianza	copil	N	N;DEF;MASC;PL
montes	muntii	monte	munte	N	N;DEF;MASC;PL
montes	munţii	monte	munhă	N	N;DEF;MASC;PL
montes	munții	monte	munte	N	N;INDF;MASC;PL
cualificación	rating	cualificación	ratinge	N	N;INDF;MASC;SG
cualificación	evaluare	cualificación	evaluare	N	N;INDF;FEM;SG
liberal	liberale	liberal	liberal	ADJ	ADJ;INDF;FEM;PL
liberal	liberală	liberal	liberal	ADJ	ADJ;INDF;FEM;SG
descoñecidos	străinii	descoñecido	străin	N	N;DEF;MASC;PL
perdera	avea	perderar	avea	V	V;IND;SG;3;IPFV;FIN
perdera	avut	perderar	avea	V	V;MASC;SG;V.PTCP
escuros	adâncă	escuro	adânc	ADJ	ADJ;INDF;FEM;SG
escuros	întunecat	escuro	întuneca	ADJ	ADJ;INDF;MASC;SG
internacionais	internațional	internacional	internațional	ADJ	ADJ;INDF;MASC;SG
internacionais	international	internacional	international	ADJ	ADJ;INDF;MASC;SG
internacionais	internaţională	internacional	internahional	ADJ	ADJ;INDF;FEM;SG
internacionais	internațională	internacional	internațional	ADJ	ADJ;INDF;FEM;SG
internacionais	internaţional	internacional	internaţional	ADJ	ADJ;INDF;MASC;SG
socio	parteneră	socio	partener	N	N;INDF;FEM;SG
socio	partenerul	socio	partener	N	N;DEF;MASC;SG
socio	partener	socio	partener	N	N;INDF;MASC;SG
escoitarme	ascultând	escoitarme	asculta	V	V;V.MSDR
escoitarme	ascult	escoitarme	asculta	V	V;IND;SG;1;PRS;FIN
escoitarme	ascultă	escoitarme	asculta	V	V;IND;SG;3;PST;FIN
escoitarme	asculta	escoitarme	asculta	V	V;IND;SG;3;IPFV;FIN
escoitarme	auzi	escoitarme	auzi	V	V;IND;SG;3;PST;FIN
rabia	furia	rabia	furie	N	N;DEF;FEM;SG
rabia	mânia	rabia	mânia	N	N;DEF;FEM;SG
rabia	furie	rabia	furie	N	N;INDF;FEM;SG
rabia	mânie	rabia	mânie	N	N;INDF;FEM;SG
rabia	furia	rabia	furie	N	N;DEF;FEM;SG
rabia	furie	rabia	furie	N	N;INDF;FEM;SG
caros	scumpa	caro	scumpa	ADJ	ADJ;DEF;FEM;SG
caros	scumpă	caro	scump	ADJ	ADJ;INDF;FEM;SG
caros	scumpe	caro	scump	ADJ	ADJ;INDF;FEM;PL
católica	catolică	católico	catolic	ADJ	ADJ;INDF;FEM;SG
católica	catolic	católico	catolic	ADJ	ADJ;INDF;MASC;SG
carreta	phantom	carreta	phantom	N	N;INDF;MASC;SG
carreta	fantoma	carreta	fantomă	N	N;DEF;FEM;SG
carreta	fantomă	carreta	fantomă	N	N;INDF;FEM;SG
carreta	cărucior	carreta	cărucior	N	N;INDF;MASC;SG
deberá	trebuie	deber	trebui	V	V;IND;3;PRS;FIN
buscaba	caut	buscar	căuta	V	V;IND;SG;1;PRS;FIN
suor	sudoare	suor	sudoare	N	N;INDF;FEM;SG
suor	sudoarea	suor	sudoare	N	N;DEF;FEM;SG
copas	băuturile	copa	băutură	N	N;DEF;FEM;PL
copas	bauturi	copa	baut	N	N;INDF;FEM;PL
copas	băuturi	copa	băutură	N	N;INDF;FEM;PL
prusianos	prusaci	prusiano	prusac	ADJ	ADJ;INDF;MASC;PL
tea	cârpă	tea	cârpă	N	N;INDF;FEM;SG
bicar	pup	bicar	pup	V	V;IND;SG;1;PRS;FIN
inspección	inspecția	inspección	inspecție	N	N;DEF;FEM;SG
inspección	inspecție	inspección	inspecție	N	N;INDF;FEM;SG
máximo	maximă	máximo	maxim	ADJ	ADJ;INDF;FEM;SG
máximo	maxim	máximo	maxim	ADJ	ADJ;INDF;MASC;SG
cambiaches	schimba	cambiaches	schimba	V	V;IND;SG;3;IPFV;FIN
cambiaches	schimbă	cambiaches	schimba	V	V;IND;SG;3;PST;FIN
interesan	interesați	interesar	interesat	V	V;IND;PL;2;IPFV;FIN
peitos	sâni	peito	sâni	N	N;INDF;FEM;PL
peitos	sânii	peito	sân	N	N;DEF;MASC;PL
peitos	sani	peito	san	N	N;INDF;MASC;PL
peitos	sânul	peito	sân	N	N;DEF;MASC;SG
peitos	sân	peito	sân	N	N;INDF;MASC;SG
peitos	piept	peito	piept	N	N;INDF;MASC;SG
baleiras	goale	baleira	gol	ADJ	ADJ;INDF;FEM;PL
baleiras	goală	baleira	gol	ADJ	ADJ;INDF;FEM;SG
furioso	furioasă	furioso	furios	ADJ	ADJ;INDF;FEM;SG
furioso	furios	furioso	furios	ADJ	ADJ;INDF;MASC;SG
retiro	pensionare	retiro	pensionară	N	N;INDF;FEM;PL
retiro	pensionarea	retiro	pensionare	N	N;DEF;FEM;SG
peles	piei	pel	piele	N	N;INDF;FEM;PL
peles	blana	pel	blană	N	N;DEF;FEM;SG
peles	blană	pel	blană	N	N;INDF;FEM;SG
cranio	craniu	cranio	craniu	N	N;INDF;MASC;SG
cranio	skull	cranio	skull	N	N;INDF;MASC;SG
cranio	craniul	cranio	craniu	N	N;DEF;MASC;SG
destruíron	distruse	destruír	distruge	V	V;IND;SG;3;PST;FIN
batallóns	batalioane	batallón	batalion	N	N;INDF;FEM;PL
conquista	cucerire	conquista	cucerire	N	N;INDF;FEM;SG
conquista	cucerirea	conquista	cucerire	N	N;DEF;FEM;SG
conquista	cuceriri	conquista	cucerire	N	N;INDF;FEM;PL
veteranos	veteranii	veterano	veteran	N	N;DEF;MASC;PL
veteranos	veteranilor	veterano	veteran	N	N;DEF;MASC;PL
veteranos	veterani	veterano	veteran	N	N;INDF;MASC;PL
veteranos	veterani	veterano	veteran	N	N;INDF;MASC;PL
valentía	curaj	valentía	curaj	N	N;INDF;MASC;SG
valentía	curajul	valentía	curaj	N	N;DEF;MASC;SG
cecais	poate	cecal	poate	ADV	ADV
torna	devine	torna	deveni	V	V;IND;SG;3;PRS;FIN
cheguemos	obține	cheguer	obține	V	V;IND;SG;3;PRS;FIN
atoparei	găsiți	atopar	găsi	V	V;IND;PL;2;IPFV;FIN
atoparei	găseşte	atopar	găsea	V	V;IND;SG;3;PRS;FIN
atoparei	găsește	atopar	găsi	V	V;IND;SG;3;PRS;FIN
tesouro	comoară	tesouro	comoară	N	N;INDF;FEM;SG
tesouro	comoara	tesouro	comoară	N	N;DEF;FEM;SG
tesouro	comori	tesouro	comori	N	N;INDF;FEM;PL
despedidos	demis	despedir	demite	N	N;INDF;MASC;SG
destruído	distruse	destruír	distruge	V	V;IND;SG;3;PST;FIN
roubando	fur	roubar	fur	V	V;IND;SG;1;PRS;FIN
chamarme	sună	chamarme	suna	V	V;IND;SG;3;PST;FIN
chamarme	suna	chamarme	suna	V	V;IND;SG;3;IPFV;FIN
delicioso	delicioasă	delicioso	delicios	ADJ	ADJ;INDF;FEM;SG
delicioso	delicios	delicioso	delicios	ADJ	ADJ;INDF;MASC;SG
delicioso	delicioase	delicioso	delicios	ADJ	ADJ;INDF;FEM;PL
pixamas	pijamale	pixar	pijamal	N	N;INDF;FEM;PL
pixamas	pijama	pixar	pijama	N	N;INDF;FEM;SG
pau	stick	pau	sticke	N	N;INDF;MASC;SG
filliña	scrisoare	filliña	scrisoare	N	N;INDF;FEM;SG
filliña	scrisoarea	filliña	scrisoare	N	N;DEF;FEM;SG
filliña	literă	filliña	literă	N	N;INDF;FEM;SG
filliña	draga	filliña	dragă	N	N;DEF;FEM;SG
filliña	fată	filliña	fată	N	N;INDF;FEM;SG
filliña	fata	filliña	fată	N	N;DEF;FEM;SG
insolente	insolent	insolente	insolent	ADJ	ADJ;INDF;MASC;SG
mineral	minerale	mineral	mineral	N	N;INDF;FEM;PL
mineral	mineral	mineral	mineral	N	N;INDF;MASC;SG
mineral	minereu	mineral	minereu	N	N;INDF;MASC;SG
cantaba	cântă	cantar	cânta	V	V;IND;SG;3;PST;FIN
cantaba	canta	cantar	cantă	V	V;IND;SG;3;IPFV;FIN
cantaba	cânta	cantar	cânta	V	V;IND;SG;3;IPFV;FIN
tentaron	încercat	tentar	încerca	V	V;MASC;SG;V.PTCP
anarquista	anarhist	anarquista	anarhist	N	N;INDF;MASC;SG
escribo	scrieti	escribir	scrieti	V	V;IND;SG;2;PRS;FIN
escribo	scrieți	escribir	scrie	V	V;IND;PL;2;PRS;FIN
escribo	scriu	escribir	scrie	V	V;IND;PL;3;PRS;FIN
escribo	scrie	escribir	scrie	V	V;IND;SG;3;PRS;FIN
irlandeses	irish	irlander	irish	N	N;INDF;MASC;SG
artillería	artileria	artillería	artilerie	N	N;DEF;FEM;SG
artillería	artilerie	artillería	artilerie	N	N;INDF;FEM;SG
punk	derbedeu	punk	derbedeu	N	N;INDF;MASC;SG
punk	punk	punk	punk	N	N;INDF;MASC;SG
condesa	contesă	condesa	contes	N	N;INDF;FEM;SG
condesa	contesa	condesa	contesa	N	N;DEF;FEM;SG
zhong	zhong	zhong	zhong	N	N;INDF;MASC;SG
profes	profesorilor	profe	profesor	N	N;DEF;MASC;PL
profes	profesorii	profe	profesor	N	N;DEF;MASC;PL
profes	profesori	profe	profesor	N	N;INDF;MASC;PL
asteroides	asteroizi	asteroide	asteroid	N	N;INDF;MASC;PL
desexaba	vrut	desexar	vrea	V	V;MASC;SG;V.PTCP
ensina	predă	ensinar	preda	V	V;IND;SG;3;PST;FIN
ensina	preda	ensinar	preda	V	V;IND;SG;3;IPFV;FIN
solucionar	rezolvă	solucionar	rezolva	V	V;IND;3;PRS;FIN
solucionar	rezolva	solucionar	rezolva	V	V;IND;SG;3;IPFV;FIN
doenzas	boli	doenza	boală	N	N;INDF;FEM;PL
doenzas	bolile	doenza	boală	N	N;DEF;FEM;PL
hormona	hormon	hormona	hormon	N	N;INDF;MASC;SG
doutores	doctorii	doutor	doctor	N	N;DEF;MASC;PL
doutores	medicii	doutor	medic	N	N;DEF;MASC;PL
doutores	doctori	doutor	doctor	N	N;INDF;MASC;PL
doutores	doctorilor	doutor	doctor	N	N;DEF;MASC;PL
doutores	medici	doutor	medic	N	N;INDF;MASC;PL
tocamos	joacă	tocar	juca	V	V;IND;3;PRS;FIN
bendición	binecuvântare	bendición	binecuvântare	N	N;INDF;FEM;SG
bendición	binecuvântarea	bendición	binecuvântare	N	N;DEF;FEM;SG
incribles	uimitor	incrible	uimitor	ADJ	ADJ;INDF;MASC;SG
incribles	uimitoare	incrible	uimitor	ADJ	ADJ;INDF;FEM
incribles	uluitor	incrible	uluitor	ADJ	ADJ;INDF;MASC;SG
má	bad	má	bad	N	N;INDF;MASC;SG
inspiración	inspirație	inspiración	inspirație	N	N;INDF;FEM;SG
inspiración	inspiratie	inspiración	inspiratie	N	N;INDF;FEM;SG
estudamos	studiază	estudar	studia	V	V;IND;3;PRS;FIN
sabia	știa	sabia	ști	V	V;IND;SG;3;IPFV;FIN
sabia	știam	sabia	ști	V	V;IND;1;IPFV;FIN
ministerio	ministerul	ministerio	minister	N	N;DEF;MASC;SG
ministerio	ministerului	ministerio	minister	N	N;DEF;MASC;SG
ministerio	minister	ministerio	minister	N	N;INDF;MASC;SG
ministerio	oficiu	ministerio	oficiu	N	N;INDF;MASC;SG
ministerio	biroul	ministerio	birou	N	N;DEF;MASC;SG
ministerio	oficiul	ministerio	oficiu	N	N;DEF;MASC;SG
ministerio	birou	ministerio	birou	N	N;INDF;MASC;SG
noventa	nouăzeci	noventa	nouăzeci	NUM	NUM;PL
pensaría	gandeste	pensar	gandeste	V	V;IND;SG;3;PRS;FIN
pensaría	gândiți	pensar	gândi	V	V;IND;PL;2;IPFV;FIN
nostalxia	nostalgie	nostalxia	nostalgie	N	N;INDF;FEM;SG
nostalxia	nostalgia	nostalxia	nostalgie	N	N;DEF;FEM;SG
seguise	lasă	seguir	lăsa	V	V;IND;3;PRS;FIN
poemas	poezii	poema	poezie	N	N;INDF;FEM;PL
poemas	poemele	poema	poem	N	N;DEF;FEM;PL
poemas	poeziile	poema	poezie	N	N;DEF;FEM;PL
poemas	poeme	poema	poem	N	N;INDF;FEM;PL
coñecedes	știu	coñecede	ști	V	V;IND;SG;1;PRS;FIN
ducias	duzini	ducia	duzin	N	N;INDF;FEM;PL
ensaios	încercări	ensalo	încercare	N	N;INDF;FEM;PL
ensaios	procese	ensalo	proces	N	N;INDF;FEM;PL
táboa	tabelul	táboa	tabel	N	N;DEF;MASC;SG
táboa	masă	táboa	masă	N	N;INDF;FEM;SG
táboa	masa	táboa	masă	N	N;DEF;FEM;SG
táboa	tabel	táboa	tabel	N	N;INDF;MASC;SG
táboa	falit	táboa	falit	N	N;INDF;MASC;SG
errada	gresit	errada	gresit	ADJ	ADJ;INDF;MASC;SG
