sau	لیکن	sau	لیکن	CONJ;POS	CONJ
verticale	عمودی	vertical	عمودی	ADJ;INDF;FEM;PL	ADJ
verticale	مفرقی	vertical	مفرقی	ADJ;INDF;FEM;PL	ADJ
verticale	انتصابی	vertical	انتصابی	ADJ;INDF;FEM;PL	ADJ
verticale	عمودی	vertical	عمودی	ADJ;INDF;FEM;PL	ADJ
verticale	مفرقی	vertical	مفرقی	ADJ;INDF;FEM;PL	ADJ
ten	x	ten	x	N;INDF;MASC;SG	N;NOM;MASC;SG;3
ten	x	ten	x	N;INDF;MASC;SG	N;NOM;MASC;SG;3
datorate	ٹھیک	datorat	ٹھیک	ADJ;INDF;FEM;PL	ADJ
datorate	منتظر	datorat	منتظر	ADJ;INDF;FEM;PL	ADJ
datorate	استحقاقی	datorat	استحقاقی	ADJ;INDF;FEM;PL	ADJ;NOM
datorate	ٹھیک	datorat	ٹھیک	ADJ;INDF;FEM;PL	ADJ
datorate	منتظر	datorat	منتظر	ADJ;INDF;FEM;PL	ADJ
datorate	استحقاقی	datorat	استحقاقی	ADJ;INDF;FEM;PL	ADJ;NOM
combină	جوڑنا	combină	جوڑ	V;IND;SG;3;PST;FIN	V;MASC;SG;NFIN;ACT
combină	جڑنا	combină	جڑ	V;IND;SG;3;PST;FIN	V;MASC;SG;NFIN;ACT
antrenament	تربیت	antrenament	تربیت	N;INDF;MASC;SG	N;NOM;MASC;SG;3
antrenament	مشق	antrenament	مشق	N;INDF;MASC;SG	N;NOM;MASC;SG;3
antrenament	زورآزمائی	antrenament	زورآزمائی	N;INDF;MASC;SG	N;NOM;MASC;SG;3
salvează	پھٹکار	salva	پھٹک	V;IND;3;PRS;FIN	V;SG;ACT
salvează	پھٹکار	salva	پھٹک	V;IND;3;PRS;FIN	V;SG;ACT
intelectual	معقول.	intelectual	معقول.	ADJ;INDF;MASC;SG	ADJ
intelectual	پختہ	intelectual	پختہ	ADJ;INDF;MASC;SG	ADJ
intelectual	ذہنی	intelectual	ذہنی	ADJ;INDF;MASC;SG	ADJ
moartă	بند	mort	بند	ADJ;INDF;FEM;SG	ADJ
moartă	جامد	mort	جامد	ADJ;INDF;FEM;SG	ADJ
moartă	قطعی	mort	قطعی	ADJ;INDF;FEM;SG	ADJ
moartă	مردہ	mort	مردہ	ADJ;INDF;FEM;SG	ADJ
moartă	متروک	mort	متروک	ADJ;INDF;FEM;SG	ADJ
moartă	مکمل	mort	مکمل	ADJ;INDF;FEM;SG	ADJ
moartă	سست	mort	سست	ADJ;INDF;FEM;SG	ADJ
moartă	بند	mort	بند	ADJ;INDF;FEM;SG	ADJ
moartă	جامد	mort	جامد	ADJ;INDF;FEM;SG	ADJ
moartă	قطعی	mort	قطعی	ADJ;INDF;FEM;SG	ADJ
moartă	مردہ	mort	مردہ	ADJ;INDF;FEM;SG	ADJ
moartă	متروک	mort	متروک	ADJ;INDF;FEM;SG	ADJ
moartă	مکمل	mort	مکمل	ADJ;INDF;FEM;SG	ADJ
moartă	سست	mort	سست	ADJ;INDF;FEM;SG	ADJ
elaborate	پیچیدہ	elabora	پیچیدہ	ADJ;INDF;FEM;PL	ADJ
elaborate	استیعابی	elabora	استیعابی	ADJ;INDF;FEM;PL	ADJ;NOM
elaborate	مفصل	elabora	مفصل	ADJ;INDF;FEM;PL	ADJ
elaborate	تفصیلی	elabora	تفصیلی	ADJ;INDF;FEM;PL	ADJ
elaborate	مکمل	elabora	مکمل	ADJ;INDF;FEM;PL	ADJ
metalic	دھاتی	metalic	دھاتی	ADJ;INDF;MASC;SG	ADJ
metalic	دھاتی	metalic	دھاتی	ADJ;INDF;MASC;SG	ADJ
eye	چشم	ey	چشم		
domiciliu	اقامت	domiciliu	اقامت	N;INDF;MASC;SG	N;NOM;MASC;SG;3
soi	تنوع	sou	تنوع	N;INDF;MASC;SG	N;NOM;MASC;SG;3
neobișnuit	انوکھا	neobișnuit	انوکھا	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
neobișnuit	غیرمعمولی	neobișnuit	غیرمعمولی	ADJ;INDF;MASC;SG	ADJ
stabil	مستحکم	stabil	مستحکم	ADJ;INDF;MASC;SG	ADJ
stabil	فہمیدہ.	stabil	فہمیدہ.	ADJ;INDF;MASC;SG	ADJ
stabil	مضبوط	stabil	مضبوط	ADJ;INDF;MASC;SG	ADJ
excelent	اعلیٰ	excelent	اعلیٰ	ADJ;INDF;MASC;SG	ADJ
lingvistic	لسانی	lingvistic	لسانی	ADJ;INDF;MASC;SG	ADJ
treisprezece	13	treisprezece	13	NUM;PL	NUM
eliberează	چھوڑنا	elibera	چھوڑ	V;IND;3;PRS;FIN	V;NFIN
geometrice	ہموار	geometric	ہموار	ADJ;INDF;FEM;PL	ADJ
încărcat	باردار	încărca	باردار	ADJ;INDF;MASC;SG	ADJ
venind	پہنچ	veni	پہنچ	V;V.MSDR	V;ACT
venind	پہنچ	veni	پہنچ	V;V.MSDR	V;ACT
periculoase	خطرناک	periculos	خطرناک	ADJ;INDF;FEM;PL	ADJ
periculoase	خطرناک	periculos	خطرناک	ADJ;INDF;FEM;PL	ADJ
artificiale	ظاہری	artificial	ظاہری	ADJ;INDF;FEM;PL	ADJ
artificiale	ظاہری	artificial	ظاہری	ADJ;INDF;FEM;PL	ADJ
artificiale	نقلی	artificial	نقلی	ADJ;INDF;FEM;PL	ADJ
vecin	ملحق	vecin	ملحق	N;INDF;MASC;SG	N;NOM;MASC;SG;3
vecin	ملحق	vecin	ملحق	N;INDF;MASC;SG	N;NOM;MASC;SG;3
pole	بانس	polă	بانس	N;INDF;MASC;SG	N;NOM;MASC;SG;3
închide	تنگ	închide	تنگ	V;IND;SG;3;PRS;FIN	V;ACT
închide	تنگ	închide	تنگ	V;IND;SG;3;PRS;FIN	V;ACT
tipice	مثالی	tipic	مثالی	ADJ;INDF;FEM;PL	ADJ
verb	فعل	verb	فعل	N;INDF;MASC;SG	N;NOM;MASC;SG;3
voice	v	voic	v	N;INDF;MASC;SG	N;NOM;MASC;SG;3
voice	طور	voic	طور	N;INDF;MASC;SG	N;NOM;MASC;SG;3
voice	g	voic	g	N;INDF;MASC;SG	N;NOM;MASC;SG;3
voice	d	voic	d	N;INDF;MASC;SG	N;NOM;MASC;SG;3
market	نرخ	market	نرخ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
market	ہاٹ	market	ہاٹ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
market	نرخ	market	نرخ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
sondaj	معائنہ	sondaj	معائنہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
sondaj	تحقیق	sondaj	تحقیق	N;INDF;MASC;SG	N;NOM;MASC;SG;3
imens	زبردست	imens	زبردست	ADJ;INDF;MASC;SG	ADJ
considerabilă	معقول	considerabil	معقول	ADJ;INDF;FEM;SG	ADJ
considerabilă	کافی	considerabil	کافی	ADJ;INDF;FEM;SG	ADJ
considerabilă	نمایاں	considerabil	نمایاں	ADJ;INDF;FEM;SG	ADJ
considerabilă	معقول	considerabil	معقول	ADJ;INDF;FEM;SG	ADJ
considerabilă	خاصا	considerabil	خاصا	ADJ;INDF;FEM;SG	ADJ
considerabilă	کافی	considerabil	کافی	ADJ;INDF;FEM;SG	ADJ
considerabilă	نمایاں	considerabil	نمایاں	ADJ;INDF;FEM;SG	ADJ
doom	ضابطہ	doom	ضابطہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
doom	ملامت	doom	ملامت	N;INDF;MASC;SG	N;NOM;FEM;SG;3
angajează	کرائے	angaja	کرا	V;IND;3;PRS;FIN	V;PFV;MASC;PL;V.PTCP;ACT
angajează	بھاڑا.	angaja	بھاڑا.	V;IND;3;PRS;FIN	V;PFV;MASC;SG;V.PTCP;ACT
kid	بچہ	kid	بچہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
imn	ترانہ	imn	ترانہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
confirmată	عادی	confirma	عادی	ADJ;INDF;FEM;SG	ADJ
exacte	صحیح	exact	صحیح	ADJ;INDF;FEM;PL	ADJ
tub	نلکی	tub	نلکی	N;INDF;MASC;SG	N;NOM;FEM;SG;3
tub	نلکی	tub	نلکی	N;INDF;MASC;SG	N;NOM;FEM;SG;3
tub	نالی	tub	نالی	N;INDF;MASC;SG	N;NOM;FEM;SG;3
fotomodel	وضع	fotomodel	وضع	N;INDF;MASC;SG	N;NOM;MASC;SG;3
fotomodel	نقشہ	fotomodel	نقشہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
fotomodel	مٹی	fotomodel	مٹی	N;INDF;MASC;SG	N;NOM;MASC;SG;3
nas	شراب	nas	شراب	N;INDF;MASC;SG	N;NOM;MASC;SG;3
triumf	جیت	triumf	جیت	N;INDF;MASC;SG	N;NOM;MASC;SG;3
bust	ناکامی	bust	ناکامی	N;INDF;MASC;SG	N;NOM;MASC;SG;3
inteligent	ہنرمند	inteligent	ہنرمند	ADJ;INDF;MASC;SG	ADJ
inteligent	تیز	inteligent	تیز	ADJ;INDF;MASC;SG	ADJ
inteligent	چالاک	inteligent	چالاک	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
inteligent	ہنرمند	inteligent	ہنرمند	ADJ;INDF;MASC;SG	ADJ
inteligent	ذہین	inteligent	ذہین	ADJ;INDF;MASC;SG	ADJ
inteligent	ممتاز.	inteligent	ممتاز.	ADJ;INDF;MASC;SG	ADJ
inteligent	درست	inteligent	درست	ADJ;INDF;MASC;SG	ADJ
inteligent	پھرتی	inteligent	پھرتی	ADJ;INDF;MASC;SG	ADJ;FEM
inteligent	تیز	inteligent	تیز	ADJ;INDF;MASC;SG	ADJ
moi	ہلکی	moale	ہلکی	ADJ;INDF;PL	ADJ;FEM
moi	آسان	moale	آسان	ADJ;INDF;PL	ADJ
moi	کمزور	moale	کمزور	ADJ;INDF;PL	ADJ
moi	خوشگوار	moale	خوشگوار	ADJ;INDF;PL	ADJ
moi	احمقانہ	moale	احمقانہ	ADJ;INDF;PL	ADJ
moi	معتدل	moale	معتدل	ADJ;INDF;PL	ADJ
moi	ہلکی	moale	ہلکی	ADJ;INDF;PL	ADJ;FEM
moi	آسان	moale	آسان	ADJ;INDF;PL	ADJ
moi	کمزور	moale	کمزور	ADJ;INDF;PL	ADJ
moi	خوشگوار	moale	خوشگوار	ADJ;INDF;PL	ADJ
moi	نرم	moale	نرم	ADJ;INDF;PL	ADJ
moi	احمقانہ	moale	احمقانہ	ADJ;INDF;PL	ADJ
moi	معتدل	moale	معتدل	ADJ;INDF;PL	ADJ
costum	پان	costum	پان	N;INDF;MASC;SG	N;NOM;MASC;SG;3
țesut	نسیج	țesut	نسیج	N;INDF;MASC;SG	N;NOM;MASC;SG;3
moderat	معقول	moderat	معقول	ADJ;INDF;MASC;SG	ADJ
orizontală	افقی	orizontal	افقی	ADJ;INDF;FEM;SG	ADJ
divin	ربّانی	divin	ربّانی	ADJ;INDF;MASC;SG	ADJ
divin	متبرک	divin	متبرک	ADJ;INDF;MASC;SG	ADJ
împrejurimi	مضافات	împrejurime	مضافات	N;INDF;FEM;PL	N;NOM;MASC;PL;3
umar	پہاڑ	umar	پہاڑ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
umar	پہاڑ	umar	پہاڑ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
colectivă	متفقہ	colectiv	متفقہ	ADJ;INDF;FEM;SG	ADJ
colectivă	مشترک	colectiv	مشترک	ADJ;INDF;FEM;SG	ADJ
colectivă	عمومی	colectiv	عمومی	ADJ;INDF;FEM;SG	ADJ
colectivă	اجتماعی	colectiv	اجتماعی	ADJ;INDF;FEM;SG	ADJ
colectivă	مجموعی	colectiv	مجموعی	ADJ;INDF;FEM;SG	ADJ
colectivă	متفقہ	colectiv	متفقہ	ADJ;INDF;FEM;SG	ADJ
colectivă	مشترک	colectiv	مشترک	ADJ;INDF;FEM;SG	ADJ
colectivă	عمومی	colectiv	عمومی	ADJ;INDF;FEM;SG	ADJ
colectivă	اجتماعی	colectiv	اجتماعی	ADJ;INDF;FEM;SG	ADJ
favorabil	موزوں	favorabil	موزوں	ADJ;INDF;MASC;SG	ADJ
favorabil	موافق	favorabil	موافق	ADJ;INDF;MASC;SG	ADJ
favorabil	مثبت	favorabil	مثبت	ADJ;INDF;MASC;SG	ADJ
favorabil	متفق	favorabil	متفق	ADJ;INDF;MASC;SG	ADJ
imediată	فوری	imediat	فوری	ADJ;INDF;FEM;SG	ADJ
corn	شاخ	corn	شاخ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
genera	بنانا	genera	بنا	V;IND;SG;3;IPFV;FIN	V;MASC;SG;NFIN;ACT
fum	دھواں	fum	دھواں	N;INDF;MASC;SG	N;NOM;MASC;SG;3
falsă	غیرقانونی	fals	غیرقانونی	ADJ;INDF;FEM;SG	ADJ
falsă	جعلی	fals	جعلی	ADJ;INDF;FEM;SG	ADJ
falsă	ناجائز	fals	ناجائز	ADJ;INDF;FEM;SG	ADJ
falsă	غلط	fals	غلط	ADJ;INDF;FEM;SG	ADJ
falsă	غیرقانونی	fals	غیرقانونی	ADJ;INDF;FEM;SG	ADJ
falsă	نقلی	fals	نقلی	ADJ;INDF;FEM;SG	ADJ
falsă	جعلی	fals	جعلی	ADJ;INDF;FEM;SG	ADJ
falsă	ناجائز	fals	ناجائز	ADJ;INDF;FEM;SG	ADJ
falsă	نقلی	fals	نقلی	ADJ;INDF;FEM;SG	ADJ
falsă	جعلی	fals	جعلی	ADJ;INDF;FEM;SG	ADJ
temporară	عبوری	temporar	عبوری	ADJ;INDF;FEM;SG	ADJ
temporară	عارضی	temporar	عارضی	ADJ;INDF;FEM;SG	ADJ
apreciază	ماننا	aprecia	مان	V;IND;3;PRS;FIN	V;MASC;SG;NFIN
apreciază	جاننا	aprecia	جان	V;IND;3;PRS;FIN	V;MASC;SG;NFIN;ACT
apreciază	پہچاننا	aprecia	پہچان	V;IND;3;PRS;FIN	V;SG;NFIN;ACT
verifica	تھامنا	verifica	تھامنا	V;IND;SG;3;IPFV;FIN	V;SG;NFIN;ACT
verifica	ڈانٹنا	verifica	ڈانٹ	V;IND;SG;3;IPFV;FIN	V;NFIN
verifica	تھامنا	verifica	تھامنا	V;IND;SG;3;IPFV;FIN	V;SG;NFIN;ACT
verifica	ڈانٹنا	verifica	ڈانٹ	V;IND;SG;3;IPFV;FIN	V;NFIN
liric	جذباتی	liric	جذباتی	ADJ;INDF;MASC;SG	ADJ;NOM
stabilă	مستحکم	stabil	مستحکم	ADJ;INDF;FEM;SG	ADJ
stabilă	فہمیدہ.	stabil	فہمیدہ.	ADJ;INDF;FEM;SG	ADJ
stabilă	مضبوط	stabil	مضبوط	ADJ;INDF;FEM;SG	ADJ
serioasă	اہم	serios	اہم	ADJ;INDF;FEM;SG	ADJ
serioasă	معقول.	serios	معقول.	ADJ;INDF;FEM;SG	ADJ
serioasă	معتبر	serios	معتبر	ADJ;INDF;FEM;SG	ADJ
serioasă	اہم	serios	اہم	ADJ;INDF;FEM;SG	ADJ
serioasă	معقول.	serios	معقول.	ADJ;INDF;FEM;SG	ADJ
serioasă	معتبر	serios	معتبر	ADJ;INDF;FEM;SG	ADJ
serioasă	سنجیدہ	serios	سنجیدہ	ADJ;INDF;FEM;SG	ADJ
încărcate	باردار	încărca	باردار	ADJ;INDF;FEM;PL	ADJ
confunda	دُھندلانا	confunda	دُھندلانا	V;IND;SG;3;IPFV;FIN	V;SG;NFIN;ACT
confunda	بھٹکانا	confunda	بھٹکا	V;IND;SG;3;IPFV;FIN	V;MASC;SG;NFIN;ACT
drapel	پرچم	drapel	پرچم	N;INDF;MASC;SG	N;NOM;MASC;SG;3
script	ڈرامے	script	ڈرامہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
creier	منتظم	creier	منتظم	N;INDF;MASC;SG	N;NOM;MASC;SG;3
creier	دماغ	creier	دماغ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
creier	منتظم	creier	منتظم	N;INDF;MASC;SG	N;NOM;MASC;SG;3
creier	دماغ	creier	دماغ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
desi	گوکہ.	desi	گوکہ.		
desi	گوکہ.	desi	گوکہ.		
bear	ریچھ	bear	ریچھ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
bear	موجب	bear	موجب	N;INDF;MASC;SG	N;NOM;MASC;SG;3
bear	ریچھ	bear	ریچھ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
bear	موجب	bear	موجب	N;INDF;MASC;SG	N;NOM;MASC;SG;3
photo	فعل.	photo	فعل.		
cincizeci	50	cincizeci	50	NUM;PL	NUM
organică	منظم	organic	منظم	ADJ;INDF;FEM;SG	ADJ
organică	موروثی	organic	موروثی	ADJ;INDF;FEM;SG	ADJ
organică	آئینی	organic	آئینی	ADJ;INDF;FEM;SG	ADJ
organică	مربوط	organic	مربوط	ADJ;INDF;FEM;SG	ADJ
muncitor	کارکن	muncitor	کارکن	N;INDF;MASC;SG	N;NOM;MASC;SG;3
minimum	اقل	minimum	اقل		
taxi	ٹیکسی	taxi	ٹیکسی	N;INDF;MASC;SG	N;NOM;FEM;SG;3
formală	ظاہری	formal	ظاہری	ADJ;INDF;FEM;SG	ADJ
formală	واضح	formal	واضح	ADJ;INDF;FEM;SG	ADJ
formală	اصولی	formal	اصولی	ADJ;INDF;FEM;SG	ADJ
formală	رسمی	formal	رسمی	ADJ;INDF;FEM;SG	ADJ
formală	ظاہری	formal	ظاہری	ADJ;INDF;FEM;SG	ADJ
formală	واضح	formal	واضح	ADJ;INDF;FEM;SG	ADJ
formală	اصولی	formal	اصولی	ADJ;INDF;FEM;SG	ADJ
intense	پُرزور	intens	پُرزور	ADJ;INDF;FEM;PL	ADJ
intense	قوی	intens	قوی	ADJ;INDF;FEM;PL	ADJ
intense	پُرزور	intens	پُرزور	ADJ;INDF;FEM;PL	ADJ
intense	قوی	intens	قوی	ADJ;INDF;FEM;PL	ADJ
intense	شدید	intens	شدید	ADJ;INDF;FEM;PL	ADJ
organic	منظم	organic	منظم	ADJ;INDF;MASC;SG	ADJ
organic	موروثی	organic	موروثی	ADJ;INDF;MASC;SG	ADJ
organic	آئینی	organic	آئینی	ADJ;INDF;MASC;SG	ADJ
organic	مربوط	organic	مربوط	ADJ;INDF;MASC;SG	ADJ
freedom	آزادی	freedom	آزادی	N;INDF;MASC;SG	N;NOM;MASC;SG;3
dialect	تلفظ	dialect	تلفظ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
porc	گندہ	porc	گندہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
imposibilă	محال	imposibil	محال	ADJ;INDF;FEM;SG	ADJ
mister	رازداری	mister	رازداری	N;INDF;MASC;SG	N;NOM;MASC;SG;3
mister	خفیہ	mister	خفیہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
mister	رمزیت	mister	رمزیت	N;INDF;MASC;SG	N;NOM;MASC;SG;3
mister	رازداری	mister	رازداری	N;INDF;MASC;SG	N;NOM;MASC;SG;3
mister	خفیہ	mister	خفیہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
mister	راز	mister	راز	N;INDF;MASC;SG	N;NOM;MASC;SG;3
mister	رمزیت	mister	رمزیت	N;INDF;MASC;SG	N;NOM;MASC;SG;3
evidente	آشکار	evident	آشکار	ADJ;INDF;FEM;PL	ADJ
evidente	واضح	evident	واضح	ADJ;INDF;FEM;PL	ADJ
evidente	آشکار	evident	آشکار	ADJ;INDF;FEM;PL	ADJ
evidente	عیاں	evident	عیاں	ADJ;INDF;FEM;PL	ADJ
evidente	واضح	evident	واضح	ADJ;INDF;FEM;PL	ADJ
fierbinte	ضرب	fierbinte	ضرب		
timbru	قسم	timbru	قسم	N;INDF;MASC;SG	N;NOM;MASC;SG;3
word	اقرار	word	اقرار	N;INDF;MASC;SG	N;NOM;MASC;SG;3
word	اطلاع	word	اطلاع	N;INDF;MASC;SG	N;NOM;FEM;SG;3
word	پیغام.	word	پیغام.	N;INDF;MASC;SG	N;NOM;MASC;SG;3
word	قول.	word	قول.	N;INDF;MASC;SG	N;NOM;MASC;SG;3
word	گفتگو	word	گفتگو	N;INDF;MASC;SG	N;NOM;MASC;SG;3
word	قول	word	قول	N;INDF;MASC;SG	N;NOM;MASC;SG;3
word	خبر	word	خبر	N;INDF;MASC;SG	N;NOM;MASC;SG;3
word	حکم	word	حکم	N;INDF;MASC;SG	N;NOM;MASC;SG;3
word	وعدہ	word	وعدہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
word	اقرار	word	اقرار	N;INDF;MASC;SG	N;NOM;MASC;SG;3
word	لفظ	word	لفظ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
word	اطلاع	word	اطلاع	N;INDF;MASC;SG	N;NOM;FEM;SG;3
word	پیغام.	word	پیغام.	N;INDF;MASC;SG	N;NOM;MASC;SG;3
word	قول.	word	قول.	N;INDF;MASC;SG	N;NOM;MASC;SG;3
word	گفتگو	word	گفتگو	N;INDF;MASC;SG	N;NOM;MASC;SG;3
word	قول	word	قول	N;INDF;MASC;SG	N;NOM;MASC;SG;3
word	خبر	word	خبر	N;INDF;MASC;SG	N;NOM;MASC;SG;3
word	حکم	word	حکم	N;INDF;MASC;SG	N;NOM;MASC;SG;3
word	وعدہ	word	وعدہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
șoc	شورش	șoc	شورش	N;INDF;MASC;SG	N;NOM;MASC;SG;3
șoc	تصادم	șoc	تصادم	N;INDF;MASC;SG	N;NOM;MASC;SG;3
șoc	دھماکا	șoc	دھماکا	N;INDF;MASC;SG	N;NOM;MASC;SG;3
fericită	مناسب	fericit	مناسب	ADJ;INDF;FEM;SG	ADJ
fericită	خوش	fericit	خوش	ADJ;INDF;FEM;SG	ADJ
fericită	مناسب	fericit	مناسب	ADJ;INDF;FEM;SG	ADJ
abandonată	آزادانہ	abandonat	آزادانہ	ADJ;INDF;FEM;SG	ADJ
psihologice	ذہنی	psihologic	ذہنی	ADJ;INDF;FEM;PL	ADJ
cincisprezece	پندرہ	cincisprezece	پندرہ	NUM;PL	NUM
rating	قسم	ratinge	قسم	N;INDF;MASC;SG	N;NOM;MASC;SG;3
rating	سرزنش	ratinge	سرزنش	N;INDF;MASC;SG	N;NOM;MASC;SG;3
dinamică	فعال	dinamic	فعال	ADJ;INDF;FEM;SG	ADJ
tribunal	بالادستی	tribunal	بالادستی	N;INDF;MASC;SG	N;NOM;MASC;SG;3
certificat	موت	certificat	موت	N;INDF;MASC;SG	N;NOM;FEM;SG;3
certificat	صحت	certificat	صحت	N;INDF;MASC;SG	N;NOM;FEM;SG;3
certificat	قابلیت	certificat	قابلیت	N;INDF;MASC;SG	N;NOM;MASC;SG;3
certificat	استعداد	certificat	استعداد	N;INDF;MASC;SG	N;NOM;MASC;SG;3
certificat	شادی	certificat	شادی	N;INDF;MASC;SG	N;NOM;FEM;SG;3
horn	شاخ	horn	شاخ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
bug	لگن	bug	لگن	N;INDF;MASC;SG	N;NOM;MASC;SG;3
bug	شوق	bug	شوق	N;INDF;MASC;SG	N;NOM;MASC;SG;3
consultant	مشیر	consultant	مشیر	N;INDF;MASC;SG	N;NOM;MASC;SG;3
modest	معتدل	modest	معتدل	ADJ;INDF;MASC;SG	ADJ
modest	معتدل	modest	معتدل	ADJ;INDF;MASC;SG	ADJ
modest	فروتنی	modest	فروتنی	ADJ;INDF;MASC;SG	ADJ
modest	معمولی	modest	معمولی	ADJ;INDF;MASC;SG	ADJ
parțiale	متعصب	parțial	متعصب	ADJ;INDF;FEM;PL	ADJ
parțiale	نامکمل	parțial	نامکمل	ADJ;INDF;FEM;PL	ADJ
parțiale	جانبدار	parțial	جانبدار	ADJ;INDF;FEM;PL	ADJ
reprezentativ	نمونہ	reprezentativ	نمونہ	ADJ;INDF;MASC;SG	ADJ
spin	گردش	spin	گردش	N;INDF;MASC;SG	N;NOM;MASC;SG;3
spin	چکر	spin	چکر	N;INDF;MASC;SG	N;NOM;MASC;SG;3
nobilă	عمدہ	nobil	عمدہ	ADJ;INDF;FEM;SG	ADJ
bird	چڑیا	bird	چڑ	N;INDF;MASC;SG	N;NOM;FEM;SG;3
bird	پرندہ	bird	پرندہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
bird	چڑیا	bird	چڑ	N;INDF;MASC;SG	N;NOM;FEM;SG;3
jurnalism	صحافت	jurnalism	صحافت	N;INDF;MASC;SG	N;NOM;MASC;SG;3
neam	قوم	neam	قوم	N;INDF;MASC;SG	N;NOM;MASC;SG;3
amplu	کافی	amplu	کافی	ADJ;INDF;MASC;SG	ADJ
mad	فاترالعقل.	mad	فاترالعقل.	N;INDF;MASC;SG	N;SG
mad	فدا	mad	فدا	N;INDF;MASC;SG	N;NOM;MASC;SG;3
coloniale	مستعمراتی	colonial	مستعمراتی	ADJ;INDF;FEM;PL	ADJ
severe	متشدد	sever	متشدد	ADJ;INDF;FEM;PL	ADJ
severe	سادہ	sever	سادہ	ADJ;INDF;FEM;PL	ADJ
severe	زبردست	sever	زبردست	ADJ;INDF;FEM;PL	ADJ
severe	متشدد	sever	متشدد	ADJ;INDF;FEM;PL	ADJ
severe	شدید	sever	شدید	ADJ;INDF;FEM;PL	ADJ
severe	سادہ	sever	سادہ	ADJ;INDF;FEM;PL	ADJ
severe	زبردست	sever	زبردست	ADJ;INDF;FEM;PL	ADJ
severe	سخت	sever	سخت	ADJ;INDF;FEM;PL	ADJ
completa	ماہر	completa	ماہر	ADJ;DEF;FEM;SG	ADJ
completa	ماہر	completa	ماہر	ADJ;DEF;FEM;SG	ADJ
completa	تمام	completa	تمام	ADJ;DEF;FEM;SG	ADJ
monster	عفریت	monster	عفریت	N;INDF;MASC;SG	N;NOM;MASC;SG;3
sublocotenent	پرچم	sublocotenent	پرچم	N;INDF;MASC;SG	N;NOM;MASC;SG;3
experimentală	عارضی	experimental	عارضی	ADJ;INDF;FEM;SG	ADJ
interesantă	دلچسپ	interesant	دلچسپ	ADJ;INDF;FEM;SG	ADJ
groase	قریبی	gros	قریبی	ADJ;INDF;FEM;PL	ADJ
groase	قریبی	gros	قریبی	ADJ;INDF;FEM;PL	ADJ
valabilă	جائز	valabil	جائز	ADJ;INDF;FEM;SG	ADJ
duble	جڑواں	dublu	جڑواں	N;INDF;FEM;PL	N;NOM;MASC;PL;3
destin	مقدر	destin	مقدر	N;INDF;MASC;SG	N;NOM;MASC;SG;3
destin	تقدیر	destin	تقدیر	N;INDF;MASC;SG	N;NOM;FEM;SG;3
destin	مقدر	destin	مقدر	N;INDF;MASC;SG	N;NOM;MASC;SG;3
destin	تباہی	destin	تباہی	N;INDF;MASC;SG	N;NOM;MASC;SG;3
destin	موت	destin	موت	N;INDF;MASC;SG	N;NOM;FEM;SG;3
valabile	جائز	valabil	جائز	ADJ;INDF;FEM;PL	ADJ
dezastru	مصیبت	dezastru	مصیبت	N;INDF;MASC;SG	N;NOM;FEM;SG;3
locus	محل	locus	محل	N;INDF;MASC;SG	N;NOM;MASC;SG;3
caption	تصویر	caption	تصویر	N;INDF;MASC;SG	N;NOM;MASC;SG;3
plate	ہموار	plat	ہموار	ADJ;INDF;FEM;PL	ADJ
storm	طوفان	storm	طوفان	N;INDF;MASC;SG	N;NOM;MASC;SG;3
storm	آندھی	storm	آندھی	N;INDF;MASC;SG	N;NOM;MASC;SG;3
cumpără	خریدنا	cumpăra	خرید	V;IND;SG;3;PST;FIN	V;SG;NFIN;ACT
azot	نائٹروجن	azot	نائٹروجن	N;INDF;MASC;SG	N;NOM;MASC;SG;3
demon	ظالم	demon	ظالم	N;INDF;MASC;SG	N;NOM;MASC;SG;3
