istanboel	stambule	istanboel	stambuł	N;NEUT;SG	N;NOM;MASC;SG
wetboek	kodu	wetboek	koda	N;NEUT;SG	N;GEN;MASC;SG
wetboek	kod	wetboek	kod	N;NEUT;SG	N;ACC;MASC;SG
duels	pojedynki	duel	pojedynka	N;PL	N;NOM;MASC;PL
araneus	krzyżak	araneus	krzyżak	N;NEUT;SG	N;NOM;MASC;SG
kijkers	widzowie	kijker	widzowo	N;PL	N;NOM;MASC;PL
kijkers	widzów	kijker	widz	N;PL	N;ACC;MASC;PL
hood	kaptur	hood	kaptura	N;MASC+FEM;SG	N;ACC;MASC;SG
ghost	duchu	ghost	duch	N;MASC+FEM;SG	N;ACC;MASC;SG
ghost	duch	ghost	duch	N;MASC+FEM;SG	N;NOM;MASC;SG
kolom	kolumnie	kolom	kolumna	N;MASC+FEM;SG	N;DAT;FEM;SG
kolom	kolumna	kolom	kolumna	N;MASC+FEM;SG	N;NOM;FEM;SG
opsomming	wyliczenie	opsomming	wyliczyć	N;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
opsomming	wyliczenia	opsomming	wyliczyć	N;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;V.MSDR
buis	rurka	buis	rurek	N;MASC+FEM;SG	N;NOM;FEM;SG
bord	talerz	bord	talerz	N;NEUT;SG	N;NOM;MASC;SG
bord	płyta	bord	płyta	N;NEUT;SG	N;NOM;FEM;SG
bord	pokładzie	bord	pokład	N;NEUT;SG	N;ACC;MASC;SG
bord	zarząd	bord	zarząd	N;NEUT;SG	N;NOM;MASC;SG
bord	wyżywienie	bord	wyżywienie	N;NEUT;SG	N;NOM;NEUT;SG
bord	deska	bord	deska	N;NEUT;SG	N;NOM;FEM;SG
bord	tablica	bord	tablica	N;NEUT;SG	N;NOM;FEM;SG
face	twarz	face	twarz	N;MASC+FEM;SG	N;NOM;FEM;SG
terminal	terminal	terminal	terminal	N;MASC+FEM;SG	N;NOM;MASC;SG
uitgedrukt	wyrażono	uitdrukken	wyrażyć	V;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
uitgedrukt	wyraził	uitdrukken	wyrazić	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
continu	ciągłego	continu	ciągły	ADJ	ADJ;ACC;MASC;SG
gegraven	kopał	griven	kopać	V;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
gegraven	wykopał	griven	wykopać	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
gegraven	wykopali	griven	wykopać	V;V.PTCP	V;PFV;MASC;IND;PL;PST;FIN;ACT
beveiliging	bezpieczeństwa	beveiliging	bezpieczeństwo	N;MASC+FEM;SG	N;NOM;NEUT;SG
beveiliging	ochrona	beveiliging	ochrona	N;MASC+FEM;SG	N;NOM;FEM;SG
beveiliging	bezpieczeństwo	beveiliging	bezpieczeństwo	N;MASC+FEM;SG	N;NOM;NEUT;SG
arsenal	arsenał	arsenal	arsenał	N;NEUT;SG	N;NOM;MASC;SG
orleans	orleanu	orleans	orlean	N;MASC+FEM;SG	N;GEN;MASC;SG
orleans	orlean	orleans	orleany	N;MASC+FEM;SG	N;NOM;MASC;SG
strategie	strategii	strategie	strategia	N;MASC+FEM;SG	N;GEN;FEM;SG
strategie	strategia	strategie	strategia	N;MASC+FEM;SG	N;NOM;FEM;SG
strategie	strategii	strategie	strategia	N;MASC+FEM;SG	N;GEN;FEM;SG
gemenebest	commonwealth	gemenebest	commonwealt	N;NEUT;SG	N;NOM;MASC;SG
gemenebest	wspólnota	gemenebest	wspólnota	N;NEUT;SG	N;NOM;FEM;SG
moed	odwagę	moed	odwaga	N;MASC+FEM;SG	N;ACC;FEM;SG
moed	odwaga	moed	odwaga	N;MASC+FEM;SG	N;NOM;FEM;SG
moed	męstwo	moed	męstwo	N;MASC+FEM;SG	N;NOM;NEUT;SG
moed	odwagę	moed	odwaga	N;MASC+FEM;SG	N;ACC;FEM;SG
moed	odwaga	moed	odwaga	N;MASC+FEM;SG	N;NOM;FEM;SG
moed	męstwo	moed	męstwo	N;MASC+FEM;SG	N;NOM;NEUT;SG
benny	benny	benny	benny	N;MASC+FEM;SG	N;NOM;MASC;SG
rat	szczur	rat	szczur	N;MASC+FEM;SG	N;NOM;MASC;SG
wekelijks	tygodniowy	wekelijks	tygodniowy	ADJ	ADJ;NOM;MASC;SG
wekelijks	tygodniowe	wekelijks	tygodniowy	ADJ	ADJ;NOM;NEUT;SG
feestdag	święto	feestdag	święto	N;MASC+FEM;SG	N;NOM;NEUT;SG
elektronen	elektrony	elektroon	elektrona	N;PL	N;NOM;MASC;PL
democratisch	demokratyczny	democratisch	demokratyczny	ADJ	ADJ;NOM;MASC;SG
democratisch	demokratyczna	democratisch	demokratyczny	ADJ	ADJ;NOM;FEM;SG
democratisch	demokratyczne	democratisch	demokratyczny	ADJ	ADJ;NOM;NEUT;SG
versailles	wersalu	versaille	wersal	N;NEUT;SG	N;GEN;MASC;SG
dichters	poetów	dichter	poet	N;PL	N;GEN;MASC;PL
matrix	macierz	matrix	macierz	N;MASC+FEM;SG	N;NOM;FEM;SG
matrix	matrycy	matrix	matryk	N;MASC+FEM;SG	N;GEN;FEM;SG
vriendelijk	przyjacielski	vriendelijk	przyjacielski	ADJ	ADJ;NOM;MASC;SG
vriendelijk	przyjazny	vriendelijk	przyjazny	ADJ	ADJ;NOM;MASC;SG
vriendelijk	przyjazna	vriendelijk	przyjazny	ADJ	ADJ;NOM;FEM;SG
vriendelijk	przyjazne	vriendelijk	przyjazny	ADJ	ADJ;NOM;NEUT;SG
jessica	jessica	jessica	jessica	N;MASC+FEM;SG	N;NOM;FEM;SG
literair	literackie	literair	literacki	ADJ	ADJ;NOM;NEUT;SG
prestigieuze	prestiżowej	prestigieus	prestiżowy	ADJ	ADJ;GEN;FEM;SG
verhoging	zwiększenie	verhoging	zwiększyć	N;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
verhoging	wzrost	verhoging	wzrost	N;MASC+FEM;SG	N;NOM;MASC;SG
verhoging	przyrost	verhoging	przyrost	N;MASC+FEM;SG	N;NOM;MASC;SG
markies	markiz	markie	markiz	N;MASC+FEM;SG	N;NOM;MASC;SG
erfenis	dziedzictwo	erfenis	dziedzictwo	N;MASC+FEM;SG	N;NOM;NEUT;SG
erfenis	dziedzictwa	erfenis	dziedzictwo	N;MASC+FEM;SG	N;GEN;NEUT;SG
erfenis	dziedzictwo	erfenis	dziedzictwo	N;MASC+FEM;SG	N;NOM;NEUT;SG
erfenis	dziedzictwo	erfenis	dziedzictwo	N;MASC+FEM;SG	N;NOM;NEUT;SG
erfenis	spadek	erfenis	spadka	N;MASC+FEM;SG	N;NOM;MASC;SG
accent	akcent	accent	akcent	N;NEUT;SG	N;NOM;MASC;SG
opmerkelijke	nadzwyczajne	opmerkelijk	nadzwyczajny	ADJ	ADJ;NOM;NEUT;SG
opmerkelijke	niezwykłe	opmerkelijk	niezwykłe	ADJ	ADJ;NOM;NEUT;SG
samantha	samantha	samantha	samantha	N;MASC+FEM;SG	N;NOM;FEM;SG
moordenaar	morderca	moordenaar	morderca	N;MASC+FEM;SG	N;NOM;MASC;SG
moordenaar	zabójca	moordenaar	zabójca	N;MASC+FEM;SG	N;NOM;MASC;SG
moordenaar	morderca	moordenaar	morderca	N;MASC+FEM;SG	N;NOM;MASC;SG
moordenaar	zabójca	moordenaar	zabójca	N;MASC+FEM;SG	N;NOM;MASC;SG
moordenaar	morderczyni	moordenaar	morderczyni	N;MASC+FEM;SG	N;NOM;FEM;SG
moordenaar	mordercy	moordenaar	morderca	N;MASC+FEM;SG	N;ACC;MASC;SG
moordenaar	morderca	moordenaar	morderca	N;MASC+FEM;SG	N;NOM;MASC;SG
types	typy	type	typ	N;PL	N;NOM;MASC;PL
types	rodzaje	type	rodzawać	N;PL	N;NOM;MASC;PL
fotografie	fotografii	fotografie	fotografia	N;MASC+FEM;SG	N;GEN;FEM;SG
fotografie	fotografia	fotografie	fotografia	N;MASC+FEM;SG	N;NOM;FEM;SG
versterking	umocnienie	versterking	umocnienie	N;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
versterking	wzmocnienie	versterking	wzmocnić	N;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
versterking	wzmacnianie	versterking	wzmacniać	N;MASC+FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
versterking	wzmocnienia	versterking	wzmocnić	N;MASC+FEM;SG	N;PFV;GEN;NEUT;SG;POS;V.MSDR
versterking	wzmocnienie	versterking	wzmocnić	N;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
versterking	wzmacnianie	versterking	wzmacniać	N;MASC+FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
focus	skupienie	focus	skupienie	N;MASC+FEM;SG	N;NOM;NEUT;SG
focus	koncentracja	focus	koncentracja	N;MASC+FEM;SG	N;NOM;FEM;SG
rabobank	rabobank	rabobank	rabobank	N;MASC+FEM;SG	N;NOM;MASC;SG
antarctica	antarktyki	antarctica	antarktyk	N;NEUT;SG	N;ACC;FEM;SG
flexibele	elastyczne	flexibel	elastyczny	ADJ	ADJ;NOM;NEUT;SG
flexibele	elastyczna	flexibel	elastyczny	ADJ	ADJ;NOM;FEM;SG
flexibele	elastyczny	flexibel	elastyczny	ADJ	ADJ;NOM;MASC;SG
bewering	zarzut	bewering	zarzut	N;MASC+FEM;SG	N;NOM;MASC;SG
zwemster	pływak	zwemster	pływak	N;MASC+FEM;SG	N;NOM;MASC;SG
afgevaardigde	przekazać	afvaardigen	przekazać	V;V.PTCP	V;PFV;NFIN;ACT
goedkeuring	zatwierdzanie	goedkeuring	zatwierdzać	N;MASC+FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
goedkeuring	zatwierdzenia	goedkeuring	zatwierdzić	N;MASC+FEM;SG	N;GEN;NEUT;SG
goedkeuring	homologacji	goedkeuring	homologacja	N;MASC+FEM;SG	N;GEN;FEM;SG
goedkeuring	zatwierdzenie	goedkeuring	zatwierdzenie	N;MASC+FEM;SG	N;NOM;NEUT;SG
sprekers	głośniki	spreker	głośnik	N;PL	N;NOM;MASC;PL
aanvraag	podanie	aanvraag	podanie	N;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
aanvraag	zastosowanie	aanvraag	zastosowanie	N;MASC+FEM;SG	N;NOM;NEUT;SG
aanvraag	aplikacja	aanvraag	aplikacja	N;MASC+FEM;SG	N;NOM;FEM;SG
aanvraag	zapytanie	aanvraag	zapytać	N;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
aanvraag	prośba	aanvraag	prośba	N;MASC+FEM;SG	N;NOM;FEM;SG
aanvraag	żądanie	aanvraag	żądanie	N;MASC+FEM;SG	N;NOM;NEUT;SG
aanvraag	wniosek	aanvraag	wniosek	N;MASC+FEM;SG	N;NOM;MASC;SG
ziekten	choroby	ziekte	choroba	N;PL	N;ACC;FEM;PL
daden	czyny	daad	czyn	N;PL	N;NOM;MASC;PL
zussen	siostrzyczki	zussen	siostrzyczka	N;PL	N;NOM;FEM;PL
zussen	siostrami	zussen	siostra	N;PL	N;INS;FEM;PL
zussen	siostry	zussen	siostra	N;PL	N;NOM;FEM;PL
ontvanger	odbiorca	ontvanger	odbiorzec	N;MASC+FEM;SG	N;NOM;MASC;SG
ontvanger	odbiornik	ontvanger	odbiornik	N;MASC+FEM;SG	N;NOM;MASC;SG
ontvanger	odbiorca	ontvanger	odbiorzec	N;MASC+FEM;SG	N;NOM;MASC;SG
hoeken	rogi	hoek	róg	N;PL	N;NOM;MASC;PL
hoeken	rogach	hoek	róg	N;PL	N;GEN;MASC;PL
hoeken	kąty	hoek	kąty	N;PL	N;NOM;MASC;PL
schulden	zobowiązania	schuld	zobowiązanie	N;PL	N;NOM;NEUT;PL
schulden	zobowiązań	schuld	zobowiązanie	N;PL	N;GEN;NEUT;PL
planet	planeta	planet	planeta	N;MASC+FEM;SG	N;NOM;FEM;SG
behandelt	traktuje	behandelen	traktować	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
dagboek	dziennik	dagboek	dziennik	N;NEUT;SG	N;NOM;MASC;SG
dagboek	czasopismo	dagboek	czasopismo	N;NEUT;SG	N;NOM;NEUT;SG
dagboek	pamiętnik	dagboek	pamiętnik	N;NEUT;SG	N;ACC;MASC;SG
dagboek	dziennik	dagboek	dziennik	N;NEUT;SG	N;NOM;MASC;SG
dagboek	pamiętniku	dagboek	pamiętnik	N;NEUT;SG	N;GEN;MASC;SG
dagboek	pamiętnik	dagboek	pamiętnik	N;NEUT;SG	N;ACC;MASC;SG
zwembad	basenu	zwembad	basen	N;NEUT;SG	N;GEN;MASC;SG
zwembad	pula	zwembad	pula	N;NEUT;SG	N;NOM;FEM;SG
zwembad	basen	zwembad	basen	N;NEUT;SG	N;NOM;MASC;SG
overheden	rządy	overheid	rząd	N;PL	N;NOM;MASC;PL
overheden	rządów	overheid	rząd	N;PL	N;GEN;MASC;PL
organisator	organizatorem	organisator	organizator	N;MASC+FEM;SG	N;INS;MASC;SG
organisator	organizator	organisator	organizator	N;MASC+FEM;SG	N;NOM;MASC;SG
organisator	organizatora	organisator	organizator	N;MASC+FEM;SG	N;ACC;MASC;SG
organisator	gospodarza	organisator	gospodarz	N;MASC+FEM;SG	N;ACC;MASC;SG
organisator	organizator	organisator	organizator	N;MASC+FEM;SG	N;NOM;MASC;SG
organisator	gospodarz	organisator	gospodarz	N;MASC+FEM;SG	N;NOM;MASC;SG
organisator	organizator	organisator	organizator	N;MASC+FEM;SG	N;NOM;MASC;SG
organisator	organizatora	organisator	organizator	N;MASC+FEM;SG	N;ACC;MASC;SG
daad	czyn	daad	czyn	N;MASC+FEM;SG	N;NOM;MASC;SG
daad	uczynek	daad	uczynek	N;MASC+FEM;SG	N;NOM;MASC;SG
verblijfplaats	rezydencja	verblijfplaats	rezydencja	N;MASC+FEM;SG	N;NOM;FEM;SG
forel	pstrąg	forel	pstrąg	N;MASC+FEM;SG	N;NOM;MASC;SG
akte	czyn	akte	czyn	N;MASC+FEM;SG	N;NOM;MASC;SG
akte	uczynek	akte	uczynek	N;MASC+FEM;SG	N;NOM;MASC;SG
synagoge	synagoga	synagoge	synagoga	N;MASC+FEM;SG	N;NOM;FEM;SG
verdedigde	bronił	verdedigen	bronić	V;SG;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
verdedigde	broniła	verdedigen	bronić	V;SG;PST;FIN	V;IPFV;FEM;IND;SG;PST;FIN;ACT
volkslied	hymn	volkslied	hymn	N;NEUT;SG	N;NOM;MASC;SG
dominee	pastor	dominee	pastor	N;MASC+FEM;SG	N;NOM;MASC;SG
alexandrië	aleksandrii	alexandrië	aleksandria	N;MASC+FEM;SG	N;GEN;FEM;SG
opeens	nagle	opeens	nagle	ADV	ADV
vernietiging	unicestwienia	vernietiging	unicestwienie	N;MASC+FEM;SG	N;GEN;NEUT;SG
vernietiging	zagłada	vernietiging	zagładać	N;MASC+FEM;SG	N;NOM;FEM;SG
vernietiging	zniszczenia	vernietiging	zniszczyć	N;MASC+FEM;SG	N;NOM;NEUT;SG
vernietiging	spustoszenie	vernietiging	spustoszyć	N;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
vernietiging	zniszczenie	vernietiging	zniszczyć	N;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
vernietiging	zniszczenia	vernietiging	zniszczyć	N;MASC+FEM;SG	N;NOM;NEUT;SG
vernietiging	zniszczenie	vernietiging	zniszczyć	N;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
vernietiging	niszczenie	vernietiging	niszczenie	N;MASC+FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
rus	rosjanin	rus	rosjanin	N;MASC+FEM;SG	N;NOM;MASC;SG
stevig	solidne	stevig	solidny	ADJ	ADJ;NOM;NEUT;SG
stevig	solidna	stevig	solidny	ADJ	ADJ;NOM;FEM;SG
stevig	solidny	stevig	solidny	ADJ	ADJ;NOM;MASC;SG
bombardement	bombardowanie	bombardement	bombardować	N;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
bombardement	bombardowanie	bombardement	bombardować	N;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
bijbelse	biblijne	bijbels	biblijny	ADJ	ADJ;NOM;NEUT;SG
magie	magii	magie	magaia	N;MASC+FEM;SG	N;GEN;FEM;SG
magie	magia	magie	magia	N;MASC+FEM;SG	N;NOM;FEM;SG
accepteren	zaakceptować	accepteren	zaakceptować	V;NFIN	V;PFV;NFIN;ACT
accepteren	akceptuje	accepteren	akceptować	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
accepteren	akceptuję	accepteren	akceptować	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
accepteren	przyjmij	accepteren	przyjmie	V;NFIN	V;PFV;IMP;SG;2;FIN;ACT
geur	zapach	geur	zapach	N;MASC+FEM;SG	N;NOM;MASC;SG
geur	woń	geur	woń	N;MASC+FEM;SG	N;NOM;FEM;SG
geur	zapach	geur	zapach	N;MASC+FEM;SG	N;NOM;MASC;SG
geur	zapachu	geur	zapach	N;MASC+FEM;SG	N;GEN;MASC;SG
geur	zapach	geur	zapach	N;MASC+FEM;SG	N;NOM;MASC;SG
geur	aromat	geur	aromat	N;MASC+FEM;SG	N;NOM;MASC;SG
geur	zapach	geur	zapach	N;MASC+FEM;SG	N;NOM;MASC;SG
inzichten	statystyki	inzicht	statystyka	N;PL	N;NOM;FEM;PL
inzichten	statystyk	inzicht	statystyk	N;PL	N;GEN;FEM;PL
boulevard	boulevard	boulevard	boulevard	N;MASC+FEM;SG	N;NOM;MASC;SG
eerbetoon	hołd	eerbetoon	hołd	N;NEUT;SG	N;NOM;MASC;SG
ideaal	idealna	ideaal	idealny	ADJ	ADJ;NOM;FEM;SG
ideaal	idealne	ideaal	idealny	ADJ	ADJ;NOM;NEUT;SG
ideaal	idealny	ideaal	idealny	ADJ	ADJ;NOM;MASC;SG
ongeval	wypadek	ongeval	wypadek	N;NEUT;SG	N;NOM;MASC;SG
ongeval	awaria	ongeval	awariać	N;NEUT;SG	N;NOM;FEM;SG
protesten	protesty	protest	protest	N;PL	N;NOM;MASC;PL
protesten	protesty	protest	protest	N;PL	N;NOM;MASC;PL
klikken	kliknij	klikken	klikni	V;NFIN	V;PFV;IMP;SG;2;FIN;ACT
expositie	ekspozycja	expositie	ekspozycja	N;MASC+FEM;SG	N;NOM;FEM;SG
expositie	wystawę	expositie	wystawa	N;MASC+FEM;SG	N;ACC;FEM;SG
expositie	wystawa	expositie	wystawa	N;MASC+FEM;SG	N;NOM;FEM;SG
expositie	wystawy	expositie	wystawa	N;MASC+FEM;SG	N;ACC;FEM;SG
notaris	notariusz	notaris	notariusz	N;MASC+FEM;SG	N;NOM;MASC;SG
voorouders	przodków	voorouder	przodek	N;PL	N;ACC;MASC;PL
voorouders	przodkowie	voorouder	przodek	N;PL	N;NOM;MASC;PL
hoed	czapka	hoed	czapki	N;MASC+FEM;SG	N;NOM;FEM;SG
hoed	kapelusz	hoed	kapelusz	N;MASC+FEM;SG	N;NOM;MASC;SG
langdurig	przedłużone	langdurig	przedłużyć	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
langdurig	przedłużona	langdurig	przedłużyć	ADJ	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
golven	fale	golven	fala	N;PL	N;NOM;FEM;PL
voeding	odżywiania	voeding	odżywiać	N;MASC+FEM;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
voeding	żywieniu	voeding	żywienie	N;MASC+FEM;SG	N;DAT;NEUT;SG
voeding	dieta	voeding	dieta	N;MASC+FEM;SG	N;NOM;FEM;SG
voeding	diety	voeding	dieta	N;MASC+FEM;SG	N;GEN;FEM;SG
vrijwillig	dobrowolne	vrijwillig	dobrowolny	ADJ	ADJ;NOM;NEUT;SG
vrijwillig	dobrowolny	vrijwillig	dobrowolny	ADJ	ADJ;NOM;MASC;SG
vrijwillig	dobrowolnego	vrijwillig	dobrowolny	ADJ	ADJ;ACC;MASC;SG
bedreigde	groził	bedreigen	grozić	V;SG;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
schot	strzał	schot	strzał	N;NEUT;SG	N;NOM;MASC;SG
schot	postrzał	schot	postrzać	N;NEUT;SG	N;ACC;MASC;SG
schot	ujęcie	schot	ująć	N;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
schot	strzał	schot	strzał	N;NEUT;SG	N;NOM;MASC;SG
zwanger	ciężarna	zwanger	ciężarny	ADJ	ADJ;NOM;FEM;SG
zitplaatsen	fotele	zitplaats	foteł	N;PL	N;NOM;MASC;PL
jesus	jezus	jesus	jezus	N;MASC+FEM;SG	N;NOM;MASC;SG
frédéric	fryderyk	frédéric	fryderyk	N;MASC+FEM;SG	N;NOM;MASC;SG
cast	obsady	cast	obsad	N;MASC+FEM;SG	N;GEN;FEM;SG
cast	gips	cast	gips	N;MASC+FEM;SG	N;NOM;MASC;SG
radicale	radykalne	radicaal	radykalny	ADJ	ADJ;NOM;NEUT;SG
pastorie	probostwie	pastorie	probostwo	N;MASC+FEM;SG	N;ACC;NEUT;SG
stromingen	prądy	stroming	prąd	N;PL	N;NOM;MASC;PL
toepassen	zastosować	toepassen	zastosować	V;NFIN	V;PFV;NFIN;ACT
toepassen	stosować	toepassen	stosować	V;NFIN	V;IPFV;NFIN;ACT
columbus	columbus	columbus	columbus	N;MASC+FEM;SG	N;NOM;MASC;SG
verschijning	wygląd	verschijning	wygląd	N;MASC+FEM;SG	N;NOM;MASC;SG
verschijning	wystąpienie	verschijning	wystąpienie	N;MASC+FEM;SG	N;NOM;NEUT;SG
lineaire	liniowe	lineair	liniowy	ADJ	ADJ;NOM;NEUT;SG
fransman	francuz	fransman	francuz	N;MASC+FEM;SG	N;NOM;MASC;SG
burgerlijk	cywilne	burgerlijk	cywilny	ADJ	ADJ;NOM;NEUT;SG
burgerlijk	obywatelskiego	burgerlijk	obywatelski	ADJ	ADJ;ACC;MASC;SG
burgerlijk	cywilny	burgerlijk	cywilny	ADJ	ADJ;NOM;MASC;SG
feitelijke	faktyczny	feitelijk	faktyczny	ADJ	ADJ;NOM;MASC;SG
dinamo	dinamo	dinamo	dinamo	N;MASC+FEM;SG	N;NOM;NEUT;SG
beslissen	decydować	beslissen	decydować	V;NFIN	V;IPFV;NFIN;ACT
beslissen	zdecydować	beslissen	zdecydować	V;NFIN	V;PFV;NFIN;ACT
visuele	wizualne	visueel	wizualny	ADJ	ADJ;NOM;NEUT;SG
gérard	gérard	gérard	gérard	N;MASC+FEM;SG	N;NOM;MASC;SG
gérard	gerard	gérard	gerard	N;MASC+FEM;SG	N;NOM;MASC;SG
bruikbaar	użyteczne	bruikbaar	użyteczny	ADJ	ADJ;NOM;NEUT;SG
bruikbaar	użyteczny	bruikbaar	użyteczny	ADJ	ADJ;NOM;MASC;SG;POS;V.PTCP;PASS
bruikbaar	przydatne	bruikbaar	przydatny	ADJ	ADJ;NOM;NEUT;SG
bruikbaar	użyteczne	bruikbaar	użyteczny	ADJ	ADJ;NOM;NEUT;SG
bruikbaar	przydatny	bruikbaar	przydatny	ADJ	ADJ;NOM;MASC;SG
bruikbaar	przydatna	bruikbaar	przydatny	ADJ	ADJ;NOM;FEM;SG
fantasie	fantazji	fantasie	fantazja	N;MASC+FEM;SG	N;GEN;FEM;SG
fantasie	fantazja	fantasie	fantazja	N;MASC+FEM;SG	N;NOM;FEM;SG
fantasie	wyobraźnia	fantasie	wyobraźnia	N;MASC+FEM;SG	N;NOM;FEM;SG
fantasie	wyobraźni	fantasie	wyobraźnia	N;MASC+FEM;SG	N;GEN;FEM;SG
fantasie	wyobraźnię	fantasie	wyobraźnia	N;MASC+FEM;SG	N;ACC;FEM;SG
thee	herbatka	thee	herbatka	N;MASC+FEM;SG	N;NOM;FEM;SG
thee	herbata	thee	herbata	N;MASC+FEM;SG	N;NOM;FEM;SG
taxon	taksonu	taxon	takson	N;NEUT;SG	N;GEN;MASC;SG
adventure	przygodę	adventure	przygoda	N;MASC+FEM;SG	N;ACC;FEM;SG
adventure	przygoda	adventure	przygoda	N;MASC+FEM;SG	N;NOM;FEM;SG
faillissement	niewypłacalności	faillissement	niewypłacalność	N;NEUT;SG	N;GEN;FEM;SG
faillissement	upadłości	faillissement	upadłość	N;NEUT;SG	N;GEN;FEM;SG
administratie	administracja	administratie	administracja	N;MASC+FEM;SG	N;NOM;FEM;SG
administratie	administracji	administratie	administracja	N;MASC+FEM;SG	N;GEN;FEM;SG
administratie	podawanie	administratie	podawać	N;MASC+FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
gelooft	wierzy	geloven	wierzyć	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
appel	jabłko	appel	jabłko	N;MASC+FEM;SG	N;NOM;NEUT;SG
ogenblik	moment	ogenblik	moment	N;NEUT;SG	N;NOM;MASC;SG
ogenblik	chwili	ogenblik	chwila	N;NEUT;SG	N;GEN;FEM;SG
ogenblik	chwila	ogenblik	chwila	N;NEUT;SG	N;NOM;FEM;SG
freedom	swoboda	freedom	swoboda	N;MASC+FEM;SG	N;NOM;FEM;SG
freedom	wolność	freedom	wolność	N;MASC+FEM;SG	N;NOM;FEM;SG
freedom	wolności	freedom	wolność	N;MASC+FEM;SG	N;GEN;FEM;SG
gevestigde	ustanowiono	vestigen	ustanowić	V;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
gevestigde	ustalono	vestigen	ustalić	V;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
geregistreerde	zarejestrowano	registreren	zarejestrować	V;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
kloppen	puka	kloppen	pukać	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
kloppen	puka	kloppen	pukać	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
onbepaalde	nieokreślony	onbepaald	nieokreślić	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
baksteen	cegła	baksteen	cegła	N;MASC+FEM;SG	N;NOM;FEM;SG
linux	linuksa	linux	linuks	N;MASC+FEM;SG	N;GEN;MASC;SG
linux	linux	linux	linux	N;MASC+FEM;SG	N;NOM;MASC;SG
mobile	komórka	mobil	komórka	N;MASC+FEM;SG	N;NOM;FEM;SG
patriarch	patriarcha	patriarch	patriarch	N;MASC+FEM;SG	N;NOM;MASC;SG
organen	narządy	orgaan	narząd	N;PL	N;NOM;MASC;PL
organen	organy	orgaan	organa	N;PL	N;NOM;MASC;PL
aanstelling	mianowanie	aanstelling	mianować	N;MASC+FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
aanstelling	spotkanie	aanstelling	spotkanie	N;MASC+FEM;SG	N;NOM;NEUT;SG
shows	pokazy	show	pokazać	N;PL	N;NOM;MASC;PL
nevada	nevada	nevada	nevadać	N;MASC+FEM;SG	N;NOM;MASC;SG
veroordeelde	skazać	veroordelen	skazać	V;V.PTCP	V;PFV;NFIN;ACT
walk	spacer	walk	spacer	N;MASC+FEM;SG	N;ACC;MASC;SG
autonomie	autonomię	autonomie	autonomię	N;MASC+FEM;SG	N;ACC;FEM;SG
autonomie	autonomii	autonomie	autonomia	N;MASC+FEM;SG	N;GEN;FEM;SG
departementen	departamentów	departement	departament	N;PL	N;GEN;MASC;PL
