überlegungen	pensées	überlegungen	penser	V;NFIN	V;FEM;PL;PST;V.PTCP
ausgeliefert	livrée	ausliefern	livrer	V;V.PTCP	V;FEM;SG;PST;V.PTCP
ausgeliefert	délivré	ausliefern	délivrer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
ausgeliefert	livré	ausliefern	livrer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
ausgeliefert	expédiées	ausliefern	expédier	V;V.PTCP	V;FEM;PL;PST;V.PTCP
ausgeliefert	expédiés	ausliefern	expédié	V;V.PTCP	V;MASC;PL;PST;V.PTCP
ausgeliefert	expédiée	ausliefern	expédier	V;V.PTCP	V;FEM;SG;PST;V.PTCP
ausgeliefert	expédié	ausliefern	expédier	V;V.PTCP	V;MASC;SG;PST;V.PTCP
ausgeliefert	extradé	ausliefern	extrader	V;V.PTCP	V;MASC;SG;PST;V.PTCP
konzepte	conceptions	konzepn	conception	N;NOM;PL	N;FEM;PL
konzepte	notions	konzepn	notion	N;NOM;PL	N;FEM;PL
konzepte	concepts	konzepn	concept	N;NOM;PL	N;MASC;PL
ganzes	entier	ganz	entier	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
heiliger	saintes	heilig	saint	ADJ	ADJ;FEM;PL
heiliger	saints	heilig	saint	ADJ	ADJ;MASC;PL
heiliger	saintes	heilig	saint	ADJ	ADJ;FEM;PL
heiliger	sainte	heilig	saint	ADJ	ADJ;FEM;SG
heiliger	sainte	heilig	saint	ADJ	ADJ;FEM;SG
beibehalten	conservés	beibehalten	conserver	V;V.PTCP	V;MASC;PL;PST;V.PTCP
beibehalten	conservées	beibehalten	conserver	V;V.PTCP	V;FEM;PL;PST;V.PTCP
beibehalten	conservé	beibehalten	conserver	V;V.PTCP	V;MASC;SG;PST;V.PTCP
beibehalten	retenue	beibehalten	retenir	V;V.PTCP	V;FEM;SG;PST;V.PTCP
beibehalten	retenu	beibehalten	retenir	V;V.PTCP	V;MASC;SG;PST;V.PTCP
beibehalten	maintenir	beibehalten	maintenir	V;V.PTCP	V;NFIN
beibehalten	garder	beibehalten	garder	V;V.PTCP	V;NFIN
beibehalten	conserver	beibehalten	conserver	V;V.PTCP	V;NFIN
beibehalten	maintenu	beibehalten	maintenir	V;V.PTCP	V;MASC;SG;PST;V.PTCP
beibehalten	entretenu	beibehalten	entretenir	V;V.PTCP	V;MASC;SG;PST;V.PTCP
beibehalten	entretenue	beibehalten	entretenir	V;V.PTCP	V;FEM;SG;PST;V.PTCP
beibehalten	maintenus	beibehalten	maintenu	V;V.PTCP	V;MASC;PL;PST;V.PTCP
beibehalten	maintenue	beibehalten	maintenir	V;V.PTCP	V;FEM;SG;PST;V.PTCP
beibehalten	maintenir	beibehalten	maintenir	V;V.PTCP	V;NFIN
beibehalten	conserver	beibehalten	conserver	V;V.PTCP	V;NFIN
beibehalten	retenir	beibehalten	retenir	V;V.PTCP	V;NFIN
österreicher	autrichiens	österreicher	autrichien	ADJ	ADJ;MASC;PL
österreicher	autrichiennes	österreicher	autrichien	ADJ	ADJ;FEM;PL
österreicher	autrichien	österreicher	autrichien	ADJ	ADJ;MASC;SG
österreicher	autrichienne	österreicher	autrichien	ADJ	ADJ;FEM;SG
vorbereitet	préparés	vorbereiten	préparer	V;V.PTCP	V;MASC;PL;PST;V.PTCP
vorbereitet	préparées	vorbereiten	préparer	V;V.PTCP	V;FEM;PL;PST;V.PTCP
vorbereitet	préparée	vorbereiten	préparer	V;V.PTCP	V;FEM;SG;PST;V.PTCP
vorbereitet	préparé	vorbereiten	préparer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
aktiengesellschaft	aktiengesellschaft	aktiengesellschaft	aktiengesellschaft	ADJ	ADJ;MASC;SG
stürzte	accidenté	stürzen	accidenté	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
stürzte	crashé	stürzen	crashé	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
stürzte	écrasé	stürzen	écraser	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
stürzte	effondré	stürzen	effondrer	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
stürzte	écroulé	stürzen	écrouler	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
stürzte	effondrée	stürzen	effondrer	V;IND;SG;3;PST;FIN	V;FEM;SG;PST;V.PTCP
einheitliche	uniformes	einheitlich	uniforme	ADJ;NOM;FEM;PL	ADJ;MASC;PL
einverstanden	accepté	einverstanden	accepter	V;NFIN	V;MASC;SG;PST;V.PTCP
einverstanden	convenu	einverstanden	convenu	V;NFIN	V;MASC;SG;PST;V.PTCP
einverstanden	convenir	einverstanden	convenir	V;NFIN	V;NFIN
einverstanden	acceptez	einverstanden	accepter	V;NFIN	V;IMP;PL;2;PRS;FIN
löst	résout	lösen	résoudre	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
löst	déclenche	lösen	déclencher	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
soziales	sociale	sozial	social	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
soziales	social	sozial	social	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
reformen	réformer	reformen	réformer	V;NFIN	V;NFIN
sklaven	esclaves	sklaven	esclave	N;PL	N;MASC;PL
sklaven	esclaves	sklaven	esclave	N;PL	N;MASC;PL
individuelle	individuels	individuell	individuel	ADJ;NOM;FEM;PL	ADJ;MASC;PL
fair	justes	fair	juste	ADJ	ADJ;MASC;PL
fair	équitable	fair	équitable	ADJ	ADJ;MASC;SG
fair	équitables	fair	équitable	ADJ	ADJ;MASC;PL
scheitern	échouer	scheitern	échouer	V;NFIN	V;NFIN
scheitern	échouer	scheitern	échouer	V;NFIN	V;NFIN
marktplatz	marketplace	marktplatz	marketplace	ADJ	ADJ;FEM;SG
erwerben	acquérir	erwerben	acquérir	V;NFIN	V;NFIN
reagieren	réagir	reagieren	réagir	V;NFIN	V;NFIN
reagieren	répondez	reagieren	répondre	V;NFIN	V;IMP;PL;2;PRS;FIN
reagieren	réagissant	reagieren	réagir	V;NFIN	V;PRS;V.PTCP
reagieren	réagir	reagieren	réagir	V;NFIN	V;NFIN
reagieren	répondant	reagieren	répondre	V;NFIN	V;PRS;V.PTCP
entsprechender	correspondante	entsprechend	correspondant	ADJ	ADJ;FEM;SG
britisch	britanniques	britisch	britannique	ADJ	ADJ;MASC;PL
britisch	britannique	britisch	britannique	ADJ	ADJ;MASC;SG
entdecken	découvrir	entdecken	découvrir	V;NFIN	V;NFIN
entdecken	découvrir	entdecken	découvrir	V;NFIN	V;NFIN
entdecken	explorer	entdecken	explorer	V;NFIN	V;NFIN
entdecken	détecter	entdecken	détecter	V;NFIN	V;NFIN
entdecken	détectent	entdecken	détecter	V;NFIN	V;IND;PL;3;PRS;FIN
entdecken	détecte	entdecken	détecte	V;NFIN	V;IND;SG;3;PRS;FIN
entdecken	découvrez	entdecken	découvrir	V;NFIN	V;IMP;PL;2;PRS;FIN
entdecken	découverte	entdecken	découvrir	V;NFIN	V;FEM;SG;PST;V.PTCP
entdecken	découvrir	entdecken	découvrir	V;NFIN	V;NFIN
entdecken	découverte	entdecken	découvrir	V;NFIN	V;FEM;SG;PST;V.PTCP
entdecken	découvertes	entdecken	découvrir	V;NFIN	V;FEM;PL;PST;V.PTCP
auffällig	flashy	auffällig	flashy	ADJ	ADJ;MASC;SG
auffällig	notable	auffällig	notable	ADJ	ADJ;MASC;SG
auffällig	frappante	auffällig	frappant	ADJ	ADJ;FEM;SG
seltene	rares	selten	rare	ADJ;NOM;PL	ADJ;MASC;PL
wortes	mot	wort	mot	N;NOM;NEUT;SG	N;MASC;SG
reichlich	amplement	reichlich	amplement	ADV	ADV
schien	apparu	scheinen	apparaître	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
schien	apparut	scheinen	apparaître	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
schien	paru	scheinen	paraître	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
schien	parut	scheinen	paraître	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
schien	brillé	scheinen	briller	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
schien	sembla	scheinen	sembla	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
schien	semblé	scheinen	sembler	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
modellen	maquettes	modell	maquette	N;PL	N;FEM;PL
modellen	modèles	modell	modèle	N;PL	N;MASC;PL
gedenken	commémorer	gedenken	commémorer	V;NFIN	V;NFIN
gesendet	transmise	senden	transmettre	V;V.PTCP	V;FEM;SG;PST;V.PTCP
gesendet	transmises	senden	transmettre	V;V.PTCP	V;FEM;PL;PST;V.PTCP
gesendet	transmis	senden	transmettre	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gesendet	envoyés	senden	envoyer	V;V.PTCP	V;MASC;PL;PST;V.PTCP
gesendet	envoyées	senden	envoyer	V;V.PTCP	V;FEM;PL;PST;V.PTCP
gesendet	envoyée	senden	envoyer	V;V.PTCP	V;FEM;SG;PST;V.PTCP
gesendet	envoyé	senden	envoyer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gesendet	publiée	senden	publier	V;V.PTCP	V;FEM;SG;PST;V.PTCP
gesendet	affiché	senden	afficher	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gesendet	posté	senden	posté	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gesendet	publié	senden	publier	V;V.PTCP	V;MASC;SG;PST;V.PTCP
anleitung	instruction	anleitung	instruction	N;NOM;FEM;SG	N;FEM;SG
anleitung	manuel	anleitung	manuel	N;NOM;FEM;SG	N;MASC;SG
anleitung	tutoriel	anleitung	tutoriel	N;NOM;FEM;SG	N;MASC;SG
anleitung	didacticiel	anleitung	didacticiel	N;NOM;FEM;SG	N;MASC;SG
zwang	forcé	zwingen	forcer	V;SG;FIN	V;MASC;SG;PST;V.PTCP
zwang	obligé	zwingen	obliger	V;SG;FIN	V;MASC;SG;PST;V.PTCP
zwang	contraint	zwingen	contraindre	V;SG;FIN	V;MASC;SG;PST;V.PTCP
zwang	forcée	zwingen	forcé	V;SG;FIN	V;FEM;SG;PST;V.PTCP
zwang	contrainte	zwingen	contraindre	V;SG;FIN	V;FEM;SG;PST;V.PTCP
zwang	contrainte	zwingen	contraindre	V;SG;FIN	V;FEM;SG;PST;V.PTCP
zwang	contrainte	zwingen	contraindre	V;SG;FIN	V;FEM;SG;PST;V.PTCP
komplexe	complexes	komplex	complexe	ADJ;NOM;FEM;PL	ADJ;MASC;PL
komplexe	complexes	komplex	complexe	ADJ;NOM;FEM;PL	ADJ;MASC;PL
türme	tours	türm	tour	N;NOM;PL	N;MASC;PL
hut	cabane	hun	cabane	N;SG	N;FEM;SG
hut	baraque	hun	baraque	N;SG	N;FEM;SG
hut	hutte	hun	hutte	N;SG	N;FEM;SG
hut	chapeau	hun	chapeau	N;SG	N;MASC;SG
hut	casquette	hun	casquette	N;SG	N;FEM;SG
hut	chapeau	hun	chapeau	N;SG	N;MASC;SG
abgeschafft	abolis	abschaffen	aboli	V;V.PTCP	V;MASC;PL;PST;V.PTCP
abgeschafft	abolie	abschaffen	abolie	V;V.PTCP	V;FEM;SG;PST;V.PTCP
abgeschafft	aboli	abschaffen	abolir	V;V.PTCP	V;MASC;SG;PST;V.PTCP
kommerziellen	commercial	kommerziell	commercial	ADJ	ADJ;MASC;SG
kommerziellen	commerciaux	kommerziell	commercial	ADJ	ADJ;MASC;PL
kommerziellen	commerciales	kommerziell	commercial	ADJ	ADJ;FEM;PL
kommerziellen	commerciale	kommerziell	commercial	ADJ	ADJ;FEM;SG
bestände	inventaires	beständen	inventaire	N;NOM	N;MASC;PL
bestände	stocks	beständen	stock	N;NOM	N;MASC;PL
bestände	encours	beständen	encours	N;NOM	N;MASC;PL
bestände	inventaire	beständen	inventaire	N;NOM	N;MASC;SG
bestände	inventaires	beständen	inventaire	N;NOM	N;MASC;PL
bestände	troupeau	beständen	troupeau	N;NOM	N;MASC;SG
bestände	troupeaux	beständen	troupeau	N;NOM	N;MASC;PL
weswegen	pourquoi	weswegen	pourquoi	ADV	ADV
beeinflussen	affecter	beeinflussen	affecter	V;NFIN	V;NFIN
beeinflussen	affectent	beeinflussen	affecter	V;NFIN	V;IND;PL;3;PRS;FIN
beeinflussen	influer	beeinflussen	influer	V;NFIN	V;NFIN
beeinflussen	influant	beeinflussen	influer	V;NFIN	V;PRS;V.PTCP
beeinflussen	influencer	beeinflussen	influencer	V;NFIN	V;NFIN
beeinflussen	influencer	beeinflussen	influencer	V;NFIN	V;NFIN
ermitteln	enquêter	ermitteln	enquêter	V;NFIN	V;NFIN
ermitteln	enquêter	ermitteln	enquêter	V;NFIN	V;NFIN
ermitteln	détecter	ermitteln	détecter	V;NFIN	V;NFIN
ermitteln	détectent	ermitteln	détecter	V;NFIN	V;IND;PL;3;PRS;FIN
ermitteln	détecte	ermitteln	détecte	V;NFIN	V;IND;SG;3;PRS;FIN
ermitteln	identifier	ermitteln	identifier	V;NFIN	V;NFIN
aktueller	actuel	aktuell	actuel	ADJ	ADJ;MASC;SG
aktueller	actuels	aktuell	actuel	ADJ	ADJ;MASC;PL
aktueller	actuelle	aktuell	actuel	ADJ	ADJ;FEM;SG
ständige	permanentes	ständig	permanent	ADJ;NOM;FEM;PL	ADJ;FEM;PL
ständige	permanents	ständig	permanent	ADJ;NOM;FEM;PL	ADJ;MASC;PL
ständige	constantes	ständig	constante	ADJ;NOM;FEM;PL	ADJ;FEM;PL
ständige	constants	ständig	constant	ADJ;NOM;FEM;PL	ADJ;MASC;PL
verbreiteten	diffusées	verbreiten	diffuser	V;IND;PL;3;PST;FIN	V;FEM;PL;PST;V.PTCP
landete	atterri	landen	atterrir	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
landete	débarqué	landen	débarquer	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
schoss	abattus	schießen	abattre	V;V.PTCP	V;MASC;PL;PST;V.PTCP
schoss	abattu	schießen	abattre	V;V.PTCP	V;MASC;SG;PST;V.PTCP
philosophische	philosophiques	philosophisch	philosophique	ADJ;NOM;FEM;PL	ADJ;MASC;PL
klassiker	classiques	klassik	classique	ADJ	ADJ;MASC;PL
klassiker	classique	klassik	classique	ADJ	ADJ;MASC;SG
klassiker	classiques	klassik	classique	ADJ	ADJ;MASC;PL
klassiker	classique	klassik	classique	ADJ	ADJ;MASC;SG
klassiker	classiques	klassik	classique	ADJ	ADJ;MASC;PL
erfordert	nécessitant	erfordern	nécessiter	V;SG;FIN	V;PRS;V.PTCP
erfordert	requiert	erfordern	requérir	V;SG;FIN	V;IND;SG;3;PRS;FIN
erfordert	exige	erfordern	exiger	V;SG;FIN	V;IND;SG;3;PRS;FIN
erfordert	nécessite	erfordern	nécessiter	V;SG;FIN	V;IND;SG;3;PRS;FIN
ukrainischen	ukrainiennes	ukrainisch	ukrainien	ADJ;NOM;MASC;PL	ADJ;FEM;PL
ukrainischen	ukrainiens	ukrainisch	ukrainien	ADJ;NOM;MASC;PL	ADJ;MASC;PL
lehren	enseigner	lehren	enseigner	V;NFIN	V;NFIN
äußersten	ultrapériphériques	äußer	ultrapériphérique	ADJ	ADJ;MASC;PL
ostseite	orientale	ostseite	oriental	ADJ	ADJ;FEM;SG
höfe	exploitations	hofen	exploitation	N;NOM;PL	N;FEM;PL
höfe	tribunaux	hofen	tribunal	N;NOM;PL	N;MASC;PL
höfe	juridictions	hofen	juridiction	N;NOM;PL	N;FEM;PL
ungarisch	hongroise	ungarisch	hongrois	ADJ	ADJ;FEM;SG
ungarisch	hongroises	ungarisch	hongrois	ADJ	ADJ;FEM;PL
ungarisch	hongrois	ungarisch	hongrois	ADJ	ADJ;MASC;SG
tool	outil	tool	outil	N;NOM;NEUT;SG	N;MASC;SG
glatt	lisses	glatt	lisse	ADJ	ADJ;MASC;PL
glatt	lisse	glatt	lisse	ADJ	ADJ;FEM;SG
beauftragte	commandé	beauftragen	commander	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
beauftragte	commandée	beauftragen	commander	V;IND;SG;3;PST;FIN	V;FEM;SG;PST;V.PTCP
beauftragte	déléguée	beauftragen	déléguer	V;IND;SG;3;PST;FIN	V;FEM;SG;PST;V.PTCP
beauftragte	délégué	beauftragen	déléguer	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
beauftragte	déléguer	beauftragen	déléguer	V;IND;SG;3;PST;FIN	V;NFIN
erwerb	acquisitions	erwerben	acquisition	N	N;FEM;PL
erwerb	acquisition	erwerben	acquisition	N	N;FEM;SG
erwerb	achats	erwerben	achat	N	N;MASC;PL
erwerb	achat	erwerben	achat	N	N;MASC;SG
erwerb	acquisition	erwerben	acquisition	N	N;FEM;SG
niedriger	inférieur	niedrig	inférieur	ADJ	ADJ;MASC;SG
niedriger	inférieure	niedrig	inférieur	ADJ	ADJ;FEM;SG
portugiesischer	portugaise	portugiesisch	portugais	ADJ	ADJ;FEM;SG
portugiesischer	portugais	portugiesisch	portugais	ADJ	ADJ;MASC;SG
bittet	supplier	bitten	supplier	V;IND;SG;3;PRS;FIN	V;NFIN
bittet	supplie	bitten	supplier	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
bittet	mendier	bitten	mendier	V;IND;SG;3;PRS;FIN	V;NFIN
apostolischen	apostolique	apostolisch	apostolique	ADJ;MASC;SG	ADJ;MASC;SG
erlauben	activer	erlauben	activer	V;NFIN	V;NFIN
erlauben	permettent	erlauben	permettre	V;NFIN	V;IND;PL;3;PRS;FIN
erlauben	autoriser	erlauben	autoriser	V;NFIN	V;NFIN
erlauben	permettre	erlauben	permettre	V;NFIN	V;NFIN
erlauben	permis	erlauben	permettre	V;NFIN	V;MASC;SG;PST;V.PTCP
ausgegangen	datés	ausgehen	dater	V;V.PTCP	V;MASC;PL;PST;V.PTCP
ausgegangen	datée	ausgehen	dater	V;V.PTCP	V;FEM;SG;PST;V.PTCP
ausgegangen	daté	ausgehen	dater	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gescheitert	raté	scheitern	rater	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gescheitert	échoué	scheitern	échouer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
tschechisch	tchèques	tschechisch	tchèque	ADJ	ADJ;MASC;PL
angebote	spéciaux	angebit	spécial	ADJ;NOM;PL	ADJ;MASC;PL
angebote	spéciales	angebit	spécial	ADJ;NOM;PL	ADJ;FEM;PL
zugewiesen	attribué	zuweisen	attribuer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
zugewiesen	assignée	zuweisen	assigné	V;V.PTCP	V;FEM;SG;PST;V.PTCP
zugewiesen	assignés	zuweisen	assigner	V;V.PTCP	V;MASC;PL;PST;V.PTCP
zugewiesen	affecté	zuweisen	affecter	V;V.PTCP	V;MASC;SG;PST;V.PTCP
zugewiesen	assignées	zuweisen	assigner	V;V.PTCP	V;FEM;PL;PST;V.PTCP
zugewiesen	assigné	zuweisen	assigner	V;V.PTCP	V;MASC;SG;PST;V.PTCP
zugewiesen	alloué	zuweisen	allouer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
zugewiesen	alloués	zuweisen	alloué	V;V.PTCP	V;MASC;PL;PST;V.PTCP
zugewiesen	allouée	zuweisen	alloué	V;V.PTCP	V;FEM;SG;PST;V.PTCP
zugewiesen	attribué	zuweisen	attribuer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
zugewiesen	attribuées	zuweisen	attribuer	V;V.PTCP	V;FEM;PL;PST;V.PTCP
zugewiesen	attribué	zuweisen	attribuer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
zugewiesen	attribués	zuweisen	attribuer	V;V.PTCP	V;MASC;PL;PST;V.PTCP
zugewiesen	attribuée	zuweisen	attribuer	V;V.PTCP	V;FEM;SG;PST;V.PTCP
zugewiesen	alloués	zuweisen	alloué	V;V.PTCP	V;MASC;PL;PST;V.PTCP
zugewiesen	adjugé	zuweisen	adjuger	V;V.PTCP	V;MASC;SG;PST;V.PTCP
zugewiesen	alloué	zuweisen	allouer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
zugewiesen	attribué	zuweisen	attribuer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
grundlegend	fondamentale	grundlegend	fondamental	ADJ	ADJ;FEM;SG
grundlegend	fondamental	grundlegend	fondamental	ADJ	ADJ;MASC;SG
grundlegend	fondamentaux	grundlegend	fondamental	ADJ	ADJ;MASC;PL
verwechseln	confondre	verwechseln	confondre	V;NFIN	V;NFIN
verwechseln	embrouiller	verwechseln	embrouiller	V;NFIN	V;NFIN
verschieden	différentes	verschieden	différent	ADJ	ADJ;FEM;PL
verschieden	différente	verschieden	différent	ADJ	ADJ;FEM;SG
verschieden	différents	verschieden	différent	ADJ	ADJ;MASC;PL
verschieden	différent	verschieden	différent	ADJ	ADJ;MASC;SG
verschieden	diverses	verschieden	divers	ADJ	ADJ;FEM;PL
verschieden	divers	verschieden	divers	ADJ	ADJ;MASC;PL
verschieden	diverses	verschieden	divers	ADJ	ADJ;FEM;PL
verschieden	variée	verschieden	varié	ADJ	ADJ;FEM;SG
verschieden	variées	verschieden	varié	ADJ	ADJ;FEM;PL
verschieden	variés	verschieden	varié	ADJ	ADJ;MASC;PL
umstände	circonstances	umstehen	circonstance	N	N;FEM;PL
umstände	circonstance	umstehen	circonstance	N	N;FEM;SG
umstände	circonstances	umstehen	circonstance	N	N;FEM;PL
systematisch	systématique	systematisch	systématique	ADJ	ADJ;MASC;SG
systematisch	systématiques	systematisch	systématique	ADJ	ADJ;MASC;PL
gesetzlichen	statutaire	gesetzlich	statutaire	ADJ	ADJ;MASC;SG
durchführen	effectuer	durchfahren|durchführen	effectuer	V;NFIN	V;NFIN
durchführen	exécutant	durchfahren|durchführen	exécuter	V;NFIN	V;PRS;V.PTCP
erwünscht	désirable	erwünscht	désirable	ADJ	ADJ;MASC;SG
erwünscht	souhaitable	erwünscht	souhaitable	ADJ	ADJ;MASC;SG
erwünscht	souhaitables	erwünscht	souhaitable	ADJ	ADJ;MASC;PL
konzentriert	concentré	konzentrieren	concentrer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
konzentriert	concentrés	konzentrieren	concentrer	V;V.PTCP	V;MASC;PL;PST;V.PTCP
konzentriert	concentrée	konzentrieren	concentrer	V;V.PTCP	V;FEM;SG;PST;V.PTCP
konzentriert	concentrées	konzentrieren	concentrer	V;V.PTCP	V;FEM;PL;PST;V.PTCP
konzentriert	concentré	konzentrieren	concentrer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
konzentriert	concentrée	konzentrieren	concentrer	V;V.PTCP	V;FEM;SG;PST;V.PTCP
erstellte	compilé	erstellt	compiler	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
erstellte	créée	erstellt	créer	V;IND;SG;3;PST;FIN	V;FEM;SG;PST;V.PTCP
erstellte	créé	erstellt	créer	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
erstellte	crée	erstellt	créer	V;IND;SG;3;PST;FIN	V;FEM;SG;PST;V.PTCP
geäußert	exprimé	äußern	exprimer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
inschriften	inscriptions	inschrift	inscription	N;PL	N;FEM;PL
zähne	dent	zähnen	dent	N;NOM;SG	N;FEM;SG
zähne	dentition	zähnen	dentition	N;NOM;SG	N;FEM;SG
freuen	réjouir	freuen	réjouir	V;NFIN	V;NFIN
gültig	valables	gültig	valable	ADJ	ADJ;MASC;PL
gültig	valide	gültig	valide	ADJ	ADJ;MASC;SG
gültig	valable	gültig	valable	ADJ	ADJ;MASC;SG
gültig	valides	gültig	valide	ADJ	ADJ;MASC;PL
systematische	systématiques	systematisch	systématique	ADJ;NOM;FEM;PL	ADJ;MASC;PL
denkbar	concevable	denkbar	concevable	ADJ	ADJ;MASC;SG
denkbar	imaginable	denkbar	imaginable	ADJ	ADJ;MASC;SG
umgehen	contourner	umgehen	contourner	V;NFIN	V;NFIN
umgehen	contourner	umgehen	contourner	V;NFIN	V;NFIN
germanischen	germanique	germanisch	germanique	ADJ	ADJ;MASC;SG
abbruch	avortement	abbruch	avortement	N;SG	N;MASC;SG
abbruch	démolition	abbruch	démolition	N;SG	N;FEM;SG
spannungen	souligne	spannungen	souligner	V;NFIN	V;IND;SG;3;PRS;FIN
verarbeitung	transformation	verarbeitung	transformation	N;NOM;FEM;SG	N;FEM;SG
verarbeitung	traitement	verarbeitung	traitement	N;NOM;FEM;SG	N;MASC;SG
sechste	sixième	sechst	sixième	ADJ;NOM	ADJ;MASC;SG
empfohlen	suggérée	empfehlen	suggérer	V;V.PTCP	V;FEM;SG;PST;V.PTCP
empfohlen	suggérés	empfehlen	suggérer	V;V.PTCP	V;MASC;PL;PST;V.PTCP
empfohlen	suggéré	empfehlen	suggérer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
empfohlen	suggérées	empfehlen	suggérer	V;V.PTCP	V;FEM;PL;PST;V.PTCP
empfohlen	proposé	empfehlen	proposer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
empfohlen	recommandés	empfehlen	recommander	V;V.PTCP	V;MASC;PL;PST;V.PTCP
empfohlen	conseillé	empfehlen	conseiller	V;V.PTCP	V;MASC;SG;PST;V.PTCP
empfohlen	recommandée	empfehlen	recommander	V;V.PTCP	V;FEM;SG;PST;V.PTCP
empfohlen	recommandé	empfehlen	recommander	V;V.PTCP	V;MASC;SG;PST;V.PTCP
empfohlen	recommandées	empfehlen	recommander	V;V.PTCP	V;FEM;PL;PST;V.PTCP
empfohlen	conseillé	empfehlen	conseiller	V;V.PTCP	V;MASC;SG;PST;V.PTCP
vernichtet	détruite	vernichten	détruire	V;V.PTCP	V;FEM;SG;PST;V.PTCP
vernichtet	détruits	vernichten	détruire	V;V.PTCP	V;MASC;PL;PST;V.PTCP
vernichtet	détruit	vernichten	détruire	V;V.PTCP	V;MASC;SG;PST;V.PTCP
vernichtet	détruites	vernichten	détruire	V;V.PTCP	V;FEM;PL;PST;V.PTCP
vernichtet	détruisez	vernichten	détruire	V;V.PTCP	V;IMP;PL;2;PRS;FIN
vernichtet	anéantir	vernichten	anéantir	V;V.PTCP	V;NFIN
vernichtet	détruire	vernichten	détruire	V;V.PTCP	V;NFIN
vernichtet	anéantie	vernichten	anéantir	V;V.PTCP	V;FEM;SG;PST;V.PTCP
vernichtet	anéanti	vernichten	anéantir	V;V.PTCP	V;MASC;SG;PST;V.PTCP
vernichtet	anéantis	vernichten	anéantir	V;V.PTCP	V;MASC;PL;PST;V.PTCP
vernichtet	exterminés	vernichten	exterminer	V;V.PTCP	V;MASC;PL;PST;V.PTCP
romanischen	romane	romanisch	roman	ADJ	ADJ;FEM;SG
akzeptieren	acceptant	akzeptieren	accepter	V;NFIN	V;PRS;V.PTCP
akzeptieren	accepter	akzeptieren	accepter	V;NFIN	V;NFIN
akzeptieren	accepte	akzeptieren	accepter	V;NFIN	V;IND;SG;3;PRS;FIN
akzeptieren	accepter	akzeptieren	accepter	V;NFIN	V;NFIN
akzeptieren	acceptent	akzeptieren	accepter	V;NFIN	V;IND;PL;3;PRS;FIN
akzeptieren	acceptez	akzeptieren	accepter	V;NFIN	V;IMP;PL;2;PRS;FIN
renovierung	rénovation	renovierung	rénovation	N;NOM;FEM;SG	N;FEM;SG
renovierung	rénovation	renovierung	rénovation	N;NOM;FEM;SG	N;FEM;SG
übersehen	loupé	übersehen	louper	V;V.PTCP	V;MASC;SG;PST;V.PTCP
