警部	лейтенант	警部	лейтенант	N	N;ANIM;NOM;MASC;SG
ミーティング	встречи	ミーティング	встреча	N	N;INAN;NOM;FEM;PL
ミーティング	заседания	ミーティング	заседание	N	N;INAN;NOM;NEUT;PL
ミーティング	совещания	ミーティング	совещание	N	N;INAN;NOM;NEUT;PL
ミーティング	собрание	ミーティング	собрание	N	N;INAN;NOM;NEUT;SG
ミーティング	заседание	ミーティング	заседание	N	N;INAN;NOM;NEUT;SG
ミーティング	совещание	ミーティング	совещание	N	N;INAN;NOM;NEUT;SG
ミーティング	встреча	ミーティング	встреча	N	N;INAN;NOM;FEM;SG
カーペット	ковры	カーペット	ковер	N	N;INAN;NOM;MASC;PL
カーペット	ковёр	カーペット	ковёр	N	N;INAN;NOM;MASC;SG
カーペット	ковер	カーペット	ковер	N	N;INAN;NOM;MASC;SG
カビ	плесень	カビ	плесень	N	N;INAN;NOM;FEM;SG
カビ	плесень	カビ	плесень	N	N;INAN;NOM;FEM;SG
ギャップ	пробелы	ギャップ	пробел	N	N;INAN;NOM;MASC;PL
ギャップ	разрыв	ギャップ	разрыв	N	N;INAN;NOM;MASC;SG
ギャップ	пробел	ギャップ	пробел	N	N;INAN;NOM;MASC;SG
乗り物	автомобили	乗り物	автомобиль	N	N;INAN;NOM;MASC;PL
乗り物	автомобиль	乗り物	автомобиль	N	N;INAN;NOM;MASC;SG
ダニ	дани	ダニ	дань	N	N;INAN;NOM;FEM;PL
暖房	отопление	暖房	отопление	N	N;INAN;NOM;NEUT;SG
数量	количества	数量	количество	N	N;INAN;GEN;NEUT;SG
数量	количествах	数量	количество	N	N;INAN;ESS;NEUT;PL
数量	количество	数量	количество	N	N;INAN;NOM;NEUT;SG
倍	увеличение	倍	увеличение	N	N;INAN;NOM;NEUT;SG
エメラルド	изумруды	エメラルド	изумруд	N	N;INAN;NOM;MASC;PL
太い	толстый	太い	толстый	ADJ	ADJ;NOM;MASC;SG
太い	толстая	太い	толстый	ADJ	ADJ;NOM;FEM;SG
太い	толстые	太い	толстый	ADJ	ADJ;NOM;PL
コックピット	кабине	コックピット	кабина	N	N;INAN;DAT;FEM;SG
匂い	запах	匂い	запах	N	N;INAN;NOM;MASC;SG
精神病	психоз	精神病	психоз	N	N;INAN;NOM;MASC;SG
リハーサル	репетиции	リハーサル	репетиция	N	N;INAN;NOM;FEM;PL
リハーサル	репетицию	リハーサル	репетиция	N	N;INAN;ACC;FEM;SG
リハーサル	репетиция	リハーサル	репетиция	N	N;INAN;NOM;FEM;SG
リハーサル	репетиции	リハーサル	репетиция	N	N;INAN;NOM;FEM;PL
リハーサル	репетиция	リハーサル	репетиция	N	N;INAN;NOM;FEM;SG
アスファルト	асфальт	アスファルト	асфальт	N	N;INAN;NOM;MASC;SG
祝う	праздновать	祝う	праздновать	V	V;IPFV;NFIN;ACT
祝う	отметить	祝う	отметить	V	V;PFV;NFIN;ACT
祝う	отпраздновать	祝う	отпраздновать	V	V;PFV;NFIN;ACT
サラダ	салаты	サラダ	салат	N	N;INAN;NOM;MASC;PL
サラダ	салат	サラダ	салат	N	N;INAN;NOM;MASC;SG
制動	торможение	制動	торможение	N	N;INAN;NOM;NEUT;SG
制動	торможения	制動	торможение	N	N;INAN;NOM;NEUT;PL
和尚	ошо	和尚	ошо	N	N;INAN;NOM;MASC;SG
ドーピング	допинг	ドーピング	допинг	N	N;INAN;NOM;MASC;SG
十字路	перекрестке	十字路	перекресток	N	N;INAN;ESS;MASC;SG
ひどい	ужасно	ひどい	ужасный	ADJ	ADJ;NEUT;SG
ババ	баба	ババ	баба	N	N;ANIM;NOM;FEM;SG
ババ	бабы	ババ	баба	N	N;ANIM;NOM;FEM;PL
スペシャリスト	специалиста	スペシャリスト	специалист	N	N;ANIM;ACC;MASC;SG
スペシャリスト	специалист	スペシャリスト	специалист	N	N;ANIM;NOM;MASC;SG
軍備	вооружение	軍備	вооружение	N	N;INAN;NOM;NEUT;SG
軍備	вооружения	軍備	вооружение	N	N;INAN;NOM;NEUT;PL
パワフル	могущественный	パワフル	могущественный	ADJ	ADJ;NOM;MASC;SG
パワフル	мощная	パワフル	мощный	ADJ	ADJ;NOM;FEM;SG
パワフル	мощные	パワフル	мощный	ADJ	ADJ;NOM;PL
パワフル	мощный	パワフル	мощный	ADJ	ADJ;NOM;MASC;SG
放射能	радиоактивности	放射能	радиоактивность	N	N;INAN;NOM;FEM;SG
泣く	плакать	泣く	плакать	V	V;IPFV;NFIN;ACT
泣く	плачь	泣く	плачь	V	V;IPFV;IMP;SG;2;FIN;ACT
泣く	плакать	泣く	плакать	V	V;IPFV;NFIN;ACT
泣く	плачет	泣く	плакать	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
泣く	плачу	泣く	плакать	V	V;IPFV;IND;SG;1;PRS;FIN;ACT
インディー	инди	インディー	инди	N	N;INAN;NOM;MASC;SG
観念	идея	観念	идея	N	N;INAN;NOM;FEM;SG
叫ぶ	кричать	叫ぶ	кричать	V	V;IPFV;NFIN;ACT
バタ	бата	バタ	бата	N	N;INAN;GEN;MASC;SG
マンガン	марганца	マンガン	марганец	N	N;INAN;GEN;MASC;SG
教訓	урок	教訓	урок	N	N;INAN;NOM;MASC;SG
ハト	голуби	ハト	голубь	N	N;ANIM;NOM;MASC;PL
ハト	голуби	ハト	голубь	N	N;ANIM;NOM;MASC;PL
ハト	голубь	ハト	голубь	N	N;ANIM;NOM;MASC;SG
給料	оклады	給料	оклад	N	N;INAN;NOM;MASC;PL
給料	оклад	給料	оклад	N	N;INAN;NOM;MASC;SG
給料	окладов	給料	оклад	N	N;INAN;GEN;MASC;PL
給料	зарплата	給料	зарплата	N	N;INAN;NOM;FEM;SG
肩書	заголовок	肩書	заголовок	N	N;INAN;NOM;MASC;SG
肩書	название	肩書	название	N	N;INAN;NOM;NEUT;SG
肩書	титул	肩書	титул	N	N;INAN;NOM;MASC;SG
コンペティション	конкуренция	コンペティション	конкуренция	N	N;INAN;NOM;FEM;SG
コンペティション	соревнования	コンペティション	соревнование	N	N;INAN;NOM;NEUT;PL
コンペティション	конкурс	コンペティション	конкурс	N	N;INAN;NOM;MASC;SG
コンペティション	конкуренции	コンペティション	конкуренция	N	N;INAN;GEN;FEM;SG
コンペティション	соревнование	コンペティション	соревнование	N	N;INAN;NOM;NEUT;SG
ドリンク	напиток	ドリンク	напиток	N	N;INAN;NOM;MASC;SG
ドリンク	напитки	ドリンク	напиток	N	N;INAN;NOM;MASC;PL
子宮	матки	子宮	матка	N	N;INAN;NOM;FEM;PL
子宮	утробе	子宮	утроба	N	N;INAN;DAT;FEM;SG
航法	судоходства	航法	судоходство	N	N;INAN;NOM;NEUT;PL
航法	навигации	航法	навигация	N	N;INAN;NOM;FEM;PL
航法	судоходство	航法	судоходство	N	N;INAN;NOM;NEUT;SG
下水道	канализации	下水道	канализация	N	N;INAN;NOM;FEM;SG
下水道	канализации	下水道	канализация	N	N;INAN;NOM;FEM;SG
贈り物	подарки	贈り物	подарок	N	N;INAN;NOM;MASC;PL
贈り物	дары	贈り物	дар	N	N;INAN;NOM;MASC;PL
贈り物	подарок	贈り物	подарок	N	N;INAN;NOM;MASC;SG
贈り物	дар	贈り物	дар	N	N;INAN;NOM;MASC;SG
退位	отречение	退位	отречение	N	N;INAN;NOM;NEUT;SG
オペレーション	операции	オペレーション	операция	N	N;INAN;NOM;FEM;PL
オペレーション	эксплуатация	オペレーション	эксплуатация	N	N;INAN;NOM;FEM;SG
オペレーション	операция	オペレーション	операция	N	N;INAN;NOM;FEM;SG
小麦	пшеницы	小麦	пшеница	N	N;INAN;NOM;FEM;SG
物事	вещи	物事	вещь	N	N;INAN;NOM;FEM;PL
パレット	поддон	パレット	поддон	N	N;INAN;NOM;MASC;SG
パレット	палитра	パレット	палитр	N	N;INAN;NOM;FEM;SG
フューチャー	будущее	フューチャー	будущее	N	N;INAN;NOM;NEUT;SG
狂気	безумие	狂気	безумие	N	N;INAN;NOM;NEUT;SG
狂気	безумец	狂気	безумец	N	N;ANIM;NOM;MASC;SG
狂気	сумасшествие	狂気	сумасшествие	N	N;INAN;NOM;NEUT;SG
狂気	безумие	狂気	безумие	N	N;INAN;NOM;NEUT;SG
狂気	безумие	狂気	безумие	N	N;INAN;NOM;NEUT;SG
懸賞	призы	懸賞	приз	N	N;INAN;NOM;MASC;PL
ストーカー	преследование	ストーカー	преследование	N	N;INAN;NOM;NEUT;SG
ロバ	ослов	ロバ	осло	N	N;ANIM;GEN;FEM;PL
ロバ	осёл	ロバ	осел	N	N;ANIM;NOM;MASC;SG
大麻	каннабиса	大麻	каннабис	N	N;INAN;GEN;MASC;SG
村落	деревни	村落	деревня	N	N;INAN;NOM;FEM;PL
村落	деревень	村落	деревня	N	N;INAN;GEN;FEM;PL
村落	деревне	村落	деревня	N	N;INAN;DAT;FEM;SG
村落	село	村落	село	N	N;INAN;NOM;NEUT;SG
村落	деревня	村落	деревня	N	N;INAN;NOM;FEM;SG
生態	экосистем	生態	экосистема	N	N;INAN;GEN;FEM;PL
生態	экосистемы	生態	экосистема	N	N;INAN;NOM;FEM;PL
生態	экосистемы	生態	экосистема	N	N;INAN;NOM;FEM;PL
生態	экосистем	生態	экосистема	N	N;INAN;GEN;FEM;PL
かわいい	милые	かわいい	милый	ADJ	ADJ;NOM;PL
かわいい	милый	かわいい	милый	ADJ	ADJ;NOM;MASC;SG
モニュメント	памятников	モニュメント	памятник	N	N;INAN;GEN;MASC;PL
モニュメント	памятники	モニュメント	памятник	N	N;INAN;NOM;MASC;PL
モニュメント	памятник	モニュメント	памятник	N	N;INAN;NOM;MASC;SG
ジャッジ	судья	ジャッジ	судья	N	N;ANIM;NOM;MASC;SG
覚書	меморандум	覚書	меморандум	N	N;INAN;NOM;MASC;SG
サンダー	гром	サンダー	гром	N	N;INAN;NOM;MASC;SG
紅茶	чаю	紅茶	чай	N	N;INAN;DAT;MASC;SG
紅茶	чая	紅茶	чай	N	N;INAN;GEN;MASC;SG
紅茶	чай	紅茶	чай	N	N;INAN;NOM;MASC;SG
信じる	поверить	信じる	поверить	V	V;PFV;NFIN;ACT
信じる	верить	信じる	верить	V	V;IPFV;NFIN;ACT
信じる	верим	信じる	верить	V	V;IPFV;IND;PL;1;PRS;FIN;ACT
信じる	верю	信じる	верить	V	V;IPFV;IND;SG;1;PRS;FIN;ACT
マシーン	машина	マシーン	машина	N	N;INAN;NOM;FEM;SG
マシーン	аппарат	マシーン	аппарат	N	N;INAN;NOM;MASC;SG
ポーラ	паула	ポーラ	пауть	N	N;ANIM;NOM;FEM;SG
ポーラ	пола	ポーラ	пол	N	N;INAN;GEN;MASC;SG
船首	поклон	船首	поклон	N	N;INAN;NOM;MASC;SG
船首	лук	船首	лук	N	N;INAN;NOM;MASC;SG
暗闇	тьму	暗闇	тьма	N	N;INAN;ACC;FEM;SG
暗闇	темноту	暗闇	темнота	N	N;INAN;ACC;FEM;SG
暗闇	тьма	暗闇	тьма	N	N;INAN;NOM;FEM;SG
暗闇	темнота	暗闇	темнота	N	N;INAN;NOM;FEM;SG
暗闇	мрак	暗闇	мрак	N	N;INAN;NOM;MASC;SG
暗闇	темноте	暗闇	темнота	N	N;INAN;DAT;FEM;SG
プロローグ	пролог	プロローグ	пролог	N	N;INAN;NOM;MASC;SG
果物	фрукты	果物	фрукт	N	N;INAN;NOM;MASC;PL
果物	фрукт	果物	фрукт	N	N;INAN;NOM;MASC;SG
果物	плод	果物	плод	N	N;INAN;NOM;MASC;SG
果物	плоды	果物	плод	N	N;INAN;NOM;MASC;PL
果物	фрукты	果物	фрукт	N	N;INAN;NOM;MASC;PL
果物	плоды	果物	плод	N	N;INAN;NOM;MASC;PL
おじ	дядя	おじる	дядя	N	N;ANIM;NOM;MASC;SG
おじ	дядюшка	おじる	дядюшка	N	N;ANIM;NOM;MASC;SG
おじ	дяди	おじる	дядя	N	N;ANIM;NOM;MASC;PL
停電	затмение	停電	затмение	N	N;INAN;NOM;NEUT;SG
爬虫	рептилия	爬虫	рептилия	N	N;INAN;NOM;FEM;SG
爬虫	рептилий	爬虫	рептилия	N	N;ANIM;GEN;FEM;PL
五	пятеро	五	пятеро	NUM	NUM;NOM
五	пять	五	пять	NUM	NUM;NOM
税金	налог	税金	налог	N	N;INAN;NOM;MASC;SG
税金	налоги	税金	налог	N	N;INAN;NOM;MASC;PL
税金	налоги	税金	налог	N	N;INAN;NOM;MASC;PL
球体	сфера	球体	сфера	N	N;INAN;NOM;FEM;SG
領事	консул	領事	консул	N	N;ANIM;NOM;MASC;SG
知識人	интеллектуалов	知識人	интеллектуал	N	N;ANIM;GEN;MASC;PL
ウェディング	свадеб	ウェディング	свадьба	N	N;INAN;GEN;FEM;PL
ウェディング	свадьбы	ウェディング	свадьба	N	N;INAN;NOM;FEM;PL
ウェディング	свадьбу	ウェディング	свадьба	N	N;INAN;ACC;FEM;SG
ウェディング	свадьбы	ウェディング	свадьба	N	N;INAN;NOM;FEM;PL
ウェディング	свадьба	ウェディング	свадьба	N	N;INAN;NOM;FEM;SG
着物	кимоно	着物	кимон	N	N;INAN;NOM;NEUT;SG
花弁	лепестки	花弁	лепесток	N	N;INAN;NOM;MASC;PL
残党	остатки	残党	остатки	N	N;INAN;NOM;MASC;PL
セグメント	сегментов	セグメント	сегмент	N	N;INAN;GEN;MASC;PL
セグメント	сегменты	セグメント	сегмент	N	N;INAN;NOM;MASC;PL
セグメント	сегмент	セグメント	сегмент	N	N;INAN;NOM;MASC;SG
セグメント	сегмента	セグメント	сегмент	N	N;INAN;GEN;MASC;SG
絶縁	изолированы	絶縁	изолировать	V	V;PFV;PL;PST;V.PTCP;PASS
在庫	кадастр	在庫	кадастр	N	N;INAN;NOM;MASC;SG
サングラス	очки	サングラス	очки	N	N;INAN;NOM;MASC;PL
原子	ядро	原子	ядро	N	N;INAN;NOM;NEUT;SG
原子	ядра	原子	ядро	N	N;INAN;NOM;NEUT;PL
リセット	сбросить	リセット	сбросить	V	V;PFV;NFIN;ACT
軍縮	разоружение	軍縮	разоружение	N	N;INAN;NOM;NEUT;SG
スプレー	спрей	スプレー	спрей	N	N;INAN;NOM;MASC;SG
ポテンシャル	потенциал	ポテンシャル	потенциал	N	N;INAN;NOM;MASC;SG
生化学	биохимии	生化学	биохимия	N	N;INAN;NOM;FEM;PL
スピーチ	речь	スピーチ	речь	N	N;INAN;NOM;FEM;SG
スピーチ	речи	スピーチ	речь	N	N;INAN;NOM;FEM;SG
タスク	задачи	タスク	задача	N	N;INAN;NOM;FEM;PL
タスク	задача	タスク	задача	N	N;INAN;NOM;FEM;SG
タスク	задание	タスク	задание	N	N;INAN;NOM;NEUT;SG
キャプション	подпись	キャプション	подпись	N	N;INAN;NOM;FEM;SG
キャプション	заголовок	キャプション	заголовок	N	N;INAN;NOM;MASC;SG
キャプション	заголовки	キャプション	заголовок	N	N;INAN;NOM;MASC;PL
キャプション	подписи	キャプション	подпись	N	N;INAN;NOM;FEM;PL
物品	товары	物品	товар	N	N;INAN;NOM;MASC;PL
物品	товаров	物品	товар	N	N;INAN;GEN;MASC;PL
物品	грузы	物品	груз	N	N;INAN;NOM;MASC;PL
サイレン	сирена	サイレン	сиренный	N	N;INAN;NOM;FEM;SG
ルーレット	рулетка	ルーレット	рулетка	N	N;INAN;NOM;FEM;SG
小人	карлик	小人	карлик	N	N;ANIM;NOM;MASC;SG
小人	гном	小人	господин	N	N;ANIM;NOM;MASC;SG
バイオリン	скрипка	バイオリン	скрипка	N	N;INAN;NOM;FEM;SG
インターフェース	интерфейс	インターフェース	интерфейс	N	N;INAN;NOM;MASC;SG
インターフェース	интерфейсы	インターフェース	интерфейс	N	N;INAN;NOM;MASC;PL
即興	импровизация	即興	импровизация	N	N;INAN;NOM;FEM;SG
ドロー	ничья	ドロー	ничья	N	N;INAN;NOM;FEM;SG
賞品	призы	賞品	приз	N	N;INAN;NOM;MASC;PL
変種	разнообразие	変種	разнообразие	N	N;INAN;NOM;NEUT;SG
変種	разновидность	変種	разновидность	N	N;INAN;NOM;FEM;SG
変種	разновидности	変種	разновидность	N	N;INAN;NOM;FEM;PL
リハビリテーション	реабилитация	リハビリテーション	реабилитация	N	N;INAN;NOM;FEM;SG
リハビリテーション	восстановление	リハビリテーション	восстановление	N	N;INAN;NOM;NEUT;SG
リハビリテーション	реабилитации	リハビリテーション	реабилитация	N	N;INAN;NOM;FEM;SG
屈折	преломления	屈折	преломление	N	N;INAN;NOM;NEUT;PL
アクセサリー	принадлежности	アクセサリー	принадлежность	N	N;INAN;NOM;FEM;SG
アクセサリー	аксессуары	アクセサリー	аксессуар	N	N;INAN;NOM;MASC;PL
アクセサリー	соучастие	アクセサリー	соучастие	N	N;INAN;NOM;NEUT;SG
アクセサリー	аксессуар	アクセサリー	аксессуар	N	N;INAN;NOM;MASC;SG
肥料	удобрений	肥料	удобрение	N	N;INAN;GEN;NEUT;PL
肥料	удобрения	肥料	удобрение	N	N;INAN;NOM;NEUT;PL
ラッパー	рэпер	ラッパー	рэпер	N	N;ANIM;NOM;MASC;SG
ラッパー	обёртка	ラッパー	обёртка	N	N;INAN;NOM;FEM;SG
検知	обнаружен	検知	обнаружить	V	V;PFV;MASC;SG;PST;V.PTCP;PASS
検知	обнаружена	検知	обнаружить	V	V;PFV;FEM;SG;PST;V.PTCP;PASS
検知	обнаружены	検知	обнаружить	V	V;PFV;PL;PST;V.PTCP;PASS
検知	обнаружено	検知	обнаружить	V	V;PFV;NEUT;SG;PST;V.PTCP;PASS
花序	соцветие	花序	соцветие	N	N;INAN;NOM;NEUT;SG
野獣	чудовище	野獣	чудовище	N	N;INAN;NOM;NEUT;SG
野獣	зверь	野獣	зверь	N	N;ANIM;NOM;MASC;SG
サメ	акул	サメ	акул	N	N;ANIM;GEN;MASC;PL
サメ	акулы	サメ	акула	N	N;ANIM;NOM;FEM;PL
サメ	акула	サメ	акул	N	N;ANIM;NOM;FEM;SG
サメ	акулы	サメ	акула	N	N;ANIM;NOM;FEM;PL
湖沼	озер	湖沼	озеро	N	N;INAN;GEN;NEUT;PL
湖沼	озера	湖沼	озеро	N	N;INAN;NOM;NEUT;PL
オペレーター	оператор	オペレーター	оператор	N	N;ANIM;NOM;MASC;SG
レクイエム	реквием	レクイエム	реквий	N	N;INAN;DAT;MASC;SG
ゲット	получить	ゲット	получить	V	V;PFV;NFIN;ACT
ゲット	получите	ゲット	получить	V	V;PFV;IND;PL;2;FUT;FIN;ACT
ナット	орех	ナット	орех	N	N;INAN;NOM;MASC;SG
陽気	веселые	陽気	веселый	ADJ	ADJ;NOM;PL
陽気	жизнерадостный	陽気	жизнерадостный	ADJ	ADJ;NOM;MASC;SG
陽気	радостная	陽気	радостный	ADJ	ADJ;NOM;FEM;SG
陽気	весёлый	陽気	весёлый	ADJ	ADJ;NOM;MASC;SG
陽気	веселый	陽気	веселый	ADJ	ADJ;NOM;MASC;SG
マグロ	тунца	マグロ	тунец	N	N;INAN;GEN;MASC;SG
プッシュ	толчок	プッシュ	толчок	N	N;INAN;NOM;MASC;SG
ファンク	фанк	ファンク	фанк	N	N;INAN;NOM;MASC;SG
ダイバー	водолазы	ダイバー	водолаз	N	N;ANIM;NOM;MASC;PL
長方形	прямоугольники	長方形	прямоугольник	N	N;INAN;NOM;MASC;PL
長方形	прямоугольник	長方形	прямоугольник	N	N;INAN;NOM;MASC;SG
パイプライン	трубопровода	パイプライン	трубопровод	N	N;INAN;GEN;MASC;SG
疾病	болезнь	疾病	болезнь	N	N;INAN;NOM;FEM;SG
疾病	заболевание	疾病	заболевание	N	N;INAN;NOM;NEUT;SG
疾病	заболевания	疾病	заболевание	N	N;INAN;NOM;NEUT;PL
疾病	болезни	疾病	болезнь	N	N;INAN;NOM;FEM;PL
迷路	лабиринт	迷路	лабиринт	N	N;INAN;NOM;MASC;SG
コントローラー	контроллеры	コントローラー	контроллер	N	N;INAN;NOM;MASC;PL
コントローラー	контролер	コントローラー	контролер	N	N;ANIM;NOM;MASC;SG
コントローラー	регулятор	コントローラー	регулятор	N	N;INAN;NOM;MASC;SG
コントローラー	контроллер	コントローラー	контроллер	N	N;INAN;NOM;MASC;SG
アスリート	спортсмен	アスリート	спортсмен	N	N;ANIM;NOM;MASC;SG
アスリート	спортсменов	アスリート	спортсмен	N	N;ANIM;GEN;MASC;PL
アスリート	спортсмены	アスリート	спортсмен	N	N;ANIM;NOM;MASC;PL
キャラバン	караван	キャラバン	караван	N	N;INAN;NOM;MASC;SG
手足	конечностей	手足	конечность	N	N;INAN;GEN;FEM;PL
手足	конечности	手足	конечность	N	N;INAN;NOM;FEM;PL
丸い	круглая	丸く	круглый	ADJ	ADJ;NOM;FEM;SG
丸い	круглые	丸く	круглый	ADJ	ADJ;NOM;PL
変奏曲	вариации	変奏曲	вариация	N	N;INAN;NOM;FEM;PL
カーテン	занавес	カーテン	занавес	N	N;INAN;NOM;MASC;SG
カーテン	шторы	カーテン	штор	N	N;INAN;NOM;MASC;PL
カーテン	шторы	カーテン	штор	N	N;INAN;NOM;MASC;PL
豆腐	тофу	豆腐	тоф	N	N;INAN;NOM;MASC;SG
コンベンション	конвенция	コンベンション	конвенция	N	N;INAN;NOM;FEM;SG
コンベンション	конвенции	コンベンション	конвенция	N	N;INAN;NOM;FEM;PL
レクリエーション	досуг	レクリエーション	досуг	N	N;INAN;NOM;MASC;SG
レクリエーション	отдых	レクリエーション	отдых	N	N;INAN;NOM;MASC;SG
コンパイル	компиляции	コンパイル	компиляция	N	N;INAN;NOM;FEM;PL
コンパイル	компиляция	コンパイル	компиляция	N	N;INAN;NOM;FEM;SG
コンパイル	компиляции	コンパイル	компиляция	N	N;INAN;NOM;FEM;PL
コンパイル	подборка	コンパイル	подборка	N	N;INAN;NOM;FEM;SG
コンパイル	компиляция	コンパイル	компиляция	N	N;INAN;NOM;FEM;SG
コンパイル	компиляция	コンパイル	компиляция	N	N;INAN;NOM;FEM;SG
バンパー	бампер	バンパー	бампер	N	N;INAN;NOM;MASC;SG
ファシズム	фашизм	ファシズム	фашизм	N	N;INAN;NOM;MASC;SG
ファシズム	фашисты	ファシズム	фашист	N	N;ANIM;NOM;MASC;PL
内乱	восстание	内乱	восстание	N	N;INAN;NOM;NEUT;SG
曼荼	мандала	曼荼	мандал	N	N;INAN;NOM;FEM;SG
組み込み	встроенный	組み込み	встроить	V	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
ズボン	брюки	ズボン	брюки	N	N;INAN;NOM;FEM;PL
ズボン	брюки	ズボン	брюки	N	N;INAN;NOM;FEM;PL
ズボン	штаны	ズボン	штаны	N	N;INAN;NOM;MASC;PL
日	восход	日	восход	N	N;INAN;NOM;MASC;SG
日	рассвет	日	рассвет	N	N;INAN;NOM;MASC;SG
おしゃれ	стильный	おしゃれ	стильный	ADJ	ADJ;NOM;MASC;SG
風車	мельница	風車	мельница	N	N;INAN;NOM;FEM;SG
風車	мельницы	風車	мельница	N	N;INAN;NOM;FEM;PL
触手	щупальца	触手	щупальце	N	N;INAN;NOM;NEUT;PL
チタン	титана	チタン	титан	N	N;INAN;GEN;MASC;SG
悲しい	грустная	悲しい	грустный	ADJ	ADJ;NOM;FEM;SG
悲しい	печально	悲しい	печальный	ADJ	ADJ;NEUT;SG
悲しい	грустный	悲しい	грустный	ADJ	ADJ;NOM;MASC;SG
悲しい	грустно	悲しい	грустный	ADJ	ADJ;NEUT;SG
ハガキ	открытка	ハガキ	открытка	N	N;INAN;NOM;FEM;SG
ハガキ	открытки	ハガキ	открыток	N	N;INAN;NOM;FEM;PL
取り出し	извлечь	取り出す	извлечь	V	V;PFV;NFIN;ACT
宴会	банкет	宴会	банкет	N	N;INAN;NOM;MASC;SG
スニーカー	кроссовки	スニーカー	кроссовки	N	N;INAN;NOM;FEM;PL
ノミ	блох	ノミ	блох	N	N;ANIM;GEN;MASC;PL
ファイナンス	финансы	ファイナンス	финансы	N	N;INAN;NOM;MASC;PL
ファイナンス	финансирование	ファイナンス	финансирование	N	N;INAN;NOM;NEUT;SG
偏見	предубеждения	偏見	предубеждение	N	N;INAN;NOM;NEUT;PL
偏見	ущерба	偏見	ущерб	N	N;INAN;GEN;MASC;SG
偏見	предрассудки	偏見	предрассудок	N	N;INAN;NOM;MASC;PL
