kategória	kategorija	kategória	kategorija	N;NOM;FEM;SG	N;NOM;FEM;SG
zelené	zelena	zelený	zelen	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
široká	široka	široký	širok	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
široká	široka	široký	širok	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
široká	širok	široký	širok	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
zástupcovia	namestniki	zástupca	namestnik	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
zástupcovia	zastopniki	zástupca	zastopnik	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
zástupcovia	agentje	zástupca	agent	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
zástupcovia	agenti	zástupca	agent	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
zástupcovia	predstavniki	zástupca	predstavnik	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
zástupcovia	zastopniki	zástupca	zastopnik	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
moderný	moderna	moderný	moderen	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
moderný	sodobno	moderný	sodoben	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
moderný	sodobna	moderný	sodoben	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
moderný	sodobni	moderný	sodoben	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
mandát	mandat	mandát	mandat	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
mandát	mandata	mandát	mandat	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
prejavy	manifestacije	prejav	manifestacija	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
kontroly	kontrole	kontrola	kontrola	N;NOM;FEM;PL	N;NOM;FEM;PL
kontroly	inšpekcije	kontrola	inšpekcija	N;NOM;FEM;PL	N;NOM;FEM;PL
kontroly	preverjanja	kontrola	preverjanje	N;NOM;FEM;PL	N;NOM;NEUT;PL
kontroly	pregledi	kontrola	pregled	N;NOM;FEM;PL	N;NOM;MASC;PL
vybrané	predstavljeno	vybraný	predstavljen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
vybrané	predstavljena	vybraný	predstavljen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
vybrané	predstavljen	vybraný	predstavljen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
vybrané	izbrano	vybraný	izbran	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
vybrané	izbrana	vybraný	izbran	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
vybrané	izbran	vybraný	izbran	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
dánska	dansko	dánsky	danski	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
dánska	danski	dánsky	danski	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
dánska	danska	dánsky	danska	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
dánska	dansko	dánsky	danski	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
dánska	danski	dánsky	danski	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
producenti	pridelovalci	producent	pridelovalec	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
producenti	proizvajalci	producent	proizvajalec	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
diskusiu	razpravo	diskusia	razprava	N;ACC;FEM;SG	N;ACC;FEM;SG
set	komplet	set	komplet	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
opevnenia	utrdbe	opevnenie	utrdba	N;NOM;NEUT;PL	N;NOM;FEM;PL
spôsoby	načini	spôsob	način	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
spôsoby	načini	spôsob	način	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
spôsoby	metode	spôsob	metoda	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
dosiahnutie	doseganje	dosiahnutie	doseganje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
dosiahnutie	dosežek	dosiahnutie	dosežek	N;NOM;NEUT;SG	N;NOM;MASC;SG
dosiahnutie	doseganje	dosiahnutie	doseganje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
dosiahnutie	doseganje	dosiahnutie	doseganje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
syndróm	sindrom	syndróm	sindrom	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
individuálne	individualno	individuálne	individualno	ADV	ADV
individuálne	individualno	individuálne	individualno	ADV	ADV
písmen	pisma	písmen	pismo	N;NOM;NEUT;PL	N;NOM;NEUT;PL
písmen	črke	písmen	črka	N;NOM;NEUT;PL	N;NOM;FEM;PL
grafické	grafično	grafický	grafičen	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
grafické	grafični	grafický	grafičen	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
grafické	grafično	grafický	grafičen	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
záliv	zaliv	záliv	zaliv	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
záliv	zaliv	záliv	zaliv	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
izraela	izrael	izrael	izrati	N;NOM;FEM;SG	N;NOM;MASC;SG
regióny	regije	región	regija	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
osobu	osebo	osoba	oseba	N;ACC;FEM;SG	N;ACC;FEM;SG
výrazné	značilen	výrazný	značilen	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
výrazné	precejšnje	výrazný	precejšnji	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
výrazné	izrazita	výrazný	izrazit	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
výrazné	izrazit	výrazný	izrazit	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
zelený	zeleni	zelený	zelen	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
zelený	zelena	zelený	zelen	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
moderátor	moderator	moderátor	moderator	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
profesionálne	profesionalno	profesionálny	profesionalen	ADV	ADV
profesionálne	strokovno	profesionálny	strokovno	ADV	ADV
ročné	letna	ročný	leten	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
ročné	letna	ročný	leten	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
ročné	letni	ročný	leten	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
prísne	strogo	prísne	stroga	ADV	ADV
nájdené	najden	nájdený	najden	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
zabrániť	preprečiti	zabrániť	preprečiti	V;PFV;POS;NFIN	V;PFV;NFIN
zabrániť	prepreči	zabrániť	preprečiti	V;PFV;POS;NFIN	V;PFV;IND;SG;3;PRS;FIN
zabrániť	preprečite	zabrániť	preprečiti	V;PFV;POS;NFIN	V;PFV;IMP;PL;2;FIN
typická	tipičen	typický	tipičen	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
typická	značilno	typický	značilen	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
erupcie	izbruhi	erupcia	izbruh	N;NOM;FEM;PL	N;NOM;MASC;PL
vnútorná	notranji	vnútorný	notranji	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
vnútorná	notranja	vnútorný	notranji	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
vnútorná	notranji	vnútorný	notranji	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
vnútorná	notranji	vnútorný	notranji	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
vnútorná	notranja	vnútorný	notranji	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
verejný	javna	verejný	javen	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
ivanovič	ivanovič	ivanovič	ivanovič	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
poézia	poezija	poézia	poezija	N;NOM;FEM;SG	N;NOM;FEM;SG
indický	indijansko	indický	indijansko	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
indický	indijsko	indický	indijski	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
indický	indijski	indický	indijski	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
indický	indijska	indický	indijski	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
hĺbka	globina	hĺbka	globina	N;NOM;FEM;SG	N;NOM;FEM;SG
ferrari	ferrari	ferrari	ferrar	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
maršal	marshall	maršať	marshall	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
maršal	maršal	maršať	maršati	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
maršal	maršal	maršať	maršati	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
vedcov	znanstvenike	vedec	znanstvenik	N;ANIM;ACC;MASC;PL	N;ACC;MASC;PL
tvary	oblike	tvar	oblika	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
príprava	priprava	príprava	priprava	N;NOM;FEM;SG	N;NOM;FEM;SG
príprava	pripravljanje	príprava	pripravljanje	N;NOM;FEM;SG	N;NOM;NEUT;SG
príprava	priprava	príprava	priprava	N;NOM;FEM;SG	N;NOM;FEM;SG
chaty	koče	chaty	koča	N;NOM;FEM;PL	N;NOM;FEM;PL
chaty	hiške	chaty	hiška	N;NOM;FEM;PL	N;NOM;FEM;PL
chyba	pomota	chyba	pomot	N;NOM;FEM;SG	N;NOM;FEM;SG
chyba	napaka	chyba	napaka	N;NOM;FEM;SG	N;NOM;FEM;SG
španielske	špansko	španielsky	španski	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
španielske	španski	španielsky	španski	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
španielske	španska	španielsky	španski	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
povesť	sloves	povesť	sloves	N;NOM;FEM;SG	N;NOM;MASC;SG
povesť	ugled	povesť	ugled	N;NOM;FEM;SG	N;NOM;MASC;SG
informácia	obveščanje	informácia	obveščanje	N;NOM;FEM;SG	N;NOM;NEUT;SG
informácia	informacija	informácia	informacija	N;NOM;FEM;SG	N;NOM;FEM;SG
informácia	podatek	informácia	podatek	N;NOM;FEM;SG	N;NOM;MASC;SG
slovak	angleščina	slovak	angleščina	N;NOM;NEUT;SG	N;NOM;FEM;SG
poznatky	znanja	poznatok	znanje	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL
pevne	tesno	pevne	tesno	ADV	ADV
staroveké	starodavni	staroveký	starodaven	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
staroveké	starodavna	staroveký	starodaven	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
staroveké	starodavno	staroveký	starodaven	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
kúpil	kupil	kúpiť	kupiti	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
turistický	turistična	turistický	turističen	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
turistický	turistični	turistický	turističen	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
turistický	turistično	turistický	turističen	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
nahradené	zamenjana	nahradený	zamenjan	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
nahradené	nadomeščen	nahradený	nadomeščen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
škótska	viski	škótsky	viski	N;NOM;FEM;SG	N;NOM;MASC;SG
prirodzený	naravni	prirodzený	naraven	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
prirodzený	naraven	prirodzený	naraven	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
prirodzený	naravno	prirodzený	naraven	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
prirodzený	naravna	prirodzený	naraven	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
hrubý	debel	hrubý	debel	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
hrubý	debela	hrubý	debela	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
hrubý	nesramen	hrubý	nesramen	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
hrubý	nesramna	hrubý	nesramen	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
absolútne	absolutno	absolútny	absolutno	ADV	ADV
absolútne	absolutno	absolútny	absolutno	ADV	ADV
hľadanie	iskanje	hľadanie	iskanje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
hľadanie	išči	hľadanie	iskati	N;NOM;NEUT;SG	N;NOM;FEM;SG
ponuku	ponudbo	ponuka	ponudba	N;ACC;FEM;SG	N;ACC;FEM;SG
zriadenie	ustanova	zriadenie	ustanova	N;NOM;NEUT;SG	N;NOM;FEM;SG
zriadenie	ustanavljanje	zriadenie	ustanavljanje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
zriadenie	ustanovitev	zriadenie	ustanovitev	N;NOM;NEUT;SG	N;NOM;FEM;SG
zriadenie	obrat	zriadenie	obrat	N;NOM;NEUT;SG	N;NOM;MASC;SG
zriadenie	vzpostavitev	zriadenie	vzpostavitev	N;NOM;NEUT;SG	N;NOM;FEM;SG
aréne	arena	arén	arena	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
aréne	areni	arén	arena	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
spektrum	spektra	spektrum	spekter	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
spektrum	spekter	spektrum	spekter	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
ročná	letna	ročný	leten	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
ročná	letni	ročný	leten	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
popisuje	opisuje	popisovať	opisovati	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
niekoho	nekdo	niekto	nekdo	PRO;ANIM;NOM;MASC;SG	PRO;NOM;MASC;SG
niekoho	nekdo	niekto	nekdo	PRO;ANIM;NOM;MASC;SG	PRO;NOM;MASC;SG
zničená	uničena	zničený	uničen	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
zničená	uničen	zničený	uničen	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
zničená	uničeno	zničený	uničen	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
zničená	uničena	zničený	uničen	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
zničená	uničen	zničený	uničen	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
zničená	uničeno	zničený	uničen	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
business	poslovanje	business	poslovanje	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
business	posel	business	posel	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
zodpovednosť	obveznost	zodpovednosť	obveznost	N;NOM;FEM;SG	N;NOM;FEM;SG
zodpovednosť	odgovornost	zodpovednosť	odgovornost	N;NOM;FEM;SG	N;NOM;FEM;SG
zodpovednosť	odgovornost	zodpovednosť	odgovornost	N;NOM;FEM;SG	N;NOM;FEM;SG
zodpovednosť	odgovornost	zodpovednosť	odgovornost	N;NOM;FEM;SG	N;NOM;FEM;SG
rokovania	pogajanja	rokovanie	pogajanje	N;NOM;NEUT;PL	N;NOM;NEUT;PL
rokovania	pogajanja	rokovanie	pogajanje	N;NOM;NEUT;PL	N;NOM;NEUT;PL
rokovania	pogajanja	rokovanie	pogajanje	N;NOM;NEUT;PL	N;NOM;NEUT;PL
rýchly	hitri	rýchly	hiter	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
rýchly	hiter	rýchly	hiter	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
rýchly	hitra	rýchly	hiter	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
nemocnica	bolnišnica	nemocnica	bolnišnica	N;NOM;FEM;SG	N;NOM;FEM;SG
nemocnica	bolnica	nemocnica	bolnica	N;NOM;FEM;SG	N;NOM;FEM;SG
meny	valute	mena	valuta	N;NOM;FEM;PL	N;NOM;FEM;PL
meny	valute	mena	valuta	N;NOM;FEM;PL	N;NOM;FEM;PL
priame	neposredni	priamy	neposreden	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
priame	neposreden	priamy	neposreden	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
priame	neposredna	priamy	neposreden	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
dôvody	razlogi	dôvod	razlog	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
dôvody	prošnje	dôvod	prošnja	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
dôvody	razlogi	dôvod	razlog	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
charlie	čarli	charlie	čarel	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
zložený	sestavljena	zložený	sestavljen	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
zložený	sestavljeno	zložený	sestavljen	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
zložený	sestavljeno	zložený	sestavljen	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
krátka	kratki	krátka	kratek	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
krátka	kratek	krátka	kratek	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
krátka	kratka	krátka	kratek	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
kariet	kartic	kariet	kartica	N;GEN;FEM;PL	N;GEN;FEM;PL
rastislav	rastislav	rastislav	rastislav	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
rýchlejšie	hitreje	rýchlo	hitro	ADV;CMPR	ADV;CMPR
princa	princa	princ	princ	N;ANIM;ACC;MASC;SG	N;ACC;MASC;SG
správny	pravilna	správny	pravilen	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
správny	pravilen	správny	pravilen	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
priemyselné	industrijsko	priemyselný	industrijsko	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
priemyselné	industrijska	priemyselný	industrijski	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
priemyselné	industrijski	priemyselný	industrijski	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
jasnosť	jasnost	jasnosť	jasnost	N;NOM;FEM;SG	N;NOM;FEM;SG
živý	živa	živý	živ	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
živý	živ	živý	živ	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
manažment	upravljanje	manažment	upravljanje	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
manažment	obvladovanje	manažment	obvladovanje	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
príchod	prihod	príchod	prihod	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
priniesla	prinesel	priniesť	prinesti	V;PFV;FEM;SG;POS;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
nariadenie	odlok	nariadenie	odlok	N;NOM;NEUT;SG	N;NOM;MASC;SG
nariadenie	pravilnik	nariadenie	pravilnik	N;NOM;NEUT;SG	N;NOM;MASC;SG
nariadenie	uredba	nariadenie	uredba	N;NOM;NEUT;SG	N;NOM;FEM;SG
nariadenie	predpis	nariadenie	predpis	N;NOM;NEUT;SG	N;NOM;MASC;SG
nariadenie	ureditev	nariadenie	ureditev	N;NOM;NEUT;SG	N;NOM;FEM;SG
sklon	preliv	sklon	preliv	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
sklon	naklon	sklon	naklon	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
sklon	naklon	sklon	naklon	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
sklon	nagib	sklon	nagib	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
sklon	naklon	sklon	naklon	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
ukončenie	zaključek	ukončenie	zaključek	N;NOM;NEUT;SG	N;NOM;MASC;SG
ukončenie	dokončanje	ukončenie	dokončanje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
ukončenie	prenehanje	ukončenie	prenehanje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
verejná	javna	verejný	javen	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
celosvetovo	globalno	celosvetov	globalen	ADV	ADV
zložená	sestavljeno	zložený	sestavljen	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
zložená	sestavljena	zložený	sestavljen	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
zložená	sestavljeno	zložený	sestavljen	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
židovský	judovski	židovský	judovski	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
židovský	židovski	židovský	židovski	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
magnetické	magnetno	magnetický	magneten	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
magnetické	magnetni	magnetický	magneten	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
magnetické	magnetna	magnetický	magneten	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
dusík	dušik	dusík	dušik	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
ihneď	nemudoma	ihneď	nemudoma	ADV	ADV
ihneď	takoj	ihneď	takoj	ADV	ADV
slovania	slovani	slovanie	slovan	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
marse	mars	marsa	mars	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
alternatívne	alternativno	alternatívne	alternativen	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
alternatívne	alternativni	alternatívne	alternativen	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
alternatívne	alternativno	alternatívne	alternativen	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
alternatívne	nadomestno	alternatívne	nadomesten	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
alternatívne	alternativno	alternatívne	alternativen	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
odstrániť	odstrani	odstrániť	odstran	V;PFV;POS;NFIN	V;PFV;IND;SG;3;PRS;FIN
ťah	potisk	ťah	potisk	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
ťah	potiska	ťah	potisk	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
občianstvo	državljanstvo	občianstvo	državljanstvo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
čínska	kitajski	čínsky	kitajski	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
čínska	kitajsko	čínsky	kitajski	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
čínska	kitajska	čínsky	kitajski	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
centrálna	osrednje	centrálny	osrednji	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
centrálna	centralno	centrálny	centralno	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
centrálna	osrednji	centrálny	osrednji	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
centrálna	centralni	centrálny	centralen	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
opatrenia	ukrepi	opatrenie	ukrep	N;NOM;NEUT;PL	N;NOM;MASC;PL
silná	močan	silný	močen	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
silná	mogočna	silný	mogočen	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
silná	močna	silný	močen	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
silná	močan	silný	močen	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
silná	močna	silný	močen	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
atmosféra	ozračje	atmosféra	ozračje	N;NOM;FEM;SG	N;NOM;NEUT;SG
atmosféra	atmosfera	atmosféra	atmosfer	N;NOM;FEM;SG	N;NOM;FEM;SG
atmosféra	vzdušje	atmosféra	vzdušje	N;NOM;FEM;SG	N;NOM;NEUT;SG
možný	možen	možný	možen	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
možný	možna	možný	možen	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
možný	možni	možný	možen	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
možný	možno	možný	možen	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
definuje	definira	definovať	definira	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
definuje	opredeljuje	definovať	opredeljevati	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
štatút	status	štatút	status	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
štatút	stanje	štatút	stanje	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
štatút	statut	štatút	statut	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
štatút	statuta	štatút	statut	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
štatút	statut	štatút	statut	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
prax	pripravništvo	prax	pripravništvo	N;NOM;FEM;SG	N;NOM;NEUT;SG
prax	trening	prax	trening	N;NOM;FEM;SG	N;NOM;MASC;SG
prax	vaja	prax	vaja	N;NOM;FEM;SG	N;NOM;FEM;SG
prax	praksi	prax	praksa	N;NOM;FEM;SG	N;NOM;FEM;SG
prax	praksa	prax	praks	N;NOM;FEM;SG	N;NOM;FEM;SG
prax	doživetje	prax	doživetje	N;NOM;FEM;SG	N;NOM;NEUT;SG
prax	izkušnja	prax	izkušnja	N;NOM;FEM;SG	N;NOM;FEM;SG
zálive	zaliv	záliva	zaliv	N;NOM;FEM;SG	N;NOM;MASC;SG
