年	tahun	年	tahun	N	N;SG
護照	paspor	護照	paspor	N	N;SG
護照	paspor	護照	paspor	N	N;SG
罪行	kejahatan	罪行	kejahatan	N	N;SG
條款	clause	條款	clause	N	N
條款	klausul	條款	klausul	N	N;SG
條款	ketentuan	條款	ketentuan	N	N;SG
管道	pipa	管道	pipa	N	N;SG
管道	pipa	管道	pipa	N	N;SG
管道	pipa	管道	pipa	N	N;SG
路徑	jalur	路徑	jalur	N	N;SG
邏輯	logika	邏輯	logika	N	N;SG
被	dibunuh	被	dibunuh	V;PASS	V;SG;PASS
被	terbunuh	被	terbunuh	V;PASS	V;SG;PASS
宗教	agama	宗教	agama	N	N;SG
墓地	pemakaman	墓地	penmakaman	N	N;SG
墓地	pekuburan	墓地	pekuburan	N	N;SG
墓地	kuburan	墓地	kuburan	N	N;SG
墓地	kuburan	墓地	kuburan	N	N;SG
墓地	makam	墓地	makam	N	N;SG
範	penggemar	範	pengemar	N	N;SG
範	kipas	範	kipas	N	N;SG
變形	mengubah	變形	menubah	V	V;SG;ACT
歡樂	sukacita	歡樂	sukacita	N	N;SG
笛	suling	笛	suling	N	N
笛	seruling	笛	seruling	N	N
海報	poster	海報	poster	N	N;SG
海報	poster	海報	poster	N	N;SG
心臟	hati	心臟	hati	N	N;SG
心臟	jantung	心臟	jantung	N	N;SG
否認	mendustakan	否認	mendustakan	V	V;SG;ACT
否認	menyangkal	否認	mensangkal	V	V;SG;ACT
否認	menyangkal	否認	mensangkal	V	V;SG;ACT
公正	keadilan	公正	keadilan	N	N;SG
鳥類	burung	鳥類	burung	N	N;SG
攜	membawa	攜	menbawa	V	V;SG;ACT
虛擬	virtual	虛擬	virtual	N	N
電機	motor	電機	motor	N	N;SG
圖案	pola	圖案	pola	N	N;SG
童軍	pramuka	童軍	pramuka	N	N
童軍	pramuka	童軍	pramuka	N	N
昆蟲	serangga	昆蟲	serangga	N	N;SG
昆蟲	serangga	昆蟲	serangga	N	N;SG
摔	bergulat	摔	bergulat	V	V;SG;ACT
部件	widget	部件	widget	N	N
部件	bagian	部件	bagian	N	N;SG
部件	onderdil	部件	onderdil	N	N
男友	pacar	男友	pacar	N	N;SG
卡片	kartu	卡片	kartu	N	N;SG
卡片	kartu	卡片	kartu	N	N;SG
人名	nama	人名	nama	N	N;SG
熱門	puncak	熱門	puncak	N	N;SG
熱門	tren	熱門	tren	N	N;SG
中隊	skuadron	中隊	skuadron	N	N;SG
貨運	kargo	貨運	kargo	N	N
貨運	muatan	貨運	muatan	N	N;SG
貨運	pengiriman	貨運	penkiriman	N	N;SG
貨運	pengangkutan	貨運	penangkutan	N	N;SG
貨運	angkutan	貨運	angkutan	N	N;SG
水泥	beton	水泥	beton	N	N;SG
水泥	semen	水泥	semen	N	N
同位	isotop	同位	isotop	N	N;SG
同位	isotop	同位	isotop	N	N;SG
大使	kedutaan	大使	kedutaan	N	N;SG
大使	kbri	大使	kbri	N	N;SG
大使	kedutaan	大使	kedutaan	N	N;SG
初始	inisial	初始	inisial	N	N
財產	properti	財產	properti	N	N;SG
優先	prioritas	優先	prioritas	N	N;SG
碎片	fragmen	碎片	fragmen	N	N;SG
碎片	puing	碎片	puing	N	N;SG
怒	kemarahan	怒	kemarahan	N	N;SG
怒	amarah	怒	amarah	N	N;SG
怒	kemarahan	怒	kemarahan	N	N;SG
怒	amarah	怒	amarah	N	N;SG
缺陷	kecacatan	缺陷	kecacatan	N	N;SG
缺陷	kekurangan	缺陷	kekurangan	N	N;SG
流星	meteor	流星	meteor	N	N
對稱	simetri	對稱	simetri	N	N;SG
對稱	simetrik	對稱	simetrik	N	N;SG
對稱	simetris	對稱	simetris	N	N;SG
對稱	simetri	對稱	simetri	N	N;SG
電訊	telekomunikasi	電訊	telekomunikasi	N	N
電訊	telekomunikasi	電訊	telekomunikasi	N	N
電訊	telekomunikasi	電訊	telekomunikasi	N	N
戲院	teater	戲院	teater	N	N
戲院	teater	戲院	teater	N	N
戲院	bioskop	戲院	bioskop	N	N
戲院	teater	戲院	teater	N	N
戲院	bioskop	戲院	bioskop	N	N
戲院	bioskop	戲院	bioskop	N	N
戲院	sinema	戲院	sinema	N	N;SG
加密	mengenkripsi	加密	menkenkripsi	V	V;SG;ACT
流程	aliran	流程	aliran	N	N;SG
流程	alur	流程	alur	N	N;SG
武術	martial	武術	martial	N	N
星球	planet	星球	planet	N	N;SG
謎	misteri	謎	misteri	N	N;SG
後備	cadangan	後備	cadangan	N	N;SG
長者	sesepuh	長者	sesepuh	N	N
長者	tetua	長者	tetua	N	N
長者	penatua	長者	penatua	N	N
長者	manula	長者	manula	N	N;SG
保證	jamin	保證	jamin		
航海	pelayaran	航海	penlayaran	N	N;SG
航海	kelautan	航海	kelautan	N	N;SG
師團	divisi	師團	divisi	N	N;SG
師團	pembagian	師團	penbagian	N	N;SG
痛苦	penderitaan	痛苦	penderitaan	N	N;SG
痛苦	derita	痛苦	derita	N	N;SG
痛苦	sakit	痛苦	sakit	N	N;SG
痛苦	kesakitan	痛苦	kesakitan	N	N;SG
痛苦	nyeri	痛苦	nyeri	N	N;SG
助攻	assist	助攻	assist	N	N
數值	nilai	數值	nilai	N	N;SG
數值	numerik	數值	numerik	N	N
數值	nilai	數值	nilai	N	N;SG
月亮	rembulan	月亮	rembulan	N	N;SG
月亮	bulan	月亮	bulan	N	N;SG
司機	sopir	司機	sopir	N	N
司機	supir	司機	supir	N	N
司機	sopir	司機	sopir	N	N
司機	penggerak	司機	pengerak	N	N;SG
司機	pengemudi	司機	pengemudi	N	N;SG
叛亂	pemberontakan	叛亂	penberontakan	N	N;SG
叛亂	pemberontakan	叛亂	penberontakan	N	N;SG
叛亂	pemberontakan	叛亂	penberontakan	N	N;SG
叛亂	pemberontakan	叛亂	penberontakan	N	N;SG
叛亂	pemberontak	叛亂	penberontak	N	N;SG
碰撞	bertabrakan	碰撞	bertabrakan	V	V;SG;ACT
碰撞	berbenturan	碰撞	berbenturan	V	V;SG;ACT
簽	menandatangani	簽	mentandatangani	V	V;SG;ACT
契約	akta	契約	akta	N	N;SG
階級	angkatan	階級	angkatan	N	N;SG
階級	kelas	階級	kelas	N	N;SG
圓形	lingkar	圓形	lingkar	N	N;SG;ACT
圓形	lingkaran	圓形	lingkaran	N	N;SG
帳號	rekening	帳號	rekening	N	N;SG
帳號	akun	帳號	akun	N	N;SG
丘陵	perbukitan	丘陵	perbukitan	N	N;SG
學科	disiplin	學科	disiplin	N	N;SG
後面	belakang	後面	belakang	N	N;SG
個	individu	個	individu	N	N;SG
個	individual	個	individual	N	N
個	perorangan	個	perorangan	N	N;SG
駁	memberhentikan	駁	menberhentikan	V	V;SG;ACT
駁	abaikan	駁	abaikan	V	V;SG;ACT
駁	bubarkan	駁	bubarkan	V	V;SG;ACT
動態	pakan	動態	pakan	N	N;SG
動態	kabar	動態	kabar	N	N;SG
動態	umpan	動態	umpan	N	N;SG
動態	cerita	動態	cerita	N	N;SG
動態	berita	動態	berita	N	N;SG
動態	kisah	動態	kisah	N	N;SG
動態	cerita	動態	cerita	N	N;SG
動態	kegiatan	動態	kegiatan	N	N;SG
動態	dinamika	動態	dinamika	N	N
大氣	atmosfer	大氣	atmosfer	N	N;SG
大氣	suasana	大氣	suasana	N	N;SG
大氣	atmosfir	大氣	atmosfir	N	N;SG
釋出	melepaskan	釋出	menlepaskan	V	V;SG;ACT
釋出	lepaskan	釋出	lepaskan	V	V;SG;ACT
預期	ekspektasi	預期	ekspektasi	N	N;SG
預期	ekspektasi	預期	ekspektasi	N	N;SG
流感	flu	流感	flu	N	N;SG
流感	flu	流感	flu	N	N;SG
劇院	teater	劇院	teater	N	N
劇院	teater	劇院	teater	N	N
劇院	bioskop	劇院	bioskop	N	N
劇院	teater	劇院	teater	N	N
劇院	bioskop	劇院	bioskop	N	N
人格	persona	人格	persona	N	N
人格	kepribadian	人格	kepribadian	N	N;SG
人格	kepribadian	人格	kepribadian	N	N;SG
瘋狂	kegilaan	瘋狂	kegilaan	N	N;SG
綽號	julukan	綽號	julukan	N	N;SG
綽號	julukan	綽號	julukan	N	N;SG
幽默	humor	幽默	humor	N	N;SG
幽默	humor	幽默	humor	N	N;SG
實體	entitas	實體	entitas	N	N;SG
實體	entitas	實體	entitas	N	N;SG
異常	abnormal	異常	abnormal	ADJ	ADJ;SG
每	setiap	每	setiap	DET	DET
口號	slogan	口號	slogan	N	N;SG
口號	slogan	口號	slogan	N	N;SG
翻新	refurbishment	翻新	refurbishment	N	N
翻新	renovasi	翻新	renovasi	N	N;SG
元帥	marsekal	元帥	marsekal	N	N
頸	leher	頸	leher	N	N;SG
頜	rahang	頜	rahang	N	N;SG
獎章	medal	獎章	medal	N	N
獎章	medali	獎章	medali	N	N;SG
獎章	medali	獎章	medali	N	N;SG
獎章	medali	獎章	medali	N	N;SG
症狀	gejalanya	症狀	gejala	N	N;SG
症狀	gejala	症狀	gejala	N	N;SG
症狀	gejala	症狀	gejala	N	N;SG
清除	bersihkan	清除	bersihkan	V	V;SG;ACT
神聖	suci	神聖	suci	ADJ	ADJ;SG
神聖	suci	神聖	suci	ADJ	ADJ;SG
地表	permukaan	地表	permukaan	N	N;SG
學位	derajat	學位	derajat	N	N;SG
學位	gelar	學位	gelar	N	N;SG;ACT
學位	ijazah	學位	ijazah	N	N;SG
學位	derajat	學位	derajat	N	N;SG
光譜	spektral	光譜	spektral	N	N;SG
光譜	spektrum	光譜	spektrum	N	N;SG
光譜	spektroskopi	光譜	spektroskopi	N	N;SG
景點	atraksi	景點	atraksi	N	N;SG
景點	pemandangan	景點	penpandangan	N	N;SG
景點	atraksi	景點	atraksi	N	N;SG
適用	berlaku	適用	berlaku	V	V;SG;ACT
適用	terapkan	適用	terapkan	V	V;SG;PASS
業餘	amatiran	業餘	amatiran	N	N
業餘	amatiran	業餘	amatiran	N	N
腹	perut	腹	perut	N	N;SG
腹	perut	腹	perut	N	N;SG
致命	fatal	致命	fatal	N	N
魚雷	torpedo	魚雷	torpedo	N	N
魚雷	torpedo	魚雷	torpedo	N	N
猿	kera	猿	kera	N	N
猿	kera	猿	kera	N	N
盆	cekungan	盆	cekungan	N	N;SG
極限	batas	極限	batas	N	N;SG
極限	batas	極限	batas	N	N;SG
極限	ekstrem	極限	ekstrem	N	N;SG
極限	ekstrim	極限	ekstrim	N	N;SG
極限	extreme	極限	extreme	N	N
蜂	lebah	蜂	lebah	N	N;SG
續集	sekuel	續集	sekuel	N	N;SG
續集	sekuel	續集	sekuel	N	N;SG
碗	mangkuk	碗	mangkuk	N	N
碗	mangkok	碗	mangkok	N	N
碗	mangkuk	碗	mangkuk	N	N
拼	mantra	拼	mantra	N	N
級別	aras	級別	aras	N	N;SG
級別	level	級別	level	N	N
級別	tingkatan	級別	tingkatan	N	N;SG
級別	tingkat	級別	tingkat	N	N;SG
代表	delegasi	代表	delegasi	N	N;SG
挖	menggali	挖	mengali	V	V;SG;ACT
挖	menggali	挖	mengali	V	V;SG;ACT
集會	majelis	集會	majelis	N	N;SG
集會	reli	集會	reli	N	N
區分	diferensiasi	區分	diferensiasi	N	N;SG;PASS
區分	perbedaan	區分	perbedaan	N	N;SG
傷亡	korban	傷亡	korban	N	N;SG
信心	iman	信心	iman	N	N;SG
信心	keyakinan	信心	keyakinan	N	N;SG
信心	keimanan	信心	keimanan	N	N;SG
信心	keyakinan	信心	keyakinan	N	N;SG
場合	kesempatan	場合	kesempatan	N	N;SG
先鋒	pelopor	先鋒	pelopor	N	N;SG
先鋒	pionir	先鋒	pionir	N	N
先鋒	pelopor	先鋒	pelopor	N	N;SG
動詞	predikat	動詞	predikat	N	N
體積	volume	體積	volume	N	N;SG
體積	borongan	體積	borongan	N	N
體積	ukuran	體積	ukuran	N	N;SG
暗殺	pembunuhan	暗殺	penbunuhan	N	N;SG
燃燒	terbakar	燃燒	terbakar	V	V;SG;PASS
燃燒	membakar	燃燒	menbakar	V	V;SG;ACT
燃燒	terbakar	燃燒	terbakar	V	V;SG;PASS
燃燒	membakar	燃燒	menbakar	V	V;SG;ACT
感受	merasa	感受	menrasa	V	V;SG;ACT
感受	rasakan	感受	rasakan	V	V;SG;ACT
感受	merasa	感受	menrasa	V	V;SG;ACT
射程	rentang	射程	rentang	N	N;SG
射程	kisaran	射程	kisaran	N	N;SG
射程	jangkauan	射程	jangkauan	N	N;SG
魅力	glamour	魅力	glamour	N	N;SG
魅力	glamor	魅力	glamor	N	N;SG
魅力	karisma	魅力	karisma	N	N
魅力	pesona	魅力	pesona	N	N;SG
茄	terong	茄	terong	N	N;SG
起義	pemberontakan	起義	penberontakan	N	N;SG
起義	pemberontakan	起義	penberontakan	N	N;SG
兵團	resimen	兵團	resimen	N	N
培訓	latihan	培訓	latihan	N	N;SG
培訓	pelatihan	培訓	penlatihan	N	N;SG
聯軍	koalisi	聯軍	koalisi	N	N;SG
鰓	insang	鰓	insang	N	N
鰓	insang	鰓	insang	N	N
生育	persalinan	生育	persalinan	N	N;SG
生育	prokreasi	生育	prokreasi	N	N;SG
生育	kesuburan	生育	kesuburan	N	N;SG
雲端	awan	雲端	awan	N	N;SG
屍體	bodi	屍體	bodi	N	N;SG
屍體	tubuh	屍體	tubuh	N	N;SG
屍體	badan	屍體	badan	N	N;SG
寸	inci	寸	inci	N	N;SG
寸	inchi	寸	inchi	N	N;SG;ACT
時刻	momen	時刻	momen	N	N;SG
時刻	momen	時刻	momen	N	N;SG
蝦	udang	蝦	udang	N	N;SG
專利	paten	專利	paten	N	N;SG
專利	paten	專利	paten	N	N;SG
田徑	atletik	田徑	atletik	N	N;SG
矛	tombak	矛	tombak	N	N;SG
售票	tiket	售票	tiket	N	N;SG
售票	karcis	售票	karcis	N	N
區別	perbedaan	區別	perbedaan	N	N;SG
區別	bedanya	區別	beda	N	N;SG
區別	perbedaan	區別	perbedaan	N	N;SG
搞笑	kocak	搞笑	kocak	N	N
村落	kampung	村落	kampung	N	N;SG
村落	dusun	村落	dusun	N	N;SG
村落	desa	村落	desa	N	N;SG
葡萄	arak	葡萄	arak	N	N;SG
葡萄	anggur	葡萄	anggur	N	N;SG
音樂	musik	音樂	musik	N	N;SG
音樂	musikal	音樂	musikal	N	N
樸	taman	樸	taman	N	N;SG
半徑	radius	半徑	radius	N	N
六	enam	六	enam	NUM	NUM
標籤	label	標籤	label	N	N;SG
標籤	tanda	標籤	tanda	N	N;SG
標籤	tanda	標籤	tanda	N	N;SG
標籤	label	標籤	label	N	N;SG
標籤	label	標籤	label	N	N;SG
肝	hati	肝	hati	N	N;SG
日間	siang	日間	siang	N	N;SG
傳記	biografi	傳記	biografi	N	N;SG
失望	kekecewaan	失望	kekecewaan	N	N;SG
屬性	atribut	屬性	atribut	N	N
屬性	properti	屬性	properti	N	N;SG
屬性	sifat	屬性	sifat	N	N;SG
屬性	properti	屬性	properti	N	N;SG
屬性	atribut	屬性	atribut	N	N
種植	menanam	種植	menanam	V	V;SG;ACT
氫	hidrogen	氫	hidrogen	N	N
名譽	kehormatan	名譽	kehormatan	N	N;SG
名譽	reputasi	名譽	reputasi	N	N;SG
名譽	kehormatan	名譽	kehormatan	N	N;SG
光子	foton	光子	foton	N	N;SG
特點	karakteristik	特點	karakteristik	N	N;SG
特點	fitur	特點	fitur	N	N;SG
特點	karakteristik	特點	karakteristik	N	N;SG
品種	trah	品種	trah	N	N
品種	varietas	品種	varietas	N	N;SG
書記	panitera	書記	panitera	N	N;SG
霜	beku	霜	beku	N	N;SG
霜	krim	霜	krim	N	N;SG
霜	krem	霜	krem	N	N;SG
電流	arus	電流	arus	N	N;SG
特快	ekspres	特快	ekspres	N	N;SG
國外	perantauan	國外	perantauan	N	N
千克	kilogram	千克	kilogram	N	N
千克	kilogram	千克	kilogram	N	N
密碼	kode	密碼	kode	N	N;SG
密碼	password	密碼	password	N	N
密碼	sandi	密碼	sandi	N	N;SG
密碼	password	密碼	password	N	N
密碼	sandi	密碼	sandi	N	N;SG
帽子	topi	帽子	topi	N	N;SG
帽子	topi	帽子	topi	N	N;SG
普查	sensus	普查	sensus	N	N;SG
腺	kelenjar	腺	kelenjar	N	N;SG
腺	kelenjar	腺	kelenjar	N	N;SG
海軍	marinir	海軍	marinir	N	N
焦點	fokus	焦點	fokus	N	N;SG
紀元	kala	紀元	kala	N	N;SG
幸運	beruntungnya	幸運	beruntung	N	N;SG
資本	ibukota	資本	ibukota	N	N;SG
資本	modal	資本	modal	N	N;SG
幹部	kader	幹部	kader	N	N;SG
拓展	kembangkan	拓展	kembangkan	V	V;SG;ACT
拓展	luaskan	拓展	luaskan	V	V;SG;ACT
拓展	memperluas	拓展	menperluas	V	V;SG;ACT
團	persatuan	團	persatuan	N	N;SG
團	kesatuan	團	kesatuan	N	N
團	kekompakan	團	kekompakan	N	N;SG
團	solidaritas	團	solidaritas	N	N
獎勵	imbalan	獎勵	imbalan	N	N;SG
獎勵	bonusnya	獎勵	bonus	N	N
獎勵	insentif	獎勵	insentif	N	N;SG
獎勵	penghargaan	獎勵	penhargaan	N	N;SG
獎勵	hadiah	獎勵	hadiah	N	N;SG
獎勵	imbalan	獎勵	imbalan	N	N;SG
獎勵	pahala	獎勵	pahala	N	N;SG
獎勵	pahalanya	獎勵	pahala	N	N;SG
合唱	chorus	合唱	chorus	N	N
國防	pembela	國防	penbela	N	N;SG
國防	pertahanan	國防	pertahanan	N	N;SG
國防	pembela	國防	penbela	N	N;SG
國防	pertahanan	國防	pertahanan	N	N;SG
文書	instrumen	文書	instrumen	N	N;SG
文書	instrumen	文書	instrumen	N	N;SG
意圖	niat	意圖	niat	N	N;SG
意圖	niat	意圖	niat	N	N;SG
意圖	niat	意圖	niat	N	N;SG
物件	obyek	物件	obyek	N	N;SG
物件	objek	物件	objek	N	N;SG
物件	obyek	物件	obyek	N	N;SG
物件	objek	物件	objek	N	N;SG
物件	benda	物件	benda	N	N;SG
背後	belakang	背後	belakang	N	N;SG
背叛	pengkhianatan	背叛	penkhianatan	N	N;SG
背叛	penghianatan	背叛	penhianatan	N	N;SG
培育	memupuk	培育	menpupuk	V	V;SG;ACT
物流	logistik	物流	logistik	N	N
味道	taste	味道	taste	N	N
味道	rame	味道	rame	N	N
味道	selera	味道	selera	N	N;SG
味道	rasa	味道	rasa	N	N;SG
味道	selera	味道	selera	N	N;SG
味道	seleranya	味道	selera	N	N;SG
味道	penciuman	味道	penciuman	N	N;SG
空降	airborne	空降	airborne	N	N
招募	merekrut	招募	menrekrut	V	V;SG;ACT
招募	merekrut	招募	menrekrut	V	V;SG;ACT
體驗	pengalaman	體驗	pengalaman	N	N;SG
體驗	pengalaman	體驗	pengalaman	N	N;SG
禽	unggas	禽	unggas	N	N;SG
禽	unggas	禽	unggas	N	N;SG
總數	total	總數	total	N	N;SG
總數	totalnya	總數	total	N	N;SG
裝飾	hiasan	裝飾	hiasan	N	N;SG
裝飾	dekorasi	裝飾	dekorasi	N	N
裝飾	dekorasi	裝飾	dekorasi	N	N
裝飾	dekorasinya	裝飾	dekorasi	N	N
裝飾	menghias	裝飾	menhias	N	N;SG;ACT
裝飾	dekorasi	裝飾	dekorasi	N	N
裝飾	hiasan	裝飾	hiasan	N	N;SG
裝飾	dekorasi	裝飾	dekorasi	N	N
婚禮	pernikahan	婚禮	pernikahan	N	N;SG
婚禮	pernikahan	婚禮	pernikahan	N	N;SG
術語	istilah	術語	istilah	N	N;SG
術語	ketentuan	術語	ketentuan	N	N;SG
術語	terminologi	術語	terminologi	N	N
倒塌	keruntuhan	倒塌	keruntuhan	N	N;SG
公理	aksioma	公理	aksioma	N	N
公理	aksiomatik	公理	aksiomatik	N	N
縮短	diperpendek	縮短	diperpendek	V	V;SG;PASS
縮短	mempersingkat	縮短	menpersingkat	V	V;SG;ACT
縮短	memperpendek	縮短	menperpendek	V	V;SG;ACT
縮短	memendekkan	縮短	menpendekkan	V	V;SG;ACT
上限	cap	上限	cap	N	N
上限	batas	上限	batas	N	N;SG
星期	tuesday	星期	tuesday	N	N
合格	berkualitas	合格	berkualitas	V	V;SG;ACT
合格	berkualifikasi	合格	berkualifikasi	V	V;SG;ACT
水果	buah	水果	buah	N	N;SG
水果	buah	水果	buah	N	N;SG
指標	indikator	指標	indikator	N	N;SG
指標	metrik	指標	metrik	N	N
指標	indikator	指標	indikator	N	N;SG
句子	kalimatnya	句子	kalimat	N	N;SG
句子	kalimat	句子	kalimat	N	N;SG
句子	hukuman	句子	hukuman	N	N;SG
句子	kalimat	句子	kalimat	N	N;SG
麵	roti	麵	roti	N	N;SG
商務	perdagangan	商務	perdagangan	N	N;SG
商務	bisnis	商務	bisnis	N	N;SG
議長	speaker	議長	speaker	N	N;SG
議長	pembicara	議長	penbicara	N	N;SG
使徒	rasul	使徒	rasul	N	N;SG
使徒	rasul	使徒	rasul	N	N;SG
使徒	apostolik	使徒	apostolik	N	N
兔子	kelinci	兔子	kelinci	N	N
兔子	kelinci	兔子	kelinci	N	N
封建	feodal	封建	feodal	N	N
針	jarum	針	jarum	N	N;SG
針	jarum	針	jarum	N	N;SG
褐	coklat	褐	coklat	N	N;SG
或	mungkin	或	mungkin	ADV	ADV
或	mungkin	或	mungkin	ADV	ADV
煤炭	batubara	煤炭	batubara	N	N;SG
鬥士	pejuang	鬥士	pejuang	N	N;SG
鬥士	petarung	鬥士	petarung	N	N;SG
鬥士	petarung	鬥士	petarung	N	N;SG
鬥士	fighter	鬥士	fighter	N	N
鬥士	tempur	鬥士	tempur	N	N;SG
星空	bintang	星空	bintang	N	N;SG
減弱	melemahkan	減弱	menlemahkan	V	V;SG;ACT
蔬菜	sayuran	蔬菜	sayuran	N	N;SG
蔬菜	nabati	蔬菜	nabati	N	N;SG
蔬菜	sayur	蔬菜	sayur	N	N;SG
蔬菜	sayuran	蔬菜	sayuran	N	N;SG
蔬菜	sayur	蔬菜	sayur	N	N;SG
蔬菜	sayuran	蔬菜	sayuran	N	N;SG
索引	indeks	索引	indeks	N	N;SG
索引	pengindeksan	索引	penindeksan	N	N;SG
索引	indeks	索引	indeks	N	N;SG
木材	kayu	木材	kayu	N	N;SG
木材	kayu	木材	kayu	N	N;SG
木材	kayu	木材	kayu	N	N;SG
唱歌	nyanyi	唱歌	nyanyi	N	N;SG
模特	model	模特	model	N	N;SG
模特	pemodelan	模特	penmodelan	N	N;SG
閃電	lightning	閃電	lightning	N	N
閃電	petir	閃電	petir	N	N;SG
儀器	instrumentasi	儀器	instrumentasi	N	N
儀器	aparat	儀器	aparat	N	N;SG
儀器	instrumen	儀器	instrumen	N	N;SG
儀器	instrumen	儀器	instrumen	N	N;SG
活塞	piston	活塞	piston	N	N
活塞	piston	活塞	piston	N	N
抽象	abstraksi	抽象	abstraksi	N	N;SG
魔術	trik	魔術	trik	N	N;SG
魔術	sihir	魔術	sihir	N	N;SG
魔術	sulap	魔術	sulap	N	N;SG
流動	aliran	流動	aliran	N	N;SG
流動	alur	流動	alur	N	N;SG
流動	mobilitas	流動	mobilitas	N	N;SG
中斷	mengganggu	中斷	menganggu	V	V;SG;ACT
連線	hubungkan	連線	hubungkan	V	V;SG;ACT
連線	terhubung	連線	terhubung	V	V;SG;PASS
電壓	tegangan	電壓	tegangan	N	N;SG
奇蹟	mujizat	奇蹟	mujizat	N	N;SG
奇蹟	keajaiban	奇蹟	keajaiban	N	N;SG
奇蹟	mukjizat	奇蹟	mukjizat	N	N;SG
奇蹟	mukjizat	奇蹟	mukjizat	N	N;SG
奇蹟	keajaiban	奇蹟	keajaiban	N	N;SG
煮	memasak	煮	menpasak	V	V;SG;ACT
煮	memasak	煮	menpasak	V	V;SG;ACT
相機	kamera	相機	kamera	N	N;SG
相機	camera	相機	camera	N	N
相機	kamera	相機	kamera	N	N;SG
土著	pribumi	土著	pribumi	N	N
進化	berevolusi	進化	berevolusi	V	V;SG;ACT
進化	berevolusi	進化	berevolusi	V	V;SG;ACT
巡航	pelayaran	巡航	penlayaran	N	N;SG
巡航	pelayaran	巡航	penlayaran	N	N;SG
巡航	cruise	巡航	cruise	N	N
體操	senam	體操	senam	N	N;SG
瞳	hitomi	瞳	hitomi	N	N
廟宇	kuil	廟宇	kuil	N	N;SG
照明	pencahayaan	照明	pencahayaan	N	N;SG
照明	pencahayaan	照明	pencahayaan	N	N;SG
照明	lighting	照明	lighting	N	N
行銷	pemasaran	行銷	penpasaran	N	N;SG
外籍	ekspatriat	外籍	ekspatriat	N	N
查詢	pertanyaan	查詢	pertanyaan	N	N;SG
查詢	kueri	查詢	kueri	N	N
查詢	penyelidikan	查詢	penselidikan	N	N;SG
查詢	pertanyaan	查詢	pertanyaan	N	N;SG
查詢	pertanyaan	查詢	pertanyaan	N	N;SG
查詢	kueri	查詢	kueri	N	N
語音	suaranya	語音	suara	N	N;SG
語音	pidato	語音	pidato	N	N;SG
語音	ucapan	語音	ucapan	N	N;SG
甲板	geladak	甲板	geladak	N	N;SG
墓葬	makam	墓葬	makam	N	N;SG
染色	dicelup	染色	dicelup	V	V;SG;PASS
話題	topik	話題	topik	N	N;SG
鎊	poundsterling	鎊	poundsterling	N	N
行業	industri	行業	industri	N	N;SG
行業	industri	行業	industri	N	N;SG
孤立	mengisolasi	孤立	menisolasi	V	V;SG;ACT
孤立	terasing	孤立	terasing	V	V;SG;PASS
孤立	terisolasi	孤立	terisolasi	V	V;SG;PASS
詞彙	glosarium	詞彙	glosarium	N	N
詞彙	kosakata	詞彙	kosakata	N	N
售出	terjual	售出	terjual	V	V;SG;PASS
售出	dijual	售出	dijual	V	V;SG;PASS
飯	padi	飯	padi	N	N;SG
飯	nasi	飯	nasi	N	N;SG
飯	nyampe	飯	nyampe	N	N
飯	beras	飯	beras	N	N;SG
危害	bahaya	危害	bahaya	N	N;SG
肖像	potret	肖像	potret	N	N;SG
肖像	portrait	肖像	portrait	N	N
肖像	potret	肖像	potret	N	N;SG
憤怒	marah	憤怒	marah	ADJ	ADJ;SG
憤怒	marah	憤怒	marah	ADJ	ADJ;SG
旗幟	banner	旗幟	banner	N	N
旗幟	spanduk	旗幟	spanduk	N	N;SG
旗幟	bendera	旗幟	bendera	N	N;SG
旗幟	bendera	旗幟	bendera	N	N;SG
巡洋	cruiser	巡洋	cruiser	N	N
適應	beradaptasi	適應	beradaptasi	V	V;SG;ACT
適應	beradaptasi	適應	beradaptasi	V	V;SG;ACT
關心	kepedulian	關心	kepedulian	N	N;SG
關心	perawatan	關心	penrawatan	N	N;SG
早晨	pagi	早晨	pagi	N	N;SG
神學	teologi	神學	teologi	N	N;SG
訴訟	litigasi	訴訟	litigasi	N	N;SG
訴訟	gugatan	訴訟	gugatan	N	N;SG
水道	terusan	水道	terusan	N	N;SG
餐	makanan	餐	makanan	N	N;SG
現代	modernisasi	現代	modernisasi	N	N;SG
後裔	turunannya	後裔	turunan	N	N;SG
後裔	keturunan	後裔	keturunan	N	N;SG
公墓	kuburan	公墓	kuburan	N	N;SG
公墓	pemakaman	公墓	penmakaman	N	N;SG
公墓	pekuburan	公墓	pekuburan	N	N;SG
公墓	kuburan	公墓	kuburan	N	N;SG
船舶	kapal	船舶	kapal	N	N;SG
船舶	kapal	船舶	kapal	N	N;SG
嬰兒	sayang	嬰兒	sayang	N	N;SG
嬰兒	bayi	嬰兒	bayi	N	N;SG
嬰兒	bayi	嬰兒	bayi	N	N;SG
嬰兒	bayi	嬰兒	bayi	N	N;SG
帆船	pelayaran	帆船	penlayaran	N	N;SG
毀滅	penghancuran	毀滅	penhancuran	N	N;SG
毀滅	pengrusakan	毀滅	penrusakan	N	N;SG
毀滅	kehancuran	毀滅	kehancuran	N	N;SG
客棧	kedai	客棧	kedai	N	N;SG
客棧	penginapan	客棧	penginapan	N	N
客棧	asrama	客棧	asrama	N	N;SG
讀書	pembacaan	讀書	penbacaan	N	N;SG
