med	koos	med	koos	ADV	ADV
effektiv	tulemuslik	effektiv	tulemuslik	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
effektiv	tõhus	effektiv	tõhus	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
indirekte	kaudsed	indirekte	kaudne	ADJ	ADJ;NOM;PL
indirekte	kaudne	indirekte	kaudne	ADJ	ADJ;NOM;SG
begået	pühendunud	begå	pühenduma	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;ACT
mail	mail	mail	mai	N;INDF;MASC+FEM;SG	N;AT+ESS
;SG
mail	post	mail	post	N;INDF;MASC+FEM;SG	N;NOM;SG
mail	posti	mail	post	N;INDF;MASC+FEM;SG	N;PRT;SG
slovakiet	slovakkia	slovakium	slovakkia	N;DEF;NEUT;SG	N;NOM;SG
udgaven	väljaanne	udgave	välja_anne	N;DEF;MASC+FEM;SG	N;NOM;SG
default	vaikimisi	default	vaikimisi	N;INDF;MASC+FEM;SG	N;NOM;SG
magi	võlu	magi	võlu	N;INDF;MASC+FEM;SG	N;NOM;SG
magi	magic	magi	magic	N;INDF;MASC+FEM;SG	N;NOM;SG
magi	maagia	magi	maagia	N;INDF;MASC+FEM;SG	N;NOM;SG
respekt	lugupidamine	respekt	lugu_pidamine	N;INDF;MASC+FEM;SG	N;NOM;SG
respekt	austus	respekt	austus	N;INDF;MASC+FEM;SG	N;NOM;SG
herrer	isandad	herrer	isand	N;INDF;MASC+FEM;PL	N;NOM;PL
find	leida	find	leidma	V;IMP	V;NFIN
find	leia	find	leidma	V;IMP	V;IMP;SG;2;PRS;FIN;ACT
find	otsi	find	otsima	V;IMP	V;IMP;SG;2;PRS;FIN;ACT
biologiske	bioloogilised	biologisk	bioloogiline	ADJ;PL	ADJ;NOM;PL
tabel	laua	tabel	laud	N;INDF;MASC+FEM;SG	N;GEN;SG
tabel	laud	tabel	laud	N;INDF;MASC+FEM;SG	N;NOM;SG
tabel	tabel	tabel	tabel	N;INDF;MASC+FEM;SG	N;NOM;SG
kulturer	põllukultuurid	kultur	põllu_kultuur	N;INDF;MASC+FEM;PL	N;NOM;PL
kulturer	kultuurid	kultur	kultuur	N;INDF;MASC+FEM;PL	N;NOM;PL
kulturer	kultuurid	kultur	kultuur	N;INDF;MASC+FEM;PL	N;NOM;PL
tænker	mõeldes	tænke	mõtlema	V;IND;PRS;FIN;ACT	V;V.CVB
tænker	mõtled	tænke	mõtlema	V;IND;PRS;FIN;ACT	V;IND;SG;2;PRS;FIN;ACT
tænker	mõtleb	tænke	mõtlema	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
dækkede	hõlmatud	dække	hõlmatud	V;PST;V.PTCP	V;PST;V.PTCP;PASS
dækkede	kattis	dække	katma	V;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
dækkede	kaetud	dække	katma	V;PST;V.PTCP	V;PST;V.PTCP;PASS
had	vihkamine	had	vihkamine	N;INDF;NEUT;SG	N;NOM;SG
had	vihkamist	had	vihkamine	N;INDF;NEUT;SG	N;PRT;SG
had	viha	had	viha	N;INDF;NEUT;SG	N;NOM;SG
had	vihkamine	had	vihkamine	N;INDF;NEUT;SG	N;NOM;SG
adel	aadel	adel	aade	N;INDF;MASC+FEM;SG	N;NOM;SG
uddøde	väljasurnud	uddøde	välja_surnud	ADJ;PL	ADJ;PST;V.PTCP;ACT
fair	õiglane	fair	õiglane	ADJ	ADJ;NOM;SG
fair	aus	fair	aus	ADJ	ADJ;NOM;SG
positivt	positiivse	positiv	positiivne	ADJ;INDF;NEUT;SG	ADJ;GEN;SG
positivt	positiivne	positiv	positiivne	ADJ;INDF;NEUT;SG	ADJ;NOM;SG
bryllup	pulm	bryllup	pulm	N;INDF;NEUT;SG	N;NOM;SG
bryllup	laulatus	bryllup	laulatus	N;INDF;NEUT;SG	N;NOM;SG
bryllup	pulma	bryllup	pulm	N;INDF;NEUT;SG	N;IN+ALL;LGSPEC1;SG
augusta	augusta	augusta	augustama	N;INDF;MASC+FEM;SG	N;NOM;SG
organ	organi	organ	organi	N;INDF;NEUT;SG	N;SG
organ	organ	organ	orgama	N;INDF;NEUT;SG	N;NOM;SG
rap	räpp	rap	räpp	N;INDF;NEUT;SG	N;NOM;SG
øjeblik	moment	øjeblik	moment	N;INDF;NEUT;SG	N;NOM;SG
øjeblik	hetk	øjeblik	hetk	N;INDF;NEUT;SG	N;NOM;SG
varm	kuum	varm	kuum	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
varm	palav	varm	palav	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
varm	sooja	varm	soe	ADJ;INDF;MASC+FEM;SG	ADJ;PRT;SG
varm	soe	varm	soe	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
størrelsen	suurus	størrelse	suurus	N;DEF;MASC+FEM;SG	N;NOM;SG
atlas	atlas	atlas	atlas	N;INDF;NEUT;SG	N;NOM;SG
stalin	stalin	stalin	stalin	N;INDF;MASC+FEM;SG	N;NOM;SG
stalin	stalini	stalin	stalini	N;INDF;MASC+FEM;SG	N;PRT;SG
kul	süsi	kul	süsi	N;INDF;NEUT;SG	N;NOM;SG
kul	kivisüsi	kul	kivi_süsi	N;INDF;NEUT;SG	N;NOM;SG
kul	süsinik	kul	süsinik	N;INDF;NEUT;SG	N;NOM;SG
laveste	madalaim	lav	madalaim	ADJ;DEF;RL	ADJ;NOM;RL;SG
ugen	nädal	uge	nädal	N;DEF;MASC+FEM;SG	N;NOM;SG
dronningen	kuninganna	dronning	kuninganna	N;DEF;MASC+FEM;SG	N;NOM;SG
dronningen	queen	dronning	queen	N;DEF;MASC+FEM;SG	N;NOM;SG
planlagte	planeeritud	planlægge	planeerima	V;PL;PST;V.PTCP	V;PST;V.PTCP;PASS
planlagte	plaanitud	planlægge	plaanitud	V;PL;PST;V.PTCP	V;PST;V.PTCP;PASS
planlagte	kavandatud	planlægge	kavandama	V;PL;PST;V.PTCP	V;PST;V.PTCP;PASS
arvede	pärinud	arvet	pärima	V;IND;PST;FIN;ACT	V;PST;V.PTCP;ACT
afsat	eraldatud	afsætte	eraldama	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
afsat	turustatud	afsætte	turustama	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
beder	palvetama	bede	palvetama	V;IND;PRS;FIN;ACT	V;IN+ALL;V.CVB;ACT
beder	palvetada	bede	palvetama	V;IND;PRS;FIN;ACT	V;NFIN
tilpasset	korrigeeritud	tilpasse	korrigeerima	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
tilpasset	kohandatud	tilpasse	kohandama	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
tilpasset	kohandatud	tilpasse	kohandama	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
tilpasset	kohandatud	tilpasse	kohandama	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
beslægtet	seotud	beslægte	siduma	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
militæret	sõjaväe	militær	sõja_vägi	N;DEF;NEUT;SG	N;NOM;SG
militæret	sõjavägi	militær	sõja_vägi	N;DEF;NEUT;SG	N;NOM;SG
forbud	keeld	forbud	keeld	N;INDF;NEUT;SG	N;NOM;SG
forbud	keelustamine	forbud	keelustamine	N;INDF;NEUT;SG	N;NOM;SG
forbud	ban	forbud	ban	N;INDF;NEUT;SG	N;NOM;SG
forbud	keeld	forbud	keeld	N;INDF;NEUT;SG	N;NOM;SG
forbud	keelustamine	forbud	keelustamine	N;INDF;NEUT;SG	N;NOM;SG
hæk	hedges	hæk	hedge	N;INDF;MASC+FEM;SG	N;NOM;SG
hæk	heki	hæk	hekk	N;INDF;MASC+FEM;SG	N;NOM;SG
tættere	lähemale	tættere	lähemale	ADV;CMPR	ADV
tættere	lähemal	tættere	lähemal	ADV;CMPR	ADV
tættere	lähemalt	tættere	lähemalt	ADV;CMPR	ADV
relateret	seotud	relatere	siduma	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
update	uuendus	update	uuenduma	N;INDF;NEUT;SG	N;NOM;SG
update	ajakohastamine	update	aja_kohastamine	N;INDF;NEUT;SG	N;NOM;SG
update	uuendamine	update	uuendamine	N;INDF;NEUT;SG	N;NOM;SG
konsekvens	tagajärjeks	konsekvens	taga_järg	N;INDF;MASC+FEM;SG	N;TRANS;SG
konsekvens	tagajärg	konsekvens	taga_järg	N;INDF;MASC+FEM;SG	N;NOM;SG
konsekvens	järjepidevus	konsekvens	järje_pidevus	N;INDF;MASC+FEM;SG	N;NOM;SG
konsekvens	järjepidevuse	konsekvens	järje_pidevus	N;INDF;MASC+FEM;SG	N;GEN;SG
konsekvens	kooskõla	konsekvens	koos_kõla	N;INDF;MASC+FEM;SG	N;NOM;SG
pund	naela	pund	nael	N;INDF;MASC+FEM;SG	N;PRT;SG
folkeafstemning	referendum	folkeafstemning	referendum	N;INDF;MASC+FEM;SG	N;NOM;SG
folkeafstemning	referendumi	folkeafstemning	referendum	N;INDF;MASC+FEM;SG	N;NOM;SG
alexandra	alexandra	alexandra	alexandra	N;INDF;MASC+FEM;SG	N;NOM;SG
turisme	turism	turisme	turism	N;INDF;MASC+FEM;SG	N;NOM;SG
regeringstid	valitsemisaeg	regeringstid	valitsemis_aeg	N;INDF;MASC+FEM;SG	N;NOM;SG
stewart	stewart	stewart	stewart	N;INDF;MASC+FEM;SG	N;NOM;SG
syg	haige	syg	haige	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
syg	haige	syg	haige	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
syg	haigeks	syg	haige	ADJ;INDF;MASC+FEM;SG	ADJ;TRANS;SG
udstillingen	näitus	udstilling	näitus	N;DEF;MASC+FEM;SG	N;NOM;SG
germanske	germaani	germansk	germaani	ADJ;PL	ADJ
synge	laulda	synge	laulma	V;NFIN;ACT	V;NFIN
synge	laulma	synge	laulma	V;NFIN;ACT	V;IN+ALL;V.CVB;ACT
objekt	objekti	objekt	objekt	N;INDF;NEUT;SG	N;PRT;SG
objekt	objekt	objekt	objekt	N;INDF;NEUT;SG	N;NOM;SG
forhandlingerne	läbirääkimised	forhandling	läbi_rääkimine	N;DEF;MASC+FEM;PL	N;NOM;PL
banden	jõuk	band	jõuk	N;DEF;MASC+FEM;SG	N;NOM;SG
banden	kamp	band	kamp	N;DEF;MASC+FEM;SG	N;NOM;SG
banden	gang	band	gang	N;DEF;MASC+FEM;SG	N;NOM;SG
alkohol	alkohol	alkohol	alkohol	N;INDF;MASC+FEM;SG	N;NOM;SG
alkohol	alkoholi	alkohol	alkohol	N;INDF;MASC+FEM;SG	N;PRT;SG
parter	peod	part	pidu	N;INDF;MASC+FEM;PL	N;NOM;PL
gymnastik	võimla	gymnastik	võimla	N;INDF;MASC+FEM;SG	N;NOM;SG
gymnastik	jõusaal	gymnastik	jõusaal	N;INDF;MASC+FEM;SG	N;NOM;SG
komedie	komöödia	komedie	komöödia	N;INDF;MASC+FEM;SG	N;NOM;SG
henriette	henrietta	henriette	henrietama	N;INDF;MASC+FEM;SG	N;NOM;SG
beløb	kogus	beløb	kogus	N;INDF;NEUT;SG	N;NOM;SG
beløb	summa	beløb	summa	N;INDF;NEUT;SG	N;NOM;SG
fotografier	fotode	fotografi	foto	N;INDF;NEUT;PL	N;GEN;PL
fotografier	fotod	fotografi	foto	N;INDF;NEUT;PL	N;NOM;PL
fotografier	fotode	fotografi	foto	N;INDF;NEUT;PL	N;GEN;PL
fotografier	fotod	fotografi	foto	N;INDF;NEUT;PL	N;NOM;PL
højest	kõrgeim	højest	kõrgeim	ADJ;DEF;RL	ADJ;NOM;RL;SG
smalle	kitsad	smalle	kitsas	ADJ;PL	ADJ;NOM;PL
strategisk	strateegiliselt	strategisk	strateegiliselt	ADV	ADV
jøderne	juudid	jøde	juut	N;DEF;MASC+FEM;PL	N;NOM;PL
kampagne	kampaania	kampagne	kampaania	N;INDF;MASC+FEM;SG	N;NOM;SG
hviderusland	valgevene	hviderusland	valge_vene	N;INDF;NEUT;SG	N;NOM;SG
løfte	tõsta	løfte	tõstma	V;NFIN;ACT	V;NFIN
omkringliggende	ümbritsev	omkringliggende	ümbritsev	ADJ	ADJ;NOM;SG;PRS;V.PTCP;ACT
omkringliggende	ümbritseva	omkringliggende	ümbritsev	ADJ	ADJ;GEN;SG;PRS;V.PTCP;ACT
besøgt	külastatud	besøge	külasta=tud	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
kriterier	kriteeriumid	kriteri	kriteerium	N;INDF;MASC+FEM;PL	N;NOM;PL
insekter	putukad	insekt	putukas	N;INDF;NEUT;PL	N;NOM;PL
insekter	putukad	insekt	putukas	N;INDF;NEUT;PL	N;NOM;PL
tilføjelse	liitmine	tilføjelse	liitmine	N;INDF;NEUT;SG	N;NOM;SG
tilføjelse	lisamine	tilføjelse	lisamine	N;INDF;NEUT;SG	N;NOM;SG
sukker	suhkrut	sukker	suhkur	N;INDF;NEUT;SG	N;PRT;SG
sukker	suhkur	sukker	suhkur	N;INDF;NEUT;SG	N;NOM;SG
chefredaktør	redaktor	chefredaktør	redaktor	N;INDF;MASC+FEM;SG	N;NOM;SG
chefredaktør	toimetaja	chefredaktør	toimetaja	N;INDF;MASC+FEM;SG	N;NOM;SG
frederick	friedrich	frederick	friedrich	N;INDF;MASC+FEM;SG	N;NOM;SG
frederick	frederick	frederick	frederick	N;INDF;MASC+FEM;SG	N;NOM;SG
oversættelser	tõlked	oversættelse	tõlge	N;INDF;MASC+FEM;PL	N;NOM;PL
ankommer	saabub	ankomme	saabuma	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
ankommer	saabuvad	ankomme	saabuma	V;IND;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN;ACT
morgan	morgan	morgan	morkama	N;INDF;MASC+FEM;SG	N;NOM;SG
handle	tegutsema	handle	tegutsema	V;NFIN;ACT	V;IN+ALL;V.CVB;ACT
oprøret	mäss	oprør	mäss	N;DEF;NEUT;SG	N;NOM;SG
oprøret	ülestõus	oprør	üles_tõus	N;DEF;NEUT;SG	N;NOM;SG
sony	sony	sony	sony	N;INDF;NEUT;SG	N;NOM;SG
faktor	teguri	faktor	tegur	N;INDF;MASC+FEM;SG	N;GEN;SG
faktor	tegur	faktor	tegur	N;INDF;MASC+FEM;SG	N;NOM;SG
faktor	faktor	faktor	faktor	N;INDF;MASC+FEM;SG	N;NOM;SG
acceptere	lepi	acceptere	leppima	V;NFIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
acceptere	nõustu	acceptere	nõustuma	V;NFIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
forandringer	muutused	forandring	muutus	N;INDF;MASC+FEM;PL	N;NOM;PL
forandringer	muudatused	forandring	muudatus	N;INDF;MASC+FEM;PL	N;NOM;PL
terræn	maastik	terræn	maastik	N;INDF;NEUT;SG	N;NOM;SG
monument	monumendi	monument	monument	N;INDF;NEUT;SG	N;GEN;SG
antwerpen	antwerpeni	antwerp	antwerpen	N;INDF;MASC+FEM;SG	N;SG
medalje	medal	medalje	medal	N;INDF;MASC+FEM;SG	N;NOM;SG
bredden	laius	bredde	laius	N;DEF;MASC+FEM;SG	N;NOM;SG
handlede	käitus	handle	käituma	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
handlede	tegutses	handle	tegutsema	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
shanghai	shanghai	shanghai	shanghai	N;INDF;NEUT;SG	N;NOM;SG
traditionen	traditsioon	tradition	traditsioon	N;DEF;MASC+FEM;SG	N;NOM;SG
opfordring	kutse	opfordring	kutse	N;INDF;MASC+FEM;SG	N;NOM;SG
bombefly	pommitaja	bombefly	pommitaja	N;INDF;NEUT;SG	N;NOM;SG
redigeret	muudetud	redigere	muutma	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
redigeret	toimetatud	redigere	toimetama	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
redigeret	redigeerinud	redigere	redigeerima	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;ACT
minnesota	minnesota	minnesota	minnesoma	N;INDF;NEUT;SG	N;NOM;SG
motion	harjutus	motion	harjutus	N;INDF;MASC+FEM;SG	N;NOM;SG
træet	puu	træ	puu	N;DEF;NEUT;SG	N;NOM;SG
harvard	harvard	harvard	harvar	N;INDF;NEUT;SG	N;NOM;SG
harvard	harvardi	harvard	harvard	N;INDF;NEUT;SG	N;PRT;SG
foto	foto	foto	foto	N;INDF;NEUT;SG	N;NOM;SG
foto	foto	foto	foto	N;INDF;NEUT;SG	N;NOM;SG
knob	sõlm	knob	sõlm	N;INDF;MASC+FEM;SG	N;NOM;SG
knob	sõlme	knob	sõlm	N;INDF;MASC+FEM;SG	N;PRT;SG
lokaler	ruumid	lokale	ruum	N;INDF;NEUT;PL	N;NOM;PL
lokaler	toad	lokale	tuba	N;INDF;NEUT;PL	N;NOM;PL
lokaler	ruumid	lokale	ruum	N;INDF;NEUT;PL	N;NOM;PL
cykler	jalgrattad	cykle	jalg_ratas	N;INDF;MASC+FEM;PL	N;NOM;PL
cykler	rattad	cykle	ratas	N;INDF;MASC+FEM;PL	N;NOM;PL
togene	rongid	tog	rong	N;DEF;NEUT;PL	N;NOM;PL
bugten	laht	bugt	laht	N;DEF;MASC+FEM;SG	N;NOM;SG
bugten	bay	bugt	bay	N;DEF;MASC+FEM;SG	N;NOM;SG
vanskeligheder	raskusaste	vanskelighed	raskusane	N;INDF;MASC+FEM;PL	N;GEN;PL
vanskeligheder	raskused	vanskelighed	raskus	N;INDF;MASC+FEM;PL	N;NOM;PL
vanskeligheder	raskused	vanskelighed	raskus	N;INDF;MASC+FEM;PL	N;NOM;PL
hong	hong	hong	hong	N;INDF;MASC+FEM;SG	N;NOM;SG
sal	saal	sal	saal	N;INDF;MASC+FEM;SG	N;NOM;SG
sal	sal	sal	s	N;INDF;MASC+FEM;SG	N;NOM;SG
myndighederne	võimud	myndighed	võim	N;DEF;MASC+FEM;PL	N;NOM;PL
myndighederne	ametiasutused	myndighed	ameti_asutus	N;DEF;MASC+FEM;PL	N;NOM;PL
myndighederne	asutused	myndighed	asutus	N;DEF;MASC+FEM;PL	N;NOM;PL
myndighederne	ametivõimud	myndighed	ameti_võim	N;DEF;MASC+FEM;PL	N;NOM;PL
afbrudt	loobuti	afbryde	loobuma	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN;PASS
zürich	zürichi	zürich	zürichi	N;INDF;NEUT;SG	N;NOM;SG
zürich	zürich	zürich	zürich	N;INDF;NEUT;SG	N;NOM;SG
sund	tervislik	sund	tervislik	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
omtaler	mainib	omtale	mainima	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
utallige	lugematuid	utallig	lugematu	ADJ;PL	ADJ;PRT;PL
sideløbende	samaaegne	sideløbende	sama_aegne	ADJ	ADJ;NOM;SG
sideløbende	paralleelsed	sideløbende	paralleelne	ADJ	ADJ;NOM;PL
sideløbende	paralleelne	sideløbende	paralleelne	ADJ	ADJ;NOM;SG
handelen	kaubandus	handel	kaubandus	N;DEF;MASC+FEM;SG	N;NOM;SG
hospitalet	haiglas	hospital	haigla	N;DEF;NEUT;SG	N;IN+ESS;SG
hospitalet	haigla	hospital	haigla	N;DEF;NEUT;SG	N;NOM;SG
hospitalet	haiglasse	hospital	haigla	N;DEF;NEUT;SG	N;IN+ALL;SG
venskab	sõprus	venskab	sõprus	N;INDF;NEUT;SG	N;NOM;SG
venskab	sõpruse	venskab	sõbrus	N;INDF;NEUT;SG	N;GEN;SG
venskab	sõprust	venskab	sõberus	N;INDF;NEUT;SG	N;PRT;SG
aspekter	aspekte	aspekt	aspekt	N;INDF;NEUT;PL	N;PRT;PL
aspekter	aspektid	aspekt	aspekt	N;INDF;NEUT;PL	N;NOM;PL
fastlandet	mandri	fastland	mander	N;DEF;NEUT;SG	N;NOM;SG
statue	kuju	statue	kuju	N;INDF;MASC+FEM;SG	N;NOM;SG
erobring	vallutus	erobring	vallutus	N;INDF;MASC+FEM;SG	N;NOM;SG
søgt	otsisin	søge	otsima	V;INDF;SG;PST;V.PTCP	V;IND;SG;1;PST;FIN;ACT
søgt	otsitud	søge	otsima	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
søgt	otsis	søge	otsima	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
søgt	otsitud	søge	otsima	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
færdige	lõpetatud	færdig	lõpetama	ADJ;PL	ADJ;PST;V.PTCP;PASS
digtet	luuletus	digte	luuletus	N;DEF;NEUT;SG	N;NOM;SG
palace	palee	palace	palee	N;INDF;MASC+FEM;SG	N;NOM;SG
palace	palace	palace	palace	N;INDF;MASC+FEM;SG	N;NOM;SG
frugt	vili	frugt	vili	N;INDF;MASC+FEM;SG	N;NOM;SG
frugt	puuvili	frugt	puu_vili	N;INDF;MASC+FEM;SG	N;NOM;SG
frugt	puuvilja	frugt	puu_vili	N;INDF;MASC+FEM;SG	N;PRT;SG
platform	platvorm	platform	platvorm	N;INDF;MASC+FEM;SG	N;NOM;SG
lyde	kõlab	lyde	kõlama	V;NFIN;ACT	V;IND;SG;3;PRS;FIN;ACT
udformet	kavandatud	udforme	kavandama	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
brandt	brandt	brandt	brandt	N;INDF;NEUT;SG	N;NOM;SG
schultz	schultz	schultz	schultz	N;INDF;NEUT;SG	N;NOM;SG
schultz	schulz	schultz	schulz	N;INDF;NEUT;SG	N;NOM;SG
kommerciel	kaubanduslik	kommerciel	kaubanduslik	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
amerikanere	ameeriklased	amerikaner	ameeriklane	N;INDF;MASC+FEM;PL	N;NOM;PL
jævnligt	korrapäraselt	jævnligt	korra_päraselt	ADV	ADV
jævnligt	regulaarselt	jævnligt	regulaarselt	ADV	ADV
voldsom	raevukas	voldsom	raevukas	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
voldsom	vägivaldne	voldsom	vägi_valdne	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
hyppigt	sageli	hyppigt	sageli	ADV	ADV
hyppigt	tihti	hyppigt	tihti	ADV	ADV
revolutionen	revolutsioon	revolution	revolutsioon	N;DEF;MASC+FEM;SG	N;NOM;SG
ernest	ernest	ernest	ernes	N;INDF;MASC+FEM;SG	N;NOM;SG
temaer	teemad	tema	teema	N;INDF;MASC+FEM;PL	N;NOM;PL
forsker	uurija	forsker	uurija	N;INDF;MASC+FEM;SG	N;NOM;SG
forsker	teadlane	forsker	teadlane	N;INDF;MASC+FEM;SG	N;NOM;SG
libyen	liibüa	liby	liibüs	N;DEF;MASC+FEM;SG	N;NOM;SG
bange	hirmunud	bange	hirmunud	ADJ	ADJ;PST;V.PTCP;ACT
bange	hirmunud	bange	hirmunud	ADJ	ADJ;PST;V.PTCP;ACT
læsning	lugemine	læsning	lugemine	N;INDF;MASC+FEM;SG	N;NOM;SG
læsning	lugemist	læsning	lugemine	N;INDF;MASC+FEM;SG	N;PRT;SG
holdninger	positsioonid	holdning	positsioon	N;INDF;MASC+FEM;PL	N;NOM;PL
arkitekter	arhitektid	arkitekt	arhitekt	N;INDF;MASC+FEM;PL	N;NOM;PL
fødte	sündis	føde	sündima	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
fødte	sündinud	føde	sündima	V;IND;PST;FIN;ACT	V;PST;V.PTCP;ACT
pigen	tüdruk	pige	tüdruk	N;DEF;MASC+FEM;SG	N;NOM;SG
portal	portaali	portal	portaal	N;INDF;MASC+FEM;SG	N;PRT;SG
portal	portaal	portal	portaal	N;INDF;MASC+FEM;SG	N;NOM;SG
sidde	istuda	sidde	istuma	V;NFIN;ACT	V;NFIN
sidde	istu	sidde	istuma	V;NFIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
accepterede	leppis	acceptere	leppima	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
betalte	tasus	betale	tasuma	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
natura	natura	natura	natura	N;INDF;MASC+FEM;SG	N;NOM;SG
svage	nõrgad	svag	nõrk	ADJ;PL	ADJ;NOM;PL
sundhed	tervist	sundhed	tervis	N;INDF;MASC+FEM;SG	N;PRT;SG
sundhed	tervishoid	sundhed	tervis_hoid	N;INDF;MASC+FEM;SG	N;NOM;SG
sundhed	tervis	sundhed	tervis	N;INDF;MASC+FEM;SG	N;NOM;SG
act	akt	act	akt	N;INDF;MASC+FEM;SG	N;NOM;SG
act	act	act	act	N;INDF;MASC+FEM;SG	N;NOM;SG
nemmere	lihtsam	nem	lihtsam	ADJ;CMPR	ADJ;NOM;CMPR;SG
nemmere	kergem	nem	kergem	ADJ;CMPR	ADJ;NOM;CMPR;SG
kvarter	naabrus	kvarter	naabrus	N;INDF;NEUT;SG	N;NOM;SG
kvarter	naabrus	kvarter	naabrus	N;INDF;NEUT;SG	N;NOM;SG
kvarter	ümbruskond	kvarter	ümbruskond	N;INDF;NEUT;SG	N;NOM;SG
url	url	url	url	N;INDF;MASC+FEM;SG	N;NOM;SG
afstemningen	hääletus	afstemning	hääletus	N;DEF;MASC+FEM;SG	N;NOM;SG
afstemningen	hääletamine	afstemning	hääletamine	N;DEF;MASC+FEM;SG	N;NOM;SG
landsdækkende	siseriiklikud	landsdækkende	sise_riiklik	ADJ	ADJ;NOM;PL
landsdækkende	riiklik	landsdækkende	riiklik	ADJ	ADJ;NOM;SG
landsdækkende	riiklikud	landsdækkende	riiklik	ADJ	ADJ;NOM;PL
landsdækkende	siseriiklik	landsdækkende	sise_riiklik	ADJ	ADJ;NOM;SG
landsdækkende	üleriigilise	landsdækkende	üle_riigiline	ADJ	ADJ;GEN;SG
landsdækkende	üleriigiline	landsdækkende	üleriigiline	ADJ	ADJ;NOM;SG
normandiet	normandia	normandium	normandia	N;DEF;NEUT;SG	N;NOM;SG
grundtvig	grundtvigi	grundtvig	grundtv	N;INDF;MASC+FEM;SG	N;NOM;SG
logo	logo	logo	logo	N;INDF;NEUT;SG	N;NOM;SG
minimum	miinimum	minimum	miinimum	N;INDF;NEUT;SG	N;NOM;SG
kongres	kongress	kongre	kongress	N;INDF;MASC+FEM;SG	N;NOM;SG
broer	sillad	bro	sild	N;INDF;MASC+FEM;PL	N;NOM;PL
huske	meenutades	huske	meenutama	V;NFIN;ACT	V;V.CVB
call	kõne	call	kõne	N;INDF;NEUT;SG	N;NOM;SG
kvinderne	naised	kvinde	naine	N;DEF;MASC+FEM;PL	N;NOM;PL
argumenter	väited	argument	väide	N;INDF;NEUT;PL	N;NOM;PL
argumenter	argumendid	argument	argument	N;INDF;NEUT;PL	N;NOM;PL
verlag	verlag	verlag	verlag	N;INDF;NEUT;SG	N;NOM;SG
tyskere	sakslased	tysker	sakslane	N;INDF;MASC+FEM;PL	N;NOM;PL
negativ	negatiivne	negativ	negatiivne	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
organiserede	korraldatud	organisere	korraldama	V;PL;PST;V.PTCP	V;PST;V.PTCP;PASS
forsvinder	kaob	forsvinde	kaduma	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
forsvinder	kadumas	forsvinde	kaduma	V;IND;PRS;FIN;ACT	V;IN+ESS;V.CVB;ACT
