من	dari	مِن	dari	ADP	ADP
اضافة	addendum	إِضَافَة	addendum	N;NOM;INDF;SG	N;SG
خفض	penurunan	خَفض	penturunan	N;NOM;INDF;SG	N;SG
خبرة	pengalaman	خِبرَة	pengalaman	N;NOM;INDF;SG	N;SG
الرقص	dansa	رَقص	dansa	N;NOM;DEF;SG	N;SG
الرقص	tari	رَقص	tari	N;NOM;DEF;SG	N;SG
الرقص	tarian	رَقص	tarian	N;NOM;DEF;SG	N;SG
السفير	duta	سَفِير	duta	N;NOM;DEF;SG	N;SG
الشاي	teh	شَاي	teh	N;NOM;DEF;SG	N;SG
القصور	kekurangannya	قُصُور	kekurangan	N;NOM;DEF;SG	N;SG
التنوع	keragaman	تَنَوُّع	keragaman	N;NOM;DEF;SG	N;SG
التنوع	keanekaragaman	تَنَوُّع	keanekaragaman	N;NOM;DEF;SG	N;SG
التنوع	keberagaman	تَنَوُّع	keberagaman	N;NOM;DEF;SG	N;SG
التنوع	keberagaman	تَنَوُّع	keberagaman	N;NOM;DEF;SG	N;SG
التنوع	varietas	تَنَوُّع	varietas	N;NOM;DEF;SG	N;SG
التنوع	variasi	تَنَوُّع	variasi	N;NOM;DEF;SG	N;SG
مخيم	kemah	مُخَيَّم	kemah	N;NOM;INDF;SG	N;SG
مخيم	perkemahan	مُخَيَّم	perkemahan	N;NOM;INDF;SG	N
مخيم	kamp	مُخَيَّم	kamp	N;NOM;INDF;SG	N;SG
البيع	jual	بَيع	jual	N;NOM;DEF;SG	N;SG;ACT
البيع	penjualan	بَيع	penjualan	N;NOM;DEF;SG	N;SG
البيع	jualan	بَيع	jualan	N;NOM;DEF;SG	N;SG;ACT
البيع	obral	بَيع	obral	N;NOM;DEF;SG	N;SG
البيع	penjualan	بَيع	penjualan	N;NOM;DEF;SG	N;SG
التغير	perubahan	تَغَيُّر	perubahan	N;NOM;DEF;SG	N;SG
رائع	cantik	رَائِع	cantik	ADJ;NOM;INDF;MASC;SG	ADJ;SG
توقع	menandatangani	تَوَقَّع	mentandatangani	V;MASC;IMP;SG	V;SG;ACT
العضلة	otot	عُضلَة	otot	N;NOM;DEF;SG	N;SG
العسل	sayang	عَسَل	sayang	N;NOM;DEF;SG	N;SG
العسل	madu	عَسَل	madu	N;NOM;DEF;SG	N;SG
يدعو	mengundang	دَعَا	menundang	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;ACT
الدقيق	tepung	دَقِيق	tepung	N;NOM;DEF;SG	N;SG
امتصاص	isapan	اِمتِصَاص	isapan	N;NOM;INDF;SG	N;SG
امتصاص	penyedotan	اِمتِصَاص	pensedotan	N;NOM;INDF;SG	N;SG
امتصاص	penyedot	اِمتِصَاص	pensedot	N;NOM;INDF;SG	N;SG
امتصاص	penghisap	اِمتِصَاص	penhisap	N;NOM;INDF;SG	N;SG
حر	gratis	حُرّ	gratis	N;NOM;INDF;SG	N;SG
السيادة	kedaulatan	سِيَادَة	kedaulatan	N;NOM;DEF;SG	N;SG
المطبخ	dapur	مُطبِخ	dapur	N;NOM;DEF;SG	N
المعنية	khawatir	مَعنِيّ	khawatir	ADJ;NOM;DEF;FEM;SG	ADJ;SG
المعنية	peduli	مَعنِيّ	peduli	ADJ;NOM;DEF;FEM;SG	ADJ;SG
عبادة	sekte	عبادة	sekte	N;NOM;INDF;SG	N
عبادة	pemujaan	عبادة	penpujaan	N;NOM;INDF;SG	N;SG
عبادة	kultus	عبادة	kultus	N;NOM;INDF;SG	N
عبادة	ibadah	عبادة	ibadah	N;NOM;INDF;SG	N;SG
فيلا	vila	فِيلَّا	vila	N;NOM;INDF;SG	N;SG
فيلا	villa	فِيلَّا	villa	N;NOM;INDF;SG	N
التنسيق	pemformatan	تَنسِيق	penformatan	N;NOM;DEF;SG	N;SG
التنسيق	koordinasi	تَنسِيق	koordinasi	N;NOM;DEF;SG	N;SG
التنسيق	koordinat	تَنسِيق	koordinat	N;NOM;DEF;SG	N;SG
التنسيق	koordinasi	تَنسِيق	koordinasi	N;NOM;DEF;SG	N;SG
التنسيق	koordinasi	تَنسِيق	koordinasi	N;NOM;DEF;SG	N;SG
الوفد	delegasi	وَفد	delegasi	N;NOM;DEF;SG	N;SG
استغلال	eksploitasi	اِستِغلَال	eksploitasi	N;NOM;INDF;SG	N;SG
استغلال	eksploitasi	اِستِغلَال	eksploitasi	N;NOM;INDF;SG	N;SG
قرص	cakram	قُرصَ	cakram	N;NOM;INDF;SG	N;SG
قرص	cakram	قُرصَ	cakram	N;NOM;INDF;SG	N;SG
يقلل	mengurangi	قَلَّل	menkurangi	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;ACT
الصحيفة	koran	صَحِيفَة	koran	N;NOM;DEF;SG	N;SG
شيوخ	sesepuh	شَيخ	sesepuh	N;NOM;INDF;PL	N
شيوخ	tetua	شَيخ	tetua	N;NOM;INDF;PL	N
شيوخ	penatua	شَيخ	penatua	N;NOM;INDF;PL	N
ضواحي	suburbs	ضَاحِيَة	suburbs	N;NOM;INDF;PL	N
تشجيع	dorongan	تَشجِيع	dorongan	N;NOM;INDF;SG	N;SG
كتيبة	batalyon	كَتِيبَة	batalyon	N;NOM;INDF;SG	N
كتيبة	batalion	كَتِيبَة	batalion	N;NOM;INDF;SG	N
الجندي	tentara	الجندي	tentara	N;NOM;DEF;SG	N;SG
الجندي	prajurit	الجندي	prajurit	N;NOM;DEF;SG	N;SG
الجندي	serdadu	الجندي	serdadu	N;NOM;DEF;SG	N;SG
محترف	profesional	مُحتَرَف	profesional	ADJ;NOM;INDF;MASC;SG	ADJ;SG
نجمة	bintang	نَجمَة	bintang	N;NOM;INDF;SG	N;SG
العقيد	kolonel	عَقِيد	kolonel	N;NOM;DEF;SG	N;SG
دبابة	tangki	دَبَّابَة	tangki	N;NOM;INDF;SG	N;SG
دبابة	tank	دَبَّابَة	tank	N;NOM;INDF;SG	N
التطبيق	lamaran	تَطبِيق	lamaran	N;NOM;DEF;SG	N;SG
التطبيق	aplikasi	تَطبِيق	aplikasi	N;NOM;DEF;SG	N;SG
التطبيق	aplikasi	تَطبِيق	aplikasi	N;NOM;DEF;SG	N;SG
مهبط	landasan	مهبط	landasan	N;NOM;INDF;SG	N;SG
حاد	tajam	حَادّ	tajam	ADJ;NOM;INDF;MASC;SG	ADJ;SG
تثبيت	pemasangan	تَثبِيت	penpasangan	N;NOM;INDF;SG	N;SG
تثبيت	penginstalan	تَثبِيت	peninstalan	N;NOM;INDF;SG	N
تثبيت	instalasi	تَثبِيت	instalasi	N;NOM;INDF;SG	N;SG
تثبيت	pasang	تَثبِيت	pasang	N;NOM;INDF;SG	N;SG;ACT
الزيت	oli	الزيت	oli	N;NOM;DEF;SG	N
الزيت	minyak	الزيت	minyak	N;NOM;DEF;SG	N;SG
الاستيلاء	pengambilalihan	اِستِيلَاء	penambilalihan	N;NOM;DEF;SG	N;SG
مهاجم	striker	مُهَاجِم	striker	N;NOM;INDF;SG	N;SG
ميلاد	kelahiran	ميلاد	kelahiran	N;NOM;INDF;SG	N;SG
سكن	perumahan	سَكَن	penrumahan	N;NOM;INDF;SG	N;SG
سكن	akomodasi	سَكَن	akomodasi	N;NOM;INDF;SG	N;SG
الرقابة	pengawasan	رَقَابَة	penkawasan	N;NOM;DEF;SG	N;SG
الرقابة	sensor	رَقَابَة	sensor	N;NOM;DEF;SG	N;SG
الرقابة	penyensoran	رَقَابَة	pensensoran	N;NOM;DEF;SG	N;SG
الامبراطورية	imperium	الامبراطورية	imperium	N;NOM;DEF;SG	N
الامبراطورية	kekaisaran	الامبراطورية	kekaisaran	N;NOM;DEF;SG	N;SG
الطقس	cuaca	طَقس	cuaca	N;NOM;DEF;SG	N;SG
المعارض	pameran	مَعرِض	pameran	N;NOM;DEF;SG	N;SG
المعارض	galeri	مَعرِض	galeri	N;NOM;DEF;SG	N;SG
المعارض	pameran	مَعرِض	pameran	N;NOM;DEF;SG	N;SG
تقارب	konvergensi	تَقَارُب	konvergensi	N;NOM;INDF;SG	N;SG
المنع	pencegahan	مَنع	pencegahan	N;NOM;DEF;SG	N;SG
هواء	udara	هَوَاء	udara	N;NOM;INDF;SG	N;SG
هواء	air	هَوَاء	air	N;NOM;INDF;SG	N;SG
مسابقات	kuis	مُسَابَقَة	kuis	N;NOM;INDF;PL	N
الحوض	panggul	حَوض	panggul	N;NOM;DEF;SG	N;SG
الحوض	tub	حَوض	tub	N;NOM;DEF;SG	N
الحوض	bak	حَوض	bak	N;NOM;DEF;SG	N;SG
الدير	vihara	دَير	vihara	N;NOM;DEF;SG	N
الدير	biara	دَير	biara	N;NOM;DEF;SG	N
الدير	biara	دَير	biara	N;NOM;DEF;SG	N
الكائن	obyek	كَائِن	obyek	N;NOM;DEF;SG	N;SG
الكائن	objek	كَائِن	objek	N;NOM;DEF;SG	N;SG
الكائن	organisme	كَائِن	organisme	N;NOM;DEF;SG	N;SG
متخصص	spesialis	مُتَخَصِّص	spesialis	ADJ;NOM;INDF;MASC;SG	ADJ;SG
متخصص	spesialis	مُتَخَصِّص	spesialis	ADJ;NOM;INDF;MASC;SG	ADJ;SG
الاعتقاد	kepercayaan	اِعتِقَاد	kepercayaan	N;NOM;DEF;SG	N;SG
الاعتقاد	keyakinan	اِعتِقَاد	keyakinan	N;NOM;DEF;SG	N;SG
انشاء	pembuatan	إِنشَاء	penbuatan	N;NOM;INDF;SG	N;SG
انشاء	ciptaan	إِنشَاء	ciptaan	N;NOM;INDF;SG	N;SG
انشاء	penciptaan	إِنشَاء	penciptaan	N;NOM;INDF;SG	N;SG
انشاء	kreasi	إِنشَاء	kreasi	N;NOM;INDF;SG	N;SG;ACT
الارض	bumi	أَرض	bumi	N;NOM;DEF;SG	N;SG
الارض	daratan	أَرض	daratan	N;NOM;DEF;SG	N;SG
الارض	tanah	أَرض	tanah	N;NOM;DEF;SG	N;SG
تصحيح	koreksi	تَصحِيح	koreksi	N;NOM;INDF;SG	N;SG
المجاهدين	mujahidin	مُجَاهِد	mujahidin	N;NOM;DEF;PL	N
اثناء	selama	أَثنَاءَ	selama	ADP;ACC	ADP
الدائمة	permanen	دَائِم	permanen	ADJ;NOM;DEF;FEM;SG	ADJ;SG
اللسان	lidah	لِسَان	lidah	N;NOM;DEF;SG	N;SG
الثمار	buah	ثَمَر	buah	N;NOM;DEF;SG	N;SG
السور	pagar	سُور	pagar	N;NOM;DEF;SG	N;SG
السور	penadah	سُور	pentadah	N;NOM;DEF;SG	N;SG
السباحة	renang	سِبَاحَة	renang	N;NOM;DEF;SG	N;SG
مبادرة	inisiatif	مُبَادَرَة	inisiatif	N;NOM;INDF;SG	N;SG
يثبت	membuktikan	ثَبَّت	menbuktikan	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;ACT
التصنيع	industrialisasi	تَصنِيع	industrialisasi	N;NOM;DEF;SG	N
التصنيع	manufaktur	تَصنِيع	manufaktur	N;NOM;DEF;SG	N
التصنيع	pabrikasi	تَصنِيع	pabrikasi	N;NOM;DEF;SG	N;SG
تسع	sembilan	تِسعَة	sembilan	NUM;NOM;INDF;FEM	NUM
الاستجابة	respon	اِستِجَابَة	respon	N;NOM;DEF;SG	N;SG
الاستجابة	tanggapan	اِستِجَابَة	tanggapan	N;NOM;DEF;SG	N;SG
الاستجابة	respons	اِستِجَابَة	respons	N;NOM;DEF;SG	N;SG
المحرر	penyunting	مُحَرَّر	penyunting	N;NOM;DEF;SG	N
المحرر	editor	مُحَرَّر	editor	N;NOM;DEF;SG	N
القبة	kubah	قِبَّة	kubah	N;NOM;DEF;SG	N
ذرة	jagung	ذُرَّة	jagung	N;NOM;INDF;SG	N;SG
ذرة	atom	ذُرَّة	atom	N;NOM;INDF;SG	N;SG
تقديرات	estimasi	تَقدِير	estimasi	N;NOM;INDF;PL	N
تقديرات	estimasi	تَقدِير	estimasi	N;NOM;INDF;PL	N
العبد	budak	العبد	budak	N;NOM;DEF;SG	N;SG
شتى	bermacam	شتى	bermacam	N;NOM;INDF;SG	N;SG;ACT
السيف	pedang	سَيف	pedang	N;NOM;DEF;SG	N;SG
مرشح	filter	مُرَشَّح	filter	N;NOM;INDF;SG	N;SG
مرشح	penyaring	مُرَشَّح	pensaring	N;NOM;INDF;SG	N;SG
مرشح	saringan	مُرَشَّح	saringan	N;NOM;INDF;SG	N
مرشح	calon	مُرَشَّح	calon	N;NOM;INDF;SG	N;SG
مرشح	kandidat	مُرَشَّح	kandidat	N;NOM;INDF;SG	N;SG
دواء	kedokteran	دَوَاء	kedokteran	N;NOM;INDF;SG	N;SG
دواء	obat	دَوَاء	obat	N;NOM;INDF;SG	N;SG
دواء	pengobatan	دَوَاء	penobatan	N;NOM;INDF;SG	N;SG
الخيل	kuda	خَيل	kuda	N;NOM;DEF;SG	N;SG
معيار	kriteria	مُعِير	kriteria	N;NOM;INDF;SG	N;SG
معيار	norma	مُعِير	norma	N;NOM;INDF;SG	N;SG
الغابة	hutan	غَابَة	hutan	N;NOM;DEF;SG	N;SG
الغابة	hutan	غَابَة	hutan	N;NOM;DEF;SG	N;SG
اختار	pilih	اِختَار	pilih	V;PFV;MASC;SG;3;ACT	V;SG;ACT
عقدت	dipegang	عَقَد	dipegang	V;PFV;FEM;SG;3;PASS	V;SG;PASS
عقدت	ditahan	عَقَد	ditahan	V;PFV;FEM;SG;3;PASS	V;SG;PASS
عقدت	diadakan	عَقَد	diadakan	V;PFV;FEM;SG;3;PASS	V;SG;PASS
الطابق	lantai	طَابِق	lantai	N;NOM;DEF;SG	N;SG
الطابق	lantainya	طَابِق	lantai	N;NOM;DEF;SG	N;SG
حزام	sabuk	حزام	sabuk	N;NOM;INDF;SG	N;SG
سفير	duta	سَفِير	duta	N;NOM;INDF;SG	N;SG
الكاميرا	kamera	كَامِيرَا	kamera	N;NOM;DEF;SG	N;SG
الكاميرا	camera	كَامِيرَا	camera	N;NOM;DEF;SG	N
الظلام	kegelapan	ظَلَام	kegelapan	N;NOM;DEF;SG	N;SG
الظلام	kegelapan	ظَلَام	kegelapan	N;NOM;DEF;SG	N;SG
الرتبة	peringkat	رَتبَة	peringkat	N;NOM;DEF;SG	N;SG
الرتبة	ranking	رَتبَة	ranking	N;NOM;DEF;SG	N
الرتبة	pangkat	رَتبَة	pangkat	N;NOM;DEF;SG	N;SG
ملخص	sinopsis	مُلخَص	sinopsis	N;NOM;INDF;SG	N;SG
ملخص	intisari	مُلخَص	intisari	N;NOM;INDF;SG	N;SG
ملخص	rangkuman	مُلخَص	rangkuman	N;NOM;INDF;SG	N;SG
ملخص	ringkasan	مُلخَص	ringkasan	N;NOM;INDF;SG	N;SG
تمرد	pemberontakan	تَمَرُّد	penberontakan	N;NOM;INDF;SG	N;SG
تمرد	pemberontakan	تَمَرُّد	penberontakan	N;NOM;INDF;SG	N;SG
تمرد	pemberontak	تَمَرُّد	penberontak	N;NOM;INDF;SG	N;SG
الغشاء	membran	غِشَاء	membran	N;NOM;DEF;SG	N;SG
الهبوط	pendaratan	هُبُوط	pendaratan	N;NOM;DEF;SG	N;SG
الامام	imam	إِمَام	imam	N;NOM;DEF;SG	N;SG
الستينات	sixties	سِتِّينَات	sixties	N;NOM;DEF;PL	N
الحجة	argumen	حُجَّة	argumen	N;NOM;DEF;SG	N;SG
الاختيار	seleksi	اِختِيَار	seleksi	N;NOM;DEF;SG	N;SG
الاختيار	pemilihan	اِختِيَار	penpilihan	N;NOM;DEF;SG	N;SG
الاختيار	pilihan	اِختِيَار	pilihan	N;NOM;DEF;SG	N;SG
وفد	delegasi	وَفد	delegasi	N;NOM;INDF;SG	N;SG
السلم	tangga	سِلم	tangga	N;NOM;DEF;SG	N;SG
قوس	busur	قَوس	busur	N;NOM;INDF;SG	N;SG
قوس	lengkungan	قَوس	lengkungan	N;NOM;INDF;SG	N;SG
قوس	busur	قَوس	busur	N;NOM;INDF;SG	N;SG
مركزي	terpusat	مركزي	terpusat	ADJ;NOM;INDF;MASC;SG	ADJ;RL;SG
التمويل	pembiayaan	تَموِيل	penbiayaan	N;NOM;DEF;SG	N;SG
التمويل	pendanaan	تَموِيل	pendanaan	N;NOM;DEF;SG	N;SG
التمويل	dana	تَموِيل	dana	N;NOM;DEF;SG	N;SG
التمويل	pembiayaan	تَموِيل	penbiayaan	N;NOM;DEF;SG	N;SG
التمويل	keuangan	تَموِيل	keuangan	N;NOM;DEF;SG	N;SG
التمويل	finance	تَموِيل	finance	N;NOM;DEF;SG	N
البري	liar	بَرِّيّ	liar	N;NOM;DEF;SG	N;SG
صالحة	sah	صَالِح	sah	ADJ;NOM;INDF;FEM;SG	ADJ;SG
القهوة	kopi	قُهُوَّة	kopi	N;NOM;DEF;SG	N;SG
الكيان	entitas	كِيَان	entitas	N;NOM;DEF;SG	N;SG
للسيارات	otomotif	للسيارات	otomotif	N;GEN;DEF;SG	N;SG
وحيدة	sendiri	وَحِيد	sendiri	ADJ;NOM;INDF;FEM;SG	ADJ;SG
وحيدة	sepi	وَحِيد	sepi	ADJ;NOM;INDF;FEM;SG	ADJ
سكر	gula	سُكر	gula	N;NOM;INDF;SG	N;SG
التوتر	ketegangan	تَوَتُّر	ketegangan	N;NOM;DEF;SG	N;SG
التوتر	stres	تَوَتُّر	stres	N;NOM;DEF;SG	N;SG
الحداثة	modernitas	حَدَاثَة	modernitas	N;NOM;DEF;SG	N
السلالة	strain	سِلَالَة	strain	N;NOM;DEF;SG	N
السلالة	dinasti	سِلَالَة	dinasti	N;NOM;DEF;SG	N
الثروة	harta	ثَروَة	harta	N;NOM;DEF;SG	N;SG
الثروة	kekayaan	ثَروَة	kekayaan	N;NOM;DEF;SG	N;SG
العشرة	sepuluh	عَشَرَة	sepuluh	NUM;NOM;DEF;MASC	NUM
الرغبة	keinginan	رَغبَة	keinginan	N;NOM;DEF;SG	N;SG
الرغبة	hasrat	رَغبَة	hasrat	N;NOM;DEF;SG	N;SG
الدوران	rotasi	دَوَرَان	rotasi	N;NOM;DEF;SG	N
الدوران	putaran	دَوَرَان	putaran	N;NOM;DEF;SG	N;SG
الدوران	putar	دَوَرَان	putar	N;NOM;DEF;SG	N;SG
اقتصادي	hemat	اِقتِصَادِيّ	hemat	ADJ;NOM;INDF;MASC;SG	ADJ;SG
الانتباه	perhatian	اِنتِبَاه	perhatian	N;NOM;DEF;SG	N;SG
الفقراء	kasihan	فَقِير	kasihan	N;NOM;DEF;PL	N
تمويل	pembiayaan	تَموِيل	penbiayaan	N;NOM;INDF;SG	N;SG
تمويل	pendanaan	تَموِيل	pendanaan	N;NOM;INDF;SG	N;SG
تمويل	dana	تَموِيل	dana	N;NOM;INDF;SG	N;SG
تمويل	pembiayaan	تَموِيل	penbiayaan	N;NOM;INDF;SG	N;SG
تمويل	keuangan	تَموِيل	keuangan	N;NOM;INDF;SG	N;SG
تمويل	finance	تَموِيل	finance	N;NOM;INDF;SG	N
المستشار	penasihat	مُستَشَار	penasihat	N;NOM;DEF;SG	N;SG
الممارسة	praktek	مُمَارَسَة	praktek	N;NOM;DEF;SG	N;SG
الممارسة	latihan	مُمَارَسَة	latihan	N;NOM;DEF;SG	N;SG
الممارسة	praktik	مُمَارَسَة	praktik	N;NOM;DEF;SG	N;SG
فقدت	kalah	فَقَد	kalah	V;PFV;FEM;SG;3;ACT	V;SG
المقبرة	makam	مُقبِر	makam	N;NOM;DEF;SG	N;SG
المقبرة	pemakaman	مُقبِر	penmakaman	N;NOM;DEF;SG	N;SG
المقبرة	pekuburan	مُقبِر	pekuburan	N;NOM;DEF;SG	N;SG
المقبرة	kuburan	مُقبِر	kuburan	N;NOM;DEF;SG	N;SG
المقبرة	kuburan	مُقبِر	kuburan	N;NOM;DEF;SG	N;SG
المقبرة	makam	مُقبِر	makam	N;NOM;DEF;SG	N;SG
الاستعمال	penggunaan	اِستِعمَال	pengunaan	N;NOM;DEF;SG	N;SG
الاستعمال	kegunaan	اِستِعمَال	kegunaan	N;NOM;DEF;SG	N;SG
الاستعمال	pemakaian	اِستِعمَال	penpakaian	N;NOM;DEF;SG	N;SG
الاستعمال	penggunaan	اِستِعمَال	pengunaan	N;NOM;DEF;SG	N;SG
يعلن	menyatakan	أَعلَن	mennyatakan	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;ACT
يعلن	mengumumkan	أَعلَن	menumumkan	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;ACT
يعلن	umumkan	أَعلَن	umumkan	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;ACT
يعلن	menyatakan	أَعلَن	mennyatakan	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;ACT
السوائل	fluida	سَائِل	fluida	N;NOM;DEF;PL	N
حقيقي	nyata	حَقِيقِيّ	nyata	ADJ;NOM;INDF;MASC;SG	ADJ;SG
حقيقي	benar	حَقِيقِيّ	benar	ADJ;NOM;INDF;MASC;SG	ADJ;SG
التحكيم	arbitrase	تَحكِيم	arbitrase	N;NOM;DEF;SG	N;SG
نار	api	نَار	api	N;NOM;INDF;SG	N;SG
نار	kebakaran	نَار	kebakaran	N;NOM;INDF;SG	N;SG
كليب	klip	كليب	klip	N;NOM;INDF;SG	N;SG
برلمان	parlemen	بَرلَمَان	parlemen	N;NOM;INDF;SG	N;SG
التصوف	mistisisme	تَصَوُّف	mistisisme	N;NOM;DEF;SG	N
المخطوطات	manuskrip	مَخطُوط	manuskrip	N;NOM;DEF;PL	N
بورصة	bursa	بُورصَة	bursa	N;NOM;INDF;SG	N;SG
ضعيفة	lemah	ضَعِيف	lemah	ADJ;NOM;INDF;FEM;SG	ADJ;SG
حفر	gali	حَفر	gali	N;NOM;INDF;SG	N;SG;ACT
عضلة	otot	عضلة	otot	N;NOM;INDF;SG	N;SG
الصاروخ	roket	صَارُوخ	roket	N;NOM;DEF;SG	N;SG
الصاروخ	rudal	صَارُوخ	rudal	N;NOM;DEF;SG	N;SG
الصاروخ	misil	صَارُوخ	misil	N;NOM;DEF;SG	N;SG
الطاقم	kru	طَاقِم	kru	N;NOM;DEF;SG	N;SG
المخ	otak	مُخّ	otak	N;NOM;DEF;SG	N;SG
توافق	kompatibilitas	تَوَافُق	kompatibilitas	N;NOM;INDF;SG	N;SG
توافق	kesesuaian	تَوَافُق	kesesuaian	N;NOM;INDF;SG	N;SG
صالة	aula	صَالَة	aula	N;NOM;INDF;SG	N;SG
المسؤولية	tanggungjawab	مَسؤُولِيَّة	tanggungjawab	N;NOM;DEF;SG	N;SG
مظاهر	manifestasi	مَظهَر	manifestasi	N;NOM;INDF;PL	N
مظاهر	manifestasi	مَظهَر	manifestasi	N;NOM;INDF;PL	N
تجديد	pembaharuan	تَجدِيد	penbaharuan	N;NOM;INDF;SG	N;SG
تجديد	pembaruan	تَجدِيد	penbaruan	N;NOM;INDF;SG	N;SG
تجديد	perpanjangan	تَجدِيد	perpanjangan	N;NOM;INDF;SG	N;SG
اصبح	menjadi	أَصبَح	menjadi	V;PFV;MASC;SG;3;ACT	V;SG;ACT
نفط	oli	نَفط	oli	N;NOM;INDF;SG	N
نفط	minyak	نَفط	minyak	N;NOM;INDF;SG	N;SG
حلبة	arena	حَلبَة	arena	N;NOM;INDF;SG	N;SG
حلبة	gelanggang	حَلبَة	gelanggang	N;NOM;INDF;SG	N;SG
حلبة	sirkuit	حَلبَة	sirkuit	N;NOM;INDF;SG	N;SG
توسع	perluasan	تَوَسُّع	perluasan	N;NOM;INDF;SG	N;SG
توسع	ekspansi	تَوَسُّع	ekspansi	N;NOM;INDF;SG	N;SG
توسع	perluas	تَوَسُّع	perluas	N;NOM;INDF;SG	N;SG;ACT
توسع	ekspansi	تَوَسُّع	ekspansi	N;NOM;INDF;SG	N;SG
عدوى	infeksi	عَدوَى	infeksi	N;NOM;INDF;SG	N;SG
الانقلاب	kudeta	اِنقِلَاب	kudeta	N;NOM;DEF;SG	N;SG
قطار	kereta	قِطَار	kereta	N;NOM;INDF;SG	N;SG
تقبل	menerima	قَبِل	menterima	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;SG;ACT
تقبل	terimalah	قَبِل	terimalah	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;SG
مقاعد	seater	مَقعَد	seater	N;NOM;INDF;PL	N
مرت	berlalu	مَرّ	berlalu	V;PFV;FEM;SG;3;ACT	V;SG;ACT
مرت	lulus	مَرّ	lulus	V;PFV;FEM;SG;3;ACT	V;SG
نهائيات	final	نِهَائِيّ	final	N;NOM;INDF;PL	N
غنية	kaya	غَنِيّ	kaya	ADJ;NOM;INDF;FEM;SG	ADJ;SG
الثدي	payudara	ثَدِيّ	payudara	N;NOM;DEF;SG	N;SG
الثدي	payudara	ثَدِيّ	payudara	N;NOM;DEF;SG	N;SG
الثدي	payudara	ثَدِيّ	payudara	N;NOM;DEF;SG	N;SG
شرط	syarat	شَرط	syarat	N;NOM;INDF;SG	N;SG
شرط	kondisi	شَرط	kondisi	N;NOM;INDF;SG	N;SG
الروضة	prasekolah	رَوضَة	prasekolah	N;NOM;DEF;SG	N
بدا	memulai	بَدَا	menmulai	V;PFV;MASC;SG;3;ACT	V;SG;ACT
المبادرة	inisiatif	مُبَادَرَة	inisiatif	N;NOM;DEF;SG	N;SG
تراث	pewaris	تُرَاث	penwaris	N;NOM;INDF;SG	N;SG
تراث	warisan	تُرَاث	warisan	N;NOM;INDF;SG	N;SG
تراث	warisan	تُرَاث	warisan	N;NOM;INDF;SG	N;SG
التصنيفات	rating	تَصنِيفَة	rating	N;NOM;DEF;PL	N
التخزين	penyimpanan	تَخزِين	pensimpanan	N;NOM;DEF;SG	N;SG
داخلي	internal	دَاخِلِيّ	internal	ADJ;NOM;INDF;MASC;SG	ADJ;SG
استراتيجية	strategi	إِسترَاتِيجِيَّة	strategi	N;NOM;INDF;SG	N;SG
الرمال	papak	رَمل	papak	N;NOM;DEF;SG	N
فيروسات	virus	فَيرُوس	virus	N;NOM;INDF;PL	N
الوراثة	genetik	وَرَاثَة	genetik	N;NOM;DEF;SG	N;SG
الوراثة	genetika	وَرَاثَة	genetika	N;NOM;DEF;SG	N;SG
الوراثة	warisan	وَرَاثَة	warisan	N;NOM;DEF;SG	N;SG
الزيادة	peningkatan	زِيَادَة	pentingkatan	N;NOM;DEF;SG	N;SG
ترجم	menerjemahkan	تَرجَم	menterjemahkan	V;PFV;MASC;SG;3;ACT	V;SG;ACT
الاستعمارية	kolonial	اِستِعمَارِيّ	kolonial	ADJ;NOM;DEF;FEM;SG	ADJ;SG
الفاتح	penakluk	فَاتِح	pentakluk	N;NOM;DEF;SG	N;SG
ميزة	fitur	مِيزَة	fitur	N;NOM;INDF;SG	N;SG
ميزة	keuntungan	مِيزَة	keuntungan	N;NOM;INDF;SG	N;SG
ميزة	keunggulan	مِيزَة	keunggulan	N;NOM;INDF;SG	N;SG
متاحة	tersedia	مُتَاح	tersedia	ADJ;NOM;INDF;FEM;SG	ADJ;SG
تعدد	kelipatan	عَدَّد	kelipatan	N;NOM;INDF;SG	N;SG
شهداء	martir	شَهِيد	martir	N;NOM;INDF;PL	N
الحليب	susu	حَلِيب	susu	N;NOM;DEF;SG	N;SG
الحليب	susunya	حَلِيب	susu	N;NOM;DEF;SG	N;SG
الفعلي	aktual	فِعلِيّ	aktual	ADJ;NOM;DEF;MASC;SG	ADJ;SG
القطار	kereta	قِطَار	kereta	N;NOM;DEF;SG	N;SG
موظف	karyawan	مُوَظَّف	karyawan	N;NOM;INDF;SG	N;MASC;SG
انضمت	bergabung	اِنضَمّ	bergabung	V;PFV;FEM;SG;3;ACT	V;SG;ACT
تسليم	pengiriman	تَسلِيم	penkiriman	N;NOM;INDF;SG	N;SG
تسليم	penayangan	تَسلِيم	pentayangan	N;NOM;INDF;SG	N;SG
